1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 49.19745),(2 62.263683),(3 70.00794),(4 74.768745),(5 79.152054),(6 82.573105),(7 85.933075),(8 89.07161),(9 91.49432),(10 92.90273),(11 94.6274),(12 95.99264),(13 97.238235),(14 97.229706),(15 97.77693),(16 98.973625),(17 98.96024),(18 100.16518),(19 100.60415),(20 101.58597),(21 100.600044),(22 101.44557),(23 100.52344),(24 101.031715),(25 101.352325),(26 100.71994),(27 101.36177),(28 102.29657),(29 101.24275),(30 100.292496),(31 100.72421),(32 100.26498),(33 99.7199),(34 98.45209),(35 96.758156),(36 95.21042),(37 94.651085),(38 94.84773),(39 93.91061),(40 93.77766),(41 93.862915),(42 94.61292),(43 95.7904),(44 95.56156),(45 96.94458),(46 97.77641),(47 98.061615),(48 99.13032),(49 99.673416),(50 100.74935),(51 102.05514),(52 102.08315),(53 103.263794),(54 103.44545),(55 104.638306),(56 104.386635),(57 105.43202),(58 105.36638),(59 105.09258),(60 105.35765),(61 105.801926),(62 106.29339),(63 107.10003),(64 108.25764),(65 109.19662),(66 109.833534),(67 110.842964),(68 110.852974),(69 111.618195),(70 111.62989),(71 113.44112),(72 112.95008),(73 113.04646),(74 113.39924),(75 113.78629),(76 114.954),(77 116.6268),(78 117.18167),(79 117.89559),
(1 48.773754),(2 60.87464),(3 68.55254),(4 73.56163),(5 78.023895),(6 80.41741),(7 83.58188),(8 87.41153),(9 89.298),(10 91.11226),(11 91.97217),(12 92.365486),(13 94.16806),(14 93.651924),(15 95.62327),(16 96.92585),(17 96.694626),(18 98.38418),(19 99.31034),(20 100.31396),(21 99.89365),(22 99.82741),(23 100.7417),(24 100.80871),(25 101.04845),(26 100.82163),(27 101.445694),(28 101.23053),(29 101.322235),(30 100.55414),(31 101.24),(32 101.41223),(33 100.296745),(34 99.38793),(35 98.62926),(36 98.35899),(37 97.39208),(38 97.40162),(39 97.20911),(40 96.52278),(41 95.29868),(42 95.399284),(43 94.80131),(44 95.06529),(45 95.529625),(46 96.221565),(47 96.13168),(48 97.41738),(49 98.08117),(50 99.44901),(51 100.19192),(52 101.325966),(53 102.96422),(54 103.53303),(55 103.436905),(56 103.45989),(57 105.2079),(58 106.02255),(59 105.98153),(60 107.4406),(61 107.512856),(62 108.28356),(63 109.6296),(64 110.45934),(65 111.01703),(66 112.37779),(67 113.266716),(68 113.07302),(69 113.9625),(70 113.16718),(71 114.26534),(72 113.33572),(73 112.372734),(74 112.269554),(75 113.510994),(76 113.57657),(77 114.92557),(78 115.044334),(79 114.22983),
(1 48.25261),(2 61.0329),(3 68.83213),(4 73.73313),(5 77.58905),(6 80.69591),(7 83.68422),(8 87.10114),(9 89.66818),(10 90.3811),(11 92.27176),(12 93.3949),(13 94.09823),(14 95.58622),(15 96.873344),(16 96.9389),(17 97.89488),(18 98.79903),(19 100.00344),(20 99.34395),(21 99.109375),(22 98.53991),(23 98.31517),(24 98.94241),(25 99.63353),(26 98.75168),(27 99.02023),(28 99.715126),(29 98.75031),(30 98.490395),(31 99.317764),(32 98.663475),(33 98.01664),(34 97.14589),(35 95.96417),(36 94.51766),(37 94.62575),(38 94.47087),(39 93.77148),(40 93.48059),(41 93.76054),(42 94.228035),(43 94.34452),(44 94.49917),(45 95.43258),(46 95.437744),(47 96.293625),(48 97.22381),(49 98.34333),(50 99.44017),(51 100.96914),(52 102.03793),(53 103.19877),(54 103.74288),(55 104.3151),(56 104.32537),(57 105.75629),(58 106.05044),(59 106.12498),(60 106.22425),(61 106.73865),(62 107.798416),(63 110.0491),(64 110.04017),(65 111.170296),(66 111.089325),(67 112.10073),(68 112.58119),(69 113.05279),(70 112.83268),(71 113.308716),(72 113.09535),(73 112.56946),(74 112.959854),(75 114.276085),(76 114.459946),(77 115.40482),(78 116.751686),(79 117.69738),
(1 48.136517),(2 60.759087),(3 68.15682),(4 72.93065),(5 76.51641),(6 79.4237),(7 82.762405),(8 85.64144),(9 87.76072),(10 89.25966),(11 90.2461),(12 91.98807),(13 92.982025),(14 94.48191),(15 95.97275),(16 97.28244),(17 98.22887),(18 99.1398),(19 100.07102),(20 99.79071),(21 99.77911),(22 99.140274),(23 99.74805),(24 99.96827),(25 100.323784),(26 100.30113),(27 101.42043),(28 101.690285),(29 102.11725),(30 101.747604),(31 102.480965),(32 100.64011),(33 100.83539),(34 99.78463),(35 98.49965),(36 97.61263),(37 97.1462),(38 97.072296),(39 96.39658),(40 95.406685),(41 94.77076),(42 94.30718),(43 94.391136),(44 94.85709),(45 95.1415),(46 95.09281),(47 95.51574),(48 95.91665),(49 96.691345),(50 97.67321),(51 98.486595),(52 98.97695),(53 100.87981),(54 100.873665),(55 101.35421),(56 102.00117),(57 102.42937),(58 103.36006),(59 103.726364),(60 104.044235),(61 105.22337),(62 106.20313),(63 106.35361),(64 107.26909),(65 107.99088),(66 109.08511),(67 109.888985),(68 109.6425),(69 110.00671),(70 110.44836),(71 110.561226),(72 110.53553),(73 110.514626),(74 111.04085),(75 111.49196),(76 112.56225),(77 113.297935),(78 114.04245),(79 114.88869),
(1 48.24824),(2 61.204853),(3 69.02186),(4 73.53793),(5 77.91258),(6 80.99765),(7 84.39707),(8 87.23827),(9 89.27587),(10 90.83982),(11 91.82005),(12 93.32424),(13 94.85622),(14 95.42294),(15 96.09709),(16 96.83731),(17 98.59568),(18 98.74311),(19 98.9026),(20 99.88233),(21 100.25424),(22 99.690994),(23 99.75399),(24 98.51298),(25 99.240295),(26 99.20667),(27 99.97238),(28 100.712425),(29 99.642975),(30 99.044525),(31 98.65034),(32 98.899574),(33 99.38368),(34 98.329185),(35 97.298416),(36 97.04445),(37 96.7439),(38 96.9712),(39 96.884674),(40 95.94445),(41 95.44567),(42 95.27784),(43 95.32609),(44 95.54877),(45 96.237564),(46 97.98175),(47 98.32743),(48 99.18788),(49 99.91209),(50 100.39171),(51 101.431915),(52 102.10694),(53 104.28271),(54 104.10196),(55 105.05452),(56 105.109245),(57 105.49149),(58 106.81521),(59 105.83343),(60 106.50633),(61 106.70825),(62 108.19399),(63 109.2953),(64 110.38176),(65 111.44861),(66 112.58388),(67 112.51612),(68 112.33891),(69 114.00876),(70 113.3314),(71 114.48753),(72 113.45242),(73 113.68256),(74 113.33105),(75 114.065956),(76 114.59339),(77 115.319664),(78 115.83911),(79 116.82204),
(1 47.54369),(2 59.991905),(3 67.27172),(4 72.63639),(5 77.29558),(6 80.49856),(7 83.29082),(8 85.78496),(9 88.3344),(10 90.91494),(11 92.311874),(12 93.37215),(13 94.76595),(14 96.28399),(15 97.22685),(16 97.87583),(17 99.03329),(18 99.69638),(19 99.41627),(20 100.67291),(21 100.74589),(22 100.43654),(23 100.22747),(24 100.36491),(25 100.335205),(26 100.10715),(27 101.129585),(28 101.68393),(29 101.601776),(30 100.17118),(31 99.96523),(32 99.94532),(33 99.0057),(34 97.933075),(35 96.8194),(36 96.24167),(37 95.15219),(38 95.53039),(39 94.667114),(40 93.6788),(41 93.51198),(42 92.681404),(43 92.82852),(44 93.47721),(45 94.37643),(46 95.03057),(47 95.72248),(48 96.18895),(49 96.26796),(50 97.311966),(51 98.65306),(52 99.747765),(53 101.503494),(54 101.55786),(55 101.1736),(56 101.86887),(57 102.09153),(58 102.773735),(59 102.94322),(60 103.29887),(61 104.85746),(62 105.968704),(63 106.662476),(64 106.45291),(65 107.53319),(66 108.64602),(67 109.473656),(68 109.774826),(69 110.35178),(70 110.696976),(71 111.37522),(72 111.33285),(73 111.293945),(74 111.295586),(75 112.17427),(76 112.94354),(77 113.79224),(78 114.29247),(79 115.335236),
(1 47.465176),(2 60.501217),(3 67.79314),(4 71.80257),(5 75.79239),(6 78.77737),(7 81.63358),(8 84.86924),(9 87.56007),(10 89.20596),(11 89.77237),(12 89.989456),(13 91.2723),(14 92.39189),(15 93.833595),(16 93.359024),(17 94.2267),(18 94.84544),(19 95.20966),(20 96.13441),(21 96.10969),(22 95.05803),(23 96.155556),(24 96.234924),(25 96.553535),(26 97.64739),(27 97.744225),(28 97.95607),(29 97.45873),(30 98.1171),(31 97.49384),(32 97.35715),(33 96.7605),(34 96.241516),(35 95.39636),(36 93.99514),(37 94.17582),(38 93.80814),(39 92.34935),(40 92.26646),(41 91.826004),(42 91.41738),(43 91.39058),(44 92.24878),(45 91.89165),(46 92.4662),(47 92.0361),(48 93.04656),(49 92.920845),(50 93.08469),(51 94.942825),(52 95.92624),(53 96.42402),(54 97.299034),(55 97.57184),(56 97.794754),(57 98.104546),(58 99.52214),(59 99.775505),(60 99.68485),(61 101.14018),(62 101.341385),(63 103.40332),(64 104.40427),(65 105.33754),(66 105.91953),(67 105.831825),(68 105.73586),(69 106.71772),(70 106.73644),(71 106.993355),(72 107.74551),(73 107.849556),(74 107.72022),(75 107.93789),(76 108.332146),(77 109.40181),(78 109.57896),(79 109.47156),
(1 47.451836),(2 59.62034),(3 66.64653),(4 71.119255),(5 74.97618),(6 77.589005),(7 80.67339),(8 83.387344),(9 86.20762),(10 88.32215),(11 89.47556),(12 90.28759),(13 90.95806),(14 92.164246),(15 92.943214),(16 93.39992),(17 93.74508),(18 95.57389),(19 95.7384),(20 96.46852),(21 95.95013),(22 96.0959),(23 95.87911),(24 95.342026),(25 94.93973),(26 95.73706),(27 96.629524),(28 96.72395),(29 96.878136),(30 96.49333),(31 95.9563),(32 94.98709),(33 94.28263),(34 94.133316),(35 92.466934),(36 92.425156),(37 91.88134),(38 91.78576),(39 90.62964),(40 90.63485),(41 90.271774),(42 90.421364),(43 90.674416),(44 91.57169),(45 92.132195),(46 92.65838),(47 93.25183),(48 94.19096),(49 94.583626),(50 95.06972),(51 95.90679),(52 97.20454),(53 97.84807),(54 98.586266),(55 98.62512),(56 99.297585),(57 99.05756),(58 100.33898),(59 100.92925),(60 101.358185),(61 102.04021),(62 102.49607),(63 102.75162),(64 103.75545),(65 103.51237),(66 104.671844),(67 105.14459),(68 104.45241),(69 106.67075),(70 107.2673),(71 107.72873),(72 108.08751),(73 107.249825),(74 107.59683),(75 108.32646),(76 109.10213),(77 110.71174),(78 111.25411),(79 112.15429),
(1 46.904613),(2 59.07684),(3 67.25906),(4 71.158775),(5 75.321434),(6 77.721344),(7 80.44765),(8 82.99788),(9 85.40683),(10 87.47317),(11 87.93241),(12 89.89189),(13 91.93624),(14 93.33429),(15 93.89265),(16 94.42434),(17 94.824844),(18 96.384575),(19 96.05168),(20 96.9882),(21 96.362236),(22 96.747925),(23 95.70329),(24 96.41403),(25 95.80051),(26 96.82952),(27 96.04706),(28 95.79152),(29 96.715126),(30 95.4193),(31 95.506195),(32 94.5814),(33 94.22824),(34 94.44328),(35 93.3711),(36 92.50489),(37 92.1601),(38 92.56109),(39 91.49456),(40 91.03679),(41 91.18484),(42 92.06369),(43 92.1593),(44 92.644714),(45 92.5204),(46 94.07825),(47 93.75385),(48 93.54772),(49 94.57605),(50 94.74052),(51 96.14855),(52 96.75474),(53 98.308395),(54 98.42811),(55 99.13775),(56 99.57651),(57 99.18347),(58 100.273315),(59 99.47185),(60 99.5941),(61 99.854576),(62 100.163414),(63 101.028145),(64 101.84),(65 103.22903),(66 103.19733),(67 103.57367),(68 104.559204),(69 105.444435),(70 104.98569),(71 105.00447),(72 105.159256),(73 104.94434),(74 105.9569),(75 107.30664),(76 108.01975),(77 108.92177),(78 109.280525),(79 111.10521),
(1 46.74299),(2 58.302273),(3 66.33767),(4 71.14458),(5 75.45363),(6 77.71648),(7 80.956276),(8 83.217545),(9 85.86041),(10 87.41289),(11 88.21424),(12 89.202934),(13 90.49749),(14 91.4116),(15 92.2698),(16 92.86785),(17 94.561676),(18 95.61638),(19 96.212105),(20 96.303505),(21 95.78243),(22 95.64053),(23 94.914276),(24 95.39022),(25 95.30195),(26 96.26232),(27 95.864334),(28 95.914116),(29 96.49167),(30 96.25271),(31 96.00078),(32 95.45238),(33 95.764626),(34 94.517235),(35 93.82552),(36 93.11169),(37 92.813995),(38 92.50491),(39 91.17621),(40 90.348305),(41 89.4536),(42 89.96035),(43 90.763214),(44 90.4759),(45 89.98075),(46 91.97436),(47 92.96268),(48 93.855644),(49 94.244316),(50 94.97019),(51 95.7119),(52 96.9676),(53 98.457344),(54 98.51179),(55 98.79439),(56 99.138176),(57 98.655266),(58 99.72739),(59 99.72693),(60 100.16014),(61 101.02035),(62 101.56937),(63 101.926285),(64 103.05312),(65 103.65899),(66 104.07619),(67 103.29844),(68 103.98819),(69 104.68074),(70 105.09236),(71 104.86724),(72 105.14294),(73 105.667625),(74 104.67941),(75 106.047066),(76 106.38022),(77 106.70091),(78 107.33465),(79 107.752754),
(1 46.588097),(2 58.700985),(3 66.75087),(4 71.31209),(5 75.27651),(6 78.25578),(7 81.27012),(8 83.91246),(9 86.371506),(10 88.423645),(11 88.53208),(12 89.94887),(13 90.73817),(14 92.74543),(15 93.63355),(16 93.54463),(17 93.64846),(18 94.25305),(19 95.077446),(20 96.27844),(21 95.01645),(22 95.37298),(23 95.06963),(24 95.38152),(25 95.35129),(26 96.3488),(27 96.20233),(28 95.92103),(29 95.12736),(30 95.46216),(31 95.657555),(32 96.02653),(33 95.02638),(34 93.277664),(35 92.230446),(36 91.80316),(37 91.368034),(38 91.936104),(39 92.056244),(40 92.16078),(41 91.437096),(42 91.75595),(43 92.18073),(44 92.695114),(45 94.223305),(46 96.12923),(47 96.26593),(48 97.488754),(49 98.15366),(50 98.72973),(51 101.015625),(52 101.18725),(53 102.893166),(54 103.892456),(55 103.913574),(56 104.7589),(57 104.49817),(58 105.28015),(59 105.18747),(60 104.66258),(61 104.5978),(62 105.335396),(63 106.72723),(64 108.08397),(65 109.394554),(66 109.5795),(67 109.767235),(68 109.67882),(69 109.987686),(70 109.92013),(71 109.50778),(72 108.265816),(73 108.79024),(74 108.080246),(75 108.87254),(76 110.9475),(77 112.012764),(78 112.9808),(79 113.76336),
(1 45.376488),(2 57.576675),(3 65.47902),(4 70.09467),(5 73.50861),(6 75.94823),(7 79.51115),(8 81.45855),(9 83.51244),(10 85.388176),(11 86.8474),(12 87.14057),(13 88.21493),(14 89.78636),(15 91.60076),(16 91.68397),(17 93.59458),(18 94.01735),(19 94.99212),(20 94.98691),(21 94.449844),(22 94.35484),(23 94.66992),(24 94.06448),(25 94.75381),(26 94.37478),(27 95.06959),(28 94.91884),(29 94.19653),(30 93.87002),(31 92.88932),(32 91.7425),(33 90.91894),(34 90.474335),(35 90.07755),(36 90.04274),(37 89.44622),(38 89.11899),(39 89.49045),(40 88.799736),(41 88.62219),(42 89.00443),(43 88.63025),(44 88.977936),(45 89.47426),(46 90.61134),(47 90.980034),(48 91.92048),(49 91.46704),(50 92.662735),(51 93.52103),(52 94.20665),(53 96.4092),(54 96.36719),(55 97.10713),(56 97.65267),(57 97.97231),(58 99.35125),(59 99.27277),(60 99.415115),(61 99.71709),(62 99.31174),(63 100.22069),(64 100.78122),(65 101.104034),(66 102.23827),(67 101.46011),(68 101.74322),(69 102.503586),(70 102.900696),(71 103.04256),(72 103.14813),(73 103.21333),(74 103.04394),(75 104.08011),(76 104.39524),(77 104.671425),(78 105.91971),(79 105.46819),
(1 45.293083),(2 58.00389),(3 66.18009),(4 70.13302),(5 73.20991),(6 76.06174),(7 80.01782),(8 82.20324),(9 84.0842),(10 85.858925),(11 87.42806),(12 88.15415),(13 88.73166),(14 90.011925),(15 90.7691),(16 92.21846),(17 93.10281),(18 93.94702),(19 95.370285),(20 95.27001),(21 94.96309),(22 95.29487),(23 95.44491),(24 96.11051),(25 96.13079),(26 97.26033),(27 98.014915),(28 97.545166),(29 96.52564),(30 95.839966),(31 95.02843),(32 95.073975),(33 93.67202),(34 93.7454),(35 92.231346),(36 92.37535),(37 91.82204),(38 92.019264),(39 90.9013),(40 90.29139),(41 89.85741),(42 90.10984),(43 90.81172),(44 90.535164),(45 90.95838),(46 91.42723),(47 92.08965),(48 92.66821),(49 93.13392),(50 94.0095),(51 95.40979),(52 96.3189),(53 96.864586),(54 97.87294),(55 97.89406),(56 98.53866),(57 98.32251),(58 99.08865),(59 98.49806),(60 99.02781),(61 98.70219),(62 99.878914),(63 101.11231),(64 101.466774),(65 101.82841),(66 101.82343),(67 102.07101),(68 103.12205),(69 103.47729),(70 103.12339),(71 103.31316),(72 103.2986),(73 103.098465),(74 103.038826),(75 103.626915),(76 104.74782),(77 105.02604),(78 106.07494),(79 107.18644),
(1 45.00951),(2 57.56517),(3 65.06504),(4 69.37062),(5 72.81051),(6 75.802185),(7 78.45885),(8 80.13548),(9 82.797775),(10 85.0428),(11 86.31468),(12 86.868195),(13 88.31185),(14 89.49678),(15 91.251495),(16 92.24613),(17 93.200554),(18 94.23229),(19 94.34633),(20 94.67763),(21 93.758606),(22 93.6523),(23 93.294945),(24 94.09624),(25 94.71982),(26 94.873505),(27 94.83063),(28 94.190895),(29 94.45692),(30 93.27969),(31 92.45019),(32 92.27905),(33 92.03564),(34 90.87309),(35 89.747086),(36 90.16447),(37 89.99001),(38 89.07166),(39 88.92046),(40 88.16219),(41 88.39144),(42 89.54347),(43 90.104355),(44 90.842545),(45 91.500824),(46 91.94894),(47 93.23987),(48 93.955),(49 93.78882),(50 94.21553),(51 95.89559),(52 96.62945),(53 97.83257),(54 97.95086),(55 98.776245),(56 99.09613),(57 98.62988),(58 99.519905),(59 100.53895),(60 101.052475),(61 101.16608),(62 100.6126),(63 100.995384),(64 101.147095),(65 101.95245),(66 102.43728),(67 102.058174),(68 102.9184),(69 103.29828),(70 103.56252),(71 103.55508),(72 103.168594),(73 103.35864),(74 103.61069),(75 104.23323),(76 105.087204),(77 106.25105),(78 107.47172),(79 108.07202),
(1 45.546223),(2 57.574806),(3 65.3959),(4 69.009514),(5 72.7591),(6 75.86262),(7 78.310455),(8 80.89214),(9 83.13853),(10 85.45338),(11 86.243866),(12 86.74032),(13 87.37798),(14 89.0513),(15 90.74137),(16 91.47234),(17 91.67981),(18 91.504135),(19 91.3536),(20 92.428406),(21 92.54457),(22 93.33822),(23 92.806526),(24 92.93266),(25 93.09384),(26 94.04276),(27 94.65112),(28 94.6064),(29 93.53529),(30 93.0298),(31 93.28621),(32 92.66537),(33 92.00641),(34 91.826836),(35 90.951836),(36 89.75522),(37 88.70688),(38 88.700584),(39 88.1496),(40 87.84433),(41 87.36033),(42 87.38626),(43 87.02434),(44 87.35798),(45 87.99749),(46 88.20787),(47 89.41497),(48 89.92049),(49 90.14001),(50 91.31355),(51 92.40996),(52 93.001755),(53 93.9183),(54 94.797905),(55 95.536285),(56 95.34657),(57 95.06002),(58 94.51515),(59 94.325356),(60 94.6841),(61 95.158455),(62 95.403885),(63 96.87071),(64 97.14639),(65 97.55902),(66 98.20802),(67 98.65109),(68 100.488464),(69 101.494934),(70 101.801285),(71 101.72837),(72 100.94726),(73 101.44068),(74 101.651024),(75 101.99102),(76 102.853714),(77 103.25064),(78 104.80466),(79 104.82975),
(1 44.722637),(2 56.46098),(3 63.047905),(4 67.627075),(5 71.530235),(6 74.19009),(7 76.83945),(8 78.94238),(9 81.56865),(10 83.033356),(11 84.358),(12 86.246445),(13 87.18804),(14 87.70262),(15 88.587296),(16 90.125656),(17 90.58138),(18 90.53129),(19 91.03783),(20 91.68986),(21 91.51719),(22 90.960175),(23 91.70533),(24 91.29815),(25 91.9972),(26 93.472015),(27 93.15312),(28 92.99513),(29 93.7337),(30 92.73356),(31 92.89003),(32 92.62015),(33 91.55514),(34 91.408485),(35 90.26533),(36 89.67529),(37 90.3192),(38 89.6356),(39 89.08142),(40 88.41498),(41 88.18424),(42 88.4343),(43 88.181984),(44 87.97004),(45 87.736885),(46 88.35608),(47 88.76619),(48 89.30146),(49 89.92057),(50 90.092384),(51 91.27482),(52 91.9638),(53 92.5895),(54 92.32788),(55 92.541756),(56 92.57414),(57 93.046234),(58 93.62319),(59 94.21722),(60 94.30309),(61 94.124916),(62 94.51982),(63 95.48105),(64 94.826225),(65 96.16201),(66 96.42472),(67 96.71121),(68 97.25678),(69 97.75009),(70 98.41464),(71 98.129585),(72 97.822784),(73 97.62159),(74 98.03638),(75 98.95865),(76 99.634476),(77 101.14086),(78 101.12627),(79 101.880005),
(1 45.360943),(2 58.129494),(3 65.18913),(4 69.53557),(5 73.718735),(6 77.02907),(7 79.54869),(8 82.43255),(9 84.572205),(10 85.94892),(11 86.41264),(12 87.27408),(13 88.126366),(14 89.41036),(15 90.39217),(16 91.49903),(17 91.47779),(18 92.30744),(19 92.815125),(20 93.226555),(21 92.86022),(22 93.343155),(23 93.37726),(24 93.6999),(25 93.34655),(26 93.07929),(27 93.99684),(28 93.99269),(29 93.67118),(30 93.81807),(31 92.804474),(32 92.41537),(33 91.23601),(34 91.08952),(35 90.65499),(36 89.451675),(37 88.71046),(38 88.04467),(39 86.56329),(40 86.62273),(41 86.0115),(42 86.61782),(43 85.77118),(44 85.90258),(45 86.26919),(46 87.28505),(47 87.896286),(48 88.71882),(49 89.10944),(50 90.03862),(51 91.72282),(52 91.91877),(53 93.053535),(54 93.554184),(55 93.64741),(56 94.16612),(57 94.68033),(58 94.58636),(59 94.651634),(60 95.23791),(61 95.99607),(62 96.1305),(63 97.1713),(64 96.847496),(65 97.56973),(66 97.4406),(67 97.37754),(68 98.52401),(69 99.41599),(70 99.52561),(71 99.13344),(72 98.46252),(73 98.19995),(74 98.179756),(75 99.72018),(76 100.40999),(77 101.5596),(78 101.59601),(79 101.46414),
(1 45.18461),(2 56.832043),(3 62.999336),(4 66.61339),(5 70.784485),(6 74.220406),(7 77.01977),(8 79.930084),(9 81.92483),(10 83.30737),(11 84.5688),(12 86.15274),(13 86.2768),(14 87.693924),(15 88.966286),(16 89.60925),(17 90.00574),(18 90.38302),(19 90.661545),(20 91.44291),(21 91.3906),(22 91.58435),(23 92.12758),(24 92.020515),(25 92.45743),(26 92.98204),(27 93.97642),(28 93.2086),(29 93.99665),(30 92.87315),(31 92.79838),(32 91.497925),(33 90.66768),(34 89.80853),(35 89.15532),(36 89.14328),(37 88.36692),(38 87.99033),(39 87.6472),(40 87.12254),(41 87.337265),(42 87.991936),(43 88.21045),(44 88.560905),(45 89.126526),(46 89.60407),(47 90.45908),(48 91.19905),(49 91.5699),(50 92.676186),(51 94.415184),(52 95.29784),(53 95.29604),(54 95.44869),(55 96.16606),(56 96.73481),(57 96.93223),(58 97.41901),(59 96.51696),(60 97.08806),(61 97.836205),(62 98.56168),(63 99.81704),(64 100.183846),(65 100.94794),(66 101.591034),(67 102.39536),(68 101.89869),(69 101.571236),(70 102.31796),(71 102.82699),(72 102.61252),(73 102.573265),(74 102.250496),(75 103.028885),(76 102.89924),(77 103.86239),(78 105.37916),(79 106.310974),
