1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 54.34447),(2 69.60625),(3 78.4028),(4 84.36054),(5 88.54333),(6 90.96456),(7 95.40942),(8 99.526855),(9 102.10538),(10 104.44526),(11 105.73443),(12 106.66134),(13 108.31277),(14 108.085625),(15 109.33183),(16 110.69036),(17 112.05103),(18 112.66699),(19 113.24789),(20 113.4383),(21 114.26057),(22 114.58474),(23 114.10346),(24 113.81911),(25 114.29835),(26 114.20024),(27 115.612686),(28 115.372635),(29 115.03339),(30 115.09796),(31 114.997314),(32 114.34279),(33 113.66751),(34 112.93148),(35 112.56853),(36 111.61791),(37 111.25915),(38 108.94003),(39 108.84159),(40 108.173546),(41 107.06183),(42 107.583755),(43 106.653076),(44 107.01994),(45 107.556625),(46 107.64884),(47 108.19262),(48 108.27011),(49 108.56554),(50 109.676575),(51 109.92566),(52 110.82516),(53 111.772804),(54 112.198135),(55 113.71619),(56 114.81729),(57 115.13302),(58 115.95663),(59 115.696175),(60 116.54133),(61 117.27389),(62 118.32986),(63 119.10509),(64 119.8755),(65 120.53133),(66 121.865746),(67 121.90633),(68 123.017044),(69 123.76299),(70 124.49286),(71 125.64164),(72 125.69869),(73 126.63218),(74 127.44763),(75 127.82372),(76 128.21527),(77 128.99396),(78 129.88045),(79 130.1522),
(1 55.663162),(2 70.492256),(3 80.10455),(4 85.8978),(5 89.25436),(6 93.46493),(7 96.588905),(8 99.8367),(9 102.51862),(10 103.98176),(11 105.533585),(12 106.30207),(13 107.98111),(14 108.72578),(15 111.29461),(16 113.028465),(17 114.9184),(18 115.26978),(19 115.02001),(20 116.4535),(21 115.56828),(22 116.21493),(23 116.385254),(24 116.84203),(25 116.10823),(26 117.20312),(27 117.91346),(28 118.3398),(29 117.281075),(30 116.74997),(31 115.79941),(32 115.12601),(33 114.220406),(34 113.724846),(35 112.22458),(36 110.66135),(37 109.79193),(38 108.89899),(39 108.70809),(40 107.86086),(41 106.785355),(42 107.18525),(43 107.181465),(44 107.316734),(45 106.856865),(46 107.413284),(47 108.12089),(48 109.49924),(49 108.89952),(50 110.943634),(51 111.37899),(52 111.98569),(53 113.85603),(54 114.59433),(55 114.96007),(56 115.19065),(57 115.97248),(58 115.908226),(59 115.780846),(60 117.9691),(61 118.777336),(62 119.00743),(63 119.97024),(64 120.58129),(65 120.530975),(66 122.52793),(67 123.31998),(68 123.297554),(69 124.200615),(70 124.30609),(71 124.59755),(72 124.84708),(73 124.95279),(74 125.396324),(75 125.42935),(76 126.065926),(77 127.84131),(78 128.48778),(79 129.12614),
(1 54.957363),(2 70.59959),(3 79.91646),(4 85.838036),(5 89.30706),(6 93.384575),(7 96.28509),(8 99.62283),(9 103.21936),(10 105.38046),(11 106.479065),(12 107.32909),(13 108.48602),(14 108.784386),(15 109.5382),(16 110.59327),(17 112.1904),(18 112.462296),(19 114.135315),(20 114.46169),(21 115.12065),(22 114.98515),(23 115.15824),(24 115.81353),(25 115.94038),(26 116.133446),(27 116.250046),(28 116.46435),(29 115.56459),(30 115.274025),(31 114.90239),(32 114.03302),(33 113.55426),(34 113.07259),(35 112.16958),(36 111.16215),(37 109.79036),(38 108.8552),(39 108.460236),(40 108.55527),(41 108.528625),(42 109.76272),(43 109.16159),(44 108.502556),(45 108.32086),(46 108.50578),(47 109.5534),(48 109.93033),(49 110.463135),(50 112.428474),(51 112.98749),(52 112.71495),(53 114.135956),(54 114.569786),(55 115.61062),(56 115.62454),(57 116.47677),(58 117.37513),(59 116.47727),(60 117.4393),(61 118.23814),(62 118.2589),(63 119.44511),(64 118.549355),(65 119.54925),(66 120.647194),(67 120.97232),(68 121.45254),(69 122.23125),(70 122.75968),(71 123.12945),(72 122.48662),(73 122.03246),(74 122.6079),(75 123.10457),(76 123.92625),(77 124.34625),(78 125.76704),(79 126.61225),
(1 54.401814),(2 69.30792),(3 79.00984),(4 84.41944),(5 87.64752),(6 91.616325),(7 93.776344),(8 97.86087),(9 100.22299),(10 102.26644),(11 103.84229),(12 104.891235),(13 106.879),(14 106.75031),(15 108.044044),(16 109.17909),(17 109.99061),(18 111.21405),(19 111.40187),(20 112.572685),(21 111.94255),(22 112.81307),(23 113.388084),(24 113.340195),(25 112.8084),(26 113.43728),(27 114.774155),(28 115.418495),(29 116.363914),(30 116.21892),(31 116.310425),(32 114.96276),(33 115.596016),(34 114.674515),(35 114.12428),(36 113.11932),(37 111.733604),(38 110.90731),(39 111.078735),(40 111.18854),(41 109.847694),(42 109.058235),(43 109.45652),(44 108.69591),(45 108.58572),(46 109.476875),(47 109.6871),(48 109.36994),(49 110.45273),(50 111.09548),(51 112.14043),(52 113.39342),(53 115.090195),(54 114.56822),(55 114.48936),(56 114.63807),(57 115.65261),(58 115.15744),(59 114.62182),(60 115.29402),(61 114.95211),(62 115.52545),(63 116.47883),(64 116.55325),(65 117.571075),(66 118.72967),(67 119.17059),(68 121.06753),(69 122.30914),(70 122.90034),(71 124.209206),(72 123.7323),(73 123.33078),(74 123.37254),(75 124.00439),(76 124.43938),(77 125.42895),(78 126.410934),(79 126.70987),
(1 54.927433),(2 69.77542),(3 79.05658),(4 84.20426),(5 88.49476),(6 91.50731),(7 94.39077),(8 99.1562),(9 101.25992),(10 102.57439),(11 103.98944),(12 105.5214),(13 107.197044),(14 107.902885),(15 109.82167),(16 110.45988),(17 111.505226),(18 112.7727),(19 113.39079),(20 114.805626),(21 114.88756),(22 115.595116),(23 115.1559),(24 115.44893),(25 115.17408),(26 115.844154),(27 116.28986),(28 115.90303),(29 115.806496),(30 116.66815),(31 115.16361),(32 114.437546),(33 113.16869),(34 113.177185),(35 111.46979),(36 110.269936),(37 109.355774),(38 108.42689),(39 107.38054),(40 107.42411),(41 105.6741),(42 105.849304),(43 105.41681),(44 105.70501),(45 105.98351),(46 106.19286),(47 106.47172),(48 107.41759),(49 107.22155),(50 107.58842),(51 108.7002),(52 109.61749),(53 111.24232),(54 111.40009),(55 112.89794),(56 113.706345),(57 114.91015),(58 114.64347),(59 113.88149),(60 115.30301),(61 116.74893),(62 116.65029),(63 117.837234),(64 118.251396),(65 118.41513),(66 119.78459),(67 119.882164),(68 120.76858),(69 122.13418),(70 122.03233),(71 122.27007),(72 122.54707),(73 122.418335),(74 121.812744),(75 122.425316),(76 124.51233),(77 124.90279),(78 126.16776),(79 127.485115),
(1 54.200798),(2 67.69102),(3 76.8254),(4 82.53022),(5 86.64302),(6 90.29464),(7 93.88255),(8 97.12018),(9 99.19774),(10 100.502396),(11 101.36278),(12 101.4726),(13 103.08939),(14 104.51571),(15 105.43286),(16 105.7902),(17 107.9966),(18 107.940956),(19 108.52452),(20 109.829124),(21 110.63865),(22 111.0516),(23 111.16934),(24 111.859764),(25 111.45186),(26 113.05612),(27 113.43822),(28 113.68259),(29 113.75529),(30 113.030014),(31 112.91982),(32 112.21213),(33 112.28637),(34 111.052765),(35 110.46513),(36 109.324776),(37 108.778114),(38 107.90747),(39 107.122574),(40 106.46064),(41 106.0445),(42 105.390656),(43 105.74561),(44 105.78798),(45 105.67811),(46 107.69133),(47 107.75575),(48 108.03945),(49 109.3398),(50 110.45632),(51 110.96056),(52 111.673355),(53 112.62413),(54 112.725685),(55 113.372314),(56 114.18821),(57 114.26077),(58 114.364815),(59 114.30414),(60 115.458405),(61 116.13688),(62 116.830345),(63 117.72892),(64 119.063156),(65 119.923515),(66 120.71894),(67 121.76236),(68 122.68232),(69 123.40564),(70 123.36447),(71 124.34897),(72 124.72118),(73 125.27773),(74 125.52552),(75 126.59121),(76 127.08117),(77 128.28755),(78 129.88768),(79 131.28148),
(1 54.295403),(2 68.67342),(3 77.55411),(4 83.305214),(5 87.470146),(6 90.60081),(7 95.00092),(8 98.703926),(9 101.00003),(10 102.91823),(11 104.92591),(12 105.65789),(13 106.63025),(14 107.82332),(15 109.521805),(16 110.68478),(17 111.50647),(18 112.27058),(19 113.19075),(20 114.24137),(21 114.34119),(22 115.4089),(23 115.36699),(24 114.717995),(25 114.76517),(26 115.9257),(27 115.98771),(28 115.22267),(29 116.11209),(30 115.06167),(31 115.54171),(32 115.21944),(33 114.30891),(34 112.75465),(35 112.39572),(36 110.3752),(37 109.29129),(38 108.41254),(39 107.96413),(40 107.58494),(41 106.22289),(42 106.45224),(43 105.5901),(44 105.36246),(45 105.26024),(46 106.144226),(47 105.701775),(48 106.98313),(49 107.65147),(50 107.56147),(51 108.53875),(52 109.744545),(53 111.09285),(54 110.716255),(55 111.912964),(56 111.65727),(57 112.62373),(58 113.42792),(59 112.738686),(60 113.96344),(61 114.7354),(62 116.34803),(63 117.6179),(64 119.45491),(65 120.01205),(66 120.786415),(67 122.175285),(68 122.49238),(69 123.38984),(70 123.0805),(71 123.59941),(72 123.05572),(73 123.29324),(74 124.50962),(75 125.02373),(76 126.31196),(77 127.14023),(78 128.52751),(79 129.37648),
(1 52.567497),(2 66.85969),(3 75.49566),(4 81.0129),(5 85.404915),(6 89.45507),(7 92.533356),(8 95.67412),(9 98.226776),(10 99.98044),(11 102.03292),(12 103.0108),(13 104.34618),(14 104.71252),(15 107.01826),(16 108.116325),(17 108.76787),(18 108.80955),(19 110.42772),(20 110.01395),(21 110.76776),(22 111.12206),(23 111.420654),(24 111.82044),(25 111.31276),(26 111.08971),(27 111.14663),(28 111.5613),(29 111.76917),(30 112.482376),(31 112.48963),(32 111.64702),(33 110.99104),(34 109.23597),(35 107.72097),(36 106.9512),(37 106.503334),(38 106.28176),(39 105.9868),(40 105.48789),(41 104.22877),(42 104.74374),(43 103.93374),(44 103.853325),(45 102.862144),(46 103.65665),(47 104.098755),(48 105.358284),(49 105.63233),(50 107.1229),(51 107.35522),(52 108.72195),(53 110.17352),(54 111.03108),(55 110.82188),(56 111.71323),(57 113.111694),(58 114.19401),(59 114.640305),(60 115.59597),(61 116.522285),(62 117.783775),(63 119.22974),(64 120.035034),(65 120.664375),(66 122.71223),(67 123.30677),(68 123.87563),(69 124.766525),(70 125.00541),(71 125.48544),(72 124.253555),(73 124.54143),(74 125.39463),(75 125.22526),(76 125.57445),(77 126.652275),(78 127.594154),(79 129.12187),
(1 52.825027),(2 67.11774),(3 76.16505),(4 81.2635),(5 86.33378),(6 88.630806),(7 92.57936),(8 96.87508),(9 98.527054),(10 101.13297),(11 102.12133),(12 103.87568),(13 105.3319),(14 105.78293),(15 106.582405),(16 108.03896),(17 109.13954),(18 110.244),(19 110.569),(20 110.77832),(21 112.093544),(22 112.43278),(23 112.39062),(24 112.873825),(25 112.66519),(26 113.85146),(27 114.34511),(28 114.64401),(29 114.75847),(30 115.22723),(31 114.55086),(32 113.09609),(33 111.79937),(34 110.38658),(35 109.69411),(36 108.892494),(37 106.83124),(38 106.19807),(39 105.63173),(40 105.085205),(41 104.17667),(42 104.05273),(43 103.89336),(44 103.90522),(45 104.046455),(46 105.00142),(47 104.3584),(48 105.2992),(49 106.07207),(50 107.41302),(51 109.182),(52 110.564026),(53 111.77262),(54 111.86822),(55 111.53761),(56 112.87256),(57 114.024956),(58 113.949814),(59 113.98278),(60 115.29729),(61 116.72326),(62 117.91424),(63 119.077995),(64 120.443214),(65 120.88674),(66 121.40793),(67 122.025345),(68 122.7378),(69 123.69598),(70 123.079254),(71 124.11515),(72 123.77149),(73 122.97698),(74 123.359695),(75 123.446915),(76 124.46492),(77 125.42877),(78 126.86134),(79 127.91261),
(1 52.025784),(2 66.169495),(3 75.03139),(4 80.63413),(5 85.01637),(6 88.11035),(7 92.14635),(8 96.26625),(9 99.41349),(10 101.585625),(11 103.45033),(12 104.673965),(13 105.79899),(14 106.34911),(15 107.76648),(16 108.11366),(17 108.72317),(18 110.360565),(19 110.543144),(20 109.66248),(21 110.35904),(22 110.07832),(23 110.15212),(24 110.64112),(25 110.935074),(26 111.745926),(27 111.62701),(28 113.11399),(29 112.06897),(30 111.452995),(31 110.72471),(32 109.7385),(33 108.636086),(34 107.7186),(35 106.60808),(36 105.92949),(37 105.78061),(38 105.11474),(39 104.06447),(40 102.943016),(41 102.70781),(42 102.964966),(43 102.86466),(44 103.289536),(45 103.018326),(46 103.73104),(47 103.62435),(48 105.28844),(49 105.79292),(50 107.14602),(51 109.49984),(52 110.038704),(53 111.63099),(54 112.03842),(55 112.60523),(56 113.16194),(57 113.54497),(58 114.19035),(59 113.58892),(60 114.26715),(61 115.098465),(62 116.18824),(63 116.40215),(64 116.654205),(65 118.02713),(66 119.15271),(67 119.95967),(68 120.62456),(69 121.64602),(70 122.667206),(71 123.288925),(72 123.06299),(73 122.80461),(74 123.06518),(75 123.92125),(76 124.58922),(77 125.5222),(78 126.87198),(79 127.57296),
(1 51.455673),(2 66.03214),(3 74.980286),(4 79.84366),(5 84.005714),(6 86.731995),(7 90.00313),(8 92.65153),(9 95.63613),(10 97.75042),(11 99.01686),(12 100.019),(13 101.26987),(14 102.00846),(15 102.61347),(16 103.3704),(17 105.63449),(18 106.48084),(19 106.037056),(20 105.830864),(21 106.05696),(22 106.09952),(23 107.211174),(24 106.73043),(25 107.67988),(26 107.96958),(27 108.14572),(28 108.499916),(29 107.9518),(30 107.88838),(31 107.06977),(32 105.515625),(33 104.52166),(34 104.21617),(35 103.398705),(36 103.85626),(37 103.278175),(38 102.07654),(39 101.49845),(40 100.50449),(41 100.79454),(42 101.35835),(43 101.078705),(44 101.60196),(45 101.224594),(46 102.17139),(47 102.677155),(48 103.461716),(49 104.278435),(50 104.70383),(51 106.90226),(52 108.80934),(53 109.432846),(54 110.05281),(55 110.503914),(56 111.43915),(57 111.293976),(58 112.060875),(59 112.02424),(60 113.932144),(61 114.65259),(62 115.344376),(63 116.52731),(64 117.42252),(65 118.644806),(66 119.49773),(67 120.35906),(68 121.08764),(69 121.80664),(70 121.22222),(71 122.081154),(72 121.66565),(73 120.62529),(74 121.50104),(75 121.89561),(76 122.761345),(77 124.7552),(78 125.97662),(79 125.75817),
(1 52.498962),(2 65.78149),(3 74.250206),(4 79.12021),(5 83.10627),(6 86.19649),(7 89.77659),(8 92.56516),(9 95.01472),(10 97.3239),(11 98.80466),(12 100.02214),(13 101.22278),(14 101.64374),(15 102.8749),(16 102.72085),(17 103.51961),(18 104.56974),(19 104.76387),(20 104.43271),(21 103.96907),(22 103.79369),(23 104.151665),(24 104.249016),(25 104.49263),(26 105.53604),(27 106.2438),(28 106.31731),(29 106.18705),(30 105.77031),(31 105.73925),(32 105.12592),(33 104.979675),(34 103.65916),(35 103.70981),(36 102.05318),(37 102.89992),(38 102.10544),(39 101.010994),(40 99.92112),(41 100.46642),(42 100.50759),(43 101.50494),(44 102.43792),(45 102.25619),(46 103.43821),(47 103.88935),(48 104.43761),(49 105.28826),(50 105.96004),(51 108.27046),(52 109.33931),(53 110.61448),(54 110.54202),(55 110.98307),(56 110.82997),(57 111.645485),(58 112.34553),(59 112.63592),(60 113.095535),(61 114.30751),(62 114.75616),(63 115.06531),(64 116.670456),(65 117.791794),(66 119.22498),(67 120.002655),(68 119.28323),(69 120.3388),(70 120.47459),(71 120.516174),(72 120.50112),(73 120.70645),(74 120.675705),(75 121.70465),(76 123.35845),(77 123.94619),(78 125.90603),(79 126.93187),
(1 50.912994),(2 64.65712),(3 72.74179),(4 77.594635),(5 81.52916),(6 85.22788),(7 88.458664),(8 90.94078),(9 92.8574),(10 95.13033),(11 96.20389),(12 97.13798),(13 98.97908),(14 100.24303),(15 102.20272),(16 102.52395),(17 103.90034),(18 104.87687),(19 104.72616),(20 104.95988),(21 105.24432),(22 105.49649),(23 104.99732),(24 104.5289),(25 104.63336),(26 105.631966),(27 106.534164),(28 105.61383),(29 105.70867),(30 105.275604),(31 105.03928),(32 104.33258),(33 103.92044),(34 103.18985),(35 103.11525),(36 103.47161),(37 101.84299),(38 101.45536),(39 101.49667),(40 100.1479),(41 100.35757),(42 100.2859),(43 100.38663),(44 100.915855),(45 101.5047),(46 102.20735),(47 103.19982),(48 104.30412),(49 104.98311),(50 106.17679),(51 107.82918),(52 108.6047),(53 109.60665),(54 109.63059),(55 109.50339),(56 109.988914),(57 109.91116),(58 109.49075),(59 109.223236),(60 110.59383),(61 110.70033),(62 111.26493),(63 110.99181),(64 111.19926),(65 112.76593),(66 113.06656),(67 113.33159),(68 114.555664),(69 115.24038),(70 116.12473),(71 115.374626),(72 114.43004),(73 115.10285),(74 115.25614),(75 115.477394),(76 116.77949),(77 119.46457),(78 120.44781),(79 121.30699),
(1 51.388573),(2 65.19684),(3 72.63237),(4 78.08836),(5 82.57494),(6 85.78704),(7 89.3955),(8 91.66488),(9 94.6051),(10 96.804344),(11 98.40557),(12 99.46449),(13 100.35602),(14 101.18136),(15 102.52481),(16 102.13342),(17 103.33927),(18 103.45539),(19 103.39037),(20 103.47272),(21 103.54176),(22 103.38846),(23 103.08846),(24 103.494514),(25 104.14473),(26 104.90042),(27 104.87565),(28 105.07406),(29 105.543015),(30 104.333275),(31 104.75868),(32 103.511635),(33 104.25034),(34 102.88901),(35 102.42244),(36 101.26749),(37 100.3855),(38 100.2482),(39 99.38403),(40 99.1088),(41 99.43286),(42 99.68871),(43 100.10295),(44 99.86357),(45 101.008156),(46 102.16609),(47 103.012794),(48 103.38058),(49 104.51894),(50 105.008514),(51 106.158936),(52 107.81364),(53 108.210495),(54 107.2662),(55 107.89365),(56 107.98651),(57 109.23242),(58 109.879585),(59 109.13417),(60 109.142876),(61 109.601),(62 109.83398),(63 110.0918),(64 111.13342),(65 111.69761),(66 111.705055),(67 112.59145),(68 111.83735),(69 113.5677),(70 113.65287),(71 113.99747),(72 114.71489),(73 114.18554),(74 114.13135),(75 115.15405),(76 116.628334),(77 116.87301),(78 117.50516),(79 118.68984),
(1 50.68583),(2 63.451893),(3 71.145195),(4 76.12296),(5 80.0199),(6 82.843124),(7 86.1908),(8 88.037384),(9 90.54199),(10 91.74992),(11 93.73561),(12 95.01997),(13 96.05913),(14 96.78104),(15 98.98468),(16 99.493034),(17 100.64077),(18 101.076256),(19 101.66385),(20 102.19654),(21 101.82388),(22 101.726006),(23 101.58309),(24 101.91195),(25 102.214775),(26 102.46201),(27 103.294876),(28 102.74736),(29 103.28451),(30 102.953186),(31 102.2628),(32 101.636925),(33 100.39518),(34 100.07435),(35 99.21154),(36 99.23756),(37 99.148445),(38 98.33994),(39 97.486984),(40 97.4075),(41 97.063324),(42 96.37259),(43 96.78265),(44 97.44334),(45 96.69814),(46 97.67939),(47 97.83725),(48 99.5668),(49 100.10597),(50 100.8106),(51 101.92786),(52 103.42643),(53 103.59579),(54 103.86694),(55 104.30434),(56 104.27405),(57 104.843864),(58 104.91151),(59 105.36222),(60 105.935165),(61 106.364716),(62 106.68147),(63 107.80334),(64 108.80699),(65 109.34413),(66 110.31681),(67 110.44526),(68 110.83435),(69 112.01311),(70 112.30883),(71 112.77064),(72 112.78451),(73 112.891205),(74 112.79828),(75 112.858635),(76 113.94742),(77 115.64093),(78 117.29051),(79 117.27621),
(1 50.053375),(2 63.557804),(3 70.88944),(4 75.48649),(5 79.97274),(6 82.82105),(7 86.24968),(8 89.322914),(9 91.25128),(10 93.306915),(11 94.93948),(12 96.63054),(13 97.01726),(14 97.920425),(15 99.61954),(16 100.70131),(17 101.471855),(18 102.62359),(19 102.97288),(20 102.168686),(21 101.736435),(22 101.67169),(23 102.69751),(24 103.00528),(25 103.37329),(26 103.37326),(27 104.9215),(28 104.87676),(29 104.062),(30 103.58715),(31 102.832275),(32 102.15467),(33 102.35568),(34 100.732056),(35 100.526306),(36 99.114944),(37 99.07631),(38 98.65039),(39 98.405334),(40 97.52336),(41 97.66722),(42 97.971375),(43 98.16824),(44 98.47364),(45 98.34635),(46 99.08974),(47 100.6954),(48 100.58392),(49 101.399994),(50 101.332306),(51 101.67201),(52 102.19917),(53 102.71925),(54 101.72174),(55 102.09171),(56 101.9429),(57 102.74731),(58 103.61031),(59 103.20543),(60 103.79997),(61 103.63429),(62 103.59198),(63 104.312225),(64 105.83315),(65 107.07556),(66 107.36757),(67 107.876526),(68 108.25666),(69 109.24331),(70 109.61112),(71 110.57382),(72 110.239105),(73 109.82773),(74 110.72827),(75 110.83835),(76 111.84738),(77 113.21048),(78 115.26904),(79 115.069244),
(1 50.04465),(2 62.092262),(3 70.34465),(4 74.94543),(5 79.61997),(6 82.61614),(7 85.630714),(8 89.01315),(9 90.67921),(10 92.90345),(11 94.01742),(12 94.932755),(13 96.78912),(14 96.50225),(15 97.91839),(16 100.08725),(17 100.721405),(18 101.5806),(19 101.956825),(20 103.92104),(21 102.81643),(22 103.902756),(23 104.41486),(24 104.4008),(25 103.93678),(26 103.77019),(27 104.96386),(28 104.341835),(29 103.82842),(30 102.69725),(31 103.76501),(32 103.69788),(33 102.662254),(34 101.42418),(35 101.494736),(36 100.40269),(37 99.25177),(38 99.4219),(39 98.770424),(40 98.12914),(41 98.28825),(42 97.36211),(43 96.9902),(44 97.4986),(45 97.88395),(46 98.91645),(47 99.15584),(48 100.22248),(49 100.39329),(50 101.24538),(51 102.303345),(52 103.64497),(53 104.38353),(54 104.70186),(55 105.847374),(56 105.35723),(57 105.8488),(58 106.725655),(59 106.542656),(60 107.16259),(61 107.61672),(62 106.481026),(63 107.469376),(64 108.93656),(65 108.819954),(66 110.29809),(67 110.94394),(68 112.231606),(69 113.03609),(70 112.35675),(71 113.21175),(72 112.95385),(73 113.555),(74 113.47286),(75 113.56753),(76 114.42096),(77 115.62197),(78 116.72629),(79 117.092026),
(1 50.05805),(2 62.66451),(3 69.70793),(4 74.92309),(5 79.01973),(6 82.26317),(7 85.13322),(8 87.66227),(9 90.246185),(10 91.810165),(11 92.58434),(12 94.04104),(13 94.64252),(14 95.00626),(15 96.7919),(16 98.82226),(17 99.68892),(18 100.74521),(19 101.53264),(20 100.69473),(21 101.16331),(22 101.8291),(23 100.84419),(24 101.031555),(25 101.14339),(26 101.14819),(27 102.20507),(28 101.437256),(29 100.967636),(30 101.127304),(31 100.9417),(32 100.18345),(33 99.471985),(34 98.554634),(35 97.18361),(36 97.22814),(37 96.34734),(38 95.07356),(39 94.73679),(40 94.2424),(41 94.04251),(42 94.33772),(43 93.950005),(44 94.11694),(45 94.37386),(46 95.832634),(47 96.11554),(48 96.38876),(49 97.60715),(50 97.659004),(51 99.19405),(52 100.109436),(53 100.445755),(54 101.30235),(55 101.56107),(56 101.81887),(57 102.72131),(58 102.46864),(59 102.753105),(60 102.9154),(61 103.15483),(62 104.03956),(63 105.25393),(64 106.51925),(65 107.238594),(66 107.82169),(67 108.932686),(68 108.91424),(69 109.97142),(70 108.80849),(71 109.54974),(72 109.864555),(73 109.19216),(74 109.208015),(75 109.741844),(76 111.091324),(77 112.09208),(78 112.98885),(79 113.96244),
