1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 100687.85),(2 131465.45),(3 95789.445),(4 228915.83),(5 313052.84),(6 324600.38),(7 497386.1),(8 631722.06),(9 715243.5),(10 950114.8),(11 1184754.1),(12 1334037.6),(13 1640226.4),(14 1920303.5),(15 2169283.8),(16 2536861.8),(17 2933882),(18 3283977),(19 3726480.8),(20 4206470.5),(21 4616132.5),(22 5092887),(23 5588816.5),(24 6002262),(25 6532320.5),(26 7094035.5),(27 7532278),(28 8076054.5),(29 8670920),(30 9174019),(31 9767766),(32 10414768),(33 10918873),(34 11520785),(35 12195677),(36 12754812),(37 13454769),(38 14245815),(39 14829723),(40 15563764),(41 16397627),(42 17050094),(43 17872462),(44 18851964),(45 19654786),(46 20613582),(47 21692378),(48 22568416),(49 23506102),(50 24553798),(51 25385378),(52 26270818),(53 27273978),(54 28052606),(55 28900106),(56 29893216),(57 30630312),(58 31322026),(59 32196774),(60 32839194),(61 33395312),(62 34225964),(63 34762612),(64 35331820),(65 35955344),(66 36367660),(67 36811236),(68 37361156),(69 37709984),(70 38093190),(71 38643340),(72 39003000),(73 39272268),(74 39856596),(75 40365750),(76 40940096),(77 41748776),(78 42389332),(79 43185564),
(1 117.94423),(2 152.1986),(3 177.0024),(4 196.81453),(5 211.03667),(6 214.36499),(7 211.94958),(8 210.7734),(9 206.79916),(10 202.9007),(11 202.52396),(12 203.91177),(13 206.77347),(14 210.10751),(15 213.9167),(16 217.80864),(17 220.79935),(18 225.42804),(19 228.32614),(20 230.68365),(21 231.81598),(22 230.71654),(23 227.89825),(24 229.0055),(25 229.78809),(26 230.52931),(27 231.20238),(28 230.9252),(29 230.49982),(30 229.52382),(31 229.6081),(32 229.2031),(33 229.32178),(34 228.69012),(35 228.59154),(36 228.50565),(37 228.33441),(38 225.25119),(39 222.55237),(40 220.95212),(41 219.59831),(42 217.24464),(43 213.55858),(44 210.71783),(45 207.78168),(46 204.76634),(47 203.62944),(48 204.86662),(49 205.4063),(50 207.25055),(51 208.75793),(52 208.50119),(53 208.66313),(54 208.88135),(55 206.48418),(56 205.27821),(57 203.21794),(58 202.31628),(59 203.47083),(60 203.71907),(61 203.72763),(62 203.16632),(63 206.31602),(64 206.81622),(65 209.3649),(66 211.94652),(67 214.19225),(68 216.72514),(69 217.18056),(70 217.40326),(71 215.86586),(72 215.14417),(73 214.31331),(74 214.06264),(75 213.43686),(76 213.64398),(77 214.5905),(78 217.3133),(79 219.7082),
(1 114.15742),(2 149.07928),(3 175.70766),(4 193.10112),(5 205.58575),(6 209.80357),(7 208.49152),(8 207.12001),(9 203.66724),(10 200.75891),(11 197.12459),(12 197.52307),(13 196.72412),(14 201.5569),(15 207.75856),(16 211.96959),(17 215.0369),(18 218.99615),(19 220.5256),(20 222.18954),(21 222.74934),(22 220.3327),(23 216.46829),(24 216.36003),(25 216.43489),(26 217.34714),(27 218.05121),(28 217.89207),(29 217.77994),(30 221.14055),(31 221.4304),(32 223.11794),(33 224.77481),(34 222.36928),(35 220.99706),(36 218.27846),(37 218.20804),(38 217.3988),(39 215.6465),(40 213.8885),(41 214.54265),(42 212.2895),(43 207.00569),(44 201.97682),(45 199.94408),(46 197.28226),(47 196.11694),(48 196.32056),(49 198.07852),(50 200.37704),(51 201.30652),(52 201.86026),(53 202.14331),(54 201.87204),(55 199.64432),(56 198.45609),(57 195.8424),(58 196.9734),(59 198.79538),(60 198.71753),(61 199.50441),(62 199.95773),(63 200.04074),(64 200.9134),(65 202.87804),(66 204.96236),(67 207.90547),(68 210.82013),(69 212.60226),(70 213.64082),(71 213.81328),(72 213.21295),(73 213.10745),(74 211.91202),(75 211.96031),(76 212.11594),(77 213.45216),(78 217.71931),(79 219.0937),
(1 116.16803),(2 149.6462),(3 178.25262),(4 197.88521),(5 210.05156),(6 214.02893),(7 212.91757),(8 213.09628),(9 207.88876),(10 205.12216),(11 202.11357),(12 206.04022),(13 205.28581),(14 210.24168),(15 214.69344),(16 218.75449),(17 225.10143),(18 227.64249),(19 230.5164),(20 231.69983),(21 232.00679),(22 231.57742),(23 230.4042),(24 228.84654),(25 229.28584),(26 229.45111),(27 229.99841),(28 231.21559),(29 231.66107),(30 231.12192),(31 232.50342),(32 232.44287),(33 231.40562),(34 229.2749),(35 227.44566),(36 226.37386),(37 227.06784),(38 225.05716),(39 223.49138),(40 223.50635),(41 222.26436),(42 219.44287),(43 213.7239),(44 210.28156),(45 206.45688),(46 203.22583),(47 202.86053),(48 205.10515),(49 206.32303),(50 209.62585),(51 210.42673),(52 210.89537),(53 210.43538),(54 209.4352),(55 209.3656),(56 206.94664),(57 206.71207),(58 204.39517),(59 204.74583),(60 204.43048),(61 206.43163),(62 205.30557),(63 207.98012),(64 210.06647),(65 212.08817),(66 213.83997),(67 215.5937),(68 217.08495),(69 217.04492),(70 217.92755),(71 216.01843),(72 215.36623),(73 215.28603),(74 214.35472),(75 215.85907),(76 214.36569),(77 216.32191),(78 219.50813),(79 221.90921),
(1 112.77129),(2 148.3497),(3 176.879),(4 197.61377),(5 211.03188),(6 214.35727),(7 215.2481),(8 211.7085),(9 206.72327),(10 202.1046),(11 199.58029),(12 200.57338),(13 200.57481),(14 204.77374),(15 208.39424),(16 214.14368),(17 218.93074),(18 221.86052),(19 224.95285),(20 225.73308),(21 225.62282),(22 226.04321),(23 223.4124),(24 222.29398),(25 221.42169),(26 220.11095),(27 220.24825),(28 221.84076),(29 221.85094),(30 224.35234),(31 224.7348),(32 226.88326),(33 231.42238),(34 231.22919),(35 228.42569),(36 225.8815),(37 225.44838),(38 222.59558),(39 221.97769),(40 220.57802),(41 219.60728),(42 217.19609),(43 213.80623),(44 207.97142),(45 206.0232),(46 203.8761),(47 203.59811),(48 205.00508),(49 207.5376),(50 208.93018),(51 209.41628),(52 210.73863),(53 211.436),(54 208.2425),(55 207.21829),(56 206.00087),(57 206.23668),(58 205.46559),(59 207.64659),(60 208.48944),(61 209.49142),(62 210.56125),(63 210.2729),(64 211.7335),(65 214.93684),(66 214.32832),(67 215.7973),(68 219.31961),(69 218.73479),(70 217.38089),(71 216.54692),(72 215.86357),(73 215.99289),(74 214.6252),(75 214.86266),(76 214.05069),(77 215.00291),(78 217.5623),(79 218.9838),
(1 112.710884),(2 147.47882),(3 174.21542),(4 191.58578),(5 203.2406),(6 207.27927),(7 204.2968),(8 203.77191),(9 198.09859),(10 193.96077),(11 190.15846),(12 192.57208),(13 195.10521),(14 199.21198),(15 202.49754),(16 207.87074),(17 212.25316),(18 212.39977),(19 213.42773),(20 214.7916),(21 212.79851),(22 211.80954),(23 210.36198),(24 210.89288),(25 211.61638),(26 212.11874),(27 214.78624),(28 217.23648),(29 217.55656),(30 216.64871),(31 217.31958),(32 219.83409),(33 219.31477),(34 217.32222),(35 214.78749),(36 211.93344),(37 211.87552),(38 211.9654),(39 211.8746),(40 210.66531),(41 209.16519),(42 206.78958),(43 203.60083),(44 201.28432),(45 197.64954),(46 196.52417),(47 197.28596),(48 198.35403),(49 199.9389),(50 201.49237),(51 203.37822),(52 206.68498),(53 205.56345),(54 204.44534),(55 205.22789),(56 202.9396),(57 201.43152),(58 200.45372),(59 202.06784),(60 203.44371),(61 205.88617),(62 205.7854),(63 207.69891),(64 208.37343),(65 210.02946),(66 211.26567),(67 211.56415),(68 213.66151),(69 212.78816),(70 212.27222),(71 212.97652),(72 213.7514),(73 212.91714),(74 211.72414),(75 211.95653),(76 211.6941),(77 211.7984),(78 213.39052),(79 214.07089),
(1 109.58233),(2 143.74704),(3 170.01456),(4 185.31723),(5 199.02036),(6 202.75163),(7 202.75572),(8 203.64775),(9 201.40456),(10 197.87473),(11 195.2458),(12 197.44429),(13 198.69939),(14 204.14224),(15 205.29575),(16 210.76605),(17 215.06262),(18 216.32603),(19 217.78761),(20 220.45921),(21 220.39539),(22 221.5668),(23 217.80135),(24 216.47722),(25 216.44315),(26 215.37039),(27 215.58183),(28 215.9988),(29 217.14528),(30 216.85953),(31 215.74341),(32 218.56235),(33 219.88435),(34 219.9831),(35 218.58595),(36 216.66617),(37 216.85492),(38 216.65953),(39 215.12465),(40 213.15273),(41 212.38916),(42 209.67316),(43 205.38301),(44 202.09737),(45 199.68085),(46 197.56839),(47 197.73103),(48 197.74861),(49 200.21481),(50 203.23328),(51 204.08266),(52 206.33458),(53 205.47105),(54 203.75005),(55 200.74599),(56 198.41708),(57 198.68597),(58 197.24095),(59 199.1619),(60 201.03062),(61 200.81593),(62 200.5451),(63 202.0514),(64 203.06967),(65 204.01355),(66 205.45213),(67 204.93103),(68 205.80795),(69 207.60925),(70 209.1975),(71 210.99625),(72 209.8716),(73 210.46268),(74 210.65692),(75 210.39035),(76 208.90337),(77 211.20467),(78 213.71356),(79 214.73824),
(1 108.0754),(2 140.24867),(3 165.60007),(4 183.67516),(5 194.01875),(6 200.94774),(7 198.2639),(8 197.84619),(9 195.06462),(10 192.2672),(11 188.24152),(12 188.69417),(13 190.63022),(14 193.79134),(15 195.92683),(16 200.30023),(17 205.48645),(18 208.5031),(19 209.5569),(20 210.76009),(21 211.84055),(22 209.06021),(23 207.23769),(24 206.84282),(25 205.16888),(26 204.2917),(27 205.57344),(28 206.80685),(29 208.93176),(30 209.66103),(31 210.88165),(32 212.23395),(33 213.69467),(34 212.93341),(35 210.83693),(36 208.151),(37 208.34108),(38 207.88257),(39 206.45865),(40 204.92487),(41 204.61195),(42 201.67029),(43 199.01799),(44 196.12843),(45 193.98886),(46 190.50328),(47 190.75609),(48 191.87473),(49 193.42883),(50 194.82994),(51 196.15051),(52 197.39491),(53 196.84103),(54 195.52255),(55 191.70169),(56 188.73152),(57 189.08975),(58 188.46606),(59 188.13649),(60 189.121),(61 190.41495),(62 190.85963),(63 192.51054),(64 194.52037),(65 196.43092),(66 196.01355),(67 197.12526),(68 198.19336),(69 200.35576),(70 202.66171),(71 205.73322),(72 204.98894),(73 205.33908),(74 207.81422),(75 206.42427),(76 205.41638),(77 206.39919),(78 207.40636),(79 207.2278),
(1 107.66799),(2 140.55609),(3 168.12477),(4 185.12486),(5 196.7148),(6 202.06465),(7 201.47623),(8 199.69463),(9 197.18755),(10 194.52599),(11 190.50668),(12 190.84573),(13 190.75194),(14 194.34163),(15 197.3388),(16 200.83774),(17 204.92876),(18 208.62665),(19 210.87483),(20 212.78644),(21 212.32805),(22 211.81718),(23 210.26909),(24 208.25981),(25 208.07967),(26 207.59036),(27 209.48317),(28 209.40152),(29 210.04965),(30 211.03008),(31 212.29752),(32 211.01216),(33 210.48375),(34 211.0004),(35 208.68222),(36 208.0283),(37 206.4356),(38 205.94469),(39 204.54948),(40 202.23991),(41 200.91951),(42 197.1911),(43 194.94344),(44 191.85541),(45 188.46236),(46 187.17657),(47 185.63162),(48 184.53723),(49 184.48367),(50 187.5421),(51 189.71306),(52 191.05449),(53 190.10509),(54 190.70049),(55 190.68173),(56 187.34853),(57 184.73581),(58 186.18631),(59 188.3414),(60 188.8175),(61 189.81026),(62 191.29326),(63 193.91959),(64 194.88518),(65 193.96109),(66 196.01588),(67 198.27376),(68 201.38307),(69 203.39204),(70 206.98126),(71 206.25682),(72 205.85463),(73 203.05331),(74 202.54976),(75 202.1866),(76 202.0942),(77 202.94077),(78 205.08302),(79 206.50798),
(1 107.123375),(2 140.8617),(3 167.2979),(4 184.42877),(5 196.16019),(6 201.47357),(7 202.15047),(8 199.67885),(9 193.5851),(10 190.73544),(11 188.27011),(12 186.95119),(13 189.47365),(14 195.5403),(15 198.81511),(16 203.92654),(17 208.98654),(18 210.78598),(19 209.39828),(20 210.38197),(21 210.62242),(22 210.14407),(23 208.74098),(24 207.31378),(25 206.68304),(26 206.99393),(27 206.34389),(28 207.17087),(29 208.78564),(30 207.97049),(31 206.77797),(32 207.13568),(33 209.52022),(34 209.5478),(35 208.71992),(36 205.82716),(37 203.8782),(38 205.14032),(39 201.48732),(40 200.2429),(41 200.9038),(42 197.38126),(43 194.79892),(44 192.902),(45 188.1596),(46 186.8742),(47 187.06017),(48 187.11134),(49 187.86795),(50 190.24748),(51 192.35594),(52 194.83269),(53 196.13483),(54 195.60097),(55 193.9739),(56 190.4228),(57 189.57875),(58 189.63464),(59 190.9271),(60 191.59163),(61 194.90158),(62 194.10306),(63 195.32933),(64 195.46588),(65 196.25954),(66 196.37065),(67 198.73164),(68 201.3132),(69 201.42111),(70 203.07796),(71 203.95479),(72 203.47972),(73 203.53345),(74 205.21423),(75 203.70361),(76 203.32722),(77 204.09216),(78 205.47685),(79 205.68327),
(1 104.233025),(2 135.2171),(3 158.98825),(4 175.92969),(5 186.57774),(6 190.95465),(7 192.08603),(8 189.04272),(9 186.09697),(10 181.05682),(11 179.10297),(12 178.06781),(13 180.637),(14 182.58101),(15 186.23059),(16 191.28049),(17 196.01921),(18 198.29507),(19 200.2692),(20 201.48416),(21 200.52438),(22 200.63055),(23 198.34625),(24 196.98802),(25 195.31404),(26 195.15369),(27 196.81793),(28 198.85464),(29 198.77245),(30 199.45685),(31 201.89717),(32 203.06177),(33 205.04489),(34 206.12526),(35 204.45029),(36 203.68124),(37 202.6307),(38 202.02194),(39 200.22392),(40 198.76306),(41 198.71698),(42 196.97218),(43 193.94862),(44 190.3688),(45 188.8353),(46 187.7871),(47 185.6002),(48 186.14124),(49 187.746),(50 188.70918),(51 191.36809),(52 191.46487),(53 193.55429),(54 191.74536),(55 189.81985),(56 186.19827),(57 184.86273),(58 183.67592),(59 184.13162),(60 184.75073),(61 184.88487),(62 184.3663),(63 183.69714),(64 185.81644),(65 185.4348),(66 188.29361),(67 190.73268),(68 192.54936),(69 194.67924),(70 194.62146),(71 194.39047),(72 193.10843),(73 192.30353),(74 192.44759),(75 192.7532),(76 191.07817),(77 192.54494),(78 194.90152),(79 193.33447),
(1 106.01691),(2 135.95404),(3 159.55244),(4 175.19246),(5 188.12154),(6 191.90959),(7 191.36795),(8 187.19841),(9 183.12592),(10 180.96988),(11 178.25304),(12 179.03632),(13 180.54897),(14 185.03923),(15 187.25458),(16 190.72949),(17 196.03131),(18 200.0701),(19 201.75597),(20 201.43599),(21 201.07622),(22 201.20947),(23 200.54427),(24 200.86096),(25 200.42464),(26 200.13835),(27 199.82986),(28 202.30133),(29 202.36751),(30 202.7011),(31 201.55544),(32 200.48003),(33 200.35696),(34 200.7924),(35 199.85857),(36 199.28319),(37 198.24577),(38 199.67215),(39 198.3299),(40 195.1073),(41 196.32607),(42 195.20529),(43 191.5814),(44 189.39998),(45 187.01175),(46 184.52971),(47 182.66148),(48 184.3188),(49 186.8183),(50 187.5451),(51 188.76495),(52 191.8331),(53 191.81754),(54 192.2355),(55 190.04385),(56 187.49348),(57 187.00595),(58 185.10745),(59 187.43628),(60 190.47632),(61 192.1481),(62 191.9827),(63 193.08861),(64 194.93832),(65 195.53473),(66 199.03682),(67 200.70497),(68 201.86559),(69 202.65192),(70 205.00351),(71 204.93272),(72 205.0931),(73 203.89804),(74 201.89064),(75 200.76506),(76 198.71162),(77 201.20937),(78 200.54648),(79 202.66269),
(1 103.07728),(2 134.17934),(3 156.93639),(4 173.09709),(5 185.14117),(6 189.17471),(7 189.58067),(8 188.29242),(9 185.9362),(10 182.23473),(11 178.07634),(12 175.33957),(13 176.29985),(14 181.03964),(15 186.49904),(16 189.8298),(17 192.92636),(18 194.08948),(19 195.0062),(20 196.13509),(21 196.16666),(22 193.13452),(23 190.20729),(24 189.75978),(25 188.66096),(26 188.052),(27 190.08813),(28 189.94203),(29 192.04866),(30 192.13373),(31 191.2282),(32 192.80136),(33 194.75046),(34 194.39972),(35 194.82353),(36 193.92853),(37 194.51257),(38 193.60265),(39 192.73865),(40 190.39253),(41 190.7816),(42 188.17548),(43 186.02281),(44 184.0233),(45 180.15132),(46 177.86992),(47 176.08023),(48 177.01036),(49 179.10635),(50 182.75546),(51 183.22192),(52 184.33307),(53 184.01558),(54 181.88702),(55 180.23143),(56 175.9248),(57 174.62604),(58 173.2672),(59 174.90302),(60 176.4306),(61 177.50151),(62 178.67195),(63 177.41417),(64 176.82564),(65 179.23253),(66 180.61601),(67 181.61331),(68 183.84673),(69 185.47905),(70 186.16528),(71 186.01155),(72 185.77069),(73 186.35779),(74 184.96892),(75 184.30008),(76 185.05426),(77 185.07635),(78 185.67351),(79 187.25421),
(1 103.4827),(2 134.36464),(3 157.27948),(4 174.78148),(5 187.2772),(6 190.39462),(7 188.15477),(8 185.39935),(9 182.00525),(10 179.65991),(11 178.28127),(12 176.49081),(13 177.36847),(14 181.24792),(15 185.11249),(16 187.7481),(17 191.5048),(18 194.21156),(19 194.3141),(20 196.51527),(21 194.62923),(22 196.44899),(23 194.50415),(24 196.54218),(25 196.48341),(26 194.13506),(27 197.20395),(28 198.13214),(29 200.69128),(30 202.44928),(31 202.02309),(32 201.39323),(33 201.24088),(34 203.2114),(35 202.92603),(36 200.34848),(37 200.33652),(38 199.27823),(39 196.53807),(40 195.07794),(41 193.90707),(42 193.44536),(43 190.97748),(44 187.19572),(45 184.61533),(46 183.23929),(47 182.88687),(48 184.02),(49 185.65846),(50 184.68694),(51 187.87341),(52 189.13196),(53 188.88469),(54 186.58455),(55 183.99976),(56 179.31436),(57 177.24133),(58 176.65459),(59 177.19962),(60 178.51424),(61 179.63895),(62 180.04166),(63 179.70325),(64 181.526),(65 181.91533),(66 185.18575),(67 186.12279),(68 189.32149),(69 189.61714),(70 191.50665),(71 192.02596),(72 189.66714),(73 189.02473),(74 187.06166),(75 189.25801),(76 188.20418),(77 189.84113),(78 190.29823),(79 191.38861),
(1 100.61513),(2 128.80458),(3 150.30092),(4 165.7364),(5 175.65001),(6 179.99695),(7 179.38156),(8 179.52156),(9 176.4645),(10 174.00557),(11 171.46034),(12 170.99939),(13 171.63751),(14 173.60777),(15 175.77003),(16 176.71613),(17 179.73123),(18 183.52342),(19 185.3383),(20 187.49275),(21 186.4468),(22 187.7445),(23 185.89835),(24 184.7295),(25 184.9323),(26 184.10883),(27 185.8837),(28 189.01482),(29 189.0494),(30 188.48639),(31 188.72679),(32 187.9497),(33 187.79005),(34 187.75189),(35 186.88107),(36 185.2512),(37 184.64748),(38 185.18822),(39 185.10948),(40 184.70221),(41 186.13658),(42 184.49715),(43 180.00175),(44 177.03476),(45 174.85176),(46 171.4008),(47 170.66272),(48 170.96826),(49 172.11165),(50 174.1635),(51 176.49292),(52 176.88261),(53 177.0743),(54 176.06306),(55 175.33954),(56 170.90164),(57 170.14722),(58 167.95288),(59 170.80408),(60 172.10283),(61 172.58539),(62 173.69759),(63 173.74744),(64 174.35965),(65 174.49721),(66 177.07607),(67 178.31694),(68 178.71954),(69 179.60953),(70 180.70566),(71 180.74237),(72 179.42256),(73 178.61436),(74 176.64458),(75 177.64241),(76 177.06744),(77 178.72499),(78 180.28845),(79 182.63512),
(1 97.50306),(2 126.952614),(3 147.14343),(4 161.21028),(5 172.10672),(6 177.15906),(7 177.45055),(8 177.2291),(9 174.7767),(10 171.45413),(11 168.82527),(12 167.35657),(13 167.61792),(14 170.81757),(15 174.70802),(16 178.08115),(17 180.21164),(18 182.78107),(19 184.92369),(20 186.7753),(21 184.86746),(22 183.90736),(23 182.63512),(24 182.08893),(25 180.23557),(26 181.93849),(27 184.70529),(28 187.21466),(29 188.23056),(30 188.15193),(31 187.7405),(32 187.64151),(33 187.10841),(34 188.09846),(35 186.53592),(36 185.89594),(37 185.31511),(38 186.0058),(39 185.53944),(40 185.9151),(41 186.15433),(42 184.38165),(43 179.69475),(44 176.17929),(45 175.24231),(46 173.13614),(47 171.93108),(48 172.91077),(49 173.41685),(50 172.70688),(51 175.34335),(52 178.49695),(53 176.49043),(54 175.48311),(55 173.74896),(56 171.29962),(57 169.12239),(58 168.07932),(59 169.10397),(60 171.13312),(61 170.50467),(62 169.54327),(63 171.32463),(64 172.04605),(65 173.98448),(66 175.61649),(67 178.86304),(68 180.85873),(69 180.42041),(70 181.00952),(71 180.79468),(72 180.13483),(73 179.42998),(74 179.98494),(75 179.29362),(76 178.32448),(77 180.58511),(78 180.05087),(79 182.39708),
(1 97.52661),(2 126.90023),(3 147.09613),(4 161.02696),(5 171.2025),(6 176.85895),(7 177.10007),(8 174.76385),(9 170.78336),(10 169.17804),(11 167.34958),(12 167.45554),(13 169.25037),(14 169.75948),(15 173.56435),(16 177.0912),(17 182.75536),(18 184.08269),(19 184.99536),(20 188.16145),(21 188.65262),(22 188.24854),(23 184.56396),(24 185.04881),(25 185.48346),(26 186.9255),(27 187.50513),(28 192.00403),(29 192.93454),(30 192.5959),(31 194.19722),(32 194.03589),(33 195.08281),(34 194.86974),(35 193.79167),(36 192.70001),(37 191.0771),(38 191.7111),(39 189.85818),(40 189.3967),(41 186.46793),(42 183.38348),(43 179.50043),(44 175.92096),(45 174.9067),(46 173.12898),(47 171.47142),(48 172.18974),(49 173.19926),(50 174.2799),(51 176.73164),(52 177.2191),(53 176.65085),(54 174.93147),(55 173.27626),(56 170.66115),(57 168.97043),(58 169.01389),(59 170.77803),(60 172.14908),(61 171.70502),(62 173.40411),(63 173.64561),(64 174.48141),(65 177.34917),(66 180.78671),(67 179.91362),(68 182.30658),(69 182.02525),(70 182.32217),(71 183.08319),(72 183.14102),(73 182.07303),(74 180.04407),(75 181.50941),(76 182.14636),(77 182.26613),(78 183.80504),(79 185.17226),
(1 98.56064),(2 125.3793),(3 145.74318),(4 158.69183),(5 169.00185),(6 174.61699),(7 175.65146),(8 174.4836),(9 171.72986),(10 169.60411),(11 167.83391),(12 166.7143),(13 166.94473),(14 167.55783),(15 170.91022),(16 171.30972),(17 175.77197),(18 179.79921),(19 180.05104),(20 184.4452),(21 184.4044),(22 183.68816),(23 182.5481),(24 181.29697),(25 181.8875),(26 181.45993),(27 181.60063),(28 186.18147),(29 187.0979),(30 188.29721),(31 187.68523),(32 185.74403),(33 185.31645),(34 184.35585),(35 183.02333),(36 181.5961),(37 182.35582),(38 181.51668),(39 181.58423),(40 179.27463),(41 178.79518),(42 177.58415),(43 175.14612),(44 172.59064),(45 171.30997),(46 171.16026),(47 170.16902),(48 170.12553),(49 169.67802),(50 170.20248),(51 172.32736),(52 173.29173),(53 173.54451),(54 172.5844),(55 169.83032),(56 168.10907),(57 168.15291),(58 167.82619),(59 168.65845),(60 171.0457),(61 172.10158),(62 171.84688),(63 172.4543),(64 172.79335),(65 174.12401),(66 176.4223),(67 178.29932),(68 179.93835),(69 180.6071),(70 180.6703),(71 180.26349),(72 180.39975),(73 180.01639),(74 179.02353),(75 176.35512),(76 176.53915),(77 178.0581),(78 179.18304),(79 181.3883),
(1 97.01612),(2 125.585625),(3 146.53761),(4 160.89774),(5 170.69165),(6 174.8355),(7 176.74646),(8 175.32578),(9 172.24321),(10 168.87755),(11 167.66235),(12 167.3608),(13 166.65167),(14 169.34715),(15 170.75209),(16 172.21312),(17 175.6894),(18 180.78902),(19 182.48412),(20 183.7902),(21 185.17273),(22 184.71684),(23 182.7924),(24 181.11667),(25 181.84158),(26 179.91368),(27 180.69966),(28 183.10881),(29 184.43056),(30 185.20184),(31 184.7967),(32 185.4297),(33 186.23422),(34 186.7818),(35 187.12175),(36 187.2937),(37 186.87802),(38 185.25188),(39 185.29659),(40 181.66733),(41 181.0571),(42 179.19966),(43 176.12735),(44 171.90282),(45 170.90102),(46 167.66896),(47 167.65334),(48 168.06612),(49 167.46762),(50 169.51985),(51 171.53397),(52 171.42102),(53 173.20848),(54 172.10742),(55 170.59642),(56 167.20628),(57 165.50629),(58 164.80344),(59 167.44011),(60 167.99318),(61 166.92305),(62 167.51521),(63 169.8405),(64 169.42952),(65 171.25067),(66 171.86989),(67 172.19185),(68 175.20679),(69 177.23782),(70 176.74188),(71 177.3123),(72 177.24847),(73 176.56734),(74 175.58559),(75 176.46436),(76 179.01805),(77 180.0564),(78 180.17404),(79 181.212),
