1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 171342),(2 365210.22),(3 579800.25),(4 897121.1),(5 1176276.1),(6 1438419.3),(7 1724407.3),(8 1989314.1),(9 2250921),(10 2523552.8),(11 2747466.5),(12 2964870),(13 3322571.8),(14 3553739.3),(15 3775342.3),(16 4187316.3),(17 4447501),(18 4676061.5),(19 4940699.5),(20 5148117),(21 5340361),(22 5502058.5),(23 5625652),(24 5735450.5),(25 5801142),(26 5844043),(27 5871678.5),(28 5888598.5),(29 5914137.5),(30 5918520.5),(31 5938023),(32 6014229),(33 6066177.5),(34 6163799),(35 6361039.5),(36 6497966.5),(37 6604724),(38 6778510.5),(39 6917639),(40 7041598),(41 7377270.5),(42 7546095.5),(43 7746163),(44 7975720.5),(45 8166910.5),(46 8357497.5),(47 8425626),(48 8557192),(49 8671697),(50 8714560),(51 8770730),(52 8822048),(53 8889152),(54 9034754),(55 9127302),(56 9131352),(57 9168942),(58 9225846),(59 9217718),(60 9217105),(61 9245962),(62 9206881),(63 9090513),(64 9007911),(65 8920299),(66 8825351),(67 8725421),(68 8648209),(69 8532721),(70 8453638),(71 8379433.5),(72 8277018.5),(73 8221160.5),(74 8160981),(75 8067943),(76 8003054),(77 7927148.5),(78 7903285.5),(79 8004987),
(1 165070.28),(2 356425.34),(3 556234.8),(4 847769.2),(5 1104016.3),(6 1335045),(7 1599013.6),(8 1854852),(9 2097640.8),(10 2343445.5),(11 2545843.8),(12 2718184.3),(13 2981813.8),(14 3158141.8),(15 3320189.3),(16 3600706.8),(17 3776877),(18 3940619.3),(19 4181080.8),(20 4354144),(21 4519776),(22 4668356.5),(23 4810362.5),(24 4950227.5),(25 5066315.5),(26 5175226.5),(27 5282928),(28 5373906.5),(29 5482852),(30 5573141.5),(31 5668711.5),(32 5806023.5),(33 5894674.5),(34 5948291.5),(35 6055770.5),(36 6142064.5),(37 6176306.5),(38 6279644.5),(39 6369703.5),(40 6419615.5),(41 6586588.5),(42 6690156),(43 6800404),(44 6952764),(45 7066166),(46 7185496),(47 7242474),(48 7291596),(49 7338580.5),(50 7346760),(51 7364302),(52 7374211.5),(53 7333666),(54 7333562.5),(55 7328818.5),(56 7298920),(57 7288260),(58 7265624),(59 7247516),(60 7241418.5),(61 7226464),(62 7168273.5),(63 6994070.5),(64 6881876),(65 6793572),(66 6769570.5),(67 6684326),(68 6646674),(69 6587389.5),(70 6532866),(71 6490139.5),(72 6375284.5),(73 6325886.5),(74 6292288),(75 6273097.5),(76 6285669.5),(77 6253278.5),(78 6223768.5),(79 6323715.5),
(1 170187.7),(2 363496.1),(3 562268.44),(4 840657.75),(5 1090283.5),(6 1326602.5),(7 1593543.4),(8 1847152.4),(9 2086559.6),(10 2332236.5),(11 2518034.5),(12 2656251.5),(13 2817442.5),(14 2920742),(15 3008084.8),(16 3129103.3),(17 3198341.8),(18 3250435.3),(19 3386638.8),(20 3450215.8),(21 3519944.3),(22 3600089),(23 3677293.5),(24 3755376.8),(25 3822787.3),(26 3886031),(27 3940080),(28 3967903.8),(29 4025650),(30 4069661.5),(31 4104911),(32 4172388.8),(33 4215164),(34 4265396),(35 4369463),(36 4443081.5),(37 4507789),(38 4640877),(39 4719974.5),(40 4809805),(41 4925173),(42 5020393),(43 5117829),(44 5198515),(45 5267236),(46 5332741),(47 5319682),(48 5324729),(49 5322367),(50 5294451),(51 5310143.5),(52 5298755),(53 5235305.5),(54 5187374),(55 5154447.5),(56 5129806.5),(57 5126857.5),(58 5097383.5),(59 5033886.5),(60 4998946),(61 4966303.5),(62 4929009.5),(63 4892429),(64 4862347.5),(65 4861458.5),(66 4910620),(67 4944780),(68 5008452),(69 5009445),(70 5056985.5),(71 5102828),(72 5178867.5),(73 5222310.5),(74 5275101.5),(75 5334285.5),(76 5426182.5),(77 5483280),(78 5522494.5),(79 5616001.5),
(1 143128.72),(2 306420.88),(3 475918.38),(4 708141.06),(5 906968.75),(6 1093612.3),(7 1295518.5),(8 1469564.4),(9 1661294.1),(10 1862638.9),(11 2018839.3),(12 2152020.8),(13 2346724),(14 2476097.3),(15 2590073.8),(16 2715471),(17 2813619.8),(18 2892820.3),(19 2991447.3),(20 3049640.8),(21 3110698),(22 3164104.3),(23 3189263.8),(24 3215163.5),(25 3239514),(26 3263763.8),(27 3274855),(28 3295507.3),(29 3325092.3),(30 3329796.3),(31 3323226),(32 3349177.3),(33 3354665),(34 3350642),(35 3396601.3),(36 3425062),(37 3465081.5),(38 3531746.3),(39 3585677),(40 3649909.8),(41 3720971),(42 3776317.8),(43 3822433),(44 3957449.5),(45 4010494.8),(46 4060650),(47 4114206.8),(48 4141732.5),(49 4163531),(50 4181259.8),(51 4228709),(52 4262917.5),(53 4246590.5),(54 4250323),(55 4275947),(56 4278989.5),(57 4321623),(58 4363217.5),(59 4372502.5),(60 4414582.5),(61 4464609.5),(62 4507259),(63 4511357.5),(64 4550202.5),(65 4568406.5),(66 4652030.5),(67 4712083),(68 4762508.5),(69 4822647),(70 4882400),(71 4925246),(72 5013984.5),(73 5052321),(74 5099660),(75 5141259.5),(76 5202112.5),(77 5249383.5),(78 5232317),(79 5249364),
(1 137592.77),(2 295710.06),(3 463944.78),(4 704893.9),(5 909841.25),(6 1105583.4),(7 1332416.3),(8 1527104.8),(9 1743977),(10 1972620.9),(11 2148531.5),(12 2303617.8),(13 2538128),(14 2683801),(15 2822991.5),(16 2958218),(17 3068593),(18 3166629.3),(19 3268957.3),(20 3349688),(21 3431514),(22 3454745.3),(23 3496776.3),(24 3537054.8),(25 3535173.3),(26 3521860.3),(27 3522149.3),(28 3513437.3),(29 3514346.8),(30 3499212.5),(31 3482833.3),(32 3485583.8),(33 3451598.8),(34 3402182),(35 3395772.3),(36 3361507.5),(37 3331670.3),(38 3356930.3),(39 3375646.8),(40 3382026.8),(41 3415507),(42 3440930.3),(43 3490355),(44 3522761.5),(45 3554672),(46 3594315.5),(47 3633758),(48 3662894.8),(49 3693391.8),(50 3712823),(51 3747544.3),(52 3774659),(53 3774278.8),(54 3783560),(55 3787545.8),(56 3757588.3),(57 3747690.8),(58 3736551),(59 3712526.3),(60 3712258.3),(61 3710252.5),(62 3693712.3),(63 3711320.5),(64 3707363.8),(65 3716928),(66 3749463.8),(67 3769911.5),(68 3796081.3),(69 3798595.3),(70 3794361.5),(71 3789392.5),(72 3814917.8),(73 3817382),(74 3822779.5),(75 3808731.3),(76 3837998.3),(77 3857192.3),(78 3879549.3),(79 3973634.3),
(1 124778.72),(2 266865.1),(3 421602.63),(4 646697.75),(5 835302.3),(6 1006154.3),(7 1215436.1),(8 1402044.3),(9 1576057.5),(10 1757324.6),(11 1906330.4),(12 2036424.4),(13 2232055.8),(14 2345773.3),(15 2445443),(16 2568277),(17 2639189.8),(18 2687263.5),(19 2787087),(20 2828003.3),(21 2864774.8),(22 2869176),(23 2882385.8),(24 2894175.3),(25 2888359.5),(26 2874884),(27 2873812.5),(28 2882596.3),(29 2894211.3),(30 2903159.3),(31 2894443.5),(32 2892789.3),(33 2878562.8),(34 2834407.5),(35 2822427.3),(36 2794924.3),(37 2749312.5),(38 2764543.5),(39 2762857.5),(40 2770428.3),(41 2781667.3),(42 2802067.3),(43 2840196),(44 2890648),(45 2928032.8),(46 2967780.3),(47 3011094.3),(48 3040540.8),(49 3063242.8),(50 3052987.8),(51 3041410.3),(52 3040867.3),(53 3024229.3),(54 3025141),(55 3020922.3),(56 2999117.5),(57 2989845.8),(58 2976776.5),(59 2971833.5),(60 2982843.5),(61 2972507.3),(62 2965800.8),(63 2998783),(64 2998020),(65 3008640),(66 3026679.3),(67 3034448),(68 3058089),(69 3097667.3),(70 3117178.8),(71 3141891.8),(72 3230979.3),(73 3278676.5),(74 3333828),(75 3393517.8),(76 3492787.3),(77 3557958.3),(78 3634928.5),(79 3762770.8),
(1 105791.35),(2 224674.33),(3 355609.34),(4 539204.3),(5 690470.75),(6 832916.4),(7 993757.9),(8 1131881.9),(9 1266134.8),(10 1397241.3),(11 1500092.4),(12 1584176.4),(13 1686225.8),(14 1741938.4),(15 1770336.8),(16 1836334.1),(17 1874237.9),(18 1906164),(19 1974211.6),(20 2019478.3),(21 2062164.9),(22 2079886.1),(23 2103427),(24 2126635.8),(25 2142820.3),(26 2149338.5),(27 2152850.8),(28 2165050.8),(29 2198563.8),(30 2218358.8),(31 2255110.3),(32 2320827.8),(33 2352076.5),(34 2360701.5),(35 2393887),(36 2409526.3),(37 2407338),(38 2438628.5),(39 2452493.3),(40 2480363.3),(41 2475568.5),(42 2497348.3),(43 2523703.5),(44 2605493.8),(45 2647350),(46 2691740.3),(47 2805301.8),(48 2861735.8),(49 2916934),(50 2969439.5),(51 3038094.5),(52 3087034.8),(53 3104443.3),(54 3140841.8),(55 3173717.3),(56 3176822.3),(57 3190199.3),(58 3206313.3),(59 3197481.8),(60 3206507.5),(61 3205910.8),(62 3231919),(63 3306458),(64 3343406.5),(65 3364812.5),(66 3356665.8),(67 3370163.3),(68 3388303),(69 3400205.5),(70 3414997),(71 3436786.5),(72 3487227.3),(73 3516724.8),(74 3554558),(75 3563790),(76 3583928.8),(77 3605520),(78 3619832.3),(79 3677363.8),
(1 103339.79),(2 219891.84),(3 339549.88),(4 508836.06),(5 657284.4),(6 802749.8),(7 958103.06),(8 1088337.4),(9 1220681.3),(10 1352531.9),(11 1451661.1),(12 1532563.6),(13 1640064.5),(14 1708846.3),(15 1756316.1),(16 1807985.3),(17 1848298.4),(18 1885128.3),(19 1922451.1),(20 1946612.9),(21 1967422.6),(22 1980231.1),(23 1991637.8),(24 2009459.6),(25 2028962.4),(26 2064027.9),(27 2089606.8),(28 2108508.5),(29 2143762),(30 2168108),(31 2187600.8),(32 2218337.5),(33 2223258.8),(34 2226527.5),(35 2253870.5),(36 2255913.8),(37 2251816.8),(38 2318126),(39 2336925),(40 2353651.3),(41 2357007.5),(42 2361234.5),(43 2377957.8),(44 2418850),(45 2440515),(46 2465700.3),(47 2535862.3),(48 2575774),(49 2618857.3),(50 2643478.8),(51 2684004.8),(52 2713031.3),(53 2737898.3),(54 2782609.5),(55 2820591.5),(56 2852017),(57 2908967.5),(58 2946455),(59 2972014.8),(60 3007188.3),(61 3025159),(62 3052008.3),(63 3090849.5),(64 3130370.5),(65 3166177.5),(66 3107617),(67 3104347.3),(68 3093739.5),(69 3018450),(70 2970763.8),(71 2928371.5),(72 2896136.3),(73 2852265.5),(74 2815468.8),(75 2779465),(76 2773128.3),(77 2756447),(78 2745689.5),(79 2801937),
(1 102157.13),(2 217760.52),(3 340755.72),(4 516900.03),(5 672559.5),(6 816821.1),(7 963714.6),(8 1085548.3),(9 1202593),(10 1311849.1),(11 1387546.9),(12 1459634.3),(13 1537452.5),(14 1597751),(15 1642669),(16 1710040.1),(17 1752817.4),(18 1781824.8),(19 1797471.8),(20 1810709.3),(21 1819695),(22 1841807),(23 1861323.5),(24 1886861),(25 1904431.8),(26 1944372),(27 1976970),(28 1984408.3),(29 1999113.5),(30 2008265.4),(31 2014650),(32 2030361.5),(33 2021273.6),(34 2035182.5),(35 2076909.1),(36 2088831.5),(37 2090355.8),(38 2139307.3),(39 2165906.3),(40 2190771),(41 2214071),(42 2231910.3),(43 2248041.3),(44 2290547),(45 2322502.8),(46 2362695.5),(47 2409915.8),(48 2450523.5),(49 2493972.5),(50 2524001),(51 2562584.5),(52 2587386.5),(53 2605794.5),(54 2630827),(55 2645395),(56 2641453.5),(57 2645682.5),(58 2641612.3),(59 2622980.5),(60 2619866.5),(61 2601850.5),(62 2597135),(63 2560446.8),(64 2543557.3),(65 2536778.8),(66 2522121),(67 2519106.5),(68 2523543.5),(69 2544774.5),(70 2562201),(71 2582972.3),(72 2570638.8),(73 2577035.8),(74 2585835),(75 2597495.5),(76 2647400.5),(77 2666196.3),(78 2676587),(79 2737552.3),
(1 98584.46),(2 207672.16),(3 329760.13),(4 508887.03),(5 661169),(6 813029.44),(7 969677),(8 1097499.3),(9 1226923.6),(10 1344072.4),(11 1431431.9),(12 1509821.4),(13 1563772.5),(14 1605457.3),(15 1628309.3),(16 1666164.1),(17 1682650.6),(18 1686497.5),(19 1726142.5),(20 1740705.8),(21 1756427.1),(22 1778182.9),(23 1800011.3),(24 1824470),(25 1842572.5),(26 1871432.6),(27 1892426),(28 1899795.9),(29 1909914.1),(30 1911702),(31 1921973.6),(32 1951605.6),(33 1952893.4),(34 1945780.8),(35 1951418.1),(36 1948313.3),(37 1947113.1),(38 1960432.6),(39 1973773.4),(40 2000228.8),(41 1992303.6),(42 2018075.9),(43 2036617.1),(44 2064449.8),(45 2090745.5),(46 2119934.8),(47 2175463),(48 2204507.8),(49 2237145.5),(50 2271941.8),(51 2324922.5),(52 2358267.5),(53 2385036),(54 2432904.5),(55 2470141.8),(56 2493342.8),(57 2534811.8),(58 2566932),(59 2572437.5),(60 2603669.5),(61 2617081.3),(62 2646300.5),(63 2674562),(64 2706128),(65 2734388.3),(66 2724893),(67 2740584),(68 2748905.5),(69 2761295.3),(70 2759643.8),(71 2759627.3),(72 2740653.5),(73 2735435.8),(74 2732007.3),(75 2716316),(76 2723451.8),(77 2720791.3),(78 2696986.8),(79 2721877),
(1 102429.61),(2 217123.08),(3 346083.22),(4 522738.47),(5 671493.44),(6 810888.7),(7 940627.3),(8 1043496.94),(9 1162601.6),(10 1269985.9),(11 1340530),(12 1408460.9),(13 1482338.4),(14 1531946.8),(15 1566016.4),(16 1606032.6),(17 1647803.4),(18 1679335.4),(19 1731029.8),(20 1784283.9),(21 1833437),(22 1889336.6),(23 1927316.6),(24 1960339.6),(25 1983175.4),(26 2003766),(27 2015823.4),(28 2041025.1),(29 2071226),(30 2079118.1),(31 2106674),(32 2151974.8),(33 2170939),(34 2174465.5),(35 2197297.8),(36 2214498.8),(37 2234454.5),(38 2229235.8),(39 2235358),(40 2251276),(41 2241105.3),(42 2247549.8),(43 2251845),(44 2237316.5),(45 2233395.8),(46 2231513),(47 2240439.5),(48 2236404.5),(49 2231468),(50 2217387.5),(51 2223302),(52 2215561.5),(53 2194747),(54 2192657.5),(55 2199889.8),(56 2172401),(57 2170380.8),(58 2172498.8),(59 2183398.8),(60 2222670.3),(61 2236697.8),(62 2261965.8),(63 2262849.8),(64 2282404.3),(65 2309977.3),(66 2347669),(67 2377465.8),(68 2400046.8),(69 2397160),(70 2401011),(71 2402795),(72 2426458.5),(73 2441043),(74 2466959.3),(75 2477783),(76 2508009.3),(77 2534244.5),(78 2542623.3),(79 2586188.5),
(1 93267.09),(2 194890.33),(3 303063.22),(4 439027.6),(5 553435.06),(6 667833.56),(7 781360.06),(8 869853.2),(9 957070.1),(10 1037067.9),(11 1092183.9),(12 1136425),(13 1217496.8),(14 1273139.5),(15 1313706.9),(16 1354414.5),(17 1395686),(18 1425544.3),(19 1444475.5),(20 1477677.5),(21 1514200.3),(22 1549109.6),(23 1575035.3),(24 1597776.9),(25 1612145),(26 1620908.5),(27 1627493.5),(28 1619257.5),(29 1621427.8),(30 1618284.5),(31 1617034.8),(32 1635371.1),(33 1640231),(34 1620823.6),(35 1623568.1),(36 1615639.4),(37 1614964.8),(38 1626687.3),(39 1623996.5),(40 1626948.5),(41 1631123.4),(42 1633566.4),(43 1642853.5),(44 1678628.6),(45 1700394.1),(46 1724817.4),(47 1780258.3),(48 1825561.8),(49 1872758.5),(50 1912058.9),(51 1964175.1),(52 2007057.5),(53 2017549.1),(54 2032063.4),(55 2059725.4),(56 2066295.4),(57 2094559.4),(58 2114685.8),(59 2111454),(60 2117353),(61 2121273.3),(62 2125353),(63 2135954),(64 2148813.8),(65 2149931.5),(66 2156119.8),(67 2163806.3),(68 2154463.3),(69 2170200.8),(70 2171997.5),(71 2172288.8),(72 2164088.3),(73 2150331.5),(74 2147957.5),(75 2152138.8),(76 2187061.8),(77 2210504.5),(78 2247407.8),(79 2309325.3),
(1 78464.62),(2 165716.86),(3 256126.61),(4 380157.03),(5 483023.9),(6 592082.06),(7 707771.56),(8 795632.6),(9 879285.9),(10 952318.06),(11 1002553),(12 1045771.44),(13 1096539.5),(14 1125382),(15 1148069.1),(16 1174721.8),(17 1203565.8),(18 1227230.8),(19 1246784.6),(20 1274351.6),(21 1307296.3),(22 1328151.4),(23 1342104.3),(24 1355928.9),(25 1361322.1),(26 1371538),(27 1377686.4),(28 1375660.1),(29 1382605.4),(30 1381439.9),(31 1374225.5),(32 1382692.3),(33 1378447.5),(34 1371460.6),(35 1376755.1),(36 1371706.4),(37 1370618.4),(38 1402769.3),(39 1417818.1),(40 1426905.3),(41 1446794.1),(42 1457085.3),(43 1474778),(44 1502792.1),(45 1523571.9),(46 1546149.1),(47 1575595.9),(48 1600406.8),(49 1625896.5),(50 1648591.6),(51 1689107.5),(52 1718736.5),(53 1729849.5),(54 1751314.6),(55 1771637.3),(56 1773076.1),(57 1797318.8),(58 1817284.1),(59 1823617.3),(60 1838990.4),(61 1849696.1),(62 1857864.5),(63 1870570.6),(64 1890942.5),(65 1900443.4),(66 1898210),(67 1906505.1),(68 1909821),(69 1909902.9),(70 1904377.1),(71 1897712.9),(72 1864214.5),(73 1837276.3),(74 1817448),(75 1796014.4),(76 1795835.9),(77 1797879.3),(78 1800701.3),(79 1821714.6),
(1 77951.42),(2 165126.64),(3 253354.67),(4 374687.44),(5 474988.94),(6 576979.25),(7 674708.7),(8 747332.44),(9 821941.94),(10 889919.6),(11 936649.7),(12 969078.56),(13 993928),(14 1008841.44),(15 1017883.8),(16 1039309.9),(17 1062831.3),(18 1081533.5),(19 1087953.6),(20 1109167.6),(21 1135031.9),(22 1170531.6),(23 1195187.8),(24 1221437.5),(25 1246476.1),(26 1278891.4),(27 1300507),(28 1309619.4),(29 1324443.3),(30 1334177.5),(31 1336282.4),(32 1356235.1),(33 1367710.6),(34 1368683.5),(35 1377860.9),(36 1378466.5),(37 1381597.4),(38 1380627.3),(39 1380139.1),(40 1385666.1),(41 1382654.8),(42 1388519.8),(43 1391834.9),(44 1410654.4),(45 1415669.8),(46 1418276.1),(47 1415834),(48 1409437.8),(49 1405516.8),(50 1397022.6),(51 1405493.4),(52 1408108.5),(53 1411473.5),(54 1430649.6),(55 1442414.5),(56 1433455.9),(57 1440500.6),(58 1448796.3),(59 1453614.5),(60 1470471.5),(61 1479276.6),(62 1490603.6),(63 1507235),(64 1522780.8),(65 1531803),(66 1552948.5),(67 1563568.8),(68 1570896.4),(69 1584110.3),(70 1589418.3),(71 1591875.3),(72 1574860.8),(73 1574186.6),(74 1578655.3),(75 1577496.8),(76 1598421.8),(77 1620976.1),(78 1627092.8),(79 1661994),
(1 73944.07),(2 157671.33),(3 243283.16),(4 358798.56),(5 450993.06),(6 537351.1),(7 616028.6),(8 674729.7),(9 734357.1),(10 789181.3),(11 821765.5),(12 846819.6),(13 889881.75),(14 916154.3),(15 935873.6),(16 958485),(17 983114.25),(18 998422.4),(19 1024045.44),(20 1047651.6),(21 1072045.6),(22 1083713.4),(23 1096715.9),(24 1110336.3),(25 1125025.8),(26 1150854.4),(27 1165761.1),(28 1182298),(29 1207822.9),(30 1228073.8),(31 1242030.4),(32 1271973.6),(33 1297058.3),(34 1297670.3),(35 1303825.3),(36 1302345.9),(37 1299883.8),(38 1293756.3),(39 1286910.6),(40 1280216.4),(41 1256965.8),(42 1254453.1),(43 1252631.6),(44 1260394.6),(45 1262195.4),(46 1263299.3),(47 1282871.6),(48 1281629.5),(49 1279891),(50 1272032),(51 1285226.4),(52 1289853.5),(53 1293513.1),(54 1311749.1),(55 1326596.4),(56 1331970),(57 1356546.6),(58 1373853.1),(59 1373504.1),(60 1382326.4),(61 1392458),(62 1403072),(63 1418733.9),(64 1427358.4),(65 1433790.6),(66 1433937.9),(67 1443697.3),(68 1447452.3),(69 1463335.9),(70 1463917.4),(71 1465958.6),(72 1472508.4),(73 1476578.9),(74 1486779.5),(75 1505371.4),(76 1551399.1),(77 1583896.5),(78 1586076.5),(79 1609448.9),
(1 64500.28),(2 136518.08),(3 211991.28),(4 307703.34),(5 385775.8),(6 459227.38),(7 529105.5),(8 581333.4),(9 627550.1),(10 668348.4),(11 694301.06),(12 716935.5),(13 743171.3),(14 760448.56),(15 774085.7),(16 807225.3),(17 834483.06),(18 854258.56),(19 861937.7),(20 882448.5),(21 903429.5),(22 946720.75),(23 969407.06),(24 992657.5),(25 1007412.2),(26 1018645.9),(27 1025977.6),(28 1026347.1),(29 1036584.3),(30 1045003.8),(31 1039728.94),(32 1046103.25),(33 1049548.1),(34 1056169.8),(35 1074890.4),(36 1075360.1),(37 1068125),(38 1059182.5),(39 1050572.3),(40 1050755.9),(41 1041215.25),(42 1046027.6),(43 1050375.8),(44 1058486.3),(45 1070827.6),(46 1085135),(47 1106924.6),(48 1121179.1),(49 1132316.4),(50 1135100.6),(51 1153417),(52 1168168.6),(53 1182382.1),(54 1213222.3),(55 1233623.1),(56 1248004.4),(57 1278019.9),(58 1295848),(59 1298103),(60 1301870.1),(61 1295264.3),(62 1295520),(63 1311033),(64 1322712.8),(65 1328709.3),(66 1318579.3),(67 1318493.5),(68 1320029.8),(69 1314103.6),(70 1308396.3),(71 1304402.3),(72 1308264.4),(73 1304381.1),(74 1302433),(75 1292131.4),(76 1294221.4),(77 1293226.3),(78 1280448.6),(79 1286284.8),
(1 65784.48),(2 140880.86),(3 213085.02),(4 299705.13),(5 368715.03),(6 436676.63),(7 504621.47),(8 551361.1),(9 602613.06),(10 648584.06),(11 676703.6),(12 699500.44),(13 719589.7),(14 730464),(15 737905.1),(16 753957.3),(17 770012.56),(18 778603.94),(19 790069.9),(20 801235.94),(21 813544.44),(22 828734.56),(23 836842.9),(24 846744),(25 850046.56),(26 858969.25),(27 867987.1),(28 871063.1),(29 882578.7),(30 893252.44),(31 907715.8),(32 938963.6),(33 958727.4),(34 976557.25),(35 1003199.56),(36 1016216.2),(37 1026339.3),(38 1040468.6),(39 1049692.1),(40 1062947.5),(41 1071051.9),(42 1085817.8),(43 1096630.8),(44 1108609),(45 1117900.4),(46 1130822.3),(47 1141974),(48 1150521.8),(49 1160075.5),(50 1168395.5),(51 1201705.3),(52 1220723.1),(53 1218330),(54 1232058.6),(55 1248223.3),(56 1257221.4),(57 1281976.5),(58 1298642.3),(59 1307419.3),(60 1321290.9),(61 1332817.8),(62 1342763.3),(63 1339331.3),(64 1342622.9),(65 1344259.3),(66 1336514.6),(67 1330532.9),(68 1329378.6),(69 1326558.3),(70 1319767.9),(71 1314233.4),(72 1315478.6),(73 1313388.6),(74 1315468.1),(75 1320546.5),(76 1342909.1),(77 1355661.8),(78 1359277.6),(79 1378051.1),
