1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 17.696257),(2 26.195467),(3 32.853367),(4 33.950752),(5 34.359722),(6 35.076244),(7 35.813274),(8 36.326187),(9 36.64222),(10 36.848503),(11 36.13924),(12 35.983913),(13 36.215576),(14 36.697323),(15 37.238914),(16 37.155666),(17 37.233185),(18 37.517723),(19 37.822826),(20 38.109875),(21 38.456184),(22 38.482697),(23 38.190228),(24 38.124985),(25 38.165726),(26 38.415516),(27 38.57259),(28 38.505306),(29 38.85522),(30 38.919598),(31 38.934216),(32 39.31623),(33 39.603573),(34 39.778084),(35 39.43359),(36 39.567436),(37 39.483555),(38 39.8915),(39 40.10344),(40 40.290707),(41 40.33536),(42 40.23942),(43 40.071983),(44 39.932125),(45 39.734238),(46 39.8311),(47 39.79991),(48 39.99134),(49 40.138958),(50 40.011925),(51 40.297226),(52 40.59653),(53 40.54679),(54 40.364864),(55 40.353256),(56 39.660213),(57 40.063225),(58 40.109795),(59 39.849213),(60 40.068317),(61 40.131775),(62 39.9921),(63 40.29129),(64 40.571865),(65 40.96516),(66 40.85313),(67 41.082817),(68 41.37847),(69 41.58628),(70 41.57044),(71 41.45231),(72 41.543613),(73 41.6536),(74 41.930527),(75 41.89312),(76 42.31808),(77 42.742973),(78 42.918186),(79 43.4854),
(1 17.859003),(2 26.6065),(3 32.918793),(4 34.07739),(5 34.7296),(6 35.61811),(7 36.411335),(8 37.00409),(9 37.283188),(10 37.069664),(11 36.936996),(12 36.81551),(13 37.3844),(14 37.810036),(15 37.82277),(16 38.39387),(17 38.551266),(18 38.645267),(19 38.54135),(20 38.79655),(21 39.444263),(22 39.808224),(23 39.737553),(24 39.86704),(25 40.026527),(26 40.56926),(27 40.35196),(28 40.19844),(29 40.32237),(30 40.27352),(31 39.97359),(32 40.528248),(33 40.760593),(34 40.32756),(35 40.247196),(36 39.870266),(37 39.979996),(38 40.448147),(39 40.030933),(40 39.902874),(41 39.78404),(42 39.776417),(43 39.83264),(44 39.735245),(45 39.71369),(46 39.55493),(47 39.49163),(48 39.82277),(49 40.061104),(50 40.42886),(51 40.04753),(52 39.73634),(53 39.720497),(54 39.77062),(55 40.01833),(56 40.463165),(57 40.37519),(58 40.573902),(59 40.13311),(60 40.118053),(61 40.39951),(62 40.614674),(63 40.97499),(64 40.8869),(65 41.004456),(66 41.21014),(67 41.22762),(68 41.413673),(69 41.661034),(70 41.610584),(71 41.55568),(72 41.70846),(73 42.010136),(74 42.27257),(75 42.13255),(76 42.19726),(77 42.619843),(78 42.81521),(79 43.41523),
(1 17.339754),(2 25.511135),(3 31.867186),(4 33.128883),(5 34.04865),(6 34.669945),(7 35.206223),(8 35.475834),(9 35.83752),(10 35.85914),(11 35.73198),(12 35.53785),(13 36.096317),(14 36.350124),(15 36.476986),(16 37.18071),(17 37.366627),(18 37.42322),(19 37.699924),(20 37.726788),(21 37.827423),(22 37.636223),(23 37.95685),(24 38.261448),(25 38.54374),(26 38.618313),(27 38.819977),(28 38.88989),(29 39.276237),(30 39.44183),(31 39.148037),(32 39.780872),(33 40.039303),(34 39.908276),(35 39.799267),(36 39.55375),(37 39.376263),(38 39.7929),(39 39.730526),(40 40.005592),(41 39.779625),(42 39.767517),(43 39.739117),(44 39.74042),(45 39.566345),(46 39.26383),(47 39.56078),(48 39.826313),(49 40.252426),(50 40.3416),(51 39.716328),(52 39.788784),(53 39.833504),(54 39.886677),(55 39.893173),(56 39.73549),(57 39.893585),(58 39.428734),(59 39.28122),(60 39.337788),(61 39.5687),(62 39.82063),(63 40.34195),(64 40.626225),(65 40.92924),(66 40.79351),(67 41.048767),(68 41.167168),(69 40.984314),(70 40.85855),(71 40.820065),(72 40.965267),(73 40.969204),(74 40.822315),(75 40.72087),(76 41.018604),(77 41.076817),(78 41.257706),(79 41.709072),
(1 17.545115),(2 26.139137),(3 32.857117),(4 34.06885),(5 34.92252),(6 35.662098),(7 36.12288),(8 36.370987),(9 36.285114),(10 36.2919),(11 36.197933),(12 36.221146),(13 36.79861),(14 37.091846),(15 37.285583),(16 37.15192),(17 37.43312),(18 37.48602),(19 37.68788),(20 37.93762),(21 38.207745),(22 37.96742),(23 38.186817),(24 38.496212),(25 38.30433),(26 38.485912),(27 38.634712),(28 38.888588),(29 39.065308),(30 39.54988),(31 39.548637),(32 40.387047),(33 40.873302),(34 40.820465),(35 40.490643),(36 40.32985),(37 40.398796),(38 40.880028),(39 40.70022),(40 40.849396),(41 40.25114),(42 40.33903),(43 40.509975),(44 41.00868),(45 40.916275),(46 40.666695),(47 40.778404),(48 41.080616),(49 41.576035),(50 41.48779),(51 41.39156),(52 41.34553),(53 40.95437),(54 41.2919),(55 41.463745),(56 41.56695),(57 41.86082),(58 41.799583),(59 41.070755),(60 40.536663),(61 40.564823),(62 40.797287),(63 41.221176),(64 41.596214),(65 41.898098),(66 41.49343),(67 41.41805),(68 41.32987),(69 41.50435),(70 41.325943),(71 41.45167),(72 41.474808),(73 41.35711),(74 41.69227),(75 41.509293),(76 41.742596),(77 42.037704),(78 42.617756),(79 42.838604),
(1 17.461538),(2 25.566326),(3 32.262215),(4 33.663364),(5 34.558002),(6 35.73808),(7 35.918217),(8 36.29138),(9 36.471546),(10 36.140163),(11 36.0775),(12 36.252922),(13 36.711647),(14 36.919506),(15 36.932743),(16 37.093708),(17 37.206924),(18 37.278175),(19 37.803947),(20 38.434624),(21 38.722206),(22 38.44183),(23 38.60035),(24 38.73908),(25 38.815334),(26 38.648052),(27 38.96468),(28 38.998966),(29 39.551033),(30 40.058266),(31 40.192608),(32 40.70376),(33 40.786674),(34 40.234634),(35 39.723114),(36 39.310917),(37 39.570522),(38 40.287754),(39 40.819733),(40 40.791965),(41 40.42578),(42 40.539917),(43 40.458065),(44 40.788208),(45 40.379272),(46 40.204025),(47 40.06255),(48 40.106056),(49 40.609837),(50 41.028522),(51 40.928474),(52 40.690346),(53 40.181675),(54 39.980232),(55 40.213226),(56 39.702785),(57 40.033226),(58 39.852448),(59 39.240047),(60 39.400475),(61 39.202698),(62 39.39148),(63 40.07295),(64 40.48285),(65 40.78349),(66 41.113235),(67 41.065155),(68 41.11874),(69 41.336212),(70 41.278393),(71 41.308277),(72 40.964375),(73 40.976795),(74 41.247467),(75 41.374157),(76 41.642387),(77 41.939148),(78 42.095737),(79 42.210007),
(1 18.123556),(2 26.834969),(3 33.589733),(4 34.98799),(5 35.85781),(6 36.37489),(7 37.07029),(8 37.248146),(9 37.370785),(10 37.34103),(11 37.054005),(12 37.031967),(13 37.6755),(14 38.106674),(15 38.092957),(16 38.35682),(17 38.594574),(18 38.72528),(19 38.594643),(20 38.804573),(21 39.31375),(22 39.067364),(23 39.402657),(24 39.7614),(25 39.716045),(26 39.516678),(27 39.845024),(28 39.851753),(29 40.11155),(30 40.288326),(31 40.677986),(32 40.81805),(33 40.648056),(34 40.346413),(35 40.17516),(36 40.33036),(37 40.55701),(38 41.130356),(39 40.83119),(40 40.822994),(41 41.11488),(42 41.096424),(43 41.076794),(44 41.288895),(45 41.273293),(46 41.102314),(47 41.06627),(48 40.92842),(49 41.388206),(50 41.648834),(51 41.493866),(52 41.544857),(53 41.274002),(54 41.73021),(55 41.955578),(56 41.442856),(57 41.507614),(58 41.46286),(59 41.179028),(60 41.05233),(61 41.195614),(62 41.36411),(63 41.98537),(64 42.01713),(65 42.211567),(66 41.738277),(67 41.967484),(68 41.8532),(69 42.221478),(70 42.18969),(71 42.167236),(72 42.196552),(73 42.45915),(74 42.90771),(75 42.97487),(76 42.86518),(77 42.84896),(78 43.365345),(79 44.09502),
(1 17.217009),(2 25.434677),(3 31.953634),(4 32.900368),(5 33.501762),(6 33.796265),(7 34.521095),(8 34.807713),(9 34.93575),(10 34.833157),(11 34.836277),(12 35.041218),(13 35.226234),(14 35.483555),(15 35.867195),(16 36.27936),(17 36.478695),(18 36.544235),(19 36.442028),(20 36.653645),(21 36.909492),(22 36.656883),(23 37.003723),(24 37.048164),(25 37.33528),(26 37.477486),(27 37.897896),(28 38.16858),(29 37.79407),(30 37.7841),(31 37.78459),(32 38.298054),(33 38.51346),(34 38.390316),(35 38.560577),(36 38.469448),(37 38.67256),(38 38.977608),(39 38.903744),(40 39.13182),(41 38.88999),(42 38.992424),(43 39.21772),(44 38.731606),(45 38.53186),(46 38.455166),(47 38.363373),(48 38.424377),(49 38.779404),(50 39.03001),(51 39.57021),(52 39.491947),(53 39.121426),(54 38.88231),(55 38.861637),(56 38.7377),(57 38.734753),(58 38.97062),(59 38.303085),(60 38.6978),(61 38.93138),(62 39.024036),(63 39.33896),(64 39.585335),(65 39.7416),(66 39.88647),(67 40.100925),(68 40.41863),(69 40.69122),(70 41.162067),(71 41.68237),(72 41.57502),(73 41.29546),(74 41.32925),(75 41.792484),(76 41.83625),(77 42.473415),(78 42.946648),(79 43.28325),
(1 17.600937),(2 26.10051),(3 32.678),(4 33.700546),(5 34.442257),(6 35.174385),(7 35.92547),(8 36.135162),(9 36.18483),(10 35.970886),(11 36.227066),(12 36.30861),(13 36.53488),(14 36.824497),(15 37.08309),(16 36.997528),(17 37.398266),(18 37.690624),(19 37.68611),(20 37.905685),(21 38.146793),(22 38.037216),(23 38.303593),(24 38.653122),(25 38.856052),(26 39.0852),(27 39.5647),(28 39.304436),(29 39.44988),(30 39.52169),(31 39.30297),(32 39.602123),(33 40.069702),(34 39.675144),(35 39.788208),(36 39.699043),(37 39.83616),(38 40.25314),(39 40.22669),(40 40.333103),(41 40.384903),(42 40.400528),(43 40.627113),(44 40.844585),(45 40.496704),(46 40.668068),(47 40.784607),(48 40.76012),(49 40.83743),(50 40.33001),(51 40.210773),(52 40.094357),(53 40.002846),(54 39.53862),(55 39.72369),(56 39.589222),(57 40.003506),(58 40.178944),(59 39.79184),(60 39.971714),(61 39.96313),(62 39.948673),(63 40.59966),(64 40.861275),(65 40.871178),(66 41.039955),(67 41.45266),(68 41.64147),(69 42.07466),(70 41.86243),(71 42.073914),(72 42.12905),(73 42.26583),(74 42.404186),(75 42.42024),(76 42.76305),(77 43.11138),(78 43.60398),(79 43.834232),
(1 17.496954),(2 25.948072),(3 32.68607),(4 33.928368),(5 34.761543),(6 35.572582),(7 36.27442),(8 36.528545),(9 36.68283),(10 36.14752),(11 36.215603),(12 36.330467),(13 36.827602),(14 37.036484),(15 37.09754),(16 37.022106),(17 37.186623),(18 37.52178),(19 37.657337),(20 37.78245),(21 37.855877),(22 38.061604),(23 38.246803),(24 38.444965),(25 38.118233),(26 38.452717),(27 38.729298),(28 39.09731),(29 39.02411),(30 39.29605),(31 39.013893),(32 39.04735),(33 39.36528),(34 38.848568),(35 38.804398),(36 38.767242),(37 38.937458),(38 39.425514),(39 39.720295),(40 39.92742),(41 39.925407),(42 39.773773),(43 39.76675),(44 39.568356),(45 39.471146),(46 39.406563),(47 39.593983),(48 39.76299),(49 40.04572),(50 39.926373),(51 40.17933),(52 40.523598),(53 40.42427),(54 40.555397),(55 40.590057),(56 40.34804),(57 40.29428),(58 40.056038),(59 39.692307),(60 39.791832),(61 40.265266),(62 40.589497),(63 41.17255),(64 41.34529),(65 42.016766),(66 41.538254),(67 41.86417),(68 41.663773),(69 41.9196),(70 41.913345),(71 41.851048),(72 41.900673),(73 42.487484),(74 42.581722),(75 43.138493),(76 43.402306),(77 43.739258),(78 43.84559),(79 44.38379),
(1 17.264278),(2 26.004282),(3 32.94322),(4 34.41704),(5 34.846004),(6 35.18233),(7 35.26321),(8 35.357124),(9 35.48848),(10 35.126823),(11 34.961723),(12 35.01483),(13 35.910812),(14 36.043568),(15 36.22045),(16 36.788918),(17 37.29919),(18 37.5861),(19 37.223698),(20 37.49451),(21 37.751297),(22 37.29552),(23 37.558483),(24 37.732197),(25 38.080357),(26 38.14278),(27 38.54298),(28 38.83748),(29 38.852974),(30 38.954773),(31 39.08724),(32 38.96248),(33 39.080765),(34 38.676018),(35 38.876747),(36 38.98545),(37 39.24991),(38 39.681618),(39 39.47199),(40 39.22089),(41 38.95876),(42 38.983803),(43 39.215073),(44 39.357204),(45 39.48198),(46 39.31223),(47 39.708355),(48 40.157772),(49 40.555157),(50 40.511547),(51 40.57167),(52 40.32338),(53 39.995987),(54 39.886578),(55 39.85076),(56 39.61403),(57 39.82315),(58 39.99921),(59 39.978077),(60 40.06506),(61 40.144035),(62 40.297535),(63 40.474915),(64 40.720985),(65 40.74806),(66 40.832386),(67 40.734406),(68 40.65423),(69 40.72106),(70 40.745388),(71 40.969036),(72 41.161037),(73 41.354176),(74 41.69463),(75 41.604042),(76 41.773014),(77 42.015774),(78 41.936928),(79 42.232273),
(1 17.085737),(2 25.477194),(3 31.91387),(4 32.9942),(5 33.772976),(6 34.288555),(7 35.00595),(8 35.307655),(9 35.317303),(10 35.34288),(11 35.220387),(12 35.189842),(13 35.945724),(14 36.169525),(15 36.66175),(16 36.782486),(17 36.94598),(18 36.898575),(19 36.502113),(20 36.803673),(21 37.175705),(22 36.95401),(23 37.065643),(24 37.212303),(25 36.92735),(26 37.185486),(27 37.92167),(28 37.928616),(29 37.986176),(30 38.09739),(31 37.85332),(32 37.887405),(33 38.133564),(34 37.90134),(35 38.001038),(36 37.937088),(37 37.967197),(38 38.968746),(39 39.082706),(40 39.205795),(41 38.947865),(42 39.040936),(43 39.323532),(44 39.06422),(45 38.72701),(46 38.562473),(47 39.062035),(48 39.352974),(49 39.958633),(50 40.22798),(51 40.41313),(52 40.078182),(53 39.733135),(54 39.6687),(55 39.58718),(56 39.599316),(57 39.524582),(58 39.72579),(59 39.228344),(60 39.256065),(61 39.354603),(62 39.769398),(63 40.281616),(64 40.319473),(65 40.20775),(66 40.226242),(67 40.367214),(68 40.262306),(69 40.687645),(70 40.506676),(71 40.610825),(72 40.648846),(73 40.9185),(74 41.233852),(75 41.82042),(76 41.946384),(77 42.267952),(78 42.52921),(79 42.581448),
(1 17.076855),(2 25.254726),(3 31.301947),(4 32.909496),(5 33.811092),(6 34.600758),(7 35.10153),(8 35.32321),(9 35.15863),(10 35.537064),(11 35.349327),(12 35.143375),(13 35.72006),(14 36.05447),(15 36.23),(16 36.56287),(17 36.61505),(18 36.901695),(19 36.43702),(20 36.535324),(21 36.83257),(22 37.037464),(23 37.39008),(24 37.651936),(25 37.886326),(26 37.93811),(27 38.208138),(28 38.214695),(29 38.3464),(30 38.348694),(31 38.731194),(32 38.339584),(33 38.572407),(34 38.66258),(35 38.561073),(36 38.471146),(37 38.631813),(38 38.847927),(39 38.8009),(40 38.857475),(41 38.6313),(42 38.853878),(43 39.270126),(44 39.130287),(45 39.019825),(46 38.882057),(47 39.47629),(48 39.76973),(49 39.9917),(50 39.97606),(51 39.75489),(52 39.58302),(53 39.43634),(54 39.297054),(55 39.016605),(56 38.757187),(57 38.985134),(58 38.982647),(59 38.53848),(60 39.06249),(61 39.242508),(62 39.758373),(63 39.73125),(64 39.830547),(65 39.776047),(66 39.83539),(67 39.797394),(68 40.245983),(69 40.165337),(70 40.06929),(71 40.022858),(72 40.5374),(73 40.706657),(74 41.01501),(75 40.92832),(76 41.474197),(77 41.961376),(78 42.195995),(79 42.27657),
(1 17.29514),(2 25.658195),(3 31.713776),(4 33.28061),(5 34.030334),(6 34.863266),(7 35.290283),(8 35.494427),(9 35.57544),(10 35.578716),(11 35.23263),(12 35.17389),(13 35.67935),(14 36.07052),(15 36.429283),(16 36.33529),(17 36.292484),(18 36.433952),(19 36.59364),(20 36.995655),(21 37.30517),(22 37.543255),(23 37.54975),(24 37.615723),(25 37.70861),(26 37.80869),(27 38.14302),(28 38.341843),(29 38.563473),(30 38.59354),(31 38.790024),(32 39.270226),(33 39.393364),(34 38.85689),(35 38.716576),(36 39.046883),(37 39.263348),(38 39.747112),(39 39.634716),(40 39.635883),(41 39.73609),(42 39.5618),(43 39.76941),(44 39.576187),(45 39.37566),(46 39.270218),(47 39.458824),(48 39.641735),(49 39.953926),(50 39.498333),(51 39.475822),(52 39.404106),(53 39.113266),(54 38.84704),(55 38.715816),(56 38.8342),(57 38.78791),(58 39.167377),(59 39.032856),(60 39.230793),(61 39.215004),(62 39.08784),(63 39.39716),(64 39.745354),(65 40.15714),(66 40.48585),(67 40.824467),(68 40.82368),(69 41.24196),(70 41.38721),(71 41.36898),(72 41.57523),(73 42.001377),(74 42.43175),(75 42.761364),(76 43.262177),(77 43.607086),(78 43.70393),(79 43.77987),
(1 16.816544),(2 24.592663),(3 30.583672),(4 32.082733),(5 32.76497),(6 33.215622),(7 33.67523),(8 34.147316),(9 34.55643),(10 34.298798),(11 34.054256),(12 33.87514),(13 34.684166),(14 35.18163),(15 35.551662),(16 35.591705),(17 35.548275),(18 35.644657),(19 35.645386),(20 35.845398),(21 36.07755),(22 35.852196),(23 36.164352),(24 36.515606),(25 36.489555),(26 36.927654),(27 36.73596),(28 36.715195),(29 36.866405),(30 36.979332),(31 36.89494),(32 37.46353),(33 37.765804),(34 37.516216),(35 37.750484),(36 37.65907),(37 37.910393),(38 38.368042),(39 38.533264),(40 38.648727),(41 38.175407),(42 38.035084),(43 38.261948),(44 38.24993),(45 38.055626),(46 37.924767),(47 38.265724),(48 38.320534),(49 38.720688),(50 38.426155),(51 38.59115),(52 38.85218),(53 38.61608),(54 38.263634),(55 38.292896),(56 38.56223),(57 38.497143),(58 38.430103),(59 37.88838),(60 38.134552),(61 38.029232),(62 37.968628),(63 38.34304),(64 38.550484),(65 38.866905),(66 39.083454),(67 39.271355),(68 39.136993),(69 39.194622),(70 39.27629),(71 39.149956),(72 39.212387),(73 39.413),(74 39.582047),(75 39.57883),(76 39.8606),(77 39.819008),(78 40.235943),(79 40.44853),
(1 16.815252),(2 24.750298),(3 30.820698),(4 31.927254),(5 32.269894),(6 32.79597),(7 33.426662),(8 33.745014),(9 34.006283),(10 33.951492),(11 33.987186),(12 33.959965),(13 34.407524),(14 34.850048),(15 34.943657),(16 34.887157),(17 34.95863),(18 35.19471),(19 35.78133),(20 35.738224),(21 36.23456),(22 35.979404),(23 35.99528),(24 36.33342),(25 36.501556),(26 36.82971),(27 36.67556),(28 36.674488),(29 37.152885),(30 37.204483),(31 37.24118),(32 37.784267),(33 38.068535),(34 37.899143),(35 37.728928),(36 37.650322),(37 37.85052),(38 38.20516),(39 38.266376),(40 38.2237),(41 37.957573),(42 38.094105),(43 38.23868),(44 38.16929),(45 38.13613),(46 38.281612),(47 38.733505),(48 38.803513),(49 39.22667),(50 39.187027),(51 39.344505),(52 39.2709),(53 39.07181),(54 39.09851),(55 39.448017),(56 38.89503),(57 39.245716),(58 38.967327),(59 38.186718),(60 38.26373),(61 38.41783),(62 38.28216),(63 38.548203),(64 38.659603),(65 38.512917),(66 38.79585),(67 38.793602),(68 38.723446),(69 38.942886),(70 39.04289),(71 39.09171),(72 39.446697),(73 39.6687),(74 39.7055),(75 39.950108),(76 40.06318),(77 40.35384),(78 40.290424),(79 40.79723),
(1 16.639977),(2 24.615274),(3 30.577534),(4 31.76821),(5 32.381184),(6 32.87399),(7 33.411057),(8 33.7191),(9 33.89213),(10 33.657654),(11 33.553783),(12 33.6455),(13 34.08689),(14 34.482864),(15 34.57522),(16 34.957188),(17 35.296566),(18 35.555817),(19 35.969254),(20 36.12585),(21 36.30118),(22 35.959305),(23 35.836433),(24 35.921833),(25 36.11308),(26 36.5587),(27 36.19774),(28 36.042618),(29 36.579597),(30 36.79586),(31 36.778126),(32 36.71436),(33 36.799088),(34 36.602383),(35 36.65323),(36 36.843708),(37 37.015118),(38 37.695873),(39 37.396835),(40 37.40568),(41 37.1327),(42 37.297016),(43 37.30202),(44 37.308037),(45 37.164),(46 36.95691),(47 37.071026),(48 37.51531),(49 38.222965),(50 38.336224),(51 37.50012),(52 37.749218),(53 37.592297),(54 37.5866),(55 37.73596),(56 37.38562),(57 37.57548),(58 37.335068),(59 36.70051),(60 36.417698),(61 36.57483),(62 36.872925),(63 37.08245),(64 37.04266),(65 37.243534),(66 37.412815),(67 37.34106),(68 37.333344),(69 37.580227),(70 37.710045),(71 37.70716),(72 38.075573),(73 38.705067),(74 39.30446),(75 39.368744),(76 39.630573),(77 39.799526),(78 39.749958),(79 40.5442),
(1 16.689156),(2 24.590797),(3 30.534855),(4 31.766111),(5 32.222946),(6 32.574654),(7 33.410088),(8 33.824448),(9 34.236004),(10 34.057343),(11 34.05678),(12 34.006268),(13 34.2926),(14 34.527756),(15 34.83057),(16 35.180477),(17 35.298744),(18 35.5528),(19 35.97483),(20 36.215256),(21 36.238384),(22 36.325672),(23 36.29936),(24 36.506554),(25 36.686886),(26 36.8803),(27 36.85079),(28 36.97134),(29 37.375053),(30 37.514145),(31 37.60192),(32 37.872368),(33 37.738274),(34 37.48756),(35 37.133526),(36 36.91223),(37 37.01693),(38 37.582047),(39 37.338627),(40 37.224407),(41 37.17817),(42 37.251335),(43 37.29925),(44 36.928234),(45 37.14303),(46 37.002377),(47 37.154945),(48 37.179855),(49 37.605778),(50 37.867527),(51 37.72636),(52 37.556396),(53 37.17691),(54 37.621628),(55 37.93783),(56 37.790134),(57 38.087124),(58 37.869305),(59 37.56027),(60 37.549355),(61 37.526443),(62 37.672554),(63 38.321823),(64 38.767433),(65 38.87427),(66 38.857628),(67 39.159443),(68 39.41024),(69 39.462124),(70 39.396854),(71 39.52744),(72 39.33029),(73 39.56097),(74 40.077087),(75 40.110844),(76 40.75677),(77 40.948383),(78 41.08217),(79 41.5929),
(1 16.612213),(2 24.96315),(3 31.183083),(4 32.376507),(5 33.364933),(6 33.923702),(7 34.34612),(8 34.85323),(9 35.08724),(10 34.81717),(11 34.291676),(12 34.357258),(13 34.878315),(14 35.171825),(15 35.110428),(16 35.376064),(17 35.609276),(18 35.780678),(19 36.171635),(20 36.458565),(21 36.61768),(22 36.265354),(23 36.656433),(24 36.95652),(25 37.20145),(26 37.112488),(27 37.340466),(28 37.198887),(29 37.22782),(30 37.288067),(31 37.321342),(32 37.369297),(33 37.687637),(34 37.941154),(35 37.977264),(36 38.105804),(37 38.432804),(38 38.601707),(39 38.31975),(40 38.179867),(41 38.028618),(42 38.042503),(43 38.121536),(44 37.93906),(45 37.918697),(46 38.038376),(47 38.303757),(48 38.526024),(49 38.93908),(50 39.010372),(51 38.716595),(52 38.58519),(53 38.37025),(54 38.088753),(55 37.946827),(56 38.032574),(57 38.17173),(58 37.775017),(59 37.250446),(60 37.28526),(61 37.398865),(62 37.549572),(63 37.52049),(64 37.668476),(65 37.71913),(66 37.837387),(67 38.015636),(68 37.962826),(69 38.59227),(70 38.582874),(71 38.658028),(72 38.47961),(73 39.150352),(74 39.849453),(75 40.318443),(76 40.728004),(77 40.704933),(78 40.98538),(79 41.27324),
