1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 111.75937),(2 135.63966),(3 146.26683),(4 154.61449),(5 160.59087),(6 164.03502),(7 165.94272),(8 170.84811),(9 172.39583),(10 171.97319),(11 172.34682),(12 172.64717),(13 175.94386),(14 175.76181),(15 177.67445),(16 178.13606),(17 176.92082),(18 179.70558),(19 180.71446),(20 183.02843),(21 182.35779),(22 180.98502),(23 180.11887),(24 179.1341),(25 181.30824),(26 182.1186),(27 182.5854),(28 183.30351),(29 185.57816),(30 187.08499),(31 187.08893),(32 187.47073),(33 188.36513),(34 187.83556),(35 189.06622),(36 187.61034),(37 187.84605),(38 190.32553),(39 190.55208),(40 193.09152),(41 193.91286),(42 194.76054),(43 196.18665),(44 195.78453),(45 198.11963),(46 197.65295),(47 195.81303),(48 196.41014),(49 196.72417),(50 198.30112),(51 200.06744),(52 198.30283),(53 198.80788),(54 198.31116),(55 197.04143),(56 199.31468),(57 199.03023),(58 198.40497),(59 196.44145),(60 197.36319),(61 198.20508),(62 199.27065),(63 198.62671),(64 198.96336),(65 198.68304),(66 197.44081),(67 196.0846),(68 196.68901),(69 198.11348),(70 199.4316),(71 197.25868),(72 195.8456),(73 193.8823),(74 192.24924),(75 193.09239),(76 192.35176),(77 193.15083),(78 190.66983),(79 191.02028),
(1 108.21638),(2 133.40135),(3 140.93616),(4 149.81555),(5 153.22238),(6 155.44586),(7 158.05403),(8 161.41133),(9 163.6961),(10 163.19373),(11 163.88568),(12 164.68152),(13 167.64418),(14 168.75372),(15 168.87138),(16 168.61256),(17 169.3418),(18 171.38002),(19 172.25058),(20 174.13022),(21 173.02678),(22 170.4579),(23 169.95363),(24 168.2936),(25 168.73267),(26 171.52129),(27 172.96965),(28 174.22742),(29 173.69873),(30 174.93883),(31 174.89154),(32 177.29785),(33 177.80133),(34 179.29918),(35 181.91695),(36 181.78696),(37 181.69005),(38 182.08487),(39 182.40182),(40 182.2782),(41 181.58228),(42 183.95705),(43 183.99678),(44 184.8361),(45 184.91756),(46 184.7234),(47 185.51018),(48 187.5991),(49 187.31334),(50 185.58858),(51 186.86293),(52 187.38559),(53 189.13524),(54 189.12883),(55 188.44647),(56 189.74069),(57 189.3709),(58 190.35718),(59 191.31929),(60 190.09286),(61 190.81512),(62 191.0508),(63 190.12718),(64 192.44775),(65 192.44092),(66 191.7104),(67 188.78592),(68 192.28168),(69 192.94789),(70 193.2078),(71 192.7765),(72 192.04857),(73 190.54706),(74 188.31268),(75 188.82486),(76 189.0231),(77 189.43588),(78 188.97456),(79 189.88602),
(1 107.41611),(2 131.46214),(3 140.2386),(4 148.54729),(5 150.28777),(6 151.77155),(7 153.77156),(8 158.51955),(9 158.87125),(10 156.17114),(11 157.53229),(12 158.98338),(13 161.81462),(14 162.66295),(15 163.21318),(16 162.62735),(17 163.21182),(18 163.25029),(19 164.94362),(20 168.01534),(21 168.60059),(22 168.74495),(23 170.6291),(24 169.0901),(25 170.1124),(26 173.24673),(27 175.00006),(28 177.32832),(29 178.16345),(30 179.35765),(31 179.0455),(32 179.23813),(33 179.62688),(34 181.05504),(35 181.41428),(36 181.4987),(37 182.16678),(38 181.52138),(39 183.05066),(40 181.70413),(41 182.47696),(42 182.93977),(43 182.48703),(44 185.0256),(45 185.17151),(46 186.13135),(47 186.33882),(48 185.9656),(49 185.08035),(50 184.63516),(51 184.2985),(52 183.87212),(53 184.08012),(54 183.28708),(55 183.42047),(56 184.84448),(57 185.47726),(58 186.89203),(59 188.1273),(60 186.19775),(61 186.46509),(62 186.28445),(63 186.49065),(64 187.00893),(65 186.84207),(66 185.77205),(67 185.28165),(68 189.5424),(69 189.67776),(70 190.23097),(71 188.24045),(72 187.51718),(73 185.49762),(74 183.80498),(75 182.35942),(76 181.13182),(77 182.8089),(78 182.45506),(79 181.55765),
(1 106.61051),(2 130.588),(3 141.33289),(4 149.96875),(5 152.34973),(6 152.89622),(7 156.02339),(8 159.04216),(9 158.97687),(10 159.59192),(11 160.89256),(12 161.00793),(13 163.46141),(14 163.40869),(15 164.69621),(16 164.56395),(17 165.03122),(18 164.43837),(19 164.59964),(20 169.37819),(21 171.46815),(22 171.12022),(23 171.47578),(24 168.73021),(25 169.98587),(26 173.13408),(27 174.9716),(28 177.15776),(29 176.07532),(30 178.66313),(31 177.71281),(32 178.43146),(33 180.69424),(34 179.66118),(35 180.13908),(36 180.6076),(37 182.77188),(38 183.44046),(39 184.94795),(40 183.63277),(41 183.93036),(42 182.99174),(43 183.56792),(44 183.83438),(45 187.20154),(46 185.73378),(47 185.7692),(48 185.32814),(49 186.11462),(50 185.00745),(51 185.39278),(52 185.28658),(53 184.76285),(54 183.7806),(55 184.69995),(56 186.30959),(57 185.90613),(58 186.4032),(59 185.00975),(60 186.16887),(61 184.7026),(62 186.33353),(63 187.97462),(64 187.3765),(65 187.239),(66 187.0404),(67 186.72937),(68 189.59283),(69 190.70488),(70 188.39192),(71 187.3411),(72 186.30879),(73 184.60118),(74 181.66959),(75 182.18013),(76 182.4938),(77 181.88727),(78 182.6963),(79 183.07275),
(1 105.07826),(2 126.645706),(3 137.74881),(4 146.8496),(5 147.73653),(6 149.80614),(7 152.68202),(8 155.87265),(9 158.08398),(10 159.92075),(11 159.28946),(12 159.3009),(13 160.58339),(14 159.54362),(15 163.34895),(16 164.6639),(17 164.99072),(18 162.59915),(19 164.79364),(20 166.08273),(21 166.60782),(22 167.30084),(23 168.83034),(24 166.805),(25 166.79312),(26 167.11583),(27 167.29706),(28 169.24612),(29 170.06871),(30 171.77505),(31 171.23595),(32 171.42462),(33 173.98616),(34 175.86513),(35 176.01558),(36 174.85669),(37 177.07602),(38 176.95969),(39 178.13756),(40 176.3502),(41 177.92892),(42 177.92038),(43 178.24646),(44 178.41833),(45 181.0127),(46 181.95262),(47 181.7401),(48 182.56564),(49 182.70741),(50 183.463),(51 186.04387),(52 183.40547),(53 181.55841),(54 182.5952),(55 181.2841),(56 182.87755),(57 181.956),(58 182.55025),(59 181.83167),(60 182.66193),(61 182.55789),(62 184.42235),(63 184.63051),(64 185.04546),(65 183.46368),(66 182.96),(67 185.37834),(68 187.69379),(69 185.84909),(70 183.20946),(71 180.91994),(72 180.48166),(73 177.91827),(74 177.2834),(75 176.02852),(76 174.71812),(77 175.87686),(78 175.34404),(79 174.55322),
(1 105.389565),(2 126.038246),(3 138.80173),(4 148.01787),(5 150.18123),(6 152.23544),(7 155.41411),(8 158.03043),(9 158.7172),(10 158.51323),(11 159.48071),(12 160.122),(13 162.33566),(14 161.01122),(15 163.09946),(16 163.88135),(17 164.90822),(18 162.44461),(19 164.04135),(20 166.44965),(21 166.12276),(22 166.30426),(23 170.73062),(24 167.91205),(25 168.94362),(26 168.6305),(27 167.85002),(28 168.68005),(29 170.26282),(30 171.25912),(31 170.43275),(32 171.06912),(33 172.17317),(34 174.3468),(35 173.96236),(36 173.96964),(37 176.17938),(38 175.50597),(39 178.6203),(40 176.64014),(41 176.94456),(42 176.61568),(43 178.19957),(44 177.45222),(45 176.68259),(46 176.9358),(47 177.6736),(48 179.46945),(49 178.58714),(50 180.57831),(51 180.99672),(52 180.4944),(53 180.64949),(54 182.13567),(55 181.85861),(56 182.53828),(57 182.97885),(58 184.53252),(59 183.20631),(60 183.26724),(61 183.49223),(62 184.64896),(63 186.09373),(64 188.19022),(65 184.55225),(66 185.78558),(67 186.19972),(68 189.80237),(69 187.26659),(70 184.45395),(71 184.45805),(72 184.95229),(73 183.63106),(74 183.15471),(75 181.59879),(76 178.66934),(77 177.18301),(78 176.21367),(79 177.09267),
(1 101.1639),(2 120.369865),(3 130.7245),(4 137.08531),(5 141.13617),(6 145.93718),(7 147.74794),(8 150.69629),(9 151.21397),(10 151.97343),(11 154.24304),(12 154.31137),(13 155.80026),(14 153.48447),(15 155.95682),(16 155.69229),(17 156.94434),(18 157.03256),(19 158.19577),(20 160.49792),(21 159.5915),(22 159.01428),(23 160.19186),(24 160.53922),(25 161.34622),(26 160.9712),(27 160.15657),(28 162.03694),(29 161.57646),(30 163.51213),(31 163.3648),(32 162.97452),(33 164.4054),(34 166.81444),(35 166.61131),(36 167.54831),(37 168.7441),(38 170.90752),(39 171.6329),(40 171.96458),(41 171.3389),(42 170.64603),(43 173.09848),(44 173.54408),(45 172.81436),(46 172.58022),(47 173.29688),(48 172.61496),(49 173.8496),(50 172.89401),(51 174.29886),(52 175.30602),(53 176.32986),(54 177.6053),(55 176.9375),(56 177.81052),(57 178.80971),(58 180.05672),(59 178.72154),(60 178.81871),(61 180.56206),(62 180.5306),(63 179.04858),(64 176.8083),(65 175.94904),(66 178.15976),(67 179.55206),(68 182.30205),(69 182.09901),(70 183.61499),(71 181.74275),(72 179.14276),(73 176.8731),(74 175.64932),(75 173.70268),(76 172.44241),(77 173.15701),(78 172.70035),(79 172.3366),
(1 99.252785),(2 118.966415),(3 129.4031),(4 138.16652),(5 143.21521),(6 144.582),(7 147.35345),(8 150.56369),(9 149.80666),(10 152.2482),(11 151.63641),(12 153.91734),(13 154.99242),(14 153.52492),(15 154.70273),(16 154.85207),(17 154.86186),(18 157.29527),(19 157.10068),(20 158.91522),(21 158.8016),(22 160.89069),(23 163.83487),(24 163.39368),(25 163.90253),(26 164.12149),(27 164.57632),(28 166.27867),(29 166.55988),(30 167.8046),(31 168.16046),(32 169.04199),(33 170.61569),(34 171.11661),(35 170.49277),(36 172.54353),(37 172.23994),(38 174.58783),(39 175.57584),(40 174.05605),(41 172.6474),(42 174.65729),(43 174.35934),(44 173.15721),(45 172.44647),(46 173.32951),(47 173.13248),(48 173.54832),(49 175.54727),(50 174.7852),(51 176.4824),(52 175.87625),(53 177.2707),(54 176.72217),(55 177.86288),(56 178.27376),(57 178.2647),(58 179.57246),(59 179.22293),(60 179.04181),(61 180.0111),(62 179.21068),(63 178.05977),(64 177.43985),(65 176.42076),(66 179.12444),(67 178.98053),(68 181.86555),(69 180.98979),(70 180.21927),(71 179.61238),(72 179.26042),(73 178.4714),(74 177.34727),(75 176.17404),(76 176.12183),(77 176.65305),(78 175.74817),(79 173.25755),
(1 99.603134),(2 119.92821),(3 130.76776),(4 138.44337),(5 141.93428),(6 144.1607),(7 147.80135),(8 152.32407),(9 150.51176),(10 152.08347),(11 151.36783),(12 152.97319),(13 153.96973),(14 153.22261),(15 151.78166),(16 154.6347),(17 156.97173),(18 158.5558),(19 159.4274),(20 160.31544),(21 160.18425),(22 162.44249),(23 165.27966),(24 165.98738),(25 166.2045),(26 166.4147),(27 167.2977),(28 167.0575),(29 167.92352),(30 167.68886),(31 169.60037),(32 170.19713),(33 170.23006),(34 172.67642),(35 171.51),(36 172.49263),(37 172.56667),(38 173.3177),(39 174.57802),(40 176.33937),(41 175.99661),(42 177.81526),(43 177.11533),(44 174.12285),(45 175.79369),(46 176.77771),(47 177.25926),(48 179.5803),(49 178.43616),(50 177.12491),(51 178.37973),(52 177.86108),(53 178.04677),(54 177.25607),(55 178.38298),(56 179.67883),(57 178.82906),(58 179.81369),(59 178.22798),(60 177.99045),(61 177.27507),(62 177.06396),(63 175.76048),(64 174.5654),(65 174.5323),(66 174.6081),(67 176.60297),(68 177.906),(69 177.49141),(70 179.97151),(71 178.70848),(72 177.43355),(73 175.36586),(74 173.68861),(75 171.37433),(76 171.44392),(77 171.7413),(78 170.49553),(79 167.25098),
(1 98.68203),(2 119.5279),(3 129.10753),(4 137.7197),(5 142.02277),(6 145.22475),(7 149.03888),(8 151.2106),(9 150.94057),(10 153.1051),(11 152.32819),(12 152.40506),(13 154.35255),(14 152.69104),(15 153.76295),(16 154.87383),(17 156.96185),(18 157.94331),(19 157.98631),(20 158.79193),(21 158.78864),(22 159.25244),(23 159.37912),(24 161.02664),(25 161.40146),(26 161.9125),(27 161.3939),(28 161.45734),(29 162.58527),(30 163.62582),(31 164.14221),(32 164.51572),(33 164.91646),(34 166.17538),(35 165.70728),(36 167.39867),(37 167.15205),(38 167.95969),(39 169.26025),(40 169.55775),(41 169.1031),(42 169.47177),(43 170.962),(44 170.30267),(45 171.19931),(46 170.5823),(47 172.00554),(48 172.55006),(49 171.92607),(50 171.94843),(51 171.79558),(52 171.88957),(53 172.08423),(54 171.43626),(55 171.89014),(56 172.19824),(57 172.82744),(58 173.97235),(59 172.52042),(60 171.8148),(61 172.48642),(62 175.17172),(63 173.28479),(64 174.40761),(65 174.5101),(66 173.76314),(67 174.03857),(68 175.05879),(69 176.55333),(70 176.58188),(71 175.55911),(72 174.49492),(73 172.67915),(74 172.43184),(75 171.3213),(76 171.65729),(77 172.56294),(78 169.77814),(79 168.97536),
(1 97.10168),(2 117.18043),(3 127.723404),(4 135.2686),(5 139.5022),(6 142.16951),(7 144.02133),(8 145.29419),(9 146.07324),(10 147.21394),(11 147.16255),(12 147.29219),(13 147.9575),(14 146.50049),(15 147.43782),(16 148.19461),(17 149.76341),(18 149.10495),(19 151.04324),(20 150.42696),(21 151.51031),(22 153.99625),(23 154.95055),(24 153.5501),(25 155.18536),(26 156.33679),(27 155.3317),(28 156.38008),(29 158.80345),(30 160.89488),(31 163.06453),(32 164.34793),(33 163.51175),(34 163.86603),(35 165.07024),(36 167.87976),(37 168.2405),(38 169.90262),(39 169.92053),(40 170.33243),(41 171.2109),(42 170.67732),(43 170.96368),(44 169.49922),(45 171.22452),(46 169.08064),(47 169.25046),(48 170.5698),(49 170.21117),(50 170.87509),(51 170.48814),(52 170.49222),(53 170.96927),(54 171.5986),(55 171.49098),(56 170.08736),(57 168.88255),(58 168.82182),(59 167.58397),(60 166.8127),(61 167.11255),(62 169.32582),(63 170.75351),(64 170.4953),(65 171.43816),(66 170.17084),(67 170.82213),(68 171.02032),(69 172.13449),(70 170.75385),(71 168.22403),(72 169.03795),(73 168.1997),(74 166.28453),(75 168.00468),(76 165.95277),(77 165.87102),(78 165.02803),(79 164.33426),
(1 95.00274),(2 115.03265),(3 123.47502),(4 130.85495),(5 133.30424),(6 134.99232),(7 138.25215),(8 140.1684),(9 142.63783),(10 144.36038),(11 146.96313),(12 147.2302),(13 146.37897),(14 145.18813),(15 146.00858),(16 146.8552),(17 146.3433),(18 145.76924),(19 146.37009),(20 147.68509),(21 148.35007),(22 148.347),(23 149.37157),(24 147.37701),(25 148.7618),(26 148.86803),(27 150.56975),(28 151.10278),(29 152.81052),(30 154.53883),(31 157.611),(32 156.4196),(33 157.0132),(34 157.14145),(35 159.76645),(36 162.58807),(37 163.87645),(38 164.09274),(39 165.14616),(40 165.35023),(41 165.56387),(42 166.82356),(43 167.76904),(44 167.80568),(45 168.25092),(46 165.91992),(47 166.69278),(48 166.61598),(49 167.96516),(50 167.82945),(51 168.83107),(52 170.27437),(53 169.76895),(54 171.64635),(55 171.03217),(56 171.455),(57 171.91197),(58 170.84729),(59 170.43889),(60 171.4519),(61 171.54979),(62 173.86957),(63 174.24774),(64 172.95941),(65 172.46846),(66 171.50581),(67 171.76894),(68 172.21622),(69 172.01389),(70 170.63387),(71 170.84393),(72 169.37119),(73 168.09958),(74 166.46219),(75 167.4182),(76 165.36383),(77 164.36537),(78 161.25342),(79 160.11008),
(1 95.021454),(2 116.0093),(3 126.02767),(4 132.08195),(5 136.03032),(6 139.37842),(7 143.87505),(8 145.24713),(9 146.42097),(10 145.46918),(11 148.87614),(12 148.87897),(13 148.51186),(14 147.8447),(15 147.86497),(16 148.24904),(17 148.67564),(18 150.09926),(19 150.99878),(20 150.81552),(21 151.29219),(22 151.47255),(23 151.2998),(24 150.74477),(25 149.35074),(26 149.93976),(27 150.70967),(28 150.36732),(29 151.43597),(30 151.48329),(31 151.87549),(32 151.78069),(33 153.14069),(34 155.24606),(35 156.97098),(36 160.93767),(37 162.00124),(38 163.07841),(39 164.65053),(40 165.32947),(41 165.09631),(42 166.79642),(43 168.93272),(44 168.22284),(45 167.17683),(46 166.90457),(47 167.23721),(48 165.7713),(49 168.50883),(50 168.552),(51 170.68651),(52 171.04805),(53 171.15172),(54 171.0225),(55 171.0508),(56 172.50114),(57 172.17192),(58 171.6936),(59 171.42085),(60 172.08289),(61 169.7543),(62 170.9023),(63 170.58708),(64 168.9913),(65 167.653),(66 168.04276),(67 169.29504),(68 172.18872),(69 172.51242),(70 169.4043),(71 169.6091),(72 167.80873),(73 167.37486),(74 165.94215),(75 165.84154),(76 163.67673),(77 163.39616),(78 161.8258),(79 161.20135),
(1 94.37723),(2 113.60277),(3 121.9358),(4 129.15599),(5 133.0314),(6 135.0567),(7 138.55089),(8 139.8162),(9 141.1211),(10 140.50029),(11 144.02094),(12 142.7941),(13 142.68704),(14 142.90874),(15 142.01488),(16 142.50388),(17 142.54102),(18 143.30289),(19 144.42436),(20 144.24704),(21 145.12675),(22 145.98497),(23 147.23529),(24 147.39435),(25 150.24635),(26 149.25288),(27 151.8683),(28 152.86504),(29 152.81395),(30 154.05281),(31 154.41359),(32 153.9243),(33 154.41624),(34 154.83565),(35 155.82849),(36 157.41457),(37 156.8133),(38 158.72423),(39 161.87637),(40 162.76604),(41 164.63478),(42 165.21117),(43 167.1264),(44 166.65678),(45 167.73161),(46 168.59131),(47 168.1088),(48 167.80312),(49 168.7395),(50 170.9826),(51 171.51248),(52 170.73813),(53 169.5233),(54 170.14694),(55 170.61955),(56 170.379),(57 169.81708),(58 168.78482),(59 168.37885),(60 167.9064),(61 167.18117),(62 169.17088),(63 170.51866),(64 168.62744),(65 167.43153),(66 167.1038),(67 167.6756),(68 168.6815),(69 167.04405),(70 166.09247),(71 164.29138),(72 163.7633),(73 163.96452),(74 161.85252),(75 163.38573),(76 162.41943),(77 162.79897),(78 161.01039),(79 159.36508),
(1 93.75235),(2 111.79991),(3 119.64388),(4 126.97686),(5 130.52829),(6 131.83745),(7 135.7209),(8 136.66408),(9 138.1375),(10 139.19734),(11 139.25287),(12 140.51964),(13 142.14534),(14 142.23647),(15 141.97533),(16 140.64037),(17 141.23672),(18 142.6884),(19 144.16542),(20 144.65953),(21 144.17003),(22 145.54921),(23 147.58443),(24 145.93068),(25 147.71928),(26 147.63022),(27 150.4411),(28 150.2602),(29 151.03683),(30 152.23965),(31 150.11743),(32 151.55681),(33 151.62541),(34 151.90363),(35 152.7235),(36 153.90442),(37 154.40866),(38 156.83751),(39 157.34831),(40 158.85225),(41 158.11615),(42 158.0849),(43 159.47505),(44 158.95584),(45 159.74782),(46 160.7172),(47 160.9965),(48 160.78006),(49 161.58379),(50 161.8013),(51 162.4179),(52 162.683),(53 162.1993),(54 162.34851),(55 163.7477),(56 164.58539),(57 161.57056),(58 161.56464),(59 162.29347),(60 161.78464),(61 162.44336),(62 164.75475),(63 164.65073),(64 163.95569),(65 161.65292),(66 162.89923),(67 163.60455),(68 165.50002),(69 165.62561),(70 165.2683),(71 163.59975),(72 161.16397),(73 161.15242),(74 158.5924),(75 158.20209),(76 159.3285),(77 157.52715),(78 156.47433),(79 154.80684),
(1 94.07221),(2 111.61256),(3 120.70606),(4 128.88904),(5 132.09595),(6 134.35565),(7 137.01445),(8 139.55626),(9 141.25714),(10 141.43523),(11 142.11232),(12 141.96458),(13 142.78561),(14 143.77812),(15 144.2621),(16 142.3871),(17 144.19478),(18 144.03984),(19 145.29485),(20 146.6402),(21 147.02322),(22 147.2512),(23 149.46756),(24 149.42166),(25 149.87888),(26 149.91617),(27 152.33054),(28 152.62798),(29 153.11143),(30 154.72626),(31 154.88174),(32 154.44946),(33 154.59662),(34 154.82529),(35 155.10643),(36 155.64679),(37 155.4927),(38 157.55017),(39 157.70148),(40 159.70311),(41 160.61278),(42 162.19667),(43 161.81578),(44 162.56477),(45 161.8978),(46 160.86646),(47 160.04477),(48 160.91628),(49 161.17511),(50 161.57312),(51 163.40717),(52 162.70328),(53 163.32327),(54 162.61728),(55 162.88965),(56 163.50171),(57 162.8035),(58 163.18626),(59 162.15108),(60 162.02087),(61 162.96136),(62 165.00706),(63 165.06953),(64 162.80847),(65 163.80373),(66 162.4296),(67 162.02098),(68 162.25804),(69 161.99294),(70 163.08566),(71 161.78749),(72 161.012),(73 159.12062),(74 157.33798),(75 156.94315),(76 156.49452),(77 156.22214),(78 155.8228),(79 156.16412),
(1 91.179146),(2 108.98599),(3 117.44999),(4 124.642166),(5 127.76579),(6 129.8537),(7 132.63438),(8 134.86467),(9 134.66006),(10 136.49628),(11 136.82402),(12 137.87755),(13 138.40782),(14 139.52437),(15 140.72475),(16 138.93652),(17 140.99332),(18 140.50621),(19 139.61864),(20 140.92256),(21 140.75256),(22 140.75107),(23 141.26324),(24 141.10118),(25 142.4734),(26 141.62059),(27 144.32323),(28 143.64474),(29 145.03027),(30 144.41254),(31 144.98198),(32 144.6263),(33 146.78821),(34 148.41437),(35 149.37074),(36 149.35013),(37 148.70116),(38 151.07915),(39 151.80225),(40 152.50009),(41 154.08342),(42 157.1233),(43 156.57233),(44 156.65633),(45 157.37175),(46 154.9121),(47 156.12663),(48 156.05464),(49 157.04672),(50 157.75357),(51 158.35033),(52 159.25037),(53 159.04004),(54 159.92744),(55 159.69109),(56 159.03764),(57 158.90877),(58 159.65213),(59 159.30992),(60 159.4891),(61 159.49422),(62 160.89265),(63 160.13168),(64 158.6956),(65 160.52025),(66 158.51974),(67 159.2431),(68 159.61783),(69 160.25064),(70 158.69966),(71 159.39969),(72 158.57544),(73 156.96796),(74 155.25673),(75 155.84096),(76 154.35818),(77 154.02298),(78 155.06265),(79 153.92346),
(1 90.81218),(2 109.8026),(3 118.105606),(4 125.395874),(5 129.63347),(6 130.69499),(7 134.62106),(8 135.34335),(9 134.96889),(10 137.43384),(11 134.90607),(12 136.6785),(13 137.04396),(14 140.1236),(15 140.70517),(16 139.30894),(17 141.48755),(18 139.13878),(19 139.13635),(20 140.4107),(21 139.77066),(22 139.93777),(23 141.17209),(24 141.47179),(25 142.88615),(26 144.13693),(27 144.08713),(28 144.624),(29 144.33838),(30 145.49684),(31 145.45561),(32 145.08432),(33 146.7535),(34 149.52066),(35 150.67671),(36 151.51302),(37 151.53177),(38 153.89078),(39 153.82669),(40 156.74619),(41 158.94461),(42 161.22525),(43 163.6763),(44 161.9265),(45 164.24547),(46 161.17351),(47 160.60571),(48 160.08904),(49 160.17561),(50 160.25783),(51 160.89195),(52 159.297),(53 159.9714),(54 161.85988),(55 161.46722),(56 159.74905),(57 158.21635),(58 159.85446),(59 160.25175),(60 160.77634),(61 161.09673),(62 162.42677),(63 159.87144),(64 160.16504),(65 158.65),(66 155.49428),(67 155.82224),(68 156.55762),(69 156.50378),(70 156.90382),(71 157.99127),(72 156.88626),(73 157.17339),(74 156.48152),(75 157.07407),(76 156.0666),(77 156.7088),(78 155.4239),(79 153.47043),
