1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 135.08063),(2 165.45293),(3 186.84338),(4 197.10336),(5 204.07835),(6 207.08635),(7 212.86328),(8 216.06837),(9 218.89565),(10 220.86421),(11 223.76949),(12 222.06528),(13 222.77818),(14 222.9669),(15 224.82112),(16 225.0452),(17 227.837),(18 225.47246),(19 226.23463),(20 225.75374),(21 226.21344),(22 228.10971),(23 232.68877),(24 231.01001),(25 232.40175),(26 232.6637),(27 229.8511),(28 227.41539),(29 230.20552),(30 228.14201),(31 231.35953),(32 233.37515),(33 233.24359),(34 236.09758),(35 238.78683),(36 242.26694),(37 245.38133),(38 247.17357),(39 249.70804),(40 248.39265),(41 248.38957),(42 247.51468),(43 250.00862),(44 246.98744),(45 248.19873),(46 246.8837),(47 248.0025),(48 247.40388),(49 245.8566),(50 245.61064),(51 248.7011),(52 246.41412),(53 248.65622),(54 251.60255),(55 252.5173),(56 252.97702),(57 252.84846),(58 255.19308),(59 252.94049),(60 251.23285),(61 254.29762),(62 256.27872),(63 256.00903),(64 254.01447),(65 252.45769),(66 252.90038),(67 251.94649),(68 253.46344),(69 252.9248),(70 251.5643),(71 249.3635),(72 248.3527),(73 248.43001),(74 246.75813),(75 250.52463),(76 248.22151),(77 252.36739),(78 250.37505),(79 250.34518),
(1 137.04256),(2 165.87535),(3 186.12627),(4 199.42833),(5 206.85004),(6 210.66016),(7 214.07387),(8 216.77782),(9 221.02725),(10 223.01407),(11 224.23877),(12 226.08047),(13 224.51811),(14 224.37515),(15 226.42926),(16 230.27646),(17 229.59404),(18 228.02205),(19 228.19894),(20 227.6773),(21 224.7001),(22 230.14897),(23 231.36136),(24 230.4706),(25 231.06047),(26 227.34052),(27 229.19633),(28 229.18239),(29 230.8582),(30 231.9457),(31 234.92032),(32 237.13),(33 237.34383),(34 240.46925),(35 239.52911),(36 242.59314),(37 241.94258),(38 245.39368),(39 246.05937),(40 246.05327),(41 246.28036),(42 245.40785),(43 246.39659),(44 244.84688),(45 245.6371),(46 243.82767),(47 243.0236),(48 242.09769),(49 242.94058),(50 242.87479),(51 245.38423),(52 244.11789),(53 246.01364),(54 245.95882),(55 247.19296),(56 247.71857),(57 247.39012),(58 248.10649),(59 244.42859),(60 246.7621),(61 249.36424),(62 251.82272),(63 252.31732),(64 249.68193),(65 246.93288),(66 247.20995),(67 244.50407),(68 247.69301),(69 248.9229),(70 249.93697),(71 248.98747),(72 250.26971),(73 250.38873),(74 249.20071),(75 249.21565),(76 250.16583),(77 250.1919),(78 249.82294),(79 249.59656),
(1 135.78386),(2 165.63309),(3 183.95935),(4 195.16385),(5 201.66985),(6 205.72171),(7 206.37656),(8 208.72722),(9 208.3978),(10 208.6689),(11 211.53345),(12 211.55307),(13 212.09512),(14 213.57277),(15 216.38222),(16 217.67249),(17 216.63182),(18 216.00156),(19 216.27142),(20 215.66298),(21 216.68423),(22 219.92714),(23 220.94388),(24 221.64584),(25 223.01392),(26 220.93277),(27 223.10359),(28 226.51158),(29 228.37561),(30 228.47064),(31 231.80722),(32 234.2983),(33 233.12318),(34 234.54837),(35 234.72763),(36 236.25919),(37 235.91554),(38 237.59651),(39 239.60745),(40 237.19884),(41 237.87099),(42 239.19066),(43 238.60588),(44 238.39503),(45 239.52782),(46 236.82948),(47 235.2157),(48 236.44606),(49 237.24832),(50 237.77461),(51 240.82317),(52 239.4246),(53 242.82965),(54 241.43619),(55 242.19002),(56 243.24007),(57 240.22432),(58 242.66618),(59 240.45447),(60 240.69257),(61 243.99373),(62 243.67403),(63 247.3372),(64 246.04527),(65 247.17577),(66 249.1547),(67 246.7154),(68 249.46788),(69 245.49759),(70 243.77069),(71 243.41638),(72 242.74338),(73 245.08122),(74 242.4866),(75 244.75677),(76 245.58676),(77 244.79771),(78 247.14265),(79 243.97873),
(1 132.88615),(2 160.07735),(3 180.46098),(4 189.45781),(5 196.97041),(6 199.69142),(7 202.44917),(8 207.13594),(9 206.46396),(10 209.80617),(11 210.09586),(12 208.1775),(13 208.0749),(14 210.36923),(15 212.90163),(16 213.29756),(17 213.295),(18 213.92014),(19 215.61957),(20 215.5431),(21 216.48439),(22 218.69606),(23 219.02254),(24 220.63866),(25 222.01256),(26 221.99232),(27 223.1687),(28 225.95088),(29 224.75465),(30 226.59564),(31 227.71542),(32 228.70068),(33 231.03944),(34 235.58658),(35 236.62994),(36 239.68974),(37 241.43175),(38 242.10469),(39 242.82887),(40 241.74797),(41 243.67671),(42 244.19249),(43 246.06201),(44 247.74117),(45 247.80444),(46 246.74046),(47 245.19884),(48 244.60054),(49 245.10547),(50 245.1909),(51 245.0392),(52 246.77446),(53 245.84334),(54 245.9779),(55 244.76822),(56 246.41586),(57 245.00902),(58 245.4719),(59 243.42003),(60 242.8501),(61 245.58185),(62 245.09877),(63 246.41634),(64 242.0177),(65 242.48094),(66 240.11311),(67 238.25262),(68 239.44556),(69 239.61034),(70 238.79297),(71 238.76762),(72 237.96553),(73 238.57439),(74 239.39262),(75 239.49165),(76 239.38231),(77 239.98497),(78 241.04433),(79 239.09555),
(1 130.82216),(2 157.65405),(3 175.6495),(4 185.4309),(5 191.14867),(6 196.06383),(7 200.7732),(8 204.2457),(9 204.9068),(10 208.0301),(11 210.48697),(12 210.53175),(13 210.69627),(14 212.85297),(15 213.07503),(16 212.64207),(17 214.72424),(18 214.37164),(19 215.99548),(20 216.95393),(21 216.91971),(22 216.57956),(23 217.71463),(24 219.60959),(25 218.94089),(26 222.08913),(27 221.57553),(28 220.12111),(29 219.8109),(30 222.22232),(31 224.2227),(32 224.93805),(33 227.76797),(34 230.43477),(35 233.46782),(36 234.05414),(37 236.91438),(38 235.53072),(39 236.66125),(40 236.25244),(41 236.92471),(42 237.58342),(43 238.09879),(44 239.00381),(45 235.47026),(46 235.37726),(47 233.18465),(48 234.53223),(49 234.73622),(50 236.56801),(51 236.46252),(52 237.21165),(53 237.87802),(54 237.57225),(55 238.00426),(56 242.97603),(57 238.32648),(58 239.47702),(59 239.59052),(60 239.77235),(61 242.2733),(62 242.92436),(63 242.33162),(64 239.74014),(65 240.6572),(66 240.69388),(67 237.10718),(68 240.35466),(69 240.06226),(70 241.5264),(71 240.32446),(72 239.1897),(73 235.9678),(74 237.10172),(75 236.20842),(76 239.24571),(77 238.0053),(78 238.86798),(79 236.8709),
(1 129.12292),(2 154.32997),(3 171.42136),(4 183.69759),(5 188.72824),(6 194.10228),(7 197.39478),(8 199.931),(9 201.7538),(10 202.29814),(11 201.99619),(12 204.70724),(13 204.28943),(14 207.33968),(15 208.90862),(16 208.99849),(17 211.75171),(18 212.092),(19 215.3216),(20 215.71515),(21 212.30956),(22 213.67117),(23 213.21265),(24 213.17603),(25 213.63812),(26 213.19592),(27 216.1592),(28 213.7027),(29 218.25125),(30 219.39575),(31 220.3288),(32 223.14333),(33 224.22183),(34 224.67236),(35 225.78763),(36 225.68134),(37 227.76492),(38 229.39032),(39 230.62941),(40 227.98805),(41 229.64908),(42 232.49261),(43 232.35321),(44 230.87567),(45 229.36765),(46 229.01039),(47 228.33963),(48 227.59456),(49 228.23375),(50 227.97733),(51 230.32434),(52 230.13702),(53 231.0118),(54 231.39622),(55 232.13788),(56 234.0478),(57 229.47258),(58 230.10023),(59 231.5796),(60 230.55542),(61 231.59082),(62 230.92354),(63 233.7879),(64 234.21364),(65 234.37418),(66 232.12968),(67 231.02313),(68 234.74747),(69 236.17361),(70 235.18242),(71 230.0192),(72 230.341),(73 230.59973),(74 233.1799),(75 231.23909),(76 232.62273),(77 232.3366),(78 232.77467),(79 231.52959),
(1 128.15407),(2 157.32094),(3 177.02092),(4 185.95586),(5 191.73956),(6 195.32417),(7 197.8325),(8 200.16545),(9 200.51022),(10 201.86508),(11 201.28282),(12 203.58852),(13 204.51675),(14 205.6467),(15 209.66104),(16 208.71913),(17 210.68304),(18 209.52762),(19 211.226),(20 211.86084),(21 210.06439),(22 211.04308),(23 210.94333),(24 210.3666),(25 213.84158),(26 215.30301),(27 214.84476),(28 211.51234),(29 214.30109),(30 216.29915),(31 219.64203),(32 223.63126),(33 223.20166),(34 224.63112),(35 225.88162),(36 225.68758),(37 227.04396),(38 229.40663),(39 226.9349),(40 224.35301),(41 226.22003),(42 228.09552),(43 229.73796),(44 231.66336),(45 229.98473),(46 227.42273),(47 227.39578),(48 229.66637),(49 228.46645),(50 228.23648),(51 230.01859),(52 228.4124),(53 231.76857),(54 229.58168),(55 229.65355),(56 232.85664),(57 230.0469),(58 229.10136),(59 229.31546),(60 228.34552),(61 228.4922),(62 230.26263),(63 229.21675),(64 231.90799),(65 231.69038),(66 231.73657),(67 231.71426),(68 233.43604),(69 232.39084),(70 231.28065),(71 228.70284),(72 228.34756),(73 227.85446),(74 230.64143),(75 231.51477),(76 228.60376),(77 229.17105),(78 228.74757),(79 226.13881),
(1 124.18291),(2 149.80646),(3 166.9852),(4 176.01929),(5 179.77303),(6 181.76968),(7 184.29265),(8 186.54015),(9 188.45697),(10 189.33138),(11 191.69034),(12 193.06282),(13 191.49904),(14 195.73087),(15 197.93993),(16 196.516),(17 196.62157),(18 196.53778),(19 198.5179),(20 198.37791),(21 197.8706),(22 199.48824),(23 199.07553),(24 199.21956),(25 199.4917),(26 201.44275),(27 204.69962),(28 201.23448),(29 203.87912),(30 205.34877),(31 206.44289),(32 207.12787),(33 209.29631),(34 212.48355),(35 213.08138),(36 213.16853),(37 216.5249),(38 217.0872),(39 216.8225),(40 215.39807),(41 218.14032),(42 217.80667),(43 221.3943),(44 222.66934),(45 222.13226),(46 220.29834),(47 219.65462),(48 218.34521),(49 218.47337),(50 220.14029),(51 220.6475),(52 220.06892),(53 221.02289),(54 219.443),(55 222.7262),(56 225.34776),(57 224.84293),(58 225.23717),(59 223.60794),(60 220.82272),(61 221.86493),(62 221.63919),(63 225.17177),(64 223.10838),(65 225.06882),(66 224.06389),(67 222.8361),(68 225.18417),(69 224.98686),(70 225.00578),(71 222.98793),(72 222.91435),(73 222.35367),(74 222.27081),(75 223.55373),(76 221.50288),(77 220.49948),(78 219.47778),(79 217.78992),
(1 124.19999),(2 149.18234),(3 165.99709),(4 175.80182),(5 179.31613),(6 182.39557),(7 183.57222),(8 187.54106),(9 191.40646),(10 193.01344),(11 195.02913),(12 194.76106),(13 192.60847),(14 196.06898),(15 197.03745),(16 194.74326),(17 194.84763),(18 196.43051),(19 198.7658),(20 198.18265),(21 198.859),(22 197.88866),(23 198.15945),(24 197.86252),(25 193.45067),(26 193.54369),(27 198.03073),(28 197.75415),(29 199.49248),(30 200.61865),(31 200.57639),(32 202.94843),(33 201.93074),(34 203.77243),(35 205.08527),(36 208.69058),(37 210.5602),(38 211.302),(39 210.58934),(40 210.73244),(41 208.78561),(42 210.36916),(43 210.6063),(44 212.02225),(45 212.4992),(46 213.12086),(47 213.54321),(48 211.16199),(49 212.92393),(50 214.86705),(51 214.87878),(52 215.60655),(53 217.2934),(54 217.47177),(55 219.0961),(56 220.66672),(57 222.17528),(58 221.74506),(59 221.68106),(60 220.40413),(61 219.89975),(62 221.4422),(63 223.19061),(64 224.12946),(65 223.09651),(66 221.72485),(67 220.10605),(68 220.2165),(69 218.16017),(70 218.62582),(71 217.90878),(72 216.42897),(73 216.16118),(74 211.60052),(75 212.04988),(76 213.94022),(77 214.46269),(78 214.35626),(79 216.02559),
(1 122.00833),(2 148.2394),(3 165.21762),(4 176.78377),(5 180.9206),(6 183.37921),(7 183.59135),(8 185.4808),(9 189.2231),(10 189.92633),(11 191.67369),(12 192.22089),(13 191.05534),(14 192.76668),(15 195.23244),(16 194.8437),(17 194.04865),(18 194.15819),(19 196.71318),(20 194.7231),(21 196.5926),(22 196.27533),(23 197.90973),(24 199.10603),(25 195.9227),(26 196.35788),(27 196.71213),(28 196.35994),(29 198.16832),(30 199.63216),(31 200.38542),(32 202.31425),(33 202.27805),(34 202.34169),(35 204.22655),(36 205.04745),(37 205.46033),(38 207.92572),(39 206.72253),(40 204.668),(41 203.52283),(42 203.79121),(43 205.25365),(44 205.67528),(45 205.18872),(46 204.83118),(47 203.90378),(48 204.90544),(49 207.71164),(50 209.27383),(51 212.18303),(52 211.5163),(53 212.28445),(54 213.51384),(55 213.14108),(56 216.12811),(57 215.34445),(58 215.42538),(59 214.66132),(60 214.77399),(61 215.8646),(62 215.00932),(63 216.97212),(64 215.69626),(65 216.37032),(66 214.03368),(67 213.36255),(68 213.83269),(69 212.94301),(70 215.32846),(71 215.03284),(72 211.90227),(73 213.48515),(74 211.24423),(75 209.31767),(76 212.8756),(77 213.4481),(78 210.48955),(79 210.3305),
(1 118.90576),(2 144.38847),(3 156.81944),(4 166.20906),(5 170.75471),(6 172.13676),(7 175.16924),(8 178.23918),(9 181.9692),(10 182.82677),(11 183.60165),(12 183.74115),(13 183.77264),(14 187.25003),(15 189.93842),(16 190.31789),(17 191.22159),(18 191.60059),(19 192.21378),(20 192.84543),(21 193.25943),(22 194.36212),(23 195.92216),(24 192.6935),(25 192.86485),(26 191.58406),(27 191.01035),(28 188.87573),(29 191.53589),(30 191.72098),(31 194.01552),(32 197.33202),(33 194.23181),(34 197.36359),(35 198.32828),(36 199.74379),(37 199.04231),(38 201.87709),(39 201.46811),(40 201.29173),(41 202.42949),(42 200.5067),(43 201.3482),(44 200.89392),(45 202.2936),(46 201.30226),(47 200.13037),(48 203.21971),(49 205.18234),(50 206.36252),(51 206.9008),(52 205.35246),(53 206.70119),(54 207.27644),(55 205.52237),(56 207.0891),(57 206.7218),(58 206.96205),(59 204.65874),(60 205.80063),(61 208.13885),(62 208.67741),(63 207.44785),(64 208.77888),(65 210.22133),(66 211.75803),(67 210.23969),(68 210.13376),(69 208.09174),(70 210.70296),(71 210.5145),(72 206.35779),(73 204.49991),(74 202.98674),(75 200.49724),(76 202.32663),(77 200.18367),(78 198.70555),(79 197.82706),
(1 119.12762),(2 145.9748),(3 158.29958),(4 167.16548),(5 169.77171),(6 170.91928),(7 173.28838),(8 177.90947),(9 180.21362),(10 184.74864),(11 185.01375),(12 186.14687),(13 186.90202),(14 188.59744),(15 188.21927),(16 188.19493),(17 190.37953),(18 191.2684),(19 193.5634),(20 193.0868),(21 192.15143),(22 190.45416),(23 194.38684),(24 193.56422),(25 191.44724),(26 192.04485),(27 193.50302),(28 190.82527),(29 191.84464),(30 193.62386),(31 196.24855),(32 197.75888),(33 197.53772),(34 198.81195),(35 199.92433),(36 201.4006),(37 202.0847),(38 201.89104),(39 200.42409),(40 200.03494),(41 201.64333),(42 201.3676),(43 201.45238),(44 201.20898),(45 203.95703),(46 201.41335),(47 203.5318),(48 205.5489),(49 206.64328),(50 204.89813),(51 205.38342),(52 204.46527),(53 205.92516),(54 206.89676),(55 205.52751),(56 206.73013),(57 209.07494),(58 206.58536),(59 203.97067),(60 203.86798),(61 205.33012),(62 206.98735),(63 209.09425),(64 208.94066),(65 209.30873),(66 208.91122),(67 207.97673),(68 207.0992),(69 209.54517),(70 211.28464),(71 208.53342),(72 206.43437),(73 204.05525),(74 204.10957),(75 204.01083),(76 203.62973),(77 203.90503),(78 202.16508),(79 201.12845),
(1 116.07317),(2 140.7254),(3 153.58932),(4 162.23367),(5 166.22902),(6 168.7614),(7 173.28024),(8 175.9504),(9 176.76736),(10 178.811),(11 177.33473),(12 177.58878),(13 178.57695),(14 180.5002),(15 180.72073),(16 181.1011),(17 183.37927),(18 184.78777),(19 189.85109),(20 190.42542),(21 188.54675),(22 188.45235),(23 189.09709),(24 188.54979),(25 187.65718),(26 186.59924),(27 185.89795),(28 184.96286),(29 185.58783),(30 187.17488),(31 189.51813),(32 191.60773),(33 192.47563),(34 193.56696),(35 193.1331),(36 194.16998),(37 195.21245),(38 195.62558),(39 195.15634),(40 197.51204),(41 195.19208),(42 195.45876),(43 194.6957),(44 196.94284),(45 197.45203),(46 196.68791),(47 200.70535),(48 201.76208),(49 203.3515),(50 202.73964),(51 203.30287),(52 200.83575),(53 203.51155),(54 202.51286),(55 200.55649),(56 202.10689),(57 200.45311),(58 199.11633),(59 199.78108),(60 200.79341),(61 200.9176),(62 201.07896),(63 202.07065),(64 200.70654),(65 201.93118),(66 198.80667),(67 199.01921),(68 200.17342),(69 201.3924),(70 203.2115),(71 202.4289),(72 199.9315),(73 199.38724),(74 199.58405),(75 200.59612),(76 200.13264),(77 203.32466),(78 200.88538),(79 198.77782),
(1 115.53513),(2 142.2255),(3 152.9645),(4 162.83414),(5 165.2102),(6 168.34047),(7 169.89488),(8 175.84775),(9 177.02533),(10 178.14214),(11 177.88058),(12 179.70757),(13 178.94809),(14 181.40793),(15 181.4606),(16 181.55133),(17 181.59653),(18 182.4741),(19 186.3976),(20 188.42209),(21 187.53242),(22 187.9904),(23 188.89973),(24 186.02783),(25 184.98808),(26 183.67374),(27 183.43408),(28 182.54854),(29 183.02347),(30 184.69806),(31 184.63612),(32 186.27254),(33 187.49068),(34 188.12117),(35 188.37668),(36 191.5646),(37 192.77126),(38 194.5063),(39 193.9443),(40 194.6945),(41 195.32591),(42 195.79268),(43 196.98405),(44 197.07927),(45 197.71368),(46 197.73442),(47 198.04613),(48 197.68613),(49 197.64694),(50 197.916),(51 199.96373),(52 198.84126),(53 200.18196),(54 201.08925),(55 200.36931),(56 203.08092),(57 203.53937),(58 201.46553),(59 201.57652),(60 203.41869),(61 201.8102),(62 204.30101),(63 203.10394),(64 203.48383),(65 203.62111),(66 202.81238),(67 200.6943),(68 205.17783),(69 207.1038),(70 206.93153),(71 204.39822),(72 202.55095),(73 203.70288),(74 202.55052),(75 201.32474),(76 200.10764),(77 204.18991),(78 203.43999),(79 200.12794),
(1 116.840576),(2 143.29897),(3 154.57951),(4 162.87102),(5 163.14157),(6 167.12239),(7 168.41359),(8 172.16423),(9 174.21875),(10 174.86118),(11 176.27916),(12 176.6374),(13 178.5477),(14 178.405),(15 178.59279),(16 179.12665),(17 178.88316),(18 179.22667),(19 182.18874),(20 184.47325),(21 185.14876),(22 182.88005),(23 184.02007),(24 182.51027),(25 183.52551),(26 183.96127),(27 185.16978),(28 185.03949),(29 185.6552),(30 183.75146),(31 184.70274),(32 187.01285),(33 189.18724),(34 189.44225),(35 192.03633),(36 194.22105),(37 196.26308),(38 196.67545),(39 198.43378),(40 198.47467),(41 196.59581),(42 198.55511),(43 198.67813),(44 197.48915),(45 198.50565),(46 199.19992),(47 198.61606),(48 196.71735),(49 195.94469),(50 196.10593),(51 199.956),(52 201.55981),(53 203.17021),(54 200.70847),(55 201.11296),(56 201.75195),(57 201.15622),(58 201.15746),(59 203.49045),(60 202.12634),(61 201.19543),(62 204.56647),(63 203.01523),(64 204.93135),(65 205.28018),(66 206.5334),(67 205.75844),(68 209.74677),(69 208.88791),(70 208.28128),(71 206.39014),(72 202.48927),(73 202.80478),(74 199.20291),(75 198.47008),(76 197.40578),(77 198.16783),(78 197.22926),(79 196.55466),
(1 111.50219),(2 137.25797),(3 148.60439),(4 156.29105),(5 157.9948),(6 160.62401),(7 164.35056),(8 165.90346),(9 168.25201),(10 168.70631),(11 170.7277),(12 171.30807),(13 173.06068),(14 175.49667),(15 175.1785),(16 179.11926),(17 180.28697),(18 178.57677),(19 179.38934),(20 181.58534),(21 182.18546),(22 180.45045),(23 181.18118),(24 182.0929),(25 181.88878),(26 179.78714),(27 178.30162),(28 177.37144),(29 178.85994),(30 176.29802),(31 178.30328),(32 179.57202),(33 182.12927),(34 183.30661),(35 184.83974),(36 185.82487),(37 187.72778),(38 188.13013),(39 189.93906),(40 191.13425),(41 189.72395),(42 191.39812),(43 192.2185),(44 193.67107),(45 194.96718),(46 195.77248),(47 196.1561),(48 196.26106),(49 197.07074),(50 197.70206),(51 197.96443),(52 198.31514),(53 198.5351),(54 196.08241),(55 195.40846),(56 196.60742),(57 194.5125),(58 194.3968),(59 192.6846),(60 193.25212),(61 193.44276),(62 195.40067),(63 193.73709),(64 195.50525),(65 196.57684),(66 196.42863),(67 195.78154),(68 197.67044),(69 195.72859),(70 195.01797),(71 194.49655),(72 193.588),(73 193.74187),(74 190.32735),(75 189.89891),(76 190.52441),(77 192.51329),(78 192.08975),(79 191.75365),
(1 112.85578),(2 136.04532),(3 147.32506),(4 155.58696),(5 160.45203),(6 161.83124),(7 164.32996),(8 167.99864),(9 168.87479),(10 172.31638),(11 173.2198),(12 175.41475),(13 174.60614),(14 177.57457),(15 177.34232),(16 179.2807),(17 180.78969),(18 180.17068),(19 179.93951),(20 180.63344),(21 180.58519),(22 179.26408),(23 181.0975),(24 181.56944),(25 180.75215),(26 179.21526),(27 179.78296),(28 177.70497),(29 177.59344),(30 181.69257),(31 180.90945),(32 182.69756),(33 184.96489),(34 186.59618),(35 185.82893),(36 185.63995),(37 186.13716),(38 185.70987),(39 187.05435),(40 188.01837),(41 188.54688),(42 192.11313),(43 193.00458),(44 195.4146),(45 193.64084),(46 193.79633),(47 193.49869),(48 192.29495),(49 192.46893),(50 193.94353),(51 193.24002),(52 194.23639),(53 195.5152),(54 196.11823),(55 197.14735),(56 198.20862),(57 197.2292),(58 195.74585),(59 194.5664),(60 195.74289),(61 196.09634),(62 199.19125),(63 198.56712),(64 198.71611),(65 197.43776),(66 196.94533),(67 193.77455),(68 194.81491),(69 192.70125),(70 193.43643),(71 192.38075),(72 190.47154),(73 190.62874),(74 188.23003),(75 189.4115),(76 187.77309),(77 190.96255),(78 189.65862),(79 189.46149),
(1 110.50896),(2 134.15593),(3 145.98842),(4 151.98334),(5 157.72365),(6 159.87263),(7 164.41605),(8 168.8919),(9 170.27248),(10 173.01794),(11 171.71527),(12 173.61145),(13 174.45041),(14 175.27419),(15 177.56218),(16 177.45543),(17 179.0334),(18 177.17255),(19 177.40875),(20 177.3761),(21 178.3799),(22 178.09825),(23 178.55911),(24 178.54567),(25 181.5486),(26 180.2176),(27 182.37296),(28 183.0428),(29 184.61899),(30 188.4766),(31 187.34218),(32 188.78314),(33 188.22372),(34 187.70808),(35 187.079),(36 186.19424),(37 187.30113),(38 188.50845),(39 190.30627),(40 191.80388),(41 192.8559),(42 194.9535),(43 196.90427),(44 196.57973),(45 197.53027),(46 198.68437),(47 197.75699),(48 196.73264),(49 197.75314),(50 198.25836),(51 197.33334),(52 194.72186),(53 194.00737),(54 193.11374),(55 192.03072),(56 192.73932),(57 194.12335),(58 194.26193),(59 192.30685),(60 190.39981),(61 193.14119),(62 196.4017),(63 195.85992),(64 196.53152),(65 197.03244),(66 193.05669),(67 191.62161),(68 192.92079),(69 193.04903),(70 194.85822),(71 193.32321),(72 191.7031),(73 190.68704),(74 187.89966),(75 187.01141),(76 187.99434),(77 189.43524),(78 188.94745),(79 190.30156),
