1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 26606.576),(2 78131.766),(3 158913.77),(4 247314.8),(5 349207.6),(6 460992.66),(7 593721.8),(8 741978.5),(9 894128.7),(10 1061905.5),(11 1205806.8),(12 1391864.6),(13 1595438),(14 1838996.9),(15 2092199),(16 2372341.5),(17 2646730.8),(18 2878844.8),(19 3106013.3),(20 3341068.8),(21 3527405.8),(22 3718152.8),(23 3869973.8),(24 4016132.3),(25 4158960.8),(26 4315258.5),(27 4511376),(28 4718798),(29 4872248.5),(30 5004516.5),(31 5118376.5),(32 5221199.5),(33 5295673.5),(34 5334362.5),(35 5368952.5),(36 5367208),(37 5387543.5),(38 5369758.5),(39 5391203.5),(40 5392561),(41 5413556.5),(42 5390667.5),(43 5406772),(44 5405175.5),(45 5433193.5),(46 5458619.5),(47 5441473.5),(48 5415427.5),(49 5335831),(50 5319256.5),(51 5263508.5),(52 5254880),(53 5249698),(54 5306402.5),(55 5369416),(56 5502581.5),(57 5578189.5),(58 5678048),(59 5707999.5),(60 5752565.5),(61 5737264.5),(62 5751069.5),(63 5761493.5),(64 5796759.5),(65 5831612),(66 5923702),(67 5973850.5),(68 6079577.5),(69 6157234.5),(70 6225910),(71 6288409.5),(72 6332626.5),(73 6383984.5),(74 6426257.5),(75 6472273.5),(76 6487452.5),(77 6480052),(78 6459164),(79 6446189.5),
(1 18.505856),(2 22.574188),(3 24.89105),(4 26.251343),(5 28.06663),(6 29.139011),(7 30.176332),(8 31.43892),(9 32.16388),(10 32.778313),(11 33.742207),(12 33.82082),(13 34.28094),(14 35.211544),(15 34.82347),(16 34.880413),(17 34.93894),(18 34.831062),(19 35.117313),(20 35.391514),(21 35.186787),(22 35.23511),(23 35.220993),(24 35.066826),(25 35.044136),(26 35.388363),(27 34.98236),(28 34.791355),(29 34.89336),(30 34.525806),(31 34.434063),(32 34.553665),(33 34.671635),(34 35.01824),(35 34.79396),(36 34.624065),(37 34.959415),(38 35.36154),(39 34.98989),(40 35.03861),(41 34.701073),(42 34.72183),(43 34.715275),(44 35.09532),(45 35.2139),(46 35.08234),(47 35.325714),(48 35.018105),(49 35.298515),(50 35.591946),(51 35.31826),(52 35.650703),(53 35.988827),(54 36.075905),(55 35.902912),(56 35.92027),(57 35.866894),(58 35.883278),(59 35.728317),(60 35.92665),(61 36.885967),(62 37.083527),(63 36.377033),(64 36.337048),(65 36.636513),(66 36.994667),(67 37.253456),(68 37.579956),(69 37.49808),(70 37.54751),(71 37.91947),(72 37.534878),(73 37.7429),(74 37.763355),(75 37.08654),(76 37.271744),(77 36.652172),(78 37.41901),(79 37.414997),
(1 18.411137),(2 22.640205),(3 24.68605),(4 26.182722),(5 27.896742),(6 28.93317),(7 30.069872),(8 30.764683),(9 31.711384),(10 32.378326),(11 32.687397),(12 32.769627),(13 33.133484),(14 33.750015),(15 33.362175),(16 33.468494),(17 33.87983),(18 33.67109),(19 33.788013),(20 34.08096),(21 34.52022),(22 34.358795),(23 34.2351),(24 34.005386),(25 34.42504),(26 35.118732),(27 34.363472),(28 34.14549),(29 34.177177),(30 34.03497),(31 33.981388),(32 33.815067),(33 34.418797),(34 34.581856),(35 34.147324),(36 33.959057),(37 34.6992),(38 34.958633),(39 34.754723),(40 34.968723),(41 34.6769),(42 34.596325),(43 34.613445),(44 34.618694),(45 34.696857),(46 34.643707),(47 34.78534),(48 34.64558),(49 34.943653),(50 35.329975),(51 34.822403),(52 35.017975),(53 34.965622),(54 35.476627),(55 35.270195),(56 35.17396),(57 35.45395),(58 35.212326),(59 35.0572),(60 35.361214),(61 36.29148),(62 36.882935),(63 36.27646),(64 36.11233),(65 36.420925),(66 36.947697),(67 36.74588),(68 37.045128),(69 36.91362),(70 37.55273),(71 37.21499),(72 37.60358),(73 37.420773),(74 37.57213),(75 36.99331),(76 37.007057),(77 36.688587),(78 37.629448),(79 37.727184),
(1 17.999018),(2 22.137297),(3 24.21276),(4 25.650993),(5 27.084187),(6 28.311726),(7 29.333973),(8 30.219088),(9 31.138166),(10 31.690363),(11 32.470474),(12 32.43191),(13 33.088875),(14 33.79282),(15 33.504017),(16 33.467525),(17 33.890636),(18 33.914906),(19 33.89186),(20 34.08178),(21 34.487995),(22 34.58472),(23 34.41664),(24 34.060936),(25 34.104935),(26 34.547974),(27 33.759457),(28 33.859276),(29 33.854088),(30 33.42384),(31 33.740597),(32 33.57566),(33 33.74685),(34 33.697514),(35 33.534096),(36 33.277912),(37 33.883404),(38 34.258804),(39 33.953304),(40 33.78872),(41 33.84543),(42 33.950012),(43 33.755825),(44 33.959686),(45 33.935616),(46 33.984215),(47 34.041664),(48 33.656517),(49 33.855156),(50 34.176617),(51 34.076077),(52 33.950153),(53 34.055058),(54 34.09049),(55 33.810505),(56 33.64732),(57 33.906025),(58 33.90871),(59 33.691235),(60 34.28318),(61 34.783756),(62 35.246105),(63 35.100502),(64 35.199837),(65 35.568455),(66 35.825996),(67 35.61751),(68 36.19726),(69 36.240284),(70 36.639034),(71 36.492847),(72 37.020924),(73 37.042606),(74 37.04968),(75 36.455444),(76 36.23651),(77 35.894745),(78 36.91747),(79 36.894238),
(1 18.29181),(2 22.124098),(3 23.933475),(4 25.71385),(5 26.828348),(6 28.164673),(7 29.328949),(8 30.62052),(9 31.376577),(10 31.715963),(11 32.238308),(12 32.21154),(13 32.511333),(14 33.181606),(15 33.14265),(16 33.23154),(17 33.38657),(18 33.524914),(19 33.76803),(20 33.96175),(21 34.26876),(22 34.5101),(23 34.493393),(24 34.66597),(25 34.671726),(26 35.020508),(27 34.504105),(28 34.600594),(29 34.133377),(30 34.045765),(31 33.73226),(32 33.699398),(33 33.787453),(34 33.734993),(35 33.491344),(36 33.40432),(37 33.76615),(38 34.029305),(39 33.86306),(40 33.869247),(41 34.00167),(42 34.57595),(43 34.282024),(44 34.493908),(45 34.349354),(46 34.045227),(47 34.028236),(48 33.75939),(49 34.14502),(50 34.649467),(51 34.49622),(52 34.500042),(53 34.726955),(54 34.831135),(55 34.983223),(56 34.772324),(57 35.06466),(58 34.75233),(59 34.670105),(60 35.289112),(61 35.82483),(62 36.33509),(63 36.27063),(64 36.318558),(65 36.79631),(66 36.997974),(67 37.045315),(68 37.238586),(69 37.177036),(70 36.983486),(71 37.681362),(72 37.729137),(73 37.538315),(74 37.58172),(75 37.25331),(76 37.11244),(77 37.00187),(78 37.342617),(79 37.46046),
(1 18.379044),(2 22.422764),(3 24.221634),(4 25.911312),(5 27.396847),(6 28.76283),(7 30.182688),(8 30.826744),(9 31.761736),(10 32.426266),(11 32.637714),(12 32.42789),(13 32.590042),(14 33.158085),(15 33.207565),(16 33.470196),(17 33.778687),(18 34.04449),(19 33.896313),(20 34.36439),(21 34.350597),(22 34.488045),(23 34.204742),(24 33.80728),(25 33.974846),(26 34.64102),(27 33.85477),(28 33.901203),(29 33.750153),(30 33.55513),(31 33.330364),(32 33.21226),(33 33.23573),(34 33.278156),(35 33.49869),(36 33.34025),(37 33.477436),(38 34.09371),(39 33.60472),(40 33.370983),(41 33.544327),(42 33.701084),(43 33.560104),(44 33.817444),(45 33.910046),(46 33.902054),(47 33.903233),(48 33.285927),(49 33.647),(50 34.04069),(51 33.662457),(52 34.03378),(53 33.93827),(54 34.22805),(55 34.177753),(56 34.21398),(57 34.56729),(58 34.46827),(59 34.40156),(60 34.413654),(61 34.72827),(62 35.268707),(63 35.248455),(64 35.562103),(65 35.669373),(66 35.606647),(67 35.441105),(68 35.780514),(69 35.748425),(70 36.1498),(71 36.625008),(72 36.52712),(73 36.613655),(74 36.164906),(75 36.023968),(76 35.972927),(77 35.771145),(78 36.707703),(79 36.575268),
(1 18.141361),(2 22.461935),(3 24.348322),(4 25.849411),(5 26.999796),(6 28.311052),(7 29.81279),(8 30.654604),(9 31.441568),(10 32.299908),(11 32.458202),(12 32.54731),(13 32.833027),(14 33.370304),(15 33.45246),(16 33.48441),(17 33.40719),(18 33.69637),(19 33.52389),(20 33.825684),(21 33.824017),(22 33.738647),(23 33.610226),(24 33.598167),(25 34.22336),(26 34.526035),(27 34.059303),(28 34.377155),(29 33.821167),(30 34.242813),(31 33.891838),(32 34.25786),(33 34.250954),(34 34.18112),(35 34.04068),(36 33.89385),(37 34.008694),(38 35.01269),(39 34.211037),(40 34.280743),(41 34.616463),(42 34.596344),(43 34.636074),(44 34.342106),(45 34.344997),(46 34.455235),(47 34.637486),(48 34.31751),(49 34.519585),(50 34.976887),(51 34.750114),(52 34.83227),(53 34.642975),(54 34.89591),(55 34.91474),(56 34.936886),(57 34.662888),(58 34.54069),(59 34.75087),(60 34.817196),(61 35.337093),(62 35.790462),(63 35.360703),(64 35.689186),(65 36.01475),(66 36.150146),(67 36.463703),(68 36.428265),(69 36.761913),(70 37.190857),(71 37.14406),(72 37.17856),(73 36.8509),(74 36.62843),(75 36.189556),(76 36.201767),(77 35.88434),(78 36.886143),(79 36.678173),
(1 17.729433),(2 21.915237),(3 24.03091),(4 25.488747),(5 26.693714),(6 27.871979),(7 29.151438),(8 29.954582),(9 30.731575),(10 31.588253),(11 31.956848),(12 31.982647),(13 32.484425),(14 32.951405),(15 33.075497),(16 33.417934),(17 33.159576),(18 33.16917),(19 33.664772),(20 33.987873),(21 33.692024),(22 33.901276),(23 33.692577),(24 33.69175),(25 34.257214),(26 34.307125),(27 34.075783),(28 33.83306),(29 33.53102),(30 33.911606),(31 33.547207),(32 33.444477),(33 33.696037),(34 33.561935),(35 33.841488),(36 33.498203),(37 33.616035),(38 34.236168),(39 33.45135),(40 33.60965),(41 33.41026),(42 33.333954),(43 33.56955),(44 33.505108),(45 33.613174),(46 33.55627),(47 33.21489),(48 33.24412),(49 33.4486),(50 33.811058),(51 33.31086),(52 33.033226),(53 33.708218),(54 33.78191),(55 33.819397),(56 33.79695),(57 33.817734),(58 33.798782),(59 33.874203),(60 33.697914),(61 34.13261),(62 34.912525),(63 34.771603),(64 34.940125),(65 34.9436),(66 35.139168),(67 35.39835),(68 35.498116),(69 35.489758),(70 35.888626),(71 35.949337),(72 36.39294),(73 36.557446),(74 36.413406),(75 35.856476),(76 35.84703),(77 35.510357),(78 36.182983),(79 36.196693),
(1 18.132889),(2 22.384426),(3 24.131454),(4 25.814215),(5 27.12361),(6 28.38653),(7 29.69326),(8 30.142996),(9 30.978199),(10 31.585135),(11 31.940882),(12 31.754583),(13 32.242756),(14 32.507954),(15 32.342762),(16 32.974384),(17 32.974903),(18 33.128582),(19 33.4544),(20 33.376076),(21 33.087482),(22 33.448418),(23 33.52565),(24 33.336395),(25 33.627167),(26 33.965878),(27 33.269768),(28 33.2237),(29 32.94106),(30 32.870533),(31 33.058544),(32 32.91216),(33 32.78642),(34 32.99482),(35 33.038532),(36 32.788013),(37 33.25137),(38 34.163113),(39 33.34637),(40 33.885292),(41 33.570934),(42 33.930706),(43 34.040226),(44 34.18544),(45 33.97698),(46 33.659664),(47 33.62974),(48 33.870464),(49 33.74883),(50 34.409256),(51 33.891613),(52 33.520123),(53 34.008533),(54 34.16966),(55 34.168804),(56 33.930473),(57 33.66342),(58 33.83414),(59 33.59782),(60 33.455097),(61 34.25636),(62 34.93677),(63 34.471397),(64 34.655876),(65 35.039936),(66 35.42918),(67 35.970387),(68 36.03871),(69 36.030613),(70 36.15571),(71 36.40304),(72 36.567688),(73 36.794315),(74 36.294746),(75 35.89268),(76 35.778236),(77 36.00115),(78 36.25773),(79 36.230022),
(1 17.99784),(2 21.669994),(3 23.2337),(4 24.65972),(5 25.958181),(6 27.422329),(7 28.689192),(8 29.468716),(9 30.48934),(10 31.057608),(11 31.20173),(12 31.080046),(13 31.889715),(14 32.08681),(15 32.30649),(16 32.34223),(17 32.326283),(18 32.4878),(19 32.668926),(20 32.578556),(21 32.7702),(22 32.73829),(23 32.706844),(24 32.830723),(25 33.04964),(26 33.606533),(27 33.071163),(28 33.0128),(29 32.694084),(30 32.609787),(31 32.49373),(32 32.675354),(33 32.644135),(34 32.94727),(35 33.04337),(36 32.520065),(37 32.91408),(38 33.606194),(39 33.235382),(40 33.239857),(41 32.999573),(42 32.822704),(43 32.735294),(44 32.946285),(45 33.02752),(46 32.94352),(47 32.569115),(48 32.86048),(49 32.965363),(50 33.59146),(51 33.1467),(52 33.539986),(53 33.812603),(54 33.86824),(55 33.511044),(56 33.552505),(57 33.49461),(58 33.428387),(59 33.223724),(60 33.48693),(61 33.80273),(62 34.31272),(63 34.21116),(64 34.331264),(65 34.715343),(66 34.950527),(67 35.225254),(68 35.138466),(69 35.118256),(70 35.305756),(71 35.501774),(72 35.620586),(73 35.442375),(74 35.176884),(75 35.005676),(76 34.712666),(77 34.58149),(78 35.517006),(79 35.339203),
(1 17.857758),(2 21.466059),(3 23.464964),(4 25.237423),(5 26.605196),(6 27.48315),(7 28.68599),(8 29.377813),(9 30.365124),(10 30.889027),(11 31.468744),(12 31.066576),(13 31.830542),(14 32.353203),(15 32.218246),(16 32.237152),(17 32.45602),(18 32.788715),(19 32.71039),(20 32.716633),(21 33.11359),(22 33.099487),(23 32.908493),(24 33.04075),(25 33.34842),(26 33.976807),(27 33.305294),(28 33.075638),(29 32.85518),(30 32.496502),(31 32.517773),(32 32.437695),(33 32.628662),(34 32.62047),(35 32.76099),(36 32.525875),(37 32.75734),(38 33.565342),(39 33.616123),(40 33.33301),(41 33.444332),(42 33.398495),(43 33.238266),(44 33.01616),(45 33.174957),(46 33.12061),(47 32.756348),(48 32.686024),(49 33.12047),(50 33.276962),(51 32.97559),(52 33.065895),(53 33.22301),(54 33.20139),(55 32.740784),(56 32.577896),(57 32.730137),(58 32.561142),(59 32.62964),(60 32.803654),(61 33.023148),(62 33.407013),(63 33.384945),(64 33.491943),(65 34.18214),(66 34.547707),(67 35.035206),(68 34.63729),(69 34.79469),(70 34.840786),(71 35.15513),(72 35.688507),(73 35.57769),(74 35.48923),(75 35.016026),(76 34.632336),(77 34.51088),(78 35.234848),(79 35.02054),
(1 17.597523),(2 21.368216),(3 23.151066),(4 25.060732),(5 26.349972),(6 27.493134),(7 28.459906),(8 29.404125),(9 30.087313),(10 30.878555),(11 31.069567),(12 30.835526),(13 31.744244),(14 32.07612),(15 31.698483),(16 31.844898),(17 32.333668),(18 32.190903),(19 32.66304),(20 32.86686),(21 33.09203),(22 33.13964),(23 32.806095),(24 32.675266),(25 33.244183),(26 33.332115),(27 32.82998),(28 32.45701),(29 32.327816),(30 32.13313),(31 32.47708),(32 32.048615),(33 32.393307),(34 32.259457),(35 32.220127),(36 32.393463),(37 32.758774),(38 33.441875),(39 32.932423),(40 32.850563),(41 32.70471),(42 32.973183),(43 32.92487),(44 32.838554),(45 32.8445),(46 32.783474),(47 32.68534),(48 32.706654),(49 32.969254),(50 33.339046),(51 33.141743),(52 33.274635),(53 33.37151),(54 33.461197),(55 33.214542),(56 33.29927),(57 33.128975),(58 33.07626),(59 33.02858),(60 32.760563),(61 33.24206),(62 34.037334),(63 33.58043),(64 33.70617),(65 34.27729),(66 34.22531),(67 34.63019),(68 34.780506),(69 35.0857),(70 35.060516),(71 35.22566),(72 35.510742),(73 35.36136),(74 35.42091),(75 34.86735),(76 34.964745),(77 35.027195),(78 35.95049),(79 35.602837),
(1 17.505732),(2 21.138237),(3 23.119455),(4 24.741642),(5 26.563078),(6 27.593124),(7 28.627888),(8 29.403809),(9 30.015926),(10 30.679253),(11 30.964884),(12 30.870462),(13 31.47258),(14 31.709679),(15 31.690626),(16 31.632833),(17 31.877645),(18 31.58672),(19 31.963705),(20 32.16183),(21 32.289417),(22 32.434048),(23 31.903872),(24 32.00966),(25 32.575115),(26 33.10407),(27 32.497868),(28 32.17065),(29 31.607592),(30 31.9744),(31 31.90493),(32 31.882305),(33 32.23427),(34 32.131668),(35 32.12534),(36 31.890839),(37 31.945768),(38 32.53203),(39 32.078743),(40 32.407063),(41 32.303703),(42 32.50995),(43 32.55351),(44 32.723427),(45 32.77794),(46 32.85331),(47 32.743347),(48 32.806374),(49 33.05891),(50 33.452137),(51 33.016254),(52 32.975418),(53 33.08519),(54 33.31969),(55 32.876476),(56 33.206017),(57 33.306843),(58 33.18146),(59 33.08703),(60 33.082695),(61 33.32664),(62 33.560818),(63 33.796597),(64 33.853622),(65 34.201626),(66 33.842506),(67 34.930977),(68 34.520947),(69 34.43564),(70 34.84667),(71 34.80999),(72 34.97314),(73 35.101215),(74 34.80159),(75 34.263924),(76 34.42874),(77 34.06778),(78 34.853355),(79 34.64143),
(1 17.306889),(2 21.118683),(3 22.910158),(4 24.53542),(5 26.125948),(6 27.209944),(7 28.117258),(8 28.956642),(9 29.61705),(10 30.11702),(11 30.548117),(12 30.676203),(13 31.10337),(14 31.666725),(15 31.755566),(16 31.992367),(17 31.783735),(18 31.7958),(19 31.951689),(20 32.349075),(21 32.419445),(22 32.480423),(23 32.04635),(24 31.76221),(25 32.00156),(26 32.625275),(27 32.043476),(28 31.87417),(29 32.019352),(30 31.850815),(31 31.645052),(32 31.943909),(33 32.105675),(34 32.339283),(35 31.897034),(36 31.710335),(37 31.958088),(38 32.583168),(39 32.347767),(40 32.582348),(41 32.20594),(42 32.596775),(43 32.173897),(44 32.10623),(45 32.259167),(46 32.619778),(47 32.330257),(48 32.061306),(49 32.573967),(50 32.811333),(51 32.6648),(52 32.447296),(53 32.949417),(54 32.838833),(55 32.9282),(56 33.019398),(57 32.77299),(58 32.931263),(59 32.869606),(60 32.975803),(61 33.066902),(62 33.886456),(63 33.77815),(64 33.779606),(65 33.954712),(66 34.2635),(67 34.5703),(68 34.353203),(69 34.51122),(70 35.05743),(71 35.132053),(72 35.325153),(73 35.3761),(74 35.46526),(75 34.732784),(76 34.957493),(77 34.555313),(78 35.437252),(79 35.316544),
(1 16.908817),(2 20.488043),(3 22.458603),(4 23.93377),(5 25.62011),(6 26.739342),(7 27.803862),(8 29.023788),(9 29.576235),(10 30.141571),(11 30.482548),(12 30.655901),(13 31.10671),(14 31.323055),(15 31.398863),(16 31.36973),(17 31.567444),(18 31.616201),(19 31.908697),(20 31.795958),(21 31.925959),(22 32.549675),(23 32.199657),(24 31.75294),(25 32.389366),(26 32.670086),(27 32.440052),(28 32.202606),(29 32.23848),(30 32.0091),(31 32.108627),(32 32.387573),(33 32.285744),(34 32.03182),(35 32.00477),(36 31.784521),(37 32.135952),(38 32.627953),(39 32.299644),(40 32.378605),(41 32.41972),(42 32.254536),(43 32.274982),(44 32.429802),(45 32.654507),(46 32.620884),(47 32.38922),(48 32.275513),(49 32.50882),(50 32.795742),(51 32.46181),(52 32.21887),(53 32.395176),(54 32.5848),(55 32.48131),(56 32.120575),(57 32.2489),(58 32.148346),(59 32.262627),(60 32.063168),(61 32.545906),(62 33.56414),(63 32.737446),(64 32.584923),(65 33.02619),(66 33.351185),(67 33.51577),(68 33.55203),(69 33.59145),(70 33.84865),(71 34.073456),(72 34.514946),(73 34.5825),(74 34.537838),(75 33.95963),(76 34.143776),(77 33.910316),(78 35.0578),(79 34.45758),
(1 17.030525),(2 20.684517),(3 22.542387),(4 24.373035),(5 25.74166),(6 26.80741),(7 27.851408),(8 28.896685),(9 29.490116),(10 30.25321),(11 30.637909),(12 30.483194),(13 31.036287),(14 31.864838),(15 31.049007),(16 31.216167),(17 31.629908),(18 31.68365),(19 31.914715),(20 31.782557),(21 31.860594),(22 32.0585),(23 31.858414),(24 31.914213),(25 32.180206),(26 32.75147),(27 32.35499),(28 31.900303),(29 31.608639),(30 31.591629),(31 31.599333),(32 31.566227),(33 31.634626),(34 31.722546),(35 31.643614),(36 31.412823),(37 31.635805),(38 32.495346),(39 32.35728),(40 32.106754),(41 32.226376),(42 32.315483),(43 32.18983),(44 32.366627),(45 32.334515),(46 32.493114),(47 32.238556),(48 32.094975),(49 32.2406),(50 32.848343),(51 32.643345),(52 32.5503),(53 32.61019),(54 32.69255),(55 32.34145),(56 32.351788),(57 32.462498),(58 32.67792),(59 32.562447),(60 32.475296),(61 32.80884),(62 33.869205),(63 33.50348),(64 33.451275),(65 33.75341),(66 34.120567),(67 34.37822),(68 34.39461),(69 34.661617),(70 34.788136),(71 34.902496),(72 35.25055),(73 34.97287),(74 35.137844),(75 34.340897),(76 34.531425),(77 34.084858),(78 34.64831),(79 34.53219),
(1 17.295813),(2 20.878563),(3 22.891294),(4 24.789122),(5 26.020708),(6 27.398384),(7 28.500105),(8 29.31703),(9 30.093586),(10 30.292528),(11 30.819613),(12 30.535927),(13 30.812313),(14 31.737885),(15 30.909916),(16 31.166485),(17 31.74826),(18 31.62991),(19 32.249676),(20 32.631374),(21 32.368526),(22 32.548252),(23 32.15193),(24 32.10128),(25 32.00448),(26 32.86286),(27 32.057243),(28 31.821043),(29 31.773056),(30 31.422905),(31 31.501526),(32 31.741325),(33 31.60841),(34 31.480944),(35 31.060467),(36 31.116358),(37 31.244625),(38 32.112675),(39 31.910685),(40 31.60161),(41 31.727915),(42 31.661757),(43 31.644066),(44 31.974417),(45 31.810143),(46 31.940256),(47 31.616047),(48 31.54465),(49 31.667664),(50 32.565235),(51 32.0479),(52 32.046413),(53 32.51336),(54 32.701027),(55 32.621197),(56 32.39655),(57 32.355576),(58 32.131374),(59 32.33019),(60 32.43617),(61 32.671463),(62 33.75026),(63 33.13757),(64 33.44459),(65 33.74536),(66 34.063934),(67 34.301186),(68 34.54064),(69 34.608204),(70 34.58756),(71 34.535896),(72 34.943798),(73 34.811264),(74 34.983315),(75 34.292175),(76 34.208107),(77 33.832176),(78 34.520874),(79 34.512154),
(1 16.69956),(2 20.476854),(3 22.512146),(4 23.850616),(5 25.227623),(6 26.28103),(7 27.550106),(8 28.449034),(9 29.488094),(10 29.839743),(11 30.235077),(12 30.209982),(13 30.696772),(14 31.342216),(15 30.777582),(16 30.689272),(17 31.083185),(18 31.156246),(19 31.327328),(20 31.82356),(21 31.802107),(22 31.947626),(23 31.906046),(24 31.581356),(25 31.810774),(26 32.346397),(27 31.798069),(28 31.679728),(29 31.54357),(30 31.574202),(31 31.554213),(32 31.842222),(33 31.792686),(34 32.064545),(35 31.835032),(36 31.662943),(37 31.652246),(38 32.15469),(39 32.26922),(40 32.28033),(41 32.394012),(42 32.21201),(43 32.170155),(44 32.170654),(45 32.11845),(46 32.148174),(47 31.966291),(48 31.90577),(49 31.891949),(50 32.238754),(51 31.71632),(52 31.966518),(53 32.12924),(54 32.048428),(55 32.234653),(56 31.995918),(57 32.225048),(58 31.806093),(59 32.150993),(60 31.860899),(61 32.089027),(62 32.920055),(63 32.85724),(64 32.767387),(65 33.350258),(66 33.721443),(67 33.6778),(68 34.0566),(69 34.328564),(70 34.466465),(71 34.69016),(72 34.948135),(73 34.700886),(74 34.720547),(75 34.280804),(76 33.915325),(77 33.77762),(78 34.267864),(79 34.556484),
