1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 10.449636),(2 11.074316),(3 11.570021),(4 11.897303),(5 11.914729),(6 12.142928),(7 12.274734),(8 12.487041),(9 12.569167),(10 12.72829),(11 12.818863),(12 12.727936),(13 12.870423),(14 12.9544325),(15 13.0963545),(16 13.178722),(17 13.270333),(18 13.311424),(19 13.436441),(20 13.401843),(21 13.505754),(22 13.300577),(23 13.405981),(24 13.4363575),(25 13.539817),(26 13.642618),(27 13.758366),(28 13.75036),(29 13.953054),(30 14.058691),(31 14.190316),(32 14.207668),(33 14.234839),(34 14.10651),(35 14.055333),(36 14.147619),(37 14.131157),(38 14.168965),(39 14.2776575),(40 14.2522545),(41 14.2427),(42 14.330807),(43 14.21388),(44 14.230695),(45 14.288214),(46 14.239327),(47 14.153812),(48 14.061931),(49 13.983901),(50 13.926311),(51 13.999683),(52 13.94807),(53 13.889323),(54 13.777389),(55 13.700423),(56 13.673477),(57 13.732674),(58 13.780796),(59 13.766548),(60 13.609282),(61 13.606855),(62 13.326275),(63 13.373095),(64 13.39402),(65 13.434859),(66 13.39961),(67 13.325883),(68 13.165329),(69 13.255359),(70 13.397458),(71 13.32426),(72 13.266282),(73 13.2668),(74 13.285504),(75 13.182085),(76 13.282176),(77 13.250518),(78 13.369387),(79 13.25148),
(1 10.532971),(2 11.073816),(3 11.656388),(4 11.900514),(5 11.963758),(6 12.137751),(7 12.438667),(8 12.469307),(9 12.597538),(10 12.700322),(11 12.700936),(12 12.857586),(13 12.826843),(14 12.885277),(15 13.10308),(16 13.387917),(17 13.379063),(18 13.376863),(19 13.5333395),(20 13.473778),(21 13.608305),(22 13.536278),(23 13.542676),(24 13.450606),(25 13.637979),(26 13.6656885),(27 13.853876),(28 13.800404),(29 13.774284),(30 13.870177),(31 14.053467),(32 14.089209),(33 13.889715),(34 14.176244),(35 14.000616),(36 13.950542),(37 13.883484),(38 13.789167),(39 13.982893),(40 14.1155),(41 14.264328),(42 14.173179),(43 14.176961),(44 14.036042),(45 14.118388),(46 14.189362),(47 14.007918),(48 13.885593),(49 13.934077),(50 13.7434025),(51 13.83715),(52 13.708431),(53 13.755234),(54 13.651485),(55 13.64744),(56 13.576045),(57 13.570061),(58 13.6812315),(59 13.63442),(60 13.362234),(61 13.410045),(62 13.206242),(63 13.3004),(64 13.313749),(65 13.365427),(66 13.267524),(67 13.3520975),(68 13.342162),(69 13.310196),(70 13.515086),(71 13.334363),(72 13.401472),(73 13.428586),(74 13.309778),(75 13.44215),(76 13.325558),(77 13.333002),(78 13.51424),(79 13.428789),
(1 10.5619),(2 11.200257),(3 11.715821),(4 12.037148),(5 12.266881),(6 12.267699),(7 12.505703),(8 12.543723),(9 12.765082),(10 12.668365),(11 12.856024),(12 12.951697),(13 13.092786),(14 12.926737),(15 13.195144),(16 13.340439),(17 13.145567),(18 13.50671),(19 13.723621),(20 13.566872),(21 13.482983),(22 13.410286),(23 13.391797),(24 13.400961),(25 13.501806),(26 13.659483),(27 13.784705),(28 13.795463),(29 13.7687235),(30 13.737785),(31 14.05595),(32 13.967362),(33 13.922567),(34 14.160844),(35 13.953624),(36 14.072659),(37 14.019982),(38 13.99211),(39 14.044802),(40 14.006061),(41 14.2848),(42 14.298784),(43 14.269371),(44 14.213997),(45 14.162203),(46 14.237851),(47 14.143566),(48 14.06037),(49 14.102233),(50 13.964918),(51 14.196337),(52 14.108914),(53 14.011847),(54 13.926551),(55 13.921972),(56 14.075237),(57 13.938379),(58 13.87595),(59 13.77584),(60 13.6244545),(61 13.593972),(62 13.527574),(63 13.436347),(64 13.472285),(65 13.622357),(66 13.651545),(67 13.597545),(68 13.510565),(69 13.489786),(70 13.443864),(71 13.418769),(72 13.463353),(73 13.508688),(74 13.344128),(75 13.57098),(76 13.598488),(77 13.489145),(78 13.539476),(79 13.422878),
(1 10.694502),(2 11.25961),(3 11.825552),(4 12.203242),(5 12.259677),(6 12.421458),(7 12.5309),(8 12.6656885),(9 12.900117),(10 12.975222),(11 13.037159),(12 13.152873),(13 13.17633),(14 13.371057),(15 13.338577),(16 13.470663),(17 13.344157),(18 13.507147),(19 13.768046),(20 13.52902),(21 13.533574),(22 13.604102),(23 13.616923),(24 13.621137),(25 13.674834),(26 13.808698),(27 14.152126),(28 14.227275),(29 14.261759),(30 14.5342655),(31 14.492383),(32 14.525773),(33 14.384528),(34 14.339961),(35 14.338224),(36 14.456885),(37 14.568495),(38 14.3854265),(39 14.4710455),(40 14.425973),(41 14.205813),(42 14.212957),(43 14.315346),(44 14.28371),(45 14.300948),(46 14.406092),(47 14.347748),(48 14.314503),(49 14.261692),(50 14.134109),(51 14.359512),(52 14.123917),(53 14.019541),(54 14.094227),(55 14.017579),(56 14.1439905),(57 13.925337),(58 13.882956),(59 13.710688),(60 13.632818),(61 13.703512),(62 13.708763),(63 13.7097435),(64 13.544646),(65 13.63075),(66 13.674431),(67 13.500195),(68 13.581433),(69 13.563132),(70 13.591107),(71 13.522522),(72 13.498153),(73 13.615065),(74 13.510582),(75 13.586346),(76 13.575566),(77 13.509392),(78 13.570402),(79 13.626582),
(1 10.389927),(2 11.019525),(3 11.469161),(4 11.682454),(5 11.843148),(6 11.956456),(7 12.169002),(8 12.471498),(9 12.540346),(10 12.440648),(11 12.732586),(12 12.6567),(13 12.794687),(14 12.79156),(15 13.305046),(16 13.15026),(17 13.271374),(18 13.278709),(19 13.430124),(20 13.443223),(21 13.475226),(22 13.294371),(23 13.367159),(24 13.288998),(25 13.255813),(26 13.341725),(27 13.783268),(28 13.538115),(29 13.610478),(30 13.6654215),(31 13.759716),(32 13.795721),(33 13.644191),(34 13.844406),(35 13.616956),(36 13.6892605),(37 13.755219),(38 13.667479),(39 13.780803),(40 13.693597),(41 14.022542),(42 13.937239),(43 13.965167),(44 13.865696),(45 14.004067),(46 13.989489),(47 13.861259),(48 13.709049),(49 13.780013),(50 13.623014),(51 13.631627),(52 13.491749),(53 13.4850645),(54 13.535594),(55 13.3791485),(56 13.316958),(57 13.250022),(58 13.338799),(59 13.195096),(60 13.045055),(61 13.088296),(62 13.268556),(63 13.140151),(64 13.146665),(65 13.004582),(66 13.075441),(67 12.970073),(68 13.010807),(69 12.982663),(70 13.111582),(71 12.99501),(72 13.042215),(73 13.013299),(74 13.0701885),(75 12.949154),(76 13.249189),(77 13.103879),(78 13.115149),(79 12.847463),
(1 10.396268),(2 11.145842),(3 11.723895),(4 11.943574),(5 11.994203),(6 12.233679),(7 12.180407),(8 12.4064),(9 12.568315),(10 12.724276),(11 12.696689),(12 12.8145485),(13 12.947896),(14 13.110916),(15 13.3196535),(16 13.512509),(17 13.356804),(18 13.393218),(19 13.520992),(20 13.4207735),(21 13.492584),(22 13.578883),(23 13.366767),(24 13.502434),(25 13.691982),(26 13.686524),(27 13.9113455),(28 13.996923),(29 14.068526),(30 14.101802),(31 14.239799),(32 14.35505),(33 14.292566),(34 14.474286),(35 14.143716),(36 14.204764),(37 14.175697),(38 14.0982485),(39 14.287791),(40 14.217794),(41 14.2651),(42 14.386146),(43 14.326326),(44 14.163027),(45 14.196539),(46 14.12971),(47 14.01447),(48 13.829583),(49 13.936815),(50 13.8104105),(51 13.976078),(52 13.884553),(53 13.920301),(54 13.910296),(55 13.870367),(56 13.841245),(57 13.713754),(58 13.671338),(59 13.745636),(60 13.571805),(61 13.620947),(62 13.587634),(63 13.526621),(64 13.4119005),(65 13.365593),(66 13.441401),(67 13.324291),(68 13.404825),(69 13.36906),(70 13.350394),(71 13.407977),(72 13.288931),(73 13.279383),(74 13.323451),(75 13.392676),(76 13.501159),(77 13.433215),(78 13.338359),(79 13.458603),
(1 10.551077),(2 11.113047),(3 11.61614),(4 11.748319),(5 11.968611),(6 12.172613),(7 12.396639),(8 12.391838),(9 12.704242),(10 12.586769),(11 12.629752),(12 12.765618),(13 12.720352),(14 12.935602),(15 13.148964),(16 13.03379),(17 13.082038),(18 13.117489),(19 13.5118885),(20 13.289136),(21 13.46723),(22 13.412733),(23 13.427572),(24 13.335396),(25 13.452288),(26 13.588499),(27 13.718123),(28 13.890966),(29 13.848513),(30 13.832866),(31 14.0204525),(32 14.06556),(33 14.009331),(34 14.024289),(35 13.899339),(36 14.050403),(37 13.929707),(38 13.830459),(39 13.907043),(40 14.038783),(41 14.000197),(42 14.132427),(43 13.988268),(44 14.093859),(45 14.180314),(46 14.139124),(47 14.13526),(48 13.946615),(49 13.94367),(50 13.991269),(51 13.970977),(52 13.987813),(53 13.553828),(54 13.4682665),(55 13.5173),(56 13.556649),(57 13.429248),(58 13.575701),(59 13.479251),(60 13.254048),(61 13.27447),(62 13.356213),(63 13.291726),(64 13.312338),(65 13.336778),(66 13.32226),(67 13.263187),(68 13.272242),(69 13.3220415),(70 13.299414),(71 13.202595),(72 13.21499),(73 13.22521),(74 13.283108),(75 13.343034),(76 13.429428),(77 13.413575),(78 13.474585),(79 13.255986),
(1 10.27843),(2 10.763836),(3 11.519898),(4 11.655252),(5 11.7116375),(6 11.973145),(7 11.970109),(8 12.313969),(9 12.480932),(10 12.579886),(11 12.616469),(12 12.835125),(13 12.720585),(14 12.880722),(15 12.956457),(16 13.124904),(17 13.214355),(18 13.244532),(19 13.478956),(20 13.403426),(21 13.575041),(22 13.441412),(23 13.426296),(24 13.495933),(25 13.556432),(26 13.550699),(27 13.766323),(28 13.836915),(29 13.718644),(30 13.801706),(31 13.81961),(32 13.710403),(33 13.891763),(34 13.746163),(35 13.674581),(36 13.799141),(37 13.854195),(38 13.754265),(39 13.800662),(40 13.82486),(41 13.714608),(42 13.891528),(43 13.800942),(44 13.871467),(45 13.667559),(46 13.744369),(47 13.774829),(48 13.489565),(49 13.792848),(50 13.6142235),(51 13.7450695),(52 13.5057955),(53 13.436496),(54 13.404695),(55 13.468046),(56 13.446763),(57 13.275658),(58 13.393968),(59 13.367659),(60 13.210068),(61 13.145259),(62 13.174683),(63 13.143921),(64 13.058723),(65 12.858304),(66 13.114397),(67 13.037127),(68 13.10563),(69 13.146666),(70 13.11507),(71 13.04934),(72 13.060376),(73 12.993197),(74 13.13508),(75 13.19683),(76 13.134362),(77 13.203565),(78 13.17754),(79 13.099768),
(1 10.752817),(2 11.2878895),(3 11.767564),(4 12.029293),(5 12.063588),(6 12.264744),(7 12.459477),(8 12.521399),(9 12.675796),(10 12.78276),(11 12.957307),(12 12.992179),(13 13.050419),(14 12.857094),(15 13.174149),(16 13.133412),(17 13.129941),(18 13.42029),(19 13.4632),(20 13.490589),(21 13.570699),(22 13.551617),(23 13.43624),(24 13.434617),(25 13.594084),(26 13.5522785),(27 13.756606),(28 13.80919),(29 14.010863),(30 13.920109),(31 14.015913),(32 14.192607),(33 14.114191),(34 14.032344),(35 14.138786),(36 14.167554),(37 14.096077),(38 14.180169),(39 14.266469),(40 14.175609),(41 14.274642),(42 14.381727),(43 14.214865),(44 14.4598055),(45 14.246402),(46 14.244785),(47 14.040427),(48 14.140883),(49 14.155458),(50 13.919055),(51 14.188428),(52 14.106893),(53 13.984204),(54 14.020225),(55 13.937085),(56 13.902831),(57 13.969305),(58 13.868236),(59 13.920022),(60 13.8874655),(61 13.676372),(62 13.743081),(63 13.587836),(64 13.52369),(65 13.466137),(66 13.517206),(67 13.71602),(68 13.515095),(69 13.639286),(70 13.600248),(71 13.641057),(72 13.553941),(73 13.640387),(74 13.471356),(75 13.530447),(76 13.678371),(77 13.66189),(78 13.461224),(79 13.694339),
(1 10.193114),(2 10.781982),(3 11.455842),(4 11.546179),(5 11.758203),(6 11.749816),(7 12.06338),(8 12.330274),(9 12.442094),(10 12.486654),(11 12.473146),(12 12.630112),(13 12.573734),(14 12.619481),(15 12.777718),(16 12.812971),(17 12.8351965),(18 12.910522),(19 12.93745),(20 13.038892),(21 13.2640085),(22 13.323548),(23 13.308698),(24 13.322065),(25 13.403578),(26 13.259466),(27 13.549985),(28 13.640301),(29 13.778501),(30 13.709887),(31 13.807854),(32 13.867981),(33 14.0628395),(34 13.885619),(35 13.81474),(36 13.836514),(37 13.9013605),(38 13.828177),(39 13.943922),(40 13.906057),(41 14.026847),(42 13.971927),(43 13.833785),(44 13.953586),(45 13.9492855),(46 13.932744),(47 14.175748),(48 13.787396),(49 13.932854),(50 13.837887),(51 13.963734),(52 13.763865),(53 13.696142),(54 13.766729),(55 13.554058),(56 13.674632),(57 13.43737),(58 13.387302),(59 13.39568),(60 13.1846075),(61 13.205529),(62 13.182497),(63 13.196114),(64 13.101342),(65 13.054174),(66 13.139709),(67 13.108376),(68 13.057181),(69 13.196678),(70 13.137009),(71 12.969337),(72 13.054641),(73 13.123599),(74 12.963012),(75 12.928094),(76 12.947645),(77 12.923798),(78 12.911326),(79 13.003965),
(1 10.524697),(2 10.916123),(3 11.719169),(4 11.730222),(5 11.914906),(6 12.116748),(7 12.243414),(8 12.398599),(9 12.464974),(10 12.663634),(11 12.611221),(12 12.727964),(13 12.576463),(14 12.813883),(15 12.994061),(16 12.935364),(17 12.9457655),(18 13.257761),(19 13.430449),(20 13.370111),(21 13.386724),(22 13.444555),(23 13.324697),(24 13.258389),(25 13.429791),(26 13.523848),(27 13.587225),(28 14.045579),(29 13.769039),(30 13.756433),(31 13.937893),(32 13.892604),(33 13.997533),(34 13.895279),(35 13.894613),(36 13.906203),(37 13.846803),(38 13.961097),(39 14.039119),(40 14.151217),(41 14.139684),(42 14.171225),(43 14.098893),(44 14.086001),(45 14.016775),(46 13.9611),(47 14.075496),(48 13.911785),(49 13.759695),(50 13.86032),(51 13.782869),(52 13.727279),(53 13.655619),(54 13.585214),(55 13.570558),(56 13.583966),(57 13.491286),(58 13.329591),(59 13.403548),(60 13.212075),(61 13.203403),(62 13.157041),(63 13.069815),(64 13.016294),(65 13.05926),(66 13.239556),(67 13.23231),(68 13.097685),(69 12.854948),(70 13.131436),(71 13.0874605),(72 12.946837),(73 13.031634),(74 13.087326),(75 13.067098),(76 13.147296),(77 13.143837),(78 13.06789),(79 13.290893),
(1 10.430346),(2 10.962812),(3 11.703292),(4 11.76931),(5 11.918246),(6 12.178793),(7 12.379021),(8 12.536339),(9 12.606699),(10 12.837713),(11 12.685633),(12 12.777717),(13 12.771219),(14 12.840324),(15 13.119804),(16 12.942209),(17 13.23884),(18 13.292118),(19 13.273163),(20 13.168079),(21 13.432873),(22 13.353272),(23 13.227713),(24 13.157654),(25 13.142045),(26 13.509611),(27 13.576959),(28 13.686988),(29 13.853043),(30 13.759398),(31 13.991005),(32 13.902504),(33 13.698274),(34 13.77043),(35 13.779746),(36 13.78426),(37 13.688726),(38 13.775488),(39 13.805785),(40 13.925648),(41 14.090434),(42 14.082145),(43 14.034701),(44 14.158147),(45 14.116024),(46 14.070454),(47 14.115086),(48 13.971176),(49 13.968134),(50 14.027031),(51 14.025423),(52 13.8767185),(53 13.699386),(54 13.739663),(55 13.675964),(56 13.712307),(57 13.696441),(58 13.626483),(59 13.53154),(60 13.587167),(61 13.463748),(62 13.352129),(63 13.220546),(64 13.266267),(65 13.174457),(66 13.27527),(67 13.204424),(68 13.26089),(69 13.196346),(70 13.144844),(71 13.19723),(72 13.056832),(73 13.150926),(74 13.181663),(75 13.134844),(76 13.270545),(77 13.157875),(78 13.1397505),(79 13.3284445),
(1 10.728487),(2 11.381555),(3 12.113404),(4 12.251353),(5 12.268951),(6 12.453741),(7 12.627258),(8 12.845955),(9 13.084847),(10 13.124766),(11 13.176974),(12 12.973729),(13 13.111725),(14 13.116615),(15 13.316373),(16 13.206301),(17 13.490519),(18 13.491207),(19 13.692476),(20 13.628654),(21 13.498506),(22 13.59656),(23 13.72388),(24 13.728038),(25 13.701585),(26 13.818285),(27 13.998955),(28 14.101215),(29 14.170066),(30 14.153189),(31 14.15016),(32 14.193035),(33 14.304213),(34 14.206301),(35 14.323267),(36 14.326751),(37 14.260418),(38 14.262979),(39 14.4166975),(40 14.526842),(41 14.539928),(42 14.49687),(43 14.579061),(44 14.520375),(45 14.582497),(46 14.52565),(47 14.378927),(48 14.440127),(49 14.416546),(50 14.431173),(51 14.361563),(52 14.289833),(53 14.059669),(54 14.211464),(55 14.1807375),(56 14.231516),(57 14.031228),(58 13.929198),(59 13.948549),(60 13.874233),(61 13.873656),(62 13.759008),(63 13.803661),(64 13.663688),(65 13.546739),(66 13.575121),(67 13.605013),(68 13.6565),(69 13.8249035),(70 13.596391),(71 13.530477),(72 13.375927),(73 13.213791),(74 13.290832),(75 13.520874),(76 13.717204),(77 13.645074),(78 13.447434),(79 13.529965),
(1 10.545183),(2 11.201687),(3 11.671153),(4 11.94854),(5 11.994376),(6 12.223298),(7 12.441322),(8 12.604707),(9 12.630723),(10 12.7830925),(11 12.737203),(12 12.781065),(13 12.967984),(14 13.283156),(15 13.34518),(16 13.3356495),(17 13.207652),(18 13.292104),(19 13.500053),(20 13.536084),(21 13.407716),(22 13.521444),(23 13.483451),(24 13.618543),(25 13.436078),(26 13.674207),(27 14.010922),(28 13.964279),(29 14.191695),(30 14.076999),(31 14.313676),(32 14.162071),(33 14.200481),(34 14.065533),(35 14.3743),(36 14.178758),(37 14.338154),(38 14.298608),(39 14.274973),(40 14.352939),(41 14.361741),(42 14.384399),(43 14.282881),(44 14.16233),(45 14.3427305),(46 14.217556),(47 14.179328),(48 14.123934),(49 14.036761),(50 13.991478),(51 13.967795),(52 13.842004),(53 13.775289),(54 13.633966),(55 13.7686405),(56 13.624213),(57 13.540311),(58 13.486883),(59 13.49096),(60 13.475304),(61 13.423614),(62 13.421825),(63 13.355639),(64 13.262955),(65 13.276921),(66 13.321119),(67 13.13984),(68 13.230663),(69 13.299823),(70 13.315866),(71 13.379911),(72 13.276507),(73 13.21867),(74 13.092844),(75 13.2668495),(76 13.191431),(77 13.101615),(78 13.079963),(79 13.174287),
(1 10.242861),(2 10.965307),(3 11.532754),(4 11.71874),(5 11.794394),(6 11.825859),(7 12.05863),(8 12.158573),(9 12.301029),(10 12.273137),(11 12.495116),(12 12.34283),(13 12.604024),(14 12.685614),(15 12.810705),(16 12.873292),(17 12.865331),(18 12.923799),(19 12.944804),(20 12.922423),(21 12.947108),(22 13.035985),(23 13.054044),(24 13.021709),(25 13.038885),(26 13.355002),(27 13.513673),(28 13.6375),(29 13.819658),(30 13.910334),(31 13.979059),(32 13.909263),(33 13.938223),(34 14.034865),(35 13.785964),(36 13.928107),(37 13.857746),(38 13.965422),(39 14.0047245),(40 14.120912),(41 14.078259),(42 13.96936),(43 14.027284),(44 13.997268),(45 14.148664),(46 14.044955),(47 14.070307),(48 13.877778),(49 13.81676),(50 13.826983),(51 13.896771),(52 13.788676),(53 13.656097),(54 13.774418),(55 13.518143),(56 13.50666),(57 13.468789),(58 13.520391),(59 13.429659),(60 13.467408),(61 13.361756),(62 13.199731),(63 13.263991),(64 13.18873),(65 13.276437),(66 13.147659),(67 13.151457),(68 13.046706),(69 13.030406),(70 13.080622),(71 13.105608),(72 13.216589),(73 13.098216),(74 12.910146),(75 13.174984),(76 12.911082),(77 13.0487795),(78 13.184196),(79 13.019086),
(1 10.678664),(2 11.146505),(3 11.734342),(4 11.949109),(5 12.256893),(6 12.312424),(7 12.472146),(8 12.511946),(9 12.5130625),(10 12.652963),(11 12.63454),(12 12.689264),(13 13.084688),(14 13.059261),(15 13.262101),(16 13.327696),(17 13.203314),(18 13.428742),(19 13.353463),(20 13.57515),(21 13.49535),(22 13.475532),(23 13.364168),(24 13.505929),(25 13.606525),(26 13.621821),(27 13.872558),(28 13.983613),(29 14.016913),(30 14.164666),(31 14.071565),(32 14.161408),(33 14.266896),(34 14.286014),(35 14.212745),(36 14.12302),(37 14.376313),(38 14.397869),(39 14.422174),(40 14.452607),(41 14.2935505),(42 14.42179),(43 14.379944),(44 14.335298),(45 14.533292),(46 14.3131485),(47 14.379273),(48 14.098302),(49 14.076061),(50 14.2053995),(51 14.220196),(52 14.285658),(53 14.088616),(54 13.864007),(55 13.883886),(56 13.952592),(57 13.754626),(58 13.706077),(59 13.668491),(60 13.662655),(61 13.640297),(62 13.385237),(63 13.498521),(64 13.418345),(65 13.448076),(66 13.456084),(67 13.583032),(68 13.458562),(69 13.559203),(70 13.500376),(71 13.436227),(72 13.36123),(73 13.472163),(74 13.477379),(75 13.493936),(76 13.544083),(77 13.396806),(78 13.406906),(79 13.626395),
(1 10.536685),(2 10.936826),(3 11.574832),(4 11.659357),(5 11.887413),(6 12.0628),(7 12.207785),(8 12.525142),(9 12.528518),(10 12.71082),(11 12.652298),(12 12.758249),(13 12.8065195),(14 12.995724),(15 13.084521),(16 13.221619),(17 13.210305),(18 13.5547905),(19 13.451359),(20 13.501886),(21 13.457758),(22 13.526495),(23 13.58968),(24 13.565685),(25 13.5966625),(26 13.708729),(27 13.903228),(28 14.065654),(29 14.171226),(30 14.001213),(31 14.113813),(32 14.0153885),(33 13.90973),(34 13.968177),(35 13.961021),(36 13.738686),(37 13.847582),(38 13.918986),(39 13.98917),(40 14.166719),(41 14.2042675),(42 14.120236),(43 14.076169),(44 14.095158),(45 14.049351),(46 14.03032),(47 13.957991),(48 13.780676),(49 13.824884),(50 13.795555),(51 13.728987),(52 13.713668),(53 13.626341),(54 13.5555),(55 13.414642),(56 13.417415),(57 13.281757),(58 13.300605),(59 13.295312),(60 13.2130375),(61 13.22261),(62 13.036767),(63 12.997823),(64 13.102649),(65 13.191285),(66 13.151741),(67 13.061047),(68 13.057194),(69 13.073403),(70 13.098419),(71 13.099057),(72 12.931093),(73 13.120418),(74 12.974225),(75 13.169808),(76 13.12823),(77 13.086617),(78 13.171845),(79 13.339451),
(1 10.56782),(2 10.979627),(3 11.587324),(4 11.740895),(5 12.007419),(6 12.178255),(7 12.448757),(8 12.678066),(9 12.649733),(10 12.580678),(11 12.668387),(12 12.670544),(13 12.657964),(14 12.840595),(15 12.86553),(16 12.827685),(17 12.880649),(18 13.055784),(19 12.973819),(20 13.088406),(21 13.064087),(22 13.205175),(23 13.345955),(24 13.243752),(25 13.295423),(26 13.478834),(27 13.642752),(28 13.6089945),(29 13.808187),(30 13.742472),(31 13.77556),(32 13.734168),(33 13.817704),(34 13.852689),(35 13.789351),(36 13.851249),(37 13.870187),(38 13.786611),(39 13.99452),(40 14.155517),(41 14.138115),(42 14.089156),(43 14.060911),(44 14.021432),(45 13.905228),(46 14.098458),(47 14.122763),(48 13.862587),(49 13.874056),(50 13.831136),(51 14.121095),(52 13.846931),(53 13.776471),(54 13.716686),(55 13.814827),(56 13.627919),(57 13.404547),(58 13.459204),(59 13.493589),(60 13.45588),(61 13.432712),(62 13.316397),(63 13.323223),(64 13.249481),(65 13.331788),(66 13.359795),(67 13.051289),(68 13.176662),(69 13.172921),(70 13.26009),(71 13.175703),(72 13.056854),(73 13.210675),(74 12.972037),(75 13.204393),(76 13.196381),(77 13.324001),(78 13.23735),(79 13.379673),
