1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 1781.3717),(2 6469.979),(3 14291.665),(4 22687.867),(5 36052.027),(6 54692.527),(7 81074.42),(8 113658.31),(9 155979.66),(10 210576.17),(11 317795.66),(12 514307.5),(13 990929),(14 1784386.4),(15 3090161.3),(16 5088040.5),(17 8569477),(18 13225075),(19 18873368),(20 24741262),(21 31474496),(22 39689252),(23 49206080),(24 60519840),(25 71180870),(26 86365540),(27 100746300),(28 123838230),(29 153431650),(30 198944430),(31 257415890),(32 341142820),(33 454972670),(34 595451200),(35 743094500),(36 908123460),(37 1107271600),(38 1350395300),(39 1565279400),(40 1820911200),(41 2120824200),(42 2420022500),(43 2741758700),(44 2910555400),(45 3131723500),(46 3386580200),(47 3586995000),(48 3544717300),(49 3558694700),(50 3739826000),(51 3916256500),(52 3830764800),(53 3779201800),(54 3789086500),(55 3711985400),(56 3560582400),(57 3458592800),(58 3386227700),(59 3231998000),(60 2999165000),(61 2794754300),(62 2683711700),(63 2704933600),(64 2832224300),(65 3053596700),(66 3394991000),(67 3805266700),(68 4069658600),(69 3973424000),(70 3858304800),(71 3789004000),(72 3544251400),(73 3294595800),(74 3239741200),(75 3276938500),(76 3311458600),(77 3308824300),(78 3176915000),(79 3114660600),
(1 5.8363256),(2 14.4127),(3 21.948143),(4 26.705978),(5 34.40745),(6 39.399208),(7 42.800514),(8 47.97422),(9 59.987656),(10 63.15757),(11 68.92218),(12 77.031136),(13 86.707214),(14 86.72482),(15 95.54452),(16 106.35752),(17 113.84534),(18 117.442635),(19 126.84307),(20 129.70615),(21 132.37154),(22 135.05101),(23 138.61452),(24 142.64806),(25 149.79745),(26 153.9981),(27 163.97134),(28 173.39578),(29 187.14932),(30 197.66096),(31 209.87056),(32 228.59721),(33 233.42418),(34 243.25838),(35 249.2697),(36 256.39456),(37 261.58557),(38 267.624),(39 282.40195),(40 288.91165),(41 299.66083),(42 302.20197),(43 302.31116),(44 303.55038),(45 302.70862),(46 306.2179),(47 303.31808),(48 317.6034),(49 316.68558),(50 322.23798),(51 328.55737),(52 337.8047),(53 349.1717),(54 348.2923),(55 364.82898),(56 373.745),(57 373.6226),(58 377.08243),(59 382.7551),(60 378.59332),(61 373.89),(62 377.0296),(63 377.55734),(64 375.26254),(65 376.1957),(66 391.06985),(67 398.32065),(68 394.44437),(69 401.4124),(70 401.28537),(71 405.9627),(72 396.4474),(73 411.69186),(74 411.71875),(75 419.90906),(76 412.04007),(77 414.49713),(78 422.0386),(79 426.32983),
(1 5.678172),(2 14.160144),(3 21.751375),(4 26.573141),(5 33.864132),(6 38.97878),(7 42.338657),(8 47.24205),(9 58.102997),(10 62.28157),(11 68.730934),(12 77.38952),(13 86.15663),(14 90.421036),(15 98.61612),(16 109.635155),(17 117.1447),(18 123.06982),(19 130.61105),(20 134.54424),(21 139.76686),(22 143.05058),(23 147.29008),(24 149.9646),(25 156.98125),(26 154.96431),(27 164.3995),(28 168.91727),(29 185.7784),(30 195.35135),(31 207.80905),(32 225.93083),(33 230.66794),(34 240.97462),(35 249.17346),(36 256.73154),(37 265.5941),(38 276.0468),(39 287.69284),(40 298.44708),(41 298.53763),(42 302.46722),(43 302.5474),(44 307.16794),(45 309.9079),(46 308.30862),(47 316.4415),(48 324.37283),(49 322.11563),(50 327.7299),(51 340.77277),(52 349.16052),(53 364.0332),(54 370.07825),(55 389.22675),(56 394.0276),(57 385.98785),(58 388.84702),(59 387.0879),(60 383.2679),(61 380.86505),(62 387.2217),(63 383.3054),(64 387.98322),(65 382.57755),(66 394.82727),(67 407.42932),(68 416.99652),(69 407.2694),(70 413.68463),(71 414.60416),(72 411.06085),(73 419.27863),(74 433.64606),(75 429.1583),(76 435.93442),(77 427.2035),(78 437.8331),(79 436.4906),
(1 5.683781),(2 14.084758),(3 21.472483),(4 26.263517),(5 34.32912),(6 38.91262),(7 43.220207),(8 48.489353),(9 59.317932),(10 63.91545),(11 70.16878),(12 78.611916),(13 88.39212),(14 93.11784),(15 101.17661),(16 109.61159),(17 117.81573),(18 123.48066),(19 130.26367),(20 134.8052),(21 138.8761),(22 142.71204),(23 145.53204),(24 146.58344),(25 151.71935),(26 154.5419),(27 162.43547),(28 166.95366),(29 180.26913),(30 190.2616),(31 203.76964),(32 216.64503),(33 225.71762),(34 232.13866),(35 236.69228),(36 247.22699),(37 261.87),(38 267.35703),(39 280.46487),(40 298.70282),(41 301.28705),(42 303.5706),(43 306.58893),(44 310.77603),(45 310.61856),(46 309.21057),(47 315.39093),(48 317.0784),(49 317.07947),(50 317.60623),(51 336.77518),(52 350.4217),(53 364.58124),(54 376.56042),(55 399.08945),(56 400.94354),(57 393.83936),(58 399.96753),(59 396.1736),(60 388.7706),(61 382.59927),(62 383.97723),(63 382.76752),(64 391.78418),(65 392.48947),(66 392.13956),(67 409.3051),(68 410.787),(69 398.54935),(70 405.4934),(71 408.51242),(72 405.19785),(73 429.54852),(74 439.32834),(75 439.95325),(76 441.16876),(77 450.86954),(78 444.71603),(79 441.77145),
(1 5.7564173),(2 14.718869),(3 22.549458),(4 27.918226),(5 36.013496),(6 40.95799),(7 45.480564),(8 51.214684),(9 59.600475),(10 63.838078),(11 70.00376),(12 78.29096),(13 87.206795),(14 92.48589),(15 99.79489),(16 105.96826),(17 113.52821),(18 117.35207),(19 122.24333),(20 129.27982),(21 136.55591),(22 141.61223),(23 146.01949),(24 146.27008),(25 153.3183),(26 156.04692),(27 161.97493),(28 166.44298),(29 181.84337),(30 196.45215),(31 206.50328),(32 221.02748),(33 228.08734),(34 236.83893),(35 240.35756),(36 247.26537),(37 258.67102),(38 266.2897),(39 285.6099),(40 289.1254),(41 295.71063),(42 301.82602),(43 307.8814),(44 306.1218),(45 310.50366),(46 314.07935),(47 313.60907),(48 321.0793),(49 320.93607),(50 331.07605),(51 343.56277),(52 361.44025),(53 375.62918),(54 383.3965),(55 403.82608),(56 408.94974),(57 398.5425),(58 410.57364),(59 411.99188),(60 405.7423),(61 408.69104),(62 407.84778),(63 407.2596),(64 416.4471),(65 404.7044),(66 413.45093),(67 418.13092),(68 423.35272),(69 408.93195),(70 414.97534),(71 412.55466),(72 421.1684),(73 422.53583),(74 439.08545),(75 450.60294),(76 447.60425),(77 446.13486),(78 457.15884),(79 459.12363),
(1 5.5936823),(2 14.206644),(3 21.58914),(4 26.06619),(5 33.293556),(6 38.212044),(7 43.149887),(8 48.85579),(9 57.534428),(10 62.529892),(11 69.2129),(12 76.88704),(13 85.453354),(14 91.74991),(15 99.51775),(16 105.443375),(17 115.39197),(18 119.72397),(19 128.29472),(20 133.44998),(21 139.82678),(22 141.5245),(23 145.52185),(24 143.81474),(25 151.2847),(26 152.61102),(27 160.0017),(28 164.9476),(29 180.92725),(30 194.85095),(31 203.10037),(32 216.71303),(33 226.36133),(34 230.63243),(35 232.89885),(36 237.44301),(37 247.02567),(38 255.22183),(39 275.51178),(40 283.70972),(41 290.56146),(42 299.38516),(43 293.74133),(44 296.11386),(45 300.06314),(46 298.06128),(47 298.32678),(48 298.97876),(49 305.41708),(50 305.21268),(51 318.86353),(52 324.4279),(53 340.37262),(54 346.03723),(55 359.0243),(56 359.27252),(57 360.24747),(58 363.94208),(59 363.79706),(60 362.02094),(61 359.81168),(62 362.5417),(63 363.21765),(64 368.7706),(65 368.98203),(66 376.8247),(67 380.16846),(68 376.35388),(69 371.78928),(70 379.3143),(71 375.00937),(72 376.4591),(73 385.72256),(74 401.0632),(75 389.20782),(76 402.2423),(77 399.61475),(78 414.20215),(79 416.5195),
(1 5.6938314),(2 14.532222),(3 22.468182),(4 26.998583),(5 34.318768),(6 38.852425),(7 43.09294),(8 48.23255),(9 57.641888),(10 61.987846),(11 67.601585),(12 74.56049),(13 84.030136),(14 90.6561),(15 96.53793),(16 103.74735),(17 112.03898),(18 117.08069),(19 122.02633),(20 128.91261),(21 133.30116),(22 136.35947),(23 139.38046),(24 138.52776),(25 145.41443),(26 148.42467),(27 156.40982),(28 166.21228),(29 181.4349),(30 190.61238),(31 201.59804),(32 210.50905),(33 220.66016),(34 224.47519),(35 226.19983),(36 231.78558),(37 241.90343),(38 244.4757),(39 255.2901),(40 268.13745),(41 271.773),(42 274.20535),(43 279.85245),(44 281.26715),(45 283.0068),(46 281.11923),(47 287.91522),(48 295.2496),(49 305.50232),(50 305.10623),(51 323.22525),(52 337.49484),(53 343.4064),(54 351.07184),(55 369.663),(56 368.7242),(57 360.606),(58 361.6735),(59 355.1619),(60 349.0025),(61 352.9061),(62 346.38293),(63 346.50058),(64 352.47333),(65 354.99875),(66 359.56158),(67 361.13406),(68 363.27768),(69 360.86185),(70 363.68527),(71 358.8682),(72 361.67667),(73 375.35065),(74 387.82477),(75 387.40118),(76 395.348),(77 396.77502),(78 403.8869),(79 405.4349),
(1 5.535922),(2 13.850534),(3 20.966715),(4 25.498909),(5 32.790295),(6 38.131275),(7 42.620384),(8 47.704067),(9 57.186615),(10 63.331524),(11 69.45562),(12 76.44224),(13 86.704575),(14 92.00751),(15 98.25093),(16 103.073265),(17 112.13454),(18 116.74573),(19 121.02334),(20 128.34378),(21 135.22037),(22 139.60837),(23 140.16434),(24 142.97458),(25 151.31474),(26 151.7327),(27 159.09358),(28 172.1445),(29 183.28886),(30 192.66208),(31 207.59236),(32 220.77092),(33 227.96939),(34 233.74377),(35 232.35635),(36 239.14973),(37 247.36313),(38 252.07602),(39 261.7418),(40 280.22504),(41 288.23468),(42 294.981),(43 296.28528),(44 302.0742),(45 296.42462),(46 292.68906),(47 290.97452),(48 297.11987),(49 301.39722),(50 306.1211),(51 320.50473),(52 337.70596),(53 355.4361),(54 364.7191),(55 381.6691),(56 386.63446),(57 383.32733),(58 390.46838),(59 382.15732),(60 379.59576),(61 377.9722),(62 385.3928),(63 380.15356),(64 391.65106),(65 390.6237),(66 388.24396),(67 403.1232),(68 400.44562),(69 389.5897),(70 401.20364),(71 403.46503),(72 404.21466),(73 403.55963),(74 422.31488),(75 429.77725),(76 429.86807),(77 418.59113),(78 425.24762),(79 421.4292),
(1 5.518077),(2 13.817097),(3 21.297197),(4 25.829557),(5 32.74228),(6 37.765163),(7 42.36253),(8 47.115852),(9 56.16092),(10 62.4115),(11 69.5999),(12 77.369194),(13 87.66801),(14 94.59333),(15 99.241264),(16 103.80492),(17 112.03109),(18 115.24077),(19 122.30547),(20 127.846085),(21 135.4992),(22 138.48296),(23 140.24442),(24 141.63124),(25 149.51514),(26 150.10094),(27 157.8957),(28 165.00519),(29 177.24062),(30 187.90897),(31 200.52333),(32 213.89183),(33 227.73703),(34 234.652),(35 236.86496),(36 241.89493),(37 245.01146),(38 248.81454),(39 264.26877),(40 275.38455),(41 279.70108),(42 289.94806),(43 296.86472),(44 299.6092),(45 297.83435),(46 300.5903),(47 300.7965),(48 309.72107),(49 313.18375),(50 316.6095),(51 333.3098),(52 357.44235),(53 370.1978),(54 380.43997),(55 401.68457),(56 396.81396),(57 379.1829),(58 392.91086),(59 385.31256),(60 381.02417),(61 383.8186),(62 387.74335),(63 380.7114),(64 387.58972),(65 390.2427),(66 387.86777),(67 406.10776),(68 405.98083),(69 405.04623),(70 402.59808),(71 406.27225),(72 398.91342),(73 407.80423),(74 417.81668),(75 422.12125),(76 424.15475),(77 419.06467),(78 426.2841),(79 425.15952),
(1 5.553472),(2 14.219542),(3 21.786518),(4 26.339647),(5 33.08549),(6 38.19547),(7 42.127956),(8 46.549953),(9 55.263298),(10 60.535084),(11 67.50822),(12 74.5168),(13 83.77374),(14 90.20403),(15 94.52443),(16 100.77405),(17 109.499855),(18 114.57059),(19 120.84116),(20 126.47575),(21 130.62927),(22 133.72485),(23 136.26073),(24 138.01208),(25 144.63535),(26 146.63104),(27 153.90578),(28 161.7114),(29 177.02261),(30 184.63766),(31 197.01608),(32 210.52275),(33 221.83995),(34 224.20862),(35 229.1213),(36 238.0572),(37 240.06483),(38 245.19496),(39 257.662),(40 270.0299),(41 275.7683),(42 286.9475),(43 290.80008),(44 290.69513),(45 290.1493),(46 292.86356),(47 295.93997),(48 300.2614),(49 305.45148),(50 312.8683),(51 327.23288),(52 342.3628),(53 361.1479),(54 368.739),(55 393.4531),(56 394.1533),(57 395.77585),(58 400.05795),(59 395.6711),(60 389.7874),(61 387.32556),(62 387.74606),(63 380.31235),(64 378.68417),(65 386.59097),(66 389.00214),(67 402.77628),(68 404.3091),(69 404.79266),(70 400.3938),(71 410.78085),(72 397.59198),(73 413.8175),(74 427.1692),(75 429.89142),(76 431.36255),(77 432.8332),(78 445.3142),(79 447.33597),
(1 5.5943546),(2 14.449835),(3 21.856312),(4 26.442623),(5 32.965206),(6 37.795284),(7 42.244778),(8 46.75182),(9 54.560543),(10 60.23959),(11 65.00395),(12 70.15923),(13 79.46338),(14 84.61447),(15 89.16853),(16 94.983986),(17 105.08868),(18 112.01654),(19 117.588326),(20 123.820045),(21 131.0967),(22 131.66426),(23 133.06569),(24 135.81606),(25 142.85817),(26 143.9027),(27 150.13326),(28 156.50385),(29 172.53151),(30 180.55762),(31 192.54504),(32 205.99539),(33 214.95375),(34 224.05989),(35 229.39232),(36 232.98938),(37 232.95616),(38 238.03654),(39 255.5552),(40 268.83847),(41 272.32678),(42 284.5544),(43 288.27734),(44 287.88385),(45 287.89044),(46 287.57227),(47 284.45642),(48 287.9703),(49 290.90988),(50 294.65552),(51 307.01984),(52 318.38034),(53 334.33282),(54 342.65527),(55 364.33768),(56 364.10788),(57 361.64166),(58 373.41367),(59 362.92496),(60 360.01892),(61 359.33795),(62 362.22522),(63 362.15585),(64 372.437),(65 363.81714),(66 372.72263),(67 388.19357),(68 387.16553),(69 382.23706),(70 389.78647),(71 391.57437),(72 385.86978),(73 389.0154),(74 408.7257),(75 406.87186),(76 412.39307),(77 412.44098),(78 429.56488),(79 431.48807),
(1 5.7436643),(2 14.608804),(3 22.179773),(4 26.767645),(5 33.098835),(6 37.32055),(7 41.528053),(8 45.399624),(9 53.134487),(10 58.678616),(11 64.44817),(12 71.04949),(13 79.59985),(14 86.41795),(15 91.33073),(16 98.67819),(17 107.477295),(18 114.53652),(19 119.143394),(20 124.66404),(21 130.36732),(22 132.22343),(23 135.21327),(24 136.58807),(25 142.92444),(26 145.02731),(27 147.68985),(28 154.65508),(29 171.92986),(30 180.24147),(31 191.81776),(32 201.8385),(33 213.4484),(34 218.88086),(35 222.49768),(36 226.29749),(37 231.25357),(38 238.58032),(39 253.49107),(40 263.6899),(41 268.44916),(42 272.84976),(43 277.05423),(44 277.81653),(45 276.76437),(46 277.22247),(47 278.77234),(48 286.9078),(49 286.5214),(50 290.921),(51 305.71326),(52 319.5186),(53 334.06946),(54 346.82233),(55 373.94055),(56 366.5282),(57 363.0354),(58 374.1516),(59 372.56992),(60 363.05774),(61 367.9583),(62 367.3129),(63 362.83932),(64 374.13196),(65 375.8044),(66 376.73953),(67 386.1131),(68 395.87183),(69 391.68018),(70 387.94873),(71 391.6879),(72 394.48825),(73 400.31036),(74 412.4947),(75 419.19064),(76 421.3159),(77 413.18332),(78 427.85312),(79 428.80908),
(1 5.529716),(2 13.992242),(3 21.643929),(4 26.569525),(5 33.29835),(6 37.479836),(7 42.19111),(8 46.626728),(9 55.77847),(10 60.84869),(11 68.144806),(12 74.41372),(13 83.50402),(14 88.175964),(15 93.75493),(16 100.256325),(17 109.57852),(18 118.03563),(19 125.88079),(20 132.7934),(21 139.5901),(22 142.53348),(23 142.94905),(24 143.24219),(25 149.52315),(26 149.66005),(27 156.63307),(28 169.3828),(29 179.80615),(30 189.72893),(31 204.6732),(32 208.87616),(33 222.54926),(34 225.93454),(35 230.67555),(36 232.00853),(37 241.63126),(38 242.78934),(39 254.74934),(40 265.11127),(41 271.83957),(42 279.4578),(43 279.8955),(44 282.90787),(45 288.4328),(46 290.02957),(47 290.30914),(48 297.33316),(49 304.03973),(50 306.98044),(51 316.4792),(52 334.98602),(53 344.00568),(54 353.40778),(55 379.2374),(56 376.49872),(57 373.0076),(58 381.2382),(59 378.6626),(60 376.10693),(61 373.21036),(62 380.4411),(63 371.415),(64 377.2233),(65 382.88406),(66 384.4324),(67 395.2991),(68 396.17868),(69 389.3911),(70 386.57782),(71 387.89493),(72 387.44385),(73 392.2825),(74 411.4271),(75 413.08127),(76 418.132),(77 421.04333),(78 432.05508),(79 432.39185),
(1 5.421418),(2 13.829634),(3 21.547995),(4 26.089533),(5 32.741795),(6 36.879158),(7 41.03063),(8 45.09603),(9 54.063545),(10 58.304256),(11 64.967575),(12 70.77321),(13 79.94795),(14 83.67234),(15 87.99889),(16 94.44551),(17 102.60819),(18 107.569626),(19 112.881256),(20 116.358215),(21 121.52722),(22 123.59793),(23 124.33017),(24 126.866745),(25 133.241),(26 135.06966),(27 143.35599),(28 155.7984),(29 167.26216),(30 177.87479),(31 194.02559),(32 201.54054),(33 210.0478),(34 219.68225),(35 224.6237),(36 222.86115),(37 236.37856),(38 236.94354),(39 251.49123),(40 262.6663),(41 268.19815),(42 272.8102),(43 274.18246),(44 272.64883),(45 270.79507),(46 274.511),(47 276.66522),(48 286.58633),(49 290.61633),(50 303.81604),(51 321.46097),(52 324.37555),(53 336.43686),(54 340.04425),(55 353.64645),(56 351.82297),(57 348.01318),(58 357.1139),(59 358.02628),(60 350.68317),(61 352.99277),(62 358.89368),(63 353.1584),(64 358.46722),(65 364.99493),(66 370.23752),(67 379.46628),(68 376.48044),(69 376.1093),(70 371.64148),(71 368.43567),(72 366.25412),(73 380.80154),(74 389.71136),(75 392.84598),(76 400.84955),(77 396.03595),(78 398.73254),(79 395.285),
(1 5.4975953),(2 13.5490885),(3 20.687742),(4 25.327486),(5 32.06381),(6 36.536663),(7 41.363884),(8 46.46224),(9 55.762966),(10 59.777542),(11 66.50679),(12 72.46541),(13 80.73231),(14 84.7527),(15 88.970055),(16 94.73335),(17 102.71811),(18 108.68409),(19 115.06982),(20 119.55891),(21 127.07694),(22 129.73952),(23 132.80872),(24 137.00244),(25 141.07343),(26 141.36537),(27 148.45168),(28 160.53288),(29 172.25505),(30 183.06978),(31 200.27942),(32 205.53159),(33 215.73538),(34 222.50458),(35 227.09882),(36 229.75853),(37 244.40912),(38 247.08049),(39 261.46957),(40 278.32648),(41 280.3243),(42 282.2051),(43 282.12057),(44 281.36877),(45 280.77945),(46 280.40027),(47 285.24146),(48 292.00272),(49 299.1372),(50 310.1103),(51 325.13306),(52 343.4195),(53 361.60287),(54 363.88773),(55 379.72534),(56 378.29422),(57 370.88),(58 368.9578),(59 361.8215),(60 362.55386),(61 360.0132),(62 363.9192),(63 356.42484),(64 371.14697),(65 373.18088),(66 378.21484),(67 388.20004),(68 394.07635),(69 386.27673),(70 386.0873),(71 388.16147),(72 387.0773),(73 394.77487),(74 401.34622),(75 401.93097),(76 407.09567),(77 401.56067),(78 407.58868),(79 407.96243),
(1 5.379384),(2 13.154846),(3 20.053257),(4 24.615181),(5 31.049435),(6 34.956673),(7 39.016247),(8 43.894634),(9 52.814083),(10 56.31055),(11 63.881042),(12 70.95771),(13 77.55192),(14 82.969894),(15 87.42706),(16 93.38566),(17 99.02247),(18 104.80062),(19 110.85717),(20 116.367714),(21 120.50169),(22 124.918015),(23 128.51237),(24 131.50098),(25 135.62874),(26 137.40211),(27 143.70164),(28 153.93742),(29 161.21164),(30 171.32831),(31 186.66171),(32 197.07423),(33 205.7324),(34 218.67943),(35 221.45546),(36 226.4045),(37 238.30275),(38 244.18793),(39 256.7082),(40 273.7771),(41 274.98682),(42 278.09882),(43 275.31845),(44 279.721),(45 274.26532),(46 279.77148),(47 283.15503),(48 301.35733),(49 304.1165),(50 310.56522),(51 329.06662),(52 334.71268),(53 349.45117),(54 354.07056),(55 372.41068),(56 370.7722),(57 374.6163),(58 379.6094),(59 380.25638),(60 375.30295),(61 374.2739),(62 378.92392),(63 373.25296),(64 385.3843),(65 381.3117),(66 389.59717),(67 402.877),(68 399.50366),(69 395.02063),(70 396.63354),(71 400.1127),(72 404.29053),(73 413.83655),(74 428.78677),(75 426.2106),(76 427.27972),(77 422.7052),(78 432.61438),(79 430.51776),
(1 5.2727966),(2 13.327117),(3 20.31849),(4 24.290926),(5 30.576689),(6 35.035408),(7 39.284664),(8 44.54949),(9 54.428356),(10 57.52477),(11 64.24816),(12 69.073456),(13 74.51387),(14 79.476395),(15 85.720314),(16 90.83185),(17 98.26418),(18 105.364395),(19 112.182526),(20 118.655624),(21 123.84542),(22 126.118835),(23 130.85991),(24 134.33337),(25 141.253),(26 143.97339),(27 152.18814),(28 165.81215),(29 176.19508),(30 187.33318),(31 202.68954),(32 209.7632),(33 220.2182),(34 230.20435),(35 232.0995),(36 229.47517),(37 240.95662),(38 241.75926),(39 256.49548),(40 265.55365),(41 274.87848),(42 283.70734),(43 284.07187),(44 286.77063),(45 287.67407),(46 292.7982),(47 293.6207),(48 299.63144),(49 303.10175),(50 312.49902),(51 325.4405),(52 329.99457),(53 348.39148),(54 357.5637),(55 376.22366),(56 380.62067),(57 375.6329),(58 388.24298),(59 391.51962),(60 386.58408),(61 380.36972),(62 389.39044),(63 382.96765),(64 397.3804),(65 390.47577),(66 399.6691),(67 418.8151),(68 410.8372),(69 398.55536),(70 401.61282),(71 404.925),(72 399.43518),(73 404.62442),(74 425.67093),(75 426.23898),(76 431.94064),(77 436.47534),(78 451.08685),(79 454.79294),
(1 5.215512),(2 13.251421),(3 20.226353),(4 24.64392),(5 30.87178),(6 35.139862),(7 38.861683),(8 43.46277),(9 53.03805),(10 56.18339),(11 63.50108),(12 68.78755),(13 74.978096),(14 78.42235),(15 85.77797),(16 91.23281),(17 96.82477),(18 101.673935),(19 109.51788),(20 114.474724),(21 121.63643),(22 124.374306),(23 126.916565),(24 129.2409),(25 136.44518),(26 135.90593),(27 141.6107),(28 154.34119),(29 165.03743),(30 174.41605),(31 184.7485),(32 195.77174),(33 204.45943),(34 210.67827),(35 214.43599),(36 221.91508),(37 234.80917),(38 232.32094),(39 247.79886),(40 261.65356),(41 259.55005),(42 264.58505),(43 264.735),(44 266.4236),(45 273.94373),(46 272.80423),(47 277.48395),(48 287.73868),(49 282.80942),(50 292.1739),(51 310.47647),(52 322.34518),(53 337.03363),(54 359.30923),(55 373.932),(56 375.78345),(57 375.54324),(58 382.48926),(59 377.23444),(60 371.6611),(61 359.79184),(62 362.04037),(63 356.16974),(64 360.45978),(65 362.78217),(66 370.25333),(67 387.71313),(68 385.59018),(69 390.62003),(70 381.10953),(71 384.90448),(72 379.07443),(73 392.70187),(74 404.04028),(75 406.4304),(76 408.20337),(77 408.75308),(78 405.82944),(79 399.52798),
