1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 1781.3717),(2 6469.979),(3 14291.665),(4 22687.867),(5 36052.027),(6 54692.527),(7 81074.42),(8 113658.31),(9 155979.66),(10 210576.17),(11 317795.66),(12 514307.5),(13 990929),(14 1784386.4),(15 3090161.3),(16 5088040.5),(17 8569477),(18 13225075),(19 18873368),(20 24741262),(21 31474496),(22 39689252),(23 49206080),(24 60519840),(25 71180870),(26 86365540),(27 100746300),(28 123838230),(29 153431650),(30 198944430),(31 257415890),(32 341142820),(33 454972670),(34 595451200),(35 743094500),(36 908123460),(37 1107271600),(38 1350395300),(39 1565279400),(40 1820911200),(41 2120824200),(42 2420022500),(43 2741758700),(44 2910555400),(45 3131723500),(46 3386580200),(47 3586995000),(48 3544717300),(49 3558694700),(50 3739826000),(51 3916256500),(52 3830764800),(53 3779201800),(54 3789086500),(55 3711985400),(56 3560582400),(57 3458592800),(58 3386227700),(59 3231998000),(60 2999165000),(61 2794754300),(62 2683711700),(63 2704933600),(64 2832224300),(65 3053596700),(66 3394991000),(67 3805266700),(68 4069658600),(69 3973424000),(70 3858304800),(71 3789004000),(72 3544251400),(73 3294595800),(74 3239741200),(75 3276938500),(76 3311458600),(77 3308824300),(78 3176915000),(79 3114660600),
(1 6.9020066),(2 18.119926),(3 28.585981),(4 34.78751),(5 43.557774),(6 49.305725),(7 54.491787),(8 60.177334),(9 70.92896),(10 74.797935),(11 81.62686),(12 90.89333),(13 100.16495),(14 103.48682),(15 110.72727),(16 118.02215),(17 127.36062),(18 134.76126),(19 142.22519),(20 147.00204),(21 165.26625),(22 168.8132),(23 172.01566),(24 177.50581),(25 186.63585),(26 186.86464),(27 196.7639),(28 208.47395),(29 223.8806),(30 241.0871),(31 261.36127),(32 271.9811),(33 289.4687),(34 298.12805),(35 299.36304),(36 306.76114),(37 325.8471),(38 328.2015),(39 347.04596),(40 363.24548),(41 369.7517),(42 373.97076),(43 378.95624),(44 382.10156),(45 384.31573),(46 386.58786),(47 389.84036),(48 394.95135),(49 405.42538),(50 415.48846),(51 422.60712),(52 442.8241),(53 472.4706),(54 482.54016),(55 493.49457),(56 499.02264),(57 496.82193),(58 500.39532),(59 489.60864),(60 492.60257),(61 491.72397),(62 502.8126),(63 493.35052),(64 510.92908),(65 509.79538),(66 512.4755),(67 512.71234),(68 519.99884),(69 508.963),(70 519.5121),(71 516.557),(72 507.2927),(73 516.66345),(74 534.21387),(75 532.93536),(76 540.5927),(77 546.9876),(78 555.81647),(79 556.0015),
(1 6.934452),(2 18.162266),(3 27.344929),(4 32.878002),(5 40.832756),(6 46.28016),(7 51.535614),(8 58.036133),(9 69.17985),(10 72.491615),(11 80.0824),(12 91.04505),(13 100.83232),(14 103.833595),(15 112.098236),(16 121.01947),(17 131.38733),(18 135.88873),(19 146.63466),(20 155.83957),(21 169.42155),(22 170.98004),(23 175.87923),(24 181.00255),(25 185.95567),(26 187.08923),(27 200.35266),(28 214.29218),(29 225.70369),(30 238.79659),(31 258.2828),(32 265.61594),(33 279.1098),(34 288.89636),(35 295.5834),(36 301.2318),(37 326.27533),(38 331.55228),(39 352.27695),(40 363.98575),(41 372.49924),(42 375.95502),(43 381.73813),(44 382.8473),(45 389.32938),(46 392.1195),(47 398.3185),(48 402.2521),(49 407.25925),(50 412.5515),(51 427.7265),(52 442.9798),(53 473.37164),(54 476.74213),(55 488.51056),(56 491.89603),(57 492.8672),(58 485.189),(59 483.4623),(60 478.62634),(61 476.59262),(62 475.53546),(63 468.85873),(64 478.18335),(65 485.40915),(66 488.8157),(67 500.0141),(68 495.56985),(69 486.4784),(70 499.40884),(71 497.10703),(72 499.50217),(73 521.19446),(74 538.98096),(75 537.4329),(76 545.54974),(77 554.0894),(78 548.7914),(79 543.71216),
(1 6.6969423),(2 17.370188),(3 26.349545),(4 32.140007),(5 40.92347),(6 46.901592),(7 52.24321),(8 59.024384),(9 71.61867),(10 74.59921),(11 82.17899),(12 92.57314),(13 101.51834),(14 105.2073),(15 113.35941),(16 122.76602),(17 130.79851),(18 134.37057),(19 143.93861),(20 152.69133),(21 163.83693),(22 166.85146),(23 175.06589),(24 181.09917),(25 185.85475),(26 188.76262),(27 203.60524),(28 212.40802),(29 226.65945),(30 237.75702),(31 258.54395),(32 262.46548),(33 276.77097),(34 286.60236),(35 290.19855),(36 287.44086),(37 316.2027),(38 317.01343),(39 334.11218),(40 343.82385),(41 358.84985),(42 360.70792),(43 360.27356),(44 366.505),(45 373.97592),(46 376.9683),(47 379.73087),(48 392.66357),(49 402.5298),(50 409.05197),(51 415.23163),(52 429.64648),(53 454.8814),(54 455.2192),(55 471.77567),(56 477.77225),(57 471.48886),(58 476.4133),(59 473.50192),(60 475.7718),(61 476.9193),(62 474.626),(63 467.77133),(64 469.60788),(65 464.04898),(66 460.17044),(67 480.46854),(68 473.29706),(69 474.9561),(70 483.88083),(71 491.80814),(72 480.64426),(73 497.10397),(74 514.08484),(75 517.14764),(76 519.97314),(77 522.95905),(78 539.6305),(79 543.2904),
(1 6.4698453),(2 16.516674),(3 24.878872),(4 29.74963),(5 37.714207),(6 43.06298),(7 48.31441),(8 53.766087),(9 65.88554),(10 69.25007),(11 75.84131),(12 84.41019),(13 94.037094),(14 98.81363),(15 108.28469),(16 115.84789),(17 125.27976),(18 128.81024),(19 141.54341),(20 147.3705),(21 156.333),(22 161.27414),(23 169.14157),(24 174.45837),(25 180.34282),(26 182.71999),(27 194.86191),(28 201.79614),(29 215.96042),(30 223.8402),(31 246.45476),(32 253.725),(33 266.37747),(34 276.67105),(35 285.44037),(36 292.29584),(37 312.3998),(38 314.84604),(39 330.92267),(40 345.4022),(41 351.00516),(42 356.12836),(43 358.09247),(44 361.99445),(45 373.5728),(46 376.0623),(47 388.52283),(48 397.58795),(49 406.17603),(50 399.3851),(51 412.3279),(52 420.19553),(53 436.4086),(54 439.6264),(55 458.71603),(56 471.70303),(57 467.88412),(58 479.5014),(59 481.03986),(60 477.7844),(61 472.68),(62 471.8896),(63 472.67398),(64 466.78516),(65 469.23334),(66 463.56775),(67 485.46335),(68 474.94586),(69 474.5317),(70 479.18594),(71 482.77463),(72 473.92157),(73 490.1514),(74 494.1008),(75 498.69162),(76 506.40854),(77 514.2703),(78 518.60376),(79 523.87823),
(1 6.573428),(2 16.960386),(3 25.779652),(4 31.081663),(5 38.254074),(6 43.46164),(7 48.58499),(8 54.4275),(9 65.721054),(10 70.99245),(11 78.19947),(12 87.58197),(13 96.51345),(14 100.5982),(15 108.86936),(16 116.752235),(17 126.23453),(18 132.0023),(19 142.57722),(20 148.68246),(21 155.54936),(22 161.01219),(23 167.10135),(24 173.91019),(25 180.59515),(26 183.19003),(27 193.775),(28 197.84822),(29 214.63269),(30 222.44843),(31 243.4574),(32 253.31442),(33 272.50336),(34 278.23352),(35 280.26535),(36 287.64813),(37 306.0589),(38 304.92447),(39 322.98068),(40 344.39432),(41 352.48303),(42 357.08194),(43 359.20163),(44 368.80743),(45 368.60632),(46 378.73337),(47 390.7358),(48 404.60913),(49 409.1881),(50 421.73715),(51 431.76385),(52 442.54803),(53 455.0927),(54 467.56076),(55 495.25113),(56 498.81946),(57 495.6523),(58 506.69415),(59 510.0379),(60 497.97073),(61 503.76242),(62 509.99902),(63 500.156),(64 501.51697),(65 501.82416),(66 508.11487),(67 518.2814),(68 520.6977),(69 515.28296),(70 514.5905),(71 513.4116),(72 512.8801),(73 522.95886),(74 537.3382),(75 536.28046),(76 544.65674),(77 542.3685),(78 559.57385),(79 562.64166),
(1 6.6514683),(2 16.95007),(3 26.100311),(4 31.929756),(5 39.49213),(6 45.073093),(7 49.888203),(8 55.085968),(9 65.47303),(10 70.78163),(11 77.986916),(12 87.204414),(13 96.50513),(14 100.94057),(15 110.48918),(16 118.51911),(17 124.36041),(18 127.375175),(19 136.66399),(20 142.42635),(21 150.85176),(22 155.12135),(23 161.69092),(24 168.71501),(25 177.32097),(26 181.20648),(27 191.89333),(28 199.23853),(29 211.50542),(30 225.12575),(31 247.00229),(32 255.57887),(33 265.7995),(34 273.5175),(35 275.41788),(36 281.0424),(37 295.71347),(38 313.8067),(39 333.89523),(40 356.37915),(41 365.4915),(42 371.12714),(43 372.77444),(44 377.26724),(45 379.7927),(46 376.14078),(47 385.50256),(48 397.36008),(49 404.17877),(50 402.77484),(51 429.51053),(52 440.61298),(53 449.44366),(54 465.125),(55 501.08463),(56 495.4501),(57 494.47357),(58 503.84882),(59 497.37494),(60 483.87817),(61 482.48853),(62 479.89075),(63 484.47046),(64 490.75842),(65 503.16037),(66 503.29575),(67 512.2539),(68 510.74783),(69 507.0374),(70 504.65952),(71 501.11774),(72 500.43143),(73 529.58716),(74 540.61896),(75 546.275),(76 553.7251),(77 554.7425),(78 567.5066),(79 570.42584),
(1 6.5983477),(2 16.622803),(3 25.228916),(4 30.968517),(5 38.54943),(6 44.32682),(7 49.403896),(8 55.151566),(9 66.11805),(10 71.87767),(11 80.337906),(12 90.006165),(13 99.42245),(14 105.203354),(15 113.34897),(16 121.89096),(17 127.23929),(18 132.5117),(19 143.87254),(20 152.3624),(21 161.36072),(22 169.86324),(23 177.73816),(24 186.4644),(25 192.5163),(26 196.7099),(27 204.70879),(28 210.86905),(29 225.6029),(30 240.35327),(31 255.59886),(32 262.7171),(33 277.0695),(34 280.12122),(35 281.77097),(36 291.97964),(37 299.87314),(38 319.48264),(39 340.53253),(40 357.8656),(41 366.47772),(42 375.8585),(43 374.06625),(44 378.7267),(45 380.51697),(46 379.294),(47 386.8567),(48 395.99994),(49 404.78574),(50 406.8446),(51 425.02518),(52 439.66733),(53 456.67157),(54 468.15387),(55 488.21103),(56 485.7301),(57 478.86588),(58 488.04114),(59 482.51846),(60 475.1525),(61 479.82312),(62 479.324),(63 475.38956),(64 484.66214),(65 497.51938),(66 495.6185),(67 506.3262),(68 500.8637),(69 499.8827),(70 488.21075),(71 494.70224),(72 496.29044),(73 507.57388),(74 518.71576),(75 529.2923),(76 540.66077),(77 553.71936),(78 558.2698),(79 562.80817),
(1 6.405728),(2 16.069675),(3 24.720871),(4 30.648006),(5 38.581573),(6 44.59329),(7 49.97612),(8 56.115543),(9 66.5225),(10 72.90865),(11 80.70905),(12 88.99241),(13 98.39834),(14 105.866615),(15 115.178734),(16 122.44985),(17 128.1543),(18 134.19855),(19 140.48648),(20 148.25462),(21 154.90303),(22 165.09816),(23 172.09995),(24 182.12454),(25 187.06944),(26 191.24533),(27 197.73407),(28 202.94191),(29 213.5199),(30 225.3789),(31 241.35373),(32 246.67078),(33 256.8605),(34 264.0665),(35 271.26086),(36 278.75476),(37 292.04697),(38 308.21524),(39 329.37326),(40 346.76843),(41 349.13797),(42 356.68393),(43 354.30533),(44 357.8344),(45 360.0345),(46 361.88168),(47 373.6047),(48 378.2737),(49 390.76556),(50 396.59048),(51 409.2639),(52 423.6552),(53 444.01025),(54 451.8077),(55 469.48956),(56 477.0741),(57 467.554),(58 479.8328),(59 476.76895),(60 469.7029),(61 468.9174),(62 468.1792),(63 463.808),(64 460.03036),(65 464.9297),(66 469.40884),(67 482.84695),(68 479.1764),(69 477.4582),(70 475.5243),(71 482.19724),(72 471.6322),(73 481.26215),(74 493.27),(75 498.52515),(76 507.988),(77 513.9146),(78 518.2931),(79 518.7167),
(1 6.45793),(2 16.222864),(3 24.497574),(4 29.47124),(5 36.673702),(6 42.719013),(7 47.51486),(8 54.22584),(9 65.48003),(10 70.62434),(11 78.45839),(12 86.8343),(13 96.44654),(14 101.19116),(15 109.892395),(16 115.68847),(17 123.36705),(18 129.27728),(19 137.25163),(20 145.4189),(21 151.8161),(22 159.62875),(23 165.28589),(24 173.17165),(25 180.02419),(26 183.17807),(27 192.50482),(28 197.90596),(29 207.72513),(30 220.39159),(31 238.85211),(32 243.69077),(33 258.12924),(34 259.32947),(35 270.2256),(36 270.69925),(37 291.7201),(38 297.37888),(39 321.53763),(40 341.2835),(41 346.4931),(42 350.31012),(43 351.9942),(44 357.04987),(45 351.5514),(46 351.4899),(47 364.07962),(48 366.40073),(49 376.66165),(50 390.4023),(51 409.06915),(52 423.5722),(53 449.01123),(54 453.67126),(55 470.8567),(56 469.0223),(57 469.9265),(58 464.74066),(59 460.8253),(60 451.54312),(61 449.1623),(62 446.57272),(63 440.9579),(64 448.07904),(65 467.45477),(66 474.78326),(67 473.9498),(68 482.12357),(69 484.3566),(70 476.76236),(71 489.29272),(72 472.08847),(73 488.84167),(74 491.4466),(75 504.8837),(76 495.09567),(77 503.2806),(78 504.7975),(79 506.06772),
(1 6.275636),(2 15.793234),(3 23.818365),(4 28.678783),(5 36.083485),(6 42.13874),(7 47.175888),(8 53.962402),(9 65.59429),(10 69.21364),(11 75.00546),(12 83.509415),(13 92.57846),(14 95.68457),(15 104.585434),(16 110.33219),(17 116.184265),(18 122.42657),(19 130.28517),(20 138.97176),(21 146.85986),(22 153.3537),(23 159.31253),(24 164.34242),(25 171.22495),(26 172.22046),(27 181.22392),(28 184.7717),(29 195.53459),(30 203.68546),(31 221.60976),(32 228.01839),(33 244.3639),(34 252.18353),(35 259.54886),(36 261.1553),(37 276.3331),(38 284.86508),(39 300.5347),(40 317.858),(41 325.57574),(42 325.12265),(43 331.1095),(44 334.89886),(45 337.33026),(46 339.77975),(47 353.25787),(48 355.4161),(49 368.45755),(50 371.44406),(51 386.60767),(52 394.29218),(53 407.7251),(54 417.1736),(55 436.46896),(56 440.4446),(57 433.48297),(58 455.22708),(59 448.57596),(60 444.37115),(61 433.59082),(62 435.58936),(63 435.2404),(64 442.90298),(65 440.16843),(66 447.10803),(67 466.397),(68 456.5806),(69 457.60724),(70 459.67358),(71 460.33688),(72 464.70633),(73 471.38535),(74 483.82742),(75 492.34982),(76 494.43704),(77 491.14813),(78 502.73825),(79 504.47867),
(1 6.1816273),(2 15.131749),(3 22.908747),(4 27.848549),(5 34.97187),(6 40.598274),(7 45.178658),(8 51.571247),(9 63.256184),(10 68.093155),(11 73.82346),(12 83.675964),(13 94.381676),(14 97.68874),(15 107.24661),(16 114.51888),(17 121.55481),(18 126.814644),(19 132.03134),(20 139.24426),(21 147.02557),(22 154.74626),(23 161.54594),(24 164.72382),(25 170.504),(26 175.83908),(27 181.89178),(28 190.70941),(29 199.72069),(30 215.50189),(31 233.7483),(32 241.74811),(33 254.59358),(34 259.569),(35 264.68167),(36 267.83643),(37 276.66772),(38 283.68036),(39 302.90405),(40 315.85916),(41 323.6379),(42 328.55478),(43 333.91626),(44 333.1402),(45 338.5592),(46 338.33234),(47 342.89282),(48 357.3673),(49 359.49097),(50 362.31754),(51 377.86633),(52 390.83215),(53 405.7526),(54 416.8375),(55 437.7008),(56 439.39047),(57 443.8838),(58 451.24127),(59 446.55396),(60 439.4858),(61 440.53214),(62 434.98462),(63 433.5284),(64 445.60382),(65 448.41925),(66 454.09622),(67 465.27615),(68 470.1119),(69 462.24002),(70 463.7244),(71 470.34604),(72 463.60468),(73 465.5721),(74 484.15298),(75 493.59766),(76 482.98264),(77 486.34445),(78 496.62326),(79 495.9621),
(1 6.2814937),(2 15.690722),(3 23.8034),(4 28.596432),(5 35.992542),(6 41.523174),(7 45.747307),(8 51.37898),(9 63.911804),(10 68.353134),(11 74.75376),(12 85.118484),(13 95.07762),(14 99.23505),(15 109.30782),(16 118.07809),(17 126.60873),(18 129.57567),(19 134.55667),(20 139.27861),(21 148.23785),(22 151.96587),(23 159.53299),(24 167.70822),(25 172.88773),(26 174.77473),(27 182.46082),(28 192.81541),(29 201.05434),(30 215.22197),(31 235.86194),(32 244.6559),(33 251.73732),(34 261.262),(35 262.85184),(36 267.91708),(37 284.31793),(38 290.522),(39 307.40158),(40 326.01273),(41 330.78442),(42 336.6082),(43 339.55887),(44 341.60635),(45 346.36197),(46 350.40207),(47 347.89835),(48 355.42307),(49 358.76202),(50 357.0182),(51 372.8818),(52 383.41113),(53 395.7485),(54 401.10632),(55 426.90115),(56 423.2787),(57 421.42554),(58 431.94846),(59 430.0419),(60 428.98654),(61 422.96814),(62 421.59418),(63 420.32034),(64 434.74637),(65 428.44485),(66 430.85678),(67 446.942),(68 435.36243),(69 430.91736),(70 435.0678),(71 444.43597),(72 443.1449),(73 459.69925),(74 470.11923),(75 470.65616),(76 472.8911),(77 471.9966),(78 483.17087),(79 488.83844),
(1 6.2327576),(2 15.633747),(3 24.240723),(4 29.289837),(5 37.009846),(6 41.74964),(7 46.16974),(8 51.549614),(9 64.67366),(10 68.504005),(11 74.58936),(12 84.258606),(13 92.04965),(14 95.564865),(15 105.696465),(16 112.875534),(17 120.13677),(18 124.05286),(19 130.2414),(20 132.20782),(21 139.73418),(22 142.9716),(23 153.55992),(24 156.53621),(25 163.20816),(26 164.98166),(27 172.39558),(28 179.5606),(29 187.82266),(30 201.46088),(31 220.85974),(32 232.72118),(33 239.38342),(34 247.40059),(35 253.63559),(36 257.86893),(37 271.79095),(38 280.2588),(39 296.97864),(40 312.58035),(41 320.45895),(42 320.384),(43 323.89087),(44 325.6993),(45 327.6391),(46 330.24136),(47 332.42017),(48 343.142),(49 350.18475),(50 353.7826),(51 367.21),(52 382.85107),(53 398.4148),(54 405.47537),(55 423.5748),(56 425.4169),(57 419.11526),(58 422.18768),(59 421.6997),(60 416.64627),(61 412.8096),(62 416.28052),(63 411.73392),(64 417.55698),(65 420.92358),(66 417.5423),(67 435.5372),(68 433.53473),(69 431.84283),(70 428.60413),(71 444.9027),(72 443.2288),(73 452.90677),(74 465.10852),(75 473.52722),(76 464.98047),(77 458.03662),(78 469.63885),(79 470.03415),
(1 6.21172),(2 15.451799),(3 23.92226),(4 29.156502),(5 36.949192),(6 42.002167),(7 46.721226),(8 51.536594),(9 63.475876),(10 66.945366),(11 73.07888),(12 83.29332),(13 91.81063),(14 95.75746),(15 105.380905),(16 112.17251),(17 119.43895),(18 124.45563),(19 130.7822),(20 135.4426),(21 144.22649),(22 146.13495),(23 156.79297),(24 160.09511),(25 164.27226),(26 161.78978),(27 171.98508),(28 176.87268),(29 186.75873),(30 198.07),(31 218.45753),(32 228.08435),(33 234.88321),(34 245.44025),(35 251.75687),(36 260.60443),(37 271.76498),(38 285.74753),(39 304.36963),(40 322.0313),(41 326.12756),(42 333.36905),(43 328.9312),(44 329.31442),(45 335.22723),(46 333.02765),(47 329.4978),(48 342.2518),(49 346.367),(50 352.92575),(51 372.34537),(52 389.0643),(53 399.02005),(54 413.26147),(55 432.79935),(56 430.17154),(57 430.153),(58 438.43805),(59 432.6334),(60 429.1362),(61 429.1884),(62 427.47028),(63 417.17593),(64 424.7063),(65 435.97214),(66 434.0043),(67 456.01782),(68 450.48685),(69 451.0829),(70 442.82385),(71 441.85492),(72 435.1565),(73 444.81866),(74 461.8834),(75 468.9318),(76 480.78372),(77 471.30475),(78 487.00436),(79 490.01904),
(1 6.052768),(2 15.250061),(3 23.56179),(4 28.309061),(5 35.836166),(6 40.96426),(7 45.71623),(8 49.881054),(9 60.157497),(10 64.38068),(11 70.53911),(12 78.89643),(13 88.985344),(14 91.97014),(15 100.07329),(16 107.14661),(17 113.738785),(18 117.60256),(19 123.25827),(20 127.619865),(21 133.55449),(22 136.14565),(23 143.26442),(24 145.24509),(25 149.66437),(26 152.71053),(27 164.09956),(28 170.64697),(29 184.51956),(30 197.26259),(31 213.84549),(32 225.46933),(33 229.4764),(34 237.07608),(35 244.61858),(36 255.24913),(37 262.17624),(38 273.03622),(39 287.24957),(40 302.56784),(41 302.60718),(42 307.4055),(43 309.57007),(44 316.49744),(45 319.65973),(46 318.8514),(47 321.7916),(48 335.6741),(49 337.88348),(50 340.59543),(51 355.09406),(52 373.44122),(53 383.86902),(54 399.07846),(55 418.64987),(56 420.62262),(57 412.22653),(58 419.93158),(59 411.60498),(60 407.51834),(61 405.47763),(62 403.65204),(63 393.4619),(64 407.04343),(65 412.7075),(66 416.1606),(67 433.27386),(68 440.403),(69 436.84778),(70 432.8706),(71 434.3732),(72 425.77835),(73 433.6865),(74 449.41687),(75 453.97937),(76 461.23206),(77 457.64175),(78 474.82562),(79 476.19272),
(1 6.1853456),(2 15.485571),(3 23.805557),(4 28.470533),(5 36.24764),(6 41.168427),(7 45.6312),(8 50.96728),(9 61.26053),(10 65.44085),(11 70.84765),(12 79.61686),(13 90.91549),(14 94.9549),(15 103.76389),(16 110.8267),(17 119.11947),(18 121.915855),(19 131.37401),(20 133.98795),(21 139.1362),(22 143.3333),(23 148.02823),(24 150.01117),(25 154.25333),(26 157.70503),(27 170.15742),(28 178.39308),(29 191.52513),(30 204.43506),(31 223.3794),(32 233.18771),(33 240.58159),(34 244.26172),(35 250.0322),(36 255.83095),(37 269.22568),(38 273.91516),(39 292.60336),(40 306.9015),(41 310.80206),(42 312.8008),(43 322.62997),(44 324.14032),(45 328.1743),(46 320.63675),(47 322.58746),(48 325.32175),(49 326.5372),(50 327.8253),(51 346.23877),(52 361.05292),(53 370.08844),(54 379.06036),(55 397.22885),(56 395.3911),(57 387.8932),(58 398.6367),(59 401.06912),(60 400.17575),(61 404.83496),(62 402.21228),(63 397.1687),(64 407.49805),(65 406.7018),(66 412.26706),(67 421.2239),(68 418.72488),(69 413.2583),(70 414.42813),(71 413.73056),(72 412.64908),(73 427.08356),(74 437.9044),(75 445.25858),(76 447.1707),(77 443.61996),(78 451.46338),(79 451.0559),
(1 5.966463),(2 14.900855),(3 23.011703),(4 28.152384),(5 36.4931),(6 41.842827),(7 45.966087),(8 51.04698),(9 63.3126),(10 66.233826),(11 72.79957),(12 81.17689),(13 92.40421),(14 93.7234),(15 102.543175),(16 112.67627),(17 120.26056),(18 122.220894),(19 131.52449),(20 133.22292),(21 138.62207),(22 141.6873),(23 145.49585),(24 149.55579),(25 155.36888),(26 159.58507),(27 173.23416),(28 183.30505),(29 197.90904),(30 211.54196),(31 225.32768),(32 233.71346),(33 237.96545),(34 245.63301),(35 252.14969),(36 258.00732),(37 267.24246),(38 276.9706),(39 295.672),(40 304.09784),(41 310.4598),(42 308.9197),(43 304.60666),(44 304.17227),(45 305.47852),(46 308.35327),(47 306.13986),(48 318.45456),(49 323.61206),(50 336.15933),(51 338.63852),(52 354.51517),(53 367.07953),(54 368.0782),(55 379.84705),(56 382.13803),(57 381.24762),(58 385.8184),(59 389.55328),(60 382.57153),(61 384.13974),(62 380.8348),(63 368.68652),(64 378.2167),(65 378.598),(66 388.94543),(67 392.56314),(68 399.57944),(69 397.63788),(70 398.48175),(71 400.61636),(72 395.52673),(73 406.87106),(74 421.13754),(75 424.05746),(76 417.40405),(77 424.59753),(78 429.2314),(79 424.87585),
