1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 856720.2),(2 3060505),(3 6492786.5),(4 10922744),(5 16487957),(6 22846090),(7 29516008),(8 36562748),(9 43764116),(10 50913230),(11 57973630),(12 64644068),(13 70573176),(14 75737670),(15 79629070),(16 82564570),(17 84798730),(18 86400590),(19 87885800),(20 89801064),(21 91076330),(22 91923400),(23 93418760),(24 94146360),(25 94460420),(26 94535240),(27 95231944),(28 95217176),(29 94922820),(30 94347016),(31 93550910),(32 92587880),(33 94015430),(34 93911520),(35 93580670),(36 94420930),(37 94659490),(38 95030696),(39 95306090),(40 95564740),(41 95806460),(42 96366040),(43 96970690),(44 98305190),(45 99793150),(46 101594080),(47 103621930),(48 108555640),(49 111738904),(50 115095430),(51 116473220),(52 118800730),(53 121071000),(54 123286180),(55 125093510),(56 127241240),(57 127517656),(58 129194720),(59 131473130),(60 134070664),(61 137413580),(62 141275790),(63 144616370),(64 147182860),(65 149965740),(66 152457890),(67 154725200),(68 156808530),(69 158168700),(70 159269760),(71 160070030),(72 159474720),(73 159393380),(74 159757650),(75 159884020),(76 160109330),(77 160323020),(78 159518260),(79 159874640),
(1 1824.5425),(2 2057.7107),(3 2409.7424),(4 2521.8767),(5 2595.4968),(6 2605.8677),(7 2849.701),(8 2695.0767),(9 2821.3174),(10 2820.8054),(11 2868.9312),(12 2922.0322),(13 2860.296),(14 2883.4897),(15 2891.2798),(16 2905.3386),(17 2924.9426),(18 2952.6677),(19 2915.8833),(20 2930.4155),(21 2939.3079),(22 3026.8608),(23 3015.1292),(24 3027.9568),(25 3048.6716),(26 3044.7117),(27 2989.882),(28 2943.7808),(29 2932.038),(30 2939.8044),(31 2930.4182),(32 2964.3557),(33 2974.986),(34 2939.574),(35 2939.282),(36 2848.915),(37 2796.1985),(38 2877.538),(39 2914.2327),(40 2888.4539),(41 2903.7676),(42 2940.8616),(43 2945.497),(44 2892.1675),(45 2909.291),(46 2938.044),(47 2886.3706),(48 2891.5166),(49 2929.1267),(50 2937.116),(51 2923.3484),(52 2924.582),(53 2965.6733),(54 2919.1685),(55 2948.7366),(56 3019.4646),(57 3014.0078),(58 3085.7295),(59 3036.2263),(60 3064.0706),(61 3107.457),(62 3133.5498),(63 3097.6563),(64 3062.2654),(65 3120.3127),(66 3173.8376),(67 3152.065),(68 3107.068),(69 3196.251),(70 3238.3271),(71 3224.4397),(72 3331.371),(73 3244.762),(74 3237.1313),(75 3312.414),(76 3301.3203),(77 3272.6516),(78 3290.4321),(79 3231.3022),
(1 1737.5186),(2 1984.9459),(3 2339.6042),(4 2416.7651),(5 2518.8245),(6 2566.7876),(7 2781.9985),(8 2690.5515),(9 2757.4692),(10 2797.2986),(11 2827.69),(12 2850.5837),(13 2847.8704),(14 2815.6477),(15 2842.472),(16 2888.3787),(17 2873.798),(18 2949.3857),(19 2904.3386),(20 2882.8496),(21 2868.3066),(22 2979.2612),(23 2962.6687),(24 3009.9094),(25 3035.5837),(26 3004.017),(27 2982.2622),(28 2942.5427),(29 2923.63),(30 2986.0225),(31 2952.3152),(32 2962.3494),(33 2952.8428),(34 2929.2317),(35 2928.2288),(36 2951.0635),(37 2919.5652),(38 2931.2688),(39 2964.67),(40 2957.3853),(41 2968.093),(42 2971.478),(43 2948.2607),(44 2925.371),(45 2927.62),(46 2953.2524),(47 2899.8132),(48 2930.2705),(49 2985.491),(50 2938.4888),(51 2923.1904),(52 2936.6333),(53 2951.2307),(54 2922.496),(55 2954.454),(56 3013.958),(57 2985.4297),(58 2980.9106),(59 3024.9111),(60 3071.984),(61 3035.3333),(62 3053.8176),(63 3103.2805),(64 3046.4321),(65 3081.4663),(66 3131.226),(67 3110.0398),(68 3168.9297),(69 3230.6887),(70 3235.8613),(71 3242.7317),(72 3269.241),(73 3261.1284),(74 3139.438),(75 3306.484),(76 3230.7122),(77 3225.0837),(78 3186.4663),(79 3203.8176),
(1 1740.0306),(2 2042.3096),(3 2391.947),(4 2474.0852),(5 2609.5144),(6 2578.4104),(7 2783.5562),(8 2696.314),(9 2756.2026),(10 2809.56),(11 2824.1472),(12 2884.083),(13 2850.0684),(14 2841.4106),(15 2864.2744),(16 2887.6045),(17 2846.4998),(18 2879.338),(19 2848.4795),(20 2840.273),(21 2843.3398),(22 2907.2405),(23 2897.1287),(24 2907.319),(25 2973.2205),(26 2924.4038),(27 2916.6406),(28 2861.6167),(29 2834.372),(30 2858.903),(31 2837.9182),(32 2833.1738),(33 2812.3684),(34 2755.16),(35 2784.0542),(36 2823.9978),(37 2822.885),(38 2873.0833),(39 2875.593),(40 2845.0886),(41 2811.929),(42 2836.6653),(43 2814.4229),(44 2768.2813),(45 2775.8801),(46 2843.5068),(47 2844.572),(48 2834.7278),(49 2877.186),(50 2812.882),(51 2846.704),(52 2869.6902),(53 2874.6772),(54 2879.673),(55 2917.3289),(56 2941.8523),(57 2954.5254),(58 2963.0784),(59 3066.4011),(60 3034.8245),(61 3018.9153),(62 3013.6409),(63 3012.9575),(64 2967.49),(65 3060.5972),(66 3088.2783),(67 3053.953),(68 3090.6604),(69 3112.3965),(70 3154.6843),(71 3153.7627),(72 3178.795),(73 3195.905),(74 3155.3967),(75 3288.9456),(76 3159.3362),(77 3222.9485),(78 3167.003),(79 3138.9407),
(1 1677.7097),(2 1924.0566),(3 2226.817),(4 2322.8425),(5 2464.389),(6 2504.888),(7 2665.5034),(8 2595.266),(9 2647.8652),(10 2679.6848),(11 2680.4307),(12 2752.219),(13 2692.068),(14 2692.3484),(15 2667.5898),(16 2701.5898),(17 2743.4717),(18 2770.0146),(19 2749.9917),(20 2720.8953),(21 2710.6594),(22 2784.2317),(23 2807.7256),(24 2772.8467),(25 2841.781),(26 2813.7805),(27 2758.794),(28 2744.7666),(29 2728.2817),(30 2778.3398),(31 2796.4727),(32 2803.1814),(33 2787.842),(34 2721.2717),(35 2700.479),(36 2651.4878),(37 2676.3982),(38 2735.6558),(39 2755.5872),(40 2680.2566),(41 2661.041),(42 2700.4841),(43 2699.7878),(44 2671.5103),(45 2674.6592),(46 2708.2605),(47 2704.6538),(48 2708.94),(49 2734.2576),(50 2689.4185),(51 2707.5227),(52 2780.7585),(53 2783.7407),(54 2747.2073),(55 2762.4045),(56 2794.505),(57 2826.3408),(58 2835.203),(59 2863.9314),(60 2858.3672),(61 2895.9253),(62 2842.936),(63 2882.05),(64 2855.9902),(65 2922.5242),(66 2931.3992),(67 2981.338),(68 2997.3372),(69 3000.1116),(70 3040.3635),(71 3050.9824),(72 3056.0437),(73 3035.146),(74 3050.1165),(75 3130.4875),(76 3002.4722),(77 3048.502),(78 3048.079),(79 3064.1423),
(1 1630.7699),(2 1890.4042),(3 2207.3188),(4 2373.7627),(5 2501.0554),(6 2484.52),(7 2627.4111),(8 2537.2034),(9 2591.066),(10 2639.8086),(11 2691.079),(12 2744.1963),(13 2715.6467),(14 2775.8914),(15 2774.26),(16 2798.2988),(17 2836.5286),(18 2856.955),(19 2801.1772),(20 2808.6365),(21 2788.616),(22 2850.16),(23 2855.285),(24 2848.374),(25 2894.2964),(26 2877.8416),(27 2826.8967),(28 2786.9067),(29 2831.962),(30 2808.114),(31 2785.0388),(32 2788.0374),(33 2821.9548),(34 2780.4578),(35 2772.1692),(36 2748.275),(37 2697.9373),(38 2723.4392),(39 2746.7139),(40 2703.9312),(41 2723.3271),(42 2737.707),(43 2722.8179),(44 2690.385),(45 2679.6995),(46 2740.0212),(47 2812.489),(48 2822.557),(49 2773.2456),(50 2784.4521),(51 2758.3298),(52 2811.4043),(53 2778.6467),(54 2791.4885),(55 2868.3591),(56 2901.8984),(57 2893.093),(58 2940.128),(59 2927.4866),(60 2882.5222),(61 2946.5706),(62 2937.566),(63 2957.3992),(64 2915.4731),(65 2957.1594),(66 2956.595),(67 2966.4182),(68 3034.8352),(69 3037.1084),(70 3093.1023),(71 3125.9602),(72 3078.1584),(73 3119.6306),(74 3068.828),(75 3164.9163),(76 3017.3953),(77 3070.5881),(78 3058.6882),(79 3009.4358),
(1 1623.6552),(2 1834.131),(3 2126.2107),(4 2313.7432),(5 2418.0208),(6 2434.24),(7 2617.351),(8 2514.4385),(9 2609.0857),(10 2618.5652),(11 2678.3665),(12 2675.6682),(13 2611.0623),(14 2599.5505),(15 2615.477),(16 2652.4248),(17 2659.9324),(18 2724.9446),(19 2693.0186),(20 2696.7434),(21 2680.376),(22 2762.2769),(23 2741.897),(24 2692.969),(25 2737.3752),(26 2654.5251),(27 2621.9736),(28 2597.1626),(29 2657.0498),(30 2614.6387),(31 2677.4746),(32 2637.3418),(33 2652.138),(34 2647.2656),(35 2667.0735),(36 2677.8926),(37 2607.8594),(38 2626.8845),(39 2625.1008),(40 2600.7021),(41 2602.2053),(42 2643.7131),(43 2663.0598),(44 2607.4246),(45 2623.6157),(46 2670.2139),(47 2687.5708),(48 2672.5356),(49 2647.6787),(50 2715.08),(51 2627.8257),(52 2666.3167),(53 2631.3398),(54 2619.8938),(55 2677.0313),(56 2748.9663),(57 2773.259),(58 2810.6965),(59 2826.5313),(60 2834.729),(61 2857.6113),(62 2838.8325),(63 2818.009),(64 2782.0137),(65 2871.021),(66 2870.9458),(67 2881.8389),(68 2903.4836),(69 2887.4456),(70 2948.53),(71 2947.0127),(72 2975.5217),(73 2980.4292),(74 2980.595),(75 3070.4224),(76 2960.1836),(77 3026.847),(78 3027.5974),(79 3010.2678),
(1 1603.6034),(2 1784.1799),(3 2139.6018),(4 2239.7634),(5 2362.9783),(6 2377.163),(7 2548.707),(8 2416.7598),(9 2517.5957),(10 2577.2256),(11 2570.5164),(12 2598.1563),(13 2567.1453),(14 2579.3762),(15 2564.8027),(16 2634.925),(17 2611.1277),(18 2682.7034),(19 2619.9214),(20 2667.9543),(21 2600.2727),(22 2657.2686),(23 2686.7825),(24 2654.4448),(25 2714.2825),(26 2632.3093),(27 2631.2742),(28 2591.7197),(29 2618.4404),(30 2600.3108),(31 2619.7737),(32 2606.1846),(33 2588.2468),(34 2611.1436),(35 2614.1606),(36 2578.0305),(37 2565.199),(38 2633.1167),(39 2589.2964),(40 2556.0552),(41 2558.4978),(42 2585.3503),(43 2625.148),(44 2608.932),(45 2617.1714),(46 2606.2986),(47 2614.385),(48 2631.393),(49 2632.4019),(50 2664.8364),(51 2607.886),(52 2649.9102),(53 2622.8418),(54 2616.6677),(55 2657.444),(56 2718.4072),(57 2715.5046),(58 2701.519),(59 2699.884),(60 2737.1392),(61 2766.7712),(62 2752.123),(63 2709.8992),(64 2724.413),(65 2790.0994),(66 2757.5144),(67 2857.9697),(68 2871.6755),(69 2836.7996),(70 2958.3018),(71 2868.7288),(72 2934.2578),(73 2881.566),(74 2930.9407),(75 2983.6846),(76 2870.038),(77 2947.5796),(78 2925.6052),(79 2968.0151),
(1 1513.2728),(2 1719.8779),(3 2030.0295),(4 2146.0703),(5 2264.8462),(6 2297.0435),(7 2421.2305),(8 2347.3335),(9 2416.6504),(10 2467.9998),(11 2475.4395),(12 2484.3647),(13 2445.7234),(14 2429.9478),(15 2480.1653),(16 2509.5037),(17 2496.2183),(18 2519.6064),(19 2542.1646),(20 2585.034),(21 2570.758),(22 2635.2205),(23 2635.344),(24 2595.099),(25 2606.6204),(26 2552.118),(27 2544.3806),(28 2538.8872),(29 2555.912),(30 2533.2935),(31 2506.2344),(32 2515.4321),(33 2470.0684),(34 2463.5835),(35 2480.4807),(36 2450.7742),(37 2439.8762),(38 2471.112),(39 2464.6628),(40 2442.8118),(41 2460.6145),(42 2465.8352),(43 2481.8748),(44 2491.931),(45 2522.2703),(46 2486.1274),(47 2529.7388),(48 2521.1487),(49 2519.281),(50 2511.294),(51 2514.862),(52 2513.6504),(53 2509.0159),(54 2559.3755),(55 2602.927),(56 2622.4304),(57 2695.1787),(58 2645.4722),(59 2621.424),(60 2655.694),(61 2674.189),(62 2672.0398),(63 2640.1877),(64 2640.7502),(65 2679.0774),(66 2633.3594),(67 2706.2866),(68 2741.2798),(69 2693.2385),(70 2798.3618),(71 2785.8303),(72 2767.8108),(73 2793.9502),(74 2822.7883),(75 2848.0598),(76 2784.9043),(77 2905.155),(78 2798.4275),(79 2831.036),
(1 1477.2712),(2 1677.1384),(3 1966.9138),(4 2085.6677),(5 2208.8481),(6 2275.151),(7 2379.756),(8 2301.6663),(9 2375.0327),(10 2413.5789),(11 2452.054),(12 2442.7588),(13 2399.76),(14 2452.2559),(15 2467.3772),(16 2479.7886),(17 2493.646),(18 2510.9058),(19 2513.7021),(20 2502.243),(21 2462.4355),(22 2514.9587),(23 2513.396),(24 2500.7063),(25 2506.792),(26 2483.2627),(27 2476.5007),(28 2472.3276),(29 2503.3716),(30 2468.3384),(31 2447.5908),(32 2438.934),(33 2435.1855),(34 2419.716),(35 2427.0664),(36 2387.0808),(37 2402.7502),(38 2421.269),(39 2431.7734),(40 2397.7505),(41 2422.0215),(42 2410.845),(43 2413.4697),(44 2392.0317),(45 2445.814),(46 2433.698),(47 2465.9497),(48 2407.4192),(49 2470.6016),(50 2419.3804),(51 2407.8186),(52 2387.7476),(53 2467.7502),(54 2466.8352),(55 2477.854),(56 2515.1238),(57 2611.7183),(58 2558.8489),(59 2563.549),(60 2595.8228),(61 2585.8076),(62 2588.5815),(63 2557.6902),(64 2562.7983),(65 2618.7395),(66 2617.039),(67 2628.8875),(68 2716.938),(69 2724.614),(70 2767.3965),(71 2791.2957),(72 2786.1443),(73 2773.8455),(74 2793.8203),(75 2806.1807),(76 2744.8699),(77 2849.0286),(78 2775.0854),(79 2760.8066),
(1 1531.6731),(2 1712.8877),(3 2050.664),(4 2157.942),(5 2267.7473),(6 2314.0889),(7 2412.5095),(8 2301.8826),(9 2402.7444),(10 2396.595),(11 2447.8445),(12 2447.7715),(13 2445.354),(14 2493.8027),(15 2455.34),(16 2463.7366),(17 2461.717),(18 2502.607),(19 2493.2673),(20 2501.763),(21 2478.8918),(22 2536.537),(23 2540.945),(24 2555.3484),(25 2604.4973),(26 2509.3665),(27 2520.3984),(28 2507.994),(29 2545.0674),(30 2515.6501),(31 2502.4248),(32 2454.5608),(33 2432.3594),(34 2452.018),(35 2470.3457),(36 2452.998),(37 2469.698),(38 2477.1265),(39 2467.6365),(40 2470.5293),(41 2486.6677),(42 2528.2417),(43 2539.1301),(44 2480.9612),(45 2501.306),(46 2512.8774),(47 2541.5337),(48 2490.882),(49 2526.6096),(50 2516.6611),(51 2500.6292),(52 2422.4182),(53 2459.2852),(54 2486.2905),(55 2500.6733),(56 2561.3982),(57 2619.4666),(58 2553.697),(59 2581.1086),(60 2628.1924),(61 2600.2727),(62 2556.145),(63 2524.695),(64 2589.969),(65 2608.1714),(66 2580.951),(67 2683.253),(68 2657.4753),(69 2662.0566),(70 2785.9111),(71 2687.03),(72 2813.6228),(73 2740.3706),(74 2806.9412),(75 2799.9438),(76 2765.8662),(77 2869.2053),(78 2782.7285),(79 2796.716),
(1 1506.7185),(2 1686.7252),(3 2034.4905),(4 2092.4863),(5 2225.4995),(6 2267.1643),(7 2379.7332),(8 2266.5952),(9 2332.2793),(10 2351.6106),(11 2411.0288),(12 2363.4927),(13 2336.3765),(14 2417.6306),(15 2395.4832),(16 2434.3584),(17 2427.787),(18 2489.3518),(19 2432.2197),(20 2485.112),(21 2441.4258),(22 2453.905),(23 2453.0137),(24 2431.7532),(25 2487.9512),(26 2402.73),(27 2401.2092),(28 2384.6887),(29 2367.7412),(30 2358.3022),(31 2384.2307),(32 2352.8853),(33 2301.7776),(34 2311.4705),(35 2365.1375),(36 2329.428),(37 2332.8213),(38 2362.5493),(39 2282.9282),(40 2302.699),(41 2286.6545),(42 2317.953),(43 2321.1719),(44 2341.573),(45 2347.0808),(46 2388.2024),(47 2398.3125),(48 2308.4758),(49 2335.7388),(50 2356.032),(51 2349.4038),(52 2311.288),(53 2325.8582),(54 2387.5938),(55 2427.937),(56 2459.7854),(57 2518.9775),(58 2466.7476),(59 2518.094),(60 2550.246),(61 2523.5962),(62 2504.0396),(63 2533.5693),(64 2559.0625),(65 2587.2913),(66 2608.0315),(67 2686.4194),(68 2634.9658),(69 2691.6248),(70 2804.248),(71 2707.2502),(72 2772.0964),(73 2716.439),(74 2735.6306),(75 2756.699),(76 2740.5222),(77 2799.8635),(78 2723.3076),(79 2760.8525),
(1 1489.4333),(2 1642.518),(3 2004.9847),(4 2050.658),(5 2162.3872),(6 2220.9382),(7 2264.2273),(8 2198.5413),(9 2209.2202),(10 2278.8572),(11 2332.7378),(12 2342.6233),(13 2312.3496),(14 2398.7986),(15 2349.5032),(16 2380.5315),(17 2357.06),(18 2406.8743),(19 2364.498),(20 2400.8762),(21 2367.9385),(22 2418.777),(23 2414.9128),(24 2398.1333),(25 2410.2266),(26 2373.1677),(27 2387.0867),(28 2404.9946),(29 2383.3853),(30 2363.8735),(31 2367.1426),(32 2381.2434),(33 2394.7253),(34 2346.48),(35 2392.606),(36 2373.9668),(37 2354.7383),(38 2323.1514),(39 2252.0867),(40 2304.7122),(41 2316.9885),(42 2312.6638),(43 2302.5837),(44 2337.5313),(45 2347.8372),(46 2360.226),(47 2419.0676),(48 2334.37),(49 2337.7786),(50 2352.22),(51 2350.085),(52 2337.6877),(53 2307.3223),(54 2376.6128),(55 2405.8025),(56 2429.3313),(57 2467.132),(58 2453.4634),(59 2497.6462),(60 2478.8303),(61 2465.9922),(62 2472.5957),(63 2506.0361),(64 2474.1565),(65 2500.824),(66 2586.3735),(67 2587.3564),(68 2563.147),(69 2671.6663),(70 2711.2515),(71 2668.6228),(72 2644.2708),(73 2668.7434),(74 2740.5195),(75 2711.8809),(76 2707.721),(77 2716.782),(78 2712.2651),(79 2695.3716),
(1 1446.137),(2 1588.1259),(3 1918.8735),(4 1977.3574),(5 2070.6707),(6 2076.9666),(7 2145.1736),(8 2118.266),(9 2187.784),(10 2222.719),(11 2227.7334),(12 2235.785),(13 2228.006),(14 2289.314),(15 2271.7297),(16 2301.072),(17 2318.9893),(18 2359.5254),(19 2320.249),(20 2347.5671),(21 2317.0203),(22 2338.7007),(23 2354.1868),(24 2364.719),(25 2349.1992),(26 2334.756),(27 2317.6313),(28 2357.81),(29 2340.7427),(30 2318.4705),(31 2317.1821),(32 2353.816),(33 2325.322),(34 2270.0112),(35 2323.033),(36 2298.948),(37 2284.0015),(38 2236.9282),(39 2243.5928),(40 2254.0156),(41 2290.8003),(42 2307.111),(43 2297.7063),(44 2300.7346),(45 2329.137),(46 2281.546),(47 2335.4492),(48 2308.6992),(49 2298.0073),(50 2305.611),(51 2326.8801),(52 2340.1682),(53 2312.56),(54 2380.3718),(55 2369.5627),(56 2395.956),(57 2406.575),(58 2395.3652),(59 2441.6477),(60 2406.077),(61 2388.6113),(62 2408.2556),(63 2431.7725),(64 2404.3157),(65 2446.7375),(66 2470.795),(67 2505.5947),(68 2485.2566),(69 2590.15),(70 2551.385),(71 2521.6775),(72 2553.5325),(73 2563.0183),(74 2625.7139),(75 2629.2976),(76 2589.7878),(77 2631.3938),(78 2630.2576),(79 2617.1394),
(1 1379.9507),(2 1513.1469),(3 1833.4479),(4 1925.7734),(5 2004.3379),(6 2035.294),(7 2103.3704),(8 2051.1858),(9 2105.9663),(10 2147.4143),(11 2197.3816),(12 2173.7844),(13 2197.1436),(14 2233.5159),(15 2209.2087),(16 2236.0793),(17 2254.5857),(18 2259.399),(19 2230.1458),(20 2236.4993),(21 2202.2598),(22 2212.8083),(23 2203.0906),(24 2241.3813),(25 2273.7412),(26 2233.764),(27 2218.8826),(28 2232.3672),(29 2240.5647),(30 2224.1963),(31 2207.3113),(32 2229.7566),(33 2212.6707),(34 2216.7808),(35 2203.9138),(36 2182.0417),(37 2191.9468),(38 2157.0767),(39 2132.0513),(40 2121.4678),(41 2149.9155),(42 2187.365),(43 2203.7788),(44 2196.5684),(45 2224.0125),(46 2173.2979),(47 2241.7952),(48 2228.9773),(49 2203.6182),(50 2223.5012),(51 2228.9487),(52 2224.3687),(53 2229.7822),(54 2289.8943),(55 2262.1697),(56 2265.3848),(57 2291.8313),(58 2285.4802),(59 2342.2349),(60 2328.092),(61 2348.0383),(62 2351.2844),(63 2355.6294),(64 2341.3762),(65 2395.8943),(66 2405.2778),(67 2475.2107),(68 2468.9185),(69 2535.2031),(70 2542.675),(71 2504.0095),(72 2540.3787),(73 2543.4663),(74 2519.1035),(75 2558.3147),(76 2536.4094),(77 2580.5146),(78 2601.6753),(79 2562.506),
(1 1353.4138),(2 1519.6865),(3 1828.1113),(4 1918.2479),(5 1960.3163),(6 2015.0917),(7 2050.0498),(8 2005.2445),(9 2090.5264),(10 2136.3972),(11 2155.5896),(12 2155.9377),(13 2184.5457),(14 2202.3428),(15 2177.9053),(16 2196.248),(17 2220.2087),(18 2285.1572),(19 2249.017),(20 2283.3936),(21 2240.6208),(22 2245.2336),(23 2238.6885),(24 2263.7285),(25 2304.1013),(26 2225.8948),(27 2230.8794),(28 2247.111),(29 2241.4363),(30 2222.8594),(31 2207.9336),(32 2220.7515),(33 2201.041),(34 2206.8274),(35 2192.719),(36 2174.6064),(37 2195.6553),(38 2214.9294),(39 2151.8225),(40 2181.5486),(41 2145.0735),(42 2195.9617),(43 2195.722),(44 2207.1587),(45 2205.8115),(46 2192.3325),(47 2249.5964),(48 2170.799),(49 2139.9973),(50 2224.7456),(51 2200.4165),(52 2205.3909),(53 2206.7297),(54 2257.2847),(55 2216.7593),(56 2225.0002),(57 2258.6711),(58 2244.4453),(59 2295.9265),(60 2276.4775),(61 2311.9988),(62 2300.545),(63 2287.5322),(64 2262.4402),(65 2330.0269),(66 2344.9956),(67 2456.557),(68 2471.5464),(69 2449.304),(70 2434.8733),(71 2429.4565),(72 2492.4553),(73 2451.1997),(74 2469.7908),(75 2489.3838),(76 2528.3752),(77 2529.7678),(78 2564.2676),(79 2556.5784),
(1 1318.6697),(2 1461.564),(3 1831.5856),(4 1909.2583),(5 1971.6515),(6 2012.3354),(7 2022.1384),(8 1989.3789),(9 2032.1184),(10 2073.8171),(11 2068.6677),(12 2101.2395),(13 2114.8508),(14 2148.3513),(15 2140.955),(16 2151.548),(17 2156.3442),(18 2174.6582),(19 2166.9128),(20 2177.73),(21 2132.7615),(22 2150.6853),(23 2156.545),(24 2177.1033),(25 2188.6924),(26 2135.478),(27 2134.9373),(28 2144.3252),(29 2162.132),(30 2125.6938),(31 2123.6987),(32 2122.8428),(33 2120.3213),(34 2123.461),(35 2147.9182),(36 2117.167),(37 2118.5112),(38 2139.9336),(39 2093.353),(40 2120.6433),(41 2056.997),(42 2128.675),(43 2089.8408),(44 2112.8772),(45 2086.318),(46 2116.33),(47 2158.5884),(48 2095.386),(49 2098.2917),(50 2125.9937),(51 2100.3655),(52 2117.6687),(53 2109.148),(54 2144.2969),(55 2157.3638),(56 2189.809),(57 2196.0388),(58 2212.7498),(59 2248.0227),(60 2226.11),(61 2244.37),(62 2232.1116),(63 2239.4397),(64 2224.5059),(65 2313.1245),(66 2350.3179),(67 2399.9773),(68 2399.2302),(69 2429.2852),(70 2445.2478),(71 2427.9758),(72 2460.4426),(73 2431.63),(74 2476.4343),(75 2503.231),(76 2533.561),(77 2541.322),(78 2505.3972),(79 2552.697),
