1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1284482.6),(2 1485953.1),(3 513305.78),(4 1986681.9),(5 2424543.8),(6 1607201.4),(7 3200139.3),(8 3774000.8),(9 3135193.3),(10 4943810.5),(11 5499031),(12 4961428.5),(13 7014342),(14 7580462),(15 7074334.5),(16 9140571),(17 10081803),(18 9735067),(19 11537677),(20 12151601),(21 11683453),(22 13621967),(23 14487136),(24 14291944),(25 16368637),(26 17484720),(27 17669784),(28 20561816),(29 22148800),(30 22338860),(31 25439566),(32 27157520),(33 27479994),(34 30363214),(35 32064160),(36 32254894),(37 34817052),(38 36026612),(39 35470324),(40 37533510),(41 39025364),(42 38562556),(43 40978684),(44 42558820),(45 41941004),(46 44351356),(47 46451764),(48 46268892),(49 48804100),(50 50957664),(51 50482252),(52 52649010),(53 54414372),(54 54001412),(55 55982830),(56 57686284),(57 56772780),(58 59355468),(59 61342796),(60 60776800),(61 62839180),(62 65054748),(63 64006612),(64 65540850),(65 67728136),(66 66771748),(67 68693280),(68 70793510),(69 69768580),(70 71177480),(71 73487064),(72 72487096),(73 73743304),(74 76025620),(75 74529570),(76 75519670),(77 77942370),(78 76573650),(79 77161464),
(1 37.66083),(2 44.005135),(3 47.433113),(4 50.030346),(5 52.441177),(6 54.976757),(7 56.44684),(8 57.612434),(9 58.876965),(10 60.09476),(11 61.258213),(12 62.543217),(13 64.48187),(14 65.882996),(15 68.266685),(16 68.682236),(17 69.804306),(18 70.32506),(19 71.182205),(20 71.05586),(21 71.01219),(22 71.85418),(23 71.84814),(24 72.81616),(25 72.69349),(26 72.97206),(27 72.87657),(28 73.47598),(29 73.61472),(30 73.46466),(31 74.52227),(32 74.85107),(33 74.92691),(34 74.20529),(35 73.72042),(36 73.70175),(37 74.13688),(38 74.298744),(39 73.383),(40 73.988235),(41 74.8462),(42 74.94962),(43 75.68534),(44 77.26915),(45 77.93859),(46 77.20134),(47 78.62378),(48 79.311195),(49 79.778046),(50 80.806496),(51 80.80445),(52 82.057175),(53 83.010704),(54 83.73062),(55 84.10046),(56 84.447655),(57 85.69386),(58 86.51266),(59 87.24025),(60 87.96892),(61 88.567375),(62 88.609924),(63 88.427055),(64 88.84714),(65 89.406525),(66 89.04848),(67 89.49445),(68 88.74429),(69 88.53738),(70 89.08089),(71 88.993546),(72 88.874176),(73 88.3454),(74 88.09384),(75 87.23645),(76 86.5271),(77 86.69922),(78 86.452515),(79 86.38256),
(1 37.088284),(2 43.44027),(3 46.494995),(4 48.415344),(5 50.797974),(6 52.771503),(7 54.54055),(8 55.97482),(9 57.613678),(10 58.128704),(11 59.741196),(12 61.207573),(13 62.73293),(14 63.834362),(15 64.78098),(16 66.49379),(17 67.74674),(18 68.40461),(19 69.02271),(20 69.778244),(21 69.10601),(22 69.25309),(23 69.77683),(24 69.964714),(25 71.09126),(26 71.26915),(27 71.760895),(28 72.16597),(29 72.56222),(30 72.08233),(31 73.05442),(32 74.06966),(33 73.76346),(34 73.728836),(35 72.35848),(36 72.52566),(37 72.88678),(38 72.87454),(39 72.56073),(40 73.32837),(41 73.13451),(42 73.91121),(43 74.72531),(44 76.178635),(45 76.02273),(46 76.08866),(47 76.94462),(48 77.156975),(49 78.40408),(50 79.06306),(51 79.23707),(52 80.12204),(53 81.63003),(54 82.41948),(55 83.0243),(56 83.821465),(57 83.81304),(58 84.86291),(59 85.54945),(60 86.453285),(61 87.07077),(62 87.38625),(63 87.63038),(64 87.231476),(65 87.392845),(66 87.280815),(67 87.63826),(68 88.07743),(69 88.025665),(70 88.74939),(71 88.4193),(72 87.49838),(73 86.74896),(74 85.786),(75 85.01887),(76 84.1489),(77 83.54045),(78 83.986626),(79 83.29492),
(1 37.161983),(2 43.90078),(3 47.012432),(4 49.68495),(5 51.193596),(6 52.995205),(7 55.079514),(8 56.05902),(9 57.688026),(10 58.617435),(11 59.846287),(12 60.50561),(13 61.807995),(14 63.585026),(15 64.98732),(16 66.73612),(17 67.50879),(18 67.56873),(19 67.98546),(20 68.775734),(21 68.32179),(22 68.71835),(23 68.54247),(24 69.23437),(25 70.23556),(26 70.80316),(27 71.21611),(28 71.46485),(29 71.92901),(30 71.723694),(31 72.62633),(32 73.06654),(33 73.15929),(34 73.39235),(35 72.826355),(36 73.25878),(37 73.62607),(38 73.8495),(39 74.82584),(40 75.467255),(41 76.07317),(42 76.765434),(43 77.640976),(44 78.32083),(45 79.60076),(46 79.82312),(47 80.54412),(48 80.66154),(49 81.42121),(50 81.93855),(51 83.158104),(52 83.81728),(53 84.756615),(54 85.22684),(55 85.52644),(56 86.15305),(57 86.60425),(58 86.86172),(59 87.03752),(60 87.273605),(61 87.46598),(62 88.05002),(63 88.09235),(64 88.55086),(65 88.6702),(66 88.26908),(67 88.57816),(68 88.265625),(69 88.36988),(70 88.82411),(71 87.92222),(72 87.52361),(73 87.11087),(74 86.38101),(75 85.401474),(76 85.54531),(77 85.06025),(78 84.087555),(79 84.02607),
(1 36.85387),(2 43.643013),(3 46.071663),(4 48.90265),(5 51.005272),(6 53.892735),(7 55.03424),(8 56.24043),(9 57.569164),(10 58.56762),(11 60.297215),(12 61.246113),(13 62.9697),(14 64.31066),(15 65.39779),(16 66.83141),(17 67.387955),(18 68.00244),(19 69.02063),(20 69.077614),(21 69.61911),(22 69.38069),(23 69.82971),(24 70.16913),(25 71.01657),(26 71.1845),(27 70.52113),(28 70.92328),(29 70.861115),(30 70.99089),(31 72.15376),(32 72.077644),(33 71.877304),(34 71.48022),(35 70.895),(36 70.86811),(37 71.25796),(38 70.85412),(39 70.42861),(40 70.29912),(41 70.79035),(42 71.17975),(43 72.10683),(44 73.56678),(45 74.09938),(46 73.92287),(47 74.48245),(48 75.24585),(49 75.223236),(50 76.34339),(51 76.849525),(52 77.38227),(53 78.43351),(54 79.487015),(55 80.20671),(56 80.63181),(57 80.92096),(58 81.3317),(59 82.51226),(60 83.138275),(61 84.35238),(62 84.360565),(63 84.036804),(64 84.24181),(65 84.465065),(66 84.58464),(67 84.63957),(68 84.95771),(69 84.657486),(70 85.22002),(71 84.83853),(72 84.77956),(73 83.96282),(74 83.835304),(75 83.331535),(76 82.286385),(77 82.5073),(78 81.60416),(79 81.732895),
(1 37.52602),(2 43.94157),(3 47.69735),(4 49.845722),(5 51.76979),(6 54.52567),(7 56.316044),(8 58.126167),(9 58.749363),(10 59.89718),(11 60.858395),(12 61.736298),(13 64.00101),(14 65.62037),(15 66.48875),(16 67.85925),(17 68.84475),(18 68.563965),(19 69.44173),(20 69.81623),(21 70.26732),(22 69.7186),(23 70.11706),(24 71.30273),(25 71.26805),(26 72.51966),(27 72.83876),(28 73.26868),(29 73.186455),(30 73.592155),(31 74.38745),(32 75.05641),(33 74.696556),(34 74.407),(35 73.98657),(36 73.81699),(37 74.18934),(38 73.561905),(39 74.35023),(40 75.26967),(41 75.30644),(42 76.25025),(43 77.07796),(44 77.85882),(45 77.75617),(46 77.30637),(47 77.63437),(48 77.72444),(49 78.214096),(50 79.54248),(51 79.891914),(52 81.13913),(53 82.46812),(54 83.55306),(55 83.81816),(56 84.30978),(57 84.18258),(58 85.49901),(59 86.473045),(60 86.75874),(61 87.38221),(62 86.920296),(63 86.98392),(64 87.310814),(65 86.74945),(66 86.99722),(67 87.64151),(68 87.06729),(69 86.9472),(70 87.541725),(71 87.67888),(72 87.492004),(73 86.54522),(74 86.02777),(75 85.42561),(76 84.684296),(77 83.817665),(78 82.81078),(79 82.529495),
(1 36.9708),(2 42.908527),(3 46.619347),(4 49.307762),(5 51.06699),(6 53.04478),(7 54.529606),(8 55.80283),(9 57.195385),(10 58.740456),(11 59.69134),(12 60.488045),(13 62.16367),(14 63.34443),(15 64.549675),(16 65.586716),(17 66.70797),(18 67.52033),(19 67.646126),(20 67.7027),(21 68.639),(22 68.69446),(23 68.77588),(24 68.92066),(25 69.58065),(26 70.51031),(27 70.336624),(28 70.77003),(29 71.42195),(30 71.91227),(31 72.43272),(32 72.124825),(33 72.19365),(34 72.576805),(35 71.83504),(36 71.8678),(37 72.41335),(38 72.81001),(39 73.728),(40 74.20767),(41 74.604866),(42 75.44271),(43 76.21042),(44 76.90935),(45 77.50827),(46 77.56566),(47 78.09054),(48 78.514656),(49 79.987564),(50 80.24515),(51 81.175476),(52 81.75538),(53 82.74176),(54 83.263176),(55 83.86594),(56 84.00328),(57 84.13866),(58 84.54372),(59 85.464264),(60 86.22636),(61 86.28836),(62 86.85407),(63 87.02692),(64 86.46645),(65 86.58099),(66 85.994576),(67 86.723404),(68 86.6067),(69 86.41653),(70 86.900696),(71 86.02),(72 85.44639),(73 84.77052),(74 84.12078),(75 83.10427),(76 82.55798),(77 82.28651),(78 82.07516),(79 81.89074),
(1 36.53276),(2 42.740143),(3 45.819252),(4 47.880417),(5 49.858604),(6 52.405018),(7 54.119144),(8 55.73226),(9 57.413685),(10 58.443146),(11 59.33662),(12 60.360683),(13 61.682896),(14 63.275448),(15 64.93274),(16 65.29329),(17 65.76578),(18 67.500786),(19 67.38731),(20 68.38216),(21 68.73679),(22 68.99923),(23 69.24609),(24 69.328766),(25 69.68617),(26 70.51746),(27 70.72306),(28 71.84462),(29 71.18581),(30 70.48655),(31 71.55741),(32 71.42991),(33 71.787094),(34 71.59179),(35 71.211174),(36 70.066124),(37 70.60074),(38 71.153946),(39 71.22434),(40 71.841515),(41 72.44083),(42 72.41653),(43 73.547806),(44 74.90623),(45 74.70399),(46 75.00346),(47 75.07404),(48 74.62786),(49 76.42256),(50 76.89802),(51 77.592804),(52 78.94069),(53 79.58575),(54 80.29145),(55 81.874084),(56 82.71024),(57 83.411095),(58 84.3287),(59 84.77646),(60 85.00829),(61 85.3832),(62 85.301094),(63 85.811676),(64 85.95306),(65 85.65661),(66 85.8052),(67 86.28634),(68 86.655914),(69 86.36423),(70 86.13256),(71 86.17516),(72 85.8423),(73 85.14789),(74 84.58796),(75 83.29757),(76 82.06958),(77 81.62914),(78 81.16703),(79 80.59944),
(1 37.17967),(2 43.27836),(3 46.841766),(4 49.279675),(5 51.61973),(6 54.27992),(7 55.960094),(8 57.494354),(9 59.873093),(10 60.731297),(11 62.02742),(12 62.862553),(13 64.76011),(14 65.96758),(15 67.1099),(16 68.43367),(17 68.92785),(18 69.538536),(19 69.725555),(20 70.391235),(21 70.74954),(22 70.4152),(23 70.62979),(24 71.52355),(25 71.42839),(26 72.341934),(27 72.32236),(28 72.367195),(29 72.353714),(30 72.83783),(31 73.3006),(32 73.92466),(33 73.70461),(34 73.85639),(35 72.79856),(36 72.773445),(37 72.633415),(38 72.29419),(39 72.67768),(40 72.94618),(41 73.42476),(42 73.90653),(43 75.25961),(44 75.8286),(45 76.86322),(46 77.55418),(47 77.8803),(48 78.01534),(49 78.55395),(50 79.778015),(51 80.42043),(52 80.56838),(53 81.80844),(54 82.758766),(55 82.76102),(56 83.50704),(57 83.357475),(58 84.729355),(59 86.434326),(60 86.48392),(61 87.16664),(62 87.24552),(63 87.10753),(64 87.05655),(65 87.3046),(66 88.049484),(67 87.56482),(68 87.33573),(69 87.67179),(70 88.62023),(71 87.255615),(72 87.14152),(73 86.58006),(74 86.02195),(75 85.43292),(76 84.402855),(77 84.336365),(78 83.95506),(79 83.6081),
(1 36.929356),(2 43.283962),(3 46.786587),(4 48.58738),(5 51.129593),(6 53.283432),(7 54.629272),(8 56.22295),(9 57.277607),(10 58.420353),(11 59.403393),(12 60.456604),(13 61.87238),(14 63.46933),(15 63.998253),(16 64.7398),(17 65.67386),(18 66.53771),(19 66.768974),(20 67.09674),(21 67.20739),(22 67.15976),(23 67.73014),(24 67.428604),(25 69.05973),(26 68.420616),(27 69.103004),(28 69.91032),(29 69.829735),(30 69.64115),(31 70.598114),(32 70.904564),(33 71.11536),(34 70.972694),(35 70.22796),(36 69.711624),(37 70.09513),(38 70.19814),(39 70.833595),(40 71.68716),(41 72.63015),(42 72.80686),(43 73.884254),(44 74.737404),(45 74.96562),(46 75.75053),(47 75.5447),(48 77.08447),(49 78.16281),(50 78.80667),(51 79.43662),(52 79.99617),(53 80.99365),(54 81.603935),(55 82.13927),(56 82.820496),(57 81.90727),(58 82.73738),(59 83.7203),(60 83.86987),(61 85.12055),(62 84.88824),(63 85.070366),(64 84.985245),(65 84.583496),(66 84.84628),(67 85.109474),(68 84.95279),(69 84.95614),(70 85.284096),(71 84.300385),(72 84.06305),(73 83.433586),(74 82.66269),(75 81.9685),(76 80.57567),(77 80.36948),(78 80.6325),(79 80.41357),
(1 37.239468),(2 43.07428),(3 46.09709),(4 48.752224),(5 50.728184),(6 53.170033),(7 54.352478),(8 55.72502),(9 57.72126),(10 58.7938),(11 60.416386),(12 61.332832),(13 63.38326),(14 65.03523),(15 66.631775),(16 67.94079),(17 68.60851),(18 69.50129),(19 70.00318),(20 70.230194),(21 70.24331),(22 71.11233),(23 71.32505),(24 71.788414),(25 71.819176),(26 72.461876),(27 72.49828),(28 72.8402),(29 72.509575),(30 72.644775),(31 73.8343),(32 73.47491),(33 72.64186),(34 72.14032),(35 71.72397),(36 70.948),(37 71.59868),(38 70.92489),(39 70.91338),(40 71.64852),(41 71.9612),(42 72.33723),(43 73.08372),(44 74.01506),(45 73.904465),(46 74.42071),(47 74.683685),(48 74.933365),(49 75.79759),(50 76.24163),(51 77.64545),(52 77.87047),(53 79.1067),(54 79.99019),(55 81.05501),(56 80.914),(57 81.9293),(58 83.58365),(59 83.8206),(60 85.02935),(61 85.815445),(62 85.83022),(63 85.67685),(64 86.31016),(65 86.11076),(66 86.002655),(67 86.36071),(68 85.985855),(69 85.75666),(70 86.25504),(71 86.71108),(72 85.9735),(73 85.29831),(74 85.10265),(75 83.93403),(76 82.53805),(77 83.35776),(78 82.527534),(79 82.02893),
(1 35.563484),(2 41.89757),(3 45.350517),(4 47.42822),(5 49.731327),(6 51.17355),(7 53.3628),(8 54.29612),(9 55.80308),(10 56.705887),(11 58.202427),(12 59.86642),(13 61.0158),(14 62.151012),(15 63.115246),(16 64.131546),(17 65.18889),(18 65.45821),(19 66.12224),(20 66.10868),(21 66.227234),(22 66.71586),(23 66.995316),(24 66.98751),(25 67.781105),(26 68.323135),(27 68.53855),(28 68.995575),(29 69.17297),(30 69.08163),(31 70.38207),(32 70.44586),(33 69.69234),(34 69.70938),(35 68.716705),(36 68.93861),(37 69.19513),(38 69.23604),(39 69.719986),(40 69.754616),(41 70.64368),(42 70.31727),(43 71.54502),(44 72.78179),(45 72.60911),(46 72.95313),(47 73.38206),(48 73.64272),(49 74.180954),(50 75.639626),(51 75.816315),(52 76.42397),(53 77.50328),(54 77.42809),(55 78.06405),(56 78.78715),(57 78.9688),(58 79.49799),(59 81.155914),(60 81.040474),(61 82.557014),(62 82.24602),(63 82.20051),(64 82.40791),(65 82.36085),(66 81.9146),(67 82.19723),(68 81.88296),(69 81.865),(70 82.13639),(71 81.72941),(72 81.64288),(73 81.78677),(74 80.913345),(75 79.62329),(76 79.1123),(77 78.98683),(78 77.90306),(79 77.49816),
(1 36.69323),(2 42.780155),(3 46.024208),(4 48.652466),(5 50.931282),(6 52.807583),(7 54.558372),(8 55.806347),(9 57.20451),(10 58.41711),(11 59.495922),(12 60.62244),(13 62.254105),(14 62.98922),(15 64.56232),(16 65.093994),(17 66.56192),(18 67.08433),(19 67.76875),(20 68.511475),(21 68.70437),(22 69.51768),(23 68.91547),(24 69.54244),(25 70.21707),(26 70.08946),(27 70.66598),(28 71.624054),(29 71.10451),(30 71.43913),(31 72.290474),(32 72.485794),(33 71.866035),(34 72.564285),(35 71.14655),(36 70.70251),(37 71.730675),(38 72.125336),(39 72.138756),(40 72.83709),(41 74.523346),(42 75.04317),(43 76.24243),(44 76.87392),(45 76.80113),(46 77.045944),(47 77.453354),(48 78.15973),(49 79.2603),(50 80.08165),(51 80.983826),(52 81.55581),(53 82.272896),(54 82.410965),(55 82.909904),(56 83.23295),(57 82.90835),(58 84.31057),(59 84.684006),(60 85.835396),(61 86.33737),(62 86.430756),(63 85.461),(64 85.884224),(65 86.16395),(66 85.45052),(67 86.08713),(68 85.77294),(69 85.4484),(70 85.23903),(71 84.69021),(72 84.49084),(73 83.12641),(74 82.32391),(75 81.562035),(76 80.77839),(77 81.30935),(78 81.44617),(79 81.57912),
(1 37.178875),(2 42.852287),(3 46.20326),(4 48.871998),(5 50.87028),(6 52.449165),(7 54.077003),(8 55.497734),(9 57.10028),(10 58.975273),(11 60.688007),(12 61.471073),(13 63.573883),(14 64.54858),(15 66.28966),(16 67.680305),(17 67.92729),(18 68.48954),(19 69.32379),(20 69.16929),(21 69.8015),(22 69.9292),(23 70.6209),(24 70.638466),(25 71.4978),(26 71.60787),(27 71.843056),(28 71.946014),(29 72.809425),(30 73.11625),(31 73.82564),(32 73.86942),(33 73.34942),(34 73.288185),(35 72.31301),(36 71.77794),(37 71.980225),(38 71.607376),(39 71.83799),(40 72.195885),(41 72.68777),(42 73.118034),(43 74.28991),(44 74.87386),(45 73.796394),(46 74.12809),(47 74.41403),(48 74.854836),(49 75.651436),(50 76.52067),(51 77.05605),(52 77.116425),(53 78.21579),(54 79.00761),(55 80.121635),(56 80.99901),(57 81.22114),(58 82.332054),(59 83.182625),(60 83.525734),(61 84.76782),(62 85.32999),(63 85.4541),(64 85.658875),(65 85.73363),(66 85.72157),(67 86.209656),(68 85.507195),(69 85.62446),(70 85.573074),(71 84.62557),(72 85.25061),(73 84.582954),(74 84.81944),(75 83.08599),(76 83.097824),(77 82.97917),(78 82.79241),(79 81.884155),
(1 36.54458),(2 42.70674),(3 46.19894),(4 48.054592),(5 50.02675),(6 52.214783),(7 54.180008),(8 55.568256),(9 55.84111),(10 57.6614),(11 59.027546),(12 60.10587),(13 62.308537),(14 62.69679),(15 64.558815),(16 65.15584),(17 66.22293),(18 67.308975),(19 67.33979),(20 67.54862),(21 67.60826),(22 68.6883),(23 68.66136),(24 68.99772),(25 70.37456),(26 69.93394),(27 69.656525),(28 70.770676),(29 71.23766),(30 71.6191),(31 72.474884),(32 71.857025),(33 71.564095),(34 71.52356),(35 70.73148),(36 71.00788),(37 71.158554),(38 70.93817),(39 71.29816),(40 71.879776),(41 72.605934),(42 73.17212),(43 73.95564),(44 74.57584),(45 75.74131),(46 75.14346),(47 75.23415),(48 75.82082),(49 76.3227),(50 76.17146),(51 77.27433),(52 77.80882),(53 77.99962),(54 78.92077),(55 79.872635),(56 79.87149),(57 80.35671),(58 81.55232),(59 82.12455),(60 82.43147),(61 83.20718),(62 84.19435),(63 83.59601),(64 83.62718),(65 83.61197),(66 83.39025),(67 83.370056),(68 83.61757),(69 82.92914),(70 83.49355),(71 83.34294),(72 83.10236),(73 82.574524),(74 82.1475),(75 81.53594),(76 80.91006),(77 80.27715),(78 79.91786),(79 79.68483),
(1 35.61533),(2 41.839092),(3 45.039185),(4 47.43871),(5 49.906006),(6 52.15554),(7 53.698868),(8 54.593014),(9 55.520966),(10 57.051964),(11 57.656162),(12 59.56779),(13 61.69536),(14 62.649006),(15 63.703266),(16 64.48992),(17 65.642166),(18 66.97283),(19 67.20161),(20 67.262405),(21 67.48683),(22 67.92615),(23 68.06432),(24 68.08467),(25 68.64352),(26 69.08819),(27 69.114174),(28 70.33013),(29 70.57952),(30 70.71868),(31 70.49153),(32 71.367004),(33 70.918976),(34 70.91985),(35 69.91878),(36 70.47968),(37 70.86715),(38 70.650475),(39 70.49126),(40 71.00159),(41 72.06243),(42 73.09521),(43 73.80462),(44 74.600555),(45 75.162575),(46 74.82191),(47 74.917915),(48 75.3167),(49 77.08991),(50 76.91314),(51 77.0993),(52 77.57865),(53 78.40388),(54 79.312256),(55 79.7114),(56 79.40935),(57 79.80022),(58 80.60362),(59 80.70436),(60 81.12884),(61 81.20464),(62 82.00949),(63 82.05087),(64 82.11129),(65 81.79031),(66 81.66164),(67 81.826195),(68 81.369865),(69 81.22902),(70 81.067184),(71 80.47146),(72 79.67484),(73 79.02641),(74 78.988045),(75 78.38435),(76 78.43754),(77 78.33113),(78 78.520256),(79 77.5912),
(1 35.877205),(2 41.542385),(3 45.213),(4 47.342922),(5 49.21746),(6 50.946083),(7 52.709488),(8 53.865215),(9 55.20639),(10 56.74235),(11 58.048824),(12 59.421375),(13 61.09886),(14 61.85433),(15 62.44006),(16 63.98981),(17 65.182976),(18 66.36324),(19 65.614006),(20 66.45081),(21 67.2475),(22 67.730545),(23 67.73468),(24 68.169014),(25 69.11201),(26 69.80237),(27 69.5093),(28 70.31185),(29 70.75419),(30 70.45921),(31 71.00892),(32 70.55494),(33 70.93288),(34 69.72598),(35 68.89267),(36 69.429016),(37 69.76778),(38 69.33221),(39 68.73196),(40 69.34887),(41 69.4702),(42 69.33638),(43 70.24549),(44 70.98711),(45 71.590935),(46 71.93042),(47 72.15374),(48 72.59367),(49 73.07681),(50 73.122116),(51 73.92999),(52 75.247375),(53 75.590836),(54 76.31792),(55 76.78934),(56 77.71551),(57 78.028786),(58 78.878654),(59 79.777275),(60 80.273026),(61 80.755905),(62 80.98727),(63 80.69162),(64 80.88643),(65 80.80455),(66 81.36242),(67 80.990425),(68 80.67592),(69 81.20407),(70 81.48777),(71 81.40985),(72 81.42843),(73 80.7412),(74 80.78027),(75 80.23547),(76 79.41415),(77 79.518814),(78 78.21304),(79 77.569824),
(1 35.507008),(2 41.121365),(3 44.092617),(4 45.775097),(5 48.20828),(6 50.14497),(7 51.83433),(8 53.491177),(9 54.980453),(10 56.51958),(11 57.689896),(12 59.123447),(13 60.566895),(14 62.308044),(15 62.75399),(16 64.37003),(17 64.74519),(18 65.45404),(19 66.32374),(20 66.53547),(21 66.77555),(22 67.34844),(23 67.496056),(24 67.86783),(25 68.69133),(26 69.093),(27 68.71373),(28 68.967316),(29 69.28221),(30 69.41349),(31 69.333725),(32 69.47986),(33 69.59086),(34 69.32246),(35 69.016556),(36 69.47808),(37 69.41824),(38 68.73483),(39 68.72456),(40 68.56959),(41 69.26572),(42 69.55044),(43 70.674675),(44 70.77751),(45 71.93065),(46 72.5282),(47 71.89872),(48 73.15877),(49 73.122116),(50 74.78927),(51 75.40592),(52 76.047516),(53 76.109924),(54 77.36663),(55 78.2538),(56 78.78418),(57 79.0895),(58 80.60536),(59 80.96153),(60 81.84041),(61 82.62027),(62 82.954605),(63 82.06735),(64 81.91584),(65 82.467285),(66 82.10765),(67 83.23639),(68 83.191826),(69 83.21986),(70 83.673225),(71 83.188675),(72 83.01481),(73 82.39161),(74 81.83854),(75 80.923485),(76 79.511),(77 79.96664),(78 78.846436),(79 79.086555),
(1 36.543446),(2 42.17929),(3 45.358643),(4 47.14667),(5 49.520725),(6 51.930393),(7 53.160267),(8 54.542847),(9 56.3469),(10 57.177063),(11 58.38372),(12 59.82661),(13 60.925224),(14 62.057014),(15 63.157112),(16 64.56145),(17 64.761375),(18 66.37111),(19 66.59537),(20 66.89865),(21 67.12782),(22 67.4761),(23 67.712326),(24 68.16155),(25 69.18421),(26 69.51948),(27 69.20153),(28 69.856995),(29 70.729126),(30 70.870766),(31 71.69419),(32 72.41625),(33 71.68173),(34 71.662735),(35 70.77335),(36 70.73498),(37 71.13878),(38 71.04513),(39 71.3277),(40 72.18455),(41 73.00385),(42 72.99806),(43 73.53421),(44 74.225555),(45 74.8448),(46 75.61714),(47 76.76323),(48 76.90579),(49 78.42393),(50 78.68261),(51 79.51421),(52 79.803635),(53 79.86468),(54 80.17039),(55 80.215836),(56 80.42435),(57 80.59006),(58 82.03967),(59 82.7713),(60 82.641136),(61 83.42513),(62 83.19548),(63 83.3169),(64 83.05013),(65 83.576004),(66 83.61066),(67 83.15492),(68 83.17181),(69 83.22967),(70 83.11027),(71 82.71079),(72 82.04391),(73 80.67015),(74 80.70033),(75 79.69749),(76 78.85903),(77 79.02545),(78 78.56626),(79 78.35082),
