1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1284482.6),(2 1485953.1),(3 513305.78),(4 1986681.9),(5 2424543.8),(6 1607201.4),(7 3200139.3),(8 3774000.8),(9 3135193.3),(10 4943810.5),(11 5499031),(12 4961428.5),(13 7014342),(14 7580462),(15 7074334.5),(16 9140571),(17 10081803),(18 9735067),(19 11537677),(20 12151601),(21 11683453),(22 13621967),(23 14487136),(24 14291944),(25 16368637),(26 17484720),(27 17669784),(28 20561816),(29 22148800),(30 22338860),(31 25439566),(32 27157520),(33 27479994),(34 30363214),(35 32064160),(36 32254894),(37 34817052),(38 36026612),(39 35470324),(40 37533510),(41 39025364),(42 38562556),(43 40978684),(44 42558820),(45 41941004),(46 44351356),(47 46451764),(48 46268892),(49 48804100),(50 50957664),(51 50482252),(52 52649010),(53 54414372),(54 54001412),(55 55982830),(56 57686284),(57 56772780),(58 59355468),(59 61342796),(60 60776800),(61 62839180),(62 65054748),(63 64006612),(64 65540850),(65 67728136),(66 66771748),(67 68693280),(68 70793510),(69 69768580),(70 71177480),(71 73487064),(72 72487096),(73 73743304),(74 76025620),(75 74529570),(76 75519670),(77 77942370),(78 76573650),(79 77161464),
(1 2158.7332),(2 2791.7498),(3 3177.5496),(4 3261.1582),(5 3433.2253),(6 3608.4556),(7 3711.4077),(8 3744.5771),(9 3853.1414),(10 3890.2341),(11 3906.0654),(12 3910.8682),(13 3984.654),(14 4065.5522),(15 4201.3604),(16 4285.852),(17 4344.089),(18 4366.0493),(19 4388.6567),(20 4449.0405),(21 4537.701),(22 4611.638),(23 4636.552),(24 4592.7),(25 4625.599),(26 4625.2256),(27 4616.866),(28 4662.368),(29 4679.281),(30 4690.275),(31 4803.461),(32 4827.7773),(33 4803.6294),(34 4803.6206),(35 4837.581),(36 4865.5757),(37 4851.0957),(38 4854.3228),(39 4900.6836),(40 4941.0776),(41 5056.776),(42 5021.147),(43 5105.749),(44 5064.098),(45 5068.557),(46 5076.845),(47 5113.9775),(48 5218.7954),(49 5214.568),(50 5228.4443),(51 5197.4995),(52 5188.894),(53 5203.8384),(54 5200.916),(55 5232.408),(56 5291.281),(57 5318.236),(58 5371.452),(59 5319.3833),(60 5385.0913),(61 5424.843),(62 5465.104),(63 5471.3213),(64 5390.969),(65 5381.698),(66 5336.111),(67 5317.789),(68 5256.971),(69 5291.9233),(70 5269.2813),(71 5266.008),(72 5263.1836),(73 5319.8247),(74 5328.67),(75 5393.926),(76 5387.927),(77 5341.931),(78 5272.7793),(79 5236.5903),
(1 2087.1965),(2 2673.0874),(3 3029.5928),(4 3176.8467),(5 3356.938),(6 3439.017),(7 3486.7605),(8 3575.6516),(9 3622.421),(10 3684.3801),(11 3677.9768),(12 3755.9553),(13 3892.0896),(14 3920.9124),(15 3998.639),(16 4061.1785),(17 4117.9478),(18 4147.6655),(19 4161.788),(20 4237.5864),(21 4287.3457),(22 4327.9854),(23 4313.009),(24 4318.5938),(25 4300.9346),(26 4301.874),(27 4311.514),(28 4457.576),(29 4488.3647),(30 4532.955),(31 4589.5747),(32 4671.111),(33 4653.4795),(34 4637.276),(35 4662.138),(36 4655.713),(37 4630.7817),(38 4613.172),(39 4681.418),(40 4683.1934),(41 4700.749),(42 4734.6353),(43 4840.7017),(44 4832.9614),(45 4804.3696),(46 4829.707),(47 4956.8945),(48 5051.111),(49 5057.5225),(50 5058.4),(51 5052.9165),(52 5111.0337),(53 5087.207),(54 5109.4346),(55 5116.858),(56 5190.7886),(57 5172.455),(58 5220.5083),(59 5194.0254),(60 5205.447),(61 5230.01),(62 5192.23),(63 5172.268),(64 5190.641),(65 5146.1904),(66 5107.565),(67 5191.815),(68 5173.444),(69 5103.569),(70 5102.1216),(71 5072.556),(72 5077.0654),(73 5132.4644),(74 5145.6733),(75 5155.9316),(76 5152.806),(77 5115.695),(78 5079.3184),(79 5030.826),
(1 2008.5409),(2 2636.1104),(3 2977.1697),(4 3126.187),(5 3296.319),(6 3425.5486),(7 3537.5422),(8 3595.6216),(9 3626.8784),(10 3693.1514),(11 3708.9126),(12 3735.5962),(13 3888.2144),(14 3883.018),(15 3981.8884),(16 4037.7017),(17 4095.2817),(18 4158.8784),(19 4150.569),(20 4202.2314),(21 4275.582),(22 4277.9795),(23 4336.6226),(24 4323.621),(25 4394.0938),(26 4376.384),(27 4388.015),(28 4454.905),(29 4570.7085),(30 4616.11),(31 4644.9795),(32 4731.873),(33 4721.8457),(34 4764.543),(35 4769.844),(36 4744.037),(37 4719.2485),(38 4721.2876),(39 4797.885),(40 4767.2295),(41 4788.733),(42 4763.8037),(43 4919.8633),(44 4923.7495),(45 4872.9863),(46 4916.997),(47 4965.7524),(48 4995.6406),(49 5025.026),(50 5017.7847),(51 5020.475),(52 5065.665),(53 5108.0947),(54 5139.46),(55 5200.815),(56 5275.023),(57 5270.4185),(58 5316.479),(59 5291.96),(60 5367.224),(61 5454.7295),(62 5413.3794),(63 5352.8296),(64 5343.3276),(65 5315.6577),(66 5309.1206),(67 5302.1777),(68 5318.9478),(69 5347.6455),(70 5386.3477),(71 5356.4043),(72 5374.8813),(73 5437.94),(74 5435.1826),(75 5423.2954),(76 5388.508),(77 5393.273),(78 5334.6343),(79 5284.6235),
(1 1979.7852),(2 2551.7974),(3 2850.927),(4 2965.887),(5 3076.6118),(6 3240.6028),(7 3346.6147),(8 3401.348),(9 3458.5823),(10 3494.3262),(11 3512.5303),(12 3561.2886),(13 3676.719),(14 3694.882),(15 3780.2947),(16 3862.915),(17 3846.6787),(18 3952.5981),(19 3967.9055),(20 3996.3472),(21 4082.7292),(22 4078.779),(23 4134.999),(24 4160.844),(25 4182.9727),(26 4204.6875),(27 4247.583),(28 4397.3853),(29 4454.6997),(30 4457.203),(31 4505.2324),(32 4589.097),(33 4651.865),(34 4699.5723),(35 4687.772),(36 4679.199),(37 4638.2056),(38 4657.7383),(39 4711.0483),(40 4698.9434),(41 4738.1147),(42 4779.476),(43 4931.314),(44 4935.3716),(45 4914.8276),(46 4971.124),(47 5026.3306),(48 5046.883),(49 5042.533),(50 5085.1836),(51 5168.5024),(52 5201.9927),(53 5245.744),(54 5252.921),(55 5304.3325),(56 5410.829),(57 5409.6563),(58 5449.8945),(59 5408.423),(60 5425.251),(61 5432.958),(62 5471.2656),(63 5432.804),(64 5382.9893),(65 5344.2026),(66 5353.9136),(67 5363.776),(68 5368.3433),(69 5386.8477),(70 5356.804),(71 5311.354),(72 5302.0586),(73 5363.1426),(74 5392.833),(75 5478.4814),(76 5477.8745),(77 5430.249),(78 5420.986),(79 5357.156),
(1 1916.1881),(2 2449.2405),(3 2774.2598),(4 2857.7476),(5 3032.7844),(6 3174.8066),(7 3256.8396),(8 3339.7966),(9 3400.4314),(10 3434.0146),(11 3460.343),(12 3482.4365),(13 3602.5159),(14 3632.1487),(15 3778.795),(16 3807.5935),(17 3883.2366),(18 3901.8025),(19 3872.5378),(20 3912.8005),(21 3973.4705),(22 4037.1743),(23 4041.2761),(24 4036.259),(25 4062.9912),(26 4028.0103),(27 4052.0608),(28 4164.821),(29 4206.5728),(30 4209.765),(31 4287.961),(32 4256.185),(33 4261.7334),(34 4303.2505),(35 4266.0337),(36 4330.754),(37 4273.3164),(38 4240.3374),(39 4348.3945),(40 4292.284),(41 4351.2324),(42 4371.8667),(43 4477.4077),(44 4471.891),(45 4478.157),(46 4517.3726),(47 4513.954),(48 4564.4805),(49 4530.1064),(50 4587.3423),(51 4662.0454),(52 4673.9106),(53 4657.242),(54 4696.8687),(55 4760.9644),(56 4858.3623),(57 4883.1772),(58 4945.5635),(59 4961.2163),(60 5014.6743),(61 5017.707),(62 5003.318),(63 4995.224),(64 4984.855),(65 4939.2837),(66 4921.7935),(67 4954.9683),(68 4945.261),(69 4921.3286),(70 4919.5195),(71 4920.329),(72 4960.722),(73 5027.597),(74 4992.3115),(75 5039.245),(76 5063.0522),(77 5014.038),(78 5008.047),(79 5000.143),
(1 1841.1384),(2 2371.087),(3 2703.1116),(4 2768.94),(5 2898.281),(6 3044.616),(7 3143.731),(8 3238.0615),(9 3300.8489),(10 3343.8162),(11 3379.6143),(12 3402.28),(13 3496.5938),(14 3553.0225),(15 3627.2546),(16 3650.8352),(17 3640.8376),(18 3673.7412),(19 3694.8608),(20 3754.685),(21 3799.9844),(22 3856.3215),(23 3882.784),(24 3877.0608),(25 3886.457),(26 3839.1003),(27 3902.5098),(28 4100.4355),(29 4144.1875),(30 4209.045),(31 4284.0713),(32 4303.5513),(33 4286.3794),(34 4360.5254),(35 4294.194),(36 4333.8496),(37 4302.8555),(38 4281.3994),(39 4302.6377),(40 4318.2373),(41 4331.5815),(42 4347.5317),(43 4462.9155),(44 4468.836),(45 4495.3003),(46 4550.16),(47 4521.8413),(48 4558.15),(49 4618.0767),(50 4677.175),(51 4731.203),(52 4733.7935),(53 4729.4126),(54 4725.784),(55 4789.7896),(56 4859.523),(57 4933.0693),(58 4969.698),(59 4955.606),(60 4968.3247),(61 5008.6313),(62 5018.937),(63 4984.1665),(64 4957.5522),(65 4921.32),(66 4881.835),(67 4905.029),(68 4922.136),(69 4907.752),(70 4895.769),(71 4903.4937),(72 4943.8994),(73 4993.0654),(74 4963.4204),(75 4967.6577),(76 4951.1113),(77 4912.7046),(78 4881.8164),(79 4868.2183),
(1 1804.9624),(2 2371.9812),(3 2667.8713),(4 2758.664),(5 2930.5515),(6 3048.17),(7 3133.9807),(8 3205.6418),(9 3254.736),(10 3296.5186),(11 3316.8035),(12 3347.014),(13 3405.6658),(14 3492.1138),(15 3531.9167),(16 3589.0005),(17 3617.3965),(18 3635.7258),(19 3650.2002),(20 3728.096),(21 3755.546),(22 3796.1313),(23 3779.2998),(24 3780.759),(25 3804.0234),(26 3749.0486),(27 3745.196),(28 3868.006),(29 3884.679),(30 3968.622),(31 3948.0154),(32 4046.128),(33 3995.9946),(34 4034.2437),(35 3988.7402),(36 3981.3171),(37 3978.8499),(38 3962.5388),(39 4022.1526),(40 4049.6902),(41 4116.4795),(42 4075.0764),(43 4202.274),(44 4212.254),(45 4201.7344),(46 4253.79),(47 4256.0996),(48 4281.6455),(49 4231.9336),(50 4247.1235),(51 4314.4688),(52 4352.642),(53 4366.846),(54 4388.2544),(55 4463.8037),(56 4518.5376),(57 4533.5625),(58 4665.0317),(59 4622.668),(60 4642.1924),(61 4614.3345),(62 4668.807),(63 4674.4927),(64 4581.9233),(65 4519.154),(66 4514.486),(67 4490.544),(68 4487.358),(69 4511.59),(70 4550.8),(71 4566.181),(72 4576.405),(73 4587.0024),(74 4609.98),(75 4644.828),(76 4651.5483),(77 4652.9365),(78 4639.5566),(79 4618.7085),
(1 1773.5256),(2 2315.6433),(3 2606.9226),(4 2698.8984),(5 2845.6453),(6 2993.5757),(7 3074.5747),(8 3131.2341),(9 3151.2097),(10 3230.1494),(11 3272.672),(12 3290.513),(13 3392.6802),(14 3426.3564),(15 3481.3845),(16 3531.2607),(17 3526.9578),(18 3557.3572),(19 3565.4946),(20 3640.6716),(21 3698.3608),(22 3737.1216),(23 3766.9756),(24 3790.801),(25 3856.9705),(26 3817.6003),(27 3826.5166),(28 3916.4749),(29 3934.5964),(30 3964.8271),(31 3924.7078),(32 4011.4893),(33 3988.2227),(34 3990.3462),(35 3923.8982),(36 3950.9324),(37 3969.1306),(38 3952.2085),(39 4031.7632),(40 4046.3723),(41 4086.8074),(42 4061.3772),(43 4154.4575),(44 4156.317),(45 4163.5366),(46 4192.287),(47 4250.631),(48 4309.0425),(49 4310.474),(50 4330.6943),(51 4381.0884),(52 4402.164),(53 4420.0654),(54 4479.482),(55 4552.3003),(56 4582.239),(57 4603.832),(58 4717.4434),(59 4722.03),(60 4736.4077),(61 4708.918),(62 4663.217),(63 4697.998),(64 4627.006),(65 4597.516),(66 4585.0747),(67 4585.05),(68 4539.217),(69 4569.6357),(70 4574.1704),(71 4557.8833),(72 4520.1733),(73 4567.0537),(74 4588.193),(75 4572.4355),(76 4525.096),(77 4539.15),(78 4546.3623),(79 4497.9688),
(1 1725.3247),(2 2226.7021),(3 2509.4683),(4 2626.5413),(5 2734.8445),(6 2824.9028),(7 2923.453),(8 2980.3943),(9 3007.4797),(10 3106.373),(11 3062.854),(12 3109.9885),(13 3194.3594),(14 3227.0808),(15 3278.2234),(16 3345.1912),(17 3389.5),(18 3323.8396),(19 3383.5254),(20 3386.1785),(21 3461.2908),(22 3455.369),(23 3455.8696),(24 3448.4182),(25 3482.0527),(26 3483.9905),(27 3556.9773),(28 3607.3857),(29 3676.5767),(30 3694.943),(31 3708.0718),(32 3792.384),(33 3787.2131),(34 3778.7375),(35 3752.3284),(36 3757.5166),(37 3755.6292),(38 3710.329),(39 3771.6536),(40 3806.2556),(41 3822.0706),(42 3806.92),(43 3896.587),(44 3854.6563),(45 3871.715),(46 3942.5205),(47 3953.716),(48 3978.4712),(49 4036.9465),(50 4036.2808),(51 4064.8708),(52 4085.0027),(53 4103.5996),(54 4143.145),(55 4153.542),(56 4178.7886),(57 4200.8193),(58 4266.361),(59 4309.8633),(60 4290.5513),(61 4275.9683),(62 4239.9253),(63 4281.153),(64 4235.2617),(65 4228.365),(66 4215.0576),(67 4177.8784),(68 4179.0103),(69 4190.611),(70 4195.7188),(71 4142.9395),(72 4168.673),(73 4181.2246),(74 4175.0127),(75 4209.9614),(76 4211.8906),(77 4177.8945),(78 4174.8384),(79 4117.905),
(1 1711.0251),(2 2198.611),(3 2453.5613),(4 2558.5278),(5 2703.0845),(6 2842.639),(7 2964.937),(8 3022.7356),(9 3076.5776),(10 3109.8066),(11 3134.0022),(12 3153.6775),(13 3228.1904),(14 3263.3643),(15 3325.5369),(16 3440.4133),(17 3456.1462),(18 3484.3213),(19 3515.7646),(20 3562.0845),(21 3587.4558),(22 3589.6262),(23 3579.6),(24 3631.4846),(25 3659.5698),(26 3631.0974),(27 3640.308),(28 3786.0647),(29 3832.0415),(30 3878.3),(31 3850.3845),(32 3895.6946),(33 3903.2974),(34 3898.596),(35 3872.1365),(36 3889.242),(37 3877.215),(38 3838.2415),(39 3869.4126),(40 3846.3147),(41 3835.828),(42 3822.1106),(43 3848.1897),(44 3877.2957),(45 3916.694),(46 3947.164),(47 3951.1816),(48 3970.4514),(49 3974.4097),(50 4000.2542),(51 4002.7817),(52 3999.6887),(53 4013.078),(54 4028.075),(55 4001.4963),(56 4041.4849),(57 4086.567),(58 4143.262),(59 4203.306),(60 4203.1753),(61 4212.494),(62 4189.9097),(63 4212.169),(64 4194.3613),(65 4226.5884),(66 4253.5313),(67 4250.5913),(68 4199.491),(69 4257.607),(70 4278.9604),(71 4228.5093),(72 4202.845),(73 4239.97),(74 4288.365),(75 4327.921),(76 4313.685),(77 4277.4395),(78 4298.1846),(79 4255.26),
(1 1642.2375),(2 2105.7566),(3 2384.4443),(4 2483.8486),(5 2643.7993),(6 2748.7861),(7 2808.021),(8 2826.3186),(9 2915.823),(10 2933.71),(11 2977.0146),(12 3010.6953),(13 3109.1526),(14 3133.6074),(15 3219.414),(16 3278.2053),(17 3307.4443),(18 3267.553),(19 3273.3462),(20 3267.2908),(21 3340.6045),(22 3377.0754),(23 3392.6667),(24 3445.611),(25 3477.8594),(26 3487.497),(27 3512.9893),(28 3585.01),(29 3638.396),(30 3631.903),(31 3651.4788),(32 3653.4766),(33 3651.43),(34 3658.3284),(35 3662.4604),(36 3669.824),(37 3671.3936),(38 3626.1738),(39 3660.0261),(40 3635.706),(41 3648.4146),(42 3642.7874),(43 3687.8074),(44 3719.2449),(45 3691.2954),(46 3714.4343),(47 3706.1575),(48 3736.7559),(49 3737.8235),(50 3742.0833),(51 3794.911),(52 3838.0496),(53 3800.8079),(54 3828.334),(55 3888.0962),(56 3902.844),(57 3907.2754),(58 3951.8635),(59 3980.4421),(60 4002.8657),(61 3986.3462),(62 3972.4053),(63 4019.2844),(64 4036.2993),(65 4069.6738),(66 4089.425),(67 4047.3025),(68 4029.0164),(69 4035.1665),(70 4073.1694),(71 4109.501),(72 4024.5828),(73 4058.5798),(74 4057.194),(75 4108.3022),(76 4039.43),(77 4034.8762),(78 4053.6985),(79 4031.4548),
(1 1573.3822),(2 2060.1138),(3 2343.806),(4 2424.3506),(5 2523.4194),(6 2645.6602),(7 2730.9495),(8 2756.8606),(9 2819.7678),(10 2854.4846),(11 2851.9524),(12 2854.948),(13 2944.4963),(14 2985.3223),(15 3020.402),(16 3037.646),(17 3068.417),(18 3074.0347),(19 3090.2866),(20 3133.905),(21 3200.974),(22 3294.171),(23 3304.4248),(24 3344.6836),(25 3369.332),(26 3352.036),(27 3407.4128),(28 3500.812),(29 3480.2341),(30 3495.6099),(31 3543.987),(32 3509.0916),(33 3482.4165),(34 3539.849),(35 3513.7734),(36 3529.485),(37 3560.6108),(38 3522.5623),(39 3554.306),(40 3545.3486),(41 3593.6855),(42 3623.5593),(43 3657.9458),(44 3693.825),(45 3680.566),(46 3755.2615),(47 3777.6343),(48 3753.7),(49 3799.661),(50 3807.4172),(51 3798.2185),(52 3839.7822),(53 3827.6172),(54 3839.023),(55 3883.8257),(56 3855.8623),(57 3912.1755),(58 3987.56),(59 3954.3394),(60 3963.145),(61 3994.767),(62 3982.653),(63 4026.2214),(64 4003.6162),(65 3971.898),(66 3976.6523),(67 3929.265),(68 3907.9485),(69 3962.5908),(70 3953.3513),(71 3980.975),(72 3968.42),(73 3994.6355),(74 3992.5142),(75 4009.197),(76 4031.7078),(77 3993.0408),(78 3961.8066),(79 3957.6086),
(1 1541.2439),(2 1970.0541),(3 2242.0408),(4 2295.9937),(5 2416.2751),(6 2553.8806),(7 2602.0046),(8 2652.6074),(9 2697.6096),(10 2741.8853),(11 2777.47),(12 2812.4993),(13 2900.1707),(14 2884.4807),(15 2899.2612),(16 2941.4116),(17 2956.4543),(18 2979.564),(19 2987.2383),(20 3021.2954),(21 3057.209),(22 3131.1814),(23 3139.503),(24 3171.8518),(25 3212.3015),(26 3255.9524),(27 3266.4175),(28 3324.712),(29 3306.3909),(30 3359.425),(31 3365.2874),(32 3445.528),(33 3428.1497),(34 3443.8792),(35 3442.711),(36 3464.216),(37 3410.5457),(38 3350.5508),(39 3401.0237),(40 3403.6648),(41 3435.462),(42 3484.5374),(43 3548.914),(44 3551.929),(45 3555.4956),(46 3599.2175),(47 3580.0237),(48 3597.6025),(49 3631.612),(50 3637.5535),(51 3672.3896),(52 3712.9082),(53 3677.3105),(54 3713.5403),(55 3754.9258),(56 3806.266),(57 3773.8396),(58 3834.9304),(59 3828.7942),(60 3844.6714),(61 3864.4883),(62 3869.826),(63 3864.2014),(64 3880.7043),(65 3862.401),(66 3831.5688),(67 3809.4875),(68 3812.7168),(69 3832.112),(70 3870.8665),(71 3813.1035),(72 3813.179),(73 3854.8916),(74 3862.352),(75 3858.9182),(76 3845.3474),(77 3807.6035),(78 3823.0562),(79 3841.3174),
(1 1522.0754),(2 1947.0487),(3 2245.7793),(4 2303.0244),(5 2432.5757),(6 2546.9753),(7 2588.5925),(8 2635.269),(9 2688.6113),(10 2738.5737),(11 2777.7136),(12 2767.53),(13 2840.614),(14 2872.8472),(15 2906.7422),(16 2929.6619),(17 2924.3071),(18 2954.8806),(19 2917.388),(20 2986.2202),(21 3019.8494),(22 3047.349),(23 3055.6484),(24 3077.9873),(25 3091.8872),(26 3089.91),(27 3124.3506),(28 3206.971),(29 3225.3743),(30 3263.3728),(31 3345.1296),(32 3354.0964),(33 3356.8452),(34 3400.8228),(35 3397.7014),(36 3405.128),(37 3414.311),(38 3390.5293),(39 3421.5444),(40 3398.328),(41 3451.2847),(42 3472.651),(43 3561.5576),(44 3528.8276),(45 3533.2458),(46 3562.2214),(47 3605.9473),(48 3601.58),(49 3609.048),(50 3647.5264),(51 3650.0527),(52 3687.2632),(53 3701.3943),(54 3696.4417),(55 3698.148),(56 3744.4297),(57 3737.372),(58 3788.0825),(59 3785.3264),(60 3793.1765),(61 3806.8547),(62 3816.2168),(63 3806.584),(64 3795.0818),(65 3763.4382),(66 3729.4673),(67 3740.4902),(68 3714.4905),(69 3760.2734),(70 3817.1597),(71 3814.7644),(72 3823.4333),(73 3878.1118),(74 3897.4436),(75 3920.4556),(76 3903.3723),(77 3951.3171),(78 3916.646),(79 3927.8186),
(1 1465.5873),(2 1879.4143),(3 2102.8687),(4 2137.4067),(5 2248.0786),(6 2344.4963),(7 2390.3032),(8 2465.2915),(9 2490.9475),(10 2561.3682),(11 2589.9146),(12 2637.7585),(13 2697.2048),(14 2730.7498),(15 2761.7036),(16 2768.7092),(17 2788.7751),(18 2807.3308),(19 2800.0315),(20 2846.031),(21 2886.4097),(22 2962.1606),(23 2955.5752),(24 2985.0718),(25 2985.9937),(26 2979.7654),(27 3007.0283),(28 3049.131),(29 3087.8445),(30 3093.363),(31 3142.2888),(32 3166.6758),(33 3148.7593),(34 3160.8235),(35 3107.2476),(36 3162.5002),(37 3206.21),(38 3192.3748),(39 3213.545),(40 3249.207),(41 3265.7168),(42 3265.6455),(43 3388.2942),(44 3404.1074),(45 3370.5637),(46 3439.319),(47 3432.9673),(48 3474.2449),(49 3471.0217),(50 3493.5513),(51 3523.5757),(52 3567.6384),(53 3554.2544),(54 3599.4949),(55 3624.259),(56 3639.412),(57 3663.1619),(58 3689.6028),(59 3695.7869),(60 3695.4832),(61 3689.24),(62 3705.5068),(63 3716.031),(64 3701.7407),(65 3688.9927),(66 3683.7742),(67 3667.019),(68 3685.5566),(69 3703.6887),(70 3745.317),(71 3778.8704),(72 3771.6624),(73 3848.5015),(74 3856.0396),(75 3847.8682),(76 3879.0159),(77 3864.615),(78 3865.2642),(79 3811.896),
(1 1491.2759),(2 1897.7905),(3 2162.8972),(4 2227.2646),(5 2341.27),(6 2472.738),(7 2519.6597),(8 2569.843),(9 2590.0872),(10 2626.9678),(11 2631.1858),(12 2676.161),(13 2736.2327),(14 2760.298),(15 2780.7322),(16 2804.503),(17 2814.6445),(18 2852.4849),(19 2864.5752),(20 2924.8572),(21 2951.0613),(22 3032.2283),(23 3008.5835),(24 3014.841),(25 2999.2554),(26 3003.8938),(27 3017.3877),(28 3069.612),(29 3048.1736),(30 3071.9255),(31 3126.8772),(32 3201.3389),(33 3175.526),(34 3181.3672),(35 3189.638),(36 3179.7695),(37 3209.9697),(38 3211.6438),(39 3297.4658),(40 3291.1987),(41 3273.2937),(42 3307.7258),(43 3388.093),(44 3366.2627),(45 3364.0083),(46 3388.3591),(47 3402.807),(48 3373.609),(49 3374.8354),(50 3400.7195),(51 3443.6597),(52 3529.8152),(53 3500.3608),(54 3536.2126),(55 3541.7388),(56 3535.83),(57 3556.5984),(58 3634.8538),(59 3640.6892),(60 3647.0522),(61 3631.1538),(62 3602.7793),(63 3618.5627),(64 3594.9365),(65 3610.3162),(66 3611.2422),(67 3615.396),(68 3609.1563),(69 3662.3843),(70 3663.3718),(71 3700.635),(72 3690.8604),(73 3733.8652),(74 3766.7122),(75 3834.0227),(76 3787.4934),(77 3778.5068),(78 3792.4407),(79 3739.6304),
