1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 564689.56),(2 881545.8),(3 965248.06),(4 1953299),(5 2598464.3),(6 2827826),(7 3941844),(8 4571123.5),(9 4660719.5),(10 5659115.5),(11 6155076),(12 6028346.5),(13 6821976.5),(14 7288952.5),(15 7246757.5),(16 8122223.5),(17 8950117),(18 9254118),(19 10384623),(20 11515251),(21 12012839),(22 13280197),(23 14614720),(24 15276637),(25 16749251),(26 18379926),(27 19364392),(28 21100018),(29 23064102),(30 24299902),(31 26286622),(32 28625686),(33 30355878),(34 32466570),(35 34836590),(36 36297460),(37 38124828),(38 39978388),(39 41066510),(40 42843340),(41 45004956),(42 46450764),(43 48297020),(44 50836028),(45 52492108),(46 54655060),(47 57385264),(48 59353120),(49 61651932),(50 64407310),(51 66150270),(52 68546310),(53 71215850),(54 72804380),(55 74698136),(56 76799050),(57 77830710),(58 79090104),(59 80679304),(60 81205720),(61 81984584),(62 83313140),(63 83509896),(64 84050840),(65 85141960),(66 85276250),(67 85679816),(68 86636504),(69 86857910),(70 87436280),(71 88674184),(72 89087256),(73 89901220),(74 91385320),(75 91680930),(76 92264760),(77 93453160),(78 93391650),(79 93909030),
(1 154.74081),(2 186.59532),(3 206.04898),(4 216.92513),(5 225.23337),(6 231.9588),(7 238.27478),(8 245.00613),(9 245.54329),(10 248.38733),(11 252.00293),(12 255.296),(13 258.42606),(14 261.03967),(15 261.83755),(16 264.7799),(17 269.75812),(18 273.99344),(19 271.1796),(20 272.42075),(21 273.32642),(22 274.6407),(23 273.66205),(24 270.78674),(25 273.39117),(26 272.68854),(27 275.8202),(28 273.5713),(29 273.09662),(30 272.81793),(31 272.73083),(32 271.02484),(33 274.1167),(34 272.20184),(35 270.48166),(36 270.10336),(37 270.11963),(38 268.67877),(39 265.17508),(40 260.9163),(41 258.75098),(42 260.06345),(43 261.16962),(44 258.65042),(45 258.44702),(46 256.895),(47 259.5894),(48 263.16357),(49 258.75336),(50 263.4382),(51 261.36426),(52 262.01276),(53 260.4718),(54 261.60263),(55 261.36298),(56 262.89624),(57 265.29248),(58 264.8234),(59 267.5978),(60 273.9909),(61 278.21567),(62 278.99344),(63 286.43036),(64 286.32883),(65 287.97617),(66 289.285),(67 287.44244),(68 288.06375),(69 290.37006),(70 290.45438),(71 287.83157),(72 284.85007),(73 287.05228),(74 287.38077),(75 286.8152),(76 287.61932),(77 286.45493),(78 288.45987),(79 287.46713),
(1 155.23949),(2 186.7632),(3 205.45573),(4 216.81886),(5 226.5644),(6 235.5735),(7 239.17784),(8 245.76808),(9 249.03133),(10 252.23724),(11 252.1719),(12 259.1887),(13 258.8921),(14 261.51413),(15 262.44183),(16 264.7477),(17 267.14508),(18 272.96994),(19 270.75296),(20 272.90182),(21 275.0038),(22 275.278),(23 272.38916),(24 268.58832),(25 269.41086),(26 269.66696),(27 270.33945),(28 270.55438),(29 268.14865),(30 268.66885),(31 268.4388),(32 267.1516),(33 269.217),(34 268.91782),(35 269.0673),(36 268.67566),(37 267.86005),(38 266.4844),(39 264.67615),(40 262.0463),(41 261.58673),(42 261.61368),(43 262.30136),(44 264.2006),(45 261.3732),(46 262.8703),(47 263.07974),(48 265.75797),(49 260.64105),(50 264.0403),(51 262.2095),(52 264.641),(53 263.77396),(54 264.53384),(55 266.33313),(56 266.15085),(57 267.0165),(58 266.32996),(59 269.1958),(60 270.7585),(61 270.08594),(62 271.13406),(63 274.1974),(64 274.77777),(65 276.4713),(66 276.75122),(67 278.74457),(68 282.83386),(69 285.0149),(70 283.14047),(71 282.71695),(72 284.0933),(73 280.92792),(74 283.08728),(75 284.98068),(76 281.7068),(77 279.58075),(78 284.82175),(79 280.6834),
(1 152.00432),(2 183.1942),(3 200.69388),(4 211.38014),(5 220.90678),(6 232.16003),(7 237.13745),(8 240.43825),(9 242.20827),(10 246.32701),(11 248.9802),(12 251.22975),(13 252.61443),(14 255.50215),(15 255.27899),(16 258.87845),(17 259.56833),(18 261.70706),(19 262.91525),(20 261.53436),(21 263.74963),(22 259.9869),(23 263.8101),(24 259.10135),(25 260.39316),(26 257.2814),(27 260.29074),(28 260.27298),(29 260.22787),(30 261.99753),(31 260.63898),(32 262.32016),(33 265.3895),(34 265.08255),(35 264.28513),(36 264.6912),(37 265.66156),(38 261.95175),(39 261.9252),(40 262.48724),(41 261.69223),(42 260.9525),(43 263.0666),(44 265.34348),(45 266.57574),(46 266.10226),(47 262.712),(48 265.09875),(49 263.81342),(50 263.3858),(51 261.6505),(52 259.3081),(53 257.52924),(54 258.4756),(55 259.38153),(56 259.47702),(57 258.5089),(58 258.26266),(59 262.11353),(60 262.01337),(61 265.5519),(62 266.43015),(63 273.70407),(64 274.12808),(65 279.7976),(66 277.61053),(67 278.4785),(68 278.7922),(69 280.27203),(70 275.43875),(71 277.53513),(72 275.87296),(73 276.75952),(74 275.54288),(75 273.26144),(76 274.3194),(77 275.62302),(78 277.19843),(79 274.99265),
(1 151.38486),(2 182.11732),(3 199.95618),(4 210.10274),(5 218.17314),(6 226.29965),(7 230.92288),(8 232.91037),(9 237.58093),(10 242.75598),(11 245.30157),(12 248.83815),(13 248.73888),(14 250.34116),(15 252.88089),(16 258.40753),(17 257.5178),(18 262.54077),(19 263.25833),(20 263.40744),(21 266.6999),(22 265.58652),(23 266.50046),(24 265.3406),(25 264.3509),(26 265.2771),(27 266.6601),(28 265.8772),(29 267.1038),(30 265.8472),(31 266.11636),(32 264.1869),(33 261.2907),(34 258.3992),(35 257.40176),(36 257.836),(37 259.8628),(38 256.6449),(39 256.41016),(40 256.65253),(41 258.03793),(42 257.9034),(43 253.14589),(44 254.24149),(45 254.70383),(46 255.13335),(47 253.29115),(48 252.67288),(49 251.01923),(50 252.32765),(51 253.52014),(52 253.1556),(53 256.04663),(54 257.80008),(55 256.68002),(56 258.07953),(57 254.3355),(58 256.56482),(59 258.97446),(60 258.50098),(61 263.40762),(62 263.44174),(63 263.12357),(64 264.06726),(65 262.43466),(66 261.5527),(67 261.82605),(68 259.12186),(69 262.0538),(70 260.7227),(71 261.91058),(72 258.7262),(73 261.21368),(74 257.60648),(75 259.33813),(76 261.75067),(77 261.10474),(78 262.9793),(79 262.65723),
(1 148.06474),(2 176.84201),(3 192.67381),(4 204.10942),(5 210.35805),(6 218.58725),(7 222.95299),(8 229.49135),(9 231.2863),(10 234.69945),(11 240.4857),(12 244.86292),(13 247.67665),(14 249.26273),(15 250.33437),(16 253.85529),(17 255.04517),(18 257.73022),(19 259.30005),(20 259.33127),(21 262.04593),(22 259.87057),(23 260.59424),(24 261.01904),(25 260.45114),(26 262.51038),(27 261.08975),(28 258.32068),(29 256.27374),(30 250.97362),(31 250.93488),(32 252.36012),(33 255.48264),(34 254.08308),(35 253.31448),(36 252.93965),(37 252.56602),(38 251.1455),(39 247.50146),(40 245.31406),(41 242.88672),(42 243.75908),(43 243.38351),(44 244.40456),(45 246.90158),(46 247.54712),(47 243.8836),(48 244.20226),(49 243.43544),(50 243.41844),(51 243.73936),(52 242.37611),(53 242.7237),(54 245.42331),(55 246.79797),(56 248.18814),(57 244.11519),(58 249.53223),(59 251.2198),(60 252.42871),(61 254.5038),(62 255.8487),(63 259.5195),(64 261.07956),(65 263.72653),(66 264.4285),(67 264.00168),(68 264.34335),(69 264.92578),(70 264.86),(71 266.48477),(72 265.5224),(73 266.97745),(74 266.57275),(75 263.84427),(76 263.39478),(77 263.44028),(78 265.59525),(79 262.03024),
(1 148.77007),(2 179.24458),(3 194.1092),(4 205.09479),(5 214.46902),(6 223.01953),(7 227.8512),(8 233.41257),(9 236.25381),(10 240.57082),(11 244.44939),(12 245.62839),(13 250.13057),(14 248.11086),(15 250.28282),(16 251.50565),(17 251.55173),(18 256.1756),(19 255.9724),(20 256.731),(21 259.50143),(22 258.9611),(23 260.29517),(24 259.88055),(25 258.0612),(26 258.38663),(27 258.986),(28 257.437),(29 255.39948),(30 253.77022),(31 253.97804),(32 253.4844),(33 257.473),(34 256.6686),(35 254.32475),(36 254.32039),(37 251.94965),(38 249.63986),(39 248.65941),(40 246.2423),(41 247.3097),(42 247.95714),(43 245.92218),(44 249.78511),(45 248.59154),(46 249.46118),(47 250.88635),(48 250.79904),(49 249.0586),(50 247.73338),(51 247.47949),(52 247.46349),(53 249.09045),(54 250.05937),(55 251.3099),(56 250.39246),(57 249.71657),(58 252.791),(59 253.99515),(60 254.62576),(61 257.853),(62 259.13098),(63 260.85754),(64 260.0836),(65 261.16904),(66 259.97095),(67 259.9129),(68 260.59628),(69 259.1607),(70 257.45764),(71 259.9622),(72 260.42),(73 262.65173),(74 264.8617),(75 264.22684),(76 263.52087),(77 263.0161),(78 265.84955),(79 264.30423),
(1 148.10518),(2 175.6626),(3 194.39862),(4 204.5815),(5 211.05426),(6 216.87587),(7 223.54771),(8 225.36108),(9 226.526),(10 229.6099),(11 235.40163),(12 239.35545),(13 243.83105),(14 245.99097),(15 245.92607),(16 246.97797),(17 248.0816),(18 251.60269),(19 251.12006),(20 250.39912),(21 253.4067),(22 252.50558),(23 253.18777),(24 254.2622),(25 254.21263),(26 253.73135),(27 252.65862),(28 253.15878),(29 253.34811),(30 254.17566),(31 250.37021),(32 249.30334),(33 254.73866),(34 249.90611),(35 250.44614),(36 249.01208),(37 246.28181),(38 246.67004),(39 244.96315),(40 246.3239),(41 248.0854),(42 246.04893),(43 247.34204),(44 246.41383),(45 243.22247),(46 244.04193),(47 244.95604),(48 244.80351),(49 242.48677),(50 242.24237),(51 240.58206),(52 242.30919),(53 245.12369),(54 242.04308),(55 243.57877),(56 243.55753),(57 245.60628),(58 245.45042),(59 246.71277),(60 249.36386),(61 252.86229),(62 252.14151),(63 255.39665),(64 255.1497),(65 254.91817),(66 256.61673),(67 256.9263),(68 256.4093),(69 256.10434),(70 256.71133),(71 258.035),(72 259.72687),(73 258.35373),(74 259.9622),(75 260.69522),(76 259.43765),(77 257.83795),(78 259.51276),(79 258.39697),
(1 142.49582),(2 172.66605),(3 187.55786),(4 197.70874),(5 204.67175),(6 211.94629),(7 218.88011),(8 222.46758),(9 227.24756),(10 230.33203),(11 233.32495),(12 238.85239),(13 242.08493),(14 246.2466),(15 246.03732),(16 247.90445),(17 245.58882),(18 247.658),(19 249.4255),(20 251.06332),(21 251.46318),(22 253.46194),(23 251.39046),(24 250.66577),(25 249.47266),(26 245.76178),(27 246.46019),(28 243.6313),(29 242.74048),(30 242.52237),(31 240.69725),(32 242.18298),(33 244.49112),(34 244.73274),(35 243.12283),(36 243.99284),(37 242.87758),(38 243.17719),(39 241.46332),(40 241.9953),(41 240.36015),(42 239.19638),(43 238.27338),(44 237.90797),(45 236.86856),(46 236.20601),(47 236.18004),(48 240.52269),(49 238.58437),(50 240.39357),(51 237.50652),(52 239.8198),(53 242.89842),(54 245.51218),(55 245.13255),(56 246.99095),(57 249.94302),(58 249.9054),(59 251.55902),(60 251.285),(61 254.38338),(62 254.77866),(63 254.41765),(64 258.57968),(65 258.08908),(66 257.642),(67 256.16284),(68 256.07483),(69 253.48701),(70 253.07748),(71 253.62012),(72 254.79831),(73 254.29207),(74 254.75362),(75 255.44768),(76 255.26707),(77 253.66902),(78 256.2826),(79 253.69159),
(1 140.05013),(2 170.29607),(3 188.07143),(4 195.68309),(5 202.54926),(6 206.18398),(7 214.56674),(8 217.9932),(9 219.6381),(10 224.22417),(11 228.1802),(12 232.16304),(13 234.54842),(14 234.17151),(15 234.90088),(16 235.78369),(17 234.1851),(18 239.04787),(19 240.22572),(20 239.0835),(21 240.08115),(22 240.9221),(23 238.16571),(24 237.37779),(25 237.58075),(26 233.48477),(27 235.93785),(28 233.35457),(29 232.34082),(30 232.02815),(31 232.39346),(32 232.0817),(33 236.42416),(34 235.60284),(35 233.27707),(36 233.44032),(37 234.4543),(38 236.68132),(39 234.11496),(40 235.68277),(41 234.29941),(42 236.88199),(43 236.86713),(44 237.35007),(45 236.53563),(46 236.55234),(47 233.61276),(48 232.85513),(49 232.13405),(50 232.24586),(51 233.03719),(52 230.80373),(53 231.93236),(54 231.63506),(55 234.44604),(56 236.71326),(57 241.19467),(58 242.73064),(59 244.50566),(60 245.63791),(61 246.21973),(62 246.24243),(63 250.72063),(64 251.03023),(65 250.22351),(66 251.53009),(67 252.67166),(68 254.72786),(69 255.42332),(70 255.90219),(71 254.19254),(72 253.5123),(73 254.80493),(74 255.87927),(75 256.24332),(76 255.10234),(77 256.19928),(78 256.83682),(79 254.18587),
(1 138.4341),(2 166.11923),(3 183.58534),(4 194.39598),(5 199.79692),(6 204.57251),(7 210.58658),(8 215.77605),(9 220.52545),(10 224.87482),(11 228.99751),(12 233.50711),(13 233.05267),(14 238.54706),(15 238.0108),(16 239.98557),(17 240.7939),(18 243.66995),(19 244.02194),(20 243.90982),(21 244.97871),(22 246.67654),(23 246.98068),(24 246.87473),(25 248.68666),(26 244.84563),(27 246.10168),(28 245.2592),(29 243.10625),(30 240.87326),(31 241.13293),(32 244.7775),(33 246.53036),(34 247.84322),(35 242.50511),(36 243.27002),(37 245.29684),(38 244.87384),(39 244.4127),(40 244.23207),(41 244.70424),(42 243.01662),(43 242.76521),(44 241.90202),(45 242.01372),(46 244.4407),(47 243.01656),(48 243.97878),(49 241.33534),(50 243.01419),(51 241.32932),(52 243.08693),(53 243.38034),(54 243.67738),(55 242.17589),(56 241.6901),(57 246.17441),(58 247.65987),(59 245.09018),(60 246.09972),(61 248.34923),(62 252.0427),(63 249.24866),(64 250.97517),(65 253.17926),(66 250.71501),(67 248.54332),(68 251.50214),(69 251.8641),(70 251.17525),(71 252.89609),(72 248.41501),(73 249.27083),(74 253.19693),(75 254.33707),(76 254.83397),(77 256.03723),(78 255.6798),(79 256.0213),
(1 140.84445),(2 167.17972),(3 182.59052),(4 194.6302),(5 200.89307),(6 207.46893),(7 209.77675),(8 216.97725),(9 220.24646),(10 224.2091),(11 225.79898),(12 229.8365),(13 231.61711),(14 235.72725),(15 235.28754),(16 235.34418),(17 237.10492),(18 239.6037),(19 237.72917),(20 236.53378),(21 237.01666),(22 238.88223),(23 239.28491),(24 236.23096),(25 234.56491),(26 235.68057),(27 236.51738),(28 235.85854),(29 233.96638),(30 235.26942),(31 233.92357),(32 233.86238),(33 234.04909),(34 233.10408),(35 233.34882),(36 234.5853),(37 234.03508),(38 232.70108),(39 231.77576),(40 231.4553),(41 229.88998),(42 233.08414),(43 231.40242),(44 230.09584),(45 232.02107),(46 232.72816),(47 232.81236),(48 229.62405),(49 228.15395),(50 230.75708),(51 233.6724),(52 232.5488),(53 232.46823),(54 234.3057),(55 234.72922),(56 233.39293),(57 236.08769),(58 234.95073),(59 235.6336),(60 238.44214),(61 240.31569),(62 240.08781),(63 239.89888),(64 241.72574),(65 242.04613),(66 241.92227),(67 243.2981),(68 244.76636),(69 243.44138),(70 243.29091),(71 244.31705),(72 242.55917),(73 242.74355),(74 244.95918),(75 244.37366),(76 243.87772),(77 244.44954),(78 246.66354),(79 243.22116),
(1 137.05411),(2 163.6024),(3 179.30457),(4 188.25111),(5 193.09674),(6 198.69981),(7 203.47198),(8 210.54797),(9 212.31026),(10 217.95361),(11 223.87987),(12 224.68163),(13 227.51422),(14 230.60008),(15 231.89713),(16 233.83278),(17 237.20273),(18 240.29471),(19 240.09593),(20 241.46826),(21 240.2653),(22 238.2311),(23 237.52438),(24 239.12393),(25 236.82849),(26 236.03436),(27 235.12016),(28 238.58345),(29 235.81508),(30 234.87364),(31 235.19995),(32 236.61147),(33 235.61226),(34 233.838),(35 233.12863),(36 234.10106),(37 234.70273),(38 232.82037),(39 231.05325),(40 232.91483),(41 233.93117),(42 233.3565),(43 233.46735),(44 234.16252),(45 231.93843),(46 230.98053),(47 232.16905),(48 236.19504),(49 234.73872),(50 232.81064),(51 234.91945),(52 234.76767),(53 232.26064),(54 236.45543),(55 232.1087),(56 234.1944),(57 236.5682),(58 236.48965),(59 238.73996),(60 240.63145),(61 241.73053),(62 241.17268),(63 243.87355),(64 247.07848),(65 246.3816),(66 246.87663),(67 247.60176),(68 248.86784),(69 249.72113),(70 249.40376),(71 249.53148),(72 249.93771),(73 249.14792),(74 251.14513),(75 251.02692),(76 254.84879),(77 251.15666),(78 250.45671),(79 249.30467),
(1 133.6328),(2 163.18785),(3 177.30247),(4 183.75383),(5 191.60825),(6 198.36613),(7 202.29594),(8 207.49765),(9 212.33154),(10 214.82434),(11 217.07864),(12 220.33926),(13 222.75209),(14 224.72177),(15 223.86546),(16 224.28467),(17 224.80789),(18 226.67746),(19 227.68474),(20 228.33542),(21 230.96942),(22 231.20126),(23 231.53114),(24 231.86371),(25 229.77798),(26 227.74953),(27 228.16809),(28 228.15643),(29 225.04187),(30 224.8639),(31 224.44026),(32 225.87833),(33 226.06635),(34 227.39256),(35 226.08894),(36 225.17615),(37 224.07466),(38 223.79094),(39 220.56203),(40 223.16638),(41 223.89305),(42 223.12047),(43 222.51617),(44 221.69243),(45 225.21516),(46 225.95045),(47 225.53102),(48 226.65353),(49 226.63165),(50 225.91858),(51 226.95361),(52 225.96034),(53 224.80675),(54 225.11531),(55 222.5485),(56 223.46423),(57 225.27252),(58 224.30466),(59 225.42456),(60 228.0934),(61 227.91574),(62 230.85739),(63 233.99796),(64 235.21555),(65 237.6323),(66 236.81639),(67 241.29591),(68 238.95822),(69 239.05312),(70 237.93706),(71 240.21443),(72 240.38202),(73 239.03456),(74 240.52399),(75 242.09914),(76 242.05379),(77 241.94746),(78 243.0408),(79 243.93646),
(1 135.33714),(2 162.18503),(3 175.22626),(4 181.30104),(5 189.37726),(6 196.94046),(7 201.64624),(8 204.53865),(9 210.02177),(10 215.47621),(11 223.91367),(12 225.09334),(13 228.61566),(14 232.78426),(15 233.5215),(16 233.9806),(17 235.24353),(18 238.16061),(19 236.27626),(20 235.65544),(21 237.63322),(22 237.71713),(23 236.55385),(24 238.6139),(25 237.3309),(26 233.13008),(27 234.45775),(28 232.9036),(29 233.18053),(30 232.59335),(31 231.53375),(32 230.4067),(33 236.26393),(34 233.39107),(35 233.27304),(36 233.73248),(37 233.05832),(38 232.54324),(39 229.83305),(40 230.79),(41 227.21678),(42 229.26784),(43 227.35979),(44 228.94127),(45 228.32458),(46 228.92828),(47 228.99927),(48 229.21207),(49 226.44194),(50 227.82031),(51 227.10054),(52 226.77994),(53 224.95354),(54 225.8746),(55 226.07053),(56 227.68805),(57 227.55573),(58 227.5993),(59 228.07993),(60 228.67815),(61 231.26505),(62 233.31877),(63 232.4815),(64 234.01874),(65 235.11401),(66 233.4521),(67 236.22354),(68 237.35547),(69 233.26736),(70 234.06938),(71 231.94734),(72 233.246),(73 234.77187),(74 235.96732),(75 236.18315),(76 236.74219),(77 235.64917),(78 236.87492),(79 237.18872),
(1 131.31908),(2 157.09753),(3 170.33542),(4 178.71371),(5 185.59381),(6 194.77232),(7 197.9059),(8 205.23082),(9 206.30414),(10 210.93323),(11 213.21254),(12 213.57117),(13 214.57013),(14 219.391),(15 219.16061),(16 220.10303),(17 220.71225),(18 220.86934),(19 225.63432),(20 224.10808),(21 225.96715),(22 226.82112),(23 226.73431),(24 229.23064),(25 229.45395),(26 228.965),(27 230.46774),(28 231.16048),(29 231.99231),(30 231.0111),(31 228.89034),(32 227.853),(33 232.14677),(34 230.76942),(35 230.08856),(36 228.53105),(37 228.25446),(38 227.36703),(39 226.40524),(40 228.2221),(41 225.8546),(42 224.3639),(43 223.31746),(44 222.17244),(45 224.1734),(46 223.90013),(47 222.57433),(48 222.07217),(49 220.82367),(50 221.48929),(51 222.07086),(52 222.3288),(53 225.12515),(54 224.42073),(55 222.6922),(56 222.42384),(57 222.10071),(58 224.20201),(59 227.31),(60 224.81857),(61 226.29828),(62 226.74924),(63 227.68121),(64 228.07913),(65 230.25404),(66 230.49019),(67 233.44038),(68 230.7313),(69 231.61203),(70 232.09692),(71 232.03119),(72 231.92567),(73 231.0724),(74 233.6231),(75 233.10614),(76 231.85452),(77 232.22894),(78 232.7975),(79 233.48985),
(1 132.76918),(2 158.32655),(3 171.2683),(4 180.84764),(5 185.8942),(6 194.63019),(7 199.23415),(8 203.1372),(9 204.21388),(10 206.71446),(11 210.02399),(12 214.23177),(13 217.352),(14 218.5799),(15 219.28322),(16 219.80002),(17 218.29431),(18 221.59883),(19 222.35988),(20 218.57736),(21 222.68738),(22 220.31398),(23 221.49529),(24 221.63832),(25 219.36699),(26 221.29141),(27 220.24307),(28 219.7895),(29 222.48528),(30 220.50594),(31 222.12062),(32 222.48222),(33 221.7025),(34 219.69116),(35 220.48412),(36 222.09473),(37 222.83987),(38 223.5679),(39 222.47322),(40 220.43962),(41 221.50175),(42 220.96065),(43 222.18633),(44 222.14093),(45 219.9456),(46 220.70145),(47 221.06403),(48 221.93932),(49 219.98468),(50 220.74315),(51 218.65111),(52 219.9573),(53 219.16081),(54 220.52615),(55 223.55867),(56 226.57411),(57 225.53596),(58 226.0816),(59 225.71817),(60 228.49045),(61 226.68953),(62 227.18385),(63 230.88843),(64 230.37274),(65 231.37396),(66 231.29869),(67 234.09802),(68 232.50711),(69 235.51207),(70 235.49239),(71 235.57204),(72 237.44147),(73 235.4597),(74 237.33934),(75 239.47247),(76 240.94287),(77 240.99365),(78 240.80916),(79 238.39647),
(1 128.52583),(2 155.19733),(3 167.69904),(4 174.69832),(5 181.30232),(6 188.82498),(7 195.79562),(8 199.31706),(9 203.80725),(10 207.22464),(11 208.83466),(12 210.54993),(13 213.88214),(14 215.88155),(15 217.0057),(16 218.43805),(17 220.4568),(18 226.2565),(19 229.26447),(20 228.24199),(21 229.09785),(22 229.49419),(23 230.04991),(24 230.43506),(25 227.60913),(26 230.01678),(27 230.63144),(28 228.98022),(29 229.66939),(30 227.83586),(31 226.87856),(32 227.75641),(33 229.99457),(34 226.92792),(35 227.1449),(36 229.1917),(37 227.56947),(38 225.66072),(39 225.70206),(40 223.80417),(41 222.98024),(42 221.06496),(43 221.79337),(44 223.27707),(45 220.9245),(46 222.01485),(47 220.20514),(48 221.03642),(49 220.64394),(50 221.05319),(51 218.47037),(52 221.43668),(53 220.87363),(54 222.88615),(55 222.98074),(56 224.32144),(57 224.67989),(58 227.53764),(59 230.59167),(60 230.31415),(61 229.64879),(62 232.70198),(63 232.0501),(64 234.4401),(65 235.58086),(66 235.4948),(67 234.51321),(68 236.16238),(69 238.5426),(70 239.43459),(71 242.66193),(72 242.22644),(73 242.28145),(74 242.4037),(75 244.95695),(76 244.46652),(77 245.68031),(78 246.00075),(79 243.5703),
(1 127.543236),(2 153.986),(3 167.8998),(4 175.23567),(5 181.28264),(6 187.18555),(7 192.82549),(8 195.29605),(9 200.37746),(10 203.42757),(11 203.58592),(12 206.7092),(13 208.78732),(14 210.5117),(15 211.93889),(16 210.64958),(17 210.72054),(18 214.85664),(19 215.10184),(20 216.84467),(21 218.07138),(22 219.38014),(23 218.04993),(24 219.3414),(25 215.02066),(26 214.6748),(27 213.70613),(28 214.21268),(29 216.04391),(30 215.0096),(31 214.72594),(32 216.38301),(33 219.07799),(34 216.39107),(35 216.61182),(36 217.1879),(37 217.04094),(38 216.72235),(39 215.90845),(40 215.73218),(41 215.83992),(42 215.71439),(43 216.18538),(44 215.73125),(45 216.61006),(46 215.01195),(47 214.84456),(48 218.16882),(49 216.07544),(50 215.71991),(51 214.58134),(52 213.17902),(53 212.76228),(54 215.0269),(55 214.90826),(56 214.20038),(57 215.77393),(58 218.29874),(59 215.58528),(60 217.4516),(61 220.18555),(62 221.25406),(63 221.30585),(64 222.50403),(65 223.5717),(66 225.48778),(67 226.62611),(68 225.48183),(69 226.64555),(70 229.79727),(71 228.478),(72 226.42044),(73 227.17455),(74 228.7179),(75 227.87984),(76 229.1456),(77 229.19704),(78 230.06662),(79 230.81834),
