1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 83.20029),(2 107.071915),(3 122.30427),(4 129.94598),(5 134.42055),(6 140.91527),(7 145.35345),(8 149.88683),(9 149.09782),(10 150.79474),(11 150.63312),(12 154.86455),(13 156.02791),(14 156.93303),(15 159.20654),(16 158.48491),(17 159.93056),(18 161.25023),(19 162.01773),(20 160.9628),(21 161.76254),(22 158.70511),(23 159.19504),(24 159.12343),(25 156.72308),(26 158.57008),(27 160.07188),(28 158.97736),(29 159.23526),(30 160.84349),(31 161.4365),(32 161.38647),(33 163.44353),(34 164.18402),(35 164.34029),(36 165.12724),(37 164.72868),(38 164.97992),(39 163.79645),(40 162.91255),(41 162.81262),(42 163.31401),(43 164.03456),(44 164.00093),(45 163.74155),(46 163.57655),(47 162.71173),(48 161.2728),(49 160.17342),(50 159.66454),(51 162.37839),(52 161.63615),(53 163.52914),(54 163.61864),(55 164.28543),(56 162.09479),(57 163.74422),(58 162.50137),(59 164.38834),(60 164.9483),(61 165.7371),(62 166.22307),(63 165.36937),(64 165.0151),(65 164.29541),(66 164.34654),(67 164.5601),(68 165.02882),(69 164.17007),(70 164.12187),(71 163.24585),(72 161.79614),(73 161.60509),(74 161.31921),(75 161.651),(76 158.90889),(77 160.37502),(78 160.64948),(79 161.12538),
(1 82.48501),(2 106.00983),(3 119.81786),(4 128.05247),(5 132.44806),(6 138.23775),(7 140.79541),(8 147.18494),(9 147.73436),(10 150.8728),(11 151.35548),(12 153.6728),(13 155.1024),(14 156.86163),(15 158.62616),(16 158.3438),(17 159.1217),(18 159.89),(19 158.98058),(20 159.12523),(21 159.2287),(22 159.48334),(23 159.70776),(24 159.23492),(25 157.20781),(26 158.15884),(27 157.07568),(28 158.57802),(29 157.80168),(30 157.779),(31 158.4714),(32 157.27081),(33 159.76631),(34 160.47556),(35 160.72144),(36 160.93872),(37 161.50742),(38 160.88152),(39 160.14052),(40 159.40259),(41 159.9146),(42 160.25502),(43 159.99443),(44 161.5038),(45 162.354),(46 163.76152),(47 164.64192),(48 163.88399),(49 162.2225),(50 162.41713),(51 163.10721),(52 161.34737),(53 163.7814),(54 165.02051),(55 164.45837),(56 164.8142),(57 165.53484),(58 164.43144),(59 165.63594),(60 165.05093),(61 164.7303),(62 164.85172),(63 164.91272),(64 164.02249),(65 163.33714),(66 164.34854),(67 162.2958),(68 160.69621),(69 160.58197),(70 161.35605),(71 160.824),(72 161.41716),(73 160.85722),(74 160.66502),(75 161.13815),(76 159.82951),(77 161.94075),(78 161.06407),(79 161.7154),
(1 81.64253),(2 103.43056),(3 117.319725),(4 125.4041),(5 131.65582),(6 137.74371),(7 140.47983),(8 144.17328),(9 145.01546),(10 147.24036),(11 147.68114),(12 148.92876),(13 149.0218),(14 147.6709),(15 150.81767),(16 151.35886),(17 151.78575),(18 152.82115),(19 152.18527),(20 153.74292),(21 154.69193),(22 155.39722),(23 156.85678),(24 154.62163),(25 153.22816),(26 152.1757),(27 150.33401),(28 153.12361),(29 153.80174),(30 155.01982),(31 155.75816),(32 156.42383),(33 159.37659),(34 158.02298),(35 157.77383),(36 156.98549),(37 157.27803),(38 157.60826),(39 155.5433),(40 155.58762),(41 155.4504),(42 157.86853),(43 157.44786),(44 158.45494),(45 158.84512),(46 160.35146),(47 161.8938),(48 162.4908),(49 160.57797),(50 160.25122),(51 159.81326),(52 159.8239),(53 161.42809),(54 160.38702),(55 161.36295),(56 162.03085),(57 161.80786),(58 161.56934),(59 159.96501),(60 162.972),(61 161.98543),(62 162.56967),(63 163.39487),(64 163.50444),(65 163.57158),(66 163.35513),(67 163.7207),(68 163.8931),(69 162.22214),(70 161.49893),(71 162.57808),(72 161.08693),(73 160.2157),(74 159.71068),(75 160.31194),(76 160.48697),(77 161.70425),(78 162.18906),(79 163.13321),
(1 81.30419),(2 103.91083),(3 116.53684),(4 126.65714),(5 131.95468),(6 136.91414),(7 142.66888),(8 145.43697),(9 145.76147),(10 146.2584),(11 146.85368),(12 150.01648),(13 149.11157),(14 149.45854),(15 149.88728),(16 148.54483),(17 150.14906),(18 151.23181),(19 151.0737),(20 152.53886),(21 153.17378),(22 153.25818),(23 153.08496),(24 151.97983),(25 149.02768),(26 148.9958),(27 147.51318),(28 148.70535),(29 150.39392),(30 151.04639),(31 151.98915),(32 151.35849),(33 153.48894),(34 153.58781),(35 154.41562),(36 153.96182),(37 155.67566),(38 157.3241),(39 155.88562),(40 155.6489),(41 156.29561),(42 156.82564),(43 157.83904),(44 155.79749),(45 156.62204),(46 158.18988),(47 160.09265),(48 161.19582),(49 159.17424),(50 159.92238),(51 160.0406),(52 159.81157),(53 158.96434),(54 159.36176),(55 159.02042),(56 159.7746),(57 159.51086),(58 158.51009),(59 155.65161),(60 156.33775),(61 156.32271),(62 157.52705),(63 158.34296),(64 158.00372),(65 160.0188),(66 160.65877),(67 162.18388),(68 162.68933),(69 162.0544),(70 161.29279),(71 159.92775),(72 159.00043),(73 158.46236),(74 156.9771),(75 158.66875),(76 157.1551),(77 157.71118),(78 158.51735),(79 158.5544),
(1 82.17824),(2 104.70166),(3 117.79926),(4 126.32064),(5 131.95479),(6 137.42525),(7 140.67603),(8 143.64633),(9 144.20778),(10 146.10707),(11 148.19044),(12 150.14392),(13 151.27841),(14 151.73705),(15 151.6476),(16 150.97101),(17 151.9273),(18 152.62778),(19 152.29063),(20 152.5345),(21 152.18709),(22 152.18503),(23 153.05733),(24 152.14383),(25 151.3369),(26 152.76796),(27 152.31546),(28 153.72495),(29 154.3306),(30 152.93265),(31 153.90921),(32 152.23177),(33 152.78293),(34 151.8012),(35 152.34717),(36 153.50389),(37 152.64267),(38 155.22688),(39 153.19225),(40 150.18512),(41 151.89468),(42 153.28735),(43 153.17911),(44 152.77496),(45 153.05344),(46 154.50491),(47 155.13095),(48 155.96777),(49 155.46255),(50 155.01448),(51 155.14787),(52 156.61453),(53 158.19376),(54 157.13542),(55 157.18707),(56 157.66046),(57 158.1695),(58 158.61385),(59 157.14183),(60 158.11172),(61 157.8664),(62 160.69499),(63 161.78984),(64 162.63739),(65 163.75153),(66 164.50052),(67 163.35674),(68 162.64337),(69 162.49074),(70 161.71727),(71 162.72794),(72 161.48788),(73 161.4529),(74 161.17628),(75 159.86787),(76 157.61676),(77 157.35901),(78 157.35492),(79 157.61035),
(1 79.4853),(2 101.06042),(3 115.03357),(4 122.97037),(5 127.547104),(6 131.89474),(7 134.11757),(8 138.34186),(9 140.8199),(10 141.6614),(11 143.35352),(12 147.28288),(13 150.10168),(14 149.8466),(15 148.73674),(16 148.32397),(17 148.97862),(18 150.64482),(19 151.48892),(20 150.87578),(21 149.66606),(22 149.219),(23 149.42267),(24 148.31512),(25 148.4289),(26 149.8123),(27 150.17839),(28 152.2839),(29 152.47464),(30 153.3938),(31 154.07422),(32 153.04282),(33 154.11877),(34 154.57716),(35 154.26442),(36 154.64616),(37 154.68152),(38 155.1539),(39 154.53755),(40 153.01369),(41 153.04253),(42 153.66817),(43 153.47737),(44 154.50044),(45 155.89569),(46 155.75612),(47 155.93459),(48 155.43141),(49 154.99368),(50 154.6606),(51 155.46059),(52 153.3296),(53 154.56241),(54 153.00577),(55 153.48833),(56 153.01305),(57 152.83295),(58 151.71844),(59 152.62227),(60 154.8527),(61 155.28404),(62 157.01964),(63 156.45677),(64 155.56096),(65 156.04704),(66 156.19022),(67 157.76556),(68 157.1173),(69 157.09927),(70 155.76115),(71 156.78302),(72 155.94647),(73 155.87302),(74 155.31413),(75 156.34659),(76 154.80833),(77 154.0755),(78 154.24011),(79 154.9378),
(1 79.03228),(2 100.85356),(3 114.865685),(4 122.17761),(5 127.36298),(6 134.51122),(7 138.8051),(8 142.83461),(9 144.14616),(10 146.62389),(11 147.54839),(12 148.00876),(13 149.87764),(14 149.44751),(15 149.67566),(16 149.70294),(17 150.75584),(18 150.54825),(19 149.30365),(20 149.75464),(21 149.27211),(22 150.28998),(23 150.63684),(24 151.41504),(25 149.92387),(26 149.63039),(27 151.11855),(28 150.68932),(29 150.42451),(30 151.87308),(31 153.5685),(32 154.30202),(33 153.5987),(34 154.04094),(35 153.32751),(36 152.97997),(37 153.34842),(38 154.94234),(39 153.16896),(40 153.76453),(41 154.15677),(42 155.04297),(43 156.30742),(44 155.8383),(45 157.44037),(46 158.83748),(47 158.93163),(48 156.38464),(49 156.75792),(50 155.71562),(51 155.33076),(52 155.0333),(53 155.55728),(54 155.08824),(55 155.04918),(56 154.69606),(57 154.35991),(58 154.97069),(59 155.40167),(60 157.95222),(61 159.39926),(62 159.69604),(63 159.72401),(64 159.70526),(65 159.41154),(66 158.1486),(67 159.04593),(68 157.53363),(69 155.7219),(70 155.90518),(71 154.97856),(72 153.84293),(73 153.51263),(74 154.33015),(75 154.9245),(76 154.68086),(77 153.6431),(78 154.53839),(79 155.12604),
(1 79.095825),(2 100.316864),(3 112.5806),(4 119.19244),(5 124.089066),(6 131.50981),(7 135.5546),(8 139.45045),(9 141.5944),(10 140.96568),(11 141.48055),(12 142.77669),(13 144.20662),(14 145.45833),(15 145.6975),(16 148.02989),(17 149.13768),(18 147.98329),(19 147.14548),(20 147.47624),(21 146.92241),(22 147.92662),(23 149.31055),(24 148.46849),(25 148.089),(26 147.71613),(27 148.48807),(28 148.36572),(29 148.20331),(30 148.24232),(31 148.76031),(32 150.12653),(33 151.97682),(34 152.7667),(35 152.52037),(36 153.1416),(37 153.1115),(38 154.28711),(39 155.47447),(40 156.94751),(41 156.33397),(42 156.17914),(43 156.45396),(44 156.86646),(45 158.06583),(46 158.42502),(47 157.72087),(48 156.32439),(49 156.6157),(50 155.41023),(51 154.89334),(52 154.70256),(53 156.90208),(54 156.29062),(55 155.61853),(56 155.35602),(57 155.387),(58 154.31966),(59 153.34203),(60 155.26767),(61 154.97377),(62 155.66447),(63 156.26375),(64 155.86578),(65 155.82117),(66 155.1483),(67 153.22287),(68 152.72888),(69 152.20135),(70 150.64227),(71 152.23724),(72 151.31288),(73 151.5677),(74 151.4794),(75 151.9079),(76 152.06235),(77 152.38875),(78 152.32674),(79 152.97508),
(1 78.14441),(2 100.7151),(3 113.62012),(4 120.491745),(5 124.80202),(6 129.65396),(7 131.80199),(8 136.25327),(9 137.7191),(10 140.64998),(11 141.27847),(12 141.30551),(13 142.40791),(14 143.04228),(15 146.27118),(16 145.37737),(17 145.46614),(18 147.02917),(19 146.94543),(20 148.05693),(21 147.07819),(22 148.47232),(23 149.0571),(24 146.6008),(25 148.50548),(26 148.40076),(27 149.3897),(28 147.04884),(29 147.81642),(30 148.59378),(31 148.91837),(32 148.78687),(33 152.34032),(34 152.6005),(35 152.43993),(36 150.91043),(37 152.48215),(38 152.00784),(39 153.14578),(40 152.12514),(41 152.656),(42 152.72919),(43 154.48795),(44 154.79521),(45 155.07689),(46 155.27121),(47 154.86964),(48 153.68953),(49 154.51366),(50 155.2101),(51 155.72389),(52 153.85094),(53 155.19681),(54 153.07219),(55 152.94891),(56 154.64049),(57 153.93779),(58 153.05199),(59 152.73521),(60 155.04283),(61 156.87347),(62 158.93541),(63 158.00569),(64 158.15659),(65 157.14589),(66 156.00159),(67 156.63666),(68 157.1402),(69 157.74933),(70 158.6677),(71 158.35287),(72 157.8538),(73 158.10341),(74 157.62016),(75 158.72244),(76 157.7506),(77 157.28526),(78 157.97905),(79 157.29291),
(1 78.16619),(2 98.85403),(3 111.30246),(4 118.921295),(5 122.17326),(6 127.27867),(7 130.32426),(8 135.79465),(9 135.89215),(10 139.5249),(11 140.81287),(12 142.71179),(13 144.21524),(14 144.29509),(15 147.16849),(16 148.60965),(17 147.39618),(18 148.74718),(19 149.08641),(20 149.1008),(21 148.3229),(22 148.4489),(23 149.02397),(24 147.35199),(25 148.0268),(26 147.68689),(27 147.00027),(28 147.3174),(29 146.84879),(30 146.39665),(31 147.04428),(32 147.92717),(33 148.56122),(34 148.45308),(35 149.70737),(36 148.81424),(37 150.41621),(38 150.56995),(39 151.19646),(40 151.11186),(41 154.0646),(42 154.38695),(43 155.50162),(44 155.84756),(45 155.44371),(46 157.67027),(47 157.54973),(48 157.16124),(49 156.24664),(50 156.91096),(51 156.65984),(52 157.53601),(53 157.87614),(54 155.36523),(55 157.15631),(56 155.79474),(57 157.81567),(58 157.36649),(59 156.72662),(60 157.87448),(61 158.10696),(62 158.74991),(63 159.32614),(64 157.9659),(65 157.69589),(66 158.58682),(67 158.50365),(68 159.831),(69 156.64372),(70 157.66786),(71 157.23195),(72 157.93762),(73 156.90764),(74 157.2853),(75 156.56595),(76 154.88472),(77 154.01407),(78 154.36005),(79 153.44249),
(1 76.40592),(2 95.31437),(3 106.99808),(4 113.974075),(5 117.74878),(6 123.52387),(7 126.1828),(8 129.7481),(9 130.56497),(10 133.62769),(11 134.89348),(12 136.30269),(13 136.48161),(14 136.90302),(15 139.37904),(16 139.46149),(17 139.412),(18 140.42252),(19 140.54774),(20 140.77194),(21 140.29764),(22 138.63086),(23 139.93599),(24 138.65979),(25 138.19643),(26 139.18216),(27 138.70517),(28 140.01184),(29 138.70609),(30 139.21114),(31 138.12766),(32 138.80739),(33 140.11467),(34 140.22516),(35 141.04022),(36 140.82587),(37 142.56595),(38 143.71646),(39 142.74849),(40 143.4462),(41 143.59312),(42 142.42087),(43 144.09084),(44 142.93428),(45 143.75792),(46 145.2886),(47 144.60397),(48 145.29068),(49 145.16043),(50 144.34128),(51 145.04433),(52 145.5973),(53 145.35242),(54 145.02048),(55 145.62737),(56 145.96368),(57 146.49919),(58 145.21736),(59 145.25325),(60 145.80536),(61 145.14763),(62 145.2427),(63 146.35396),(64 145.08734),(65 144.46872),(66 143.19879),(67 143.16092),(68 144.73264),(69 143.7464),(70 143.58604),(71 144.54303),(72 144.91354),(73 144.6923),(74 145.81294),(75 145.83986),(76 145.2701),(77 145.88147),(78 146.32748),(79 145.86884),
(1 76.55474),(2 97.65375),(3 110.05977),(4 117.448204),(5 121.25396),(6 126.50219),(7 128.6324),(8 132.76189),(9 132.9833),(10 135.10066),(11 136.22385),(12 137.04785),(13 137.63829),(14 138.27794),(15 139.14719),(16 139.90115),(17 140.1261),(18 141.43202),(19 141.50197),(20 140.84692),(21 140.84647),(22 141.06367),(23 141.12433),(24 139.68794),(25 139.72563),(26 139.15337),(27 139.71596),(28 140.48608),(29 140.07657),(30 140.7522),(31 142.29964),(32 143.0232),(33 143.41566),(34 145.91193),(35 147.26959),(36 147.61383),(37 148.29962),(38 148.37756),(39 146.81813),(40 146.78712),(41 144.4928),(42 145.05952),(43 145.71548),(44 145.3911),(45 145.69052),(46 144.55406),(47 146.8429),(48 145.16884),(49 144.95973),(50 144.06189),(51 144.46811),(52 144.34824),(53 145.86325),(54 145.83948),(55 146.43776),(56 147.13252),(57 148.15453),(58 147.22018),(59 147.55977),(60 148.05894),(61 148.71628),(62 149.28583),(63 149.1058),(64 147.80916),(65 148.36021),(66 147.39394),(67 146.66821),(68 147.95532),(69 148.13876),(70 147.52583),(71 150.61818),(72 150.50882),(73 150.34596),(74 151.52046),(75 151.96341),(76 150.20927),(77 148.8267),(78 148.00887),(79 147.65251),
(1 74.92831),(2 94.54342),(3 106.66831),(4 114.239685),(5 117.76345),(6 122.68894),(7 126.151474),(8 130.1958),(9 132.42923),(10 132.81326),(11 134.10097),(12 136.4215),(13 136.84464),(14 138.54504),(15 138.7667),(16 138.88768),(17 139.46024),(18 141.10765),(19 140.83788),(20 140.87692),(21 140.14386),(22 140.14291),(23 138.86227),(24 138.23067),(25 138.3988),(26 139.95871),(27 138.32918),(28 137.9004),(29 138.54181),(30 137.51855),(31 137.44118),(32 138.72955),(33 140.76506),(34 142.43036),(35 142.89291),(36 142.29195),(37 142.36838),(38 142.7202),(39 141.5012),(40 141.40207),(41 141.03262),(42 140.84348),(43 142.06294),(44 142.197),(45 141.4798),(46 141.05098),(47 140.38637),(48 139.8899),(49 140.861),(50 139.98396),(51 139.58331),(52 139.85739),(53 140.27374),(54 140.27068),(55 141.49504),(56 141.38844),(57 142.94452),(58 143.23111),(59 143.55083),(60 143.6333),(61 142.39539),(62 144.30403),(63 143.81903),(64 144.97212),(65 143.10208),(66 144.16455),(67 144.06493),(68 145.49635),(69 144.51605),(70 144.862),(71 145.3483),(72 144.95888),(73 144.21619),(74 145.24553),(75 145.0144),(76 145.29837),(77 143.78433),(78 143.58206),(79 143.1242),
(1 74.51671),(2 94.783615),(3 106.77174),(4 114.05713),(5 117.484886),(6 123.078255),(7 127.24404),(8 131.80176),(9 132.80576),(10 134.5846),(11 136.10086),(12 136.62056),(13 137.54192),(14 138.2438),(15 137.69337),(16 138.589),(17 140.15166),(18 139.95848),(19 140.30908),(20 140.54234),(21 140.40643),(22 140.55078),(23 141.44405),(24 141.47093),(25 140.03046),(26 141.06161),(27 140.8538),(28 141.59932),(29 142.25424),(30 140.48358),(31 141.37679),(32 141.3771),(33 143.62085),(34 144.60254),(35 144.39305),(36 145.49863),(37 146.30798),(38 146.88808),(39 145.63492),(40 145.25475),(41 146.1186),(42 147.78741),(43 147.23444),(44 144.96915),(45 144.83513),(46 144.93842),(47 143.35905),(48 144.22533),(49 143.26714),(50 144.03064),(51 144.52698),(52 147.74649),(53 148.2381),(54 147.45453),(55 147.02608),(56 146.48663),(57 147.45222),(58 146.97441),(59 145.36954),(60 145.20366),(61 145.90901),(62 148.10905),(63 147.3755),(64 147.41893),(65 147.6287),(66 147.05034),(67 146.24954),(68 147.66321),(69 146.14879),(70 146.32675),(71 146.527),(72 144.98836),(73 144.96855),(74 145.41774),(75 145.73439),(76 144.1501),(77 144.33461),(78 142.78613),(79 143.72086),
(1 74.15756),(2 92.91186),(3 103.851166),(4 111.0945),(5 115.018),(6 119.357864),(7 123.80466),(8 128.19124),(9 128.08997),(10 129.3659),(11 130.11197),(12 130.22311),(13 132.11134),(14 132.49423),(15 134.5891),(16 135.73773),(17 135.81274),(18 136.68292),(19 137.93538),(20 137.63434),(21 137.66063),(22 138.07309),(23 139.37979),(24 138.49837),(25 139.16135),(26 139.49925),(27 140.25189),(28 139.70612),(29 141.13115),(30 139.40051),(31 139.93228),(32 139.32806),(33 140.46928),(34 140.18764),(35 140.85623),(36 141.27867),(37 141.84805),(38 143.23676),(39 142.14908),(40 142.50995),(41 142.4848),(42 143.21034),(43 143.6911),(44 141.97421),(45 141.96693),(46 142.32552),(47 140.31303),(48 140.38528),(49 138.91876),(50 139.14207),(51 138.52231),(52 138.63081),(53 139.92972),(54 139.22691),(55 139.19205),(56 139.8514),(57 140.5321),(58 139.8435),(59 137.52576),(60 139.03317),(61 139.06583),(62 141.1511),(63 139.84364),(64 140.49667),(65 141.09691),(66 141.74168),(67 141.45084),(68 143.42784),(69 143.17276),(70 142.40909),(71 144.09209),(72 141.60835),(73 142.7999),(74 142.10258),(75 141.94182),(76 141.15614),(77 141.66246),(78 141.52492),(79 142.40845),
(1 73.34188),(2 90.51393),(3 102.26694),(4 110.21017),(5 114.84),(6 118.26703),(7 121.90841),(8 127.18035),(9 127.90217),(10 128.41995),(11 128.89575),(12 129.07587),(13 129.46745),(14 130.99738),(15 132.29253),(16 133.32146),(17 133.29482),(18 133.98564),(19 134.22198),(20 133.2991),(21 134.03062),(22 134.72304),(23 137.03616),(24 136.62804),(25 136.0889),(26 136.62718),(27 138.1992),(28 137.34033),(29 137.46469),(30 136.9048),(31 136.1171),(32 135.4198),(33 135.84511),(34 136.23006),(35 136.53436),(36 136.0585),(37 136.05174),(38 137.34308),(39 137.12704),(40 136.89243),(41 137.52957),(42 137.14954),(43 138.49228),(44 137.39449),(45 138.08043),(46 139.10097),(47 139.03923),(48 138.16647),(49 136.72821),(50 135.86305),(51 135.03696),(52 133.9505),(53 136.16698),(54 137.41579),(55 136.97626),(56 136.799),(57 137.35324),(58 138.0153),(59 136.8864),(60 137.41017),(61 138.77084),(62 140.14014),(63 140.8303),(64 140.88522),(65 140.55037),(66 140.42342),(67 141.3467),(68 142.59387),(69 142.75677),(70 143.70918),(71 142.7663),(72 142.40605),(73 142.04613),(74 140.45543),(75 140.48814),(76 140.12201),(77 140.7514),(78 143.26083),(79 142.5259),
(1 73.76215),(2 92.262314),(3 104.17913),(4 112.09507),(5 116.40676),(6 118.53282),(7 123.34774),(8 126.60864),(9 128.58679),(10 129.83644),(11 132.28908),(12 131.86006),(13 132.00005),(14 132.11952),(15 132.08595),(16 132.61215),(17 133.26595),(18 134.57162),(19 135.06087),(20 135.67775),(21 138.22966),(22 137.9014),(23 137.72983),(24 136.76625),(25 135.82082),(26 137.44243),(27 136.43098),(28 137.2346),(29 137.20776),(30 137.59454),(31 135.81694),(32 135.20903),(33 135.97472),(34 136.72249),(35 137.1895),(36 136.40758),(37 136.51517),(38 138.19801),(39 138.18123),(40 137.8326),(41 137.02316),(42 136.95847),(43 138.17586),(44 136.98604),(45 136.54395),(46 137.65678),(47 138.10158),(48 138.75217),(49 138.26169),(50 138.99289),(51 140.34271),(52 140.38615),(53 141.53247),(54 141.02782),(55 140.50629),(56 139.26933),(57 138.59807),(58 138.86938),(59 138.12491),(60 137.39331),(61 139.32713),(62 139.8581),(63 140.85812),(64 140.62976),(65 142.22144),(66 143.14288),(67 143.78548),(68 144.84818),(69 144.94139),(70 145.51576),(71 146.41011),(72 147.16663),(73 146.33237),(74 145.23871),(75 144.18938),(76 142.77321),(77 143.02415),(78 143.52122),(79 144.16554),
(1 72.16652),(2 91.06452),(3 103.47264),(4 109.75866),(5 113.80117),(6 117.638916),(7 120.649925),(8 124.2583),(9 125.10814),(10 127.666),(11 129.04346),(12 130.68832),(13 130.51242),(14 131.43762),(15 131.5145),(16 130.84027),(17 132.4646),(18 134.04956),(19 134.00044),(20 134.01942),(21 135.23042),(22 135.91476),(23 136.6018),(24 135.05087),(25 134.05179),(26 134.47606),(27 134.38792),(28 137.1687),(29 136.58185),(30 135.10986),(31 134.66855),(32 134.16313),(33 133.043),(34 133.44144),(35 134.37405),(36 133.8081),(37 134.21895),(38 135.43031),(39 135.25606),(40 134.80055),(41 134.48589),(42 134.40422),(43 135.07661),(44 133.04613),(45 133.35004),(46 134.75203),(47 134.29585),(48 135.90723),(49 135.56448),(50 137.34341),(51 135.95453),(52 136.58067),(53 139.0385),(54 137.58417),(55 138.06926),(56 137.67825),(57 137.12126),(58 137.85962),(59 136.55457),(60 136.98663),(61 139.89853),(62 140.97629),(63 142.43756),(64 140.95209),(65 140.93863),(66 140.7582),(67 140.89215),(68 141.75943),(69 142.02107),(70 140.39514),(71 140.50177),(72 140.68037),(73 141.84898),(74 140.0678),(75 138.597),(76 138.39665),(77 138.86877),(78 140.42894),(79 138.79965),
(1 71.31049),(2 89.58709),(3 102.01399),(4 108.24687),(5 112.98147),(6 117.53617),(7 120.60053),(8 124.483536),(9 126.40012),(10 127.55894),(11 129.83752),(12 131.51614),(13 132.33797),(14 132.70972),(15 136.25696),(16 137.10565),(17 137.7923),(18 138.01569),(19 137.19003),(20 136.52791),(21 137.2137),(22 137.00935),(23 137.28383),(24 134.5336),(25 133.72752),(26 132.14543),(27 133.25319),(28 132.86075),(29 132.60097),(30 132.0187),(31 133.28842),(32 132.99895),(33 133.61282),(34 135.15747),(35 135.36334),(36 135.49731),(37 135.1558),(38 136.2941),(39 136.59288),(40 137.1604),(41 137.40024),(42 136.64949),(43 137.35963),(44 137.48122),(45 137.60754),(46 138.65652),(47 138.4915),(48 138.92108),(49 139.36469),(50 140.35907),(51 140.58275),(52 141.31905),(53 140.3994),(54 140.44098),(55 138.56511),(56 139.321),(57 137.63864),(58 136.98401),(59 135.94202),(60 137.53517),(61 138.17548),(62 138.35716),(63 138.45195),(64 137.24411),(65 137.13545),(66 136.73749),(67 135.67418),(68 136.82188),(69 135.72528),(70 134.91542),(71 135.06136),(72 136.1918),(73 135.89433),(74 135.36852),(75 134.89598),(76 134.58023),(77 135.42719),(78 136.12085),(79 135.67401),
