1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 314743.16),(2 1012916.5),(3 1838707.6),(4 2856616),(5 3984985.3),(6 5079018.5),(7 6170819.5),(8 7368143.5),(9 8479277),(10 9436005),(11 10324851),(12 11248776),(13 11946789),(14 12380257),(15 12745860),(16 13092477),(17 13251424),(18 13156125),(19 13072447),(20 13095275),(21 13004917),(22 12852211),(23 12688960),(24 12564953),(25 12706144),(26 12901524),(27 13238897),(28 13533424),(29 13533315),(30 13094944),(31 12730488),(32 12721796),(33 12865239),(34 12942343),(35 13094453),(36 13181863),(37 13653793),(38 14308075),(39 14720984),(40 15112352),(41 15922801),(42 16662163),(43 17208092),(44 17811774),(45 18364588),(46 18988742),(47 19469240),(48 20151798),(49 20709130),(50 21394444),(51 22143890),(52 22906240),(53 23632614),(54 24623848),(55 25067168),(56 24718896),(57 24225338),(58 23822626),(59 23402902),(60 23100426),(61 22723136),(62 22034446),(63 21300144),(64 20504850),(65 19295090),(66 18201418),(67 17473554),(68 16875766),(69 16257299),(70 15948931),(71 15922549),(72 15916471),(73 16029845),(74 16040380),(75 15758431),(76 15455739),(77 15355181),(78 15203783),(79 14678075),
(1 66.94921),(2 74.4005),(3 76.78925),(4 77.67912),(5 80.216805),(6 79.22454),(7 81.71332),(8 80.67312),(9 80.674164),(10 81.15218),(11 82.45868),(12 81.80527),(13 82.931305),(14 81.32399),(15 81.15464),(16 81.20674),(17 81.12633),(18 81.175285),(19 81.14831),(20 80.59044),(21 81.78124),(22 81.45381),(23 81.75182),(24 82.05316),(25 82.64889),(26 82.13532),(27 81.73334),(28 80.89732),(29 81.89742),(30 81.66249),(31 82.41763),(32 81.75298),(33 83.47092),(34 83.21391),(35 83.52383),(36 84.18303),(37 83.95022),(38 85.39782),(39 84.74369),(40 85.68384),(41 85.422516),(42 85.54095),(43 85.86327),(44 86.032776),(45 87.88496),(46 87.62884),(47 87.3875),(48 87.572174),(49 86.36491),(50 87.53476),(51 88.43654),(52 89.007034),(53 88.73622),(54 88.264946),(55 87.44372),(56 87.32212),(57 87.07289),(58 85.63514),(59 86.52047),(60 86.50168),(61 86.25658),(62 87.09182),(63 85.01197),(64 84.090965),(65 84.85282),(66 85.79941),(67 85.56924),(68 85.05451),(69 85.78728),(70 85.78661),(71 84.98445),(72 85.249954),(73 86.21098),(74 85.5215),(75 84.463684),(76 84.56847),(77 84.984245),(78 84.43397),(79 85.97992),
(1 66.96642),(2 74.50522),(3 77.2985),(4 78.24693),(5 79.73387),(6 79.059944),(7 81.35648),(8 81.354004),(9 81.22271),(10 81.98394),(11 82.32432),(12 81.868286),(13 81.78263),(14 79.81092),(15 81.71459),(16 82.01899),(17 81.558304),(18 81.758705),(19 82.30826),(20 82.18594),(21 82.14974),(22 81.502495),(23 81.71556),(24 82.05532),(25 82.87386),(26 80.992935),(27 81.7825),(28 80.66667),(29 81.73775),(30 81.082825),(31 82.99811),(32 82.41209),(33 83.252525),(34 83.720634),(35 84.4383),(36 82.81931),(37 84.8049),(38 83.081024),(39 84.50147),(40 83.470825),(41 84.634125),(42 85.21594),(43 84.87067),(44 84.24757),(45 85.513535),(46 85.97174),(47 85.29394),(48 84.388466),(49 83.66681),(50 84.43624),(51 84.21694),(52 84.28241),(53 84.70927),(54 84.568344),(55 85.58644),(56 84.15176),(57 84.24464),(58 84.379005),(59 84.353424),(60 85.6199),(61 85.19329),(62 85.96907),(63 84.725266),(64 85.00017),(65 84.68839),(66 85.38834),(67 85.187584),(68 85.50353),(69 85.996635),(70 86.28149),(71 86.71252),(72 85.32757),(73 86.946434),(74 86.51995),(75 84.818756),(76 84.120056),(77 84.15439),(78 84.02141),(79 84.290115),
(1 65.26168),(2 72.88638),(3 75.88271),(4 76.085884),(5 77.11518),(6 78.12367),(7 79.026764),(8 80.38152),(9 80.42288),(10 80.07182),(11 79.73719),(12 79.86489),(13 79.85126),(14 79.01879),(15 77.95127),(16 77.74872),(17 78.498886),(18 77.6905),(19 78.85151),(20 79.326866),(21 79.97069),(22 79.680695),(23 79.1162),(24 80.685234),(25 80.98811),(26 79.09935),(27 78.80008),(28 78.470856),(29 79.24858),(30 78.39087),(31 79.935814),(32 80.03985),(33 81.73326),(34 81.17766),(35 80.64208),(36 80.9093),(37 81.21399),(38 80.51513),(39 81.59562),(40 81.34744),(41 82.23363),(42 81.84617),(43 82.842804),(44 83.358444),(45 83.05357),(46 82.58436),(47 83.63713),(48 82.792656),(49 82.51806),(50 83.90502),(51 83.91694),(52 84.6307),(53 84.11879),(54 84.19975),(55 84.82335),(56 83.07306),(57 84.96751),(58 83.517044),(59 83.70207),(60 84.40688),(61 82.6755),(62 84.01872),(63 83.86697),(64 83.90835),(65 83.47275),(66 83.51167),(67 84.698456),(68 83.309044),(69 83.64595),(70 84.20463),(71 84.83084),(72 83.71837),(73 84.86134),(74 86.40032),(75 84.17995),(76 83.79673),(77 83.22526),(78 82.60263),(79 83.45385),
(1 64.97053),(2 71.126495),(3 74.98207),(4 75.52264),(5 76.9434),(6 76.339584),(7 77.58996),(8 78.05745),(9 78.41214),(10 78.07333),(11 78.255684),(12 78.94955),(13 80.02635),(14 79.151665),(15 78.78789),(16 78.47704),(17 79.27757),(18 78.60688),(19 77.95536),(20 78.52678),(21 79.157005),(22 79.08245),(23 80.155365),(24 79.24295),(25 79.97676),(26 80.48439),(27 79.07434),(28 78.938614),(29 79.69267),(30 77.62271),(31 80.41168),(32 81.19946),(33 81.375694),(34 81.66178),(35 81.55054),(36 81.45012),(37 81.586006),(38 82.09344),(39 82.95271),(40 83.4116),(41 83.93443),(42 84.33705),(43 85.30971),(44 84.83865),(45 83.71991),(46 84.61038),(47 83.955574),(48 83.77285),(49 83.05668),(50 84.693146),(51 85.090355),(52 84.92624),(53 84.90497),(54 83.88665),(55 83.85381),(56 83.658),(57 83.37704),(58 82.873764),(59 82.566475),(60 82.590454),(61 82.586716),(62 83.2681),(63 81.719635),(64 82.11745),(65 81.01322),(66 82.75105),(67 82.712555),(68 82.92989),(69 81.884514),(70 82.52493),(71 82.64985),(72 82.64499),(73 83.76892),(74 84.21942),(75 81.74635),(76 83.43917),(77 84.16772),(78 83.30422),(79 82.61034),
(1 63.665016),(2 70.28652),(3 74.13829),(4 74.25118),(5 75.16989),(6 75.55332),(7 75.508446),(8 75.795715),(9 75.96731),(10 74.775955),(11 76.88294),(12 75.95998),(13 76.59529),(14 76.136665),(15 76.38601),(16 76.460655),(17 77.4204),(18 77.334885),(19 78.201744),(20 76.952484),(21 77.974335),(22 78.12857),(23 77.69026),(24 76.62176),(25 77.289185),(26 77.97332),(27 77.46769),(28 76.62902),(29 77.95129),(30 76.36388),(31 78.154434),(32 78.042274),(33 80.15115),(34 79.31002),(35 79.50102),(36 79.492035),(37 80.517296),(38 80.39917),(39 80.099846),(40 80.7028),(41 80.50974),(42 80.86629),(43 81.33024),(44 81.56338),(45 81.44963),(46 81.214714),(47 81.760315),(48 80.54989),(49 81.58204),(50 81.64881),(51 81.46504),(52 82.572205),(53 82.178246),(54 81.374435),(55 82.75107),(56 81.38824),(57 81.32403),(58 79.498924),(59 80.15041),(60 80.145065),(61 81.51835),(62 80.57402),(63 80.73429),(64 80.80472),(65 79.58225),(66 80.52597),(67 80.22492),(68 80.07065),(69 79.669624),(70 80.61574),(71 80.553566),(72 80.5801),(73 81.45865),(74 81.307304),(75 81.29197),(76 79.91447),(77 80.56839),(78 80.29946),(79 81.103676),
(1 61.454285),(2 68.00054),(3 70.28077),(4 71.077126),(5 72.852104),(6 73.71911),(7 74.22488),(8 73.13049),(9 74.09821),(10 73.36593),(11 74.43606),(12 74.28633),(13 76.389465),(14 74.90928),(15 74.46674),(16 74.08966),(17 74.07325),(18 74.323074),(19 74.74105),(20 74.721565),(21 76.07423),(22 76.54059),(23 77.36946),(24 76.74017),(25 77.293686),(26 77.194695),(27 75.75127),(28 74.83653),(29 75.437355),(30 75.170006),(31 77.05955),(32 77.029816),(33 79.58479),(34 76.67738),(35 77.67057),(36 77.38999),(37 79.099846),(38 78.61774),(39 78.41754),(40 78.831505),(41 79.813705),(42 78.57975),(43 79.72636),(44 80.28984),(45 79.00035),(46 79.53911),(47 80.44692),(48 79.175865),(49 79.99442),(50 80.81403),(51 81.621574),(52 81.381065),(53 80.91919),(54 79.972206),(55 80.881226),(56 79.30903),(57 80.223434),(58 79.380775),(59 80.65273),(60 78.498955),(61 78.98025),(62 79.34806),(63 79.27505),(64 79.55266),(65 79.273834),(66 80.0913),(67 79.95973),(68 78.86516),(69 79.57717),(70 80.24798),(71 80.02759),(72 79.42013),(73 80.941055),(74 81.08354),(75 80.44849),(76 79.79965),(77 79.69407),(78 79.76973),(79 81.033035),
(1 62.562096),(2 67.63397),(3 71.57607),(4 72.85518),(5 74.12495),(6 74.256905),(7 74.99332),(8 75.35129),(9 74.65261),(10 73.64092),(11 75.06944),(12 75.479225),(13 74.96452),(14 75.2979),(15 74.665115),(16 73.980865),(17 74.541954),(18 73.764694),(19 74.68102),(20 74.351616),(21 75.61462),(22 74.70243),(23 75.78816),(24 75.35016),(25 77.05256),(26 76.50939),(27 75.80135),(28 75.003296),(29 75.73444),(30 76.1716),(31 76.54023),(32 75.67134),(33 78.029816),(34 76.70602),(35 77.96234),(36 76.90543),(37 78.69661),(38 79.30329),(39 79.67418),(40 78.05999),(41 78.94317),(42 79.44682),(43 80.254456),(44 81.76185),(45 80.44554),(46 80.46704),(47 80.78998),(48 80.33042),(49 80.01073),(50 81.46297),(51 81.362076),(52 81.723816),(53 82.12969),(54 81.005264),(55 81.058235),(56 81.04515),(57 81.213326),(58 79.92834),(59 80.66334),(60 80.03936),(61 81.21516),(62 80.32507),(63 80.3816),(64 81.04761),(65 80.60985),(66 80.90958),(67 80.9879),(68 79.86529),(69 79.5538),(70 80.277245),(71 80.41034),(72 80.14608),(73 80.42591),(74 79.39467),(75 80.07865),(76 78.884735),(77 79.31548),(78 79.89164),(79 80.876015),
(1 61.9757),(2 67.67424),(3 71.38483),(4 72.41161),(5 73.51436),(6 74.18323),(7 74.221466),(8 74.39734),(9 74.70553),(10 73.90438),(11 74.66654),(12 74.53752),(13 74.944626),(14 74.53837),(15 74.66533),(16 74.3984),(17 74.04639),(18 74.13689),(19 74.17107),(20 74.39617),(21 75.6021),(22 75.18544),(23 76.104195),(24 76.052956),(25 76.48738),(26 75.398445),(27 75.142),(28 74.93561),(29 74.692764),(30 75.10367),(31 75.19222),(32 76.47267),(33 76.77012),(34 76.58241),(35 77.01422),(36 76.961494),(37 77.852844),(38 77.782646),(39 77.80603),(40 78.187675),(41 78.44023),(42 78.27901),(43 79.63603),(44 79.77618),(45 79.160065),(46 79.348755),(47 79.17593),(48 78.79094),(49 78.69576),(50 80.17373),(51 80.8582),(52 80.02618),(53 79.64525),(54 79.16512),(55 79.62052),(56 78.95021),(57 78.46563),(58 77.17569),(59 77.71622),(60 77.70862),(61 79.08227),(62 77.376434),(63 78.77549),(64 79.61687),(65 78.951164),(66 78.013725),(67 78.77136),(68 77.46619),(69 79.13375),(70 78.37872),(71 78.12158),(72 78.278076),(73 79.05372),(74 78.96711),(75 79.545616),(76 77.47662),(77 79.712204),(78 78.80668),(79 78.46884),
(1 59.862904),(2 65.91211),(3 69.609085),(4 70.71664),(5 71.56308),(6 72.50209),(7 73.26318),(8 74.417175),(9 74.48335),(10 73.97769),(11 72.34586),(12 74.695305),(13 75.17364),(14 74.03229),(15 73.343834),(16 74.03756),(17 72.991135),(18 73.76671),(19 74.03777),(20 73.98022),(21 74.62654),(22 74.01784),(23 74.812),(24 75.50533),(25 76.02941),(26 74.99105),(27 75.45192),(28 75.1017),(29 74.84413),(30 74.77768),(31 75.056145),(32 74.876465),(33 76.38343),(34 75.85664),(35 76.370346),(36 76.75914),(37 76.065056),(38 76.286736),(39 75.935814),(40 76.45428),(41 76.66503),(42 77.11197),(43 77.785545),(44 77.46045),(45 78.952065),(46 78.1229),(47 78.205414),(48 78.3614),(49 78.61938),(50 79.00909),(51 78.51833),(52 78.04549),(53 78.02318),(54 77.168945),(55 77.324455),(56 75.740654),(57 77.45581),(58 77.17285),(59 77.428215),(60 76.652),(61 77.52522),(62 77.93982),(63 76.90864),(64 75.779236),(65 76.56667),(66 75.821014),(67 76.88966),(68 75.39555),(69 76.17978),(70 75.60055),(71 77.05828),(72 76.11597),(73 76.81668),(74 76.92524),(75 76.412),(76 76.50092),(77 76.75304),(78 76.38515),(79 76.49086),
(1 58.82055),(2 64.59592),(3 68.110245),(4 69.327484),(5 71.07325),(6 71.63183),(7 72.15429),(8 72.50133),(9 72.535645),(10 72.6252),(11 72.32899),(12 72.68636),(13 73.0252),(14 72.38277),(15 71.55635),(16 71.81122),(17 72.90368),(18 72.565254),(19 72.798836),(20 73.49872),(21 73.73589),(22 73.42244),(23 73.87273),(24 73.33614),(25 73.69986),(26 73.82573),(27 73.560844),(28 74.724625),(29 74.474846),(30 73.9717),(31 75.18586),(32 73.748665),(33 75.05051),(34 75.08731),(35 76.51975),(36 75.863235),(37 75.96947),(38 76.8358),(39 75.44724),(40 76.87417),(41 78.041855),(42 78.38761),(43 78.7615),(44 78.7784),(45 80.078804),(46 78.386955),(47 78.87547),(48 77.95937),(49 78.49842),(50 78.298615),(51 78.208145),(52 77.54301),(53 77.6276),(54 77.461105),(55 77.63931),(56 77.40162),(57 78.25424),(58 76.82296),(59 77.467804),(60 77.40466),(61 78.32096),(62 77.32144),(63 76.350746),(64 76.824776),(65 75.489296),(66 76.219025),(67 77.10936),(68 75.3236),(69 75.78429),(70 76.48509),(71 76.23953),(72 76.87684),(73 76.895134),(74 76.14934),(75 75.97287),(76 76.233696),(77 76.61477),(78 76.99889),(79 76.13576),
(1 59.548233),(2 65.79827),(3 68.53152),(4 69.491295),(5 71.55751),(6 71.91256),(7 72.73277),(8 72.199524),(9 71.62863),(10 71.03677),(11 72.496216),(12 73.30963),(13 73.3763),(14 73.01964),(15 72.69285),(16 72.69142),(17 74.07715),(18 71.60837),(19 73.00555),(20 73.4062),(21 73.55891),(22 73.7743),(23 75.549934),(24 74.14138),(25 74.587036),(26 74.113014),(27 73.62861),(28 73.723785),(29 74.00809),(30 73.0435),(31 74.62401),(32 75.6894),(33 76.08018),(34 75.18983),(35 75.77947),(36 75.42422),(37 75.6836),(38 75.24637),(39 75.958824),(40 75.90444),(41 77.27572),(42 75.97622),(43 76.75714),(44 75.18718),(45 76.193855),(46 76.63243),(47 76.62002),(48 76.034424),(49 76.047264),(50 76.64038),(51 77.78903),(52 77.09269),(53 76.93199),(54 76.44341),(55 77.084885),(56 76.21465),(57 75.6051),(58 74.55742),(59 75.67352),(60 75.47804),(61 76.817085),(62 75.2153),(63 75.694466),(64 75.71102),(65 75.79254),(66 76.00711),(67 74.983116),(68 73.269394),(69 74.97106),(70 76.48803),(71 75.95882),(72 76.11692),(73 77.23225),(74 76.569534),(75 74.786964),(76 74.7967),(77 75.40336),(78 74.48805),(79 75.65649),
(1 58.17766),(2 64.012024),(3 66.375946),(4 68.40684),(5 69.65238),(6 70.393875),(7 70.97221),(8 71.29842),(9 70.5784),(10 70.36439),(11 71.21903),(12 71.11567),(13 70.42739),(14 70.4911),(15 70.64605),(16 69.91239),(17 71.66608),(18 70.69187),(19 71.428894),(20 71.56674),(21 71.265976),(22 72.25145),(23 72.28876),(24 72.40966),(25 73.43537),(26 72.86895),(27 72.02874),(28 69.785164),(29 71.12905),(30 70.24588),(31 71.70883),(32 72.89072),(33 73.49215),(34 73.17807),(35 74.61152),(36 72.99327),(37 74.08262),(38 72.89461),(39 73.68917),(40 74.942474),(41 74.434944),(42 74.123764),(43 75.45065),(44 75.30674),(45 74.647675),(46 74.11424),(47 74.71194),(48 74.262726),(49 76.0424),(50 75.571945),(51 75.39193),(52 75.78958),(53 75.79755),(54 74.50565),(55 73.85489),(56 73.545204),(57 74.40813),(58 73.17822),(59 74.4564),(60 74.2675),(61 74.72441),(62 75.59969),(63 74.36746),(64 74.57301),(65 73.96741),(66 74.650024),(67 74.19762),(68 72.962006),(69 73.89016),(70 74.96147),(71 74.82561),(72 74.8717),(73 75.22798),(74 74.179855),(75 72.90791),(76 73.955),(77 73.64687),(78 73.33044),(79 73.336586),
(1 57.878952),(2 64.29921),(3 66.422134),(4 67.96477),(5 69.414154),(6 69.072586),(7 70.377174),(8 69.75471),(9 70.349266),(10 70.76955),(11 70.8493),(12 71.4733),(13 70.214516),(14 70.65256),(15 69.03594),(16 70.31992),(17 69.31651),(18 69.60718),(19 69.86745),(20 69.38071),(21 69.97694),(22 70.91087),(23 70.916595),(24 71.32987),(25 72.610794),(26 70.612144),(27 70.841896),(28 69.38831),(29 69.83349),(30 69.90685),(31 71.40773),(32 70.84985),(33 72.70006),(34 72.21777),(35 73.252716),(36 72.372696),(37 73.07417),(38 72.935425),(39 72.47871),(40 73.22158),(41 74.23937),(42 72.340904),(43 74.22445),(44 73.77276),(45 73.61298),(46 73.74074),(47 73.35576),(48 73.064766),(49 73.8722),(50 73.89618),(51 74.159096),(52 74.8276),(53 75.355934),(54 74.377045),(55 73.658646),(56 73.04782),(57 73.75868),(58 73.50984),(59 73.52377),(60 73.77718),(61 73.446365),(62 73.17665),(63 72.50156),(64 73.33851),(65 73.28205),(66 72.60186),(67 72.51721),(68 72.06108),(69 73.00129),(70 73.60648),(71 72.81064),(72 73.164986),(73 73.65293),(74 73.271645),(75 73.379395),(76 73.36019),(77 72.75335),(78 72.24873),(79 72.79351),
(1 56.78874),(2 63.73628),(3 66.354935),(4 67.90285),(5 70.50024),(6 69.376816),(7 70.220665),(8 70.11708),(9 70.57395),(10 69.07966),(11 69.92569),(12 70.79816),(13 71.37207),(14 71.875824),(15 70.91939),(16 69.987854),(17 69.89652),(18 69.768974),(19 70.48228),(20 71.237366),(21 71.76655),(22 72.21206),(23 72.905365),(24 71.71308),(25 72.02446),(26 71.47792),(27 71.20067),(28 70.38579),(29 70.561005),(30 70.684784),(31 70.61469),(32 71.96116),(33 72.81492),(34 71.56167),(35 72.63267),(36 72.97421),(37 72.98619),(38 72.83702),(39 73.464836),(40 72.83578),(41 72.89295),(42 73.05807),(43 73.95735),(44 73.93536),(45 73.4856),(46 72.83101),(47 73.6039),(48 72.878426),(49 73.24633),(50 74.00935),(51 73.81257),(52 73.95528),(53 74.57456),(54 73.72141),(55 74.070786),(56 73.172676),(57 73.550674),(58 72.634415),(59 74.282745),(60 74.14652),(61 74.25341),(62 73.31778),(63 72.64939),(64 72.88374),(65 73.35014),(66 72.77783),(67 72.54007),(68 72.17341),(69 72.85919),(70 73.300865),(71 73.30979),(72 72.491356),(73 73.786064),(74 73.76099),(75 73.94041),(76 74.063995),(77 73.63983),(78 72.994576),(79 72.97049),
(1 55.468468),(2 60.94996),(3 64.098015),(4 64.63659),(5 66.90066),(6 66.32436),(7 67.50016),(8 67.49055),(9 68.073296),(10 67.0805),(11 67.722466),(12 66.84604),(13 67.7993),(14 67.984795),(15 67.16461),(16 66.637054),(17 67.94247),(18 67.65254),(19 67.95218),(20 67.77869),(21 68.41428),(22 68.289185),(23 68.903275),(24 68.56724),(25 67.96477),(26 68.36118),(27 67.35072),(28 67.27832),(29 67.82075),(30 67.8086),(31 69.35455),(32 68.95737),(33 69.50708),(34 68.98521),(35 70.36646),(36 70.56601),(37 71.07486),(38 70.407425),(39 70.081245),(40 69.25081),(41 70.39317),(42 70.93405),(43 70.2724),(44 70.85878),(45 70.73732),(46 70.89698),(47 71.32206),(48 70.80179),(49 71.770424),(50 71.83701),(51 71.794304),(52 72.67744),(53 71.90654),(54 71.86098),(55 72.46129),(56 71.53112),(57 69.986946),(58 70.96729),(59 72.28956),(60 72.473045),(61 73.708374),(62 71.030815),(63 70.387215),(64 69.90206),(65 71.01483),(66 70.11387),(67 70.14),(68 69.274284),(69 69.946465),(70 70.78976),(71 70.246254),(72 70.3427),(73 69.90345),(74 71.26958),(75 71.10316),(76 70.51135),(77 71.689545),(78 70.65147),(79 69.44148),
(1 55.554882),(2 61.07861),(3 64.520584),(4 64.70094),(5 66.81982),(6 66.25232),(7 66.85358),(8 66.380196),(9 66.492546),(10 66.8632),(11 67.9293),(12 67.187355),(13 68.984695),(14 67.702866),(15 66.50904),(16 66.65868),(17 67.71367),(18 66.62288),(19 67.05108),(20 68.03121),(21 69.25604),(22 69.90511),(23 70.63533),(24 69.874794),(25 69.26299),(26 69.081314),(27 68.86463),(28 67.66971),(29 67.34765),(30 66.770584),(31 69.04409),(32 69.31578),(33 69.72392),(34 69.207954),(35 71.103264),(36 70.67529),(37 71.31791),(38 72.20529),(39 72.37993),(40 71.870316),(41 73.424644),(42 72.96545),(43 73.972534),(44 74.295975),(45 73.64116),(46 73.907585),(47 72.26222),(48 72.25527),(49 72.57354),(50 73.679474),(51 72.75577),(52 73.68667),(53 73.2764),(54 72.99721),(55 72.6879),(56 72.365845),(57 71.54074),(58 71.623886),(59 72.780556),(60 72.77856),(61 73.31042),(62 71.920525),(63 71.14066),(64 71.322685),(65 71.499016),(66 71.855286),(67 71.202065),(68 71.22224),(69 69.94855),(70 70.069664),(71 71.28104),(72 71.80871),(73 72.02969),(74 71.804085),(75 70.545364),(76 71.02456),(77 71.566124),(78 70.74123),(79 70.674355),
(1 54.31006),(2 61.107254),(3 63.761288),(4 64.16526),(5 66.593025),(6 66.90504),(7 67.29787),(8 66.810936),(9 67.51179),(10 67.39036),(11 66.84077),(12 66.60727),(13 67.327156),(14 67.126144),(15 66.018456),(16 66.12002),(17 67.37022),(18 65.98323),(19 66.43369),(20 67.07872),(21 68.18396),(22 67.86374),(23 68.64692),(24 68.28397),(25 68.266365),(26 67.26185),(27 67.585915),(28 66.61107),(29 66.78175),(30 66.41974),(31 67.55935),(32 68.796135),(33 69.5469),(34 69.427666),(35 70.41151),(36 69.69341),(37 69.977036),(38 70.56331),(39 69.65163),(40 69.40621),(41 70.23187),(42 70.92017),(43 71.24155),(44 71.49722),(45 70.92257),(46 70.24237),(47 70.841064),(48 69.827385),(49 70.07861),(50 71.04401),(51 71.88078),(52 71.81794),(53 71.01765),(54 71.335625),(55 71.289185),(56 70.35842),(57 70.500374),(58 69.85292),(59 70.302025),(60 71.17734),(61 71.9944),(62 70.30293),(63 70.217636),(64 69.21722),(65 70.13562),(66 69.41699),(67 69.79509),(68 69.67732),(69 70.08505),(70 69.81588),(71 70.2161),(72 69.99602),(73 69.940285),(74 71.02567),(75 69.19075),(76 69.575134),(77 69.68055),(78 69.74033),(79 69.89186),
(1 53.848637),(2 59.890133),(3 61.64661),(4 62.796337),(5 64.05794),(6 64.2404),(7 65.02283),(8 64.74693),(9 65.79609),(10 66.348885),(11 65.854836),(12 65.70003),(13 66.55983),(14 65.853226),(15 65.079315),(16 65.32926),(17 66.3527),(18 64.46651),(19 65.00341),(20 65.36466),(21 65.66905),(22 65.22955),(23 66.58282),(24 66.47132),(25 66.60186),(26 66.21947),(27 65.052155),(28 63.874405),(29 64.10099),(30 64.623436),(31 66.36788),(32 66.626),(33 66.057396),(34 66.06397),(35 66.55722),(36 66.751915),(37 68.18097),(38 67.40274),(39 67.279274),(40 66.92387),(41 67.943825),(42 68.47373),(43 69.00117),(44 69.91343),(45 69.06493),(46 69.95045),(47 69.65037),(48 69.545685),(49 69.623085),(50 70.6529),(51 70.98961),(52 70.99204),(53 69.880035),(54 70.14179),(55 69.73293),(56 69.68911),(57 69.27975),(58 68.59025),(59 69.540955),(60 69.86826),(61 69.25119),(62 69.161896),(63 68.562515),(64 68.10073),(65 68.34232),(66 68.390976),(67 68.01686),(68 67.48467),(69 68.190155),(70 68.00027),(71 68.816505),(72 69.1038),(73 69.31587),(74 68.670784),(75 68.5146),(76 68.2235),(77 68.83806),(78 69.64081),(79 69.422165),
