1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,
(1 0.0049815313),(2 0.0065622195),(3 0.0066148723),(4 0.007484747),(5 0.011060098),(6 0.011821344),(7 0.011899611),(8 0.012744909),(9 0.01511367),(10 0.015302064),(11 0.015460803),(12 0.015851915),(13 0.017259357),(14 0.017984297),(15 0.017980902),(16 0.018171428),(17 0.019077076),(18 0.019162709),(19 0.019233817),(20 0.019342283),(21 0.019738222),(22 0.024614569),(23 0.0246171),(24 0.02452478),(25 0.02500163),(26 0.024924928),(27 0.025488224),(28 0.025476297),(29 0.026452065),(30 0.027317286),(31 0.027319754),(32 0.027133299),(33 0.027506834),(34 0.02761086),(35 0.027742287),(36 0.027516065),(37 0.027916107),(38 0.027589906),(39 0.02762961),(40 0.027403332),(41 0.027608043),(42 0.027472781),(43 0.027525607),(44 0.027332954),(45 0.027806034),(46 0.027300473),
(1 0.002618707),(2 0.0035365142),(3 0.0036078107),(4 0.003963978),(5 0.0058774985),(6 0.006288768),(7 0.006360217),(8 0.006782129),(9 0.0081643015),(10 0.008135732),(11 0.008209559),(12 0.008364596),(13 0.009132287),(14 0.00945752),(15 0.009455669),(16 0.009712655),(17 0.010133377),(18 0.0100957295),(19 0.010199571),(20 0.010340869),(21 0.010513008),(22 0.012918422),(23 0.012917546),(24 0.012926754),(25 0.013158592),(26 0.0130501585),(27 0.01331817),(28 0.013353347),(29 0.01371905),(30 0.014209095),(31 0.014208173),(32 0.014142322),(33 0.014353269),(34 0.01430049),(35 0.01441228),(36 0.014341857),(37 0.01448958),(38 0.014212804),(39 0.014264816),(40 0.014142738),(41 0.014314404),(42 0.014243396),(43 0.014258126),(44 0.0141553115),(45 0.014412298),(46 0.01423227),
(1 0.002501782),(2 0.003394016),(3 0.0034416828),(4 0.003806627),(5 0.00559393),(6 0.0059671826),(7 0.0059880214),(8 0.0064452724),(9 0.0074511375),(10 0.007563885),(11 0.007649719),(12 0.007852291),(13 0.008498472),(14 0.008812051),(15 0.008812274),(16 0.009005015),(17 0.009360126),(18 0.009562193),(19 0.009624336),(20 0.009583446),(21 0.009646153),(22 0.01234343),(23 0.012340259),(24 0.012255887),(25 0.012318249),(26 0.012273003),(27 0.012532436),(28 0.0125111425),(29 0.012659408),(30 0.013260214),(31 0.01326676),(32 0.013049197),(33 0.013233733),(34 0.013154528),(35 0.013204985),(36 0.013049737),(37 0.013125571),(38 0.013054061),(39 0.013114834),(40 0.013022779),(41 0.013018284),(42 0.012873611),(43 0.012906085),(44 0.012997539),(45 0.013041327),(46 0.012908271),
(1 0.0015441722),(2 0.0021035944),(3 0.0021399714),(4 0.0023746544),(5 0.0034790996),(6 0.0037087128),(7 0.0037705416),(8 0.003956985),(9 0.004623294),(10 0.0046572993),(11 0.004685493),(12 0.0048996243),(13 0.005263271),(14 0.005493467),(15 0.0054937764),(16 0.005515325),(17 0.0058750007),(18 0.005932137),(19 0.005973576),(20 0.0059537054),(21 0.006068623),(22 0.0076111904),(23 0.00760996),(24 0.00759191),(25 0.0076524494),(26 0.0076071513),(27 0.0077451975),(28 0.007699021),(29 0.007850642),(30 0.008178648),(31 0.008183977),(32 0.007981369),(33 0.008155075),(34 0.008105216),(35 0.008136219),(36 0.008112858),(37 0.008217334),(38 0.008198966),(39 0.00821393),(40 0.008148571),(41 0.008234846),(42 0.008067097),(43 0.008088509),(44 0.008120263),(45 0.008246401),(46 0.008150045),
(1 0.0014411942),(2 0.0019096299),(3 0.0019551748),(4 0.0021629317),(5 0.0032141637),(6 0.003404002),(7 0.0034549523),(8 0.0036527277),(9 0.0043418165),(10 0.004427629),(11 0.004457929),(12 0.0045823054),(13 0.004914745),(14 0.00509866),(15 0.0050973906),(16 0.00516542),(17 0.0054219714),(18 0.0053976974),(19 0.0054413998),(20 0.0054986505),(21 0.0055621522),(22 0.0070072785),(23 0.007008015),(24 0.0069727567),(25 0.007041192),(26 0.007072087),(27 0.0072238846),(28 0.007265648),(29 0.007413209),(30 0.0075884946),(31 0.0075915414),(32 0.0075346157),(33 0.0076471698),(34 0.007547432),(35 0.007581329),(36 0.007512469),(37 0.007688292),(38 0.0075921877),(39 0.0076436447),(40 0.007643381),(41 0.007623505),(42 0.007516523),(43 0.0075336657),(44 0.0074599492),(45 0.0075385305),(46 0.0075307814),
(1 0.00096794),(2 0.0013277542),(3 0.0013667555),(4 0.0015048903),(5 0.002197975),(6 0.0024049259),(7 0.0024353042),(8 0.0024999196),(9 0.0029102918),(10 0.0029953972),(11 0.0030309183),(12 0.003146227),(13 0.0033388752),(14 0.0034638196),(15 0.0034658182),(16 0.003557207),(17 0.0037231809),(18 0.003722876),(19 0.0037423777),(20 0.0037569394),(21 0.0037765473),(22 0.0047969627),(23 0.004798708),(24 0.004750067),(25 0.0048505943),(26 0.00476891),(27 0.0049509523),(28 0.0049850955),(29 0.005055286),(30 0.005276464),(31 0.0052799704),(32 0.0052041365),(33 0.005273592),(34 0.005164386),(35 0.005184713),(36 0.0051207403),(37 0.0052117403),(38 0.005198829),(39 0.0052287746),(40 0.00519414),(41 0.0052153184),(42 0.005170639),(43 0.0051961695),(44 0.0051341914),(45 0.0051842863),(46 0.005088372),
(1 0.0005514119),(2 0.00077300036),(3 0.00079185335),(4 0.0008720373),(5 0.001254416),(6 0.0013478044),(7 0.0013613543),(8 0.0013988614),(9 0.0016580308),(10 0.0016764081),(11 0.001699943),(12 0.0017426402),(13 0.0018888463),(14 0.0019648056),(15 0.001965152),(16 0.0020316169),(17 0.0021085378),(18 0.002093538),(19 0.0021086363),(20 0.0021594195),(21 0.0022030293),(22 0.0026418609),(23 0.0026425577),(24 0.0026829757),(25 0.0027472817),(26 0.0027109832),(27 0.002800041),(28 0.0027647924),(29 0.002788379),(30 0.002912796),(31 0.002914473),(32 0.002900039),(33 0.0029350773),(34 0.0028764787),(35 0.002890397),(36 0.002851229),(37 0.0028863861),(38 0.002872312),(39 0.002879402),(40 0.0028482678),(41 0.0028691315),(42 0.0028750466),(43 0.0028789756),(44 0.0028759164),(45 0.0028924781),(46 0.0028468813),
(1 0.0006853651),(2 0.0009267286),(3 0.0009455495),(4 0.001053968),(5 0.0015466516),(6 0.0016630269),(7 0.001678524),(8 0.0017674058),(9 0.002062522),(10 0.002093124),(11 0.0021306432),(12 0.0021953252),(13 0.0023323838),(14 0.0024273954),(15 0.00242713),(16 0.0024755977),(17 0.002568458),(18 0.002595445),(19 0.0026276752),(20 0.0026220272),(21 0.0026650545),(22 0.0033394624),(23 0.003339234),(24 0.0032934225),(25 0.0032851475),(26 0.0032549442),(27 0.0033353486),(28 0.0033346044),(29 0.0033974024),(30 0.0035488352),(31 0.003550238),(32 0.0034838784),(33 0.0035174629),(34 0.0035141455),(35 0.003526665),(36 0.0035498638),(37 0.0036467377),(38 0.0035993333),(39 0.0036263405),(40 0.003607783),(41 0.0035985138),(42 0.0035751897),(43 0.0035933752),(44 0.0035529071),(45 0.003640856),(46 0.0035483618),
(1 0.00026364176),(2 0.0003393326),(3 0.0003465259),(4 0.00038742807),(5 0.0005395852),(6 0.00057668326),(7 0.0005861143),(8 0.00062022416),(9 0.00072860986),(10 0.0007404546),(11 0.00074695767),(12 0.000763626),(13 0.000805593),(14 0.00084026676),(15 0.000839846),(16 0.00086142943),(17 0.00089369307),(18 0.0008864337),(19 0.0008901523),(20 0.0008797454),(21 0.0008975747),(22 0.0011438472),(23 0.001143163),(24 0.0011632253),(25 0.001148845),(26 0.0011470568),(27 0.001183411),(28 0.0011636872),(29 0.0011953266),(30 0.0012614768),(31 0.0012606139),(32 0.0012342631),(33 0.0012167703),(34 0.001221322),(35 0.0012215622),(36 0.0012068287),(37 0.001216815),(38 0.0012065475),(39 0.001216746),(40 0.0011990941),(41 0.0012387092),(42 0.0012433372),(43 0.0012473294),(44 0.0012491968),(45 0.0012480662),(46 0.0012114601),
(1 0.00028821942),(2 0.00037973034),(3 0.0003936112),(4 0.00041954147),(5 0.00060298544),(6 0.0006492211),(7 0.00066024245),(8 0.00067482155),(9 0.0008034165),(10 0.00081011135),(11 0.0008166153),(12 0.0008366659),(13 0.0008964593),(14 0.0009329129),(15 0.00093254715),(16 0.0009567746),(17 0.0009902547),(18 0.0009975559),(19 0.0010084814),(20 0.0010237775),(21 0.0010207274),(22 0.0012898616),(23 0.0012898543),(24 0.0012751879),(25 0.0012869699),(26 0.0012823673),(27 0.0013248413),(28 0.0013347513),(29 0.0013565293),(30 0.0014306222),(31 0.0014309448),(32 0.0014135906),(33 0.0014020598),(34 0.0013877834),(35 0.0014001696),(36 0.001402576),(37 0.0014105097),(38 0.0013875181),(39 0.0013979183),(40 0.0013818643),(41 0.0014067984),(42 0.0014281388),(43 0.0014285393),(44 0.0014089493),(45 0.0014321024),(46 0.0013937795),
(1 0.000052700794),(2 0.00007090447),(3 0.000071769515),(4 0.00007328541),(5 0.000112051),(6 0.00012500127),(7 0.00012629539),(8 0.0001340791),(9 0.00015835033),(10 0.00015388962),(11 0.00015636042),(12 0.00015923416),(13 0.00017710142),(14 0.00018444029),(15 0.00018412161),(16 0.00018959792),(17 0.00019029643),(18 0.00019330587),(19 0.00019710978),(20 0.00019643172),(21 0.00019723421),(22 0.00023056833),(23 0.00023046986),(24 0.00022843872),(25 0.00024506616),(26 0.0002372294),(27 0.00024235249),(28 0.0002409715),(29 0.00024543112),(30 0.0002691826),(31 0.00026914684),(32 0.00026874477),(33 0.00026836226),(34 0.0002698893),(35 0.0002699002),(36 0.00026244065),(37 0.0002595636),(38 0.00026356205),(39 0.00026557015),(40 0.00026042137),(41 0.00026624807),(42 0.00025960096),(43 0.00026252415),(44 0.0002589742),(45 0.00026257592),(46 0.00025959167),
(1 0.000011385894),(2 0.00001622674),(3 0.00001590523),(4 0.000018270539),(5 0.000024686036),(6 0.00002674479),(7 0.00002744143),(8 0.000029466106),(9 0.000038408685),(10 0.00003745626),(11 0.00003910592),(12 0.000039723178),(13 0.00003944023),(14 0.00003857174),(15 0.00003854659),(16 0.000038882834),(17 0.000038029255),(18 0.00003803644),(19 0.000039542672),(20 0.000042977204),(21 0.00004470977),(22 0.00005248634),(23 0.0000524861),(24 0.0000538402),(25 0.000054130265),(26 0.000052378182),(27 0.000054501532),(28 0.00005235353),(29 0.0000456456),(30 0.00004977739),(31 0.000049719063),(32 0.000055583358),(33 0.00005379885),(34 0.000055033735),(35 0.000055375094),(36 0.000055034852),(37 0.00004723454),(38 0.000053959633),(39 0.000054724427),(40 0.00004938943),(41 0.000046938585),(42 0.000050685652),(43 0.000052551506),(44 0.00005057717),(45 0.0000519958),(46 0.000057157456),
