1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 47.40974),(2 58.199524),(3 64.88787),(4 71.496445),(5 76.06294),(6 80.04394),(7 84.194626),(8 86.10842),(9 88.79729),(10 91.16149),(11 92.283806),(12 92.71259),(13 93.74265),(14 93.70004),(15 94.99139),(16 96.8489),(17 95.7672),(18 95.42154),(19 95.22743),(20 95.2831),(21 96.66738),(22 96.955284),(23 96.09686),(24 95.7443),(25 96.63832),(26 96.46453),(27 96.6365),(28 97.72754),(29 95.846924),(30 96.30607),(31 96.90627),(32 96.51017),(33 97.43629),(34 96.62296),(35 96.66353),(36 98.55833),(37 97.64865),(38 98.99746),(39 99.58468),(40 99.499825),(41 98.62182),(42 99.48529),(43 98.66579),(44 97.78297),(45 99.3542),(46 99.242134),(47 99.2283),(48 99.9926),(49 100.970665),(50 102.293144),(51 102.50147),(52 103.2337),(53 104.096),(54 104.36066),(55 104.699394),(56 105.52628),(57 104.544235),(58 103.45893),(59 104.12447),(60 104.20487),(61 103.737236),(62 103.67579),(63 103.59337),(64 104.87042),(65 104.93628),(66 103.23823),(67 104.06753),(68 104.00219),(69 102.48214),(70 101.30745),(71 101.247795),(72 101.76911),(73 101.685555),(74 102.01716),(75 101.367165),(76 100.85311),(77 102.46967),(78 102.25878),(79 102.16877),
(1 47.789913),(2 58.53349),(3 65.161285),(4 71.594734),(5 74.941895),(6 78.782715),(7 81.95199),(8 83.57303),(9 86.18762),(10 88.191505),(11 89.34848),(12 90.50094),(13 91.71108),(14 91.33534),(15 91.47821),(16 93.2978),(17 92.16907),(18 92.548355),(19 92.440475),(20 92.276505),(21 93.34444),(22 94.41286),(23 93.41858),(24 94.41584),(25 94.65033),(26 95.00403),(27 94.80066),(28 96.572754),(29 96.01313),(30 96.662445),(31 97.25687),(32 97.27046),(33 98.88366),(34 97.99204),(35 98.47172),(36 99.36882),(37 97.85974),(38 98.55706),(39 99.448166),(40 99.27367),(41 98.03808),(42 98.41591),(43 98.43471),(44 97.42573),(45 98.204506),(46 97.81626),(47 97.57877),(48 98.37532),(49 98.51115),(50 99.45826),(51 101.023834),(52 100.54955),(53 101.18478),(54 102.05072),(55 101.49606),(56 101.699165),(57 101.37724),(58 101.27081),(59 102.06478),(60 101.629265),(61 102.59604),(62 103.30714),(63 103.87869),(64 103.36599),(65 103.72092),(66 102.803375),(67 102.415855),(68 103.23536),(69 103.25198),(70 102.75703),(71 102.86104),(72 102.70444),(73 102.25765),(74 102.762924),(75 102.00069),(76 101.98514),(77 103.09627),(78 102.251205),(79 102.668434),
(1 45.58747),(2 57.005814),(3 63.66094),(4 70.37657),(5 73.01659),(6 76.276405),(7 79.17238),(8 81.60155),(9 83.73037),(10 86.41833),(11 87.039055),(12 87.51071),(13 88.18846),(14 88.18052),(15 88.7443),(16 90.711555),(17 90.03314),(18 89.99209),(19 90.37289),(20 90.09266),(21 91.06792),(22 91.770935),(23 91.055725),(24 91.560974),(25 92.42054),(26 92.12173),(27 92.94568),(28 93.36732),(29 94.2355),(30 94.37476),(31 94.04763),(32 94.91495),(33 95.83324),(34 95.69353),(35 96.21222),(36 96.11127),(37 96.27031),(38 96.81402),(39 98.4333),(40 97.83965),(41 97.664604),(42 98.07436),(43 98.396866),(44 97.74784),(45 98.5095),(46 98.17846),(47 98.3792),(48 98.45321),(49 98.88862),(50 99.17254),(51 99.27416),(52 100.24935),(53 99.61002),(54 100.16265),(55 99.459),(56 99.72445),(57 100.39194),(58 99.79663),(59 100.07177),(60 100.18643),(61 100.19656),(62 100.9719),(63 100.74384),(64 100.21523),(65 101.40702),(66 99.51134),(67 99.32562),(68 101.11855),(69 100.32903),(70 100.16232),(71 101.634544),(72 101.46701),(73 101.59109),(74 102.825615),(75 100.77147),(76 101.195946),(77 101.74309),(78 101.47425),(79 101.112495),
(1 45.859364),(2 57.25227),(3 63.6353),(4 71.630516),(5 74.255684),(6 76.67811),(7 80.02174),(8 81.240425),(9 83.22769),(10 85.424736),(11 87.93253),(12 88.20943),(13 90.00819),(14 89.89476),(15 91.28113),(16 93.21334),(17 92.33989),(18 92.473595),(19 93.12024),(20 92.96512),(21 94.349045),(22 94.53196),(23 93.37924),(24 93.32544),(25 93.689865),(26 93.738716),(27 94.87644),(28 96.068306),(29 95.23097),(30 96.13845),(31 96.6778),(32 95.93988),(33 97.05577),(34 96.32123),(35 96.322266),(36 97.31075),(37 97.34671),(38 97.125),(39 98.78473),(40 97.97331),(41 98.15856),(42 98.426155),(43 97.93316),(44 98.41907),(45 98.43619),(46 97.60971),(47 97.93864),(48 98.89672),(49 98.26918),(50 98.99704),(51 99.98509),(52 99.80312),(53 98.52849),(54 99.89738),(55 99.776306),(56 100.40572),(57 100.29576),(58 99.63937),(59 101.06154),(60 100.250145),(61 99.86695),(62 100.19011),(63 100.36194),(64 100.54931),(65 100.879944),(66 99.21705),(67 98.5177),(68 100.22832),(69 99.31427),(70 99.05627),(71 101.19685),(72 101.321144),(73 100.14773),(74 101.420296),(75 100.47605),(76 101.53028),(77 101.31692),(78 100.55694),(79 100.651436),
(1 45.73874),(2 55.545727),(3 62.1625),(4 69.308556),(5 72.06834),(6 75.75036),(7 78.99926),(8 80.8),(9 82.68637),(10 84.950584),(11 86.845314),(12 86.543945),(13 88.469124),(14 88.122314),(15 88.8386),(16 91.22108),(17 90.91777),(18 91.05519),(19 92.43692),(20 92.38646),(21 93.32382),(22 94.123146),(23 92.15557),(24 91.21953),(25 91.72888),(26 91.505486),(27 91.70366),(28 93.62007),(29 91.98681),(30 92.398186),(31 92.11358),(32 92.340866),(33 93.125374),(34 93.66722),(35 93.1781),(36 93.671165),(37 93.952286),(38 94.51554),(39 95.544395),(40 95.24193),(41 94.51229),(42 95.345825),(43 95.63546),(44 95.05593),(45 96.30236),(46 96.77817),(47 96.58174),(48 96.61344),(49 96.16923),(50 97.20173),(51 98.26673),(52 98.30434),(53 98.62684),(54 98.57898),(55 98.073326),(56 99.639336),(57 99.394196),(58 99.40508),(59 99.68437),(60 99.40011),(61 98.916725),(62 99.23691),(63 99.3529),(64 98.61797),(65 100.04092),(66 97.920265),(67 97.2711),(68 97.93456),(69 97.91146),(70 96.973755),(71 98.12267),(72 97.21864),(73 96.6076),(74 97.411896),(75 96.61546),(76 97.282455),(77 98.9771),(78 98.67612),(79 99.41601),
(1 45.374264),(2 56.115772),(3 63.146797),(4 69.977394),(5 74.60804),(6 77.9798),(7 81.02321),(8 83.60058),(9 85.02047),(10 87.56406),(11 88.777855),(12 89.04045),(13 90.81587),(14 90.50997),(15 91.74516),(16 92.36607),(17 92.20223),(18 92.61968),(19 94.00712),(20 93.16783),(21 93.5778),(22 94.00937),(23 93.39673),(24 93.44507),(25 93.535805),(26 92.459015),(27 93.25481),(28 95.015755),(29 94.31704),(30 95.24581),(31 95.04089),(32 94.60376),(33 95.360405),(34 94.53741),(35 95.437126),(36 95.71673),(37 96.063515),(38 95.87779),(39 96.98623),(40 97.29589),(41 96.657486),(42 98.75003),(43 97.48813),(44 96.70965),(45 98.033424),(46 97.90393),(47 96.62054),(48 97.430275),(49 97.38469),(50 98.487946),(51 99.29438),(52 98.90598),(53 99.68141),(54 99.34969),(55 100.104515),(56 101.03535),(57 100.41031),(58 99.25581),(59 99.435165),(60 99.460045),(61 99.03388),(62 100.411865),(63 100.74492),(64 100.13374),(65 101.234344),(66 99.247665),(67 99.3205),(68 100.563805),(69 99.54444),(70 98.21951),(71 99.231),(72 98.36207),(73 97.8104),(74 99.263916),(75 98.88957),(76 98.827576),(77 101.03906),(78 100.19536),(79 100.034454),
(1 45.60254),(2 57.17535),(3 63.444057),(4 69.67902),(5 72.974915),(6 76.611465),(7 79.763275),(8 82.12061),(9 84.34949),(10 86.23425),(11 87.63209),(12 88.413704),(13 89.95466),(14 89.8444),(15 90.54306),(16 92.12366),(17 91.023026),(18 90.191505),(19 90.60402),(20 90.39907),(21 90.92515),(22 91.99208),(23 90.524826),(24 90.49519),(25 91.566154),(26 91.56067),(27 91.839615),(28 93.43761),(29 92.97414),(30 93.61103),(31 92.95104),(32 93.07143),(33 93.99125),(34 93.88398),(35 94.7629),(36 95.12414),(37 94.60213),(38 94.46401),(39 95.1877),(40 95.39152),(41 96.03784),(42 96.91759),(43 95.99881),(44 96.10826),(45 95.56354),(46 95.8526),(47 95.32072),(48 96.00387),(49 96.08003),(50 96.07041),(51 97.00791),(52 97.09455),(53 98.43997),(54 98.96692),(55 98.77304),(56 99.00441),(57 99.17297),(58 99.50023),(59 99.918015),(60 99.919495),(61 99.55379),(62 100.37802),(63 99.917404),(64 100.422676),(65 101.43854),(66 100.277016),(67 100.17106),(68 100.49581),(69 99.53503),(70 99.45707),(71 100.44626),(72 100.17657),(73 99.90325),(74 100.49861),(75 99.62959),(76 99.17306),(77 100.066895),(78 100.61466),(79 101.54589),
(1 44.905746),(2 55.657097),(3 62.213737),(4 68.338165),(5 71.9781),(6 74.982475),(7 78.33745),(8 81.87515),(9 83.58654),(10 85.97747),(11 85.99688),(12 86.89933),(13 88.53702),(14 88.41511),(15 88.75973),(16 90.319855),(17 89.177925),(18 89.93216),(19 90.34335),(20 90.2805),(21 90.325874),(22 91.44322),(23 90.66486),(24 91.22904),(25 92.577126),(26 91.81562),(27 92.25261),(28 94.22124),(29 92.12896),(30 93.048355),(31 93.08898),(32 92.901505),(33 93.52048),(34 93.709015),(35 93.4162),(36 94.2429),(37 94.25103),(38 94.2292),(39 95.71746),(40 94.90319),(41 94.621086),(42 95.24313),(43 94.75699),(44 93.768555),(45 94.88806),(46 93.9973),(47 93.42038),(48 94.1825),(49 94.31891),(50 94.96465),(51 96.199554),(52 96.61709),(53 97.322815),(54 98.866875),(55 98.20127),(56 99.25704),(57 98.829475),(58 98.9029),(59 99.93228),(60 99.883865),(61 100.93636),(62 100.30238),(63 100.02439),(64 100.11866),(65 101.127106),(66 100.31775),(67 100.15803),(68 100.39068),(69 100.089134),(70 100.68055),(71 99.89409),(72 98.33858),(73 98.112404),(74 97.7377),(75 98.22223),(76 97.94444),(77 98.434044),(78 99.328514),(79 99.72904),
(1 44.68038),(2 55.167328),(3 61.927326),(4 68.76171),(5 71.76909),(6 75.41063),(7 78.782524),(8 80.67553),(9 81.53052),(10 84.31494),(11 84.90296),(12 86.4184),(13 87.85275),(14 87.95513),(15 88.76646),(16 89.27642),(17 88.855965),(18 88.465744),(19 89.494804),(20 87.96436),(21 87.96043),(22 89.16736),(23 89.14798),(24 89.09019),(25 90.522736),(26 90.16389),(27 89.940094),(28 92.224205),(29 90.84491),(30 91.802666),(31 92.39759),(32 92.069916),(33 93.699554),(34 93.52804),(35 93.97357),(36 94.3205),(37 94.11815),(38 94.118004),(39 94.848495),(40 94.62804),(41 94.08415),(42 94.560104),(43 94.48493),(44 94.86425),(45 95.019844),(46 95.31824),(47 93.6769),(48 94.20605),(49 94.303314),(50 94.546135),(51 95.18899),(52 95.75607),(53 97.268715),(54 97.829544),(55 97.25124),(56 97.980576),(57 97.69289),(58 97.131874),(59 98.53367),(60 98.26114),(61 98.504135),(62 99.975975),(63 99.863434),(64 100.03602),(65 99.33373),(66 98.27436),(67 98.20821),(68 98.66037),(69 97.8042),(70 97.72211),(71 98.42644),(72 97.3015),(73 96.87505),(74 97.27797),(75 96.49185),(76 96.59574),(77 97.93382),(78 98.874115),(79 98.27483),
(1 43.822617),(2 54.47986),(3 61.45687),(4 66.93533),(5 70.243286),(6 73.70317),(7 76.99477),(8 78.58737),(9 79.79811),(10 82.22284),(11 83.963104),(12 84.41228),(13 86.81076),(14 86.44788),(15 87.16883),(16 88.52169),(17 88.46839),(18 87.64698),(19 89.42973),(20 89.049644),(21 88.65895),(22 88.787994),(23 88.37715),(24 89.24733),(25 89.7103),(26 89.50077),(27 89.91935),(28 91.60223),(29 90.579544),(30 91.22646),(31 90.78312),(32 90.67535),(33 92.19113),(34 93.33458),(35 93.61335),(36 95.05298),(37 95.17169),(38 95.48581),(39 96.66216),(40 95.399185),(41 96.41808),(42 96.806046),(43 96.35127),(44 96.3218),(45 97.471794),(46 96.43064),(47 95.900696),(48 96.33394),(49 96.86559),(50 97.12676),(51 97.68227),(52 96.73945),(53 97.38013),(54 98.51142),(55 97.51586),(56 98.56215),(57 97.91492),(58 97.66979),(59 98.31887),(60 98.368515),(61 98.390816),(62 99.291),(63 98.87094),(64 98.677666),(65 97.766136),(66 97.460625),(67 97.196434),(68 97.87612),(69 96.62995),(70 97.03475),(71 98.02413),(72 96.25528),(73 96.836334),(74 97.09289),(75 96.27808),(76 95.76061),(77 96.706726),(78 97.56708),(79 96.80741),
(1 44.095943),(2 54.45294),(3 60.732918),(4 66.92313),(5 69.91385),(6 73.03714),(7 76.36169),(8 79.14765),(9 80.15426),(10 82.95679),(11 83.42566),(12 84.184204),(13 86.35441),(14 86.54494),(15 87.37794),(16 88.37103),(17 87.352104),(18 87.33789),(19 88.029434),(20 87.01004),(21 87.02465),(22 86.26929),(23 85.72662),(24 86.18304),(25 87.1601),(26 87.49261),(27 88.036255),(28 90.160286),(29 89.1901),(30 90.253845),(31 89.988785),(32 90.22424),(33 91.65205),(34 91.92987),(35 91.53998),(36 92.20473),(37 91.25576),(38 91.0064),(39 92.68023),(40 92.94111),(41 92.1493),(42 92.51419),(43 92.33925),(44 91.79612),(45 92.49816),(46 91.17313),(47 91.206764),(48 90.92017),(49 91.454254),(50 92.076164),(51 92.61735),(52 91.5971),(53 92.11124),(54 93.85589),(55 93.79651),(56 95.76059),(57 95.19494),(58 94.86805),(59 96.15273),(60 95.61606),(61 95.231834),(62 95.54507),(63 96.25848),(64 95.21015),(65 95.013626),(66 94.216896),(67 94.387085),(68 94.73281),(69 93.590744),(70 93.23773),(71 93.40638),(72 93.30217),(73 93.23108),(74 92.78683),(75 92.840454),(76 92.2572),(77 93.34604),(78 92.73362),(79 93.332794),
(1 42.81202),(2 52.961494),(3 59.79562),(4 66.34116),(5 69.579445),(6 72.41416),(7 75.83417),(8 78.09095),(9 80.243675),(10 82.81021),(11 83.486084),(12 84.57326),(13 86.72912),(14 87.34319),(15 86.65331),(16 87.59107),(17 86.9629),(18 87.40221),(19 88.00463),(20 87.08759),(21 87.350914),(22 87.18634),(23 86.99827),(24 86.872246),(25 87.777),(26 87.992485),(27 88.483376),(28 89.48625),(29 88.60658),(30 90.724594),(31 90.510414),(32 90.433716),(33 92.154465),(34 91.82939),(35 92.18951),(36 93.28154),(37 92.05071),(38 92.80672),(39 93.65411),(40 93.97769),(41 93.15029),(42 94.160355),(43 94.01204),(44 93.22501),(45 93.8232),(46 93.55315),(47 95.14431),(48 94.89839),(49 95.10105),(50 95.42205),(51 96.04556),(52 95.777565),(53 96.35905),(54 97.22009),(55 97.17392),(56 96.99456),(57 96.88619),(58 96.311745),(59 97.49355),(60 97.218475),(61 96.411766),(62 97.21805),(63 97.125336),(64 97.07794),(65 96.73317),(66 95.04334),(67 95.61794),(68 97.03563),(69 95.84927),(70 96.59441),(71 96.15344),(72 94.97001),(73 95.859116),(74 95.94515),(75 96.40563),(76 96.69023),(77 97.07784),(78 96.56596),(79 96.74775),
(1 42.69418),(2 53.416374),(3 59.41848),(4 65.22358),(5 69.09723),(6 72.30694),(7 75.30436),(8 77.168594),(9 78.57999),(10 81.5127),(11 82.29228),(12 83.985245),(13 85.783),(14 85.73541),(15 86.43446),(16 87.45767),(17 87.42145),(18 86.704544),(19 88.65695),(20 88.517746),(21 88.36021),(22 88.13994),(23 87.597694),(24 87.11577),(25 88.6534),(26 88.65703),(27 88.394775),(28 89.33909),(29 88.036736),(30 89.32621),(31 89.88268),(32 88.85478),(33 90.453674),(34 90.818855),(35 90.563126),(36 90.87984),(37 91.282295),(38 91.06088),(39 92.11516),(40 91.83099),(41 91.70888),(42 93.01387),(43 92.87962),(44 92.19875),(45 93.03446),(46 92.793915),(47 93.29907),(48 94.01802),(49 92.78313),(50 92.73445),(51 94.353),(52 93.67653),(53 94.08787),(54 94.42906),(55 93.945755),(56 94.65152),(57 95.03282),(58 95.357956),(59 97.04875),(60 96.4562),(61 96.4185),(62 96.73134),(63 97.05578),(64 96.46039),(65 96.01811),(66 96.135216),(67 95.82002),(68 96.418304),(69 95.3166),(70 94.9768),(71 95.59349),(72 95.47853),(73 95.24695),(74 95.170105),(75 94.91626),(76 94.890816),(77 95.621925),(78 95.25962),(79 95.0319),
(1 43.475803),(2 53.549664),(3 59.82722),(4 65.44468),(5 69.129074),(6 72.78018),(7 76.119545),(8 77.9576),(9 79.709595),(10 82.09259),(11 83.46114),(12 84.299545),(13 86.707375),(14 87.03361),(15 88.150734),(16 88.981766),(17 89.21084),(18 88.60704),(19 89.68507),(20 89.155106),(21 89.26884),(22 90.552185),(23 89.65458),(24 89.659325),(25 90.38596),(26 90.68565),(27 90.61837),(28 92.463196),(29 91.26925),(30 93.03455),(31 92.35572),(32 92.4393),(33 93.90497),(34 93.54257),(35 93.24489),(36 93.43827),(37 92.78561),(38 93.535576),(39 94.22278),(40 94.27292),(41 93.52239),(42 93.823074),(43 93.89276),(44 93.50575),(45 94.593925),(46 94.0452),(47 93.828896),(48 94.691605),(49 94.39278),(50 94.87873),(51 95.712616),(52 96.69737),(53 96.34646),(54 96.54645),(55 96.483665),(56 96.48355),(57 96.61859),(58 96.381805),(59 97.919365),(60 96.80247),(61 97.23202),(62 98.28118),(63 98.65487),(64 98.632744),(65 99.36147),(66 97.71626),(67 97.39499),(68 97.35329),(69 96.1239),(70 97.40726),(71 97.09109),(72 97.352516),(73 97.09297),(74 97.38942),(75 97.05833),(76 97.73357),(77 97.97106),(78 97.97747),(79 98.35784),
(1 42.650166),(2 52.328815),(3 57.51991),(4 62.749107),(5 66.41724),(6 69.45491),(7 72.51401),(8 74.1962),(9 76.14978),(10 79.01206),(11 79.887566),(12 80.05114),(13 81.398605),(14 81.85637),(15 82.35458),(16 83.96269),(17 83.54321),(18 83.20164),(19 83.340256),(20 82.51689),(21 83.14538),(22 84.153755),(23 83.29019),(24 83.614624),(25 84.70969),(26 84.17854),(27 85.0776),(28 86.5179),(29 85.41421),(30 87.30041),(31 86.129234),(32 86.298515),(33 87.60948),(34 87.79729),(35 86.60472),(36 87.91803),(37 86.64477),(38 87.42224),(39 87.71176),(40 87.63325),(41 87.76943),(42 88.508156),(43 88.04236),(44 88.31971),(45 88.56233),(46 88.63723),(47 87.878136),(48 88.90025),(49 87.6073),(50 88.30903),(51 89.369385),(52 89.88416),(53 89.79268),(54 91.21356),(55 89.92958),(56 90.21058),(57 90.03385),(58 90.9837),(59 92.014145),(60 91.42261),(61 91.37273),(62 92.161194),(63 91.83861),(64 91.03647),(65 90.776245),(66 90.1348),(67 89.451965),(68 90.92045),(69 89.74868),(70 89.988976),(71 90.71815),(72 90.0253),(73 89.26714),(74 90.62804),(75 89.13438),(76 89.770195),(77 91.06774),(78 90.31379),(79 89.56261),
(1 42.46482),(2 52.029133),(3 58.519466),(4 63.978817),(5 67.851456),(6 70.867386),(7 75.03284),(8 76.13185),(9 77.90475),(10 81.16431),(11 82.19237),(12 83.140076),(13 85.33766),(14 85.41568),(15 85.34638),(16 87.35073),(17 86.30636),(18 86.60277),(19 86.945656),(20 86.62858),(21 86.81791),(22 87.27115),(23 86.52838),(24 86.72572),(25 88.093704),(26 88.96298),(27 89.05544),(28 90.79242),(29 89.856445),(30 90.66385),(31 90.571365),(32 89.47519),(33 89.40205),(34 89.82269),(35 89.096924),(36 91.29259),(37 90.41932),(38 90.377785),(39 91.59359),(40 91.32393),(41 91.63955),(42 91.704155),(43 90.79298),(44 90.97579),(45 91.365074),(46 91.30453),(47 92.19028),(48 91.78266),(49 91.5536),(50 92.17533),(51 93.65372),(52 93.713875),(53 93.569565),(54 93.77073),(55 93.752235),(56 95.22582),(57 94.540504),(58 94.38448),(59 96.50356),(60 94.79735),(61 95.60912),(62 96.20016),(63 95.29757),(64 94.16506),(65 94.167694),(66 92.90519),(67 93.11045),(68 93.379875),(69 93.48055),(70 93.48885),(71 94.759926),(72 92.83451),(73 92.83058),(74 94.10104),(75 92.441315),(76 92.5371),(77 93.975716),(78 93.679245),(79 93.69884),
(1 42.131294),(2 52.33335),(3 58.54822),(4 64.532),(5 68.112946),(6 71.29726),(7 74.27847),(8 75.78119),(9 77.1966),(10 78.70835),(11 78.49399),(12 79.618935),(13 81.70149),(14 81.54237),(15 82.33969),(16 83.433784),(17 83.067085),(18 83.88072),(19 84.77131),(20 85.016014),(21 84.288765),(22 85.258224),(23 84.44359),(24 84.89338),(25 86.53104),(26 87.89869),(27 87.39437),(28 88.381424),(29 88.0767),(30 88.92254),(31 89.33492),(32 88.39306),(33 88.83358),(34 88.1814),(35 88.592766),(36 90.00794),(37 88.73424),(38 89.08117),(39 89.72728),(40 89.99133),(41 89.79054),(42 90.013016),(43 88.72416),(44 88.696785),(45 89.46486),(46 88.534645),(47 89.21414),(48 90.26336),(49 89.55065),(50 89.9389),(51 91.12122),(52 91.298744),(53 91.678375),(54 93.13418),(55 92.087585),(56 92.68601),(57 93.0111),(58 92.05115),(59 94.18786),(60 92.62642),(61 93.16721),(62 93.97416),(63 93.91415),(64 93.75526),(65 94.2731),(66 94.175705),(67 92.8336),(68 93.211494),(69 92.801735),(70 92.93312),(71 93.30844),(72 92.614716),(73 92.95896),(74 92.5124),(75 92.33208),(76 92.50002),(77 94.18194),(78 93.457565),(79 93.64909),
(1 42.526817),(2 51.929035),(3 58.35828),(4 64.74855),(5 68.57177),(6 72.276),(7 75.10321),(8 77.57577),(9 78.35418),(10 80.404076),(11 80.0915),(12 80.94354),(13 82.417465),(14 82.968796),(15 83.81325),(16 84.99855),(17 84.9275),(18 85.69402),(19 86.11928),(20 85.22347),(21 85.12959),(22 85.99847),(23 84.82011),(24 84.93354),(25 86.52318),(26 86.089584),(27 86.87874),(28 88.30847),(29 87.58694),(30 88.47003),(31 89.149086),(32 88.58187),(33 89.33939),(34 89.42134),(35 90.36033),(36 90.57184),(37 90.90024),(38 89.73991),(39 90.93223),(40 91.90437),(41 92.2838),(42 92.37957),(43 91.279144),(44 91.21949),(45 92.171425),(46 91.21405),(47 91.48666),(48 92.42399),(49 93.02865),(50 93.00172),(51 94.60331),(52 94.39897),(53 94.09244),(54 94.89394),(55 94.45732),(56 96.07296),(57 95.66425),(58 95.07965),(59 95.47542),(60 93.67398),(61 94.84148),(62 94.864494),(63 93.62696),(64 93.42613),(65 93.63367),(66 93.31335),(67 92.47365),(68 92.23564),(69 92.21093),(70 91.81504),(71 92.961235),(72 92.94647),(73 92.62746),(74 92.63183),(75 93.26483),(76 92.71066),(77 94.756775),(78 93.65093),(79 93.95443),
