1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 331057.7),(2 1307203.6),(3 3094419),(4 5505536.5),(5 8609408),(6 12382443),(7 17006870),(8 22236926),(9 28154202),(10 34888060),(11 42282044),(12 50445196),(13 59243948),(14 68548504),(15 78299820),(16 88406890),(17 98979224),(18 110466264),(19 122207720),(20 134362380),(21 147353660),(22 160377900),(23 172281470),(24 182464110),(25 191848510),(26 200875280),(27 209165060),(28 216590270),(29 223549870),(30 229920720),(31 235040510),(32 239286190),(33 243803710),(34 247108560),(35 249907060),(36 252205650),(37 254065220),(38 255363540),(39 256188270),(40 256308350),(41 255723200),(42 254100180),(43 251927170),(44 249131890),(45 246273920),(46 243289040),(47 240226750),(48 237290670),(49 233766990),(50 230427310),(51 227168770),(52 224548350),(53 222956160),(54 221566800),(55 220451330),(56 219273860),(57 218288460),(58 217427400),(59 216776640),(60 216029010),(61 215708850),(62 215321170),(63 215721090),(64 215958910),(65 216656500),(66 218033730),(67 219742510),(68 221934860),(69 224624510),(70 227766400),(71 231245140),(72 234828370),(73 238281460),(74 241654540),(75 245028400),(76 248185780),(77 251144620),(78 254049200),(79 257411890),
(1 3067.157),(2 3428.791),(3 3608.0652),(4 3593.906),(5 3901.5662),(6 3834.7014),(7 3860.0679),(8 3885.108),(9 4084.2463),(10 4086.6763),(11 4081.2334),(12 4143.397),(13 4146.4497),(14 4158.64),(15 4252.08),(16 4329.2334),(17 4310.8193),(18 4361.855),(19 4379.283),(20 4282.6367),(21 4412.003),(22 4265.8574),(23 4458.8486),(24 4331.5513),(25 4308.2627),(26 4422.088),(27 4378.126),(28 4408.856),(29 4557.387),(30 4519.2617),(31 4564.544),(32 4582.524),(33 4589.8433),(34 4693.7695),(35 4604.595),(36 4582.522),(37 4630.9517),(38 4615.314),(39 4707.437),(40 4581.783),(41 4684.864),(42 4730.2627),(43 4641.246),(44 4656.342),(45 4674.214),(46 4610.0938),(47 4592.635),(48 4630.128),(49 4698.6333),(50 4712.9688),(51 4770.243),(52 4696.88),(53 4759.192),(54 4755.677),(55 4632.837),(56 4776.939),(57 4729.9277),(58 4751.406),(59 4712.6123),(60 4792.0527),(61 4778.63),(62 4757.497),(63 4605.7627),(64 4678.9526),(65 4655.111),(66 4661.787),(67 4765.1753),(68 4672.202),(69 4594.3755),(70 4680.2925),(71 4721.879),(72 4654.3604),(73 4657.906),(74 4665.21),(75 4566.9663),(76 4585.6953),(77 4745.334),(78 4643.7935),(79 4594.6655),
(1 2955.1274),(2 3344.105),(3 3550.1096),(4 3617.2039),(5 3845.0352),(6 3800.211),(7 3776.4888),(8 3772.999),(9 3900.2612),(10 3941.2205),(11 3985.2102),(12 4074.6187),(13 4072.7708),(14 4012.7488),(15 4115.45),(16 4262.2207),(17 4181.3745),(18 4233.6157),(19 4272.1123),(20 4169.7075),(21 4277.4927),(22 4126.041),(23 4171.817),(24 4047.737),(25 4108.129),(26 4246.6045),(27 4228.308),(28 4300.327),(29 4436.215),(30 4400.057),(31 4476.7456),(32 4493.557),(33 4497.778),(34 4590.7266),(35 4603.5444),(36 4561.072),(37 4593.245),(38 4553.157),(39 4632.603),(40 4587.5186),(41 4599.886),(42 4654.529),(43 4594.1875),(44 4619.527),(45 4721.7944),(46 4680.221),(47 4644.914),(48 4607.684),(49 4694.7583),(50 4659.218),(51 4732.4624),(52 4646.5293),(53 4793.476),(54 4768.562),(55 4663.4863),(56 4743.0117),(57 4835.9624),(58 4728.914),(59 4688.7275),(60 4756.4893),(61 4784.3716),(62 4770.935),(63 4619.914),(64 4624.0225),(65 4659.203),(66 4632.819),(67 4721.6724),(68 4686.588),(69 4571.337),(70 4677.5317),(71 4669.2583),(72 4643.3125),(73 4648.996),(74 4592.0005),(75 4568.939),(76 4629.8096),(77 4687.2056),(78 4652.9355),(79 4624.6934),
(1 2805.0845),(2 3133.8123),(3 3356.032),(4 3453.1826),(5 3653.507),(6 3629.1306),(7 3651.3838),(8 3699.1387),(9 3847.3936),(10 3869.118),(11 3837.9712),(12 3917.299),(13 3863.6135),(14 3802.778),(15 3878.7327),(16 4058.7063),(17 4027.966),(18 4065.2898),(19 4080.067),(20 4037.9324),(21 4054.388),(22 3944.524),(23 4088.0708),(24 3922.7847),(25 4017.0557),(26 4118.102),(27 4034.1213),(28 4144.9873),(29 4251.714),(30 4206.745),(31 4321.8457),(32 4249.48),(33 4233.272),(34 4387.1772),(35 4329.049),(36 4379.1567),(37 4315.382),(38 4285.786),(39 4362.7866),(40 4418.243),(41 4437.611),(42 4383.5913),(43 4357.614),(44 4328.309),(45 4386.583),(46 4455.233),(47 4339.8667),(48 4324.3955),(49 4389.2207),(50 4408.4585),(51 4434.774),(52 4356.968),(53 4404.141),(54 4414.735),(55 4404.4453),(56 4482.5024),(57 4628.88),(58 4487.2334),(59 4388.985),(60 4461.0273),(61 4437.7163),(62 4455.9927),(63 4387.905),(64 4380.7876),(65 4383.1807),(66 4308.5977),(67 4364.3936),(68 4383.681),(69 4260.622),(70 4342.39),(71 4420.9795),(72 4402.131),(73 4402.8706),(74 4383.342),(75 4420.994),(76 4397.724),(77 4457.4004),(78 4377.194),(79 4314.398),
(1 2893.533),(2 3168.9363),(3 3467.724),(4 3554.039),(5 3698.0544),(6 3652.688),(7 3642.0845),(8 3660.9302),(9 3776.45),(10 3837.7974),(11 3730.506),(12 3817.9429),(13 3769.347),(14 3765.1704),(15 3905.9902),(16 4026.708),(17 3999.8723),(18 4057.796),(19 4005.8315),(20 3990.8484),(21 4049.3376),(22 3953.538),(23 4143.7656),(24 3946.4006),(25 3882.2256),(26 4080.9236),(27 4076.889),(28 4169.0444),(29 4184.8604),(30 4136.6143),(31 4268.9976),(32 4210.096),(33 4230.9287),(34 4393.8525),(35 4258.8726),(36 4370.2393),(37 4274.299),(38 4271.0835),(39 4349.2764),(40 4379.6885),(41 4292.084),(42 4363.3477),(43 4301.974),(44 4306.234),(45 4348.1064),(46 4405.624),(47 4324.221),(48 4321.478),(49 4350.3193),(50 4373.336),(51 4441.1367),(52 4361.9673),(53 4337.3345),(54 4345.5254),(55 4295.989),(56 4422.8374),(57 4521.0884),(58 4456.3164),(59 4342.1157),(60 4465.103),(61 4396.0137),(62 4392.304),(63 4317.7686),(64 4308.959),(65 4351.2534),(66 4258.1665),(67 4394.9736),(68 4375.025),(69 4305.476),(70 4326.012),(71 4420.9604),(72 4317.497),(73 4349.654),(74 4368.8613),(75 4392.4814),(76 4331.1577),(77 4424.7056),(78 4376.3257),(79 4278.5024),
(1 2942.8235),(2 3229.7737),(3 3505.0762),(4 3613.7402),(5 3735.2358),(6 3653.0176),(7 3709.3425),(8 3699.6802),(9 3812.9978),(10 3908.4512),(11 3813.2844),(12 3840.4397),(13 3937.477),(14 3832.7449),(15 4051.082),(16 4132.6743),(17 4040.4834),(18 4082.4924),(19 4031.159),(20 3983.7852),(21 4089.1428),(22 4033.2112),(23 4018.7053),(24 4054.227),(25 3929.5796),(26 4264.2983),(27 4155.557),(28 4154.6206),(29 4181.261),(30 4225.3867),(31 4295.915),(32 4261.742),(33 4300.2646),(34 4359.0234),(35 4258.9604),(36 4432.044),(37 4342.036),(38 4398.642),(39 4347.2),(40 4390.506),(41 4312.3584),(42 4441.6733),(43 4365.6367),(44 4368.431),(45 4422.656),(46 4504.95),(47 4392.5845),(48 4418.1045),(49 4470.3804),(50 4435.8286),(51 4511.1045),(52 4419.858),(53 4414.1963),(54 4430.4727),(55 4348.555),(56 4494.216),(57 4654.9077),(58 4532.311),(59 4420.7275),(60 4511.24),(61 4463.2324),(62 4493.228),(63 4432.7314),(64 4431.839),(65 4510.7153),(66 4388.044),(67 4453.5435),(68 4445.694),(69 4405.4956),(70 4383.033),(71 4456.85),(72 4456.294),(73 4511.456),(74 4503.9126),(75 4513.0195),(76 4501.421),(77 4520.5566),(78 4460.425),(79 4370.3984),
(1 2911.927),(2 3198.8696),(3 3343.4963),(4 3469.0054),(5 3664.8723),(6 3546.2366),(7 3622.3547),(8 3612.38),(9 3718.7434),(10 3793.122),(11 3698.8357),(12 3681.9438),(13 3779.6094),(14 3658.2305),(15 3819.356),(16 4037.1821),(17 3935.2422),(18 3983.265),(19 3935.2363),(20 3951.08),(21 3956.162),(22 3952.3389),(23 3951.037),(24 4072.9246),(25 3919.1843),(26 4102.099),(27 4047.0337),(28 4071.0083),(29 4158.428),(30 4107.867),(31 4179.4434),(32 4129.1255),(33 4130.133),(34 4270.22),(35 4193.096),(36 4249.684),(37 4148.2334),(38 4228.517),(39 4174.1353),(40 4213.631),(41 4169.925),(42 4234.015),(43 4123.365),(44 4160.5957),(45 4156.91),(46 4237.1577),(47 4157.133),(48 4147.5864),(49 4223.177),(50 4208.6353),(51 4245.0776),(52 4146.885),(53 4150.2983),(54 4188.5127),(55 4178.947),(56 4234.8086),(57 4377.604),(58 4257.195),(59 4138.2744),(60 4191.0337),(61 4238.8687),(62 4282.0254),(63 4234.155),(64 4235.188),(65 4281.8257),(66 4230.8267),(67 4236.1167),(68 4322.981),(69 4322.7134),(70 4304.7607),(71 4419.87),(72 4438.7344),(73 4430.9224),(74 4375.81),(75 4363.4424),(76 4378.876),(77 4370.9185),(78 4395.3584),(79 4388.686),
(1 2800.9734),(2 3065.5347),(3 3250.108),(4 3442.6865),(5 3673.727),(6 3466.055),(7 3573.3015),(8 3522.8604),(9 3617.2598),(10 3759.3196),(11 3671.319),(12 3754.1777),(13 3796.6138),(14 3713.3765),(15 3780.0142),(16 4028.7854),(17 3925.7861),(18 3941.267),(19 3843.0986),(20 3873.0872),(21 3878.8435),(22 3898.4187),(23 3943.7188),(24 3970.9392),(25 3811.9749),(26 3936.4783),(27 3991.541),(28 3991.2986),(29 4098.9326),(30 4032.0442),(31 4154.0615),(32 4086.6611),(33 4090.9377),(34 4191.125),(35 4152.653),(36 4212.736),(37 4102.8345),(38 4144.278),(39 4164.2773),(40 4173.673),(41 4159.188),(42 4213.987),(43 4119.625),(44 4090.9067),(45 4141.3496),(46 4178.5557),(47 4152.1445),(48 4075.6152),(49 4141.9155),(50 4125.9624),(51 4192.342),(52 4092.0933),(53 4086.9849),(54 4125.383),(55 4087.5146),(56 4115.327),(57 4258.9805),(58 4191.8403),(59 4082.398),(60 4063.257),(61 4154.5737),(62 4202.102),(63 4097.026),(64 4133.859),(65 4155.6865),(66 4100.672),(67 4120.0503),(68 4234.8257),(69 4172.3423),(70 4076.7734),(71 4237.099),(72 4231.3403),(73 4239.1133),(74 4243.6426),(75 4242.816),(76 4261.4673),(77 4228.521),(78 4200.798),(79 4231.1494),
(1 2690.057),(2 2954.6238),(3 3267.0825),(4 3365.091),(5 3552.5906),(6 3334.725),(7 3556.4858),(8 3464.2612),(9 3565.2317),(10 3694.6882),(11 3537.7869),(12 3627.9778),(13 3686.8557),(14 3650.8335),(15 3664.3704),(16 3920.0408),(17 3798.5293),(18 3809.6345),(19 3725.9797),(20 3713.5137),(21 3779.3445),(22 3828.6392),(23 3777.7083),(24 3814.465),(25 3744.2334),(26 3873.7),(27 3943.5771),(28 3911.6628),(29 3959.5525),(30 3946.2424),(31 4044.9006),(32 4039.066),(33 4058.715),(34 4115.209),(35 4160.52),(36 4156.5117),(37 4078.0352),(38 4134.364),(39 4176.0283),(40 4181.4907),(41 4148.127),(42 4190.14),(43 4099.0444),(44 4073.3694),(45 4130.2954),(46 4131.891),(47 4138.6113),(48 4075.9495),(49 4118.7134),(50 4102.8643),(51 4168.0454),(52 4111.6523),(53 4086.5095),(54 4100.5386),(55 4081.412),(56 4093.9429),(57 4194.655),(58 4147.231),(59 4109.1323),(60 4084.193),(61 4150.961),(62 4210.995),(63 4016.6465),(64 4067.1265),(65 4200.783),(66 4162.2583),(67 4133.46),(68 4152.324),(69 4113.326),(70 4038.7253),(71 4162.6226),(72 4252.7495),(73 4266.859),(74 4222.0176),(75 4154.199),(76 4179.6357),(77 4161.033),(78 4128.0537),(79 4202.362),
(1 2666.417),(2 2957.8237),(3 3205.0056),(4 3234.1138),(5 3437.8352),(6 3260.9465),(7 3452.2397),(8 3396.9387),(9 3469.9612),(10 3626.714),(11 3436.1448),(12 3488.8257),(13 3589.47),(14 3560.554),(15 3576.8433),(16 3764.9033),(17 3742.2031),(18 3804.543),(19 3703.9182),(20 3703.0842),(21 3712.042),(22 3750.4233),(23 3754.5576),(24 3855.2366),(25 3809.613),(26 3915.657),(27 3939.435),(28 3872.741),(29 3903.1062),(30 3896.569),(31 4102.01),(32 4044.9595),(33 4041.1062),(34 4102.5356),(35 4105.2896),(36 4092.6174),(37 4095.391),(38 4154.6563),(39 4185.986),(40 4194.053),(41 4161.221),(42 4162.2725),(43 4080.6174),(44 4129.6045),(45 4096.026),(46 4075.337),(47 4097.5327),(48 4045.4302),(49 4051.5107),(50 4075.8389),(51 4099.7144),(52 4017.5674),(53 4058.2598),(54 4056.9229),(55 4024.2297),(56 4046.8225),(57 4056.06),(58 4027.6543),(59 4018.5608),(60 3958.3801),(61 4031.4001),(62 4157.5723),(63 3991.6501),(64 3925.5388),(65 4094.3088),(66 4030.9138),(67 4031.1013),(68 4073.1455),(69 4118.5137),(70 4070.348),(71 4068.5627),(72 4178.98),(73 4134.9995),(74 4059.9272),(75 4096.9077),(76 4113.785),(77 4088.5664),(78 4083.9436),(79 4159.08),
(1 2572.618),(2 2853.9688),(3 3050.0535),(4 3156.8323),(5 3343.7766),(6 3164.8408),(7 3294.3809),(8 3245.6577),(9 3298.904),(10 3514.5415),(11 3393.1116),(12 3383.416),(13 3445.4546),(14 3476.9348),(15 3463.7102),(16 3623.3027),(17 3677.7158),(18 3707.1804),(19 3580.701),(20 3609.0725),(21 3544.528),(22 3542.4956),(23 3607.3347),(24 3705.09),(25 3654.645),(26 3718.794),(27 3709.2275),(28 3698.4783),(29 3750.3),(30 3817.8557),(31 3919.8867),(32 3876.6575),(33 3814.122),(34 3922.1775),(35 3966.9524),(36 3971.6675),(37 3964.0557),(38 3939.8748),(39 4025.4543),(40 4029.0054),(41 4016.2236),(42 4053.6716),(43 3974.1145),(44 4035.068),(45 4053.6484),(46 3956.4192),(47 3976.1138),(48 3932.2231),(49 3965.6768),(50 3913.5403),(51 3988.218),(52 3840.4353),(53 3893.8005),(54 3906.858),(55 3879.7231),(56 3949.2336),(57 3939.3115),(58 3942.7117),(59 3914.3894),(60 3920.121),(61 3932.1995),(62 4048.7583),(63 3901.0664),(64 3809.5593),(65 3967.4675),(66 3870.6833),(67 3890.577),(68 3924.4866),(69 3894.5437),(70 3922.846),(71 3906.1746),(72 4013.355),(73 3970.123),(74 3945.4844),(75 3962.3833),(76 4028.6108),(77 3958.7864),(78 3886.2004),(79 3954.5386),
(1 2548.2966),(2 2774.0476),(3 2950.144),(4 3095.1682),(5 3288.721),(6 3111.6648),(7 3263.7825),(8 3165.832),(9 3239.8345),(10 3478.0623),(11 3373.3794),(12 3342.7078),(13 3323.0986),(14 3430.2734),(15 3382.9358),(16 3488.6042),(17 3540.349),(18 3591.7913),(19 3460.2856),(20 3531.5857),(21 3530.269),(22 3473.8599),(23 3567.7415),(24 3698.906),(25 3662.8872),(26 3696.5146),(27 3727.315),(28 3795.0913),(29 3790.122),(30 3818.8657),(31 3873.4285),(32 3868.5737),(33 3852.2212),(34 3986.1123),(35 4016.4226),(36 3979.1563),(37 3993.217),(38 3967.9265),(39 4054.5188),(40 4079.4827),(41 4051.015),(42 4091.3354),(43 4015.3752),(44 3994.6016),(45 4036.0166),(46 3976.5635),(47 3950.2898),(48 3951.0151),(49 3993.1602),(50 3943.9797),(51 3970.5745),(52 3902.3076),(53 3930.007),(54 3989.7346),(55 3941.1453),(56 3926.4834),(57 3937.7415),(58 3975.725),(59 3910.8303),(60 3966.4063),(61 3903.925),(62 3983.8293),(63 3898.599),(64 3829.1367),(65 3962.6484),(66 3867.7988),(67 3822.811),(68 3915.1917),(69 3850.328),(70 3886.8506),(71 3919.3523),(72 3944.583),(73 3911.5435),(74 3871.8352),(75 3848.4167),(76 3968.6995),(77 3952.963),(78 3817.832),(79 3902.8013),
(1 2563.7378),(2 2738.15),(3 2879.2212),(4 3028.2212),(5 3210.0078),(6 3014.4656),(7 3172.2017),(8 3055.345),(9 3197.385),(10 3434.9497),(11 3346.8682),(12 3382.9238),(13 3359.0354),(14 3482.7747),(15 3379.5518),(16 3441.5168),(17 3472.2976),(18 3591.5383),(19 3436.199),(20 3473.0686),(21 3551.2036),(22 3512.0286),(23 3532.563),(24 3657.3262),(25 3587.895),(26 3692.434),(27 3691.3806),(28 3691.3022),(29 3659.0146),(30 3630.1206),(31 3826.647),(32 3840.9766),(33 3798.8364),(34 3928.277),(35 3920.217),(36 3885.1094),(37 3938.6306),(38 3984.3518),(39 4030.741),(40 4067.578),(41 4027.3716),(42 4024.8262),(43 3986.5183),(44 3958.8672),(45 3948.921),(46 3929.9275),(47 3889.7068),(48 3914.521),(49 3891.6353),(50 3912.4011),(51 3881.0933),(52 3838.4636),(53 3796.103),(54 3912.688),(55 3912.0183),(56 3817.5925),(57 3831.892),(58 3888.829),(59 3842.2747),(60 3905.6277),(61 3853.8916),(62 3906.517),(63 3851.9067),(64 3777.5122),(65 3902.8687),(66 3805.371),(67 3776.9426),(68 3900.1548),(69 3818.6978),(70 3838.0933),(71 3869.718),(72 3879.828),(73 3919.7104),(74 3818.0356),(75 3837.2979),(76 3946.0198),(77 3934.7126),(78 3826.7878),(79 3981.3406),
(1 2476.0662),(2 2638.5737),(3 2796.5474),(4 3004.2656),(5 3114.5417),(6 2923.755),(7 3113.4253),(8 2942.0957),(9 3101.3074),(10 3275.7979),(11 3180.8938),(12 3261.5637),(13 3281.7842),(14 3355.16),(15 3269.4006),(16 3290.1636),(17 3288.896),(18 3383.5808),(19 3322.0176),(20 3297.7886),(21 3376.124),(22 3337.685),(23 3409.7427),(24 3473.4312),(25 3430.1958),(26 3581.617),(27 3491.6792),(28 3551.7766),(29 3531.0847),(30 3509.8333),(31 3676.9434),(32 3745.551),(33 3625.0767),(34 3772.3857),(35 3807.249),(36 3764.9753),(37 3894.5166),(38 3839.876),(39 3887.537),(40 3829.8994),(41 3836.7288),(42 3854.904),(43 3882.4326),(44 3902.4348),(45 3877.3242),(46 3778.4827),(47 3771.0728),(48 3833.0798),(49 3850.7673),(50 3857.9597),(51 3839.8638),(52 3762.6145),(53 3722.306),(54 3773.6265),(55 3840.9048),(56 3795.0696),(57 3715.6997),(58 3777.5981),(59 3757.7427),(60 3821.093),(61 3778.928),(62 3792.6873),(63 3738.8596),(64 3719.2761),(65 3801.8652),(66 3659.77),(67 3675.2146),(68 3803.8708),(69 3751.983),(70 3722.4763),(71 3748.0896),(72 3700.1868),(73 3817.1167),(74 3717.9194),(75 3670.751),(76 3745.9685),(77 3722.3481),(78 3683.7517),(79 3791.8337),
(1 2461.2532),(2 2686.2212),(3 2835.8499),(4 3018.8237),(5 3084.7766),(6 2925.749),(7 3117.327),(8 2991.8318),(9 3142.6782),(10 3264.803),(11 3196.3179),(12 3238.7944),(13 3284.239),(14 3345.5872),(15 3283.2366),(16 3299.3984),(17 3301.2014),(18 3381.332),(19 3365.8542),(20 3316.7727),(21 3372.4233),(22 3349.582),(23 3472.9358),(24 3442.9565),(25 3419.8027),(26 3594.5115),(27 3459.6958),(28 3541.9065),(29 3512.483),(30 3485.1323),(31 3635.7603),(32 3684.7197),(33 3559.883),(34 3706.856),(35 3772.2178),(36 3769.7153),(37 3892.671),(38 3767.6765),(39 3859.327),(40 3780.5017),(41 3791.6196),(42 3821.136),(43 3824.214),(44 3781.3677),(45 3768.076),(46 3665.3801),(47 3688.95),(48 3814.2483),(49 3807.5566),(50 3786.3066),(51 3775.9946),(52 3710.827),(53 3721.018),(54 3707.192),(55 3762.753),(56 3789.7136),(57 3732.4817),(58 3803.3862),(59 3769.479),(60 3847.3066),(61 3766.8066),(62 3802.058),(63 3767.7305),(64 3747.6648),(65 3857.0605),(66 3708.0684),(67 3705.2185),(68 3804.0815),(69 3779.7039),(70 3744.503),(71 3819.376),(72 3756.705),(73 3808.4775),(74 3720.0657),(75 3662.1047),(76 3797.4023),(77 3709.125),(78 3674.1252),(79 3721.8916),
(1 2438.459),(2 2702.2764),(3 2767.7163),(4 2936.3684),(5 3045.9949),(6 2892.751),(7 3056.1958),(8 2967.487),(9 3135.052),(10 3269.3892),(11 3152.7468),(12 3246.709),(13 3289.1309),(14 3344.0298),(15 3268.6606),(16 3348.8542),(17 3300.7937),(18 3387.5464),(19 3307.3337),(20 3325.2734),(21 3407.861),(22 3349.7053),(23 3446.3699),(24 3451.8362),(25 3400.2407),(26 3556.5032),(27 3456.874),(28 3483.4932),(29 3530.4226),(30 3467.2012),(31 3647.0676),(32 3680.6367),(33 3535.2776),(34 3601.8044),(35 3709.163),(36 3737.3826),(37 3749.0493),(38 3712.5837),(39 3735.9963),(40 3765.3818),(41 3770.8225),(42 3785.8413),(43 3768.2869),(44 3713.2834),(45 3718.4524),(46 3687.048),(47 3648.3818),(48 3715.8289),(49 3712.9695),(50 3728.112),(51 3738.5334),(52 3732.5615),(53 3687.155),(54 3670.761),(55 3689.7864),(56 3711.9084),(57 3675.263),(58 3725.3396),(59 3676.1218),(60 3764.7126),(61 3704.7095),(62 3715.8833),(63 3719.514),(64 3635.482),(65 3768.7876),(66 3679.6138),(67 3593.2554),(68 3697.3726),(69 3710.468),(70 3702.2273),(71 3721.1309),(72 3683.1868),(73 3693.781),(74 3631.3489),(75 3619.8745),(76 3740.3042),(77 3649.8428),(78 3558.9844),(79 3589.7036),
(1 2362.234),(2 2589.138),(3 2680.4446),(4 2854.314),(5 2970.8474),(6 2828.0715),(7 2981.1917),(8 2863.7917),(9 2987.6013),(10 3111.3115),(11 2985.091),(12 3141.945),(13 3170.9243),(14 3242.5078),(15 3096.562),(16 3200.9573),(17 3115.3313),(18 3232.2407),(19 3150.6614),(20 3186.2002),(21 3251.7332),(22 3237.7014),(23 3343.7341),(24 3339.7502),(25 3313.0972),(26 3363.135),(27 3341.5603),(28 3379.8484),(29 3420.5034),(30 3338.994),(31 3479.925),(32 3546.1135),(33 3441.5286),(34 3527.3713),(35 3572.2922),(36 3635.448),(37 3641.955),(38 3657.2522),(39 3654.5083),(40 3702.0313),(41 3686.5708),(42 3628.636),(43 3702.541),(44 3630.0396),(45 3615.1797),(46 3610.6865),(47 3577.6636),(48 3633.4492),(49 3654.359),(50 3626.7449),(51 3661.531),(52 3662.743),(53 3579.645),(54 3565.3398),(55 3602.689),(56 3563.5908),(57 3508.5215),(58 3562.0876),(59 3538.8591),(60 3598.787),(61 3582.593),(62 3507.471),(63 3565.5198),(64 3506.8745),(65 3594.6191),(66 3600.0112),(67 3516.9346),(68 3566.2583),(69 3600.0747),(70 3589.3115),(71 3593.261),(72 3590.8738),(73 3641.1658),(74 3600.2512),(75 3576.7502),(76 3675.4307),(77 3569.7283),(78 3469.876),(79 3530.8323),
