1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 72.88701),(2 83.53299),(3 89.06186),(4 93.50278),(5 98.6271),(6 100.57199),(7 100.85516),(8 104.405045),(9 106.646935),(10 109.60769),(11 111.66345),(12 112.38),(13 113.672066),(14 114.76174),(15 115.455284),(16 115.36782),(17 114.88909),(18 115.48774),(19 115.40882),(20 115.55993),(21 116.99553),(22 117.381256),(23 116.41646),(24 116.869934),(25 116.21171),(26 116.0259),(27 117.17836),(28 117.72421),(29 117.51667),(30 118.13036),(31 117.164635),(32 117.610374),(33 116.32451),(34 117.24651),(35 117.84995),(36 117.08967),(37 117.35807),(38 117.53908),(39 118.77905),(40 118.25781),(41 118.970146),(42 118.348854),(43 118.28145),(44 118.502266),(45 119.12683),(46 121.12504),(47 120.90367),(48 121.958336),(49 120.73101),(50 120.56263),(51 121.81013),(52 121.25738),(53 122.06108),(54 122.41629),(55 124.48793),(56 123.288826),(57 124.685646),(58 125.42889),(59 125.4526),(60 125.755844),(61 125.0285),(62 125.6547),(63 125.83592),(64 125.38593),(65 124.42293),(66 124.64342),(67 125.2376),(68 126.11245),(69 126.01267),(70 124.68921),(71 126.47351),(72 124.686386),(73 125.28856),(74 124.848404),(75 126.022125),(76 125.103096),(77 125.233215),(78 125.63932),(79 126.615776),
(1 69.810844),(2 81.17002),(3 87.050674),(4 90.47745),(5 95.11318),(6 95.84913),(7 98.16513),(8 99.60092),(9 101.63055),(10 104.72074),(11 106.18616),(12 108.141624),(13 109.48356),(14 111.479614),(15 112.367615),(16 112.1789),(17 111.23649),(18 111.538994),(19 112.59481),(20 111.11699),(21 111.44626),(22 111.319496),(23 111.61318),(24 111.793144),(25 112.157745),(26 112.071144),(27 111.105774),(28 113.25204),(29 112.96823),(30 112.29873),(31 112.52),(32 112.46811),(33 112.52457),(34 113.55774),(35 112.61576),(36 112.15503),(37 112.64683),(38 112.660934),(39 112.31934),(40 113.1953),(41 113.87346),(42 114.05151),(43 114.78429),(44 115.48123),(45 115.446945),(46 117.01972),(47 117.51345),(48 116.92876),(49 118.72725),(50 118.77333),(51 119.10673),(52 119.49234),(53 120.67921),(54 121.34463),(55 121.000885),(56 121.47735),(57 121.670715),(58 121.51574),(59 121.90571),(60 122.25825),(61 121.65542),(62 121.88675),(63 121.749886),(64 122.04706),(65 121.45444),(66 121.97024),(67 119.58618),(68 121.51155),(69 119.71656),(70 119.12663),(71 119.08385),(72 118.593636),(73 119.16196),(74 120.233604),(75 118.7952),(76 119.00448),(77 120.14678),(78 120.76437),(79 120.58145),
(1 68.43424),(2 80.136856),(3 86.3062),(4 90.490425),(5 93.463905),(6 95.54755),(7 98.498405),(8 99.32738),(9 100.95653),(10 104.03522),(11 106.77083),(12 107.21173),(13 110.98739),(14 110.81027),(15 111.79818),(16 112.36189),(17 111.99834),(18 110.86706),(19 113.17703),(20 110.75193),(21 112.189705),(22 113.066284),(23 113.98428),(24 112.30374),(25 112.12574),(26 112.588104),(27 112.035126),(28 111.98069),(29 111.695496),(30 111.797615),(31 113.08334),(32 112.282425),(33 112.9248),(34 112.47253),(35 111.95731),(36 112.29985),(37 112.2051),(38 110.88182),(39 111.8448),(40 112.497665),(41 112.47139),(42 113.33781),(43 113.760315),(44 114.483604),(45 114.60001),(46 116.03512),(47 115.3911),(48 116.46366),(49 117.10605),(50 116.90112),(51 117.86166),(52 118.2584),(53 119.527176),(54 121.03131),(55 119.637535),(56 119.76328),(57 119.23859),(58 120.79719),(59 121.34789),(60 121.26632),(61 121.581436),(62 122.526436),(63 123.27271),(64 123.04235),(65 122.0913),(66 121.46297),(67 121.63324),(68 121.64853),(69 121.20434),(70 121.03867),(71 120.262764),(72 120.5099),(73 120.19673),(74 121.020355),(75 122.302284),(76 122.73012),(77 123.80543),(78 122.90183),(79 124.11279),
(1 69.08835),(2 80.43982),(3 86.70248),(4 89.91838),(5 94.21991),(6 96.05803),(7 97.40597),(8 99.441154),(9 101.64833),(10 103.9907),(11 105.833015),(12 106.36523),(13 109.154205),(14 109.45622),(15 109.24572),(16 108.2159),(17 108.184135),(18 109.285706),(19 110.88335),(20 108.841576),(21 109.32369),(22 110.485374),(23 111.06156),(24 109.97202),(25 111.00903),(26 110.48264),(27 111.41526),(28 111.487045),(29 111.17619),(30 111.510544),(31 110.94709),(32 111.05153),(33 111.97689),(34 112.21684),(35 111.810356),(36 112.0329),(37 111.98281),(38 112.03197),(39 111.52676),(40 111.90481),(41 112.938034),(42 113.73548),(43 114.30253),(44 113.60963),(45 114.5243),(46 114.19903),(47 114.537926),(48 115.7998),(49 116.74568),(50 114.86373),(51 117.13052),(52 115.63142),(53 116.21617),(54 117.77482),(55 117.421646),(56 117.50423),(57 117.10815),(58 118.420944),(59 118.605255),(60 118.37111),(61 118.73361),(62 118.82416),(63 119.02691),(64 118.0463),(65 117.8302),(66 116.58205),(67 115.55318),(68 117.14303),(69 116.62783),(70 116.494194),(71 116.932365),(72 117.19191),(73 118.232445),(74 118.657585),(75 118.383705),(76 119.1161),(77 119.91628),(78 119.58315),(79 120.29503),
(1 68.15806),(2 79.17001),(3 85.72941),(4 89.06792),(5 92.796036),(6 95.933945),(7 96.94909),(8 100.006676),(9 101.113014),(10 102.427895),(11 104.9554),(12 106.63168),(13 108.71236),(14 109.515976),(15 110.5412),(16 110.318085),(17 110.71118),(18 110.40977),(19 111.10032),(20 110.807),(21 111.26717),(22 111.0301),(23 112.41385),(24 112.1751),(25 111.080215),(26 110.31976),(27 111.7691),(28 110.63768),(29 110.4842),(30 111.83372),(31 109.884575),(32 110.37772),(33 110.88011),(34 110.61326),(35 111.35337),(36 111.249146),(37 111.183334),(38 111.94763),(39 111.120964),(40 111.14054),(41 110.936676),(42 111.42456),(43 111.6224),(44 111.09026),(45 111.338005),(46 111.437935),(47 113.021194),(48 114.10627),(49 114.790474),(50 114.9677),(51 116.073524),(52 117.04476),(53 117.95899),(54 118.63808),(55 117.56733),(56 117.66448),(57 118.41463),(58 119.18256),(59 119.22065),(60 118.52616),(61 119.19405),(62 120.08164),(63 119.77969),(64 120.05497),(65 119.51001),(66 119.8484),(67 119.20029),(68 119.834496),(69 119.44647),(70 118.71046),(71 119.46596),(72 118.49874),(73 119.3061),(74 119.52583),(75 118.86468),(76 119.78606),(77 120.4138),(78 120.09846),(79 119.98597),
(1 67.63894),(2 78.18248),(3 83.83942),(4 89.02017),(5 91.64363),(6 94.6956),(7 96.52765),(8 98.86288),(9 101.027405),(10 103.17044),(11 105.01934),(12 105.685265),(13 107.853264),(14 108.68666),(15 108.4983),(16 108.97101),(17 108.81772),(18 109.99632),(19 109.02652),(20 108.36789),(21 108.784355),(22 108.983116),(23 109.82943),(24 110.33536),(25 109.78692),(26 108.59828),(27 109.556816),(28 108.877594),(29 108.760315),(30 109.56445),(31 109.67763),(32 109.15174),(33 110.42471),(34 110.40703),(35 109.69941),(36 109.88571),(37 109.15331),(38 109.32728),(39 108.51921),(40 107.76635),(41 108.4124),(42 108.73967),(43 109.68282),(44 109.848976),(45 109.96675),(46 109.41035),(47 112.29024),(48 112.35936),(49 112.858116),(50 113.98484),(51 115.29453),(52 115.40009),(53 116.41349),(54 116.51726),(55 115.92205),(56 117.36057),(57 117.588066),(58 119.060974),(59 119.85003),(60 118.607315),(61 121.87254),(62 122.36349),(63 120.47385),(64 120.53676),(65 119.45301),(66 119.503235),(67 119.520004),(68 120.656044),(69 119.29059),(70 120.033745),(71 117.40326),(72 117.710556),(73 118.630775),(74 118.62947),(75 119.38627),(76 119.68928),(77 119.541916),(78 119.962425),(79 120.075005),
(1 66.834785),(2 78.09541),(3 81.89033),(4 86.55433),(5 89.74909),(6 91.767815),(7 93.45977),(8 95.381744),(9 97.47564),(10 99.34723),(11 101.08475),(12 101.71493),(13 103.79144),(14 104.4412),(15 105.12147),(16 106.02134),(17 105.29772),(18 104.8262),(19 107.08477),(20 106.07917),(21 105.64593),(22 105.8191),(23 106.89242),(24 105.91837),(25 107.08944),(26 107.7657),(27 107.06119),(28 107.181786),(29 106.34064),(30 107.313545),(31 107.17092),(32 107.34076),(33 107.151024),(34 108.59373),(35 107.88887),(36 107.81539),(37 107.73654),(38 108.23453),(39 107.60028),(40 107.39014),(41 108.38221),(42 108.03517),(43 109.44398),(44 108.83273),(45 108.383415),(46 108.256744),(47 109.009834),(48 109.41046),(49 111.576256),(50 110.70005),(51 111.62629),(52 111.01946),(53 110.85295),(54 111.39365),(55 110.83209),(56 111.596214),(57 111.39204),(58 113.29688),(59 112.61924),(60 112.624176),(61 113.77543),(62 114.50384),(63 113.97516),(64 114.45049),(65 113.54254),(66 113.422485),(67 113.48293),(68 113.80882),(69 113.15771),(70 112.79267),(71 111.33329),(72 112.360985),(73 114.36998),(74 114.16036),(75 114.412506),(76 114.43019),(77 114.06517),(78 113.9322),(79 114.33742),
(1 66.75143),(2 76.77947),(3 82.24831),(4 84.90401),(5 88.354294),(6 89.83659),(7 91.80234),(8 94.88139),(9 96.14816),(10 97.9632),(11 100.73979),(12 101.14397),(13 104.20402),(14 104.76376),(15 105.75157),(16 105.273865),(17 104.698235),(18 105.19154),(19 104.998924),(20 104.99923),(21 105.75312),(22 105.96712),(23 106.05428),(24 105.30509),(25 105.94173),(26 105.987564),(27 107.15263),(28 107.01284),(29 106.687485),(30 106.37338),(31 106.91938),(32 106.86463),(33 106.99724),(34 108.48884),(35 107.70656),(36 107.11753),(37 106.68921),(38 106.922005),(39 106.91784),(40 105.69567),(41 107.37309),(42 107.71053),(43 107.34734),(44 108.63871),(45 108.65569),(46 109.841484),(47 110.58288),(48 110.98146),(49 111.640205),(50 111.95755),(51 112.50936),(52 112.89705),(53 114.43892),(54 112.96922),(55 113.8601),(56 114.41362),(57 114.237625),(58 114.27775),(59 114.92098),(60 115.005394),(61 115.20957),(62 117.315155),(63 116.03145),(64 117.388374),(65 116.173195),(66 117.126305),(67 116.66662),(68 116.46229),(69 115.15892),(70 113.48523),(71 114.06428),(72 115.30978),(73 116.062744),(74 116.56794),(75 117.632904),(76 115.40322),(77 116.10215),(78 116.147316),(79 116.74885),
(1 64.8186),(2 74.54933),(3 80.714424),(4 84.00964),(5 87.25906),(6 88.74387),(7 90.57022),(8 92.5563),(9 95.397835),(10 96.15757),(11 97.7062),(12 98.76969),(13 100.06599),(14 101.3688),(15 101.613914),(16 101.36065),(17 101.23509),(18 101.55014),(19 101.230896),(20 101.45865),(21 101.50116),(22 102.33988),(23 102.618675),(24 102.078896),(25 102.76152),(26 103.42354),(27 103.36918),(28 104.547),(29 103.5638),(30 104.80058),(31 104.96122),(32 104.725815),(33 104.92716),(34 105.67779),(35 105.28178),(36 104.54865),(37 103.93873),(38 103.758),(39 105.03876),(40 105.624306),(41 105.10421),(42 105.680984),(43 105.99646),(44 107.2014),(45 106.1317),(46 107.57137),(47 107.327446),(48 108.516304),(49 108.60039),(50 109.88632),(51 109.60827),(52 109.15949),(53 109.80902),(54 109.362625),(55 110.541084),(56 110.78007),(57 110.81525),(58 111.08762),(59 111.2938),(60 112.439224),(61 112.077446),(62 111.179306),(63 113.115166),(64 113.406204),(65 112.28819),(66 111.55103),(67 110.804924),(68 110.82469),(69 110.361435),(70 109.47293),(71 108.58356),(72 109.72657),(73 109.884766),(74 108.70602),(75 110.49039),(76 109.96464),(77 110.930435),(78 110.07111),(79 110.19662),
(1 65.03098),(2 75.91835),(3 80.74182),(4 83.8162),(5 87.46301),(6 88.74333),(7 90.475235),(8 92.80082),(9 95.17239),(10 97.0431),(11 98.30366),(12 99.29295),(13 100.25423),(14 101.887314),(15 101.75178),(16 101.40929),(17 102.40339),(18 102.233765),(19 102.49047),(20 103.06963),(21 101.97272),(22 103.987434),(23 103.94613),(24 104.732704),(25 105.87029),(26 103.20425),(27 103.91187),(28 104.246346),(29 105.271935),(30 105.10395),(31 104.98991),(32 105.4396),(33 105.13187),(34 106.17435),(35 105.43408),(36 105.81505),(37 106.21224),(38 105.95084),(39 106.33553),(40 106.48791),(41 106.00156),(42 106.56966),(43 106.46012),(44 106.543076),(45 105.93991),(46 106.50822),(47 107.780396),(48 107.84606),(49 109.16289),(50 108.84361),(51 109.52499),(52 108.411705),(53 109.40877),(54 109.32494),(55 110.17252),(56 110.51642),(57 110.9873),(58 111.27434),(59 111.486565),(60 112.044914),(61 113.74347),(62 113.28229),(63 114.83783),(64 114.53213),(65 114.76301),(66 113.754105),(67 113.450485),(68 112.29323),(69 112.91119),(70 111.538864),(71 111.60508),(72 111.13228),(73 110.7538),(74 110.42023),(75 111.90274),(76 112.31746),(77 111.72602),(78 111.417435),(79 111.91024),
(1 64.633194),(2 73.8608),(3 79.38707),(4 82.08903),(5 85.00694),(6 86.97589),(7 87.342224),(8 89.87942),(9 93.06626),(10 95.1442),(11 95.170265),(12 95.98719),(13 96.99085),(14 98.902054),(15 98.844955),(16 98.60908),(17 99.35198),(18 100.62242),(19 100.82474),(20 100.97955),(21 100.0799),(22 100.318474),(23 100.78399),(24 100.283646),(25 100.76002),(26 100.235115),(27 100.322845),(28 100.06996),(29 100.97407),(30 101.30418),(31 100.374245),(32 100.5828),(33 100.88987),(34 102.011055),(35 102.388535),(36 101.75745),(37 102.25358),(38 101.63124),(39 102.85803),(40 103.25428),(41 103.61608),(42 103.78581),(43 104.21584),(44 105.3806),(45 103.94907),(46 104.931145),(47 105.62566),(48 105.29135),(49 106.70865),(50 106.71649),(51 108.07488),(52 108.06167),(53 107.73734),(54 108.570404),(55 109.011345),(56 108.94131),(57 108.600136),(58 108.754196),(59 109.78825),(60 109.58898),(61 110.20084),(62 109.55795),(63 109.097694),(64 110.133255),(65 108.68837),(66 108.331436),(67 107.6702),(68 107.82333),(69 107.45486),(70 106.902374),(71 107.17825),(72 107.058105),(73 106.6097),(74 107.410095),(75 107.066605),(76 108.33019),(77 108.62364),(78 108.4874),(79 109.86702),
(1 63.35434),(2 74.22303),(3 79.06738),(4 82.83079),(5 85.032875),(6 87.250656),(7 89.13105),(8 90.88842),(9 92.333305),(10 94.05327),(11 94.84318),(12 96.50779),(13 96.863106),(14 98.32845),(15 99.708176),(16 99.02311),(17 99.306656),(18 99.3259),(19 100.33834),(20 100.28135),(21 100.665),(22 100.82625),(23 101.53352),(24 101.481636),(25 101.69429),(26 101.75564),(27 100.94491),(28 102.00535),(29 101.56298),(30 103.0416),(31 102.24797),(32 102.23457),(33 103.63078),(34 104.234375),(35 103.50237),(36 104.00285),(37 103.9567),(38 104.270905),(39 104.83888),(40 104.96969),(41 105.99957),(42 104.648674),(43 105.4252),(44 106.02034),(45 105.83605),(46 107.40582),(47 106.60479),(48 106.67461),(49 107.53491),(50 107.90872),(51 108.91315),(52 109.27313),(53 108.00462),(54 108.80115),(55 108.837326),(56 109.44406),(57 108.27826),(58 108.92605),(59 108.97788),(60 109.391815),(61 110.15212),(62 110.08914),(63 110.187904),(64 111.0669),(65 109.89534),(66 109.83736),(67 109.57885),(68 110.52187),(69 108.61623),(70 108.611916),(71 108.63432),(72 109.38684),(73 107.51284),(74 107.71304),(75 107.57302),(76 108.11088),(77 107.480156),(78 106.91061),(79 107.523705),
(1 63.055393),(2 74.044785),(3 78.24308),(4 82.19271),(5 84.534096),(6 86.54389),(7 88.06821),(8 90.14005),(9 91.809044),(10 93.17652),(11 93.63634),(12 95.05408),(13 96.58879),(14 97.9127),(15 98.1449),(16 98.04022),(17 98.41427),(18 98.79425),(19 98.85552),(20 98.66883),(21 99.49659),(22 99.86487),(23 99.94579),(24 99.099846),(25 99.06275),(26 99.49809),(27 98.36948),(28 99.44024),(29 98.97109),(30 99.04817),(31 99.09095),(32 98.044815),(33 99.525986),(34 99.09475),(35 99.12551),(36 99.46988),(37 99.878716),(38 100.26394),(39 100.20843),(40 100.103134),(41 100.6254),(42 100.03405),(43 101.97331),(44 101.6572),(45 101.95918),(46 103.3362),(47 102.96836),(48 103.670044),(49 104.69879),(50 103.83443),(51 104.85738),(52 104.68066),(53 105.07571),(54 105.91701),(55 105.37938),(56 105.38276),(57 106.359924),(58 105.25007),(59 105.9464),(60 107.52592),(61 107.55823),(62 107.72519),(63 107.92382),(64 108.82427),(65 108.164665),(66 107.492744),(67 106.432236),(68 106.95141),(69 105.82769),(70 105.102646),(71 107.03445),(72 105.87282),(73 105.70053),(74 106.30095),(75 106.13896),(76 106.433655),(77 106.80028),(78 107.57214),(79 106.64385),
(1 62.170624),(2 72.19833),(3 76.84274),(4 79.24717),(5 82.08441),(6 83.18888),(7 84.87577),(8 87.54355),(9 88.87332),(10 90.486595),(11 91.11213),(12 91.7327),(13 93.42275),(14 94.02635),(15 94.9443),(16 95.11947),(17 95.347725),(18 96.03003),(19 95.90224),(20 96.45901),(21 97.2207),(22 96.868385),(23 97.188),(24 96.29159),(25 96.729675),(26 97.18647),(27 97.03494),(28 97.02758),(29 96.69393),(30 96.68684),(31 97.246414),(32 97.41009),(33 97.4353),(34 98.25582),(35 98.31956),(36 97.41099),(37 98.63423),(38 99.099396),(39 98.94093),(40 99.447205),(41 100.44137),(42 99.738556),(43 101.19236),(44 100.85064),(45 101.949524),(46 103.401886),(47 103.304924),(48 103.88519),(49 103.46009),(50 104.56208),(51 104.88361),(52 104.94996),(53 105.79891),(54 105.21687),(55 104.892204),(56 104.32887),(57 104.59263),(58 103.998375),(59 105.1382),(60 106.87341),(61 106.23187),(62 107.10979),(63 108.07581),(64 107.490074),(65 108.16689),(66 108.25019),(67 106.83594),(68 107.63728),(69 106.70203),(70 106.615395),(71 105.51148),(72 105.430664),(73 106.13371),(74 105.66328),(75 106.56928),(76 106.59092),(77 106.53791),(78 106.609344),(79 107.10358),
(1 62.923336),(2 72.042625),(3 76.407684),(4 79.238884),(5 81.74874),(6 83.30169),(7 85.31676),(8 87.86669),(9 88.68165),(10 90.12124),(11 90.6894),(12 91.80099),(13 92.87694),(14 94.49652),(15 94.55976),(16 95.20034),(17 95.11326),(18 95.42304),(19 95.51506),(20 95.517105),(21 94.915955),(22 94.80459),(23 95.63445),(24 95.40994),(25 95.0139),(26 95.84541),(27 96.00699),(28 95.72056),(29 95.71498),(30 96.13178),(31 97.08408),(32 96.70146),(33 97.01839),(34 98.18986),(35 97.57815),(36 97.50411),(37 99.32309),(38 99.008),(39 99.24488),(40 99.20944),(41 99.657936),(42 99.616936),(43 100.5251),(44 100.76267),(45 101.16917),(46 101.74364),(47 102.40097),(48 101.95623),(49 102.15137),(50 102.773155),(51 103.639336),(52 103.4857),(53 104.16293),(54 104.81393),(55 103.24041),(56 103.26019),(57 103.112724),(58 103.74174),(59 103.669014),(60 104.37704),(61 105.03163),(62 105.27456),(63 105.96898),(64 105.01551),(65 104.921425),(66 104.94279),(67 103.8866),(68 104.85079),(69 103.01782),(70 102.69608),(71 103.21227),(72 103.47877),(73 103.66675),(74 102.54649),(75 103.37173),(76 103.20848),(77 103.79716),(78 103.740204),(79 103.61463),
(1 61.709137),(2 71.59309),(3 76.31872),(4 79.84723),(5 82.28379),(6 83.732285),(7 85.85963),(8 87.57244),(9 88.28426),(10 91.14213),(11 90.667114),(12 92.56868),(13 93.29479),(14 93.67877),(15 94.94716),(16 94.48711),(17 95.29003),(18 95.79259),(19 95.53773),(20 94.311104),(21 94.59288),(22 94.97502),(23 95.50329),(24 95.19966),(25 95.7706),(26 94.63057),(27 95.57467),(28 95.42368),(29 94.806915),(30 95.455246),(31 95.6207),(32 95.451996),(33 95.60027),(34 95.79565),(35 95.33233),(36 95.38358),(37 95.93343),(38 96.232124),(39 97.88163),(40 96.98085),(41 96.5851),(42 96.12463),(43 96.79414),(44 96.328606),(45 95.93534),(46 97.46086),(47 99.02724),(48 99.44149),(49 99.67826),(50 99.55212),(51 100.54333),(52 100.54047),(53 100.94168),(54 100.80668),(55 101.32756),(56 102.09525),(57 101.73848),(58 102.13922),(59 102.1253),(60 103.01661),(61 103.38123),(62 103.87669),(63 105.05065),(64 103.611244),(65 103.22393),(66 103.06685),(67 102.982796),(68 103.61465),(69 102.625336),(70 102.674385),(71 102.255196),(72 102.01179),(73 101.77816),(74 100.4667),(75 102.313805),(76 102.516495),(77 102.37793),(78 102.54693),(79 103.50578),
(1 60.876736),(2 70.14074),(3 74.653244),(4 77.45679),(5 80.719986),(6 81.486435),(7 83.12899),(8 85.584854),(9 87.442085),(10 90.28145),(11 89.355156),(12 90.62281),(13 91.66245),(14 92.85734),(15 93.96832),(16 93.25331),(17 93.24015),(18 93.047676),(19 94.38898),(20 94.31068),(21 94.258064),(22 94.92834),(23 95.36527),(24 94.550316),(25 94.711716),(26 93.81969),(27 95.42004),(28 93.71067),(29 94.63352),(30 93.821815),(31 94.05734),(32 93.535675),(33 94.003105),(34 93.78404),(35 93.14992),(36 93.9416),(37 93.99688),(38 95.34508),(39 94.08555),(40 94.15502),(41 94.670975),(42 95.211525),(43 96.12188),(44 95.4016),(45 96.34499),(46 96.38557),(47 98.041046),(48 99.12374),(49 98.56203),(50 99.40021),(51 99.33768),(52 99.4368),(53 99.59441),(54 100.66052),(55 99.923546),(56 100.91727),(57 100.40516),(58 99.999664),(59 100.18045),(60 100.47049),(61 100.71341),(62 101.927605),(63 102.18311),(64 101.524),(65 101.34666),(66 101.73829),(67 101.41515),(68 100.984),(69 99.71759),(70 100.59399),(71 99.58835),(72 100.64157),(73 98.70458),(74 99.57711),(75 99.801674),(76 99.117455),(77 100.27409),(78 99.85367),(79 101.34174),
(1 60.92885),(2 70.22453),(3 74.78113),(4 78.47541),(5 80.21158),(6 81.18574),(7 81.77424),(8 85.20661),(9 86.42043),(10 88.749725),(11 88.8409),(12 90.043686),(13 91.23003),(14 91.89758),(15 92.42394),(16 92.34561),(17 91.48657),(18 90.62649),(19 91.99815),(20 92.47265),(21 93.076004),(22 92.78885),(23 92.28171),(24 93.64941),(25 93.34673),(26 92.35266),(27 92.558586),(28 93.29028),(29 93.26427),(30 93.08515),(31 94.031876),(32 93.24383),(33 94.179146),(34 93.89983),(35 94.40441),(36 93.79858),(37 94.718636),(38 94.69099),(39 95.00412),(40 95.389465),(41 94.90616),(42 94.70863),(43 94.62004),(44 95.72732),(45 95.560036),(46 96.389275),(47 95.879845),(48 97.10975),(49 97.3253),(50 98.66967),(51 99.548454),(52 99.94312),(53 99.45922),(54 99.59086),(55 98.85506),(56 100.935524),(57 100.32691),(58 99.30706),(59 99.57489),(60 99.72022),(61 100.671234),(62 100.610664),(63 101.539795),(64 101.34035),(65 100.4342),(66 100.258156),(67 100.18999),(68 100.57125),(69 101.05237),(70 100.34892),(71 99.69913),(72 99.222084),(73 99.50682),(74 98.97323),(75 99.9046),(76 99.96602),(77 100.06675),(78 100.16471),(79 101.36529),
