1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 200.08284),(2 250.04198),(3 280.12155),(4 303.24542),(5 314.96198),(6 319.22025),(7 321.4453),(8 323.60504),(9 326.1818),(10 328.85547),(11 328.45322),(12 328.7515),(13 329.8071),(14 332.30753),(15 333.02606),(16 333.36853),(17 337.935),(18 341.12924),(19 343.08798),(20 347.82547),(21 345.74344),(22 348.98132),(23 355.41547),(24 351.11154),(25 358.313),(26 363.63858),(27 362.02716),(28 358.62375),(29 358.98026),(30 359.2766),(31 364.22568),(32 361.76114),(33 363.34933),(34 362.22662),(35 360.0532),(36 362.31815),(37 361.4348),(38 355.766),(39 354.88116),(40 357.67532),(41 351.23105),(42 352.3204),(43 351.76782),(44 345.16418),(45 343.97168),(46 344.64783),(47 336.83096),(48 335.0399),(49 342.73657),(50 341.7804),(51 337.8095),(52 346.00687),(53 341.5499),(54 345.1878),(55 347.39233),(56 345.058),(57 348.20813),(58 357.65976),(59 355.7911),(60 355.48923),(61 358.43396),(62 357.048),(63 357.46155),(64 360.27927),(65 357.15176),(66 354.62448),(67 357.41107),(68 356.08994),(69 353.52963),(70 354.12875),(71 351.99118),(72 349.68933),(73 351.0424),(74 349.4174),(75 353.87823),(76 359.37943),(77 354.47952),(78 357.36783),(79 355.0026),
(1 198.89343),(2 248.43907),(3 278.2658),(4 299.18954),(5 314.30103),(6 315.1312),(7 321.0572),(8 327.39575),(9 328.12265),(10 333.9996),(11 337.4769),(12 335.22714),(13 339.27545),(14 342.83838),(15 338.1899),(16 337.0738),(17 343.40778),(18 343.59457),(19 345.33337),(20 351.12115),(21 349.38016),(22 351.66846),(23 359.19855),(24 353.97876),(25 356.32053),(26 361.9365),(27 356.61078),(28 358.21594),(29 353.90186),(30 360.1734),(31 361.57455),(32 356.4729),(33 357.545),(34 361.39557),(35 357.01804),(36 358.43488),(37 358.04477),(38 355.33752),(39 352.65173),(40 356.9614),(41 352.99707),(42 349.30783),(43 351.77423),(44 343.65726),(45 344.30252),(46 346.4999),(47 340.13773),(48 344.0096),(49 350.94858),(50 348.90128),(51 347.8035),(52 350.1134),(53 349.00458),(54 350.18253),(55 354.39517),(56 354.66547),(57 355.34006),(58 360.67044),(59 359.9114),(60 359.3996),(61 361.67102),(62 363.72205),(63 362.28296),(64 365.64594),(65 364.1612),(66 362.33252),(67 365.66074),(68 360.35992),(69 357.27246),(70 358.39456),(71 356.6963),(72 356.25125),(73 356.81314),(74 355.2743),(75 356.74658),(76 358.57895),(77 356.43765),(78 356.86996),(79 350.73587),
(1 197.0692),(2 247.73901),(3 273.00385),(4 293.4716),(5 307.65375),(6 312.84018),(7 318.19855),(8 323.2362),(9 324.78003),(10 329.55286),(11 329.72894),(12 329.02377),(13 331.9809),(14 335.50623),(15 333.3765),(16 332.19354),(17 337.39877),(18 337.96832),(19 338.59467),(20 343.47855),(21 344.8961),(22 346.95734),(23 354.5833),(24 351.15854),(25 353.7834),(26 357.5663),(27 351.00195),(28 355.31766),(29 352.44403),(30 355.4853),(31 357.45203),(32 354.792),(33 356.7309),(34 358.81787),(35 356.3733),(36 356.50165),(37 357.63586),(38 353.4844),(39 355.32938),(40 356.7592),(41 352.88577),(42 351.4599),(43 353.7498),(44 345.2935),(45 346.2934),(46 346.49918),(47 338.51743),(48 338.16272),(49 345.32126),(50 345.59262),(51 345.93634),(52 351.06906),(53 349.46396),(54 348.31268),(55 352.35245),(56 351.20584),(57 353.4898),(58 358.14417),(59 358.76422),(60 363.0322),(61 363.5806),(62 361.71875),(63 360.47955),(64 364.0588),(65 363.29755),(66 365.25656),(67 368.04013),(68 369.03543),(69 366.61417),(70 368.88785),(71 367.60867),(72 365.6451),(73 364.1468),(74 360.97354),(75 362.3755),(76 366.15945),(77 363.5301),(78 363.39175),(79 357.45596),
(1 195.85513),(2 244.58229),(3 277.5301),(4 296.7934),(5 311.9641),(6 312.90848),(7 318.4681),(8 320.71045),(9 324.05798),(10 326.27194),(11 330.10864),(12 328.24503),(13 324.60922),(14 328.32895),(15 327.73465),(16 328.81134),(17 330.24918),(18 332.1273),(19 333.5765),(20 336.72888),(21 337.23233),(22 341.18478),(23 350.12744),(24 349.47424),(25 351.10324),(26 356.85355),(27 355.2241),(28 354.40033),(29 349.66568),(30 354.18582),(31 356.78955),(32 353.94095),(33 356.80267),(34 362.05322),(35 358.26578),(36 357.4269),(37 361.56952),(38 354.19226),(39 350.94644),(40 354.193),(41 349.16867),(42 349.7575),(43 350.48148),(44 344.65842),(45 343.56952),(46 344.05743),(47 339.32126),(48 338.48233),(49 346.9465),(50 346.8232),(51 347.91296),(52 352.783),(53 348.73657),(54 348.28226),(55 349.48743),(56 348.0404),(57 349.22827),(58 352.34186),(59 351.75314),(60 354.67386),(61 358.0292),(62 357.07272),(63 355.9194),(64 356.10217),(65 354.05927),(66 355.19485),(67 357.00784),(68 351.6846),(69 350.2299),(70 350.88187),(71 347.79904),(72 347.13007),(73 350.1894),(74 347.88852),(75 348.00217),(76 351.2091),(77 348.82318),(78 350.35052),(79 346.51422),
(1 194.44394),(2 241.9174),(3 274.03677),(4 294.20947),(5 305.57736),(6 307.03802),(7 311.56546),(8 316.98535),(9 316.6192),(10 316.70395),(11 322.5751),(12 317.66367),(13 319.94464),(14 323.97174),(15 323.6577),(16 324.23895),(17 327.08652),(18 325.60706),(19 327.7677),(20 332.1201),(21 330.05264),(22 336.11407),(23 344.4584),(24 344.14188),(25 342.46692),(26 348.6361),(27 351.28226),(28 352.65005),(29 349.24234),(30 350.4842),(31 356.83572),(32 352.924),(33 351.5393),(34 357.44308),(35 355.83035),(36 352.41254),(37 358.4508),(38 350.38507),(39 348.2184),(40 353.38986),(41 347.72296),(42 346.27533),(43 346.77203),(44 339.82623),(45 337.071),(46 340.41672),(47 336.4494),(48 333.22824),(49 336.7557),(50 337.28647),(51 339.4318),(52 344.56995),(53 343.90732),(54 344.72437),(55 347.89792),(56 346.14017),(57 345.1742),(58 351.00903),(59 351.00745),(60 350.71616),(61 354.4357),(62 354.30637),(63 354.17224),(64 355.13376),(65 353.4616),(66 354.362),(67 360.1193),(68 351.04855),(69 352.02707),(70 353.35425),(71 350.3376),(72 351.4287),(73 351.77692),(74 349.62076),(75 349.79138),(76 352.58008),(77 351.14215),(78 352.6982),(79 349.0713),
(1 188.70645),(2 231.30865),(3 257.57715),(4 279.4132),(5 290.8059),(6 289.9136),(7 296.57758),(8 300.67783),(9 299.21738),(10 301.12427),(11 307.4492),(12 306.52106),(13 308.1809),(14 312.5267),(15 309.74966),(16 312.01883),(17 315.52454),(18 313.15515),(19 315.97794),(20 323.6919),(21 322.34744),(22 324.62424),(23 330.76218),(24 329.129),(25 330.2619),(26 332.44165),(27 331.37656),(28 332.56305),(29 331.9657),(30 336.29373),(31 341.5304),(32 337.80777),(33 337.64813),(34 340.35776),(35 337.95923),(36 337.28635),(37 337.95886),(38 334.46155),(39 334.01443),(40 337.21863),(41 332.70264),(42 329.3858),(43 329.87744),(44 324.91693),(45 323.0194),(46 323.84375),(47 319.7204),(48 316.95383),(49 321.0986),(50 320.47134),(51 324.77817),(52 329.99774),(53 328.85773),(54 329.61496),(55 331.01608),(56 326.15793),(57 325.8522),(58 331.4868),(59 335.34375),(60 335.51553),(61 340.75476),(62 336.50836),(63 336.1644),(64 338.07748),(65 335.07785),(66 333.64307),(67 336.034),(68 329.16367),(69 330.02588),(70 332.46716),(71 329.0571),(72 328.4446),(73 332.4017),(74 331.45737),(75 332.8225),(76 334.5629),(77 330.86874),(78 334.41748),(79 328.66446),
(1 186.81956),(2 233.35625),(3 266.50095),(4 286.09225),(5 296.9326),(6 298.66083),(7 307.97046),(8 313.36035),(9 313.88904),(10 315.73474),(11 320.40744),(12 320.64355),(13 321.84692),(14 323.3546),(15 324.93637),(16 323.46893),(17 328.62912),(18 325.2284),(19 328.89453),(20 334.4646),(21 334.24323),(22 337.26578),(23 345.52933),(24 344.94836),(25 347.9108),(26 351.01923),(27 350.0576),(28 350.1557),(29 346.5739),(30 347.19418),(31 350.16547),(32 347.53842),(33 345.80673),(34 347.4039),(35 343.21704),(36 342.77563),(37 343.995),(38 339.6621),(39 337.7092),(40 341.9232),(41 342.13498),(42 337.89993),(43 341.19995),(44 339.12946),(45 335.6127),(46 336.6475),(47 332.0794),(48 332.78735),(49 337.99118),(50 333.70276),(51 334.45078),(52 337.15387),(53 339.28574),(54 336.78064),(55 338.0219),(56 337.78668),(57 338.17596),(58 340.72385),(59 339.4072),(60 338.9292),(61 342.1485),(62 340.8291),(63 340.5219),(64 347.851),(65 345.16843),(66 344.62054),(67 345.4434),(68 341.3954),(69 340.70374),(70 341.8572),(71 335.2571),(72 333.42188),(73 339.76422),(74 341.1887),(75 341.75342),(76 342.54843),(77 339.0572),(78 339.48114),(79 336.6671),
(1 182.58714),(2 228.32326),(3 256.6844),(4 273.31894),(5 288.13422),(6 293.20865),(7 301.08606),(8 309.2947),(9 308.61008),(10 311.312),(11 313.7467),(12 310.99652),(13 315.03397),(14 317.34894),(15 316.06436),(16 315.31558),(17 319.5039),(18 317.75934),(19 318.89572),(20 324.8398),(21 327.68027),(22 334.34235),(23 341.2156),(24 338.29684),(25 339.4455),(26 346.782),(27 341.76633),(28 340.95303),(29 337.30466),(30 339.7278),(31 343.0474),(32 339.24268),(33 337.862),(34 342.1157),(35 341.39566),(36 339.71616),(37 339.95697),(38 338.5518),(39 334.6515),(40 337.49146),(41 336.07172),(42 332.8613),(43 332.74066),(44 327.96982),(45 325.20792),(46 324.83826),(47 319.1831),(48 319.09213),(49 324.68384),(50 321.55167),(51 319.1564),(52 325.5463),(53 323.79532),(54 323.6933),(55 326.87585),(56 326.78137),(57 327.53152),(58 329.85336),(59 330.06104),(60 330.20746),(61 329.58383),(62 330.87442),(63 330.22055),(64 334.5397),(65 330.93854),(66 332.03183),(67 331.88992),(68 330.589),(69 333.11002),(70 332.04285),(71 327.45193),(72 327.64523),(73 331.90103),(74 331.18246),(75 329.65192),(76 334.93054),(77 327.47736),(78 330.74902),(79 328.52896),
(1 183.10324),(2 227.99332),(3 254.80197),(4 272.6954),(5 282.74356),(6 288.38385),(7 295.21542),(8 300.41217),(9 299.83716),(10 302.1206),(11 308.23285),(12 306.60687),(13 308.2139),(14 310.62253),(15 307.54178),(16 308.7441),(17 314.1742),(18 311.6143),(19 315.2488),(20 320.7592),(21 319.4434),(22 323.29245),(23 330.54138),(24 328.01447),(25 328.802),(26 332.82285),(27 329.47812),(28 331.0368),(29 323.7669),(30 327.2133),(31 333.64374),(32 329.0595),(33 328.73203),(34 333.08942),(35 327.5145),(36 325.55353),(37 326.7972),(38 323.76132),(39 320.23007),(40 325.4703),(41 321.94968),(42 321.35757),(43 323.189),(44 318.95587),(45 319.49948),(46 319.9372),(47 313.45447),(48 315.51184),(49 320.50076),(50 322.07495),(51 324.18326),(52 329.70084),(53 327.29535),(54 329.51904),(55 332.66724),(56 331.67026),(57 332.67584),(58 334.8102),(59 335.09695),(60 334.31003),(61 334.82516),(62 331.38855),(63 330.77982),(64 331.6784),(65 330.78668),(66 334.35944),(67 336.6269),(68 333.67172),(69 334.47177),(70 334.74692),(71 334.3311),(72 333.6937),(73 335.31863),(74 329.87036),(75 329.0651),(76 329.60788),(77 327.13333),(78 328.5962),(79 323.915),
(1 176.46378),(2 219.89375),(3 244.36005),(4 259.1057),(5 269.79617),(6 276.03348),(7 283.8935),(8 287.92978),(9 289.1751),(10 288.35565),(11 292.7609),(12 293.36212),(13 293.0428),(14 297.86493),(15 299.4651),(16 298.37952),(17 303.0468),(18 301.8547),(19 302.49908),(20 309.12106),(21 308.9751),(22 313.27777),(23 318.7691),(24 313.6388),(25 319.48938),(26 326.2178),(27 323.0731),(28 322.74084),(29 318.68933),(30 321.70862),(31 325.03876),(32 322.80655),(33 322.67374),(34 323.69974),(35 319.30536),(36 318.433),(37 322.61685),(38 320.145),(39 316.8507),(40 323.534),(41 318.66235),(42 319.28265),(43 318.49768),(44 313.48492),(45 314.29605),(46 312.61176),(47 305.15186),(48 305.1966),(49 305.6965),(50 307.37973),(51 311.41507),(52 314.8072),(53 315.10123),(54 315.92),(55 317.5717),(56 319.56238),(57 321.4149),(58 325.3311),(59 325.65277),(60 328.0547),(61 332.98453),(62 330.727),(63 327.66498),(64 328.68277),(65 327.39395),(66 326.02298),(67 327.15686),(68 325.5632),(69 328.05237),(70 327.07944),(71 327.69064),(72 325.46497),(73 327.9531),(74 327.73895),(75 326.84525),(76 330.67215),(77 325.6101),(78 326.52975),(79 321.5931),
(1 175.55756),(2 218.34457),(3 242.74854),(4 258.45663),(5 273.04282),(6 276.94717),(7 282.33997),(8 285.12656),(9 288.19574),(10 289.6801),(11 292.8866),(12 293.41068),(13 294.23425),(14 297.6296),(15 295.23193),(16 294.9748),(17 299.29614),(18 296.14398),(19 299.71033),(20 306.8627),(21 305.17145),(22 308.79263),(23 314.75272),(24 311.38104),(25 315.89413),(26 318.31958),(27 316.1277),(28 322.96274),(29 317.46402),(30 320.8811),(31 325.92535),(32 323.05893),(33 318.8273),(34 319.9949),(35 316.55475),(36 315.99243),(37 320.8122),(38 314.04343),(39 311.2708),(40 314.95715),(41 310.90823),(42 310.18292),(43 313.9119),(44 307.7365),(45 304.8541),(46 304.22226),(47 301.71765),(48 302.85205),(49 304.75525),(50 304.44858),(51 306.17633),(52 309.77554),(53 310.18878),(54 309.51813),(55 309.57092),(56 312.61258),(57 312.9516),(58 317.82507),(59 318.5153),(60 322.43408),(61 325.6776),(62 322.93314),(63 322.56238),(64 323.92703),(65 324.11026),(66 323.50195),(67 325.54),(68 324.6758),(69 322.53802),(70 324.3711),(71 320.71674),(72 319.80948),(73 321.01212),(74 322.93665),(75 325.75204),(76 324.69867),(77 319.6935),(78 319.9237),(79 315.6667),
(1 174.78772),(2 217.03488),(3 242.06079),(4 259.01276),(5 273.04703),(6 274.63812),(7 280.12558),(8 283.2569),(9 283.49518),(10 286.81366),(11 293.47284),(12 294.26755),(13 297.68427),(14 302.9481),(15 302.0367),(16 299.60358),(17 302.86606),(18 300.5889),(19 303.24918),(20 306.9216),(21 307.39746),(22 311.1389),(23 319.2801),(24 313.61865),(25 315.21057),(26 317.9427),(27 314.74167),(28 318.99234),(29 314.65298),(30 317.3979),(31 320.57477),(32 318.67572),(33 316.02472),(34 322.56158),(35 317.3311),(36 317.68842),(37 321.68884),(38 316.69067),(39 315.6522),(40 316.24136),(41 311.08496),(42 312.04935),(43 313.60825),(44 307.10385),(45 306.80045),(46 304.9703),(47 299.8279),(48 300.5509),(49 304.51346),(50 300.6285),(51 303.5533),(52 303.06168),(53 307.32703),(54 307.79068),(55 309.95453),(56 310.68173),(57 310.78995),(58 315.43887),(59 316.62717),(60 317.00406),(61 321.3803),(62 320.20364),(63 317.33124),(64 318.49963),(65 318.14087),(66 314.64148),(67 318.08212),(68 315.95905),(69 315.75745),(70 318.3518),(71 315.1941),(72 316.5369),(73 319.07397),(74 318.1448),(75 319.60782),(76 323.35312),(77 320.2635),(78 318.81512),(79 314.44955),
(1 171.19331),(2 214.83601),(3 240.43282),(4 254.60388),(5 265.9846),(6 268.9891),(7 275.1041),(8 281.11096),(9 283.55585),(10 285.78696),(11 289.88025),(12 288.6424),(13 291.5063),(14 291.1157),(15 289.32446),(16 290.79868),(17 294.44635),(18 293.58426),(19 295.55487),(20 302.5124),(21 304.85608),(22 306.08258),(23 312.9618),(24 308.19006),(25 309.10223),(26 312.24805),(27 313.39944),(28 313.79242),(29 307.5458),(30 308.6755),(31 311.52158),(32 310.42563),(33 308.72028),(34 312.5003),(35 308.03702),(36 306.0869),(37 310.3836),(38 306.07224),(39 304.24536),(40 307.0535),(41 302.13577),(42 302.21814),(43 301.68002),(44 297.45657),(45 296.13693),(46 299.34967),(47 293.93976),(48 295.30743),(49 298.1848),(50 295.38846),(51 299.75964),(52 304.81274),(53 302.62225),(54 304.58862),(55 307.95853),(56 303.86795),(57 302.25772),(58 304.6144),(59 304.43225),(60 304.3233),(61 307.66385),(62 306.28357),(63 305.369),(64 308.74387),(65 307.6003),(66 308.36002),(67 311.84753),(68 306.98898),(69 306.9958),(70 310.29193),(71 310.40878),(72 307.9095),(73 310.54572),(74 310.09628),(75 311.51965),(76 315.53354),(77 313.4684),(78 317.0166),(79 313.27182),
(1 170.55547),(2 213.37709),(3 241.71692),(4 257.62955),(5 266.02182),(6 267.6791),(7 272.18604),(8 279.18222),(9 279.0661),(10 279.8715),(11 285.24118),(12 283.41467),(13 284.68753),(14 286.77643),(15 285.3313),(16 288.7576),(17 291.77856),(18 290.36063),(19 292.73032),(20 301.38193),(21 300.77667),(22 304.7146),(23 308.7826),(24 306.18674),(25 306.3363),(26 311.39154),(27 306.22058),(28 309.82217),(29 301.96494),(30 304.3927),(31 305.9469),(32 305.88016),(33 305.50076),(34 308.08035),(35 303.00345),(36 302.96753),(37 305.3574),(38 303.60526),(39 306.4521),(40 305.6251),(41 302.46588),(42 301.30997),(43 305.69888),(44 299.3215),(45 300.2272),(46 302.20364),(47 296.65253),(48 300.78995),(49 307.14682),(50 302.26065),(51 303.9265),(52 306.0469),(53 303.72443),(54 305.18292),(55 306.94577),(56 308.46902),(57 309.7173),(58 312.43576),(59 313.13303),(60 313.7568),(61 319.57205),(62 313.09564),(63 313.788),(64 317.62454),(65 312.69098),(66 313.31848),(67 315.2662),(68 311.69745),(69 311.73398),(70 313.91986),(71 310.5429),(72 309.71805),(73 313.19516),(74 310.26297),(75 309.0663),(76 311.12018),(77 309.2559),(78 309.9046),(79 307.44687),
(1 168.05122),(2 209.26389),(3 232.06844),(4 247.42235),(5 255.90472),(6 254.88649),(7 262.60104),(8 266.19165),(9 267.3465),(10 270.63766),(11 274.6661),(12 273.30695),(13 273.73083),(14 278.2081),(15 276.0337),(16 279.0724),(17 281.2544),(18 282.96652),(19 280.86652),(20 288.15518),(21 286.21875),(22 291.2903),(23 295.33463),(24 294.86655),(25 299.2611),(26 304.215),(27 300.13873),(28 302.4114),(29 299.86087),(30 300.99734),(31 303.612),(32 299.34415),(33 299.54483),(34 301.6715),(35 299.27448),(36 298.68646),(37 300.69455),(38 296.35272),(39 299.4851),(40 302.755),(41 298.17685),(42 300.4459),(43 303.45093),(44 295.71634),(45 294.84082),(46 293.20407),(47 288.8369),(48 290.1712),(49 293.7607),(50 293.24832),(51 295.66748),(52 301.22748),(53 296.39413),(54 296.67706),(55 297.85992),(56 296.2632),(57 297.42188),(58 300.46347),(59 299.597),(60 301.7744),(61 305.9756),(62 304.4546),(63 304.56955),(64 303.9366),(65 302.23663),(66 301.23343),(67 304.26596),(68 301.3748),(69 303.4466),(70 303.9806),(71 301.4097),(72 299.79974),(73 304.08902),(74 302.99515),(75 302.0275),(76 303.22333),(77 300.86926),(78 300.859),(79 296.703),
(1 166.8487),(2 210.0508),(3 231.41512),(4 247.37923),(5 253.74364),(6 255.26288),(7 263.08142),(8 265.61328),(9 267.25882),(10 270.47394),(11 273.23138),(12 274.143),(13 274.36203),(14 278.8847),(15 275.73062),(16 278.8553),(17 281.39148),(18 281.52847),(19 283.53732),(20 286.7364),(21 287.2254),(22 291.95523),(23 300.16586),(24 295.8799),(25 301.02264),(26 306.19287),(27 303.27365),(28 303.27054),(29 302.02835),(30 305.14816),(31 307.79593),(32 301.75266),(33 300.47693),(34 304.37064),(35 299.8648),(36 300.04752),(37 301.63437),(38 298.32056),(39 299.4875),(40 304.78366),(41 298.60925),(42 301.61295),(43 302.9763),(44 297.10434),(45 294.86768),(46 293.74478),(47 290.03317),(48 291.44662),(49 294.67444),(50 294.772),(51 295.8284),(52 298.69244),(53 295.40897),(54 294.45682),(55 294.0339),(56 293.6704),(57 293.57556),(58 296.46616),(59 295.71796),(60 294.59543),(61 298.0432),(62 298.2161),(63 299.2759),(64 300.99893),(65 299.1671),(66 298.077),(67 299.65527),(68 296.62656),(69 296.1294),(70 296.2793),(71 293.50824),(72 290.84387),(73 293.75757),(74 294.40097),(75 294.5257),(76 297.60062),(77 293.32587),(78 293.67932),(79 289.31207),
(1 164.06502),(2 204.2662),(3 226.9625),(4 242.714),(5 252.05351),(6 252.6761),(7 260.64316),(8 262.69485),(9 261.4416),(10 263.47336),(11 265.73352),(12 263.64005),(13 264.8666),(14 268.99893),(15 266.17767),(16 269.86768),(17 273.2348),(18 275.30142),(19 277.13907),(20 281.39178),(21 281.44775),(22 285.9982),(23 290.61804),(24 287.78586),(25 291.50092),(26 296.48068),(27 293.43332),(28 291.00043),(29 288.8024),(30 291.07605),(31 294.79034),(32 289.50296),(33 289.69763),(34 295.3318),(35 286.9339),(36 286.32675),(37 286.97174),(38 284.18967),(39 284.31277),(40 292.26773),(41 286.76886),(42 287.68906),(43 290.32324),(44 284.83664),(45 285.45972),(46 284.1878),(47 281.09183),(48 279.9185),(49 284.4779),(50 281.6628),(51 284.81912),(52 287.61316),(53 285.4781),(54 285.95047),(55 289.03134),(56 288.52368),(57 288.8738),(58 292.84128),(59 293.51807),(60 292.03903),(61 292.27655),(62 294.14835),(63 293.27518),(64 295.11093),(65 293.90994),(66 291.12527),(67 296.32834),(68 295.6228),(69 296.6211),(70 295.16623),(71 294.0631),(72 289.774),(73 292.35876),(74 290.99683),(75 290.1291),(76 289.8221),(77 286.29062),(78 286.34836),(79 282.74863),
(1 159.29257),(2 203.45781),(3 226.66484),(4 239.46973),(5 246.85962),(6 251.3909),(7 257.34644),(8 259.0201),(9 259.59286),(10 258.8667),(11 265.34415),(12 264.06442),(13 266.07828),(14 270.68704),(15 265.54492),(16 265.26022),(17 266.506),(18 266.94806),(19 271.59152),(20 274.30576),(21 272.83853),(22 275.64157),(23 279.929),(24 276.62238),(25 282.42526),(26 291.30365),(27 285.34082),(28 285.42587),(29 284.67868),(30 285.29166),(31 288.7071),(32 283.9488),(33 285.86447),(34 290.30997),(35 285.27695),(36 288.45685),(37 286.6313),(38 285.77557),(39 287.2135),(40 286.81052),(41 284.0082),(42 283.54187),(43 285.54813),(44 280.31824),(45 280.11026),(46 281.90637),(47 276.03012),(48 277.5581),(49 283.4325),(50 282.53983),(51 280.894),(52 284.94116),(53 282.7259),(54 281.99033),(55 286.0731),(56 285.2701),(57 283.9768),(58 289.87207),(59 289.83612),(60 289.4578),(61 292.8573),(62 291.1887),(63 290.6541),(64 292.73776),(65 291.2837),(66 292.1876),(67 291.12842),(68 289.7156),(69 291.0114),(70 288.28674),(71 287.28717),(72 287.19272),(73 290.35382),(74 286.93164),(75 288.05634),(76 292.85022),(77 288.32758),(78 290.66904),(79 287.04956),
(1 160.83702),(2 200.88576),(3 222.64624),(4 238.05667),(5 243.28621),(6 242.9793),(7 251.28337),(8 254.964),(9 257.8683),(10 255.50594),(11 258.8187),(12 259.33817),(13 257.95642),(14 262.28162),(15 262.80353),(16 262.3538),(17 264.75613),(18 262.9359),(19 267.83514),(20 271.92972),(21 271.72046),(22 272.96924),(23 280.07578),(24 276.75235),(25 277.64795),(26 283.71747),(27 278.76816),(28 280.28375),(29 280.4561),(30 281.81335),(31 286.66556),(32 282.13824),(33 283.15613),(34 283.40884),(35 281.4053),(36 282.44653),(37 281.38828),(38 280.36313),(39 279.5387),(40 283.98123),(41 281.53378),(42 281.48608),(43 282.1594),(44 277.2801),(45 276.42004),(46 279.76346),(47 275.63104),(48 275.82263),(49 282.57056),(50 280.62622),(51 280.24832),(52 285.98495),(53 282.0124),(54 283.45877),(55 286.71344),(56 286.06464),(57 288.40683),(58 290.2048),(59 291.66098),(60 294.51538),(61 294.62363),(62 291.00714),(63 290.41446),(64 289.7975),(65 286.8143),(66 287.52603),(67 284.11157),(68 282.61353),(69 283.05667),(70 283.09573),(71 281.49463),(72 282.90906),(73 286.112),(74 283.119),(75 283.48962),(76 283.53424),(77 283.52612),(78 281.38074),(79 278.2977),
