1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 0.6767006),(2 1.0088338),(3 1.0058749),(4 1.4439816),(5 3.6125274),(6 4.0445642),(7 4.0784388),(8 4.346005),(9 5.1349163),(10 5.1163664),(11 5.012023),(12 5.231334),(13 7.058982),(14 7.3899517),(15 7.385265),(16 7.328792),(17 8.6208),(18 8.901991),(19 8.863318),(20 9.062342),(21 9.7163105),(22 9.937709),(23 9.948717),(24 9.928402),(25 10.881422),(26 12.141811),(27 12.060999),(28 13.34866),(29 17.52037),(30 18.187323),(31 18.180227),(32 18.873665),(33 20.546179),(34 20.245945),(35 20.18526),(36 19.61815),(37 19.454514),(38 18.769907),(39 18.638247),(40 19.098957),(41 19.734837),(42 20.745657),
(1 8.905239),(2 13.991602),(3 13.996813),(4 18.674671),(5 26.928812),(6 30.54909),(7 30.591415),(8 33.97146),(9 39.397358),(10 41.836067),(11 41.973156),(12 43.050213),(13 45.522015),(14 46.53832),(15 46.508293),(16 47.721596),(17 53.187737),(18 54.179043),(19 54.18483),(20 55.276844),(21 58.17874),(22 58.65392),(23 58.70433),(24 58.83707),(25 60.464767),(26 61.05156),(27 61.044838),(28 60.4114),(29 61.088615),(30 62.81622),(31 62.814392),(32 64.49838),(33 67.414246),(34 68.72844),(35 68.80881),(36 71.14691),(37 73.844185),(38 76.58393),(39 76.55967),(40 77.46482),(41 76.90724),(42 77.26944),
(1 8.095406),(2 12.18206),(3 12.177196),(4 16.584309),(5 25.841366),(6 28.054106),(7 28.124008),(8 30.663717),(9 36.675022),(10 39.307644),(11 39.3398),(12 41.504993),(13 44.666237),(14 45.280754),(15 45.4376),(16 46.341225),(17 48.867832),(18 49.34471),(19 49.351826),(20 49.68696),(21 52.347),(22 53.287567),(23 53.339928),(24 54.345646),(25 55.53442),(26 56.16553),(27 56.23421),(28 55.96131),(29 54.994473),(30 55.324516),(31 55.331264),(32 56.951733),(33 60.27226),(34 61.373837),(35 61.337746),(36 63.273613),(37 64.6681),(38 64.26349),(39 64.27154),(40 62.429886),(41 61.852375),(42 62.317924),
(1 7.6611304),(2 12.094658),(3 12.09355),(4 16.943026),(5 25.374725),(6 28.146427),(7 28.134783),(8 30.302391),(9 33.31291),(10 36.103615),(11 36.237823),(12 39.012077),(13 41.94541),(14 42.23627),(15 42.249695),(16 42.810856),(17 45.806774),(18 47.18731),(19 47.2104),(20 47.177727),(21 48.371925),(22 48.741985),(23 48.75663),(24 49.411613),(25 51.031628),(26 52.20219),(27 52.06357),(28 52.627773),(29 53.527412),(30 55.66494),(31 55.6684),(32 55.83447),(33 58.928818),(34 59.20596),(35 59.2231),(36 60.58992),(37 61.625168),(38 64.02523),(39 64.073685),(40 64.15596),(41 63.745605),(42 62.620598),
(1 8.290236),(2 13.135409),(3 13.133369),(4 17.597033),(5 27.437931),(6 29.959064),(7 30.131317),(8 33.184414),(9 39.067345),(10 41.721165),(11 41.854053),(12 44.53164),(13 48.600624),(14 49.87558),(15 49.966915),(16 51.308464),(17 52.992855),(18 53.518337),(19 53.483154),(20 52.99534),(21 56.142296),(22 56.801758),(23 56.898125),(24 56.010437),(25 58.260212),(26 58.76691),(27 58.82341),(28 58.797646),(29 59.106052),(30 59.327248),(31 59.328167),(32 59.329613),(33 59.474957),(34 60.72333),(35 60.812122),(36 62.03232),(37 65.272224),(38 65.51341),(39 65.452934),(40 66.038),(41 64.63313),(42 63.964943),
(1 7.817922),(2 12.315371),(3 12.315753),(4 16.30446),(5 23.833017),(6 25.600462),(7 25.639074),(8 28.450554),(9 34.248924),(10 36.731293),(11 36.75909),(12 37.894318),(13 41.026073),(14 43.36394),(15 43.38315),(16 45.6788),(17 45.848778),(18 46.3897),(19 46.379642),(20 47.01157),(21 50.242245),(22 49.918404),(23 49.87342),(24 48.963757),(25 52.5466),(26 54.67445),(27 54.78089),(28 54.9453),(29 56.635952),(30 56.63105),(31 56.632313),(32 57.527397),(33 57.668728),(34 57.832775),(35 57.943413),(36 57.918),(37 60.789936),(38 62.0259),(39 62.047882),(40 63.3761),(41 62.870792),(42 63.287476),
(1 7.941544),(2 11.9665365),(3 11.965997),(4 15.120667),(5 23.673456),(6 26.337124),(7 26.32894),(8 29.07486),(9 32.508442),(10 34.714233),(11 34.80639),(12 37.5421),(13 42.08088),(14 44.81418),(15 44.836014),(16 47.089394),(17 48.995197),(18 50.12397),(19 50.08992),(20 51.059273),(21 50.97127),(22 51.448784),(23 51.420223),(24 51.664387),(25 55.08482),(26 56.378063),(27 56.46715),(28 56.457947),(29 57.37112),(30 58.61848),(31 58.61915),(32 59.4691),(33 59.75048),(34 59.74197),(35 59.85408),(36 61.40883),(37 62.968815),(38 62.97409),(39 62.91885),(40 63.111713),(41 63.01136),(42 62.6046),
(1 7.4584107),(2 12.492214),(3 12.492492),(4 17.27971),(5 24.727873),(6 25.950699),(7 25.998936),(8 28.692633),(9 30.42592),(10 31.65868),(11 31.710106),(12 34.253815),(13 37.730865),(14 40.192627),(15 40.306816),(16 42.102257),(17 44.03778),(18 44.50828),(19 44.514523),(20 45.188824),(21 45.76106),(22 47.287758),(23 47.254692),(24 48.364143),(25 49.577404),(26 50.860855),(27 50.917747),(28 51.018642),(29 52.80575),(30 52.43597),(31 52.444283),(32 52.108044),(33 54.08496),(34 55.061367),(35 55.076847),(36 55.407944),(37 56.29181),(38 55.97454),(39 56.118366),(40 56.671776),(41 59.35181),(42 60.357716),
(1 8.569443),(2 13.136511),(3 13.136495),(4 16.129742),(5 23.534891),(6 25.111063),(7 25.253607),(8 26.599487),(9 31.93454),(10 34.43077),(11 34.552437),(12 37.978245),(13 40.61582),(14 42.80069),(15 42.69677),(16 45.208965),(17 47.190735),(18 47.22693),(19 47.44895),(20 48.84597),(21 50.642807),(22 51.527523),(23 51.577972),(24 50.805725),(25 51.610863),(26 52.256874),(27 52.298016),(28 53.59926),(29 55.295166),(30 56.3506),(31 56.365204),(32 55.929985),(33 55.497795),(34 55.534424),(35 55.548508),(36 57.31819),(37 59.04109),(38 59.597137),(39 59.60725),(40 59.963226),(41 60.379093),(42 61.635147),
(1 8.324166),(2 12.809947),(3 12.809775),(4 16.541153),(5 24.109062),(6 26.14241),(7 26.172413),(8 27.773176),(9 32.66731),(10 34.27703),(11 34.347363),(12 36.028503),(13 37.560017),(14 39.170135),(15 39.318268),(16 41.143776),(17 41.64112),(18 41.426437),(19 41.48208),(20 42.556892),(21 45.026268),(22 46.679794),(23 46.78679),(24 49.455914),(25 50.702442),(26 51.32092),(27 51.44247),(28 52.873783),(29 55.443634),(30 57.709297),(31 57.707382),(32 58.01052),(33 57.802826),(34 58.16095),(35 58.2105),(36 58.480892),(37 59.279205),(38 58.80516),(39 58.905674),(40 59.758446),(41 63.17557),(42 64.82613),
(1 8.480112),(2 13.023006),(3 13.021854),(4 17.457447),(5 24.96766),(6 26.803288),(7 26.87036),(8 28.229723),(9 33.660404),(10 35.684666),(11 35.734215),(12 37.72983),(13 39.018425),(14 39.83109),(15 39.825214),(16 40.40305),(17 41.161182),(18 42.021183),(19 42.179085),(20 43.25513),(21 44.120106),(22 45.62643),(23 45.774467),(24 45.76227),(25 44.977905),(26 45.58318),(27 45.706867),(28 47.627747),(29 50.718822),(30 51.166473),(31 51.167652),(32 51.571033),(33 53.078064),(34 53.98363),(35 54.030334),(36 55.29789),(37 55.549217),(38 54.690933),(39 54.703354),(40 55.009857),(41 57.322422),(42 59.339706),
(1 8.380842),(2 12.107228),(3 12.105943),(4 15.674264),(5 23.191227),(6 25.837746),(7 25.88844),(8 27.982216),(9 33.17228),(10 35.157604),(11 35.127483),(12 36.658493),(13 36.759373),(14 37.75216),(15 37.854153),(16 39.57278),(17 40.712852),(18 39.90058),(19 39.80999),(20 41.42133),(21 44.172955),(22 46.263416),(23 46.250694),(24 47.722607),(25 49.063244),(26 49.470657),(27 49.5823),(28 49.866783),(29 51.902657),(30 51.94101),(31 51.934692),(32 51.867012),(33 52.379295),(34 52.679836),(35 52.847095),(36 53.136288),(37 54.19365),(38 54.48397),(39 54.566193),(40 54.76684),(41 55.85344),(42 56.313446),
(1 8.18136),(2 12.685594),(3 12.690605),(4 16.898346),(5 24.492153),(6 26.771406),(7 26.845703),(8 27.212414),(9 32.164536),(10 34.22266),(11 34.27363),(12 35.583263),(13 36.31322),(14 37.399845),(15 37.499702),(16 38.09838),(17 36.9374),(18 37.31135),(19 37.25918),(20 37.85457),(21 40.0467),(22 41.994247),(23 41.978584),(24 43.567543),(25 44.475994),(26 44.835354),(27 44.96246),(28 45.545605),(29 47.43522),(30 48.14875),(31 48.159084),(32 50.662785),(33 53.70159),(34 53.182922),(35 53.283123),(36 52.713234),(37 51.921505),(38 51.823105),(39 51.868797),(40 51.705284),(41 54.541954),(42 55.93368),
(1 8.739775),(2 12.979991),(3 12.974924),(4 16.99402),(5 23.550594),(6 26.018524),(7 26.125448),(8 28.123442),(9 34.363945),(10 36.60986),(11 36.5538),(12 37.80829),(13 37.92906),(14 37.91044),(15 38.02013),(16 37.664017),(17 38.77385),(18 40.125206),(19 40.19477),(20 41.034386),(21 43.455097),(22 45.405113),(23 45.517044),(24 47.353397),(25 49.762947),(26 51.521286),(27 51.51821),(28 52.181396),(29 51.38348),(30 51.283817),(31 51.2834),(32 52.111202),(33 54.25764),(34 55.15738),(35 55.146305),(36 54.174908),(37 55.01677),(38 55.996727),(39 56.00034),(40 56.235016),(41 56.878124),(42 57.861206),
(1 8.074562),(2 12.143056),(3 12.14418),(4 15.739665),(5 23.001526),(6 25.274197),(7 25.328728),(8 26.702694),(9 31.559284),(10 32.768955),(11 32.83925),(12 33.09123),(13 33.705025),(14 34.856655),(15 34.895405),(16 36.72401),(17 39.134426),(18 38.959866),(19 38.96327),(20 40.037357),(21 41.60739),(22 43.23359),(23 43.213634),(24 44.848946),(25 46.192543),(26 47.022858),(27 47.03228),(28 47.04097),(29 47.29722),(30 47.26594),(31 47.25745),(32 47.738724),(33 49.36085),(34 49.2768),(35 49.399166),(36 50.514004),(37 50.290817),(38 50.526947),(39 50.586647),(40 50.409515),(41 50.14866),(42 50.302185),
(1 7.593721),(2 11.461974),(3 11.457994),(4 15.722866),(5 22.902111),(6 25.617275),(7 25.6554),(8 26.664898),(9 30.43681),(10 33.31393),(11 33.45116),(12 34.17661),(13 35.983276),(14 37.059845),(15 37.055756),(16 37.33175),(17 39.053154),(18 40.7662),(19 40.846153),(20 42.341854),(21 44.18256),(22 45.239628),(23 45.189156),(24 46.449245),(25 46.990345),(26 47.18814),(27 47.19163),(28 46.802143),(29 45.87945),(30 45.668453),(31 45.665085),(32 46.511654),(33 48.766937),(34 50.050167),(35 50.16102),(36 50.792343),(37 53.30251),(38 54.153427),(39 54.21176),(40 54.6644),(41 55.247757),(42 54.31187),
(1 7.859232),(2 11.933902),(3 11.941264),(4 15.446673),(5 21.651775),(6 23.606165),(7 23.646254),(8 25.128847),(9 29.331974),(10 31.214962),(11 31.264706),(12 32.46766),(13 35.251637),(14 36.51347),(15 36.56241),(16 38.049427),(17 39.235775),(18 39.576187),(19 39.59013),(20 40.746532),(21 41.545483),(22 41.598526),(23 41.61964),(24 41.875904),(25 43.54074),(26 44.913147),(27 44.991695),(28 45.16581),(29 47.403625),(30 47.86484),(31 47.867416),(32 48.74648),(33 48.388054),(34 49.056213),(35 48.993378),(36 49.42814),(37 50.23435),(38 50.07414),(39 50.10424),(40 50.151062),(41 49.206036),(42 49.12736),
(1 7.417279),(2 10.900076),(3 10.900301),(4 14.467264),(5 21.317451),(6 24.576784),(7 24.61838),(8 27.240166),(9 29.399641),(10 31.180428),(11 31.268488),(12 32.75461),(13 34.80167),(14 35.145),(15 35.24267),(16 36.163),(17 38.05387),(18 38.638878),(19 38.73936),(20 40.866673),(21 41.663525),(22 42.09462),(23 42.05381),(24 43.935497),(25 43.877518),(26 44.063457),(27 44.020466),(28 44.72259),(29 45.08517),(30 46.067528),(31 46.051533),(32 45.897724),(33 47.14399),(34 48.012337),(35 48.058895),(36 49.234997),(37 50.718723),(38 50.384377),(39 50.44534),(40 51.320797),(41 51.2653),(42 51.175095),
(1 7.555086),(2 11.329273),(3 11.332599),(4 14.785622),(5 22.031858),(6 24.577803),(7 24.626228),(8 26.206892),(9 27.98135),(10 30.396173),(11 30.454144),(12 33.053665),(13 35.70874),(14 36.23737),(15 36.223183),(16 36.6677),(17 37.644993),(18 39.15675),(19 39.212395),(20 41.389233),(21 44.95035),(22 44.156925),(23 44.28493),(24 43.814552),(25 45.17449),(26 46.303234),(27 46.331028),(28 46.131107),(29 48.101307),(30 50.334587),(31 50.33513),(32 51.281532),(33 52.083405),(34 51.935112),(35 51.89985),(36 51.574913),(37 53.37375),(38 52.310875),(39 52.289215),(40 51.480255),(41 51.05516),(42 51.35429),
(1 6.750998),(2 10.457906),(3 10.458521),(4 14.573394),(5 21.92141),(6 23.699465),(7 23.695553),(8 24.212343),(9 26.772032),(10 29.374071),(11 29.445395),(12 31.203562),(13 33.140278),(14 33.722656),(15 33.814236),(16 34.86795),(17 36.46099),(18 37.692913),(19 37.824593),(20 38.783936),(21 39.75716),(22 39.77165),(23 39.800957),(24 40.308823),(25 42.203842),(26 42.814884),(27 42.867664),(28 42.30764),(29 42.600407),(30 44.690136),(31 44.685257),(32 44.91719),(33 46.066883),(34 46.555206),(35 46.60061),(36 47.050644),(37 47.90518),(38 48.344063),(39 48.304455),(40 49.43467),(41 50.75461),(42 49.98696),
(1 7.5243845),(2 10.872185),(3 10.8758135),(4 13.786035),(5 20.04571),(6 22.116802),(7 22.142279),(8 23.39691),(9 25.162102),(10 27.130304),(11 27.182043),(12 28.78183),(13 30.690432),(14 31.515081),(15 31.613737),(16 32.42294),(17 34.041992),(18 35.19431),(19 35.25271),(20 36.81306),(21 37.852642),(22 38.202362),(23 38.293167),(24 38.759537),(25 40.178432),(26 41.12657),(27 41.161762),(28 40.860077),(29 42.565037),(30 44.484898),(31 44.480694),(32 45.55625),(33 46.750042),(34 47.618187),(35 47.59034),(36 48.49389),(37 48.195786),(38 48.999878),(39 49.00985),(40 48.618076),(41 49.13085),(42 48.801594),
(1 7.255485),(2 10.581131),(3 10.572295),(4 13.976729),(5 20.67085),(6 22.900854),(7 22.996283),(8 23.965609),(9 28.796019),(10 30.61991),(11 30.812777),(12 31.40995),(13 33.11052),(14 33.894157),(15 34.03057),(16 34.63424),(17 34.60187),(18 34.96768),(19 35.101414),(20 36.358192),(21 38.543545),(22 39.199192),(23 39.364254),(24 40.266716),(25 41.92023),(26 42.80261),(27 42.80398),(28 42.68055),(29 43.35441),(30 44.839855),(31 44.8397),(32 45.9294),(33 47.487823),(34 48.48263),(35 48.469444),(36 48.060516),(37 47.0423),(38 47.444016),(39 47.478706),(40 49.05753),(41 51.112377),(42 51.484955),
(1 7.4140844),(2 11.26281),(3 11.262225),(4 14.49545),(5 20.022709),(6 22.81479),(7 22.938839),(8 24.986605),(9 27.924784),(10 29.103758),(11 29.178562),(12 30.316572),(13 32.438095),(14 32.78774),(15 32.841457),(16 32.964573),(17 33.500305),(18 34.246067),(19 34.24294),(20 35.123356),(21 37.22638),(22 37.497158),(23 37.643593),(24 37.25133),(25 38.845016),(26 39.357067),(27 39.574028),(28 39.81705),(29 39.312378),(30 39.91049),(31 39.90004),(32 40.28107),(33 41.37845),(34 41.741146),(35 41.60967),(36 42.51919),(37 43.993313),(38 44.982037),(39 44.97669),(40 44.47785),(41 44.063786),(42 44.436764),
(1 7.827752),(2 11.531325),(3 11.523311),(4 14.089183),(5 19.854471),(6 22.393972),(7 22.466156),(8 23.974083),(9 26.80515),(10 29.797892),(11 29.946642),(12 31.701502),(13 33.098988),(14 33.787994),(15 33.854164),(16 34.93024),(17 36.70756),(18 36.567196),(19 36.55408),(20 37.355453),(21 36.29834),(22 36.34807),(23 36.3462),(24 37.724583),(25 39.605614),(26 40.554897),(27 40.65894),(28 40.31847),(29 41.227077),(30 42.040215),(31 42.04475),(32 42.653744),(33 43.65302),(34 45.133774),(35 45.155025),(36 46.433346),(37 46.65038),(38 47.528942),(39 47.470425),(40 47.94552),(41 48.66358),(42 48.725925),
(1 7.468373),(2 10.496933),(3 10.496156),(4 13.292822),(5 18.57225),(6 20.067385),(7 20.152908),(8 21.879198),(9 25.01317),(10 26.521042),(11 26.548468),(12 27.887276),(13 29.306828),(14 29.771833),(15 29.751085),(16 31.106848),(17 32.74147),(18 32.35998),(19 32.421616),(20 32.642155),(21 32.675404),(22 33.043995),(23 33.162823),(24 33.287514),(25 34.42213),(26 35.596542),(27 35.7197),(28 35.956413),(29 37.12198),(30 37.792183),(31 37.78533),(32 38.525806),(33 39.78227),(34 40.569496),(35 40.73111),(36 41.436752),(37 42.871586),(38 43.960224),(39 43.9778),(40 45.372723),(41 46.42329),(42 47.155422),
(1 7.457148),(2 10.590778),(3 10.595736),(4 13.370314),(5 19.177464),(6 21.173235),(7 21.20278),(8 21.87979),(9 25.437948),(10 27.348791),(11 27.47232),(12 28.448622),(13 28.966858),(14 30.2625),(15 30.229261),(16 31.618385),(17 34.63088),(18 35.55068),(19 35.625187),(20 36.636547),(21 37.644672),(22 38.4216),(23 38.44528),(24 39.942295),(25 41.061836),(26 40.8227),(27 40.91965),(28 40.872803),(29 41.988987),(30 42.355453),(31 42.356617),(32 42.76546),(33 45.015434),(34 46.01926),(35 46.063156),(36 47.39264),(37 49.176975),(38 49.251316),(39 49.207344),(40 48.590065),(41 48.823975),(42 49.50478),
(1 7.0433397),(2 10.627119),(3 10.629816),(4 13.869348),(5 18.084435),(6 19.268784),(7 19.291878),(8 20.587875),(9 23.796537),(10 25.565533),(11 25.655056),(12 27.14806),(13 28.881935),(14 30.361776),(15 30.398064),(16 31.005333),(17 32.657616),(18 33.121803),(19 33.065983),(20 33.224236),(21 33.581223),(22 33.794346),(23 33.847637),(24 34.037777),(25 35.51949),(26 35.675022),(27 35.78621),(28 36.895096),(29 37.82361),(30 37.768307),(31 37.76454),(32 38.484303),(33 39.297253),(34 40.527103),(35 40.592926),(36 41.66514),(37 42.37032),(38 42.37103),(39 42.188366),(40 42.998177),(41 45.18862),(42 45.827026),
(1 6.6525702),(2 9.529656),(3 9.525345),(4 12.649859),(5 16.636593),(6 17.921309),(7 17.986055),(8 19.647758),(9 24.127771),(10 24.792952),(11 24.796648),(12 26.421013),(13 26.480988),(14 27.570322),(15 27.603977),(16 28.198559),(17 31.643188),(18 32.238976),(19 32.24427),(20 32.413013),(21 34.19417),(22 34.299587),(23 34.349606),(24 34.146362),(25 33.44903),(26 33.406204),(27 33.38029),(28 33.648094),(29 35.897762),(30 37.101677),(31 37.103855),(32 37.776093),(33 38.54963),(34 39.3308),(35 39.352833),(36 39.93695),(37 41.927425),(38 42.073296),(39 42.053497),(40 42.604618),(41 44.079784),(42 44.792927),
(1 7.417394),(2 10.601808),(3 10.602719),(4 13.531052),(5 18.066841),(6 20.05488),(7 20.136047),(8 20.756159),(9 23.333992),(10 24.192398),(11 24.377975),(12 25.47013),(13 27.119347),(14 28.500355),(15 28.624796),(16 28.49206),(17 29.156748),(18 29.212494),(19 29.21738),(20 29.272816),(21 30.111456),(22 31.113401),(23 31.161417),(24 31.100428),(25 32.290585),(26 33.466988),(27 33.495266),(28 34.411793),(29 35.355022),(30 36.179737),(31 36.181385),(32 36.763493),(33 38.55201),(34 39.053436),(35 39.10677),(36 40.003994),(37 41.773487),(38 41.705948),(39 41.637066),(40 42.26466),(41 42.264683),(42 43.06689),
(1 7.0338984),(2 10.266829),(3 10.263273),(4 13.158745),(5 17.88866),(6 19.226425),(7 19.297922),(8 20.141573),(9 22.57831),(10 24.349464),(11 24.462587),(12 26.179602),(13 27.29499),(14 28.112524),(15 28.05615),(16 29.140936),(17 30.3212),(18 30.653131),(19 30.638678),(20 32.0175),(21 32.62266),(22 32.31989),(23 32.357883),(24 32.558353),(25 34.129604),(26 34.865566),(27 34.777706),(28 35.12644),(29 37.10739),(30 37.908188),(31 37.915318),(32 38.402473),(33 39.68588),(34 40.014324),(35 40.127754),(36 40.86403),(37 40.93889),(38 40.763916),(39 40.859344),(40 39.9561),(41 40.895313),(42 42.30494),
(1 7.03501),(2 9.852409),(3 9.846081),(4 12.473321),(5 17.779213),(6 19.58955),(7 19.631641),(8 20.286428),(9 23.477858),(10 25.21397),(11 25.409298),(12 27.598026),(13 28.91119),(14 29.451948),(15 29.404078),(16 29.48922),(17 31.14518),(18 31.253645),(19 31.395576),(20 31.960443),(21 33.33064),(22 33.658257),(23 33.758488),(24 34.28571),(25 35.636105),(26 36.225212),(27 36.259518),(28 36.152184),(29 37.112774),(30 39.308517),(31 39.299774),(32 40.81007),(33 41.888775),(34 41.872265),(35 41.968334),(36 41.646786),(37 41.559834),(38 42.4517),(39 42.509212),(40 43.89307),(41 44.642616),(42 45.45065),
(1 6.4900227),(2 9.512633),(3 9.515536),(4 12.474755),(5 18.475962),(6 20.12822),(7 20.198795),(8 21.139357),(9 24.035177),(10 25.099539),(11 25.10013),(12 25.515179),(13 27.2651),(14 28.23764),(15 28.391699),(16 28.636269),(17 30.032581),(18 29.950478),(19 30.034962),(20 30.379646),(21 31.585558),(22 32.336613),(23 32.31029),(24 32.398785),(25 33.133392),(26 34.840546),(27 34.8539),(28 35.358154),(29 37.227146),(30 36.50587),(31 36.50341),(32 36.145153),(33 37.305435),(34 38.08764),(35 38.233574),(36 38.60419),(37 38.05315),(38 38.10084),(39 38.13659),(40 38.099648),(41 37.952015),(42 38.537952),
(1 6.3955793),(2 8.98601),(3 8.987534),(4 11.379147),(5 16.107527),(6 17.579863),(7 17.641544),(8 19.250149),(9 22.097513),(10 23.380438),(11 23.50993),(12 24.76536),(13 26.883139),(14 27.316534),(15 27.414112),(16 27.639267),(17 29.46773),(18 29.918718),(19 29.965664),(20 30.00625),(21 31.60586),(22 30.703922),(23 30.70257),(24 30.724806),(25 32.51739),(26 34.22501),(27 34.31454),(28 34.65989),(29 35.717915),(30 36.714966),(31 36.70781),(32 36.731907),(33 37.164562),(34 37.278767),(35 37.31776),(36 37.927593),(37 39.335567),(38 40.20951),(39 40.28959),(40 40.635433),(41 41.503754),(42 42.528786),
(1 6.1465273),(2 9.406704),(3 9.407656),(4 12.006652),(5 16.881968),(6 18.618309),(7 18.687801),(8 19.649065),(9 21.896154),(10 23.645391),(11 23.693142),(12 25.492619),(13 26.640242),(14 27.016554),(15 27.155338),(16 27.872952),(17 30.794271),(18 30.90807),(19 31.003653),(20 31.612097),(21 32.225765),(22 32.355087),(23 32.37666),(24 32.696835),(25 31.98649),(26 33.16709),(27 33.286354),(28 33.557022),(29 34.603954),(30 34.56179),(31 34.545456),(32 35.45999),(33 36.010178),(34 35.69752),(35 35.742565),(36 35.084538),(37 35.91281),(38 37.442604),(39 37.396713),(40 38.421963),(41 39.27908),(42 39.19133),
(1 6.2455544),(2 9.223243),(3 9.225241),(4 11.499185),(5 16.026754),(6 17.780272),(7 17.791609),(8 19.17493),(9 21.126814),(10 22.251427),(11 22.285736),(12 24.205297),(13 25.877956),(14 26.578295),(15 26.660507),(16 27.203648),(17 29.14143),(18 29.980907),(19 30.03076),(20 30.014498),(21 30.427183),(22 30.040815),(23 30.13649),(24 29.772507),(25 31.40011),(26 33.630077),(27 33.788666),(28 34.349297),(29 34.007156),(30 34.198784),(31 34.193726),(32 34.049225),(33 35.192604),(34 35.452976),(35 35.617878),(36 35.568813),(37 36.625416),(38 37.457653),(39 37.4756),(40 37.611084),(41 37.829502),(42 38.85755),
