1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 39.517197),(2 45.602333),(3 50.489243),(4 53.07765),(5 55.39216),(6 57.300266),(7 58.124943),(8 59.716103),(9 59.888382),(10 61.012245),(11 62.1089),(12 62.164413),(13 62.724323),(14 63.034077),(15 62.936928),(16 63.126545),(17 63.72529),(18 63.650238),(19 63.848366),(20 63.55874),(21 64.23356),(22 65.10319),(23 65.3631),(24 65.76232),(25 65.27307),(26 65.37619),(27 66.20775),(28 65.1476),(29 65.1768),(30 65.10195),(31 64.25007),(32 63.649998),(33 63.88687),(34 64.31219),(35 65.345566),(36 64.575745),(37 64.612686),(38 65.04141),(39 65.89213),(40 65.94688),(41 65.581924),(42 64.72584),(43 64.56822),(44 64.13477),(45 64.56677),(46 64.646225),(47 65.07151),(48 64.57179),(49 63.533226),(50 63.433105),(51 64.39009),(52 64.193855),(53 64.87824),(54 63.84702),(55 63.41048),(56 63.05737),(57 62.679676),(58 63.652477),(59 63.83776),(60 63.729706),(61 63.738247),(62 64.839035),(63 66.19783),(64 65.8547),(65 65.37002),(66 65.78762),(67 66.869705),(68 66.53894),(69 66.56553),(70 66.46859),(71 66.32891),(72 66.19536),(73 66.73357),(74 67.176674),(75 67.85152),(76 67.287605),(77 66.83704),(78 66.16451),(79 66.37711),
(1 39.540375),(2 46.26829),(3 50.242985),(4 52.18696),(5 54.182583),(6 55.293167),(7 56.735382),(8 58.67905),(9 58.995445),(10 61.08451),(11 61.308407),(12 61.74951),(13 63.260178),(14 63.18546),(15 63.14505),(16 63.608192),(17 64.40867),(18 64.25325),(19 64.76691),(20 65.481125),(21 65.25293),(22 64.73368),(23 64.4497),(24 64.75108),(25 65.08171),(26 65.22409),(27 65.72906),(28 64.438576),(29 64.524124),(30 64.90261),(31 65.03844),(32 64.56573),(33 64.718445),(34 64.98357),(35 65.585655),(36 65.2448),(37 65.78277),(38 65.08591),(39 65.93404),(40 66.151726),(41 66.6361),(42 65.9931),(43 66.42979),(44 65.64584),(45 65.49146),(46 65.98869),(47 65.21245),(48 65.14238),(49 65.77231),(50 65.0445),(51 64.76124),(52 65.137),(53 64.928894),(54 66.05738),(55 65.36856),(56 65.21474),(57 66.37129),(58 66.803185),(59 66.09591),(60 66.60733),(61 66.43334),(62 65.49211),(63 66.21334),(64 65.5467),(65 66.47142),(66 66.8918),(67 67.11651),(68 67.266655),(69 67.26736),(70 67.64377),(71 67.88332),(72 68.03701),(73 69.31325),(74 68.04608),(75 68.591125),(76 67.611084),(77 67.308655),(78 66.06755),(79 65.49445),
(1 38.61587),(2 44.85877),(3 48.740288),(4 50.715755),(5 52.301575),(6 53.57483),(7 55.40714),(8 56.45637),(9 56.014847),(10 57.697334),(11 58.9875),(12 59.515877),(13 59.565277),(14 59.674137),(15 60.1906),(16 60.589222),(17 61.639442),(18 61.490788),(19 62.26336),(20 62.80319),(21 62.89367),(22 63.339737),(23 63.329136),(24 63.452805),(25 64.21157),(26 63.79494),(27 64.07139),(28 64.8171),(29 63.92556),(30 65.39921),(31 65.643234),(32 64.77975),(33 64.566475),(34 65.88645),(35 65.33525),(36 65.12558),(37 65.42352),(38 64.69962),(39 65.29322),(40 65.13556),(41 64.73858),(42 64.30041),(43 64.63329),(44 64.03622),(45 64.255486),(46 64.48931),(47 64.70563),(48 64.715195),(49 64.14034),(50 64.079704),(51 63.580975),(52 63.03153),(53 64.932785),(54 65.11851),(55 65.32452),(56 65.44868),(57 65.520096),(58 66.61751),(59 65.85143),(60 65.4085),(61 65.89036),(62 65.23778),(63 66.13417),(64 65.66254),(65 66.85743),(66 66.42382),(67 67.049255),(68 66.85742),(69 65.34477),(70 65.95027),(71 65.65304),(72 65.84194),(73 66.78016),(74 66.69164),(75 66.87779),(76 66.928),(77 66.18093),(78 66.17293),(79 66.19889),
(1 38.438576),(2 44.75011),(3 49.662937),(4 51.76394),(5 53.76927),(6 55.43778),(7 56.943794),(8 58.38623),(9 58.2208),(10 58.28877),(11 58.75718),(12 59.61892),(13 60.599033),(14 60.68416),(15 60.607212),(16 60.403084),(17 61.53244),(18 61.660213),(19 62.12637),(20 62.234898),(21 62.715034),(22 62.663654),(23 61.84041),(24 62.84358),(25 62.562603),(26 62.40102),(27 62.13091),(28 62.49512),(29 63.097893),(30 63.77387),(31 63.902435),(32 63.812614),(33 62.96668),(34 63.168343),(35 63.17534),(36 63.353935),(37 64.00969),(38 64.172),(39 64.09563),(40 63.240562),(41 63.84059),(42 63.536945),(43 63.35094),(44 63.86653),(45 63.219337),(46 63.819077),(47 64.04478),(48 64.18056),(49 64.63658),(50 63.646942),(51 62.926598),(52 62.89556),(53 63.24678),(54 63.48598),(55 63.864777),(56 64.14248),(57 64.343735),(58 65.47168),(59 63.890415),(60 64.428185),(61 63.865185),(62 62.88599),(63 63.588825),(64 64.33394),(65 65.287254),(66 65.20392),(67 65.28165),(68 65.63276),(69 65.78528),(70 66.70987),(71 65.954956),(72 66.01823),(73 67.053314),(74 66.21751),(75 67.18459),(76 67.37299),(77 67.49126),(78 65.291695),(79 64.548996),
(1 38.59267),(2 44.828575),(3 48.649136),(4 51.45575),(5 53.213898),(6 53.859024),(7 55.151997),(8 56.42445),(9 56.659153),(10 58.135616),(11 58.669132),(12 58.831467),(13 60.015343),(14 60.074146),(15 60.488007),(16 60.47196),(17 61.443367),(18 61.14001),(19 62.109833),(20 61.885567),(21 61.82857),(22 62.28905),(23 62.30413),(24 63.232582),(25 62.98161),(26 63.569443),(27 64.144264),(28 64.3327),(29 64.860855),(30 65.02762),(31 64.16234),(32 64.20828),(33 63.385597),(34 63.42058),(35 63.428394),(36 63.333023),(37 63.614796),(38 63.254257),(39 63.68704),(40 64.0096),(41 63.539345),(42 63.5431),(43 63.963444),(44 63.27393),(45 63.34573),(46 63.684914),(47 63.223675),(48 63.05949),(49 62.47688),(50 63.10981),(51 63.547024),(52 62.37604),(53 63.34),(54 63.71726),(55 63.61004),(56 64.31345),(57 64.55446),(58 63.975872),(59 64.4099),(60 63.648342),(61 64.49991),(62 64.16096),(63 63.99434),(64 64.81423),(65 65.29542),(66 65.75966),(67 65.43998),(68 65.55313),(69 65.348564),(70 65.87528),(71 65.77713),(72 65.75245),(73 66.58792),(74 65.81831),(75 66.12994),(76 65.50072),(77 65.61364),(78 64.82638),(79 64.9267),
(1 37.440983),(2 43.814533),(3 48.340446),(4 50.947563),(5 51.935577),(6 53.24288),(7 55.305634),(8 56.142593),(9 57.283764),(10 58.896847),(11 59.516487),(12 59.178097),(13 59.775513),(14 59.75294),(15 60.621777),(16 60.18578),(17 61.628246),(18 61.034267),(19 62.09769),(20 61.593636),(21 62.628693),(22 62.725357),(23 63.258595),(24 63.339233),(25 62.949265),(26 62.777588),(27 62.79245),(28 62.762028),(29 62.716976),(30 63.77752),(31 63.54063),(32 63.44342),(33 63.49845),(34 63.67805),(35 64.09422),(36 63.606033),(37 64.675186),(38 65.23313),(39 65.17152),(40 65.11534),(41 65.08132),(42 64.522995),(43 65.02812),(44 65.22344),(45 64.91321),(46 64.682655),(47 64.336174),(48 63.023132),(49 63.474133),(50 63.9787),(51 63.85199),(52 62.617786),(53 63.175213),(54 62.62889),(55 64.23089),(56 64.87404),(57 64.77664),(58 65.6577),(59 64.88677),(60 65.35203),(61 65.540306),(62 65.579216),(63 65.55368),(64 65.50678),(65 65.94106),(66 65.77456),(67 67.266365),(68 66.79225),(69 67.042984),(70 68.23691),(71 67.353264),(72 67.04691),(73 66.729866),(74 67.07549),(75 66.58525),(76 67.41062),(77 67.20042),(78 66.72057),(79 66.66545),
(1 38.941036),(2 44.572327),(3 49.41461),(4 51.517036),(5 52.771473),(6 54.437187),(7 55.330055),(8 56.89175),(9 57.08061),(10 58.717247),(11 58.743176),(12 59.17532),(13 59.229565),(14 60.54503),(15 61.37115),(16 61.008343),(17 62.17264),(18 61.507042),(19 62.92471),(20 63.150703),(21 64.20096),(22 63.739273),(23 63.355007),(24 63.75926),(25 63.155857),(26 63.483467),(27 64.108406),(28 64.38093),(29 64.11498),(30 65.65646),(31 64.48947),(32 64.67714),(33 64.06753),(34 63.05065),(35 64.578316),(36 64.70747),(37 64.11022),(38 63.626263),(39 64.42007),(40 64.41324),(41 64.83072),(42 64.773315),(43 64.45044),(44 64.64512),(45 63.610016),(46 63.49894),(47 63.440994),(48 63.491657),(49 64.3125),(50 63.604633),(51 64.459145),(52 63.857616),(53 64.64234),(54 64.51184),(55 65.33038),(56 65.58207),(57 65.41669),(58 66.049225),(59 66.852585),(60 65.6971),(61 66.14089),(62 66.823296),(63 67.03397),(64 66.90807),(65 67.83537),(66 67.69119),(67 68.89539),(68 68.68744),(69 68.971756),(70 67.56326),(71 68.13806),(72 67.99278),(73 68.52189),(74 68.55425),(75 68.552605),(76 67.32475),(77 67.48189),(78 66.6104),(79 67.53383),
(1 36.857063),(2 42.470993),(3 47.381203),(4 50.00809),(5 51.814327),(6 53.111645),(7 53.66637),(8 54.846924),(9 55.521477),(10 57.077663),(11 56.752274),(12 58.076828),(13 58.59387),(14 58.298653),(15 59.428673),(16 60.449104),(17 60.735416),(18 60.528137),(19 60.86456),(20 61.718163),(21 61.777813),(22 63.09881),(23 61.678577),(24 62.165672),(25 61.594196),(26 61.407528),(27 62.25577),(28 61.649075),(29 62.54292),(30 63.246143),(31 63.059116),(32 63.434708),(33 63.299343),(34 62.605442),(35 62.385063),(36 62.79034),(37 63.629387),(38 62.951912),(39 63.856983),(40 62.993355),(41 63.43425),(42 62.89554),(43 63.062744),(44 62.87936),(45 62.168583),(46 62.120285),(47 61.67653),(48 62.10617),(49 61.332832),(50 61.140923),(51 62.041977),(52 61.850513),(53 62.631844),(54 62.701973),(55 63.069984),(56 62.80197),(57 62.651165),(58 63.572792),(59 62.543846),(60 63.778008),(61 63.736923),(62 63.937225),(63 63.935173),(64 63.57013),(65 63.90102),(66 64.166115),(67 64.56765),(68 64.15635),(69 65.27442),(70 65.46543),(71 64.54706),(72 64.91222),(73 64.430016),(74 64.69301),(75 64.11837),(76 64.02385),(77 64.948715),(78 65.0255),(79 65.179825),
(1 37.668156),(2 43.25423),(3 47.171955),(4 50.35825),(5 52.659916),(6 53.548653),(7 54.803146),(8 57.199184),(9 57.514503),(10 58.299095),(11 58.68675),(12 59.61365),(13 59.65397),(14 60.767788),(15 61.894184),(16 62.639595),(17 62.62023),(18 61.778908),(19 61.284035),(20 61.131393),(21 61.880726),(22 61.515663),(23 62.248444),(24 62.525574),(25 62.448463),(26 61.873623),(27 62.104904),(28 61.910236),(29 62.702732),(30 61.631905),(31 61.59413),(32 62.36242),(33 60.618523),(34 61.19061),(35 61.479774),(36 62.522686),(37 63.11818),(38 62.093773),(39 62.733646),(40 62.30568),(41 63.46097),(42 62.644917),(43 62.53),(44 62.84275),(45 62.382706),(46 62.728344),(47 62.3597),(48 61.978195),(49 62.354397),(50 61.884224),(51 62.632885),(52 63.59442),(53 63.67651),(54 64.4166),(55 65.05131),(56 64.18881),(57 63.361713),(58 64.13502),(59 64.034904),(60 64.54549),(61 64.337555),(62 64.20849),(63 65.36095),(64 63.872948),(65 64.59306),(66 63.802372),(67 64.38602),(68 65.21301),(69 65.01279),(70 64.58578),(71 64.38215),(72 64.79855),(73 65.78067),(74 65.883995),(75 65.31687),(76 65.19355),(77 66.13208),(78 65.51806),(79 65.52307),
(1 38.550823),(2 43.304752),(3 47.835884),(4 50.059883),(5 52.471016),(6 53.85196),(7 55.11507),(8 56.622593),(9 56.512527),(10 57.68122),(11 58.078655),(12 59.136288),(13 60.31596),(14 60.61181),(15 62.334858),(16 61.702682),(17 61.655396),(18 62.52465),(19 63.60708),(20 63.639984),(21 63.98315),(22 64.37988),(23 63.990738),(24 63.88906),(25 63.751534),(26 63.35898),(27 62.756866),(28 62.753017),(29 62.419098),(30 64.26154),(31 63.895336),(32 62.97825),(33 63.107407),(34 63.25985),(35 62.423546),(36 62.924496),(37 62.788532),(38 63.22863),(39 62.70304),(40 62.675247),(41 62.805603),(42 62.7081),(43 62.63733),(44 63.30935),(45 62.991367),(46 62.36209),(47 61.678905),(48 61.699917),(49 61.92777),(50 61.985367),(51 61.85836),(52 61.735413),(53 62.267075),(54 62.410934),(55 63.83424),(56 64.23376),(57 65.27307),(58 66.26196),(59 65.69183),(60 65.59799),(61 66.19747),(62 66.420456),(63 67.10146),(64 67.244064),(65 68.260666),(66 67.25842),(67 67.99081),(68 68.16721),(69 67.540825),(70 67.762344),(71 67.5867),(72 67.72041),(73 67.70119),(74 67.48481),(75 66.660164),(76 66.248505),(77 66.46659),(78 65.9086),(79 65.16179),
(1 37.633793),(2 42.998215),(3 47.465076),(4 49.99761),(5 52.546963),(6 53.92235),(7 55.305763),(8 56.379055),(9 56.816105),(10 58.168602),(11 58.987743),(12 59.792747),(13 58.94045),(14 59.321983),(15 60.16699),(16 59.995792),(17 61.40746),(18 61.274906),(19 61.934444),(20 62.379005),(21 62.81883),(22 63.34761),(23 63.009125),(24 62.105392),(25 61.623497),(26 61.580227),(27 62.885696),(28 62.156338),(29 61.40828),(30 61.9281),(31 62.643486),(32 60.89954),(33 62.00699),(34 61.67195),(35 61.87517),(36 62.733784),(37 62.82526),(38 61.874504),(39 62.577534),(40 62.237278),(41 61.978176),(42 62.187454),(43 61.17112),(44 62.54465),(45 61.73314),(46 62.190395),(47 61.863125),(48 61.73982),(49 62.43908),(50 61.865116),(51 62.2493),(52 61.981205),(53 62.53212),(54 62.715343),(55 64.02844),(56 64.253105),(57 63.85133),(58 64.73402),(59 63.871227),(60 64.90428),(61 65.43314),(62 65.28289),(63 65.43014),(64 64.817116),(65 64.22386),(66 65.01278),(67 65.238914),(68 64.90518),(69 64.36429),(70 65.02972),(71 65.03326),(72 65.444466),(73 66.08128),(74 66.87392),(75 66.94959),(76 66.185555),(77 65.34818),(78 65.0945),(79 63.748154),
(1 38.175575),(2 44.368702),(3 47.39598),(4 50.698242),(5 52.609756),(6 52.99265),(7 54.136906),(8 55.04147),(9 55.688126),(10 57.549343),(11 56.940483),(12 57.602936),(13 57.80025),(14 58.77286),(15 59.502583),(16 59.863895),(17 60.66419),(18 61.77347),(19 61.76352),(20 61.898323),(21 62.660217),(22 62.51303),(23 62.459095),(24 62.734325),(25 62.59029),(26 62.812054),(27 63.415783),(28 63.49968),(29 63.379066),(30 63.233284),(31 64.14291),(32 63.80268),(33 64.3531),(34 64.68701),(35 64.50859),(36 64.384125),(37 64.30019),(38 64.84666),(39 65.370255),(40 64.528114),(41 65.112816),(42 66.230896),(43 65.5001),(44 65.43479),(45 64.57396),(46 64.825195),(47 64.69037),(48 63.628056),(49 63.42922),(50 62.810608),(51 63.423462),(52 62.946167),(53 63.348106),(54 63.639896),(55 64.478424),(56 64.87302),(57 63.962887),(58 64.90759),(59 64.31644),(60 66.285324),(61 66.12589),(62 66.26759),(63 66.66656),(64 67.10384),(65 67.12546),(66 68.102295),(67 67.412964),(68 66.844345),(69 67.41384),(70 66.87086),(71 67.6599),(72 67.362434),(73 67.484955),(74 67.22306),(75 67.411446),(76 66.28993),(77 66.29972),(78 66.32377),(79 65.62822),
(1 35.647053),(2 41.363216),(3 46.245617),(4 49.037876),(5 50.41527),(6 50.93738),(7 51.970844),(8 52.979893),(9 54.279873),(10 55.097553),(11 55.927742),(12 56.0333),(13 56.850468),(14 57.09104),(15 57.789917),(16 57.75412),(17 58.342293),(18 58.866615),(19 58.6774),(20 58.673637),(21 59.461365),(22 60.972656),(23 60.231598),(24 60.434177),(25 60.65544),(26 60.760574),(27 60.70498),(28 60.395824),(29 60.42154),(30 61.291237),(31 61.4773),(32 61.152348),(33 61.665398),(34 61.478786),(35 61.803925),(36 61.627182),(37 60.376907),(38 60.58002),(39 60.906292),(40 61.13949),(41 61.220123),(42 61.71051),(43 61.47605),(44 61.532265),(45 61.587814),(46 61.19486),(47 60.94023),(48 61.2116),(49 60.68506),(50 60.415173),(51 61.033585),(52 60.71805),(53 61.297287),(54 61.406467),(55 60.138275),(56 61.127342),(57 61.49804),(58 62.063576),(59 61.480186),(60 62.274235),(61 62.227833),(62 62.597282),(63 62.964085),(64 62.534744),(65 61.89661),(66 62.805225),(67 62.806248),(68 62.12077),(69 61.6629),(70 62.23244),(71 61.99869),(72 61.82922),(73 62.54637),(74 63.123383),(75 63.45651),(76 61.96231),(77 62.702686),(78 62.57481),(79 61.806725),
(1 36.83413),(2 42.895107),(3 46.236034),(4 49.341133),(5 50.721947),(6 52.10711),(7 53.382507),(8 54.432602),(9 55.635323),(10 56.50708),(11 56.776928),(12 57.50529),(13 57.94288),(14 58.150444),(15 59.310875),(16 59.568985),(17 60.998222),(18 61.128395),(19 61.291958),(20 61.540928),(21 61.71629),(22 62.45621),(23 62.06265),(24 61.30792),(25 61.634598),(26 61.12692),(27 61.928345),(28 61.90589),(29 61.51736),(30 62.732933),(31 62.786705),(32 62.592403),(33 63.07591),(34 63.11338),(35 62.814884),(36 62.158447),(37 61.964237),(38 62.678783),(39 62.993824),(40 63.14045),(41 63.78493),(42 64.39464),(43 64.10315),(44 63.962574),(45 63.372105),(46 64.18464),(47 63.63321),(48 64.014854),(49 64.362724),(50 63.70366),(51 65.08129),(52 64.35304),(53 63.60656),(54 64.25048),(55 63.603592),(56 63.804337),(57 64.08283),(58 63.117462),(59 63.241478),(60 63.94637),(61 64.28072),(62 64.98337),(63 65.00857),(64 64.61497),(65 64.89438),(66 64.59133),(67 64.56809),(68 65.17391),(69 65.093544),(70 64.966156),(71 64.48444),(72 64.12652),(73 64.74721),(74 64.54038),(75 65.54193),(76 64.00755),(77 64.23021),(78 64.72938),(79 64.26762),
(1 36.58916),(2 42.977432),(3 46.38786),(4 49.169975),(5 51.03691),(6 52.193115),(7 53.688484),(8 54.618397),(9 56.140484),(10 55.917652),(11 56.962723),(12 57.22277),(13 58.05063),(14 58.113064),(15 58.953236),(16 59.277485),(17 59.58681),(18 59.957283),(19 61.05071),(20 61.426212),(21 61.55598),(22 62.43103),(23 61.533024),(24 61.408043),(25 61.071644),(26 60.197395),(27 60.136703),(28 60.0224),(29 60.329414),(30 60.08974),(31 60.025764),(32 60.17338),(33 60.205303),(34 60.59947),(35 60.573383),(36 61.67639),(37 62.54694),(38 62.938736),(39 62.360577),(40 62.0823),(41 62.892986),(42 62.20496),(43 62.409943),(44 62.36428),(45 62.21561),(46 61.514977),(47 61.95067),(48 62.326054),(49 62.81342),(50 62.10992),(51 62.512543),(52 62.367046),(53 62.307354),(54 63.653156),(55 63.230225),(56 63.451473),(57 62.828648),(58 62.68146),(59 62.31368),(60 62.84487),(61 62.96871),(62 63.24607),(63 63.15927),(64 62.807167),(65 63.70358),(66 63.32193),(67 63.74311),(68 64.070114),(69 62.99421),(70 63.8914),(71 63.741116),(72 63.252895),(73 63.682026),(74 64.11806),(75 64.09799),(76 63.346046),(77 63.837254),(78 63.685642),(79 62.842052),
(1 37.908222),(2 44.317905),(3 48.640438),(4 50.718834),(5 52.383747),(6 53.93852),(7 55.012974),(8 55.83291),(9 57.558372),(10 57.82375),(11 57.950146),(12 58.700695),(13 58.88677),(14 60.167526),(15 60.509426),(16 61.02075),(17 61.106403),(18 60.74013),(19 61.44813),(20 61.084892),(21 60.4854),(22 61.34868),(23 60.76204),(24 60.995033),(25 61.06061),(26 61.41979),(27 61.955616),(28 61.781746),(29 62.579014),(30 62.32315),(31 61.860497),(32 62.32445),(33 62.269913),(34 63.176018),(35 62.22213),(36 63.139675),(37 63.2395),(38 63.530155),(39 64.470276),(40 64.17819),(41 63.78747),(42 63.75478),(43 64.82555),(44 64.86163),(45 63.890327),(46 63.770237),(47 63.720287),(48 63.382294),(49 64.32993),(50 62.15238),(51 62.73329),(52 62.375854),(53 61.967503),(54 62.769653),(55 62.345707),(56 63.60854),(57 63.863285),(58 64.05602),(59 63.606113),(60 64.47537),(61 64.160545),(62 64.29759),(63 63.668835),(64 63.322113),(65 64.999115),(66 64.107925),(67 64.97535),(68 64.53988),(69 64.17489),(70 63.606857),(71 64.15908),(72 64.373146),(73 63.554554),(74 63.22755),(75 64.49588),(76 63.085285),(77 62.91077),(78 62.235386),(79 62.340622),
(1 36.797455),(2 42.967873),(3 47.352818),(4 49.7909),(5 50.71697),(6 51.462425),(7 52.543003),(8 53.363068),(9 54.2035),(10 55.86328),(11 55.52877),(12 56.118324),(13 56.30735),(14 57.323154),(15 58.2281),(16 57.996742),(17 58.94399),(18 57.877754),(19 58.629265),(20 59.390205),(21 60.196438),(22 59.412933),(23 60.090775),(24 60.042137),(25 59.91435),(26 60.801117),(27 61.14588),(28 60.286617),(29 61.60748),(30 60.834785),(31 61.440796),(32 61.358692),(33 61.376884),(34 61.975323),(35 61.354263),(36 60.509148),(37 60.7626),(38 60.95718),(39 61.237537),(40 61.882156),(41 61.828854),(42 60.904846),(43 60.815796),(44 61.14531),(45 60.90897),(46 61.31607),(47 60.858448),(48 61.20625),(49 61.361073),(50 60.724922),(51 60.915318),(52 59.954426),(53 60.07222),(54 60.968983),(55 61.17842),(56 61.91153),(57 62.145744),(58 62.790844),(59 62.48832),(60 61.22315),(61 62.590126),(62 62.323772),(63 62.481773),(64 62.24838),(65 62.530632),(66 62.81126),(67 63.365),(68 63.183445),(69 62.577156),(70 63.365646),(71 62.641663),(72 62.11117),(73 62.61597),(74 63.026524),(75 63.893623),(76 62.356213),(77 62.45492),(78 62.084335),(79 62.035923),
(1 35.7876),(2 40.72806),(3 44.514626),(4 47.164013),(5 49.283596),(6 49.706295),(7 50.72235),(8 51.520546),(9 52.045044),(10 53.67558),(11 54.19913),(12 54.918743),(13 55.419975),(14 55.60056),(15 56.486908),(16 57.02753),(17 57.51203),(18 58.370975),(19 58.87413),(20 58.460926),(21 59.393158),(22 59.567585),(23 59.102036),(24 58.76071),(25 58.527843),(26 58.637955),(27 60.20896),(28 59.63583),(29 59.73125),(30 59.416904),(31 59.867435),(32 60.518513),(33 60.59097),(34 60.8858),(35 61.414803),(36 61.512394),(37 61.35816),(38 60.20273),(39 60.432102),(40 59.330814),(41 59.320976),(42 58.813705),(43 59.05622),(44 59.089554),(45 58.341652),(46 59.688736),(47 58.473232),(48 58.24258),(49 58.885323),(50 58.359287),(51 58.663322),(52 58.4539),(53 59.120655),(54 59.47284),(55 59.920296),(56 60.452663),(57 60.306866),(58 60.957912),(59 60.524673),(60 59.810146),(61 60.146408),(62 60.009853),(63 61.265785),(64 61.285667),(65 61.160233),(66 61.612564),(67 61.642525),(68 61.561523),(69 61.288902),(70 61.81588),(71 62.15141),(72 62.033348),(73 62.681576),(74 62.37389),(75 62.70129),(76 62.4108),(77 61.542347),(78 61.126057),(79 60.606216),
