1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 182251.97),(2 693844.8),(3 1493150.6),(4 2516442.8),(5 3695743.8),(6 4936344.5),(7 6184774.5),(8 7361078.5),(9 8450465),(10 9374780),(11 10141639),(12 10735770),(13 11142518),(14 11371631),(15 11464629),(16 11430635),(17 11300226),(18 11094081),(19 10828955),(20 10539100),(21 10238931),(22 9951795),(23 9692566),(24 9475051),(25 9330358),(26 9275993),(27 9315758),(28 9467240),(29 9764971),(30 10161816),(31 10629592),(32 11138432),(33 11667818),(34 12139107),(35 12533846),(36 12807207),(37 12931811),(38 12952665),(39 12899832),(40 12810148),(41 12685628),(42 12542251),(43 12368996),(44 12205849),(45 12014477),(46 11804881),(47 11576887),(48 11367174),(49 11201600),(50 11053195),(51 10901433),(52 10765250),(53 10631435),(54 10511317),(55 10399269),(56 10315091),(57 10275795),(58 10272520),(59 10297439),(60 10339390),(61 10374897),(62 10398294),(63 10421608),(64 10455258),(65 10517828),(66 10628915),(67 10812348),(68 11062190),(69 11366908),(70 11693409),(71 12031043),(72 12341880),(73 12598283),(74 12769110),(75 12841137),(76 12801446),(77 12658269),(78 12425668),(79 12133178),
(1 172498.08),(2 659614.8),(3 1424940.4),(4 2402915.3),(5 3530338),(6 4715676.5),(7 5884693.5),(8 6976648.5),(9 7946714.5),(10 8759877),(11 9398618),(12 9870182),(13 10191764),(14 10363962),(15 10405349),(16 10345555),(17 10190092),(18 9952279),(19 9658075),(20 9324016),(21 8973190),(22 8625740),(23 8305943.5),(24 8026753.5),(25 7827659.5),(26 7681152),(27 7594994.5),(28 7589928.5),(29 7662138),(30 7791889.5),(31 7989357.5),(32 8217544),(33 8475482),(34 8754967),(35 9026815),(36 9266675),(37 9458287),(38 9584929),(39 9623764),(40 9587025),(41 9489989),(42 9378742),(43 9239260),(44 9099392),(45 8965081),(46 8843317),(47 8719013),(48 8597321),(49 8497221),(50 8429507),(51 8394175),(52 8406325),(53 8450984),(54 8506751),(55 8569719),(56 8620514),(57 8690728),(58 8777069),(59 8891539),(60 9050563),(61 9230252),(62 9435287),(63 9661125),(64 9927106),(65 10228538),(66 10553064),(67 10901930),(68 11271039),(69 11653947),(70 12028781),(71 12396605),(72 12739531),(73 13024249),(74 13252104),(75 13369439),(76 13348535),(77 13209479),(78 12940481),(79 12565665),
(1 144532.73),(2 552934.06),(3 1192060.1),(4 1997291.3),(5 2927186),(6 3900082.5),(7 4852144.5),(8 5750035),(9 6545398.5),(10 7211442),(11 7726902),(12 8083168.5),(13 8315629),(14 8432728),(15 8453498),(16 8404621),(17 8298168.5),(18 8143595.5),(19 7976068),(20 7809651),(21 7665007.5),(22 7561541),(23 7513191),(24 7521020),(25 7605840.5),(26 7726573),(27 7896557),(28 8104900.5),(29 8352581),(30 8606212),(31 8871540),(32 9117426),(33 9351832),(34 9537276),(35 9677102),(36 9762787),(37 9777733),(38 9732649),(39 9639165),(40 9477082),(41 9270428),(42 9042103),(43 8810218),(44 8548730),(45 8302075),(46 8097680),(47 7924672.5),(48 7783593),(49 7675675),(50 7591455.5),(51 7528576.5),(52 7475598),(53 7436651),(54 7380601),(55 7309162),(56 7240189.5),(57 7176772),(58 7148431.5),(59 7152530.5),(60 7192364),(61 7264376.5),(62 7356084.5),(63 7459458.5),(64 7597275),(65 7760286.5),(66 7959926),(67 8191553.5),(68 8463773),(69 8759121),(70 9086473),(71 9429935),(72 9736589),(73 10003465),(74 10255319),(75 10466145),(76 10630234),(77 10733737),(78 10736854),(79 10667223),
(1 134212.52),(2 509560.1),(3 1091396.9),(4 1812064),(5 2619233.8),(6 3427605),(7 4184852.5),(8 4862679.5),(9 5446235.5),(10 5918368),(11 6285546),(12 6550224.5),(13 6722366),(14 6785499),(15 6774022),(16 6697691.5),(17 6586424.5),(18 6446562.5),(19 6303049.5),(20 6180644.5),(21 6090677),(22 6054959.5),(23 6071126.5),(24 6143924.5),(25 6296171.5),(26 6520558),(27 6821821.5),(28 7154649),(29 7529362.5),(30 7910406.5),(31 8270701),(32 8594467),(33 8863695),(34 9046271),(35 9151188),(36 9189537),(37 9166104),(38 9091471),(39 8980669),(40 8831301),(41 8641642),(42 8440235),(43 8231047),(44 7997917.5),(45 7776750.5),(46 7572973),(47 7401063.5),(48 7262694.5),(49 7155054.5),(50 7056858),(51 6981828),(52 6918049.5),(53 6865485),(54 6817980),(55 6744099),(56 6655467),(57 6551038.5),(58 6474666),(59 6427796.5),(60 6405993),(61 6403114),(62 6430910.5),(63 6446423.5),(64 6456291),(65 6468938),(66 6476524),(67 6495734.5),(68 6543019),(69 6588866.5),(70 6656366),(71 6732347.5),(72 6799198.5),(73 6859099),(74 6901129.5),(75 6922117),(76 6967469),(77 7024785.5),(78 7066228),(79 7130757),
(1 136358.83),(2 513892.13),(3 1088099.3),(4 1795724.5),(5 2574287.8),(6 3345592),(7 4055490.8),(8 4657729),(9 5122723),(10 5454903.5),(11 5662177),(12 5775023.5),(13 5830701),(14 5838726),(15 5801828),(16 5727955.5),(17 5628800),(18 5514214.5),(19 5399586.5),(20 5306164.5),(21 5251630),(22 5249974.5),(23 5304780.5),(24 5421175.5),(25 5596481),(26 5816959),(27 6082342),(28 6369097),(29 6689973.5),(30 7008003.5),(31 7308927.5),(32 7588726),(33 7840755),(34 8056092.5),(35 8215613.5),(36 8325718),(37 8365252),(38 8359027),(39 8307056.5),(40 8211775.5),(41 8064362),(42 7874620.5),(43 7666678.5),(44 7446780.5),(45 7214887.5),(46 6997362),(47 6812758.5),(48 6651681),(49 6535018.5),(50 6453016.5),(51 6399918),(52 6349929.5),(53 6314039.5),(54 6275692),(55 6218810),(56 6140934.5),(57 6042807.5),(58 5944449),(59 5849644),(60 5765979.5),(61 5695388),(62 5664934),(63 5647497.5),(64 5643836.5),(65 5649825),(66 5661039),(67 5672890.5),(68 5683350),(69 5680642.5),(70 5654311),(71 5607387.5),(72 5562655),(73 5520119.5),(74 5474198),(75 5436720),(76 5421028.5),(77 5440567),(78 5497066.5),(79 5563665),
(1 142477.89),(2 534813.25),(3 1123722.1),(4 1834004.6),(5 2597421.3),(6 3344118.5),(7 4032302.3),(8 4620546),(9 5077991),(10 5396229),(11 5575662),(12 5635680.5),(13 5621269.5),(14 5564550),(15 5486198.5),(16 5413462.5),(17 5361925.5),(18 5319607.5),(19 5287298.5),(20 5259917),(21 5248595),(22 5262880),(23 5333755.5),(24 5464809),(25 5656550.5),(26 5889654),(27 6150738.5),(28 6412278),(29 6668729),(30 6901191),(31 7102341.5),(32 7277976),(33 7434956.5),(34 7587495),(35 7717506),(36 7833413.5),(37 7880429.5),(38 7864923),(39 7793189.5),(40 7704761),(41 7578522.5),(42 7426957.5),(43 7248893),(44 7053815.5),(45 6850928),(46 6658774.5),(47 6478786),(48 6330149.5),(49 6249518),(50 6228569),(51 6249623),(52 6302178),(53 6351693.5),(54 6348093),(55 6281737.5),(56 6165405),(57 6016279.5),(58 5852892.5),(59 5705375.5),(60 5572402.5),(61 5441870),(62 5313102.5),(63 5214687.5),(64 5147770.5),(65 5125122),(66 5131073),(67 5145414.5),(68 5159326.5),(69 5156190),(70 5111015),(71 5034907.5),(72 4931160.5),(73 4834572.5),(74 4742869.5),(75 4663332.5),(76 4602449.5),(77 4558132.5),(78 4542761),(79 4559215.5),
(1 138535.45),(2 525137.4),(3 1107071.1),(4 1809139.4),(5 2554679.3),(6 3264915.8),(7 3886776),(8 4395656.5),(9 4765133.5),(10 5002132),(11 5128767.5),(12 5163238.5),(13 5124534),(14 5053620),(15 4966705.5),(16 4873897.5),(17 4806699.5),(18 4770001),(19 4772897.5),(20 4816160),(21 4889854),(22 4993798),(23 5129854.5),(24 5297125.5),(25 5495168),(26 5723161),(27 5954532.5),(28 6176609),(29 6376657),(30 6516075),(31 6616062.5),(32 6657704.5),(33 6671620),(34 6670248.5),(35 6651393),(36 6631010),(37 6610335.5),(38 6569454.5),(39 6488066),(40 6374777),(41 6219923.5),(42 6038478.5),(43 5846355.5),(44 5649540.5),(45 5472355),(46 5330127),(47 5225823),(48 5172853),(49 5180256),(50 5224282),(51 5266177),(52 5302851),(53 5332196),(54 5364582),(55 5374387.5),(56 5335065.5),(57 5246658),(58 5113692),(59 4979937),(60 4867389.5),(61 4766462.5),(62 4691380.5),(63 4643911),(64 4630420.5),(65 4641296.5),(66 4677289),(67 4729056.5),(68 4780724.5),(69 4805463.5),(70 4799082),(71 4758095.5),(72 4697320.5),(73 4644421.5),(74 4608025.5),(75 4586508),(76 4575803.5),(77 4560815),(78 4543014),(79 4530480.5),
(1 124240.305),(2 466212.9),(3 978238.94),(4 1595926.9),(5 2257129.8),(6 2891390.5),(7 3448539.3),(8 3897498.8),(9 4220534),(10 4404205),(11 4484217.5),(12 4491762),(13 4462368),(14 4435037),(15 4431762),(16 4440435),(17 4466278),(18 4481234),(19 4487347),(20 4492979),(21 4513119),(22 4557947),(23 4630240),(24 4738033),(25 4869187.5),(26 5017830.5),(27 5156734),(28 5263656.5),(29 5341400),(30 5358185),(31 5324269),(32 5240348),(33 5131500.5),(34 5025868),(35 4927557),(36 4849527),(37 4788804.5),(38 4737148),(39 4689608),(40 4647844),(41 4604887.5),(42 4555630),(43 4500730.5),(44 4447196.5),(45 4416248.5),(46 4403756),(47 4408674),(48 4439860.5),(49 4508530.5),(50 4591948.5),(51 4685201.5),(52 4770912),(53 4820187.5),(54 4825466),(55 4802715),(56 4764212.5),(57 4733351),(58 4698478.5),(59 4673194.5),(60 4651334),(61 4639730.5),(62 4643314.5),(63 4663182),(64 4711238),(65 4770544.5),(66 4834125),(67 4905677.5),(68 4969681),(69 5006745),(70 5027856.5),(71 5026524.5),(72 4979643.5),(73 4895031),(74 4795743.5),(75 4677356),(76 4555970),(77 4441579),(78 4326011),(79 4221617.5),
(1 123463.48),(2 460712.22),(3 954523.6),(4 1535703.8),(5 2150361.3),(6 2726764.3),(7 3233171.3),(8 3649211.3),(9 3958401),(10 4152847.5),(11 4251962),(12 4266283.5),(13 4228586),(14 4182431.3),(15 4146442.5),(16 4128810.5),(17 4135159),(18 4142118.5),(19 4143728.8),(20 4153605.5),(21 4169797.3),(22 4207851),(23 4270607),(24 4345506),(25 4434221),(26 4532206.5),(27 4619711.5),(28 4665369.5),(29 4677031),(30 4637456.5),(31 4549258.5),(32 4419651),(33 4267566),(34 4112541.5),(35 3963524),(36 3845905.5),(37 3773003),(38 3733223.8),(39 3704915.5),(40 3683896),(41 3667256.8),(42 3662487.8),(43 3644641.5),(44 3622300),(45 3618842.3),(46 3621553.8),(47 3640706.5),(48 3690937.5),(49 3780782.8),(50 3893381),(51 4008426),(52 4114275),(53 4195711),(54 4246930.5),(55 4256293.5),(56 4213491),(57 4149134.3),(58 4078823.5),(59 4035500.3),(60 4017341.5),(61 4025111.5),(62 4068723),(63 4153620),(64 4279965),(65 4432105),(66 4585009),(67 4718738),(68 4829329.5),(69 4908448.5),(70 4968850.5),(71 5002914),(72 5010652.5),(73 4996252.5),(74 4945409),(75 4858346.5),(76 4742855),(77 4595876),(78 4431127.5),(79 4278575.5),
(1 101423.5),(2 378805.7),(3 785010.75),(4 1260554.1),(5 1753939.6),(6 2204749.8),(7 2591201.5),(8 2891226.5),(9 3092395.3),(10 3215127.3),(11 3289871),(12 3341260.8),(13 3389267.3),(14 3447124.8),(15 3509088.8),(16 3574668.5),(17 3631852),(18 3673711.5),(19 3696877.5),(20 3711124.3),(21 3725712.8),(22 3740629.5),(23 3764098.5),(24 3792134),(25 3832950.5),(26 3883267.5),(27 3936912.8),(28 3971277.8),(29 3994682),(30 3975465.5),(31 3905498.8),(32 3785467.8),(33 3631822.8),(34 3480939.8),(35 3346648.8),(36 3251025),(37 3187617.5),(38 3147143.3),(39 3123920.8),(40 3111074.3),(41 3102523.8),(42 3093111),(43 3075546.8),(44 3043231.5),(45 3014657.5),(46 2997958.8),(47 2995028),(48 3001554.5),(49 3026476.5),(50 3068112.5),(51 3123738),(52 3185059.5),(53 3252902.5),(54 3318462),(55 3371489.5),(56 3396594.8),(57 3406566),(58 3402349),(59 3406307.5),(60 3425400.8),(61 3454408.3),(62 3497216),(63 3568527.5),(64 3687512.8),(65 3845232.5),(66 4013858.3),(67 4176786.5),(68 4314617),(69 4418760),(70 4487050),(71 4523846.5),(72 4518056),(73 4484545.5),(74 4427253),(75 4352766.5),(76 4276734.5),(77 4198370.5),(78 4105529.5),(79 3994855),
(1 95545.59),(2 353234.1),(3 719082.6),(4 1137315),(5 1563700.4),(6 1949216.5),(7 2279046.3),(8 2541015.3),(9 2711910.3),(10 2792414),(11 2815885),(12 2817017.8),(13 2828467.8),(14 2881337.3),(15 2973233.5),(16 3092083.3),(17 3218740.3),(18 3328803),(19 3404922.5),(20 3448579.5),(21 3459767.3),(22 3448462.3),(23 3422021.8),(24 3399497.5),(25 3404398.8),(26 3433196),(27 3476005),(28 3506828),(29 3521901.5),(30 3499277.5),(31 3438716),(32 3338281.8),(33 3205553.3),(34 3071011.3),(35 2955511.8),(36 2875402),(37 2835665.8),(38 2822591.5),(39 2824948),(40 2834860.8),(41 2861878),(42 2901024.8),(43 2932980),(44 2936105.3),(45 2910738.8),(46 2876277),(47 2848197),(48 2843658.3),(49 2857133.5),(50 2880969.8),(51 2922375.5),(52 2944037.5),(53 2948013),(54 2948201.3),(55 2952063.5),(56 2947610.3),(57 2925280.8),(58 2884901.5),(59 2841596.3),(60 2804971.5),(61 2785397),(62 2799450.5),(63 2850418.8),(64 2939253.5),(65 3058323),(66 3190556),(67 3329535.8),(68 3470496.3),(69 3596179.3),(70 3693733.5),(71 3760891),(72 3779674),(73 3765697.8),(74 3730282.8),(75 3674320.8),(76 3610164.5),(77 3558059),(78 3528527.5),(79 3509885),
(1 96036.28),(2 352825.63),(3 710964.56),(4 1109452.5),(5 1501057.5),(6 1842645.5),(7 2124069),(8 2334411.3),(9 2475790.8),(10 2546752.8),(11 2577253.5),(12 2589867.8),(13 2604262.5),(14 2638347.3),(15 2705524),(16 2788913.8),(17 2884521.8),(18 2979881),(19 3059943.5),(20 3123425.8),(21 3163712.8),(22 3191462.3),(23 3201629),(24 3206697),(25 3216899.3),(26 3229776.3),(27 3235995.5),(28 3217780.3),(29 3192906.3),(30 3148765),(31 3090989.5),(32 3013157),(33 2917177),(34 2818184.3),(35 2730019.5),(36 2659757.5),(37 2622789),(38 2624193.8),(39 2649993.3),(40 2670471.5),(41 2675167.3),(42 2681600),(43 2681633),(44 2656642),(45 2609571.8),(46 2554248.3),(47 2500276.3),(48 2458635),(49 2450921.5),(50 2463536),(51 2483953.5),(52 2503342.8),(53 2515355.3),(54 2508359),(55 2473140.8),(56 2428268.3),(57 2398473),(58 2388576.3),(59 2409058.5),(60 2445060),(61 2487194.3),(62 2547903),(63 2629041),(64 2739671.8),(65 2869521),(66 2993094.5),(67 3101502.8),(68 3197547.3),(69 3292473),(70 3385091),(71 3464587),(72 3510232.5),(73 3515644.5),(74 3489578.5),(75 3445859),(76 3417519),(77 3399509),(78 3380134.5),(79 3369292.3),
(1 85519),(2 310690.6),(3 619541.8),(4 960132.6),(5 1291577.8),(6 1579439.9),(7 1815187.4),(8 1986377.6),(9 2089617.3),(10 2136613),(11 2157392.8),(12 2170851.3),(13 2204847.3),(14 2262811.3),(15 2334603.5),(16 2408013.8),(17 2471006.8),(18 2513879.5),(19 2540945),(20 2558902.3),(21 2581449.3),(22 2615600.8),(23 2654503),(24 2684569.3),(25 2710585.8),(26 2749159),(27 2790538.8),(28 2821084.8),(29 2835982.3),(30 2825896.3),(31 2785825.8),(32 2717497),(33 2628143.3),(34 2531817.8),(35 2453141.8),(36 2399411),(37 2381855.8),(38 2392495.5),(39 2432906),(40 2489098.3),(41 2545504.3),(42 2590976.5),(43 2618912.8),(44 2630399),(45 2629810.5),(46 2620452.5),(47 2600485),(48 2561792.5),(49 2518984.3),(50 2483635.3),(51 2459011.3),(52 2440468.8),(53 2418637.3),(54 2397981.8),(55 2373665),(56 2335411.8),(57 2288088.3),(58 2241495),(59 2219049),(60 2223220.5),(61 2256065.8),(62 2314045.3),(63 2394088.3),(64 2491868.5),(65 2593975.8),(66 2688568.3),(67 2757028.8),(68 2794685),(69 2807373),(70 2823849),(71 2846416.3),(72 2866366.3),(73 2875224.5),(74 2872608.8),(75 2851088.5),(76 2828234),(77 2812359.8),(78 2800638.3),(79 2800861.3),
(1 82942.305),(2 297681.72),(3 586235.5),(4 899567.2),(5 1208325.4),(6 1481489.1),(7 1709171.3),(8 1890479.9),(9 2012970),(10 2075532.6),(11 2107366),(12 2127201.5),(13 2152770.8),(14 2187610.8),(15 2219969.5),(16 2246354.3),(17 2268843.5),(18 2298364.5),(19 2339711.5),(20 2381190),(21 2418262.5),(22 2464059.5),(23 2521530.3),(24 2575042.3),(25 2623317.8),(26 2678104.8),(27 2738439.3),(28 2788253.3),(29 2826424.3),(30 2837318.8),(31 2817061.3),(32 2755830.3),(33 2663028.3),(34 2548277.3),(35 2433869.8),(36 2350780.8),(37 2309314),(38 2305066),(39 2331198.5),(40 2368600.8),(41 2407262.8),(42 2437893.5),(43 2460079.5),(44 2471898.3),(45 2462433.5),(46 2450246),(47 2442708.5),(48 2434392.5),(49 2427106.3),(50 2415313.5),(51 2400831.3),(52 2370877.3),(53 2325869.8),(54 2281949.3),(55 2230819.5),(56 2168347.5),(57 2099333.8),(58 2037568.5),(59 2008438.6),(60 2010272.4),(61 2034196.6),(62 2079740.6),(63 2141975),(64 2214881.5),(65 2286697.8),(66 2345446.5),(67 2387644),(68 2408940),(69 2422848.5),(70 2438776),(71 2463016.3),(72 2487723),(73 2512730),(74 2532603.3),(75 2544615),(76 2562515.8),(77 2569078),(78 2554147),(79 2520111.3),
(1 75301.86),(2 268540.8),(3 528114.7),(4 805420.25),(5 1068759.5),(6 1292897.3),(7 1472125.4),(8 1602925.8),(9 1690179.4),(10 1738055.3),(11 1767070.4),(12 1794341.5),(13 1828604.3),(14 1871467.5),(15 1912143.6),(16 1943674.6),(17 1955680.1),(18 1953004.3),(19 1954789.8),(20 1965999.6),(21 1990262.4),(22 2028905.3),(23 2086709.8),(24 2151166.8),(25 2204551),(26 2248607.5),(27 2295338),(28 2340199.8),(29 2380294.5),(30 2397290),(31 2387537),(32 2342244.3),(33 2278556.8),(34 2207329.5),(35 2139485.3),(36 2086255.5),(37 2049429.4),(38 2027975.1),(39 2034968.9),(40 2068369.1),(41 2105895),(42 2137601.3),(43 2156333.3),(44 2156655.8),(45 2133702.8),(46 2095142.4),(47 2062232.5),(48 2032535.9),(49 2006161.3),(50 1993119.9),(51 1991256.8),(52 1980308.5),(53 1952649.3),(54 1909508.6),(55 1869673.8),(56 1831140.3),(57 1790389.1),(58 1757808.5),(59 1758710.3),(60 1781093),(61 1816446.9),(62 1857489.1),(63 1905221.5),(64 1955719.5),(65 2000579.8),(66 2033340.5),(67 2057065.8),(68 2070230.4),(69 2081217.6),(70 2097309),(71 2127948),(72 2159808.8),(73 2186255.5),(74 2202760.3),(75 2213452.5),(76 2227901),(77 2231396),(78 2222172),(79 2197723.5),
(1 69863.61),(2 246115.05),(3 477324.2),(4 711065.7),(5 922184.75),(6 1092316.5),(7 1221140.5),(8 1309142.5),(9 1363396),(10 1390041.9),(11 1414591.4),(12 1449495.3),(13 1494942.3),(14 1540860.6),(15 1575121),(16 1592887.8),(17 1600216),(18 1601730.3),(19 1609132),(20 1625075.4),(21 1649438.5),(22 1678234.1),(23 1719633.1),(24 1767887.6),(25 1822831),(26 1887790.3),(27 1955896.3),(28 2001056.4),(29 2023937.1),(30 2022049.4),(31 2005816.8),(32 1974031.6),(33 1926637.4),(34 1868551.3),(35 1812757.5),(36 1774240),(37 1768400),(38 1779849.1),(39 1791778.5),(40 1811420.8),(41 1841634.6),(42 1862566.1),(43 1873630.5),(44 1879946.3),(45 1874385),(46 1861838.1),(47 1850859.8),(48 1834901.4),(49 1818465.4),(50 1804202.3),(51 1797916.6),(52 1783414.3),(53 1752967),(54 1720041.4),(55 1684662.5),(56 1647015.3),(57 1604808),(58 1576637.5),(59 1580532.3),(60 1610057.5),(61 1647457.1),(62 1688862.6),(63 1722874.5),(64 1744062.1),(65 1746640.8),(66 1736975.3),(67 1721650.6),(68 1703584.3),(69 1692840.8),(70 1691906.1),(71 1695909.4),(72 1694196.8),(73 1688721.1),(74 1677447.8),(75 1670189.1),(76 1677904.3),(77 1697493.1),(78 1715591.3),(79 1729639.6),
(1 64890.563),(2 228994.53),(3 441863.03),(4 655780.5),(5 845405.75),(6 985906.5),(7 1079254),(8 1130664.3),(9 1157237.4),(10 1177254.1),(11 1200352.5),(12 1233217.4),(13 1275328.5),(14 1328728.8),(15 1378393.1),(16 1415589.6),(17 1439850.4),(18 1455280.8),(19 1469519.9),(20 1487310.4),(21 1518339.9),(22 1553425.3),(23 1594921.3),(24 1641274.3),(25 1689232.9),(26 1735496.5),(27 1776149.4),(28 1798087.1),(29 1809971.5),(30 1806412.3),(31 1790825.3),(32 1771661.5),(33 1754172.3),(34 1736053.4),(35 1713838.4),(36 1696381.9),(37 1688657.3),(38 1687147.3),(39 1688282),(40 1689820.8),(41 1691390.9),(42 1685986.5),(43 1670978.6),(44 1654499.9),(45 1628141.1),(46 1597101.9),(47 1567187.5),(48 1538178.9),(49 1505440.5),(50 1475441.1),(51 1445333.8),(52 1418022.6),(53 1389429.8),(54 1358923.5),(55 1336093.8),(56 1332136.5),(57 1341003.9),(58 1366344.1),(59 1403576.4),(60 1444323.8),(61 1479994.3),(62 1514711.6),(63 1544866.9),(64 1561684.6),(65 1552990.8),(66 1534160.4),(67 1522626.3),(68 1521452.1),(69 1527078),(70 1546286.9),(71 1576608),(72 1604608.4),(73 1609818.1),(74 1599708.1),(75 1592376.9),(76 1599445.4),(77 1619313.4),(78 1645228.8),(79 1674760.9),
(1 62201.62),(2 214817.67),(3 406516.3),(4 597237.7),(5 762867.2),(6 885006.7),(7 963800.3),(8 1006799.06),(9 1028552),(10 1048910.4),(11 1075865),(12 1105661),(13 1132380.6),(14 1159061.9),(15 1179849.1),(16 1192978.6),(17 1200040.3),(18 1207602),(19 1217851.3),(20 1223297.9),(21 1228775),(22 1238463.9),(23 1261469.6),(24 1304627.9),(25 1358236.9),(26 1408552.5),(27 1449831),(28 1475281.1),(29 1484817),(30 1482141.5),(31 1475412.5),(32 1469479.4),(33 1466682.5),(34 1466842.4),(35 1467123.8),(36 1460534),(37 1453192.1),(38 1445744.1),(39 1440543.6),(40 1433175),(41 1439343),(42 1451141.5),(43 1451091.5),(44 1444489.6),(45 1427502.9),(46 1401788.5),(47 1375558),(48 1352073.4),(49 1327124.4),(50 1302349.1),(51 1272837.4),(52 1242659.6),(53 1210155.3),(54 1188582.9),(55 1182763.1),(56 1193103.4),(57 1218573),(58 1259227.5),(59 1311294.8),(60 1361963.9),(61 1393441.6),(62 1403137.4),(63 1397899.1),(64 1383614.1),(65 1357433.9),(66 1333800.4),(67 1325343),(68 1329161.4),(69 1330379.3),(70 1326029),(71 1315402.5),(72 1306764.6),(73 1295075.1),(74 1276914.3),(75 1264802),(76 1281361.1),(77 1315581.5),(78 1349495.3),(79 1382374.3),
