1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 161.66634),(2 184.7654),(3 213.61017),(4 202.82129),(5 217.18552),(6 220.8143),(7 227.70306),(8 235.19583),(9 236.67892),(10 233.8766),(11 237.59099),(12 243.60568),(13 250.53629),(14 250.82991),(15 250.88965),(16 253.631),(17 256.42682),(18 262.20135),(19 258.84668),(20 259.78842),(21 262.26755),(22 261.6604),(23 270.7586),(24 275.24725),(25 274.2239),(26 269.42883),(27 268.96796),(28 276.47797),(29 276.764),(30 274.51385),(31 273.00412),(32 269.42596),(33 275.42673),(34 272.1033),(35 278.7603),(36 281.00406),(37 280.91693),(38 278.0472),(39 281.5795),(40 277.61343),(41 276.68854),(42 272.0197),(43 271.43738),(44 268.29425),(45 268.5866),(46 273.622),(47 267.02313),(48 268.1506),(49 270.83267),(50 267.8471),(51 263.59198),(52 266.15134),(53 266.41214),(54 254.0584),(55 260.18436),(56 263.62323),(57 259.2821),(58 251.0218),(59 255.76741),(60 251.23198),(61 251.12727),(62 255.83817),(63 255.86426),(64 253.4906),(65 256.22797),(66 254.31624),(67 258.95242),(68 256.2252),(69 258.3578),(70 255.99197),(71 247.84793),(72 254.87358),(73 254.56111),(74 254.88643),(75 250.8261),(76 253.7138),(77 249.06651),(78 250.67206),(79 250.20107),
(1 153.91316),(2 175.77986),(3 203.89326),(4 195.78796),(5 210.80052),(6 213.8551),(7 220.36964),(8 225.43904),(9 224.41406),(10 226.411),(11 229.55063),(12 235.58562),(13 244.30496),(14 243.12332),(15 245.77261),(16 246.08748),(17 250.9258),(18 256.61227),(19 255.88657),(20 255.76712),(21 256.6767),(22 258.13904),(23 263.77866),(24 265.75827),(25 263.88974),(26 257.21503),(27 259.9765),(28 263.2113),(29 261.61932),(30 262.5343),(31 264.01477),(32 259.2318),(33 261.57053),(34 261.17636),(35 264.01788),(36 268.19797),(37 270.87033),(38 267.644),(39 269.43054),(40 265.40274),(41 267.4219),(42 264.32642),(43 264.71017),(44 262.76007),(45 261.91968),(46 263.87302),(47 259.16745),(48 260.00583),(49 260.54208),(50 261.0739),(51 258.95822),(52 261.52487),(53 260.92014),(54 251.7199),(55 255.45734),(56 258.2772),(57 253.30919),(58 250.78508),(59 253.20163),(60 247.49297),(61 247.85011),(62 252.12267),(63 254.2719),(64 248.00311),(65 250.61192),(66 248.54495),(67 250.34131),(68 246.80156),(69 246.29477),(70 246.37166),(71 242.97052),(72 249.50128),(73 247.0997),(74 248.04483),(75 246.30014),(76 250.83945),(77 246.73839),(78 245.7452),(79 247.51218),
(1 154.75139),(2 177.3456),(3 201.2897),(4 195.27051),(5 209.76613),(6 212.92427),(7 219.80275),(8 226.02972),(9 223.814),(10 227.03824),(11 229.29561),(12 235.67967),(13 243.57617),(14 244.40721),(15 246.67351),(16 246.25667),(17 248.84819),(18 256.52655),(19 254.16922),(20 253.79337),(21 256.2236),(22 257.34906),(23 262.15723),(24 264.6004),(25 265.79443),(26 261.79156),(27 265.16147),(28 265.15283),(29 265.79086),(30 266.98502),(31 264.61584),(32 264.93915),(33 265.84006),(34 264.78262),(35 266.25665),(36 268.86603),(37 271.40973),(38 272.03836),(39 271.6316),(40 269.6547),(41 269.47537),(42 267.20685),(43 269.45575),(44 264.8067),(45 261.48825),(46 266.04602),(47 260.07068),(48 263.34366),(49 264.12433),(50 262.16388),(51 257.03836),(52 259.74008),(53 258.88272),(54 252.52351),(55 257.8273),(56 260.36264),(57 253.90038),(58 252.84816),(59 251.82248),(60 252.35046),(61 250.02129),(62 255.74927),(63 254.34889),(64 253.03152),(65 251.94421),(66 251.041),(67 250.18936),(68 249.20038),(69 250.79137),(70 244.57767),(71 243.88069),(72 246.52736),(73 245.60703),(74 242.51251),(75 244.88123),(76 248.19194),(77 243.83899),(78 247.08328),(79 245.33133),
(1 149.85771),(2 174.22343),(3 197.37871),(4 189.60036),(5 201.71027),(6 205.04492),(7 214.36111),(8 218.13518),(9 217.35995),(10 217.35907),(11 219.60347),(12 228.35567),(13 238.21594),(14 238.40416),(15 240.05226),(16 238.8139),(17 241.47762),(18 249.02647),(19 249.9447),(20 248.05208),(21 249.09885),(22 248.72331),(23 255.50082),(24 256.2356),(25 258.8938),(26 254.43614),(27 258.84436),(28 258.52417),(29 261.2394),(30 262.94064),(31 260.1431),(32 260.09),(33 258.2357),(34 260.6023),(35 261.28397),(36 267.10913),(37 265.54507),(38 267.85522),(39 265.43958),(40 264.6718),(41 262.6512),(42 260.62543),(43 261.66138),(44 257.58585),(45 256.89642),(46 257.52414),(47 254.43347),(48 257.77008),(49 257.10123),(50 257.7308),(51 250.23853),(52 250.15207),(53 248.84914),(54 244.97769),(55 246.01851),(56 250.49712),(57 246.95055),(58 245.45984),(59 245.34921),(60 243.16228),(61 244.16919),(62 250.67381),(63 247.86731),(64 242.1651),(65 247.38107),(66 244.47772),(67 244.42464),(68 243.74883),(69 246.08264),(70 244.53688),(71 240.53168),(72 241.96329),(73 242.79619),(74 241.09015),(75 238.96684),(76 240.385),(77 238.86829),(78 240.23325),(79 242.34741),
(1 148.70387),(2 169.87592),(3 192.5436),(4 190.04312),(5 199.91478),(6 205.2829),(7 215.42111),(8 220.57878),(9 219.90157),(10 220.52077),(11 224.77199),(12 228.98792),(13 239.7778),(14 241.97188),(15 243.64629),(16 240.72194),(17 245.96295),(18 247.45435),(19 251.41055),(20 253.37546),(21 254.81844),(22 255.09427),(23 262.21063),(24 263.9889),(25 261.11505),(26 257.73334),(27 260.54282),(28 260.09808),(29 260.80203),(30 262.4975),(31 261.99707),(32 261.1844),(33 259.03543),(34 258.01825),(35 258.78217),(36 266.26758),(37 265.30762),(38 264.43036),(39 261.6529),(40 261.35425),(41 260.39908),(42 255.59993),(43 259.8211),(44 257.82315),(45 252.66135),(46 252.38687),(47 253.03693),(48 252.43152),(49 255.18901),(50 259.18573),(51 249.81512),(52 255.18951),(53 249.11378),(54 245.8125),(55 250.37144),(56 252.83794),(57 248.89099),(58 249.5924),(59 249.2043),(60 247.7653),(61 247.84937),(62 251.71057),(63 250.48892),(64 247.53392),(65 251.25024),(66 246.79271),(67 245.6327),(68 245.71257),(69 244.06761),(70 244.49289),(71 244.2928),(72 247.58379),(73 246.1848),(74 242.15057),(75 243.48712),(76 244.92116),(77 240.13858),(78 245.02771),(79 244.58873),
(1 148.627),(2 168.49829),(3 192.71956),(4 190.74294),(5 201.6764),(6 202.61963),(7 208.21217),(8 215.04164),(9 215.13782),(10 216.27129),(11 221.87442),(12 222.65643),(13 232.89604),(14 232.75687),(15 233.52133),(16 232.67656),(17 237.53796),(18 239.69016),(19 241.48901),(20 237.56908),(21 243.61807),(22 244.59393),(23 252.94035),(24 253.70901),(25 253.06172),(26 250.81285),(27 252.89163),(28 253.56995),(29 250.57797),(30 250.89996),(31 254.05621),(32 253.43318),(33 249.01247),(34 251.07385),(35 251.10376),(36 255.42014),(37 257.69714),(38 258.70413),(39 258.89447),(40 255.20872),(41 254.4866),(42 252.65875),(43 254.20549),(44 253.55891),(45 249.37834),(46 249.83891),(47 247.67049),(48 253.48418),(49 251.1937),(50 251.7978),(51 248.68446),(52 248.88544),(53 245.10464),(54 244.03574),(55 246.84009),(56 245.93489),(57 245.50381),(58 243.11336),(59 243.06932),(60 242.402),(61 239.21484),(62 243.20152),(63 240.02795),(64 237.65349),(65 239.49063),(66 237.86517),(67 238.30728),(68 235.64565),(69 235.33736),(70 234.91238),(71 237.27438),(72 238.83409),(73 237.2915),(74 231.5273),(75 233.29362),(76 236.46944),(77 233.63516),(78 233.18779),(79 232.09622),
(1 147.85431),(2 170.28879),(3 192.46295),(4 189.90549),(5 201.33272),(6 204.1666),(7 214.0859),(8 221.87265),(9 215.65776),(10 218.18259),(11 220.26337),(12 228.01883),(13 234.39035),(14 230.75473),(15 230.11896),(16 231.42699),(17 234.41805),(18 241.30103),(19 243.87373),(20 236.50316),(21 237.91135),(22 242.25037),(23 250.03389),(24 248.5753),(25 247.11174),(26 246.76958),(27 249.0657),(28 251.8496),(29 251.30588),(30 250.14314),(31 250.4247),(32 250.16739),(33 247.68788),(34 249.94598),(35 247.29178),(36 253.63274),(37 253.67996),(38 257.55716),(39 256.11017),(40 251.47537),(41 253.03745),(42 248.75198),(43 249.74051),(44 246.83734),(45 246.2587),(46 246.24353),(47 247.56992),(48 245.3607),(49 246.29839),(50 249.0948),(51 246.52832),(52 243.23726),(53 243.86404),(54 241.66478),(55 245.96147),(56 246.5185),(57 244.06818),(58 243.37221),(59 244.99342),(60 242.1798),(61 240.8642),(62 244.38629),(63 243.15907),(64 240.83401),(65 243.32318),(66 241.07207),(67 240.37637),(68 237.79399),(69 236.59612),(70 236.81145),(71 233.05486),(72 234.51936),(73 232.14601),(74 231.4925),(75 230.40025),(76 229.70195),(77 229.88197),(78 230.47455),(79 228.70218),
(1 145.87048),(2 167.74399),(3 188.66605),(4 185.46576),(5 197.19142),(6 198.50475),(7 212.68158),(8 218.0032),(9 213.67679),(10 211.93965),(11 212.68797),(12 222.6791),(13 229.09149),(14 229.14325),(15 230.81598),(16 229.52719),(17 233.54836),(18 237.93446),(19 239.51947),(20 238.51581),(21 239.15805),(22 242.31396),(23 251.14537),(24 249.91048),(25 249.02655),(26 247.75868),(27 254.71268),(28 255.2041),(29 254.1232),(30 254.33795),(31 252.34705),(32 250.79678),(33 252.0943),(34 250.8023),(35 251.33957),(36 254.12395),(37 253.51222),(38 255.82193),(39 256.7038),(40 253.08923),(41 249.00215),(42 249.27228),(43 247.77211),(44 246.08354),(45 246.7023),(46 246.98117),(47 245.52446),(48 245.66249),(49 248.69604),(50 245.99252),(51 245.29799),(52 244.10661),(53 247.0342),(54 245.97647),(55 246.47958),(56 244.21387),(57 242.98515),(58 241.72473),(59 241.1324),(60 238.24248),(61 239.30502),(62 240.2881),(63 238.67657),(64 238.51855),(65 241.12418),(66 238.78314),(67 239.78027),(68 238.81396),(69 238.02863),(70 237.69765),(71 240.23015),(72 240.41931),(73 240.96),(74 238.16422),(75 240.44565),(76 240.39761),(77 239.91806),(78 239.2357),(79 236.23149),
(1 138.36325),(2 159.13023),(3 183.72504),(4 177.51962),(5 189.73558),(6 193.69655),(7 202.6262),(8 210.50633),(9 206.3458),(10 206.37468),(11 207.05),(12 216.15762),(13 219.83292),(14 221.42064),(15 226.21196),(16 224.4814),(17 227.13133),(18 230.83809),(19 232.14586),(20 229.64168),(21 230.99876),(22 236.72424),(23 243.0823),(24 240.54002),(25 240.16414),(26 242.10875),(27 246.45769),(28 243.81866),(29 241.3876),(30 240.89366),(31 239.94173),(32 238.35388),(33 238.5008),(34 238.82008),(35 237.56789),(36 242.84377),(37 245.19023),(38 245.21582),(39 245.98608),(40 242.72446),(41 238.25848),(42 242.0717),(43 239.3722),(44 234.45026),(45 234.66254),(46 231.91254),(47 230.63007),(48 233.50188),(49 236.42789),(50 234.51886),(51 234.84865),(52 229.48528),(53 231.43582),(54 227.54028),(55 231.53961),(56 230.60526),(57 225.80492),(58 228.03067),(59 228.27486),(60 223.81664),(61 225.2208),(62 226.94193),(63 224.48839),(64 225.45595),(65 229.01143),(66 224.43477),(67 224.68933),(68 223.86037),(69 220.88243),(70 221.52681),(71 224.0228),(72 224.71153),(73 225.11765),(74 222.02199),(75 224.29865),(76 222.31929),(77 222.17155),(78 224.07664),(79 222.98413),
(1 139.3459),(2 162.91083),(3 185.39095),(4 183.33322),(5 189.39023),(6 195.30057),(7 198.04286),(8 215.20709),(9 204.9379),(10 208.65639),(11 209.69917),(12 217.74536),(13 220.73312),(14 220.8092),(15 225.82169),(16 226.44069),(17 227.60826),(18 231.98131),(19 232.97633),(20 228.17607),(21 227.73735),(22 237.32176),(23 239.20049),(24 236.85315),(25 240.53159),(26 242.4592),(27 241.2456),(28 245.21675),(29 245.79134),(30 243.28778),(31 241.54257),(32 239.12085),(33 239.55804),(34 240.25238),(35 239.3124),(36 243.74762),(37 247.03674),(38 247.69127),(39 248.17667),(40 245.93282),(41 245.06279),(42 241.63318),(43 243.91606),(44 239.89946),(45 238.63733),(46 236.17671),(47 235.71188),(48 240.48448),(49 243.26848),(50 242.43152),(51 243.67062),(52 238.98753),(53 240.85834),(54 238.52782),(55 240.42203),(56 238.05342),(57 236.74216),(58 240.46808),(59 236.88374),(60 234.14388),(61 235.52432),(62 232.05885),(63 232.36075),(64 231.53123),(65 237.72452),(66 233.96852),(67 234.39706),(68 232.95393),(69 230.47736),(70 229.01999),(71 227.93439),(72 231.14436),(73 227.2537),(74 225.94203),(75 228.00526),(76 227.70413),(77 229.16194),(78 226.21805),(79 224.68892),
(1 136.43716),(2 157.8713),(3 179.17812),(4 177.35191),(5 189.18335),(6 189.11722),(7 197.03403),(8 212.62569),(9 207.2731),(10 208.29681),(11 211.4249),(12 215.95123),(13 226.17781),(14 224.49934),(15 227.10495),(16 229.8628),(17 233.98543),(18 237.78813),(19 237.04404),(20 233.35948),(21 231.78246),(22 240.52678),(23 241.9735),(24 244.4701),(25 245.62526),(26 244.38754),(27 243.95079),(28 249.95085),(29 251.29851),(30 247.14545),(31 246.93633),(32 245.67055),(33 244.00284),(34 245.07414),(35 245.00154),(36 249.13364),(37 251.31487),(38 253.49196),(39 252.70668),(40 250.09132),(41 246.4195),(42 241.52689),(43 243.57907),(44 242.60631),(45 243.52782),(46 240.03436),(47 236.52087),(48 240.90048),(49 236.7169),(50 236.4376),(51 239.54959),(52 233.86035),(53 233.0421),(54 234.25586),(55 233.73793),(56 232.525),(57 230.0735),(58 231.94629),(59 232.29231),(60 232.13498),(61 229.96553),(62 228.60074),(63 231.9256),(64 229.1257),(65 234.41817),(66 228.42),(67 231.52599),(68 230.16826),(69 225.6749),(70 227.99768),(71 229.1559),(72 228.36606),(73 222.53186),(74 223.62122),(75 228.59456),(76 227.9834),(77 227.81602),(78 224.76537),(79 222.56067),
(1 138.60812),(2 157.10715),(3 181.25705),(4 179.26445),(5 192.08316),(6 192.62901),(7 194.95215),(8 208.48865),(9 205.83481),(10 208.83289),(11 209.52136),(12 214.99956),(13 221.2976),(14 220.98865),(15 226.19547),(16 228.02304),(17 231.82639),(18 238.23141),(19 235.13239),(20 232.02884),(21 232.57245),(22 239.31808),(23 240.91237),(24 242.04387),(25 244.81653),(26 245.56201),(27 245.55017),(28 247.63998),(29 249.5554),(30 244.86864),(31 245.26741),(32 245.68164),(33 240.43077),(34 242.47926),(35 244.71143),(36 247.27135),(37 245.92691),(38 246.25821),(39 247.74406),(40 244.20993),(41 243.59045),(42 240.89116),(43 242.36534),(44 239.76674),(45 241.98282),(46 240.36156),(47 237.92268),(48 241.15218),(49 235.50583),(50 236.9841),(51 240.40488),(52 237.76732),(53 237.24094),(54 239.04616),(55 238.5828),(56 236.31638),(57 234.88693),(58 233.40862),(59 235.83728),(60 233.47975),(61 231.55785),(62 231.87346),(63 229.92348),(64 228.89708),(65 231.80444),(66 228.69731),(67 231.10991),(68 230.34846),(69 228.15634),(70 228.63477),(71 230.23431),(72 228.35866),(73 226.52475),(74 225.31134),(75 228.56125),(76 228.6804),(77 228.62447),(78 224.20764),(79 221.95876),
(1 140.70198),(2 162.53226),(3 185.06248),(4 184.33966),(5 196.18846),(6 198.59793),(7 201.45876),(8 220.50043),(9 208.46594),(10 212.68082),(11 217.79945),(12 224.28854),(13 230.50433),(14 226.45805),(15 233.67352),(16 233.41827),(17 235.95207),(18 244.00139),(19 242.28499),(20 239.88338),(21 236.08978),(22 241.33508),(23 246.4262),(24 242.69704),(25 245.10904),(26 243.2378),(27 244.44398),(28 248.9255),(29 246.15721),(30 244.4338),(31 247.51266),(32 244.96608),(33 242.0561),(34 243.83157),(35 248.73308),(36 247.96921),(37 246.6197),(38 248.60892),(39 252.8861),(40 243.4495),(41 243.92046),(42 241.19705),(43 247.3437),(44 245.10278),(45 247.95662),(46 246.48665),(47 241.8362),(48 243.37694),(49 242.19644),(50 246.07518),(51 246.2752),(52 242.29599),(53 242.41966),(54 244.02042),(55 246.08376),(56 244.88237),(57 244.93985),(58 241.74384),(59 244.89215),(60 244.61937),(61 246.58627),(62 244.62059),(63 241.05037),(64 241.73164),(65 244.46889),(66 241.55371),(67 243.94096),(68 240.47423),(69 238.62827),(70 242.38353),(71 242.72493),(72 240.2321),(73 238.10863),(74 235.02135),(75 238.51198),(76 236.04332),(77 234.43527),(78 232.87196),(79 232.74442),
(1 135.05121),(2 156.12103),(3 177.8809),(4 172.29007),(5 184.082),(6 182.95396),(7 190.2808),(8 208.78868),(9 201.18462),(10 199.13838),(11 205.92354),(12 213.13248),(13 218.44427),(14 214.74702),(15 219.41333),(16 223.26167),(17 224.0858),(18 231.67592),(19 228.95082),(20 228.88316),(21 223.82423),(22 227.74146),(23 242.08531),(24 236.40495),(25 236.98412),(26 232.17696),(27 236.99028),(28 237.1009),(29 237.67801),(30 236.55635),(31 235.57565),(32 237.57182),(33 234.07886),(34 235.92838),(35 238.1081),(36 239.04572),(37 239.4049),(38 244.44475),(39 249.15074),(40 240.19199),(41 240.29485),(42 235.29085),(43 238.45981),(44 234.29814),(45 233.57768),(46 233.22638),(47 229.90459),(48 230.83725),(49 228.69449),(50 232.26857),(51 232.2509),(52 231.90689),(53 230.7202),(54 230.57813),(55 231.18802),(56 227.79869),(57 228.12123),(58 225.09969),(59 227.14224),(60 224.85153),(61 227.07158),(62 223.27954),(63 224.31238),(64 223.79459),(65 227.03983),(66 225.5671),(67 226.72621),(68 223.86261),(69 224.145),(70 227.89914),(71 222.84424),(72 224.97845),(73 222.8178),(74 221.52554),(75 226.60117),(76 222.60294),(77 221.38075),(78 219.10504),(79 222.27327),
(1 138.87764),(2 161.04024),(3 185.15033),(4 179.5178),(5 187.78581),(6 189.48721),(7 197.51736),(8 214.89995),(9 209.34052),(10 208.84761),(11 213.78577),(12 218.80057),(13 225.8391),(14 222.35576),(15 226.3393),(16 229.16832),(17 229.84755),(18 237.12505),(19 234.30371),(20 235.8345),(21 229.74596),(22 234.1086),(23 246.92389),(24 240.0307),(25 243.5251),(26 237.36307),(27 238.29266),(28 240.98459),(29 245.23569),(30 244.08177),(31 239.18181),(32 237.42735),(33 236.9873),(34 238.51602),(35 240.88008),(36 247.14082),(37 244.39803),(38 248.59781),(39 252.06516),(40 244.69438),(41 242.09358),(42 238.84639),(43 243.89159),(44 239.13734),(45 240.82976),(46 237.97954),(47 234.66011),(48 237.67451),(49 238.6136),(50 240.18025),(51 237.68323),(52 235.69269),(53 236.2527),(54 231.62009),(55 235.7373),(56 232.32944),(57 233.75818),(58 230.45966),(59 232.84264),(60 232.20058),(61 232.48616),(62 228.0513),(63 227.58017),(64 228.91438),(65 230.57254),(66 228.8939),(67 232.46927),(68 229.39934),(69 230.52673),(70 231.632),(71 225.93964),(72 230.25543),(73 228.92578),(74 227.0189),(75 232.3024),(76 228.75253),(77 228.45332),(78 224.19562),(79 227.5014),
(1 136.32431),(2 158.1107),(3 185.99556),(4 176.59834),(5 184.46188),(6 187.91652),(7 191.81503),(8 206.00041),(9 201.58011),(10 203.0367),(11 207.56502),(12 206.9879),(13 210.63693),(14 210.39754),(15 220.87277),(16 220.84496),(17 218.92451),(18 225.23053),(19 217.14314),(20 224.6786),(21 220.59769),(22 225.56671),(23 235.63112),(24 224.79541),(25 228.94504),(26 227.27592),(27 225.76187),(28 228.96773),(29 233.06812),(30 236.06331),(31 234.70361),(32 235.08923),(33 234.69852),(34 232.85654),(35 234.14716),(36 241.57199),(37 240.48474),(38 243.20377),(39 249.83571),(40 241.38306),(41 238.44937),(42 237.2369),(43 239.42644),(44 237.2731),(45 240.39157),(46 235.32878),(47 234.60666),(48 235.60751),(49 233.11165),(50 233.7379),(51 238.76045),(52 234.25452),(53 235.43932),(54 228.8243),(55 234.88426),(56 229.78793),(57 233.36348),(58 228.24065),(59 230.10759),(60 230.29332),(61 230.80017),(62 226.19943),(63 224.96654),(64 228.49733),(65 230.11606),(66 226.97891),(67 227.99136),(68 223.1479),(69 222.82465),(70 223.50531),(71 221.18881),(72 221.24622),(73 222.2407),(74 219.24504),(75 218.91689),(76 219.56514),(77 217.77483),(78 215.72266),(79 216.21573),
(1 138.82973),(2 158.05879),(3 189.24236),(4 176.62102),(5 185.02313),(6 190.55437),(7 193.55708),(8 208.7537),(9 206.10558),(10 202.76143),(11 209.56229),(12 213.38983),(13 215.49522),(14 214.00139),(15 220.78348),(16 220.24222),(17 220.21886),(18 229.59085),(19 220.87222),(20 227.20338),(21 223.70634),(22 225.53954),(23 236.35257),(24 231.18648),(25 233.43098),(26 231.12509),(27 228.98051),(28 233.76724),(29 238.7163),(30 240.9508),(31 236.26569),(32 235.3024),(33 233.24936),(34 232.95595),(35 236.26993),(36 243.32162),(37 241.20972),(38 240.73004),(39 249.88667),(40 238.04776),(41 235.84818),(42 237.75734),(43 236.32886),(44 235.4036),(45 234.04037),(46 231.50916),(47 227.55199),(48 226.6807),(49 230.07837),(50 225.92258),(51 227.22687),(52 225.98138),(53 225.68054),(54 224.2904),(55 226.81793),(56 221.95267),(57 224.45888),(58 222.20209),(59 222.38676),(60 223.17133),(61 225.93135),(62 223.03726),(63 224.00119),(64 225.71811),(65 224.90778),(66 225.62714),(67 224.49326),(68 223.58847),(69 220.68335),(70 223.67691),(71 220.80092),(72 222.4519),(73 224.12051),(74 221.01549),(75 224.31601),(76 227.41571),(77 223.48079),(78 221.47293),(79 224.2862),
(1 135.39053),(2 154.01144),(3 183.45195),(4 172.94327),(5 182.1827),(6 189.20255),(7 192.04916),(8 204.49138),(9 203.69875),(10 201.96529),(11 207.12122),(12 209.38318),(13 216.00783),(14 215.43884),(15 219.79677),(16 221.70755),(17 220.46214),(18 227.0625),(19 222.01324),(20 227.47466),(21 221.2712),(22 223.33005),(23 231.57323),(24 230.22412),(25 229.68523),(26 228.87311),(27 225.8212),(28 230.0929),(29 234.34534),(30 237.20908),(31 232.13472),(32 232.22298),(33 231.8492),(34 232.5694),(35 234.62614),(36 239.35475),(37 240.24915),(38 237.39345),(39 247.15462),(40 235.9894),(41 233.75337),(42 235.65056),(43 232.53635),(44 229.4539),(45 230.63304),(46 229.20213),(47 226.1925),(48 224.75089),(49 228.69026),(50 226.04816),(51 230.00339),(52 225.07169),(53 224.58636),(54 223.75044),(55 226.42262),(56 222.86542),(57 225.28204),(58 217.67784),(59 219.83755),(60 222.51465),(61 220.11508),(62 220.75482),(63 222.94247),(64 221.93446),(65 221.06212),(66 220.79648),(67 222.89421),(68 219.72113),(69 220.09615),(70 220.89532),(71 220.09116),(72 218.7817),(73 219.49207),(74 218.48962),(75 218.42227),(76 215.67662),(77 215.09232),(78 213.48312),(79 215.8724),
