1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 203.12494),(2 232.72583),(3 253.88637),(4 267.11725),(5 270.79794),(6 275.6795),(7 280.86902),(8 286.4317),(9 286.7448),(10 290.593),(11 285.86456),(12 286.02512),(13 285.21423),(14 282.98712),(15 287.27576),(16 292.09152),(17 293.3945),(18 291.0926),(19 300.01498),(20 299.9496),(21 300.9867),(22 304.18332),(23 301.8853),(24 303.38025),(25 306.0798),(26 305.39258),(27 303.58664),(28 303.98593),(29 300.88342),(30 301.30487),(31 301.98325),(32 297.5043),(33 298.779),(34 298.63718),(35 294.92072),(36 293.33426),(37 297.5068),(38 293.92212),(39 292.10367),(40 294.96747),(41 292.82907),(42 295.04422),(43 298.55246),(44 295.27692),(45 296.58722),(46 295.1803),(47 294.66452),(48 294.1011),(49 296.64365),(50 295.03827),(51 290.29257),(52 293.1685),(53 288.1002),(54 292.03607),(55 287.22192),(56 285.766),(57 285.49536),(58 282.88855),(59 284.79422),(60 289.92386),(61 284.3505),(62 286.25815),(63 290.89697),(64 287.3843),(65 285.221),(66 288.2359),(67 284.99332),(68 283.61603),(69 285.09158),(70 284.66882),(71 286.64203),(72 288.70856),(73 287.05646),(74 289.84042),(75 298.56006),(76 294.99057),(77 295.01105),(78 294.4751),(79 291.56174),
(1 201.91881),(2 234.45142),(3 256.4733),(4 264.7345),(5 267.19843),(6 274.5625),(7 279.5826),(8 284.31876),(9 287.54077),(10 290.602),(11 287.89734),(12 289.41235),(13 291.94766),(14 288.04782),(15 289.0596),(16 295.8002),(17 291.40884),(18 291.41043),(19 296.90707),(20 294.53625),(21 294.62906),(22 299.4391),(23 294.4455),(24 296.33038),(25 298.5138),(26 297.32077),(27 299.16895),(28 299.28513),(29 296.07883),(30 292.48734),(31 297.3117),(32 294.97098),(33 294.3574),(34 296.60367),(35 293.29376),(36 293.77527),(37 294.77216),(38 290.35516),(39 285.67896),(40 289.4513),(41 289.98685),(42 291.6069),(43 295.01495),(44 293.4649),(45 295.40045),(46 296.48804),(47 290.65506),(48 292.14612),(49 290.8245),(50 289.12576),(51 287.01984),(52 288.8719),(53 288.98965),(54 289.89395),(55 288.94492),(56 288.69537),(57 292.74994),(58 289.66837),(59 289.69373),(60 293.01978),(61 288.27728),(62 285.02765),(63 288.78577),(64 283.7689),(65 283.68643),(66 287.675),(67 284.94357),(68 284.96335),(69 285.4698),(70 283.36502),(71 286.49582),(72 290.3002),(73 287.42017),(74 289.15634),(75 296.27023),(76 292.7197),(77 291.95602),(78 293.39944),(79 289.22092),
(1 198.22401),(2 229.11603),(3 249.97044),(4 260.7412),(5 263.1472),(6 268.83545),(7 277.8108),(8 276.33246),(9 280.4852),(10 286.0836),(11 280.21143),(12 280.96512),(13 285.0586),(14 282.08716),(15 279.27036),(16 285.606),(17 282.64438),(18 284.42657),(19 286.5078),(20 282.65192),(21 284.36865),(22 289.51944),(23 286.61533),(24 289.8299),(25 289.74042),(26 288.17795),(27 288.7673),(28 294.69257),(29 289.93442),(30 288.21393),(31 291.7718),(32 286.42496),(33 286.9249),(34 289.1994),(35 285.95493),(36 285.61154),(37 287.66107),(38 286.26218),(39 282.5388),(40 285.92636),(41 284.62485),(42 287.5333),(43 289.99),(44 290.32535),(45 289.74478),(46 293.41284),(47 289.02164),(48 290.18912),(49 289.71545),(50 290.55484),(51 290.6557),(52 290.07428),(53 288.95615),(54 291.43015),(55 288.1655),(56 286.91147),(57 290.93396),(58 287.9921),(59 290.07532),(60 290.168),(61 284.8915),(62 284.72116),(63 286.0766),(64 282.58322),(65 281.418),(66 284.97623),(67 281.5473),(68 282.82544),(69 285.4185),(70 281.833),(71 285.85114),(72 289.36154),(73 285.3341),(74 286.3686),(75 289.52698),(76 285.0076),(77 286.4132),(78 286.9403),(79 288.3059),
(1 196.66885),(2 223.5715),(3 245.10474),(4 256.46576),(5 256.93796),(6 262.75983),(7 275.22217),(8 273.58713),(9 274.53073),(10 282.30402),(11 278.51483),(12 276.08942),(13 281.48917),(14 276.3459),(15 277.14444),(16 281.62527),(17 280.142),(18 277.90448),(19 283.17044),(20 281.84317),(21 280.46942),(22 285.4639),(23 283.7499),(24 284.78403),(25 286.7143),(26 286.14163),(27 284.31342),(28 291.0045),(29 284.01398),(30 285.0531),(31 286.44168),(32 281.06906),(33 283.75552),(34 284.78033),(35 281.85178),(36 282.04874),(37 284.51044),(38 282.93375),(39 281.40625),(40 281.56998),(41 281.95786),(42 281.81366),(43 287.19983),(44 285.4398),(45 285.13123),(46 288.15237),(47 284.69006),(48 286.137),(49 288.4732),(50 288.1312),(51 286.28104),(52 286.8813),(53 284.61823),(54 285.69318),(55 283.27682),(56 283.68472),(57 285.92123),(58 280.75757),(59 282.91348),(60 283.70602),(61 281.63315),(62 280.39758),(63 280.69485),(64 276.93085),(65 275.3679),(66 278.21548),(67 274.499),(68 273.56763),(69 279.66418),(70 278.36432),(71 278.15482),(72 282.72046),(73 281.30127),(74 278.90826),(75 281.63632),(76 282.21124),(77 282.0001),(78 284.20853),(79 283.2826),
(1 195.77345),(2 224.77234),(3 249.94415),(4 258.45706),(5 260.32492),(6 265.17947),(7 274.90125),(8 275.3038),(9 274.3951),(10 279.72208),(11 275.12018),(12 273.4251),(13 274.9111),(14 272.5653),(15 272.17728),(16 275.8771),(17 274.66827),(18 275.41727),(19 280.42346),(20 276.693),(21 276.22238),(22 282.82504),(23 281.65753),(24 279.5286),(25 283.87933),(26 279.22635),(27 281.73642),(28 284.02713),(29 277.69073),(30 278.7765),(31 278.11685),(32 275.75842),(33 279.00516),(34 280.32516),(35 278.2529),(36 279.34097),(37 281.02307),(38 279.8469),(39 278.42584),(40 280.2861),(41 276.1914),(42 279.00272),(43 281.40665),(44 279.83493),(45 281.22043),(46 282.9025),(47 279.98816),(48 282.10663),(49 283.9524),(50 281.4367),(51 281.62128),(52 281.9244),(53 280.6957),(54 281.2794),(55 278.91998),(56 280.50763),(57 286.11472),(58 282.6694),(59 283.4815),(60 284.60632),(61 280.2266),(62 280.76654),(63 284.9339),(64 279.429),(65 278.14227),(66 281.847),(67 279.07755),(68 278.84296),(69 281.29147),(70 277.0489),(71 280.15778),(72 283.5851),(73 280.011),(74 282.05276),(75 283.82043),(76 280.29086),(77 280.49008),(78 285.04587),(79 279.7825),
(1 193.57658),(2 220.41312),(3 242.7871),(4 252.02971),(5 251.85397),(6 260.65158),(7 267.78137),(8 266.92792),(9 268.7351),(10 270.02167),(11 265.6709),(12 267.29483),(13 270.11517),(14 269.2918),(15 268.5001),(16 274.46954),(17 272.04034),(18 273.27924),(19 276.549),(20 273.31445),(21 272.91132),(22 280.00122),(23 276.68454),(24 274.7912),(25 277.16107),(26 276.3625),(27 276.56274),(28 276.59393),(29 274.38702),(30 274.82217),(31 275.63968),(32 272.01898),(33 272.52936),(34 275.55615),(35 274.7655),(36 274.8606),(37 273.90463),(38 271.18036),(39 269.67377),(40 272.72485),(41 267.75253),(42 268.20535),(43 272.20856),(44 267.9865),(45 270.788),(46 270.839),(47 270.19284),(48 270.56128),(49 272.10602),(50 270.7918),(51 270.47827),(52 272.77258),(53 271.01105),(54 270.90628),(55 268.41263),(56 271.24966),(57 275.32925),(58 271.9873),(59 273.77213),(60 273.34018),(61 270.83182),(62 268.5297),(63 271.03888),(64 270.06506),(65 268.43552),(66 271.78677),(67 267.81586),(68 266.77933),(69 270.1125),(70 266.67148),(71 267.50848),(72 273.08212),(73 270.09857),(74 273.819),(75 274.7353),(76 273.72382),(77 274.8601),(78 277.60532),(79 276.3252),
(1 188.55673),(2 215.2599),(3 236.5634),(4 245.27942),(5 250.2555),(6 253.52684),(7 260.02966),(8 258.92694),(9 261.2736),(10 265.9055),(11 261.90652),(12 265.1712),(13 267.22006),(14 264.91),(15 268.00772),(16 272.02155),(17 268.56573),(18 269.4172),(19 274.73102),(20 270.52148),(21 273.2827),(22 279.00778),(23 277.96268),(24 276.31686),(25 278.10016),(26 273.82272),(27 275.83228),(28 276.06937),(29 274.1248),(30 273.85513),(31 276.08328),(32 273.24677),(33 273.6208),(34 272.95447),(35 270.87308),(36 272.06155),(37 272.0531),(38 268.9019),(39 268.3512),(40 272.27625),(41 267.50467),(42 268.7253),(43 270.51883),(44 269.08295),(45 270.8507),(46 269.1562),(47 271.2095),(48 271.34647),(49 271.43408),(50 269.96722),(51 269.4194),(52 270.9128),(53 270.08282),(54 271.81674),(55 268.1778),(56 268.97653),(57 272.91962),(58 273.17142),(59 271.93964),(60 272.75217),(61 269.13568),(62 268.78903),(63 270.36578),(64 268.16077),(65 268.61172),(66 270.40076),(67 267.7027),(68 269.43088),(69 270.403),(70 268.94858),(71 269.7142),(72 273.5549),(73 271.57016),(74 273.0022),(75 274.36383),(76 274.32236),(77 273.86734),(78 278.7013),(79 275.901),
(1 184.51569),(2 209.35797),(3 227.80556),(4 238.03252),(5 240.89139),(6 239.91081),(7 245.79349),(8 245.43765),(9 248.08008),(10 252.21786),(11 249.64296),(12 249.63275),(13 253.2244),(14 250.47913),(15 252.39973),(16 259.9119),(17 257.05023),(18 257.0864),(19 261.13965),(20 258.51794),(21 260.0413),(22 264.8205),(23 262.4687),(24 261.45615),(25 265.03598),(26 262.0395),(27 262.3958),(28 264.12134),(29 262.9476),(30 262.53638),(31 264.62418),(32 263.06866),(33 263.12347),(34 263.20648),(35 262.47),(36 264.16495),(37 264.83844),(38 260.20718),(39 262.0068),(40 258.60233),(41 257.6319),(42 257.90347),(43 260.1977),(44 257.3968),(45 258.09967),(46 259.44458),(47 258.07816),(48 259.11835),(49 261.65604),(50 261.495),(51 261.16257),(52 260.90842),(53 261.04712),(54 260.61807),(55 258.50037),(56 256.80106),(57 258.69174),(58 257.05692),(59 258.39865),(60 259.2828),(61 256.14752),(62 257.39246),(63 258.02475),(64 256.40945),(65 256.899),(66 260.83774),(67 257.91556),(68 258.37183),(69 259.88428),(70 257.5653),(71 259.87564),(72 264.12827),(73 261.17346),(74 261.52805),(75 264.4758),(76 262.69556),(77 262.90033),(78 264.30185),(79 262.49457),
(1 181.07288),(2 205.96652),(3 225.65681),(4 235.19414),(5 238.44061),(6 243.23148),(7 253.9522),(8 249.1888),(9 251.64787),(10 256.21655),(11 251.73863),(12 251.47665),(13 256.25885),(14 251.94322),(15 255.22443),(16 256.9164),(17 254.30675),(18 256.34918),(19 263.93356),(20 260.65204),(21 262.7374),(22 267.58545),(23 263.98303),(24 264.5573),(25 269.34888),(26 265.8907),(27 266.1383),(28 268.43744),(29 263.49042),(30 266.9048),(31 267.04877),(32 266.24258),(33 267.84213),(34 268.0025),(35 267.15848),(36 264.8408),(37 265.53513),(38 266.42334),(39 269.25455),(40 267.8891),(41 261.93674),(42 263.3181),(43 267.58496),(44 265.78876),(45 266.93866),(46 266.7537),(47 265.95593),(48 266.7888),(49 267.47052),(50 268.33145),(51 268.50717),(52 270.44232),(53 268.53482),(54 270.95273),(55 266.1058),(56 266.00638),(57 267.77573),(58 261.47858),(59 264.29318),(60 266.77606),(61 263.32144),(62 262.87738),(63 267.34894),(64 261.58627),(65 262.5773),(66 265.66647),(67 262.07535),(68 263.02866),(69 263.98383),(70 261.51807),(71 262.72675),(72 267.4758),(73 260.71268),(74 262.42294),(75 265.06473),(76 261.1479),(77 264.81137),(78 266.53723),(79 266.57028),
(1 179.09264),(2 202.95216),(3 222.51096),(4 231.47592),(5 232.91365),(6 238.68513),(7 247.06732),(8 247.04611),(9 248.05104),(10 250.9917),(11 250.04335),(12 245.25557),(13 251.33041),(14 247.80031),(15 249.04913),(16 254.35683),(17 250.95653),(18 252.09662),(19 256.0403),(20 252.37573),(21 253.9108),(22 258.0586),(23 256.68298),(24 256.94467),(25 259.7136),(26 253.9254),(27 256.47745),(28 257.69772),(29 253.37878),(30 255.62924),(31 256.4916),(32 254.2024),(33 255.18839),(34 256.24472),(35 257.10648),(36 254.79266),(37 254.26505),(38 253.57945),(39 254.01361),(40 254.3216),(41 252.22444),(42 253.83545),(43 256.1804),(44 255.87157),(45 255.9331),(46 257.07446),(47 256.90738),(48 258.24048),(49 259.5899),(50 258.5726),(51 256.31818),(52 261.3356),(53 259.05182),(54 263.23376),(55 257.45593),(56 258.94098),(57 258.4216),(58 258.53625),(59 258.03818),(60 260.2359),(61 256.07715),(62 255.91779),(63 256.36304),(64 253.64922),(65 255.92023),(66 256.55923),(67 253.82733),(68 255.69609),(69 257.42502),(70 257.26245),(71 258.37994),(72 262.9035),(73 259.5288),(74 258.99225),(75 262.04224),(76 259.40784),(77 260.78076),(78 263.84857),(79 263.28003),
(1 175.3211),(2 199.99602),(3 217.1459),(4 225.89832),(5 229.39177),(6 235.00339),(7 243.39165),(8 242.07231),(9 242.18738),(10 247.38712),(11 244.67407),(12 243.5886),(13 248.32104),(14 242.89636),(15 245.41945),(16 249.73016),(17 245.9471),(18 247.19821),(19 252.04422),(20 248.32695),(21 252.37328),(22 255.74715),(23 255.7198),(24 255.2356),(25 257.19016),(26 255.8468),(27 252.88757),(28 256.17487),(29 252.59253),(30 253.79016),(31 251.7066),(32 247.76039),(33 249.03247),(34 249.96054),(35 247.51352),(36 246.59169),(37 249.13425),(38 248.48064),(39 247.22778),(40 248.49371),(41 247.39233),(42 245.595),(43 250.38284),(44 247.06007),(45 247.35094),(46 247.97684),(47 247.4364),(48 249.30911),(49 250.60645),(50 249.67992),(51 251.18039),(52 255.3452),(53 251.72626),(54 253.76688),(55 251.69081),(56 253.30669),(57 254.67847),(58 249.64691),(59 247.22203),(60 249.65132),(61 249.49855),(62 248.73047),(63 249.527),(64 247.11673),(65 248.49507),(66 251.75606),(67 249.39844),(68 251.02539),(69 254.03418),(70 251.43402),(71 250.28),(72 254.75644),(73 253.31172),(74 250.36409),(75 253.43645),(76 251.99069),(77 252.035),(78 253.41911),(79 250.5614),
(1 170.26833),(2 192.6017),(3 212.83768),(4 219.65361),(5 225.82477),(6 227.22636),(7 236.54053),(8 236.94427),(9 237.23204),(10 239.65755),(11 238.71085),(12 238.1877),(13 239.31949),(14 236.60707),(15 238.02115),(16 239.96437),(17 236.97298),(18 239.81393),(19 242.64981),(20 242.73051),(21 243.07945),(22 247.6315),(23 248.2501),(24 248.99744),(25 252.21255),(26 251.54227),(27 249.45735),(28 250.65883),(29 247.41344),(30 248.21399),(31 248.69215),(32 245.4286),(33 245.599),(34 248.83278),(35 245.33353),(36 244.82938),(37 244.88371),(38 243.48021),(39 242.38324),(40 243.09178),(41 243.75291),(42 244.97998),(43 247.00787),(44 243.53764),(45 244.55191),(46 245.31174),(47 243.17444),(48 243.73112),(49 245.55403),(50 243.38835),(51 245.68277),(52 248.75677),(53 245.35774),(54 246.70631),(55 244.67523),(56 245.11179),(57 246.35919),(58 243.38162),(59 243.45438),(60 245.13878),(61 244.0874),(62 243.66623),(63 247.4089),(64 243.70018),(65 244.56654),(66 245.94666),(67 243.21217),(68 241.13556),(69 244.49861),(70 241.52849),(71 240.99348),(72 243.36357),(73 240.93387),(74 239.43394),(75 243.38802),(76 244.051),(77 242.6374),(78 244.88385),(79 241.33058),
(1 168.77853),(2 192.78952),(3 208.7814),(4 217.41226),(5 220.5567),(6 223.0279),(7 228.99637),(8 230.61105),(9 232.24158),(10 232.25569),(11 230.53807),(12 230.40906),(13 232.39803),(14 230.1125),(15 233.99054),(16 239.09666),(17 235.84232),(18 237.20699),(19 240.85847),(20 242.51387),(21 242.96875),(22 247.67747),(23 245.72482),(24 245.73578),(25 249.09808),(26 244.92589),(27 243.77794),(28 244.41147),(29 243.17183),(30 242.02151),(31 242.3208),(32 238.35649),(33 240.643),(34 241.43968),(35 240.16985),(36 240.59251),(37 242.00958),(38 241.58939),(39 239.78503),(40 241.67188),(41 239.13704),(42 240.25735),(43 241.39102),(44 239.8729),(45 241.64429),(46 242.33229),(47 240.06686),(48 242.3295),(49 244.2341),(50 241.80437),(51 241.687),(52 244.89607),(53 242.78526),(54 243.03374),(55 243.18567),(56 242.68225),(57 244.46579),(58 240.0547),(59 241.66579),(60 241.16997),(61 238.80003),(62 237.06624),(63 242.0619),(64 236.81877),(65 235.54979),(66 237.65259),(67 234.50102),(68 236.93936),(69 237.15718),(70 234.91498),(71 233.48122),(72 237.7795),(73 234.45914),(74 235.55962),(75 237.63548),(76 235.33421),(77 236.5629),(78 237.60393),(79 236.59215),
(1 167.47342),(2 190.83636),(3 208.5028),(4 218.4845),(5 221.83609),(6 223.49727),(7 229.37807),(8 229.55136),(9 232.12665),(10 234.66347),(11 231.87912),(12 234.0549),(13 238.58916),(14 236.77197),(15 237.34612),(16 240.29591),(17 240.8677),(18 237.71236),(19 243.83253),(20 239.89903),(21 239.62544),(22 244.33656),(23 243.44278),(24 242.07039),(25 243.03406),(26 241.06415),(27 237.12286),(28 240.92043),(29 239.69106),(30 236.97461),(31 236.9138),(32 235.3562),(33 234.54184),(34 236.40947),(35 235.38603),(36 235.64299),(37 236.44681),(38 235.72386),(39 235.48404),(40 236.44975),(41 233.15247),(42 233.6025),(43 235.35687),(44 235.0551),(45 236.71872),(46 238.2296),(47 237.0607),(48 237.49278),(49 240.74121),(50 241.19984),(51 239.98177),(52 243.21513),(53 241.00034),(54 243.12018),(55 242.2615),(56 243.8906),(57 244.03346),(58 242.46684),(59 242.42303),(60 244.29941),(61 240.47311),(62 239.78574),(63 243.80472),(64 238.85631),(65 240.79048),(66 240.78735),(67 238.82124),(68 240.81343),(69 240.70766),(70 239.38681),(71 238.98602),(72 239.2414),(73 235.09312),(74 235.20457),(75 238.57787),(76 237.24031),(77 238.63083),(78 238.1194),(79 237.60728),
(1 159.41805),(2 185.55103),(3 199.58615),(4 210.39757),(5 211.5621),(6 214.5404),(7 220.5613),(8 219.9696),(9 223.19945),(10 224.62277),(11 223.71562),(12 225.98837),(13 228.0652),(14 227.67485),(15 229.23425),(16 234.25912),(17 229.5941),(18 231.7333),(19 235.99817),(20 231.92212),(21 232.98563),(22 238.55405),(23 233.4925),(24 231.6499),(25 233.87105),(26 233.20457),(27 231.37358),(28 235.01875),(29 233.11646),(30 232.72928),(31 234.65375),(32 229.4046),(33 230.36372),(34 230.82327),(35 230.2913),(36 231.74886),(37 234.01552),(38 231.15453),(39 230.11755),(40 231.3928),(41 230.6087),(42 230.6901),(43 231.21375),(44 232.74565),(45 233.46284),(46 233.48653),(47 231.06744),(48 231.65887),(49 233.04323),(50 232.17725),(51 231.4125),(52 234.27628),(53 230.6846),(54 230.88103),(55 228.6674),(56 228.70535),(57 233.80785),(58 231.05537),(59 229.6915),(60 232.51614),(61 228.89723),(62 228.49593),(63 232.09662),(64 228.0717),(65 230.5646),(66 232.75262),(67 230.0437),(68 228.81725),(69 232.04187),(70 230.3023),(71 230.9272),(72 233.40868),(73 230.62918),(74 231.8645),(75 236.16873),(76 236.06163),(77 235.4386),(78 236.6808),(79 234.3787),
(1 158.48029),(2 182.537),(3 198.43396),(4 208.02783),(5 212.33559),(6 213.77599),(7 220.28421),(8 220.10724),(9 222.55121),(10 225.57953),(11 225.30788),(12 228.32881),(13 229.83852),(14 229.66087),(15 228.76317),(16 235.50583),(17 230.63945),(18 231.12415),(19 235.8248),(20 231.26855),(21 232.0372),(22 237.08723),(23 232.38596),(24 232.2128),(25 233.72975),(26 230.96494),(27 231.56757),(28 234.5795),(29 230.99965),(30 232.72237),(31 231.05727),(32 227.32893),(33 225.29144),(34 228.83578),(35 228.60268),(36 227.68492),(37 230.26343),(38 230.59789),(39 230.25856),(40 228.70625),(41 228.47151),(42 228.90291),(43 228.8812),(44 228.74173),(45 228.46097),(46 229.67801),(47 227.73726),(48 229.16139),(49 230.61989),(50 229.25482),(51 230.01712),(52 232.06772),(53 229.96956),(54 228.74771),(55 227.12581),(56 228.00607),(57 230.20778),(58 228.61963),(59 227.36371),(60 229.95529),(61 228.83081),(62 225.79005),(63 227.4475),(64 225.23828),(65 224.71674),(66 228.63182),(67 225.91801),(68 226.61865),(69 226.32086),(70 226.54588),(71 228.69336),(72 230.83415),(73 227.33902),(74 228.79169),(75 232.10141),(76 232.08058),(77 231.65826),(78 233.77092),(79 233.03903),
(1 158.42926),(2 182.12842),(3 198.54036),(4 206.59087),(5 211.63303),(6 216.99516),(7 220.76414),(8 221.80165),(9 222.88582),(10 227.65492),(11 224.98264),(12 226.8291),(13 230.98798),(14 227.0583),(15 227.76253),(16 231.83398),(17 228.30542),(18 228.8808),(19 233.08311),(20 229.84473),(21 229.42384),(22 233.34813),(23 231.68149),(24 229.83372),(25 233.00897),(26 229.62129),(27 230.45601),(28 231.42824),(29 228.31697),(30 231.12193),(31 230.92921),(32 227.44133),(33 226.66162),(34 228.06068),(35 227.91507),(36 227.60815),(37 229.01079),(38 225.17065),(39 224.90546),(40 224.48138),(41 223.29929),(42 224.38408),(43 223.44064),(44 223.08339),(45 223.00461),(46 224.74965),(47 219.91223),(48 222.80365),(49 226.40709),(50 223.18898),(51 223.45755),(52 226.08566),(53 224.08183),(54 226.13998),(55 225.56148),(56 226.47269),(57 227.71428),(58 227.48993),(59 225.46564),(60 229.69582),(61 228.48157),(62 225.93414),(63 226.72131),(64 223.62741),(65 223.95589),(66 228.61887),(67 225.67839),(68 226.7292),(69 229.07555),(70 227.62065),(71 230.28374),(72 232.54834),(73 230.02243),(74 230.22005),(75 232.70494),(76 232.15993),(77 233.43848),(78 237.19707),(79 234.21216),
(1 153.66518),(2 175.12599),(3 191.83723),(4 199.72435),(5 204.50464),(6 207.02094),(7 210.09755),(8 210.87659),(9 213.85124),(10 217.28737),(11 214.63142),(12 216.38861),(13 219.1773),(14 217.67595),(15 217.33557),(16 222.00711),(17 218.47696),(18 218.32306),(19 220.34245),(20 219.87599),(21 220.40181),(22 222.6495),(23 222.8876),(24 222.16751),(25 225.3472),(26 222.8998),(27 223.64948),(28 226.65141),(29 223.50282),(30 221.43794),(31 221.92175),(32 218.17728),(33 219.16542),(34 219.77426),(35 217.83563),(36 217.3067),(37 219.72966),(38 217.53711),(39 218.125),(40 218.81293),(41 216.40466),(42 217.58192),(43 218.26694),(44 217.26389),(45 217.9323),(46 220.24065),(47 218.11417),(48 220.89253),(49 222.50905),(50 217.70343),(51 219.79929),(52 220.18405),(53 219.38234),(54 220.23569),(55 218.40831),(56 218.82603),(57 222.1346),(58 220.56027),(59 220.53883),(60 222.15144),(61 219.5945),(62 216.61107),(63 220.89462),(64 217.65347),(65 218.01111),(66 220.80501),(67 220.65178),(68 219.08073),(69 222.4726),(70 220.14027),(71 220.35248),(72 221.07436),(73 221.0692),(74 221.24568),(75 222.62317),(76 222.43668),(77 222.21352),(78 226.37778),(79 225.06128),
(1 152.3063),(2 174.17543),(3 188.93985),(4 198.86633),(5 203.55478),(6 206.65317),(7 211.42513),(8 211.1188),(9 212.12898),(10 215.43138),(11 212.06596),(12 213.68155),(13 216.99292),(14 213.12079),(15 215.28145),(16 220.63782),(17 218.90236),(18 219.79369),(19 222.74353),(20 221.83676),(21 222.22469),(22 224.67223),(23 223.32211),(24 223.54204),(25 225.88306),(26 224.64247),(27 225.141),(28 225.32715),(29 223.19292),(30 222.09306),(31 220.05853),(32 219.45967),(33 221.46118),(34 222.30388),(35 221.34995),(36 219.25404),(37 219.48691),(38 218.65402),(39 218.55652),(40 217.32079),(41 217.05345),(42 218.07764),(43 221.15439),(44 222.81593),(45 221.91022),(46 225.39896),(47 223.39085),(48 224.67104),(49 227.89714),(50 224.49074),(51 225.70529),(52 226.15247),(53 225.55455),(54 225.12651),(55 221.90019),(56 221.85976),(57 225.14374),(58 221.1842),(59 222.66829),(60 223.86006),(61 221.56526),(62 219.7279),(63 223.99545),(64 218.5081),(65 218.29646),(66 223.26015),(67 222.27104),(68 219.29565),(69 222.46504),(70 219.99657),(71 219.23166),(72 223.01384),(73 219.56439),(74 221.18477),(75 223.50223),(76 222.43768),(77 224.66019),(78 223.79279),(79 222.94336),
