1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 59.212276),(2 77.00273),(3 84.589096),(4 90.84049),(5 95.70624),(6 99.42124),(7 101.88481),(8 102.817375),(9 104.662186),(10 106.061455),(11 107.41663),(12 108.445076),(13 109.20108),(14 109.50986),(15 109.23483),(16 109.34008),(17 109.77295),(18 109.199585),(19 109.87709),(20 109.382195),(21 110.76173),(22 111.93446),(23 111.6765),(24 113.12877),(25 113.682785),(26 114.43144),(27 112.262314),(28 112.504776),(29 113.04747),(30 112.979034),(31 112.44231),(32 112.74727),(33 112.60224),(34 112.69397),(35 113.5761),(36 113.82431),(37 114.9653),(38 114.78048),(39 114.19573),(40 114.715775),(41 114.679405),(42 115.66125),(43 114.92268),(44 115.18345),(45 115.47389),(46 115.25043),(47 116.14694),(48 116.39934),(49 116.52282),(50 115.671555),(51 115.02345),(52 115.359924),(53 115.66157),(54 115.37752),(55 115.11316),(56 115.61411),(57 116.17437),(58 117.611206),(59 116.65372),(60 116.967186),(61 117.58314),(62 117.09833),(63 115.687836),(64 116.49618),(65 116.83418),(66 117.01793),(67 116.45443),(68 116.14596),(69 116.38346),(70 117.22061),(71 118.07034),(72 118.807465),(73 120.350296),(74 120.67598),(75 118.57082),(76 118.71361),(77 118.669975),(78 118.781395),(79 119.779015),
(1 58.949535),(2 75.11628),(3 83.155624),(4 88.77157),(5 92.37621),(6 96.58875),(7 99.39793),(8 101.36154),(9 104.29206),(10 105.55359),(11 105.752846),(12 107.45088),(13 108.307335),(14 108.85814),(15 109.01197),(16 108.149574),(17 108.7436),(18 109.38856),(19 109.82986),(20 109.94484),(21 109.576744),(22 109.46694),(23 109.35937),(24 111.20117),(25 111.776),(26 111.57833),(27 110.802635),(28 111.244736),(29 111.162476),(30 111.05867),(31 110.312584),(32 111.11499),(33 111.934395),(34 111.36101),(35 112.265434),(36 112.91605),(37 113.58465),(38 114.35088),(39 113.588715),(40 113.66818),(41 112.94817),(42 114.20809),(43 114.76806),(44 114.182976),(45 114.41719),(46 114.74828),(47 115.303024),(48 115.02384),(49 116.15422),(50 116.1947),(51 114.69481),(52 116.313675),(53 114.998604),(54 114.33994),(55 115.11007),(56 114.65579),(57 115.300095),(58 116.12654),(59 116.328094),(60 117.06991),(61 116.88537),(62 118.13846),(63 115.81296),(64 115.45353),(65 115.890785),(66 115.751785),(67 115.66157),(68 116.56265),(69 116.01626),(70 116.24273),(71 115.35658),(72 115.77842),(73 116.56025),(74 117.10847),(75 115.6081),(76 116.68317),(77 117.023735),(78 117.961464),(79 117.88142),
(1 56.746643),(2 72.45118),(3 80.31445),(4 86.2711),(5 90.096725),(6 94.07566),(7 96.21598),(8 99.59757),(9 99.99106),(10 100.90943),(11 101.233955),(12 102.043045),(13 103.635864),(14 105.3307),(15 105.60065),(16 105.14085),(17 105.429054),(18 105.322174),(19 105.59736),(20 105.82652),(21 106.76383),(22 106.79505),(23 106.920166),(24 108.64552),(25 109.48075),(26 110.43126),(27 109.56887),(28 108.85024),(29 108.61929),(30 110.06902),(31 109.347946),(32 110.44283),(33 110.433304),(34 110.329796),(35 110.45284),(36 111.005905),(37 110.912766),(38 110.89241),(39 109.37415),(40 109.37557),(41 110.83939),(42 110.93614),(43 111.67936),(44 111.744774),(45 111.68569),(46 113.00099),(47 112.91734),(48 112.73388),(49 113.632545),(50 113.98382),(51 112.44324),(52 113.35174),(53 113.57457),(54 113.853455),(55 113.80536),(56 113.24157),(57 112.84392),(58 113.67767),(59 112.75322),(60 113.26163),(61 113.62555),(62 113.79671),(63 112.138626),(64 113.18861),(65 114.51036),(66 114.70155),(67 114.82217),(68 115.36293),(69 113.821365),(70 114.15436),(71 114.2767),(72 115.221245),(73 114.50037),(74 115.886536),(75 114.29291),(76 114.40199),(77 114.25649),(78 115.20967),(79 115.655266),
(1 57.80464),(2 73.35593),(3 80.0406),(4 85.62413),(5 89.46707),(6 93.56521),(7 95.1562),(8 97.830666),(9 99.55763),(10 100.074005),(11 101.25808),(12 102.20311),(13 103.70622),(14 106.09027),(15 103.802635),(16 103.26675),(17 102.88308),(18 105.454605),(19 105.79836),(20 106.44718),(21 106.585144),(22 106.89167),(23 106.32492),(24 107.737404),(25 107.953354),(26 108.56465),(27 108.53362),(28 108.868385),(29 108.56789),(30 109.28761),(31 109.237465),(32 110.0358),(33 109.96378),(34 110.148674),(35 110.05588),(36 110.70841),(37 110.60082),(38 111.77308),(39 110.628654),(40 110.73683),(41 111.23152),(42 111.0146),(43 111.40888),(44 110.83915),(45 111.476),(46 112.0732),(47 111.42657),(48 110.68896),(49 112.37487),(50 112.74249),(51 111.230965),(52 110.64656),(53 110.95719),(54 112.06399),(55 111.964386),(56 113.24203),(57 112.95342),(58 112.98506),(59 112.59815),(60 113.21687),(61 113.942184),(62 113.33802),(63 111.74416),(64 112.64291),(65 112.09958),(66 113.24491),(67 113.45095),(68 113.23706),(69 114.42993),(70 114.42401),(71 114.61052),(72 115.708565),(73 116.709755),(74 116.98965),(75 115.36582),(76 114.4594),(77 113.66981),(78 114.24714),(79 114.30518),
(1 56.92474),(2 72.257545),(3 80.278015),(4 85.138626),(5 89.67691),(6 92.30664),(7 95.23242),(8 96.64696),(9 99.19327),(10 99.728096),(11 99.97066),(12 100.87629),(13 102.14633),(14 103.109184),(15 103.05719),(16 102.67795),(17 102.50387),(18 103.042465),(19 103.683754),(20 103.61261),(21 104.41723),(22 104.404106),(23 105.05743),(24 106.04351),(25 107.01781),(26 106.8753),(27 106.56059),(28 106.81863),(29 106.31057),(30 106.92893),(31 107.39106),(32 108.17011),(33 107.1286),(34 107.24755),(35 107.85105),(36 108.69618),(37 108.81894),(38 108.66698),(39 108.51933),(40 108.8062),(41 109.32963),(42 110.04155),(43 109.39821),(44 109.052185),(45 109.897484),(46 110.155846),(47 110.10866),(48 110.62493),(49 111.16295),(50 111.39869),(51 110.67833),(52 110.51431),(53 110.27765),(54 111.16097),(55 110.874435),(56 110.02922),(57 110.19198),(58 109.8253),(59 109.73527),(60 109.8713),(61 109.99387),(62 111.93155),(63 109.833374),(64 110.41049),(65 110.08158),(66 110.35178),(67 110.48229),(68 109.31643),(69 110.75236),(70 110.826675),(71 110.211945),(72 110.99632),(73 111.367424),(74 111.386894),(75 110.27225),(76 110.457405),(77 110.14692),(78 109.73753),(79 109.74381),
(1 56.809437),(2 71.986115),(3 80.1526),(4 85.45043),(5 88.980255),(6 92.44765),(7 94.7258),(8 95.79202),(9 97.39764),(10 98.496544),(11 99.789604),(12 101.16032),(13 100.86926),(14 101.75008),(15 100.19989),(16 100.92713),(17 101.73634),(18 102.51035),(19 101.557526),(20 101.399445),(21 101.869286),(22 103.189125),(23 103.78307),(24 104.49298),(25 104.92318),(26 106.094124),(27 104.216644),(28 104.75791),(29 104.49452),(30 104.97235),(31 104.97152),(32 105.864174),(33 105.32508),(34 105.00999),(35 105.57194),(36 106.25851),(37 106.298546),(38 106.597626),(39 106.549774),(40 107.51603),(41 106.64164),(42 106.37173),(43 107.93393),(44 106.85495),(45 107.088234),(46 106.7442),(47 105.42148),(48 106.483505),(49 107.23416),(50 107.66299),(51 106.677376),(52 106.589264),(53 107.06349),(54 107.13729),(55 106.93458),(56 107.00161),(57 106.45084),(58 106.28865),(59 106.85271),(60 107.12508),(61 107.7908),(62 107.482796),(63 106.10855),(64 106.63194),(65 106.91735),(66 107.935326),(67 108.60185),(68 108.64258),(69 108.59084),(70 108.326485),(71 109.18426),(72 110.568954),(73 110.392746),(74 111.23032),(75 109.82407),(76 109.65825),(77 110.24865),(78 111.23416),(79 111.78654),
(1 55.669193),(2 71.42921),(3 78.250854),(4 84.48452),(5 88.99908),(6 92.610275),(7 94.537445),(8 95.87742),(9 98.527664),(10 98.64486),(11 98.846054),(12 100.21998),(13 100.45567),(14 101.38164),(15 100.97889),(16 101.64224),(17 101.975426),(18 102.53578),(19 102.37823),(20 102.62485),(21 103.631256),(22 104.63032),(23 105.03125),(24 105.21172),(25 105.85371),(26 106.54612),(27 105.16836),(28 104.83387),(29 104.82579),(30 104.54801),(31 104.4019),(32 105.188736),(33 105.51113),(34 106.26717),(35 107.18701),(36 107.61285),(37 108.404884),(38 108.76372),(39 109.42321),(40 108.62245),(41 109.34127),(42 109.43331),(43 108.532364),(44 108.78834),(45 108.90722),(46 109.52504),(47 109.45519),(48 109.32767),(49 109.775856),(50 109.22653),(51 108.17627),(52 108.01384),(53 108.027374),(54 108.361084),(55 109.695564),(56 110.20186),(57 110.689674),(58 110.5768),(59 111.52589),(60 112.48169),(61 112.47952),(62 113.16074),(63 110.57464),(64 110.79563),(65 112.01772),(66 112.27108),(67 112.34378),(68 110.87488),(69 110.34394),(70 110.034096),(71 109.55978),(72 110.0789),(73 111.5957),(74 112.02774),(75 110.273766),(76 111.175224),(77 112.014),(78 112.07665),(79 112.05349),
(1 55.61676),(2 70.33578),(3 77.444016),(4 83.55073),(5 87.50604),(6 90.81806),(7 93.03979),(8 94.86908),(9 96.64138),(10 97.669464),(11 97.21256),(12 97.826126),(13 98.423256),(14 99.21886),(15 98.30148),(16 98.67781),(17 98.76259),(18 99.31389),(19 99.64086),(20 100.16747),(21 100.52406),(22 100.63318),(23 100.39458),(24 101.12474),(25 101.62614),(26 102.603645),(27 100.979965),(28 101.09916),(29 101.321655),(30 101.95293),(31 101.93938),(32 103.053635),(33 102.497284),(34 102.70104),(35 102.748146),(36 102.87053),(37 103.52346),(38 103.548775),(39 103.43935),(40 103.50519),(41 104.16416),(42 104.335365),(43 103.51029),(44 104.21601),(45 104.66377),(46 104.49861),(47 104.867),(48 105.76919),(49 106.6822),(50 106.62064),(51 106.07095),(52 105.811775),(53 106.36754),(54 106.38643),(55 105.50601),(56 106.806145),(57 107.09343),(58 107.142044),(59 108.89888),(60 109.486984),(61 109.91186),(62 109.87202),(63 108.60186),(64 108.678154),(65 109.10486),(66 109.49861),(67 108.49392),(68 108.43772),(69 106.94074),(70 107.95556),(71 108.0753),(72 108.51899),(73 108.71385),(74 108.33294),(75 106.40192),(76 106.89297),(77 108.09119),(78 109.91253),(79 110.35791),
(1 54.620037),(2 68.88975),(3 75.96315),(4 81.61413),(5 84.58125),(6 88.59345),(7 90.47477),(8 92.26595),(9 92.25206),(10 93.46086),(11 94.0715),(12 95.83353),(13 97.11361),(14 98.63142),(15 96.68463),(16 96.82533),(17 97.656235),(18 97.931816),(19 98.51524),(20 99.2796),(21 100.67185),(22 101.187645),(23 101.33064),(24 102.30049),(25 103.95429),(26 105.41394),(27 104.16822),(28 104.19693),(29 103.92729),(30 103.29986),(31 103.7727),(32 103.4534),(33 103.17758),(34 102.180374),(35 102.80066),(36 104.00528),(37 104.10695),(38 104.14697),(39 104.116646),(40 105.0768),(41 105.94697),(42 106.10896),(43 106.376724),(44 106.54748),(45 104.986855),(46 105.338806),(47 105.652336),(48 106.077675),(49 106.87037),(50 107.746605),(51 106.729004),(52 106.52338),(53 107.24904),(54 107.29806),(55 107.86915),(56 108.700775),(57 108.86432),(58 109.20127),(59 110.0079),(60 110.2434),(61 111.504524),(62 111.08741),(63 109.95936),(64 109.546745),(65 109.27356),(66 110.12073),(67 109.69564),(68 109.42048),(69 109.69997),(70 110.48606),(71 109.550735),(72 111.10524),(73 110.3579),(74 111.243835),(75 109.64344),(76 110.508156),(77 110.928),(78 110.81104),(79 111.40354),
(1 55.102688),(2 69.55475),(3 76.08119),(4 81.99966),(5 85.8886),(6 89.776985),(7 91.1334),(8 92.69015),(9 93.546295),(10 94.20419),(11 94.94891),(12 96.70262),(13 98.3124),(14 99.16329),(15 97.46073),(16 97.84046),(17 98.38695),(18 99.04743),(19 98.33345),(20 98.82541),(21 99.508484),(22 100.299126),(23 100.72927),(24 101.882835),(25 103.072136),(26 104.75729),(27 103.0494),(28 103.59438),(29 103.38656),(30 103.390305),(31 103.10294),(32 103.08553),(33 102.94194),(34 103.04048),(35 103.10813),(36 103.25382),(37 104.63818),(38 105.20635),(39 103.90242),(40 103.776085),(41 102.98196),(42 103.607834),(43 102.97784),(44 103.4903),(45 103.42513),(46 103.6309),(47 103.105865),(48 103.066086),(49 104.53305),(50 104.65065),(51 102.85052),(52 103.75831),(53 102.95588),(54 104.14084),(55 103.66744),(56 103.74185),(57 103.92812),(58 104.032295),(59 104.4563),(60 105.56791),(61 105.54172),(62 105.312096),(63 103.176094),(64 103.32227),(65 104.05526),(66 104.57463),(67 104.14626),(68 105.195755),(69 104.51735),(70 104.96521),(71 105.070076),(72 105.95914),(73 104.79231),(74 106.755394),(75 105.76447),(76 105.51996),(77 106.35266),(78 107.06499),(79 106.9411),
(1 54.56598),(2 69.02797),(3 75.58413),(4 81.20452),(5 84.61937),(6 88.85949),(7 90.44469),(8 91.9327),(9 93.240204),(10 94.828575),(11 95.93888),(12 97.60577),(13 98.30145),(14 99.160706),(15 97.67025),(16 97.39032),(17 97.52893),(18 98.92256),(19 99.56998),(20 100.19797),(21 100.51211),(22 101.208725),(23 101.37683),(24 101.6923),(25 101.56864),(26 101.7682),(27 100.63939),(28 101.84358),(29 101.678566),(30 102.25606),(31 102.5684),(32 102.56924),(33 102.60618),(34 103.533646),(35 103.447075),(36 103.99345),(37 104.82094),(38 105.24942),(39 103.76492),(40 104.44506),(41 104.18823),(42 105.40701),(43 105.276566),(44 105.48882),(45 105.0747),(46 106.18143),(47 105.659966),(48 105.58955),(49 106.948875),(50 107.42892),(51 106.13254),(52 105.67924),(53 106.49331),(54 107.50835),(55 106.97017),(56 108.08123),(57 107.83617),(58 107.01757),(59 106.79153),(60 107.31254),(61 108.53692),(62 108.50687),(63 106.62926),(64 106.52559),(65 106.850494),(66 108.06958),(67 108.0002),(68 108.1381),(69 108.31131),(70 108.51227),(71 107.96212),(72 109.17403),(73 110.440895),(74 109.31924),(75 109.28274),(76 108.39662),(77 107.95467),(78 109.113174),(79 109.16203),
(1 53.754143),(2 67.71689),(3 74.50037),(4 79.92973),(5 82.89295),(6 86.083664),(7 88.25108),(8 89.52556),(9 90.751686),(10 91.6222),(11 92.649345),(12 93.47143),(13 94.8814),(14 95.44397),(15 94.986435),(16 95.11498),(17 96.5364),(18 96.608116),(19 96.89273),(20 97.08256),(21 96.85528),(22 97.594864),(23 97.52199),(24 98.96096),(25 100.26447),(26 100.56732),(27 98.997856),(28 99.30922),(29 99.37494),(30 99.608925),(31 99.671005),(32 100.19664),(33 100.28075),(34 99.99909),(35 100.59157),(36 101.6393),(37 101.97322),(38 102.48816),(39 101.50676),(40 101.77643),(41 101.93032),(42 102.77072),(43 103.1189),(44 102.75421),(45 102.333755),(46 102.611084),(47 101.82928),(48 101.256096),(49 102.47712),(50 103.54459),(51 101.528786),(52 101.90716),(53 102.40519),(54 102.96766),(55 103.11496),(56 103.323586),(57 103.12417),(58 102.8728),(59 101.60339),(60 102.17001),(61 102.907776),(62 103.17709),(63 102.15751),(64 102.36356),(65 103.09976),(66 103.66517),(67 103.8472),(68 103.639435),(69 103.43936),(70 103.26632),(71 103.482544),(72 104.38401),(73 104.1081),(74 104.89234),(75 103.698),(76 103.10758),(77 103.7001),(78 103.99099),(79 103.787476),
(1 53.05814),(2 66.791435),(3 74.01365),(4 80.00034),(5 83.841255),(6 88.23598),(7 90.21214),(8 91.45134),(9 92.762436),(10 93.54247),(11 94.646355),(12 94.955574),(13 95.579216),(14 95.66394),(15 95.34125),(16 95.77546),(17 96.53808),(18 96.78715),(19 96.18263),(20 95.838684),(21 95.41055),(22 96.40429),(23 96.26121),(24 97.645164),(25 99.023155),(26 100.56591),(27 98.91367),(28 99.26281),(29 99.14266),(30 98.61135),(31 99.00537),(32 99.6403),(33 98.949875),(34 99.1271),(35 99.13367),(36 100.80107),(37 100.89557),(38 100.532425),(39 99.25789),(40 99.570625),(41 100.29504),(42 100.85309),(43 100.5005),(44 101.28939),(45 101.176575),(46 101.55331),(47 101.289154),(48 101.18204),(49 102.80559),(50 102.97859),(51 101.99711),(52 101.91375),(53 102.206894),(54 102.63559),(55 102.379456),(56 102.64219),(57 102.40636),(58 102.422485),(59 103.21764),(60 103.63625),(61 104.2317),(62 104.89693),(63 104.22733),(64 103.78833),(65 103.95154),(66 104.94468),(67 104.571945),(68 104.1424),(69 103.48959),(70 103.78405),(71 104.10909),(72 105.01685),(73 104.44617),(74 105.60683),(75 104.64876),(76 104.119385),(77 103.94419),(78 105.66239),(79 105.682365),
(1 53.36504),(2 68.54916),(3 75.08488),(4 79.64915),(5 83.31166),(6 86.6664),(7 88.46713),(8 90.74877),(9 92.34753),(10 92.54344),(11 93.019005),(12 94.32859),(13 94.8456),(14 96.08431),(15 95.32164),(16 95.06047),(17 96.47033),(18 96.14871),(19 96.57518),(20 97.211464),(21 97.09108),(22 98.515724),(23 98.640076),(24 99.43173),(25 99.91742),(26 100.578674),(27 99.95001),(28 99.687935),(29 99.56577),(30 99.21617),(31 98.36196),(32 98.951096),(33 98.79173),(34 99.82154),(35 99.07032),(36 99.6591),(37 101.12683),(38 101.35778),(39 100.74941),(40 100.374275),(41 100.96717),(42 101.89014),(43 102.057495),(44 101.79029),(45 101.72723),(46 100.99229),(47 100.06638),(48 100.50639),(49 101.608086),(50 102.44041),(51 101.659195),(52 102.06323),(53 101.47398),(54 102.258156),(55 101.54248),(56 101.54639),(57 101.71026),(58 103.136),(59 102.70726),(60 104.34949),(61 104.83915),(62 105.26461),(63 104.23345),(64 104.26924),(65 104.21593),(66 104.99322),(67 104.043434),(68 104.12197),(69 104.19485),(70 104.23643),(71 104.95105),(72 105.905136),(73 105.934975),(74 106.0442),(75 103.75115),(76 104.085915),(77 103.857445),(78 104.77596),(79 104.01097),
(1 51.89143),(2 66.25316),(3 73.15292),(4 77.9217),(5 81.81454),(6 84.49496),(7 85.954094),(8 87.66992),(9 88.76397),(10 89.08506),(11 89.928764),(12 90.36919),(13 91.30738),(14 92.16576),(15 91.51427),(16 91.73805),(17 91.78815),(18 91.686554),(19 93.069664),(20 93.38294),(21 93.790726),(22 94.308334),(23 94.156006),(24 95.22516),(25 95.55477),(26 96.5885),(27 95.22242),(28 95.756035),(29 96.20937),(30 95.9972),(31 96.093315),(32 96.06119),(33 97.52708),(34 97.49346),(35 97.80059),(36 98.16665),(37 99.106064),(38 99.82274),(39 98.49056),(40 98.40657),(41 99.230354),(42 99.66161),(43 99.77893),(44 100.34026),(45 100.09801),(46 100.093346),(47 99.72079),(48 100.37069),(49 100.64443),(50 101.92644),(51 99.89981),(52 101.1188),(53 100.42064),(54 101.17893),(55 101.25121),(56 100.706184),(57 102.371605),(58 102.65139),(59 101.53502),(60 103.15793),(61 102.48458),(62 102.93707),(63 101.94174),(64 101.59928),(65 101.40942),(66 101.420166),(67 101.125916),(68 100.8612),(69 101.112495),(70 101.171005),(71 100.99187),(72 101.98532),(73 101.90675),(74 102.4158),(75 100.54396),(76 100.450516),(77 101.31235),(78 102.609825),(79 102.51584),
(1 52.475937),(2 66.81853),(3 73.186134),(4 77.4838),(5 82.15036),(6 85.18819),(7 87.031815),(8 88.57199),(9 89.80744),(10 90.20168),(11 90.89049),(12 91.67236),(13 92.56643),(14 93.33391),(15 92.30234),(16 92.665184),(17 92.453354),(18 93.00622),(19 93.95308),(20 93.689285),(21 93.394554),(22 93.891014),(23 94.58627),(24 95.672806),(25 96.33693),(26 97.73385),(27 95.95087),(28 95.786156),(29 96.33174),(30 95.97189),(31 96.49559),(32 97.06911),(33 97.626526),(34 97.22341),(35 98.47094),(36 98.38488),(37 99.798355),(38 98.96436),(39 98.58913),(40 98.794586),(41 98.79249),(42 98.652695),(43 99.40883),(44 98.661736),(45 98.76804),(46 98.05244),(47 97.82152),(48 98.81405),(49 99.28925),(50 100.09437),(51 99.1539),(52 99.17666),(53 99.561554),(54 99.228645),(55 98.70858),(56 98.28326),(57 99.41407),(58 100.3795),(59 99.36955),(60 101.56341),(61 102.076065),(62 101.7916),(63 101.45747),(64 100.761),(65 101.86297),(66 103.20734),(67 103.370636),(68 104.43092),(69 103.81393),(70 104.06318),(71 103.6047),(72 104.52189),(73 105.182655),(74 104.54348),(75 103.56852),(76 102.96718),(77 103.7815),(78 104.04931),(79 104.179985),
(1 50.972725),(2 65.51063),(3 71.96729),(4 76.886826),(5 80.554855),(6 83.91002),(7 85.496704),(8 87.00299),(9 88.18845),(10 89.20714),(11 89.51865),(12 90.68415),(13 91.4525),(14 93.7928),(15 92.394165),(16 91.27308),(17 91.358826),(18 91.52744),(19 91.62107),(20 92.321815),(21 91.81035),(22 92.26199),(23 91.58483),(24 92.4651),(25 93.60416),(26 93.861626),(27 93.71725),(28 93.99991),(29 94.1858),(30 95.050606),(31 95.17072),(32 94.37912),(33 94.46142),(34 94.4812),(35 94.43747),(36 95.64649),(37 95.07475),(38 94.95865),(39 93.52426),(40 93.652336),(41 94.90146),(42 95.48799),(43 95.124115),(44 95.80887),(45 95.95007),(46 96.22344),(47 96.74234),(48 96.44301),(49 97.34826),(50 97.9567),(51 96.572655),(52 97.405815),(53 97.2445),(54 97.98419),(55 98.19277),(56 97.556786),(57 98.448135),(58 98.964584),(59 98.807076),(60 100.32085),(61 101.35237),(62 101.7718),(63 100.868744),(64 101.78323),(65 100.84897),(66 101.62728),(67 100.450935),(68 100.0959),(69 100.62317),(70 100.053474),(71 100.281876),(72 100.204285),(73 100.418304),(74 100.85458),(75 99.662964),(76 98.98869),(77 99.197586),(78 100.21723),(79 100.01754),
(1 51.972294),(2 66.00576),(3 72.649826),(4 77.54586),(5 80.90271),(6 83.794876),(7 85.583305),(8 87.80592),(9 88.75192),(10 89.24844),(11 89.05003),(12 90.07426),(13 91.48078),(14 92.15752),(15 90.72325),(16 91.06577),(17 91.56319),(18 92.28409),(19 92.949295),(20 92.90145),(21 92.83277),(22 94.095535),(23 94.228806),(24 95.3496),(25 95.653915),(26 96.26718),(27 94.968),(28 95.27944),(29 94.985535),(30 94.94742),(31 94.36349),(32 94.461174),(33 96.35648),(34 96.31418),(35 97.16432),(36 97.9705),(37 97.77862),(38 98.2619),(39 97.16317),(40 97.554596),(41 97.80393),(42 99.05865),(43 98.31354),(44 99.0652),(45 98.657745),(46 97.86229),(47 98.314606),(48 99.16721),(49 99.12906),(50 100.1503),(51 97.84269),(52 97.98199),(53 98.24496),(54 98.9297),(55 98.21647),(56 98.57069),(57 98.86089),(58 99.41621),(59 99.03989),(60 99.86366),(61 100.04964),(62 100.896736),(63 99.92618),(64 101.20712),(65 100.57554),(66 102.13945),(67 101.128456),(68 101.81469),(69 102.051346),(70 102.09709),(71 101.16352),(72 102.57058),(73 102.857864),(74 103.56961),(75 100.73248),(76 101.26174),(77 102.04525),(78 100.91133),(79 100.52127),
