1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 26228.86),(2 52948.527),(3 77552.914),(4 141332.45),(5 195573.14),(6 255319.08),(7 363613.34),(8 470907),(9 591714.25),(10 759448.2),(11 895347.5),(12 1019971.06),(13 1185994),(14 1327261.4),(15 1476992.9),(16 1672933.4),(17 1883198.4),(18 2078582.4),(19 2324101.8),(20 2575799.8),(21 2828888.8),(22 3126508.8),(23 3423248.3),(24 3731554.8),(25 4087911.8),(26 4406404),(27 4683978.5),(28 4968781.5),(29 5209909),(30 5447856.5),(31 5735946),(32 6011569.5),(33 6301000),(34 6613760.5),(35 6932843.5),(36 7252310.5),(37 7578171.5),(38 7883507.5),(39 8207806),(40 8542255),(41 8992852),(42 9824504),(43 10925981),(44 12309291),(45 13300801),(46 14057496),(47 14925796),(48 15791615),(49 16612387),(50 17488594),(51 18420546),(52 19147066),(53 19906954),(54 20669504),(55 21351760),(56 22099408),(57 22899254),(58 23464018),(59 24052510),(60 24610518),(61 25041402),(62 25494784),(63 25881154),(64 25953970),(65 25930086),(66 25896430),(67 25780790),(68 25667728),(69 25658266),(70 25515974),(71 25471222),(72 25413898),(73 25358866),(74 25317554),(75 25401912),(76 25425338),(77 25577904),(78 25725686),(79 25894982),
(1 695.8185),(2 966.2858),(3 1086.5193),(4 1095.7179),(5 1091.3784),(6 1094.261),(7 1126.9918),(8 1173.4713),(9 1203.6046),(10 1231.9731),(11 1231.7938),(12 1251.4497),(13 1270.3325),(14 1293.6818),(15 1309.3054),(16 1328.1101),(17 1321.8706),(18 1339.6676),(19 1396.4918),(20 1430.7611),(21 1408.8136),(22 1415.9515),(23 1440.8495),(24 1456.6984),(25 1492.9296),(26 1520.7294),(27 1542.682),(28 1557.361),(29 1570.6431),(30 1603.301),(31 1599.0884),(32 1613.4525),(33 1632.9011),(34 1647.0564),(35 1659.1141),(36 1661.6191),(37 1704.3065),(38 1711.6744),(39 1722.6519),(40 1730.2474),(41 1749.5189),(42 1729.2131),(43 1721.183),(44 1733.7721),(45 1712.1536),(46 1713.0515),(47 1712.359),(48 1698.9584),(49 1715.7969),(50 1719.1196),(51 1714.4851),(52 1717.4312),(53 1717.3845),(54 1716.9813),(55 1724.317),(56 1718.9758),(57 1717.8412),(58 1709.6693),(59 1722.7062),(60 1718.2671),(61 1752.0822),(62 1746.0161),(63 1765.1156),(64 1742.766),(65 1734.713),(66 1735.8151),(67 1753.3666),(68 1731.2635),(69 1751.1688),(70 1738.1177),(71 1721.0156),(72 1741.8591),(73 1736.7196),(74 1737.0245),(75 1716.9),(76 1725.5669),(77 1734.1769),(78 1721.2444),(79 1713.7859),
(1 680.0944),(2 944.9128),(3 1051.3877),(4 1057.433),(5 1054.6655),(6 1079.591),(7 1116.9976),(8 1149.9856),(9 1181.649),(10 1189.3304),(11 1203.931),(12 1214.7493),(13 1258.3615),(14 1271.2582),(15 1280.5635),(16 1283.4109),(17 1300.1821),(18 1312.0614),(19 1331.4757),(20 1356.7937),(21 1343.2994),(22 1362.6812),(23 1381.2601),(24 1382.7826),(25 1383.0941),(26 1420.1323),(27 1437.9308),(28 1460.268),(29 1476.1066),(30 1480.1047),(31 1495.2728),(32 1507.2095),(33 1534.3735),(34 1533.2728),(35 1547.2516),(36 1570.1996),(37 1560.4196),(38 1557.4186),(39 1586.61),(40 1587.375),(41 1587.9994),(42 1594.6389),(43 1611.507),(44 1609.8395),(45 1603.9535),(46 1594.9354),(47 1588.7683),(48 1582.2264),(49 1616.4758),(50 1624.6064),(51 1624.8378),(52 1620.0524),(53 1600.1647),(54 1601.5922),(55 1590.4618),(56 1603.4695),(57 1607.5519),(58 1617.3921),(59 1617.1985),(60 1637.7717),(61 1658.1544),(62 1660.0311),(63 1657.7823),(64 1652.5839),(65 1648.4456),(66 1665.2297),(67 1679.94),(68 1699.2104),(69 1704.52),(70 1699.232),(71 1679.1382),(72 1681.7964),(73 1682.1753),(74 1672.3724),(75 1680.8938),(76 1683.3982),(77 1672.3085),(78 1651.8223),(79 1645.7423),
(1 657.01196),(2 901.6999),(3 1038.229),(4 1051.425),(5 1060.556),(6 1062.0027),(7 1086.165),(8 1113.0018),(9 1140.962),(10 1160.1747),(11 1157.762),(12 1174.7773),(13 1218.945),(14 1237.4032),(15 1274.2123),(16 1276.8439),(17 1276.5515),(18 1285.9984),(19 1329.451),(20 1358.4182),(21 1369.1761),(22 1376.515),(23 1387.5262),(24 1396.5964),(25 1400.0796),(26 1426.1537),(27 1452.3408),(28 1467.3069),(29 1477.1327),(30 1493.1699),(31 1504.1647),(32 1519.598),(33 1551.984),(34 1560.9717),(35 1563.9629),(36 1594.897),(37 1592.5424),(38 1600.9037),(39 1627.2551),(40 1621.1586),(41 1618.9349),(42 1618.129),(43 1655.1577),(44 1649.8307),(45 1650.9205),(46 1655.0168),(47 1636.9211),(48 1630.9052),(49 1629.7485),(50 1633.6283),(51 1634.9878),(52 1641.7048),(53 1633.6737),(54 1628.0598),(55 1624.6123),(56 1622.8136),(57 1637.9598),(58 1645.4431),(59 1650.6677),(60 1641.7012),(61 1649.3645),(62 1638.9468),(63 1650.0723),(64 1641.6893),(65 1643.3179),(66 1648.2684),(67 1648.1057),(68 1674.9453),(69 1676.218),(70 1657.5173),(71 1637.1909),(72 1627.5774),(73 1628.4249),(74 1628.8208),(75 1634.413),(76 1627.5779),(77 1640.9232),(78 1634.6245),(79 1619.5867),
(1 662.74286),(2 896.44495),(3 1035.9644),(4 1040.5048),(5 1069.3348),(6 1088.6705),(7 1124.2904),(8 1146.8531),(9 1151.8708),(10 1165.242),(11 1163.6914),(12 1195.2029),(13 1228.2546),(14 1227.867),(15 1279.6486),(16 1292.52),(17 1300.5056),(18 1312.1731),(19 1327.1819),(20 1334.6234),(21 1319.8518),(22 1358.2325),(23 1368.1284),(24 1366.0673),(25 1363.6179),(26 1389.9908),(27 1413.7595),(28 1420.4675),(29 1428.1528),(30 1434.8436),(31 1444.4965),(32 1437.7423),(33 1465.3982),(34 1468.3335),(35 1494.2073),(36 1514.4897),(37 1497.0936),(38 1500.2667),(39 1524.9254),(40 1540.0116),(41 1530.756),(42 1536.1666),(43 1552.6089),(44 1547.3124),(45 1534.7211),(46 1537.7449),(47 1551.4327),(48 1552.2776),(49 1559.9598),(50 1533.67),(51 1538.5845),(52 1546.5936),(53 1564.8109),(54 1572.4943),(55 1558.9751),(56 1546.0919),(57 1560.1575),(58 1568.3685),(59 1581.8173),(60 1588.3798),(61 1582.428),(62 1581.6075),(63 1585.4548),(64 1576.093),(65 1599.1102),(66 1626.5289),(67 1647.9722),(68 1658.901),(69 1628.7026),(70 1615.5796),(71 1601.6482),(72 1605.8728),(73 1602.6643),(74 1602.9766),(75 1613.474),(76 1621.5969),(77 1632.5117),(78 1628.8124),(79 1620.5347),
(1 666.39276),(2 903.80975),(3 1032.16),(4 1044.4761),(5 1063.9082),(6 1076.1471),(7 1094.6685),(8 1121.6646),(9 1152.6428),(10 1172.8564),(11 1172.1465),(12 1174.3368),(13 1207.5868),(14 1216.7432),(15 1236.8345),(16 1248.8986),(17 1263.0469),(18 1279.1318),(19 1308.3351),(20 1305.0565),(21 1302.3301),(22 1330.6976),(23 1347.8524),(24 1349.1764),(25 1354.0405),(26 1372.3076),(27 1385.37),(28 1382.7734),(29 1405.6263),(30 1449.7062),(31 1475.8114),(32 1463.7051),(33 1469.8717),(34 1481.4337),(35 1504.3807),(36 1527.5406),(37 1525.0547),(38 1535.3811),(39 1543.5804),(40 1539.7388),(41 1565.5197),(42 1544.2443),(43 1542.4077),(44 1546.926),(45 1544.7479),(46 1546.1012),(47 1558.3239),(48 1549.4475),(49 1583.4618),(50 1581.8488),(51 1568.2838),(52 1560.83),(53 1564.2445),(54 1568.2483),(55 1562.7684),(56 1555.6204),(57 1565.3176),(58 1585.858),(59 1592.4252),(60 1583.9094),(61 1576.0023),(62 1575.7859),(63 1583.3401),(64 1576.7749),(65 1587.7185),(66 1595.0404),(67 1592.2113),(68 1613.5188),(69 1594.6509),(70 1591.8934),(71 1578.7642),(72 1574.2408),(73 1581.5446),(74 1589.6165),(75 1602.8351),(76 1618.0244),(77 1603.9844),(78 1589.1998),(79 1586.2383),
(1 657.4555),(2 897.2979),(3 1024.8892),(4 1040.1869),(5 1044.9971),(6 1052.9602),(7 1081.1432),(8 1116.0502),(9 1149.797),(10 1152.9749),(11 1141.241),(12 1155.3306),(13 1171.4637),(14 1173.5101),(15 1197.0287),(16 1216.7537),(17 1231.2496),(18 1258.5634),(19 1271.7327),(20 1286.5182),(21 1274.3876),(22 1311.4348),(23 1324.6211),(24 1349.1141),(25 1354.3767),(26 1366.8411),(27 1383.3097),(28 1390.4425),(29 1400.7742),(30 1434.3687),(31 1441.4615),(32 1427.1136),(33 1425.8466),(34 1447.9463),(35 1464.1373),(36 1486.7505),(37 1486.1932),(38 1506.8983),(39 1504.4209),(40 1486.3029),(41 1498.0906),(42 1495.651),(43 1504.1945),(44 1515.4325),(45 1504.6761),(46 1502.8987),(47 1494.768),(48 1491.4132),(49 1515.7036),(50 1521.9707),(51 1521.8463),(52 1525.2607),(53 1536.5253),(54 1550.433),(55 1549.0958),(56 1537.8324),(57 1569.4236),(58 1562.1626),(59 1574.0826),(60 1572.3434),(61 1581.2198),(62 1577.7899),(63 1580.7593),(64 1577.9882),(65 1590.2356),(66 1592.0745),(67 1608.5847),(68 1613.222),(69 1617.9893),(70 1619.9968),(71 1624.3352),(72 1633.9546),(73 1623.8392),(74 1623.5409),(75 1618.2657),(76 1606.9521),(77 1610.4684),(78 1606.7592),(79 1621.8971),
(1 642.21826),(2 863.0716),(3 990.81323),(4 1009.3996),(5 1016.12195),(6 1024.7383),(7 1046.2526),(8 1086.3225),(9 1110.9053),(10 1129.4124),(11 1124.4646),(12 1143.7706),(13 1160.2424),(14 1169.3021),(15 1187.3584),(16 1199.8629),(17 1216.0468),(18 1241.4548),(19 1261.1716),(20 1266.7067),(21 1262.8964),(22 1290.0438),(23 1303.5828),(24 1311.4392),(25 1313.9581),(26 1345.6947),(27 1350.5786),(28 1351.7323),(29 1390.5502),(30 1408.2405),(31 1433.1044),(32 1424.7109),(33 1425.8474),(34 1427.7631),(35 1440.1427),(36 1464.1052),(37 1458.4404),(38 1466.452),(39 1455.694),(40 1448.2974),(41 1475.678),(42 1482.8342),(43 1503.5952),(44 1498.5419),(45 1494.3989),(46 1503.3052),(47 1476.1328),(48 1474.5537),(49 1493.7811),(50 1500.9861),(51 1513.9755),(52 1505.8512),(53 1521.168),(54 1514.2197),(55 1517.3275),(56 1521.1449),(57 1523.9609),(58 1506.3132),(59 1513.5294),(60 1512.5029),(61 1515.7058),(62 1501.6726),(63 1527.0532),(64 1508.8019),(65 1509.1163),(66 1513.4846),(67 1525.1504),(68 1536.2053),(69 1546.9852),(70 1547.8735),(71 1532.4149),(72 1521.3463),(73 1521.7507),(74 1512.5392),(75 1506.3021),(76 1506.7623),(77 1504.8724),(78 1479.8937),(79 1493.6039),
(1 636.56335),(2 856.2942),(3 966.3592),(4 997.2872),(5 1012.4122),(6 1024.3962),(7 1057.253),(8 1088.9734),(9 1112.7659),(10 1130.3625),(11 1121.6493),(12 1130.4171),(13 1157.6716),(14 1162.9137),(15 1186.6426),(16 1186.8241),(17 1208.5825),(18 1214.2683),(19 1244.1044),(20 1261.6721),(21 1248.5491),(22 1285.8472),(23 1283.3738),(24 1290.9875),(25 1290.1038),(26 1321.2942),(27 1353.0337),(28 1361.5118),(29 1371.5164),(30 1387.2583),(31 1403.4943),(32 1403.7848),(33 1404.8901),(34 1422.2601),(35 1429.4448),(36 1439.0634),(37 1420.0863),(38 1440.9235),(39 1457.8903),(40 1459.791),(41 1488.3352),(42 1483.302),(43 1501.1313),(44 1506.7108),(45 1481.872),(46 1480.9227),(47 1489.2043),(48 1476.3212),(49 1496.4812),(50 1511.3868),(51 1532.5182),(52 1519.846),(53 1512.7214),(54 1525.2626),(55 1501.7001),(56 1511.7214),(57 1529.3512),(58 1543.4685),(59 1534.4008),(60 1510.5245),(61 1510.2201),(62 1514.0756),(63 1524.6069),(64 1529.7684),(65 1536.8823),(66 1550.1072),(67 1561.9899),(68 1572.3328),(69 1567.7788),(70 1551.9722),(71 1553.0542),(72 1555.1577),(73 1555.414),(74 1547.3401),(75 1540.0895),(76 1528.8403),(77 1526.9869),(78 1529.0833),(79 1528.9929),
(1 612.5242),(2 837.2536),(3 954.8289),(4 983.47375),(5 1003.5872),(6 1018.03076),(7 1039.3599),(8 1050.5488),(9 1088.0858),(10 1109.3978),(11 1096.4857),(12 1114.7943),(13 1141.1119),(14 1141.5479),(15 1172.7441),(16 1176.462),(17 1189.6786),(18 1225.1617),(19 1226.677),(20 1222.0497),(21 1232.2079),(22 1274.0087),(23 1270.7081),(24 1286.0951),(25 1282.6207),(26 1313.9215),(27 1360.1483),(28 1348.9625),(29 1346.5453),(30 1369.2213),(31 1380.9854),(32 1378.7554),(33 1396.444),(34 1409.5397),(35 1411.2903),(36 1389.3468),(37 1382.594),(38 1409.1049),(39 1423.1136),(40 1434.2827),(41 1457.1506),(42 1449.9246),(43 1461.6149),(44 1476.6974),(45 1458.6921),(46 1455.027),(47 1439.5327),(48 1427.2817),(49 1430.2294),(50 1448.0771),(51 1441.1344),(52 1451.7874),(53 1442.3635),(54 1458.8163),(55 1443.472),(56 1440.8221),(57 1444.9397),(58 1453.8132),(59 1457.7764),(60 1466.9498),(61 1460.5822),(62 1463.3787),(63 1472.9636),(64 1479.5626),(65 1477.3978),(66 1481.828),(67 1493.7166),(68 1504.2362),(69 1492.875),(70 1497.1887),(71 1497.8728),(72 1513.3535),(73 1503.9698),(74 1516.3782),(75 1514.8489),(76 1512.2317),(77 1502.6494),(78 1497.224),(79 1483.0228),
(1 612.94745),(2 818.61536),(3 947.6431),(4 967.1925),(5 986.84204),(6 1014.76855),(7 1050.3065),(8 1060.4172),(9 1092.5656),(10 1098.5258),(11 1105.7546),(12 1105.7231),(13 1136.6124),(14 1130.4066),(15 1156.2358),(16 1171.1522),(17 1202.0043),(18 1226.3075),(19 1256.7478),(20 1243.807),(21 1247.4224),(22 1267.6246),(23 1287.2651),(24 1303.6609),(25 1296.0631),(26 1317.8591),(27 1347.2538),(28 1345.4717),(29 1350.4551),(30 1340.503),(31 1358.5012),(32 1360.124),(33 1385.096),(34 1410.7496),(35 1407.7587),(36 1392.465),(37 1386.5577),(38 1392.3312),(39 1416.9154),(40 1423.8386),(41 1436.5686),(42 1446.8376),(43 1461.4609),(44 1478.488),(45 1463.5187),(46 1461.9641),(47 1452.7913),(48 1421.7822),(49 1420.1484),(50 1442.288),(51 1446.9255),(52 1445.1362),(53 1448.8619),(54 1450.8893),(55 1462.1075),(56 1469.6727),(57 1467.251),(58 1457.5842),(59 1479.421),(60 1476.5177),(61 1464.3607),(62 1482.8822),(63 1475.148),(64 1468.9956),(65 1457.2239),(66 1460.3353),(67 1480.9271),(68 1486.4268),(69 1497.2335),(70 1508.342),(71 1503.7833),(72 1498.3379),(73 1492.4873),(74 1482.7675),(75 1484.056),(76 1482.1116),(77 1485.3215),(78 1485.9391),(79 1482.2422),
(1 632.154),(2 853.98895),(3 968.63605),(4 978.56165),(5 987.143),(6 1016.9362),(7 1050.5852),(8 1065.2567),(9 1096.6322),(10 1099.9348),(11 1083.5781),(12 1098.4907),(13 1119.1934),(14 1138.4974),(15 1150.7526),(16 1165.0571),(17 1178.937),(18 1202.1731),(19 1223.9323),(20 1223.8867),(21 1226.0375),(22 1236.5105),(23 1254.5823),(24 1280.3418),(25 1290.4393),(26 1325.995),(27 1336.1808),(28 1338.1222),(29 1346.2308),(30 1362.6287),(31 1359.3042),(32 1376.5873),(33 1408.5067),(34 1412.7909),(35 1402.9098),(36 1391.1522),(37 1392.7958),(38 1419.6421),(39 1431.3567),(40 1443.694),(41 1439.5183),(42 1453.095),(43 1468.859),(44 1480.7985),(45 1474.738),(46 1481.0358),(47 1471.1235),(48 1460.3871),(49 1471.3032),(50 1462.9833),(51 1468.7478),(52 1474.3082),(53 1449.1832),(54 1461.131),(55 1465.5181),(56 1468.7134),(57 1466.262),(58 1482.7584),(59 1498.1167),(60 1484.3285),(61 1493.6848),(62 1513.1714),(63 1520.8844),(64 1518.7196),(65 1495.6592),(66 1483.1876),(67 1493.6315),(68 1509.6019),(69 1504.2302),(70 1516.0879),(71 1517.5494),(72 1521.1948),(73 1507.1174),(74 1517.7881),(75 1498.6128),(76 1491.3439),(77 1488.1997),(78 1483.6162),(79 1499.515),
(1 611.3322),(2 832.1154),(3 945.16534),(4 948.23663),(5 954.85876),(6 984.62366),(7 1008.15076),(8 1041.7837),(9 1058.2021),(10 1060.0135),(11 1052.4257),(12 1059.2911),(13 1082.956),(14 1097.3318),(15 1115.367),(16 1114.9891),(17 1151.9331),(18 1159.8492),(19 1170.2394),(20 1185.1869),(21 1196.6138),(22 1212.9799),(23 1218.0693),(24 1227.4368),(25 1237.7706),(26 1267.4768),(27 1273.2776),(28 1274.772),(29 1281.9487),(30 1298.1632),(31 1296.21),(32 1313.8765),(33 1324.9698),(34 1337.5131),(35 1321.6226),(36 1337.2263),(37 1345.4249),(38 1363.2955),(39 1377.1106),(40 1377.4979),(41 1349.5795),(42 1348.8447),(43 1364.5768),(44 1358.8425),(45 1353.3666),(46 1356.9033),(47 1356.3953),(48 1365.5442),(49 1370.2947),(50 1364.8091),(51 1372.5795),(52 1374.6218),(53 1363.6755),(54 1367.8752),(55 1371.2263),(56 1373.3191),(57 1374.6211),(58 1384.4355),(59 1384.0834),(60 1394.168),(61 1413.8131),(62 1388.0399),(63 1415.5085),(64 1408.2401),(65 1397.1677),(66 1397.3098),(67 1407.0331),(68 1399.8539),(69 1395.0317),(70 1413.6903),(71 1429.7645),(72 1436.3782),(73 1424.5889),(74 1410.0469),(75 1413.8943),(76 1411.3633),(77 1410.006),(78 1395.6621),(79 1406.4397),
(1 593.8504),(2 806.76404),(3 911.8154),(4 921.90717),(5 941.9573),(6 969.3099),(7 1000.4329),(8 1024.7417),(9 1039.2124),(10 1028.1284),(11 1022.4436),(12 1022.3531),(13 1062.9713),(14 1067.4797),(15 1097.695),(16 1102.8973),(17 1143.0272),(18 1145.5233),(19 1149.0708),(20 1155.2655),(21 1170.633),(22 1168.4414),(23 1184.3756),(24 1193.342),(25 1209.577),(26 1234.1792),(27 1231.429),(28 1244.661),(29 1256.93),(30 1277.8463),(31 1275.6146),(32 1279.2092),(33 1284.0917),(34 1300.5836),(35 1317.9731),(36 1338.6857),(37 1339.9254),(38 1361.3649),(39 1367.572),(40 1380.5195),(41 1380.3463),(42 1393.5387),(43 1396.0852),(44 1380.4031),(45 1372.8882),(46 1374.387),(47 1372.8752),(48 1373.6176),(49 1374.3069),(50 1357.7065),(51 1374.3596),(52 1377.1492),(53 1386.42),(54 1379.18),(55 1387.8306),(56 1379.0355),(57 1364.1761),(58 1371.6979),(59 1358.6141),(60 1366.6218),(61 1374.8943),(62 1376.7128),(63 1396.5541),(64 1380.0267),(65 1386.8246),(66 1371.2047),(67 1371.8961),(68 1382.0929),(69 1393.7295),(70 1415.756),(71 1409.2877),(72 1402.9661),(73 1397.0234),(74 1378.579),(75 1400.0084),(76 1365.6605),(77 1367.7139),(78 1370.7655),(79 1370.872),
(1 584.1983),(2 794.4087),(3 906.9694),(4 926.8331),(5 932.52124),(6 955.83795),(7 982.92676),(8 997.908),(9 1012.4709),(10 994.2845),(11 1003.40967),(12 998.5976),(13 1036.0817),(14 1033.9924),(15 1061.2887),(16 1067.1182),(17 1095.7736),(18 1097.8004),(19 1127.4734),(20 1128.495),(21 1138.2104),(22 1123.9226),(23 1139.2245),(24 1152.873),(25 1179.5457),(26 1215.3375),(27 1224.4781),(28 1225.0256),(29 1236.3455),(30 1247.5796),(31 1242.2688),(32 1244.989),(33 1247.5486),(34 1253.3055),(35 1252.8258),(36 1250.2057),(37 1271.045),(38 1281.7316),(39 1296.7543),(40 1293.9507),(41 1300.9941),(42 1292.9543),(43 1302.8057),(44 1301.9128),(45 1304.973),(46 1307.1793),(47 1303.9204),(48 1301.4285),(49 1305.189),(50 1303.8206),(51 1305.0779),(52 1300.3965),(53 1315.1741),(54 1304.1536),(55 1310.6951),(56 1305.5145),(57 1302.0409),(58 1293.7379),(59 1286.2312),(60 1290.9137),(61 1306.8506),(62 1302.7954),(63 1320.3315),(64 1320.9869),(65 1334.656),(66 1323.1528),(67 1333.266),(68 1333.9822),(69 1335.7013),(70 1352.515),(71 1352.2816),(72 1350.9219),(73 1336.8647),(74 1337.9613),(75 1346.125),(76 1333.6835),(77 1333.3748),(78 1324.2479),(79 1328.0935),
(1 569.432),(2 775.16376),(3 878.5768),(4 892.857),(5 908.69977),(6 934.4348),(7 952.6344),(8 967.0736),(9 976.3494),(10 994.0626),(11 995.91327),(12 997.77136),(13 1015.8002),(14 1023.3138),(15 1043.4635),(16 1058.657),(17 1079.6018),(18 1081.2781),(19 1111.4581),(20 1107.2179),(21 1121.7853),(22 1141.8799),(23 1143.8777),(24 1142.6073),(25 1162.5604),(26 1171.6644),(27 1183.7548),(28 1193.5193),(29 1190.0725),(30 1196.6932),(31 1206.0823),(32 1227.3854),(33 1258.2148),(34 1278.5277),(35 1285.4797),(36 1288.3424),(37 1272.54),(38 1284.1423),(39 1291.5973),(40 1301.1882),(41 1297.3372),(42 1305.6561),(43 1324.4523),(44 1318.3278),(45 1312.8771),(46 1316.6534),(47 1320.4066),(48 1305.6096),(49 1315.4497),(50 1322.6844),(51 1325.037),(52 1309.2721),(53 1305.7126),(54 1294.0045),(55 1296.7666),(56 1309.0563),(57 1327.6997),(58 1310.6091),(59 1313.795),(60 1300.9883),(61 1306.5476),(62 1316.0507),(63 1334.698),(64 1335.1448),(65 1335.9326),(66 1326.8745),(67 1324.3453),(68 1347.381),(69 1343.9922),(70 1349.6283),(71 1338.118),(72 1341.3113),(73 1357.6755),(74 1355.0093),(75 1365.4474),(76 1342.3086),(77 1339.7693),(78 1333.8663),(79 1337.6324),
(1 561.4124),(2 750.6685),(3 861.8426),(4 881.23474),(5 912.08813),(6 925.686),(7 950.7643),(8 960.0958),(9 989.65497),(10 1005.486),(11 1003.81396),(12 1012.57385),(13 1030.2776),(14 1040.6523),(15 1051.8888),(16 1064.3961),(17 1081.3302),(18 1088.2114),(19 1120.2291),(20 1116.6031),(21 1131.5588),(22 1144.2036),(23 1150.783),(24 1154.7683),(25 1167.833),(26 1171.5206),(27 1176.8958),(28 1183.7943),(29 1183.3502),(30 1200.646),(31 1215.0483),(32 1209.5371),(33 1215.8694),(34 1229.0428),(35 1251.4102),(36 1251.477),(37 1245.8779),(38 1259.7607),(39 1268.4154),(40 1281.0157),(41 1285.337),(42 1302.3052),(43 1301.2825),(44 1301.278),(45 1304.5205),(46 1303.7765),(47 1306.9895),(48 1301.4723),(49 1298.9325),(50 1303.6674),(51 1301.6333),(52 1301.1207),(53 1306.5131),(54 1299.5148),(55 1295.5802),(56 1297.7832),(57 1296.0164),(58 1302.7224),(59 1322.041),(60 1314.6998),(61 1326.8751),(62 1330.224),(63 1341.4008),(64 1351.4517),(65 1334.8358),(66 1338.1085),(67 1341.1217),(68 1355.1188),(69 1342.9594),(70 1352.7074),(71 1342.686),(72 1335.3492),(73 1334.4451),(74 1320.7368),(75 1317.7712),(76 1320.168),(77 1318.4713),(78 1312.6544),(79 1296.7012),
