1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 26228.86),(2 52948.527),(3 77552.914),(4 141332.45),(5 195573.14),(6 255319.08),(7 363613.34),(8 470907),(9 591714.25),(10 759448.2),(11 895347.5),(12 1019971.06),(13 1185994),(14 1327261.4),(15 1476992.9),(16 1672933.4),(17 1883198.4),(18 2078582.4),(19 2324101.8),(20 2575799.8),(21 2828888.8),(22 3126508.8),(23 3423248.3),(24 3731554.8),(25 4087911.8),(26 4406404),(27 4683978.5),(28 4968781.5),(29 5209909),(30 5447856.5),(31 5735946),(32 6011569.5),(33 6301000),(34 6613760.5),(35 6932843.5),(36 7252310.5),(37 7578171.5),(38 7883507.5),(39 8207806),(40 8542255),(41 8992852),(42 9824504),(43 10925981),(44 12309291),(45 13300801),(46 14057496),(47 14925796),(48 15791615),(49 16612387),(50 17488594),(51 18420546),(52 19147066),(53 19906954),(54 20669504),(55 21351760),(56 22099408),(57 22899254),(58 23464018),(59 24052510),(60 24610518),(61 25041402),(62 25494784),(63 25881154),(64 25953970),(65 25930086),(66 25896430),(67 25780790),(68 25667728),(69 25658266),(70 25515974),(71 25471222),(72 25413898),(73 25358866),(74 25317554),(75 25401912),(76 25425338),(77 25577904),(78 25725686),(79 25894982),
(1 39.041645),(2 48.52294),(3 54.350384),(4 57.576775),(5 59.800163),(6 60.887844),(7 62.494728),(8 62.977356),(9 64.39558),(10 65.71555),(11 67.65049),(12 67.9274),(13 68.20186),(14 69.03438),(15 69.28333),(16 70.13465),(17 71.07086),(18 71.138275),(19 72.24468),(20 72.721054),(21 74.0099),(22 74.215126),(23 75.04904),(24 75.14289),(25 75.68103),(26 76.190865),(27 76.38624),(28 76.7089),(29 76.80114),(30 77.5024),(31 77.81566),(32 78.786354),(33 79.32642),(34 79.72175),(35 79.49591),(36 79.53176),(37 79.5645),(38 79.28125),(39 80.43547),(40 81.2309),(41 81.55321),(42 82.17377),(43 82.41964),(44 81.83186),(45 81.34616),(46 81.29246),(47 81.657814),(48 81.738525),(49 81.84912),(50 81.42045),(51 82.61084),(52 82.78108),(53 83.47642),(54 83.094666),(55 83.74101),(56 83.2409),(57 83.792),(58 84.0862),(59 84.65051),(60 84.971825),(61 85.16449),(62 85.600685),(63 86.01341),(64 85.8848),(65 85.6739),(66 85.87889),(67 86.671425),(68 86.92787),(69 86.77849),(70 87.98356),(71 87.07651),(72 87.2009),(73 87.355484),(74 86.55499),(75 86.851105),(76 86.38981),(77 87.07487),(78 86.79442),(79 87.454094),
(1 38.582905),(2 48.726456),(3 54.384228),(4 57.51399),(5 60.050087),(6 62.142662),(7 62.937775),(8 64.20962),(9 65.58431),(10 67.00194),(11 67.4011),(12 68.350235),(13 69.135376),(14 68.902626),(15 70.62452),(16 72.473366),(17 73.620125),(18 73.62892),(19 74.16584),(20 74.79647),(21 75.900566),(22 77.029465),(23 77.141396),(24 77.19398),(25 77.784424),(26 77.9983),(27 78.84187),(28 79.11655),(29 78.822716),(30 79.378334),(31 79.37432),(32 79.75617),(33 80.58228),(34 80.98939),(35 81.48874),(36 82.20529),(37 82.11155),(38 81.81464),(39 82.581085),(40 83.42818),(41 83.96186),(42 83.97601),(43 84.09774),(44 85.20454),(45 84.691315),(46 86.05997),(47 86.99966),(48 87.01188),(49 87.04888),(50 87.36217),(51 88.67845),(52 87.54728),(53 88.47506),(54 88.5244),(55 89.38488),(56 89.99596),(57 90.20307),(58 90.56077),(59 91.47951),(60 91.22435),(61 91.3112),(62 91.52741),(63 91.830505),(64 91.62942),(65 91.89103),(66 91.95113),(67 91.75982),(68 91.99505),(69 91.779655),(70 91.359116),(71 91.59071),(72 91.18299),(73 91.28099),(74 90.39456),(75 91.16678),(76 91.67708),(77 91.47443),(78 91.86705),(79 91.082535),
(1 38.27104),(2 46.728725),(3 52.215652),(4 55.40093),(5 56.708763),(6 58.45507),(7 59.690693),(8 61.123287),(9 62.495872),(10 64.41326),(11 64.81345),(12 65.85171),(13 67.32528),(14 67.14029),(15 67.971565),(16 69.26718),(17 70.20252),(18 71.20712),(19 72.36281),(20 72.57848),(21 73.996216),(22 75.345566),(23 76.566864),(24 76.048935),(25 76.98807),(26 77.393265),(27 78.532455),(28 78.41033),(29 78.44288),(30 79.07929),(31 79.6642),(32 80.291306),(33 81.63558),(34 82.29007),(35 82.13363),(36 81.90085),(37 82.31975),(38 83.40958),(39 83.53646),(40 83.6724),(41 84.86578),(42 84.364),(43 83.518074),(44 83.21807),(45 82.84792),(46 83.67594),(47 84.0421),(48 84.001205),(49 84.64386),(50 84.83268),(51 84.58612),(52 84.18144),(53 84.36589),(54 84.489746),(55 84.49834),(56 85.34508),(57 85.640564),(58 85.61778),(59 86.13033),(60 86.839195),(61 86.54819),(62 87.202805),(63 87.67017),(64 87.527954),(65 87.62802),(66 88.600975),(67 89.350266),(68 89.249596),(69 89.88396),(70 89.321075),(71 89.52952),(72 88.6057),(73 88.39176),(74 87.624794),(75 88.31984),(76 88.321304),(77 88.035286),(78 87.848785),(79 87.64931),
(1 37.826965),(2 46.869324),(3 53.1766),(4 55.815605),(5 58.14725),(6 59.360355),(7 60.78643),(8 62.247738),(9 63.22209),(10 64.76538),(11 65.28315),(12 66.30222),(13 67.25663),(14 67.53458),(15 68.50157),(16 69.05601),(17 69.511566),(18 70.46393),(19 71.11182),(20 71.5556),(21 72.51124),(22 73.88864),(23 75.16725),(24 75.22619),(25 74.94861),(26 76.08771),(27 77.021416),(28 77.698204),(29 77.06082),(30 77.16235),(31 77.47624),(32 77.808174),(33 78.74277),(34 78.995895),(35 79.482),(36 79.568436),(37 80.42046),(38 81.085884),(39 81.513824),(40 82.36164),(41 83.420235),(42 82.70418),(43 82.64463),(44 81.42816),(45 81.33222),(46 81.38405),(47 81.632286),(48 81.51658),(49 81.87981),(50 81.52901),(51 81.90046),(52 82.19734),(53 81.64137),(54 81.91029),(55 81.676125),(56 81.921715),(57 81.97799),(58 82.73524),(59 82.64467),(60 83.41146),(61 83.69711),(62 84.22003),(63 84.29118),(64 83.97156),(65 83.90962),(66 84.83736),(67 84.81867),(68 86.5656),(69 86.9695),(70 87.30404),(71 87.26159),(72 87.47952),(73 87.00378),(74 86.89053),(75 87.95889),(76 88.27183),(77 88.153694),(78 88.58769),(79 88.31842),
(1 38.786396),(2 47.733635),(3 52.916153),(4 55.953617),(5 58.246525),(6 60.01424),(7 61.22474),(8 62.87736),(9 63.903713),(10 64.6821),(11 66.11071),(12 67.42584),(13 68.78461),(14 69.36245),(15 70.06836),(16 71.15605),(17 70.99598),(18 71.75687),(19 72.67822),(20 73.58814),(21 74.597916),(22 75.6115),(23 76.85204),(24 77.35433),(25 77.82671),(26 77.78007),(27 78.79082),(28 78.222084),(29 78.22336),(30 78.63922),(31 77.8273),(32 77.64201),(33 78.393364),(34 79.02416),(35 78.93551),(36 78.93711),(37 79.59608),(38 80.502174),(39 80.695625),(40 80.953896),(41 82.25411),(42 83.00409),(43 82.67701),(44 82.609764),(45 82.091095),(46 83.31439),(47 83.97139),(48 83.979706),(49 84.86106),(50 85.013756),(51 85.364746),(52 85.03423),(53 85.71805),(54 86.165665),(55 86.72062),(56 86.02209),(57 85.78039),(58 85.8084),(59 85.91134),(60 86.092896),(61 86.120964),(62 86.16836),(63 86.79487),(64 86.70033),(65 85.539),(66 86.167046),(67 87.01855),(68 87.63802),(69 88.86895),(70 88.44752),(71 87.97808),(72 87.231735),(73 86.46262),(74 86.023834),(75 86.43049),(76 86.353905),(77 86.734985),(78 87.07985),(79 86.72482),
(1 37.928654),(2 46.209713),(3 52.27762),(4 55.229),(5 57.61253),(6 58.69157),(7 60.03105),(8 61.902206),(9 62.62623),(10 64.13963),(11 64.91642),(12 65.80213),(13 66.798454),(14 67.18983),(15 68.19861),(16 69.477974),(17 69.704834),(18 69.805145),(19 71.22419),(20 71.863014),(21 73.27119),(22 73.986626),(23 75.27155),(24 75.12389),(25 75.6),(26 75.47112),(27 75.53697),(28 75.503815),(29 75.86961),(30 76.28745),(31 76.540215),(32 75.6826),(33 76.899506),(34 77.11373),(35 77.153366),(36 77.38708),(37 77.72442),(38 78.24524),(39 78.97038),(40 79.26328),(41 79.6197),(42 80.106125),(43 79.85801),(44 79.456696),(45 78.90071),(46 79.51915),(47 80.1233),(48 81.407166),(49 81.07618),(50 81.786064),(51 81.96834),(52 82.39351),(53 82.17171),(54 82.308075),(55 82.29463),(56 82.27516),(57 82.800674),(58 83.251045),(59 84.268234),(60 84.091675),(61 84.56523),(62 84.836555),(63 85.66111),(64 86.30632),(65 85.85967),(66 86.59467),(67 87.1472),(68 86.97686),(69 86.98274),(70 86.33828),(71 87.0719),(72 85.74297),(73 85.668144),(74 85.09755),(75 85.32853),(76 84.58287),(77 84.03472),(78 83.97046),(79 83.60244),
(1 37.6018),(2 46.497433),(3 51.74758),(4 55.3278),(5 57.16677),(6 59.009167),(7 61.007477),(8 63.749977),(9 64.294785),(10 65.82278),(11 67.06345),(12 68.089836),(13 69.18393),(14 69.39653),(15 69.49067),(16 70.38795),(17 71.28295),(18 71.7339),(19 72.794525),(20 73.71109),(21 74.77658),(22 75.07476),(23 75.38081),(24 75.83285),(25 76.12243),(26 76.12705),(27 76.88527),(28 77.04552),(29 77.46192),(30 77.54133),(31 78.19639),(32 79.10174),(33 80.275894),(34 80.085045),(35 80.33614),(36 79.69514),(37 79.215614),(38 79.93955),(39 80.14103),(40 80.43555),(41 80.23373),(42 80.062065),(43 80.35791),(44 79.805954),(45 80.21039),(46 80.63612),(47 81.46592),(48 81.528694),(49 81.213104),(50 81.23894),(51 81.43687),(52 81.813774),(53 81.98289),(54 81.7458),(55 82.03491),(56 82.29457),(57 82.68409),(58 83.028175),(59 83.34838),(60 83.95171),(61 85.020874),(62 85.66378),(63 86.04609),(64 86.55785),(65 87.187584),(66 87.4502),(67 87.71931),(68 87.566284),(69 87.39264),(70 86.519745),(71 86.89015),(72 86.255974),(73 86.72738),(74 86.386635),(75 85.91357),(76 86.216385),(77 86.02158),(78 86.32414),(79 86.395256),
(1 36.97029),(2 44.965683),(3 49.57492),(4 53.173805),(5 55.08818),(6 56.745434),(7 58.624344),(8 60.337),(9 61.658318),(10 62.152752),(11 62.79693),(12 64.47846),(13 65.54621),(14 65.64979),(15 66.79756),(16 67.82835),(17 67.53058),(18 68.06902),(19 69.01732),(20 69.94493),(21 71.55834),(22 72.44677),(23 73.29592),(24 73.480995),(25 73.280174),(26 74.086205),(27 74.99873),(28 75.15875),(29 75.78286),(30 76.18445),(31 76.61906),(32 77.03033),(33 77.35689),(34 78.228096),(35 78.61915),(36 79.04239),(37 78.754326),(38 79.08929),(39 79.34977),(40 80.11397),(41 81.08187),(42 80.45481),(43 80.867096),(44 81.771454),(45 81.83127),(46 82.13491),(47 82.312775),(48 81.560234),(49 82.60763),(50 83.04623),(51 83.0058),(52 83.125435),(53 83.334145),(54 83.389),(55 83.93341),(56 83.55919),(57 83.56669),(58 84.03013),(59 83.82264),(60 83.59928),(61 83.73135),(62 83.5761),(63 84.15217),(64 83.75763),(65 83.62095),(66 83.454735),(67 82.889565),(68 83.357544),(69 84.07166),(70 83.02761),(71 83.15514),(72 83.74212),(73 84.22965),(74 83.63743),(75 84.280525),(76 84.088425),(77 84.162964),(78 84.71827),(79 84.377716),
(1 37.58453),(2 46.290176),(3 51.62463),(4 54.397144),(5 56.105747),(6 57.482376),(7 59.347397),(8 60.801178),(9 61.967117),(10 63.28433),(11 64.39837),(12 65.22328),(13 66.981346),(14 67.33293),(15 68.26838),(16 69.266174),(17 69.92002),(18 70.49184),(19 71.34616),(20 71.61356),(21 72.64963),(22 73.341934),(23 73.897064),(24 73.79429),(25 75.09615),(26 75.905624),(27 77.30939),(28 76.086815),(29 75.835434),(30 76.34773),(31 76.09891),(32 76.217155),(33 77.22277),(34 77.63463),(35 78.528625),(36 78.05993),(37 78.57435),(38 78.59337),(39 79.390564),(40 79.545),(41 80.076866),(42 80.52302),(43 80.686035),(44 80.42775),(45 81.07918),(46 82.19959),(47 81.978874),(48 80.98249),(49 81.430244),(50 82.094215),(51 82.42953),(52 82.918076),(53 84.090256),(54 84.32769),(55 83.8435),(56 83.18676),(57 83.35874),(58 83.702995),(59 84.01714),(60 84.22072),(61 84.87983),(62 84.79629),(63 84.80372),(64 85.25695),(65 85.08829),(66 85.73438),(67 85.22681),(68 85.34432),(69 85.11226),(70 85.44715),(71 84.9987),(72 84.547005),(73 85.66376),(74 85.816),(75 86.0334),(76 85.79996),(77 85.882515),(78 85.72701),(79 85.91624),
(1 37.03042),(2 45.632732),(3 50.27398),(4 52.687214),(5 54.577656),(6 56.168564),(7 57.810497),(8 60.310085),(9 61.511333),(10 61.73266),(11 63.43423),(12 64.64217),(13 66.21522),(14 66.82255),(15 66.82594),(16 68.13392),(17 68.7969),(18 69.08255),(19 70.46809),(20 70.03406),(21 71.0787),(22 71.80671),(23 72.42628),(24 72.80597),(25 74.45819),(26 74.39876),(27 75.28079),(28 74.828445),(29 75.26041),(30 75.40299),(31 74.45657),(32 74.062),(33 74.19555),(34 74.96426),(35 75.735146),(36 75.64603),(37 76.13541),(38 76.44261),(39 76.95927),(40 76.52529),(41 77.05181),(42 77.48318),(43 77.81068),(44 78.30593),(45 78.29454),(46 78.60061),(47 77.507355),(48 77.265915),(49 77.938286),(50 78.472946),(51 78.87084),(52 78.60116),(53 77.79631),(54 78.04098),(55 77.81513),(56 77.33384),(57 77.91422),(58 78.533806),(59 78.5337),(60 79.23353),(61 80.5839),(62 80.56984),(63 81.00318),(64 81.16347),(65 81.70693),(66 83.02086),(67 83.30775),(68 83.73599),(69 84.07426),(70 83.90296),(71 84.387314),(72 84.033775),(73 83.4366),(74 83.310394),(75 83.774666),(76 83.45203),(77 84.17653),(78 83.94423),(79 83.80148),
(1 36.298344),(2 44.22581),(3 49.44088),(4 52.299053),(5 54.446804),(6 56.111427),(7 57.39729),(8 58.842373),(9 60.120743),(10 60.659),(11 62.268238),(12 63.75398),(13 66.01434),(14 66.51861),(15 66.68),(16 67.36893),(17 68.64183),(18 69.335495),(19 70.53857),(20 70.505394),(21 71.424934),(22 72.60771),(23 73.31849),(24 73.7168),(25 74.25588),(26 74.31658),(27 75.43452),(28 75.21952),(29 76.157),(30 76.507645),(31 76.273796),(32 76.27307),(33 76.80078),(34 76.93646),(35 76.686455),(36 76.58667),(37 77.30809),(38 77.33408),(39 78.79127),(40 78.30797),(41 78.26446),(42 78.543724),(43 78.18887),(44 78.00829),(45 78.77842),(46 80.277115),(47 80.66755),(48 80.97285),(49 82.16958),(50 82.75954),(51 83.452126),(52 82.63523),(53 83.05428),(54 82.179886),(55 82.1094),(56 81.60845),(57 81.937584),(58 81.66465),(59 82.53939),(60 82.54399),(61 83.25393),(62 83.885185),(63 83.96184),(64 83.72648),(65 83.79785),(66 84.49986),(67 84.10321),(68 84.59849),(69 84.18581),(70 84.77687),(71 83.56905),(72 82.8186),(73 82.67025),(74 81.906334),(75 83.322716),(76 83.43735),(77 83.49494),(78 83.764534),(79 83.655876),
(1 36.459797),(2 44.707634),(3 49.583443),(4 53.102398),(5 54.59758),(6 57.230526),(7 58.83403),(8 61.254925),(9 62.167484),(10 62.65057),(11 64.61594),(12 65.729836),(13 67.01947),(14 68.22305),(15 69.02597),(16 68.7047),(17 71.38029),(18 71.736626),(19 72.76495),(20 73.36187),(21 74.02108),(22 74.49705),(23 75.11799),(24 74.933464),(25 74.883606),(26 75.27137),(27 76.72224),(28 75.9096),(29 76.66649),(30 77.53916),(31 77.22677),(32 76.103615),(33 75.91039),(34 76.25789),(35 76.35529),(36 77.01459),(37 76.814186),(38 77.3711),(39 78.392815),(40 77.42277),(41 77.53225),(42 78.57826),(43 78.8698),(44 78.631226),(45 79.37251),(46 80.14949),(47 79.73638),(48 80.576004),(49 80.42468),(50 80.39199),(51 80.76659),(52 80.82212),(53 81.59772),(54 81.40568),(55 82.06057),(56 81.63787),(57 82.93082),(58 83.596565),(59 83.046196),(60 83.505684),(61 84.588394),(62 84.569016),(63 85.05632),(64 86.21229),(65 85.44845),(66 85.57637),(67 85.62961),(68 85.5065),(69 85.07091),(70 85.19117),(71 85.23332),(72 85.08891),(73 85.55585),(74 85.11083),(75 85.555244),(76 84.67527),(77 84.79935),(78 84.95778),(79 84.611145),
(1 35.91696),(2 43.960014),(3 49.388905),(4 52.605663),(5 54.812943),(6 56.826912),(7 58.439243),(8 61.063366),(9 62.3689),(10 63.036095),(11 64.05464),(12 64.52817),(13 65.08951),(14 65.59594),(15 67.18716),(16 67.238815),(17 68.74578),(18 69.88397),(19 70.11429),(20 70.722206),(21 71.04956),(22 72.02658),(23 72.895325),(24 72.96296),(25 73.03736),(26 73.52684),(27 74.44155),(28 74.11181),(29 74.89823),(30 75.470314),(31 75.6284),(32 75.81548),(33 77.10589),(34 78.11788),(35 77.51968),(36 77.74276),(37 77.541916),(38 77.69965),(39 77.90878),(40 77.01605),(41 76.82396),(42 78.02483),(43 77.66033),(44 77.32181),(45 77.52034),(46 78.29488),(47 77.29903),(48 76.95857),(49 78.45888),(50 78.69152),(51 78.8607),(52 78.67223),(53 78.888145),(54 79.05309),(55 78.29033),(56 78.73489),(57 78.69281),(58 78.69695),(59 78.69747),(60 79.37401),(61 80.69377),(62 81.41371),(63 81.041336),(64 80.840004),(65 81.294464),(66 80.9281),(67 80.006935),(68 80.744194),(69 80.88421),(70 82.231316),(71 82.17277),(72 81.63398),(73 81.067),(74 81.39062),(75 81.65001),(76 80.92472),(77 81.58268),(78 82.21521),(79 82.11446),
(1 36.872),(2 44.833435),(3 49.730022),(4 53.06107),(5 54.07857),(6 55.97292),(7 57.54915),(8 59.78427),(9 61.041916),(10 61.671974),(11 63.812298),(12 64.37296),(13 65.16872),(14 65.89761),(15 66.83381),(16 67.64803),(17 68.88657),(18 69.356926),(19 69.28064),(20 69.4248),(21 70.78813),(22 71.529976),(23 72.54676),(24 72.83574),(25 73.128685),(26 73.53903),(27 75.39698),(28 74.62674),(29 75.18311),(30 75.30162),(31 75.50557),(32 74.86685),(33 75.24726),(34 76.080986),(35 75.44174),(36 75.806175),(37 75.574165),(38 75.71534),(39 76.25523),(40 76.419586),(41 76.66028),(42 77.04143),(43 76.79342),(44 77.1412),(45 77.26821),(46 77.50877),(47 76.98623),(48 77.71747),(49 77.85995),(50 78.35091),(51 78.78592),(52 78.42306),(53 79.017715),(54 79.05227),(55 79.31405),(56 79.27171),(57 79.69593),(58 80.4646),(59 80.338615),(60 80.89793),(61 81.878365),(62 81.833244),(63 82.60694),(64 82.32631),(65 82.3132),(66 82.22777),(67 81.66601),(68 82.320175),(69 82.84449),(70 82.77566),(71 82.53262),(72 81.90741),(73 82.422714),(74 81.989044),(75 81.960365),(76 81.765945),(77 82.46737),(78 83.08492),(79 83.01426),
(1 35.488445),(2 42.559956),(3 47.906006),(4 51.1008),(5 52.948166),(6 55.24551),(7 56.512592),(8 58.808712),(9 60.598274),(10 60.865635),(11 62.102627),(12 62.373898),(13 63.67274),(14 64.807755),(15 65.85272),(16 66.65736),(17 67.236084),(18 67.7642),(19 68.857254),(20 69.17615),(21 70.40298),(22 71.094604),(23 71.59637),(24 72.254234),(25 72.639145),(26 73.06945),(27 73.44965),(28 73.69484),(29 74.37156),(30 74.59529),(31 74.69409),(32 75.25423),(33 75.55295),(34 75.99194),(35 76.46969),(36 76.13244),(37 76.03673),(38 76.703835),(39 76.2752),(40 77.14052),(41 77.557594),(42 77.61471),(43 77.011246),(44 77.94445),(45 77.92826),(46 78.55907),(47 78.68252),(48 79.33886),(49 79.85317),(50 80.23649),(51 80.5172),(52 80.19889),(53 81.183464),(54 80.71557),(55 80.408394),(56 80.86824),(57 81.090416),(58 80.95976),(59 80.96854),(60 80.94349),(61 81.68691),(62 82.463394),(63 82.20854),(64 81.30722),(65 81.22287),(66 81.01507),(67 81.19832),(68 81.87096),(69 81.35647),(70 81.240204),(71 81.5294),(72 81.68039),(73 82.32802),(74 81.6362),(75 81.74749),(76 81.35356),(77 81.356224),(78 81.537224),(79 82.10928),
(1 36.203335),(2 44.13062),(3 48.761486),(4 51.6712),(5 53.33826),(6 55.703537),(7 57.646473),(8 59.996067),(9 61.408787),(10 62.624695),(11 63.902496),(12 64.46325),(13 65.85921),(14 66.64458),(15 67.54764),(16 68.82783),(17 68.8009),(18 69.2894),(19 69.52016),(20 70.594696),(21 70.43063),(22 70.665794),(23 71.68314),(24 72.0963),(25 72.52896),(26 72.69521),(27 73.39386),(28 73.22314),(29 73.79471),(30 74.42757),(31 74.506325),(32 74.372345),(33 74.32885),(34 75.753426),(35 75.138466),(36 74.5565),(37 74.77082),(38 75.449974),(39 76.150986),(40 76.13139),(41 76.140015),(42 75.42466),(43 76.312965),(44 76.09141),(45 75.88956),(46 77.0455),(47 76.700745),(48 76.73407),(49 76.24461),(50 76.49044),(51 76.99152),(52 77.33275),(53 77.2777),(54 77.34497),(55 76.722084),(56 78.02123),(57 78.099884),(58 79.00935),(59 79.20411),(60 78.729195),(61 80.10501),(62 79.573105),(63 81.39263),(64 81.18642),(65 81.14256),(66 81.47563),(67 81.19431),(68 82.588196),(69 82.60523),(70 82.46971),(71 82.10904),(72 81.89224),(73 81.98234),(74 82.17061),(75 81.88635),(76 81.833015),(77 81.12982),(78 81.42441),(79 81.48039),
(1 36.08511),(2 43.88371),(3 49.132305),(4 51.933002),(5 54.247566),(6 55.71633),(7 57.485397),(8 59.476395),(9 60.533123),(10 62.59161),(11 63.887165),(12 64.139435),(13 65.922104),(14 66.428635),(15 67.5637),(16 68.45965),(17 69.28296),(18 69.608055),(19 70.962326),(20 71.78989),(21 72.20137),(22 73.12978),(23 73.07364),(24 72.46752),(25 72.62503),(26 73.76379),(27 74.35486),(28 74.59634),(29 74.36909),(30 75.50107),(31 75.83302),(32 75.470116),(33 76.557465),(34 77.08817),(35 76.4356),(36 76.41238),(37 76.86781),(38 76.81927),(39 77.254265),(40 77.509605),(41 79.03423),(42 78.33042),(43 79.051155),(44 79.57583),(45 79.08857),(46 80.283264),(47 80.35479),(48 80.34436),(49 80.50069),(50 80.59049),(51 81.06996),(52 80.67527),(53 81.099205),(54 82.23381),(55 82.073395),(56 82.35353),(57 82.962),(58 82.86599),(59 82.825645),(60 82.85278),(61 83.853874),(62 84.03242),(63 84.63957),(64 83.9108),(65 84.52521),(66 84.07396),(67 84.55418),(68 85.81742),(69 84.871506),(70 85.06843),(71 84.394226),(72 84.2483),(73 83.50159),(74 83.14646),(75 83.63887),(76 83.55195),(77 83.34085),(78 83.72976),(79 83.33291),
(1 34.839634),(2 43.144955),(3 47.486576),(4 50.624176),(5 53.031525),(6 54.574783),(7 56.03678),(8 58.013588),(9 59.18089),(10 60.85473),(11 62.30777),(12 62.722233),(13 63.11456),(14 64.34189),(15 65.67497),(16 66.018265),(17 66.98179),(18 67.69979),(19 68.73981),(20 68.87202),(21 69.5471),(22 70.46502),(23 71.56297),(24 71.54788),(25 72.27974),(26 72.31484),(27 73.08487),(28 73.08996),(29 72.76101),(30 74.47646),(31 74.24884),(32 74.47267),(33 75.65645),(34 75.52436),(35 74.83987),(36 75.774994),(37 76.76791),(38 76.29147),(39 76.6944),(40 76.98536),(41 77.16446),(42 77.49979),(43 78.351105),(44 78.044044),(45 77.93818),(46 78.76387),(47 78.26033),(48 77.82231),(49 78.09262),(50 77.883545),(51 78.825005),(52 78.75038),(53 79.263824),(54 78.11651),(55 78.24341),(56 78.60387),(57 78.817825),(58 79.499596),(59 79.67875),(60 79.68717),(61 79.66745),(62 79.64804),(63 80.51361),(64 80.55842),(65 80.07342),(66 80.72374),(67 80.90027),(68 81.46157),(69 81.59752),(70 81.52706),(71 80.67405),(72 80.35815),(73 80.45638),(74 80.45996),(75 81.01197),(76 80.99791),(77 81.32049),(78 81.401726),(79 80.54658),
