1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 55807.098),(2 234004.11),(3 512866.28),(4 875149.8),(5 1369981.1),(6 1970798),(7 2688426.3),(8 3463521.3),(9 4350168.5),(10 5270167.5),(11 6234834.5),(12 7281378),(13 8282425.5),(14 9412445),(15 10557404),(16 11811053),(17 13093293),(18 14408119),(19 15708771),(20 16959704),(21 18102714),(22 19212688),(23 20171482),(24 21052922),(25 21833458),(26 22519888),(27 23062176),(28 23487018),(29 23807750),(30 24012848),(31 24149034),(32 24198310),(33 24200954),(34 24167834),(35 24100096),(36 24013210),(37 23791942),(38 23564424),(39 23266592),(40 22992000),(41 22662762),(42 22430098),(43 22257560),(44 22188158),(45 22107874),(46 22041506),(47 21886642),(48 21783190),(49 21761978),(50 21822370),(51 21898654),(52 22060790),(53 22258764),(54 22569222),(55 22841198),(56 23016062),(57 23119494),(58 23265962),(59 23390142),(60 23639602),(61 23876914),(62 24145042),(63 24500742),(64 24865424),(65 25234246),(66 25596488),(67 25928046),(68 26217864),(69 26501110),(70 26752778),(71 26977624),(72 27208486),(73 27463024),(74 27767562),(75 28010760),(76 28246288),(77 28460262),(78 28659046),(79 28827018),
(1 20.896616),(2 26.142342),(3 28.567808),(4 30.958044),(5 32.424717),(6 33.841198),(7 34.887844),(8 35.643513),(9 36.702324),(10 37.474026),(11 38.163223),(12 38.810432),(13 38.725925),(14 39.10328),(15 39.22303),(16 39.387794),(17 39.578682),(18 39.47547),(19 39.408436),(20 39.930763),(21 39.759056),(22 39.41294),(23 39.00008),(24 38.77461),(25 38.287464),(26 37.80102),(27 37.553284),(28 37.726852),(29 37.96768),(30 37.643963),(31 37.283768),(32 37.449055),(33 37.00497),(34 37.213367),(35 36.93374),(36 36.559357),(37 36.55477),(38 36.541016),(39 36.74134),(40 36.8919),(41 36.982685),(42 37.06358),(43 37.28954),(44 37.436264),(45 37.23486),(46 37.33588),(47 37.818764),(48 37.937054),(49 38.271343),(50 38.394615),(51 38.573032),(52 39.02583),(53 39.73292),(54 40.13749),(55 40.140015),(56 39.771683),(57 39.91313),(58 39.96624),(59 40.201435),(60 40.56352),(61 40.947006),(62 41.117115),(63 41.08636),(64 41.398193),(65 41.266315),(66 41.14561),(67 41.052372),(68 41.264385),(69 40.775234),(70 40.462593),(71 40.034554),(72 39.80524),(73 39.43779),(74 39.133053),(75 38.446964),(76 38.58182),(77 38.59136),(78 38.618496),(79 38.360146),
(1 20.117903),(2 25.106476),(3 27.88981),(4 29.604197),(5 30.568699),(6 32.00386),(7 32.856815),(8 33.788948),(9 34.6473),(10 35.635376),(11 36.179684),(12 36.56942),(13 37.216755),(14 37.86623),(15 37.553326),(16 38.096638),(17 38.415268),(18 37.93289),(19 38.168747),(20 38.110535),(21 38.271015),(22 38.600685),(23 38.28234),(24 38.105488),(25 37.962467),(26 37.922066),(27 37.32242),(28 37.192787),(29 36.979893),(30 36.66298),(31 36.62597),(32 36.513756),(33 36.167027),(34 36.47517),(35 36.468067),(36 35.78962),(37 35.688904),(38 35.701077),(39 35.570515),(40 35.838013),(41 35.42708),(42 36.127876),(43 35.69751),(44 36.01586),(45 36.31917),(46 36.867252),(47 36.920555),(48 37.239502),(49 37.48673),(50 37.90925),(51 37.581284),(52 38.340805),(53 38.771355),(54 39.273907),(55 39.340637),(56 39.085587),(57 39.05732),(58 39.748444),(59 39.355614),(60 39.516098),(61 39.8882),(62 40.21169),(63 40.073296),(64 40.2672),(65 40.41116),(66 39.810493),(67 39.348938),(68 39.032196),(69 38.711975),(70 38.18813),(71 37.959824),(72 37.62072),(73 37.540287),(74 37.240723),(75 37.247555),(76 36.799786),(77 36.524685),(78 36.441),(79 36.24835),
(1 20.17734),(2 25.204779),(3 27.481264),(4 29.352991),(5 30.818895),(6 32.22777),(7 33.363472),(8 34.247864),(9 35.05863),(10 36.48438),(11 36.685528),(12 37.175488),(13 37.780582),(14 38.048916),(15 38.325855),(16 38.092663),(17 38.33111),(18 38.116924),(19 38.32638),(20 38.044495),(21 38.3096),(22 38.838993),(23 38.316162),(24 37.969208),(25 37.77025),(26 37.624172),(27 37.11387),(28 37.03023),(29 36.521576),(30 36.705677),(31 36.188522),(32 36.049335),(33 36.281017),(34 36.381752),(35 35.970768),(36 35.651085),(37 35.348083),(38 35.64704),(39 35.678402),(40 35.656013),(41 35.385105),(42 35.50452),(43 35.416668),(44 35.48423),(45 35.6469),(46 36.67951),(47 36.501114),(48 37.007294),(49 37.19985),(50 37.47804),(51 37.364506),(52 37.98155),(53 38.635994),(54 39.22571),(55 39.425777),(56 39.18955),(57 39.435028),(58 39.801105),(59 39.98899),(60 40.149654),(61 39.948566),(62 40.2257),(63 40.504715),(64 40.39573),(65 40.23295),(66 39.81557),(67 39.340706),(68 39.38484),(69 39.42962),(70 38.793934),(71 38.18188),(72 37.4751),(73 37.571335),(74 36.563644),(75 36.498276),(76 35.990086),(77 36.520298),(78 36.04262),(79 35.970955),
(1 20.553463),(2 25.717735),(3 27.738941),(4 29.64623),(5 31.003908),(6 32.25239),(7 33.384636),(8 34.098377),(9 34.839817),(10 36.049152),(11 36.526978),(12 36.855938),(13 37.589603),(14 38.11007),(15 38.506798),(16 38.78767),(17 39.122643),(18 39.16377),(19 39.01342),(20 39.12359),(21 39.398155),(22 39.341816),(23 38.937637),(24 39.215538),(25 38.537006),(26 38.161194),(27 38.00627),(28 37.641815),(29 37.485474),(30 37.420235),(31 36.7819),(32 36.435337),(33 36.54816),(34 36.19964),(35 35.91083),(36 35.684803),(37 35.592083),(38 35.49335),(39 35.497433),(40 35.296127),(41 35.31612),(42 35.185238),(43 35.438328),(44 35.674282),(45 35.75361),(46 35.968277),(47 35.934856),(48 36.04321),(49 36.287815),(50 36.349354),(51 36.72423),(52 37.18419),(53 37.65349),(54 38.051025),(55 37.903656),(56 38.08219),(57 38.05827),(58 38.327324),(59 39.05265),(60 39.219692),(61 39.447357),(62 39.585526),(63 39.646027),(64 39.656883),(65 39.440105),(66 39.52034),(67 39.232773),(68 39.214466),(69 39.29117),(70 38.922043),(71 38.531105),(72 38.14801),(73 38.19403),(74 37.728188),(75 37.504272),(76 37.16024),(77 37.32497),(78 37.11204),(79 36.840603),
(1 20.55917),(2 25.551638),(3 28.215174),(4 30.105537),(5 31.565407),(6 32.94653),(7 34.154686),(8 34.8901),(9 35.669262),(10 36.44257),(11 37.064663),(12 37.57922),(13 38.220577),(14 38.571587),(15 38.4802),(16 38.332836),(17 38.65368),(18 38.59006),(19 38.521736),(20 38.568836),(21 38.775326),(22 38.78182),(23 38.51506),(24 38.56515),(25 38.045513),(26 37.726208),(27 37.587486),(28 37.81413),(29 37.75387),(30 37.77002),(31 37.123753),(32 37.244617),(33 36.464302),(34 36.883766),(35 36.776436),(36 36.61581),(37 36.528038),(38 36.413036),(39 36.134453),(40 36.233356),(41 36.216747),(42 36.101215),(43 36.105347),(44 36.848957),(45 36.847496),(46 37.085495),(47 37.183163),(48 37.414547),(49 37.446785),(50 37.65316),(51 37.705116),(52 38.437492),(53 38.82395),(54 39.278526),(55 39.20239),(56 39.00793),(57 39.18474),(58 39.44776),(59 39.895412),(60 39.750507),(61 39.680496),(62 39.852295),(63 40.07934),(64 40.368645),(65 40.01844),(66 39.527264),(67 39.335953),(68 39.36857),(69 39.036552),(70 38.72444),(71 38.331),(72 37.819653),(73 37.846596),(74 37.32645),(75 37.256577),(76 37.20711),(77 37.50699),(78 37.519867),(79 37.45805),
(1 20.669188),(2 25.451284),(3 28.281519),(4 30.154276),(5 31.545172),(6 32.588078),(7 33.86262),(8 34.998592),(9 35.66939),(10 36.6319),(11 37.061195),(12 37.157757),(13 37.63174),(14 38.340416),(15 38.734543),(16 38.369747),(17 38.908154),(18 38.6224),(19 38.523636),(20 38.554543),(21 38.590374),(22 38.800854),(23 38.367905),(24 38.30205),(25 37.57287),(26 37.564),(27 37.44635),(28 37.06871),(29 36.819767),(30 36.64137),(31 36.61401),(32 36.005833),(33 36.395267),(34 35.986282),(35 35.898457),(36 35.486015),(37 35.60444),(38 36.01945),(39 35.8266),(40 35.520832),(41 35.44283),(42 35.624344),(43 35.869823),(44 35.92869),(45 35.96226),(46 36.686558),(47 36.849354),(48 37.021763),(49 36.847996),(50 36.976),(51 37.25837),(52 37.664967),(53 38.529064),(54 38.871273),(55 38.91688),(56 39.13785),(57 39.339848),(58 39.57329),(59 39.446877),(60 39.486813),(61 39.51491),(62 39.62309),(63 39.920113),(64 40.273342),(65 40.148167),(66 39.71102),(67 39.202568),(68 38.94118),(69 39.10737),(70 38.923878),(71 38.509296),(72 38.104717),(73 37.906654),(74 37.4614),(75 37.401352),(76 36.936962),(77 36.936394),(78 36.650917),(79 36.63438),
(1 20.455502),(2 25.44538),(3 27.624676),(4 29.565815),(5 30.989786),(6 31.882835),(7 33.254005),(8 34.236275),(9 35.786366),(10 36.494904),(11 36.70414),(12 36.81766),(13 37.192543),(14 38.023685),(15 38.510498),(16 38.494366),(17 38.80957),(18 38.702896),(19 38.513454),(20 38.53729),(21 38.784718),(22 38.860233),(23 38.046032),(24 37.64423),(25 37.040455),(26 37.1275),(27 36.83789),(28 36.374638),(29 36.516933),(30 35.922714),(31 35.702698),(32 35.51797),(33 35.542645),(34 35.611874),(35 35.667767),(36 35.299717),(37 35.383087),(38 35.48664),(39 35.39039),(40 35.50232),(41 35.34392),(42 34.929478),(43 35.182407),(44 35.457012),(45 35.85241),(46 36.40969),(47 36.359856),(48 36.40897),(49 36.648853),(50 36.84941),(51 37.256413),(52 38.127743),(53 38.67773),(54 39.17843),(55 38.592773),(56 38.149105),(57 38.974342),(58 38.86003),(59 38.978283),(60 39.270393),(61 39.31163),(62 39.338085),(63 39.669933),(64 40.009037),(65 39.720093),(66 39.2391),(67 38.987762),(68 38.76585),(69 38.611755),(70 38.45827),(71 37.742184),(72 37.436806),(73 36.84301),(74 36.822086),(75 36.885662),(76 36.72971),(77 36.781406),(78 36.952904),(79 36.931274),
(1 20.10362),(2 24.727623),(3 27.397478),(4 29.152697),(5 30.520185),(6 31.562244),(7 32.7486),(8 33.824482),(9 34.61229),(10 35.767532),(11 36.44321),(12 36.989037),(13 37.595818),(14 38.105568),(15 38.229263),(16 38.174553),(17 38.510986),(18 38.660084),(19 38.55516),(20 38.491226),(21 39.021725),(22 38.91686),(23 38.660614),(24 38.465164),(25 37.923088),(26 38.039135),(27 37.691998),(28 37.203796),(29 37.23716),(30 36.589756),(31 36.263557),(32 36.131104),(33 35.74029),(34 35.812542),(35 35.307724),(36 35.052876),(37 35.158043),(38 34.976738),(39 35.177002),(40 34.813904),(41 35.23856),(42 35.356167),(43 35.734863),(44 36.178406),(45 36.480633),(46 36.63944),(47 36.96806),(48 37.26495),(49 37.40886),(50 37.475048),(51 37.632423),(52 38.272224),(53 39.04503),(54 39.435867),(55 39.118732),(56 39.02413),(57 39.638714),(58 39.699753),(59 39.65598),(60 39.97572),(61 40.013687),(62 40.24148),(63 40.412575),(64 40.453335),(65 40.062523),(66 39.83357),(67 39.51742),(68 39.262653),(69 39.062187),(70 38.727),(71 38.088352),(72 37.65827),(73 37.34026),(74 37.230396),(75 36.660713),(76 36.404305),(77 36.157658),(78 36.26975),(79 36.299755),
(1 20.37664),(2 24.794525),(3 27.348795),(4 29.624458),(5 30.906084),(6 32.768967),(7 33.68381),(8 34.502563),(9 35.643612),(10 36.439434),(11 36.7498),(12 37.579094),(13 38.066265),(14 38.031643),(15 38.077522),(16 37.949406),(17 38.08324),(18 38.09166),(19 37.91132),(20 38.472385),(21 38.444107),(22 38.460377),(23 38.07185),(24 38.15609),(25 37.67131),(26 37.63515),(27 36.72941),(28 36.35893),(29 36.1156),(30 36.03223),(31 35.744507),(32 35.56766),(33 35.02368),(34 35.037045),(35 35.013554),(36 34.86625),(37 34.897472),(38 35.24136),(39 34.99139),(40 35.041412),(41 34.95868),(42 35.23737),(43 35.53143),(44 35.91316),(45 36.160057),(46 36.631664),(47 36.504486),(48 36.89389),(49 36.94391),(50 37.083385),(51 37.413586),(52 37.676426),(53 38.548054),(54 38.781548),(55 38.608894),(56 38.674484),(57 38.998116),(58 38.984474),(59 39.23046),(60 39.41924),(61 40.093655),(62 40.429157),(63 40.41871),(64 40.457493),(65 40.315067),(66 40.244675),(67 40.001507),(68 39.482494),(69 38.86807),(70 38.830235),(71 38.17392),(72 37.996105),(73 37.54184),(74 37.379166),(75 36.924892),(76 36.868168),(77 36.962955),(78 36.55286),(79 36.632607),
(1 20.093805),(2 24.636604),(3 27.389408),(4 29.303606),(5 30.357689),(6 31.837543),(7 32.49687),(8 33.35348),(9 34.56122),(10 35.31434),(11 35.549206),(12 36.150948),(13 36.545753),(14 36.881577),(15 37.0418),(16 36.885544),(17 37.12033),(18 37.469284),(19 37.446724),(20 37.501823),(21 37.480827),(22 37.32381),(23 36.84385),(24 36.830536),(25 36.372646),(26 36.19382),(27 35.96668),(28 36.349133),(29 35.884167),(30 36.066402),(31 35.967842),(32 35.789978),(33 35.690304),(34 35.927845),(35 35.811615),(36 35.19143),(37 35.193096),(38 35.501804),(39 35.085644),(40 34.831917),(41 34.609577),(42 34.51517),(43 34.76556),(44 35.03319),(45 35.420383),(46 35.4978),(47 35.661),(48 36.29472),(49 36.631214),(50 36.606735),(51 36.655586),(52 36.980045),(53 37.282513),(54 37.480175),(55 37.371624),(56 37.311684),(57 37.359074),(58 37.324223),(59 37.515083),(60 37.67722),(61 37.92998),(62 37.96085),(63 38.31239),(64 38.647743),(65 38.438866),(66 38.359097),(67 38.011272),(68 37.6548),(69 37.446148),(70 37.029793),(71 36.470654),(72 35.906277),(73 35.68578),(74 35.587887),(75 35.036938),(76 34.913406),(77 34.840416),(78 35.012947),(79 34.595554),
(1 19.864384),(2 24.805025),(3 27.349096),(4 29.639809),(5 30.775646),(6 31.875315),(7 32.91763),(8 33.939766),(9 34.831398),(10 35.65561),(11 36.17202),(12 36.65483),(13 37.304596),(14 37.607063),(15 37.587894),(16 37.397503),(17 37.845573),(18 37.7079),(19 38.1068),(20 38.56596),(21 38.564243),(22 38.634262),(23 38.27659),(24 37.95423),(25 37.480434),(26 37.004196),(27 36.86738),(28 36.68745),(29 36.16786),(30 36.30475),(31 36.219482),(32 35.727245),(33 35.84457),(34 36.181953),(35 35.583847),(36 35.324265),(37 35.416847),(38 35.22503),(39 35.173195),(40 35.17487),(41 34.88301),(42 34.990723),(43 35.291206),(44 35.55469),(45 35.947655),(46 36.32513),(47 36.24519),(48 36.381493),(49 37.050793),(50 37.073),(51 37.26062),(52 37.681973),(53 38.40853),(54 38.62592),(55 38.79768),(56 38.416348),(57 38.59937),(58 38.981842),(59 39.31543),(60 39.231575),(61 39.423218),(62 39.434254),(63 39.937374),(64 39.865475),(65 39.893745),(66 39.635437),(67 39.379105),(68 39.00386),(69 39.096558),(70 38.921535),(71 38.311882),(72 37.864986),(73 37.51942),(74 37.06754),(75 37.049248),(76 36.76892),(77 36.610714),(78 36.86259),(79 36.670246),
(1 19.843855),(2 24.68787),(3 26.920395),(4 28.94024),(5 30.333355),(6 31.659569),(7 32.760044),(8 33.87263),(9 34.939186),(10 35.597523),(11 36.117237),(12 36.743103),(13 37.15307),(14 37.3233),(15 37.4385),(16 37.289417),(17 37.74023),(18 37.54823),(19 37.632076),(20 37.49773),(21 37.843456),(22 37.625206),(23 37.138805),(24 37.10526),(25 36.81043),(26 36.302197),(27 36.145226),(28 35.678196),(29 35.3636),(30 35.14098),(31 34.96078),(32 34.22948),(33 34.416145),(34 34.754845),(35 34.49517),(36 34.566833),(37 34.98398),(38 35.308533),(39 35.078995),(40 34.696518),(41 34.584465),(42 34.72397),(43 34.7297),(44 35.204132),(45 35.33418),(46 35.6436),(47 35.8743),(48 35.8651),(49 36.537067),(50 36.85085),(51 36.855003),(52 37.338722),(53 37.858276),(54 38.261044),(55 38.218838),(56 38.211422),(57 38.32987),(58 38.289963),(59 38.247284),(60 38.46555),(61 38.310154),(62 38.306675),(63 38.565514),(64 38.903572),(65 38.811188),(66 38.490974),(67 38.08728),(68 37.76038),(69 37.463253),(70 36.973534),(71 36.31678),(72 36.018875),(73 35.517483),(74 35.33699),(75 35.06553),(76 34.86897),(77 34.7646),(78 34.82531),(79 34.89599),
(1 19.707159),(2 24.665352),(3 27.230324),(4 28.86661),(5 30.382658),(6 31.548502),(7 32.80441),(8 33.63105),(9 34.549908),(10 35.760468),(11 35.772816),(12 36.391506),(13 36.42134),(14 36.699936),(15 37.08072),(16 37.447144),(17 37.646),(18 37.43304),(19 37.82792),(20 37.81752),(21 37.968533),(22 37.886948),(23 37.739727),(24 37.50268),(25 37.30176),(26 36.877045),(27 36.345673),(28 36.26551),(29 35.919804),(30 35.960094),(31 35.810173),(32 35.65148),(33 35.727306),(34 36.294155),(35 35.545124),(36 35.314552),(37 35.50137),(38 35.229362),(39 35.60697),(40 35.422466),(41 35.356575),(42 35.433247),(43 35.52753),(44 36.003395),(45 36.207916),(46 36.440166),(47 36.658604),(48 36.73264),(49 37.343575),(50 37.34273),(51 37.50728),(52 38.252773),(53 38.504196),(54 39.159046),(55 38.546513),(56 38.727673),(57 38.839027),(58 38.7118),(59 38.79062),(60 39.047424),(61 39.10801),(62 39.411182),(63 39.53683),(64 39.528107),(65 39.26836),(66 39.41353),(67 38.762047),(68 38.75456),(69 38.38993),(70 38.002316),(71 37.448734),(72 37.089184),(73 36.90788),(74 36.27151),(75 36.102695),(76 35.769054),(77 35.928505),(78 35.831787),(79 35.843155),
(1 19.783524),(2 24.26025),(3 26.618238),(4 28.402857),(5 29.793573),(6 30.820576),(7 31.797552),(8 32.955917),(9 33.92749),(10 35.09586),(11 35.501587),(12 36.229893),(13 36.55453),(14 36.84109),(15 37.082718),(16 37.24256),(17 37.445103),(18 37.322716),(19 37.774952),(20 37.61178),(21 37.73796),(22 37.890232),(23 37.50624),(24 37.595356),(25 37.17174),(26 36.46356),(27 36.3212),(28 35.777023),(29 35.295734),(30 34.943947),(31 34.916805),(32 34.514008),(33 34.560642),(34 34.53136),(35 34.019848),(36 33.456646),(37 33.92719),(38 34.046753),(39 33.661076),(40 33.842724),(41 33.958824),(42 33.755684),(43 33.971752),(44 34.255413),(45 34.265972),(46 34.59754),(47 34.694267),(48 34.798275),(49 35.219574),(50 35.602093),(51 35.568676),(52 35.834465),(53 36.770683),(54 37.115284),(55 37.314735),(56 37.39805),(57 37.88519),(58 37.862484),(59 37.94689),(60 38.214764),(61 38.23278),(62 38.676056),(63 38.62704),(64 38.63377),(65 38.541275),(66 38.565475),(67 38.532444),(68 38.17534),(69 38.026737),(70 37.8872),(71 37.311256),(72 36.945904),(73 36.49947),(74 36.036896),(75 36.339424),(76 36.16646),(77 36.01833),(78 35.707172),(79 35.86936),
(1 20.061958),(2 24.884344),(3 27.025871),(4 28.877005),(5 30.355566),(6 31.507006),(7 32.40605),(8 33.15975),(9 33.601696),(10 34.47398),(11 34.857227),(12 35.314365),(13 36.08438),(14 36.084957),(15 36.09511),(16 36.29669),(17 36.463844),(18 36.196426),(19 36.011486),(20 36.094604),(21 36.157066),(22 36.33977),(23 35.943813),(24 35.668278),(25 35.85548),(26 35.411713),(27 35.420643),(28 35.055187),(29 34.981167),(30 34.601124),(31 34.77446),(32 34.612865),(33 34.547916),(34 34.374535),(35 34.19917),(36 33.867092),(37 34.255764),(38 34.554836),(39 34.255367),(40 34.744114),(41 34.663353),(42 34.603783),(43 34.896687),(44 35.484444),(45 35.25967),(46 36.15469),(47 35.938347),(48 35.86599),(49 36.30369),(50 36.319504),(51 36.625397),(52 36.895237),(53 37.635303),(54 37.578236),(55 37.51673),(56 37.44887),(57 37.155506),(58 37.61355),(59 37.423313),(60 37.529827),(61 37.2965),(62 37.599983),(63 37.437626),(64 37.60108),(65 37.284405),(66 37.214695),(67 36.961704),(68 36.764748),(69 36.470364),(70 36.69895),(71 36.326015),(72 35.771126),(73 35.382236),(74 35.030846),(75 35.057014),(76 34.621033),(77 34.65655),(78 34.421394),(79 34.5579),
(1 20.214096),(2 24.805412),(3 27.44502),(4 29.102741),(5 30.533833),(6 32.191616),(7 33.14149),(8 34.13999),(9 35.09719),(10 35.401676),(11 35.737797),(12 36.698944),(13 37.29186),(14 37.298046),(15 37.812504),(16 37.855812),(17 38.126972),(18 38.308483),(19 38.472755),(20 38.87238),(21 38.64941),(22 38.96871),(23 38.730076),(24 38.229584),(25 38.097084),(26 37.67725),(27 37.42568),(28 37.303482),(29 36.94957),(30 36.644367),(31 36.77952),(32 36.333416),(33 35.98375),(34 36.032932),(35 36.022255),(36 35.88269),(37 35.888992),(38 36.040634),(39 35.89121),(40 35.97901),(41 35.912052),(42 36.126286),(43 36.3106),(44 36.712982),(45 37.087708),(46 37.060722),(47 37.347157),(48 37.293293),(49 37.610004),(50 37.778057),(51 37.93954),(52 38.416477),(53 39.02122),(54 39.095627),(55 39.055466),(56 38.83139),(57 39.10514),(58 39.06076),(59 39.183647),(60 39.162632),(61 39.364933),(62 39.61968),(63 40.420483),(64 40.234436),(65 40.282883),(66 39.768684),(67 39.6663),(68 39.2448),(69 38.924553),(70 38.492764),(71 38.257446),(72 38.01542),(73 37.732605),(74 37.049034),(75 37.01888),(76 36.63545),(77 35.896114),(78 36.41156),(79 36.181484),
(1 19.430689),(2 23.877485),(3 26.504213),(4 28.564375),(5 29.437899),(6 30.784779),(7 31.814482),(8 32.77),(9 33.650917),(10 34.68045),(11 35.24741),(12 35.65612),(13 36.159058),(14 36.525005),(15 37.06305),(16 36.70997),(17 36.82757),(18 37.16289),(19 37.07089),(20 37.021816),(21 37.07638),(22 37.19882),(23 36.832977),(24 36.641598),(25 36.413895),(26 36.26384),(27 35.929916),(28 35.600964),(29 35.19244),(30 35.231625),(31 34.87483),(32 34.956127),(33 34.9135),(34 34.86342),(35 34.51583),(36 34.67697),(37 34.487125),(38 34.34679),(39 34.119396),(40 34.02653),(41 33.66867),(42 33.593685),(43 33.93079),(44 34.397995),(45 34.587753),(46 35.07701),(47 35.306377),(48 35.349957),(49 35.66799),(50 35.99501),(51 36.111248),(52 36.634415),(53 37.24118),(54 37.464745),(55 37.608932),(56 37.223145),(57 37.6483),(58 37.755966),(59 37.88354),(60 37.754078),(61 38.181427),(62 38.398983),(63 38.937275),(64 38.81233),(65 39.01552),(66 38.282642),(67 38.139156),(68 37.903515),(69 37.730026),(70 37.836937),(71 36.78323),(72 36.571342),(73 36.099037),(74 35.867535),(75 35.71107),(76 35.94912),(77 35.730473),(78 35.528336),(79 35.418686),
(1 19.995285),(2 24.59477),(3 27.20289),(4 29.323847),(5 30.40288),(6 31.966352),(7 32.61153),(8 34.00774),(9 34.58883),(10 35.095284),(11 35.284073),(12 35.665215),(13 36.24765),(14 36.726402),(15 37.44005),(16 37.195065),(17 37.35311),(18 37.519012),(19 37.680347),(20 37.752472),(21 37.712223),(22 37.74739),(23 37.414772),(24 37.38355),(25 37.342823),(26 37.01211),(27 36.59609),(28 36.158813),(29 35.990845),(30 35.882175),(31 35.811836),(32 35.419403),(33 35.329754),(34 35.289974),(35 35.26261),(36 35.433872),(37 35.564583),(38 35.287945),(39 35.507908),(40 35.201866),(41 35.124516),(42 34.807354),(43 34.905846),(44 35.82114),(45 35.862114),(46 36.354565),(47 36.385445),(48 36.296314),(49 36.72591),(50 36.78357),(51 37.229412),(52 37.46155),(53 38.199352),(54 38.589462),(55 38.46274),(56 38.126385),(57 38.37444),(58 38.36033),(59 38.286816),(60 38.600925),(61 38.735516),(62 39.086555),(63 39.031254),(64 39.023853),(65 39.106434),(66 38.611294),(67 38.21366),(68 37.938232),(69 37.72842),(70 37.533894),(71 37.136875),(72 36.770714),(73 36.302166),(74 35.955463),(75 35.388035),(76 35.379036),(77 35.333572),(78 35.166393),(79 34.843113),
