1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 46687.23),(2 149804.8),(3 279786.9),(4 419611.78),(5 566404.2),(6 708056.5),(7 853714.56),(8 1028839.44),(9 1229043.4),(10 1461704.9),(11 1700223.4),(12 1982257.6),(13 2298247.5),(14 2624305.8),(15 2946527.3),(16 3269242.3),(17 3586318),(18 3908954.3),(19 4204434),(20 4492245.5),(21 4853613.5),(22 5274897.5),(23 5786781.5),(24 6360954.5),(25 6928202.5),(26 7458757.5),(27 8020489.5),(28 8606711),(29 9168779),(30 9626471),(31 10135313),(32 10607572),(33 11081071),(34 11542692),(35 12030627),(36 12503597),(37 12981804),(38 13470141),(39 14009812),(40 14541108),(41 15104248),(42 15590608),(43 16110847),(44 16595680),(45 17177386),(46 17753718),(47 18360958),(48 18936112),(49 19530646),(50 20087020),(51 20723118),(52 21337832),(53 22051824),(54 22827682),(55 23616360),(56 24393626),(57 25198944),(58 25983174),(59 26741128),(60 27433792),(61 28139174),(62 28918752),(63 29782496),(64 30660074),(65 31568114),(66 32262478),(67 32962882),(68 33608200),(69 34322050),(70 35114316),(71 36027284),(72 36844828),(73 37612170),(74 38184340),(75 38796820),(76 39297732),(77 39834256),(78 40194500),(79 40618700),
(1 756.5734),(2 939.38696),(3 1171.3765),(4 1142.8287),(5 1270.5662),(6 1229.0372),(7 1351.355),(8 1233.6798),(9 1364.463),(10 1321.2081),(11 1408.7173),(12 1339.9313),(13 1403.5068),(14 1348.4027),(15 1480.8711),(16 1357.3689),(17 1459.3417),(18 1421.4819),(19 1519.4438),(20 1444.4645),(21 1532.9758),(22 1448.7975),(23 1541.2069),(24 1406.9592),(25 1478.0693),(26 1432.2073),(27 1534.4833),(28 1468.3359),(29 1538.7789),(30 1479.7545),(31 1621.0232),(32 1494.707),(33 1571.7074),(34 1530.607),(35 1595.2551),(36 1519.201),(37 1592.6561),(38 1535.428),(39 1648.9124),(40 1529.3766),(41 1590.301),(42 1521.2509),(43 1582.9657),(44 1520.2103),(45 1567.6353),(46 1511.77),(47 1605.3715),(48 1517.8607),(49 1604.7881),(50 1552.2694),(51 1631.785),(52 1557.5885),(53 1623.6171),(54 1559.4794),(55 1594.2738),(56 1479.782),(57 1567.697),(58 1543.2914),(59 1614.6552),(60 1503.785),(61 1592.8584),(62 1550.2003),(63 1634.1711),(64 1499.9518),(65 1598.7317),(66 1505.2322),(67 1580.9431),(68 1489.8013),(69 1552.018),(70 1507.4109),(71 1612.1239),(72 1498.8805),(73 1570.9888),(74 1522.0876),(75 1651.3751),(76 1566.9777),(77 1635.193),(78 1566.9131),(79 1656.5055),
(1 713.59894),(2 917.8296),(3 1097.7788),(4 1086.5607),(5 1179.6525),(6 1162.9852),(7 1269.9838),(8 1191.0306),(9 1283.1207),(10 1267.928),(11 1364.3915),(12 1292.9818),(13 1349.1512),(14 1306.3226),(15 1410.4935),(16 1296.0236),(17 1387.7042),(18 1341.08),(19 1418.0042),(20 1356.4991),(21 1433.8137),(22 1393.6846),(23 1463.8711),(24 1356.2725),(25 1426.8893),(26 1385.1563),(27 1480.0352),(28 1417.1885),(29 1474.0461),(30 1438.167),(31 1562.8751),(32 1465.5762),(33 1518.3746),(34 1478.4961),(35 1558.8871),(36 1456.9595),(37 1514.3219),(38 1490.0308),(39 1554.4452),(40 1452.9047),(41 1502.8827),(42 1427.5559),(43 1482.3745),(44 1435.4884),(45 1473.4655),(46 1439.6715),(47 1530.7897),(48 1459.2493),(49 1521.7351),(50 1491.6892),(51 1571.5125),(52 1499.6101),(53 1552.0399),(54 1503.903),(55 1522.7589),(56 1438.2686),(57 1517.3823),(58 1476.6082),(59 1530.3712),(60 1441.6259),(61 1522.8586),(62 1478.1943),(63 1559.345),(64 1443.4097),(65 1516.7234),(66 1448.4225),(67 1507.2153),(68 1441.1672),(69 1504.2659),(70 1465.3972),(71 1536.5441),(72 1450.6019),(73 1514.8948),(74 1486.8494),(75 1567.9409),(76 1493.6696),(77 1556.4556),(78 1486.4254),(79 1567.9331),
(1 714.81616),(2 893.4775),(3 1102.8643),(4 1081.9237),(5 1203.342),(6 1177.381),(7 1285.2654),(8 1185.9305),(9 1280.4575),(10 1256.3289),(11 1341.1799),(12 1280.5864),(13 1339.5203),(14 1274.0991),(15 1400.0397),(16 1269.4497),(17 1370.5029),(18 1315.9506),(19 1420.9059),(20 1350.7926),(21 1419.4504),(22 1352.7279),(23 1429.0367),(24 1323.8093),(25 1393.3625),(26 1349.205),(27 1441.3889),(28 1370.7767),(29 1450.0006),(30 1404.9645),(31 1538.6194),(32 1438.2429),(33 1491.8519),(34 1455.0242),(35 1527.2682),(36 1438.6636),(37 1495.1925),(38 1454.5884),(39 1547.5392),(40 1422.1342),(41 1482.7341),(42 1426.5328),(43 1484.7745),(44 1424.2175),(45 1459.457),(46 1414.9388),(47 1511.7825),(48 1430.2664),(49 1527.5944),(50 1467.744),(51 1545.3196),(52 1457.401),(53 1518.2653),(54 1452.9281),(55 1513.4965),(56 1405.3292),(57 1487.5603),(58 1457.9849),(59 1523.5432),(60 1423.6334),(61 1515.9944),(62 1476.0918),(63 1545.0087),(64 1426.676),(65 1508.5449),(66 1431.7732),(67 1503.7026),(68 1440.3569),(69 1494.5652),(70 1442.2561),(71 1525.5348),(72 1418.3547),(73 1500.0856),(74 1461.2935),(75 1563.2616),(76 1468.6525),(77 1548.1416),(78 1493.5221),(79 1577.8296),
(1 684.1427),(2 846.5333),(3 1049.778),(4 1023.95667),(5 1140.4374),(6 1116.063),(7 1220.0187),(8 1136.8761),(9 1227.5171),(10 1215.8087),(11 1296.4897),(12 1209.966),(13 1269.8877),(14 1226.3982),(15 1331.7826),(16 1225.47),(17 1332.0465),(18 1301.0841),(19 1375.6372),(20 1312.9863),(21 1388.3458),(22 1332.6443),(23 1395.2253),(24 1299.9376),(25 1373.4382),(26 1343.8156),(27 1422.4342),(28 1356.0458),(29 1444.5208),(30 1405.991),(31 1534.5001),(32 1415.9784),(33 1483.7504),(34 1420.469),(35 1497.1926),(36 1412.1874),(37 1462.9463),(38 1414.4594),(39 1486.6086),(40 1391.0885),(41 1441.5647),(42 1379.9694),(43 1436.4266),(44 1385.6595),(45 1434.6661),(46 1393.3119),(47 1487.6085),(48 1412.3097),(49 1486.4789),(50 1455.7472),(51 1521.0641),(52 1444.4344),(53 1512.7924),(54 1445.0317),(55 1486.2129),(56 1402.2014),(57 1469.3323),(58 1417.1582),(59 1482.5304),(60 1392.3196),(61 1472.4395),(62 1449.4121),(63 1505.807),(64 1397.6759),(65 1473.6266),(66 1404.8545),(67 1481.0607),(68 1407.418),(69 1472.6298),(70 1421.6472),(71 1513.082),(72 1409.2402),(73 1478.9816),(74 1454.7833),(75 1550.3499),(76 1467.0754),(77 1537.535),(78 1483.8475),(79 1569.2913),
(1 674.7868),(2 836.80597),(3 1029.8483),(4 1031.6564),(5 1130.4628),(6 1104.668),(7 1210.0126),(8 1132.333),(9 1227.6572),(10 1211.0038),(11 1282.9053),(12 1211.8928),(13 1282.9712),(14 1236.3782),(15 1338.966),(16 1236.3518),(17 1339.0072),(18 1285.9695),(19 1357.0168),(20 1286.6559),(21 1354.1532),(22 1294.419),(23 1366.4598),(24 1267.7103),(25 1346.0544),(26 1299.566),(27 1375.6798),(28 1312.6676),(29 1388.6115),(30 1347.7888),(31 1463.1656),(32 1372.9076),(33 1434.3197),(34 1378.3909),(35 1459.5172),(36 1373.1824),(37 1422.9794),(38 1385.3665),(39 1472.0311),(40 1368.0133),(41 1437.4393),(42 1378.2521),(43 1443.7375),(44 1380.0789),(45 1418.2299),(46 1360.7057),(47 1454.5186),(48 1380.9979),(49 1464.7396),(50 1422.4596),(51 1479.1295),(52 1396.3938),(53 1461.9208),(54 1416.9337),(55 1452.3888),(56 1383.0848),(57 1443.1946),(58 1406.3918),(59 1476.9287),(60 1392.1923),(61 1479.373),(62 1433.4285),(63 1507.5038),(64 1402.6553),(65 1485.5043),(66 1394.3868),(67 1466.8994),(68 1387.3761),(69 1443.5302),(70 1384.0901),(71 1469.3237),(72 1377.3855),(73 1449.4955),(74 1406.9879),(75 1492.5817),(76 1416.6293),(77 1490.8075),(78 1428.3748),(79 1513.6641),
(1 655.3799),(2 820.6273),(3 986.885),(4 994.1197),(5 1084.2697),(6 1059.417),(7 1166.7228),(8 1095.6536),(9 1187.3828),(10 1168.4158),(11 1244.7324),(12 1175.7424),(13 1247.734),(14 1190.5796),(15 1296.6743),(16 1193.6448),(17 1271.581),(18 1237.5906),(19 1311.7555),(20 1257.4834),(21 1304.9867),(22 1261.7916),(23 1317.2572),(24 1236.6674),(25 1289.2252),(26 1264.1718),(27 1344.7091),(28 1279.5585),(29 1350.1858),(30 1318.4042),(31 1432.5732),(32 1348.5256),(33 1392.5317),(34 1351.6677),(35 1410.6632),(36 1331.2855),(37 1393.0311),(38 1349.0427),(39 1433.7756),(40 1335.1208),(41 1391.3396),(42 1342.0453),(43 1394.4667),(44 1336.2299),(45 1398.1962),(46 1344.6979),(47 1413.8789),(48 1346.3907),(49 1412.2002),(50 1365.7578),(51 1445.1885),(52 1378.9363),(53 1440.318),(54 1374.1973),(55 1404.8209),(56 1332.409),(57 1375.4213),(58 1328.987),(59 1398.0808),(60 1311.0853),(61 1396.0603),(62 1367.4453),(63 1420.6373),(64 1319.374),(65 1393.0627),(66 1325.8203),(67 1385.1658),(68 1317.8695),(69 1379.2809),(70 1331.5228),(71 1426.1019),(72 1322.8188),(73 1393.7687),(74 1349.625),(75 1438.7842),(76 1356.1351),(77 1427.7893),(78 1377.5879),(79 1460.5625),
(1 635.7487),(2 794.953),(3 976.64276),(4 982.3898),(5 1065.7751),(6 1051.104),(7 1154.7068),(8 1092.8226),(9 1177.1489),(10 1140.8273),(11 1211.796),(12 1156.4105),(13 1201.3647),(14 1152.9968),(15 1263.7067),(16 1174.8235),(17 1262.8854),(18 1234.9241),(19 1303.4597),(20 1241.8708),(21 1299.8633),(22 1247.8335),(23 1303.8624),(24 1215.8477),(25 1270.0997),(26 1237.8173),(27 1317.3195),(28 1260.4869),(29 1319.4631),(30 1280.9805),(31 1392.0708),(32 1305.8507),(33 1347.9059),(34 1310.1776),(35 1365.148),(36 1287.0077),(37 1335.9976),(38 1302.4265),(39 1377.197),(40 1285.3525),(41 1337.8505),(42 1290.1946),(43 1330.7523),(44 1285.5774),(45 1325.8634),(46 1281.2882),(47 1349.8195),(48 1282.639),(49 1347.0375),(50 1313.6141),(51 1385.5182),(52 1322.7654),(53 1366.0316),(54 1326.0927),(55 1342.2894),(56 1281.8414),(57 1332.3254),(58 1295.3007),(59 1349.9553),(60 1270.0249),(61 1336.923),(62 1306.402),(63 1360.8846),(64 1280.426),(65 1345.8822),(66 1290.6941),(67 1351.3691),(68 1302.2268),(69 1360.5497),(70 1308.7947),(71 1386.4398),(72 1301.964),(73 1366.9958),(74 1336.4305),(75 1406.3273),(76 1345.739),(77 1404.8254),(78 1354.0966),(79 1413.5895),
(1 619.38275),(2 785.978),(3 948.99286),(4 942.3557),(5 1018.7701),(6 1001.1326),(7 1083.3535),(8 1028.7618),(9 1117.9321),(10 1084.7604),(11 1156.5919),(12 1112.8794),(13 1163.3503),(14 1127.7086),(15 1229.6073),(16 1143.1051),(17 1211.7059),(18 1182.645),(19 1236.0504),(20 1178.5087),(21 1237.5664),(22 1202.7335),(23 1262.8248),(24 1186.1088),(25 1241.564),(26 1210.5646),(27 1280.0286),(28 1222.224),(29 1271.121),(30 1227.5149),(31 1316.3053),(32 1245.5958),(33 1296.8011),(34 1260.1335),(35 1312.5596),(36 1254.4086),(37 1307.7108),(38 1267.5883),(39 1349.4851),(40 1252.6348),(41 1319.0298),(42 1273.057),(43 1330.0712),(44 1277.2299),(45 1312.6163),(46 1260.7639),(47 1336.5554),(48 1270.1215),(49 1332.9851),(50 1308.0681),(51 1371.1699),(52 1304.2567),(53 1331.9216),(54 1279.3635),(55 1312.2888),(56 1246.6158),(57 1294.6815),(58 1260.1373),(59 1317.5083),(60 1238.3812),(61 1313.1483),(62 1286.2078),(63 1338.9901),(64 1253.4437),(65 1311.886),(66 1252.2484),(67 1312.1375),(68 1259.5087),(69 1321.977),(70 1290.0256),(71 1348.4801),(72 1274.9724),(73 1342.2279),(74 1322.1624),(75 1390.0884),(76 1326.2278),(77 1369.6981),(78 1323.5013),(79 1391.2076),
(1 615.1246),(2 762.0502),(3 933.8989),(4 921.33044),(5 1018.70544),(6 1004.8219),(7 1096.1912),(8 1019.29193),(9 1101.4103),(10 1067.8212),(11 1134.1188),(12 1073.4518),(13 1132.4058),(14 1089.0919),(15 1189.6116),(16 1096.7335),(17 1191.6498),(18 1154.5159),(19 1233.4563),(20 1168.1051),(21 1237.9014),(22 1183.3533),(23 1245.6998),(24 1161.3657),(25 1210.5531),(26 1175.2026),(27 1242.9143),(28 1182.2872),(29 1244.5013),(30 1202.5673),(31 1318.2417),(32 1224.394),(33 1285.7294),(34 1243.5139),(35 1311.2041),(36 1245.7866),(37 1311.084),(38 1262.3326),(39 1341.4115),(40 1252.8237),(41 1311.5143),(42 1262.1467),(43 1314.957),(44 1250.638),(45 1282.9347),(46 1234.726),(47 1308.6099),(48 1245.437),(49 1314.2124),(50 1287.5353),(51 1353.1616),(52 1278.8005),(53 1331.0326),(54 1266.6932),(55 1304.2228),(56 1225.0829),(57 1284.7733),(58 1247.2322),(59 1303.6259),(60 1226.9485),(61 1307.8314),(62 1269.2073),(63 1349.2308),(64 1252.6024),(65 1323.3783),(66 1255.4459),(67 1324.7955),(68 1250.2322),(69 1318.3351),(70 1272.4702),(71 1356.7378),(72 1267.512),(73 1333.6213),(74 1282.9974),(75 1370.8376),(76 1286.6373),(77 1346.7203),(78 1296.9182),(79 1385.1399),
(1 604.4323),(2 749.0632),(3 917.4949),(4 915.62286),(5 995.6123),(6 986.99866),(7 1074.5531),(8 1005.64606),(9 1086.6887),(10 1064.402),(11 1128.5604),(12 1062.7678),(13 1110.8407),(14 1079.2031),(15 1176.6619),(16 1081.1759),(17 1165.4746),(18 1123.9298),(19 1196.5024),(20 1143.005),(21 1195.9058),(22 1157.6101),(23 1203.3354),(24 1129.5295),(25 1184.283),(26 1161.642),(27 1240.5917),(28 1184.2778),(29 1229.5005),(30 1197.8792),(31 1287.2946),(32 1214.2697),(33 1240.9329),(34 1211.0746),(35 1260.6996),(36 1199.6078),(37 1245.6422),(38 1208.9132),(39 1292.1422),(40 1202.624),(41 1280.6952),(42 1234.6288),(43 1293.5385),(44 1237.3275),(45 1275.6978),(46 1216.1461),(47 1280.8716),(48 1222.8306),(49 1303.9977),(50 1261.5841),(51 1327.5892),(52 1250.1085),(53 1305.1813),(54 1256.9266),(55 1282.0999),(56 1216.6431),(57 1277.2899),(58 1241.3589),(59 1289.894),(60 1221.2616),(61 1288.2234),(62 1235.7047),(63 1289.1582),(64 1203.5865),(65 1281.2604),(66 1206.8236),(67 1268.126),(68 1198.7936),(69 1247.8346),(70 1210.4504),(71 1269.8113),(72 1200.4575),(73 1263.743),(74 1221.3264),(75 1294.9852),(76 1228.8379),(77 1288.7471),(78 1237.5874),(79 1315.2041),
(1 582.27106),(2 731.1454),(3 893.6441),(4 894.1878),(5 976.4285),(6 954.9445),(7 1041.6011),(8 982.3568),(9 1058.038),(10 1037.8947),(11 1101.806),(12 1049.0762),(13 1096.2106),(14 1054.4597),(15 1139.5177),(16 1054.5905),(17 1126.4615),(18 1088.9755),(19 1164.6788),(20 1106.6606),(21 1155.2856),(22 1112.7625),(23 1161.2286),(24 1076.3538),(25 1128.5725),(26 1118.6018),(27 1183.6421),(28 1134.9912),(29 1183.6569),(30 1149.1238),(31 1239.7655),(32 1163.2432),(33 1204.0172),(34 1171.4067),(35 1228.0323),(36 1171.8005),(37 1209.2814),(38 1190.4463),(39 1256.728),(40 1175.0709),(41 1235.2881),(42 1193.306),(43 1233.1522),(44 1192.5869),(45 1222.805),(46 1184.0044),(47 1235.2406),(48 1179.0175),(49 1249.9902),(50 1219.5475),(51 1276.825),(52 1217.2343),(53 1251.4514),(54 1211.2816),(55 1234.0227),(56 1171.7638),(57 1235.024),(58 1223.5697),(59 1264.9236),(60 1195.967),(61 1257.758),(62 1215.6443),(63 1276.0491),(64 1196.738),(65 1254.7634),(66 1198.9642),(67 1247.9752),(68 1187.2402),(69 1234.011),(70 1200.4967),(71 1272.9285),(72 1189.2863),(73 1240.9843),(74 1210.6935),(75 1272.1272),(76 1209.5634),(77 1276.2811),(78 1239.4987),(79 1308.9866),
(1 575.5092),(2 711.1083),(3 869.8408),(4 862.40717),(5 946.19867),(6 940.345),(7 1025.8779),(8 956.56146),(9 1028.1783),(10 1011.0419),(11 1067.6072),(12 1027.8044),(13 1087.5771),(14 1032.874),(15 1105.8434),(16 1029.0946),(17 1097.1733),(18 1058.9891),(19 1146.1544),(20 1094.4419),(21 1146.8722),(22 1101.6367),(23 1152.3005),(24 1065.937),(25 1126.065),(26 1102.0271),(27 1161.0444),(28 1119.8973),(29 1165.1494),(30 1138.9663),(31 1224.7961),(32 1150.2924),(33 1188.8594),(34 1141.9908),(35 1202.4039),(36 1155.8563),(37 1191.4718),(38 1152.6968),(39 1210.3306),(40 1132.1783),(41 1186.4224),(42 1138.8279),(43 1183.6226),(44 1139.6942),(45 1175.6177),(46 1146.3364),(47 1203.5858),(48 1144.7675),(49 1217.311),(50 1188.8895),(51 1235.8934),(52 1160.4412),(53 1194.6342),(54 1144.5891),(55 1179.4287),(56 1101.9995),(57 1162.7819),(58 1137.618),(59 1190.0499),(60 1120.1978),(61 1191.974),(62 1146.738),(63 1202.7911),(64 1123.7698),(65 1189.3185),(66 1121.9236),(67 1175.0215),(68 1113.7441),(69 1173.5693),(70 1146.6293),(71 1206.4816),(72 1123.6835),(73 1190.239),(74 1156.5487),(75 1234.1462),(76 1188.5468),(77 1242.8962),(78 1202.0028),(79 1260.983),
(1 557.4248),(2 700.4952),(3 846.4207),(4 841.298),(5 915.9274),(6 907.749),(7 982.65295),(8 928.336),(9 992.35474),(10 980.22174),(11 1029.7258),(12 989.1298),(13 1033.2134),(14 998.4284),(15 1071.4574),(16 1012.36017),(17 1069.0181),(18 1054.0283),(19 1106.4816),(20 1064.4731),(21 1116.7756),(22 1089.6914),(23 1123.454),(24 1058.3448),(25 1096.7269),(26 1075.6523),(27 1134.6707),(28 1094.4796),(29 1138.936),(30 1117.9713),(31 1189.2124),(32 1118.6157),(33 1149.3727),(34 1119.9872),(35 1172.3584),(36 1119.5212),(37 1161.1036),(38 1133.5319),(39 1199.8116),(40 1116.1057),(41 1152.9357),(42 1118.2869),(43 1152.9911),(44 1121.8916),(45 1154.7361),(46 1123.4789),(47 1170.4506),(48 1124.2377),(49 1170.6296),(50 1142.8057),(51 1182.1261),(52 1135.0244),(53 1169.5394),(54 1139.9153),(55 1164.2916),(56 1101.4254),(57 1148.8192),(58 1130.252),(59 1162.8824),(60 1117.5736),(61 1177.5605),(62 1147.1592),(63 1188.8978),(64 1122.8805),(65 1164.4233),(66 1118.2253),(67 1168.2141),(68 1123.8353),(69 1163.5728),(70 1127.7781),(71 1171.7213),(72 1116.8866),(73 1164.5869),(74 1140.3838),(75 1200.3845),(76 1137.0397),(77 1188.3518),(78 1156.36),(79 1191.8779),
(1 562.00226),(2 699.75977),(3 857.02795),(4 861.2915),(5 928.44714),(6 910.2613),(7 999.6071),(8 940.27185),(9 1003.3379),(10 986.21716),(11 1039.6844),(12 987.09314),(13 1048.4155),(14 998.0644),(15 1077.5154),(16 1008.07825),(17 1073.0734),(18 1043.3423),(19 1109.9608),(20 1065.0071),(21 1122.7535),(22 1075.3004),(23 1112.271),(24 1041.2622),(25 1081.4537),(26 1055.1719),(27 1127.564),(28 1081.1595),(29 1149.4691),(30 1120.0961),(31 1191.0452),(32 1125.0934),(33 1156.1902),(34 1110.424),(35 1160.0182),(36 1104.9485),(37 1150.3871),(38 1119.0847),(39 1186.5292),(40 1120.5438),(41 1151.2771),(42 1105.6948),(43 1148.6642),(44 1123.1941),(45 1164.869),(46 1114.0455),(47 1173.6929),(48 1121.0488),(49 1181.3646),(50 1151.3644),(51 1197.6716),(52 1150.6083),(53 1177.91),(54 1141.0637),(55 1159.6062),(56 1102.1489),(57 1156.6571),(58 1123.4396),(59 1176.4185),(60 1125.7273),(61 1183.9707),(62 1149.6653),(63 1196.8723),(64 1123.693),(65 1177.7373),(66 1108.5668),(67 1154.5808),(68 1122.3317),(69 1167.61),(70 1133.0771),(71 1189.8707),(72 1121.8727),(73 1168.9663),(74 1138.7922),(75 1193.9918),(76 1132.2655),(77 1191.905),(78 1149.8744),(79 1201.629),
(1 542.8396),(2 691.18427),(3 823.6603),(4 816.44836),(5 891.40656),(6 873.32635),(7 970.9121),(8 910.9738),(9 979.1662),(10 961.851),(11 1012.87787),(12 960.2007),(13 1011.1681),(14 956.4445),(15 1051.0105),(16 975.0509),(17 1035.3536),(18 1001.77094),(19 1071.7822),(20 1032.3308),(21 1092.5964),(22 1038.3351),(23 1082.9032),(24 1019.3973),(25 1070.7847),(26 1049.2623),(27 1099.7334),(28 1059.7662),(29 1113.1461),(30 1086.8938),(31 1159.254),(32 1084.2911),(33 1125.3756),(34 1092.9607),(35 1138.0625),(36 1079.3853),(37 1125.656),(38 1093.139),(39 1144.844),(40 1075.3423),(41 1123.6467),(42 1085.4991),(43 1136.853),(44 1097.5774),(45 1136.2786),(46 1095.4006),(47 1158.23),(48 1096.1606),(49 1146.9037),(50 1126.3315),(51 1179.4835),(52 1116.4714),(53 1152.3088),(54 1110.3088),(55 1131.8854),(56 1058.9319),(57 1113.3456),(58 1086.769),(59 1124.3865),(60 1090.3325),(61 1138.2179),(62 1126.6621),(63 1151.9119),(64 1082.7798),(65 1136.7715),(66 1082.8186),(67 1115.0046),(68 1072.4196),(69 1110.2908),(70 1077.2491),(71 1125.5446),(72 1055.143),(73 1104.1611),(74 1076.8992),(75 1140.1964),(76 1086.0542),(77 1146.7147),(78 1118.0573),(79 1165.6897),
(1 534.5565),(2 664.44116),(3 804.9083),(4 795.0225),(5 862.99396),(6 848.9933),(7 935.6805),(8 879.75525),(9 942.67316),(10 926.70087),(11 971.3971),(12 924.6422),(13 963.4562),(14 928.3384),(15 1005.1273),(16 934.73004),(17 988.2674),(18 967.5282),(19 1035.8663),(20 985.3278),(21 1039.3713),(22 996.90173),(23 1047.5574),(24 976.02795),(25 1023.7777),(26 993.0441),(27 1049.9054),(28 1012.1101),(29 1070.7826),(30 1046.2712),(31 1118.0875),(32 1054.845),(33 1082.2166),(34 1050.0409),(35 1091.7446),(36 1044.7312),(37 1094.7391),(38 1056.9736),(39 1105.6204),(40 1049.135),(41 1080.3027),(42 1042.286),(43 1085.8804),(44 1056.9681),(45 1090.76),(46 1054.2667),(47 1120.1837),(48 1068.1533),(49 1119.5687),(50 1100.9014),(51 1145.8384),(52 1086.7355),(53 1126.822),(54 1085.1757),(55 1102.9526),(56 1043.1674),(57 1090.6251),(58 1060.4355),(59 1114.5436),(60 1059.3394),(61 1130.7423),(62 1098.4451),(63 1131.3076),(64 1063.5555),(65 1122.6727),(66 1077.655),(67 1110.5591),(68 1053.8953),(69 1100.8171),(70 1064.8993),(71 1113.7312),(72 1045.9),(73 1090.6602),(74 1054.6375),(75 1112.464),(76 1057.9999),(77 1104.799),(78 1069.4639),(79 1117.3439),
