1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 46687.23),(2 149804.8),(3 279786.9),(4 419611.78),(5 566404.2),(6 708056.5),(7 853714.56),(8 1028839.44),(9 1229043.4),(10 1461704.9),(11 1700223.4),(12 1982257.6),(13 2298247.5),(14 2624305.8),(15 2946527.3),(16 3269242.3),(17 3586318),(18 3908954.3),(19 4204434),(20 4492245.5),(21 4853613.5),(22 5274897.5),(23 5786781.5),(24 6360954.5),(25 6928202.5),(26 7458757.5),(27 8020489.5),(28 8606711),(29 9168779),(30 9626471),(31 10135313),(32 10607572),(33 11081071),(34 11542692),(35 12030627),(36 12503597),(37 12981804),(38 13470141),(39 14009812),(40 14541108),(41 15104248),(42 15590608),(43 16110847),(44 16595680),(45 17177386),(46 17753718),(47 18360958),(48 18936112),(49 19530646),(50 20087020),(51 20723118),(52 21337832),(53 22051824),(54 22827682),(55 23616360),(56 24393626),(57 25198944),(58 25983174),(59 26741128),(60 27433792),(61 28139174),(62 28918752),(63 29782496),(64 30660074),(65 31568114),(66 32262478),(67 32962882),(68 33608200),(69 34322050),(70 35114316),(71 36027284),(72 36844828),(73 37612170),(74 38184340),(75 38796820),(76 39297732),(77 39834256),(78 40194500),(79 40618700),
(1 49.223934),(2 58.9144),(3 67.72909),(4 69.783295),(5 73.81166),(6 74.91114),(7 78.39654),(8 77.47353),(9 79.59241),(10 79.109924),(11 80.83227),(12 80.29529),(13 82.71766),(14 81.60659),(15 82.95348),(16 80.34272),(17 82.25153),(18 82.84097),(19 84.88866),(20 82.990555),(21 84.06924),(22 84.06138),(23 84.82799),(24 83.52396),(25 85.07135),(26 84.527824),(27 85.39901),(28 84.06263),(29 85.44001),(30 86.08396),(31 87.06398),(32 85.22499),(33 86.06256),(34 84.446075),(35 86.15933),(36 85.18064),(37 86.96078),(38 86.36998),(39 87.22438),(40 85.0898),(41 87.00232),(42 85.62079),(43 87.18081),(44 86.08456),(45 86.6295),(46 85.134674),(47 86.30814),(48 85.3391),(49 87.749565),(50 86.45027),(51 87.39891),(52 86.09092),(53 86.66748),(54 85.56715),(55 86.35018),(56 84.40683),(57 86.14959),(58 84.58544),(59 86.26333),(60 85.17199),(61 87.34091),(62 86.5897),(63 86.778114),(64 85.03943),(65 86.445946),(66 85.08887),(67 86.1288),(68 85.25142),(69 86.630486),(70 84.887794),(71 86.47279),(72 84.75644),(73 87.02188),(74 86.24014),(75 87.41937),(76 85.62006),(77 87.081),(78 86.54162),(79 88.20378),
(1 48.3507),(2 58.60705),(3 67.493484),(4 69.17932),(5 73.46612),(6 74.49388),(7 77.87878),(8 76.32089),(9 78.61521),(10 77.71793),(11 79.400734),(12 78.679504),(13 80.64506),(14 78.95233),(15 80.2401),(16 78.35022),(17 80.752655),(18 80.28451),(19 82.6997),(20 81.35605),(21 82.76337),(22 81.44738),(23 82.55803),(24 81.10843),(25 83.20489),(26 83.011696),(27 84.97724),(28 84.04545),(29 85.53514),(30 85.21221),(31 86.34953),(32 84.42099),(33 86.10178),(34 84.51817),(35 86.558754),(36 84.65579),(37 86.59208),(38 85.87287),(39 86.21326),(40 83.616035),(41 85.14787),(42 83.55978),(43 84.69022),(44 84.18337),(45 84.47685),(46 82.65826),(47 85.15977),(48 83.474174),(49 85.37527),(50 84.91075),(51 85.74807),(52 84.98212),(53 85.632515),(54 84.71388),(55 84.79311),(56 82.47823),(57 84.44589),(58 83.03082),(59 84.35764),(60 83.02857),(61 85.38289),(62 84.65865),(63 85.20156),(64 83.73283),(65 85.61986),(66 83.941605),(67 85.640755),(68 84.51692),(69 85.96603),(70 84.0887),(71 85.080765),(72 83.01726),(73 84.85073),(74 84.75091),(75 85.75024),(76 84.92644),(77 85.990395),(78 84.630684),(79 86.61026),
(1 48.84461),(2 59.150642),(3 67.83131),(4 68.93579),(5 73.226135),(6 74.0462),(7 77.89252),(8 76.46932),(9 78.944885),(10 77.43145),(11 79.047905),(12 77.93261),(13 80.472275),(14 79.22192),(15 80.72337),(16 78.29918),(17 80.49669),(18 80.5305),(19 81.63452),(20 80.015),(21 81.89253),(22 80.633804),(23 82.39955),(24 80.459175),(25 83.028725),(26 81.9161),(27 83.79258),(28 81.77248),(29 83.56147),(30 82.05291),(31 84.057846),(32 82.659935),(33 85.06081),(34 83.0601),(35 84.44104),(36 83.0125),(37 85.41618),(38 85.24261),(39 85.49869),(40 83.26931),(41 84.54069),(42 82.963974),(43 84.20178),(44 82.75301),(45 83.87186),(46 82.410645),(47 84.84677),(48 83.59075),(49 86.645584),(50 85.52106),(51 86.60911),(52 84.81662),(53 86.547264),(54 85.07613),(55 85.45133),(56 83.34918),(57 85.13191),(58 83.54057),(59 85.1687),(60 83.26001),(61 85.54835),(62 85.18704),(63 86.66928),(64 83.95205),(65 86.02654),(66 83.91493),(67 85.05074),(68 82.928246),(69 83.9844),(70 82.34622),(71 84.595856),(72 82.23879),(73 84.82729),(74 83.845955),(75 85.31188),(76 84.00403),(77 85.04335),(78 83.28939),(79 85.80505),
(1 47.231583),(2 57.590275),(3 64.8101),(4 67.81272),(5 71.34155),(6 72.17902),(7 75.37228),(8 73.59175),(9 75.89756),(10 76.20872),(11 77.727615),(12 76.795494),(13 78.701805),(14 77.646996),(15 78.8014),(16 77.41354),(17 78.5786),(18 79.259),(19 81.22253),(20 79.141464),(21 80.31169),(22 79.92208),(23 81.74123),(24 79.56658),(25 81.19336),(26 80.42388),(27 82.11022),(28 81.066925),(29 82.975815),(30 81.84227),(31 84.710884),(32 83.23744),(33 84.29686),(34 82.877144),(35 84.47805),(36 83.34529),(37 85.10775),(38 84.48877),(39 84.985535),(40 83.25912),(41 84.20162),(42 83.276726),(43 83.79597),(44 83.22641),(45 84.1977),(46 82.447105),(47 84.3112),(48 83.053246),(49 85.17562),(50 84.030876),(51 84.7699),(52 83.17531),(53 84.67),(54 83.75338),(55 83.45578),(56 81.02342),(57 83.27086),(58 82.15039),(59 82.70775),(60 81.15583),(61 83.90125),(62 84.25576),(63 84.82913),(64 82.91056),(65 84.11703),(66 82.39181),(67 83.3023),(68 82.57178),(69 83.62613),(70 81.82882),(71 83.28706),(72 81.56953),(73 83.86478),(74 83.367294),(75 84.36957),(76 83.197),(77 84.73599),(78 83.800446),(79 85.02254),
(1 47.279755),(2 56.832302),(3 65.41928),(4 67.800026),(5 71.87596),(6 72.72709),(7 75.42479),(8 74.23708),(9 76.185074),(10 75.6869),(11 76.98975),(12 75.61295),(13 77.20286),(14 76.15221),(15 77.62432),(16 76.11857),(17 78.185104),(18 78.65428),(19 80.51442),(20 79.34138),(21 80.56999),(22 78.77621),(23 80.791046),(24 78.252754),(25 80.421295),(26 79.92635),(27 81.109665),(28 80.39376),(29 81.781075),(30 81.404236),(31 83.50247),(32 81.86821),(33 83.728035),(34 82.403366),(35 84.277306),(36 82.853096),(37 84.643196),(38 84.183945),(39 84.50304),(40 82.59309),(41 84.51363),(42 83.13602),(43 83.7806),(44 82.69458),(45 84.11616),(46 82.992805),(47 84.17546),(48 84.48384),(49 85.84348),(50 85.704834),(51 85.8071),(52 85.319046),(53 86.30429),(54 85.34081),(55 85.70652),(56 82.80692),(57 84.091705),(58 82.349144),(59 83.33002),(60 82.4469),(61 85.164215),(62 84.43438),(63 85.02898),(64 82.59434),(65 83.68713),(66 82.35881),(67 84.031525),(68 81.61856),(69 82.62351),(70 81.51324),(71 82.80948),(72 80.307465),(73 82.8225),(74 82.70413),(75 83.23254),(76 82.22782),(77 84.35221),(78 83.06282),(79 84.59769),
(1 47.78054),(2 57.222965),(3 65.74807),(4 67.25316),(5 71.84399),(6 71.71937),(7 75.741165),(8 73.7352),(9 76.392654),(10 76.118866),(11 76.99861),(12 76.41823),(13 78.08182),(14 77.24197),(15 78.36455),(16 75.78334),(17 77.941765),(18 77.51359),(19 79.4085),(20 78.45884),(21 79.570694),(22 78.77856),(23 80.23327),(24 78.45284),(25 80.79017),(26 80.62209),(27 81.78947),(28 80.68592),(29 81.548195),(30 81.162254),(31 83.401985),(32 80.533844),(33 81.93321),(34 80.43827),(35 82.257164),(36 81.157524),(37 83.57306),(38 82.7574),(39 83.30051),(40 81.44707),(41 82.50764),(42 82.13501),(43 82.60617),(44 81.40406),(45 82.15938),(46 81.12852),(47 82.72132),(48 81.87796),(49 83.75638),(50 83.916985),(51 84.43542),(52 82.8597),(53 84.32571),(54 82.94502),(55 83.15995),(56 81.02868),(57 82.55495),(58 81.63123),(59 83.096146),(60 81.3154),(61 83.51595),(62 83.13273),(63 84.02485),(64 82.20594),(65 83.148384),(66 82.31792),(67 83.276215),(68 80.89159),(69 82.41487),(70 81.57311),(71 82.73872),(72 80.869606),(73 82.769455),(74 82.75102),(75 82.97392),(76 81.363716),(77 82.15037),(78 81.54136),(79 83.48993),
(1 46.35585),(2 55.237087),(3 63.405994),(4 65.48412),(5 69.05686),(6 70.377365),(7 73.29431),(8 72.00858),(9 74.023735),(10 73.55627),(11 75.33666),(12 74.27259),(13 76.3136),(14 75.39493),(15 77.18178),(16 75.87487),(17 76.73348),(18 77.15837),(19 78.251175),(20 77.812),(21 78.58615),(22 78.10286),(23 79.42956),(24 78.14462),(25 80.23168),(26 79.966156),(27 81.37241),(28 79.940926),(29 80.99864),(30 80.573814),(31 82.184555),(32 80.70278),(33 81.175095),(34 80.2614),(35 81.428024),(36 80.094894),(37 81.83585),(38 80.94847),(39 81.4358),(40 79.97875),(41 81.14856),(42 80.21625),(43 80.127426),(44 79.606995),(45 79.829025),(46 78.54415),(47 81.17966),(48 80.02571),(49 82.56291),(50 81.65111),(51 82.76372),(52 81.21556),(53 81.98955),(54 80.534065),(55 81.63037),(56 79.570015),(57 80.53475),(58 79.89207),(59 81.43745),(60 79.21775),(61 81.002014),(62 80.471054),(63 82.32303),(64 80.1996),(65 81.354515),(66 80.182686),(67 81.35656),(68 80.01024),(69 80.61062),(70 79.37513),(71 80.56743),(72 78.436386),(73 80.46594),(74 80.73521),(75 81.9068),(76 79.92386),(77 81.45694),(78 80.62772),(79 82.02872),
(1 46.683342),(2 56.30947),(3 64.687195),(4 66.90831),(5 70.58191),(6 70.56206),(7 73.734375),(8 73.080605),(9 75.002846),(10 74.777824),(11 76.20154),(12 75.4923),(13 77.170456),(14 75.83109),(15 77.10298),(16 74.890785),(17 76.62705),(18 76.87817),(19 78.09324),(20 76.657074),(21 77.870605),(22 76.698616),(23 78.28895),(24 76.60176),(25 78.656425),(26 77.874016),(27 79.93769),(28 78.55621),(29 80.456566),(30 79.128944),(31 81.535446),(32 79.49905),(33 81.41781),(34 79.98948),(35 81.27535),(36 79.694824),(37 82.03182),(38 81.47098),(39 81.58076),(40 79.78866),(41 81.66376),(42 80.31318),(43 81.0775),(44 81.37686),(45 82.056854),(46 80.84987),(47 82.41866),(48 81.72797),(49 84.30961),(50 83.26993),(51 83.70448),(52 82.5387),(53 82.990204),(54 81.64297),(55 81.68737),(56 79.76716),(57 81.48915),(58 79.8707),(59 81.19137),(60 79.78534),(61 82.31217),(62 81.414635),(63 82.61224),(64 80.97541),(65 81.447685),(66 79.95631),(67 82.23643),(68 80.022575),(69 81.12606),(70 79.20667),(71 81.00809),(72 79.88549),(73 81.4055),(74 81.09205),(75 81.7831),(76 79.7089),(77 81.94216),(78 80.35042),(79 81.75711),
(1 46.0163),(2 55.43787),(3 63.35107),(4 65.24011),(5 68.64828),(6 68.63745),(7 71.71271),(8 70.93537),(9 73.11943),(10 72.364105),(11 73.48953),(12 72.71659),(13 74.139435),(14 73.19284),(15 74.50392),(16 72.94445),(17 74.53117),(18 74.061966),(19 76.1504),(20 74.52652),(21 76.16005),(22 75.36457),(23 77.3371),(24 76.038475),(25 77.585724),(26 77.03342),(27 78.48085),(28 77.311165),(29 78.5907),(30 78.56266),(31 80.12669),(32 78.715004),(33 80.05867),(34 79.26539),(35 80.032845),(36 79.07528),(37 80.56831),(38 80.56834),(39 80.73271),(40 78.137794),(41 79.454575),(42 79.410545),(43 79.881134),(44 79.19261),(45 79.82751),(46 79.08072),(47 79.52972),(48 79.8031),(49 81.20588),(50 81.14682),(51 82.04935),(52 80.72239),(53 81.96003),(54 80.881004),(55 80.83085),(56 78.64188),(57 79.74024),(58 79.34561),(59 80.43021),(60 78.82829),(61 81.45253),(62 80.645065),(63 81.426796),(64 80.24305),(65 81.425575),(66 80.18639),(67 81.679474),(68 80.52043),(69 81.41301),(70 80.168045),(71 80.916016),(72 79.78541),(73 82.13517),(74 81.43434),(75 82.23451),(76 81.16585),(77 81.67062),(78 80.63387),(79 81.97592),
(1 46.53659),(2 55.673134),(3 63.74603),(4 65.899826),(5 69.7144),(6 69.884674),(7 73.003136),(8 71.684845),(9 73.82425),(10 72.81708),(11 74.370026),(12 74.04129),(13 75.81922),(14 75.05302),(15 76.2193),(16 74.24658),(17 75.7986),(18 75.56792),(19 77.74906),(20 75.80603),(21 77.35641),(22 77.20148),(23 77.97273),(24 76.46673),(25 78.37902),(26 77.98275),(27 79.4902),(28 79.1011),(29 80.45598),(30 80.36528),(31 81.43837),(32 80.0804),(33 80.992165),(34 79.0091),(35 80.03352),(36 79.05447),(37 80.89669),(38 80.68574),(39 81.14343),(40 79.5713),(41 80.40037),(42 79.213455),(43 79.823395),(44 78.76152),(45 79.435616),(46 78.49665),(47 79.842224),(48 79.00523),(49 80.61701),(50 80.89026),(51 81.80143),(52 80.544304),(53 81.40514),(54 80.06255),(55 80.7077),(56 78.808235),(57 79.994095),(58 78.871826),(59 80.101364),(60 78.7788),(61 80.153305),(62 79.25569),(63 80.83656),(64 78.71684),(65 79.93858),(66 78.320015),(67 79.63526),(68 77.682396),(69 79.68465),(70 77.70219),(71 79.90727),(72 77.45322),(73 79.52128),(74 78.99466),(75 81.0306),(76 79.484375),(77 80.98806),(78 79.50444),(79 81.70141),
(1 46.50516),(2 55.881855),(3 63.60629),(4 64.79783),(5 69.078804),(6 69.06957),(7 72.897675),(8 71.94647),(9 73.583984),(10 72.60589),(11 74.12174),(12 73.228455),(13 74.76097),(14 74.280716),(15 76.206726),(16 74.26794),(17 76.00966),(18 75.903206),(19 77.16453),(20 75.66303),(21 76.440636),(22 75.45607),(23 77.090126),(24 75.54838),(25 77.79104),(26 77.53242),(27 78.797356),(28 76.756584),(29 78.580635),(30 78.64623),(31 79.74474),(32 78.21971),(33 79.769585),(34 78.89477),(35 79.989265),(36 78.38335),(37 79.97159),(38 79.479485),(39 79.909225),(40 77.86765),(41 78.66804),(42 77.56364),(43 78.36073),(44 77.28569),(45 78.41668),(46 77.01218),(47 78.947525),(48 77.41271),(49 79.911606),(50 79.46494),(51 80.824936),(52 79.58078),(53 80.6147),(54 78.897606),(55 78.91771),(56 76.64938),(57 79.05987),(58 78.33828),(59 79.86438),(60 78.3255),(61 80.587555),(62 79.91982),(63 80.99615),(64 79.73983),(65 80.68746),(66 79.07299),(67 80.121666),(68 79.08272),(69 80.17413),(70 79.237785),(71 80.846634),(72 78.79088),(73 81.66111),(74 80.80302),(75 82.3406),(76 80.92602),(77 81.16492),(78 80.32194),(79 81.752594),
(1 44.93722),(2 54.234627),(3 62.538593),(4 64.65265),(5 67.778534),(6 69.02279),(7 71.489136),(8 70.37854),(9 72.40563),(10 72.054924),(11 74.339516),(12 73.445435),(13 74.98837),(14 74.20299),(15 75.448746),(16 73.45742),(17 74.884186),(18 74.62627),(19 76.21133),(20 75.21007),(21 75.83047),(22 74.67576),(23 76.17202),(24 74.336494),(25 76.38501),(26 76.122826),(27 77.85842),(28 76.64796),(29 78.39183),(30 77.542175),(31 79.03458),(32 77.4133),(33 78.18366),(34 77.03311),(35 78.142876),(36 77.04033),(37 79.03323),(38 77.789055),(39 78.21034),(40 77.17635),(41 77.488945),(42 77.15247),(43 78.11261),(44 77.35855),(45 77.784996),(46 77.230644),(47 77.72985),(48 77.145096),(49 78.97024),(50 78.92083),(51 79.7913),(52 78.12637),(53 79.30392),(54 78.13762),(55 78.688065),(56 76.20167),(57 77.39736),(58 76.802956),(59 78.21216),(60 76.88308),(61 78.53183),(62 77.643105),(63 78.675644),(64 77.159546),(65 78.15367),(66 76.63652),(67 78.28867),(68 76.23312),(69 76.92727),(70 75.90772),(71 76.95688),(72 75.058395),(73 77.2989),(74 77.12693),(75 77.693016),(76 76.40895),(77 77.22513),(78 76.32704),(79 77.06425),
(1 46.108894),(2 55.145412),(3 62.608353),(4 64.28903),(5 68.19539),(6 68.9629),(7 71.8141),(8 70.3343),(9 72.60462),(10 71.56655),(11 73.436104),(12 73.29358),(13 73.95896),(14 73.54267),(15 75.047485),(16 73.04812),(17 74.50338),(18 73.72256),(19 74.889084),(20 73.79528),(21 75.14836),(22 74.27831),(23 75.59242),(24 74.26022),(25 76.137405),(26 76.34504),(27 78.402275),(28 76.77586),(29 77.97763),(30 77.146645),(31 79.177414),(32 77.86364),(33 78.49256),(34 77.73714),(35 78.84965),(36 77.72419),(37 79.51246),(38 78.8479),(39 79.70788),(40 78.28358),(41 78.97546),(42 77.97612),(43 78.51261),(44 78.12466),(45 79.08446),(46 77.98567),(47 79.18022),(48 78.26896),(49 79.98843),(50 79.76818),(51 80.22705),(52 78.77883),(53 80.13155),(54 78.70484),(55 78.86838),(56 76.88939),(57 78.43765),(58 77.19705),(59 78.86922),(60 78.146385),(61 80.03609),(62 79.66841),(63 80.422226),(64 78.32733),(65 79.79599),(66 78.622894),(67 79.662285),(68 77.83839),(69 78.209854),(70 76.92247),(71 78.28176),(72 76.20059),(73 79.44299),(74 78.62306),(75 79.32353),(76 77.79927),(77 79.086395),(78 77.667694),(79 79.13635),
(1 44.31947),(2 54.55925),(3 62.20797),(4 64.01075),(5 67.70871),(6 68.30477),(7 71.73453),(8 70.27647),(9 72.15407),(10 71.79339),(11 73.12216),(12 72.243614),(13 73.34236),(14 73.20408),(15 74.63673),(16 73.11184),(17 74.10556),(18 74.032394),(19 75.00693),(20 73.438515),(21 74.367615),(22 73.263),(23 74.02351),(24 72.89763),(25 74.75934),(26 75.30897),(27 76.24775),(28 75.261505),(29 76.43779),(30 76.26789),(31 78.397415),(32 76.80204),(33 77.67565),(34 77.03598),(35 77.98977),(36 77.44802),(37 78.311455),(38 78.208115),(39 78.72375),(40 77.019745),(41 77.37359),(42 76.72902),(43 77.68875),(44 76.665054),(45 77.48641),(46 76.26506),(47 77.93035),(48 76.62628),(49 78.765076),(50 78.083916),(51 78.8528),(52 77.68462),(53 78.56384),(54 77.36468),(55 77.426216),(56 75.70387),(57 77.526695),(58 76.36325),(59 77.89102),(60 76.685326),(61 78.80824),(62 77.84624),(63 79.25082),(64 77.27856),(65 78.88606),(66 77.75503),(67 79.210846),(68 77.68292),(69 78.64998),(70 77.72201),(71 78.84518),(72 77.0064),(73 78.76738),(74 78.645546),(75 79.558846),(76 78.60535),(77 79.11441),(78 78.08367),(79 79.60054),
(1 44.17316),(2 53.679573),(3 61.81323),(4 63.44169),(5 67.112885),(6 67.42767),(7 70.28777),(8 68.90631),(9 70.81662),(10 70.89894),(11 73.01118),(12 71.58748),(13 73.44638),(14 72.72017),(15 74.02807),(16 71.85039),(17 72.65712),(18 73.09007),(19 74.1137),(20 72.97455),(21 74.473785),(22 73.72428),(23 74.54841),(24 73.2819),(25 75.59339),(26 75.19566),(27 77.025894),(28 75.96367),(29 77.08323),(30 76.46486),(31 78.230515),(32 76.490715),(33 77.63376),(34 76.65097),(35 77.70284),(36 76.72735),(37 78.44352),(38 78.029655),(39 78.11637),(40 76.81128),(41 77.86558),(42 77.03328),(43 77.81148),(44 77.05795),(45 77.57193),(46 77.09804),(47 77.675354),(48 77.151375),(49 78.945724),(50 78.37855),(51 79.598915),(52 78.70886),(53 79.666145),(54 79.062294),(55 79.37877),(56 77.44774),(57 78.62187),(58 77.63392),(59 78.47792),(60 77.013985),(61 78.67282),(62 77.70788),(63 78.8553),(64 76.90625),(65 77.93943),(66 76.557396),(67 77.42101),(68 75.55719),(69 76.53218),(70 74.7632),(71 77.09229),(72 74.81656),(73 77.241714),(74 76.74523),(75 77.23748),(76 75.3093),(77 77.1138),(78 76.256615),(79 77.72851),
(1 44.5924),(2 53.353954),(3 61.327698),(4 62.9927),(5 66.63503),(6 67.3116),(7 69.72242),(8 69.04186),(9 70.92984),(10 69.780235),(11 71.86726),(12 70.83356),(13 72.54224),(14 71.874214),(15 73.22289),(16 71.42829),(17 72.11135),(18 72.80082),(19 74.20469),(20 73.29694),(21 75.1074),(22 73.81467),(23 74.62255),(24 73.466354),(25 75.032646),(26 74.628876),(27 75.83836),(28 74.60458),(29 75.974625),(30 75.60886),(31 77.23601),(32 75.59005),(33 76.905716),(34 75.508736),(35 76.584465),(36 75.279366),(37 76.34449),(38 75.54754),(39 75.63687),(40 75.16794),(41 76.01768),(42 75.79601),(43 76.2919),(44 75.46566),(45 75.83218),(46 75.340355),(47 76.33885),(48 76.2089),(49 77.504166),(50 77.04095),(51 77.96443),(52 76.15771),(53 77.62049),(54 76.62204),(55 77.25573),(56 75.67385),(57 76.96178),(58 76.23689),(59 78.71875),(60 76.33276),(61 78.57354),(62 77.72399),(63 78.58593),(64 77.46822),(65 77.70341),(66 76.733444),(67 78.27638),(68 76.2456),(69 77.35331),(70 76.27736),(71 77.485916),(72 75.84641),(73 77.69366),(74 77.8438),(75 78.954475),(76 77.76675),(77 78.08829),(78 77.31109),(79 77.764404),
(1 44.17578),(2 53.760197),(3 61.208923),(4 62.714092),(5 66.21498),(6 66.848595),(7 70.1281),(8 69.10578),(9 71.3006),(10 70.68023),(11 72.128204),(12 71.03828),(13 72.648384),(14 72.43312),(15 73.7847),(16 72.11278),(17 73.71742),(18 73.743706),(19 75.09406),(20 73.6596),(21 74.58083),(22 74.08494),(23 75.16748),(24 73.014656),(25 75.34362),(26 75.446556),(27 76.29247),(28 75.740395),(29 76.805984),(30 75.94427),(31 77.56186),(32 76.24302),(33 76.686455),(34 76.33445),(35 77.053406),(36 76.231735),(37 77.93548),(38 77.71771),(39 77.64485),(40 76.49971),(41 77.18857),(42 76.28093),(43 77.06885),(44 76.00405),(45 76.77331),(46 76.24242),(47 77.05277),(48 76.39624),(49 78.182175),(50 78.18413),(51 77.990555),(52 77.13336),(53 77.89062),(54 77.318596),(55 77.595474),(56 76.30285),(57 76.961685),(58 76.462006),(59 77.19016),(60 76.237495),(61 78.44241),(62 77.78314),(63 78.31383),(64 76.23556),(65 77.72027),(66 76.47458),(67 77.52132),(68 76.10037),(69 76.58989),(70 76.002495),(71 76.88648),(72 75.92198),(73 76.764145),(74 76.42),(75 77.08133),(76 75.783676),(77 76.42718),(78 74.945145),(79 75.70238),
(1 43.76524),(2 52.91821),(3 59.650406),(4 61.481068),(5 65.279236),(6 66.40104),(7 69.024536),(8 67.31276),(9 69.85962),(10 69.450226),(11 70.43404),(12 70.387276),(13 71.75063),(14 71.65306),(15 73.1061),(16 71.12758),(17 72.11726),(18 72.307014),(19 74.27449),(20 72.889595),(21 74.094315),(22 73.2807),(23 74.42132),(24 73.06976),(25 74.67177),(26 74.69538),(27 76.009865),(28 75.004425),(29 75.92061),(30 75.58908),(31 77.354095),(32 75.3515),(33 76.06857),(34 75.80154),(35 75.898926),(36 75.575005),(37 76.484116),(38 76.20898),(39 76.71922),(40 75.23946),(41 75.82905),(42 75.29002),(43 76.069374),(44 75.16057),(45 75.462585),(46 75.04966),(47 76.79255),(48 76.42159),(49 77.77101),(50 77.00293),(51 77.262596),(52 76.81936),(53 77.919044),(54 76.5619),(55 77.00167),(56 75.42416),(57 76.82954),(58 75.54576),(59 76.599884),(60 74.89832),(61 77.70193),(62 76.95107),(63 77.659485),(64 76.188705),(65 77.78557),(66 77.04436),(67 78.24919),(68 76.09587),(69 77.038185),(70 75.889275),(71 77.49819),(72 75.40355),(73 77.08877),(74 76.77311),(75 77.92946),(76 76.7607),(77 77.896904),(78 77.08841),(79 77.775665),
