1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 56.025536),(2 65.22787),(3 68.978516),(4 73.12359),(5 75.80301),(6 77.82766),(7 79.17764),(8 82.4358),(9 83.710625),(10 85.175354),(11 87.05332),(12 87.9285),(13 90.04677),(14 90.57234),(15 90.45803),(16 92.12672),(17 92.039894),(18 93.46553),(19 95.68205),(20 96.53823),(21 97.42743),(22 97.80347),(23 98.34493),(24 99.164314),(25 98.21648),(26 98.132034),(27 96.48794),(28 96.05129),(29 96.372604),(30 95.22912),(31 95.449036),(32 94.78706),(33 95.19101),(34 94.353325),(35 93.34476),(36 93.98548),(37 94.82315),(38 95.45186),(39 94.521255),(40 94.50933),(41 93.905556),(42 94.47196),(43 94.536606),(44 95.98803),(45 96.19924),(46 96.23324),(47 97.624405),(48 99.571945),(49 100.102936),(50 101.2302),(51 100.612755),(52 101.78568),(53 103.88659),(54 104.40997),(55 104.07736),(56 105.00622),(57 106.70007),(58 106.84162),(59 108.476364),(60 109.332375),(61 110.1812),(62 111.08393),(63 110.61072),(64 111.86674),(65 112.36923),(66 112.74934),(67 113.566536),(68 114.42166),(69 115.70487),(70 114.94024),(71 115.02603),(72 115.98238),(73 115.80426),(74 115.65489),(75 114.71165),(76 114.6087),(77 115.50866),(78 115.270134),(79 114.95708),
(1 56.62092),(2 64.89973),(3 68.45303),(4 72.27829),(5 75.26036),(6 77.05005),(7 79.71897),(8 81.48609),(9 83.718895),(10 85.542915),(11 87.251495),(12 89.02039),(13 90.667404),(14 91.1251),(15 91.271835),(16 91.77939),(17 92.606804),(18 93.427765),(19 94.23154),(20 94.96493),(21 95.74143),(22 97.33643),(23 97.307785),(24 97.6),(25 97.52125),(26 97.0052),(27 96.86176),(28 96.011536),(29 95.479454),(30 95.138794),(31 94.57048),(32 94.848625),(33 94.63719),(34 94.802795),(35 94.55452),(36 93.84084),(37 95.00177),(38 94.89497),(39 92.79775),(40 93.07959),(41 93.4039),(42 94.293076),(43 94.277374),(44 94.68383),(45 94.797844),(46 94.38226),(47 95.93412),(48 97.93225),(49 97.66832),(50 98.526),(51 98.66761),(52 100.50346),(53 102.20234),(54 102.676346),(55 101.78145),(56 104.05108),(57 104.97948),(58 105.21758),(59 107.28637),(60 108.77127),(61 109.426445),(62 110.36086),(63 110.60773),(64 111.386566),(65 111.78627),(66 113.19445),(67 112.98515),(68 114.6834),(69 115.49559),(70 115.828896),(71 115.969765),(72 116.996086),(73 116.020355),(74 116.9373),(75 115.38885),(76 115.22736),(77 116.07854),(78 115.3041),(79 115.10864),
(1 56.03913),(2 65.18958),(3 69.224075),(4 73.30912),(5 76.06008),(6 78.12412),(7 80.60593),(8 82.3338),(9 84.52811),(10 86.333916),(11 87.41583),(12 89.63778),(13 91.36002),(14 92.06978),(15 91.50139),(16 92.84513),(17 93.648834),(18 95.2112),(19 96.66978),(20 96.5237),(21 97.96484),(22 96.95778),(23 97.50667),(24 97.14781),(25 95.96308),(26 95.30247),(27 94.36621),(28 95.363914),(29 94.8487),(30 94.68014),(31 94.66331),(32 93.787315),(33 93.933655),(34 93.97176),(35 93.708),(36 94.26805),(37 94.65738),(38 94.95932),(39 93.35477),(40 93.8526),(41 93.89489),(42 93.60977),(43 94.902084),(44 95.936874),(45 96.21352),(46 95.966484),(47 96.98278),(48 98.01149),(49 99.28939),(50 100.58894),(51 99.82927),(52 100.87078),(53 102.0642),(54 103.22535),(55 103.406685),(56 104.66994),(57 106.003044),(58 106.83665),(59 107.31572),(60 109.3834),(61 110.25491),(62 110.904076),(63 110.946686),(64 112.640366),(65 113.17884),(66 113.983604),(67 114.278465),(68 115.382935),(69 116.06326),(70 116.623474),(71 116.40962),(72 117.32336),(73 116.44983),(74 116.80343),(75 115.464455),(76 115.58364),(77 114.927444),(78 113.18518),(79 113.53103),
(1 54.486847),(2 63.275364),(3 67.23782),(4 70.54008),(5 73.081604),(6 75.42781),(7 77.093834),(8 78.95749),(9 81.35131),(10 82.37143),(11 83.43814),(12 84.736275),(13 86.693504),(14 87.6956),(15 86.820854),(16 88.55992),(17 89.7165),(18 90.76673),(19 91.56338),(20 91.83423),(21 93.44484),(22 93.78854),(23 93.74987),(24 94.26919),(25 94.231834),(26 93.4761),(27 92.15481),(28 91.781105),(29 91.65545),(30 90.498795),(31 91.10326),(32 90.35867),(33 89.15251),(34 89.245605),(35 89.203415),(36 89.857414),(37 91.34045),(38 90.68317),(39 89.67891),(40 90.26963),(41 90.62557),(42 90.42003),(43 91.77137),(44 93.15034),(45 93.36039),(46 94.24243),(47 95.770805),(48 95.968445),(49 96.282295),(50 97.44004),(51 97.74381),(52 97.83678),(53 99.26325),(54 100.09497),(55 101.02748),(56 101.2649),(57 102.37461),(58 102.640976),(59 103.482475),(60 103.97764),(61 104.08944),(62 105.417366),(63 105.25645),(64 105.731285),(65 107.24421),(66 107.625015),(67 107.361275),(68 108.34055),(69 108.40843),(70 109.56574),(71 110.31619),(72 110.1693),(73 110.51713),(74 110.64937),(75 109.800934),(76 109.996666),(77 110.39771),(78 109.33025),(79 110.0882),
(1 55.24834),(2 63.614254),(3 67.77487),(4 71.983536),(5 74.31423),(6 76.62784),(7 78.217064),(8 80.876595),(9 83.24167),(10 84.37427),(11 86.27568),(12 87.77484),(13 89.7421),(14 91.20649),(15 91.13105),(16 91.5961),(17 92.26247),(18 93.17307),(19 94.14346),(20 94.980255),(21 96.226974),(22 95.91159),(23 96.124954),(24 96.63241),(25 95.575714),(26 94.80184),(27 93.77366),(28 93.237206),(29 93.13217),(30 93.2165),(31 92.252),(32 92.33113),(33 91.607025),(34 90.624374),(35 91.21307),(36 91.223755),(37 91.716705),(38 91.31323),(39 90.98524),(40 91.17983),(41 90.85256),(42 90.827156),(43 91.95192),(44 94.02643),(45 94.04721),(46 94.01886),(47 93.95985),(48 95.060326),(49 95.93252),(50 97.74529),(51 97.45706),(52 99.07339),(53 100.359604),(54 101.097916),(55 101.59508),(56 103.09833),(57 104.48492),(58 104.770195),(59 105.602394),(60 106.38703),(61 107.46637),(62 108.337036),(63 107.82332),(64 108.75823),(65 109.256584),(66 110.04733),(67 109.75616),(68 110.28337),(69 110.67482),(70 109.78747),(71 110.402275),(72 111.42074),(73 111.19159),(74 110.955154),(75 110.38592),(76 110.807556),(77 110.91457),(78 110.42549),(79 110.304245),
(1 54.44035),(2 63.214947),(3 67.26244),(4 70.417534),(5 72.89673),(6 75.63476),(7 77.34648),(8 79.658264),(9 81.44272),(10 82.17588),(11 83.8364),(12 85.65251),(13 87.077065),(14 88.06169),(15 86.76829),(16 88.108345),(17 89.23671),(18 89.77868),(19 90.124084),(20 91.27121),(21 92.05331),(22 91.64709),(23 91.615074),(24 92.54147),(25 91.41243),(26 91.04454),(27 90.43411),(28 91.00806),(29 91.54883),(30 90.97985),(31 90.89538),(32 90.34188),(33 90.1614),(34 89.403915),(35 88.67659),(36 90.08363),(37 90.38223),(38 90.1214),(39 89.86622),(40 89.962654),(41 89.834335),(42 90.64966),(43 90.77181),(44 91.44294),(45 92.39204),(46 92.71472),(47 93.48893),(48 95.7221),(49 95.12114),(50 96.05279),(51 96.43306),(52 96.45722),(53 98.194435),(54 100.16624),(55 100.43948),(56 101.00868),(57 101.371254),(58 102.14476),(59 102.06293),(60 103.759254),(61 104.35967),(62 105.671555),(63 105.32451),(64 106.52796),(65 107.68505),(66 107.68157),(67 107.50801),(68 108.20576),(69 108.70035),(70 108.36133),(71 108.88669),(72 108.95007),(73 109.43714),(74 109.236244),(75 107.40976),(76 107.73425),(77 107.02788),(78 106.718124),(79 106.77297),
(1 53.454308),(2 62.001522),(3 65.317215),(4 69.3893),(5 72.35151),(6 74.66907),(7 75.70622),(8 78.162186),(9 79.73651),(10 80.57157),(11 80.89073),(12 83.58984),(13 83.892365),(14 84.21497),(15 84.36942),(16 86.085815),(17 86.82036),(18 87.65589),(19 88.620125),(20 90.54115),(21 92.10277),(22 92.41725),(23 92.79526),(24 92.139534),(25 92.23593),(26 91.485596),(27 90.324036),(28 90.24816),(29 89.26924),(30 89.67241),(31 89.65286),(32 89.46555),(33 89.33106),(34 88.617035),(35 87.75557),(36 88.65056),(37 89.50362),(38 88.75376),(39 88.56402),(40 88.71808),(41 88.59795),(42 89.14577),(43 89.365555),(44 90.57627),(45 91.16727),(46 92.09426),(47 92.23907),(48 93.68218),(49 93.568),(50 94.373695),(51 94.47998),(52 95.11423),(53 96.72664),(54 97.163055),(55 97.718575),(56 99.153),(57 99.67155),(58 99.38335),(59 101.63309),(60 102.83689),(61 102.54353),(62 103.595856),(63 103.59734),(64 103.451584),(65 104.57459),(66 104.87544),(67 104.99278),(68 105.07528),(69 106.194214),(70 106.05733),(71 105.75799),(72 106.37196),(73 106.17734),(74 106.55091),(75 105.724174),(76 106.811295),(77 106.12817),(78 105.76746),(79 106.347336),
(1 54.08653),(2 63.359253),(3 65.96495),(4 69.43235),(5 72.52122),(6 75.018875),(7 76.56484),(8 78.927925),(9 80.11478),(10 80.93416),(11 82.458725),(12 84.357414),(13 85.99252),(14 86.45996),(15 85.56403),(16 86.88736),(17 88.09682),(18 89.42534),(19 90.179825),(20 90.10851),(21 90.68041),(22 90.89235),(23 91.91716),(24 91.97141),(25 91.71122),(26 91.479614),(27 89.30979),(28 89.62989),(29 89.479225),(30 89.56524),(31 89.75553),(32 89.47537),(33 89.27651),(34 89.25113),(35 89.2563),(36 90.72723),(37 90.82889),(38 90.77977),(39 89.01019),(40 89.683105),(41 90.837616),(42 90.40749),(43 91.41473),(44 91.75259),(45 91.58098),(46 91.49611),(47 92.02015),(48 92.899475),(49 92.845856),(50 94.41289),(51 94.72063),(52 95.69893),(53 97.12448),(54 97.225105),(55 98.98099),(56 99.53262),(57 101.116776),(58 100.98203),(59 102.792595),(60 104.47328),(61 105.37828),(62 105.791885),(63 105.4351),(64 106.33817),(65 106.9298),(66 107.609276),(67 108.60842),(68 109.17999),(69 109.43203),(70 108.997604),(71 108.92106),(72 109.00725),(73 109.02901),(74 108.857),(75 108.31014),(76 108.6615),(77 109.31461),(78 110.098366),(79 109.00563),
(1 52.901672),(2 62.0085),(3 65.154884),(4 68.71254),(5 71.70637),(6 73.7447),(7 74.30457),(8 77.42461),(9 79.47028),(10 80.39322),(11 81.76535),(12 82.97425),(13 84.51071),(14 85.356895),(15 84.380196),(16 85.68006),(17 86.54305),(18 87.73094),(19 89.58399),(20 89.14818),(21 89.977936),(22 89.673325),(23 90.518135),(24 90.34309),(25 90.25636),(26 89.47372),(27 88.219376),(28 88.75211),(29 88.074814),(30 87.934616),(31 87.75275),(32 87.85391),(33 87.434494),(34 86.8651),(35 85.915596),(36 86.35344),(37 86.76578),(38 87.46503),(39 86.12023),(40 85.94684),(41 87.73075),(42 87.450455),(43 88.8142),(44 89.56753),(45 89.562325),(46 89.93494),(47 90.146515),(48 90.70726),(49 91.87248),(50 92.514984),(51 91.84184),(52 93.32957),(53 93.56922),(54 95.76361),(55 96.11285),(56 97.36695),(57 98.27251),(58 99.06139),(59 99.39657),(60 101.24345),(61 101.97363),(62 102.55983),(63 102.53481),(64 103.12135),(65 103.192696),(66 104.64637),(67 104.65225),(68 105.25481),(69 105.45466),(70 104.799),(71 104.94771),(72 106.198616),(73 105.49817),(74 105.77967),(75 105.371056),(76 106.04742),(77 105.99676),(78 105.79079),(79 105.7071),
(1 52.38324),(2 61.521626),(3 65.02829),(4 68.951454),(5 71.13871),(6 73.79112),(7 75.13538),(8 76.903824),(9 78.88593),(10 80.44147),(11 81.4765),(12 83.90129),(13 85.24951),(14 85.25409),(15 84.636955),(16 86.46912),(17 87.09416),(18 88.35544),(19 89.72099),(20 90.550644),(21 90.96205),(22 91.83929),(23 92.26406),(24 91.84784),(25 91.626526),(26 91.34969),(27 90.53958),(28 90.87657),(29 90.084465),(30 89.96541),(31 89.60097),(32 89.24357),(33 88.30248),(34 87.6191),(35 88.18555),(36 88.592674),(37 89.07774),(38 89.202576),(39 88.79588),(40 89.21866),(41 89.87661),(42 90.07931),(43 90.69741),(44 91.431854),(45 92.24118),(46 93.38692),(47 93.730606),(48 94.6314),(49 94.94846),(50 95.81899),(51 95.446465),(52 96.01997),(53 97.64771),(54 98.17741),(55 97.72444),(56 99.80255),(57 99.80253),(58 100.54905),(59 102.26347),(60 102.4808),(61 102.3575),(62 103.18828),(63 102.60829),(64 103.67737),(65 103.388405),(66 103.77742),(67 104.64601),(68 105.48789),(69 105.1541),(70 105.106384),(71 104.59719),(72 105.723045),(73 104.645485),(74 104.7661),(75 104.13818),(76 105.301254),(77 104.491104),(78 104.13877),(79 103.25492),
(1 52.123165),(2 61.1083),(3 64.880844),(4 67.82336),(5 70.06016),(6 72.17388),(7 74.71159),(8 77.83492),(9 78.93233),(10 80.3681),(11 81.274574),(12 82.55655),(13 84.10503),(14 84.35),(15 83.85485),(16 85.12541),(17 86.83442),(18 86.99647),(19 88.315994),(20 89.54906),(21 89.83379),(22 89.75536),(23 90.08482),(24 89.63217),(25 89.34433),(26 88.716835),(27 87.04126),(28 87.93416),(29 86.886086),(30 87.48931),(31 86.97715),(32 86.84383),(33 86.60931),(34 86.398605),(35 86.09778),(36 85.92705),(37 86.54472),(38 87.10268),(39 86.47748),(40 86.020775),(41 86.98085),(42 87.30759),(43 87.821495),(44 88.352356),(45 89.48308),(46 89.81485),(47 90.80542),(48 92.54535),(49 92.3123),(50 93.2716),(51 92.66376),(52 93.020805),(53 94.80472),(54 95.76975),(55 96.08808),(56 96.82019),(57 97.31517),(58 98.544876),(59 99.14125),(60 100.67148),(61 101.62208),(62 102.703476),(63 101.70381),(64 102.2574),(65 102.57037),(66 102.62587),(67 103.82671),(68 104.87144),(69 105.51188),(70 104.68732),(71 105.06119),(72 105.996994),(73 105.25598),(74 105.448166),(75 105.216125),(76 104.35839),(77 104.09322),(78 105.07432),(79 105.30227),
(1 52.004944),(2 61.111183),(3 64.63182),(4 68.46432),(5 71.14629),(6 72.421974),(7 74.17855),(8 76.969055),(9 77.96355),(10 79.876),(11 80.946945),(12 81.843666),(13 84.26101),(14 84.3348),(15 83.77015),(16 85.524574),(17 85.971794),(18 86.34252),(19 86.81645),(20 88.396835),(21 89.118034),(22 88.77037),(23 89.72989),(24 89.50855),(25 89.2219),(26 88.735794),(27 87.384056),(28 87.717995),(29 86.96416),(30 87.36081),(31 86.7466),(32 87.43574),(33 86.89308),(34 86.52684),(35 86.29505),(36 86.800095),(37 87.04577),(38 86.16724),(39 84.960945),(40 86.07274),(41 86.04394),(42 86.532166),(43 86.82101),(44 87.740555),(45 88.28255),(46 88.7719),(47 88.377144),(48 90.43064),(49 90.95478),(50 91.01559),(51 91.69699),(52 92.07932),(53 93.27373),(54 94.93219),(55 95.395874),(56 96.64321),(57 97.80983),(58 98.65389),(59 99.343834),(60 100.86704),(61 101.28438),(62 102.13793),(63 101.89164),(64 103.02229),(65 103.18858),(66 103.822136),(67 104.438446),(68 104.96085),(69 105.50695),(70 105.11257),(71 105.4968),(72 105.51594),(73 105.95251),(74 106.08844),(75 104.54632),(76 105.54891),(77 105.16362),(78 104.63522),(79 103.35391),
(1 51.900124),(2 60.665287),(3 64.45076),(4 67.18298),(5 70.36257),(6 71.221985),(7 73.16273),(8 75.807304),(9 77.112274),(10 79.01146),(11 80.131096),(12 81.56839),(13 82.51608),(14 84.45196),(15 83.77071),(16 84.944016),(17 85.56715),(18 86.47282),(19 87.229004),(20 88.15749),(21 89.16707),(22 89.0373),(23 90.00537),(24 89.88339),(25 90.1992),(26 90.40352),(27 89.72229),(28 88.713554),(29 87.201385),(30 87.03294),(31 86.886154),(32 86.59433),(33 85.75525),(34 85.03329),(35 84.81074),(36 85.203674),(37 86.21782),(38 85.75918),(39 84.133675),(40 85.52508),(41 85.49483),(42 86.27087),(43 87.1501),(44 87.592026),(45 87.32262),(46 88.643974),(47 89.04561),(48 90.35484),(49 90.36784),(50 92.068184),(51 91.41036),(52 92.46214),(53 93.977875),(54 94.90351),(55 95.85662),(56 95.97758),(57 97.35187),(58 97.85939),(59 98.293495),(60 100.113075),(61 100.180534),(62 100.87392),(63 100.96648),(64 102.01683),(65 102.4145),(66 102.77265),(67 102.71722),(68 104.10946),(69 104.534966),(70 104.534584),(71 105.54142),(72 105.840004),(73 105.29533),(74 105.90994),(75 105.34096),(76 105.62423),(77 105.97582),(78 105.86506),(79 104.891266),
(1 50.74226),(2 59.997475),(3 63.772427),(4 67.55987),(5 69.34834),(6 72.35812),(7 73.801445),(8 76.276924),(9 77.75056),(10 78.982834),(11 80.558044),(12 81.88474),(13 83.54572),(14 84.36522),(15 83.51593),(16 85.19936),(17 86.69974),(18 87.00398),(19 88.362755),(20 88.466675),(21 88.16671),(22 88.54272),(23 88.87546),(24 88.62898),(25 88.869316),(26 87.76429),(27 87.22925),(28 87.41426),(29 86.69383),(30 86.37305),(31 87.48041),(32 87.68222),(33 87.0411),(34 85.88067),(35 85.90183),(36 85.57949),(37 85.76934),(38 86.5696),(39 85.71478),(40 85.1968),(41 85.2908),(42 85.4584),(43 86.29825),(44 87.1153),(45 87.00873),(46 87.81699),(47 88.025986),(48 88.83509),(49 90.039955),(50 90.82886),(51 90.88457),(52 90.9606),(53 92.99975),(54 94.02055),(55 94.16843),(56 95.782364),(57 95.59046),(58 96.3964),(59 97.079475),(60 97.384636),(61 98.40879),(62 99.47048),(63 99.20125),(64 100.395325),(65 100.76425),(66 101.15355),(67 101.26513),(68 101.52041),(69 102.13348),(70 101.38925),(71 101.76878),(72 103.240524),(73 102.84597),(74 102.56048),(75 103.068504),(76 102.92272),(77 102.88971),(78 103.308495),(79 103.298874),
(1 50.94325),(2 59.41177),(3 64.069046),(4 67.91109),(5 69.788216),(6 72.27977),(7 74.658),(8 76.81898),(9 78.59796),(10 80.01051),(11 79.6881),(12 81.77924),(13 83.82855),(14 83.89488),(15 83.98912),(16 85.57298),(17 86.7351),(18 88.14123),(19 88.91647),(20 89.044464),(21 90.32763),(22 90.393974),(23 91.32806),(24 90.57569),(25 90.629776),(26 88.90954),(27 88.11605),(28 88.4021),(29 87.729195),(30 87.19687),(31 86.554535),(32 86.636986),(33 86.620766),(34 86.37884),(35 86.50645),(36 86.86496),(37 87.289444),(38 87.67762),(39 86.05884),(40 86.64381),(41 87.08193),(42 86.28369),(43 87.54253),(44 87.323814),(45 88.363754),(46 88.826126),(47 89.42022),(48 90.13675),(49 90.784485),(50 91.91241),(51 91.858315),(52 93.08353),(53 95.375984),(54 95.66429),(55 96.83903),(56 98.46813),(57 99.25988),(58 99.5907),(59 100.01288),(60 99.84858),(61 101.30334),(62 101.95523),(63 102.38133),(64 102.20958),(65 103.59154),(66 103.88785),(67 103.9994),(68 104.811104),(69 104.89042),(70 105.23476),(71 105.127396),(72 105.67638),(73 105.01134),(74 105.150566),(75 104.79723),(76 105.13562),(77 105.815735),(78 104.43569),(79 105.24733),
(1 50.274105),(2 58.624107),(3 62.73361),(4 65.575226),(5 68.30804),(6 69.63396),(7 71.52213),(8 73.66596),(9 74.79803),(10 76.616554),(11 77.57447),(12 78.35288),(13 79.94771),(14 80.07181),(15 80.01901),(16 81.972694),(17 82.56433),(18 83.30908),(19 84.57785),(20 84.81036),(21 85.12819),(22 85.91075),(23 86.498215),(24 86.41653),(25 85.43882),(26 85.62086),(27 84.176506),(28 84.59116),(29 84.105446),(30 83.880325),(31 84.031555),(32 83.404755),(33 83.00372),(34 82.59238),(35 82.5447),(36 82.72377),(37 83.00297),(38 82.8467),(39 82.410995),(40 82.773445),(41 83.060585),(42 83.21692),(43 84.134514),(44 84.302414),(45 84.65104),(46 86.298996),(47 86.1187),(48 87.058105),(49 87.71061),(50 88.483795),(51 88.93991),(52 89.60459),(53 90.93353),(54 91.326706),(55 92.56723),(56 93.534134),(57 94.64537),(58 95.169754),(59 94.87538),(60 95.68141),(61 96.8763),(62 97.08896),(63 97.19483),(64 98.69104),(65 98.54318),(66 99.21675),(67 99.67226),(68 101.04403),(69 101.47819),(70 101.269135),(71 101.90386),(72 102.126),(73 102.60521),(74 102.50864),(75 102.43941),(76 102.816734),(77 102.93087),(78 102.28312),(79 102.271034),
(1 50.540432),(2 59.593098),(3 63.59179),(4 67.02819),(5 69.24547),(6 72.04298),(7 74.3743),(8 77.004425),(9 78.47268),(10 79.9018),(11 80.22781),(12 81.79807),(13 83.42793),(14 83.53322),(15 83.59474),(16 84.71895),(17 84.95307),(18 85.71605),(19 86.18622),(20 87.12432),(21 87.73397),(22 88.18289),(23 88.457306),(24 89.03987),(25 88.251625),(26 87.43032),(27 86.37334),(28 85.81609),(29 85.34406),(30 85.58845),(31 85.83805),(32 85.47887),(33 85.456825),(34 85.31348),(35 84.49096),(36 84.86737),(37 84.71865),(38 85.047005),(39 84.61143),(40 84.90053),(41 84.61341),(42 84.648224),(43 85.303955),(44 85.78827),(45 86.53276),(46 87.40951),(47 88.17216),(48 88.7588),(49 90.407295),(50 91.812454),(51 91.75719),(52 92.42962),(53 93.24858),(54 94.80718),(55 95.34105),(56 96.20038),(57 97.296844),(58 98.23372),(59 98.979164),(60 100.14291),(61 101.60876),(62 101.98639),(63 102.59747),(64 103.71233),(65 104.23834),(66 104.61895),(67 105.06541),(68 105.661026),(69 105.66175),(70 105.43029),(71 105.361374),(72 105.736084),(73 104.201614),(74 104.84787),(75 105.47345),(76 105.247086),(77 105.73978),(78 105.27587),(79 105.48868),
(1 48.886612),(2 57.384613),(3 61.659832),(4 64.633095),(5 67.00198),(6 69.822685),(7 71.25156),(8 73.950935),(9 75.82675),(10 77.88904),(11 77.87691),(12 78.99514),(13 80.95005),(14 81.05066),(15 81.526146),(16 83.593956),(17 84.31366),(18 84.75842),(19 85.88961),(20 86.18804),(21 86.731995),(22 86.71974),(23 87.37995),(24 87.2798),(25 87.24951),(26 86.655396),(27 85.752304),(28 84.79301),(29 85.422295),(30 85.01684),(31 84.29294),(32 84.414925),(33 83.93491),(34 84.040405),(35 83.13148),(36 83.46082),(37 83.877144),(38 84.32956),(39 84.09279),(40 84.58927),(41 84.70855),(42 84.30397),(43 86.07628),(44 86.106606),(45 86.44057),(46 87.055725),(47 88.71048),(48 89.409836),(49 90.06056),(50 90.974045),(51 90.76544),(52 91.18905),(53 92.3418),(54 93.74616),(55 93.2147),(56 94.60047),(57 95.17922),(58 96.72054),(59 96.57791),(60 98.56126),(61 99.74409),(62 100.11175),(63 99.85774),(64 100.36329),(65 100.96594),(66 101.27174),(67 101.52747),(68 101.536964),(69 101.66574),(70 102.67994),(71 102.141396),(72 102.30091),(73 101.74085),(74 103.075356),(75 102.52721),(76 102.61751),(77 102.4428),(78 102.80802),(79 102.45404),
