1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1283028.4),(2 1563248.4),(3 576805.44),(4 2167921.8),(5 2713113.3),(6 1768585),(7 3511879.3),(8 4278501),(9 3405531.8),(10 5211541.5),(11 6275086.5),(12 5514569.5),(13 7500734.5),(14 8893720),(15 8231968),(16 10490421),(17 12231883),(18 11445931),(19 13924336),(20 15757255),(21 15120407),(22 17490108),(23 19429942),(24 18839714),(25 21246854),(26 23376528),(27 22870480),(28 25143530),(29 27388998),(30 26619186),(31 28759166),(32 30821238),(33 29858408),(34 31801944),(35 34000930),(36 33187008),(37 34694656),(38 36563108),(39 35597572),(40 36662108),(41 38388180),(42 37369990),(43 38401844),(44 40173576),(45 39126372),(46 39960730),(47 41493700),(48 40188220),(49 40942940),(50 42420284),(51 41187204),(52 41840700),(53 43715160),(54 42622370),(55 43229556),(56 45136320),(57 44053052),(58 44570020),(59 46508596),(60 45451424),(61 45746284),(62 47527776),(63 46176532),(64 46472796),(65 48570964),(66 47734988),(67 48282828),(68 50748284),(69 50249292),(70 50825052),(71 53499330),(72 53053908),(73 53446212),(74 56010268),(75 55305984),(76 55389908),(77 58159124),(78 57653684),(79 57919104),
(1 55.06542),(2 63.355244),(3 66.95957),(4 69.76653),(5 71.313675),(6 73.01919),(7 74.22794),(8 75.35269),(9 76.32021),(10 76.79387),(11 77.1935),(12 79.104225),(13 80.2096),(14 81.12645),(15 80.28412),(16 80.87823),(17 81.240845),(18 82.967834),(19 83.41488),(20 83.46512),(21 84.19352),(22 84.875946),(23 85.36086),(24 86.66006),(25 88.44197),(26 89.1068),(27 89.228),(28 89.48673),(29 89.96732),(30 89.992805),(31 89.993645),(32 90.65642),(33 91.342415),(34 92.13286),(35 92.43677),(36 92.93176),(37 94.33964),(38 95.05311),(39 94.362404),(40 95.44449),(41 96.24678),(42 96.08549),(43 96.76827),(44 97.51291),(45 97.54351),(46 97.64238),(47 97.98044),(48 98.92121),(49 97.50616),(50 98.046364),(51 97.456055),(52 97.88165),(53 97.35478),(54 97.1407),(55 96.58073),(56 95.8829),(57 96.18214),(58 96.00092),(59 94.98336),(60 94.41895),(61 93.92829),(62 93.32958),(63 92.85172),(64 91.80373),(65 91.026505),(66 90.123955),(67 89.81158),(68 90.005684),(69 89.413666),(70 89.75286),(71 89.28505),(72 89.69983),(73 89.38406),(74 89.36686),(75 88.05355),(76 88.05863),(77 89.09188),(78 89.02677),(79 89.40472),
(1 54.39741),(2 62.308784),(3 66.73678),(4 69.31936),(5 71.20853),(6 72.80027),(7 74.486244),(8 75.21672),(9 77.0322),(10 77.66573),(11 78.0232),(12 79.708755),(13 80.58665),(14 80.852394),(15 81.10082),(16 81.89593),(17 82.51843),(18 83.43192),(19 83.1242),(20 83.9442),(21 83.959885),(22 84.39113),(23 85.8324),(24 86.74224),(25 88.24644),(26 88.53911),(27 88.36555),(28 90.14878),(29 90.35311),(30 90.174225),(31 91.19277),(32 91.686104),(33 91.54139),(34 91.84152),(35 92.65371),(36 93.27992),(37 93.77866),(38 94.48835),(39 94.46361),(40 95.54375),(41 94.75482),(42 94.90005),(43 95.47999),(44 95.61922),(45 97.20282),(46 96.90511),(47 96.62146),(48 96.97153),(49 96.756905),(50 96.76527),(51 95.65324),(52 95.88516),(53 95.073784),(54 95.41747),(55 95.215034),(56 95.23916),(57 95.476845),(58 94.74747),(59 93.51333),(60 93.32467),(61 92.29144),(62 92.61308),(63 90.319725),(64 90.65488),(65 89.73059),(66 89.06476),(67 89.15553),(68 88.8455),(69 88.96545),(70 88.54628),(71 87.88884),(72 88.11253),(73 88.059395),(74 88.68573),(75 88.01826),(76 87.473656),(77 87.70524),(78 88.367424),(79 88.729996),
(1 54.189278),(2 63.01407),(3 66.98802),(4 69.52517),(5 70.84341),(6 72.431496),(7 73.91247),(8 75.14599),(9 75.841156),(10 75.74092),(11 76.4147),(12 77.62002),(13 79.80284),(14 80.15153),(15 80.1668),(16 80.83519),(17 81.93381),(18 82.925064),(19 83.77263),(20 84.323906),(21 84.97872),(22 85.08475),(23 85.8707),(24 87.1729),(25 88.00695),(26 89.155045),(27 88.44464),(28 88.506096),(29 89.46553),(30 89.41465),(31 89.858635),(32 90.47998),(33 90.527916),(34 92.18203),(35 91.86167),(36 94.04935),(37 95.17903),(38 96.06564),(39 94.75538),(40 94.78871),(41 95.37187),(42 94.964226),(43 95.59599),(44 96.10485),(45 97.50025),(46 97.3161),(47 96.99079),(48 98.16205),(49 97.84632),(50 97.765625),(51 96.80146),(52 96.27967),(53 95.78291),(54 96.156166),(55 96.035774),(56 95.31609),(57 94.80152),(58 94.43798),(59 95.14236),(60 93.42027),(61 92.9376),(62 92.669334),(63 92.22508),(64 91.569916),(65 91.01917),(66 90.22737),(67 89.23693),(68 89.21053),(69 88.07558),(70 88.08868),(71 88.4317),(72 88.16678),(73 89.707924),(74 89.22728),(75 88.5918),(76 88.46002),(77 88.48696),(78 89.09251),(79 88.94888),
(1 52.523354),(2 61.766376),(3 64.434044),(4 66.80757),(5 68.39666),(6 69.87199),(7 71.28397),(8 72.29921),(9 72.981186),(10 73.43039),(11 74.31867),(12 75.89467),(13 77.48167),(14 77.70025),(15 77.68227),(16 78.32366),(17 79.43923),(18 81.05918),(19 81.044525),(20 81.782234),(21 81.89268),(22 82.32214),(23 82.71453),(24 84.467636),(25 84.06497),(26 86.16012),(27 85.35653),(28 86.97723),(29 87.03537),(30 88.17975),(31 87.88545),(32 88.98652),(33 89.0934),(34 89.746826),(35 90.98381),(36 90.988045),(37 91.269135),(38 91.914604),(39 90.7245),(40 91.73422),(41 92.26324),(42 92.67412),(43 93.136475),(44 93.5977),(45 93.235695),(46 93.90321),(47 93.38996),(48 93.406044),(49 93.285484),(50 93.863754),(51 92.591354),(52 93.121284),(53 93.22897),(54 92.543495),(55 91.93004),(56 92.64493),(57 91.725266),(58 92.01306),(59 91.19742),(60 90.85049),(61 90.79271),(62 90.76355),(63 89.09206),(64 87.99083),(65 87.71865),(66 85.85826),(67 85.47388),(68 85.71176),(69 85.74339),(70 85.87551),(71 86.08049),(72 86.227615),(73 85.73452),(74 86.30484),(75 85.859314),(76 86.47636),(77 86.74465),(78 87.37597),(79 87.453606),
(1 53.474304),(2 62.58238),(3 64.7334),(4 68.74052),(5 70.30833),(6 71.82753),(7 72.572845),(8 74.755196),(9 75.103096),(10 76.40401),(11 77.059135),(12 78.573235),(13 80.13412),(14 80.69004),(15 80.52149),(16 80.79822),(17 81.56855),(18 82.41962),(19 82.93422),(20 83.63351),(21 84.796936),(22 85.177605),(23 85.3414),(24 86.821655),(25 87.36884),(26 88.12044),(27 87.59677),(28 88.20728),(29 88.24304),(30 88.34691),(31 88.57465),(32 89.5978),(33 89.94142),(34 90.620895),(35 91.12511),(36 91.8762),(37 92.36387),(38 93.60556),(39 93.12795),(40 93.01986),(41 93.76274),(42 94.061745),(43 94.32482),(44 95.17948),(45 94.76205),(46 93.791565),(47 94.26414),(48 94.5681),(49 94.30664),(50 94.88241),(51 94.07872),(52 94.824425),(53 93.7205),(54 93.7822),(55 93.95403),(56 92.60029),(57 92.009796),(58 92.08972),(59 92.46754),(60 91.605286),(61 91.947525),(62 91.34777),(63 89.719604),(64 90.16962),(65 89.94342),(66 88.69119),(67 87.63013),(68 88.55546),(69 87.833145),(70 88.18309),(71 88.11555),(72 87.75717),(73 88.03011),(74 88.79825),(75 88.35138),(76 87.5208),(77 87.426315),(78 88.011894),(79 88.57867),
(1 52.071194),(2 60.394638),(3 63.90622),(4 66.775314),(5 68.380486),(6 69.483765),(7 70.824585),(8 72.108765),(9 72.33261),(10 74.38138),(11 74.73338),(12 76.70396),(13 77.202194),(14 78.23493),(15 77.564896),(16 78.87505),(17 78.63904),(18 80.36764),(19 80.79287),(20 81.56805),(21 81.72855),(22 82.08332),(23 82.48788),(24 83.55251),(25 85.26005),(26 85.2172),(27 85.18319),(28 85.48761),(29 86.29809),(30 86.26904),(31 87.0611),(32 87.62678),(33 87.80157),(34 88.6892),(35 89.53659),(36 89.883766),(37 90.38935),(38 90.86739),(39 89.938416),(40 90.02432),(41 90.777016),(42 90.552414),(43 91.07142),(44 93.00721),(45 92.877144),(46 93.38064),(47 92.874794),(48 92.37708),(49 92.89306),(50 92.79983),(51 91.53013),(52 91.76187),(53 91.665375),(54 91.90416),(55 91.257484),(56 90.68239),(57 89.739296),(58 89.65843),(59 89.21655),(60 88.37337),(61 88.792244),(62 88.21633),(63 86.69998),(64 87.34288),(65 86.80858),(66 85.13741),(67 85.69902),(68 85.67622),(69 84.85645),(70 85.73695),(71 85.61437),(72 86.33433),(73 85.315346),(74 85.2009),(75 84.585754),(76 84.903435),(77 84.65854),(78 85.037025),(79 86.25268),
(1 52.250042),(2 61.02764),(3 63.980133),(4 66.8905),(5 67.94621),(6 69.63196),(7 71.44481),(8 73.12808),(9 74.12704),(10 74.26445),(11 75.50596),(12 76.90771),(13 78.34873),(14 79.02594),(15 78.513405),(16 79.293335),(17 80.02185),(18 81.62091),(19 82.513),(20 82.49299),(21 82.46564),(22 83.03576),(23 82.4123),(24 83.541695),(25 84.46203),(26 85.199265),(27 84.9362),(28 86.091934),(29 86.63786),(30 87.415054),(31 87.25575),(32 86.98924),(33 87.99267),(34 87.89825),(35 89.40656),(36 90.22632),(37 91.189705),(38 91.60225),(39 90.33083),(40 90.62101),(41 91.597176),(42 92.69226),(43 93.13504),(44 93.20542),(45 93.01836),(46 93.97443),(47 93.67981),(48 93.734406),(49 93.82951),(50 93.5225),(51 93.26747),(52 92.44299),(53 93.29286),(54 93.121864),(55 93.008545),(56 92.76229),(57 92.20216),(58 92.00874),(59 91.7928),(60 91.61477),(61 91.13532),(62 91.06135),(63 89.42769),(64 88.72622),(65 88.94859),(66 87.20733),(67 86.86251),(68 86.75566),(69 86.691086),(70 86.441025),(71 85.383896),(72 85.83696),(73 85.433716),(74 86.259254),(75 84.97128),(76 84.98032),(77 84.61768),(78 85.51466),(79 85.684525),
(1 52.076492),(2 60.179176),(3 64.0816),(4 66.966515),(5 68.12436),(6 70.38041),(7 72.00723),(8 72.069725),(9 73.12958),(10 74.18477),(11 75.30387),(12 76.52656),(13 78.134186),(14 79.08827),(15 78.44283),(16 78.99873),(17 79.29911),(18 80.35223),(19 80.83906),(20 81.11418),(21 81.756744),(22 82.5531),(23 81.91254),(24 83.54713),(25 85.176796),(26 85.80124),(27 85.51063),(28 85.71822),(29 86.79839),(30 87.08411),(31 86.439514),(32 87.76775),(33 88.28494),(34 88.66069),(35 89.103096),(36 90.10163),(37 91.362434),(38 91.71311),(39 90.88346),(40 91.70829),(41 92.66967),(42 92.327576),(43 93.113),(44 92.683014),(45 93.26466),(46 93.24435),(47 92.73001),(48 93.12994),(49 93.07486),(50 93.4636),(51 91.43366),(52 91.82659),(53 91.6783),(54 91.28218),(55 90.92023),(56 90.70542),(57 90.60986),(58 90.21301),(59 91.06378),(60 89.61746),(61 89.44163),(62 88.23019),(63 87.545),(64 87.000275),(65 87.17086),(66 86.745636),(67 86.41656),(68 86.92314),(69 86.556786),(70 86.58666),(71 86.25668),(72 86.13328),(73 86.32537),(74 85.77465),(75 84.699776),(76 84.76623),(77 84.47908),(78 84.15847),(79 85.06411),
(1 52.173622),(2 60.371017),(3 64.35418),(4 67.481285),(5 68.46775),(6 69.198784),(7 70.619286),(8 71.72015),(9 72.40188),(10 73.073044),(11 73.87966),(12 74.86824),(13 75.6491),(14 76.56523),(15 75.688034),(16 76.96059),(17 77.586716),(18 79.29443),(19 78.791504),(20 79.04055),(21 79.7309),(22 80.88475),(23 80.70068),(24 81.58411),(25 82.56439),(26 83.22509),(27 83.66451),(28 84.06743),(29 83.88654),(30 85.10726),(31 84.84415),(32 86.13935),(33 86.47921),(34 87.02441),(35 86.826675),(36 88.506516),(37 88.57133),(38 89.759514),(39 88.77597),(40 89.01485),(41 89.184235),(42 89.91562),(43 90.85371),(44 91.83076),(45 92.45318),(46 91.43765),(47 91.13722),(48 91.62922),(49 91.64063),(50 90.8615),(51 90.26093),(52 90.65243),(53 89.97308),(54 89.88491),(55 89.3773),(56 88.45692),(57 88.503426),(58 87.95852),(59 88.38476),(60 87.605385),(61 86.9497),(62 87.25981),(63 85.38879),(64 84.734505),(65 84.8403),(66 84.23441),(67 84.12651),(68 84.325966),(69 83.8032),(70 84.17178),(71 83.82164),(72 83.779915),(73 83.93867),(74 83.75118),(75 83.43866),(76 83.6935),(77 83.569496),(78 83.92772),(79 83.49028),
(1 51.137547),(2 59.621796),(3 62.52921),(4 65.01373),(5 67.0337),(6 67.767),(7 68.6486),(8 69.88103),(9 72.15537),(10 72.4645),(11 73.77976),(12 74.59394),(13 74.87321),(14 76.71111),(15 76.73894),(16 77.62097),(17 78.916504),(18 79.32227),(19 80.05504),(20 80.25282),(21 80.56466),(22 81.203766),(23 81.10935),(24 82.33193),(25 82.97706),(26 83.780815),(27 83.288414),(28 84.53523),(29 84.9507),(30 85.52264),(31 85.95534),(32 87.60681),(33 87.0903),(34 88.06545),(35 88.92249),(36 88.98459),(37 89.99117),(38 91.682816),(39 91.47219),(40 91.221214),(41 92.41754),(42 92.675835),(43 92.69795),(44 92.930954),(45 93.58458),(46 93.714294),(47 93.72498),(48 93.99071),(49 93.88728),(50 93.45226),(51 92.84582),(52 92.72569),(53 92.58517),(54 92.23535),(55 91.96328),(56 91.53796),(57 90.930916),(58 91.16113),(59 90.055),(60 89.86038),(61 88.951805),(62 89.66454),(63 88.28311),(64 87.39851),(65 87.1773),(66 86.03593),(67 85.83963),(68 85.769226),(69 84.926765),(70 85.01428),(71 84.60848),(72 84.74103),(73 84.834045),(74 84.41631),(75 84.14894),(76 84.53951),(77 84.576675),(78 84.16832),(79 85.24206),
(1 51.17803),(2 58.943985),(3 62.442665),(4 65.23429),(5 66.897835),(6 68.495094),(7 69.41942),(8 71.101006),(9 71.56197),(10 72.5991),(11 72.475655),(12 74.31421),(13 75.245735),(14 76.18899),(15 75.98335),(16 77.34414),(17 77.16479),(18 78.38504),(19 78.68982),(20 80.03488),(21 79.50915),(22 81.01205),(23 81.20417),(24 82.37596),(25 83.09834),(26 84.377235),(27 84.03418),(28 84.4696),(29 84.31523),(30 84.4832),(31 84.49751),(32 85.03101),(33 85.54905),(34 86.30701),(35 86.78163),(36 88.38942),(37 87.81437),(38 88.40696),(39 88.14725),(40 88.92181),(41 89.01081),(42 89.259476),(43 88.98138),(44 89.148254),(45 89.67545),(46 89.84226),(47 90.19421),(48 90.865005),(49 90.30862),(50 90.03001),(51 89.172134),(52 88.67344),(53 88.86636),(54 89.13653),(55 88.72674),(56 88.509865),(57 88.00488),(58 88.031166),(59 87.790344),(60 87.49852),(61 87.52529),(62 87.24429),(63 85.39257),(64 85.363495),(65 85.06699),(66 83.6206),(67 83.48704),(68 84.1725),(69 83.495514),(70 83.59592),(71 83.37385),(72 83.3147),(73 83.612885),(74 84.366295),(75 83.14946),(76 82.90184),(77 83.00022),(78 83.92976),(79 83.66488),
(1 50.352837),(2 58.429424),(3 62.239685),(4 64.72529),(5 65.77177),(6 66.888214),(7 68.316315),(8 69.57296),(9 70.58998),(10 70.91109),(11 71.54596),(12 73.09539),(13 74.3697),(14 76.00703),(15 75.42344),(16 76.02609),(17 76.24482),(18 77.53105),(19 77.880936),(20 78.313286),(21 78.96403),(22 79.19812),(23 79.97314),(24 80.2859),(25 80.58892),(26 81.76923),(27 82.079056),(28 82.263794),(29 83.16493),(30 83.030235),(31 82.49354),(32 83.72984),(33 84.10577),(34 84.57779),(35 85.36623),(36 86.30091),(37 85.66381),(38 87.06099),(39 87.39386),(40 87.96986),(41 88.1252),(42 88.478226),(43 88.692986),(44 89.38783),(45 89.524864),(46 89.32181),(47 89.43618),(48 89.04417),(49 89.04044),(50 89.45676),(51 87.897),(52 87.71503),(53 88.119064),(54 87.327835),(55 87.240234),(56 87.63965),(57 86.904335),(58 87.06143),(59 86.12006),(60 85.35848),(61 85.771996),(62 84.791214),(63 83.32872),(64 83.52791),(65 82.35658),(66 81.96522),(67 81.389244),(68 81.70943),(69 81.872185),(70 82.34698),(71 81.19082),(72 81.57929),(73 81.47689),(74 81.8737),(75 80.46798),(76 80.222145),(77 81.08329),(78 81.69034),(79 82.15418),
(1 50.157116),(2 57.64547),(3 61.504307),(4 63.557915),(5 65.16502),(6 66.71619),(7 67.46489),(8 69.38055),(9 69.753654),(10 70.79303),(11 71.62718),(12 72.97799),(13 73.8373),(14 74.41529),(15 74.46738),(16 74.767944),(17 75.169525),(18 76.46973),(19 76.551765),(20 77.076),(21 76.54354),(22 77.544075),(23 77.77293),(24 78.92919),(25 79.79646),(26 80.56306),(27 80.28442),(28 80.61872),(29 81.20817),(30 81.17732),(31 81.83355),(32 82.21639),(33 82.30711),(34 83.54096),(35 84.181564),(36 84.96039),(37 85.99747),(38 86.43884),(39 86.25491),(40 86.88751),(41 87.08864),(42 87.67772),(43 87.92181),(44 88.91239),(45 89.018555),(46 89.69655),(47 89.31333),(48 89.67027),(49 89.16486),(50 88.77557),(51 87.9472),(52 87.59981),(53 88.09635),(54 87.906586),(55 87.007324),(56 87.51314),(57 87.68836),(58 87.45666),(59 86.45732),(60 86.80165),(61 85.62937),(62 84.68851),(63 83.27579),(64 83.66464),(65 83.90002),(66 82.536316),(67 81.83466),(68 82.254875),(69 81.66085),(70 81.27354),(71 81.17868),(72 81.96159),(73 81.328735),(74 81.499214),(75 80.88293),(76 81.183205),(77 80.62183),(78 81.482635),(79 81.579666),
(1 49.80725),(2 57.139637),(3 61.32398),(4 64.225914),(5 65.79239),(6 68.265785),(7 69.41179),(8 69.871826),(9 70.530266),(10 71.69616),(11 72.32033),(12 72.622574),(13 73.687836),(14 74.81052),(15 74.87911),(16 75.54576),(17 76.19222),(18 77.49467),(19 77.72934),(20 78.25339),(21 77.760345),(22 78.726555),(23 79.457924),(24 80.28018),(25 81.196785),(26 82.49171),(27 82.17412),(28 82.497055),(29 82.956215),(30 82.703125),(31 83.66052),(32 84.606735),(33 84.847565),(34 85.200035),(35 85.330414),(36 86.39528),(37 86.60838),(38 87.35014),(39 87.01909),(40 86.796555),(41 87.62194),(42 87.74325),(43 88.00648),(44 88.990074),(45 89.68744),(46 89.57196),(47 88.8391),(48 88.78299),(49 88.93956),(50 88.74232),(51 88.22118),(52 87.40135),(53 86.867805),(54 86.77155),(55 86.02356),(56 85.64358),(57 85.619225),(58 85.42213),(59 84.66006),(60 84.40626),(61 84.09402),(62 84.22671),(63 83.04107),(64 83.14702),(65 82.699005),(66 82.49085),(67 81.83807),(68 81.655464),(69 81.372505),(70 81.43297),(71 81.03863),(72 80.438545),(73 80.00791),(74 80.66856),(75 79.81912),(76 79.685074),(77 80.27534),(78 81.06551),(79 81.089615),
(1 49.741),(2 56.749443),(3 60.616013),(4 62.550186),(5 64.850845),(6 66.31323),(7 68.199684),(8 69.06321),(9 69.99007),(10 70.3291),(11 70.92973),(12 71.99229),(13 73.10172),(14 74.23857),(15 74.71216),(16 75.935295),(17 76.656586),(18 76.72955),(19 77.40262),(20 78.072945),(21 78.65153),(22 79.4758),(23 79.5644),(24 80.57109),(25 81.33315),(26 81.48033),(27 81.489685),(28 81.975266),(29 82.605644),(30 82.32137),(31 82.56162),(32 82.78651),(33 84.07328),(34 84.6498),(35 85.09355),(36 84.91504),(37 86.07696),(38 86.6288),(39 85.992035),(40 86.540535),(41 86.52426),(42 86.6373),(43 87.01672),(44 88.18675),(45 88.45252),(46 87.827385),(47 87.58341),(48 87.72576),(49 87.769936),(50 88.22061),(51 87.430275),(52 87.38098),(53 86.899315),(54 86.39591),(55 86.212776),(56 85.55162),(57 85.28441),(58 84.64788),(59 83.68605),(60 83.53103),(61 83.61054),(62 83.22328),(63 82.08311),(64 81.7456),(65 81.53947),(66 80.58261),(67 80.54862),(68 80.584984),(69 80.161194),(70 80.109695),(71 79.889786),(72 80.19156),(73 80.319824),(74 80.37025),(75 79.95804),(76 80.26084),(77 80.14876),(78 80.99122),(79 81.52037),
(1 49.153778),(2 56.4437),(3 60.220417),(4 62.946),(5 65.19838),(6 66.18712),(7 66.877144),(8 68.501785),(9 69.01855),(10 70.08878),(11 70.350945),(12 71.77748),(13 72.57063),(14 74.12456),(15 74.38739),(16 75.52038),(17 75.85055),(18 76.76666),(19 77.609825),(20 77.91054),(21 78.357185),(22 78.79548),(23 78.32695),(24 79.591545),(25 79.90924),(26 80.72943),(27 80.66919),(28 81.40201),(29 81.77358),(30 81.77569),(31 82.064415),(32 83.27787),(33 83.676674),(34 84.70385),(35 85.135254),(36 85.91117),(37 86.28445),(38 87.24722),(39 86.76273),(40 86.945244),(41 87.37362),(42 87.360016),(43 86.78241),(44 88.655304),(45 87.99173),(46 88.81419),(47 88.39029),(48 88.90602),(49 89.17811),(50 89.98681),(51 88.46445),(52 88.12992),(53 88.637115),(54 87.63209),(55 87.57897),(56 87.82706),(57 87.629036),(58 87.39081),(59 86.7213),(60 85.6315),(61 85.9031),(62 85.351),(63 84.98756),(64 84.07366),(65 83.51064),(66 83.26881),(67 82.52594),(68 82.735466),(69 82.60515),(70 82.564),(71 81.50647),(72 81.62932),(73 81.98133),(74 81.06955),(75 80.10945),(76 80.23066),(77 80.92175),(78 81.01162),(79 81.292656),
(1 48.337914),(2 56.108162),(3 59.349285),(4 62.13443),(5 63.53488),(6 65.355286),(7 66.29948),(8 67.45819),(9 67.5595),(10 68.60001),(11 69.698845),(12 70.61885),(13 70.802284),(14 71.99192),(15 72.179016),(16 73.28991),(17 73.595505),(18 74.6676),(19 75.08029),(20 75.84816),(21 75.830765),(22 76.144424),(23 76.796104),(24 77.89916),(25 78.306015),(26 79.06359),(27 78.27681),(28 78.609276),(29 79.92554),(30 79.42519),(31 79.94628),(32 80.639175),(33 82.05382),(34 82.29211),(35 83.10045),(36 83.35958),(37 83.84456),(38 84.694336),(39 84.60969),(40 84.82566),(41 85.829056),(42 85.967896),(43 86.151634),(44 86.69382),(45 86.68656),(46 87.104996),(47 87.176155),(48 88.08282),(49 87.2545),(50 86.966705),(51 86.66293),(52 86.588806),(53 86.74789),(54 86.11823),(55 86.07519),(56 85.15289),(57 84.93361),(58 83.640816),(59 83.13353),(60 83.31734),(61 82.82932),(62 82.34178),(63 81.151955),(64 80.78534),(65 79.90911),(66 80.18718),(67 79.82127),(68 80.44624),(69 79.673004),(70 80.30929),(71 79.36932),(72 79.81944),(73 79.20566),(74 79.33225),(75 77.72614),(76 78.31327),(77 78.25115),(78 79.50924),(79 80.86356),
(1 48.723244),(2 56.472763),(3 60.17399),(4 62.628975),(5 64.35243),(6 65.892166),(7 67.1716),(8 67.81081),(9 68.6032),(10 69.74444),(11 70.24767),(12 71.86524),(13 72.02575),(14 73.87645),(15 74.08403),(16 74.453514),(17 76.06225),(18 76.470215),(19 76.65055),(20 77.36277),(21 77.96299),(22 77.86427),(23 79.31015),(24 80.062546),(25 80.077774),(26 81.14702),(27 81.26562),(28 81.81242),(29 82.99844),(30 82.19338),(31 82.38308),(32 82.77718),(33 83.741356),(34 84.70382),(35 84.37296),(36 84.73821),(37 85.393),(38 85.43068),(39 86.230896),(40 86.30359),(41 86.74548),(42 86.46703),(43 87.0691),(44 86.36856),(45 86.43176),(46 86.97791),(47 86.05463),(48 86.37798),(49 86.19835),(50 86.33711),(51 85.26928),(52 85.680565),(53 84.647194),(54 84.00904),(55 83.290665),(56 83.10838),(57 83.47752),(58 82.033035),(59 82.526665),(60 81.84364),(61 82.0669),(62 82.030045),(63 80.71789),(64 80.83557),(65 80.606995),(66 80.10543),(67 80.42085),(68 80.177505),(69 79.58554),(70 80.109314),(71 79.60609),(72 79.362404),(73 79.334694),(74 79.696846),(75 78.53179),(76 79.15107),(77 79.574486),(78 80.4489),(79 81.05896),
