1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1283028.4),(2 1563248.4),(3 576805.44),(4 2167921.8),(5 2713113.3),(6 1768585),(7 3511879.3),(8 4278501),(9 3405531.8),(10 5211541.5),(11 6275086.5),(12 5514569.5),(13 7500734.5),(14 8893720),(15 8231968),(16 10490421),(17 12231883),(18 11445931),(19 13924336),(20 15757255),(21 15120407),(22 17490108),(23 19429942),(24 18839714),(25 21246854),(26 23376528),(27 22870480),(28 25143530),(29 27388998),(30 26619186),(31 28759166),(32 30821238),(33 29858408),(34 31801944),(35 34000930),(36 33187008),(37 34694656),(38 36563108),(39 35597572),(40 36662108),(41 38388180),(42 37369990),(43 38401844),(44 40173576),(45 39126372),(46 39960730),(47 41493700),(48 40188220),(49 40942940),(50 42420284),(51 41187204),(52 41840700),(53 43715160),(54 42622370),(55 43229556),(56 45136320),(57 44053052),(58 44570020),(59 46508596),(60 45451424),(61 45746284),(62 47527776),(63 46176532),(64 46472796),(65 48570964),(66 47734988),(67 48282828),(68 50748284),(69 50249292),(70 50825052),(71 53499330),(72 53053908),(73 53446212),(74 56010268),(75 55305984),(76 55389908),(77 58159124),(78 57653684),(79 57919104),
(1 515.6428),(2 669.07416),(3 777.7898),(4 826.26385),(5 870.6798),(6 888.87476),(7 900.9733),(8 910.7597),(9 917.07684),(10 939.01105),(11 944.977),(12 956.9903),(13 988.2312),(14 996.36475),(15 1011.81744),(16 1026.7239),(17 1032.0015),(18 1045.5464),(19 1061.4929),(20 1064.746),(21 1060.7761),(22 1080.3348),(23 1080.0994),(24 1082.3623),(25 1072.1113),(26 1086.9545),(27 1101.1948),(28 1087.7645),(29 1081.5219),(30 1073.0905),(31 1082.5093),(32 1085.3351),(33 1091.4915),(34 1091.5109),(35 1086.0254),(36 1072.0316),(37 1066.9462),(38 1073.4264),(39 1074.8505),(40 1069.2286),(41 1079.7009),(42 1070.0969),(43 1083.2112),(44 1076.3748),(45 1076.3577),(46 1077.2617),(47 1071.5621),(48 1075.7146),(49 1086.3545),(50 1094.1927),(51 1104.7397),(52 1110.0406),(53 1107.6855),(54 1105.6599),(55 1091.086),(56 1096.2502),(57 1090.7037),(58 1099.6803),(59 1111.5087),(60 1100.1053),(61 1088.1123),(62 1093.517),(63 1098.9746),(64 1098.4938),(65 1096.2247),(66 1091.5243),(67 1085.2996),(68 1079.561),(69 1085.7495),(70 1093.7928),(71 1079.4054),(72 1079.8464),(73 1084.8973),(74 1093.4182),(75 1082.9517),(76 1101.6196),(77 1108.2203),(78 1119.7567),(79 1107.8154),
(1 493.6397),(2 637.9581),(3 743.0001),(4 790.90955),(5 814.51373),(6 834.5542),(7 850.0759),(8 879.1795),(9 892.1916),(10 901.1407),(11 921.76605),(12 930.03375),(13 943.39594),(14 962.4208),(15 972.93884),(16 970.4021),(17 978.1222),(18 993.29865),(19 1001.1339),(20 1007.6456),(21 1010.0065),(22 1019.2932),(23 1022.91113),(24 1033.2576),(25 1040.716),(26 1058.7336),(27 1055.676),(28 1053.821),(29 1033.5507),(30 1033.05),(31 1032.9141),(32 1029.6371),(33 1032.7334),(34 1032.1686),(35 1032.2955),(36 1030.0162),(37 1031.9816),(38 1024.3143),(39 1024.1658),(40 1040.4844),(41 1048.1104),(42 1062.3123),(43 1059.5782),(44 1061.018),(45 1069.081),(46 1076.3157),(47 1080.2169),(48 1082.6023),(49 1077.5101),(50 1092.2181),(51 1082.6107),(52 1079.4),(53 1091.079),(54 1092.6207),(55 1093.1564),(56 1095.3425),(57 1097.2916),(58 1106.7506),(59 1131.0221),(60 1113.8152),(61 1106.6554),(62 1110.3268),(63 1111.2294),(64 1120.2711),(65 1118.6205),(66 1116.6123),(67 1109.902),(68 1097.4388),(69 1085.8232),(70 1083.2708),(71 1078.6849),(72 1078.7566),(73 1080.0752),(74 1079.257),(75 1080.8441),(76 1066.9668),(77 1072.2617),(78 1077.0018),(79 1079.7067),
(1 485.77307),(2 633.0522),(3 737.9425),(4 781.8787),(5 808.6778),(6 819.42773),(7 842.2825),(8 860.1604),(9 870.6163),(10 888.597),(11 896.58575),(12 909.9735),(13 919.18304),(14 923.7316),(15 936.1234),(16 942.5302),(17 951.1681),(18 977.10425),(19 979.9056),(20 992.3418),(21 991.6649),(22 1003.00433),(23 1009.4556),(24 1000.4714),(25 1009.51117),(26 1018.8674),(27 1022.6002),(28 1003.7692),(29 996.7728),(30 994.8023),(31 990.6434),(32 1004.2912),(33 1004.8818),(34 1009.3135),(35 1008.5683),(36 1000.4923),(37 1014.71686),(38 1027.6863),(39 1030.4955),(40 1032.3788),(41 1048.0718),(42 1040.4001),(43 1046.4998),(44 1040.5942),(45 1048.0614),(46 1049.7693),(47 1049.0717),(48 1050.2704),(49 1047.5337),(50 1060.5322),(51 1055.7632),(52 1056.7681),(53 1044.7932),(54 1049.3708),(55 1053.2673),(56 1055.3169),(57 1056.7903),(58 1061.4175),(59 1072.8386),(60 1068.0786),(61 1059.719),(62 1054.5757),(63 1055.243),(64 1050.3466),(65 1043.6232),(66 1039.3917),(67 1037.2872),(68 1042.0026),(69 1053.4424),(70 1060.7589),(71 1059.5015),(72 1054.0906),(73 1048.2014),(74 1052.7988),(75 1041.7085),(76 1030.5199),(77 1024.4509),(78 1031.5825),(79 1036.6984),
(1 478.12836),(2 625.8536),(3 718.41095),(4 762.9403),(5 800.82306),(6 821.94714),(7 828.85254),(8 842.24554),(9 855.29565),(10 863.4001),(11 884.79816),(12 893.0082),(13 902.5515),(14 911.8654),(15 916.6357),(16 909.8053),(17 920.3611),(18 934.1234),(19 942.2705),(20 943.17303),(21 951.84424),(22 964.8103),(23 982.3712),(24 986.5979),(25 982.4687),(26 988.8988),(27 996.3291),(28 982.8249),(29 971.2946),(30 976.70123),(31 968.00586),(32 972.45435),(33 978.2365),(34 989.49646),(35 995.4096),(36 996.0059),(37 995.84784),(38 990.41315),(39 1011.9148),(40 1003.7809),(41 1002.6731),(42 1005.3497),(43 1022.39496),(44 1021.9747),(45 1018.5333),(46 1024.6704),(47 1031.2953),(48 1035.183),(49 1034.7222),(50 1043.5002),(51 1048.9215),(52 1050.6237),(53 1046.1925),(54 1042.0093),(55 1043.8488),(56 1040.6534),(57 1038.0367),(58 1034.0287),(59 1038.9309),(60 1031.8608),(61 1034.3463),(62 1032.7728),(63 1041.5115),(64 1043.1787),(65 1051.2043),(66 1045.793),(67 1041.0537),(68 1048.0483),(69 1047.054),(70 1037.5343),(71 1031.5942),(72 1032.1938),(73 1023.00287),(74 1026.8486),(75 1024.1134),(76 1011.5702),(77 1012.31775),(78 1027.5488),(79 1022.5203),
(1 471.4089),(2 618.9),(3 710.9405),(4 743.1787),(5 774.42413),(6 791.6801),(7 804.05835),(8 820.0038),(9 826.38153),(10 837.2197),(11 859.0058),(12 875.88745),(13 883.0336),(14 893.5925),(15 906.3016),(16 910.96173),(17 908.63916),(18 925.28937),(19 937.7167),(20 928.60486),(21 933.284),(22 945.8632),(23 949.05365),(24 953.14636),(25 958.50006),(26 965.41223),(27 968.68646),(28 964.11755),(29 946.1834),(30 932.82446),(31 933.8456),(32 938.14124),(33 941.2021),(34 942.14246),(35 954.7802),(36 957.76263),(37 952.6222),(38 949.3782),(39 954.07086),(40 955.49805),(41 966.8978),(42 967.17096),(43 975.9674),(44 990.121),(45 997.1414),(46 1001.1607),(47 1006.11816),(48 1008.0077),(49 1010.7662),(50 1019.11694),(51 1030.2823),(52 1029.6013),(53 1026.3574),(54 1025.5566),(55 1009.6685),(56 1003.7642),(57 1005.3863),(58 999.9755),(59 1000.34845),(60 990.77795),(61 985.3357),(62 974.23425),(63 985.1502),(64 985.13684),(65 993.78394),(66 995.4229),(67 997.5132),(68 987.3654),(69 992.5577),(70 988.56696),(71 980.574),(72 981.6162),(73 985.39966),(74 980.393),(75 979.83765),(76 976.4863),(77 984.3521),(78 997.632),(79 988.6956),
(1 456.8623),(2 601.79474),(3 694.70624),(4 740.99304),(5 765.2101),(6 777.4384),(7 779.13367),(8 789.7127),(9 793.10785),(10 804.86816),(11 825.7779),(12 840.00867),(13 842.7685),(14 860.68744),(15 879.46686),(16 891.76294),(17 908.3267),(18 927.6785),(19 930.5835),(20 934.7002),(21 943.9727),(22 949.2965),(23 945.904),(24 944.0693),(25 947.75055),(26 956.2967),(27 965.3323),(28 952.58984),(29 947.81665),(30 937.1997),(31 936.9069),(32 930.93335),(33 935.0427),(34 940.6334),(35 935.1142),(36 934.21716),(37 932.9119),(38 931.8273),(39 929.8228),(40 926.1477),(41 932.42267),(42 934.95197),(43 950.83185),(44 961.7003),(45 960.76886),(46 958.663),(47 955.7897),(48 965.50397),(49 966.45526),(50 974.9974),(51 981.7175),(52 979.08624),(53 990.5238),(54 990.4409),(55 989.8869),(56 998.5092),(57 997.31323),(58 1003.65186),(59 1000.74585),(60 991.51733),(61 991.2),(62 978.9752),(63 983.05853),(64 980.3782),(65 973.1431),(66 970.66174),(67 963.9912),(68 963.70844),(69 969.17957),(70 960.41986),(71 966.406),(72 966.26556),(73 963.10034),(74 960.5213),(75 949.61194),(76 941.6794),(77 936.95636),(78 935.1411),(79 928.77954),
(1 442.9831),(2 585.43555),(3 675.4448),(4 714.8476),(5 738.37195),(6 755.6575),(7 767.3671),(8 782.28204),(9 786.2932),(10 795.6733),(11 813.7817),(12 831.21014),(13 836.3427),(14 843.45105),(15 859.7046),(16 863.15283),(17 869.80835),(18 890.9355),(19 899.81055),(20 905.8546),(21 905.24036),(22 908.3676),(23 906.16705),(24 908.2238),(25 917.659),(26 917.9547),(27 938.1839),(28 920.5753),(29 918.4865),(30 923.9118),(31 920.6916),(32 924.0166),(33 921.7995),(34 926.3975),(35 928.60046),(36 943.9038),(37 939.3568),(38 932.4185),(39 943.0532),(40 929.7848),(41 934.83746),(42 931.38165),(43 939.99927),(44 951.3259),(45 952.5209),(46 957.069),(47 960.4819),(48 964.9827),(49 965.66864),(50 961.65906),(51 963.0054),(52 969.3987),(53 958.6895),(54 967.9499),(55 969.3696),(56 965.2651),(57 960.745),(58 966.1772),(59 974.2019),(60 960.5129),(61 959.27277),(62 954.942),(63 966.5668),(64 970.01904),(65 971.4814),(66 962.84424),(67 965.92017),(68 971.27856),(69 973.60846),(70 972.049),(71 971.0617),(72 971.4668),(73 970.764),(74 969.1724),(75 957.5283),(76 952.65265),(77 947.7913),(78 946.98364),(79 951.6034),
(1 432.33994),(2 570.15936),(3 656.0638),(4 696.2168),(5 718.90656),(6 746.403),(7 751.1048),(8 763.1454),(9 771.82605),(10 787.84827),(11 802.79224),(12 811.52985),(13 824.44135),(14 833.2211),(15 834.7532),(16 845.3865),(17 847.3258),(18 864.73676),(19 878.59314),(20 866.11316),(21 874.2507),(22 895.33417),(23 902.8902),(24 902.46844),(25 915.06525),(26 916.0877),(27 932.8517),(28 922.7123),(29 909.05035),(30 917.08673),(31 919.10626),(32 917.6667),(33 919.0017),(34 917.96497),(35 913.7061),(36 926.0381),(37 914.0851),(38 920.82825),(39 921.41986),(40 913.38104),(41 916.89746),(42 918.61896),(43 917.5625),(44 923.87756),(45 924.4694),(46 929.61914),(47 926.6167),(48 933.2318),(49 928.5555),(50 934.62665),(51 938.3373),(52 929.99786),(53 927.4723),(54 921.8751),(55 915.085),(56 916.67615),(57 920.6681),(58 929.0277),(59 929.2816),(60 927.607),(61 925.0437),(62 916.8945),(63 919.33026),(64 920.6544),(65 923.2514),(66 922.20465),(67 931.70856),(68 927.91595),(69 933.9479),(70 943.62366),(71 944.9056),(72 939.34894),(73 934.67944),(74 933.18915),(75 923.76953),(76 925.82733),(77 922.98553),(78 921.7441),(79 922.4725),
(1 428.2505),(2 570.99414),(3 650.1305),(4 686.6204),(5 703.25244),(6 727.65814),(7 732.8654),(8 753.4915),(9 762.2929),(10 763.1054),(11 782.8846),(12 792.45166),(13 807.6225),(14 814.0892),(15 820.9264),(16 837.32544),(17 843.84796),(18 856.78064),(19 869.39154),(20 864.04803),(21 881.03796),(22 890.7192),(23 891.70294),(24 896.9442),(25 907.7172),(26 915.26404),(27 922.92487),(28 919.90424),(29 904.5224),(30 899.1015),(31 893.22394),(32 893.0794),(33 892.8556),(34 898.21533),(35 899.7601),(36 903.7552),(37 903.46564),(38 911.55054),(39 913.8944),(40 915.2159),(41 915.66254),(42 908.2611),(43 910.15826),(44 913.2522),(45 915.7479),(46 922.88696),(47 921.09924),(48 933.9176),(49 932.24866),(50 942.5294),(51 947.2829),(52 943.11224),(53 939.5486),(54 930.26447),(55 931.06635),(56 936.0969),(57 943.39716),(58 954.4386),(59 948.66516),(60 952.79895),(61 951.0296),(62 940.53644),(63 950.4681),(64 942.9402),(65 944.65063),(66 947.27576),(67 951.7816),(68 953.0688),(69 948.6692),(70 945.56824),(71 946.35297),(72 950.1225),(73 941.83154),(74 939.4486),(75 938.1752),(76 925.4789),(77 926.0415),(78 935.0179),(79 933.51996),
(1 425.5858),(2 555.12573),(3 627.3546),(4 668.6188),(5 692.0464),(6 712.03033),(7 719.2661),(8 735.9141),(9 741.17),(10 761.9051),(11 784.0574),(12 787.49194),(13 809.22455),(14 820.96954),(15 835.9234),(16 837.81976),(17 837.1592),(18 848.5844),(19 856.5596),(20 853.7173),(21 861.3282),(22 870.2548),(23 868.94037),(24 883.22845),(25 883.4537),(26 891.625),(27 899.5859),(28 898.5561),(29 886.7902),(30 883.6592),(31 883.00653),(32 879.2211),(33 879.1055),(34 876.50134),(35 871.84766),(36 874.2816),(37 879.5609),(38 874.46136),(39 885.57983),(40 890.2301),(41 898.41693),(42 889.08575),(43 894.7311),(44 899.4474),(45 909.41565),(46 909.65985),(47 912.37823),(48 922.2905),(49 912.069),(50 908.65027),(51 916.3979),(52 931.768),(53 927.3297),(54 932.27527),(55 933.1667),(56 931.4949),(57 933.2943),(58 931.33325),(59 926.46643),(60 923.57025),(61 919.5552),(62 906.285),(63 913.3691),(64 916.34845),(65 918.0656),(66 913.65436),(67 922.04614),(68 921.09985),(69 923.72845),(70 925.1216),(71 926.217),(72 923.3165),(73 920.269),(74 920.04156),(75 920.15216),(76 910.83466),(77 901.1884),(78 908.51825),(79 903.16534),
(1 409.6043),(2 548.32983),(3 619.83374),(4 663.19934),(5 698.8481),(6 720.9148),(7 723.0313),(8 727.55316),(9 729.25635),(10 747.25415),(11 771.4803),(12 779.29596),(13 782.6229),(14 794.8595),(15 806.0695),(16 818.3129),(17 829.3918),(18 840.4643),(19 854.4919),(20 861.07153),(21 859.1417),(22 865.2651),(23 864.1531),(24 870.5219),(25 876.3871),(26 883.838),(27 888.2179),(28 879.8435),(29 877.2699),(30 866.70325),(31 858.83936),(32 852.24945),(33 860.33075),(34 860.37067),(35 858.54865),(36 874.0245),(37 888.75934),(38 878.5831),(39 884.58606),(40 886.8938),(41 886.5898),(42 885.1789),(43 893.5635),(44 893.17706),(45 900.1776),(46 906.13336),(47 902.2353),(48 912.6865),(49 923.39905),(50 922.9031),(51 930.83905),(52 931.4197),(53 921.0139),(54 919.5987),(55 910.8944),(56 904.7091),(57 905.6056),(58 913.0333),(59 919.8893),(60 914.6763),(61 913.2132),(62 912.65247),(63 918.3197),(64 915.5361),(65 909.2321),(66 908.629),(67 905.5793),(68 902.7322),(69 898.48175),(70 901.0852),(71 906.8671),(72 904.3441),(73 900.1365),(74 899.01337),(75 898.3069),(76 893.19006),(77 884.93787),(78 901.1529),(79 899.49945),
(1 396.71738),(2 537.6243),(3 607.3004),(4 642.7199),(5 669.2814),(6 698.2215),(7 710.65497),(8 715.8007),(9 722.57007),(10 734.193),(11 746.8309),(12 751.7983),(13 759.59045),(14 766.82874),(15 785.7339),(16 796.07416),(17 802.4909),(18 807.28705),(19 820.5384),(20 822.10516),(21 826.55054),(22 836.782),(23 833.9052),(24 840.77484),(25 849.67804),(26 863.2129),(27 862.8216),(28 852.4643),(29 849.9226),(30 840.4493),(31 835.50775),(32 834.1734),(33 850.3179),(34 848.9179),(35 849.7614),(36 844.7884),(37 850.79675),(38 852.1528),(39 858.1601),(40 866.30066),(41 867.5904),(42 862.14),(43 875.91766),(44 876.1757),(45 889.4047),(46 899.1608),(47 906.2469),(48 918.5542),(49 931.24554),(50 926.1465),(51 936.02545),(52 933.3182),(53 935.9736),(54 934.8991),(55 928.9624),(56 927.8618),(57 928.8252),(58 927.15717),(59 925.5145),(60 915.20264),(61 911.8083),(62 914.30945),(63 919.4588),(64 913.48694),(65 898.01337),(66 895.83856),(67 897.29724),(68 894.2317),(69 893.10455),(70 897.7303),(71 894.0561),(72 891.2556),(73 887.57697),(74 886.3937),(75 881.2542),(76 874.65405),(77 870.64764),(78 879.97815),(79 883.47644),
(1 392.55),(2 521.73395),(3 597.8647),(4 638.9525),(5 660.842),(6 679.0059),(7 692.68243),(8 703.29346),(9 702.692),(10 717.51776),(11 733.009),(12 745.87506),(13 752.8625),(14 765.27124),(15 764.7283),(16 766.10455),(17 780.4995),(18 791.667),(19 801.6233),(20 804.73016),(21 800.2359),(22 817.1698),(23 822.00806),(24 833.4189),(25 835.81494),(26 851.7525),(27 853.45154),(28 842.39105),(29 831.72546),(30 832.2769),(31 836.0073),(32 841.0894),(33 849.2017),(34 854.12506),(35 860.185),(36 860.456),(37 861.32434),(38 862.8712),(39 875.4533),(40 877.29126),(41 888.5969),(42 891.27936),(43 891.2273),(44 894.1297),(45 901.9786),(46 912.86945),(47 906.49457),(48 918.2419),(49 914.26825),(50 921.5596),(51 916.2886),(52 913.58356),(53 914.0556),(54 913.74695),(55 919.6825),(56 921.9315),(57 926.5629),(58 926.05817),(59 915.717),(60 915.96704),(61 913.6073),(62 903.9688),(63 898.9636),(64 885.40027),(65 886.54974),(66 879.0984),(67 874.3506),(68 871.8971),(69 867.87384),(70 874.9613),(71 873.26904),(72 862.3676),(73 863.3948),(74 871.437),(75 871.37946),(76 865.4604),(77 862.2349),(78 856.5315),(79 856.06036),
(1 391.43866),(2 517.7505),(3 580.5599),(4 620.34796),(5 642.92566),(6 664.5484),(7 677.01276),(8 681.2064),(9 678.771),(10 683.08295),(11 699.8751),(12 714.87415),(13 726.8173),(14 743.4758),(15 745.6018),(16 747.925),(17 754.16833),(18 767.5454),(19 771.24774),(20 778.1742),(21 777.6806),(22 781.6617),(23 788.0972),(24 783.8613),(25 787.9046),(26 801.5929),(27 812.85114),(28 811.5599),(29 800.07056),(30 800.6618),(31 796.443),(32 805.23126),(33 823.46277),(34 826.21826),(35 831.221),(36 826.38873),(37 836.3355),(38 835.8071),(39 843.48425),(40 844.364),(41 848.117),(42 847.91895),(43 851.89777),(44 858.6163),(45 867.3124),(46 873.78235),(47 879.12317),(48 887.85925),(49 885.7427),(50 879.5676),(51 879.932),(52 876.33044),(53 872.07007),(54 873.346),(55 873.32336),(56 874.634),(57 878.1957),(58 878.3665),(59 873.6433),(60 873.72626),(61 874.55554),(62 868.1587),(63 869.2876),(64 854.65125),(65 849.0139),(66 843.4188),(67 842.26917),(68 832.8999),(69 841.9847),(70 849.30426),(71 856.6315),(72 846.556),(73 850.80615),(74 854.9388),(75 847.99005),(76 846.56335),(77 845.3158),(78 845.87036),(79 840.57007),
(1 382.24078),(2 516.75714),(3 593.6425),(4 626.0173),(5 651.58887),(6 674.81915),(7 677.3226),(8 690.04767),(9 695.769),(10 697.94037),(11 720.78094),(12 729.325),(13 733.3615),(14 745.9484),(15 751.74713),(16 757.3969),(17 765.8817),(18 773.0023),(19 766.2969),(20 771.6332),(21 771.00256),(22 773.88074),(23 779.55194),(24 790.95715),(25 795.84265),(26 800.033),(27 811.0216),(28 812.4908),(29 816.09705),(30 811.9753),(31 810.05963),(32 820.4068),(33 830.23596),(34 835.144),(35 832.9905),(36 828.8575),(37 833.0842),(38 836.64746),(39 847.0573),(40 848.82404),(41 856.4527),(42 851.9406),(43 843.5169),(44 849.4374),(45 856.9476),(46 862.9198),(47 873.0573),(48 886.7112),(49 886.43835),(50 890.8746),(51 888.25415),(52 886.6303),(53 876.6268),(54 868.587),(55 871.40063),(56 877.1238),(57 882.89276),(58 884.90027),(59 882.74854),(60 889.1181),(61 893.5963),(62 893.64154),(63 881.9285),(64 878.46277),(65 873.4247),(66 869.12054),(67 859.84985),(68 858.4415),(69 852.5003),(70 849.44904),(71 848.5778),(72 842.35284),(73 851.722),(74 857.9392),(75 855.5669),(76 855.4379),(77 848.4043),(78 854.08826),(79 856.1069),
(1 370.94534),(2 491.3259),(3 551.1573),(4 591.59076),(5 611.6561),(6 638.5967),(7 638.92377),(8 651.0839),(9 657.12366),(10 662.3507),(11 672.37616),(12 680.3079),(13 694.8361),(14 705.9387),(15 705.701),(16 709.1853),(17 720.96954),(18 730.0609),(19 733.67786),(20 735.77734),(21 740.29584),(22 748.081),(23 751.12933),(24 758.20984),(25 764.6778),(26 768.1115),(27 770.5601),(28 772.8703),(29 769.135),(30 770.5769),(31 764.30096),(32 778.9064),(33 783.337),(34 787.6069),(35 791.95764),(36 804.0239),(37 806.7829),(38 812.16364),(39 812.52985),(40 809.7227),(41 815.19324),(42 818.29065),(43 822.4101),(44 830.38354),(45 830.5624),(46 841.8055),(47 851.90137),(48 863.27625),(49 852.5246),(50 858.9784),(51 860.60077),(52 860.6225),(53 849.7952),(54 847.63153),(55 849.3728),(56 849.80194),(57 850.93976),(58 856.2798),(59 862.6717),(60 852.2317),(61 846.8907),(62 849.5679),(63 841.40283),(64 839.7076),(65 833.96265),(66 843.3076),(67 846.6654),(68 855.1167),(69 862.9191),(70 859.12823),(71 857.21277),(72 847.29297),(73 844.42096),(74 843.5623),(75 851.8381),(76 846.46027),(77 845.2491),(78 854.2717),(79 858.6134),
(1 361.93295),(2 490.65762),(3 550.5284),(4 583.19855),(5 604.3547),(6 617.5253),(7 624.791),(8 636.31415),(9 639.4517),(10 645.0261),(11 659.0544),(12 666.1963),(13 685.2191),(14 687.7518),(15 680.55963),(16 687.4135),(17 700.98047),(18 702.6914),(19 704.9619),(20 707.8143),(21 715.85),(22 721.90466),(23 714.73975),(24 723.2559),(25 738.0707),(26 740.24),(27 746.1899),(28 744.5462),(29 746.40704),(30 740.89026),(31 728.077),(32 726.7675),(33 734.77124),(34 746.17535),(35 754.7071),(36 754.6076),(37 754.9808),(38 751.15717),(39 759.7818),(40 766.48535),(41 776.9838),(42 775.2415),(43 780.62024),(44 789.0478),(45 794.22943),(46 799.754),(47 809.3839),(48 823.356),(49 822.53815),(50 832.7026),(51 833.5031),(52 832.79254),(53 827.4489),(54 829.09015),(55 831.7382),(56 834.4204),(57 838.8877),(58 846.5342),(59 842.63525),(60 834.26465),(61 837.55536),(62 832.4505),(63 831.74066),(64 823.58307),(65 818.74457),(66 813.8507),(67 812.9971),(68 821.09845),(69 825.13245),(70 825.50244),(71 822.9609),(72 811.93115),(73 806.90125),(74 809.7304),(75 812.8443),(76 815.12415),(77 806.90204),(78 799.6235),(79 799.3149),
