1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 118.9038),(2 145.76982),(3 165.58502),(4 175.7442),(5 184.24623),(6 190.36357),(7 194.78493),(8 197.61264),(9 203.77493),(10 205.27469),(11 206.22456),(12 214.35007),(13 217.31905),(14 220.54182),(15 224.29538),(16 224.98746),(17 229.40717),(18 232.6415),(19 228.0369),(20 233.88174),(21 237.1524),(22 236.28302),(23 237.74242),(24 241.69116),(25 241.1429),(26 240.52142),(27 243.8755),(28 241.87273),(29 242.38759),(30 242.37231),(31 242.13646),(32 241.62779),(33 243.2906),(34 241.21448),(35 243.34033),(36 244.1979),(37 242.10988),(38 242.31113),(39 246.02219),(40 243.19562),(41 243.45563),(42 245.69235),(43 243.71085),(44 243.93587),(45 248.47536),(46 245.70834),(47 247.24304),(48 249.43015),(49 248.74214),(50 253.09053),(51 256.58252),(52 256.24377),(53 257.88525),(54 259.96082),(55 260.93176),(56 261.6577),(57 262.69586),(58 260.21936),(59 260.0708),(60 261.58334),(61 261.11386),(62 260.58325),(63 261.22095),(64 258.56357),(65 256.5828),(66 258.23743),(67 259.05603),(68 259.6498),(69 259.748),(70 259.8929),(71 259.47925),(72 256.32446),(73 256.9242),(74 256.56384),(75 257.92044),(76 261.94843),(77 264.77335),(78 272.31577),(79 271.84543),
(1 118.19736),(2 145.89249),(3 165.0567),(4 175.80394),(5 183.07686),(6 188.91856),(7 194.9243),(8 200.39146),(9 205.30275),(10 207.11108),(11 209.91266),(12 218.99388),(13 220.43533),(14 223.3628),(15 228.48831),(16 228.69539),(17 231.6251),(18 235.70372),(19 235.5221),(20 238.62729),(21 241.31268),(22 241.58759),(23 242.74394),(24 245.46582),(25 243.18356),(26 244.69215),(27 246.21709),(28 243.99887),(29 245.20168),(30 246.32376),(31 243.73212),(32 243.78004),(33 245.6364),(34 244.20341),(35 245.68085),(36 248.32715),(37 244.93413),(38 247.3206),(39 249.96823),(40 247.67043),(41 246.5861),(42 248.56923),(43 247.36026),(44 248.72015),(45 249.45161),(46 246.9986),(47 248.95132),(48 251.32317),(49 253.9091),(50 255.58403),(51 256.0723),(52 256.42618),(53 256.35208),(54 259.98816),(55 257.54675),(56 259.69363),(57 260.38522),(58 257.7569),(59 258.58487),(60 260.1092),(61 259.29172),(62 260.4511),(63 260.4094),(64 258.05527),(65 256.92377),(66 259.0623),(67 259.59915),(68 261.3383),(69 261.7442),(70 261.2924),(71 260.78546),(72 262.4277),(73 260.86157),(74 260.31003),(75 261.85535),(76 262.9979),(77 262.1379),(78 268.24622),(79 268.89716),
(1 114.5026),(2 141.66121),(3 162.34824),(4 170.71046),(5 179.0225),(6 186.86395),(7 191.32774),(8 197.43024),(9 203.8054),(10 204.309),(11 208.0636),(12 215.56474),(13 217.67001),(14 222.56017),(15 225.4238),(16 225.20026),(17 226.85223),(18 230.94774),(19 233.46858),(20 233.66042),(21 235.93674),(22 236.84535),(23 239.3122),(24 241.25458),(25 242.5215),(26 244.06526),(27 246.58551),(28 246.47495),(29 246.50021),(30 247.33257),(31 242.61913),(32 243.15482),(33 244.60046),(34 241.3795),(35 242.94275),(36 243.55211),(37 242.38448),(38 245.07512),(39 246.9074),(40 245.2767),(41 243.24664),(42 243.8484),(43 241.87543),(44 241.53293),(45 243.36777),(46 242.86977),(47 245.8115),(48 249.47942),(49 251.8565),(50 254.47157),(51 257.12277),(52 256.78635),(53 255.04669),(54 258.86365),(55 257.3265),(56 257.1699),(57 256.85492),(58 256.87213),(59 256.4757),(60 258.24045),(61 256.6438),(62 257.31546),(63 258.1504),(64 256.70752),(65 255.45424),(66 255.30005),(67 255.79321),(68 255.42445),(69 258.40903),(70 256.88898),(71 256.478),(72 255.78201),(73 256.6368),(74 257.5025),(75 262.94992),(76 262.08377),(77 264.20264),(78 270.06497),(79 269.15897),
(1 112.389694),(2 137.25726),(3 157.78629),(4 168.99242),(5 177.02263),(6 183.7485),(7 189.07849),(8 192.7874),(9 199.24054),(10 199.8866),(11 205.9367),(12 209.61284),(13 213.21835),(14 218.93207),(15 221.77356),(16 221.8331),(17 225.64806),(18 228.00377),(19 230.36191),(20 230.86761),(21 235.48576),(22 235.49442),(23 236.88383),(24 240.26598),(25 240.7667),(26 240.60522),(27 245.35414),(28 241.82526),(29 241.58003),(30 243.51414),(31 239.54202),(32 240.26096),(33 243.07777),(34 240.88672),(35 242.5899),(36 243.03482),(37 240.5267),(38 243.74713),(39 245.26584),(40 243.05298),(41 243.43103),(42 242.08911),(43 240.64714),(44 239.71858),(45 243.59473),(46 241.97676),(47 244.50897),(48 247.9499),(49 249.76877),(50 253.2167),(51 255.29848),(52 254.47186),(53 254.8588),(54 257.0439),(55 257.21317),(56 255.74564),(57 257.86685),(58 255.09483),(59 253.19582),(60 256.61227),(61 256.643),(62 257.27765),(63 257.56937),(64 254.95912),(65 254.59203),(66 254.97342),(67 255.16544),(68 255.64929),(69 257.0023),(70 255.6831),(71 255.6823),(72 255.20596),(73 253.18205),(74 253.08186),(75 258.92563),(76 258.9938),(77 261.01413),(78 266.30652),(79 265.0961),
(1 112.006645),(2 137.62344),(3 158.47322),(4 167.56125),(5 176.39175),(6 182.78073),(7 186.60873),(8 191.09264),(9 196.30223),(10 197.6697),(11 202.50418),(12 205.4157),(13 207.8725),(14 211.2702),(15 216.64534),(16 218.12442),(17 220.34491),(18 225.40855),(19 225.84549),(20 226.99916),(21 232.38988),(22 231.62556),(23 233.75897),(24 237.04906),(25 235.5992),(26 235.74046),(27 239.55434),(28 240.69191),(29 238.57275),(30 239.67453),(31 238.84102),(32 239.56223),(33 242.12349),(34 241.5742),(35 241.29613),(36 239.93042),(37 236.3448),(38 237.68683),(39 239.22038),(40 235.93968),(41 236.36668),(42 237.19786),(43 237.46811),(44 237.8424),(45 238.37415),(46 237.85156),(47 238.67383),(48 241.37073),(49 241.06639),(50 241.88445),(51 246.11244),(52 246.17499),(53 246.41801),(54 247.91068),(55 248.64618),(56 248.0632),(57 248.60333),(58 245.61581),(59 244.93442),(60 248.17035),(61 246.58333),(62 247.72763),(63 249.44504),(64 247.58986),(65 248.09729),(66 253.05423),(67 251.83315),(68 252.10277),(69 254.3393),(70 249.40286),(71 248.77617),(72 249.54218),(73 247.5712),(74 246.74852),(75 248.97675),(76 248.16792),(77 250.96931),(78 256.36685),(79 255.83089),
(1 111.096985),(2 136.40538),(3 156.68056),(4 165.12112),(5 173.41068),(6 180.36806),(7 181.9678),(8 185.43385),(9 189.78589),(10 192.1279),(11 196.40479),(12 199.16844),(13 202.72241),(14 206.00179),(15 211.93298),(16 213.34624),(17 216.35086),(18 220.32703),(19 220.74792),(20 223.05591),(21 228.21703),(22 227.52701),(23 227.84174),(24 230.49886),(25 229.75168),(26 232.4959),(27 236.07933),(28 234.23341),(29 232.51743),(30 233.11903),(31 234.28552),(32 234.34119),(33 233.59076),(34 233.5128),(35 232.00685),(36 234.30067),(37 233.07831),(38 236.049),(39 238.78366),(40 235.1736),(41 235.66667),(42 237.32239),(43 237.92491),(44 238.51108),(45 240.64685),(46 236.9314),(47 239.28195),(48 243.32706),(49 242.55632),(50 242.99792),(51 245.84708),(52 245.75241),(53 246.60529),(54 247.15471),(55 246.15497),(56 244.6767),(57 246.81458),(58 246.37477),(59 246.40976),(60 248.37045),(61 247.84558),(62 248.8914),(63 248.64047),(64 247.16855),(65 246.65234),(66 248.69305),(67 246.34177),(68 248.64337),(69 249.77184),(70 245.88876),(71 245.51518),(72 245.72537),(73 245.25665),(74 247.88177),(75 249.64288),(76 250.28648),(77 251.03505),(78 253.83847),(79 254.32114),
(1 109.90699),(2 135.61523),(3 154.4989),(4 163.20622),(5 170.82191),(6 177.65234),(7 179.07973),(8 183.29143),(9 189.91794),(10 190.75847),(11 192.87724),(12 197.33148),(13 200.78712),(14 204.19485),(15 208.54402),(16 211.25975),(17 215.01149),(18 217.30124),(19 218.24763),(20 219.65157),(21 225.57915),(22 225.97789),(23 227.4122),(24 233.03122),(25 231.15671),(26 231.55516),(27 233.25584),(28 231.02608),(29 230.19165),(30 230.54564),(31 231.60371),(32 232.52895),(33 236.8828),(34 234.70032),(35 235.58617),(36 238.33217),(37 237.34222),(38 239.2979),(39 239.9792),(40 237.3616),(41 236.51337),(42 238.97287),(43 236.85916),(44 236.84673),(45 240.2313),(46 240.3512),(47 240.39424),(48 244.03586),(49 244.07433),(50 244.21056),(51 247.0015),(52 247.97453),(53 248.61833),(54 250.02965),(55 248.80145),(56 246.24706),(57 246.54956),(58 246.24898),(59 244.49341),(60 248.30896),(61 246.66437),(62 247.53735),(63 251.3164),(64 247.57268),(65 246.7072),(66 246.84428),(67 244.85696),(68 243.97739),(69 244.13441),(70 242.58936),(71 241.70479),(72 244.98402),(73 246.03174),(74 247.35434),(75 248.30339),(76 247.9145),(77 250.08995),(78 253.05063),(79 251.1209),
(1 108.13739),(2 133.42358),(3 154.23607),(4 163.26953),(5 169.16966),(6 176.92757),(7 179.5717),(8 183.77618),(9 188.27509),(10 190.24057),(11 194.34901),(12 197.82578),(13 200.73163),(14 205.70184),(15 209.77417),(16 213.0044),(17 215.40887),(18 217.32434),(19 216.6296),(20 218.76335),(21 225.38727),(22 223.84554),(23 225.32071),(24 229.40398),(25 225.65709),(26 226.67363),(27 228.51657),(28 227.58595),(29 227.32826),(30 227.90361),(31 228.18788),(32 229.54846),(33 229.86723),(34 230.56755),(35 230.41272),(36 233.16507),(37 231.71503),(38 233.57907),(39 236.22623),(40 233.64386),(41 233.04132),(42 232.82689),(43 232.0608),(44 231.94322),(45 234.48637),(46 232.09076),(47 233.48486),(48 240.25896),(49 239.29768),(50 242.03044),(51 245.71994),(52 244.36429),(53 244.85533),(54 246.90639),(55 244.61598),(56 244.30544),(57 241.88652),(58 239.71127),(59 240.46721),(60 244.38806),(61 243.70259),(62 244.93744),(63 245.78114),(64 242.43248),(65 239.2966),(66 241.43037),(67 241.23209),(68 242.13065),(69 242.20284),(70 239.3355),(71 237.42471),(72 238.42079),(73 238.10225),(74 238.89546),(75 239.92981),(76 241.38498),(77 244.6464),(78 248.87471),(79 246.3624),
(1 105.714325),(2 129.63324),(3 148.59984),(4 159.80696),(5 164.66953),(6 169.99698),(7 172.88234),(8 177.30779),(9 181.97977),(10 184.0091),(11 187.53943),(12 192.50069),(13 191.54088),(14 195.95662),(15 199.83513),(16 201.37599),(17 205.24069),(18 205.68825),(19 208.054),(20 209.77509),(21 214.7074),(22 215.06583),(23 216.9146),(24 219.899),(25 218.2215),(26 218.09781),(27 219.28978),(28 218.51526),(29 220.12694),(30 221.64005),(31 220.85359),(32 222.17615),(33 221.89702),(34 223.06697),(35 224.77557),(36 226.20602),(37 226.73763),(38 225.69885),(39 227.70815),(40 227.13892),(41 226.48686),(42 229.25461),(43 226.12476),(44 226.4518),(45 226.85962),(46 224.40028),(47 224.46136),(48 231.55016),(49 233.52576),(50 236.15692),(51 237.95317),(52 238.93819),(53 239.8999),(54 240.46661),(55 238.21062),(56 238.80362),(57 238.00314),(58 237.7605),(59 239.4314),(60 240.23256),(61 238.15028),(62 240.84236),(63 239.87772),(64 238.47931),(65 238.44513),(66 240.25342),(67 238.73962),(68 239.94403),(69 241.06335),(70 237.69171),(71 236.3186),(72 239.52501),(73 238.83954),(74 239.76263),(75 240.01392),(76 242.45035),(77 245.44907),(78 252.34624),(79 251.75949),
(1 104.28971),(2 129.21498),(3 149.51231),(4 159.52339),(5 164.60953),(6 171.5003),(7 174.21991),(8 176.44127),(9 184.53998),(10 186.21039),(11 190.84547),(12 195.20583),(13 195.95728),(14 198.8017),(15 204.21051),(16 203.5786),(17 205.83173),(18 206.77896),(19 208.94702),(20 210.49796),(21 215.4993),(22 213.7387),(23 215.5064),(24 218.33464),(25 217.53719),(26 217.47174),(27 219.63503),(28 217.12543),(29 218.46045),(30 219.4522),(31 217.89641),(32 217.9887),(33 220.66737),(34 220.21762),(35 223.66138),(36 225.13286),(37 225.5321),(38 224.6207),(39 225.57645),(40 223.1791),(41 224.5603),(42 223.93808),(43 224.34137),(44 225.768),(45 225.72037),(46 226.30496),(47 228.3741),(48 231.74069),(49 231.04895),(50 231.79404),(51 234.69058),(52 232.57065),(53 237.0404),(54 235.2005),(55 235.24507),(56 234.89362),(57 234.45471),(58 233.82239),(59 233.0676),(60 232.99576),(61 230.6829),(62 233.46251),(63 233.75894),(64 232.59428),(65 231.74236),(66 234.79752),(67 234.20927),(68 234.01881),(69 233.70734),(70 230.93288),(71 228.76122),(72 229.33801),(73 231.41573),(74 234.24791),(75 235.85693),(76 239.43095),(77 240.67169),(78 243.55675),(79 242.05061),
(1 103.04077),(2 126.06613),(3 145.00597),(4 150.89636),(5 156.98196),(6 161.67586),(7 164.98225),(8 168.64308),(9 174.5757),(10 178.1222),(11 181.79398),(12 185.7867),(13 186.62553),(14 190.28766),(15 194.96983),(16 194.03105),(17 197.05588),(18 199.32468),(19 200.47485),(20 202.33353),(21 206.53604),(22 206.34105),(23 208.62036),(24 212.3388),(25 210.30676),(26 211.88747),(27 212.19131),(28 213.64798),(29 214.50345),(30 216.37291),(31 214.58263),(32 213.49693),(33 218.45572),(34 216.16183),(35 217.49382),(36 216.94955),(37 215.34616),(38 216.85709),(39 216.52953),(40 214.54057),(41 215.93343),(42 214.97563),(43 215.15843),(44 214.58774),(45 216.45091),(46 215.97758),(47 219.0514),(48 220.91554),(49 220.67247),(50 223.90802),(51 225.71782),(52 222.45465),(53 227.24272),(54 227.15324),(55 226.58194),(56 227.28253),(57 228.59642),(58 228.50757),(59 227.44188),(60 230.8566),(61 230.54108),(62 230.69785),(63 230.38051),(64 229.15501),(65 228.24086),(66 230.88208),(67 229.44975),(68 229.88913),(69 228.36403),(70 226.00143),(71 222.99756),(72 224.44911),(73 224.32599),(74 226.16112),(75 229.78482),(76 229.66254),(77 231.73206),(78 236.58319),(79 235.74112),
(1 104.316185),(2 125.77393),(3 144.78513),(4 152.33281),(5 158.70882),(6 163.9024),(7 166.76926),(8 172.5032),(9 176.79668),(10 178.60576),(11 181.3215),(12 188.30116),(13 189.21942),(14 191.2418),(15 195.05962),(16 194.99117),(17 198.2998),(18 200.177),(19 201.92062),(20 202.82031),(21 206.12122),(22 207.66583),(23 210.2908),(24 216.29929),(25 215.59244),(26 216.31787),(27 218.68651),(28 219.14088),(29 220.5144),(30 221.84433),(31 219.67699),(32 220.65285),(33 225.10146),(34 223.08),(35 224.59262),(36 224.9509),(37 220.97348),(38 221.61385),(39 221.33257),(40 219.45601),(41 220.581),(42 220.72337),(43 219.5203),(44 218.31526),(45 219.23647),(46 218.67082),(47 219.0648),(48 220.80984),(49 222.19695),(50 223.12949),(51 225.28206),(52 225.55974),(53 228.1794),(54 230.14197),(55 228.224),(56 227.69705),(57 229.729),(58 230.12074),(59 230.75642),(60 233.00949),(61 234.6148),(62 233.66985),(63 233.10434),(64 230.42564),(65 230.04819),(66 234.12102),(67 233.46193),(68 232.84488),(69 231.77429),(70 233.3961),(71 231.67517),(72 230.95316),(73 230.14255),(74 231.94928),(75 232.69609),(76 231.35432),(77 235.37465),(78 242.19975),(79 240.47035),
(1 101.00545),(2 122.90856),(3 142.59102),(4 151.07523),(5 157.64673),(6 163.7377),(7 167.81519),(8 171.80801),(9 176.23329),(10 179.29277),(11 183.57285),(12 187.91846),(13 188.12073),(14 192.14754),(15 193.95642),(16 194.738),(17 196.99484),(18 201.10452),(19 204.47511),(20 205.73232),(21 206.46503),(22 207.76712),(23 209.20677),(24 212.68256),(25 210.92772),(26 210.72873),(27 212.8193),(28 212.4554),(29 215.24577),(30 213.77754),(31 213.66443),(32 214.72276),(33 217.26175),(34 214.60991),(35 217.15987),(36 216.9125),(37 215.147),(38 216.30762),(39 215.72737),(40 211.95842),(41 213.63889),(42 215.60873),(43 213.54778),(44 210.78296),(45 211.00111),(46 211.8422),(47 214.57939),(48 216.44473),(49 216.04457),(50 217.10924),(51 218.96436),(52 217.9543),(53 221.52039),(54 223.55533),(55 220.93605),(56 221.19307),(57 223.49312),(58 221.44603),(59 222.54327),(60 222.42639),(61 222.30394),(62 222.29239),(63 223.10612),(64 221.65877),(65 221.6384),(66 226.2752),(67 224.72115),(68 223.99472),(69 225.39095),(70 224.22531),(71 223.10039),(72 226.56985),(73 223.86003),(74 222.67014),(75 224.56956),(76 225.30711),(77 230.29005),(78 234.27397),(79 234.00397),
(1 97.90326),(2 119.54274),(3 137.85327),(4 147.16953),(5 154.11287),(6 161.10582),(7 166.03882),(8 170.42546),(9 173.70282),(10 175.37955),(11 179.09058),(12 183.75491),(13 185.5428),(14 189.5253),(15 193.09398),(16 193.22823),(17 194.05093),(18 198.83485),(19 198.5532),(20 201.5629),(21 203.75623),(22 202.50378),(23 205.14655),(24 208.04129),(25 206.42068),(26 205.08371),(27 206.71667),(28 208.17604),(29 208.9013),(30 208.2663),(31 206.83586),(32 207.93953),(33 209.13391),(34 208.4315),(35 209.21153),(36 211.45804),(37 212.03534),(38 212.50183),(39 212.92476),(40 211.1149),(41 210.62471),(42 211.79727),(43 211.62741),(44 211.53741),(45 211.8955),(46 210.29063),(47 213.00673),(48 214.60426),(49 212.5594),(50 214.16527),(51 217.82628),(52 214.45975),(53 219.44504),(54 222.0953),(55 221.64479),(56 222.38745),(57 223.83499),(58 223.04108),(59 223.54906),(60 223.19696),(61 224.03845),(62 224.02135),(63 224.47847),(64 222.24776),(65 221.46564),(66 223.77061),(67 222.3056),(68 222.02922),(69 220.33385),(70 219.15718),(71 218.15292),(72 220.99646),(73 219.5782),(74 219.56812),(75 222.6855),(76 221.88971),(77 223.38918),(78 227.75723),(79 228.12662),
(1 97.68507),(2 119.033264),(3 137.76329),(4 146.65813),(5 152.50235),(6 159.91928),(7 164.70317),(8 166.96248),(9 172.54478),(10 174.10031),(11 176.66461),(12 182.0567),(13 183.4124),(14 184.39774),(15 186.95277),(16 187.29463),(17 188.57545),(18 191.2998),(19 192.21199),(20 194.85161),(21 198.88696),(22 198.04025),(23 201.48895),(24 203.41934),(25 202.83786),(26 203.18427),(27 204.86276),(28 205.32939),(29 205.71281),(30 207.05911),(31 205.81358),(32 206.91455),(33 206.9031),(34 206.75146),(35 206.86935),(36 208.38197),(37 207.02763),(38 207.46156),(39 209.7937),(40 207.86493),(41 207.03181),(42 206.32416),(43 207.55023),(44 207.82056),(45 207.65024),(46 205.79721),(47 207.8402),(48 211.81009),(49 212.24121),(50 212.09889),(51 214.63441),(52 213.33469),(53 214.59221),(54 215.88489),(55 217.36595),(56 217.70363),(57 220.8932),(58 220.71785),(59 221.05824),(60 221.30241),(61 223.25839),(62 224.63763),(63 228.52599),(64 228.4622),(65 228.77267),(66 227.79735),(67 227.48798),(68 226.67436),(69 227.61002),(70 227.37042),(71 226.833),(72 228.83871),(73 227.35135),(74 229.7343),(75 231.66885),(76 231.61032),(77 234.38757),(78 240.1242),(79 237.00209),
(1 96.54074),(2 118.2842),(3 133.01718),(4 141.92876),(5 147.22519),(6 152.19131),(7 157.17912),(8 159.51962),(9 163.9791),(10 166.07747),(11 169.30077),(12 171.44731),(13 174.17966),(14 175.57713),(15 178.88826),(16 179.12895),(17 181.92372),(18 184.54756),(19 185.6885),(20 188.93677),(21 191.43143),(22 193.87735),(23 194.87581),(24 198.39099),(25 197.74301),(26 199.62163),(27 202.5109),(28 200.11911),(29 199.91513),(30 200.80937),(31 197.94426),(32 199.24937),(33 201.15314),(34 201.12598),(35 202.20018),(36 201.8831),(37 202.12415),(38 201.97755),(39 203.4815),(40 199.69046),(41 199.70294),(42 200.1271),(43 200.83707),(44 198.81372),(45 200.42809),(46 199.45573),(47 201.08566),(48 205.00807),(49 203.64488),(50 204.16386),(51 204.95618),(52 206.03392),(53 209.49648),(54 209.33842),(55 209.21329),(56 207.93933),(57 209.49442),(58 208.72054),(59 209.77626),(60 211.71431),(61 210.97815),(62 211.95818),(63 212.77846),(64 210.23578),(65 210.57707),(66 211.06438),(67 210.98186),(68 211.78896),(69 210.34966),(70 210.0456),(71 211.01857),(72 210.02159),(73 210.1647),(74 212.5321),(75 213.62917),(76 212.36156),(77 216.11688),(78 222.47235),(79 219.40526),
(1 96.921844),(2 118.49542),(3 135.0243),(4 142.31123),(5 147.52087),(6 153.54187),(7 157.33453),(8 159.8507),(9 165.85863),(10 168.16638),(11 172.54591),(12 176.73346),(13 177.79694),(14 180.87436),(15 183.67644),(16 184.39052),(17 185.23796),(18 188.27156),(19 189.73845),(20 191.20721),(21 193.42677),(22 194.26549),(23 196.65866),(24 198.15576),(25 198.81769),(26 200.73695),(27 203.80168),(28 201.3398),(29 202.33339),(30 202.8687),(31 201.32104),(32 202.91164),(33 202.5006),(34 202.02156),(35 202.40402),(36 203.39288),(37 202.96921),(38 205.68642),(39 206.673),(40 205.76404),(41 206.09213),(42 206.3661),(43 205.54489),(44 204.88528),(45 207.87386),(46 205.48405),(47 207.84242),(48 210.86076),(49 211.06502),(50 210.5225),(51 212.98152),(52 212.89777),(53 214.06458),(54 213.3256),(55 213.30919),(56 215.05504),(57 217.1419),(58 215.24655),(59 216.6409),(60 217.33),(61 216.15915),(62 218.6038),(63 217.9228),(64 216.98044),(65 215.77078),(66 217.53299),(67 215.19296),(68 215.76613),(69 216.53642),(70 215.88834),(71 214.9979),(72 215.6216),(73 216.99158),(74 222.22057),(75 223.11806),(76 224.17957),(77 228.18272),(78 230.53784),(79 233.09386),
(1 94.83905),(2 115.39514),(3 131.07579),(4 136.93123),(5 141.45245),(6 149.20164),(7 151.0211),(8 153.4388),(9 158.3215),(10 158.62967),(11 162.51967),(12 166.18059),(13 167.5478),(14 171.07735),(15 174.9426),(16 174.6425),(17 176.82178),(18 177.68317),(19 178.69147),(20 181.71521),(21 185.38998),(22 186.12189),(23 188.8035),(24 191.8504),(25 191.924),(26 194.04076),(27 196.59865),(28 194.28418),(29 194.96602),(30 196.95113),(31 194.24239),(32 196.27055),(33 197.20578),(34 194.84671),(35 195.6575),(36 196.31598),(37 195.50125),(38 197.59529),(39 198.48251),(40 199.56491),(41 199.79562),(42 199.14082),(43 198.4727),(44 199.22656),(45 200.36691),(46 199.24075),(47 201.2085),(48 201.4638),(49 203.18837),(50 203.43492),(51 206.07097),(52 204.18785),(53 207.23386),(54 208.59663),(55 208.88246),(56 208.0992),(57 209.97684),(58 207.75034),(59 210.02223),(60 212.81596),(61 210.6158),(62 212.20665),(63 211.9066),(64 210.60641),(65 210.1638),(66 212.08737),(67 210.37941),(68 210.24112),(69 211.15596),(70 208.12483),(71 207.89383),(72 209.49287),(73 209.46619),(74 210.42369),(75 212.585),(76 213.22227),(77 216.5028),(78 220.14919),(79 221.89737),
