1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 91879.87),(2 350862.78),(3 750258.7),(4 1259168),(5 1858334.3),(6 2530348.8),(7 3279583.3),(8 4075629.5),(9 4904879),(10 5731578.5),(11 6502820),(12 7209354.5),(13 7846311),(14 8409855),(15 8900506),(16 9339688),(17 9726718),(18 10080033),(19 10391078),(20 10656874),(21 10868900),(22 11013751),(23 11095751),(24 11102752),(25 11037288),(26 10904106),(27 10705476),(28 10453021),(29 10173091),(30 9851976),(31 9502837),(32 9147366),(33 8817071),(34 8532512),(35 8313889.5),(36 8139491.5),(37 8046375.5),(38 7995936),(39 7984439),(40 8009196.5),(41 8048668),(42 8108357.5),(43 8181427.5),(44 8254923),(45 8316055),(46 8356793.5),(47 8362352.5),(48 8341633.5),(49 8301586),(50 8254016),(51 8194985),(52 8127983.5),(53 8047728),(54 7955555),(55 7861085),(56 7764239.5),(57 7675680),(58 7608554.5),(59 7559244.5),(60 7518685),(61 7485756),(62 7474387.5),(63 7477089.5),(64 7492921),(65 7542312.5),(66 7625929.5),(67 7730032.5),(68 7834112.5),(69 7912727.5),(70 7967585.5),(71 8025100.5),(72 8098898),(73 8180316),(74 8266163.5),(75 8339228.5),(76 8381441.5),(77 8388939),(78 8341309),(79 8253006),
(1 81729.88),(2 307920.13),(3 652022.7),(4 1082182.5),(5 1577540),(6 2126380.5),(7 2732601.3),(8 3373642),(9 4044731.3),(10 4704918.5),(11 5337707.5),(12 5931274.5),(13 6491674.5),(14 7009768),(15 7462148.5),(16 7895724.5),(17 8277989.5),(18 8611046),(19 8897901),(20 9117858),(21 9276332),(22 9372155),(23 9404591),(24 9381998),(25 9316617),(26 9222093),(27 9092792),(28 8947702),(29 8790175),(30 8620832),(31 8447369),(32 8288766.5),(33 8164650.5),(34 8086040),(35 8048534.5),(36 8042176.5),(37 8087187.5),(38 8158252),(39 8254519.5),(40 8353154.5),(41 8443381),(42 8530295),(43 8599932),(44 8660533),(45 8711813),(46 8753501),(47 8758243),(48 8744183),(49 8702561),(50 8648673),(51 8584931),(52 8522371),(53 8461828),(54 8384224.5),(55 8298932),(56 8183350.5),(57 8038820),(58 7871456),(59 7688241.5),(60 7505466),(61 7314941.5),(62 7126642.5),(63 6953224.5),(64 6788866.5),(65 6632392),(66 6500665.5),(67 6384962),(68 6272970.5),(69 6175703.5),(70 6103201.5),(71 6086382),(72 6097374),(73 6129978.5),(74 6172424.5),(75 6209933.5),(76 6233620),(77 6230773.5),(78 6194061.5),(79 6128504.5),
(1 77564.44),(2 290040.97),(3 606895.5),(4 993767.94),(5 1421959),(6 1873520.6),(7 2336036.8),(8 2796649),(9 3241526.5),(10 3657734.5),(11 4046612.5),(12 4413268),(13 4748589.5),(14 5057086),(15 5290285),(16 5546413),(17 5766787),(18 5963749),(19 6122619.5),(20 6242511.5),(21 6325919.5),(22 6375207.5),(23 6400450.5),(24 6418580),(25 6433868),(26 6439164),(27 6432793),(28 6421511.5),(29 6409426),(30 6391374),(31 6375794.5),(32 6361034),(33 6354183.5),(34 6371789.5),(35 6402278),(36 6449584.5),(37 6513646),(38 6601620.5),(39 6709104.5),(40 6819584),(41 6927792.5),(42 7041746),(43 7157849.5),(44 7270910.5),(45 7377643.5),(46 7480802.5),(47 7568985.5),(48 7634532),(49 7689762.5),(50 7735757),(51 7781866),(52 7840857.5),(53 7917881),(54 7995916),(55 8091921.5),(56 8182648.5),(57 8276376.5),(58 8363963),(59 8437752),(60 8519129),(61 8594564),(62 8666821),(63 8738348),(64 8756096),(65 8749982),(66 8707105),(67 8608948),(68 8453304),(69 8257388),(70 8036670.5),(71 7805068),(72 7560613),(73 7327410),(74 7107202.5),(75 6915671),(76 6748520.5),(77 6603296.5),(78 6474178.5),(79 6378694),
(1 80619.41),(2 304650.1),(3 642059.94),(4 1050259.4),(5 1491641.8),(6 1939969.8),(7 2376419.3),(8 2788162.3),(9 3170895.3),(10 3516616.3),(11 3815305.5),(12 4075392.3),(13 4291121.5),(14 4466344),(15 4578237),(16 4694555.5),(17 4782573),(18 4855777.5),(19 4925422.5),(20 4983741),(21 5037200.5),(22 5091194),(23 5143449.5),(24 5205713),(25 5277028),(26 5336203),(27 5381537.5),(28 5395796.5),(29 5390698),(30 5349177.5),(31 5285619),(32 5203373),(33 5115997.5),(34 5031802.5),(35 4977992.5),(36 4960503.5),(37 4977276),(38 5041227),(39 5125428),(40 5245775.5),(41 5380680.5),(42 5540272),(43 5709548),(44 5882929.5),(45 6040290.5),(46 6180775),(47 6284138),(48 6352780),(49 6389243.5),(50 6397555),(51 6383573),(52 6362561.5),(53 6337541),(54 6318413),(55 6327930),(56 6357111.5),(57 6412002.5),(58 6493123),(59 6588349.5),(60 6693590),(61 6804304),(62 6922590.5),(63 7025538.5),(64 7102219),(65 7157581),(66 7163393.5),(67 7109169.5),(68 7005732),(69 6872765),(70 6726549),(71 6577895.5),(72 6423015),(73 6281518.5),(74 6150653),(75 6040712.5),(76 5947440.5),(77 5870075.5),(78 5799152),(79 5747481.5),
(1 76614.54),(2 289230.13),(3 607734.2),(4 990625.1),(5 1404056.5),(6 1822748.1),(7 2229139.3),(8 2612078.3),(9 2955866.8),(10 3251492.8),(11 3483544.3),(12 3670584.5),(13 3806823),(14 3902134.5),(15 3959883),(16 4015825.3),(17 4069427.5),(18 4105518.8),(19 4142019.5),(20 4176897.8),(21 4220264.5),(22 4260791),(23 4299337),(24 4337138),(25 4370425),(26 4392969.5),(27 4400333),(28 4394727),(29 4379341),(30 4346639),(31 4303747.5),(32 4247623),(33 4182225.5),(34 4111685),(35 4049489.8),(36 3989475.3),(37 3934570),(38 3897326.3),(39 3893022.8),(40 3898706),(41 3921845),(42 3971104.5),(43 4034424.5),(44 4109200.5),(45 4175255.8),(46 4230044),(47 4265912.5),(48 4287482.5),(49 4283343),(50 4261731.5),(51 4217132.5),(52 4163106.3),(53 4104994.3),(54 4050891),(55 4018700.5),(56 4009117.8),(57 4023225.8),(58 4064510.8),(59 4111096.3),(60 4172267),(61 4232873),(62 4285444.5),(63 4317248),(64 4333554),(65 4323554),(66 4295494),(67 4257020.5),(68 4219881.5),(69 4182676.3),(70 4148094),(71 4110157.8),(72 4070666.8),(73 4040458.8),(74 4016774.5),(75 4014515.5),(76 4025458),(77 4035956.5),(78 4039372.5),(79 4032085),
(1 76109.42),(2 287479.3),(3 602374.06),(4 981248.1),(5 1391264),(6 1808525.6),(7 2206140),(8 2564468.5),(9 2881616.3),(10 3132009.3),(11 3313643.5),(12 3441176.5),(13 3527236.5),(14 3584637.3),(15 3628829.8),(16 3662667.8),(17 3699239.5),(18 3724440.3),(19 3751409),(20 3789295.5),(21 3844521.3),(22 3921425),(23 4015300),(24 4115994.3),(25 4217542.5),(26 4313857.5),(27 4396781),(28 4463925.5),(29 4516935.5),(30 4543809),(31 4543670.5),(32 4527003.5),(33 4492171),(34 4440709),(35 4398678),(36 4356424),(37 4326610.5),(38 4314350),(39 4328781),(40 4351170.5),(41 4389407.5),(42 4439132.5),(43 4497681),(44 4558816),(45 4616811),(46 4664524.5),(47 4693158),(48 4699533.5),(49 4674583),(50 4618478),(51 4528102.5),(52 4423009.5),(53 4308764.5),(54 4197187.5),(55 4095460.5),(56 4010420.8),(57 3936653.3),(58 3890111.8),(59 3868352.3),(60 3861047.5),(61 3865261),(62 3877947),(63 3911205.5),(64 3957688.8),(65 3996026.8),(66 4035653.3),(67 4068435.3),(68 4094920.8),(69 4109565.3),(70 4115802.3),(71 4119254.5),(72 4113045.3),(73 4098079.8),(74 4076353.8),(75 4058294.3),(76 4045527.8),(77 4039208.5),(78 4031389.3),(79 4031925.8),
(1 73735.97),(2 280281.34),(3 586557.25),(4 948852.2),(5 1335325.5),(6 1721115.4),(7 2079952.3),(8 2397252.3),(9 2661132.5),(10 2861782.3),(11 2998605.5),(12 3082713.3),(13 3132045),(14 3156334),(15 3168827.3),(16 3163642),(17 3154767.5),(18 3134876.3),(19 3113770),(20 3087260.3),(21 3057142.8),(22 3024032.5),(23 2993005),(24 2960056.3),(25 2941880.5),(26 2945039.5),(27 2970219.8),(28 3016414),(29 3074021.3),(30 3134555),(31 3195004.3),(32 3256408),(33 3324837.8),(34 3393451.8),(35 3467241.3),(36 3538944),(37 3611363),(38 3688165.3),(39 3771089.3),(40 3863087),(41 3946106),(42 4022142.5),(43 4086794.3),(44 4143514.8),(45 4174253.8),(46 4180709.8),(47 4159300.3),(48 4104176),(49 4016429.5),(50 3906627.5),(51 3776962.5),(52 3649146),(53 3517829.5),(54 3384932.3),(55 3264931),(56 3170933.8),(57 3109528.8),(58 3076613.3),(59 3068096),(60 3066506),(61 3080014),(62 3111181.3),(63 3165809.5),(64 3236081.5),(65 3338133.8),(66 3452864.5),(67 3572547.8),(68 3675719.8),(69 3755076.8),(70 3821953.8),(71 3857540.3),(72 3860697),(73 3838036.3),(74 3799097),(75 3745849.3),(76 3700646.8),(77 3658158.5),(78 3619467),(79 3596281.3),
(1 58159.633),(2 216491.63),(3 445706.72),(4 714505),(5 1001509.8),(6 1291099.1),(7 1564842.6),(8 1804770.1),(9 1995261.5),(10 2135897.3),(11 2234607),(12 2300673.5),(13 2348164),(14 2383588.8),(15 2404903.8),(16 2430970.3),(17 2456719.5),(18 2481776),(19 2509640.8),(20 2534518.8),(21 2558104),(22 2574893.8),(23 2593314),(24 2607400.5),(25 2618560),(26 2630359.8),(27 2636857),(28 2636848),(29 2632823.3),(30 2630519.8),(31 2630308.5),(32 2637372.8),(33 2656703.3),(34 2682485),(35 2708338),(36 2733965),(37 2748397),(38 2759540),(39 2771282),(40 2780471.5),(41 2783436),(42 2774760.3),(43 2767004.5),(44 2751382.8),(45 2725660),(46 2686811.3),(47 2646172),(48 2600237),(49 2550300),(50 2504250.8),(51 2461553.8),(52 2433246),(53 2419905),(54 2415367),(55 2425395.5),(56 2458934.8),(57 2509405.8),(58 2564501.3),(59 2614199.3),(60 2651553.5),(61 2670384),(62 2678637.5),(63 2683133),(64 2687284),(65 2686326.8),(66 2689173.5),(67 2696882.5),(68 2710159),(69 2734639.5),(70 2767494.3),(71 2801455.3),(72 2820357),(73 2828084.8),(74 2824338.8),(75 2811854),(76 2796476.3),(77 2776089),(78 2747390.5),(79 2714786),
(1 56680.055),(2 209453.73),(3 431454.88),(4 693675.8),(5 976292.2),(6 1256907.1),(7 1517023.4),(8 1743956.3),(9 1932506),(10 2075698),(11 2174784),(12 2243568.5),(13 2293326),(14 2336477.3),(15 2367712),(16 2405565.3),(17 2440749.3),(18 2474340),(19 2500205.3),(20 2515449.5),(21 2529462.5),(22 2541354.8),(23 2557337.3),(24 2573172.8),(25 2576797),(26 2567944.8),(27 2553481.5),(28 2533919.5),(29 2515307),(30 2499359.5),(31 2488975.5),(32 2493164.5),(33 2514950),(34 2538574.5),(35 2559512.3),(36 2572886),(37 2580347.3),(38 2582007.3),(39 2594284),(40 2592267),(41 2589961),(42 2588536.5),(43 2588036.8),(44 2587864.3),(45 2584048),(46 2571937),(47 2560030.8),(48 2548688.3),(49 2529765),(50 2508680.3),(51 2486076.3),(52 2464924.3),(53 2449238),(54 2441701.5),(55 2453958.5),(56 2482918.5),(57 2529651.3),(58 2580391.5),(59 2629202),(60 2671384.3),(61 2705036.8),(62 2728829),(63 2736439.3),(64 2742699),(65 2721331.5),(66 2685962.5),(67 2644694.5),(68 2609966.3),(69 2593270),(70 2595051.5),(71 2604865.3),(72 2622984),(73 2645275.5),(74 2672172.5),(75 2695363.8),(76 2712675.5),(77 2718927),(78 2713576.5),(79 2712982),
(1 55373.484),(2 206935.88),(3 426068.38),(4 681498.94),(5 952598.25),(6 1215866.1),(7 1455622.1),(8 1670162.1),(9 1852213.4),(10 2001218.1),(11 2117564),(12 2213339.8),(13 2295800.8),(14 2360604),(15 2409700),(16 2443589.8),(17 2469011.5),(18 2488205.5),(19 2496218),(20 2499097.5),(21 2497730.3),(22 2494311.8),(23 2488798.8),(24 2485814.5),(25 2476984.8),(26 2469015),(27 2468724.8),(28 2473031.8),(29 2485536.3),(30 2501142),(31 2515877.5),(32 2528648.3),(33 2535148.8),(34 2520202),(35 2489946.5),(36 2453290),(37 2417424.5),(38 2392033),(39 2375212.3),(40 2376027.8),(41 2395717),(42 2413429.8),(43 2431041.5),(44 2451268.5),(45 2466391.5),(46 2475735.8),(47 2487428.3),(48 2505029.5),(49 2521117.5),(50 2537825.3),(51 2554287),(52 2567047.3),(53 2571454),(54 2571865.5),(55 2567108.3),(56 2564091.3),(57 2563745.3),(58 2555760.8),(59 2541407.3),(60 2522025),(61 2495433.3),(62 2462764),(63 2429291.3),(64 2407550.8),(65 2384599),(66 2366541.8),(67 2355528.8),(68 2359005.5),(69 2370435.3),(70 2384233.5),(71 2394985.3),(72 2403007.3),(73 2414007.3),(74 2427438.8),(75 2439779.5),(76 2457884),(77 2487631.3),(78 2532120.8),(79 2595412.8),
(1 49702.207),(2 185138.86),(3 380766.75),(4 610264.56),(5 852521.2),(6 1080526.5),(7 1280808.6),(8 1447916.4),(9 1579450.8),(10 1688087.5),(11 1778632.9),(12 1861753),(13 1938320.9),(14 2003139),(15 2051977.4),(16 2098543.5),(17 2141564.8),(18 2168592),(19 2180861.8),(20 2177801.8),(21 2161783.8),(22 2129570.5),(23 2087942.4),(24 2046114),(25 2009015.8),(26 1980422),(27 1973547.9),(28 1977432.9),(29 1995499.3),(30 2020527.1),(31 2046636.6),(32 2065091),(33 2063387.6),(34 2036272.5),(35 1993072),(36 1938493.5),(37 1882776.6),(38 1838389.8),(39 1795992.5),(40 1778920.9),(41 1788585.8),(42 1816736.3),(43 1862413.6),(44 1913332.5),(45 1959037.3),(46 1991146.5),(47 2012355.4),(48 2020005.8),(49 2010383.5),(50 1981483),(51 1938136.6),(52 1880531.9),(53 1816261.4),(54 1760498.3),(55 1712724.8),(56 1682648.8),(57 1664829.5),(58 1652863.1),(59 1651680.9),(60 1655055.9),(61 1662196.1),(62 1673129.4),(63 1685114.5),(64 1699317.5),(65 1720864.3),(66 1749692),(67 1782363.4),(68 1812297.4),(69 1833268.3),(70 1838580.1),(71 1837697.9),(72 1834256.8),(73 1826033.5),(74 1820275.6),(75 1818293.6),(76 1823648.9),(77 1834880.3),(78 1860520.9),(79 1901348.4),
(1 46995.88),(2 176318.06),(3 363148.25),(4 580302),(5 807454.94),(6 1024663.25),(7 1216220.1),(8 1379393.1),(9 1510159.9),(10 1615286.5),(11 1699389),(12 1761518.8),(13 1805564.1),(14 1841033),(15 1863176.9),(16 1888484.5),(17 1916748.3),(18 1941939.1),(19 1955850),(20 1947675.5),(21 1917708.9),(22 1870678),(23 1809336.8),(24 1740604.8),(25 1675105.1),(26 1623266.5),(27 1593533.5),(28 1579456.9),(29 1581682.5),(30 1600487.9),(31 1627916.3),(32 1655730.8),(33 1673953),(34 1676319.3),(35 1669100),(36 1654518),(37 1641953),(38 1629549.1),(39 1611057.8),(40 1600049.6),(41 1595815.6),(42 1595697.8),(43 1603032),(44 1614045.5),(45 1623616.3),(46 1636038.5),(47 1651000.9),(48 1673648.1),(49 1689067.5),(50 1693103.5),(51 1679974.1),(52 1644933.4),(53 1599648.6),(54 1550931.1),(55 1502513.8),(56 1462161.9),(57 1434481.3),(58 1420138.4),(59 1412207.6),(60 1405369.5),(61 1400972.4),(62 1403216.3),(63 1417226.8),(64 1436342.4),(65 1469217.9),(66 1511105.9),(67 1555333),(68 1594068.8),(69 1623585.8),(70 1644303.4),(71 1666253.9),(72 1693694.1),(73 1717054.5),(74 1732278.3),(75 1733923.8),(76 1723042.4),(77 1709273.6),(78 1702093.6),(79 1708164),
(1 43406.215),(2 158229.38),(3 317842.2),(4 500953.03),(5 688467.4),(6 863842.5),(7 1021483.06),(8 1157709.6),(9 1267417.1),(10 1349619.6),(11 1401140.1),(12 1426360.3),(13 1433923.5),(14 1431988.6),(15 1425316.5),(16 1411239.9),(17 1395623.5),(18 1377007.8),(19 1355158.9),(20 1330575.5),(21 1307757.6),(22 1286044.3),(23 1261710.5),(24 1238900.6),(25 1219345.9),(26 1204524.9),(27 1196593.5),(28 1188159.4),(29 1184855.9),(30 1193546.5),(31 1213781.9),(32 1245505.3),(33 1288622),(34 1331862.5),(35 1370469.9),(36 1400102.4),(37 1427906.3),(38 1454803.5),(39 1477714.3),(40 1495138),(41 1503431.9),(42 1502891.9),(43 1496517.4),(44 1493141.6),(45 1490146.5),(46 1491703.5),(47 1495409.5),(48 1504512.5),(49 1513901),(50 1524319.1),(51 1530628.1),(52 1526875.5),(53 1512342.8),(54 1488925.8),(55 1457375.5),(56 1423335.9),(57 1389681.4),(58 1360779.1),(59 1337715.6),(60 1319682.8),(61 1312524),(62 1311083.9),(63 1318555.5),(64 1330100.9),(65 1351896.3),(66 1379437.6),(67 1409361.3),(68 1436732.9),(69 1458784.5),(70 1474787.9),(71 1486942.9),(72 1492778.8),(73 1494798.6),(74 1491088.5),(75 1482819.6),(76 1475163.4),(77 1475423.9),(78 1484449.1),(79 1497134.5),
(1 45711.957),(2 162735.75),(3 320551.9),(4 494426.84),(5 664240.7),(6 817795.1),(7 950496.2),(8 1059306.6),(9 1140011.6),(10 1189573.4),(11 1215090.3),(12 1227018.5),(13 1233635.9),(14 1237645.8),(15 1241574.8),(16 1244449.9),(17 1247955.4),(18 1251931.1),(19 1257041.1),(20 1262117.8),(21 1263718.9),(22 1257433.3),(23 1245004.9),(24 1234369.6),(25 1229083.9),(26 1234824.5),(27 1246732.4),(28 1259907.3),(29 1269108),(30 1278295.4),(31 1287056.4),(32 1295836.5),(33 1304681.8),(34 1309298.1),(35 1311284.8),(36 1311496.1),(37 1311139.5),(38 1309339.8),(39 1302986.6),(40 1299080.1),(41 1286392.5),(42 1268700.8),(43 1248654.4),(44 1230022),(45 1206289.8),(46 1183102.8),(47 1165622),(48 1158640.3),(49 1160494.3),(50 1175095.1),(51 1193856.1),(52 1210322.5),(53 1226493),(54 1241201.6),(55 1246390.6),(56 1245214.6),(57 1237739.3),(58 1225050.6),(59 1210467.8),(60 1191660.1),(61 1179628.8),(62 1175438.9),(63 1180382.4),(64 1184815.3),(65 1201072.4),(66 1218590.3),(67 1233119.5),(68 1242716.6),(69 1246030.1),(70 1243978.3),(71 1233168.8),(72 1220077.1),(73 1210591.3),(74 1193088.6),(75 1170432.5),(76 1146173.8),(77 1128582.1),(78 1126987),(79 1144532.8),
(1 46832.406),(2 168492.33),(3 333746.84),(4 513128.44),(5 686188.7),(6 838420.4),(7 959290.1),(8 1049890.4),(9 1110606.8),(10 1150855.3),(11 1179805.1),(12 1202744.9),(13 1222388.4),(14 1238606.1),(15 1245187.5),(16 1249126),(17 1247573.3),(18 1246099.9),(19 1248399.1),(20 1249247.5),(21 1246452),(22 1234742.8),(23 1220795.3),(24 1210381.9),(25 1212654.8),(26 1226075.5),(27 1243615.3),(28 1263354.5),(29 1280430.4),(30 1294596.8),(31 1306093),(32 1309741.4),(33 1308548.3),(34 1300949.9),(35 1289834.6),(36 1270933.1),(37 1244287.6),(38 1216480.9),(39 1196741.1),(40 1179526.8),(41 1168158.6),(42 1161424.8),(43 1156189.8),(44 1153070.3),(45 1152919.5),(46 1156573.4),(47 1163889.4),(48 1171056.8),(49 1180961.9),(50 1194352.9),(51 1210854.1),(52 1226425.6),(53 1243829.4),(54 1260010.9),(55 1276614.6),(56 1286723.4),(57 1286782.5),(58 1279737.8),(59 1265151.5),(60 1251785.3),(61 1238690.9),(62 1228894.3),(63 1215716.4),(64 1204085.9),(65 1183770.1),(66 1157790.6),(67 1130921.5),(68 1107333.9),(69 1086293.1),(70 1069694.6),(71 1056819.1),(72 1056699.8),(73 1061875.6),(74 1055829.8),(75 1040703.75),(76 1017904.4),(77 994841.3),(78 982901.25),(79 983697.25),
(1 50460.758),(2 181901.58),(3 355076.47),(4 535692),(5 702150.5),(6 841137.7),(7 948242.1),(8 1019121.8),(9 1063079.9),(10 1099689.1),(11 1137125),(12 1173449.4),(13 1205290.6),(14 1232917.5),(15 1256489.9),(16 1271650.8),(17 1284602.5),(18 1293109.6),(19 1300028.1),(20 1301735.8),(21 1291670.8),(22 1271670.3),(23 1247086.3),(24 1222193.1),(25 1204787.6),(26 1192418.5),(27 1180022.1),(28 1164367),(29 1150070.3),(30 1140831.3),(31 1134712.6),(32 1127116.6),(33 1118308.4),(34 1110169.9),(35 1099622.3),(36 1085311.5),(37 1063633),(38 1042829.9),(39 1024697.06),(40 1010369.3),(41 1001100.9),(42 997126.1),(43 995654.9),(44 996379.7),(45 1004095.6),(46 1020058.4),(47 1045670.4),(48 1075539.4),(49 1108102.1),(50 1140929.5),(51 1169005),(52 1195397.3),(53 1216764),(54 1231301),(55 1240465.1),(56 1244736.4),(57 1240456),(58 1225843),(59 1203917),(60 1187311),(61 1173770.3),(62 1159909.4),(63 1141920.3),(64 1132446.6),(65 1107135.5),(66 1077192.8),(67 1049479.9),(68 1025748.7),(69 1009979.8),(70 999958.5),(71 1002511.44),(72 1016974.56),(73 1040286.9),(74 1069475.4),(75 1096338.6),(76 1115263.1),(77 1133984.6),(78 1149276.3),(79 1160041.4),
(1 47481.707),(2 169355.36),(3 329182.88),(4 493426.56),(5 639868.9),(6 759416.4),(7 848794.3),(8 907321.25),(9 943865.7),(10 972410.4),(11 1002031.3),(12 1037405.1),(13 1077672.6),(14 1120334.6),(15 1161190.3),(16 1190227.3),(17 1212295.8),(18 1229532),(19 1246849.8),(20 1252922.3),(21 1248191),(22 1233020.5),(23 1217081.8),(24 1198965.5),(25 1182349.6),(26 1155189),(27 1116076.6),(28 1070570.5),(29 1030016),(30 997827.4),(31 977663.1),(32 965301.25),(33 961347.8),(34 965819.75),(35 973253.44),(36 976595.1),(37 973027.75),(38 963726.56),(39 953924.4),(40 936799.44),(41 920583.6),(42 905329.6),(43 891308.06),(44 877160),(45 868745.9),(46 871436.8),(47 891521.6),(48 922323.6),(49 951600.9),(50 973520.06),(51 995249.44),(52 1017132.06),(53 1034947.75),(54 1052185.4),(55 1065065.9),(56 1071608.9),(57 1068882.3),(58 1057459),(59 1051079.1),(60 1045227.4),(61 1038749.3),(62 1033471.44),(63 1023412.9),(64 1012365.75),(65 988178.1),(66 957316.25),(67 922712.4),(68 887654.25),(69 854310.94),(70 831764.44),(71 827561.5),(72 841830.94),(73 874499.4),(74 927435.75),(75 979747.75),(76 1018211.4),(77 1039193),(78 1039804.8),(79 1024035.2),
(1 43784.71),(2 155170.72),(3 299003.88),(4 440465.13),(5 560922.7),(6 658570.7),(7 734183.75),(8 790920.56),(9 832033.9),(10 865228.4),(11 895405.2),(12 926848.7),(13 960689.2),(14 995850.7),(15 1024943.8),(16 1044509.1),(17 1062577),(18 1074580.8),(19 1085504.5),(20 1090750.3),(21 1094684.3),(22 1097092.3),(23 1099724.3),(24 1095864.9),(25 1083506.9),(26 1055675.8),(27 1018431.94),(28 977348.25),(29 938894.9),(30 903865.75),(31 880552.7),(32 868743.94),(33 865188.94),(34 870342.5),(35 881549.44),(36 897723.94),(37 912647.44),(38 925011.8),(39 932153.44),(40 936568.3),(41 936798.9),(42 928570.7),(43 918051.7),(44 905354.8),(45 896762.4),(46 895437.5),(47 903625.8),(48 919152.8),(49 935314.2),(50 950526.1),(51 969233.56),(52 986843.06),(53 1002081.6),(54 1016544.25),(55 1024665.56),(56 1028670.2),(57 1026088.6),(58 1016621.94),(59 1003467.94),(60 990731.1),(61 972692.25),(62 951949.6),(63 926219.8),(64 905872.2),(65 884301.5),(66 867360.3),(67 860430.7),(68 863152.5),(69 870392.94),(70 885085.56),(71 900465.75),(72 915887.2),(73 942728.9),(74 980223.1),(75 1018779.4),(76 1045679.06),(77 1056478.9),(78 1054397.6),(79 1039123.6),
