1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 25.483349),(2 29.384014),(3 31.939194),(4 33.76265),(5 35.223125),(6 36.929554),(7 37.74328),(8 38.721775),(9 39.70257),(10 40.172165),(11 40.689404),(12 40.87115),(13 41.550716),(14 41.996273),(15 42.028324),(16 42.434658),(17 42.99947),(18 43.532818),(19 44.24665),(20 45.05429),(21 45.37682),(22 45.352825),(23 45.04456),(24 44.816734),(25 45.21938),(26 45.178017),(27 44.150085),(28 44.37663),(29 44.46912),(30 44.494656),(31 44.70545),(32 44.318844),(33 44.72265),(34 44.853252),(35 44.6449),(36 44.751568),(37 44.511562),(38 44.82126),(39 44.66836),(40 44.832104),(41 44.383003),(42 44.53099),(43 43.977337),(44 44.15773),(45 44.102524),(46 44.28744),(47 44.180515),(48 44.696526),(49 44.565025),(50 44.93905),(51 45.5573),(52 45.457867),(53 45.6379),(54 45.86032),(55 45.729015),(56 45.89254),(57 45.889576),(58 45.60721),(59 45.663376),(60 45.8756),(61 45.78489),(62 46.14761),(63 45.880363),(64 45.908993),(65 46.049488),(66 46.256866),(67 46.968857),(68 46.47131),(69 46.432537),(70 46.387257),(71 46.24293),(72 46.259903),(73 46.482307),(74 46.636425),(75 46.189747),(76 45.911026),(77 45.969597),(78 46.12842),(79 46.19863),
(1 25.414072),(2 29.699898),(3 32.21946),(4 33.67698),(5 35.727345),(6 37.171722),(7 38.45691),(8 39.21176),(9 39.956657),(10 40.696182),(11 40.634502),(12 40.901447),(13 41.32419),(14 41.69151),(15 42.217052),(16 41.973785),(17 42.893772),(18 43.58556),(19 43.798836),(20 44.116924),(21 44.01227),(22 44.06439),(23 43.827255),(24 43.66189),(25 43.746895),(26 43.909374),(27 43.71093),(28 43.787575),(29 43.734943),(30 43.85698),(31 43.96708),(32 44.027637),(33 44.31349),(34 44.076164),(35 44.559742),(36 44.42752),(37 44.23816),(38 44.699913),(39 44.389412),(40 44.50108),(41 44.282158),(42 44.697453),(43 44.411793),(44 44.314087),(45 44.55424),(46 44.402092),(47 44.507355),(48 44.81438),(49 45.169407),(50 45.606705),(51 45.305573),(52 45.8675),(53 45.824112),(54 46.20863),(55 46.114872),(56 46.427685),(57 46.45994),(58 46.53878),(59 45.856228),(60 46.5053),(61 46.359493),(62 46.52681),(63 45.788055),(64 45.358166),(65 45.019836),(66 45.498913),(67 45.76614),(68 45.689907),(69 46.37983),(70 46.029144),(71 46.189453),(72 46.452442),(73 46.218594),(74 46.401524),(75 46.001064),(76 45.307194),(77 45.194614),(78 44.99172),(79 45.250412),
(1 25.125797),(2 29.672163),(3 32.06598),(4 34.108208),(5 35.726883),(6 37.1117),(7 37.911175),(8 39.2022),(9 39.91024),(10 40.287174),(11 40.801506),(12 40.800102),(13 41.361847),(14 41.918552),(15 42.201225),(16 42.38974),(17 43.235123),(18 43.885914),(19 44.413166),(20 45.340305),(21 45.02504),(22 44.76799),(23 44.93247),(24 44.934013),(25 45.039986),(26 44.638046),(27 44.871677),(28 45.188396),(29 45.14098),(30 44.443607),(31 44.41542),(32 44.289932),(33 43.89883),(34 43.79804),(35 43.89121),(36 44.036125),(37 43.852318),(38 44.168686),(39 43.97677),(40 44.10467),(41 43.833622),(42 43.987495),(43 43.940052),(44 44.0422),(45 44.466125),(46 44.47592),(47 44.25896),(48 44.365967),(49 44.807312),(50 45.10717),(51 44.584496),(52 44.94503),(53 45.063824),(54 45.053867),(55 45.002766),(56 45.240887),(57 45.308586),(58 45.23864),(59 45.179207),(60 45.134964),(61 45.186592),(62 45.562645),(63 45.03727),(64 44.754128),(65 44.933414),(66 45.02059),(67 45.125507),(68 45.589554),(69 46.000233),(70 45.64733),(71 46.012444),(72 46.07247),(73 46.0215),(74 46.668987),(75 46.272476),(76 45.68834),(77 46.037388),(78 45.868206),(79 45.776836),
(1 25.070818),(2 29.129562),(3 31.296095),(4 33.673237),(5 35.029465),(6 36.6318),(7 37.80603),(8 38.696995),(9 39.77274),(10 40.33264),(11 40.348545),(12 40.65367),(13 41.091812),(14 41.449516),(15 41.5813),(16 42.396347),(17 43.084156),(18 44.119244),(19 44.27052),(20 44.53264),(21 44.56567),(22 44.161804),(23 44.080734),(24 43.978195),(25 44.374226),(26 44.122623),(27 43.775116),(28 44.23614),(29 43.994396),(30 43.53564),(31 43.402634),(32 43.127678),(33 42.886833),(34 42.524124),(35 42.84075),(36 42.731155),(37 42.79409),(38 43.445515),(39 43.104866),(40 43.540874),(41 43.58299),(42 43.49444),(43 43.732758),(44 44.269543),(45 43.81542),(46 44.151386),(47 44.19697),(48 44.579155),(49 44.734116),(50 45.211975),(51 45.023502),(52 44.8023),(53 45.149452),(54 45.048435),(55 45.04033),(56 45.420326),(57 45.228504),(58 45.69608),(59 45.52748),(60 46.060806),(61 45.9361),(62 45.77475),(63 45.887653),(64 45.94376),(65 45.71751),(66 45.574448),(67 45.542603),(68 46.19647),(69 45.993637),(70 45.94326),(71 46.131996),(72 46.299114),(73 45.863476),(74 45.8383),(75 45.04829),(76 44.646072),(77 45.23744),(78 45.25442),(79 44.625877),
(1 25.549103),(2 29.146599),(3 31.861546),(4 33.573185),(5 35.426727),(6 36.920784),(7 37.883373),(8 38.62994),(9 39.685375),(10 40.174686),(11 40.65687),(12 40.729374),(13 41.40726),(14 41.917904),(15 41.74549),(16 41.705315),(17 42.819473),(18 43.71202),(19 44.01228),(20 44.08353),(21 43.900818),(22 43.937695),(23 44.156105),(24 43.80156),(25 44.080444),(26 43.911995),(27 43.73785),(28 43.63041),(29 43.826523),(30 44.129154),(31 43.445244),(32 43.380814),(33 43.47846),(34 43.5104),(35 43.404434),(36 43.195404),(37 43.57119),(38 43.740017),(39 43.48735),(40 43.39335),(41 43.438023),(42 42.98189),(43 43.6885),(44 43.95144),(45 43.766064),(46 44.26592),(47 44.37802),(48 44.14523),(49 44.752026),(50 44.862835),(51 44.965553),(52 45.271225),(53 45.408348),(54 45.528774),(55 45.412346),(56 45.701393),(57 45.780525),(58 45.768936),(59 45.29442),(60 45.543293),(61 45.73292),(62 45.623722),(63 45.40492),(64 45.653385),(65 45.695335),(66 45.897896),(67 45.83755),(68 46.13631),(69 46.170643),(70 45.89086),(71 45.96472),(72 46.10908),(73 45.72622),(74 46.2712),(75 45.68988),(76 45.821846),(77 45.98231),(78 46.431305),(79 45.53783),
(1 24.9344),(2 28.934914),(3 31.125822),(4 33.140675),(5 35.155823),(6 36.2917),(7 37.70877),(8 38.65621),(9 39.80263),(10 40.23732),(11 40.69021),(12 40.94416),(13 40.986286),(14 41.66306),(15 41.618458),(16 42.112022),(17 42.999218),(18 43.721615),(19 44.005344),(20 43.98394),(21 43.767456),(22 43.705803),(23 44.046246),(24 43.898796),(25 43.47966),(26 43.51494),(27 43.36396),(28 43.276215),(29 43.362545),(30 43.655098),(31 43.132214),(32 43.156677),(33 42.74171),(34 42.780987),(35 42.81874),(36 42.632523),(37 42.927654),(38 42.94051),(39 42.906902),(40 42.7959),(41 42.95918),(42 42.784096),(43 42.933025),(44 43.094795),(45 42.764313),(46 43.05611),(47 42.817184),(48 42.798447),(49 43.257393),(50 43.549114),(51 43.3958),(52 43.596313),(53 43.84369),(54 44.283127),(55 43.52105),(56 44.317722),(57 44.093803),(58 43.73989),(59 43.708057),(60 43.694004),(61 43.804153),(62 43.947365),(63 44.077812),(64 44.16958),(65 44.617413),(66 44.47904),(67 45.091244),(68 44.914116),(69 45.29169),(70 45.06952),(71 45.207108),(72 45.50927),(73 45.429596),(74 45.39568),(75 44.662918),(76 44.744358),(77 44.6821),(78 44.7608),(79 44.35182),
(1 24.864838),(2 28.647182),(3 30.907843),(4 33.037777),(5 34.688644),(6 35.997555),(7 37.111633),(8 38.200928),(9 39.366165),(10 39.900955),(11 40.4384),(12 40.67172),(13 40.83037),(14 41.744167),(15 41.97631),(16 42.232914),(17 43.116535),(18 43.578175),(19 44.099083),(20 44.0594),(21 44.368263),(22 43.769527),(23 43.760315),(24 43.806263),(25 43.833694),(26 44.260166),(27 43.746716),(28 43.84372),(29 43.630077),(30 43.57087),(31 43.666218),(32 42.983387),(33 43.017525),(34 43.092926),(35 42.949852),(36 42.606937),(37 42.7043),(38 42.832966),(39 43.195915),(40 43.124702),(41 43.281456),(42 43.436897),(43 43.643147),(44 43.710346),(45 43.91221),(46 43.82141),(47 44.224285),(48 44.578415),(49 44.595207),(50 44.836525),(51 44.755497),(52 44.997883),(53 45.381035),(54 44.963436),(55 45.27224),(56 45.249863),(57 45.635532),(58 45.319725),(59 45.557808),(60 45.017586),(61 45.192295),(62 45.53869),(63 45.350807),(64 45.332874),(65 45.69784),(66 45.56532),(67 45.53559),(68 45.792072),(69 46.309147),(70 46.04874),(71 45.896645),(72 46.480732),(73 46.145847),(74 46.2584),(75 45.789425),(76 45.549114),(77 45.481987),(78 45.615307),(79 45.344395),
(1 24.544067),(2 28.341604),(3 30.563421),(4 32.43183),(5 34.09251),(6 35.809063),(7 36.69383),(8 37.948112),(9 38.863228),(10 39.5696),(11 40.041454),(12 39.936592),(13 40.353542),(14 40.88834),(15 41.0447),(16 41.303356),(17 41.747204),(18 42.43868),(19 42.809074),(20 42.739853),(21 43.621956),(22 43.05821),(23 42.71275),(24 42.515617),(25 42.923588),(26 43.4245),(27 42.744923),(28 42.8854),(29 42.927635),(30 42.75313),(31 42.848003),(32 42.763897),(33 42.01157),(34 42.208004),(35 42.382683),(36 42.157482),(37 41.75517),(38 42.459293),(39 42.377205),(40 42.5815),(41 42.64123),(42 42.622723),(43 43.077114),(44 43.044754),(45 43.101814),(46 43.180096),(47 43.23656),(48 43.48193),(49 43.984516),(50 43.846252),(51 43.876892),(52 44.608246),(53 44.279644),(54 44.535965),(55 44.587616),(56 44.832478),(57 44.36356),(58 44.843647),(59 44.515205),(60 44.255825),(61 44.686714),(62 44.948368),(63 44.88204),(64 44.42053),(65 44.658417),(66 44.886272),(67 44.68781),(68 45.55552),(69 45.635796),(70 45.898247),(71 45.639088),(72 46.05004),(73 45.314434),(74 45.64148),(75 44.88419),(76 44.79195),(77 44.483944),(78 45.069935),(79 45.126507),
(1 24.155264),(2 28.091568),(3 30.735792),(4 32.31905),(5 33.86842),(6 35.168087),(7 36.026142),(8 37.11281),(9 37.638523),(10 38.72877),(11 39.489685),(12 39.533638),(13 39.78319),(14 40.38488),(15 40.07609),(16 40.791576),(17 41.283573),(18 41.887768),(19 42.898003),(20 42.4484),(21 42.82439),(22 42.197796),(23 42.23631),(24 41.977325),(25 42.037533),(26 42.68409),(27 42.142014),(28 41.848923),(29 41.735233),(30 41.632877),(31 41.940266),(32 41.258915),(33 41.28825),(34 41.66703),(35 41.743793),(36 41.215866),(37 41.33924),(38 41.634727),(39 41.96442),(40 41.74202),(41 42.118477),(42 42.50099),(43 42.040035),(44 42.60568),(45 42.2587),(46 42.73772),(47 42.658737),(48 42.613335),(49 43.36974),(50 43.341793),(51 42.855183),(52 42.992043),(53 43.4131),(54 43.384727),(55 43.039474),(56 42.71645),(57 42.407425),(58 42.577538),(59 42.6508),(60 42.254696),(61 42.311787),(62 43.18373),(63 42.535477),(64 42.332516),(65 42.72879),(66 42.742317),(67 42.946358),(68 43.24093),(69 43.940044),(70 44.0023),(71 43.89072),(72 44.200768),(73 43.727177),(74 44.01659),(75 43.669456),(76 43.486736),(77 43.52816),(78 43.61915),(79 43.83769),
(1 24.39213),(2 28.031752),(3 30.337528),(4 31.824425),(5 33.286407),(6 34.72137),(7 35.581764),(8 36.5986),(9 38.172024),(10 39.09933),(11 39.645756),(12 39.604095),(13 40.193928),(14 41.042274),(15 41.02397),(16 41.226418),(17 42.187637),(18 42.35579),(19 43.32966),(20 43.028114),(21 43.041912),(22 43.2144),(23 42.702766),(24 42.22235),(25 42.35389),(26 42.67404),(27 42.57824),(28 42.670815),(29 42.67234),(30 42.463467),(31 42.652668),(32 42.39161),(33 42.203342),(34 42.210926),(35 41.939213),(36 41.459946),(37 41.962234),(38 42.074123),(39 42.132187),(40 42.201347),(41 41.526188),(42 42.045277),(43 41.74706),(44 41.962746),(45 41.916866),(46 42.42818),(47 42.044323),(48 42.256474),(49 42.739296),(50 42.945087),(51 42.948063),(52 43.42942),(53 43.561638),(54 44.288624),(55 44.116535),(56 44.147964),(57 43.900993),(58 43.811604),(59 43.62272),(60 43.24482),(61 43.016705),(62 43.426517),(63 43.49411),(64 43.7466),(65 43.82104),(66 43.893757),(67 44.22114),(68 43.87926),(69 44.474503),(70 44.204533),(71 44.34943),(72 44.946186),(73 44.448112),(74 44.695023),(75 44.067486),(76 43.817524),(77 43.928005),(78 43.76239),(79 44.11635),
(1 24.251955),(2 27.982267),(3 30.500269),(4 32.117607),(5 33.565105),(6 34.789482),(7 35.92647),(8 36.528046),(9 37.572197),(10 38.60155),(11 38.85957),(12 38.543854),(13 39.586678),(14 40.049225),(15 40.35612),(16 40.590492),(17 41.417442),(18 41.72992),(19 42.029118),(20 41.843742),(21 41.870365),(22 41.973766),(23 41.781307),(24 41.175175),(25 41.22393),(26 41.73047),(27 41.313377),(28 41.158737),(29 41.36078),(30 41.533764),(31 40.970474),(32 41.01351),(33 41.392715),(34 41.090424),(35 40.734272),(36 40.854645),(37 40.970512),(38 41.46485),(39 40.994816),(40 41.221268),(41 40.517284),(42 41.53501),(43 41.40081),(44 41.508293),(45 41.670338),(46 42.246788),(47 42.097435),(48 42.13359),(49 42.056026),(50 42.713898),(51 42.83073),(52 42.797962),(53 43.10964),(54 43.416283),(55 43.027737),(56 42.96729),(57 43.060165),(58 43.451485),(59 42.789818),(60 42.780018),(61 42.71664),(62 43.425873),(63 43.23812),(64 43.467613),(65 43.561424),(66 43.728085),(67 43.69922),(68 43.63885),(69 44.077404),(70 43.94225),(71 43.41417),(72 43.339024),(73 43.346783),(74 43.89173),(75 43.535038),(76 43.136986),(77 43.543312),(78 43.143116),(79 43.446747),
(1 23.7512),(2 27.869028),(3 30.281021),(4 31.848116),(5 33.70396),(6 34.84875),(7 35.879223),(8 36.699203),(9 37.49999),(10 38.798576),(11 38.907066),(12 39.272785),(13 39.485447),(14 40.392162),(15 40.13969),(16 40.16848),(17 41.187466),(18 41.61853),(19 42.388554),(20 42.378754),(21 42.76012),(22 42.747192),(23 42.335415),(24 42.449482),(25 42.570698),(26 42.6207),(27 42.02492),(28 42.197144),(29 42.148663),(30 42.404297),(31 41.914124),(32 41.762035),(33 41.78233),(34 41.39926),(35 41.48739),(36 41.22758),(37 41.196777),(38 41.64337),(39 41.73648),(40 41.76737),(41 41.70546),(42 42.198513),(43 41.671703),(44 42.051083),(45 41.799427),(46 42.194965),(47 41.694004),(48 42.254345),(49 41.78108),(50 42.426964),(51 42.000004),(52 41.980934),(53 42.044907),(54 42.185394),(55 42.41985),(56 42.715973),(57 42.53966),(58 42.86815),(59 42.4293),(60 42.639793),(61 42.13282),(62 42.91875),(63 42.985558),(64 43.132782),(65 42.98355),(66 43.082424),(67 43.44073),(68 43.47322),(69 43.815144),(70 43.826237),(71 43.678253),(72 44.13106),(73 43.891308),(74 44.581497),(75 44.033905),(76 43.84148),(77 43.858265),(78 43.331963),(79 43.374027),
(1 23.804417),(2 28.046478),(3 31.023184),(4 32.332912),(5 33.45915),(6 34.77534),(7 35.825344),(8 36.759487),(9 37.69649),(10 38.541004),(11 38.488617),(12 39.30487),(13 38.956882),(14 39.91257),(15 39.679523),(16 39.801926),(17 40.49369),(18 41.035107),(19 41.316162),(20 41.81697),(21 42.420975),(22 41.797897),(23 41.899033),(24 41.56503),(25 41.53895),(26 41.605354),(27 41.12795),(28 41.02565),(29 41.0035),(30 41.130783),(31 41.173275),(32 40.906425),(33 41.020336),(34 40.65743),(35 40.56591),(36 40.264214),(37 40.299454),(38 41.175022),(39 41.214558),(40 41.238716),(41 41.260185),(42 41.71053),(43 41.64981),(44 41.604774),(45 42.4045),(46 42.47227),(47 42.693207),(48 43.095963),(49 42.6787),(50 42.98361),(51 43.099068),(52 42.934753),(53 42.983612),(54 43.002842),(55 43.04071),(56 43.205166),(57 43.373074),(58 43.373287),(59 42.864185),(60 42.75444),(61 42.858917),(62 43.09492),(63 43.389606),(64 43.546173),(65 43.696228),(66 43.39828),(67 43.88821),(68 43.696983),(69 43.740494),(70 43.790543),(71 43.509285),(72 44.216835),(73 43.780136),(74 43.850243),(75 43.76235),(76 43.13468),(77 43.420044),(78 43.23455),(79 43.244923),
(1 23.594517),(2 27.505577),(3 29.81409),(4 31.481092),(5 33.04833),(6 34.329575),(7 35.30508),(8 36.25292),(9 37.162323),(10 37.855324),(11 37.70319),(12 37.914867),(13 37.97773),(14 38.582268),(15 38.733185),(16 39.204597),(17 40.291096),(18 40.486404),(19 40.71064),(20 40.948334),(21 40.946007),(22 40.649242),(23 40.604378),(24 40.58974),(25 40.65856),(26 41.148067),(27 40.88828),(28 40.649464),(29 40.84655),(30 40.494568),(31 40.458687),(32 40.403152),(33 40.882423),(34 40.50067),(35 40.42482),(36 40.055832),(37 40.76448),(38 40.90436),(39 40.705376),(40 40.925625),(41 40.99862),(42 40.473816),(43 41.011963),(44 41.411),(45 41.63098),(46 41.270145),(47 41.26494),(48 41.274483),(49 41.371063),(50 42.261215),(51 42.029408),(52 42.004265),(53 42.054123),(54 41.884342),(55 42.249653),(56 42.53792),(57 43.053516),(58 42.855583),(59 42.363213),(60 42.136864),(61 41.668644),(62 42.167828),(63 41.98185),(64 41.956882),(65 41.995384),(66 41.829098),(67 41.93606),(68 42.06659),(69 42.25341),(70 42.298645),(71 42.60111),(72 42.61814),(73 42.904926),(74 43.022823),(75 42.517513),(76 42.345547),(77 42.205982),(78 42.168163),(79 41.733223),
(1 23.702908),(2 27.674274),(3 30.292582),(4 32.24468),(5 33.391983),(6 34.65494),(7 35.66154),(8 36.809437),(9 37.213963),(10 37.978867),(11 38.0038),(12 38.168655),(13 38.195663),(14 39.385574),(15 39.180454),(16 39.264454),(17 39.97729),(18 40.474808),(19 41.114296),(20 41.298553),(21 41.38424),(22 41.25849),(23 41.052563),(24 40.94217),(25 41.075165),(26 41.23734),(27 41.114338),(28 41.36699),(29 41.447266),(30 41.06572),(31 41.087257),(32 41.16978),(33 41.32396),(34 40.952892),(35 40.493732),(36 40.276398),(37 41.07401),(38 40.989796),(39 40.997875),(40 40.841866),(41 40.90104),(42 40.838055),(43 40.771442),(44 41.17977),(45 41.37693),(46 40.877853),(47 41.225887),(48 41.429646),(49 41.871002),(50 42.38764),(51 42.144257),(52 42.3991),(53 42.56371),(54 42.484),(55 42.37116),(56 42.65959),(57 42.81473),(58 42.692204),(59 42.561924),(60 42.425777),(61 42.288353),(62 43.15037),(63 42.58747),(64 42.798664),(65 42.75723),(66 43.09459),(67 42.93962),(68 42.977016),(69 42.883694),(70 43.00382),(71 43.392605),(72 43.505165),(73 43.437),(74 43.95871),(75 43.0065),(76 42.769623),(77 43.156994),(78 42.773838),(79 42.849823),
(1 23.590986),(2 27.087767),(3 29.776955),(4 31.65449),(5 32.932625),(6 34.057423),(7 34.94352),(8 36.109943),(9 37.013306),(10 37.75934),(11 38.239727),(12 38.142475),(13 38.31066),(14 39.21377),(15 39.48564),(16 39.65958),(17 40.18932),(18 40.232685),(19 41.098904),(20 41.306976),(21 41.186752),(22 40.891567),(23 40.55041),(24 40.27369),(25 40.398758),(26 40.343895),(27 39.689793),(28 39.79455),(29 40.061428),(30 39.83059),(31 39.973644),(32 39.84164),(33 40.01033),(34 40.104458),(35 40.128872),(36 39.631054),(37 39.92791),(38 40.316418),(39 39.89231),(40 39.439373),(41 39.58909),(42 39.5778),(43 39.504433),(44 39.954945),(45 39.992683),(46 39.685707),(47 40.378113),(48 40.319138),(49 40.727634),(50 41.373604),(51 41.462585),(52 41.240604),(53 41.74939),(54 42.060947),(55 41.86857),(56 42.004654),(57 42.348022),(58 42.14979),(59 42.04116),(60 41.77362),(61 41.81516),(62 42.152004),(63 42.031013),(64 42.301216),(65 42.028893),(66 42.499813),(67 41.978966),(68 41.874638),(69 42.144543),(70 42.345455),(71 42.337975),(72 42.653637),(73 42.11256),(74 42.51511),(75 42.48508),(76 42.11368),(77 42.182552),(78 42.40539),(79 42.57276),
(1 23.176298),(2 26.77722),(3 29.28452),(4 31.079977),(5 32.3128),(6 33.476036),(7 34.544655),(8 35.667786),(9 36.24051),(10 36.89733),(11 37.084217),(12 37.63284),(13 37.73476),(14 38.830322),(15 38.47906),(16 38.936325),(17 39.58828),(18 39.96889),(19 40.29295),(20 40.868954),(21 40.686134),(22 40.204826),(23 40.344658),(24 39.896915),(25 40.38617),(26 40.38702),(27 39.974606),(28 40.155357),(29 40.355686),(30 40.44028),(31 40.384594),(32 40.374866),(33 40.618237),(34 40.711674),(35 40.897774),(36 40.546703),(37 40.70163),(38 40.393852),(39 40.272087),(40 40.17403),(41 40.175438),(42 40.33321),(43 39.981663),(44 40.31368),(45 40.414814),(46 39.985306),(47 40.12748),(48 40.190037),(49 40.318253),(50 40.93782),(51 40.514256),(52 41.110153),(53 41.125443),(54 41.64893),(55 41.541553),(56 41.765587),(57 42.03159),(58 41.61614),(59 41.514523),(60 41.548542),(61 41.228676),(62 41.995804),(63 42.059357),(64 41.95411),(65 42.274746),(66 42.45828),(67 41.978195),(68 42.640903),(69 42.952293),(70 42.809605),(71 42.783813),(72 43.39932),(73 42.938293),(74 42.55842),(75 42.590763),(76 42.214115),(77 42.28257),(78 42.14853),(79 42.122627),
(1 22.731915),(2 26.647076),(3 29.203686),(4 30.771128),(5 32.44186),(6 33.57167),(7 34.35869),(8 35.2729),(9 35.958736),(10 36.76589),(11 36.96873),(12 37.254654),(13 37.33421),(14 37.80022),(15 37.574978),(16 38.079483),(17 39.03538),(18 39.657642),(19 39.76391),(20 40.02926),(21 40.38118),(22 39.958294),(23 39.989372),(24 39.854275),(25 40.16437),(26 39.79572),(27 39.851753),(28 39.84046),(29 40.004482),(30 40.247684),(31 39.840588),(32 39.16375),(33 39.326427),(34 39.18201),(35 39.06733),(36 38.920616),(37 38.987217),(38 39.482788),(39 39.14667),(40 38.744595),(41 39.08398),(42 39.341145),(43 39.348083),(44 39.925056),(45 39.59475),(46 39.74345),(47 40.36881),(48 40.610886),(49 40.417534),(50 40.877724),(51 40.581493),(52 40.923798),(53 40.83184),(54 41.428703),(55 41.273273),(56 41.39183),(57 41.501133),(58 41.55093),(59 41.43193),(60 40.667007),(61 40.840134),(62 41.324055),(63 40.953484),(64 40.838272),(65 41.318275),(66 41.336227),(67 40.959923),(68 41.07767),(69 41.137833),(70 41.350258),(71 41.382385),(72 41.96607),(73 41.886547),(74 41.932743),(75 42.03066),(76 41.94483),(77 41.739666),(78 41.605164),(79 41.392715),
