1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 98929.31),(2 175696.88),(3 179070.39),(4 370665.72),(5 546388.3),(6 618307.2),(7 878761.3),(8 1121797.4),(9 1248442.1),(10 1556484.6),(11 1859105.9),(12 2036394.6),(13 2402938.8),(14 2789540.8),(15 3041900.8),(16 3504452.8),(17 4014474),(18 4354541),(19 4909367),(20 5495757.5),(21 5891613.5),(22 6504763.5),(23 7224536.5),(24 7676736),(25 8383912),(26 9151975),(27 9716160),(28 10527325),(29 11461568),(30 12160568),(31 13155380),(32 14294231),(33 15184099),(34 16282605),(35 17524954),(36 18472272),(37 19657778),(38 21040984),(39 22104910),(40 23374590),(41 24881734),(42 26046832),(43 27425482),(44 28991744),(45 30171128),(46 31472854),(47 32986922),(48 34259588),(49 35610396),(50 37185720),(51 38450692),(52 39821276),(53 41377116),(54 42647684),(55 43966240),(56 45545164),(57 46819788),(58 48145708),(59 49699244),(60 50914572),(61 52228576),(62 53753950),(63 55053428),(64 56247636),(65 57752990),(66 58899360),(67 60175620),(68 61733836),(69 62873044),(70 63990804),(71 65514652),(72 66649844),(73 67641896),(74 68859270),(75 69561180),(76 70103030),(77 71097520),(78 71683650),(79 72205560),
(1 52.855694),(2 69.26563),(3 77.95507),(4 81.651596),(5 85.04382),(6 86.731964),(7 89.13612),(8 91.357216),(9 93.83623),(10 93.68135),(11 94.37493),(12 95.716995),(13 96.376854),(14 97.94195),(15 99.9059),(16 100.7129),(17 100.82302),(18 101.929016),(19 102.698044),(20 102.83702),(21 101.69841),(22 102.50461),(23 104.05868),(24 104.2865),(25 103.8859),(26 104.336426),(27 104.73063),(28 105.24343),(29 106.44393),(30 106.88602),(31 107.32982),(32 106.71294),(33 107.07151),(34 108.21617),(35 110.32105),(36 109.60936),(37 109.46548),(38 110.1854),(39 110.825096),(40 111.5286),(41 112.41874),(42 113.79765),(43 114.75865),(44 115.86674),(45 116.11713),(46 116.05288),(47 116.557915),(48 117.39216),(49 117.70006),(50 117.75768),(51 117.85441),(52 116.849205),(53 116.31141),(54 116.41182),(55 115.7711),(56 116.19947),(57 115.0446),(58 114.94695),(59 115.2037),(60 113.84119),(61 114.32058),(62 114.76714),(63 115.04089),(64 114.71551),(65 114.41408),(66 114.63264),(67 115.01135),(68 114.76955),(69 113.76117),(70 113.683586),(71 114.46248),(72 114.852295),(73 115.9809),(74 116.478874),(75 116.32634),(76 115.57855),(77 116.29106),(78 115.12854),(79 115.00147),
(1 52.964626),(2 68.186295),(3 76.796684),(4 81.08014),(5 83.41745),(6 85.63034),(7 88.850746),(8 91.78854),(9 93.80654),(10 95.3518),(11 95.73556),(12 95.92654),(13 97.215515),(14 98.75971),(15 99.50354),(16 99.925064),(17 100.271904),(18 102.568016),(19 102.610146),(20 102.863754),(21 102.26205),(22 103.41144),(23 104.81436),(24 103.90964),(25 103.69069),(26 104.19843),(27 103.824005),(28 104.49625),(29 104.30884),(30 104.06418),(31 103.80464),(32 104.38733),(33 105.52778),(34 106.14168),(35 106.50159),(36 105.98023),(37 106.60809),(38 107.23759),(39 107.88729),(40 108.41136),(41 109.09742),(42 109.89405),(43 110.509346),(44 110.7045),(45 110.97946),(46 111.42556),(47 111.167336),(48 111.639404),(49 113.37382),(50 113.40946),(51 113.09689),(52 114.145226),(53 114.54793),(54 114.29438),(55 113.902885),(56 114.80582),(57 114.695274),(58 114.15544),(59 114.0129),(60 113.528244),(61 113.56178),(62 113.24852),(63 113.62995),(64 114.236404),(65 113.66694),(66 114.48025),(67 114.04316),(68 114.464294),(69 114.72789),(70 114.62319),(71 115.287254),(72 116.14327),(73 115.768074),(74 115.63478),(75 116.18414),(76 114.98427),(77 115.85414),(78 116.75502),(79 116.654),
(1 52.62499),(2 67.99972),(3 76.21704),(4 80.66781),(5 83.89135),(6 86.79335),(7 89.21822),(8 92.63299),(9 94.549446),(10 95.847984),(11 96.31692),(12 96.68955),(13 96.83642),(14 99.74631),(15 100.55148),(16 101.66508),(17 101.53388),(18 101.024635),(19 101.26657),(20 101.495514),(21 100.72054),(22 101.24998),(23 101.62626),(24 100.98513),(25 101.05549),(26 100.917336),(27 101.46687),(28 102.887),(29 102.547356),(30 102.75613),(31 103.12101),(32 103.09869),(33 103.67644),(34 104.27466),(35 104.818184),(36 104.30929),(37 104.79706),(38 106.586716),(39 108.33786),(40 109.17413),(41 109.27842),(42 109.26129),(43 110.33093),(44 111.519615),(45 112.905876),(46 113.52686),(47 114.058495),(48 114.41066),(49 114.32179),(50 114.34816),(51 114.10424),(52 113.99028),(53 112.527016),(54 113.60289),(55 112.8584),(56 113.70658),(57 113.73962),(58 112.1117),(59 110.93837),(60 111.91426),(61 111.65251),(62 111.47244),(63 111.696815),(64 110.44204),(65 111.16255),(66 110.70159),(67 111.01937),(68 111.01129),(69 111.75219),(70 111.77833),(71 112.582756),(72 111.76288),(73 112.017845),(74 112.84373),(75 112.47397),(76 112.89533),(77 112.034874),(78 113.20034),(79 113.58702),
(1 51.723316),(2 66.4199),(3 73.95861),(4 78.033554),(5 80.6562),(6 83.393394),(7 85.33541),(8 88.8772),(9 89.59961),(10 90.71637),(11 91.245384),(12 91.60893),(13 92.9924),(14 94.091835),(15 95.60611),(16 96.198555),(17 96.46878),(18 96.78135),(19 97.05439),(20 97.01577),(21 97.00645),(22 96.65796),(23 97.78077),(24 97.622086),(25 98.140495),(26 97.854256),(27 98.76249),(28 99.42275),(29 99.89871),(30 100.006134),(31 99.62344),(32 100.04853),(33 100.41644),(34 100.38209),(35 99.94668),(36 100.87736),(37 102.11765),(38 103.23153),(39 103.90744),(40 104.34098),(41 105.9733),(42 106.220505),(43 106.35161),(44 107.40162),(45 108.62632),(46 109.71839),(47 109.38591),(48 109.55678),(49 109.84577),(50 108.60195),(51 109.54649),(52 109.167274),(53 110.5576),(54 110.43361),(55 110.38622),(56 110.49102),(57 110.48331),(58 110.499214),(59 109.93017),(60 110.649315),(61 110.798965),(62 110.773),(63 110.8229),(64 110.56488),(65 109.3546),(66 110.07781),(67 109.979355),(68 110.26667),(69 109.709946),(70 109.86141),(71 110.44164),(72 111.05547),(73 110.6292),(74 110.4127),(75 110.6772),(76 110.830795),(77 111.12193),(78 112.47894),(79 111.572655),
(1 52.16707),(2 67.13492),(3 75.11589),(4 79.18546),(5 81.07049),(6 83.50322),(7 87.083),(8 90.04015),(9 91.6329),(10 93.45108),(11 93.70291),(12 94.83197),(13 95.261406),(14 95.84881),(15 98.296936),(16 99.49712),(17 99.57395),(18 99.17183),(19 99.95844),(20 99.68725),(21 99.773415),(22 101.145294),(23 101.27472),(24 101.23634),(25 100.86322),(26 100.17224),(27 100.22064),(28 99.92325),(29 99.55011),(30 100.34887),(31 100.90337),(32 101.14274),(33 100.87399),(34 101.88268),(35 101.89103),(36 102.75274),(37 103.737076),(38 104.090904),(39 104.743805),(40 105.38901),(41 105.94277),(42 106.8924),(43 107.472694),(44 109.56001),(45 110.733955),(46 110.80994),(47 111.14094),(48 111.122345),(49 112.77685),(50 113.19812),(51 113.89516),(52 113.90681),(53 113.7165),(54 113.048),(55 113.151924),(56 112.09323),(57 112.710495),(58 112.39848),(59 111.80673),(60 112.78403),(61 112.95391),(62 112.76049),(63 112.69642),(64 112.18956),(65 110.87108),(66 112.053604),(67 111.34283),(68 110.90862),(69 111.104454),(70 109.85702),(71 110.97588),(72 110.789536),(73 111.3848),(74 110.51358),(75 111.26418),(76 110.789986),(77 111.38889),(78 111.954384),(79 111.69533),
(1 51.008472),(2 64.65685),(3 72.636826),(4 75.95411),(5 79.42289),(6 82.24515),(7 83.617004),(8 86.7411),(9 87.899994),(10 88.54876),(11 89.17212),(12 90.68747),(13 91.59664),(14 93.66518),(15 94.99552),(16 96.257645),(17 95.739),(18 96.33094),(19 96.67255),(20 96.47646),(21 96.87428),(22 97.798965),(23 98.476974),(24 98.700264),(25 98.31267),(26 97.11175),(27 97.75717),(28 97.22064),(29 96.77659),(30 97.45781),(31 97.91621),(32 98.546326),(33 99.353584),(34 100.54711),(35 100.30854),(36 100.497406),(37 101.50226),(38 102.615456),(39 103.743484),(40 104.063995),(41 104.28673),(42 104.41604),(43 103.453),(44 104.59541),(45 106.07104),(46 107.5919),(47 107.22229),(48 106.379776),(49 107.20914),(50 107.49355),(51 109.146484),(52 108.463196),(53 107.95488),(54 107.92188),(55 106.291084),(56 107.0156),(57 106.18843),(58 105.65515),(59 105.635315),(60 104.475464),(61 104.41422),(62 104.66466),(63 104.14045),(64 104.646255),(65 104.98988),(66 104.74267),(67 104.688484),(68 105.844574),(69 104.35918),(70 105.0593),(71 105.59992),(72 105.87243),(73 106.125336),(74 105.73793),(75 104.84806),(76 103.98543),(77 104.60855),(78 106.6856),(79 105.97033),
(1 50.795826),(2 64.742485),(3 71.66166),(4 75.64961),(5 78.57518),(6 81.71612),(7 83.44892),(8 85.58911),(9 86.86095),(10 88.63548),(11 89.17078),(12 89.75002),(13 90.16363),(14 92.195015),(15 93.12027),(16 93.06686),(17 93.29403),(18 94.508896),(19 94.95633),(20 94.468544),(21 94.29529),(22 94.56135),(23 95.07529),(24 95.30254),(25 95.60972),(26 95.415886),(27 95.86832),(28 95.42558),(29 95.40383),(30 96.207405),(31 96.44216),(32 96.98021),(33 97.395805),(34 98.41059),(35 98.532585),(36 99.59132),(37 100.89823),(38 101.72256),(39 101.97513),(40 102.65444),(41 103.299805),(42 103.506996),(43 104.2289),(44 105.48875),(45 106.26662),(46 105.237274),(47 106.35147),(48 106.40136),(49 107.82047),(50 108.09526),(51 110.14979),(52 108.82326),(53 109.30746),(54 108.60962),(55 108.08815),(56 108.437035),(57 108.76767),(58 108.815994),(59 108.39031),(60 109.06414),(61 108.93793),(62 109.47363),(63 109.22205),(64 109.08398),(65 108.54814),(66 109.459724),(67 109.849266),(68 111.77794),(69 110.62023),(70 110.48304),(71 111.043274),(72 111.6675),(73 112.75094),(74 111.94491),(75 110.525085),(76 109.46238),(77 110.13578),(78 110.69045),(79 110.14099),
(1 50.160984),(2 63.827698),(3 72.3954),(4 75.6615),(5 78.517006),(6 81.24606),(7 83.88533),(8 85.44118),(9 85.18013),(10 87.343925),(11 88.30932),(12 88.78296),(13 89.60454),(14 90.9479),(15 92.91622),(16 94.085884),(17 93.67894),(18 93.25851),(19 93.3343),(20 93.15181),(21 93.46623),(22 94.188576),(23 94.774216),(24 94.03002),(25 95.07001),(26 95.37278),(27 96.139496),(28 96.0372),(29 96.66339),(30 96.35559),(31 95.75406),(32 96.1401),(33 95.794876),(34 96.46746),(35 97.30899),(36 97.2082),(37 98.22712),(38 99.12514),(39 100.98394),(40 101.27309),(41 101.633224),(42 101.15957),(43 102.84863),(44 104.57614),(45 104.89885),(46 104.17722),(47 104.68421),(48 104.68123),(49 103.80176),(50 104.9731),(51 105.99223),(52 105.43455),(53 106.372284),(54 106.069214),(55 106.336555),(56 105.52584),(57 105.51697),(58 105.16478),(59 104.9208),(60 104.96656),(61 104.898155),(62 105.93753),(63 106.24884),(64 105.59239),(65 105.017715),(66 105.379776),(67 105.85126),(68 106.21453),(69 106.01544),(70 105.960526),(71 106.52765),(72 107.19434),(73 108.0549),(74 108.43324),(75 108.91445),(76 108.88304),(77 108.39408),(78 109.88057),(79 110.6515),
(1 49.62695),(2 63.074844),(3 70.98574),(4 74.66838),(5 77.804245),(6 79.6067),(7 82.56593),(8 84.012924),(9 84.40097),(10 85.72958),(11 86.65338),(12 88.341385),(13 88.179985),(14 89.767715),(15 91.25102),(16 91.32693),(17 91.465416),(18 92.2498),(19 91.5937),(20 90.245995),(21 90.137314),(22 91.14522),(23 91.97609),(24 91.01612),(25 91.52078),(26 92.29577),(27 92.52484),(28 92.567764),(29 92.146935),(30 92.39974),(31 93.70298),(32 93.47627),(33 93.58127),(34 94.833786),(35 95.04726),(36 95.77413),(37 96.38144),(38 96.67868),(39 97.38545),(40 97.84172),(41 97.8887),(42 97.44158),(43 98.74837),(44 99.64731),(45 100.058136),(46 101.86573),(47 102.056335),(48 101.65659),(49 101.43999),(50 101.582794),(51 101.94028),(52 102.16807),(53 101.23637),(54 100.783936),(55 100.03837),(56 100.50815),(57 101.11237),(58 100.86309),(59 101.18826),(60 100.90937),(61 101.448685),(62 101.05159),(63 102.08639),(64 102.65372),(65 102.40033),(66 103.65184),(67 103.80885),(68 104.867195),(69 103.49732),(70 104.37268),(71 104.52864),(72 105.38937),(73 104.13106),(74 103.32623),(75 102.901245),(76 103.704636),(77 104.32041),(78 104.9137),(79 105.09227),
(1 50.044773),(2 64.260216),(3 71.42243),(4 75.62287),(5 78.72325),(6 80.8505),(7 83.24694),(8 85.04076),(9 85.181625),(10 86.26748),(11 86.797714),(12 88.09023),(13 89.0956),(14 89.5608),(15 90.36687),(16 92.20557),(17 93.32069),(18 94.469696),(19 94.21247),(20 93.35247),(21 93.740845),(22 93.53812),(23 93.78499),(24 93.24951),(25 93.99303),(26 94.272964),(27 93.97181),(28 93.89448),(29 94.80714),(30 94.20776),(31 94.46738),(32 94.68519),(33 95.400505),(34 94.94803),(35 95.82247),(36 96.35302),(37 96.153625),(38 97.24091),(39 97.27557),(40 98.70484),(41 99.82421),(42 100.305336),(43 101.01112),(44 101.79537),(45 102.12162),(46 103.59187),(47 103.62811),(48 104.34027),(49 105.082596),(50 104.009346),(51 105.338715),(52 105.016106),(53 105.39349),(54 104.65542),(55 105.16532),(56 105.05831),(57 106.542465),(58 107.06332),(59 106.42067),(60 106.09283),(61 106.52501),(62 106.36918),(63 106.03324),(64 106.75753),(65 105.20169),(66 105.119835),(67 105.86499),(68 105.57393),(69 105.1572),(70 105.51189),(71 105.240616),(72 105.33463),(73 104.53853),(74 104.29555),(75 104.28853),(76 104.53076),(77 105.58253),(78 104.70051),(79 104.12118),
(1 48.58914),(2 62.10599),(3 69.61045),(4 73.295815),(5 75.60012),(6 77.94307),(7 79.42653),(8 81.678505),(9 82.08193),(10 83.49183),(11 84.281815),(12 84.54086),(13 85.07402),(14 86.4724),(15 87.07454),(16 88.365845),(17 88.647934),(18 88.98297),(19 88.87768),(20 88.18777),(21 88.455826),(22 88.523705),(23 89.384476),(24 88.60933),(25 89.87491),(26 90.59059),(27 90.10707),(28 90.27025),(29 91.32862),(30 90.057434),(31 91.66919),(32 92.36912),(33 93.09862),(34 93.333626),(35 92.89627),(36 93.55992),(37 93.36532),(38 94.04398),(39 95.08879),(40 95.44716),(41 96.21457),(42 96.2029),(43 96.824524),(44 98.90014),(45 99.80895),(46 99.672676),(47 100.74688),(48 101.66769),(49 101.145195),(50 101.11919),(51 101.643036),(52 100.95393),(53 100.91414),(54 100.397896),(55 100.53216),(56 100.773636),(57 100.15462),(58 99.87771),(59 99.27592),(60 100.403946),(61 100.63739),(62 101.311134),(63 101.40109),(64 102.09002),(65 102.433754),(66 102.42072),(67 102.54527),(68 103.07674),(69 102.99331),(70 103.15927),(71 103.345436),(72 103.38338),(73 104.094925),(74 104.16127),(75 104.21183),(76 104.56339),(77 105.33666),(78 105.959526),(79 106.36572),
(1 48.295624),(2 61.772),(3 68.81591),(4 72.809265),(5 74.956985),(6 77.79128),(7 79.53159),(8 81.1145),(9 82.15421),(10 84.23996),(11 84.45975),(12 85.91283),(13 87.02407),(14 87.35675),(15 88.41904),(16 89.2549),(17 88.73669),(18 88.83849),(19 88.52163),(20 88.60448),(21 88.66013),(22 89.026024),(23 89.31372),(24 89.08451),(25 89.9244),(26 90.63849),(27 90.6263),(28 90.49374),(29 91.3672),(30 90.7675),(31 91.81558),(32 92.29199),(33 93.296036),(34 93.41888),(35 94.33518),(36 94.46933),(37 94.35557),(38 95.55249),(39 95.26342),(40 95.84229),(41 97.169975),(42 97.607834),(43 97.584694),(44 98.1188),(45 98.144875),(46 98.55572),(47 99.1734),(48 100.15317),(49 99.46652),(50 99.83771),(51 99.38956),(52 99.255165),(53 100.45882),(54 99.50954),(55 98.94173),(56 99.60523),(57 99.471886),(58 100.023834),(59 99.4986),(60 99.41336),(61 99.54232),(62 100.21098),(63 99.80571),(64 99.3476),(65 99.717445),(66 99.17342),(67 98.56954),(68 99.46115),(69 99.29821),(70 100.113396),(71 99.359695),(72 99.60832),(73 99.68325),(74 99.725655),(75 99.20132),(76 99.28225),(77 99.13634),(78 99.900986),(79 100.09099),
(1 47.28403),(2 60.022903),(3 67.07643),(4 70.48942),(5 73.18661),(6 75.16345),(7 76.57761),(8 78.49298),(9 78.85113),(10 79.77178),(11 80.9594),(12 82.374435),(13 83.2872),(14 84.20583),(15 85.42211),(16 85.292946),(17 85.8016),(18 86.09),(19 86.69156),(20 86.91608),(21 86.73219),(22 87.60845),(23 88.080925),(24 87.99578),(25 89.235794),(26 89.53544),(27 89.47602),(28 89.23616),(29 89.63775),(30 89.06519),(31 89.32346),(32 89.79496),(33 90.23046),(34 90.83114),(35 91.56022),(36 92.98973),(37 93.25103),(38 94.56569),(39 94.447876),(40 94.37311),(41 94.48519),(42 96.586975),(43 95.49112),(44 95.66537),(45 96.75187),(46 97.7501),(47 98.00584),(48 99.23239),(49 100.12505),(50 101.47),(51 102.27157),(52 101.05911),(53 101.19398),(54 100.74714),(55 100.65843),(56 100.47138),(57 100.32249),(58 100.09576),(59 99.81736),(60 99.43024),(61 100.235725),(62 99.9688),(63 98.79352),(64 99.28641),(65 100.10182),(66 100.031715),(67 99.67499),(68 100.19666),(69 100.17302),(70 100.550186),(71 100.23449),(72 100.584946),(73 100.59418),(74 101.23081),(75 101.17084),(76 101.57493),(77 102.93639),(78 102.89162),(79 101.79837),
(1 46.624184),(2 60.23802),(3 68.03911),(4 71.13518),(5 73.87331),(6 76.19211),(7 77.74742),(8 79.43378),(9 79.48568),(10 81.31604),(11 81.198326),(12 82.207535),(13 84.25862),(14 85.392944),(15 86.2854),(16 86.96234),(17 86.447105),(18 87.183495),(19 87.691284),(20 88.177124),(21 87.35963),(22 87.55923),(23 88.236305),(24 89.44993),(25 90.35873),(26 90.37614),(27 90.624214),(28 90.67405),(29 90.35472),(30 90.64847),(31 91.36226),(32 90.960045),(33 91.64303),(34 91.7274),(35 92.61436),(36 93.17998),(37 92.72355),(38 93.60488),(39 94.18699),(40 94.044464),(41 94.77813),(42 95.54026),(43 95.602295),(44 95.793564),(45 95.788704),(46 96.63808),(47 97.287346),(48 97.89916),(49 98.022095),(50 98.292694),(51 98.22001),(52 97.389656),(53 96.85076),(54 97.22576),(55 98.459785),(56 98.14129),(57 98.43688),(58 98.5228),(59 97.97732),(60 97.10107),(61 96.637375),(62 98.53764),(63 97.60295),(64 97.08886),(65 97.39711),(66 98.14617),(67 97.984085),(68 97.39381),(69 97.520515),(70 97.75377),(71 97.825386),(72 98.51463),(73 99.44992),(74 99.90308),(75 99.799545),(76 99.57583),(77 100.11589),(78 101.95345),(79 101.22007),
(1 47.63768),(2 60.96211),(3 68.10743),(4 71.74579),(5 74.3584),(6 75.994995),(7 77.944664),(8 79.83228),(9 80.84787),(10 82.76006),(11 83.32583),(12 83.79963),(13 84.85328),(14 86.15544),(15 86.21585),(16 86.12308),(17 86.95453),(18 88.73161),(19 88.771065),(20 88.491035),(21 88.25613),(22 88.737976),(23 89.21089),(24 88.326065),(25 88.65877),(26 88.078),(27 88.91347),(28 89.1156),(29 89.176636),(30 89.22474),(31 89.82944),(32 90.304504),(33 91.48572),(34 91.384544),(35 91.99632),(36 94.2879),(37 94.568214),(38 95.583565),(39 95.73772),(40 95.57604),(41 96.51934),(42 98.144066),(43 97.68558),(44 98.56676),(45 99.01356),(46 99.21264),(47 98.82668),(48 99.50778),(49 99.413376),(50 100.62847),(51 100.9918),(52 99.94519),(53 100.13753),(54 99.55529),(55 99.35999),(56 99.631615),(57 99.2821),(58 98.99347),(59 99.98988),(60 100.3927),(61 99.36268),(62 99.26438),(63 98.65441),(64 98.284195),(65 98.277664),(66 98.92103),(67 98.538994),(68 99.044525),(69 98.8613),(70 98.65613),(71 98.352615),(72 98.62428),(73 98.84912),(74 98.799706),(75 98.90699),(76 99.28208),(77 99.42576),(78 101.33723),(79 100.75834),
(1 46.00703),(2 57.78657),(3 65.20007),(4 68.25105),(5 70.48389),(6 72.23167),(7 74.13887),(8 76.25414),(9 77.13819),(10 78.38944),(11 79.49803),(12 79.641205),(13 80.90874),(14 81.00753),(15 81.9304),(16 82.758),(17 82.47724),(18 83.3402),(19 83.05561),(20 84.905075),(21 84.37076),(22 84.16913),(23 84.22904),(24 84.248436),(25 84.688774),(26 84.57416),(27 84.96597),(28 85.42735),(29 85.80193),(30 84.97729),(31 85.63734),(32 85.40973),(33 86.323875),(34 86.69776),(35 87.23205),(36 87.68918),(37 87.950615),(38 89.49664),(39 90.3325),(40 89.815506),(41 90.20008),(42 91.38885),(43 91.27808),(44 92.24081),(45 93.13315),(46 92.708786),(47 93.01489),(48 93.88717),(49 93.94422),(50 93.81427),(51 94.244415),(52 93.44239),(53 94.05396),(54 94.207466),(55 94.77728),(56 95.16051),(57 95.75309),(58 95.06619),(59 95.29264),(60 94.80349),(61 94.74686),(62 94.88496),(63 94.83263),(64 95.276634),(65 95.73775),(66 95.48766),(67 95.22375),(68 95.16233),(69 95.27069),(70 95.12163),(71 95.68061),(72 95.82966),(73 95.37573),(74 95.36116),(75 94.2413),(76 94.34667),(77 95.50504),(78 95.68991),(79 95.76299),
(1 46.52658),(2 58.978943),(3 65.28054),(4 69.19088),(5 70.615074),(6 72.425514),(7 74.95096),(8 76.812515),(9 78.17453),(10 79.177086),(11 79.023895),(12 79.09395),(13 80.30882),(14 81.50628),(15 82.55149),(16 82.64592),(17 82.42591),(18 83.40776),(19 83.976295),(20 84.53584),(21 84.75299),(22 84.59325),(23 85.223785),(24 84.13302),(25 84.84604),(26 86.14663),(27 84.871),(28 84.548904),(29 85.41635),(30 85.77501),(31 85.79823),(32 85.49921),(33 85.9512),(34 86.374916),(35 86.40165),(36 87.24945),(37 88.99992),(38 89.899704),(39 89.90986),(40 89.643326),(41 90.8513),(42 90.619545),(43 91.20239),(44 91.91934),(45 92.00935),(46 92.04424),(47 91.74334),(48 91.86642),(49 92.13636),(50 91.31794),(51 91.89744),(52 91.94256),(53 92.2917),(54 92.78079),(55 93.30455),(56 93.29302),(57 92.77902),(58 92.33802),(59 93.14335),(60 92.48419),(61 92.533356),(62 92.867836),(63 92.06018),(64 92.26468),(65 92.67723),(66 93.07511),(67 93.08789),(68 94.40226),(69 94.00676),(70 95.24833),(71 95.28331),(72 95.080086),(73 96.51015),(74 97.19209),(75 98.241875),(76 97.53436),(77 97.163246),(78 98.96173),(79 99.759575),
(1 45.684418),(2 57.654728),(3 64.47249),(4 68.045815),(5 69.979576),(6 72.275314),(7 74.91663),(8 75.99988),(9 76.51002),(10 77.82054),(11 78.29349),(12 78.69594),(13 80.50072),(14 80.711044),(15 82.17823),(16 82.37775),(17 82.45472),(18 83.53304),(19 85.24269),(20 86.34187),(21 85.589355),(22 86.60678),(23 85.99569),(24 86.09088),(25 87.03105),(26 86.27738),(27 86.58643),(28 86.6374),(29 86.465164),(30 85.82441),(31 86.64481),(32 86.65316),(33 87.6352),(34 87.721176),(35 88.59981),(36 88.50215),(37 89.53173),(38 90.067406),(39 90.832275),(40 90.810715),(41 91.72669),(42 91.94286),(43 90.88195),(44 92.850174),(45 94.04629),(46 94.29216),(47 94.52321),(48 94.71351),(49 94.61339),(50 95.35296),(51 95.379295),(52 94.51178),(53 95.09267),(54 95.53923),(55 96.98777),(56 95.7116),(57 95.17991),(58 93.735634),(59 94.58648),(60 94.566315),(61 94.69244),(62 93.79683),(63 93.53147),(64 93.74477),(65 93.7624),(66 94.14843),(67 93.74723),(68 93.439476),(69 93.347694),(70 93.47467),(71 93.26593),(72 93.43658),(73 92.86143),(74 93.596725),(75 94.03991),(76 94.314514),(77 93.94801),(78 94.534546),(79 94.66635),
