1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 37.485435),(2 42.497643),(3 45.63053),(4 47.616234),(5 50.03474),(6 50.75686),(7 51.60337),(8 52.921276),(9 53.621063),(10 54.666515),(11 54.939884),(12 55.325397),(13 55.84531),(14 55.990166),(15 56.40195),(16 56.12613),(17 56.078438),(18 56.48385),(19 56.553993),(20 56.79864),(21 56.715748),(22 55.972603),(23 56.608356),(24 55.8019),(25 55.990982),(26 56.118053),(27 55.263016),(28 55.641346),(29 55.323803),(30 55.54526),(31 55.413315),(32 55.727898),(33 55.004395),(34 54.899357),(35 54.18586),(36 55.19799),(37 55.00549),(38 55.318424),(39 55.42413),(40 55.99847),(41 56.04483),(42 56.28153),(43 56.61854),(44 56.746254),(45 56.41663),(46 56.556427),(47 56.72726),(48 56.602497),(49 56.65376),(50 56.30824),(51 55.641148),(52 55.214584),(53 55.12167),(54 55.14726),(55 55.22184),(56 55.156155),(57 54.92422),(58 54.637676),(59 54.62947),(60 54.169937),(61 54.147823),(62 54.44153),(63 54.54634),(64 54.218777),(65 54.356552),(66 54.349743),(67 54.226303),(68 54.068295),(69 55.141018),(70 54.815334),(71 54.804718),(72 55.074825),(73 55.610607),(74 55.90744),(75 55.810547),(76 56.446243),(77 56.69915),(78 57.212128),(79 56.46431),
(1 37.39603),(2 42.756084),(3 45.847233),(4 47.60927),(5 48.75902),(6 50.838207),(7 51.68013),(8 52.536186),(9 53.92202),(10 54.293888),(11 55.259106),(12 55.813465),(13 56.944775),(14 56.60828),(15 56.93028),(16 56.881023),(17 56.22387),(18 56.026093),(19 56.210384),(20 56.45824),(21 57.121376),(22 57.025566),(23 57.12955),(24 56.456017),(25 56.919273),(26 56.475883),(27 55.968933),(28 56.226433),(29 55.60829),(30 55.475555),(31 55.1809),(32 55.36439),(33 54.473225),(34 54.126396),(35 54.43639),(36 54.94113),(37 55.174984),(38 56.096092),(39 55.136616),(40 56.09082),(41 56.184093),(42 56.856407),(43 56.780724),(44 56.852222),(45 57.168137),(46 57.095516),(47 57.07302),(48 56.664616),(49 56.54075),(50 56.366108),(51 56.278217),(52 55.918446),(53 56.093212),(54 55.68941),(55 55.52452),(56 55.752323),(57 55.76079),(58 55.254856),(59 54.655014),(60 54.836174),(61 54.657448),(62 55.06678),(63 53.802456),(64 54.064198),(65 53.37802),(66 53.80692),(67 54.128185),(68 54.112484),(69 54.72887),(70 54.568027),(71 55.29088),(72 55.467373),(73 56.254528),(74 56.58526),(75 56.225483),(76 56.94446),(77 57.084457),(78 57.28563),(79 57.276775),
(1 37.0942),(2 42.68393),(3 46.348297),(4 48.00453),(5 49.428814),(6 50.704926),(7 51.30583),(8 52.20268),(9 53.12041),(10 53.865097),(11 54.407574),(12 55.520966),(13 56.110447),(14 56.570957),(15 56.38235),(16 56.603825),(17 57.088593),(18 56.766823),(19 56.462036),(20 57.25239),(21 57.36831),(22 57.05927),(23 57.550285),(24 56.207695),(25 56.669262),(26 56.82361),(27 56.116367),(28 55.884403),(29 55.296505),(30 55.334763),(31 55.51429),(32 55.508495),(33 55.396908),(34 55.170685),(35 54.03338),(36 55.0206),(37 55.113335),(38 55.475296),(39 55.849106),(40 56.508427),(41 56.63139),(42 57.181046),(43 57.084274),(44 57.306343),(45 57.04199),(46 56.972527),(47 57.27716),(48 57.33846),(49 56.96844),(50 57.170753),(51 56.699127),(52 56.101826),(53 56.33514),(54 56.196087),(55 56.92029),(56 56.37854),(57 56.229916),(58 55.751507),(59 54.840336),(60 54.953384),(61 54.75652),(62 55.079613),(63 54.643097),(64 54.333076),(65 54.908417),(66 54.64111),(67 55.13833),(68 54.724487),(69 55.016502),(70 54.217064),(71 54.205486),(72 54.95168),(73 55.43298),(74 56.3583),(75 56.219902),(76 56.88149),(77 56.96705),(78 56.68673),(79 56.256798),
(1 37.615093),(2 43.012383),(3 46.81249),(4 48.118023),(5 49.56604),(6 51.09698),(7 52.300846),(8 53.939518),(9 54.876705),(10 54.6654),(11 55.695488),(12 57.16891),(13 57.529106),(14 57.70554),(15 57.388813),(16 57.477962),(17 57.399628),(18 57.548286),(19 57.99276),(20 57.78643),(21 57.122425),(22 56.791157),(23 57.464268),(24 56.511093),(25 56.40525),(26 56.819977),(27 56.36816),(28 56.533604),(29 55.721275),(30 56.232822),(31 56.179245),(32 56.343136),(33 55.77974),(34 55.752583),(35 55.65293),(36 55.768784),(37 55.59683),(38 56.26555),(39 56.51009),(40 56.893803),(41 57.417545),(42 57.02093),(43 58.113335),(44 58.08651),(45 58.62646),(46 58.803627),(47 57.731533),(48 58.01636),(49 58.229847),(50 58.18568),(51 58.098442),(52 57.9443),(53 57.568443),(54 57.71059),(55 57.222435),(56 56.98406),(57 56.84579),(58 56.26986),(59 55.60503),(60 55.166477),(61 55.133434),(62 55.087463),(63 55.077427),(64 54.826786),(65 55.695824),(66 56.16222),(67 56.05658),(68 56.166656),(69 56.289314),(70 56.874226),(71 56.493015),(72 56.95255),(73 56.843365),(74 57.354843),(75 57.058365),(76 57.04541),(77 57.42937),(78 57.045986),(79 58.041492),
(1 37.23467),(2 42.786972),(3 45.36162),(4 47.537033),(5 49.18092),(6 49.99375),(7 50.631287),(8 52.014977),(9 52.541546),(10 53.599644),(11 53.49589),(12 54.568172),(13 54.74664),(14 55.10885),(15 55.07221),(16 55.020386),(17 54.78814),(18 55.350765),(19 55.804996),(20 55.81554),(21 56.089794),(22 55.814854),(23 55.766216),(24 55.290264),(25 54.964504),(26 54.744057),(27 54.06434),(28 54.158047),(29 53.841583),(30 53.475243),(31 53.987797),(32 53.479275),(33 53.17781),(34 52.930687),(35 52.975945),(36 52.9942),(37 53.46216),(38 54.017273),(39 53.70257),(40 53.95379),(41 55.255646),(42 55.264282),(43 55.665257),(44 56.03751),(45 55.91913),(46 55.98331),(47 55.82442),(48 56.59337),(49 56.219276),(50 56.144756),(51 55.79247),(52 55.86453),(53 55.35633),(54 55.72372),(55 55.956547),(56 55.13257),(57 55.67062),(58 55.217873),(59 54.66463),(60 54.374863),(61 53.6995),(62 53.59576),(63 53.74052),(64 53.358887),(65 53.809105),(66 53.73597),(67 53.981316),(68 53.30807),(69 53.58607),(70 53.79835),(71 54.156227),(72 53.938274),(73 53.93812),(74 54.915398),(75 54.701004),(76 55.030613),(77 54.82195),(78 54.76512),(79 54.784626),
(1 37.32623),(2 42.805737),(3 45.55515),(4 48.301888),(5 49.307228),(6 50.24239),(7 51.282833),(8 52.231594),(9 53.005753),(10 53.600338),(11 54.759335),(12 54.86172),(13 55.383144),(14 55.318375),(15 55.19346),(16 55.67287),(17 55.35111),(18 54.883106),(19 55.048573),(20 54.830055),(21 54.73496),(22 55.475018),(23 55.369667),(24 55.37619),(25 55.863384),(26 55.501247),(27 55.397396),(28 55.28469),(29 54.253838),(30 54.266415),(31 54.536655),(32 54.3079),(33 53.89192),(34 53.39666),(35 53.085163),(36 53.83041),(37 53.502037),(38 54.434086),(39 54.143696),(40 54.475826),(41 54.863903),(42 54.955753),(43 55.213894),(44 55.719574),(45 55.505535),(46 55.36801),(47 54.770252),(48 55.336586),(49 55.429653),(50 55.69839),(51 55.551514),(52 54.854015),(53 55.470455),(54 55.152718),(55 55.1233),(56 54.800747),(57 54.797764),(58 54.04507),(59 53.97935),(60 53.473083),(61 54.032387),(62 54.53188),(63 54.464725),(64 53.820984),(65 54.13566),(66 53.659225),(67 54.661263),(68 53.798176),(69 54.016525),(70 53.84253),(71 54.067062),(72 53.599407),(73 54.7011),(74 55.164555),(75 55.483616),(76 55.03755),(77 55.161938),(78 55.73477),(79 56.252163),
(1 36.604492),(2 41.97485),(3 44.93207),(4 47.062084),(5 48.437336),(6 49.600933),(7 50.42806),(8 50.95201),(9 52.412323),(10 53.216415),(11 53.610275),(12 54.35667),(13 54.46834),(14 55.109364),(15 55.01938),(16 55.273216),(17 55.310703),(18 55.328728),(19 55.214005),(20 55.165012),(21 55.98066),(22 56.190018),(23 55.555645),(24 55.542767),(25 55.26217),(26 55.26997),(27 54.72552),(28 54.67547),(29 54.09733),(30 54.508636),(31 54.102142),(32 54.07171),(33 53.87304),(34 53.804787),(35 53.71173),(36 54.243088),(37 54.42162),(38 54.614044),(39 54.53348),(40 55.093384),(41 55.145824),(42 55.86646),(43 56.046135),(44 57.003212),(45 57.0775),(46 56.776237),(47 56.00255),(48 56.046547),(49 55.959126),(50 56.346848),(51 55.55279),(52 55.1889),(53 55.10106),(54 55.607452),(55 55.54667),(56 55.345695),(57 55.34383),(58 55.300907),(59 54.625484),(60 54.175835),(61 53.659992),(62 53.890186),(63 53.88442),(64 53.39608),(65 53.326874),(66 53.06414),(67 53.90311),(68 53.898888),(69 53.72205),(70 53.351955),(71 53.540653),(72 53.513428),(73 53.855827),(74 54.1866),(75 54.071365),(76 53.84657),(77 54.09582),(78 54.631454),(79 54.73446),
(1 35.948956),(2 42.14546),(3 44.945152),(4 46.728184),(5 48.68227),(6 49.560745),(7 50.400578),(8 51.370853),(9 51.51561),(10 51.884254),(11 53.027866),(12 53.81753),(13 54.674267),(14 54.761173),(15 54.398308),(16 54.163998),(17 53.837315),(18 54.513298),(19 54.790348),(20 54.832245),(21 54.65943),(22 54.836166),(23 55.251244),(24 54.570892),(25 54.32672),(26 54.299255),(27 54.423912),(28 53.71431),(29 54.155952),(30 53.781387),(31 54.265175),(32 54.133095),(33 54.06947),(34 52.76842),(35 52.80416),(36 53.29943),(37 52.966434),(38 53.360405),(39 53.732),(40 54.017498),(41 54.572582),(42 54.312737),(43 54.46268),(44 54.9304),(45 54.740757),(46 54.781395),(47 54.44071),(48 54.703403),(49 54.82692),(50 54.394478),(51 54.08184),(52 53.240578),(53 53.82339),(54 52.87995),(55 53.843327),(56 53.489784),(57 53.699116),(58 53.315666),(59 52.856388),(60 52.04413),(61 52.31649),(62 53.211823),(63 52.48343),(64 52.89279),(65 53.800232),(66 53.43777),(67 53.96685),(68 53.66925),(69 54.444607),(70 53.759468),(71 54.38379),(72 54.211296),(73 54.56504),(74 54.773922),(75 54.85138),(76 55.406746),(77 54.827267),(78 54.70976),(79 54.56593),
(1 36.488884),(2 41.79261),(3 44.499275),(4 46.574017),(5 48.003063),(6 49.424557),(7 50.77216),(8 50.810806),(9 52.496334),(10 52.518673),(11 53.203342),(12 53.82523),(13 54.480934),(14 54.696133),(15 54.741436),(16 54.952854),(17 54.45048),(18 54.37822),(19 55.031452),(20 55.08736),(21 56.146366),(22 56.607483),(23 56.284042),(24 55.550564),(25 55.850338),(26 55.738964),(27 54.832916),(28 54.866077),(29 54.30474),(30 54.110638),(31 53.821518),(32 54.179054),(33 53.99133),(34 52.90294),(35 52.71349),(36 53.55494),(37 53.245895),(38 53.91892),(39 54.142315),(40 53.843613),(41 54.689365),(42 55.05769),(43 55.118073),(44 54.939598),(45 55.4155),(46 55.4666),(47 55.225876),(48 54.740944),(49 55.06517),(50 55.22157),(51 54.65664),(52 54.490124),(53 54.861214),(54 54.41272),(55 54.71558),(56 54.357765),(57 54.421394),(58 54.019073),(59 53.22676),(60 52.494694),(61 52.279385),(62 52.57677),(63 52.39336),(64 52.439),(65 52.223984),(66 52.346985),(67 53.01023),(68 52.758186),(69 53.272778),(70 52.933044),(71 53.187973),(72 53.849674),(73 54.40947),(74 55.22954),(75 54.62154),(76 54.714912),(77 55.219704),(78 55.274166),(79 55.191433),
(1 35.8203),(2 41.43011),(3 43.787384),(4 46.004612),(5 47.355015),(6 48.402515),(7 49.341164),(8 50.39397),(9 50.490356),(10 51.16758),(11 52.025494),(12 52.549644),(13 53.74893),(14 54.386436),(15 53.991814),(16 53.574787),(17 53.527554),(18 53.556812),(19 54.061386),(20 54.251457),(21 54.22513),(22 54.840195),(23 55.11705),(24 54.19985),(25 54.90376),(26 54.499878),(27 54.222794),(28 54.374504),(29 54.157455),(30 54.379322),(31 53.732864),(32 53.56763),(33 53.090904),(34 52.893753),(35 51.823578),(36 52.34686),(37 52.84628),(38 53.564976),(39 54.29321),(40 54.438663),(41 54.633358),(42 54.663853),(43 55.17933),(44 54.708195),(45 55.142868),(46 55.262554),(47 54.914345),(48 54.900246),(49 54.8291),(50 54.655407),(51 53.843662),(52 53.21292),(53 53.41666),(54 53.064407),(55 53.15608),(56 53.35258),(57 52.788757),(58 52.0775),(59 51.906002),(60 51.874653),(61 51.152023),(62 51.59057),(63 51.658775),(64 51.834793),(65 52.329002),(66 52.576347),(67 52.802044),(68 51.814686),(69 52.14578),(70 52.251793),(71 52.535046),(72 52.344738),(73 53.344997),(74 53.62185),(75 53.98782),(76 53.7375),(77 53.62191),(78 54.535046),(79 54.53757),
(1 36.851864),(2 42.76586),(3 45.670338),(4 47.910362),(5 49.534977),(6 49.883358),(7 51.105145),(8 51.44939),(9 52.319332),(10 53.2695),(11 53.724392),(12 54.133408),(13 55.465733),(14 55.544476),(15 55.323933),(16 55.389313),(17 55.58547),(18 55.56398),(19 56.142223),(20 56.131016),(21 56.33776),(22 56.144104),(23 55.964684),(24 55.321823),(25 55.19985),(26 55.463882),(27 54.90004),(28 54.980537),(29 54.75788),(30 54.617092),(31 54.372887),(32 54.020023),(33 53.773277),(34 53.857086),(35 53.80324),(36 54.02077),(37 54.04844),(38 54.35932),(39 54.20064),(40 54.965126),(41 55.200752),(42 55.245747),(43 55.320457),(44 55.044548),(45 55.253174),(46 55.156143),(47 55.508957),(48 55.422787),(49 55.595848),(50 55.715538),(51 55.707787),(52 55.038826),(53 55.290573),(54 54.64858),(55 53.780205),(56 54.333637),(57 53.716587),(58 53.083214),(59 53.306927),(60 52.80141),(61 53.02883),(62 53.257694),(63 52.241367),(64 52.37358),(65 52.89926),(66 52.503056),(67 53.108307),(68 53.39439),(69 53.89807),(70 53.846954),(71 53.6997),(72 54.17796),(73 54.862152),(74 54.853607),(75 55.132576),(76 54.52719),(77 54.689087),(78 54.761925),(79 55.282906),
(1 36.94753),(2 42.124134),(3 44.97075),(4 47.156746),(5 48.726383),(6 49.36225),(7 49.943268),(8 50.34914),(9 51.767265),(10 52.34663),(11 53.001682),(12 53.99227),(13 54.034824),(14 54.213623),(15 54.054),(16 53.896038),(17 54.424477),(18 54.826508),(19 54.99666),(20 55.235817),(21 55.299095),(22 55.326057),(23 55.81505),(24 54.82135),(25 55.277493),(26 55.3932),(27 54.997414),(28 54.876915),(29 54.74725),(30 54.590324),(31 54.743805),(32 54.080303),(33 53.714813),(34 53.64043),(35 54.119354),(36 53.643284),(37 54.046997),(38 54.463337),(39 54.336742),(40 54.81638),(41 54.341488),(42 54.699764),(43 55.292435),(44 54.832413),(45 55.614037),(46 55.295788),(47 54.440334),(48 54.67779),(49 55.186386),(50 55.91797),(51 54.993393),(52 54.790146),(53 54.795372),(54 54.592052),(55 54.881786),(56 54.529602),(57 54.554733),(58 53.84871),(59 53.235237),(60 53.416485),(61 53.264874),(62 53.340622),(63 53.372257),(64 53.078373),(65 53.586906),(66 53.62077),(67 52.972633),(68 53.90458),(69 53.984447),(70 53.07619),(71 52.736637),(72 53.211105),(73 53.297726),(74 54.699833),(75 53.915928),(76 54.39091),(77 54.71578),(78 54.784042),(79 54.53047),
(1 36.715214),(2 41.753254),(3 45.274822),(4 47.356274),(5 48.927536),(6 50.46806),(7 50.43157),(8 51.18126),(9 51.31867),(10 52.143795),(11 53.17741),(12 53.994946),(13 54.636677),(14 54.75294),(15 55.31754),(16 54.76383),(17 55.527218),(18 55.490826),(19 55.956406),(20 56.47376),(21 56.64594),(22 55.555996),(23 55.38277),(24 55.17856),(25 54.79641),(26 54.872154),(27 54.09592),(28 53.830074),(29 54.26901),(30 54.420746),(31 54.026127),(32 53.83815),(33 53.357708),(34 53.490562),(35 53.201935),(36 53.235535),(37 53.427967),(38 53.898952),(39 54.475426),(40 54.853783),(41 55.123867),(42 55.29928),(43 55.77629),(44 56.012146),(45 56.041046),(46 55.712124),(47 55.440315),(48 55.675156),(49 55.798573),(50 56.0433),(51 55.304085),(52 55.102585),(53 55.275894),(54 54.505608),(55 54.795647),(56 54.08734),(57 53.774296),(58 53.65477),(59 53.33656),(60 53.50465),(61 53.36866),(62 53.79665),(63 53.091526),(64 53.484497),(65 53.129063),(66 53.62628),(67 53.65741),(68 53.573925),(69 53.85152),(70 53.702724),(71 54.386806),(72 54.3669),(73 54.834682),(74 55.11277),(75 55.001762),(76 55.188923),(77 55.125317),(78 56.40327),(79 55.425934),
(1 36.66253),(2 41.49097),(3 44.757973),(4 46.331932),(5 47.396664),(6 48.64395),(7 49.051033),(8 49.794476),(9 50.764572),(10 51.422657),(11 52.72372),(12 53.572838),(13 53.190395),(14 53.928),(15 53.897617),(16 53.863968),(17 53.898907),(18 53.489216),(19 53.588993),(20 54.37301),(21 53.687084),(22 54.496075),(23 54.74027),(24 54.298126),(25 53.815296),(26 53.918633),(27 53.810055),(28 53.868126),(29 53.40806),(30 52.770355),(31 53.50109),(32 53.44863),(33 52.84446),(34 52.289886),(35 51.946976),(36 52.53391),(37 53.14678),(38 53.66016),(39 53.530445),(40 52.94646),(41 53.460323),(42 53.323975),(43 53.752262),(44 53.849415),(45 53.97798),(46 53.975018),(47 54.1051),(48 54.433376),(49 54.432594),(50 54.66148),(51 54.64134),(52 54.412014),(53 54.069942),(54 53.50969),(55 54.241432),(56 53.58403),(57 53.576027),(58 53.26224),(59 52.621548),(60 52.098328),(61 51.593163),(62 52.478264),(63 52.287098),(64 52.3101),(65 52.16612),(66 52.2871),(67 52.467106),(68 52.587055),(69 52.500343),(70 52.33627),(71 51.878635),(72 51.749264),(73 52.038292),(74 52.94962),(75 52.463326),(76 52.838963),(77 53.402637),(78 53.862545),(79 53.959743),
(1 36.296886),(2 41.94579),(3 44.58509),(4 46.322598),(5 48.235493),(6 49.483635),(7 49.7107),(8 50.4797),(9 51.433704),(10 52.18306),(11 52.802444),(12 53.32734),(13 53.956596),(14 53.98238),(15 53.326145),(16 53.70283),(17 53.68901),(18 54.340553),(19 54.577637),(20 54.701984),(21 55.18167),(22 54.959812),(23 55.02066),(24 54.858974),(25 54.984013),(26 54.07722),(27 53.431988),(28 53.932766),(29 53.835842),(30 53.692436),(31 53.891327),(32 53.353317),(33 53.02677),(34 53.26643),(35 53.005367),(36 53.031807),(37 53.085144),(38 53.536835),(39 53.211346),(40 53.201942),(41 53.37753),(42 53.5802),(43 53.6583),(44 54.321426),(45 54.62627),(46 54.451244),(47 54.518543),(48 54.372124),(49 54.20323),(50 54.371964),(51 53.870525),(52 54.233982),(53 53.926422),(54 53.794437),(55 54.174885),(56 53.900463),(57 53.481762),(58 52.40935),(59 52.189693),(60 52.718174),(61 52.715862),(62 52.378952),(63 52.792686),(64 52.141922),(65 52.16272),(66 52.637306),(67 53.25546),(68 52.86849),(69 52.676453),(70 53.025906),(71 53.023365),(72 53.17751),(73 54.19778),(74 54.859352),(75 54.717133),(76 55.162792),(77 54.706566),(78 55.097893),(79 55.069332),
(1 37.10421),(2 42.392864),(3 45.45938),(4 47.94911),(5 49.11354),(6 50.770096),(7 51.125294),(8 51.776844),(9 52.857483),(10 53.301426),(11 53.78871),(12 54.662407),(13 55.46197),(14 55.208275),(15 54.610325),(16 55.22369),(17 56.09912),(18 55.383717),(19 56.03266),(20 56.120586),(21 56.60849),(22 56.022583),(23 55.502895),(24 54.934914),(25 54.864918),(26 54.84042),(27 54.125767),(28 54.736847),(29 54.056576),(30 54.262238),(31 54.254654),(32 53.54787),(33 53.09594),(34 52.761513),(35 53.088497),(36 53.45592),(37 54.031036),(38 54.089146),(39 54.21095),(40 54.57422),(41 55.020287),(42 55.73184),(43 55.428368),(44 55.54603),(45 55.92715),(46 55.491264),(47 55.16064),(48 55.47522),(49 55.599857),(50 55.871338),(51 56.114418),(52 56.008522),(53 55.127163),(54 55.156048),(55 55.06092),(56 54.884747),(57 54.284874),(58 53.62884),(59 53.674187),(60 54.009003),(61 54.14833),(62 53.892937),(63 53.23569),(64 53.799725),(65 52.960182),(66 52.91452),(67 53.8196),(68 52.745594),(69 53.306602),(70 53.352467),(71 53.58998),(72 53.503128),(73 53.92553),(74 54.14564),(75 54.400024),(76 54.530327),(77 54.96443),(78 55.388126),(79 55.08422),
(1 35.57539),(2 41.05295),(3 43.89499),(4 46.129883),(5 47.443764),(6 48.285706),(7 49.268677),(8 49.831966),(9 50.923225),(10 51.6205),(11 52.147694),(12 53.22931),(13 54.035984),(14 54.93481),(15 54.245228),(16 54.52253),(17 54.323845),(18 53.812454),(19 54.049015),(20 54.12275),(21 54.117054),(22 54.217022),(23 53.937805),(24 53.580612),(25 53.53263),(26 53.923157),(27 53.123146),(28 53.344948),(29 52.92733),(30 53.63326),(31 53.156334),(32 52.779354),(33 52.790665),(34 52.26575),(35 52.734173),(36 52.292664),(37 52.57384),(38 52.885513),(39 52.773354),(40 53.27236),(41 54.044666),(42 54.392418),(43 54.424427),(44 54.40588),(45 54.715343),(46 54.43914),(47 53.740902),(48 53.98635),(49 54.16029),(50 54.411934),(51 54.318146),(52 53.897625),(53 53.672527),(54 53.73212),(55 53.786205),(56 52.92647),(57 52.821297),(58 51.915348),(59 51.856224),(60 51.779373),(61 51.39602),(62 51.13534),(63 51.187172),(64 51.022984),(65 51.135292),(66 50.895046),(67 51.5159),(68 51.661713),(69 52.03589),(70 52.130157),(71 52.272346),(72 52.707905),(73 53.515446),(74 53.118538),(75 52.94904),(76 53.144257),(77 53.41787),(78 53.704147),(79 53.79268),
(1 35.5283),(2 40.493584),(3 43.030262),(4 44.88938),(5 46.049572),(6 46.92281),(7 47.629074),(8 47.943672),(9 49.582367),(10 49.82521),(11 50.07571),(12 50.86106),(13 52.269787),(14 52.733315),(15 52.079548),(16 52.448895),(17 52.71298),(18 52.81622),(19 53.06331),(20 53.50553),(21 53.259235),(22 53.658104),(23 53.60995),(24 53.332745),(25 53.271416),(26 53.031532),(27 52.984478),(28 52.66088),(29 52.460495),(30 52.373043),(31 52.453346),(32 52.20802),(33 51.980938),(34 51.684383),(35 51.513077),(36 51.4011),(37 51.801746),(38 51.60926),(39 51.957283),(40 52.475983),(41 52.79316),(42 53.203274),(43 53.037876),(44 53.093754),(45 53.29357),(46 52.987263),(47 53.28276),(48 53.607082),(49 53.166622),(50 53.35278),(51 52.814545),(52 52.50721),(53 52.664833),(54 52.897545),(55 52.991444),(56 52.57401),(57 53.19719),(58 52.134644),(59 51.909237),(60 51.261894),(61 51.34403),(62 51.36382),(63 51.34547),(64 51.963867),(65 51.58725),(66 51.624157),(67 51.391575),(68 51.790688),(69 51.744987),(70 51.938774),(71 52.6467),(72 52.696705),(73 53.21863),(74 53.295544),(75 52.63531),(76 53.482063),(77 52.82516),(78 52.75562),(79 52.76604),
