1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 36.2257),(2 41.397038),(3 44.83281),(4 46.26036),(5 47.496265),(6 48.7403),(7 48.911827),(8 49.83939),(9 50.75821),(10 51.053726),(11 51.436443),(12 52.30008),(13 53.265015),(14 53.283398),(15 52.555885),(16 53.81067),(17 53.35804),(18 53.79465),(19 54.16611),(20 54.37575),(21 53.714878),(22 54.261684),(23 54.27766),(24 53.655285),(25 54.11493),(26 53.930496),(27 53.57976),(28 53.355663),(29 52.430904),(30 52.88025),(31 52.265724),(32 52.03981),(33 52.21155),(34 52.10436),(35 51.530956),(36 52.48022),(37 52.33289),(38 52.93976),(39 52.51193),(40 52.886883),(41 53.212887),(42 53.701366),(43 53.331154),(44 53.797226),(45 54.35623),(46 53.86267),(47 54.2287),(48 53.66937),(49 53.97312),(50 54.400036),(51 53.937138),(52 54.089157),(53 53.81249),(54 53.378014),(55 53.324074),(56 53.12007),(57 52.60568),(58 52.51848),(59 51.694565),(60 51.517414),(61 52.109203),(62 52.042046),(63 51.470963),(64 50.928295),(65 51.722157),(66 51.436554),(67 51.101215),(68 51.533726),(69 51.695587),(70 50.759563),(71 51.5675),(72 51.66231),(73 52.273396),(74 52.275925),(75 51.42699),(76 52.103596),(77 52.239147),(78 52.659294),(79 52.505936),
(1 35.381905),(2 40.46905),(3 43.45724),(4 45.044006),(5 46.59691),(6 47.69425),(7 48.23694),(8 48.979187),(9 49.818577),(10 50.931644),(11 51.50358),(12 52.3698),(13 53.150745),(14 53.475407),(15 52.694702),(16 53.211876),(17 53.236736),(18 52.706856),(19 53.119164),(20 53.4546),(21 53.061054),(22 53.35167),(23 53.58211),(24 52.99053),(25 53.317665),(26 53.063324),(27 52.11208),(28 52.46204),(29 52.100914),(30 52.29769),(31 51.555244),(32 51.631195),(33 51.45078),(34 51.210995),(35 50.760143),(36 50.777084),(37 51.233627),(38 51.50983),(39 51.955994),(40 52.39374),(41 52.52741),(42 52.7633),(43 53.320686),(44 53.74591),(45 54.187733),(46 53.706387),(47 54.04762),(48 53.722794),(49 53.995228),(50 53.634636),(51 53.11285),(52 53.198574),(53 53.52308),(54 52.843838),(55 53.222492),(56 52.697033),(57 52.611538),(58 52.166164),(59 52.254566),(60 51.86259),(61 51.674156),(62 51.81344),(63 51.388485),(64 51.514317),(65 51.28354),(66 50.832027),(67 50.96255),(68 51.152733),(69 51.526627),(70 51.321346),(71 51.263542),(72 51.634003),(73 52.086308),(74 52.960636),(75 52.90236),(76 53.327335),(77 53.60541),(78 53.180145),(79 53.038357),
(1 36.188343),(2 41.260254),(3 44.03167),(4 45.606293),(5 47.35441),(6 49.189198),(7 50.190136),(8 50.444),(9 51.38923),(10 51.62174),(11 52.24374),(12 52.48836),(13 53.401005),(14 53.81163),(15 53.70266),(16 53.168995),(17 53.700466),(18 53.592716),(19 54.013206),(20 55.089207),(21 54.51662),(22 54.76033),(23 54.310085),(24 54.51442),(25 53.972),(26 54.071),(27 53.683334),(28 53.625233),(29 53.585926),(30 53.830677),(31 53.713223),(32 52.923122),(33 52.566654),(34 52.10809),(35 51.731647),(36 52.18786),(37 52.28839),(38 52.517822),(39 52.4842),(40 53.600124),(41 54.351532),(42 54.38956),(43 54.210938),(44 54.17495),(45 54.945526),(46 54.352386),(47 54.606544),(48 54.534798),(49 54.519516),(50 54.68586),(51 53.66906),(52 53.676304),(53 53.911564),(54 54.12754),(55 53.760735),(56 53.110806),(57 52.787834),(58 52.60902),(59 52.323368),(60 52.306732),(61 52.57265),(62 52.888702),(63 52.476776),(64 52.347958),(65 52.628567),(66 52.660797),(67 52.33524),(68 51.717396),(69 52.168953),(70 52.11039),(71 52.441994),(72 52.65207),(73 53.500668),(74 52.995667),(75 52.461086),(76 53.425262),(77 53.57769),(78 54.190536),(79 53.85984),
(1 35.178627),(2 40.451233),(3 43.250294),(4 44.7193),(5 46.681118),(6 47.4111),(7 48.526367),(8 48.80838),(9 49.47349),(10 50.215786),(11 50.588524),(12 51.352688),(13 51.642376),(14 51.52668),(15 51.490643),(16 51.588627),(17 52.064938),(18 51.65283),(19 52.192078),(20 51.887074),(21 52.92717),(22 52.328644),(23 52.635574),(24 53.21082),(25 52.476574),(26 52.3677),(27 51.70443),(28 51.56808),(29 51.183674),(30 51.801537),(31 51.1079),(32 50.890198),(33 51.34863),(34 50.91942),(35 50.323475),(36 51.210396),(37 50.837437),(38 51.164257),(39 51.342213),(40 51.759014),(41 52.182594),(42 52.513435),(43 52.340122),(44 52.612125),(45 52.82724),(46 52.566948),(47 52.10077),(48 52.307365),(49 52.616962),(50 53.26929),(51 52.271156),(52 52.771),(53 52.693127),(54 52.05203),(55 51.736515),(56 51.885704),(57 51.098946),(58 50.65475),(59 50.50493),(60 50.86481),(61 51.143593),(62 50.96436),(63 50.469566),(64 50.33688),(65 50.344826),(66 50.482006),(67 50.355698),(68 50.366577),(69 50.735394),(70 50.53288),(71 50.88978),(72 51.16556),(73 52.224476),(74 51.737564),(75 51.809998),(76 52.361916),(77 52.67055),(78 52.64142),(79 52.698364),
(1 34.924828),(2 40.012306),(3 43.07904),(4 44.79436),(5 46.138947),(6 47.464798),(7 48.864292),(8 49.459618),(9 49.78691),(10 50.73197),(11 51.049995),(12 52.088184),(13 52.970467),(14 52.296593),(15 52.27654),(16 52.91947),(17 53.16835),(18 53.240467),(19 53.259327),(20 54.001434),(21 53.83634),(22 53.89752),(23 53.984356),(24 53.356518),(25 53.464188),(26 53.415226),(27 52.278557),(28 52.330524),(29 51.474304),(30 51.269356),(31 51.410397),(32 51.354034),(33 51.328156),(34 51.624687),(35 51.278336),(36 51.730198),(37 51.389553),(38 52.344036),(39 51.584126),(40 52.36166),(41 52.49838),(42 52.633945),(43 52.618504),(44 52.85269),(45 52.82986),(46 52.82465),(47 52.772667),(48 52.534573),(49 52.412075),(50 53.009182),(51 52.056477),(52 52.213017),(53 52.195282),(54 51.483677),(55 51.653034),(56 51.833904),(57 51.988583),(58 51.869892),(59 51.55863),(60 51.037148),(61 51.204174),(62 51.751354),(63 50.904594),(64 51.27793),(65 51.60986),(66 51.079113),(67 51.619644),(68 51.93289),(69 52.42821),(70 51.940292),(71 51.694122),(72 52.525524),(73 53.14),(74 53.567154),(75 53.053215),(76 53.471554),(77 53.856453),(78 53.721024),(79 53.77765),
(1 35.174217),(2 40.160904),(3 43.386417),(4 45.022675),(5 46.722614),(6 47.200153),(7 48.533504),(8 49.156723),(9 50.295513),(10 51.114773),(11 51.297054),(12 52.046642),(13 53.13059),(14 52.62527),(15 52.79717),(16 53.472637),(17 52.965397),(18 53.10081),(19 53.318584),(20 53.257656),(21 53.97624),(22 53.440502),(23 53.099785),(24 52.636745),(25 52.21841),(26 52.58804),(27 51.78943),(28 51.53972),(29 51.44711),(30 51.82449),(31 51.807564),(32 51.77043),(33 52.181973),(34 51.8332),(35 51.605267),(36 51.397488),(37 52.11719),(38 52.205765),(39 51.76877),(40 52.106068),(41 52.54842),(42 52.382187),(43 52.65559),(44 52.928528),(45 52.406853),(46 52.677696),(47 52.791718),(48 53.13839),(49 52.988445),(50 52.985054),(51 51.556316),(52 52.14294),(53 51.861195),(54 51.88726),(55 51.348457),(56 51.842705),(57 52.12382),(58 51.473587),(59 50.965942),(60 50.608833),(61 50.557945),(62 50.342243),(63 49.99545),(64 50.477467),(65 50.5555),(66 51.00187),(67 50.76202),(68 50.9681),(69 50.699894),(70 50.428818),(71 50.580765),(72 50.978306),(73 51.513706),(74 51.29452),(75 51.25682),(76 51.79476),(77 52.40732),(78 52.548435),(79 51.722202),
(1 35.42685),(2 40.802498),(3 43.03303),(4 44.95438),(5 46.34269),(6 47.42943),(7 48.658638),(8 48.458347),(9 50.239506),(10 50.72308),(11 51.87723),(12 52.906277),(13 53.32584),(14 53.21172),(15 52.995293),(16 52.766045),(17 53.312283),(18 53.711647),(19 53.714256),(20 53.720486),(21 53.35649),(22 53.606106),(23 53.040882),(24 52.67869),(25 52.75066),(26 52.281136),(27 51.741573),(28 52.060383),(29 51.343098),(30 51.081608),(31 51.22923),(32 51.433765),(33 50.71596),(34 51.150745),(35 51.07095),(36 50.888103),(37 51.410564),(38 52.024544),(39 51.718586),(40 52.17766),(41 52.5813),(42 52.64825),(43 52.43868),(44 52.952103),(45 52.511505),(46 53.265423),(47 53.36758),(48 53.278893),(49 53.290844),(50 53.861603),(51 52.89721),(52 52.74296),(53 52.468647),(54 52.005478),(55 52.453327),(56 52.49166),(57 52.3677),(58 52.021877),(59 51.58349),(60 51.89482),(61 51.770832),(62 51.818726),(63 51.345543),(64 51.05868),(65 51.3915),(66 51.212048),(67 50.927883),(68 51.467686),(69 51.773205),(70 51.429585),(71 52.081768),(72 51.698826),(73 52.792606),(74 53.472885),(75 52.76809),(76 53.677032),(77 53.554817),(78 53.50899),(79 53.185143),
(1 34.845074),(2 40.42148),(3 43.015034),(4 45.246784),(5 46.63135),(6 47.51887),(7 48.126076),(8 49.00846),(9 49.96484),(10 50.318127),(11 50.78612),(12 51.250744),(13 52.37584),(14 52.8382),(15 52.720615),(16 52.753544),(17 52.53623),(18 52.535927),(19 51.935318),(20 52.382843),(21 52.66659),(22 52.71908),(23 52.83907),(24 52.065113),(25 51.89022),(26 51.219547),(27 50.537537),(28 50.79306),(29 50.97751),(30 50.37078),(31 50.20184),(32 50.485767),(33 50.210068),(34 50.06612),(35 50.406948),(36 50.523342),(37 50.737045),(38 51.163826),(39 50.678528),(40 51.719658),(41 51.432762),(42 52.133064),(43 51.80819),(44 51.938053),(45 51.892105),(46 52.608845),(47 52.23415),(48 52.474915),(49 52.564125),(50 52.75916),(51 51.868557),(52 51.595398),(53 51.797554),(54 51.79546),(55 51.891804),(56 51.655113),(57 51.09017),(58 50.482155),(59 50.32458),(60 50.163563),(61 50.23591),(62 50.484028),(63 49.664528),(64 49.460052),(65 49.81885),(66 49.89363),(67 49.860508),(68 50.156914),(69 50.059715),(70 50.08583),(71 50.749153),(72 50.916054),(73 51.46329),(74 51.848732),(75 51.548847),(76 52.014114),(77 51.974968),(78 52.157326),(79 52.05619),
(1 34.38425),(2 40.011272),(3 42.06783),(4 44.603565),(5 45.87176),(6 46.739563),(7 47.299637),(8 48.22019),(9 49.1473),(10 49.921005),(11 50.549603),(12 51.755478),(13 52.21874),(14 52.388546),(15 51.811157),(16 52.63893),(17 52.30418),(18 52.599697),(19 52.14964),(20 52.093555),(21 52.603905),(22 52.89135),(23 52.80497),(24 52.17789),(25 52.14563),(26 53.007084),(27 51.875683),(28 52.317326),(29 51.991966),(30 51.694984),(31 51.195595),(32 50.790012),(33 51.149975),(34 50.770004),(35 50.666073),(36 51.131966),(37 51.14351),(38 51.54406),(39 51.108047),(40 52.055347),(41 51.92708),(42 52.544247),(43 52.653564),(44 52.57262),(45 52.260674),(46 52.823433),(47 51.669067),(48 52.65963),(49 52.653008),(50 52.95167),(51 52.2874),(52 51.8108),(53 52.14167),(54 52.54718),(55 52.2076),(56 52.2351),(57 51.85383),(58 51.003216),(59 50.4153),(60 50.52707),(61 50.150063),(62 50.26349),(63 49.32376),(64 49.317783),(65 50.072865),(66 49.562813),(67 49.55858),(68 50.42281),(69 50.793526),(70 50.60585),(71 50.659992),(72 50.88963),(73 51.164276),(74 51.562546),(75 51.46358),(76 52.18613),(77 52.28652),(78 52.066425),(79 52.206913),
(1 34.74994),(2 40.196198),(3 42.56367),(4 44.83231),(5 46.16674),(6 47.35951),(7 48.34854),(8 48.404655),(9 49.282665),(10 49.653988),(11 50.46153),(12 51.611385),(13 51.977215),(14 52.42046),(15 52.26137),(16 52.03338),(17 52.045403),(18 52.038322),(19 52.326042),(20 52.84245),(21 52.830685),(22 53.00274),(23 52.05838),(24 52.025387),(25 51.90748),(26 52.108288),(27 51.191765),(28 51.25673),(29 50.756),(30 50.846313),(31 50.408287),(32 51.105583),(33 50.148884),(34 50.362732),(35 50.20558),(36 50.08604),(37 50.40669),(38 50.94339),(39 50.418663),(40 51.532932),(41 51.88381),(42 52.515915),(43 53.027096),(44 52.979416),(45 52.66222),(46 53.214382),(47 52.04871),(48 52.471928),(49 52.735462),(50 53.041115),(51 52.781353),(52 52.953793),(53 52.44935),(54 52.512672),(55 51.939552),(56 51.7117),(57 51.793247),(58 51.5622),(59 51.490643),(60 51.013325),(61 51.14821),(62 51.132576),(63 50.22049),(64 50.78145),(65 50.81817),(66 50.558178),(67 50.731827),(68 50.70772),(69 50.62925),(70 50.769253),(71 50.664173),(72 51.19029),(73 51.50417),(74 52.283302),(75 51.44957),(76 51.906395),(77 51.85453),(78 52.540905),(79 52.353714),
(1 34.798237),(2 39.71431),(3 42.18735),(4 43.8005),(5 44.844334),(6 46.196384),(7 47.56755),(8 47.80212),(9 48.42917),(10 48.611774),(11 49.603786),(12 49.695065),(13 51.49773),(14 51.36752),(15 50.99859),(16 51.29002),(17 51.251408),(18 50.883255),(19 50.79627),(20 50.942005),(21 51.21384),(22 51.356514),(23 51.255226),(24 51.150864),(25 51.442703),(26 51.54717),(27 50.7172),(28 50.59353),(29 50.33798),(30 50.043983),(31 50.17882),(32 49.731907),(33 50.03122),(34 49.51678),(35 49.202995),(36 49.568027),(37 50.369587),(38 50.619213),(39 49.95471),(40 50.45946),(41 50.80709),(42 51.43812),(43 51.037212),(44 51.149143),(45 51.542603),(46 51.21007),(47 51.21924),(48 52.01785),(49 52.02019),(50 52.102947),(51 51.438927),(52 51.46329),(53 50.78743),(54 50.846107),(55 50.843857),(56 50.456467),(57 50.74504),(58 50.09204),(59 50.332687),(60 49.917206),(61 50.003197),(62 50.23692),(63 49.34134),(64 50.178402),(65 50.183487),(66 49.976536),(67 49.946785),(68 50.11849),(69 50.568245),(70 50.118755),(71 49.79926),(72 50.107998),(73 51.35071),(74 50.82179),(75 51.09568),(76 50.871742),(77 50.787575),(78 50.875034),(79 51.222157),
(1 34.948277),(2 39.722454),(3 42.505672),(4 44.33736),(5 45.847477),(6 47.379066),(7 47.362297),(8 48.090855),(9 49.226517),(10 49.833256),(11 50.793213),(12 51.31839),(13 51.80522),(14 52.06818),(15 52.11297),(16 51.52075),(17 52.181206),(18 52.208805),(19 52.33876),(20 52.220993),(21 52.419334),(22 53.130848),(23 52.954098),(24 52.709415),(25 52.628597),(26 52.851776),(27 52.222557),(28 51.461502),(29 50.72527),(30 50.928703),(31 50.55952),(32 50.7702),(33 51.050335),(34 50.29387),(35 50.5304),(36 50.469864),(37 51.250526),(38 51.427647),(39 50.801243),(40 51.206524),(41 51.86414),(42 52.550983),(43 52.306538),(44 52.347694),(45 52.90593),(46 52.9877),(47 52.726616),(48 53.23416),(49 53.456017),(50 54.003952),(51 52.96752),(52 52.567123),(53 52.82497),(54 52.578228),(55 53.1313),(56 52.44197),(57 52.606487),(58 52.418465),(59 51.89225),(60 51.73213),(61 51.60699),(62 51.800728),(63 51.45666),(64 51.018192),(65 51.00728),(66 51.338192),(67 51.295498),(68 50.748337),(69 50.54696),(70 50.698063),(71 50.192467),(72 50.597244),(73 50.913937),(74 51.43024),(75 51.589825),(76 51.305363),(77 51.755543),(78 51.38594),(79 51.826164),
(1 34.059757),(2 39.400536),(3 41.814774),(4 43.28616),(5 44.621246),(6 45.828857),(7 46.361885),(8 46.89085),(9 47.91799),(10 48.39332),(11 48.900898),(12 49.997116),(13 50.886715),(14 51.540916),(15 51.149082),(16 51.27881),(17 51.500893),(18 51.066017),(19 51.502487),(20 51.393223),(21 51.17225),(22 51.679554),(23 50.63651),(24 50.289898),(25 50.407745),(26 49.689125),(27 49.556175),(28 49.44564),(29 48.918346),(30 49.00926),(31 49.37616),(32 48.703648),(33 48.413673),(34 48.217297),(35 48.71146),(36 48.687332),(37 48.62259),(38 49.974365),(39 48.99257),(40 50.212505),(41 50.03585),(42 50.392956),(43 50.677937),(44 51.29458),(45 51.422092),(46 50.978897),(47 50.50166),(48 50.71605),(49 50.41357),(50 51.213417),(51 50.73282),(52 50.52376),(53 50.33923),(54 50.30347),(55 50.31872),(56 49.836487),(57 50.794544),(58 49.377953),(59 49.340717),(60 48.86478),(61 48.562263),(62 49.43236),(63 48.882175),(64 49.29805),(65 48.613617),(66 48.765984),(67 48.788998),(68 49.129482),(69 48.37727),(70 48.452045),(71 48.663227),(72 49.295353),(73 49.06681),(74 50.076355),(75 49.920097),(76 49.853104),(77 50.712513),(78 50.63515),(79 50.972088),
(1 33.70444),(2 38.224262),(3 40.71763),(4 42.765736),(5 43.900803),(6 45.415833),(7 46.133656),(8 46.76853),(9 47.51866),(10 48.020313),(11 48.909218),(12 50.015396),(13 50.003693),(14 51.09464),(15 49.97531),(16 50.67934),(17 51.303284),(18 50.924885),(19 50.924824),(20 50.894577),(21 51.334675),(22 51.41951),(23 51.682682),(24 51.04378),(25 51.005714),(26 51.366943),(27 50.24653),(28 49.873047),(29 49.58322),(30 49.971786),(31 49.635567),(32 49.273018),(33 49.196983),(34 49.100735),(35 49.017624),(36 49.582684),(37 49.167545),(38 49.77202),(39 49.728233),(40 50.424362),(41 50.699112),(42 50.863857),(43 50.56961),(44 51.770996),(45 51.315224),(46 51.244225),(47 51.24205),(48 51.282307),(49 51.235996),(50 52.140354),(51 51.15732),(52 50.53628),(53 50.32272),(54 50.298923),(55 50.457115),(56 49.972088),(57 50.181988),(58 49.80249),(59 49.86975),(60 49.628815),(61 48.84444),(62 49.669815),(63 49.04569),(64 49.043247),(65 49.452183),(66 49.032856),(67 49.249424),(68 49.10334),(69 49.530643),(70 49.443096),(71 49.487217),(72 49.797707),(73 50.01302),(74 50.64915),(75 50.25701),(76 50.440063),(77 51.014854),(78 50.746246),(79 51.339375),
(1 34.486893),(2 38.960167),(3 42.00317),(4 43.351334),(5 45.21255),(6 46.275993),(7 46.805473),(8 47.700275),(9 48.57634),(10 49.02582),(11 49.941975),(12 51.143517),(13 50.892494),(14 52.028458),(15 51.9223),(16 51.78157),(17 51.92636),(18 52.01247),(19 52.00414),(20 52.028625),(21 52.011982),(22 51.999416),(23 51.924908),(24 51.73102),(25 51.50137),(26 50.72884),(27 49.59165),(28 49.81671),(29 49.987183),(30 49.639606),(31 49.334484),(32 49.58401),(33 48.695766),(34 48.831272),(35 48.75767),(36 48.985928),(37 49.029873),(38 49.900867),(39 49.88367),(40 50.469536),(41 50.777412),(42 51.03574),(43 51.697906),(44 52.220055),(45 52.3765),(46 52.010002),(47 52.027767),(48 52.571762),(49 52.612015),(50 52.483795),(51 51.73108),(52 51.699192),(53 51.671455),(54 51.245842),(55 51.61211),(56 51.376694),(57 51.00183),(58 50.014664),(59 50.371155),(60 50.296047),(61 50.206234),(62 50.708508),(63 49.99998),(64 50.45963),(65 50.70475),(66 50.98311),(67 50.426945),(68 50.50305),(69 50.394245),(70 50.200573),(71 50.353565),(72 50.845825),(73 51.220226),(74 51.740158),(75 51.24135),(76 51.407326),(77 51.463585),(78 51.51303),(79 51.8356),
(1 34.10556),(2 38.321365),(3 40.78454),(4 42.63292),(5 44.861202),(6 45.81888),(7 46.56817),(8 47.030037),(9 48.29914),(10 48.955112),(11 49.259846),(12 50.386562),(13 50.99213),(14 51.59712),(15 51.031418),(16 51.074745),(17 51.167324),(18 51.13281),(19 51.03961),(20 51.265232),(21 51.728535),(22 51.301914),(23 51.483383),(24 51.40967),(25 51.30481),(26 50.981945),(27 50.338997),(28 49.991882),(29 50.030624),(30 49.788246),(31 49.46218),(32 49.35361),(33 48.98943),(34 48.865566),(35 48.40747),(36 49.07237),(37 49.020332),(38 49.404106),(39 48.99855),(40 49.5663),(41 49.59016),(42 49.65619),(43 50.668537),(44 50.464104),(45 50.63516),(46 51.01703),(47 51.28317),(48 50.907444),(49 50.79447),(50 51.636578),(51 51.06996),(52 50.294804),(53 50.638523),(54 50.097767),(55 50.118652),(56 49.999176),(57 50.361446),(58 49.838387),(59 49.782677),(60 49.381447),(61 49.220287),(62 49.670517),(63 48.72584),(64 49.33787),(65 49.459354),(66 49.68036),(67 49.587856),(68 49.477177),(69 50.108047),(70 49.62429),(71 50.071125),(72 50.044067),(73 51.135513),(74 50.449368),(75 49.744423),(76 50.091087),(77 50.892494),(78 50.866817),(79 50.792618),
(1 33.595722),(2 37.866344),(3 40.5392),(4 42.115795),(5 44.17149),(6 45.062004),(7 45.80347),(8 46.75069),(9 47.1386),(10 47.869976),(11 48.57723),(12 49.179825),(13 50.12528),(14 50.610516),(15 49.843),(16 50.1557),(17 50.496834),(18 50.47424),(19 50.428677),(20 50.67125),(21 50.462135),(22 50.873436),(23 50.97873),(24 51.074604),(25 51.03127),(26 50.01473),(27 49.63863),(28 50.155407),(29 49.888012),(30 49.99463),(31 49.164852),(32 48.979305),(33 48.58452),(34 48.9391),(35 48.72007),(36 49.04368),(37 48.95047),(38 49.4625),(39 49.65374),(40 49.834473),(41 50.019936),(42 49.99114),(43 50.272663),(44 50.657738),(45 50.476067),(46 50.549126),(47 50.46429),(48 50.611893),(49 50.524666),(50 51.16789),(51 50.528477),(52 50.55224),(53 50.219177),(54 50.13414),(55 50.201786),(56 49.66013),(57 49.458626),(58 48.862946),(59 48.829834),(60 49.33655),(61 49.00864),(62 49.239147),(63 48.121155),(64 48.294567),(65 48.299892),(66 48.036476),(67 48.204273),(68 48.172935),(69 48.72692),(70 48.52531),(71 48.70462),(72 49.173702),(73 49.88383),(74 49.631084),(75 48.880142),(76 49.154434),(77 49.576603),(78 49.706142),(79 49.59433),
(1 33.469276),(2 37.70584),(3 40.823578),(4 42.371994),(5 44.01217),(6 44.958694),(7 45.93584),(8 46.22874),(9 47.147118),(10 48.263298),(11 48.592644),(12 49.40335),(13 49.71143),(14 50.23624),(15 49.325535),(16 49.739704),(17 50.337883),(18 49.94147),(19 50.10323),(20 50.43841),(21 50.265408),(22 50.703854),(23 50.170406),(24 50.41217),(25 50.622047),(26 50.373333),(27 49.127132),(28 49.483803),(29 49.474407),(30 49.728676),(31 49.426617),(32 48.617382),(33 47.98957),(34 48.157604),(35 47.581158),(36 48.33665),(37 48.39692),(38 49.185425),(39 49.23908),(40 49.448185),(41 49.956764),(42 50.032867),(43 50.753967),(44 50.915543),(45 50.975544),(46 50.52189),(47 51.091827),(48 51.09744),(49 51.315582),(50 51.503212),(51 50.338326),(52 50.48034),(53 50.331635),(54 50.27408),(55 50.23114),(56 49.915756),(57 49.380985),(58 49.97973),(59 48.636227),(60 49.345097),(61 49.14335),(62 49.497925),(63 48.542046),(64 48.904728),(65 48.379814),(66 48.086105),(67 48.60057),(68 48.287697),(69 48.74489),(70 48.59636),(71 48.768257),(72 48.83226),(73 49.71648),(74 49.787975),(75 49.266586),(76 50.423767),(77 50.26394),(78 50.57241),(79 50.622643),
