1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 95.14808),(2 115.185196),(3 126.1313),(4 132.76486),(5 138.27837),(6 143.53955),(7 145.04848),(8 147.57248),(9 148.94615),(10 151.00005),(11 152.11282),(12 154.70657),(13 156.01915),(14 157.70412),(15 156.89934),(16 156.87259),(17 158.09264),(18 158.29877),(19 157.75154),(20 157.83345),(21 159.09773),(22 160.38438),(23 161.29897),(24 161.09943),(25 163.98778),(26 164.16208),(27 163.05722),(28 162.64102),(29 163.87813),(30 164.78993),(31 165.1936),(32 166.34105),(33 164.6921),(34 165.27696),(35 165.59299),(36 167.23595),(37 167.83192),(38 168.59816),(39 166.68164),(40 166.61707),(41 167.93114),(42 168.39018),(43 168.2724),(44 170.2145),(45 171.58986),(46 171.66249),(47 172.18777),(48 174.56007),(49 174.84589),(50 176.79575),(51 177.3811),(52 176.42834),(53 176.98334),(54 178.87898),(55 179.34279),(56 180.70325),(57 183.71953),(58 183.89806),(59 183.6439),(60 183.30197),(61 184.41534),(62 184.57408),(63 181.3567),(64 181.62476),(65 181.72061),(66 180.55856),(67 180.77898),(68 180.8515),(69 179.39711),(70 179.67247),(71 178.76181),(72 179.22116),(73 179.7931),(74 179.79144),(75 178.00407),(76 177.547),(77 177.82933),(78 178.25046),(79 177.51419),
(1 94.14687),(2 113.81706),(3 124.31632),(4 129.84784),(5 135.92758),(6 139.91277),(7 143.64),(8 145.0154),(9 147.9287),(10 148.95325),(11 151.15897),(12 152.57245),(13 154.10782),(14 156.2665),(15 155.46634),(16 155.41331),(17 156.8143),(18 158.2999),(19 158.28923),(20 159.1252),(21 158.99585),(22 159.96863),(23 159.4832),(24 160.58195),(25 161.8389),(26 162.33612),(27 160.64854),(28 160.25008),(29 162.17853),(30 162.12245),(31 161.97661),(32 163.10257),(33 163.498),(34 162.80478),(35 162.71783),(36 163.18567),(37 163.3909),(38 165.2752),(39 163.85574),(40 164.58133),(41 164.51636),(42 166.54347),(43 167.02852),(44 168.89212),(45 169.04947),(46 171.09218),(47 172.07101),(48 173.16994),(49 173.70769),(50 175.7125),(51 175.3318),(52 174.85405),(53 175.04607),(54 175.46326),(55 177.85896),(56 179.00565),(57 179.22342),(58 178.03146),(59 177.24919),(60 177.9783),(61 178.3966),(62 178.8606),(63 176.47456),(64 177.19482),(65 178.09662),(66 177.1995),(67 176.43837),(68 175.78925),(69 175.3369),(70 175.47017),(71 175.19481),(72 174.21104),(73 175.3146),(74 174.2416),(75 173.23482),(76 174.46663),(77 173.08708),(78 173.77419),(79 174.3729),
(1 94.47034),(2 112.80426),(3 122.5286),(4 128.64507),(5 135.43379),(6 140.31438),(7 141.80797),(8 144.3831),(9 146.09647),(10 146.67627),(11 147.26927),(12 148.4991),(13 149.61989),(14 152.3869),(15 151.98618),(16 151.19208),(17 153.19725),(18 155.08304),(19 155.34708),(20 157.12177),(21 156.36357),(22 155.06192),(23 155.71869),(24 156.0218),(25 156.87473),(26 157.93048),(27 157.35057),(28 158.24298),(29 158.37561),(30 159.25426),(31 159.143),(32 158.975),(33 158.56792),(34 158.32921),(35 159.16956),(36 159.44026),(37 160.7594),(38 161.56082),(39 160.57034),(40 162.52344),(41 163.63478),(42 163.8439),(43 165.08948),(44 164.37859),(45 165.07968),(46 165.72493),(47 165.96167),(48 169.3857),(49 169.9644),(50 170.52336),(51 170.2613),(52 170.12573),(53 170.70726),(54 172.00749),(55 172.58406),(56 172.36258),(57 173.54033),(58 174.08887),(59 173.74887),(60 174.97229),(61 176.80894),(62 176.68147),(63 174.96674),(64 175.17082),(65 176.61827),(66 175.31197),(67 175.6531),(68 174.34079),(69 174.48213),(70 172.70757),(71 172.31133),(72 172.56363),(73 172.79987),(74 172.81271),(75 171.60945),(76 171.16872),(77 169.74994),(78 170.34175),(79 169.2322),
(1 92.189476),(2 112.28541),(3 122.29759),(4 129.35394),(5 135.01588),(6 138.46443),(7 141.18073),(8 144.03712),(9 146.51727),(10 148.60973),(11 149.93475),(12 151.31361),(13 153.2356),(14 156.79692),(15 156.20036),(16 155.90604),(17 156.55255),(18 158.3861),(19 157.14351),(20 157.27223),(21 157.94449),(22 159.18881),(23 159.3348),(24 158.23462),(25 159.31465),(26 158.832),(27 158.23969),(28 158.73041),(29 158.33432),(30 159.68558),(31 160.30331),(32 161.29579),(33 160.8492),(34 158.57207),(35 158.4153),(36 159.58185),(37 160.21437),(38 161.56552),(39 160.4001),(40 161.3498),(41 161.85689),(42 162.19951),(43 162.28294),(44 162.4942),(45 164.07996),(46 164.28802),(47 165.01604),(48 169.27129),(49 168.95435),(50 168.87851),(51 169.46957),(52 170.77403),(53 172.10794),(54 172.84497),(55 173.95207),(56 174.83098),(57 174.18195),(58 175.43028),(59 172.76076),(60 173.52643),(61 174.74089),(62 176.42613),(63 174.36304),(64 173.08228),(65 172.50525),(66 172.81854),(67 172.54463),(68 172.22423),(69 172.14897),(70 172.07759),(71 170.815),(72 170.18185),(73 169.03032),(74 168.3917),(75 167.16104),(76 166.32686),(77 167.46895),(78 168.20586),(79 166.89609),
(1 91.1467),(2 110.30669),(3 119.850235),(4 126.72966),(5 131.27292),(6 136.7532),(7 139.77518),(8 142.65273),(9 143.9445),(10 145.1478),(11 146.2928),(12 147.57326),(13 147.4571),(14 150.28477),(15 150.56816),(16 149.61247),(17 150.11201),(18 152.19965),(19 151.09962),(20 151.84848),(21 152.73518),(22 153.3578),(23 153.99687),(24 154.72382),(25 155.25607),(26 155.6304),(27 154.18341),(28 154.62276),(29 153.65045),(30 153.86879),(31 155.46368),(32 156.67635),(33 155.922),(34 155.7957),(35 156.82567),(36 157.90324),(37 158.47855),(38 160.5946),(39 159.03796),(40 158.54607),(41 158.40112),(42 159.7462),(43 161.89784),(44 162.41232),(45 164.12904),(46 164.2117),(47 163.6396),(48 166.55435),(49 167.79948),(50 168.07193),(51 167.5815),(52 168.12798),(53 168.64963),(54 169.05011),(55 168.35301),(56 169.99878),(57 169.17303),(58 169.04407),(59 168.1426),(60 169.31572),(61 169.80165),(62 170.89777),(63 170.05089),(64 169.65564),(65 169.95256),(66 170.58856),(67 170.30315),(68 169.30124),(69 166.68677),(70 167.18646),(71 165.46962),(72 165.68251),(73 165.69124),(74 165.28786),(75 163.46675),(76 163.29921),(77 164.19984),(78 162.97948),(79 163.10985),
(1 90.353806),(2 109.78978),(3 120.28006),(4 126.93381),(5 131.50722),(6 137.28137),(7 139.38211),(8 141.97699),(9 144.09355),(10 146.30849),(11 146.35027),(12 148.49039),(13 150.24568),(14 151.24551),(15 150.81593),(16 151.03278),(17 153.66916),(18 154.974),(19 156.3882),(20 155.88483),(21 155.30493),(22 156.27179),(23 157.37717),(24 158.1701),(25 158.0652),(26 158.52426),(27 157.53491),(28 157.5089),(29 157.53543),(30 157.9034),(31 157.30544),(32 158.84793),(33 157.97324),(34 157.65234),(35 157.42398),(36 158.97008),(37 158.74953),(38 161.91348),(39 162.27094),(40 161.23569),(41 161.46346),(42 161.7817),(43 162.7467),(44 163.74095),(45 165.3527),(46 165.99191),(47 166.22118),(48 167.23685),(49 169.57892),(50 170.40991),(51 168.62039),(52 170.07768),(53 169.3974),(54 170.9719),(55 171.26001),(56 171.6626),(57 171.87874),(58 170.67334),(59 171.88646),(60 171.30582),(61 171.46042),(62 171.62985),(63 169.86195),(64 169.54463),(65 168.36653),(66 170.0492),(67 169.94975),(68 168.8905),(69 167.68776),(70 166.70189),(71 167.02428),(72 167.33922),(73 167.23729),(74 165.93839),(75 164.19472),(76 164.81815),(77 165.77005),(78 165.89839),(79 166.72603),
(1 89.57681),(2 107.68661),(3 117.673546),(4 123.04427),(5 127.463745),(6 133.97716),(7 136.2764),(8 138.75816),(9 141.51166),(10 143.46371),(11 143.70264),(12 143.85324),(13 145.09048),(14 148.04344),(15 145.64647),(16 146.50209),(17 147.14835),(18 148.99815),(19 149.35353),(20 149.23294),(21 148.28688),(22 148.39781),(23 148.86066),(24 149.89001),(25 149.7039),(26 150.64513),(27 149.89803),(28 150.82187),(29 151.05576),(30 151.70218),(31 151.72227),(32 152.28163),(33 152.2001),(34 154.20692),(35 153.51526),(36 155.01115),(37 155.17941),(38 155.45181),(39 154.55785),(40 155.41905),(41 157.05183),(42 157.64308),(43 159.80768),(44 161.01933),(45 161.6389),(46 162.88507),(47 163.22423),(48 163.86328),(49 165.7873),(50 167.0174),(51 164.94934),(52 164.02095),(53 165.2129),(54 166.81244),(55 167.02829),(56 167.07574),(57 168.0348),(58 167.23657),(59 166.95285),(60 169.35524),(61 167.95879),(62 167.87138),(63 167.84984),(64 167.24998),(65 166.94029),(66 166.59827),(67 167.83617),(68 167.0267),(69 166.27304),(70 165.04153),(71 165.64166),(72 164.28183),(73 163.4073),(74 161.35883),(75 160.8353),(76 159.31178),(77 159.3089),(78 160.42021),(79 160.59929),
(1 88.47514),(2 107.05477),(3 117.06488),(4 123.69143),(5 128.64865),(6 132.85686),(7 135.35892),(8 137.21968),(9 139.78076),(10 141.31564),(11 143.0334),(12 143.33519),(13 144.3659),(14 145.49847),(15 144.05334),(16 146.22166),(17 146.75552),(18 148.18881),(19 148.31462),(20 148.67458),(21 149.72185),(22 150.53452),(23 150.1403),(24 150.41728),(25 151.97127),(26 151.86914),(27 151.33186),(28 151.1334),(29 150.76126),(30 152.17345),(31 153.62997),(32 154.15836),(33 152.68184),(34 153.80412),(35 152.99767),(36 156.16365),(37 155.40202),(38 156.5586),(39 156.64465),(40 157.6317),(41 158.68901),(42 159.25461),(43 159.57358),(44 161.39482),(45 163.13571),(46 162.63605),(47 161.975),(48 163.60213),(49 165.05403),(50 166.1996),(51 164.4494),(52 164.2775),(53 165.66681),(54 167.25342),(55 166.48878),(56 166.29677),(57 167.12337),(58 165.89954),(59 167.30254),(60 168.40495),(61 168.19627),(62 167.515),(63 167.32184),(64 166.40846),(65 166.16783),(66 166.81471),(67 165.91838),(68 166.18079),(69 166.61317),(70 165.7868),(71 165.77034),(72 163.9519),(73 163.85152),(74 163.5788),(75 161.4646),(76 161.99738),(77 163.31029),(78 163.96779),(79 164.1732),
(1 88.80364),(2 105.812325),(3 115.02062),(4 120.84617),(5 126.60101),(6 131.87492),(7 134.2176),(8 136.60855),(9 137.73984),(10 140.93971),(11 141.93797),(12 143.48914),(13 144.92767),(14 146.40846),(15 144.93214),(16 145.47838),(17 146.01999),(18 148.42905),(19 148.53929),(20 147.88696),(21 148.397),(22 149.11911),(23 148.45503),(24 148.53061),(25 149.78848),(26 149.80634),(27 150.19878),(28 150.24495),(29 150.27504),(30 151.3069),(31 152.29182),(32 151.76231),(33 151.9299),(34 153.54836),(35 151.78955),(36 152.09456),(37 152.53703),(38 154.36852),(39 154.27367),(40 154.14587),(41 155.34018),(42 155.38326),(43 157.31804),(44 157.72049),(45 159.92496),(46 160.62477),(47 161.33005),(48 162.16867),(49 164.19183),(50 163.97418),(51 163.277),(52 164.78294),(53 164.93013),(54 166.8771),(55 165.58788),(56 166.87366),(57 167.56354),(58 165.44171),(59 166.69884),(60 166.40492),(61 167.09283),(62 166.74358),(63 167.16225),(64 165.49394),(65 164.15271),(66 163.79843),(67 164.14093),(68 163.90483),(69 163.87006),(70 162.84596),(71 160.76729),(72 160.67021),(73 159.9885),(74 159.97977),(75 158.12866),(76 157.28748),(77 157.05878),(78 157.62225),(79 157.32661),
(1 86.44041),(2 103.912384),(3 112.47688),(4 118.34673),(5 123.48596),(6 127.519745),(7 130.67003),(8 132.9494),(9 134.83827),(10 136.42287),(11 138.48819),(12 139.08194),(13 138.75717),(14 142.6511),(15 140.93057),(16 141.43861),(17 142.1086),(18 143.63847),(19 145.0412),(20 144.10768),(21 143.70395),(22 144.06093),(23 145.66345),(24 147.25064),(25 148.02597),(26 148.59822),(27 147.66167),(28 146.71773),(29 147.0663),(30 147.17606),(31 148.14401),(32 148.47186),(33 148.87868),(34 149.55539),(35 149.74803),(36 151.03123),(37 149.8925),(38 150.49422),(39 150.31027),(40 150.80399),(41 151.66682),(42 151.29866),(43 153.72743),(44 153.46701),(45 154.32071),(46 154.83026),(47 155.11763),(48 156.70775),(49 157.199),(50 159.57988),(51 158.55714),(52 159.66963),(53 160.76294),(54 162.68188),(55 162.6197),(56 163.1186),(57 162.32977),(58 162.62897),(59 164.41791),(60 166.54099),(61 165.63847),(62 166.597),(63 165.27838),(64 165.4892),(65 163.88936),(66 164.87909),(67 164.44232),(68 164.70134),(69 163.16125),(70 162.97063),(71 161.01556),(72 161.28455),(73 162.45564),(74 160.66943),(75 158.06664),(76 159.07811),(77 158.93327),(78 159.17729),(79 156.96425),
(1 87.49972),(2 104.52279),(3 112.53468),(4 118.45104),(5 122.888916),(6 127.35201),(7 130.90009),(8 134.34453),(9 136.66197),(10 138.78801),(11 140.70993),(12 142.38794),(13 143.69798),(14 145.93973),(15 145.61737),(16 146.13867),(17 145.18126),(18 148.04735),(19 149.04164),(20 148.238),(21 147.47437),(22 146.56706),(23 147.04784),(24 146.75154),(25 148.53102),(26 150.4637),(27 148.55962),(28 148.52905),(29 150.90059),(30 149.69206),(31 148.98596),(32 150.38948),(33 149.53075),(34 149.93535),(35 149.92168),(36 150.88254),(37 149.79745),(38 150.12857),(39 149.71527),(40 150.27087),(41 151.11742),(42 152.42793),(43 152.63593),(44 153.12535),(45 154.7038),(46 155.32825),(47 156.37088),(48 157.49138),(49 157.76852),(50 158.374),(51 158.62529),(52 158.50827),(53 160.29076),(54 161.33955),(55 161.3407),(56 162.59453),(57 163.64116),(58 163.60832),(59 162.99478),(60 163.99873),(61 163.62257),(62 163.826),(63 164.05931),(64 163.80745),(65 164.11705),(66 163.23932),(67 162.36656),(68 162.04591),(69 160.78207),(70 159.71674),(71 160.35211),(72 159.45728),(73 159.8004),(74 160.20409),(75 157.74948),(76 157.72966),(77 156.99634),(78 158.72993),(79 158.41574),
(1 85.08459),(2 101.023735),(3 110.960976),(4 116.778114),(5 122.13321),(6 125.57353),(7 127.10457),(8 129.34888),(9 130.84795),(10 132.36588),(11 133.33424),(12 135.99886),(13 136.83368),(14 137.95445),(15 136.84474),(16 138.98868),(17 139.03712),(18 141.20634),(19 140.33473),(20 139.97176),(21 141.5866),(22 143.10806),(23 144.22902),(24 145.61281),(25 145.93997),(26 146.09018),(27 144.60118),(28 144.78386),(29 145.58052),(30 145.67767),(31 145.2653),(32 146.26765),(33 148.25587),(34 147.91463),(35 149.7557),(36 148.97064),(37 149.6897),(38 151.11945),(39 149.19505),(40 150.69275),(41 150.25455),(42 152.80743),(43 151.75508),(44 150.59747),(45 151.60889),(46 150.77757),(47 151.13869),(48 152.82164),(49 153.74022),(50 154.10042),(51 153.36827),(52 154.02),(53 156.37639),(54 156.98468),(55 155.65334),(56 156.5654),(57 155.96407),(58 156.22577),(59 156.80936),(60 156.81413),(61 158.60303),(62 159.87256),(63 158.53346),(64 158.49518),(65 158.61224),(66 156.9482),(67 155.88068),(68 156.17259),(69 156.23566),(70 155.9637),(71 155.29848),(72 154.45628),(73 154.36473),(74 153.60474),(75 152.47379),(76 151.61208),(77 151.7204),(78 153.19876),(79 152.68102),
(1 84.9166),(2 100.9772),(3 109.44707),(4 116.20907),(5 121.00799),(6 124.138535),(7 127.09785),(8 129.3855),(9 131.2902),(10 132.47235),(11 133.96797),(12 136.04333),(13 137.41272),(14 140.23099),(15 139.4296),(16 140.17729),(17 141.08704),(18 142.14919),(19 142.53181),(20 142.64679),(21 142.96773),(22 144.27565),(23 144.3042),(24 145.08682),(25 145.06865),(26 145.8962),(27 145.24268),(28 144.80965),(29 145.01164),(30 144.90463),(31 143.65591),(32 144.02261),(33 143.768),(34 144.26439),(35 144.332),(36 143.33846),(37 144.94025),(38 147.18262),(39 145.44363),(40 146.09836),(41 146.05615),(42 146.85324),(43 147.18143),(44 146.72293),(45 147.90874),(46 148.7981),(47 148.44061),(48 149.86925),(49 151.62927),(50 151.38654),(51 150.86197),(52 151.72821),(53 153.09552),(54 152.53056),(55 152.3489),(56 153.18727),(57 153.58144),(58 153.37627),(59 152.29028),(60 153.15518),(61 154.44693),(62 154.08325),(63 154.71924),(64 154.01344),(65 153.55565),(66 153.00763),(67 152.79594),(68 153.17839),(69 151.75827),(70 152.63757),(71 151.53845),(72 151.97523),(73 151.89381),(74 152.43369),(75 150.26256),(76 150.90198),(77 150.80092),(78 152.50339),(79 152.10605),
(1 83.89817),(2 100.66441),(3 109.92702),(4 115.66195),(5 122.206985),(6 124.872795),(7 128.75221),(8 131.21552),(9 131.82677),(10 133.22339),(11 134.27141),(12 135.6178),(13 135.85039),(14 138.60689),(15 137.67879),(16 139.58498),(17 139.49773),(18 141.02478),(19 140.98866),(20 140.65758),(21 140.16489),(22 141.16951),(23 141.97209),(24 143.33508),(25 143.88423),(26 144.2734),(27 144.24332),(28 142.75075),(29 142.78271),(30 143.34029),(31 143.87099),(32 144.59628),(33 143.72699),(34 144.10886),(35 144.2136),(36 145.17744),(37 145.95898),(38 148.10774),(39 147.84302),(40 148.955),(41 149.16722),(42 150.44409),(43 150.15036),(44 151.21051),(45 150.93048),(46 150.95357),(47 151.64363),(48 151.87509),(49 152.295),(50 154.21852),(51 153.29402),(52 154.40598),(53 155.17517),(54 156.01622),(55 156.48657),(56 157.72269),(57 160.18163),(58 159.27122),(59 159.7842),(60 158.79652),(61 159.87103),(62 159.74931),(63 158.40645),(64 159.89424),(65 158.18758),(66 158.41634),(67 157.67896),(68 158.08717),(69 157.18079),(70 156.94464),(71 155.21706),(72 154.85597),(73 154.39091),(74 153.65005),(75 153.00842),(76 153.29323),(77 152.58199),(78 153.7792),(79 153.43665),
(1 82.622215),(2 99.69128),(3 107.894005),(4 113.997345),(5 119.46172),(6 123.59269),(7 125.717926),(8 127.331566),(9 130.25822),(10 130.02765),(11 131.03117),(12 132.73778),(13 133.44044),(14 134.56433),(15 134.90945),(16 135.68707),(17 134.98305),(18 137.60081),(19 137.05434),(20 136.22313),(21 137.30846),(22 138.85858),(23 137.9692),(24 138.92792),(25 140.65498),(26 141.78773),(27 140.5819),(28 140.0048),(29 141.17842),(30 141.50159),(31 141.83583),(32 143.51576),(33 143.91046),(34 144.16437),(35 144.15686),(36 145.32718),(37 145.84473),(38 147.88734),(39 147.0935),(40 147.0933),(41 148.2661),(42 148.49644),(43 147.79044),(44 148.17047),(45 149.12354),(46 147.9859),(47 148.51773),(48 149.05978),(49 150.1139),(50 152.42743),(51 151.41922),(52 150.14082),(53 151.65533),(54 153.22775),(55 153.89047),(56 153.82755),(57 154.14296),(58 154.69432),(59 154.50383),(60 155.3191),(61 155.3036),(62 154.19113),(63 154.14629),(64 155.36464),(65 154.58237),(66 154.28958),(67 153.24747),(68 153.20396),(69 153.2969),(70 153.20464),(71 152.8829),(72 152.10332),(73 152.01953),(74 151.11969),(75 149.75858),(76 150.6479),(77 149.54475),(78 150.71509),(79 151.14125),
(1 83.038445),(2 99.64803),(3 109.15505),(4 114.77354),(5 120.17869),(6 123.87836),(7 127.06014),(8 129.63919),(9 131.54456),(10 132.25357),(11 133.25589),(12 134.96834),(13 136.09966),(14 137.75545),(15 137.17804),(16 137.5332),(17 138.34035),(18 139.77628),(19 139.61638),(20 139.68224),(21 140.46527),(22 141.2745),(23 140.71129),(24 143.06508),(25 142.89896),(26 142.79459),(27 141.74976),(28 141.4676),(29 142.56874),(30 141.35133),(31 141.60048),(32 142.12328),(33 142.07664),(34 141.80083),(35 141.60205),(36 142.49042),(37 143.12561),(38 143.40341),(39 144.44308),(40 144.3794),(41 145.3468),(42 146.38878),(43 145.70851),(44 146.32521),(45 146.8834),(46 146.89505),(47 148.36752),(48 149.60367),(49 151.14621),(50 152.4456),(51 151.50899),(52 153.60172),(53 153.55588),(54 155.0405),(55 155.08983),(56 155.12221),(57 155.6191),(58 155.8151),(59 155.81555),(60 157.13382),(61 157.83353),(62 157.2439),(63 157.10728),(64 157.69069),(65 156.4298),(66 157.0438),(67 153.63321),(68 152.85826),(69 153.61577),(70 152.98781),(71 151.8583),(72 151.25555),(73 150.6229),(74 150.05222),(75 149.35593),(76 148.78455),(77 149.00209),(78 149.78075),(79 150.2205),
(1 81.23142),(2 98.54345),(3 107.862366),(4 111.869),(5 116.238846),(6 121.15513),(7 123.489365),(8 124.41194),(9 127.32099),(10 128.5829),(11 128.16263),(12 129.25844),(13 131.15123),(14 132.81712),(15 133.59584),(16 133.93773),(17 135.31607),(18 136.35214),(19 136.81696),(20 136.39073),(21 136.6295),(22 137.35397),(23 137.6159),(24 137.06967),(25 137.42554),(26 136.99329),(27 137.33456),(28 136.40656),(29 137.55154),(30 137.61559),(31 138.0225),(32 139.19824),(33 138.39641),(34 139.72527),(35 140.49585),(36 139.53526),(37 139.81958),(38 142.83235),(39 141.59431),(40 140.87398),(41 142.48512),(42 143.22337),(43 145.0863),(44 146.039),(45 147.3426),(46 147.20386),(47 148.23897),(48 148.85379),(49 149.97746),(50 151.33215),(51 152.09294),(52 152.6684),(53 153.83345),(54 153.62128),(55 153.19244),(56 154.68947),(57 154.79562),(58 154.88649),(59 154.73093),(60 156.31607),(61 156.1712),(62 155.75119),(63 154.5279),(64 154.62689),(65 154.69684),(66 152.71335),(67 152.33679),(68 151.02715),(69 150.60791),(70 150.64326),(71 150.32526),(72 148.62807),(73 148.19722),(74 148.00964),(75 146.08003),(76 147.52428),(77 146.84776),(78 147.89462),(79 146.3643),
(1 80.98296),(2 96.98388),(3 105.57756),(4 110.66576),(5 115.9528),(6 119.944214),(7 123.157486),(8 124.01414),(9 127.588135),(10 128.71602),(11 128.93483),(12 130.42448),(13 133.15396),(14 133.85266),(15 133.68442),(16 133.96909),(17 135.67673),(18 136.99265),(19 135.77617),(20 135.94232),(21 138.2816),(22 137.67154),(23 137.18729),(24 138.35965),(25 137.31581),(26 137.64368),(27 137.63815),(28 137.3707),(29 136.04665),(30 136.55298),(31 135.85004),(32 135.34225),(33 135.77904),(34 137.24857),(35 137.97256),(36 138.58487),(37 139.09468),(38 139.38052),(39 138.82169),(40 139.01021),(41 140.17868),(42 141.46237),(43 142.25322),(44 143.62637),(45 144.72726),(46 144.59317),(47 145.6868),(48 146.28072),(49 148.09201),(50 148.72726),(51 148.8351),(52 150.46896),(53 149.77913),(54 150.49568),(55 150.99945),(56 151.31091),(57 151.7147),(58 152.05402),(59 152.57097),(60 153.21838),(61 151.99918),(62 152.49),(63 151.72847),(64 150.00644),(65 150.50525),(66 150.0057),(67 150.06403),(68 149.12006),(69 147.75597),(70 146.60033),(71 147.91568),(72 146.56966),(73 147.92075),(74 147.3273),(75 146.13773),(76 145.27281),(77 145.37662),(78 146.43207),(79 145.84282),
(1 80.57062),(2 97.17874),(3 105.89702),(4 111.832954),(5 115.54475),(6 119.81233),(7 122.584435),(8 124.51679),(9 126.27398),(10 128.05717),(11 130.22446),(12 130.93375),(13 132.20082),(14 132.58002),(15 132.06886),(16 133.14134),(17 134.30167),(18 135.70671),(19 135.74538),(20 135.60144),(21 136.11496),(22 136.65576),(23 137.68945),(24 138.69283),(25 138.11972),(26 137.78333),(27 136.87505),(28 137.91933),(29 137.95625),(30 137.61879),(31 136.8391),(32 137.0404),(33 136.93077),(34 137.54514),(35 136.84221),(36 137.9338),(37 139.57645),(38 139.59804),(39 140.06396),(40 141.05266),(41 142.11882),(42 143.73917),(43 143.26486),(44 144.42937),(45 144.18707),(46 144.19171),(47 144.45929),(48 145.97113),(49 148.29651),(50 149.24605),(51 149.08078),(52 150.13892),(53 150.78656),(54 150.56567),(55 150.25105),(56 151.84729),(57 151.66406),(58 152.47874),(59 151.25026),(60 151.4583),(61 152.0728),(62 151.38905),(63 150.55588),(64 151.06693),(65 150.16257),(66 150.2041),(67 148.87477),(68 148.08508),(69 147.70891),(70 146.4317),(71 146.90565),(72 148.02357),(73 148.1273),(74 147.00902),(75 145.81396),(76 144.7342),(77 144.69289),(78 146.21376),(79 145.31772),
