1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 420805.34),(2 1433481),(3 2935397.3),(4 4769583.5),(5 6951569.5),(6 9403123),(7 12019819),(8 14632881),(9 17268510),(10 19960576),(11 22653710),(12 25205066),(13 27553974),(14 29793850),(15 31766650),(16 33708468),(17 35458252),(18 37111628),(19 38463404),(20 39715332),(21 40796380),(22 41787024),(23 42596772),(24 43342990),(25 44046172),(26 44627676),(27 45364736),(28 46109516),(29 47127412),(30 49297804),(31 51061788),(32 52860880),(33 55320096),(34 57205972),(35 59111070),(36 62110308),(37 66123700),(38 70791464),(39 76143970),(40 81980580),(41 88493240),(42 95721090),(43 104167770),(44 113328100),(45 123472540),(46 134338000),(47 146081570),(48 158136820),(49 170852420),(50 182569920),(51 195077440),(52 207363580),(53 220438270),(54 233673600),(55 247750030),(56 262726140),(57 277888700),(58 293130900),(59 308309400),(60 323069340),(61 338661340),(62 352963970),(63 362245020),(64 368793950),(65 372919140),(66 374772960),(67 373862240),(68 372307550),(69 369794400),(70 364530270),(71 359186900),(72 351288960),(73 343694560),(74 334071140),(75 324518820),(76 313422530),(77 300970600),(78 288543520),(79 274788830),
(1 1663.7495),(2 1626.3511),(3 1774.5382),(4 1848.313),(5 1982.3972),(6 2029.3922),(7 2090.4626),(8 2129.71),(9 2180.256),(10 2168.7078),(11 2227.8218),(12 2196.029),(13 2152.929),(14 2192.3784),(15 2201.9316),(16 2246.892),(17 2175.9517),(18 2279.5947),(19 2252.7283),(20 2292.5947),(21 2306.529),(22 2330.8372),(23 2306.9543),(24 2302.712),(25 2267.8333),(26 2318.2815),(27 2326.2817),(28 2333.5278),(29 2362.3071),(30 2362.5618),(31 2392.931),(32 2360.023),(33 2345.6467),(34 2350.3347),(35 2392.3418),(36 2381.892),(37 2463.5781),(38 2400.2122),(39 2420.7659),(40 2440.9414),(41 2450.4397),(42 2489.511),(43 2490.1335),(44 2524.6067),(45 2513.3733),(46 2550.905),(47 2602.3516),(48 2559.0928),(49 2553.6814),(50 2628.2354),(51 2593.3464),(52 2593.0452),(53 2611.7878),(54 2606.201),(55 2601.6853),(56 2644.5156),(57 2613.3713),(58 2669.5134),(59 2646.8977),(60 2671.466),(61 2650.0813),(62 2661.9973),(63 2663.0364),(64 2667.197),(65 2711.3347),(66 2645.2622),(67 2732.1853),(68 2697.2126),(69 2733.6267),(70 2725.9668),(71 2731.8862),(72 2731.4702),(73 2732.495),(74 2722.567),(75 2742.9163),(76 2673.222),(77 2704.292),(78 2748.1428),(79 2738.2053),
(1 1621.5078),(2 1575.6929),(3 1748.5118),(4 1818.2246),(5 1994.1315),(6 2007.2407),(7 2042.6238),(8 2033.858),(9 2159.753),(10 2107.2908),(11 2174.379),(12 2155.3352),(13 2173.8584),(14 2148.4114),(15 2163.781),(16 2205.4492),(17 2137.9468),(18 2239.6294),(19 2240.0144),(20 2269.279),(21 2252.8171),(22 2275.7566),(23 2269.3953),(24 2261.2483),(25 2284.355),(26 2315.7737),(27 2305.4421),(28 2290.2346),(29 2371.742),(30 2358.1484),(31 2403.304),(32 2438.4314),(33 2402.9436),(34 2412.1404),(35 2461.2502),(36 2431.0747),(37 2475.9485),(38 2431.69),(39 2447.5383),(40 2462.5852),(41 2468.924),(42 2508.3884),(43 2517.0217),(44 2515.2947),(45 2527.5925),(46 2521.8237),(47 2619.1123),(48 2570.1707),(49 2591.8499),(50 2598.3022),(51 2610.9607),(52 2628.5474),(53 2606.8826),(54 2635.0134),(55 2635.1118),(56 2630.7632),(57 2624.2075),(58 2641.8335),(59 2649.8354),(60 2672.1335),(61 2645.8984),(62 2661.1135),(63 2615.1362),(64 2668.11),(65 2682.9424),(66 2683.458),(67 2764.9607),(68 2728.8599),(69 2785.95),(70 2770.9578),(71 2778.328),(72 2745.6274),(73 2752.2883),(74 2749.3513),(75 2759.048),(76 2699.0334),(77 2695.3877),(78 2740.4294),(79 2711.986),
(1 1462.9066),(2 1416.0114),(3 1608.5725),(4 1666.1957),(5 1849.3317),(6 1844.2109),(7 1921.5242),(8 1923.7434),(9 2068.6199),(10 2025.9106),(11 2078.9038),(12 2069.8667),(13 2084.7356),(14 2051.05),(15 2074.2808),(16 2078.2773),(17 2081.9224),(18 2095.3386),(19 2174.756),(20 2181.4353),(21 2188.057),(22 2192.2925),(23 2186.2017),(24 2151.1995),(25 2204.1958),(26 2207.4724),(27 2241.4634),(28 2219.0293),(29 2281.4968),(30 2232.9626),(31 2258.8643),(32 2302.2153),(33 2304.5527),(34 2292.4475),(35 2286.259),(36 2316.823),(37 2297.994),(38 2281.2615),(39 2319.1042),(40 2343.766),(41 2336.8647),(42 2381.7593),(43 2392.9795),(44 2408.237),(45 2456.5068),(46 2427.4443),(47 2462.671),(48 2450.1619),(49 2436.7986),(50 2425.1228),(51 2453.084),(52 2457.0564),(53 2431.3782),(54 2476.437),(55 2479.6885),(56 2481.941),(57 2503.9534),(58 2492.6414),(59 2513.6147),(60 2502.8918),(61 2563.5168),(62 2531.0254),(63 2509.6526),(64 2501.5562),(65 2497.2349),(66 2552.7793),(67 2553.2004),(68 2551.8022),(69 2587.349),(70 2548.8398),(71 2589.9324),(72 2542.041),(73 2553.6523),(74 2562.1057),(75 2552.4878),(76 2529.6643),(77 2517.0747),(78 2531.5383),(79 2547.93),
(1 1410.9454),(2 1395.0609),(3 1566.9822),(4 1608.2471),(5 1779.2821),(6 1774.8301),(7 1875.5115),(8 1869.1765),(9 1952.323),(10 1996.6459),(11 2027.5294),(12 2003.9457),(13 1994.0414),(14 2009.0703),(15 2075.5806),(16 2068.5752),(17 2108.0383),(18 2069.5781),(19 2165.137),(20 2146.9763),(21 2188.1553),(22 2181.0574),(23 2174.2813),(24 2152.2507),(25 2150.456),(26 2125.7288),(27 2208.2864),(28 2189.4414),(29 2258.5408),(30 2189.6357),(31 2209.884),(32 2211.1199),(33 2231.0854),(34 2268.5889),(35 2270.3584),(36 2252.0527),(37 2285.3552),(38 2255.0422),(39 2260.9966),(40 2344.3586),(41 2282.7344),(42 2328.3708),(43 2315.4663),(44 2311.2383),(45 2353.4397),(46 2348.5872),(47 2376.1567),(48 2373.0862),(49 2345.0078),(50 2374.046),(51 2410.6443),(52 2395.3142),(53 2420.8037),(54 2426.7983),(55 2447.4011),(56 2448.7524),(57 2477.955),(58 2486.6343),(59 2505.7468),(60 2506.1528),(61 2535.1187),(62 2529.4426),(63 2556.0054),(64 2511.9053),(65 2561.0747),(66 2569.2803),(67 2565.9692),(68 2580.1921),(69 2585.6777),(70 2538.7742),(71 2565.2126),(72 2544.5862),(73 2533.06),(74 2520.3113),(75 2510.5972),(76 2487.5046),(77 2477.2583),(78 2471.9512),(79 2478.948),
(1 1386.0834),(2 1429.7831),(3 1560.3381),(4 1593.715),(5 1750.2083),(6 1746.8267),(7 1847.072),(8 1852.7341),(9 1880.4757),(10 1976.612),(11 1989.309),(12 1938.6366),(13 1938.0715),(14 1998.5126),(15 2029.7145),(16 2007.523),(17 2013.9379),(18 2000.6444),(19 2038.2941),(20 2081.3308),(21 2116.6292),(22 2090.813),(23 2082.591),(24 2076.3125),(25 2074.1365),(26 2089.095),(27 2139.2744),(28 2136.3987),(29 2194.2637),(30 2155.488),(31 2143.2275),(32 2151.3352),(33 2132.2686),(34 2215.3494),(35 2190.2012),(36 2216.877),(37 2216.1511),(38 2222.8137),(39 2223.229),(40 2275.5918),(41 2273.6326),(42 2300.2124),(43 2322.26),(44 2331.0715),(45 2354.0906),(46 2334.7578),(47 2396.4495),(48 2348.5684),(49 2368.418),(50 2360.7913),(51 2371.9255),(52 2425.9866),(53 2410.8447),(54 2407.354),(55 2436.3403),(56 2465.4207),(57 2450.2754),(58 2458.6257),(59 2475.1023),(60 2471.8953),(61 2477.6174),(62 2448.8606),(63 2485.609),(64 2456.8335),(65 2486.172),(66 2462.5781),(67 2480.7764),(68 2496.0173),(69 2531.056),(70 2525.6538),(71 2526.0496),(72 2559.8777),(73 2526.888),(74 2510.1936),(75 2515.268),(76 2477.713),(77 2477.8684),(78 2508.8447),(79 2470.3723),
(1 1387.4924),(2 1399.3154),(3 1524.8826),(4 1580.8848),(5 1732.5017),(6 1755.5802),(7 1831.3945),(8 1852.3519),(9 1869.7955),(10 1945.8132),(11 1983.3346),(12 1949.8298),(13 1932.2335),(14 1989.0558),(15 1975.8655),(16 1990.8406),(17 1959.86),(18 2006.226),(19 2009.0443),(20 2063.0122),(21 2105.1375),(22 2091.4321),(23 2066.2234),(24 2039.1923),(25 2044.2233),(26 2111.3918),(27 2123.7832),(28 2104.5583),(29 2126.6357),(30 2116.5166),(31 2116.0146),(32 2156.0254),(33 2133.921),(34 2166.9434),(35 2162.5386),(36 2182.2388),(37 2204.5632),(38 2160.4016),(39 2186.8645),(40 2210.7495),(41 2245.952),(42 2246.1946),(43 2295.5244),(44 2282.1245),(45 2281.3796),(46 2291.718),(47 2307.5486),(48 2303.6436),(49 2310.0469),(50 2289.2908),(51 2272.737),(52 2347.737),(53 2327.3274),(54 2343.6074),(55 2339.0437),(56 2383.31),(57 2380.2273),(58 2410.0156),(59 2428.4185),(60 2444.934),(61 2455.1477),(62 2414.241),(63 2452.542),(64 2412.169),(65 2428.0088),(66 2417.038),(67 2448.59),(68 2408.62),(69 2476.439),(70 2442.7798),(71 2444.5374),(72 2469.252),(73 2445.5015),(74 2429.327),(75 2457.9548),(76 2399.4285),(77 2418.718),(78 2442.3982),(79 2376.3398),
(1 1427.8162),(2 1381.542),(3 1489.8588),(4 1587.6782),(5 1710.9319),(6 1714.7886),(7 1793.43),(8 1810.9427),(9 1842.8043),(10 1873.9839),(11 1914.0874),(12 1938.0022),(13 1918.2855),(14 1922.8303),(15 1942.8572),(16 1982.0629),(17 1950.6559),(18 1966.5991),(19 1959.8055),(20 2016.2341),(21 2070.6855),(22 2087.1548),(23 2032.865),(24 1989.6478),(25 2020.0796),(26 2041.9584),(27 2094.756),(28 2080.229),(29 2051.7817),(30 2056.9756),(31 2084.6765),(32 2138.4343),(33 2092.3098),(34 2113.1836),(35 2163.1167),(36 2162.5393),(37 2212.074),(38 2178.7468),(39 2162.426),(40 2220.05),(41 2239.9988),(42 2235.9187),(43 2267.0112),(44 2251.1619),(45 2286.893),(46 2252.9429),(47 2300.4617),(48 2258.6067),(49 2289.8887),(50 2307.209),(51 2270.2344),(52 2314.2026),(53 2319.9143),(54 2353.01),(55 2338.1963),(56 2389.9795),(57 2393.9026),(58 2396.8672),(59 2411.206),(60 2409.1414),(61 2437.7297),(62 2421.822),(63 2433.402),(64 2377.6604),(65 2388.9026),(66 2396.313),(67 2424.4631),(68 2384.5068),(69 2447.7078),(70 2368.8357),(71 2410.0056),(72 2418.4973),(73 2376.2603),(74 2382.084),(75 2373.859),(76 2345.9714),(77 2358.554),(78 2346.4038),(79 2325.578),
(1 1370.142),(2 1309.1936),(3 1443.9415),(4 1547.61),(5 1668.4888),(6 1610.5098),(7 1706.2207),(8 1712.4037),(9 1733.6505),(10 1797.4473),(11 1821.4934),(12 1847.1604),(13 1864.6561),(14 1846.2748),(15 1895.7219),(16 1904.756),(17 1893.7426),(18 1891.588),(19 1931.9847),(20 1987.7628),(21 2014.8977),(22 2050.5054),(23 2015.5547),(24 1981.6837),(25 2002.2758),(26 2000.6027),(27 2027.3251),(28 2036.0192),(29 2013.276),(30 2037.9661),(31 2059.9724),(32 2078.0483),(33 2039.3301),(34 2057.3894),(35 2082.2446),(36 2087.4495),(37 2106.4172),(38 2081.9924),(39 2107.306),(40 2129.1848),(41 2173.3972),(42 2176.2288),(43 2182.0623),(44 2191.1829),(45 2223.3538),(46 2189.7834),(47 2228.1973),(48 2208.2043),(49 2201.6265),(50 2243.5588),(51 2229.089),(52 2235.7822),(53 2256.3083),(54 2264.4658),(55 2266.8855),(56 2328.217),(57 2306.1262),(58 2314.3645),(59 2333.2183),(60 2345.7673),(61 2374.877),(62 2346.548),(63 2355.145),(64 2294.2356),(65 2284.7617),(66 2296.2085),(67 2289.203),(68 2284.0117),(69 2328.6372),(70 2259.5615),(71 2313.2183),(72 2316.2942),(73 2307.5647),(74 2305.5962),(75 2292.5938),(76 2308.3967),(77 2276.9355),(78 2286.6465),(79 2300.2808),
(1 1297.9249),(2 1295.9015),(3 1427.6858),(4 1531.9432),(5 1651.2092),(6 1593.9368),(7 1688.7704),(8 1705.2219),(9 1718.2861),(10 1843.7192),(11 1839.9662),(12 1853.1295),(13 1871.5133),(14 1832.4789),(15 1890.1842),(16 1865.479),(17 1880.0488),(18 1884.2349),(19 1937.582),(20 1998.165),(21 1994.1971),(22 2031.7969),(23 2026.857),(24 2004.3967),(25 1995.9722),(26 2007.2839),(27 2036.1417),(28 2071.72),(29 2064.017),(30 2056.7107),(31 2061.1006),(32 2099.6257),(33 2087.811),(34 2099.5667),(35 2119.3772),(36 2119.5784),(37 2153.726),(38 2121.6604),(39 2110.2756),(40 2154.8523),(41 2153.4443),(42 2158.859),(43 2186.5864),(44 2192.6052),(45 2219.373),(46 2185.7168),(47 2207.9875),(48 2200.8562),(49 2203.1262),(50 2205.2114),(51 2219.2788),(52 2245.339),(53 2274.7288),(54 2252.858),(55 2280.2087),(56 2279.7417),(57 2300.202),(58 2312.657),(59 2302.5068),(60 2313.0774),(61 2330.49),(62 2330.65),(63 2316.108),(64 2286.7832),(65 2301.3506),(66 2315.7195),(67 2310.48),(68 2346.655),(69 2338.5586),(70 2320.365),(71 2348.8691),(72 2360.7754),(73 2353.2422),(74 2353.519),(75 2335.1067),(76 2338.5708),(77 2302.2842),(78 2330.7087),(79 2309.257),
(1 1213.6333),(2 1275.4435),(3 1361.2561),(4 1461.3214),(5 1604.6912),(6 1555.8956),(7 1641.938),(8 1662.6058),(9 1692.4413),(10 1780.9956),(11 1782.8629),(12 1814.4003),(13 1811.3495),(14 1799.267),(15 1814.8401),(16 1780.5574),(17 1837.5734),(18 1821.3291),(19 1852.0953),(20 1861.8379),(21 1864.5481),(22 1890.4647),(23 1926.3583),(24 1917.5259),(25 1883.5698),(26 1910.4293),(27 1913.897),(28 1981.5287),(29 1950.5817),(30 1950.0958),(31 1930.7034),(32 1978.0317),(33 1985.2976),(34 2017.2571),(35 2027.223),(36 2017.7876),(37 2093.7314),(38 2086.5532),(39 2057.4688),(40 2114.9565),(41 2122.8394),(42 2140.5203),(43 2189.6687),(44 2179.5132),(45 2222.1526),(46 2203.621),(47 2235.785),(48 2239.0408),(49 2240.877),(50 2223.42),(51 2244.9893),(52 2242.7761),(53 2233.9722),(54 2267.347),(55 2287.7507),(56 2254.4636),(57 2289.2524),(58 2295.0435),(59 2294.1611),(60 2297.0483),(61 2337.6191),(62 2304.9075),(63 2308.0178),(64 2269.312),(65 2277.264),(66 2297.105),(67 2275.7334),(68 2296.359),(69 2294.9731),(70 2304.697),(71 2291.8206),(72 2310.9521),(73 2292.4836),(74 2292.7913),(75 2279.4907),(76 2281.622),(77 2284.2202),(78 2291.8992),(79 2272.6023),
(1 1178.573),(2 1240.5138),(3 1346.8776),(4 1418.7991),(5 1545.0823),(6 1491.2703),(7 1597.5917),(8 1618.4266),(9 1645.0289),(10 1721.0803),(11 1744.3624),(12 1770.419),(13 1753.454),(14 1769.669),(15 1775.0096),(16 1775.2953),(17 1799.0718),(18 1794.8768),(19 1827.0779),(20 1843.452),(21 1836.9128),(22 1844.1692),(23 1851.2577),(24 1840.1122),(25 1850.7318),(26 1883.0586),(27 1881.3602),(28 1909.8635),(29 1897.0765),(30 1880.5345),(31 1912.4916),(32 1925.0403),(33 1938.809),(34 1958.9117),(35 1993.3644),(36 1950.8522),(37 2012.5073),(38 2027.8679),(39 2007.2089),(40 2023.9017),(41 2079.4524),(42 2065.5144),(43 2099.6467),(44 2096.0571),(45 2116.213),(46 2095.7751),(47 2140.2205),(48 2136.7222),(49 2144.0142),(50 2120.9714),(51 2137.3303),(52 2135.0654),(53 2127.232),(54 2150.6328),(55 2173.4724),(56 2148.187),(57 2221.7312),(58 2168.997),(59 2181.5525),(60 2172.5786),(61 2193.2163),(62 2181.1563),(63 2176.4968),(64 2141.2996),(65 2129.6592),(66 2155.3228),(67 2152.0466),(68 2154.2698),(69 2172.901),(70 2136.2915),(71 2134.8738),(72 2152.2288),(73 2158.7295),(74 2159.0313),(75 2187.5261),(76 2148.5093),(77 2163.7249),(78 2165.013),(79 2170.7756),
(1 1168.4995),(2 1222.4564),(3 1333.7778),(4 1433.2161),(5 1532.0092),(6 1479.3608),(7 1571.1555),(8 1614.6483),(9 1628.6165),(10 1689.8606),(11 1697.8959),(12 1742.3942),(13 1701.9126),(14 1747.8506),(15 1743.7417),(16 1760.5308),(17 1760.5599),(18 1795.2446),(19 1799.406),(20 1864.7302),(21 1854.6417),(22 1872.4906),(23 1832.403),(24 1816.3191),(25 1840.1393),(26 1856.2821),(27 1897.0375),(28 1896.4618),(29 1868.407),(30 1868.7076),(31 1916.6228),(32 1887.2148),(33 1914.1869),(34 1899.662),(35 1947.7919),(36 1930.8026),(37 1941.5117),(38 1974.0344),(39 1969.0383),(40 1974.5132),(41 1990.7522),(42 2016.2605),(43 2023.2178),(44 2023.2998),(45 2076.8496),(46 2036.5577),(47 2085.251),(48 2063.733),(49 2088.7224),(50 2075.858),(51 2101.077),(52 2081.9377),(53 2121.6582),(54 2105.2043),(55 2115.4736),(56 2128.5354),(57 2172.8098),(58 2151.6335),(59 2169.6003),(60 2147.7756),(61 2159.7734),(62 2152.2896),(63 2155.5754),(64 2112.8254),(65 2103.686),(66 2091.5845),(67 2096.643),(68 2109.3533),(69 2129.8135),(70 2096.1755),(71 2110.7444),(72 2134.4133),(73 2121.2717),(74 2152.6902),(75 2142.6943),(76 2125.012),(77 2099.9668),(78 2120.1182),(79 2121.5232),
(1 1158.7439),(2 1224.4982),(3 1313.3293),(4 1440.5898),(5 1523.6578),(6 1504.8698),(7 1570.8228),(8 1598.3948),(9 1602.5183),(10 1674.2246),(11 1692.1202),(12 1735.2705),(13 1698.201),(14 1758.31),(15 1727.9188),(16 1772.4888),(17 1761.3408),(18 1791.6704),(19 1803.8591),(20 1853.7957),(21 1851.0643),(22 1860.3386),(23 1842.6249),(24 1848.4279),(25 1856.4408),(26 1850.9706),(27 1902.7522),(28 1888.0591),(29 1863.1716),(30 1875.9977),(31 1901.8053),(32 1884.5388),(33 1924.2754),(34 1902.9479),(35 1952.8834),(36 1944.0386),(37 1977.495),(38 2013.8995),(39 1986.7428),(40 1994.4207),(41 2034.62),(42 2076.2046),(43 2052.1882),(44 2075.9824),(45 2111.7214),(46 2100.8196),(47 2112.0615),(48 2128.423),(49 2118.4763),(50 2157.923),(51 2169.114),(52 2126.6692),(53 2177.0474),(54 2129.804),(55 2164.2837),(56 2158.0566),(57 2162.3726),(58 2193.6157),(59 2178.9832),(60 2198.883),(61 2164.2246),(62 2201.1563),(63 2194.6455),(64 2171.6816),(65 2201.2974),(66 2177.9038),(67 2174.0264),(68 2164.385),(69 2184.9492),(70 2168.2224),(71 2200.1272),(72 2198.0588),(73 2188.3984),(74 2203.8086),(75 2148.0151),(76 2137.5427),(77 2161.0127),(78 2171.4673),(79 2154.775),
(1 1130.1332),(2 1221.4492),(3 1304.2181),(4 1413.8348),(5 1495.3385),(6 1494.2565),(7 1558.9954),(8 1571.1525),(9 1579.2693),(10 1640.327),(11 1665.4658),(12 1700.2153),(13 1710.5298),(14 1727.4692),(15 1735.704),(16 1758.0895),(17 1747.7882),(18 1776.2428),(19 1799.3938),(20 1820.7651),(21 1832.6998),(22 1821.2942),(23 1814.4382),(24 1841.8899),(25 1832.1633),(26 1812.1544),(27 1855.9039),(28 1853.4015),(29 1839.0686),(30 1844.311),(31 1880.2617),(32 1866.2349),(33 1895.6077),(34 1930.2091),(35 1930.6986),(36 1926.8092),(37 1976.7782),(38 1975.2078),(39 2005.209),(40 1978.1337),(41 1987.9241),(42 2058.4097),(43 2036.3265),(44 2034.0867),(45 2046.6129),(46 2037.3883),(47 2041.5083),(48 2037.8307),(49 2031.6965),(50 2044.4421),(51 2059.0928),(52 2048.727),(53 2066.7327),(54 2014.2097),(55 2084.3828),(56 2060.5034),(57 2113.5225),(58 2085.9575),(59 2080.2856),(60 2107.9058),(61 2076.1367),(62 2111.8677),(63 2077.999),(64 2076.3555),(65 2084.0996),(66 2083.688),(67 2083.726),(68 2089.9402),(69 2120.4146),(70 2104.2224),(71 2128.4421),(72 2104.579),(73 2121.4658),(74 2132.8206),(75 2102.2996),(76 2097.712),(77 2128.2458),(78 2127.0718),(79 2113.9758),
(1 1049.5983),(2 1160.5491),(3 1231.7476),(4 1343.2914),(5 1429.9797),(6 1385.4358),(7 1462.3883),(8 1474.8567),(9 1516.6621),(10 1550.311),(11 1585.0012),(12 1588.3593),(13 1620.8885),(14 1582.4244),(15 1613.6763),(16 1615.3407),(17 1655.6388),(18 1631.2206),(19 1669.0111),(20 1671.3651),(21 1702.1381),(22 1705.8271),(23 1703.6656),(24 1706.1196),(25 1704.2258),(26 1690.3948),(27 1734.0083),(28 1774.3153),(29 1758.4904),(30 1742.9923),(31 1773.627),(32 1775.5192),(33 1771.7284),(34 1815.9376),(35 1802.0343),(36 1808.336),(37 1839.7701),(38 1855.438),(39 1870.258),(40 1880.7899),(41 1888.7637),(42 1938.11),(43 1969.2999),(44 1940.8362),(45 1938.1465),(46 1953.202),(47 1949.1869),(48 1955.1637),(49 1955.6847),(50 1921.5739),(51 1957.4172),(52 1979.2593),(53 1952.5776),(54 1961.7522),(55 1985.1178),(56 1978.5729),(57 2009.0414),(58 2003.2045),(59 1988.3684),(60 2033.2147),(61 2008.1719),(62 2019.0083),(63 2005.4323),(64 1994.4296),(65 2003.3242),(66 2027.1058),(67 2008.1124),(68 2016.1038),(69 2031.4961),(70 2032.5317),(71 2049.334),(72 2046.1002),(73 2017.1165),(74 2053.988),(75 2036.1462),(76 2014.3699),(77 2050.5798),(78 2049.6978),(79 2006.465),
(1 1021.13434),(2 1117.5388),(3 1178.3994),(4 1299.6809),(5 1430.5217),(6 1345.8972),(7 1436.883),(8 1455.1401),(9 1486.4855),(10 1509.0624),(11 1567.7877),(12 1573.54),(13 1582.518),(14 1546.8813),(15 1580.1895),(16 1580.435),(17 1604.3497),(18 1588.3949),(19 1607.6367),(20 1597.0751),(21 1617.5703),(22 1637.0187),(23 1625.8961),(24 1614.1835),(25 1638.406),(26 1637.1064),(27 1650.8563),(28 1678.6307),(29 1678.2194),(30 1663.8529),(31 1689.3822),(32 1683.527),(33 1661.1688),(34 1702.894),(35 1701.3748),(36 1710.2782),(37 1724.6229),(38 1766.099),(39 1755.6174),(40 1777.2936),(41 1789.3871),(42 1830.1332),(43 1836.9363),(44 1857.016),(45 1853.2056),(46 1896.8247),(47 1881.5157),(48 1886.317),(49 1886.1647),(50 1887.4766),(51 1906.2256),(52 1933.6326),(53 1882.3274),(54 1924.019),(55 1904.6327),(56 1917.195),(57 1904.5857),(58 1945.095),(59 1931.8666),(60 1977.574),(61 1963.902),(62 1979.7986),(63 1976.2139),(64 1929.2118),(65 1944.0133),(66 1975.3896),(67 1934.2219),(68 1947.9733),(69 1952.7795),(70 1936.8921),(71 1930.1371),(72 1942.2098),(73 1924.0912),(74 1936.4475),(75 1945.4465),(76 1885.2423),(77 1931.2078),(78 1898.2257),(79 1881.0338),
