1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 7576.91),(2 21768.705),(3 45630.387),(4 70960.73),(5 101285.48),(6 136511.03),(7 175540.95),(8 225951.8),(9 283540.72),(10 340751.16),(11 406329.5),(12 473646.75),(13 564699.3),(14 656580.44),(15 763811),(16 865850.56),(17 975373.8),(18 1082824),(19 1205350.1),(20 1322107.9),(21 1444901),(22 1558679.9),(23 1671198.5),(24 1774918.9),(25 1886094),(26 1995419.9),(27 2123185),(28 2246086.8),(29 2354830.8),(30 2455114.8),(31 2521281.8),(32 2576751),(33 2657502.3),(34 2730145.3),(35 2812722),(36 2890453.8),(37 2971611.3),(38 3042280.8),(39 3128059),(40 3197452.8),(41 3285604.8),(42 3362763),(43 3464036.8),(44 3580076.3),(45 3699278.8),(46 3825633.3),(47 3978969.3),(48 4150686.8),(49 4361102),(50 4546998),(51 4787552),(52 4995018.5),(53 5295973.5),(54 5562700.5),(55 5843246.5),(56 6115394.5),(57 6396952.5),(58 6689878),(59 6991916),(60 7298752),(61 7667769.5),(62 8066513.5),(63 8469143),(64 8839437),(65 9209713),(66 9549711),(67 9873103),(68 10157612),(69 10467191),(70 10796734),(71 11149065),(72 11486380),(73 11827972),(74 12150493),(75 12474912),(76 12736947),(77 12977875),(78 13210663),(79 13426781),
(1 79626.05),(2 278105.44),(3 494539.28),(4 643623.44),(5 712000.94),(6 745701.7),(7 788697.25),(8 841670.5),(9 877897.9),(10 906702.56),(11 962708.6),(12 1054651.5),(13 1143610.5),(14 1183834.6),(15 1184262.6),(16 1186263.6),(17 1209614.4),(18 1233228.3),(19 1244647.1),(20 1253374.5),(21 1264493.6),(22 1254687.3),(23 1223604.5),(24 1204667.3),(25 1224279.5),(26 1257856.9),(27 1279127.6),(28 1298031.6),(29 1314823.3),(30 1306558.4),(31 1261358.4),(32 1201804.1),(33 1167583.5),(34 1182061.4),(35 1244289.1),(36 1325889),(37 1398542.6),(38 1443861.5),(39 1460051.4),(40 1455099),(41 1449001.9),(42 1459604.8),(43 1498123),(44 1545863.1),(45 1570376.5),(46 1558418.6),(47 1521777.8),(48 1475087.1),(49 1434339.9),(50 1417473.3),(51 1432711.6),(52 1474158.6),(53 1529265.4),(54 1587674.6),(55 1635766),(56 1664872.5),(57 1670946.6),(58 1653934.9),(59 1625143.3),(60 1597921.4),(61 1581835),(62 1583846.4),(63 1607758.3),(64 1648715.3),(65 1679379.3),(66 1674760.1),(67 1637502.3),(68 1581029.4),(69 1534772.5),(70 1522568.4),(71 1555113.1),(72 1621318.8),(73 1686917.9),(74 1720756.5),(75 1708692.6),(76 1658390.4),(77 1590069),(78 1526238.6),(79 1484554.9),
(1 76751.14),(2 264515.3),(3 463600.56),(4 600254.2),(5 672775.94),(6 723291.1),(7 782194.56),(8 830664.3),(9 855701.25),(10 871752),(11 908400.94),(12 966022.5),(13 1007083.3),(14 1004376.3),(15 984207.2),(16 986231.5),(17 1008141.1),(18 1029089.2),(19 1052090),(20 1082648.5),(21 1094423.5),(22 1062193.4),(23 1021640),(24 1018680.3),(25 1052121.6),(26 1095522.1),(27 1149682.5),(28 1219048.5),(29 1255377.8),(30 1227148.3),(31 1177281.4),(32 1147655),(33 1153423.9),(34 1188413.5),(35 1234211.3),(36 1264291),(37 1266222.3),(38 1239776.1),(39 1198369.9),(40 1165681.9),(41 1164138.9),(42 1192975.9),(43 1233095.9),(44 1256171.3),(45 1245577.4),(46 1207800.4),(47 1164016.8),(48 1133197.9),(49 1122791.6),(50 1122938.4),(51 1123266.3),(52 1127283.9),(53 1148293.6),(54 1184096.8),(55 1225327.9),(56 1261543.9),(57 1281531.3),(58 1282975.3),(59 1277853),(60 1277734.3),(61 1289510.6),(62 1314384.5),(63 1336652.3),(64 1346395.9),(65 1332510.1),(66 1300080.6),(67 1266151.6),(68 1242103),(69 1235630),(70 1250439.3),(71 1283401.6),(72 1322072.1),(73 1346857.8),(74 1345412.1),(75 1320813.5),(76 1288801.5),(77 1263209.8),(78 1253743),(79 1260392),
(1 65978.63),(2 220150.42),(3 373702.6),(4 477042.34),(5 544898.8),(6 611601.56),(7 680514.3),(8 719817.5),(9 727622.2),(10 741311.3),(11 788486),(12 848754.94),(13 877982.3),(14 873716),(15 866214.06),(16 870051.56),(17 874900.56),(18 875132.7),(19 884403),(20 893293.94),(21 874295.7),(22 835874.2),(23 815600.5),(24 813690),(25 821056),(26 849950.56),(27 897704.2),(28 930577.8),(29 936185),(30 934446.2),(31 934054),(32 931816),(33 939187.2),(34 957179.3),(35 977311.2),(36 991678),(37 1000433),(38 1002522.3),(39 996685.2),(40 991535.56),(41 1008799.56),(42 1046955.5),(43 1085871.3),(44 1105641.4),(45 1112198.9),(46 1114790.6),(47 1118650.4),(48 1115740.6),(49 1103057.6),(50 1085875.3),(51 1073670.1),(52 1075946.9),(53 1099007.1),(54 1126199.1),(55 1149659.3),(56 1168962.1),(57 1186857.6),(58 1208960.5),(59 1234662.1),(60 1254938.6),(61 1256008.8),(62 1228073),(63 1186414.1),(64 1142268.8),(65 1105628.5),(66 1074296.9),(67 1043031.7),(68 1019262.25),(69 1016390.94),(70 1035602.5),(71 1073397.9),(72 1114156.5),(73 1138961.6),(74 1136478.9),(75 1118130.1),(76 1100257.6),(77 1093916.3),(78 1095639.3),(79 1096483.6),
(1 60703.363),(2 202282.48),(3 338603.25),(4 424325.94),(5 481667.7),(6 548769.3),(7 619026.94),(8 657868.5),(9 671006.06),(10 700029.75),(11 765559.94),(12 829174.3),(13 848724),(14 840778.5),(15 843019.5),(16 850749.44),(17 856227.1),(18 867586.1),(19 898122.56),(20 931744.5),(21 946054.3),(22 949320),(23 957411.9),(24 963360.25),(25 972725.75),(26 990511.1),(27 1004713),(28 1014747.5),(29 1031944.4),(30 1055472.3),(31 1069047.5),(32 1069309.3),(33 1061315.8),(34 1047895.9),(35 1030097.1),(36 1009352.9),(37 987804.8),(38 963577.7),(39 945185.5),(40 942987.4),(41 956577.9),(42 972255.9),(43 989407),(44 1008510.7),(45 1017442.7),(46 1013844.8),(47 1014662.2),(48 1029549.9),(49 1045094.2),(50 1054150.9),(51 1059923.1),(52 1064577.8),(53 1068060.8),(54 1077999.5),(55 1091193.8),(56 1110084.3),(57 1132784.9),(58 1157968.1),(59 1180476.1),(60 1193140.1),(61 1193287.5),(62 1182754),(63 1171881.8),(64 1155057),(65 1138652.1),(66 1116660),(67 1079832.6),(68 1039011.7),(69 1012651.9),(70 1006525.3),(71 1015375),(72 1026964.1),(73 1028403.25),(74 1017779.3),(75 1002669.44),(76 993319.6),(77 995495.4),(78 1004032.44),(79 1012285.06),
(1 76889.45),(2 256386.08),(3 424028.63),(4 518961.1),(5 570605.3),(6 632039.6),(7 693994.06),(8 721954.2),(9 740304),(10 794335.4),(11 873550.56),(12 918358.9),(13 905187.3),(14 881221.5),(15 878737.5),(16 878840.6),(17 882765.94),(18 901751.94),(19 917536.94),(20 901083.75),(21 869692.5),(22 865399.06),(23 874795),(24 876835.1),(25 891770.1),(26 919521.1),(27 919350.1),(28 895512.06),(29 889547.1),(30 917950.06),(31 962807.75),(32 1003500.4),(33 1022169),(34 1016199.8),(35 989724.25),(36 949661.56),(37 926072.8),(38 935348.5),(39 963001.94),(40 975595.3),(41 960358.44),(42 944144.6),(43 947481.56),(44 971486.7),(45 1005529.44),(46 1046375.4),(47 1080558),(48 1092543.5),(49 1092917),(50 1098261),(51 1107785.5),(52 1116599.9),(53 1135144.1),(54 1160593.1),(55 1177614),(56 1176184.5),(57 1160477.5),(58 1140774.6),(59 1126709.1),(60 1122277.8),(61 1126714.6),(62 1144705.9),(63 1172223.5),(64 1199490.3),(65 1218399.8),(66 1215458.1),(67 1190244.5),(68 1160506.6),(69 1152953.9),(70 1166793.6),(71 1192425.8),(72 1208646.3),(73 1195789.5),(74 1153918.8),(75 1109003.9),(76 1096360.5),(77 1125640.1),(78 1171299.5),(79 1194646.1),
(1 74941.59),(2 239609.9),(3 384225.75),(4 472639.28),(5 539685.44),(6 603748.94),(7 642880.5),(8 654088.3),(9 679253.44),(10 739807.06),(11 797861.4),(12 809473.9),(13 790914.3),(14 779957.75),(15 784486.5),(16 797079.7),(17 822660.6),(18 835223.2),(19 817225.7),(20 792616.56),(21 783183.06),(22 790018.1),(23 817137.3),(24 865398.8),(25 905937.9),(26 906652.5),(27 892236.94),(28 900232.94),(29 931818.94),(30 981445.94),(31 1038571),(32 1069914.3),(33 1058765.6),(34 1015951.7),(35 966169.6),(36 941101.7),(37 956870.25),(38 992958.3),(39 1016846.2),(40 1007411.5),(41 969581.8),(42 938827.25),(43 932607),(44 945156.8),(45 955608.9),(46 952849),(47 939165.7),(48 927519.6),(49 929500.4),(50 941688.56),(51 949728.1),(52 954809.2),(53 967770.5),(54 986313.4),(55 998051.4),(56 989482.94),(57 961983.4),(58 926596.5),(59 900230.56),(60 894302.4),(61 908740.5),(62 938984.8),(63 973779),(64 990955.06),(65 986902.1),(66 976176.6),(67 974247.9),(68 984477.94),(69 1001929.5),(70 1012360.5),(71 1000121.8),(72 965650.5),(73 924916.8),(74 897927.44),(75 900198.8),(76 925160.3),(77 945186.94),(78 941469.6),(79 915779.2),
(1 59721.883),(2 190159.16),(3 306946.97),(4 384500.94),(5 449452.2),(6 511850.38),(7 553013.4),(8 570863.8),(9 600254.56),(10 656244.6),(11 705082.1),(12 716077.7),(13 705451.7),(14 705059.3),(15 715615.1),(16 726263.2),(17 742656.2),(18 759759.06),(19 769005.56),(20 773078.06),(21 779837.7),(22 794694.44),(23 818444.6),(24 841934.1),(25 850814.8),(26 843138),(27 846327.94),(28 871636),(29 912717.6),(30 970669.3),(31 1027178.94),(32 1049467),(33 1032326.2),(34 999222.1),(35 970381.94),(36 964200.2),(37 981551.9),(38 998748.1),(39 996717.75),(40 977168.7),(41 953865.94),(42 940629.44),(43 939819.3),(44 948228.56),(45 956790.2),(46 959343),(47 962672.9),(48 970171.1),(49 976527.1),(50 979552.25),(51 974692.2),(52 963639.06),(53 956046.3),(54 952175),(55 944346.94),(56 924857.56),(57 899819.06),(58 878662.44),(59 871768.8),(60 880332.4),(61 890803.4),(62 896259.4),(63 900050.7),(64 905327.56),(65 917182.8),(66 931772.9),(67 943041.3),(68 950598.25),(69 957451.25),(70 960117.9),(71 948879.1),(72 922401.75),(73 888206.7),(74 862968),(75 854959.2),(76 859619.2),(77 864141.3),(78 860883.4),(79 853394.6),
(1 58824.406),(2 185116.8),(3 296664.53),(4 373224.97),(5 439954.03),(6 496533.94),(7 520264.94),(8 521117.47),(9 539952.1),(10 588154.1),(11 625024.25),(12 630788.75),(13 630420.3),(14 642131.9),(15 662465.3),(16 687685.1),(17 721452.4),(18 751889.06),(19 772302.3),(20 783466.9),(21 787837.1),(22 790989.44),(23 796830.3),(24 794270.06),(25 781564.5),(26 771061),(27 772402.8),(28 780024.6),(29 799821.1),(30 837092.75),(31 864811.5),(32 870075.5),(33 861070.6),(34 847311.4),(35 843315.6),(36 856006.94),(37 877800.8),(38 896650.25),(39 906368.25),(40 906276.8),(41 897113.4),(42 888539.9),(43 891306.9),(44 905913.5),(45 929262.1),(46 956887.56),(47 985120.6),(48 1004266.25),(49 1012618.5),(50 1012111.1),(51 998265.2),(52 980713.56),(53 968312.4),(54 958717),(55 945948.9),(56 932099.56),(57 923697.06),(58 919046.3),(59 912434.25),(60 902436.3),(61 886434.9),(62 881598.3),(63 889578.5),(64 902666.1),(65 910911.1),(66 908453.75),(67 899708),(68 901411.94),(69 913810.25),(70 918885.8),(71 900502.7),(72 864884.4),(73 833720.1),(74 822493.8),(75 827575.7),(76 835539.5),(77 840233.2),(78 846547.3),(79 854179.5),
(1 58952.94),(2 189343.28),(3 311323.3),(4 400795.5),(5 474906.22),(6 529437.44),(7 540981.7),(8 533276.3),(9 546806.25),(10 580125.75),(11 594110.2),(12 584304.1),(13 584406.75),(14 594930.1),(15 605052.75),(16 623065.06),(17 648160.1),(18 666487.2),(19 683988.4),(20 701642.1),(21 712468.25),(22 724610.9),(23 741898.5),(24 751662.5),(25 749242.4),(26 749791.06),(27 757110.5),(28 765298.75),(29 780434.4),(30 797687.44),(31 802919.2),(32 794077.3),(33 788899.7),(34 791626.2),(35 802490.06),(36 819866.2),(37 837071.75),(38 845180.56),(39 840693.94),(40 832297.7),(41 826112.44),(42 822532.8),(43 822292.5),(44 825799.44),(45 838457.7),(46 863173.5),(47 888349.44),(48 905547.44),(49 914101),(50 912502.3),(51 902183.9),(52 895847.8),(53 902662.6),(54 919269.25),(55 933078.7),(56 936532.9),(57 931078.06),(58 926191.1),(59 929869.4),(60 941283.94),(61 950739.94),(62 963671.06),(63 973774.44),(64 974814.8),(65 968444.56),(66 955977.1),(67 945277.56),(68 948807.75),(69 971025.2),(70 987649.7),(71 983204.6),(72 963388.2),(73 944431.5),(74 939885.1),(75 944053.44),(76 945520),(77 936065.2),(78 920509.9),(79 911834.8),
(1 62400.215),(2 193037.52),(3 307038.38),(4 390214.25),(5 456669.2),(6 490551.75),(7 487128.4),(8 491757.94),(9 526937.25),(10 565607.8),(11 575301.7),(12 567503.2),(13 564160.6),(14 574443.06),(15 603416.5),(16 632424.8),(17 646970.44),(18 663870.94),(19 676799.75),(20 677720),(21 688227.44),(22 708392.1),(23 713687.75),(24 702371.3),(25 696760),(26 704135.5),(27 726048.44),(28 760631.75),(29 775281.8),(30 761684.25),(31 741723.75),(32 735878.5),(33 752112.06),(34 781997.25),(35 809966.75),(36 816708.75),(37 801422.4),(38 779508.1),(39 768884.7),(40 780047.06),(41 800249.25),(42 809257.1),(43 809574.2),(44 820191.9),(45 845741.9),(46 871726.9),(47 883985.25),(48 877562.75),(49 864524.94),(50 861525.8),(51 868607.25),(52 881493.8),(53 904327.56),(54 932982.25),(55 956734.06),(56 968184.5),(57 974959.44),(58 983063.4),(59 993404.75),(60 1000316.44),(61 1001338.94),(62 1000156.56),(63 988518.06),(64 964732.56),(65 937599.9),(66 923795.56),(67 930975.44),(68 950887.5),(69 974796.94),(70 985318.44),(71 974989.6),(72 955658.5),(73 950335.06),(74 965840.56),(75 982607.75),(76 979158.06),(77 960627.56),(78 945193.8),(79 948273.8),
(1 54915.348),(2 170992.53),(3 273251.47),(4 345269.06),(5 405506.34),(6 450814.06),(7 469577.1),(8 482726.94),(9 515461.72),(10 551643.56),(11 557456.5),(12 542926.9),(13 539948.25),(14 546747.25),(15 554924.4),(16 570379.7),(17 592747.3),(18 612115.4),(19 629945.56),(20 649970.4),(21 667212.94),(22 675567.75),(23 675713.56),(24 676464.4),(25 691683.9),(26 722278.9),(27 757458.6),(28 787951.06),(29 799924.9),(30 794648.56),(31 790022),(32 799697.5),(33 822165),(34 843981.6),(35 856415.8),(36 848493.6),(37 825991.5),(38 802855.25),(39 790994.3),(40 793360.1),(41 803444.06),(42 813544.3),(43 829965.06),(44 852378.4),(45 876384.56),(46 891624.9),(47 892806.75),(48 882541.4),(49 872746.2),(50 868485.1),(51 867930.94),(52 871348.1),(53 873955.8),(54 877928.44),(55 879762.25),(56 875396.4),(57 867688.3),(58 863257.06),(59 868347.25),(60 879896.9),(61 884124.25),(62 871507),(63 841932.5),(64 811173.56),(65 788044.1),(66 769925.56),(67 758993.56),(68 758010.7),(69 762013.5),(70 763771.94),(71 761404.3),(72 762138.5),(73 769647.4),(74 783324.3),(75 793270.8),(76 793373.6),(77 788253.8),(78 784680.2),(79 780290),
(1 49293.652),(2 151467.02),(3 239957.13),(4 305463.84),(5 363832.06),(6 399302.47),(7 400633),(8 402408.25),(9 427377.7),(10 448687.1),(11 450440.7),(12 453606.53),(13 466029.66),(14 473493.75),(15 481580.47),(16 495688.13),(17 513221.1),(18 529328.2),(19 541081.7),(20 552025.8),(21 565029.44),(22 576287.25),(23 589826.2),(24 607921.8),(25 625865.44),(26 642172.7),(27 656438.25),(28 667087.5),(29 667079.7),(30 663368.2),(31 661628.3),(32 663082.8),(33 673102.44),(34 689056.4),(35 696638.1),(36 687703.75),(37 670114.1),(38 656654.94),(39 653900.8),(40 658395.7),(41 667075.44),(42 677847.94),(43 693023.06),(44 707302.7),(45 715748),(46 722429.8),(47 725805.44),(48 731841.75),(49 743263.5),(50 753523.94),(51 754940.56),(52 751839.6),(53 757241.6),(54 770258.7),(55 778281.56),(56 777131.2),(57 773977.7),(58 773701.8),(59 775278.9),(60 771910.9),(61 760130.06),(62 751102.5),(63 740218.56),(64 726639.75),(65 714351.56),(66 705111),(67 702687.7),(68 707114.2),(69 708614.6),(70 701754.6),(71 690739.3),(72 690032.5),(73 704460.75),(74 717251.1),(75 717258.94),(76 710301.25),(77 700784.1),(78 689565.8),(79 681071.2),
(1 50765.37),(2 155614.19),(3 243563.77),(4 303942.16),(5 354902.97),(6 387941.66),(7 397883.6),(8 415368.94),(9 449818.84),(10 470244.22),(11 470094.6),(12 472126.47),(13 485237.22),(14 493798.16),(15 495018.03),(16 492686.66),(17 491083.8),(18 487149.53),(19 484688.75),(20 488940.88),(21 497584.9),(22 509745.22),(23 521702.13),(24 537788.2),(25 558712.3),(26 577336.8),(27 587842.2),(28 587146.6),(29 582082.44),(30 580504.7),(31 586898.4),(32 606287.5),(33 630983.44),(34 647642.1),(35 648505.4),(36 638528.44),(37 632612.25),(38 636804.44),(39 646981.4),(40 660219.8),(41 674486.6),(42 680929.2),(43 676151.44),(44 667798.5),(45 658732.3),(46 651979.75),(47 655283.56),(48 665936.9),(49 677715.1),(50 685440.7),(51 679452.25),(52 665009.7),(53 652672),(54 645451.6),(55 640386.94),(56 634630.44),(57 629341.25),(58 628543.9),(59 634504.75),(60 643106.8),(61 646602.44),(62 638928.06),(63 624395.4),(64 620093.3),(65 627631.44),(66 642322.1),(67 662423.8),(68 681384.4),(69 690180.1),(70 690400.2),(71 692982.25),(72 707106.1),(73 721153.75),(74 718977.8),(75 699258.75),(76 674980.75),(77 662901.44),(78 671576.8),(79 691853.3),
(1 51525.32),(2 154796.98),(3 237732.98),(4 296587.84),(5 343718.28),(6 364827.1),(7 364823.13),(8 380671),(9 416367.53),(10 436477.03),(11 437654.56),(12 442768.56),(13 455072.06),(14 463758.6),(15 466140.13),(16 463031.53),(17 459166.2),(18 452755.56),(19 445416.94),(20 445749.34),(21 447616.63),(22 448623.56),(23 450486.34),(24 461114.6),(25 476144.4),(26 484081.22),(27 493269.56),(28 501613.5),(29 509996.94),(30 532557.06),(31 559385.2),(32 579516.56),(33 593742.5),(34 593909),(35 587693.94),(36 586847.6),(37 592990.9),(38 603881.5),(39 616433.2),(40 631615.56),(41 648417.9),(42 659002),(43 661157.56),(44 656044.06),(45 648371.44),(46 652061.5),(47 666588.6),(48 677093.8),(49 678358.6),(50 674864.56),(51 665569.2),(52 652203.9),(53 645948.75),(54 648887.94),(55 653592.4),(56 648025.94),(57 638166.7),(58 632208.4),(59 632925.94),(60 637622),(61 640043.94),(62 636965.25),(63 632070.94),(64 632768.3),(65 639282.06),(66 651971.7),(67 664426.8),(68 664199.2),(69 653488.56),(70 646523.8),(71 654216.8),(72 673506.6),(73 688463.06),(74 685721),(75 672367.4),(76 658379.94),(77 649403.1),(78 642993.06),(79 636101.06),
(1 49871.06),(2 144500.55),(3 211732.3),(4 260369.61),(5 311260.13),(6 340763.66),(7 345958.75),(8 364383.5),(9 393872.1),(10 403326.1),(11 404198.28),(12 418266.38),(13 435943.78),(14 450035.28),(15 463073.5),(16 471696.1),(17 473973.03),(18 468953.63),(19 464848.3),(20 461407.2),(21 458004.4),(22 460281.78),(23 483149.2),(24 514259.6),(25 526428.75),(26 530496.44),(27 533208.06),(28 533906.25),(29 553299.8),(30 574855),(31 588781.56),(32 595692.56),(33 588510.2),(34 572966.25),(35 557913),(36 552112.94),(37 557809.7),(38 577918.7),(39 605983.25),(40 630553.75),(41 646389.1),(42 651310.6),(43 645530.1),(44 633800.5),(45 628406.6),(46 635043.8),(47 637507.3),(48 624330),(49 610861.5),(50 604839.25),(51 597673.7),(52 589435.44),(53 581833.5),(54 576679.06),(55 570494.2),(56 558697.7),(57 543862.8),(58 532986.7),(59 532387.25),(60 536954.9),(61 545165.6),(62 555983.3),(63 565018.2),(64 577326.4),(65 590819.75),(66 604013.3),(67 608445.9),(68 602824.7),(69 594226.7),(70 593812.1),(71 599746),(72 603194.9),(73 598571.5),(74 590185.6),(75 589989.1),(76 596309.5),(77 599900.44),(78 595621.1),(79 588893.44),
(1 43818.055),(2 127839.8),(3 188031.06),(4 229188.28),(5 271590.03),(6 299836.06),(7 316042.3),(8 343376.56),(9 369953.16),(10 373039),(11 370810.8),(12 373043.34),(13 372712.94),(14 378868.94),(15 393599.88),(16 406983.84),(17 417906.72),(18 419089.47),(19 424313.22),(20 433127.2),(21 435764.8),(22 445234.28),(23 463751.28),(24 478013.88),(25 492763.22),(26 507350.34),(27 517370.56),(28 529176.25),(29 537657.44),(30 546368.25),(31 553501),(32 553601.2),(33 548686.94),(34 544752.7),(35 544712.3),(36 548494.25),(37 558591.56),(38 571174.1),(39 578835.5),(40 580402.8),(41 578992.9),(42 581375.1),(43 582138.9),(44 579385.56),(45 578635.8),(46 578208.3),(47 579228.5),(48 580850.06),(49 585252.1),(50 594451.9),(51 597576.3),(52 600734.75),(53 608272.75),(54 617807.56),(55 618984.56),(56 609828.7),(57 599291.8),(58 596355.75),(59 600487.25),(60 604650.7),(61 605297.9),(62 607534.44),(63 605787),(64 606222.6),(65 617796.25),(66 632016.7),(67 637612.44),(68 633411.94),(69 625197.8),(70 620301.56),(71 615314.6),(72 610385.4),(73 606223.9),(74 600655),(75 594334.8),(76 590912.75),(77 591562),(78 596583.94),(79 600177.4),
(1 44522.824),(2 128850.43),(3 187676.36),(4 225466.69),(5 255192.19),(6 265444.88),(7 276198.88),(8 306515.5),(9 329574.13),(10 334771.28),(11 345653.56),(12 357150.5),(13 363783),(14 370934),(15 375375.03),(16 378104.38),(17 373725.25),(18 368762.03),(19 375331.7),(20 383922.16),(21 394161.88),(22 411971.56),(23 434920.66),(24 452462.16),(25 463466.44),(26 469976.44),(27 471656.78),(28 475433.94),(29 490629.44),(30 496909.78),(31 498440.22),(32 488351.34),(33 475772.13),(34 470885.34),(35 475601.78),(36 488195.84),(37 501574.22),(38 512920.56),(39 521243.78),(40 526916.94),(41 530757.94),(42 533486.7),(43 538345.56),(44 539790.75),(45 535911.6),(46 531464.75),(47 526087),(48 516738.06),(49 505395.44),(50 495176.5),(51 491106.16),(52 485639.44),(53 478247.44),(54 479074.13),(55 486669.38),(56 492503.34),(57 492727.5),(58 492593.72),(59 497464.34),(60 509475.94),(61 520556.22),(62 523795.84),(63 520975.84),(64 516966.63),(65 519497.88),(66 527291.25),(67 527753.8),(68 515217.63),(69 503247.72),(70 500463.84),(71 508379.84),(72 519800.5),(73 522240.84),(74 514266.22),(75 507014.66),(76 508129.88),(77 515742.44),(78 524372.1),(79 524527.1),
