1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 133.22137),(2 162.91835),(3 179.22035),(4 188.18173),(5 195.69283),(6 204.27435),(7 210.03056),(8 214.26546),(9 217.49374),(10 223.3067),(11 229.07411),(12 235.5046),(13 237.49486),(14 241.54292),(15 244.7954),(16 245.23604),(17 247.12332),(18 247.49179),(19 246.46953),(20 247.58772),(21 247.43538),(22 247.0735),(23 246.13599),(24 248.54092),(25 245.52423),(26 246.70195),(27 247.91399),(28 252.66498),(29 254.21944),(30 255.60234),(31 254.27544),(32 253.28513),(33 253.42534),(34 253.52606),(35 252.41002),(36 250.86679),(37 254.11919),(38 252.34793),(39 254.1845),(40 258.40805),(41 257.01257),(42 258.65405),(43 262.42746),(44 261.87186),(45 262.91708),(46 262.66586),(47 264.66705),(48 264.71317),(49 263.6994),(50 262.7467),(51 262.0939),(52 261.79852),(53 260.95877),(54 259.06018),(55 260.8749),(56 262.27728),(57 261.36902),(58 260.5227),(59 261.88092),(60 262.72263),(61 262.02353),(62 260.74927),(63 259.2259),(64 258.49072),(65 257.1957),(66 256.2759),(67 253.28647),(68 253.24284),(69 254.76064),(70 255.66652),(71 255.8491),(72 257.8037),(73 253.83133),(74 251.30637),(75 253.4642),(76 248.19127),(77 252.46898),(78 254.66295),(79 254.31377),
(1 129.04947),(2 158.21968),(3 172.73358),(4 185.14714),(5 193.34131),(6 203.27065),(7 211.04669),(8 216.41031),(9 221.79619),(10 225.3655),(11 227.26328),(12 230.60034),(13 236.37584),(14 239.11145),(15 240.92537),(16 242.89845),(17 243.3227),(18 245.84827),(19 243.64188),(20 242.49492),(21 243.48102),(22 243.23668),(23 245.68567),(24 244.7823),(25 243.40256),(26 242.13211),(27 241.45465),(28 244.06505),(29 242.2464),(30 245.37462),(31 244.69447),(32 243.43066),(33 241.48396),(34 241.26727),(35 242.84436),(36 241.69257),(37 240.55844),(38 240.6853),(39 241.80826),(40 244.76576),(41 245.29753),(42 243.50415),(43 246.08185),(44 245.15344),(45 243.13034),(46 241.23383),(47 243.86809),(48 242.03374),(49 242.487),(50 241.33948),(51 242.58711),(52 240.17357),(53 243.99226),(54 242.08333),(55 243.75774),(56 240.37656),(57 239.58255),(58 240.95506),(59 238.4255),(60 240.86444),(61 240.61784),(62 239.53896),(63 240.37453),(64 241.81802),(65 240.2531),(66 238.53789),(67 239.73521),(68 240.21182),(69 239.13506),(70 238.39813),(71 238.88248),(72 239.20892),(73 242.29472),(74 239.57562),(75 242.88393),(76 243.1975),(77 244.69588),(78 245.65529),(79 245.323),
(1 128.90338),(2 158.26828),(3 173.43301),(4 183.17627),(5 192.31259),(6 203.90485),(7 210.95734),(8 216.18472),(9 220.62585),(10 225.20071),(11 228.16925),(12 232.9224),(13 234.08977),(14 240.61627),(15 242.27942),(16 241.402),(17 240.42615),(18 240.69681),(19 239.06802),(20 237.86859),(21 237.01631),(22 235.66402),(23 235.94531),(24 237.81567),(25 234.89624),(26 233.26453),(27 231.72867),(28 234.33958),(29 232.94786),(30 235.31693),(31 233.70277),(32 231.90514),(33 232.29324),(34 230.49416),(35 231.34134),(36 233.6148),(37 232.74123),(38 234.19055),(39 235.45447),(40 236.56226),(41 239.6711),(42 239.85028),(43 242.88145),(44 240.0393),(45 240.82846),(46 239.34404),(47 239.76779),(48 241.16216),(49 240.05072),(50 240.26721),(51 239.26283),(52 239.31854),(53 241.49118),(54 239.4108),(55 239.02483),(56 239.49423),(57 240.23836),(58 240.3145),(59 238.56618),(60 237.9875),(61 238.326),(62 237.32866),(63 237.00291),(64 235.31778),(65 235.53365),(66 235.25226),(67 234.68922),(68 234.60251),(69 238.12573),(70 239.24597),(71 239.60051),(72 239.16498),(73 239.23518),(74 238.16728),(75 238.69579),(76 238.69742),(77 242.0377),(78 243.55565),(79 244.29926),
(1 127.85493),(2 159.2928),(3 173.90154),(4 186.2506),(5 195.45715),(6 207.08865),(7 216.26984),(8 220.75946),(9 223.8968),(10 229.86285),(11 233.29817),(12 237.98543),(13 244.0518),(14 247.69801),(15 250.39096),(16 252.69771),(17 254.27908),(18 253.50145),(19 255.56668),(20 252.7328),(21 249.74861),(22 249.61772),(23 247.87811),(24 247.954),(25 246.17108),(26 242.8859),(27 240.66264),(28 241.2385),(29 238.20859),(30 239.9038),(31 238.87898),(32 236.49757),(33 235.88525),(34 234.1298),(35 234.68272),(36 233.60094),(37 234.1347),(38 236.49605),(39 237.19171),(40 241.49069),(41 242.1504),(42 242.72525),(43 245.0964),(44 243.61522),(45 244.88586),(46 248.12842),(47 246.8381),(48 247.16478),(49 245.75119),(50 247.34157),(51 246.94131),(52 247.0842),(53 248.61317),(54 246.24162),(55 249.4227),(56 251.98647),(57 250.43716),(58 250.71394),(59 249.47539),(60 249.32042),(61 248.37659),(62 247.38412),(63 246.89017),(64 245.23294),(65 243.05739),(66 244.77797),(67 244.14806),(68 244.38306),(69 244.34984),(70 244.28177),(71 245.53116),(72 245.31462),(73 244.64757),(74 246.72926),(75 248.9178),(76 248.47664),(77 249.42747),(78 251.38976),(79 254.28316),
(1 125.958115),(2 149.29713),(3 166.88843),(4 177.31071),(5 186.03276),(6 196.9205),(7 201.3492),(8 209.17427),(9 213.69545),(10 218.52235),(11 225.11789),(12 230.5093),(13 235.43768),(14 237.29819),(15 240.92441),(16 242.97664),(17 244.2973),(18 242.17381),(19 241.30855),(20 240.783),(21 237.64783),(22 236.74791),(23 235.99388),(24 235.72528),(25 235.78085),(26 233.12453),(27 230.83401),(28 233.87796),(29 233.87608),(30 236.4295),(31 232.87202),(32 234.24678),(33 234.75067),(34 234.08032),(35 235.96951),(36 233.57281),(37 235.56303),(38 237.07234),(39 236.76782),(40 238.08424),(41 239.60081),(42 239.73837),(43 241.5196),(44 241.39497),(45 243.6108),(46 243.11766),(47 242.6696),(48 244.25739),(49 241.2515),(50 242.9562),(51 242.75174),(52 243.05476),(53 242.40434),(54 241.05597),(55 243.80226),(56 243.81456),(57 242.06813),(58 243.95045),(59 245.02925),(60 243.46686),(61 243.34418),(62 242.1029),(63 240.20338),(64 238.39745),(65 234.68793),(66 233.85995),(67 233.19173),(68 233.81003),(69 235.52736),(70 236.47981),(71 238.29005),(72 237.29872),(73 238.07774),(74 237.17314),(75 238.5258),(76 238.82915),(77 241.06923),(78 244.16798),(79 242.15529),
(1 128.12682),(2 154.43633),(3 169.35588),(4 181.19221),(5 187.817),(6 199.32106),(7 207.5182),(8 213.50893),(9 217.27611),(10 223.00136),(11 226.95885),(12 229.06111),(13 235.85661),(14 237.58315),(15 238.25607),(16 239.96936),(17 240.91336),(18 239.56438),(19 239.55038),(20 240.34964),(21 237.82031),(22 235.45528),(23 236.3719),(24 236.70518),(25 233.76942),(26 232.62138),(27 233.4948),(28 235.95917),(29 233.29094),(30 232.20099),(31 230.76497),(32 229.1938),(33 229.18138),(34 229.7452),(35 228.89627),(36 230.31442),(37 230.1532),(38 232.47522),(39 233.59395),(40 235.67894),(41 235.69766),(42 235.263),(43 234.65045),(44 233.84175),(45 234.36502),(46 233.96051),(47 233.33911),(48 234.08893),(49 233.2457),(50 231.4171),(51 232.89409),(52 231.45686),(53 230.88351),(54 232.32545),(55 229.8437),(56 230.67613),(57 227.72531),(58 231.33368),(59 230.49785),(60 231.4971),(61 230.95084),(62 230.9885),(63 229.73932),(64 227.14923),(65 225.83855),(66 225.781),(67 225.35387),(68 225.41159),(69 228.2509),(70 229.20163),(71 230.50616),(72 229.42233),(73 230.39803),(74 230.21753),(75 230.00304),(76 231.84482),(77 232.91228),(78 234.71909),(79 235.98378),
(1 123.390594),(2 149.2548),(3 163.62509),(4 174.3522),(5 185.01685),(6 192.91095),(7 202.1262),(8 208.41249),(9 211.472),(10 218.37263),(11 222.92377),(12 226.13068),(13 230.6475),(14 237.22063),(15 238.25223),(16 239.0986),(17 241.04117),(18 241.0352),(19 242.92963),(20 242.67921),(21 238.20695),(22 238.38933),(23 236.32487),(24 234.77896),(25 233.77403),(26 232.89932),(27 233.04135),(28 232.71478),(29 230.08354),(30 228.49672),(31 228.6726),(32 226.90427),(33 227.22075),(34 226.07149),(35 226.37437),(36 227.9213),(37 227.18202),(38 232.20947),(39 234.95087),(40 235.62282),(41 235.37209),(42 237.7217),(43 238.5594),(44 236.86945),(45 234.28549),(46 236.90958),(47 235.74258),(48 236.78589),(49 238.98108),(50 239.36794),(51 239.7011),(52 242.82211),(53 242.08997),(54 241.18552),(55 241.72227),(56 241.6829),(57 242.72005),(58 243.50829),(59 243.40247),(60 242.40887),(61 241.85114),(62 239.88327),(63 238.50874),(64 240.12772),(65 238.27376),(66 235.97087),(67 234.35126),(68 234.42159),(69 234.1251),(70 234.55206),(71 235.19191),(72 235.87306),(73 235.45801),(74 231.84158),(75 232.08566),(76 233.31207),(77 234.78033),(78 236.80205),(79 239.11183),
(1 123.01397),(2 148.87526),(3 166.90472),(4 179.35397),(5 186.9678),(6 197.58888),(7 204.85582),(8 211.66205),(9 214.7527),(10 223.83884),(11 229.30264),(12 234.87854),(13 239.94185),(14 242.67683),(15 247.38538),(16 246.18938),(17 248.43994),(18 245.92938),(19 249.58868),(20 247.71521),(21 245.33846),(22 243.96625),(23 243.23438),(24 240.78267),(25 241.36801),(26 241.39331),(27 239.20071),(28 242.23598),(29 240.64522),(30 241.7891),(31 240.56874),(32 239.13406),(33 238.19405),(34 235.94194),(35 237.53984),(36 238.30844),(37 240.32549),(38 243.2974),(39 242.89366),(40 242.07832),(41 243.84317),(42 241.77257),(43 243.14172),(44 241.63591),(45 240.06584),(46 241.68962),(47 241.1139),(48 242.2647),(49 240.8276),(50 240.97711),(51 239.04546),(52 239.07166),(53 237.20308),(54 236.97606),(55 236.27345),(56 236.29788),(57 234.3143),(58 236.18333),(59 235.6912),(60 237.80826),(61 236.94557),(62 235.79832),(63 234.76152),(64 232.10947),(65 231.15347),(66 231.77492),(67 229.28734),(68 231.58267),(69 229.47578),(70 230.61806),(71 231.15999),(72 232.25613),(73 232.58522),(74 231.65157),(75 232.49648),(76 234.89474),(77 235.27502),(78 237.50133),(79 239.00352),
(1 123.84577),(2 148.85635),(3 166.64378),(4 177.2522),(5 185.1704),(6 196.04385),(7 200.94794),(8 207.44434),(9 209.72021),(10 215.90047),(11 218.81856),(12 223.47581),(13 230.48439),(14 234.41626),(15 237.90704),(16 237.98254),(17 240.05492),(18 237.25592),(19 238.23186),(20 236.41466),(21 232.56346),(22 232.80925),(23 232.03262),(24 232.5018),(25 230.63121),(26 228.24591),(27 227.70183),(28 228.56664),(29 225.22899),(30 228.04756),(31 227.68365),(32 227.58014),(33 229.43272),(34 227.941),(35 228.78625),(36 225.89882),(37 226.23222),(38 229.7002),(39 227.89716),(40 227.89914),(41 230.75151),(42 231.6272),(43 233.28093),(44 229.47186),(45 229.65193),(46 229.99208),(47 232.05725),(48 231.37477),(49 229.39536),(50 231.5921),(51 233.10612),(52 229.60786),(53 230.03175),(54 231.79422),(55 233.0499),(56 232.72173),(57 232.8005),(58 233.66508),(59 232.3034),(60 232.36107),(61 232.35643),(62 231.09636),(63 232.64236),(64 232.00052),(65 229.99767),(66 227.19435),(67 225.13019),(68 225.15614),(69 224.08829),(70 223.10303),(71 224.46094),(72 224.5152),(73 220.34233),(74 218.69577),(75 220.23476),(76 222.98456),(77 222.75032),(78 225.00722),(79 227.33466),
(1 121.3258),(2 147.03072),(3 163.62125),(4 173.46724),(5 180.71484),(6 190.21216),(7 196.80267),(8 206.58746),(9 209.0346),(10 216.53172),(11 219.07571),(12 222.09474),(13 224.48547),(14 227.58218),(15 230.66042),(16 230.38791),(17 232.56047),(18 233.24582),(19 233.21375),(20 230.95876),(21 227.33878),(22 227.67088),(23 224.67622),(24 224.20134),(25 223.49419),(26 222.7046),(27 222.31902),(28 221.56506),(29 221.1655),(30 220.5958),(31 219.36868),(32 219.20267),(33 220.46399),(34 219.99886),(35 219.45386),(36 216.38112),(37 217.82869),(38 218.9582),(39 218.20177),(40 220.74385),(41 221.78607),(42 223.60568),(43 223.40903),(44 222.4388),(45 223.1808),(46 224.28888),(47 224.44446),(48 223.78668),(49 225.4316),(50 225.19754),(51 227.09877),(52 225.87677),(53 226.4571),(54 225.3242),(55 223.7161),(56 223.66336),(57 224.67857),(58 224.65887),(59 224.21837),(60 225.17087),(61 225.4733),(62 224.45657),(63 225.76302),(64 225.57832),(65 223.08629),(66 222.42766),(67 220.57735),(68 220.06966),(69 218.96129),(70 220.22511),(71 221.79802),(72 221.37244),(73 222.2812),(74 219.40694),(75 222.10237),(76 219.609),(77 221.5539),(78 222.10205),(79 221.94041),
(1 119.22018),(2 147.79968),(3 163.56087),(4 174.12093),(5 183.78464),(6 190.86522),(7 197.46793),(8 204.48055),(9 209.19365),(10 214.56105),(11 218.35031),(12 222.59433),(13 227.65195),(14 228.74236),(15 231.90524),(16 231.75569),(17 232.34303),(18 231.40152),(19 232.9267),(20 232.44588),(21 229.08502),(22 230.57553),(23 227.98656),(24 226.96265),(25 226.33313),(26 224.98586),(27 224.47597),(28 223.48386),(29 223.36966),(30 224.45445),(31 224.56273),(32 226.15356),(33 228.30255),(34 226.307),(35 227.70164),(36 225.32903),(37 226.60927),(38 227.18275),(39 228.22726),(40 227.57698),(41 227.66594),(42 224.87236),(43 224.96692),(44 225.23686),(45 223.17378),(46 223.09523),(47 222.40878),(48 223.29457),(49 223.2036),(50 224.56615),(51 225.54936),(52 225.18169),(53 222.91978),(54 224.95647),(55 226.20113),(56 227.15442),(57 226.87862),(58 225.1324),(59 224.97462),(60 222.5075),(61 224.09634),(62 221.54291),(63 220.54152),(64 218.6648),(65 218.71521),(66 220.24406),(67 220.1479),(68 219.68842),(69 219.42148),(70 219.77887),(71 222.84357),(72 220.78961),(73 222.08578),(74 219.99316),(75 218.87738),(76 217.37076),(77 219.31801),(78 219.96951),(79 222.25032),
(1 121.40712),(2 146.13509),(3 163.70694),(4 173.55087),(5 183.81474),(6 193.18393),(7 199.645),(8 204.86478),(9 209.95496),(10 216.82645),(11 220.01358),(12 224.95213),(13 231.3126),(14 234.3561),(15 238.56816),(16 237.88007),(17 235.30536),(18 233.83446),(19 231.87273),(20 231.22351),(21 228.24228),(22 229.75517),(23 228.44089),(24 225.18903),(25 223.44122),(26 224.9556),(27 224.16222),(28 225.06953),(29 223.61855),(30 224.27956),(31 224.80804),(32 225.17712),(33 223.0774),(34 222.46956),(35 223.68521),(36 221.9197),(37 224.25983),(38 225.10205),(39 223.86574),(40 226.46136),(41 227.57382),(42 228.86276),(43 231.99704),(44 230.39633),(45 229.13367),(46 230.0874),(47 230.06033),(48 229.27441),(49 229.9442),(50 229.35307),(51 230.29349),(52 229.32718),(53 230.97604),(54 228.63507),(55 225.90753),(56 225.28844),(57 226.5071),(58 224.99577),(59 222.46469),(60 225.42441),(61 224.07903),(62 223.37209),(63 220.68492),(64 219.67738),(65 217.89305),(66 216.77136),(67 216.12967),(68 216.94942),(69 219.17928),(70 220.29094),(71 218.13477),(72 218.1314),(73 217.13367),(74 216.23581),(75 218.83957),(76 217.9167),(77 217.91101),(78 219.64738),(79 218.51578),
(1 118.73637),(2 144.9066),(3 160.07259),(4 172.80313),(5 179.43565),(6 191.58304),(7 198.24673),(8 203.38773),(9 208.9196),(10 215.10942),(11 220.94678),(12 221.96643),(13 224.75932),(14 225.38315),(15 228.46516),(16 227.24542),(17 226.09045),(18 222.88101),(19 221.33429),(20 221.63408),(21 218.05824),(22 216.79497),(23 215.8488),(24 218.2965),(25 215.85846),(26 217.7084),(27 217.32002),(28 217.88266),(29 215.07434),(30 217.29854),(31 216.10439),(32 218.51607),(33 218.32477),(34 219.95947),(35 218.83418),(36 220.16306),(37 221.36305),(38 221.98108),(39 223.59299),(40 223.04639),(41 225.23674),(42 227.1628),(43 229.66252),(44 228.43977),(45 228.83957),(46 229.40175),(47 230.0325),(48 228.02141),(49 227.38649),(50 230.77275),(51 230.06882),(52 230.03883),(53 229.27586),(54 229.38649),(55 228.3781),(56 228.62215),(57 230.58672),(58 234.72997),(59 232.89815),(60 232.90518),(61 231.72414),(62 231.16364),(63 229.83725),(64 231.02858),(65 228.62737),(66 226.39204),(67 225.31517),(68 224.17268),(69 223.76161),(70 225.83147),(71 225.00598),(72 225.14467),(73 224.26106),(74 221.32246),(75 219.37578),(76 220.91383),(77 222.11574),(78 221.39134),(79 221.16843),
(1 119.43475),(2 145.54996),(3 160.02629),(4 171.07532),(5 180.06662),(6 189.48056),(7 195.01157),(8 202.85883),(9 208.30096),(10 215.15636),(11 221.78983),(12 227.01138),(13 235.84831),(14 236.14195),(15 241.41933),(16 240.54393),(17 239.64795),(18 238.64615),(19 236.39516),(20 235.4159),(21 233.17847),(22 228.87071),(23 226.9659),(24 226.9765),(25 224.13554),(26 223.41138),(27 221.5279),(28 219.95221),(29 219.65726),(30 218.90027),(31 219.13089),(32 217.4688),(33 219.49982),(34 220.25378),(35 219.51268),(36 220.06024),(37 219.45856),(38 220.14352),(39 220.47221),(40 220.8645),(41 222.45975),(42 223.50185),(43 226.79895),(44 225.07385),(45 227.2801),(46 226.01733),(47 226.26361),(48 225.37155),(49 225.35689),(50 228.16756),(51 226.767),(52 226.06088),(53 225.17133),(54 222.50291),(55 223.28337),(56 223.85625),(57 223.89427),(58 225.57965),(59 224.1248),(60 223.95917),(61 222.14561),(62 221.51126),(63 221.00856),(64 220.11192),(65 219.4818),(66 218.8991),(67 218.80696),(68 219.38933),(69 219.39539),(70 220.54567),(71 219.4828),(72 217.50621),(73 217.55707),(74 216.84752),(75 218.62587),(76 219.55972),(77 218.49475),(78 217.0235),(79 216.66727),
(1 116.67644),(2 138.67906),(3 152.94577),(4 162.58386),(5 171.9013),(6 181.10661),(7 186.23546),(8 194.06587),(9 198.00868),(10 206.01039),(11 210.84828),(12 216.58469),(13 221.96892),(14 223.53294),(15 222.61496),(16 224.1319),(17 220.14445),(18 220.00948),(19 216.48772),(20 216.64627),(21 214.28745),(22 212.56158),(23 211.7507),(24 211.72183),(25 212.10995),(26 212.30528),(27 212.2324),(28 213.15929),(29 212.65895),(30 214.16498),(31 213.23715),(32 214.16554),(33 213.4124),(34 212.18088),(35 212.886),(36 213.73405),(37 214.97787),(38 217.13222),(39 216.94772),(40 220.20108),(41 219.43317),(42 219.79646),(43 220.01225),(44 219.3799),(45 218.95152),(46 218.60614),(47 219.55562),(48 218.82881),(49 216.88293),(50 217.06276),(51 218.10008),(52 219.65459),(53 219.7914),(54 219.89325),(55 220.74583),(56 218.22954),(57 217.40024),(58 221.03502),(59 217.71971),(60 217.29282),(61 216.50423),(62 214.68605),(63 214.91824),(64 213.59119),(65 213.77698),(66 212.27737),(67 211.84705),(68 211.70663),(69 210.41115),(70 212.17125),(71 211.27046),(72 211.07013),(73 210.30829),(74 208.32077),(75 208.86288),(76 209.47844),(77 208.65315),(78 210.2289),(79 209.77905),
(1 116.07591),(2 139.54578),(3 153.65636),(4 167.36081),(5 174.72812),(6 182.80605),(7 189.08061),(8 196.2869),(9 202.10942),(10 209.24442),(11 213.4889),(12 217.59502),(13 223.79922),(14 224.97803),(15 228.33266),(16 228.74777),(17 224.89922),(18 220.89543),(19 219.2625),(20 217.65791),(21 215.39429),(22 214.04779),(23 213.16167),(24 212.14104),(25 209.48555),(26 208.91037),(27 206.78088),(28 210.12794),(29 210.6291),(30 212.93124),(31 213.24336),(32 215.68297),(33 215.532),(34 216.48312),(35 214.87093),(36 214.52016),(37 215.95941),(38 217.28116),(39 219.21602),(40 219.80823),(41 220.07822),(42 220.29453),(43 221.79068),(44 218.82489),(45 218.73972),(46 219.7848),(47 220.28003),(48 220.26639),(49 219.69948),(50 219.67085),(51 220.83365),(52 219.11765),(53 220.1007),(54 220.1733),(55 221.11162),(56 221.91406),(57 221.05534),(58 221.10422),(59 223.0199),(60 221.34013),(61 224.21364),(62 222.62592),(63 223.55322),(64 222.17772),(65 221.38985),(66 217.7777),(67 218.97682),(68 220.76025),(69 220.54668),(70 221.3096),(71 219.64731),(72 220.70871),(73 218.36826),(74 216.20522),(75 216.03459),(76 216.53874),(77 216.8157),(78 216.12321),(79 215.2578),
(1 114.95906),(2 139.92867),(3 154.95969),(4 166.1588),(5 175.17857),(6 183.27261),(7 188.41045),(8 197.55713),(9 203.86424),(10 208.08607),(11 213.01198),(12 216.50885),(13 221.88083),(14 225.10931),(15 227.5901),(16 227.5482),(17 225.56154),(18 224.55193),(19 219.66739),(20 220.81615),(21 217.76033),(22 215.91954),(23 214.59335),(24 214.45966),(25 212.70688),(26 209.48549),(27 210.03096),(28 211.33876),(29 210.23483),(30 212.75641),(31 211.52634),(32 213.1578),(33 214.42819),(34 212.09073),(35 211.71696),(36 213.03665),(37 211.99525),(38 211.89337),(39 211.80779),(40 211.9927),(41 214.09496),(42 215.64546),(43 217.94093),(44 216.53377),(45 216.0212),(46 217.40742),(47 216.39705),(48 216.16399),(49 218.10432),(50 220.05002),(51 220.17198),(52 218.28291),(53 216.79799),(54 216.87965),(55 217.01624),(56 217.24403),(57 217.66142),(58 218.25833),(59 218.42),(60 215.70157),(61 216.37738),(62 216.26218),(63 215.50633),(64 214.73973),(65 212.69305),(66 212.0903),(67 210.82199),(68 210.12444),(69 212.06229),(70 212.3394),(71 211.7644),(72 213.05817),(73 211.72926),(74 211.39069),(75 211.94174),(76 212.32251),(77 216.55559),(78 217.47734),(79 216.77934),
(1 115.272156),(2 138.29169),(3 150.90239),(4 164.26088),(5 171.13963),(6 183.54079),(7 186.93867),(8 193.86864),(9 198.03809),(10 201.66917),(11 205.78575),(12 209.14598),(13 214.04407),(14 213.42682),(15 215.50128),(16 214.43593),(17 214.43315),(18 212.06288),(19 209.96053),(20 209.4955),(21 208.56244),(22 205.98431),(23 204.4372),(24 205.80928),(25 204.31448),(26 203.84926),(27 204.37033),(28 206.50943),(29 205.04893),(30 204.70067),(31 204.33482),(32 206.31921),(33 206.92317),(34 207.67908),(35 207.9207),(36 208.68376),(37 210.46101),(38 211.02913),(39 210.33488),(40 212.26233),(41 212.89502),(42 212.46425),(43 213.39377),(44 213.52272),(45 212.9503),(46 214.96027),(47 214.93228),(48 215.56383),(49 213.83524),(50 213.11336),(51 214.26312),(52 214.02336),(53 214.11899),(54 213.65926),(55 213.23462),(56 213.66158),(57 214.86046),(58 214.84459),(59 214.7455),(60 212.1368),(61 214.35167),(62 212.12396),(63 213.7949),(64 211.27144),(65 209.05522),(66 207.93814),(67 207.89954),(68 208.52986),(69 207.63437),(70 208.96925),(71 208.38815),(72 209.51344),(73 208.88043),(74 206.20692),(75 207.92227),(76 207.51689),(77 207.66856),(78 208.58026),(79 206.45346),
