1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 113.32036),(2 137.07877),(3 150.96857),(4 162.71533),(5 169.49585),(6 177.58377),(7 182.02478),(8 189.66194),(9 192.1414),(10 199.33801),(11 200.53186),(12 205.3062),(13 208.94185),(14 211.92245),(15 214.09875),(16 213.31082),(17 213.138),(18 211.89941),(19 214.20592),(20 214.46378),(21 211.83957),(22 212.35376),(23 208.81422),(24 208.5493),(25 208.27722),(26 210.86713),(27 211.7752),(28 212.17963),(29 210.26086),(30 210.30556),(31 210.27162),(32 211.55026),(33 211.73503),(34 209.89215),(35 211.22697),(36 211.33089),(37 210.50655),(38 209.50653),(39 208.64186),(40 207.77098),(41 209.41026),(42 207.54369),(43 211.74887),(44 212.92665),(45 211.48964),(46 212.6859),(47 212.12737),(48 209.58919),(49 210.81017),(50 211.1826),(51 213.37321),(52 210.8955),(53 209.48161),(54 208.84369),(55 210.1317),(56 210.85149),(57 210.18199),(58 210.5051),(59 210.10194),(60 207.5698),(61 208.16321),(62 206.94664),(63 210.90857),(64 209.1997),(65 207.12209),(66 206.35718),(67 206.47302),(68 205.32803),(69 205.16234),(70 206.90659),(71 204.0254),(72 205.04688),(73 205.7452),(74 205.19296),(75 207.63274),(76 205.46814),(77 205.9863),(78 208.23476),(79 207.05376),
(1 111.65063),(2 134.92036),(3 146.79327),(4 159.2043),(5 166.2013),(6 177.0974),(7 182.2919),(8 187.05353),(9 191.60826),(10 196.22249),(11 198.51283),(12 200.78552),(13 205.08812),(14 207.03192),(15 210.03214),(16 209.9208),(17 207.12361),(18 207.49768),(19 208.47862),(20 208.11092),(21 206.26167),(22 205.13097),(23 204.54103),(24 204.31877),(25 205.38959),(26 204.94424),(27 206.17035),(28 205.58827),(29 205.01976),(30 206.36673),(31 205.97064),(32 205.99666),(33 205.85379),(34 206.03406),(35 207.4345),(36 206.56566),(37 209.16739),(38 208.23975),(39 207.24452),(40 208.5091),(41 208.47382),(42 207.26416),(43 209.39174),(44 209.70418),(45 208.92844),(46 210.40656),(47 210.75548),(48 209.43759),(49 210.19197),(50 209.461),(51 209.15309),(52 210.33864),(53 211.46964),(54 213.53224),(55 213.10329),(56 213.69232),(57 212.08112),(58 212.63371),(59 213.16998),(60 212.46298),(61 209.03224),(62 211.00339),(63 212.84926),(64 209.33287),(65 207.40388),(66 207.79318),(67 208.68333),(68 208.83714),(69 208.64906),(70 211.03767),(71 212.31392),(72 209.61545),(73 210.45001),(74 207.90808),(75 209.85509),(76 211.2838),(77 211.82645),(78 210.66464),(79 209.31224),
(1 112.8773),(2 134.86098),(3 148.12233),(4 158.46785),(5 166.07549),(6 176.36836),(7 183.33029),(8 189.609),(9 193.64792),(10 199.69073),(11 203.82866),(12 207.26213),(13 211.87764),(14 213.32146),(15 216.03244),(16 216.60747),(17 214.30173),(18 214.18019),(19 213.21977),(20 211.50726),(21 209.61427),(22 208.80681),(23 207.49123),(24 206.9328),(25 207.59229),(26 208.61093),(27 206.73251),(28 206.5028),(29 205.7541),(30 206.1629),(31 206.9444),(32 207.75156),(33 209.67458),(34 208.90082),(35 208.29095),(36 208.52513),(37 209.27998),(38 211.07112),(39 213.1539),(40 211.82106),(41 212.92189),(42 211.49696),(43 211.9199),(44 211.62935),(45 212.89162),(46 214.12054),(47 214.58061),(48 214.70753),(49 212.54222),(50 211.72829),(51 213.94739),(52 215.20132),(53 214.24419),(54 215.91586),(55 216.27733),(56 216.64807),(57 212.74687),(58 214.25847),(59 213.42348),(60 213.52519),(61 211.97919),(62 211.58244),(63 212.57414),(64 212.17664),(65 211.68138),(66 209.54211),(67 208.7822),(68 207.2552),(69 207.73204),(70 210.75912),(71 210.33524),(72 209.94814),(73 211.9065),(74 210.40836),(75 214.2375),(76 209.25256),(77 210.41441),(78 210.68626),(79 210.30232),
(1 109.10076),(2 130.9533),(3 143.75394),(4 152.10182),(5 160.31876),(6 167.56401),(7 174.96196),(8 180.04465),(9 184.08838),(10 187.83452),(11 191.00261),(12 193.84589),(13 196.00684),(14 196.87602),(15 199.72424),(16 199.05605),(17 199.4474),(18 199.59866),(19 200.31415),(20 199.17896),(21 197.86282),(22 198.13417),(23 198.01152),(24 199.3595),(25 197.05711),(26 198.85326),(27 197.56584),(28 200.03552),(29 198.17682),(30 200.02655),(31 202.02422),(32 203.96358),(33 202.60297),(34 202.41125),(35 202.9209),(36 204.67805),(37 205.60905),(38 205.17065),(39 207.28354),(40 206.42741),(41 207.29974),(42 209.2661),(43 210.20345),(44 211.3044),(45 212.16805),(46 213.70372),(47 212.17874),(48 214.07304),(49 215.70522),(50 213.13043),(51 214.24146),(52 213.64131),(53 214.1148),(54 216.19269),(55 215.95808),(56 214.04817),(57 214.59203),(58 214.1352),(59 212.08449),(60 211.6531),(61 211.91794),(62 211.71358),(63 213.32199),(64 211.78012),(65 210.46922),(66 208.30919),(67 206.61195),(68 206.71016),(69 207.26746),(70 206.98358),(71 206.92699),(72 207.57861),(73 204.14644),(74 204.0401),(75 204.53793),(76 204.6636),(77 202.48068),(78 202.63672),(79 201.63696),
(1 107.03777),(2 130.32625),(3 141.98062),(4 152.48509),(5 158.57532),(6 167.04073),(7 172.56659),(8 177.9728),(9 182.33902),(10 186.41182),(11 190.78297),(12 192.70827),(13 194.46509),(14 197.0627),(15 197.50482),(16 197.57959),(17 196.43982),(18 196.75381),(19 197.35692),(20 196.7379),(21 195.80493),(22 196.32912),(23 198.67192),(24 198.94138),(25 200.4386),(26 200.98709),(27 199.15663),(28 201.4429),(29 203.06638),(30 204.18604),(31 204.88837),(32 204.29272),(33 204.84586),(34 206.04189),(35 206.85141),(36 206.56354),(37 208.5551),(38 209.68152),(39 210.45984),(40 209.87488),(41 211.68343),(42 212.49246),(43 213.54997),(44 213.28444),(45 214.01984),(46 215.38985),(47 213.17424),(48 212.72498),(49 213.73965),(50 213.41899),(51 214.43518),(52 214.00671),(53 214.01564),(54 213.16942),(55 213.4744),(56 212.18452),(57 213.10625),(58 213.42474),(59 212.72762),(60 210.00966),(61 211.77103),(62 212.84924),(63 211.25455),(64 209.90683),(65 208.07253),(66 207.48758),(67 207.68605),(68 209.75235),(69 208.78183),(70 210.60329),(71 211.05971),(72 211.79163),(73 211.29079),(74 210.33975),(75 212.45747),(76 209.25807),(77 210.58809),(78 211.81503),(79 211.33978),
(1 107.21369),(2 130.41486),(3 143.35397),(4 153.08128),(5 160.41304),(6 170.34433),(7 175.5044),(8 181.48557),(9 185.27269),(10 189.42126),(11 190.9833),(12 194.14253),(13 195.63077),(14 198.2467),(15 198.63939),(16 198.1216),(17 194.34814),(18 193.34967),(19 195.08992),(20 194.59962),(21 192.94235),(22 194.18373),(23 192.56117),(24 194.55688),(25 194.41199),(26 195.84538),(27 197.53717),(28 196.66249),(29 198.4707),(30 199.66644),(31 200.3466),(32 201.73056),(33 203.02618),(34 203.36464),(35 204.84818),(36 204.1184),(37 206.60892),(38 209.67096),(39 209.67523),(40 209.26439),(41 212.77188),(42 214.5232),(43 215.4196),(44 215.72365),(45 215.00354),(46 217.58435),(47 215.37595),(48 215.2406),(49 216.54872),(50 217.1901),(51 217.58907),(52 218.40805),(53 214.469),(54 216.09552),(55 216.05754),(56 216.99788),(57 216.22949),(58 213.75084),(59 215.54483),(60 215.91258),(61 216.59021),(62 216.8532),(63 218.01561),(64 216.43816),(65 214.1351),(66 213.93445),(67 212.07635),(68 211.7809),(69 211.2167),(70 212.11124),(71 210.65361),(72 207.7067),(73 208.19678),(74 207.5088),(75 207.3963),(76 206.49045),(77 208.04573),(78 206.97513),(79 205.61937),
(1 106.833405),(2 127.98671),(3 141.51889),(4 152.14911),(5 159.77301),(6 166.9063),(7 170.67014),(8 177.08455),(9 183.11845),(10 186.70772),(11 187.9593),(12 191.18243),(13 192.16293),(14 191.93614),(15 192.32118),(16 192.72543),(17 192.40579),(18 191.88474),(19 191.53079),(20 191.38817),(21 191.44815),(22 191.92062),(23 191.8938),(24 192.6447),(25 193.63953),(26 192.6694),(27 194.48537),(28 195.91881),(29 196.81502),(30 197.96524),(31 200.57724),(32 200.36676),(33 199.40918),(34 199.85396),(35 201.53224),(36 203.57748),(37 203.04301),(38 204.3533),(39 205.48131),(40 206.06076),(41 207.7663),(42 211.13107),(43 211.2994),(44 214.3219),(45 214.04437),(46 215.42783),(47 216.10545),(48 215.53487),(49 216.39297),(50 216.09572),(51 219.34042),(52 219.19843),(53 218.76703),(54 219.02147),(55 218.87389),(56 219.28343),(57 219.83195),(58 223.12044),(59 219.01442),(60 219.22896),(61 217.77081),(62 219.7696),(63 218.95491),(64 216.58864),(65 214.05367),(66 214.05849),(67 214.41707),(68 212.71),(69 214.9834),(70 214.32098),(71 212.46445),(72 210.87479),(73 211.16306),(74 209.32834),(75 208.94386),(76 206.60655),(77 208.32903),(78 205.72896),(79 205.91821),
(1 106.39339),(2 127.912964),(3 140.01532),(4 149.62086),(5 156.43634),(6 163.64175),(7 169.51923),(8 174.14156),(9 178.77338),(10 182.19827),(11 184.09111),(12 185.65376),(13 185.04683),(14 186.03125),(15 189.31665),(16 190.10423),(17 190.21147),(18 190.54301),(19 191.62744),(20 187.87335),(21 188.83537),(22 188.91316),(23 190.6328),(24 191.95058),(25 194.56284),(26 198.30875),(27 197.35661),(28 201.20953),(29 201.25931),(30 201.40414),(31 203.79451),(32 205.02588),(33 206.4308),(34 205.64488),(35 204.38351),(36 204.91626),(37 205.55467),(38 205.96236),(39 207.47682),(40 209.63725),(41 210.81189),(42 213.65866),(43 214.57751),(44 213.79782),(45 214.21608),(46 213.6618),(47 211.93976),(48 212.16283),(49 213.56505),(50 214.86662),(51 214.72887),(52 214.89049),(53 216.20381),(54 214.89003),(55 213.44211),(56 215.72818),(57 213.61638),(58 213.1209),(59 212.56316),(60 212.02985),(61 211.63573),(62 211.88478),(63 209.82898),(64 207.96053),(65 206.507),(66 205.92131),(67 203.48463),(68 203.6912),(69 202.34921),(70 200.95694),(71 198.95126),(72 198.05238),(73 196.69817),(74 194.85683),(75 194.94766),(76 194.73999),(77 196.96605),(78 196.49649),(79 197.38087),
(1 104.61669),(2 126.96643),(3 138.69745),(4 148.71529),(5 155.11139),(6 162.21056),(7 165.65195),(8 170.73347),(9 173.22055),(10 177.2635),(11 180.52191),(12 183.28978),(13 185.22742),(14 185.26265),(15 188.29076),(16 188.74973),(17 188.44186),(18 187.91145),(19 186.38445),(20 184.67064),(21 186.70032),(22 187.302),(23 185.79141),(24 186.65192),(25 187.18535),(26 188.30862),(27 189.59326),(28 191.6231),(29 191.30078),(30 194.26088),(31 199.24751),(32 198.13864),(33 196.93149),(34 196.6372),(35 200.83537),(36 199.81201),(37 200.47903),(38 202.66083),(39 202.84985),(40 202.4048),(41 205.52545),(42 206.55537),(43 208.05417),(44 209.17105),(45 209.00578),(46 208.27644),(47 209.23183),(48 209.06795),(49 208.34917),(50 207.76996),(51 209.11177),(52 206.85716),(53 208.41556),(54 207.18416),(55 207.55606),(56 207.39333),(57 207.40565),(58 208.56088),(59 208.25168),(60 209.12321),(61 208.95149),(62 209.6801),(63 208.77449),(64 207.09201),(65 205.84485),(66 204.5193),(67 202.69096),(68 202.6423),(69 202.20966),(70 201.63934),(71 201.09311),(72 200.86047),(73 200.85547),(74 195.50674),(75 195.8657),(76 194.96248),(77 196.41183),(78 194.95973),(79 194.99652),
(1 106.638565),(2 127.91546),(3 141.47165),(4 151.53923),(5 157.67735),(6 165.11821),(7 171.11191),(8 176.58226),(9 180.21234),(10 183.2447),(11 184.7875),(12 186.27878),(13 187.29985),(14 187.90404),(15 188.329),(16 188.13272),(17 185.7303),(18 187.55228),(19 185.76123),(20 187.42151),(21 186.0194),(22 186.75182),(23 185.93143),(24 188.03801),(25 189.56538),(26 190.08972),(27 191.06256),(28 189.74437),(29 188.96771),(30 191.35593),(31 189.64342),(32 189.65666),(33 190.85875),(34 191.595),(35 193.2452),(36 194.3136),(37 195.7407),(38 198.41702),(39 197.62202),(40 200.74155),(41 200.34093),(42 199.26474),(43 203.67822),(44 204.26485),(45 204.30666),(46 203.41483),(47 204.0563),(48 205.11586),(49 205.68561),(50 204.83736),(51 207.35974),(52 208.67735),(53 211.36345),(54 209.37898),(55 211.4699),(56 211.49107),(57 211.02676),(58 212.76422),(59 212.8387),(60 211.70874),(61 210.3881),(62 210.99277),(63 210.4635),(64 208.16165),(65 206.01682),(66 206.67609),(67 204.56102),(68 206.90846),(69 206.43564),(70 206.90466),(71 206.24864),(72 204.92734),(73 202.87602),(74 200.91136),(75 201.11388),(76 200.94981),(77 201.69981),(78 200.2256),(79 199.62125),
(1 104.44658),(2 125.456955),(3 137.6603),(4 146.64165),(5 152.64401),(6 161.40149),(7 164.18488),(8 169.0326),(9 171.30505),(10 173.88885),(11 174.03296),(12 176.62967),(13 177.86244),(14 178.0186),(15 180.02208),(16 180.6176),(17 180.812),(18 179.73914),(19 178.24464),(20 179.04073),(21 179.34363),(22 178.75056),(23 180.03844),(24 180.54865),(25 181.35684),(26 182.44896),(27 181.90338),(28 184.76057),(29 185.94887),(30 186.99516),(31 188.42291),(32 190.2212),(33 191.97522),(34 191.8271),(35 191.88235),(36 192.9814),(37 190.49757),(38 188.479),(39 191.39034),(40 194.68877),(41 195.86375),(42 194.41399),(43 196.79095),(44 196.41635),(45 198.0556),(46 196.29034),(47 197.60596),(48 199.28146),(49 200.56177),(50 201.18217),(51 200.02927),(52 202.7234),(53 201.1722),(54 199.4044),(55 200.97433),(56 202.53),(57 202.25635),(58 203.24161),(59 202.8472),(60 204.47632),(61 204.37003),(62 205.43427),(63 203.33658),(64 203.17169),(65 201.3953),(66 201.2402),(67 198.69518),(68 200.05083),(69 199.54884),(70 200.4267),(71 198.96632),(72 196.50157),(73 195.76074),(74 194.7877),(75 193.06004),(76 192.72949),(77 191.77225),(78 189.68831),(79 189.26381),
(1 102.27603),(2 123.948074),(3 135.77118),(4 145.64351),(5 151.83809),(6 159.25793),(7 164.7364),(8 170.54117),(9 173.08632),(10 175.57451),(11 177.00949),(12 179.62903),(13 181.18152),(14 180.13745),(15 182.78108),(16 184.54445),(17 183.58069),(18 183.16989),(19 185.41437),(20 183.49036),(21 184.63666),(22 184.82108),(23 185.7194),(24 185.77864),(25 185.01424),(26 187.93681),(27 187.31807),(28 190.78874),(29 191.24825),(30 193.9731),(31 193.26585),(32 193.035),(33 194.87975),(34 194.26149),(35 193.58145),(36 195.64319),(37 197.6931),(38 197.8238),(39 199.67989),(40 201.01617),(41 201.42197),(42 199.75897),(43 201.43039),(44 202.14203),(45 202.77596),(46 202.90694),(47 202.5361),(48 201.8803),(49 203.00957),(50 204.52164),(51 204.71231),(52 203.64047),(53 202.59119),(54 201.0893),(55 202.37334),(56 202.33017),(57 202.5274),(58 202.20456),(59 200.69302),(60 200.83273),(61 199.02225),(62 199.73277),(63 200.55388),(64 197.89082),(65 195.73784),(66 197.073),(67 198.56711),(68 199.06956),(69 198.77478),(70 199.03233),(71 196.79944),(72 195.79533),(73 195.56021),(74 193.50914),(75 196.25858),(76 196.98883),(77 198.11394),(78 198.31575),(79 197.53613),
(1 104.16103),(2 124.093025),(3 136.98195),(4 146.01013),(5 153.02591),(6 160.16191),(7 163.16747),(8 170.31485),(9 174.56349),(10 176.9163),(11 176.99948),(12 178.4021),(13 180.04982),(14 178.27766),(15 182.24016),(16 179.44626),(17 180.49606),(18 178.6107),(19 180.34213),(20 179.79933),(21 179.4746),(22 179.37418),(23 180.8694),(24 182.79414),(25 183.545),(26 183.6751),(27 182.44302),(28 184.24893),(29 183.87428),(30 185.45511),(31 185.0983),(32 188.3793),(33 187.8451),(34 188.46677),(35 188.37602),(36 188.78441),(37 190.37097),(38 194.0182),(39 194.09727),(40 196.79605),(41 198.67116),(42 198.97852),(43 201.89655),(44 201.35556),(45 202.18486),(46 202.0674),(47 201.31181),(48 201.25854),(49 201.6211),(50 201.6542),(51 201.51283),(52 200.48721),(53 201.91577),(54 202.01488),(55 203.3876),(56 204.28717),(57 202.89981),(58 205.34341),(59 205.14095),(60 207.85228),(61 206.88422),(62 203.86328),(63 206.34196),(64 204.68776),(65 203.82872),(66 202.62335),(67 203.02597),(68 203.60458),(69 202.43077),(70 202.0574),(71 200.97127),(72 202.4202),(73 204.57263),(74 201.97142),(75 203.34204),(76 205.85042),(77 205.60745),(78 206.59514),(79 206.89777),
(1 102.38117),(2 123.06021),(3 135.97093),(4 144.6141),(5 151.50668),(6 159.6636),(7 164.77051),(8 170.70676),(9 173.26086),(10 173.94435),(11 176.79315),(12 178.9302),(13 182.84746),(14 181.77187),(15 184.07245),(16 182.45027),(17 183.62212),(18 182.12143),(19 183.49207),(20 182.06285),(21 182.51622),(22 182.91496),(23 184.03583),(24 183.13503),(25 183.47533),(26 184.318),(27 185.55748),(28 185.2512),(29 184.26067),(30 183.83443),(31 182.26614),(32 184.55873),(33 186.77269),(34 187.31656),(35 190.5253),(36 190.20758),(37 189.30775),(38 191.09837),(39 191.98428),(40 194.14525),(41 197.0204),(42 196.56023),(43 198.22136),(44 198.52847),(45 197.86926),(46 199.82652),(47 200.41232),(48 201.56795),(49 203.09471),(50 201.03598),(51 200.69878),(52 202.45297),(53 201.4111),(54 201.5977),(55 201.21075),(56 202.88438),(57 200.90242),(58 202.67967),(59 203.79448),(60 204.40012),(61 202.29997),(62 202.18845),(63 203.98567),(64 201.66238),(65 200.57135),(66 200.79999),(67 199.90807),(68 200.41354),(69 199.7749),(70 199.85675),(71 199.78404),(72 198.77263),(73 199.04053),(74 198.81656),(75 198.8789),(76 197.12569),(77 198.435),(78 199.0669),(79 197.77234),
(1 102.81667),(2 122.94591),(3 133.71718),(4 142.88615),(5 149.05217),(6 155.99847),(7 161.47443),(8 166.26093),(9 170.72006),(10 175.0339),(11 176.3378),(12 178.36893),(13 181.25458),(14 178.52167),(15 182.85754),(16 184.28401),(17 182.53958),(18 183.65996),(19 184.86775),(20 185.23218),(21 185.06718),(22 185.7297),(23 185.67209),(24 186.98729),(25 188.49947),(26 190.21031),(27 190.91507),(28 192.06406),(29 190.68536),(30 190.64677),(31 189.0188),(32 187.91473),(33 186.09488),(34 186.74011),(35 188.74188),(36 186.91553),(37 185.64845),(38 186.17134),(39 189.08733),(40 189.07521),(41 189.55994),(42 190.3751),(43 191.03793),(44 192.42218),(45 192.97481),(46 194.29828),(47 194.14868),(48 194.67136),(49 193.00317),(50 193.40826),(51 195.25798),(52 193.44304),(53 194.7897),(54 193.55208),(55 193.53009),(56 193.54921),(57 190.92651),(58 191.7577),(59 192.1563),(60 192.37057),(61 191.47525),(62 193.02704),(63 193.98537),(64 192.94312),(65 192.12193),(66 191.13092),(67 189.67223),(68 189.48804),(69 189.73558),(70 188.40811),(71 187.65184),(72 187.26015),(73 187.55702),(74 185.96321),(75 187.44771),(76 188.25822),(77 189.723),(78 189.70427),(79 191.0783),
(1 101.13627),(2 121.070015),(3 134.26678),(4 143.84245),(5 148.85475),(6 156.59818),(7 162.03932),(8 168.08557),(9 171.23631),(10 174.00314),(11 175.01334),(12 176.09264),(13 178.27896),(14 178.01431),(15 181.02258),(16 179.91663),(17 179.65623),(18 177.61371),(19 179.15154),(20 178.13933),(21 176.3266),(22 173.77367),(23 175.14078),(24 176.2065),(25 175.97092),(26 174.75005),(27 174.60779),(28 175.96788),(29 175.65169),(30 177.40544),(31 176.90817),(32 178.27904),(33 179.29842),(34 179.32425),(35 179.97989),(36 179.4853),(37 179.84569),(38 180.70422),(39 183.01526),(40 182.90042),(41 184.98863),(42 184.80504),(43 186.21164),(44 186.39133),(45 185.91405),(46 186.8861),(47 188.0632),(48 186.47266),(49 185.37096),(50 186.05002),(51 187.30371),(52 188.33527),(53 187.58157),(54 186.81891),(55 188.00905),(56 189.687),(57 189.53285),(58 192.33443),(59 191.62982),(60 193.02184),(61 193.3308),(62 193.84505),(63 195.30324),(64 195.07187),(65 193.96805),(66 192.65904),(67 191.69492),(68 190.86491),(69 190.72467),(70 190.60033),(71 188.41869),(72 189.71071),(73 189.42303),(74 189.35481),(75 189.49023),(76 189.96437),(77 191.24661),(78 193.0427),(79 193.50806),
(1 102.51858),(2 122.36794),(3 137.21631),(4 145.79936),(5 150.54697),(6 158.49307),(7 163.07234),(8 167.13863),(9 169.40195),(10 172.48279),(11 174.81638),(12 176.1879),(13 179.05006),(14 178.53123),(15 180.75304),(16 179.87688),(17 178.63664),(18 180.0589),(19 181.56705),(20 180.53732),(21 177.43265),(22 177.2035),(23 176.46968),(24 176.70946),(25 178.43175),(26 179.54991),(27 180.53378),(28 179.89415),(29 178.71661),(30 178.10706),(31 179.72636),(32 181.37125),(33 181.38228),(34 180.95877),(35 181.48094),(36 181.92892),(37 182.01738),(38 183.44572),(39 184.02097),(40 186.71918),(41 188.25133),(42 188.61403),(43 188.82047),(44 189.64058),(45 191.52133),(46 193.342),(47 193.88593),(48 194.75403),(49 195.62207),(50 194.16614),(51 195.66098),(52 194.86113),(53 196.29787),(54 194.6743),(55 192.83403),(56 192.56526),(57 191.56873),(58 190.45789),(59 191.26437),(60 190.95915),(61 190.46089),(62 191.23676),(63 191.43124),(64 192.10109),(65 189.53615),(66 189.69308),(67 189.43387),(68 189.80457),(69 190.80266),(70 190.42546),(71 191.15604),(72 189.40001),(73 188.69853),(74 187.7756),(75 190.72113),(76 191.60341),(77 190.92116),(78 191.2001),(79 191.79051),
(1 99.15506),(2 118.19395),(3 132.44406),(4 140.67459),(5 147.01703),(6 154.96364),(7 160.6236),(8 163.46198),(9 167.29234),(10 167.37357),(11 171.20567),(12 172.33044),(13 173.10841),(14 173.80759),(15 173.91718),(16 175.94322),(17 175.02843),(18 175.34445),(19 174.62178),(20 175.09839),(21 173.61055),(22 174.02322),(23 172.79428),(24 174.18405),(25 174.12738),(26 176.06407),(27 176.49557),(28 178.4975),(29 178.1217),(30 177.64919),(31 176.83609),(32 177.64522),(33 177.29868),(34 176.65706),(35 175.27791),(36 176.66254),(37 177.75832),(38 179.44748),(39 180.79376),(40 180.32303),(41 182.67555),(42 181.41988),(43 182.67194),(44 183.9604),(45 183.6341),(46 184.45763),(47 182.04814),(48 182.54364),(49 182.09909),(50 181.72447),(51 182.18973),(52 181.71283),(53 182.60004),(54 184.62512),(55 184.06613),(56 182.89523),(57 182.35257),(58 182.30278),(59 183.68188),(60 184.6912),(61 185.02283),(62 184.81705),(63 185.88663),(64 184.37926),(65 182.57819),(66 181.9031),(67 180.77466),(68 181.88669),(69 182.07234),(70 181.15004),(71 181.29979),(72 181.75081),(73 180.76851),(74 180.67795),(75 179.95789),(76 179.85956),(77 180.56706),(78 181.7951),(79 183.97473),
