1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 60828.26),(2 194573.88),(3 441969.66),(4 722235.3),(5 1094955.9),(6 1534794),(7 2055939.9),(8 2661674.3),(9 3387317),(10 4261489),(11 5169142.5),(12 6160847.5),(13 7271282.5),(14 8478819),(15 9775812),(16 11160460),(17 12673383),(18 14308249),(19 16113435),(20 18048820),(21 20138574),(22 22367074),(23 24794224),(24 27348714),(25 30136618),(26 33084506),(27 36118492),(28 39405276),(29 42690704),(30 46221020),(31 49699980),(32 53265748),(33 56783404),(34 60308624),(35 63854320),(36 67352184),(37 70893260),(38 74398250),(39 77971910),(40 81573090),(41 85310696),(42 88740470),(43 92146616),(44 95483656),(45 98760510),(46 101910180),(47 104954070),(48 107785976),(49 110407900),(50 112793830),(51 115004610),(52 117039944),(53 118989080),(54 120868490),(55 122657210),(56 124312584),(57 126085944),(58 127531784),(59 129023990),(60 130399450),(61 131863416),(62 133126744),(63 134355860),(64 135498510),(65 136604430),(66 137564050),(67 138471790),(68 139396370),(69 140362990),(70 141290820),(71 142234690),(72 143122220),(73 144015120),(74 144900540),(75 145681680),(76 146420510),(77 147116830),(78 147573380),(79 148042770),
(1 40.44849),(2 47.523335),(3 52.5713),(4 54.422745),(5 56.165348),(6 57.364048),(7 58.93466),(8 59.968266),(9 61.195694),(10 61.68606),(11 62.27524),(12 62.53026),(13 64.62368),(14 64.68026),(15 65.33377),(16 65.62331),(17 66.4291),(18 66.33308),(19 66.81134),(20 67.36978),(21 68.06541),(22 68.0105),(23 68.72318),(24 68.402435),(25 68.88804),(26 69.136955),(27 70.064445),(28 70.39387),(29 69.554245),(30 69.521194),(31 69.5216),(32 69.4764),(33 69.451195),(34 68.8963),(35 68.742294),(36 68.638),(37 69.390755),(38 68.6528),(39 68.45891),(40 68.66928),(41 68.76507),(42 68.36354),(43 68.04332),(44 67.93823),(45 68.00424),(46 67.447365),(47 68.525475),(48 68.15573),(49 67.46342),(50 68.26609),(51 69.12478),(52 69.11504),(53 68.989456),(54 68.64436),(55 69.01198),(56 68.5202),(57 68.65213),(58 68.59019),(59 68.30219),(60 67.97501),(61 68.061844),(62 67.585915),(63 67.83445),(64 67.82118),(65 67.37044),(66 67.537834),(67 67.686104),(68 67.18986),(69 66.95503),(70 66.80403),(71 67.01543),(72 66.43106),(73 65.65229),(74 66.65594),(75 66.300224),(76 65.756516),(77 65.35253),(78 65.33713),(79 64.91383),
(1 41.146477),(2 48.02032),(3 53.508198),(4 55.077873),(5 57.03491),(6 58.171017),(7 59.630615),(8 60.127834),(9 60.59216),(10 61.08219),(11 61.523888),(12 61.430244),(13 62.72238),(14 63.2413),(15 64.601616),(16 64.921455),(17 65.2612),(18 65.54479),(19 66.04183),(20 66.3453),(21 67.04975),(22 66.888794),(23 67.62417),(24 67.58828),(25 67.4874),(26 68.150246),(27 69.604614),(28 69.45023),(29 69.40498),(30 68.58459),(31 68.45997),(32 68.92997),(33 68.591675),(34 68.49977),(35 68.51787),(36 68.574005),(37 67.557236),(38 67.6682),(39 67.9251),(40 67.91613),(41 67.230736),(42 68.000694),(43 67.54207),(44 67.22874),(45 67.737144),(46 68.0505),(47 67.14646),(48 67.28508),(49 66.622055),(50 66.79953),(51 67.92201),(52 68.03746),(53 68.32635),(54 68.32209),(55 68.782616),(56 68.05335),(57 68.042625),(58 67.70865),(59 67.61699),(60 68.158),(61 68.26459),(62 68.04553),(63 68.72885),(64 68.253654),(65 68.699165),(66 68.92733),(67 68.51376),(68 68.66231),(69 67.84771),(70 67.85538),(71 67.67862),(72 67.9801),(73 67.88295),(74 67.20778),(75 68.110214),(76 67.07838),(77 65.99951),(78 65.73292),(79 65.05864),
(1 40.668835),(2 48.029266),(3 52.539352),(4 54.598694),(5 56.83696),(6 57.911858),(7 59.941196),(8 60.682472),(9 61.431583),(10 61.37122),(11 62.329586),(12 62.53753),(13 63.043247),(14 63.386364),(15 64.05953),(16 64.55449),(17 64.75822),(18 66.05649),(19 66.48037),(20 66.38467),(21 67.08564),(22 67.23868),(23 67.09845),(24 68.20969),(25 68.08323),(26 68.54705),(27 68.60251),(28 68.71604),(29 68.83704),(30 68.854546),(31 68.913864),(32 68.772545),(33 69.273285),(34 68.59119),(35 68.51294),(36 68.40769),(37 68.648796),(38 68.48916),(39 68.66605),(40 68.62776),(41 68.11298),(42 67.85735),(43 67.761635),(44 67.48609),(45 67.084045),(46 67.48643),(47 67.86619),(48 66.874626),(49 66.88299),(50 67.12052),(51 67.34027),(52 67.27173),(53 67.81699),(54 68.02849),(55 68.39826),(56 68.16399),(57 68.4386),(58 67.98805),(59 67.92634),(60 67.92672),(61 68.00307),(62 67.70178),(63 67.64991),(64 67.77187),(65 67.83522),(66 67.771126),(67 66.93186),(68 66.98645),(69 66.67413),(70 66.5709),(71 66.33403),(72 66.41741),(73 66.33539),(74 66.687126),(75 66.40268),(76 66.05493),(77 65.559166),(78 65.34738),(79 63.912132),
(1 40.615746),(2 48.57869),(3 53.75339),(4 56.188484),(5 58.106293),(6 58.531944),(7 59.479263),(8 60.234825),(9 61.572933),(10 61.64364),(11 63.04256),(12 63.39975),(13 64.49768),(14 64.71522),(15 65.25981),(16 65.41903),(17 65.816315),(18 66.93692),(19 66.64079),(20 66.92096),(21 67.48566),(22 67.832954),(23 67.57518),(24 67.685745),(25 68.29085),(26 69.22759),(27 69.61738),(28 69.99384),(29 69.10758),(30 68.84644),(31 69.73085),(32 69.572815),(33 69.225044),(34 68.63666),(35 68.91233),(36 68.15484),(37 68.379),(38 68.369545),(39 68.47142),(40 68.70256),(41 68.703636),(42 68.33268),(43 68.77853),(44 68.88659),(45 69.10202),(46 68.5402),(47 68.6394),(48 68.738884),(49 68.379),(50 68.96991),(51 69.21399),(52 69.44831),(53 69.58868),(54 69.7707),(55 69.41327),(56 68.28986),(57 68.513855),(58 68.39605),(59 68.401054),(60 67.568474),(61 67.16967),(62 67.64851),(63 68.2535),(64 67.88251),(65 68.60724),(66 68.2637),(67 67.6468),(68 68.266205),(69 67.95679),(70 68.17197),(71 67.80314),(72 67.46085),(73 67.38434),(74 67.445885),(75 67.41401),(76 66.97068),(77 66.59211),(78 65.69755),(79 65.43829),
(1 40.179337),(2 47.131004),(3 52.516396),(4 54.195797),(5 55.69888),(6 56.903206),(7 58.318047),(8 59.38634),(9 59.9841),(10 60.93261),(11 61.440857),(12 61.083855),(13 61.919533),(14 62.805717),(15 63.10088),(16 63.28738),(17 64.003456),(18 65.01254),(19 65.39827),(20 65.97945),(21 66.805725),(22 66.84289),(23 67.51297),(24 67.87155),(25 67.77303),(26 68.745285),(27 68.4296),(28 68.32654),(29 68.25018),(30 67.88718),(31 67.81746),(32 67.85555),(33 67.77998),(34 67.64806),(35 67.35715),(36 66.885765),(37 67.2588),(38 66.918625),(39 67.15781),(40 67.33198),(41 67.35563),(42 67.44658),(43 67.3554),(44 67.95413),(45 66.92501),(46 66.75335),(47 66.29176),(48 66.71082),(49 66.8795),(50 67.715065),(51 68.26502),(52 68.538445),(53 68.436745),(54 68.316154),(55 68.77735),(56 68.50057),(57 69.28423),(58 69.21163),(59 68.90742),(60 68.07064),(61 68.576614),(62 67.92656),(63 67.870346),(64 67.403244),(65 67.64273),(66 67.41819),(67 67.33382),(68 66.98234),(69 66.972694),(70 66.44594),(71 66.16035),(72 65.75054),(73 65.400604),(74 65.16582),(75 64.85941),(76 65.23716),(77 64.240166),(78 63.227715),(79 63.09763),
(1 39.74269),(2 47.214226),(3 52.09557),(4 53.69744),(5 55.90604),(6 56.923306),(7 57.54546),(8 58.590885),(9 58.840683),(10 60.277172),(11 60.508503),(12 61.009983),(13 62.547222),(14 63.297302),(15 64.152855),(16 63.87667),(17 64.65989),(18 64.87704),(19 65.61137),(20 65.78809),(21 66.098854),(22 67.04877),(23 66.97286),(24 67.38412),(25 67.856804),(26 68.05916),(27 68.0149),(28 68.28755),(29 67.687325),(30 67.331535),(31 67.34526),(32 67.38727),(33 67.64425),(34 67.79478),(35 67.58228),(36 66.999306),(37 67.19758),(38 66.38897),(39 66.6492),(40 65.87718),(41 65.956856),(42 66.12141),(43 65.829216),(44 66.040054),(45 65.6762),(46 65.61932),(47 65.599525),(48 65.51868),(49 65.4216),(50 65.22132),(51 65.93373),(52 65.91085),(53 65.79229),(54 66.01494),(55 65.5569),(56 65.5325),(57 66.30016),(58 66.29915),(59 66.096146),(60 65.13036),(61 64.91538),(62 65.33184),(63 65.78139),(64 64.83169),(65 64.83928),(66 65.02611),(67 65.1008),(68 64.41467),(69 64.52609),(70 64.24046),(71 63.24227),(72 63.5423),(73 63.952354),(74 63.644047),(75 63.742344),(76 63.285954),(77 63.074234),(78 62.484474),(79 62.45593),
(1 39.225758),(2 46.862453),(3 50.50888),(4 52.62699),(5 54.208054),(6 55.0254),(7 55.84119),(8 56.854286),(9 58.00979),(10 59.298405),(11 59.712006),(12 59.66811),(13 60.710934),(14 62.144863),(15 62.417496),(16 62.730625),(17 62.898933),(18 63.77903),(19 64.24336),(20 64.65624),(21 65.416275),(22 66.236984),(23 66.367226),(24 66.82212),(25 67.43371),(26 67.30229),(27 67.4486),(28 67.59095),(29 66.846436),(30 66.9063),(31 67.67489),(32 67.1065),(33 67.65928),(34 66.41176),(35 66.60162),(36 66.91584),(37 66.64608),(38 66.35244),(39 67.04024),(40 66.548355),(41 66.38015),(42 66.18205),(43 67.18259),(44 67.286224),(45 67.144165),(46 66.51338),(47 67.047264),(48 66.27067),(49 66.54839),(50 66.85238),(51 67.174126),(52 67.54077),(53 67.88358),(54 68.06923),(55 67.735886),(56 67.857765),(57 66.886246),(58 66.60021),(59 66.80158),(60 66.51102),(61 66.024704),(62 66.01486),(63 66.75681),(64 65.96308),(65 65.96355),(66 65.43429),(67 65.25746),(68 64.453064),(69 64.79246),(70 64.198074),(71 63.53822),(72 63.681206),(73 63.800003),(74 62.646248),(75 62.479336),(76 61.52007),(77 61.36494),(78 60.39937),(79 60.251102),
(1 39.728878),(2 46.933357),(3 51.422443),(4 53.305958),(5 55.151173),(6 56.07215),(7 57.173737),(8 58.138443),(9 58.763157),(10 59.825977),(11 60.222683),(12 61.238075),(13 61.579147),(14 62.83354),(15 63.220028),(16 63.487743),(17 63.93332),(18 64.53743),(19 64.55322),(20 65.31216),(21 66.21674),(22 66.327415),(23 66.19623),(24 66.7474),(25 66.97167),(26 67.442986),(27 68.17283),(28 69.015976),(29 68.76172),(30 68.5916),(31 68.357574),(32 68.41972),(33 68.67296),(34 67.70126),(35 67.743095),(36 67.07197),(37 67.65721),(38 66.92791),(39 67.19539),(40 66.40616),(41 66.28139),(42 66.02043),(43 65.86893),(44 66.027534),(45 66.99222),(46 66.89835),(47 66.846275),(48 67.13278),(49 66.87256),(50 67.08096),(51 68.07588),(52 67.85572),(53 67.886215),(54 67.78771),(55 67.98403),(56 67.929535),(57 68.565),(58 68.21797),(59 68.48957),(60 68.34065),(61 68.30939),(62 67.59094),(63 68.07756),(64 67.164),(65 67.35402),(66 67.46829),(67 67.5521),(68 66.822174),(69 66.291626),(70 66.50446),(71 66.0505),(72 65.60606),(73 65.75838),(74 65.51673),(75 64.98322),(76 64.55492),(77 64.29993),(78 64.296005),(79 63.712395),
(1 39.101913),(2 45.743347),(3 50.580738),(4 52.462154),(5 54.346134),(6 55.296047),(7 55.89712),(8 57.116753),(9 57.43809),(10 58.578094),(11 59.11374),(12 59.687214),(13 60.692608),(14 60.8791),(15 61.346043),(16 61.569515),(17 62.145123),(18 64.02318),(19 63.7833),(20 64.85624),(21 64.94399),(22 65.47485),(23 65.638885),(24 66.10726),(25 66.20526),(26 66.167564),(27 66.00003),(28 66.05666),(29 66.21296),(30 66.72841),(31 65.93939),(32 66.24865),(33 65.47797),(34 65.43803),(35 65.35724),(36 65.00128),(37 65.155716),(38 65.57175),(39 66.431206),(40 65.08148),(41 64.26432),(42 64.39887),(43 64.22906),(44 64.21463),(45 64.56432),(46 64.2504),(47 64.91597),(48 65.20439),(49 65.23172),(50 65.31206),(51 65.703705),(52 65.43392),(53 65.312004),(54 65.177986),(55 65.22531),(56 64.87791),(57 64.98806),(58 65.45393),(59 64.844574),(60 64.144615),(61 63.610447),(62 64.09359),(63 64.31186),(64 63.62523),(65 62.929943),(66 63.14134),(67 62.817295),(68 63.554577),(69 62.3782),(70 61.915123),(71 61.47909),(72 61.040237),(73 61.425385),(74 60.9066),(75 60.930637),(76 60.526142),(77 60.8339),(78 60.517372),(79 60.47379),
(1 39.295624),(2 46.037956),(3 49.83849),(4 52.098164),(5 54.859688),(6 56.298946),(7 57.47608),(8 58.081448),(9 58.232487),(10 58.54847),(11 59.43691),(12 59.331192),(13 60.61278),(14 61.13412),(15 61.37631),(16 62.280254),(17 63.373882),(18 63.906994),(19 64.64004),(20 64.99271),(21 65.14832),(22 65.02986),(23 65.554276),(24 65.24729),(25 65.474205),(26 65.79178),(27 66.34367),(28 65.886246),(29 66.3894),(30 65.65215),(31 66.16929),(32 65.9393),(33 66.09352),(34 65.74276),(35 65.439964),(36 64.87481),(37 64.528725),(38 64.7815),(39 65.0492),(40 64.52732),(41 63.747845),(42 64.0441),(43 64.32597),(44 64.35735),(45 64.81548),(46 64.916214),(47 64.72426),(48 64.557655),(49 64.76074),(50 64.9824),(51 65.63079),(52 65.85852),(53 65.91583),(54 66.02263),(55 65.40689),(56 65.40114),(57 65.104294),(58 65.25305),(59 65.66042),(60 65.3464),(61 65.50813),(62 65.98435),(63 66.56158),(64 65.67942),(65 65.43416),(66 65.11356),(67 64.98264),(68 64.5956),(69 64.07758),(70 63.8905),(71 63.33045),(72 63.162647),(73 62.837463),(74 62.43886),(75 62.848743),(76 62.62064),(77 62.176926),(78 61.62011),(79 61.84013),
(1 40.139652),(2 46.77701),(3 51.383793),(4 53.82059),(5 54.901447),(6 56.31408),(7 58.11033),(8 59.22428),(9 59.82574),(10 60.68657),(11 60.897205),(12 61.71329),(13 62.629787),(14 63.158577),(15 64.173065),(16 64.0052),(17 64.5578),(18 66.03193),(19 65.71957),(20 66.44033),(21 67.106155),(22 66.968704),(23 67.55977),(24 67.3182),(25 67.07277),(26 67.06494),(27 68.12514),(28 67.266685),(29 67.76519),(30 67.45519),(31 67.65469),(32 67.169815),(33 66.72531),(34 66.66272),(35 66.40914),(36 66.155266),(37 65.90682),(38 66.16238),(39 66.68249),(40 66.59773),(41 66.09626),(42 65.857605),(43 66.406075),(44 66.13711),(45 66.4141),(46 66.70876),(47 66.94904),(48 66.12618),(49 65.96466),(50 66.11777),(51 67.03239),(52 66.803345),(53 66.98839),(54 67.33701),(55 66.885994),(56 66.51363),(57 67.08315),(58 67.52451),(59 67.081215),(60 66.230156),(61 65.86601),(62 65.71219),(63 66.33049),(64 65.758064),(65 65.41024),(66 65.26704),(67 64.75031),(68 64.55212),(69 63.757813),(70 64.28849),(71 63.592896),(72 63.300247),(73 63.379604),(74 62.798958),(75 62.861324),(76 63.037663),(77 62.88877),(78 62.73245),(79 62.433605),
(1 38.350796),(2 45.543068),(3 49.995766),(4 52.50979),(5 54.024666),(6 55.236668),(7 56.165398),(8 57.070496),(9 57.00997),(10 58.177032),(11 58.7812),(12 59.480457),(13 60.776325),(14 61.4025),(15 62.00154),(16 61.89861),(17 61.503136),(18 62.698235),(19 63.632793),(20 63.43634),(21 63.791164),(22 64.25782),(23 64.452934),(24 65.140594),(25 64.40105),(26 64.81616),(27 64.40801),(28 64.354805),(29 64.35254),(30 63.951206),(31 63.93159),(32 63.34849),(33 63.96122),(34 63.677853),(35 64.11554),(36 62.927822),(37 63.419422),(38 63.61552),(39 63.74529),(40 64.310646),(41 63.492397),(42 63.820004),(43 63.599506),(44 63.98905),(45 63.630203),(46 63.326447),(47 63.03811),(48 63.475666),(49 62.674652),(50 63.152977),(51 63.789867),(52 63.58682),(53 63.527),(54 63.73379),(55 63.356266),(56 62.95874),(57 63.11358),(58 63.33473),(59 63.65339),(60 63.484505),(61 63.454365),(62 63.15123),(63 63.77855),(64 63.906685),(65 64.08899),(66 64.28868),(67 63.480167),(68 63.19135),(69 62.060257),(70 61.402943),(71 61.161255),(72 60.58877),(73 61.549023),(74 61.2581),(75 61.30947),(76 60.979336),(77 61.061512),(78 60.87103),(79 60.599697),
(1 39.04655),(2 46.01641),(3 50.18403),(4 52.815826),(5 53.972065),(6 54.862507),(7 56.44994),(8 57.14259),(9 57.708225),(10 58.99315),(11 59.98605),(12 59.763824),(13 60.97319),(14 61.53145),(15 62.738407),(16 62.63074),(17 63.13914),(18 63.41681),(19 64.54147),(20 64.62757),(21 65.413055),(22 66.52712),(23 66.29403),(24 66.90399),(25 66.77368),(26 66.394005),(27 66.801865),(28 65.45563),(29 66.33695),(30 66.42546),(31 65.971),(32 66.16513),(33 66.326385),(34 66.054405),(35 66.13819),(36 65.088455),(37 65.22413),(38 65.13633),(39 65.48832),(40 65.615074),(41 65.355804),(42 64.69202),(43 65.01828),(44 64.493225),(45 64.456474),(46 65.03472),(47 65.02231),(48 65.361206),(49 65.12997),(50 65.71411),(51 65.89635),(52 65.829636),(53 65.77594),(54 66.395355),(55 66.98829),(56 67.07895),(57 66.93017),(58 67.049),(59 67.16815),(60 66.6697),(61 66.280426),(62 65.527374),(63 66.625984),(64 66.265656),(65 65.73024),(66 66.01332),(67 65.64294),(68 65.55042),(69 65.16115),(70 65.17374),(71 64.61704),(72 63.750618),(73 64.11425),(74 63.935707),(75 64.020905),(76 63.638172),(77 62.895123),(78 62.636635),(79 62.57055),
(1 38.612324),(2 45.101967),(3 49.465965),(4 51.179173),(5 52.471012),(6 53.51416),(7 54.89351),(8 56.468597),(9 56.762413),(10 57.701286),(11 57.96895),(12 57.756893),(13 59.17138),(14 59.381783),(15 59.897495),(16 59.711056),(17 60.492218),(18 61.24185),(19 62.097706),(20 62.3844),(21 62.994164),(22 63.411415),(23 63.50363),(24 64.21724),(25 63.781677),(26 63.786488),(27 63.887714),(28 63.465202),(29 63.754833),(30 63.962166),(31 64.09069),(32 64.45221),(33 64.57801),(34 64.14206),(35 63.382008),(36 63.42095),(37 63.622173),(38 63.890896),(39 63.64191),(40 64.07381),(41 63.904068),(42 63.585857),(43 63.53992),(44 63.394833),(45 63.351303),(46 63.112595),(47 63.28337),(48 63.55111),(49 63.77091),(50 65.04612),(51 65.2147),(52 65.38995),(53 64.95544),(54 64.75513),(55 64.80212),(56 65.022484),(57 64.774086),(58 64.293945),(59 64.066414),(60 64.122475),(61 63.42957),(62 63.372223),(63 64.24266),(64 63.303772),(65 63.145847),(66 62.94352),(67 63.028645),(68 62.567463),(69 62.445755),(70 62.549656),(71 62.334763),(72 61.715076),(73 61.427414),(74 61.329018),(75 60.995),(76 60.885258),(77 60.911194),(78 61.04805),(79 61.184776),
(1 38.455246),(2 45.296215),(3 50.559685),(4 51.80151),(5 53.37334),(6 54.13367),(7 55.05739),(8 56.056828),(9 56.7354),(10 57.854084),(11 58.343323),(12 58.363186),(13 59.239906),(14 59.78388),(15 60.430202),(16 61.14122),(17 61.85759),(18 62.330517),(19 63.14537),(20 63.309708),(21 64.62204),(22 65.04046),(23 65.35466),(24 65.50868),(25 65.52549),(26 65.60529),(27 66.09704),(28 65.540535),(29 66.08555),(30 65.87321),(31 66.28776),(32 66.40894),(33 66.03207),(34 65.56136),(35 65.92211),(36 65.36111),(37 65.11366),(38 64.59739),(39 64.671646),(40 64.86357),(41 64.070946),(42 63.916645),(43 63.659718),(44 63.37425),(45 63.7238),(46 63.356636),(47 63.648926),(48 63.684673),(49 63.233776),(50 63.7503),(51 64.71631),(52 64.52343),(53 64.63214),(54 64.78815),(55 64.92994),(56 64.65415),(57 65.15008),(58 64.89776),(59 64.80781),(60 64.456),(61 64.3924),(62 64.23382),(63 64.48057),(64 64.10497),(65 63.870724),(66 63.68017),(67 63.7395),(68 63.410797),(69 63.075333),(70 62.60041),(71 62.49894),(72 62.304302),(73 61.549385),(74 61.563457),(75 61.845566),(76 61.420467),(77 61.33823),(78 61.24799),(79 61.04066),
(1 39.011536),(2 44.723915),(3 49.449867),(4 51.261234),(5 53.14983),(6 53.690956),(7 54.222523),(8 54.89976),(9 55.61995),(10 57.39109),(11 58.59201),(12 58.240063),(13 59.714985),(14 60.67314),(15 61.340153),(16 61.262726),(17 61.302742),(18 62.515797),(19 62.96128),(20 62.70597),(21 63.7158),(22 63.937134),(23 64.758255),(24 64.73853),(25 64.79971),(26 64.98421),(27 65.19886),(28 65.05225),(29 64.963615),(30 64.23583),(31 64.52478),(32 64.68878),(33 65.00444),(34 64.50496),(35 64.24083),(36 64.28495),(37 63.840508),(38 64.23649),(39 64.180244),(40 63.829582),(41 64.26717),(42 64.19773),(43 64.81521),(44 64.8793),(45 64.80401),(46 64.8102),(47 64.497986),(48 64.94064),(49 65.04675),(50 65.91385),(51 66.4481),(52 66.53903),(53 65.82482),(54 66.29792),(55 66.49509),(56 66.28279),(57 66.371155),(58 66.18428),(59 65.67521),(60 65.56826),(61 65.62701),(62 65.40641),(63 66.13038),(64 66.12421),(65 65.97053),(66 66.36594),(67 65.72297),(68 65.03227),(69 65.39121),(70 65.53419),(71 64.60495),(72 64.14517),(73 63.275444),(74 63.061005),(75 62.51062),(76 62.117725),(77 61.69411),(78 61.381916),(79 61.74766),
(1 38.28915),(2 44.544144),(3 49.30515),(4 50.87432),(5 52.29893),(6 53.575363),(7 54.036423),(8 55.3591),(9 56.42957),(10 56.82503),(11 57.6531),(12 57.566723),(13 58.348915),(14 59.44804),(15 59.532352),(16 59.78721),(17 60.67039),(18 61.158592),(19 61.74716),(20 62.31108),(21 63.078896),(22 63.518333),(23 63.23284),(24 63.50097),(25 63.612198),(26 64.08521),(27 64.7047),(28 64.448875),(29 65.00214),(30 64.958786),(31 64.903336),(32 65.05535),(33 65.61832),(34 65.00197),(35 64.678406),(36 64.71538),(37 64.13423),(38 63.628708),(39 63.807953),(40 63.04112),(41 63.58669),(42 63.16042),(43 63.827606),(44 62.840622),(45 62.944195),(46 62.31774),(47 62.412685),(48 63.138344),(49 63.11827),(50 63.560955),(51 63.7451),(52 63.52914),(53 63.30034),(54 62.936672),(55 62.972794),(56 62.758736),(57 62.637672),(58 63.27356),(59 63.095146),(60 62.941036),(61 63.02724),(62 62.516983),(63 63.33464),(64 63.033382),(65 62.953674),(66 63.14914),(67 62.62834),(68 62.21677),(69 62.412),(70 62.28742),(71 62.026455),(72 61.745155),(73 61.51425),(74 60.831314),(75 60.881245),(76 60.46705),(77 60.03107),(78 60.460125),(79 60.6445),
(1 38.361153),(2 44.387104),(3 48.857212),(4 50.178303),(5 51.6982),(6 53.4699),(7 54.139793),(8 55.38723),(9 55.981678),(10 56.897408),(11 57.78952),(12 57.640373),(13 58.769806),(14 59.02605),(15 59.58947),(16 60.21326),(17 60.694332),(18 60.963444),(19 61.603664),(20 62.360348),(21 62.804424),(22 62.414894),(23 62.691376),(24 63.082954),(25 63.68481),(26 63.054073),(27 63.313572),(28 63.56661),(29 63.352055),(30 63.311146),(31 63.94951),(32 64.0457),(33 64.20438),(34 64.24846),(35 64.63153),(36 63.65393),(37 63.47682),(38 63.303764),(39 63.61928),(40 64.05502),(41 63.926937),(42 63.351997),(43 63.695805),(44 63.757725),(45 63.766575),(46 63.34969),(47 63.81694),(48 64.30674),(49 63.78477),(50 64.31546),(51 64.26773),(52 64.2825),(53 64.02941),(54 64.18019),(55 63.98567),(56 63.674786),(57 64.4357),(58 64.211136),(59 64.34327),(60 64.24158),(61 64.38843),(62 64.01465),(63 64.76898),(64 64.52426),(65 64.87833),(66 64.74533),(67 64.11995),(68 63.89163),(69 63.51447),(70 63.552307),(71 63.097607),(72 62.496197),(73 62.471996),(74 62.459526),(75 61.935966),(76 61.428707),(77 60.83538),(78 60.4495),(79 60.81315),
