1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 60828.26),(2 194573.88),(3 441969.66),(4 722235.3),(5 1094955.9),(6 1534794),(7 2055939.9),(8 2661674.3),(9 3387317),(10 4261489),(11 5169142.5),(12 6160847.5),(13 7271282.5),(14 8478819),(15 9775812),(16 11160460),(17 12673383),(18 14308249),(19 16113435),(20 18048820),(21 20138574),(22 22367074),(23 24794224),(24 27348714),(25 30136618),(26 33084506),(27 36118492),(28 39405276),(29 42690704),(30 46221020),(31 49699980),(32 53265748),(33 56783404),(34 60308624),(35 63854320),(36 67352184),(37 70893260),(38 74398250),(39 77971910),(40 81573090),(41 85310696),(42 88740470),(43 92146616),(44 95483656),(45 98760510),(46 101910180),(47 104954070),(48 107785976),(49 110407900),(50 112793830),(51 115004610),(52 117039944),(53 118989080),(54 120868490),(55 122657210),(56 124312584),(57 126085944),(58 127531784),(59 129023990),(60 130399450),(61 131863416),(62 133126744),(63 134355860),(64 135498510),(65 136604430),(66 137564050),(67 138471790),(68 139396370),(69 140362990),(70 141290820),(71 142234690),(72 143122220),(73 144015120),(74 144900540),(75 145681680),(76 146420510),(77 147116830),(78 147573380),(79 148042770),
(1 517.2025),(2 658.8746),(3 718.57574),(4 755.46344),(5 789.98944),(6 812.5628),(7 824.7755),(8 847.34314),(9 851.3731),(10 856.9021),(11 870.87195),(12 877.6687),(13 891.968),(14 901.285),(15 907.82666),(16 910.5239),(17 924.24097),(18 933.1949),(19 928.47034),(20 916.0545),(21 924.69525),(22 921.83954),(23 917.1674),(24 926.35944),(25 932.4455),(26 928.96155),(27 936.0054),(28 929.94104),(29 929.89923),(30 936.2293),(31 933.1094),(32 934.62354),(33 925.12665),(34 932.3839),(35 936.7472),(36 933.4856),(37 934.7848),(38 926.4616),(39 922.12683),(40 918.9559),(41 923.8751),(42 911.0225),(43 914.37415),(44 920.4256),(45 920.2003),(46 912.6843),(47 905.90784),(48 908.66156),(49 919.2907),(50 919.45355),(51 930.2457),(52 928.3636),(53 934.1143),(54 940.19385),(55 935.19824),(56 933.3265),(57 941.8341),(58 936.30676),(59 942.5399),(60 945.9925),(61 945.8614),(62 946.83655),(63 949.96423),(64 952.0309),(65 947.7482),(66 961.9128),(67 959.486),(68 959.8967),(69 965.0064),(70 963.213),(71 968.22064),(72 962.96747),(73 955.8452),(74 964.24774),(75 970.62274),(76 962.7977),(77 965.2015),(78 962.07025),(79 963.1081),
(1 515.63324),(2 654.81335),(3 707.6648),(4 746.1434),(5 788.4879),(6 810.94324),(7 825.23724),(8 849.48456),(9 854.93665),(10 869.8615),(11 885.98883),(12 885.7989),(13 887.02344),(14 892.9556),(15 902.59125),(16 913.978),(17 915.7254),(18 921.4331),(19 912.0439),(20 896.9978),(21 909.09845),(22 913.46204),(23 904.29694),(24 898.8146),(25 908.21545),(26 900.8587),(27 900.89294),(28 915.5095),(29 911.3435),(30 909.203),(31 916.5074),(32 927.0875),(33 927.56775),(34 914.9308),(35 919.2118),(36 921.4243),(37 914.8547),(38 914.13824),(39 915.6414),(40 915.86456),(41 928.66876),(42 916.6498),(43 927.5869),(44 929.8754),(45 918.8228),(46 909.3821),(47 907.66815),(48 903.436),(49 908.3365),(50 912.9056),(51 918.44775),(52 924.7761),(53 926.878),(54 920.1881),(55 934.435),(56 929.8916),(57 936.1503),(58 942.9672),(59 941.51843),(60 948.6703),(61 950.0117),(62 953.0243),(63 961.2999),(64 966.02637),(65 963.6093),(66 962.6501),(67 961.79376),(68 966.1019),(69 970.2257),(70 971.9323),(71 967.3419),(72 958.9261),(73 953.58966),(74 957.1954),(75 954.5028),(76 950.46686),(77 950.3162),(78 951.2501),(79 941.9739),
(1 498.29105),(2 647.43463),(3 703.2188),(4 730.01874),(5 766.4614),(6 791.8559),(7 805.6792),(8 828.7266),(9 846.6752),(10 852.41956),(11 856.4019),(12 862.24646),(13 868.1734),(14 874.96155),(15 884.93085),(16 882.4897),(17 898.329),(18 901.58624),(19 890.21387),(20 883.3564),(21 891.8246),(22 894.76886),(23 896.451),(24 884.28815),(25 895.7595),(26 886.442),(27 894.9798),(28 890.0378),(29 897.43976),(30 900.45703),(31 893.06055),(32 897.3953),(33 904.5423),(34 901.53656),(35 903.5738),(36 889.4947),(37 892.4941),(38 895.8699),(39 902.2077),(40 901.3256),(41 897.7266),(42 886.33466),(43 890.42255),(44 888.3129),(45 892.4827),(46 878.95233),(47 883.6788),(48 893.7871),(49 905.418),(50 904.16095),(51 901.2769),(52 909.7767),(53 906.7245),(54 905.66943),(55 914.5471),(56 919.5216),(57 927.6292),(58 936.1081),(59 938.2995),(60 944.942),(61 938.1844),(62 934.4714),(63 938.73914),(64 937.5069),(65 941.58484),(66 937.1174),(67 940.7206),(68 937.98895),(69 953.67896),(70 946.61456),(71 935.4662),(72 939.5429),(73 932.0977),(74 946.6443),(75 942.62463),(76 936.6566),(77 929.9333),(78 925.5612),(79 918.1718),
(1 497.31137),(2 632.7279),(3 689.0164),(4 732.11194),(5 768.00214),(6 787.7087),(7 802.3638),(8 819.2068),(9 818.3825),(10 841.85803),(11 846.8508),(12 847.5904),(13 862.1656),(14 874.88055),(15 896.12695),(16 899.73846),(17 901.3702),(18 905.20074),(19 898.8603),(20 906.7556),(21 900.13715),(22 913.66534),(23 914.5128),(24 910.2773),(25 908.644),(26 910.0606),(27 912.575),(28 900.0835),(29 897.41187),(30 904.2613),(31 898.6473),(32 902.32935),(33 905.6397),(34 905.0517),(35 901.925),(36 906.09186),(37 886.4637),(38 879.11926),(39 884.73706),(40 881.9846),(41 880.92377),(42 873.43256),(43 873.5878),(44 887.1759),(45 894.1073),(46 884.81934),(47 876.5722),(48 877.5207),(49 883.6935),(50 876.2357),(51 881.90155),(52 889.76324),(53 895.8484),(54 898.021),(55 911.17865),(56 910.0733),(57 920.84406),(58 938.7796),(59 936.9492),(60 941.67957),(61 941.6938),(62 940.77655),(63 939.232),(64 950.0768),(65 959.4683),(66 956.8017),(67 951.5161),(68 949.8489),(69 949.7893),(70 947.27014),(71 943.2216),(72 936.96954),(73 937.1427),(74 937.1751),(75 931.1032),(76 930.66156),(77 927.85126),(78 925.061),(79 913.9457),
(1 475.96655),(2 609.3258),(3 665.634),(4 712.4129),(5 756.43536),(6 774.0397),(7 781.3351),(8 797.4458),(9 813.0868),(10 814.92175),(11 816.91235),(12 816.0335),(13 830.7646),(14 830.85535),(15 842.3111),(16 850.5572),(17 852.06335),(18 868.0969),(19 865.498),(20 871.09406),(21 878.47876),(22 876.4834),(23 883.01685),(24 882.46893),(25 899.81287),(26 889.0493),(27 888.0908),(28 877.9352),(29 884.0281),(30 887.2358),(31 873.2943),(32 876.9363),(33 870.96423),(34 876.65015),(35 876.08246),(36 865.74695),(37 862.2475),(38 862.5945),(39 867.4482),(40 867.02454),(41 869.58765),(42 856.923),(43 852.5212),(44 866.4521),(45 859.3187),(46 854.9465),(47 854.4849),(48 852.8888),(49 857.38947),(50 853.371),(51 855.35645),(52 852.52655),(53 858.7845),(54 859.59875),(55 875.5742),(56 878.3448),(57 877.583),(58 888.3565),(59 899.72266),(60 894.1643),(61 893.54803),(62 899.2317),(63 896.6855),(64 899.5674),(65 905.4265),(66 908.0399),(67 909.58685),(68 916.4176),(69 914.8452),(70 911.673),(71 916.6581),(72 917.15247),(73 915.3461),(74 907.34436),(75 908.9949),(76 901.88385),(77 894.2566),(78 883.57874),(79 878.54944),
(1 473.42374),(2 607.6219),(3 662.9769),(4 701.2018),(5 736.6437),(6 757.6452),(7 765.8819),(8 778.1729),(9 795.7641),(10 795.69794),(11 805.7041),(12 810.04816),(13 818.27905),(14 822.1151),(15 838.0085),(16 845.30066),(17 855.53735),(18 856.1318),(19 848.6664),(20 852.01105),(21 859.3086),(22 854.7418),(23 849.8284),(24 846.6307),(25 861.06915),(26 851.0883),(27 863.3741),(28 862.78357),(29 871.79083),(30 876.2136),(31 880.3396),(32 889.60754),(33 885.0004),(34 885.57806),(35 877.7569),(36 866.6024),(37 859.2312),(38 857.74945),(39 866.5103),(40 860.95056),(41 859.8406),(42 849.48413),(43 845.4074),(44 854.3263),(45 850.26337),(46 852.0624),(47 855.5588),(48 856.0687),(49 859.60864),(50 850.46356),(51 862.6694),(52 867.8087),(53 865.136),(54 865.0882),(55 860.7404),(56 875.14276),(57 871.6521),(58 878.1259),(59 890.4334),(60 889.8381),(61 891.6496),(62 899.6756),(63 895.01575),(64 900.61285),(65 900.8716),(66 898.41614),(67 895.2423),(68 895.9865),(69 912.10913),(70 909.4821),(71 903.16406),(72 893.57886),(73 910.9891),(74 900.3421),(75 896.90125),(76 897.3315),(77 885.0827),(78 881.16833),(79 884.7156),
(1 473.6816),(2 609.4931),(3 657.67175),(4 691.4994),(5 727.4015),(6 750.2648),(7 761.8485),(8 755.4769),(9 761.42883),(10 763.4913),(11 776.12933),(12 771.1844),(13 779.0537),(14 789.7336),(15 801.1912),(16 810.4682),(17 811.9196),(18 821.3963),(19 826.05176),(20 828.29675),(21 829.37213),(22 834.7236),(23 830.00995),(24 821.46014),(25 836.55347),(26 833.89484),(27 842.8411),(28 832.7552),(29 838.6978),(30 839.77826),(31 839.7248),(32 845.1952),(33 839.3642),(34 835.61084),(35 835.4979),(36 831.09375),(37 809.8373),(38 815.4203),(39 818.34625),(40 819.95123),(41 815.4699),(42 802.6315),(43 812.92377),(44 808.4578),(45 809.70233),(46 816.7699),(47 807.902),(48 808.09235),(49 811.1713),(50 815.03467),(51 827.8718),(52 833.0322),(53 830.4326),(54 842.1158),(55 854.8021),(56 850.10583),(57 853.17596),(58 857.15857),(59 871.31085),(60 866.32666),(61 879.9605),(62 886.66675),(63 885.9943),(64 893.096),(65 897.79803),(66 894.11206),(67 882.33936),(68 880.70715),(69 887.1878),(70 882.25085),(71 874.03595),(72 863.8603),(73 867.1949),(74 856.98535),(75 859.2105),(76 868.0467),(77 855.1092),(78 855.2955),(79 849.5125),
(1 457.63635),(2 584.39844),(3 640.5536),(4 677.1609),(5 713.40906),(6 733.4141),(7 756.52844),(8 768.16315),(9 777.71936),(10 775.053),(11 785.4794),(12 792.2627),(13 792.5229),(14 797.85596),(15 808.3074),(16 808.7439),(17 819.4073),(18 823.7645),(19 832.68353),(20 837.0479),(21 822.8324),(22 817.7224),(23 827.5646),(24 830.58276),(25 831.71185),(26 829.5258),(27 842.82947),(28 829.4449),(29 839.9974),(30 828.85913),(31 832.14087),(32 830.65405),(33 838.786),(34 838.02325),(35 839.628),(36 831.62054),(37 814.04474),(38 818.7548),(39 821.95374),(40 817.62714),(41 809.7923),(42 810.4398),(43 808.61273),(44 812.885),(45 809.4944),(46 811.0371),(47 794.04565),(48 798.6601),(49 811.2982),(50 817.82074),(51 826.8171),(52 828.10486),(53 835.3319),(54 841.85846),(55 851.4537),(56 853.11096),(57 846.891),(58 862.62683),(59 870.7172),(60 863.9134),(61 866.5064),(62 873.5222),(63 874.80145),(64 890.0974),(65 890.81805),(66 894.9931),(67 893.76556),(68 899.8743),(69 901.5352),(70 896.3104),(71 889.44366),(72 884.783),(73 887.39594),(74 876.3332),(75 885.11865),(76 876.41077),(77 870.3301),(78 861.97534),(79 850.4573),
(1 458.34125),(2 586.1174),(3 648.4882),(4 676.3947),(5 702.6233),(6 726.49054),(7 737.1449),(8 754.78217),(9 769.8238),(10 777.1925),(11 776.9962),(12 786.64417),(13 787.30725),(14 790.34235),(15 813.4801),(16 813.547),(17 825.6151),(18 825.0529),(19 829.1166),(20 832.4551),(21 826.1182),(22 829.31244),(23 824.45966),(24 819.41125),(25 827.56757),(26 819.56805),(27 835.73865),(28 833.3807),(29 835.6676),(30 829.86914),(31 841.33276),(32 846.21124),(33 841.15424),(34 836.6847),(35 836.2834),(36 838.2265),(37 835.4541),(38 831.62964),(39 824.52826),(40 814.4067),(41 808.0146),(42 803.37946),(43 810.3294),(44 812.0515),(45 808.737),(46 804.7239),(47 800.93835),(48 805.70087),(49 808.64014),(50 814.10297),(51 821.28326),(52 819.39453),(53 819.58484),(54 821.9197),(55 838.763),(56 841.3274),(57 846.30963),(58 843.57666),(59 848.2974),(60 843.7651),(61 850.3963),(62 855.11505),(63 865.87274),(64 867.4367),(65 865.6486),(66 867.90753),(67 860.96265),(68 861.68835),(69 864.3522),(70 859.71625),(71 851.21875),(72 852.2847),(73 858.23737),(74 861.2413),(75 862.2926),(76 843.36),(77 842.29047),(78 840.31714),(79 830.23047),
(1 438.18607),(2 560.71606),(3 608.7945),(4 637.29694),(5 665.4001),(6 694.71277),(7 702.112),(8 724.5004),(9 729.5379),(10 734.67334),(11 747.623),(12 745.08215),(13 754.6488),(14 758.6114),(15 759.7076),(16 763.5956),(17 773.43225),(18 778.95184),(19 777.9319),(20 779.1573),(21 782.93207),(22 776.66516),(23 772.57043),(24 761.54926),(25 764.65045),(26 774.1017),(27 780.03876),(28 780.5863),(29 783.4554),(30 779.311),(31 779.8007),(32 791.8966),(33 792.1991),(34 793.2909),(35 795.5952),(36 797.74475),(37 794.56964),(38 796.43695),(39 792.8204),(40 782.9198),(41 776.30145),(42 783.8583),(43 776.9426),(44 775.29486),(45 777.7979),(46 782.7274),(47 784.1206),(48 786.78687),(49 787.5573),(50 797.9799),(51 799.25195),(52 798.91656),(53 812.2284),(54 813.2973),(55 827.9927),(56 819.26025),(57 809.56287),(58 819.3081),(59 815.4721),(60 812.0018),(61 817.4608),(62 824.71606),(63 825.5335),(64 823.905),(65 831.91595),(66 830.0666),(67 824.1594),(68 826.3464),(69 827.452),(70 829.8219),(71 823.6232),(72 822.6942),(73 830.46063),(74 829.0869),(75 826.5419),(76 814.90405),(77 818.1382),(78 818.70557),(79 801.2925),
(1 440.17706),(2 563.3494),(3 619.7117),(4 649.3191),(5 675.7309),(6 698.76544),(7 707.45715),(8 711.6789),(9 721.7934),(10 739.957),(11 754.512),(12 756.4594),(13 754.5784),(14 769.11163),(15 773.3859),(16 771.0427),(17 770.0698),(18 772.6754),(19 778.2275),(20 778.14075),(21 786.58093),(22 782.21387),(23 773.9666),(24 769.0422),(25 763.58466),(26 765.28577),(27 766.6557),(28 768.2026),(29 773.1025),(30 771.1239),(31 778.2472),(32 785.30994),(33 788.25006),(34 788.18005),(35 786.57153),(36 785.4087),(37 779.1254),(38 775.9023),(39 778.8049),(40 770.3244),(41 769.9628),(42 777.2146),(43 774.6468),(44 762.64325),(45 758.7465),(46 770.3398),(47 767.32104),(48 767.07855),(49 777.3382),(50 786.9292),(51 783.79816),(52 780.3465),(53 784.28107),(54 793.9366),(55 804.94867),(56 804.8572),(57 815.62946),(58 827.358),(59 825.8351),(60 822.0208),(61 825.0753),(62 835.00977),(63 839.8274),(64 837.39514),(65 848.03577),(66 850.72925),(67 844.14246),(68 849.8632),(69 858.9191),(70 852.6973),(71 843.1182),(72 839.627),(73 837.0808),(74 842.9023),(75 849.26056),(76 835.4259),(77 829.26794),(78 825.5382),(79 812.95715),
(1 439.47278),(2 563.1981),(3 605.5908),(4 637.28143),(5 673.3754),(6 694.21576),(7 700.6342),(8 698.4258),(9 719.33124),(10 729.5059),(11 728.30804),(12 733.7334),(13 747.64166),(14 753.5794),(15 760.5006),(16 765.6655),(17 770.43054),(18 775.63477),(19 785.4052),(20 787.5526),(21 783.02167),(22 793.45044),(23 785.12085),(24 769.176),(25 765.5533),(26 765.3779),(27 769.16077),(28 766.2846),(29 771.8045),(30 765.6508),(31 771.46173),(32 778.20325),(33 776.213),(34 783.1782),(35 768.5785),(36 757.8405),(37 752.3871),(38 749.9805),(39 744.7967),(40 732.1584),(41 731.2358),(42 740.5553),(43 746.2891),(44 738.68677),(45 736.86255),(46 734.9754),(47 742.485),(48 744.2076),(49 749.55347),(50 758.3157),(51 774.12305),(52 775.26715),(53 779.23126),(54 779.8204),(55 787.34735),(56 780.6491),(57 785.9698),(58 798.0744),(59 802.3023),(60 792.743),(61 797.4896),(62 800.8817),(63 803.6368),(64 800.5731),(65 803.33136),(66 804.2369),(67 806.3218),(68 807.8567),(69 801.30725),(70 798.72955),(71 807.5789),(72 801.4247),(73 789.99426),(74 787.46216),(75 783.122),(76 785.31354),(77 777.85944),(78 779.51263),(79 775.42957),
(1 425.6197),(2 552.836),(3 599.8251),(4 614.52747),(5 643.7982),(6 677.2323),(7 682.68463),(8 679.8206),(9 694.1758),(10 699.1735),(11 707.71576),(12 716.2422),(13 725.6891),(14 730.2299),(15 727.6741),(16 736.1778),(17 743.9467),(18 745.5338),(19 754.1795),(20 754.0499),(21 754.3238),(22 755.579),(23 754.7822),(24 753.5628),(25 739.45605),(26 746.6923),(27 748.555),(28 746.3921),(29 755.5941),(30 748.0209),(31 735.59),(32 744.7248),(33 746.97314),(34 741.593),(35 747.006),(36 744.9374),(37 744.16547),(38 741.169),(39 738.2237),(40 730.66223),(41 733.13684),(42 732.0682),(43 729.8129),(44 730.9355),(45 733.2962),(46 724.4465),(47 729.55054),(48 731.073),(49 726.6701),(50 740.3205),(51 749.40106),(52 748.24036),(53 752.8735),(54 754.8499),(55 766.084),(56 769.4628),(57 775.2716),(58 785.4961),(59 782.74005),(60 781.87665),(61 781.06714),(62 781.3814),(63 786.03595),(64 787.5049),(65 788.9534),(66 797.8858),(67 794.8771),(68 786.3635),(69 783.34705),(70 781.32404),(71 784.4139),(72 783.9713),(73 788.03815),(74 777.45374),(75 775.9622),(76 772.6582),(77 768.8143),(78 760.3295),(79 762.9163),
(1 426.72153),(2 541.6812),(3 588.8599),(4 614.5822),(5 647.1071),(6 672.7315),(7 687.8685),(8 698.564),(9 705.09375),(10 726.91266),(11 738.5648),(12 736.409),(13 737.14606),(14 733.41077),(15 730.1478),(16 741.54865),(17 754.0638),(18 752.2901),(19 762.8428),(20 768.38617),(21 762.2),(22 754.608),(23 766.76227),(24 768.86224),(25 762.1036),(26 769.9063),(27 776.89014),(28 765.9445),(29 765.8886),(30 759.37836),(31 754.5786),(32 762.9397),(33 760.1796),(34 758.1421),(35 751.9976),(36 750.52423),(37 754.1102),(38 756.6622),(39 757.40717),(40 755.5206),(41 754.71),(42 758.09607),(43 740.69714),(44 737.5704),(45 752.65814),(46 745.51105),(47 744.74396),(48 741.8767),(49 750.1497),(50 751.1729),(51 764.0668),(52 763.3825),(53 760.72003),(54 768.73724),(55 774.29474),(56 775.99365),(57 778.61584),(58 772.9969),(59 781.87775),(60 777.08575),(61 775.92737),(62 779.8572),(63 782.345),(64 789.21295),(65 796.8677),(66 799.2889),(67 801.79175),(68 800.2718),(69 806.1795),(70 800.0311),(71 802.24),(72 793.1837),(73 801.2706),(74 798.73346),(75 798.4343),(76 788.902),(77 788.9144),(78 780.32117),(79 777.7413),
(1 406.73395),(2 520.49774),(3 561.54205),(4 588.2657),(5 625.84143),(6 650.89813),(7 664.7205),(8 677.7559),(9 679.9751),(10 702.07367),(11 707.59546),(12 705.60297),(13 719.63794),(14 719.5786),(15 726.1387),(16 730.5158),(17 748.5309),(18 751.26373),(19 740.2852),(20 754.7277),(21 748.14514),(22 745.82697),(23 752.98126),(24 741.88324),(25 747.296),(26 739.87134),(27 736.5308),(28 733.6442),(29 737.4555),(30 731.9647),(31 735.7092),(32 738.6361),(33 736.0091),(34 740.0276),(35 739.3033),(36 725.96436),(37 727.0053),(38 731.3334),(39 728.7295),(40 719.2507),(41 711.81),(42 716.32513),(43 718.6337),(44 719.9122),(45 727.8725),(46 727.475),(47 729.55524),(48 729.30023),(49 734.5197),(50 744.28735),(51 750.40027),(52 750.5912),(53 740.8139),(54 739.0269),(55 739.858),(56 742.9736),(57 744.8375),(58 742.3394),(59 745.1051),(60 745.96185),(61 751.63055),(62 756.0692),(63 761.6721),(64 763.02997),(65 765.78345),(66 764.0627),(67 768.04736),(68 769.58997),(69 773.0578),(70 769.01447),(71 768.11664),(72 767.0963),(73 765.9421),(74 763.93304),(75 759.89154),(76 755.21344),(77 753.6134),(78 746.76044),(79 739.51044),
(1 398.67947),(2 514.88556),(3 558.0585),(4 584.1667),(5 617.04474),(6 640.1778),(7 651.6112),(8 658.91833),(9 666.50916),(10 674.7525),(11 683.29034),(12 687.50165),(13 700.0891),(14 690.8864),(15 704.7283),(16 719.00323),(17 725.76544),(18 732.17694),(19 732.30176),(20 728.5803),(21 730.5958),(22 730.9341),(23 728.39417),(24 723.9763),(25 717.47595),(26 717.6938),(27 715.50464),(28 703.5513),(29 714.4057),(30 708.09326),(31 698.83795),(32 708.72064),(33 701.2502),(34 698.043),(35 694.17426),(36 694.8424),(37 700.0822),(38 701.2892),(39 698.29663),(40 694.0276),(41 688.812),(42 683.51184),(43 694.6597),(44 694.6393),(45 699.6879),(46 697.74286),(47 693.8232),(48 696.11456),(49 694.5257),(50 696.06836),(51 701.5652),(52 702.7617),(53 710.696),(54 717.8404),(55 723.2697),(56 728.8796),(57 730.18024),(58 734.57477),(59 741.8731),(60 730.3729),(61 729.4765),(62 732.88007),(63 736.7527),(64 731.5758),(65 723.07837),(66 730.68774),(67 736.5891),(68 737.62634),(69 735.43646),(70 737.4436),(71 736.2919),(72 739.81104),(73 730.7128),(74 734.4364),(75 730.5527),(76 718.1947),(77 716.80676),(78 716.74384),(79 717.2791),
(1 394.61957),(2 512.4385),(3 555.35406),(4 584.5596),(5 605.45276),(6 635.1811),(7 649.6834),(8 652.9875),(9 659.41974),(10 673.42755),(11 669.1472),(12 664.48627),(13 683.7971),(14 686.57367),(15 686.50916),(16 694.5402),(17 698.4863),(18 709.39185),(19 711.96375),(20 714.6522),(21 712.4852),(22 712.9376),(23 711.47156),(24 707.59436),(25 710.0893),(26 713.89465),(27 717.8003),(28 711.36896),(29 716.18616),(30 712.98486),(31 718.3986),(32 717.7383),(33 721.50024),(34 716.0402),(35 717.1987),(36 712.83746),(37 714.72943),(38 712.8251),(39 709.00275),(40 715.9561),(41 714.9719),(42 712.59247),(43 709.8919),(44 709.8967),(45 712.08026),(46 714.89386),(47 713.5868),(48 711.6368),(49 718.9706),(50 717.9781),(51 721.6679),(52 719.28107),(53 721.8778),(54 718.6015),(55 721.66815),(56 726.1802),(57 727.9195),(58 733.5303),(59 736.9975),(60 734.1048),(61 743.4193),(62 742.4978),(63 747.4908),(64 751.0159),(65 756.6113),(66 759.7119),(67 760.954),(68 762.08),(69 765.32404),(70 747.2881),(71 741.2604),(72 747.50464),(73 742.26337),(74 730.72375),(75 724.9949),(76 718.8492),(77 713.9366),(78 713.106),(79 708.3072),
(1 383.2725),(2 498.66916),(3 539.13635),(4 554.36365),(5 578.89685),(6 609.0258),(7 613.122),(8 620.631),(9 629.06744),(10 645.9392),(11 648.2919),(12 648.5142),(13 656.75336),(14 670.097),(15 669.25525),(16 673.3324),(17 674.7812),(18 677.605),(19 675.0044),(20 676.3905),(21 679.50653),(22 683.5258),(23 682.22046),(24 680.24304),(25 682.0605),(26 688.76843),(27 687.5434),(28 684.6156),(29 675.85),(30 683.5261),(31 684.0573),(32 685.92975),(33 684.3152),(34 682.1132),(35 682.4917),(36 669.8088),(37 666.6356),(38 670.44385),(39 675.5776),(40 670.8736),(41 668.72925),(42 658.93445),(43 661.4075),(44 663.30884),(45 664.91766),(46 668.44403),(47 676.3797),(48 678.46533),(49 668.6426),(50 679.4523),(51 683.1826),(52 688.6057),(53 684.0565),(54 687.76575),(55 695.8118),(56 697.81903),(57 710.8769),(58 708.432),(59 702.57074),(60 714.6664),(61 711.7606),(62 711.5263),(63 719.22626),(64 720.89374),(65 719.3642),(66 720.3831),(67 723.1801),(68 721.5996),(69 721.20435),(70 714.0975),(71 704.84503),(72 704.9317),(73 698.51276),(74 694.4116),(75 687.98956),(76 688.2423),(77 682.9294),(78 672.5847),(79 675.1739),
