1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 157662.53),(2 493037.53),(3 1042252.94),(4 1756168.5),(5 2608348.8),(6 3520396.5),(7 4467609.5),(8 5354182.5),(9 6218855.5),(10 6949054.5),(11 7556645),(12 8107093.5),(13 8563047),(14 8875791),(15 9083430),(16 9300983),(17 9519336),(18 9761362),(19 10047438),(20 10366475),(21 10720156),(22 11093786),(23 11457062),(24 11806161),(25 12121110),(26 12368238),(27 12554525),(28 12692472),(29 12780466),(30 12790268),(31 12773281),(32 12745302),(33 12703809),(34 12658159),(35 12571958),(36 12544045),(37 12484360),(38 12431950),(39 12347083),(40 12329503),(41 12287002),(42 12293905),(43 12305124),(44 12386721),(45 12450389),(46 12514182),(47 12564601),(48 12554880),(49 12491663),(50 12368832),(51 12224569),(52 12054325),(53 11857855),(54 11622417),(55 11356109),(56 11098015),(57 10831519),(58 10559817),(59 10275004),(60 10114968),(61 9994911),(62 9918803),(63 9911541),(64 9917380),(65 9939059),(66 9991357),(67 10038982),(68 10106945),(69 10168537),(70 10295786),(71 10391122),(72 10527110),(73 10662136),(74 10838680),(75 11041140),(76 11207630),(77 11299437),(78 11366106),(79 11434779),
(1 167407.36),(2 522738.75),(3 1084786.3),(4 1819312.5),(5 2668075.5),(6 3564186),(7 4497809.5),(8 5367567.5),(9 6236538.5),(10 7042960.5),(11 7799992),(12 8494581),(13 9108847),(14 9665655),(15 10142067),(16 10673623),(17 11103864),(18 11632157),(19 12121979),(20 12641443),(21 13132121),(22 13598213),(23 13998608),(24 14329965),(25 14625444),(26 14776503),(27 14824181),(28 14708727),(29 14562872),(30 14264135),(31 13957823),(32 13488299),(33 12992021),(34 12522712),(35 11954484),(36 11537963),(37 11038445),(38 10742579),(39 10430545),(40 10291800),(41 10218533),(42 10203647),(43 10230987),(44 10403987),(45 10614550),(46 10849311),(47 11141972),(48 11435031),(49 11741685),(50 12039048),(51 12325472),(52 12594785),(53 12889419),(54 13199960),(55 13510299),(56 13825109),(57 14104253),(58 14369717),(59 14547252),(60 14719613),(61 14909240),(62 15060356),(63 15217037),(64 15330057),(65 15488372),(66 15546535),(67 15576277),(68 15497080),(69 15419780),(70 15245627),(71 15091631),(72 14893149),(73 14626868),(74 14376484),(75 14106700),(76 13843349),(77 13542932),(78 13234181),(79 12982443),
(1 218939.45),(2 688218.94),(3 1435080.6),(4 2410868.3),(5 3550238),(6 4716000),(7 5936939.5),(8 7142174.5),(9 8336715.5),(10 9429473),(11 10396294),(12 11287634),(13 11957725),(14 12407844),(15 12607332),(16 12633636),(17 12450934),(18 12199457),(19 11805066),(20 11366835),(21 10885322),(22 10449266),(23 10009568),(24 9608495),(25 9319615),(26 9066620),(27 8919251),(28 8797503),(29 8786102),(30 8825606),(31 8947430),(32 9111589),(33 9320056),(34 9578386),(35 9879082),(36 10207537),(37 10541427),(38 10904535),(39 11266520),(40 11672847),(41 12044123),(42 12395642),(43 12717722),(44 13006661),(45 13176151),(46 13215483),(47 13134003),(48 12925440),(49 12620114),(50 12194193),(51 11708549),(52 11199542),(53 10713704),(54 10281514),(55 9908017),(56 9693276),(57 9571025),(58 9541727),(59 9571498),(60 9682301),(61 9855878),(62 10094216),(63 10358113),(64 10636494),(65 10911662),(66 11148549),(67 11348800),(68 11462679),(69 11603502),(70 11663437),(71 11790720),(72 11854703),(73 11877632),(74 11900899),(75 11887196),(76 11903750),(77 11869445),(78 11820677),(79 11772607),
(1 233262.45),(2 727285.94),(3 1506908.4),(4 2515995.8),(5 3710335.3),(6 4938265.5),(7 6276301),(8 7626061),(9 8988511),(10 10257531),(11 11369542),(12 12438766),(13 13316091),(14 13957073),(15 14398057),(16 14621176),(17 14567748),(18 14419674),(19 13957907),(20 13371640),(21 12663567),(22 12010403),(23 11284920),(24 10621001),(25 10093378),(26 9658499),(27 9334236),(28 9110409),(29 9015095),(30 9042696),(31 9146954),(32 9310295),(33 9495183),(34 9752265),(35 10050387),(36 10333919),(37 10627584),(38 10861536),(39 11123098),(40 11343663),(41 11571607),(42 11800549),(43 12070688),(44 12313723),(45 12546377),(46 12642410),(47 12688707),(48 12672061),(49 12587325),(50 12365454),(51 12039579),(52 11576018),(53 11073020),(54 10547278),(55 10002184),(56 9545675),(57 9147033),(58 8869987),(59 8737001),(60 8783798),(61 8973553),(62 9281364),(63 9629982),(64 10013759),(65 10372627),(66 10643482),(67 10888339),(68 10984492),(69 11086957),(70 11093114),(71 11178998),(72 11256330),(73 11350240),(74 11470925),(75 11611356),(76 11826943),(77 12019816),(78 12209023),(79 12448774),
(1 140938.19),(2 414359.75),(3 840050.94),(4 1370215.8),(5 1959686.4),(6 2548226.3),(7 3142850.8),(8 3693154.3),(9 4219748.5),(10 4701532),(11 5156725.5),(12 5571054),(13 5961609.5),(14 6304921),(15 6631577.5),(16 6919722.5),(17 7136344.5),(18 7399904),(19 7532427.5),(20 7698957),(21 7854467.5),(22 8053381.5),(23 8218330),(24 8369924),(25 8501681),(26 8539825),(27 8535436),(28 8481466),(29 8430492),(30 8357007.5),(31 8256233),(32 8173370.5),(33 8102656),(34 8044073),(35 7955388.5),(36 7903714.5),(37 7842990),(38 7848605.5),(39 7853133.5),(40 7855050.5),(41 7866439),(42 7921161),(43 7992092),(44 8061022),(45 8131746.5),(46 8176327),(47 8227796.5),(48 8282368.5),(49 8344860.5),(50 8412426),(51 8489255),(52 8594747),(53 8714110),(54 8807895),(55 8850601),(56 8854436),(57 8821016),(58 8767152),(59 8685442),(60 8645375),(61 8647624),(62 8692445),(63 8746021),(64 8847841),(65 8992999),(66 9128007),(67 9309906),(68 9484488),(69 9692485),(70 9860379),(71 10043118),(72 10192078),(73 10330278),(74 10424709),(75 10489116),(76 10545436),(77 10603553),(78 10669116),(79 10791590),
(1 206334.03),(2 667195.56),(3 1386512.3),(4 2301133),(5 3349626.3),(6 4443173),(7 5591746),(8 6695454),(9 7735013.5),(10 8600069),(11 9280297),(12 9818804),(13 10087164),(14 10173737),(15 10083194),(16 9809954),(17 9416480),(18 8993641),(19 8450500),(20 7914613),(21 7346417),(22 6876472),(23 6335265),(24 5888998.5),(25 5562133.5),(26 5320143),(27 5190772.5),(28 5153654.5),(29 5255351),(30 5377981),(31 5584026),(32 5813664.5),(33 6069894),(34 6333324.5),(35 6597595.5),(36 6907340.5),(37 7177825),(38 7466642),(39 7699106),(40 7883376.5),(41 8031762),(42 8134937.5),(43 8191126.5),(44 8253247),(45 8300272.5),(46 8326655),(47 8354842.5),(48 8387514.5),(49 8451285),(50 8508945),(51 8573378),(52 8623772),(53 8685875),(54 8737179),(55 8804049),(56 8878888),(57 8948916),(58 9036556),(59 9034437),(60 9040702),(61 8980000),(62 8879201),(63 8763150),(64 8666592),(65 8579532),(66 8452812),(67 8395404),(68 8310920),(69 8292713.5),(70 8209636.5),(71 8235541.5),(72 8279512),(73 8374408.5),(74 8491819),(75 8619487),(76 8740494),(77 8838525),(78 8949649),(79 9072313),
(1 189137.19),(2 578802.3),(3 1173197.6),(4 1942057.9),(5 2821788.5),(6 3707479),(7 4661332),(8 5561081.5),(9 6468361),(10 7264933.5),(11 7967619),(12 8630437),(13 9104367),(14 9441169),(15 9679679),(16 9763055),(17 9666193),(18 9604197),(19 9307582),(20 9018515),(21 8606378),(22 8269337),(23 7761580.5),(24 7284658),(25 6875572.5),(26 6461007.5),(27 6157466.5),(28 5918710.5),(29 5815855.5),(30 5732249),(31 5746600.5),(32 5761585.5),(33 5797523.5),(34 5860223.5),(35 5953194.5),(36 6094714),(37 6272437.5),(38 6489726),(39 6734561.5),(40 6982033),(41 7193462),(42 7365985),(43 7441756),(44 7443041),(45 7429056),(46 7361190.5),(47 7255290.5),(48 7151956.5),(49 7078151.5),(50 7040853),(51 7041461),(52 7064395.5),(53 7113229),(54 7192104.5),(55 7301129.5),(56 7426002.5),(57 7578338.5),(58 7723332),(59 7784682.5),(60 7873142.5),(61 7910801),(62 7947711.5),(63 7984369),(64 8095415),(65 8259960.5),(66 8472717),(67 8770959),(68 9023374),(69 9312182),(70 9515532),(71 9694423),(72 9781627),(73 9775511),(74 9696718),(75 9591788),(76 9512071),(77 9417177),(78 9311375),(79 9207113),
(1 221535.11),(2 708311.1),(3 1460827.4),(4 2420173.5),(5 3485515.3),(6 4541689.5),(7 5631161),(8 6615650),(9 7519331),(10 8271707),(11 8853776),(12 9341153),(13 9593503),(14 9701648),(15 9692251),(16 9536777),(17 9243519),(18 8956625),(19 8505999),(20 8095446.5),(21 7582633.5),(22 7183783),(23 6659470),(24 6225569.5),(25 5851249),(26 5502376.5),(27 5251328.5),(28 5078116.5),(29 5052515),(30 5057486),(31 5143086.5),(32 5278069),(33 5479205),(34 5790869),(35 6178350),(36 6627332),(37 7125388),(38 7642104),(39 8155215.5),(40 8621272),(41 8988605),(42 9271026),(43 9387651),(44 9375913),(45 9238113),(46 8954195),(47 8577742),(48 8151940),(49 7746011.5),(50 7339239),(51 7028072.5),(52 6781796),(53 6649485.5),(54 6644337.5),(55 6706453.5),(56 6863708.5),(57 7052986.5),(58 7239303.5),(59 7397639),(60 7547103.5),(61 7681663.5),(62 7826423.5),(63 7961868),(64 8050934),(65 8149184),(66 8191200),(67 8228581),(68 8228532.5),(69 8269133.5),(70 8346791),(71 8490232),(72 8676440),(73 8906098),(74 9148354),(75 9374119),(76 9545755),(77 9664397),(78 9691200),(79 9653351),
(1 153859.73),(2 470229.56),(3 943849),(4 1511357.8),(5 2103652.5),(6 2633845.3),(7 3108129),(8 3521714.5),(9 3928631),(10 4300231),(11 4617767),(12 4869743),(13 5052074.5),(14 5146476),(15 5173645),(16 5113144),(17 4978360),(18 4848381.5),(19 4649845),(20 4472489),(21 4283192),(22 4123888.5),(23 3975690.3),(24 3837525.5),(25 3771423),(26 3723750),(27 3715526.3),(28 3761387.5),(29 3872170),(30 4011480),(31 4162588.8),(32 4336500),(33 4512753.5),(34 4727785),(35 4903722),(36 5098960),(37 5247843),(38 5440433),(39 5565664.5),(40 5743289),(41 5931554.5),(42 6167594),(43 6355291),(44 6593349.5),(45 6780463),(46 6873778),(47 6903318),(48 6868877),(49 6813510),(50 6699926),(51 6625157.5),(52 6567039),(53 6583617.5),(54 6646281),(55 6754775.5),(56 6928058.5),(57 7125029),(58 7308362.5),(59 7428612),(60 7537422),(61 7595298),(62 7605725),(63 7623895.5),(64 7596999),(65 7583682.5),(66 7534440.5),(67 7523867),(68 7507126),(69 7530563),(70 7576538.5),(71 7661434),(72 7757119.5),(73 7904249.5),(74 8103931),(75 8332969),(76 8535917),(77 8730210),(78 8871646),(79 8944923),
(1 123412.945),(2 359090.3),(3 706032.75),(4 1098846.3),(5 1496043.5),(6 1845142.8),(7 2187630.8),(8 2488773.5),(9 2783300),(10 3051276.8),(11 3284279.3),(12 3455452.8),(13 3598612),(14 3699599.5),(15 3757511.3),(16 3741905.3),(17 3681969.3),(18 3658566),(19 3558164.3),(20 3490381.3),(21 3400884),(22 3334803),(23 3277805.8),(24 3245222.5),(25 3260467.3),(26 3300960.5),(27 3356719.8),(28 3383520.3),(29 3431181.5),(30 3468182.5),(31 3524040.8),(32 3585299.5),(33 3662010.8),(34 3749790.3),(35 3839508.8),(36 3956860),(37 4082632.8),(38 4257788.5),(39 4412667.5),(40 4605162),(41 4794620.5),(42 4969409.5),(43 5146679.5),(44 5353480.5),(45 5536102),(46 5642964),(47 5700924),(48 5692229.5),(49 5647422),(50 5556036),(51 5478543.5),(52 5387405.5),(53 5334008),(54 5277402),(55 5250032.5),(56 5233717),(57 5242229),(58 5252368.5),(59 5220064),(60 5202495),(61 5151987),(62 5092759.5),(63 5057757.5),(64 5030176.5),(65 5037904),(66 5119026.5),(67 5204533),(68 5310794),(69 5447470.5),(70 5598138),(71 5741863),(72 5850548),(73 5929758.5),(74 5981306),(75 6037176.5),(76 6078749),(77 6099702),(78 6135442),(79 6169089.5),
(1 146198.11),(2 423454.3),(3 833899.44),(4 1302287.5),(5 1783092.6),(6 2217246.8),(7 2637702.5),(8 2968932),(9 3260105.3),(10 3484655.5),(11 3669768.8),(12 3767853.5),(13 3816494.3),(14 3846543.5),(15 3839183),(16 3832319.5),(17 3763440),(18 3757110.8),(19 3678512.8),(20 3626931.8),(21 3570744),(22 3543790.8),(23 3546665),(24 3565342),(25 3645154),(26 3737803.5),(27 3851297.3),(28 3943766),(29 4051342.8),(30 4119772),(31 4154032.5),(32 4141623.8),(33 4110249.3),(34 4068425.3),(35 4007122.3),(36 3983918.8),(37 3961039.5),(38 4004002.8),(39 4042825.3),(40 4165580),(41 4277053),(42 4402970.5),(43 4528563.5),(44 4663237.5),(45 4817293.5),(46 4944724.5),(47 5071260.5),(48 5192675),(49 5300113),(50 5377834),(51 5459103),(52 5526183.5),(53 5627094),(54 5710299.5),(55 5790204.5),(56 5860516.5),(57 5905282),(58 5937672),(59 5904851),(60 5883946),(61 5859477),(62 5839417),(63 5864568.5),(64 5885578),(65 5954536),(66 6002061),(67 6060324),(68 6077976),(69 6094846.5),(70 6096144.5),(71 6111249),(72 6146613),(73 6208337.5),(74 6289678.5),(75 6360448.5),(76 6417170.5),(77 6468176.5),(78 6479629),(79 6471661.5),
(1 137375.53),(2 389104.38),(3 758921.1),(4 1186614.9),(5 1619506.8),(6 2009043.4),(7 2397254.3),(8 2719597),(9 3005372.8),(10 3229546.5),(11 3433872.8),(12 3567279.5),(13 3660510),(14 3716969),(15 3710744.8),(16 3648660.5),(17 3518333.3),(18 3490755.8),(19 3355684.8),(20 3308980),(21 3231271),(22 3237453),(23 3210960.8),(24 3226658.3),(25 3302217.5),(26 3400932),(27 3536038.3),(28 3654879.5),(29 3788793.8),(30 3894946.8),(31 3999007.5),(32 4068324),(33 4116217.8),(34 4177328),(35 4200568),(36 4246028),(37 4260052),(38 4344990),(39 4372575),(40 4466732.5),(41 4557703.5),(42 4656100.5),(43 4704215.5),(44 4782201.5),(45 4823721),(46 4856850.5),(47 4872498),(48 4868693),(49 4853853),(50 4828232.5),(51 4842583),(52 4855044),(53 4916281),(54 5005605),(55 5101563.5),(56 5217597.5),(57 5350757.5),(58 5500647),(59 5652710.5),(60 5825760),(61 5983853),(62 6123523),(63 6259043.5),(64 6383193.5),(65 6502014),(66 6564662),(67 6627378),(68 6614611),(69 6600096.5),(70 6505047),(71 6395510),(72 6268823),(73 6159030),(74 6049291),(75 5943151.5),(76 5843149),(77 5764197),(78 5707627.5),(79 5676129.5),
(1 123091.836),(2 355248.44),(3 679434.94),(4 1036320.4),(5 1381570.6),(6 1668672),(7 1931722.3),(8 2122755),(9 2280142),(10 2402244),(11 2509639),(12 2552800),(13 2581819.3),(14 2600153.8),(15 2580700.3),(16 2509967),(17 2407637.3),(18 2369321),(19 2306036),(20 2312457),(21 2329507.8),(22 2409300.5),(23 2484533.3),(24 2586603.3),(25 2703197.5),(26 2802041.8),(27 2898073.8),(28 2967528.3),(29 3040738.3),(30 3074302.5),(31 3107157.5),(32 3124004.5),(33 3164013),(34 3203403.5),(35 3225861.3),(36 3271265.8),(37 3290471.8),(38 3358499.8),(39 3384629.5),(40 3424189.5),(41 3472975.8),(42 3542515),(43 3588492.3),(44 3658753.5),(45 3718838.3),(46 3797437.5),(47 3878865),(48 3950477.8),(49 3996237.5),(50 4030490.5),(51 4059891.3),(52 4072391),(53 4099074.5),(54 4105484.8),(55 4099016.3),(56 4090514.5),(57 4089934.5),(58 4102588.8),(59 4096157.8),(60 4109562),(61 4121761),(62 4146920.3),(63 4191038.3),(64 4230965),(65 4278834.5),(66 4367666.5),(67 4469327.5),(68 4560530),(69 4624583.5),(70 4649705.5),(71 4649407.5),(72 4622382.5),(73 4575767),(74 4509917.5),(75 4414907),(76 4339501),(77 4270150),(78 4226659.5),(79 4193779.3),
(1 129879.81),(2 382718.63),(3 720883.44),(4 1068943.9),(5 1366597.6),(6 1567278.4),(7 1706048.5),(8 1784627.9),(9 1866615.1),(10 1960342.4),(11 2078361.3),(12 2168985.5),(13 2239562.3),(14 2293024.8),(15 2299644.8),(16 2274122.8),(17 2211823),(18 2191402.3),(19 2154842.3),(20 2183807),(21 2245186.5),(22 2383594.3),(23 2505459.5),(24 2661387.5),(25 2834143.3),(26 2980826.3),(27 3107499.8),(28 3182708.3),(29 3253845),(30 3257648.3),(31 3253167.3),(32 3219808.8),(33 3218646.8),(34 3275286.8),(35 3372293.8),(36 3536442.8),(37 3695753.3),(38 3882624),(39 4023743.8),(40 4147852),(41 4223529),(42 4274132.5),(43 4248430),(44 4242888),(45 4216269.5),(46 4200083),(47 4211280.5),(48 4230843.5),(49 4252581.5),(50 4247580),(51 4233907),(52 4182638.3),(53 4124824.5),(54 4065928.3),(55 4043205.8),(56 4063236.3),(57 4145503.8),(58 4229496),(59 4291656),(60 4346672),(61 4385461.5),(62 4428648),(63 4469978.5),(64 4511845.5),(65 4558313),(66 4626910.5),(67 4718780.5),(68 4796070),(69 4827870.5),(70 4817795.5),(71 4766988.5),(72 4693608),(73 4614890),(74 4523954.5),(75 4461096),(76 4436975.5),(77 4435898),(78 4487097),(79 4568964.5),
(1 133094.3),(2 384056.66),(3 730760.9),(4 1107281.5),(5 1465482.6),(6 1747682.1),(7 1981645.9),(8 2137456.3),(9 2272916.5),(10 2390975.3),(11 2501904.3),(12 2549207.5),(13 2571889.5),(14 2581696.8),(15 2548624.5),(16 2463846.3),(17 2349659.8),(18 2297008),(19 2204988),(20 2184742),(21 2177826.8),(22 2224574.5),(23 2277697.8),(24 2360923),(25 2462190.8),(26 2562287.8),(27 2660663),(28 2750093.3),(29 2808513),(30 2843090.5),(31 2832130.8),(32 2800038.8),(33 2778196),(34 2781473.8),(35 2794912),(36 2877750),(37 2983108.3),(38 3135420.5),(39 3244583.5),(40 3367956),(41 3448431.8),(42 3490452.5),(43 3473123.5),(44 3480110.3),(45 3479828.3),(46 3479626),(47 3503681.5),(48 3541079),(49 3587195.8),(50 3646575.3),(51 3712328.5),(52 3790508),(53 3855128.3),(54 3887669.3),(55 3919483.8),(56 3948940.8),(57 3969946.3),(58 3976294),(59 3959597.5),(60 3929147.5),(61 3883826.5),(62 3812294.5),(63 3722557.5),(64 3636117),(65 3562767),(66 3512160),(67 3486013.3),(68 3465920.8),(69 3433754.8),(70 3397938.5),(71 3366276.5),(72 3343126.5),(73 3322148),(74 3329697.8),(75 3362053.3),(76 3420800.8),(77 3499231.3),(78 3575335.8),(79 3667287),
(1 129637.91),(2 369490.7),(3 685453.3),(4 1005447.44),(5 1292131),(6 1522575),(7 1737810.6),(8 1908658.9),(9 2047280),(10 2126153.3),(11 2170605.5),(12 2158675.8),(13 2149311.8),(14 2142173.8),(15 2124631.8),(16 2116466.3),(17 2080537.9),(18 2081032.4),(19 2055122.6),(20 2063237.1),(21 2082523.8),(22 2114022.5),(23 2142271.5),(24 2169224.8),(25 2189298.5),(26 2199181.3),(27 2220336),(28 2233346.8),(29 2260178),(30 2257231.5),(31 2246515.5),(32 2223839.5),(33 2225850),(34 2273612.5),(35 2322216.5),(36 2411865.5),(37 2505616.8),(38 2624430),(39 2729310),(40 2860522.3),(41 2985357.8),(42 3104182.5),(43 3185935.5),(44 3222901.3),(45 3213016),(46 3168281.3),(47 3111736.5),(48 3045494.5),(49 2988803),(50 2943497.8),(51 2925745.3),(52 2936377.3),(53 2981200.5),(54 3050120),(55 3142903.8),(56 3231501),(57 3329920),(58 3401814),(59 3458454),(60 3486613),(61 3478389),(62 3429138.3),(63 3333338.8),(64 3219567.3),(65 3124067.5),(66 3038856),(67 2984610.5),(68 2910418.8),(69 2849803),(70 2772029.3),(71 2739279.5),(72 2725128.5),(73 2707882.3),(74 2701389.8),(75 2695347.8),(76 2684269.8),(77 2679080.5),(78 2688076.3),(79 2730685.3),
(1 121987.45),(2 342878.4),(3 629666.25),(4 912795.6),(5 1137496.4),(6 1277630.8),(7 1385716.1),(8 1469625),(9 1552808.1),(10 1624680.1),(11 1699131.3),(12 1732617.1),(13 1784677.1),(14 1858081.4),(15 1931254.8),(16 2014810.3),(17 2049270),(18 2107748),(19 2100958.3),(20 2108236),(21 2101764),(22 2118579.8),(23 2132481),(24 2140127.5),(25 2168815.3),(26 2202787.3),(27 2258088.3),(28 2304175),(29 2353432.3),(30 2380948.3),(31 2406371.8),(32 2418793.8),(33 2440751.8),(34 2486927.5),(35 2505007.3),(36 2526423.8),(37 2542465),(38 2559836),(39 2561741.3),(40 2581093),(41 2621985),(42 2673374.5),(43 2733317.3),(44 2790060.5),(45 2820622.5),(46 2832673.8),(47 2844398),(48 2865484),(49 2911804),(50 2960413),(51 3006404.5),(52 3031255),(53 3047902.3),(54 3059521),(55 3057607.5),(56 3036465),(57 3012456.5),(58 2996219.8),(59 2990061.3),(60 2958579.8),(61 2933051.5),(62 2903493),(63 2883534.8),(64 2885764),(65 2894359),(66 2895444.3),(67 2891495.3),(68 2870256.3),(69 2841400.3),(70 2803561.3),(71 2781449.5),(72 2781610.8),(73 2771402.3),(74 2764700.5),(75 2749670.8),(76 2728082.8),(77 2698613.8),(78 2681087.3),(79 2662582),
(1 107667.836),(2 301268.9),(3 559333.06),(4 822091.44),(5 1058068.4),(6 1233774.1),(7 1370846.4),(8 1457202.3),(9 1524154.5),(10 1581017.4),(11 1640390.6),(12 1672954),(13 1702545.6),(14 1720677.4),(15 1721943.3),(16 1734802),(17 1751489.8),(18 1792208),(19 1807896.4),(20 1841361.1),(21 1864268.4),(22 1912367),(23 1943189.1),(24 1967972.9),(25 2001615.6),(26 2034435.5),(27 2066858.6),(28 2063558),(29 2066375),(30 2059043.6),(31 2065165.6),(32 2064679.4),(33 2075155.9),(34 2104174.5),(35 2130266.5),(36 2166251),(37 2197328),(38 2239355.3),(39 2270638),(40 2302695.8),(41 2331936.8),(42 2344001.3),(43 2333474.3),(44 2325656.3),(45 2308096.8),(46 2282531.5),(47 2268579.8),(48 2279607.3),(49 2311917.3),(50 2355237.3),(51 2391284.5),(52 2424435.5),(53 2463522),(54 2490841),(55 2515495.3),(56 2518088.3),(57 2520564),(58 2514919.8),(59 2491984.3),(60 2453102.5),(61 2421686.5),(62 2409146.3),(63 2423039),(64 2446226.3),(65 2460361.5),(66 2455341.8),(67 2435075.3),(68 2397204.3),(69 2352984.3),(70 2311338.8),(71 2268290),(72 2235855),(73 2213576.8),(74 2203424.3),(75 2207712.5),(76 2216674.3),(77 2230842),(78 2250130),(79 2257396.8),
(1 112142.44),(2 305479.7),(3 558703.06),(4 805834.06),(5 1026695.2),(6 1191007.1),(7 1319770.5),(8 1403314.6),(9 1466066.9),(10 1492041.5),(11 1498871.6),(12 1470836.6),(13 1450264),(14 1438849.6),(15 1450144),(16 1486582),(17 1531608.1),(18 1599927),(19 1666644),(20 1733905.1),(21 1784949.4),(22 1840857),(23 1877537.1),(24 1897767),(25 1900040),(26 1885553),(27 1853961.6),(28 1814075),(29 1802874.6),(30 1805100.9),(31 1821338.6),(32 1848584),(33 1883617.5),(34 1944522.4),(35 1980691.4),(36 1996852.5),(37 1992597),(38 1991331),(39 1987781.5),(40 2002397.4),(41 2019243.4),(42 2044298.6),(43 2070751.4),(44 2092514.4),(45 2099940.8),(46 2083331.6),(47 2066299.1),(48 2058228.4),(49 2062480),(50 2067265.6),(51 2063381.4),(52 2079541.6),(53 2109902.8),(54 2154034.8),(55 2192931.8),(56 2195484.5),(57 2178604.3),(58 2157682.3),(59 2135403.3),(60 2130994.3),(61 2147947.3),(62 2188004),(63 2237528.3),(64 2286047.3),(65 2330426.3),(66 2364076),(67 2374978.8),(68 2367589.8),(69 2329433.3),(70 2275298.5),(71 2227348.8),(72 2197101.8),(73 2186197.8),(74 2186456.3),(75 2193818.3),(76 2192076.8),(77 2181631.8),(78 2166466),(79 2155532),
