1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 75.33434),(2 80.521164),(3 85.6016),(4 85.61337),(5 86.4709),(6 86.374886),(7 89.65195),(8 91.457375),(9 92.32624),(10 93.38015),(11 96.65801),(12 96.713005),(13 98.29131),(14 99.39636),(15 99.86834),(16 101.38436),(17 102.73571),(18 103.90428),(19 105.26503),(20 106.435005),(21 107.01138),(22 106.367485),(23 107.300606),(24 108.371475),(25 108.77201),(26 108.84686),(27 110.09848),(28 108.706985),(29 111.046974),(30 111.23217),(31 111.581474),(32 112.96198),(33 111.95334),(34 111.78976),(35 111.92676),(36 113.24838),(37 114.74838),(38 116.02204),(39 117.07971),(40 116.63845),(41 118.21975),(42 117.04849),(43 118.1885),(44 119.5379),(45 119.619675),(46 121.02802),(47 121.67692),(48 121.215385),(49 120.54957),(50 120.110985),(51 119.42959),(52 118.47167),(53 118.1886),(54 118.526985),(55 119.49861),(56 119.9171),(57 119.14067),(58 121.896805),(59 121.559555),(60 119.48343),(61 120.767715),(62 120.0521),(63 121.814865),(64 121.23387),(65 122.14554),(66 123.65071),(67 124.05064),(68 124.012276),(69 123.14266),(70 124.16946),(71 125.33661),(72 125.71837),(73 128.91582),(74 129.89514),(75 131.47049),(76 132.38722),(77 132.60217),(78 133.85416),(79 133.616),
(1 74.86404),(2 79.77455),(3 84.58512),(4 84.130264),(5 85.10448),(6 86.56515),(7 88.93508),(8 91.50686),(9 92.68553),(10 93.16109),(11 94.252144),(12 95.15997),(13 97.016815),(14 97.45018),(15 98.11357),(16 99.81575),(17 99.815895),(18 101.51469),(19 102.3917),(20 103.45868),(21 103.70944),(22 105.57532),(23 104.440025),(24 106.73788),(25 107.513115),(26 107.723755),(27 110.10695),(28 110.62259),(29 110.0218),(30 109.582886),(31 109.93787),(32 112.23046),(33 111.76511),(34 112.25361),(35 112.1272),(36 112.939705),(37 114.22708),(38 116.02692),(39 115.13852),(40 115.24196),(41 115.14162),(42 116.46589),(43 117.10532),(44 117.482735),(45 119.45074),(46 120.660614),(47 119.76673),(48 120.213),(49 120.63251),(50 119.93567),(51 119.19967),(52 119.47145),(53 118.96875),(54 119.11505),(55 119.65007),(56 120.914314),(57 120.70719),(58 122.07253),(59 121.55424),(60 122.48543),(61 121.16553),(62 121.23874),(63 123.41431),(64 122.777016),(65 122.88135),(66 124.336136),(67 124.20554),(68 125.530525),(69 126.03126),(70 126.48529),(71 126.80082),(72 128.05841),(73 129.74072),(74 129.37779),(75 130.62918),(76 132.43173),(77 133.2761),(78 132.56987),(79 134.18027),
(1 74.729004),(2 80.129875),(3 84.89748),(4 84.25325),(5 86.755264),(6 87.804695),(7 91.06929),(8 92.41258),(9 94.53251),(10 94.60468),(11 95.43086),(12 97.08519),(13 97.77518),(14 99.53383),(15 99.02646),(16 100.91584),(17 100.50511),(18 101.33815),(19 102.28119),(20 102.60086),(21 103.885544),(22 105.09357),(23 104.73472),(24 104.33315),(25 106.53612),(26 107.69722),(27 107.411224),(28 107.74224),(29 107.54299),(30 106.51683),(31 108.12268),(32 108.45737),(33 108.61972),(34 109.22969),(35 110.09433),(36 111.90263),(37 111.059326),(38 112.53096),(39 112.63302),(40 113.03805),(41 113.24151),(42 113.98748),(43 116.36436),(44 116.373),(45 117.266815),(46 118.73429),(47 118.25025),(48 119.2567),(49 119.578674),(50 119.09448),(51 118.351944),(52 117.37512),(53 117.1231),(54 116.68576),(55 118.21544),(56 116.7902),(57 117.87396),(58 119.34197),(59 119.32052),(60 118.80852),(61 118.95078),(62 119.14546),(63 118.81953),(64 117.948044),(65 119.07859),(66 118.70813),(67 118.94646),(68 119.92426),(69 120.93505),(70 120.95976),(71 121.38756),(72 121.894005),(73 124.996376),(74 125.70538),(75 127.940155),(76 128.36418),(77 130.07497),(78 129.55185),(79 128.49777),
(1 74.39222),(2 79.79731),(3 83.577156),(4 83.018616),(5 84.50838),(6 86.1719),(7 88.24676),(8 90.90337),(9 92.09097),(10 92.80817),(11 94.631424),(12 95.760254),(13 96.15502),(14 97.80159),(15 98.090454),(16 98.82064),(17 99.97004),(18 100.64857),(19 102.09746),(20 102.897285),(21 104.2346),(22 104.155426),(23 105.53785),(24 106.393036),(25 107.86253),(26 107.99669),(27 109.59333),(28 109.76341),(29 110.245865),(30 109.401726),(31 111.37435),(32 110.80531),(33 110.91017),(34 110.05518),(35 111.17604),(36 111.46432),(37 114.70222),(38 115.2008),(39 114.52339),(40 115.28699),(41 115.87665),(42 116.092125),(43 118.966225),(44 116.495316),(45 118.18452),(46 119.09885),(47 119.2245),(48 119.47672),(49 119.921936),(50 119.137276),(51 120.04706),(52 119.10035),(53 119.171844),(54 117.69194),(55 118.96872),(56 119.308525),(57 118.76837),(58 120.794785),(59 120.73057),(60 119.91489),(61 120.08415),(62 121.61107),(63 122.27541),(64 122.191986),(65 122.17903),(66 122.58297),(67 123.390495),(68 123.75469),(69 123.78514),(70 124.52544),(71 123.71488),(72 125.233025),(73 128.04234),(74 129.57025),(75 130.08044),(76 131.10498),(77 132.36235),(78 132.03491),(79 131.84619),
(1 74.29339),(2 78.54457),(3 82.68413),(4 82.980156),(5 84.02416),(6 86.80548),(7 89.68352),(8 90.9944),(9 93.05485),(10 93.29922),(11 95.13335),(12 95.40738),(13 97.27077),(14 99.17997),(15 98.853325),(16 99.77855),(17 100.464806),(18 101.09126),(19 102.35201),(20 102.44717),(21 103.7563),(22 103.93778),(23 105.84005),(24 104.39887),(25 104.83013),(26 107.14261),(27 107.31946),(28 107.352806),(29 106.98959),(30 108.29174),(31 107.768295),(32 108.892395),(33 108.90562),(34 109.02176),(35 109.639694),(36 109.6226),(37 111.23644),(38 113.62813),(39 114.57456),(40 114.58437),(41 115.83131),(42 115.890854),(43 115.98855),(44 117.31616),(45 116.68971),(46 118.96),(47 117.36269),(48 117.51664),(49 117.6671),(50 117.60893),(51 116.1162),(52 115.045105),(53 115.67129),(54 115.33795),(55 117.813515),(56 117.63237),(57 117.027664),(58 118.473915),(59 118.753395),(60 118.19553),(61 117.24356),(62 117.86777),(63 118.05567),(64 118.814575),(65 118.98609),(66 119.0491),(67 120.36701),(68 120.416),(69 121.22328),(70 121.48746),(71 121.332565),(72 121.526474),(73 123.87637),(74 125.94797),(75 126.9791),(76 127.942184),(77 128.95592),(78 129.08417),(79 127.60557),
(1 71.57034),(2 77.21932),(3 80.96159),(4 81.76518),(5 82.85066),(6 84.20051),(7 87.34654),(8 89.11412),(9 90.790474),(10 91.59089),(11 93.207054),(12 94.009544),(13 95.87255),(14 96.17341),(15 95.87943),(16 97.5531),(17 98.12323),(18 99.62499),(19 100.45477),(20 102.029655),(21 102.81589),(22 102.810814),(23 105.223175),(24 105.0519),(25 105.369156),(26 106.51488),(27 108.351685),(28 109.36233),(29 108.74787),(30 108.707054),(31 109.248695),(32 110.344),(33 109.3862),(34 108.97966),(35 110.04781),(36 110.92991),(37 112.63764),(38 113.56003),(39 114.18471),(40 113.73631),(41 114.748985),(42 114.541336),(43 116.13248),(44 115.732666),(45 117.77326),(46 117.922),(47 118.91429),(48 118.313805),(49 118.197365),(50 117.273384),(51 117.71295),(52 115.89691),(53 115.4719),(54 115.234375),(55 116.20478),(56 116.52177),(57 115.91088),(58 118.30426),(59 119.6788),(60 116.445404),(61 116.4746),(62 116.82515),(63 117.90092),(64 116.5083),(65 118.29593),(66 117.740364),(67 118.363686),(68 118.48504),(69 119.826614),(70 120.86878),(71 120.1308),(72 121.92414),(73 125.27182),(74 124.850365),(75 127.43528),(76 127.76656),(77 129.80553),(78 129.92308),(79 129.81679),
(1 72.46644),(2 78.682175),(3 81.29155),(4 82.63992),(5 82.9377),(6 84.31675),(7 87.77077),(8 88.50085),(9 90.57969),(10 92.02391),(11 93.85628),(12 94.67897),(13 96.19765),(14 96.190544),(15 96.203064),(16 97.33253),(17 97.31267),(18 99.277145),(19 99.02713),(20 100.23585),(21 101.88354),(22 102.4872),(23 101.69334),(24 102.904686),(25 103.19941),(26 103.52516),(27 103.07734),(28 105.52081),(29 106.10575),(30 105.41791),(31 104.41528),(32 105.61333),(33 106.68254),(34 106.0488),(35 106.404434),(36 107.6144),(37 108.58625),(38 109.605156),(39 110.183014),(40 110.62318),(41 111.372795),(42 110.81207),(43 112.055405),(44 112.775),(45 112.58684),(46 113.28446),(47 113.91929),(48 114.078606),(49 114.62646),(50 114.24007),(51 115.32672),(52 113.34588),(53 114.09583),(54 113.28476),(55 114.65636),(56 113.77459),(57 114.2216),(58 116.1514),(59 116.7776),(60 115.78459),(61 117.2101),(62 115.87898),(63 116.64784),(64 116.10982),(65 117.540634),(66 117.91269),(67 117.29562),(68 119.1103),(69 119.25508),(70 120.47142),(71 121.17205),(72 123.143555),(73 125.139206),(74 123.92591),(75 126.64771),(76 128.5538),(77 130.45543),(78 129.76892),(79 128.31555),
(1 72.09295),(2 77.15394),(3 80.9903),(4 81.28044),(5 83.28563),(6 84.23843),(7 87.209274),(8 89.06074),(9 90.99868),(10 91.952644),(11 92.66968),(12 93.61914),(13 95.8395),(14 97.407104),(15 96.817314),(16 96.91054),(17 98.565674),(18 98.234535),(19 99.99854),(20 100.93033),(21 101.71816),(22 103.62736),(23 103.69642),(24 105.1809),(25 107.71132),(26 107.53326),(27 107.94843),(28 107.764275),(29 107.43642),(30 108.268265),(31 108.45866),(32 109.99109),(33 108.55853),(34 110.2143),(35 109.64851),(36 111.052055),(37 112.982574),(38 113.34732),(39 114.27137),(40 115.311646),(41 115.43447),(42 115.39638),(43 116.32982),(44 117.17799),(45 117.880226),(46 118.17823),(47 118.735016),(48 119.51811),(49 120.16809),(50 119.42989),(51 120.003204),(52 117.75338),(53 116.87221),(54 117.93896),(55 118.6175),(56 119.48045),(57 118.30339),(58 121.695015),(59 121.066635),(60 120.24828),(61 120.852615),(62 119.17413),(63 120.71163),(64 119.13745),(65 120.773026),(66 121.13107),(67 121.849815),(68 121.648705),(69 122.60178),(70 123.79194),(71 124.14606),(72 124.92674),(73 127.584656),(74 128.14969),(75 131.53932),(76 132.43394),(77 131.86649),(78 132.91643),(79 131.92834),
(1 71.559456),(2 77.82537),(3 81.98332),(4 82.677864),(5 83.32036),(6 85.06996),(7 88.49539),(8 90.25453),(9 91.9373),(10 92.191925),(11 93.71255),(12 93.67726),(13 95.8288),(14 97.97722),(15 97.42464),(16 98.947815),(17 99.145584),(18 100.53992),(19 101.24487),(20 102.86818),(21 104.1134),(22 105.1184),(23 106.28751),(24 105.33817),(25 105.87723),(26 106.675606),(27 107.343254),(28 106.63217),(29 107.455894),(30 107.24011),(31 107.561386),(32 108.01753),(33 107.62817),(34 107.202324),(35 107.489784),(36 108.55308),(37 108.98147),(38 110.78484),(39 109.76548),(40 113.08379),(41 112.40164),(42 112.91875),(43 114.36337),(44 114.81452),(45 116.03656),(46 115.886734),(47 116.454124),(48 115.712296),(49 115.24429),(50 115.652794),(51 113.924416),(52 114.30378),(53 113.25373),(54 113.82108),(55 114.20283),(56 113.86322),(57 113.804886),(58 116.76369),(59 115.599014),(60 114.83078),(61 114.55522),(62 114.43454),(63 113.40572),(64 113.58383),(65 114.26499),(66 114.793205),(67 115.463425),(68 116.770454),(69 117.67671),(70 118.603485),(71 118.1722),(72 121.37987),(73 122.71645),(74 124.97849),(75 124.230316),(76 126.4682),(77 127.52245),(78 127.55939),(79 127.417854),
(1 71.856186),(2 76.18592),(3 80.09082),(4 81.029045),(5 81.99104),(6 83.90246),(7 87.07501),(8 89.64391),(9 90.4845),(10 91.52814),(11 93.6031),(12 93.69304),(13 96.33164),(14 97.98423),(15 97.03483),(16 98.218254),(17 98.66696),(18 100.96063),(19 100.61281),(20 102.23818),(21 102.717026),(22 102.93967),(23 103.36337),(24 104.54276),(25 104.35058),(26 105.13962),(27 107.64202),(28 106.58273),(29 105.97947),(30 106.00231),(31 106.79823),(32 106.936165),(33 106.02794),(34 105.70371),(35 106.97904),(36 107.21059),(37 107.78548),(38 109.828896),(39 110.24897),(40 110.52181),(41 110.70005),(42 110.97766),(43 112.18327),(44 112.40359),(45 112.52353),(46 113.79707),(47 114.333275),(48 114.46093),(49 113.80682),(50 113.45717),(51 114.31717),(52 114.09003),(53 112.94626),(54 112.61636),(55 114.72014),(56 113.74227),(57 113.95053),(58 116.04575),(59 115.537254),(60 114.370865),(61 116.215515),(62 115.942),(63 115.72342),(64 115.442116),(65 115.16176),(66 115.38356),(67 116.78055),(68 116.77498),(69 117.07424),(70 118.81256),(71 119.35364),(72 120.00379),(73 122.242035),(74 123.19925),(75 124.05646),(76 125.81285),(77 126.72619),(78 125.33273),(79 125.28861),
(1 72.200005),(2 76.14449),(3 80.40476),(4 81.15251),(5 83.14847),(6 84.6149),(7 88.12906),(8 89.707596),(9 91.64553),(10 92.21276),(11 94.37757),(12 94.12883),(13 96.74918),(14 98.094345),(15 97.2296),(16 98.19001),(17 99.02423),(18 100.575485),(19 102.3764),(20 102.70386),(21 104.07134),(22 104.95722),(23 106.445694),(24 105.7804),(25 106.04859),(26 107.3386),(27 109.16989),(28 108.04479),(29 108.25804),(30 107.605095),(31 109.11169),(32 108.80082),(33 109.39688),(34 108.591156),(35 108.67664),(36 110.4131),(37 110.43335),(38 112.40906),(39 112.31903),(40 114.39887),(41 113.28127),(42 114.07802),(43 114.54201),(44 114.80803),(45 114.75085),(46 115.22439),(47 117.65496),(48 115.93435),(49 115.54023),(50 116.62772),(51 116.02747),(52 114.944954),(53 114.8042),(54 115.535484),(55 115.017784),(56 114.54901),(57 113.70626),(58 116.77703),(59 116.33971),(60 114.3702),(61 114.79538),(62 114.65359),(63 115.06637),(64 115.21472),(65 114.7562),(66 117.1255),(67 116.75293),(68 117.58895),(69 116.3737),(70 119.611336),(71 119.71237),(72 121.16271),(73 122.452805),(74 125.42743),(75 125.41168),(76 125.84337),(77 128.75197),(78 129.09947),(79 127.66721),
(1 71.0325),(2 75.199524),(3 80.80344),(4 80.79611),(5 81.61106),(6 82.09065),(7 85.517105),(8 87.049095),(9 89.61628),(10 89.85211),(11 91.14485),(12 92.17193),(13 93.58342),(14 94.74883),(15 95.15191),(16 96.067116),(17 96.06839),(18 97.3781),(19 98.68783),(20 101.259186),(21 101.75544),(22 101.783615),(23 101.43228),(24 101.47585),(25 101.98488),(26 102.53962),(27 104.46152),(28 104.73526),(29 105.097885),(30 104.06471),(31 105.94742),(32 106.04177),(33 106.380684),(34 107.596756),(35 106.27476),(36 107.638145),(37 107.76745),(38 109.664276),(39 108.83171),(40 111.00593),(41 111.801765),(42 112.680244),(43 111.6747),(44 113.30268),(45 113.854095),(46 114.107605),(47 114.965935),(48 115.04615),(49 114.68615),(50 114.59689),(51 115.458405),(52 114.209496),(53 114.051384),(54 114.733826),(55 114.75656),(56 116.045586),(57 115.89325),(58 117.44263),(59 118.54982),(60 117.362076),(61 118.12767),(62 116.860405),(63 117.674644),(64 117.24382),(65 117.78765),(66 119.09546),(67 118.50481),(68 120.33152),(69 119.494995),(70 120.84304),(71 122.46392),(72 123.61899),(73 125.68185),(74 127.13919),(75 126.624855),(76 128.02864),(77 129.327),(78 129.05148),(79 128.76804),
(1 70.55541),(2 74.89356),(3 79.51227),(4 80.65975),(5 81.28201),(6 81.82656),(7 85.367355),(8 87.01368),(9 88.768486),(10 89.25017),(11 91.75142),(12 91.48356),(13 94.07277),(14 94.029945),(15 94.771034),(16 95.66687),(17 97.32679),(18 97.03473),(19 98.9251),(20 101.480194),(21 101.99493),(22 102.107544),(23 102.41023),(24 103.19712),(25 104.19169),(26 105.1397),(27 104.81938),(28 105.75848),(29 104.98773),(30 106.53423),(31 106.7726),(32 108.402664),(33 107.52838),(34 107.83348),(35 107.65486),(36 107.837845),(37 108.70752),(38 111.10662),(39 110.73941),(40 111.55267),(41 111.55087),(42 113.1949),(43 113.44343),(44 113.54707),(45 114.13525),(46 115.59206),(47 115.581245),(48 115.25814),(49 114.70503),(50 114.97195),(51 116.541466),(52 114.965126),(53 115.088394),(54 115.510635),(55 115.785645),(56 115.72506),(57 115.41471),(58 116.98126),(59 119.61347),(60 117.069),(61 117.44184),(62 117.292946),(63 118.754456),(64 117.994545),(65 119.36642),(66 120.805595),(67 120.60582),(68 120.57449),(69 121.90911),(70 121.4991),(71 121.7933),(72 123.25824),(73 125.66821),(74 126.895874),(75 128.54306),(76 129.77078),(77 129.72221),(78 130.85631),(79 131.56096),
(1 69.79281),(2 73.34628),(3 77.29778),(4 78.64419),(5 79.50284),(6 79.86985),(7 84.67967),(8 86.19389),(9 86.19544),(10 88.13026),(11 88.88627),(12 90.366554),(13 92.507866),(14 93.90306),(15 94.1762),(16 93.781624),(17 93.73855),(18 94.6592),(19 97.01225),(20 97.9048),(21 97.99203),(22 99.09226),(23 99.84001),(24 99.62983),(25 100.3103),(26 100.757286),(27 103.27415),(28 102.591896),(29 102.38644),(30 101.99876),(31 102.92602),(32 103.68717),(33 103.98682),(34 104.16387),(35 104.950005),(36 104.94743),(37 107.012),(38 107.78729),(39 108.4999),(40 108.67711),(41 107.90734),(42 108.05149),(43 109.677704),(44 109.64932),(45 109.83427),(46 110.54486),(47 111.19264),(48 110.4759),(49 110.69895),(50 110.90516),(51 110.06089),(52 109.51574),(53 109.75157),(54 109.191086),(55 109.700386),(56 109.30301),(57 110.69725),(58 112.84607),(59 111.57611),(60 110.70759),(61 111.97415),(62 111.38776),(63 111.487274),(64 110.64357),(65 111.87676),(66 112.704254),(67 113.06143),(68 114.256744),(69 115.2762),(70 116.128365),(71 117.61534),(72 118.23362),(73 119.64974),(74 121.58548),(75 123.09664),(76 124.02519),(77 123.582596),(78 122.687904),(79 122.68574),
(1 70.31286),(2 74.41048),(3 79.1293),(4 79.29694),(5 80.54642),(6 81.065315),(7 84.9184),(8 86.51467),(9 86.676285),(10 88.90598),(11 89.812004),(12 89.92036),(13 92.11722),(14 93.78629),(15 93.450645),(16 94.73955),(17 94.34642),(18 96.15417),(19 97.43748),(20 98.20189),(21 98.65358),(22 99.20987),(23 99.902985),(24 99.119255),(25 101.7753),(26 102.03864),(27 103.53986),(28 103.360466),(29 103.50112),(30 102.90716),(31 103.48088),(32 103.70266),(33 104.05694),(34 104.14962),(35 104.19788),(36 104.04218),(37 106.64504),(38 106.16249),(39 107.59627),(40 107.97422),(41 107.64546),(42 109.196),(43 109.384964),(44 109.6179),(45 110.486694),(46 111.06452),(47 112.88527),(48 111.742645),(49 112.34935),(50 111.94785),(51 111.60983),(52 110.189255),(53 110.67139),(54 110.670395),(55 112.107605),(56 111.51706),(57 112.26382),(58 113.66904),(59 114.30094),(60 113.43307),(61 114.27944),(62 113.95044),(63 114.601425),(64 114.770256),(65 115.70766),(66 115.88149),(67 115.77224),(68 116.28623),(69 117.53552),(70 117.438225),(71 118.904564),(72 119.75684),(73 120.949745),(74 122.05318),(75 124.00024),(76 124.70845),(77 124.46983),(78 125.15789),(79 125.760025),
(1 68.71033),(2 72.77912),(3 76.33824),(4 77.46017),(5 77.813194),(6 78.95425),(7 83.03328),(8 83.85011),(9 85.56997),(10 86.34271),(11 88.21327),(12 88.62937),(13 90.7838),(14 91.90549),(15 91.60162),(16 92.66085),(17 92.24947),(18 93.558365),(19 95.68735),(20 95.880905),(21 96.0091),(22 96.16346),(23 95.49706),(24 97.681404),(25 98.06841),(26 98.375496),(27 98.74616),(28 99.021545),(29 99.39323),(30 99.06736),(31 100.917564),(32 100.8382),(33 100.65603),(34 100.39362),(35 100.95348),(36 101.81151),(37 103.03196),(38 103.67979),(39 104.14853),(40 104.90062),(41 104.410225),(42 103.977356),(43 106.321236),(44 107.61347),(45 106.51559),(46 106.4575),(47 106.951965),(48 108.038536),(49 108.00178),(50 107.37314),(51 105.86399),(52 106.07761),(53 105.24911),(54 105.19004),(55 106.38034),(56 105.466385),(57 106.65471),(58 107.35229),(59 108.91485),(60 107.54586),(61 106.949104),(62 106.77172),(63 107.50281),(64 106.625946),(65 107.85666),(66 108.69777),(67 109.1348),(68 108.64714),(69 110.1822),(70 111.04051),(71 110.81581),(72 112.32982),(73 115.760994),(74 116.93722),(75 118.63227),(76 118.40843),(77 119.76875),(78 119.73986),(79 119.3842),
(1 69.78428),(2 74.868706),(3 77.6678),(4 79.68032),(5 80.37723),(6 80.99481),(7 84.59853),(8 86.49568),(9 88.9684),(10 89.38661),(11 90.55692),(12 90.872),(13 93.17149),(14 94.957344),(15 94.85998),(16 95.312935),(17 95.813965),(18 96.75002),(19 98.356636),(20 99.01928),(21 98.51023),(22 98.66532),(23 99.05066),(24 99.55991),(25 100.5127),(26 102.040634),(27 102.19252),(28 102.34407),(29 103.00452),(30 102.27792),(31 103.207214),(32 104.45042),(33 103.75402),(34 103.72771),(35 104.27757),(36 105.33107),(37 106.75044),(38 106.30133),(39 107.87914),(40 108.50516),(41 108.88725),(42 108.0087),(43 110.5804),(44 110.84041),(45 111.68815),(46 111.39244),(47 112.844444),(48 111.7637),(49 111.7539),(50 112.13655),(51 111.512474),(52 110.53618),(53 109.77958),(54 111.01291),(55 112.06924),(56 111.22531),(57 111.0509),(58 112.51636),(59 112.97851),(60 112.513535),(61 112.514114),(62 112.55956),(63 113.85081),(64 114.9299),(65 113.93663),(66 113.972046),(67 114.27507),(68 115.1562),(69 115.659836),(70 116.85081),(71 118.30119),(72 117.35103),(73 120.48214),(74 121.96204),(75 123.53743),(76 124.843834),(77 125.720566),(78 125.96551),(79 126.221634),
(1 68.96039),(2 73.11472),(3 75.77132),(4 77.431656),(5 78.57559),(6 79.233406),(7 81.73771),(8 83.445206),(9 84.63146),(10 85.50418),(11 87.09929),(12 87.52075),(13 89.20792),(14 90.10923),(15 90.653076),(16 91.56539),(17 92.05626),(18 94.12409),(19 95.35824),(20 95.63867),(21 96.80128),(22 96.744995),(23 96.961624),(24 97.50867),(25 98.48747),(26 97.81427),(27 99.67015),(28 99.82563),(29 99.50266),(30 98.3875),(31 100.03245),(32 100.09378),(33 99.97834),(34 100.19271),(35 101.63554),(36 101.56003),(37 102.0066),(38 103.42114),(39 103.95267),(40 103.91629),(41 105.403534),(42 104.58515),(43 105.603485),(44 105.81587),(45 106.26366),(46 107.92989),(47 108.57088),(48 107.84232),(49 108.02169),(50 107.29035),(51 107.44366),(52 106.806526),(53 106.66994),(54 106.08644),(55 106.89768),(56 107.8389),(57 107.28381),(58 109.2696),(59 110.75245),(60 108.7432),(61 108.62865),(62 108.82338),(63 110.0448),(64 109.29966),(65 109.79171),(66 109.920395),(67 110.135216),(68 110.41214),(69 110.553055),(70 111.82497),(71 111.79346),(72 113.13918),(73 115.82735),(74 117.763855),(75 118.77506),(76 118.95242),(77 120.84596),(78 119.64309),(79 118.99719),
