1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 88917.37),(2 272410.25),(3 573039.75),(4 932303),(5 1345503),(6 1771057),(7 2261737.3),(8 2797396.3),(9 3350852.8),(10 3933190.3),(11 4436184.5),(12 4948993),(13 5496287.5),(14 6073665.5),(15 6807194.5),(16 7613162.5),(17 8389167),(18 9181328),(19 9987395),(20 10792154),(21 11512547),(22 12303016),(23 12986232),(24 13768025),(25 14624884),(26 15607603),(27 16622495),(28 17740066),(29 18885926),(30 20039846),(31 21144438),(32 22265380),(33 23508274),(34 24779926),(35 26005510),(36 27143766),(37 28201130),(38 29108800),(39 30039370),(40 30970560),(41 31989530),(42 33100162),(43 34134276),(44 35286690),(45 36356572),(46 37342756),(47 38295636),(48 39220796),(49 40013456),(50 40691756),(51 41381330),(52 41937732),(53 42421844),(54 42878240),(55 43265028),(56 43575870),(57 43894576),(58 44195132),(59 44453880),(60 44923892),(61 45397376),(62 46035412),(63 46528404),(64 47071196),(65 47498484),(66 48017540),(67 48510050),(68 49148276),(69 49866260),(70 50545984),(71 51474892),(72 52455136),(73 53817492),(74 55200196),(75 56716428),(76 58305570),(77 60071892),(78 61823516),(79 63797332),
(1 172.18716),(2 204.61084),(3 214.657),(4 226.05489),(5 233.48074),(6 240.84875),(7 245.3052),(8 252.39413),(9 250.92558),(10 252.37144),(11 250.99391),(12 257.77487),(13 257.22586),(14 259.97354),(15 259.0525),(16 263.75537),(17 261.38962),(18 263.6617),(19 269.7505),(20 268.4281),(21 269.83865),(22 267.9603),(23 269.67902),(24 267.91223),(25 266.7928),(26 264.7379),(27 266.74454),(28 262.53674),(29 268.03918),(30 264.60028),(31 269.65555),(32 268.93585),(33 273.1718),(34 269.44412),(35 272.42722),(36 271.36636),(37 273.71063),(38 269.84784),(39 273.13098),(40 270.3733),(41 272.20398),(42 266.85315),(43 264.97937),(44 267.72717),(45 265.8866),(46 269.0878),(47 271.11624),(48 270.3752),(49 266.92084),(50 267.72772),(51 263.27948),(52 262.64206),(53 262.51938),(54 265.35312),(55 260.37073),(56 268.6845),(57 263.12067),(58 271.36404),(59 266.6187),(60 269.29544),(61 265.32318),(62 269.918),(63 263.52682),(64 268.07144),(65 267.35324),(66 272.3275),(67 269.59262),(68 269.6129),(69 273.2412),(70 270.53217),(71 277.92032),(72 272.5525),(73 273.7003),(74 274.83514),(75 279.50278),(76 276.25275),(77 278.22275),(78 279.93884),(79 275.76965),
(1 164.64517),(2 194.56587),(3 206.68462),(4 218.07281),(5 223.10687),(6 229.49733),(7 233.05194),(8 240.53091),(9 238.37415),(10 244.04741),(11 242.61128),(12 246.99225),(13 244.63522),(14 249.89282),(15 245.97629),(16 251.7126),(17 250.2251),(18 249.07224),(19 255.94026),(20 256.26526),(21 258.03793),(22 255.69637),(23 260.3237),(24 256.28284),(25 258.51758),(26 257.40796),(27 258.39005),(28 255.74034),(29 259.70215),(30 257.0836),(31 260.36594),(32 259.38678),(33 263.2865),(34 262.21796),(35 266.03796),(36 261.6719),(37 264.63037),(38 264.54187),(39 268.09015),(40 265.91116),(41 265.11166),(42 261.9368),(43 261.2936),(44 265.15625),(45 262.24518),(46 263.22113),(47 262.35812),(48 263.97397),(49 263.5484),(50 264.84274),(51 261.05185),(52 261.6941),(53 257.8778),(54 259.30246),(55 254.62418),(56 259.3282),(57 257.22992),(58 262.17346),(59 258.88507),(60 261.51483),(61 256.41757),(62 262.87195),(63 259.6888),(64 265.421),(65 259.16217),(66 266.66336),(67 261.11673),(68 260.35364),(69 264.28946),(70 262.24234),(71 262.21747),(72 261.8453),(73 265.63483),(74 267.27026),(75 269.37372),(76 265.77017),(77 263.54016),(78 266.34515),(79 260.17908),
(1 165.61331),(2 194.74503),(3 208.15605),(4 220.2657),(5 227.1166),(6 234.82922),(7 237.00945),(8 241.6592),(9 241.27982),(10 243.49864),(11 245.21677),(12 248.04811),(13 245.4174),(14 246.78522),(15 243.88794),(16 248.99222),(17 246.02438),(18 246.6574),(19 250.62555),(20 254.76115),(21 256.01526),(22 252.119),(23 255.52567),(24 256.5144),(25 256.9522),(26 255.8134),(27 255.30472),(28 254.6361),(29 256.0471),(30 256.0711),(31 260.00604),(32 258.41245),(33 259.53622),(34 257.37704),(35 264.36383),(36 257.94836),(37 264.3403),(38 263.79797),(39 269.94427),(40 265.99716),(41 264.3512),(42 260.43628),(43 260.82355),(44 261.25333),(45 259.67224),(46 263.45255),(47 261.22714),(48 263.18655),(49 261.99597),(50 262.68036),(51 259.14102),(52 258.93842),(53 256.51837),(54 258.32687),(55 254.64442),(56 256.4983),(57 254.44817),(58 262.46667),(59 258.95642),(60 265.3178),(61 260.2874),(62 264.6121),(63 259.21024),(64 263.1127),(65 258.9797),(66 265.0537),(67 259.11185),(68 260.34235),(69 265.49683),(70 261.06778),(71 265.18918),(72 263.0093),(73 266.04285),(74 267.28104),(75 271.59778),(76 267.30334),(77 265.40952),(78 270.09354),(79 267.17853),
(1 166.16362),(2 195.25154),(3 207.05225),(4 219.36578),(5 223.65479),(6 232.52402),(7 233.45058),(8 238.1311),(9 236.78258),(10 240.20963),(11 240.67865),(12 244.93414),(13 242.74689),(14 245.18692),(15 242.55582),(16 248.44191),(17 247.08754),(18 248.21828),(19 250.78464),(20 249.4392),(21 251.41034),(22 251.32164),(23 254.23296),(24 251.30809),(25 253.36972),(26 249.57442),(27 249.33536),(28 249.0474),(29 253.14026),(30 252.54156),(31 257.97314),(32 258.40057),(33 260.40945),(34 258.43094),(35 260.42004),(36 256.24277),(37 260.33847),(38 259.1881),(39 261.52713),(40 257.43802),(41 259.80557),(42 257.0782),(43 255.48238),(44 259.14536),(45 257.2246),(46 257.69965),(47 256.46854),(48 259.60413),(49 257.3698),(50 260.6977),(51 253.75783),(52 254.94328),(53 250.32205),(54 251.90445),(55 250.54012),(56 256.50598),(57 251.47655),(58 256.79123),(59 252.90471),(60 256.93735),(61 253.41353),(62 256.99777),(63 252.37048),(64 255.91841),(65 249.99709),(66 257.23953),(67 254.98764),(68 255.22855),(69 258.31882),(70 254.4529),(71 257.24667),(72 254.30443),(73 260.62073),(74 258.10797),(75 264.22806),(76 261.42477),(77 256.8707),(78 260.9546),(79 258.13824),
(1 161.20663),(2 189.91801),(3 201.10468),(4 210.84602),(5 219.98018),(6 225.67155),(7 227.4816),(8 231.56569),(9 231.82747),(10 235.38309),(11 235.51633),(12 239.13242),(13 234.87268),(14 241.00954),(15 240.43082),(16 240.50107),(17 239.93486),(18 241.29134),(19 245.50783),(20 242.3185),(21 247.01906),(22 247.58524),(23 249.43456),(24 246.7591),(25 251.50629),(26 246.24918),(27 244.90964),(28 243.27438),(29 246.37239),(30 245.6356),(31 250.25444),(32 246.79842),(33 251.13963),(34 250.89206),(35 254.08923),(36 251.80785),(37 253.23111),(38 252.85762),(39 255.81691),(40 250.78688),(41 253.04904),(42 247.84521),(43 250.0897),(44 253.46358),(45 251.95164),(46 251.41664),(47 250.17664),(48 251.6175),(49 248.37349),(50 251.67558),(51 245.92914),(52 247.93835),(53 245.48715),(54 248.63303),(55 248.01057),(56 251.40434),(57 247.63826),(58 253.73943),(59 249.281),(60 251.89148),(61 250.17824),(62 252.67863),(63 248.55751),(64 253.49846),(65 251.26027),(66 255.08858),(67 251.60645),(68 252.26567),(69 255.50555),(70 254.62846),(71 258.101),(72 255.6581),(73 257.8082),(74 258.47012),(75 263.7373),(76 261.19315),(77 257.95123),(78 262.92953),(79 259.38354),
(1 161.40765),(2 188.94585),(3 200.0519),(4 214.91783),(5 217.72263),(6 225.2169),(7 227.73183),(8 231.68141),(9 229.89148),(10 234.37572),(11 234.58112),(12 237.48116),(13 234.5133),(14 242.19449),(15 241.51021),(16 244.57977),(17 240.86188),(18 241.72064),(19 249.07883),(20 247.74873),(21 249.24681),(22 246.93356),(23 248.63113),(24 246.90456),(25 249.51071),(26 244.84447),(27 246.69331),(28 243.05466),(29 246.27638),(30 244.49196),(31 248.94205),(32 249.34453),(33 252.80052),(34 252.11781),(35 255.97429),(36 251.966),(37 257.42697),(38 253.41399),(39 256.5102),(40 251.96603),(41 254.12653),(42 249.1743),(43 249.06215),(44 252.43565),(45 248.74489),(46 249.58255),(47 250.07741),(48 251.36331),(49 248.65793),(50 251.97472),(51 249.3713),(52 248.1531),(53 246.41383),(54 250.576),(55 246.80054),(56 251.0223),(57 248.55692),(58 251.61699),(59 249.25452),(60 253.58707),(61 250.15802),(62 251.5787),(63 250.99843),(64 256.46225),(65 252.54146),(66 256.6067),(67 252.11934),(68 251.04648),(69 254.96596),(70 255.35085),(71 258.11862),(72 252.41489),(73 255.80775),(74 253.41818),(75 260.75095),(76 255.59846),(77 255.61397),(78 261.18835),(79 255.65508),
(1 152.56694),(2 179.30966),(3 189.02911),(4 205.348),(5 211.92073),(6 217.41855),(7 218.45027),(8 225.31107),(9 227.59848),(10 229.23535),(11 229.76854),(12 232.8985),(13 230.48549),(14 237.45111),(15 235.88602),(16 243.07016),(17 240.17691),(18 240.26994),(19 245.1053),(20 242.31374),(21 246.15407),(22 243.82532),(23 246.11792),(24 246.5756),(25 245.31972),(26 241.19022),(27 241.79462),(28 240.16621),(29 241.73029),(30 241.40102),(31 244.78145),(32 245.63951),(33 248.00114),(34 245.84058),(35 247.91904),(36 246.91281),(37 250.13823),(38 246.38771),(39 247.20375),(40 240.96141),(41 245.16116),(42 244.00499),(43 243.33125),(44 245.3353),(45 242.35565),(46 244.9941),(47 242.41245),(48 241.24452),(49 237.83238),(50 238.35995),(51 235.67061),(52 234.96455),(53 235.11461),(54 240.04233),(55 237.81459),(56 240.48),(57 236.82408),(58 243.02507),(59 238.18008),(60 241.09007),(61 238.51645),(62 243.34935),(63 237.79106),(64 246.36832),(65 240.95786),(66 244.286),(67 240.71422),(68 241.88237),(69 244.01863),(70 238.75516),(71 241.3256),(72 240.42061),(73 243.5214),(74 244.31583),(75 248.1022),(76 247.30952),(77 246.09758),(78 250.18246),(79 243.42592),
(1 152.63463),(2 177.58395),(3 189.416),(4 203.41801),(5 206.71838),(6 211.88638),(7 216.69463),(8 221.92422),(9 220.12099),(10 221.67331),(11 221.50206),(12 226.13783),(13 224.8548),(14 230.83597),(15 229.10258),(16 235.80931),(17 232.95241),(18 232.80888),(19 238.95961),(20 236.20444),(21 239.20181),(22 236.73512),(23 235.9084),(24 237.03821),(25 237.28479),(26 233.94612),(27 233.75919),(28 230.92195),(29 234.36551),(30 233.06668),(31 238.71347),(32 235.52728),(33 240.49428),(34 237.93767),(35 239.84761),(36 238.4666),(37 242.14972),(38 239.6562),(39 244.36453),(40 238.27005),(41 242.48854),(42 240.08842),(43 239.53943),(44 239.67598),(45 239.54274),(46 242.40105),(47 239.90187),(48 242.51614),(49 238.90793),(50 241.4979),(51 238.39775),(52 239.42303),(53 235.976),(54 239.7226),(55 240.23973),(56 242.92001),(57 242.26884),(58 247.88486),(59 241.06934),(60 244.35829),(61 242.61928),(62 246.0905),(63 243.70499),(64 247.8758),(65 245.2042),(66 248.43344),(67 242.60762),(68 245.58179),(69 247.98834),(70 243.32085),(71 247.26283),(72 243.7082),(73 248.64676),(74 248.37274),(75 248.10767),(76 248.03207),(77 248.05463),(78 249.92549),(79 244.62958),
(1 150.35638),(2 175.28514),(3 187.92163),(4 200.11026),(5 206.56157),(6 214.00406),(7 216.19481),(8 221.173),(9 218.68846),(10 222.22128),(11 220.79543),(12 223.12038),(13 223.39047),(14 230.57451),(15 228.28418),(16 232.6484),(17 230.15617),(18 229.80696),(19 236.31488),(20 234.59575),(21 236.6611),(22 236.18398),(23 236.65504),(24 233.50052),(25 236.42267),(26 234.67264),(27 235.40598),(28 232.63332),(29 233.07542),(30 234.40251),(31 240.14421),(32 237.81302),(33 242.00911),(34 243.17155),(35 245.65997),(36 240.46378),(37 246.73834),(38 243.85858),(39 248.06235),(40 243.29341),(41 248.32294),(42 243.65475),(43 241.54712),(44 244.31476),(45 241.51073),(46 241.45947),(47 240.1228),(48 242.75964),(49 241.74683),(50 243.44223),(51 240.94344),(52 241.84808),(53 237.39415),(54 243.49559),(55 239.2778),(56 243.20595),(57 240.34523),(58 243.42773),(59 238.35403),(60 241.5811),(61 240.78262),(62 243.07793),(63 239.51398),(64 243.4216),(65 238.16669),(66 241.72281),(67 238.12288),(68 236.95293),(69 239.88054),(70 238.95955),(71 242.92532),(72 241.1579),(73 245.39873),(74 245.7273),(75 250.15898),(76 246.261),(77 249.74254),(78 251.78563),(79 247.17914),
(1 145.34879),(2 169.20107),(3 182.49304),(4 194.313),(5 199.07414),(6 207.36127),(7 210.55212),(8 216.68738),(9 215.74068),(10 216.25017),(11 215.38797),(12 218.57864),(13 216.95987),(14 223.40317),(15 220.16844),(16 225.00504),(17 221.75827),(18 223.86191),(19 227.87328),(20 226.79802),(21 228.92917),(22 226.45624),(23 227.07973),(24 224.8573),(25 223.94768),(26 222.76773),(27 224.43408),(28 220.85567),(29 225.2255),(30 222.85046),(31 227.82628),(32 225.21593),(33 230.0761),(34 227.889),(35 234.00304),(36 229.17531),(37 232.12746),(38 228.40553),(39 231.6753),(40 228.79468),(41 231.88403),(42 231.62271),(43 231.40848),(44 232.96283),(45 230.86804),(46 229.25865),(47 227.95541),(48 227.986),(49 226.65102),(50 228.81943),(51 225.44113),(52 226.63243),(53 222.82982),(54 225.24431),(55 223.27998),(56 228.27379),(57 226.2272),(58 230.34714),(59 225.41005),(60 228.41786),(61 225.7339),(62 226.87859),(63 224.78032),(64 229.15195),(65 226.28142),(66 230.89015),(67 227.50713),(68 228.2984),(69 231.32399),(70 229.26381),(71 233.28792),(72 230.31718),(73 234.2932),(74 231.95824),(75 239.48036),(76 236.1109),(77 234.16437),(78 237.82492),(79 234.07982),
(1 149.64595),(2 173.99895),(3 186.19691),(4 197.36938),(5 202.16138),(6 206.3702),(7 211.75755),(8 217.01663),(9 216.84837),(10 218.72443),(11 216.914),(12 221.66864),(13 219.57588),(14 226.14917),(15 222.68108),(16 227.51236),(17 225.93091),(18 225.9831),(19 229.6116),(20 228.4323),(21 232.82077),(22 231.76419),(23 232.33408),(24 232.69885),(25 235.15509),(26 232.85753),(27 232.81427),(28 231.14574),(29 232.8731),(30 231.71315),(31 236.77454),(32 236.61908),(33 239.74538),(34 240.03883),(35 241.49248),(36 238.39406),(37 240.7277),(38 241.36316),(39 244.80907),(40 239.74196),(41 241.42758),(42 238.2275),(43 238.2752),(44 239.77513),(45 239.18521),(46 240.4272),(47 239.93619),(48 241.00546),(49 238.64905),(50 242.92096),(51 237.76059),(52 238.82181),(53 233.67184),(54 237.91467),(55 234.74837),(56 239.16983),(57 237.79097),(58 239.78261),(59 236.69083),(60 240.68958),(61 236.9194),(62 238.09486),(63 235.886),(64 243.07906),(65 239.62288),(66 243.81023),(67 239.64407),(68 239.76303),(69 244.22394),(70 242.46959),(71 246.2192),(72 243.43741),(73 245.90533),(74 247.7492),(75 250.42064),(76 248.91739),(77 247.86374),(78 251.23965),(79 246.60643),
(1 145.34357),(2 167.8906),(3 179.16264),(4 192.64592),(5 195.30814),(6 201.76634),(7 204.27068),(8 211.10281),(9 212.12436),(10 215.9631),(11 213.31747),(12 216.2943),(13 213.26677),(14 218.57365),(15 216.06407),(16 222.12347),(17 220.80063),(18 220.76048),(19 225.0853),(20 222.88815),(21 223.72086),(22 221.41699),(23 222.61548),(24 220.29137),(25 222.51189),(26 219.39618),(27 219.71889),(28 218.04678),(29 219.00548),(30 216.60596),(31 224.17441),(32 224.89236),(33 230.71117),(34 229.2052),(35 232.33902),(36 231.53778),(37 234.13936),(38 232.3649),(39 236.371),(40 234.75325),(41 234.81561),(42 231.26749),(43 232.21037),(44 234.33473),(45 233.3783),(46 232.55078),(47 230.96169),(48 232.58495),(49 233.65582),(50 233.895),(51 231.48126),(52 231.26091),(53 225.64398),(54 228.45114),(55 227.11569),(56 235.25163),(57 230.18279),(58 233.98335),(59 230.60901),(60 232.95276),(61 231.55812),(62 234.76907),(63 234.12643),(64 237.41042),(65 232.27979),(66 238.37059),(67 232.6787),(68 233.45085),(69 237.39503),(70 232.32594),(71 235.86469),(72 235.41072),(73 239.96507),(74 239.64658),(75 241.54333),(76 239.63034),(77 239.56491),(78 243.75995),(79 239.76732),
(1 144.30276),(2 168.39822),(3 178.02403),(4 192.14064),(5 196.85324),(6 201.68488),(7 206.38077),(8 213.37471),(9 211.72495),(10 212.41098),(11 213.18127),(12 215.54182),(13 213.19962),(14 220.32278),(15 217.4773),(16 222.25485),(17 222.15678),(18 221.72269),(19 226.02469),(20 223.4876),(21 226.37932),(22 224.61128),(23 226.6514),(24 225.6115),(25 226.15213),(26 224.1906),(27 227.38933),(28 225.64648),(29 226.46802),(30 229.7587),(31 234.62845),(32 230.94409),(33 232.48186),(34 233.16037),(35 237.78362),(36 232.59116),(37 233.9154),(38 232.62517),(39 235.83188),(40 230.61655),(41 233.54341),(42 226.745),(43 226.47061),(44 228.33382),(45 228.32455),(46 229.69637),(47 229.62447),(48 228.98177),(49 227.924),(50 227.62595),(51 224.72513),(52 222.30171),(53 217.18289),(54 220.94746),(55 220.1645),(56 223.46318),(57 221.3079),(58 225.96635),(59 221.5275),(60 226.56137),(61 223.96716),(62 226.16035),(63 225.50346),(64 229.18704),(65 225.11996),(66 228.6823),(67 227.24695),(68 229.28293),(69 231.29594),(70 226.42331),(71 230.40413),(72 228.69492),(73 231.488),(74 230.75961),(75 232.09253),(76 231.19002),(77 231.74521),(78 235.74316),(79 231.16838),
(1 142.85553),(2 166.19809),(3 174.99661),(4 189.65494),(5 192.26534),(6 197.17145),(7 199.73083),(8 203.41896),(9 205.1692),(10 207.25429),(11 207.3346),(12 212.26059),(13 210.87079),(14 213.0488),(15 210.93935),(16 216.19296),(17 215.56065),(18 216.50388),(19 220.7825),(20 218.26704),(21 217.8328),(22 214.17258),(23 217.42418),(24 216.2297),(25 215.72221),(26 212.63757),(27 213.95084),(28 213.61409),(29 214.95088),(30 216.36258),(31 221.41583),(32 217.49629),(33 219.24416),(34 217.61147),(35 222.35591),(36 219.53996),(37 222.31708),(38 221.33655),(39 224.01974),(40 218.82285),(41 220.81168),(42 219.96046),(43 217.46051),(44 220.921),(45 221.489),(46 223.96867),(47 220.43718),(48 221.13622),(49 221.33089),(50 222.52884),(51 217.48262),(52 216.80884),(53 214.00984),(54 216.4927),(55 215.83272),(56 220.84474),(57 218.87953),(58 221.84766),(59 223.11041),(60 224.0715),(61 222.60458),(62 224.4733),(63 223.94836),(64 226.11214),(65 223.1078),(66 224.6938),(67 222.06479),(68 223.48903),(69 225.7838),(70 223.29483),(71 228.59412),(72 229.37596),(73 230.66975),(74 230.82257),(75 235.16734),(76 229.82675),(77 232.46295),(78 233.3671),(79 230.39705),
(1 137.11383),(2 158.82486),(3 169.91766),(4 183.35764),(5 185.70348),(6 192.25761),(7 195.93877),(8 199.55946),(9 202.39153),(10 202.61142),(11 200.65387),(12 202.30098),(13 201.85133),(14 204.96078),(15 204.87852),(16 207.3958),(17 205.37712),(18 206.35794),(19 211.27898),(20 209.6995),(21 211.09955),(22 208.36133),(23 209.17068),(24 208.30907),(25 208.00516),(26 204.17844),(27 206.5349),(28 203.95126),(29 204.52068),(30 206.12762),(31 208.27608),(32 209.46252),(33 211.9978),(34 213.85164),(35 215.07896),(36 215.10031),(37 217.51451),(38 215.74084),(39 218.3365),(40 211.3675),(41 212.38257),(42 208.61293),(43 210.13016),(44 213.59676),(45 210.72604),(46 213.60776),(47 213.04771),(48 216.5168),(49 216.00499),(50 216.32469),(51 211.92899),(52 213.57875),(53 210.55882),(54 210.85687),(55 211.61646),(56 217.30385),(57 212.73975),(58 215.8052),(59 214.91994),(60 218.2276),(61 216.19897),(62 216.68893),(63 215.54637),(64 218.7885),(65 214.24289),(66 218.71643),(67 215.30563),(68 215.49983),(69 219.40439),(70 217.15277),(71 221.31908),(72 219.15382),(73 221.01237),(74 220.8084),(75 221.688),(76 219.72743),(77 220.82254),(78 219.51341),(79 216.58476),
(1 137.4116),(2 159.06177),(3 169.64885),(4 182.9501),(5 185.41374),(6 191.34981),(7 192.47472),(8 198.91652),(9 199.33687),(10 198.98158),(11 199.74487),(12 201.34453),(13 202.665),(14 205.07791),(15 204.58694),(16 207.82571),(17 207.13348),(18 207.38818),(19 211.45247),(20 212.47688),(21 214.89835),(22 213.05507),(23 215.2003),(24 214.00888),(25 214.28436),(26 215.20537),(27 214.55856),(28 211.8779),(29 213.60648),(30 212.70204),(31 215.80356),(32 213.47572),(33 217.65898),(34 217.98943),(35 221.18637),(36 218.08902),(37 220.45175),(38 215.84575),(39 218.47911),(40 214.07518),(41 214.06772),(42 210.58417),(43 212.79175),(44 212.74619),(45 210.62785),(46 213.25829),(47 212.05786),(48 213.948),(49 214.37045),(50 212.19829),(51 208.26988),(52 210.5521),(53 209.0882),(54 209.4425),(55 208.11937),(56 215.33728),(57 210.40224),(58 214.09131),(59 213.0289),(60 215.90195),(61 214.09274),(62 215.02126),(63 213.14862),(64 218.41014),(65 214.3295),(66 219.32503),(67 217.16035),(68 217.5475),(69 219.78145),(70 218.17673),(71 220.63527),(72 217.81883),(73 221.56067),(74 221.45747),(75 225.03528),(76 221.84122),(77 222.84889),(78 223.6884),(79 221.14133),
(1 136.87209),(2 158.66794),(3 168.9714),(4 181.07816),(5 185.23503),(6 191.6866),(7 193.10791),(8 197.34546),(9 197.36014),(10 197.51927),(11 196.64001),(12 200.20338),(13 200.9873),(14 205.99031),(15 205.00075),(16 205.67949),(17 203.01068),(18 204.59886),(19 205.68456),(20 207.90639),(21 209.82584),(22 210.15288),(23 213.98529),(24 211.6617),(25 208.94174),(26 209.98625),(27 212.0441),(28 210.10161),(29 212.98952),(30 211.96484),(31 213.91614),(32 210.07542),(33 215.03955),(34 212.7367),(35 216.94261),(36 215.3846),(37 219.74706),(38 215.99855),(39 220.75586),(40 215.70795),(41 216.44868),(42 213.76538),(43 214.81274),(44 213.78275),(45 208.83374),(46 212.84607),(47 212.22357),(48 215.45807),(49 212.9791),(50 213.37042),(51 208.66006),(52 211.9443),(53 208.83032),(54 210.02676),(55 211.36444),(56 214.44127),(57 214.96803),(58 218.66344),(59 213.98492),(60 216.28603),(61 214.1085),(62 217.6356),(63 216.92686),(64 221.78125),(65 218.90526),(66 221.09958),(67 218.39998),(68 217.9836),(69 221.1061),(70 217.56511),(71 221.6515),(72 221.62932),(73 223.33656),(74 222.77576),(75 225.57202),(76 223.54854),(77 223.40114),(78 225.62451),(79 223.28981),
(1 135.30865),(2 157.2117),(3 168.20972),(4 179.97264),(5 183.59099),(6 187.76567),(7 189.41765),(8 195.46002),(9 196.4097),(10 198.53008),(11 197.81393),(12 198.74094),(13 200.02826),(14 204.84074),(15 202.92958),(16 206.57329),(17 205.78328),(18 205.90149),(19 208.20322),(20 208.88622),(21 212.90924),(22 211.63342),(23 211.26433),(24 210.39838),(25 210.41388),(26 210.76283),(27 210.91933),(28 208.46959),(29 209.96141),(30 211.18947),(31 214.19345),(32 213.18513),(33 217.79799),(34 214.98178),(35 218.97083),(36 218.11836),(37 218.26974),(38 216.98885),(39 219.6126),(40 214.97049),(41 216.99564),(42 213.59526),(43 214.90115),(44 213.90349),(45 213.99983),(46 215.62566),(47 213.09726),(48 214.07742),(49 213.98813),(50 213.75555),(51 208.56662),(52 209.61067),(53 207.01463),(54 209.93121),(55 206.7778),(56 210.72316),(57 208.84717),(58 211.81712),(59 209.82367),(60 212.41968),(61 211.48863),(62 214.71957),(63 212.145),(64 216.35275),(65 213.61801),(66 218.06534),(67 216.26474),(68 218.46295),(69 219.66241),(70 220.47614),(71 224.31532),(72 222.6665),(73 226.25566),(74 226.07176),(75 227.57028),(76 228.04138),(77 226.04124),(78 227.98141),(79 223.94116),
