1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1393605.9),(2 1511814.5),(3 374112.28),(4 1934726),(5 2210208),(6 1107958.5),(7 2812540.8),(8 3231832),(9 2063724),(10 3755719.3),(11 4322217.5),(12 3107745.8),(13 4768803.5),(14 5325405.5),(15 4037895.3),(16 5593736.5),(17 6322344),(18 5264838),(19 6824072),(20 7758256),(21 6994921.5),(22 8657192),(23 10044674),(24 9402572),(25 11056055),(26 12466557),(27 11812187),(28 13448600),(29 14852400),(30 14135221),(31 15787048),(32 17272550),(33 16410209),(34 18078062),(35 19549968),(36 18627886),(37 20227220),(38 22057984),(39 20803870),(40 22137742),(41 23674288),(42 22240904),(43 23325650),(44 24671824),(45 22956626),(46 23857494),(47 25377240),(48 23876688),(49 24886342),(50 26740742),(51 25330880),(52 26570606),(53 29195610),(54 27650138),(55 28974448),(56 31460040),(57 30147426),(58 31519702),(59 34131100),(60 32852342),(61 34377524),(62 37241180),(63 35894316),(64 37361044),(65 40287756),(66 39118068),(67 40523108),(68 43933740),(69 42438268),(70 43462412),(71 46508332),(72 44987236),(73 45815904),(74 48199092),(75 46207460),(76 46429732),(77 48845172),(78 46890990),(79 46919148),
(1 70.35331),(2 81.16125),(3 86.24419),(4 91.725555),(5 94.0589),(6 96.791565),(7 99.67266),(8 101.9628),(9 103.91563),(10 105.31957),(11 106.28773),(12 107.6788),(13 108.243225),(14 108.69886),(15 107.778015),(16 108.58356),(17 107.68463),(18 108.355865),(19 107.90349),(20 108.8571),(21 107.73348),(22 108.08437),(23 109.57031),(24 109.4149),(25 109.33813),(26 109.021645),(27 109.23049),(28 108.96405),(29 108.75878),(30 107.03077),(31 108.28939),(32 109.61518),(33 109.362976),(34 110.30011),(35 112.040344),(36 111.29506),(37 112.43704),(38 113.1514),(39 112.5406),(40 113.783775),(41 114.62337),(42 114.09112),(43 115.81965),(44 115.92918),(45 114.06261),(46 115.93904),(47 114.96293),(48 117.032425),(49 117.511925),(50 117.818954),(51 118.411064),(52 118.26798),(53 120.455284),(54 121.87335),(55 122.67544),(56 123.66371),(57 124.7026),(58 124.71143),(59 124.804504),(60 124.89051),(61 125.34648),(62 126.60605),(63 125.80071),(64 124.844795),(65 125.06894),(66 124.50805),(67 124.23238),(68 123.815445),(69 122.79482),(70 122.98736),(71 122.769264),(72 121.34708),(73 121.605446),(74 120.972084),(75 119.22519),(76 118.79889),(77 117.6071),(78 117.11669),(79 118.4548),
(1 69.890205),(2 80.632515),(3 85.53115),(4 89.67363),(5 93.36717),(6 95.44424),(7 98.51344),(8 101.93628),(9 102.80479),(10 103.94067),(11 105.45756),(12 105.90821),(13 108.05535),(14 107.75098),(15 106.99999),(16 107.44979),(17 107.60803),(18 108.33667),(19 108.54151),(20 107.5616),(21 107.23553),(22 107.62041),(23 108.08431),(24 108.46173),(25 109.04985),(26 108.76596),(27 108.32408),(28 108.50068),(29 107.6796),(30 107.53061),(31 106.71813),(32 108.25219),(33 107.60687),(34 109.22481),(35 109.80728),(36 112.424126),(37 111.704315),(38 113.344765),(39 112.09941),(40 114.22709),(41 115.22632),(42 116.454155),(43 116.179436),(44 116.23471),(45 114.39731),(46 114.72241),(47 114.18089),(48 115.33652),(49 117.02002),(50 117.57139),(51 117.483665),(52 117.95957),(53 120.70178),(54 120.716286),(55 121.45194),(56 123.556175),(57 124.7163),(58 125.5653),(59 125.964516),(60 126.973785),(61 126.910515),(62 127.95381),(63 126.9397),(64 125.77645),(65 126.31021),(66 126.80084),(67 126.013054),(68 126.17673),(69 125.48765),(70 124.554436),(71 125.123245),(72 122.43478),(73 122.784424),(74 122.0924),(75 120.15999),(76 119.89346),(77 119.00257),(78 117.70392),(79 117.95475),
(1 68.36183),(2 79.86265),(3 86.15037),(4 89.74468),(5 93.581696),(6 95.544174),(7 97.614044),(8 101.076225),(9 101.739746),(10 103.66552),(11 104.21916),(12 104.66938),(13 106.402374),(14 106.86791),(15 104.80971),(16 105.0752),(17 106.32817),(18 106.296844),(19 106.45916),(20 106.642876),(21 106.513176),(22 106.51624),(23 107.1656),(24 108.493546),(25 108.93227),(26 107.553604),(27 106.34499),(28 105.899826),(29 105.138794),(30 104.87322),(31 104.280174),(32 105.95135),(33 106.77692),(34 107.36693),(35 107.0586),(36 109.53836),(37 109.65538),(38 111.116356),(39 109.762985),(40 112.261894),(41 112.718155),(42 113.45404),(43 113.98308),(44 113.98906),(45 112.73997),(46 113.157974),(47 113.27521),(48 113.26199),(49 114.61366),(50 115.05618),(51 114.92877),(52 115.94837),(53 118.36836),(54 118.75521),(55 119.25102),(56 120.19321),(57 121.11243),(58 122.394646),(59 123.224335),(60 123.76046),(61 125.18445),(62 125.50739),(63 124.210724),(64 124.90973),(65 124.19356),(66 123.61059),(67 123.52767),(68 122.35116),(69 121.84052),(70 121.64208),(71 122.068474),(72 120.265045),(73 119.56243),(74 118.02679),(75 115.96639),(76 116.465485),(77 116.44668),(78 115.425156),(79 115.07533),
(1 67.1633),(2 78.03652),(3 84.00042),(4 88.79561),(5 91.972466),(6 93.586),(7 96.15245),(8 98.6161),(9 100.07718),(10 100.71258),(11 103.06281),(12 103.013725),(13 104.258095),(14 104.34242),(15 103.67891),(16 105.041565),(17 105.18584),(18 104.90173),(19 103.838615),(20 105.2685),(21 105.103806),(22 104.183556),(23 104.332794),(24 105.54334),(25 105.738174),(26 105.36204),(27 104.81805),(28 104.68464),(29 103.94043),(30 103.90373),(31 103.98063),(32 104.90653),(33 105.01),(34 105.865944),(35 107.74607),(36 107.15374),(37 107.444405),(38 109.450455),(39 108.022095),(40 109.97446),(41 110.87063),(42 111.04912),(43 111.778564),(44 112.26195),(45 112.196045),(46 111.2297),(47 111.36618),(48 111.398834),(49 113.1871),(50 113.65163),(51 113.4598),(52 115.77431),(53 117.75307),(54 118.904236),(55 119.25471),(56 120.144196),(57 120.80255),(58 121.911766),(59 122.307205),(60 122.43889),(61 122.39728),(62 123.00205),(63 121.20366),(64 121.56842),(65 120.895454),(66 121.02681),(67 120.84679),(68 121.37412),(69 120.59036),(70 119.44815),(71 118.90168),(72 118.36278),(73 117.961754),(74 115.82102),(75 114.45336),(76 114.08283),(77 113.32019),(78 112.83328),(79 113.18462),
(1 67.301216),(2 77.975075),(3 83.62371),(4 89.654396),(5 91.2775),(6 94.40748),(7 96.906654),(8 98.84987),(9 100.05007),(10 99.990425),(11 101.62061),(12 101.76591),(13 102.909294),(14 102.93818),(15 101.50365),(16 102.84345),(17 102.271),(18 102.80242),(19 101.932304),(20 102.367805),(21 102.60717),(22 102.97335),(23 105.1629),(24 104.308464),(25 105.30473),(26 104.983315),(27 103.94714),(28 103.94534),(29 104.78471),(30 104.03796),(31 104.72975),(32 104.69326),(33 105.06222),(34 105.271324),(35 106.96358),(36 107.66372),(37 109.0054),(38 109.5301),(39 107.790985),(40 109.16109),(41 110.52048),(42 110.13532),(43 111.126564),(44 111.40556),(45 110.47014),(46 109.701004),(47 110.711174),(48 110.52807),(49 111.410164),(50 111.70787),(51 112.47807),(52 113.50835),(53 116.167885),(54 116.982),(55 117.19887),(56 117.97395),(57 118.14844),(58 119.251396),(59 119.348076),(60 120.73836),(61 122.39592),(62 121.32054),(63 120.09738),(64 121.05795),(65 120.83425),(66 120.6743),(67 120.210304),(68 120.4639),(69 119.60656),(70 119.32295),(71 119.29563),(72 118.513824),(73 117.77227),(74 116.62227),(75 114.62832),(76 114.23455),(77 114.63761),(78 113.7625),(79 114.14616),
(1 66.39368),(2 76.85647),(3 81.57546),(4 86.94209),(5 90.23357),(6 92.08201),(7 94.97869),(8 97.82459),(9 99.16063),(10 99.63525),(11 99.49036),(12 100.750084),(13 102.75319),(14 102.4656),(15 100.30167),(16 101.379524),(17 100.972244),(18 101.713486),(19 101.38353),(20 101.50672),(21 101.9022),(22 102.56603),(23 103.39472),(24 103.39087),(25 102.8618),(26 102.06274),(27 102.2853),(28 101.31392),(29 100.36979),(30 99.294136),(31 100.94882),(32 100.99221),(33 100.99063),(34 101.678825),(35 103.372955),(36 103.8194),(37 104.1863),(38 105.854355),(39 104.665306),(40 105.38306),(41 106.10155),(42 107.11696),(43 108.69248),(44 109.27403),(45 107.78443),(46 107.33555),(47 106.85141),(48 107.71508),(49 109.65505),(50 110.38062),(51 110.716354),(52 112.11102),(53 113.30322),(54 114.01001),(55 114.292435),(56 115.85964),(57 115.69247),(58 116.71313),(59 117.80573),(60 117.54806),(61 119.122696),(62 119.17864),(63 118.01429),(64 118.41185),(65 117.52576),(66 116.71487),(67 116.75512),(68 116.36325),(69 116.219055),(70 115.77331),(71 115.14402),(72 114.34662),(73 114.0122),(74 113.64809),(75 112.06872),(76 111.380936),(77 111.06735),(78 110.56524),(79 110.04654),
(1 66.17786),(2 76.77489),(3 81.75471),(4 87.2965),(5 91.28502),(6 92.31043),(7 94.74454),(8 97.9576),(9 98.89149),(10 99.39042),(11 100.588295),(12 101.561264),(13 102.511055),(14 102.73345),(15 101.978),(16 102.358536),(17 101.99762),(18 102.62918),(19 103.65894),(20 103.30279),(21 103.38529),(22 102.80192),(23 103.630135),(24 104.14455),(25 103.48647),(26 101.82101),(27 101.379974),(28 101.79412),(29 102.39865),(30 100.729034),(31 103.2361),(32 102.8103),(33 102.74704),(34 102.14044),(35 103.13985),(36 104.01842),(37 105.26991),(38 107.14366),(39 104.9911),(40 105.508446),(41 106.189156),(42 106.03366),(43 108.038414),(44 106.54494),(45 107.0844),(46 106.15378),(47 106.51695),(48 107.25095),(49 109.46333),(50 109.11675),(51 108.51451),(52 110.36566),(53 112.34823),(54 112.32189),(55 114.10522),(56 114.98148),(57 115.58873),(58 116.81689),(59 117.83116),(60 117.67463),(61 118.49977),(62 117.816864),(63 117.73134),(64 116.88011),(65 116.51727),(66 115.98376),(67 117.29923),(68 117.13367),(69 115.92209),(70 115.57593),(71 114.76299),(72 113.66777),(73 113.403404),(74 112.75713),(75 111.650536),(76 111.71923),(77 110.5825),(78 110.85259),(79 110.20812),
(1 65.830315),(2 75.43824),(3 80.3482),(4 85.57389),(5 88.16532),(6 89.659424),(7 93.313805),(8 95.601555),(9 95.886185),(10 97.83234),(11 98.1422),(12 98.9038),(13 100.67953),(14 100.69399),(15 99.64841),(16 100.409035),(17 99.42097),(18 100.12804),(19 99.86515),(20 99.46181),(21 99.317085),(22 99.56696),(23 99.61289),(24 98.49229),(25 98.55927),(26 99.62857),(27 98.3759),(28 99.27727),(29 98.86651),(30 98.148186),(31 98.88365),(32 98.19073),(33 99.260475),(34 100.02551),(35 101.25742),(36 102.23455),(37 102.39008),(38 104.61272),(39 104.112816),(40 105.1514),(41 106.042595),(42 107.25333),(43 108.73677),(44 108.250336),(45 107.373604),(46 107.40845),(47 107.32009),(48 108.42645),(49 109.484505),(50 108.601585),(51 109.33321),(52 110.89352),(53 113.50859),(54 112.74831),(55 114.33541),(56 114.48582),(57 114.60071),(58 115.377846),(59 116.896126),(60 115.07039),(61 117.86901),(62 116.98642),(63 116.72181),(64 116.790306),(65 115.75341),(66 115.16627),(67 115.06117),(68 114.889206),(69 113.62165),(70 112.49472),(71 111.35568),(72 110.58399),(73 110.49572),(74 109.488556),(75 107.94357),(76 107.31113),(77 107.33948),(78 107.618546),(79 106.7417),
(1 65.05838),(2 74.89869),(3 79.77595),(4 85.89161),(5 87.90412),(6 90.24046),(7 93.200516),(8 95.671196),(9 96.959564),(10 97.62039),(11 98.17934),(12 99.22555),(13 101.70683),(14 101.217064),(15 98.88996),(16 100.519905),(17 100.770905),(18 100.64942),(19 101.41535),(20 101.106064),(21 99.99257),(22 100.71302),(23 103.14393),(24 101.629875),(25 102.04624),(26 103.15869),(27 101.11053),(28 100.767624),(29 101.454155),(30 100.91659),(31 101.12157),(32 100.84908),(33 101.25375),(34 102.77221),(35 103.163765),(36 103.1328),(37 103.72222),(38 105.52727),(39 104.41676),(40 105.69634),(41 106.28734),(42 106.459816),(43 106.56168),(44 106.57247),(45 105.483955),(46 105.97518),(47 105.326706),(48 105.80729),(49 107.28674),(50 108.07744),(51 107.955986),(52 108.6227),(53 111.21714),(54 111.81952),(55 112.597984),(56 113.96329),(57 114.4698),(58 116.14792),(59 116.5098),(60 116.15108),(61 118.42023),(62 118.15867),(63 116.84728),(64 116.55124),(65 116.80028),(66 116.080124),(67 115.65056),(68 115.36717),(69 114.34454),(70 113.597626),(71 112.964775),(72 111.85034),(73 111.90799),(74 110.778076),(75 107.42492),(76 107.94262),(77 107.4389),(78 107.61313),(79 107.956436),
(1 64.404076),(2 74.947945),(3 79.304985),(4 84.42822),(5 86.6521),(6 89.240974),(7 90.9632),(8 92.730965),(9 94.341225),(10 96.84811),(11 98.414406),(12 98.18413),(13 99.50514),(14 98.86391),(15 97.60015),(16 99.288895),(17 99.3734),(18 99.04918),(19 97.83714),(20 97.9249),(21 98.85407),(22 97.76161),(23 99.90471),(24 99.61452),(25 100.36378),(26 99.891655),(27 98.729836),(28 98.762886),(29 97.997665),(30 97.36804),(31 97.82466),(32 98.48642),(33 98.77189),(34 99.3105),(35 99.84027),(36 100.450516),(37 102.44925),(38 102.86904),(39 102.5568),(40 103.54256),(41 102.30141),(42 103.80029),(43 104.67694),(44 105.01331),(45 105.09598),(46 104.28784),(47 103.64972),(48 104.049835),(49 106.41786),(50 106.76205),(51 107.17216),(52 107.690125),(53 110.16771),(54 110.33206),(55 110.27847),(56 111.55752),(57 112.52572),(58 113.58353),(59 114.514565),(60 114.18468),(61 115.81388),(62 115.91304),(63 114.673004),(64 114.46018),(65 114.84775),(66 115.259346),(67 115.10119),(68 114.89891),(69 114.0504),(70 113.07577),(71 113.01041),(72 112.36393),(73 111.76753),(74 111.00105),(75 109.652534),(76 108.9634),(77 107.73485),(78 107.60911),(79 107.34048),
(1 62.920254),(2 71.64082),(3 77.19814),(4 81.66541),(5 84.39075),(6 87.20735),(7 89.521706),(8 91.487045),(9 91.9955),(10 93.59533),(11 93.62649),(12 94.6036),(13 96.124985),(14 95.42485),(15 93.652145),(16 94.4937),(17 95.376236),(18 96.27115),(19 96.144394),(20 96.94877),(21 96.16819),(22 95.819855),(23 98.55516),(24 98.07491),(25 98.57398),(26 97.582634),(27 97.13151),(28 96.641136),(29 96.73575),(30 94.85406),(31 96.62659),(32 97.41005),(33 98.07166),(34 98.092316),(35 98.259544),(36 98.78773),(37 99.45192),(38 100.88374),(39 100.080376),(40 102.21294),(41 101.3265),(42 102.47957),(43 102.711754),(44 102.44997),(45 101.95644),(46 102.28392),(47 102.54006),(48 102.233925),(49 104.08763),(50 104.72816),(51 104.15258),(52 105.4316),(53 107.535225),(54 107.61944),(55 108.817215),(56 109.05385),(57 111.020096),(58 112.12504),(59 112.77818),(60 113.093),(61 113.985954),(62 114.33121),(63 112.7933),(64 113.42464),(65 113.15254),(66 112.80862),(67 113.29294),(68 112.343636),(69 111.56398),(70 111.0561),(71 111.306694),(72 109.4969),(73 109.01197),(74 108.39286),(75 107.301476),(76 107.08313),(77 105.5772),(78 104.430695),(79 104.55758),
(1 63.862247),(2 73.8959),(3 77.88733),(4 82.508194),(5 85.74101),(6 88.523415),(7 90.481865),(8 93.13331),(9 92.747696),(10 94.636475),(11 94.89975),(12 95.55881),(13 96.77691),(14 96.74393),(15 96.39659),(16 96.82823),(17 96.49084),(18 98.627),(19 98.38667),(20 98.26207),(21 97.75906),(22 97.686165),(23 99.24773),(24 98.36778),(25 98.75262),(26 98.95761),(27 97.91407),(28 98.20991),(29 96.76596),(30 96.32601),(31 97.57661),(32 97.88787),(33 97.31395),(34 97.8825),(35 98.55744),(36 100.459404),(37 100.13043),(38 101.318794),(39 100.39829),(40 102.05696),(41 101.975334),(42 103.41615),(43 103.607445),(44 102.60442),(45 102.2772),(46 102.62535),(47 102.03607),(48 102.92292),(49 103.587494),(50 104.19177),(51 104.87203),(52 106.17303),(53 108.14356),(54 109.112175),(55 109.22824),(56 109.67645),(57 110.66013),(58 111.764435),(59 111.51291),(60 112.38242),(61 113.10411),(62 113.6189),(63 112.43802),(64 112.86592),(65 112.404396),(66 111.957634),(67 111.64779),(68 111.32149),(69 111.42205),(70 111.06546),(71 111.62429),(72 110.32085),(73 108.76831),(74 108.72749),(75 106.72092),(76 105.90536),(77 105.62354),(78 104.74635),(79 104.58309),
(1 61.218826),(2 70.82103),(3 76.14699),(4 80.433784),(5 83.188614),(6 86.08515),(7 87.76414),(8 89.82459),(9 90.96243),(10 92.691986),(11 92.875114),(12 93.569496),(13 94.94658),(14 94.84258),(15 94.38483),(16 95.074356),(17 94.20638),(18 95.32494),(19 95.225624),(20 95.7819),(21 95.69417),(22 95.10311),(23 96.07616),(24 95.29818),(25 96.584114),(26 96.83414),(27 95.35995),(28 95.97316),(29 94.735855),(30 94.22649),(31 94.15454),(32 95.29629),(33 95.19495),(34 95.47136),(35 96.57921),(36 97.479324),(37 97.33305),(38 99.84331),(39 98.589424),(40 100.66586),(41 100.95867),(42 101.38251),(43 101.40181),(44 101.72397),(45 100.98507),(46 101.42063),(47 101.10289),(48 102.11421),(49 102.62218),(50 103.10401),(51 103.36747),(52 104.28561),(53 106.323456),(54 106.38767),(55 106.98824),(56 108.23981),(57 108.79419),(58 109.23706),(59 109.579956),(60 110.37356),(61 111.49461),(62 111.44446),(63 111.36732),(64 111.57682),(65 110.51601),(66 111.26328),(67 110.92663),(68 111.01157),(69 110.574356),(70 109.71945),(71 109.86851),(72 109.05983),(73 107.76922),(74 107.13398),(75 106.3575),(76 105.80171),(77 105.129486),(78 103.989944),(79 103.77071),
(1 61.797054),(2 71.85653),(3 76.680084),(4 81.60971),(5 84.169426),(6 86.36132),(7 87.74765),(8 90.66941),(9 91.509476),(10 93.05326),(11 92.72759),(12 93.704704),(13 94.068405),(14 95.332275),(15 94.381676),(16 95.01775),(17 94.515274),(18 95.27853),(19 94.95223),(20 95.43378),(21 95.010284),(22 94.51603),(23 95.71171),(24 94.604126),(25 94.68195),(26 95.347725),(27 94.285774),(28 94.38649),(29 93.70316),(30 92.76621),(31 92.72807),(32 93.31738),(33 93.58145),(34 94.924866),(35 96.15592),(36 96.736305),(37 98.0844),(38 98.82012),(39 97.06497),(40 99.49219),(41 98.3682),(42 100.37011),(43 99.851),(44 100.286964),(45 99.06),(46 100.618095),(47 99.85481),(48 100.28829),(49 101.559906),(50 102.03692),(51 101.72288),(52 102.36292),(53 105.09748),(54 103.8087),(55 104.49495),(56 105.63346),(57 106.2351),(58 107.22544),(59 107.82627),(60 109.20376),(61 110.43969),(62 109.954285),(63 109.31942),(64 109.899),(65 110.22195),(66 110.80977),(67 110.03557),(68 109.69138),(69 108.679596),(70 108.01262),(71 107.785805),(72 107.09087),(73 105.99864),(74 105.10676),(75 103.476746),(76 103.08827),(77 102.9379),(78 102.41184),(79 103.38768),
(1 60.580704),(2 70.074005),(3 74.82667),(4 78.94838),(5 81.617676),(6 84.31805),(7 86.16476),(8 88.29966),(9 88.38536),(10 89.60066),(11 90.24045),(12 91.05569),(13 91.915924),(14 92.089966),(15 92.0441),(16 92.55743),(17 92.69004),(18 92.02674),(19 92.69396),(20 93.27715),(21 93.06541),(22 92.31963),(23 93.4059),(24 94.14951),(25 94.58608),(26 94.24839),(27 93.39818),(28 93.28192),(29 93.22421),(30 92.40152),(31 92.458176),(32 92.962524),(33 93.12105),(34 94.81081),(35 94.65775),(36 95.651505),(37 96.993),(38 97.90524),(39 96.7257),(40 97.36128),(41 97.27283),(42 98.6755),(43 99.41479),(44 98.07473),(45 98.49272),(46 98.50168),(47 97.74581),(48 99.08798),(49 100.07494),(50 101.30313),(51 100.975174),(52 101.04206),(53 102.732895),(54 103.6794),(55 104.723015),(56 105.197586),(57 106.05927),(58 107.06354),(59 107.736244),(60 109.17939),(61 108.77968),(62 109.70557),(63 109.24797),(64 109.47643),(65 109.13531),(66 109.63267),(67 109.174576),(68 109.39144),(69 107.75868),(70 106.61604),(71 106.84401),(72 106.13104),(73 104.41646),(74 104.619995),(75 102.50393),(76 102.18037),(77 101.36796),(78 101.73375),(79 101.0429),
(1 60.263218),(2 70.616714),(3 75.169304),(4 79.33585),(5 81.92791),(6 84.387764),(7 86.82285),(8 88.322975),(9 89.420746),(10 91.316284),(11 92.52975),(12 93.85485),(13 94.742516),(14 94.94247),(15 93.546906),(16 94.15208),(17 94.831436),(18 96.04138),(19 96.06946),(20 95.602425),(21 95.10379),(22 94.48621),(23 95.77528),(24 95.69373),(25 94.72896),(26 94.03339),(27 92.9145),(28 92.837234),(29 92.95123),(30 92.52136),(31 93.044716),(32 93.516815),(33 93.36399),(34 92.739),(35 94.1172),(36 94.47465),(37 96.06661),(38 97.6522),(39 96.99177),(40 98.0985),(41 97.828545),(42 98.63449),(43 98.90404),(44 98.308136),(45 97.570915),(46 97.869095),(47 97.21288),(48 97.79351),(49 98.10486),(50 99.22475),(51 99.47221),(52 100.95405),(53 101.804695),(54 102.77297),(55 104.16713),(56 104.57704),(57 105.61333),(58 106.18743),(59 106.62715),(60 107.87675),(61 108.09473),(62 108.82805),(63 108.73687),(64 108.311134),(65 108.37907),(66 108.62161),(67 108.006256),(68 107.797714),(69 107.52383),(70 107.07162),(71 107.2827),(72 105.93251),(73 104.520706),(74 104.158),(75 102.49315),(76 103.043236),(77 102.87553),(78 102.58018),(79 101.642044),
(1 60.183002),(2 69.90846),(3 74.63999),(4 78.6722),(5 81.12095),(6 84.30007),(7 86.60025),(8 88.86159),(9 90.291306),(10 91.80525),(11 92.22966),(12 92.259125),(13 92.306274),(14 93.38329),(15 92.90817),(16 92.52283),(17 92.03005),(18 93.53505),(19 93.904816),(20 93.48846),(21 93.307365),(22 93.040695),(23 93.45987),(24 93.57554),(25 93.56356),(26 94.244896),(27 93.53092),(28 92.68181),(29 93.15064),(30 91.51933),(31 91.8976),(32 93.44542),(33 93.583984),(34 93.46158),(35 94.80296),(36 94.90317),(37 95.79707),(38 96.677765),(39 96.79),(40 97.86725),(41 97.24524),(42 97.882225),(43 99.42677),(44 98.60103),(45 98.095184),(46 98.947136),(47 98.99856),(48 99.145584),(49 101.18956),(50 100.970024),(51 101.42754),(52 102.56962),(53 103.71597),(54 103.952286),(55 104.396805),(56 105.508965),(57 107.39604),(58 108.069336),(59 107.767944),(60 108.2484),(61 108.93653),(62 109.71527),(63 108.65694),(64 107.84801),(65 107.67946),(66 107.28552),(67 107.908585),(68 107.166046),(69 106.277214),(70 105.69483),(71 105.28541),(72 104.21706),(73 103.07045),(74 102.31834),(75 101.30392),(76 101.08409),(77 100.52106),(78 99.07427),(79 98.67506),
(1 60.49301),(2 70.08576),(3 74.44517),(4 77.691376),(5 80.79597),(6 82.34847),(7 85.5559),(8 87.6134),(9 88.83033),(10 90.097084),(11 90.81502),(12 92.156166),(13 92.47586),(14 92.43778),(15 91.5159),(16 93.08471),(17 92.57941),(18 93.39581),(19 92.31935),(20 93.24724),(21 92.70945),(22 92.887794),(23 92.62878),(24 91.8065),(25 91.86919),(26 92.29438),(27 91.24581),(28 90.25629),(29 89.393776),(30 89.43533),(31 90.09314),(32 90.80846),(33 90.408394),(34 91.01338),(35 91.58327),(36 91.37575),(37 92.953575),(38 93.93983),(39 93.20101),(40 94.8159),(41 95.21666),(42 95.85091),(43 96.82439),(44 96.675606),(45 95.91901),(46 96.65128),(47 96.33167),(48 96.524315),(49 97.63811),(50 98.220245),(51 98.11982),(52 100.387),(53 101.39011),(54 101.046524),(55 102.027214),(56 102.67629),(57 103.47817),(58 104.57267),(59 105.16187),(60 106.329506),(61 107.0665),(62 107.684006),(63 106.77939),(64 106.437965),(65 106.321846),(66 106.669685),(67 106.52749),(68 106.41266),(69 105.43964),(70 105.13249),(71 105.06285),(72 103.12913),(73 101.87997),(74 101.63997),(75 100.58702),(76 99.40904),(77 99.4902),(78 99.216125),(79 98.46428),
