1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,
(1 0.00018815786),(2 0.9047835),(3 3.6261048),(4 5.1966877),(5 5.1962748),(6 7.3476615),(7 9.697173),(8 9.992185),(9 9.999041),(10 10.194797),(11 11.132426),(12 12.201166),(13 12.1958),(14 13.067235),(15 15.132065),(16 16.9352),(17 16.944065),(18 19.133322),(19 20.352402),(20 20.623259),(21 20.619576),(22 20.944057),(23 22.72939),(24 23.615223),(25 23.619797),(26 24.036463),(27 25.499947),(28 25.697414),(29 25.738926),(30 25.725206),(31 26.902882),(32 27.706575),(33 27.699396),(34 26.452293),(35 25.420933),(36 25.954456),(37 25.952436),(38 26.39526),(39 27.300169),(40 27.2628),(41 27.26271),(42 27.1521),(43 28.34148),(44 28.341328),
(1 0.00010690866),(2 0.011706884),(3 0.032152534),(4 0.036232904),(5 0.036276147),(6 0.038559522),(7 0.048275176),(8 0.051754843),(9 0.051545013),(10 0.0532722),(11 0.056229472),(12 0.06455515),(13 0.06408878),(14 0.061608713),(15 0.06277681),(16 0.06479124),(17 0.06381595),(18 0.062884174),(19 0.060185004),(20 0.06824948),(21 0.067891985),(22 0.061063122),(23 0.066446915),(24 0.06622636),(25 0.06626707),(26 0.06409376),(27 0.07287671),(28 0.07450478),(29 0.07397201),(30 0.071294785),(31 0.072234675),(32 0.07943772),(33 0.078815244),(34 0.074238546),(35 0.07127323),(36 0.07935986),(37 0.07890485),(38 0.07417135),(39 0.076025754),(40 0.07319988),(41 0.07321981),(42 0.06907473),(43 0.07780894),(44 0.077713646),
(1 0.00009630626),(2 0.010563767),(3 0.029199094),(4 0.032114875),(5 0.03215203),(6 0.034265574),(7 0.044173516),(8 0.04688028),(9 0.046692513),(10 0.048366915),(11 0.051458634),(12 0.058623802),(13 0.05838716),(14 0.056139126),(15 0.056883343),(16 0.05994226),(17 0.059099324),(18 0.05800346),(19 0.055750966),(20 0.06279463),(21 0.0624166),(22 0.05642592),(23 0.061254524),(24 0.060698997),(25 0.060715284),(26 0.05880006),(27 0.06661199),(28 0.06744613),(29 0.06693251),(30 0.065154605),(31 0.066879),(32 0.07319124),(33 0.072615944),(34 0.06831471),(35 0.06581992),(36 0.07322893),(37 0.07285089),(38 0.06882487),(39 0.070207015),(40 0.06716974),(41 0.06718094),(42 0.063898034),(43 0.07134604),(44 0.07131259),
(1 0.000105805564),(2 0.01070569),(3 0.029482631),(4 0.033069033),(5 0.033104192),(6 0.0351247),(7 0.044124328),(8 0.0469197),(9 0.046741646),(10 0.048427016),(11 0.051288415),(12 0.05856763),(13 0.058201153),(14 0.055511728),(15 0.056831714),(16 0.059190717),(17 0.058292363),(18 0.057346392),(19 0.05488525),(20 0.061769646),(21 0.061422206),(22 0.055616766),(23 0.060576137),(24 0.059886016),(25 0.059940614),(26 0.058636006),(27 0.06669419),(28 0.06726887),(29 0.06676299),(30 0.064447045),(31 0.066185996),(32 0.073286034),(33 0.07272878),(34 0.06816339),(35 0.06545027),(36 0.072911456),(37 0.072507106),(38 0.06789678),(39 0.06970432),(40 0.06649488),(41 0.06649903),(42 0.06349765),(43 0.07089428),(44 0.070825025),
(1 0.0000990016),(2 0.010021518),(3 0.02739519),(4 0.030741433),(5 0.030788548),(6 0.03277508),(7 0.04205186),(8 0.04471876),(9 0.044513606),(10 0.046420123),(11 0.04940136),(12 0.056075253),(13 0.055793628),(14 0.05383954),(15 0.05428918),(16 0.056963075),(17 0.056132127),(18 0.054847356),(19 0.05273108),(20 0.059344888),(21 0.0589766),(22 0.053532418),(23 0.057840195),(24 0.05758684),(25 0.057585087),(26 0.055951416),(27 0.06354231),(28 0.06408272),(29 0.06354287),(30 0.062161066),(31 0.063718244),(32 0.069815375),(33 0.069306165),(34 0.064913794),(35 0.062428538),(36 0.069481775),(37 0.069104716),(38 0.06546573),(39 0.067057855),(40 0.06374411),(41 0.063725956),(42 0.060467917),(43 0.067088366),(44 0.06701786),
(1 0.00010565268),(2 0.010052103),(3 0.02698048),(4 0.030409424),(5 0.030403389),(6 0.032109622),(7 0.041667238),(8 0.044390336),(9 0.044257596),(10 0.04559327),(11 0.04836817),(12 0.05523378),(13 0.05493728),(14 0.05229706),(15 0.053628493),(16 0.056014653),(17 0.055285178),(18 0.054645613),(19 0.052146226),(20 0.058294732),(21 0.057962168),(22 0.05329764),(23 0.057832643),(24 0.056609996),(25 0.056658443),(26 0.055534396),(27 0.06325245),(28 0.06360713),(29 0.06318911),(30 0.061400376),(31 0.06308966),(32 0.06959504),(33 0.069044635),(34 0.064612746),(35 0.062133867),(36 0.06944855),(37 0.06905847),(38 0.064985655),(39 0.06672444),(40 0.06353703),(41 0.06355053),(42 0.060381416),(43 0.067338236),(44 0.06726064),
(1 0.00009913708),(2 0.009198418),(3 0.024912415),(4 0.028169004),(5 0.028189452),(6 0.02985821),(7 0.038452327),(8 0.040887438),(9 0.04071422),(10 0.042047743),(11 0.04495576),(12 0.05102645),(13 0.050748125),(14 0.04882083),(15 0.04953992),(16 0.05172916),(17 0.05106701),(18 0.050252493),(19 0.04810326),(20 0.053780198),(21 0.053546153),(22 0.049162827),(23 0.053218924),(24 0.052098643),(25 0.052101888),(26 0.05087936),(27 0.058139674),(28 0.058485284),(29 0.05813491),(30 0.056772213),(31 0.057850167),(32 0.06379879),(33 0.06338397),(34 0.059285175),(35 0.05713089),(36 0.063442744),(37 0.063122615),(38 0.059578367),(39 0.06103045),(40 0.057915278),(41 0.057941496),(42 0.055054028),(43 0.061176013),(44 0.0610974),
(1 0.00007208071),(2 0.006250714),(3 0.01612278),(4 0.018170908),(5 0.01817785),(6 0.018859131),(7 0.024450192),(8 0.025961796),(9 0.025833597),(10 0.026644912),(11 0.02814983),(12 0.032292444),(13 0.03209722),(14 0.030348966),(15 0.031249112),(16 0.033084225),(17 0.03261302),(18 0.032090083),(19 0.030343564),(20 0.03402299),(21 0.0338308),(22 0.030828841),(23 0.033735435),(24 0.032722443),(25 0.03273414),(26 0.03174722),(27 0.036727577),(28 0.036632027),(29 0.036375694),(30 0.03511297),(31 0.036074426),(32 0.04031446),(33 0.039980397),(34 0.036842965),(35 0.035588082),(36 0.039881364),(37 0.03960659),(38 0.037112046),(39 0.038541876),(40 0.03659956),(41 0.03663845),(42 0.0343531),(43 0.03870835),(44 0.03865192),
(1 0.00006960222),(2 0.0057517765),(3 0.014629742),(4 0.016092842),(5 0.01611209),(6 0.016825102),(7 0.021827703),(8 0.022974106),(9 0.022876427),(10 0.023315247),(11 0.0244818),(12 0.028109001),(13 0.027934222),(14 0.026701484),(15 0.027269255),(16 0.028591922),(17 0.028165005),(18 0.027670998),(19 0.02642521),(20 0.030045647),(21 0.029925752),(22 0.02705258),(23 0.02957384),(24 0.028794818),(25 0.028820727),(26 0.027868375),(27 0.03235911),(28 0.032250572),(29 0.03212428),(30 0.030863214),(31 0.0312012),(32 0.035118226),(33 0.034849856),(34 0.03234178),(35 0.03077809),(36 0.034576427),(37 0.03441072),(38 0.032210976),(39 0.033215858),(40 0.031362552),(41 0.031398185),(42 0.029789262),(43 0.03331537),(44 0.03327037),
(1 0.000042243882),(2 0.0027775029),(3 0.0058964696),(4 0.006066006),(5 0.0060706576),(6 0.005814613),(7 0.007360226),(8 0.0071623996),(9 0.007120812),(10 0.0070240116),(11 0.0069988263),(12 0.008511769),(13 0.00843),(14 0.007728085),(15 0.008137451),(16 0.008792367),(17 0.008547352),(18 0.007924388),(19 0.0075316266),(20 0.00911545),(21 0.009049369),(22 0.0075368267),(23 0.008836196),(24 0.008053013),(25 0.008066136),(26 0.0074659553),(27 0.0096014915),(28 0.009054576),(29 0.009011126),(30 0.00806573),(31 0.008064279),(32 0.0097449515),(33 0.0095763495),(34 0.008520116),(35 0.00791875),(36 0.0095803505),(37 0.00946871),(38 0.00818589),(39 0.009237389),(40 0.0084922025),(41 0.008512275),(42 0.0077637383),(43 0.009494451),(44 0.009471201),
(1 0.00003682976),(2 0.0022606074),(3 0.0047791405),(4 0.0047318754),(5 0.004736718),(6 0.0044858884),(7 0.0057992274),(8 0.005564678),(9 0.00553078),(10 0.0053663296),(11 0.0054032947),(12 0.0065499707),(13 0.006469187),(14 0.005928292),(15 0.0062175896),(16 0.006827029),(17 0.006588708),(18 0.0060684555),(19 0.005709416),(20 0.006952884),(21 0.0068863165),(22 0.0057494002),(23 0.0067689824),(24 0.0061614285),(25 0.0061749993),(26 0.005710221),(27 0.0072964695),(28 0.006975345),(29 0.0068876306),(30 0.0061288737),(31 0.0060645984),(32 0.0074495953),(33 0.0073255817),(34 0.0064199828),(35 0.0060371486),(36 0.007368067),(37 0.00726568),(38 0.006338954),(39 0.007067521),(40 0.006372994),(41 0.0063938177),(42 0.0058776224),(43 0.007211432),(44 0.007197965),
(1 0.000029122566),(2 0.0017740057),(3 0.0035469094),(4 0.003517685),(5 0.0035251041),(6 0.0033463852),(7 0.004267309),(8 0.0041308575),(9 0.004104994),(10 0.0040002866),(11 0.0039171763),(12 0.004799782),(13 0.0047486103),(14 0.0043435046),(15 0.0045606196),(16 0.004942313),(17 0.004800031),(18 0.004402525),(19 0.0041487864),(20 0.005107518),(21 0.0050486196),(22 0.00425772),(23 0.0050130575),(24 0.004553546),(25 0.0045671943),(26 0.004224649),(27 0.005451064),(28 0.005121635),(29 0.005088423),(30 0.004523818),(31 0.0044754976),(32 0.005419747),(33 0.0053113396),(34 0.0047613657),(35 0.004398736),(36 0.005448977),(37 0.0054007103),(38 0.0046341396),(39 0.0051885704),(40 0.0046834736),(41 0.004698134),(42 0.004280326),(43 0.005258493),(44 0.0052429335),
(1 0.00002335761),(2 0.0012852363),(3 0.0025890276),(4 0.0025546716),(5 0.0025694866),(6 0.00244333),(7 0.0030747408),(8 0.0029973728),(9 0.0029866497),(10 0.0029283161),(11 0.0028643678),(12 0.0034838293),(13 0.0034390173),(14 0.003124228),(15 0.0032551435),(16 0.00352402),(17 0.00340514),(18 0.0031523127),(19 0.0029938587),(20 0.0037143081),(21 0.0036757388),(22 0.0030744767),(23 0.0035365412),(24 0.0032601056),(25 0.0032659704),(26 0.002998201),(27 0.0038024478),(28 0.0036090736),(29 0.0036164045),(30 0.003214848),(31 0.0031571984),(32 0.0038672807),(33 0.0038033125),(34 0.003425325),(35 0.0031815346),(36 0.003879121),(37 0.0038325484),(38 0.003327189),(39 0.0036783507),(40 0.003309206),(41 0.0033241007),(42 0.0030330145),(43 0.0038166533),(44 0.0038052804),
(1 0.000022986233),(2 0.0012064931),(3 0.0024015547),(4 0.0023525709),(5 0.002359921),(6 0.0022190132),(7 0.0028005533),(8 0.0027264452),(9 0.0027123825),(10 0.002668876),(11 0.002623702),(12 0.003174088),(13 0.003138679),(14 0.0028884048),(15 0.0029471822),(16 0.0032342514),(17 0.0031337303),(18 0.0029150916),(19 0.002743496),(20 0.0033616477),(21 0.0033241736),(22 0.0027964264),(23 0.003266333),(24 0.0029699453),(25 0.0029738063),(26 0.002751944),(27 0.0034967028),(28 0.003311832),(29 0.003326887),(30 0.0029646296),(31 0.0029089567),(32 0.003581033),(33 0.0035195984),(34 0.0031016667),(35 0.0028807113),(36 0.0035935205),(37 0.0035373243),(38 0.0030207813),(39 0.0033703304),(40 0.0030463869),(41 0.0030533026),(42 0.0027530196),(43 0.0034381642),(44 0.003427358),
(1 0.000016864877),(2 0.0008508388),(3 0.0016569488),(4 0.001624289),(5 0.001629692),(6 0.0015329197),(7 0.0019475933),(8 0.0018828395),(9 0.0018655949),(10 0.0018029658),(11 0.0017591644),(12 0.0021519857),(13 0.0021227153),(14 0.0019799036),(15 0.0020077846),(16 0.0022257026),(17 0.0021512732),(18 0.001985599),(19 0.0018921931),(20 0.002287606),(21 0.0022635392),(22 0.001903582),(23 0.0022386285),(24 0.0020761949),(25 0.0020795115),(26 0.0018865394),(27 0.002390881),(28 0.0022604186),(29 0.0022389914),(30 0.0020091094),(31 0.0019863916),(32 0.0024558743),(33 0.0024119571),(34 0.0020935677),(35 0.001958667),(36 0.0024422596),(37 0.002404331),(38 0.0020589156),(39 0.0023072085),(40 0.0020631563),(41 0.0020676942),(42 0.0019115193),(43 0.0023621488),(44 0.002356291),
(1 0.000019145535),(2 0.00092207704),(3 0.0017818717),(4 0.0017142311),(5 0.0017158855),(6 0.0016227001),(7 0.00204997),(8 0.0019467913),(9 0.0019412248),(10 0.001922717),(11 0.0018756306),(12 0.002245017),(13 0.002219895),(14 0.002054791),(15 0.0021204648),(16 0.002320925),(17 0.0022490004),(18 0.0021055166),(19 0.0019890342),(20 0.0024334376),(21 0.002408676),(22 0.0020187697),(23 0.0023405175),(24 0.0021967627),(25 0.002191272),(26 0.0020054532),(27 0.0025330007),(28 0.002386114),(29 0.0023842186),(30 0.002142031),(31 0.0021004914),(32 0.002587936),(33 0.0025446452),(34 0.0022332598),(35 0.002099784),(36 0.002565104),(37 0.0025311515),(38 0.002192477),(39 0.0024039745),(40 0.0021782718),(41 0.0021798129),(42 0.0020350886),(43 0.0025010584),(44 0.0024965007),
(1 0.000014186518),(2 0.0006604649),(3 0.0012211602),(4 0.0011908546),(5 0.0011928378),(6 0.0011461411),(7 0.0014608272),(8 0.0013892074),(9 0.0013833626),(10 0.0013636892),(11 0.0013051829),(12 0.001567692),(13 0.0015491563),(14 0.0014370171),(15 0.0014754311),(16 0.0016405663),(17 0.0015899512),(18 0.0014502126),(19 0.0014009539),(20 0.0016802999),(21 0.0016573924),(22 0.0014301005),(23 0.0016491992),(24 0.0015111896),(25 0.0015108971),(26 0.0014159379),(27 0.0017578636),(28 0.0016613103),(29 0.0016626724),(30 0.0014852722),(31 0.0014559907),(32 0.0018055565),(33 0.001777472),(34 0.001561166),(35 0.0014775629),(36 0.0017676646),(37 0.0017454424),(38 0.0015017323),(39 0.0016637917),(40 0.0015456476),(41 0.0015445116),(42 0.0014185668),(43 0.0017287849),(44 0.0017255889),
(1 0.000013986416),(2 0.0006313554),(3 0.0011901495),(4 0.0011342261),(5 0.0011353828),(6 0.0010840739),(7 0.0013595093),(8 0.0013019246),(9 0.0012989492),(10 0.0012533906),(11 0.0012416674),(12 0.0015295281),(13 0.0015071632),(14 0.0013464162),(15 0.001353417),(16 0.0014991624),(17 0.001450595),(18 0.0013508539),(19 0.0012968589),(20 0.0015946412),(21 0.0015770991),(22 0.0013526883),(23 0.0015464406),(24 0.0014162952),(25 0.001420545),(26 0.0013042878),(27 0.0016514378),(28 0.0015501418),(29 0.0015363513),(30 0.001385733),(31 0.0013632476),(32 0.0016456343),(33 0.001620486),(34 0.0014596449),(35 0.001359142),(36 0.001660305),(37 0.0016338761),(38 0.0014059744),(39 0.0015663236),(40 0.0014160593),(41 0.0014218548),(42 0.0013065942),(43 0.0016514516),(44 0.001651077),
(1 0.0000089719),(2 0.00038084213),(3 0.0007197532),(4 0.00069186406),(5 0.0006931822),(6 0.000663248),(7 0.00082157773),(8 0.000780688),(9 0.00077909924),(10 0.00077639363),(11 0.00075333356),(12 0.00090467476),(13 0.0008900101),(14 0.0008172972),(15 0.0008673),(16 0.0009585404),(17 0.0009223855),(18 0.0008591611),(19 0.0007950569),(20 0.0009806019),(21 0.0009756164),(22 0.00081515807),(23 0.00094559323),(24 0.00088056666),(25 0.0008777313),(26 0.0008067491),(27 0.0010113923),(28 0.00092985865),(29 0.0009428609),(30 0.0008456228),(31 0.00085114123),(32 0.0010181856),(33 0.0010010499),(34 0.00088907126),(35 0.0008287765),(36 0.0010165686),(37 0.0010059688),(38 0.0008710006),(39 0.0009721417),(40 0.00088362314),(41 0.00088677584),(42 0.00082470156),(43 0.0010016224),(44 0.0010008346),
(1 0.0000068402956),(2 0.0002696289),(3 0.00051438564),(4 0.0004942474),(5 0.0004967299),(6 0.00047635246),(7 0.0005900226),(8 0.0005561919),(9 0.00055504194),(10 0.0005544904),(11 0.0005504307),(12 0.0006625781),(13 0.00065264496),(14 0.00058695156),(15 0.0006110609),(16 0.00066254963),(17 0.0006410796),(18 0.0005830972),(19 0.0005688491),(20 0.00068250374),(21 0.0006746527),(22 0.0005726691),(23 0.00066562206),(24 0.00060586585),(25 0.00060718134),(26 0.00057159836),(27 0.00070146006),(28 0.00065867713),(29 0.00065027614),(30 0.00058586535),(31 0.00058824),(32 0.0007105517),(33 0.0007044995),(34 0.0006267697),(35 0.0005981945),(36 0.00073563517),(37 0.00072963716),(38 0.00062325347),(39 0.00068107573),(40 0.0006317391),(41 0.0006322708),(42 0.0005786279),(43 0.0007095254),(44 0.00070828415),
(1 0.000009571275),(2 0.0003747478),(3 0.00070202345),(4 0.00067920465),(5 0.0006805717),(6 0.00066434185),(7 0.00079463987),(8 0.0007746548),(9 0.00077073247),(10 0.00075547345),(11 0.00073249434),(12 0.0008959107),(13 0.0008915416),(14 0.00082183233),(15 0.00083132787),(16 0.00090012135),(17 0.00087320805),(18 0.00083461375),(19 0.0007857383),(20 0.00090426335),(21 0.0008928607),(22 0.00076815917),(23 0.0008896657),(24 0.0008199085),(25 0.0008238198),(26 0.0007890724),(27 0.0009747475),(28 0.0008989071),(29 0.00090467976),(30 0.000819395),(31 0.00079518073),(32 0.00097096),(33 0.0009507021),(34 0.0008736963),(35 0.00080034195),(36 0.0009709265),(37 0.0009578914),(38 0.00084053347),(39 0.0009356217),(40 0.00084783835),(41 0.0008467022),(42 0.00078500813),(43 0.0009641832),(44 0.00096224586),
(1 0.000003335229),(2 0.00013628224),(3 0.00023359554),(4 0.00022425101),(5 0.00022564745),(6 0.00023258108),(7 0.000282684),(8 0.00025917005),(9 0.00025662483),(10 0.00026836555),(11 0.00025342428),(12 0.00030388264),(13 0.00029880487),(14 0.00026970063),(15 0.0002888433),(16 0.00031072737),(17 0.00030393578),(18 0.00027271293),(19 0.0002725871),(20 0.0003164259),(21 0.00031494864),(22 0.00026684895),(23 0.0003056214),(24 0.00028044757),(25 0.00028079937),(26 0.0002688299),(27 0.0003262057),(28 0.0003154346),(29 0.00031002134),(30 0.00028838817),(31 0.00027181904),(32 0.00033566914),(33 0.0003310641),(34 0.0002960626),(35 0.00027586325),(36 0.00033916748),(37 0.00033289866),(38 0.00029671792),(39 0.00030826617),(40 0.00029067456),(41 0.00029042774),(42 0.00026327674),(43 0.00032578467),(44 0.00032536953),
(1 0.0000042823735),(2 0.00016790241),(3 0.0002947682),(4 0.00029196803),(5 0.00029220805),(6 0.0002856364),(7 0.00034172696),(8 0.00031805542),(9 0.000317392),(10 0.0003173712),(11 0.00031677232),(12 0.00036966676),(13 0.00036484728),(14 0.00033130965),(15 0.00035845023),(16 0.00038431547),(17 0.00037718777),(18 0.00035418433),(19 0.00033094638),(20 0.00040537945),(21 0.0004080311),(22 0.000343983),(23 0.0003909137),(24 0.00036527478),(25 0.00036494853),(26 0.00033905252),(27 0.00043031576),(28 0.00039320262),(29 0.0003983373),(30 0.00035801792),(31 0.00035910174),(32 0.0004119623),(33 0.00040793224),(34 0.00037092876),(35 0.0003540132),(36 0.00043389024),(37 0.00042363038),(38 0.00035661182),(39 0.00041470953),(40 0.00036536646),(41 0.00036459163),(42 0.00033971184),(43 0.00042039948),(44 0.00041905255),
(1 0.000001120176),(2 0.000040176805),(3 0.00007432051),(4 0.00007202053),(5 0.00007214228),(6 0.00007400407),(7 0.00008854727),(8 0.00008489234),(9 0.000084063286),(10 0.00008722524),(11 0.000084682564),(12 0.000101252066),(13 0.00010077132),(14 0.000085453),(15 0.00009100806),(16 0.00010162064),(17 0.0001036736),(18 0.00008885649),(19 0.00009057103),(20 0.0000999546),(21 0.000097825585),(22 0.00009006153),(23 0.00010300825),(24 0.000098668854),(25 0.00009845548),(26 0.00008886519),(27 0.000113673945),(28 0.00010220848),(29 0.00009936914),(30 0.000092453716),(31 0.00009402641),(32 0.00010757223),(33 0.00010691392),(34 0.00009736801),(35 0.000093618255),(36 0.00010990198),(37 0.00010832481),(38 0.0000965658),(39 0.00011012939),(40 0.00009753385),(41 0.00009923805),(42 0.00009457035),(43 0.000100784324),(44 0.00010108626),
(1 0.00000066185095),(2 0.00002265094),(3 0.000037850466),(4 0.000039356142),(5 0.000039126153),(6 0.000039276456),(7 0.000048139205),(8 0.000045791017),(9 0.00004465172),(10 0.000046706697),(11 0.00004493805),(12 0.000059131824),(13 0.000058347978),(14 0.00004670212),(15 0.00004939256),(16 0.000055157725),(17 0.00005402867),(18 0.00005088097),(19 0.000048434027),(20 0.000058113354),(21 0.00005755018),(22 0.000049281472),(23 0.000054213826),(24 0.000053145064),(25 0.000052803447),(26 0.000047954687),(27 0.00006126381),(28 0.0000573962),(29 0.000061986386),(30 0.000054121647),(31 0.000051601768),(32 0.000060865146),(33 0.00005960716),(34 0.00005500889),(35 0.00005291216),(36 0.00006660878),(37 0.00006671127),(38 0.00005558327),(39 0.000055240514),(40 0.000051293555),(41 0.000051020033),(42 0.000051843235),(43 0.00005646999),(44 0.000056011006),
