1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 105.70469),(2 133.91454),(3 150.26129),(4 159.69011),(5 165.22151),(6 169.73613),(7 175.03041),(8 177.13121),(9 178.9668),(10 181.51741),(11 182.90967),(12 183.3868),(13 184.58919),(14 188.61734),(15 189.6771),(16 191.39253),(17 192.53233),(18 194.05846),(19 195.78029),(20 195.27692),(21 198.33614),(22 199.88145),(23 200.85107),(24 201.05806),(25 202.59871),(26 204.09325),(27 204.1042),(28 205.02255),(29 204.52264),(30 207.73222),(31 206.848),(32 207.46558),(33 204.57935),(34 205.8685),(35 207.28653),(36 207.80234),(37 206.54953),(38 205.65305),(39 203.41492),(40 205.10867),(41 204.14545),(42 205.99683),(43 206.3282),(44 206.89146),(45 205.61017),(46 207.3829),(47 206.98776),(48 208.22319),(49 208.3075),(50 209.72792),(51 207.52179),(52 207.40916),(53 208.20139),(54 206.37334),(55 205.80995),(56 205.43697),(57 205.44217),(58 207.80267),(59 206.59251),(60 207.64801),(61 209.61996),(62 208.0345),(63 208.56064),(64 208.42204),(65 209.85529),(66 211.7467),(67 210.72388),(68 213.39978),(69 213.07562),(70 210.85953),(71 208.46158),(72 208.82939),(73 206.0663),(74 206.92337),(75 207.20335),(76 206.26517),(77 207.73671),(78 206.18034),(79 205.66283),
(1 110.44026),(2 139.28697),(3 153.5788),(4 163.03517),(5 168.54141),(6 173.40558),(7 174.8171),(8 176.44409),(9 179.7242),(10 182.39165),(11 186.5306),(12 188.50755),(13 190.39565),(14 192.4171),(15 193.5578),(16 197.34595),(17 198.74933),(18 200.57533),(19 201.96161),(20 202.17145),(21 203.50952),(22 205.67142),(23 204.43286),(24 205.49928),(25 206.20679),(26 208.71371),(27 206.404),(28 206.27104),(29 206.26537),(30 205.1606),(31 204.86905),(32 205.09474),(33 205.3758),(34 205.38904),(35 205.82065),(36 205.06216),(37 206.42674),(38 208.60674),(39 208.25902),(40 208.79366),(41 208.85931),(42 208.08766),(43 208.2198),(44 209.7174),(45 209.42404),(46 208.57423),(47 208.24767),(48 209.48836),(49 210.16078),(50 210.81328),(51 211.20596),(52 210.03902),(53 211.04468),(54 209.63629),(55 210.30316),(56 208.77533),(57 206.92622),(58 208.42996),(59 207.28677),(60 208.89923),(61 207.69537),(62 207.28879),(63 207.31163),(64 206.80623),(65 207.80797),(66 208.88866),(67 208.42809),(68 207.10193),(69 206.29778),(70 205.81114),(71 207.85168),(72 205.8885),(73 205.35602),(74 204.86546),(75 205.38876),(76 204.1994),(77 202.83604),(78 203.2399),(79 203.07631),
(1 106.95053),(2 132.65062),(3 146.9279),(4 154.8407),(5 159.94014),(6 165.63887),(7 168.91626),(8 172.1356),(9 172.91173),(10 175.30681),(11 177.63254),(12 180.29422),(13 181.21347),(14 182.2441),(15 184.11725),(16 186.98993),(17 188.35268),(18 189.13309),(19 188.63387),(20 190.86235),(21 191.81775),(22 192.92603),(23 193.9631),(24 194.47523),(25 194.22694),(26 196.55066),(27 194.5767),(28 195.99844),(29 196.63588),(30 197.24345),(31 195.72546),(32 196.81541),(33 198.02972),(34 199.29396),(35 198.3884),(36 197.75398),(37 199.70938),(38 200.60452),(39 200.48093),(40 200.4907),(41 199.8827),(42 198.23512),(43 198.16043),(44 199.06007),(45 199.36702),(46 200.4266),(47 198.57063),(48 200.43823),(49 201.85112),(50 203.97548),(51 202.02103),(52 201.33405),(53 199.20125),(54 200.31781),(55 199.33115),(56 199.27849),(57 199.69345),(58 201.70865),(59 200.92172),(60 202.96715),(61 203.37415),(62 204.48747),(63 204.76373),(64 204.48372),(65 205.90358),(66 205.25397),(67 206.01913),(68 206.27248),(69 206.8531),(70 207.37607),(71 205.7465),(72 204.06543),(73 204.15085),(74 204.75772),(75 204.49184),(76 205.36482),(77 207.60712),(78 206.14096),(79 205.4828),
(1 106.28561),(2 133.94116),(3 149.9579),(4 158.09816),(5 164.41376),(6 169.32637),(7 175.31476),(8 178.33067),(9 180.52347),(10 181.32903),(11 183.44888),(12 186.04529),(13 187.56859),(14 188.89293),(15 191.04707),(16 191.19826),(17 193.2876),(18 193.03009),(19 196.08292),(20 197.5325),(21 196.79927),(22 195.99823),(23 196.45898),(24 197.12192),(25 199.80212),(26 200.94574),(27 199.22108),(28 197.47852),(29 198.54092),(30 198.47693),(31 197.76212),(32 199.9318),(33 200.24385),(34 202.84605),(35 200.37354),(36 202.36116),(37 204.0619),(38 205.51935),(39 204.74254),(40 205.54387),(41 204.91367),(42 204.59885),(43 203.6662),(44 204.4186),(45 203.25224),(46 204.02141),(47 203.77419),(48 204.50415),(49 205.74055),(50 206.0784),(51 206.309),(52 204.56657),(53 204.86163),(54 206.38414),(55 204.02878),(56 204.46077),(57 202.10211),(58 201.12044),(59 201.7193),(60 203.04962),(61 203.69603),(62 205.44904),(63 203.37709),(64 204.43733),(65 204.27332),(66 206.63403),(67 205.86604),(68 205.91855),(69 205.1859),(70 205.44945),(71 204.22197),(72 203.41902),(73 204.24786),(74 203.05756),(75 203.32736),(76 201.51593),(77 202.1285),(78 200.87247),(79 199.53658),
(1 106.2025),(2 132.76016),(3 150.35141),(4 158.8626),(5 163.24094),(6 168.0426),(7 171.74435),(8 174.12782),(9 178.37335),(10 181.19215),(11 182.89706),(12 183.67932),(13 186.51097),(14 188.1819),(15 190.4947),(16 193.43233),(17 195.00873),(18 194.25351),(19 193.18091),(20 192.64618),(21 192.61198),(22 194.49974),(23 197.30391),(24 198.96303),(25 200.72192),(26 200.53285),(27 197.57626),(28 199.51465),(29 201.48596),(30 200.43997),(31 197.85591),(32 200.01889),(33 200.7306),(34 200.7371),(35 200.19705),(36 200.76369),(37 200.87848),(38 204.1444),(39 199.41226),(40 200.39171),(41 199.9067),(42 200.99377),(43 202.08815),(44 201.26251),(45 201.23056),(46 200.62181),(47 199.52313),(48 200.97177),(49 201.49095),(50 200.8961),(51 201.83012),(52 201.84428),(53 199.8312),(54 200.57634),(55 200.53984),(56 201.85017),(57 200.62076),(58 201.58226),(59 200.5735),(60 201.63196),(61 200.38841),(62 200.55554),(63 201.33418),(64 199.12434),(65 199.305),(66 198.02339),(67 197.67902),(68 197.85402),(69 199.03851),(70 200.39632),(71 201.1825),(72 201.16351),(73 200.09036),(74 198.5429),(75 198.52756),(76 197.54143),(77 200.33282),(78 199.06906),(79 199.26424),
(1 105.55652),(2 130.4276),(3 146.17712),(4 155.54646),(5 161.71179),(6 167.50468),(7 171.05807),(8 172.20636),(9 173.11496),(10 176.01573),(11 177.51321),(12 179.43175),(13 181.46745),(14 183.68675),(15 185.40384),(16 187.39717),(17 189.2149),(18 189.29124),(19 189.20845),(20 187.9096),(21 189.54424),(22 189.13995),(23 190.51088),(24 191.0009),(25 191.2648),(26 192.6575),(27 193.22585),(28 194.5885),(29 194.2612),(30 193.27577),(31 193.53929),(32 194.82002),(33 193.50029),(34 194.35129),(35 194.17493),(36 192.35648),(37 193.90819),(38 195.39769),(39 194.99744),(40 197.32964),(41 198.27107),(42 198.43839),(43 198.71223),(44 198.73682),(45 198.99277),(46 198.89023),(47 198.77637),(48 199.76228),(49 199.33513),(50 197.73184),(51 197.43779),(52 197.19734),(53 197.03854),(54 196.75424),(55 196.06096),(56 194.15874),(57 194.06032),(58 197.93036),(59 195.57144),(60 199.32318),(61 199.10178),(62 199.6869),(63 199.7943),(64 200.75209),(65 201.04137),(66 201.14545),(67 199.90364),(68 200.12999),(69 200.58153),(70 201.41682),(71 200.5039),(72 200.45811),(73 200.1125),(74 200.65657),(75 200.97629),(76 199.52989),(77 199.97794),(78 200.50221),(79 197.98126),
(1 104.0078),(2 130.60918),(3 146.59398),(4 156.72888),(5 160.88737),(6 165.00706),(7 167.93597),(8 170.5805),(9 172.00449),(10 174.69803),(11 175.92247),(12 178.86531),(13 181.28616),(14 182.95674),(15 184.97957),(16 186.93718),(17 189.58536),(18 190.3431),(19 190.2522),(20 189.51346),(21 189.7198),(22 190.66002),(23 193.55046),(24 194.6608),(25 195.22481),(26 197.64713),(27 195.67044),(28 194.48738),(29 194.12428),(30 195.75354),(31 194.36183),(32 194.90631),(33 195.51733),(34 195.40166),(35 195.40575),(36 195.6941),(37 196.16257),(38 195.82184),(39 194.01366),(40 197.25252),(41 199.04567),(42 200.38458),(43 200.9108),(44 199.2967),(45 198.24841),(46 198.29413),(47 196.05632),(48 198.07678),(49 199.41231),(50 199.22783),(51 198.45273),(52 197.9857),(53 197.66487),(54 198.02621),(55 197.22916),(56 199.01585),(57 198.39694),(58 199.18895),(59 200.29471),(60 199.35278),(61 200.7045),(62 201.8991),(63 201.01102),(64 202.58522),(65 200.63625),(66 200.61674),(67 200.58998),(68 200.1233),(69 200.97176),(70 198.29698),(71 197.64359),(72 197.4174),(73 197.88647),(74 197.96461),(75 198.51155),(76 197.65787),(77 197.5156),(78 197.6389),(79 198.17204),
(1 100.90969),(2 128.4908),(3 143.43025),(4 153.44258),(5 159.5223),(6 162.66473),(7 165.8497),(8 168.11363),(9 169.71826),(10 170.06012),(11 173.83507),(12 175.15472),(13 176.25157),(14 177.75754),(15 179.99467),(16 181.00894),(17 181.82224),(18 182.2726),(19 184.12498),(20 183.0167),(21 185.09764),(22 187.81834),(23 189.56235),(24 190.30869),(25 191.3584),(26 191.70412),(27 192.39026),(28 190.87773),(29 190.2871),(30 191.59143),(31 190.99037),(32 190.60565),(33 188.89284),(34 190.23639),(35 190.29297),(36 190.0522),(37 191.1208),(38 191.42291),(39 190.22441),(40 189.5862),(41 188.81586),(42 189.7744),(43 190.52385),(44 191.41985),(45 194.40599),(46 195.91232),(47 194.64883),(48 195.4382),(49 194.72758),(50 194.0299),(51 195.18253),(52 196.42607),(53 197.94765),(54 197.40646),(55 198.1928),(56 197.82083),(57 196.96672),(58 196.55238),(59 197.40599),(60 196.39578),(61 198.0782),(62 199.0256),(63 197.25392),(64 198.3749),(65 196.1433),(66 196.24059),(67 196.00768),(68 195.32008),(69 196.43103),(70 196.25294),(71 195.2775),(72 196.95427),(73 196.44638),(74 197.11423),(75 194.92793),(76 194.95569),(77 194.48558),(78 193.5406),(79 192.09972),
(1 103.11515),(2 129.62096),(3 143.61052),(4 152.0641),(5 157.78024),(6 164.5665),(7 166.76181),(8 168.35889),(9 170.69646),(10 171.72548),(11 175.62556),(12 176.16447),(13 177.07927),(14 181.1392),(15 181.84105),(16 182.00778),(17 183.44594),(18 185.05092),(19 186.10748),(20 186.72168),(21 186.24307),(22 186.89182),(23 189.31241),(24 190.90123),(25 192.3366),(26 192.66383),(27 191.92134),(28 192.39722),(29 191.8201),(30 194.04276),(31 193.36694),(32 194.63292),(33 191.71477),(34 190.63686),(35 188.6835),(36 187.67986),(37 189.28583),(38 191.71152),(39 190.92696),(40 189.92711),(41 190.4349),(42 190.058),(43 191.07988),(44 190.14656),(45 189.61958),(46 192.92906),(47 192.63925),(48 193.35458),(49 194.72217),(50 194.20546),(51 194.35583),(52 195.46474),(53 196.8582),(54 197.91441),(55 197.89731),(56 197.0231),(57 197.06552),(58 198.8361),(59 199.61182),(60 200.39626),(61 200.1242),(62 199.72987),(63 199.4858),(64 201.06197),(65 200.26256),(66 199.98132),(67 201.18158),(68 199.89355),(69 200.5828),(70 200.68904),(71 199.80426),(72 198.83665),(73 199.63124),(74 197.8435),(75 197.34007),(76 197.56332),(77 196.63118),(78 196.68306),(79 194.4708),
(1 101.47355),(2 127.05105),(3 140.36662),(4 150.31819),(5 155.33914),(6 159.98543),(7 162.98157),(8 165.05968),(9 166.168),(10 168.03369),(11 170.04639),(12 171.87045),(13 172.68198),(14 177.35625),(15 181.07744),(16 182.17891),(17 184.8091),(18 184.60808),(19 184.75098),(20 184.51237),(21 185.50847),(22 187.24113),(23 188.65996),(24 191.2374),(25 190.70195),(26 189.90071),(27 190.83679),(28 189.5274),(29 190.96126),(30 191.8627),(31 191.17365),(32 191.85905),(33 190.76347),(34 191.46964),(35 190.67413),(36 191.45221),(37 191.39917),(38 191.06058),(39 189.4167),(40 189.97025),(41 189.49965),(42 190.10403),(43 188.75708),(44 189.87111),(45 191.19371),(46 191.77719),(47 190.77061),(48 191.34137),(49 191.84048),(50 193.20013),(51 193.43071),(52 194.2784),(53 194.81325),(54 194.36226),(55 194.20895),(56 193.99017),(57 191.87494),(58 193.28708),(59 192.92891),(60 194.07199),(61 196.00165),(62 197.67293),(63 195.83745),(64 194.94461),(65 195.7018),(66 194.96843),(67 195.85063),(68 197.96725),(69 197.47545),(70 198.23772),(71 198.7377),(72 197.34348),(73 197.31313),(74 197.61984),(75 196.7984),(76 195.66518),(77 195.17188),(78 196.65689),(79 196.40622),
(1 97.94849),(2 122.80034),(3 136.58783),(4 144.89572),(5 151.90591),(6 155.84705),(7 157.93541),(8 161.13956),(9 162.95688),(10 166.56285),(11 166.78773),(12 167.11461),(13 170.12575),(14 172.52318),(15 173.38808),(16 176.34447),(17 179.3785),(18 179.75801),(19 182.52374),(20 183.44142),(21 183.10246),(22 184.5528),(23 185.0425),(24 185.91202),(25 186.07707),(26 186.6565),(27 186.3207),(28 186.24739),(29 188.78061),(30 187.47),(31 186.24834),(32 186.55396),(33 186.94284),(34 187.7232),(35 186.13972),(36 187.52661),(37 188.11688),(38 188.77264),(39 187.90144),(40 186.67876),(41 185.87315),(42 184.09845),(43 184.17828),(44 184.3235),(45 184.03156),(46 185.18428),(47 185.40558),(48 185.25981),(49 185.33696),(50 185.25458),(51 184.90508),(52 186.33269),(53 186.76643),(54 186.31165),(55 187.0896),(56 186.01567),(57 184.04735),(58 187.081),(59 186.94899),(60 187.94788),(61 188.82875),(62 188.30884),(63 189.8888),(64 191.2231),(65 190.03612),(66 188.49057),(67 190.3385),(68 189.86507),(69 189.604),(70 191.96191),(71 192.2459),(72 191.20572),(73 190.02159),(74 189.83075),(75 189.5036),(76 187.33904),(77 187.59427),(78 188.15372),(79 186.70128),
(1 98.512375),(2 123.758835),(3 138.55014),(4 148.15065),(5 154.35638),(6 159.23961),(7 162.4629),(8 163.66112),(9 166.32506),(10 167.36896),(11 170.51797),(12 170.92165),(13 173.6234),(14 175.66353),(15 176.62875),(16 178.53229),(17 180.35149),(18 180.63672),(19 181.45853),(20 184.57877),(21 184.60695),(22 184.92358),(23 186.52509),(24 186.98373),(25 186.68214),(26 187.3652),(27 187.8418),(28 188.58615),(29 187.01378),(30 187.72594),(31 189.16351),(32 189.66003),(33 189.30334),(34 190.37085),(35 189.1419),(36 191.0458),(37 188.9363),(38 188.89615),(39 188.40854),(40 188.28444),(41 188.00003),(42 189.36697),(43 188.56737),(44 188.31837),(45 187.47414),(46 188.70567),(47 189.80368),(48 191.25867),(49 191.63779),(50 191.85686),(51 193.4283),(52 193.85788),(53 193.95279),(54 193.92091),(55 191.22073),(56 191.96144),(57 191.04013),(58 193.99855),(59 192.79631),(60 193.71284),(61 192.54176),(62 193.49681),(63 193.46968),(64 193.90479),(65 194.91692),(66 193.85907),(67 195.37314),(68 193.76358),(69 192.69345),(70 193.10725),(71 192.43192),(72 192.60986),(73 190.19414),(74 190.24242),(75 190.8084),(76 190.70583),(77 191.77849),(78 190.8678),(79 190.67874),
(1 97.44031),(2 123.05683),(3 138.31444),(4 146.70105),(5 152.96489),(6 156.303),(7 158.1246),(8 159.99644),(9 161.29936),(10 165.41869),(11 167.73062),(12 168.50507),(13 171.90178),(14 173.80676),(15 175.30392),(16 175.6754),(17 178.57248),(18 179.17856),(19 180.5927),(20 181.45648),(21 183.10724),(22 184.29535),(23 184.52673),(24 185.13515),(25 187.20923),(26 185.11302),(27 184.78505),(28 185.27937),(29 185.0534),(30 187.56656),(31 186.23108),(32 185.04094),(33 186.4227),(34 185.49785),(35 184.25446),(36 184.73735),(37 184.88197),(38 184.88982),(39 184.21245),(40 183.50198),(41 183.20296),(42 183.20282),(43 182.0066),(44 184.92572),(45 184.07925),(46 186.32304),(47 186.43431),(48 187.30832),(49 188.8133),(50 188.39378),(51 188.0612),(52 187.20503),(53 187.52614),(54 186.04646),(55 186.71675),(56 186.53595),(57 186.79524),(58 189.01112),(59 187.15767),(60 189.05618),(61 188.89331),(62 188.60213),(63 188.77184),(64 188.67546),(65 190.69534),(66 191.20914),(67 191.25447),(68 188.4751),(69 189.63275),(70 189.83504),(71 188.9966),(72 189.21883),(73 188.06529),(74 189.16183),(75 187.3047),(76 187.80005),(77 187.01648),(78 185.42223),(79 186.71591),
(1 95.72575),(2 120.199295),(3 133.6627),(4 143.66312),(5 150.10986),(6 153.8361),(7 155.21408),(8 158.128),(9 160.39906),(10 162.53836),(11 163.07625),(12 163.75484),(13 165.98958),(14 169.93799),(15 171.80899),(16 172.71182),(17 174.04027),(18 173.30545),(19 174.60834),(20 176.44789),(21 177.59088),(22 179.2746),(23 179.7896),(24 181.23051),(25 181.06683),(26 181.93019),(27 182.99318),(28 180.58942),(29 179.15128),(30 179.004),(31 179.12448),(32 180.02989),(33 179.56592),(34 179.74294),(35 179.36089),(36 182.20601),(37 183.62903),(38 184.17667),(39 182.42525),(40 183.08974),(41 184.35489),(42 184.32698),(43 184.71355),(44 185.4097),(45 185.56056),(46 186.01285),(47 188.44455),(48 188.55927),(49 189.77304),(50 190.59404),(51 187.97234),(52 187.0227),(53 188.8472),(54 188.09833),(55 186.49817),(56 188.38339),(57 186.67996),(58 186.80063),(59 186.64241),(60 186.75064),(61 186.64717),(62 187.67726),(63 186.73056),(64 188.00505),(65 186.3091),(66 186.7874),(67 187.67986),(68 187.46945),(69 187.3941),(70 188.10875),(71 187.92155),(72 186.41183),(73 187.29485),(74 184.70326),(75 183.66614),(76 182.41714),(77 181.9917),(78 182.13899),(79 182.16939),
(1 94.73308),(2 118.991875),(3 132.01257),(4 140.71045),(5 148.69492),(6 150.30078),(7 154.50266),(8 157.2333),(9 159.02028),(10 161.43703),(11 164.35797),(12 164.80153),(13 167.53355),(14 169.5063),(15 169.26976),(16 172.20453),(17 173.70258),(18 173.80104),(19 175.90851),(20 177.2585),(21 177.4488),(22 179.05734),(23 180.52904),(24 181.71072),(25 182.38808),(26 184.02504),(27 182.20644),(28 183.40651),(29 182.45207),(30 181.29971),(31 179.51704),(32 180.95813),(33 179.7348),(34 177.97087),(35 179.76422),(36 180.18713),(37 178.65462),(38 179.07399),(39 180.5657),(40 180.33615),(41 180.52338),(42 181.07031),(43 180.43263),(44 180.29102),(45 180.15942),(46 180.79897),(47 182.6329),(48 182.51007),(49 181.9316),(50 182.97214),(51 182.32353),(52 182.19873),(53 181.8395),(54 181.56555),(55 183.16936),(56 181.56987),(57 181.12985),(58 184.309),(59 186.3392),(60 187.57838),(61 187.11597),(62 188.14703),(63 186.955),(64 188.44904),(65 186.50778),(66 187.58017),(67 186.33488),(68 186.75175),(69 187.14754),(70 187.90497),(71 188.1251),(72 187.68497),(73 187.961),(74 187.58928),(75 186.95255),(76 186.72241),(77 187.32451),(78 187.04507),(79 186.57443),
(1 94.17259),(2 118.35362),(3 132.37596),(4 141.68512),(5 147.85963),(6 149.54591),(7 153.0722),(8 152.86247),(9 154.7373),(10 158.28221),(11 161.38187),(12 163.6533),(13 165.7556),(14 167.56612),(15 167.72116),(16 169.51947),(17 170.05258),(18 171.02516),(19 172.5001),(20 172.68076),(21 173.90016),(22 176.19067),(23 176.62521),(24 177.1668),(25 176.55585),(26 178.94188),(27 179.29553),(28 179.80563),(29 179.20387),(30 179.92923),(31 179.64328),(32 179.54982),(33 177.22505),(34 178.20924),(35 179.25966),(36 178.96269),(37 179.5576),(38 179.31575),(39 179.31544),(40 179.28297),(41 179.21307),(42 178.80133),(43 178.76392),(44 178.53134),(45 179.55052),(46 180.28036),(47 181.73027),(48 182.11389),(49 183.04817),(50 182.319),(51 182.52348),(52 181.89218),(53 182.04265),(54 183.58968),(55 183.96655),(56 183.44151),(57 181.791),(58 183.45305),(59 182.51082),(60 183.55406),(61 183.38661),(62 183.0866),(63 182.51866),(64 183.03145),(65 182.72272),(66 182.64813),(67 183.90552),(68 183.21268),(69 182.88924),(70 182.14726),(71 183.76465),(72 183.90727),(73 184.75827),(74 183.27185),(75 181.33247),(76 182.26227),(77 179.3191),(78 179.66649),(79 178.88574),
(1 94.70856),(2 118.66371),(3 133.45119),(4 140.44661),(5 145.78569),(6 149.20055),(7 152.25507),(8 155.30702),(9 156.22418),(10 157.80197),(11 160.63718),(12 162.20569),(13 163.25266),(14 165.78348),(15 167.43474),(16 167.90797),(17 167.24258),(18 170.06912),(19 170.25104),(20 170.23602),(21 171.7463),(22 173.30292),(23 175.02396),(24 177.80594),(25 179.71803),(26 179.00539),(27 179.53383),(28 179.19957),(29 176.68938),(30 177.23898),(31 178.40599),(32 177.98502),(33 174.99734),(34 175.18892),(35 175.41562),(36 176.16685),(37 176.98145),(38 178.53954),(39 177.21559),(40 177.46848),(41 178.15083),(42 177.46436),(43 177.42212),(44 178.43799),(45 176.63126),(46 174.95488),(47 176.27171),(48 176.82945),(49 177.65053),(50 178.02086),(51 179.61298),(52 178.41751),(53 178.39835),(54 179.0913),(55 178.65251),(56 177.72832),(57 176.56459),(58 178.62798),(59 179.77876),(60 180.95642),(61 181.69612),(62 182.36644),(63 180.80574),(64 181.23148),(65 182.14923),(66 181.62454),(67 180.83887),(68 180.47168),(69 181.46541),(70 181.49118),(71 180.38864),(72 179.58101),(73 179.55598),(74 179.47556),(75 179.05743),(76 179.2732),(77 178.78995),(78 178.69135),(79 177.88614),
(1 92.64922),(2 117.97365),(3 132.31253),(4 140.09729),(5 145.70203),(6 149.66792),(7 151.26437),(8 152.86082),(9 156.37505),(10 158.84895),(11 160.34372),(12 163.18024),(13 164.50433),(14 166.18483),(15 167.06609),(16 169.50392),(17 173.67403),(18 174.43753),(19 174.4966),(20 175.48329),(21 176.11252),(22 176.4159),(23 178.10156),(24 178.88753),(25 180.95268),(26 181.40521),(27 179.45924),(28 179.59474),(29 179.11171),(30 178.87177),(31 179.61084),(32 179.20166),(33 178.34224),(34 178.57051),(35 178.15846),(36 177.06638),(37 178.25267),(38 178.98125),(39 177.45027),(40 177.8863),(41 176.13705),(42 178.40771),(43 177.99538),(44 177.74596),(45 178.72656),(46 177.05954),(47 178.44794),(48 180.32979),(49 180.21066),(50 180.34831),(51 180.38708),(52 180.88293),(53 179.85889),(54 180.4789),(55 178.32355),(56 178.49532),(57 178.61781),(58 178.97015),(59 178.76065),(60 179.01654),(61 179.31734),(62 180.07329),(63 180.69588),(64 181.9847),(65 184.64479),(66 182.97745),(67 183.87686),(68 185.04),(69 184.74034),(70 184.7335),(71 184.41829),(72 184.48924),(73 184.94781),(74 185.8259),(75 186.83942),(76 185.3078),(77 186.27834),(78 186.07076),(79 186.5605),
