1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 92.049),(2 115.28454),(3 130.06827),(4 137.51947),(5 143.58566),(6 147.008),(7 149.96513),(8 152.98741),(9 154.73547),(10 157.41928),(11 158.67062),(12 160.74858),(13 163.12535),(14 164.21063),(15 164.14006),(16 165.23721),(17 166.4719),(18 166.67493),(19 169.5915),(20 169.88243),(21 171.03828),(22 172.94383),(23 172.89659),(24 174.19778),(25 173.83704),(26 173.69373),(27 174.49796),(28 173.27403),(29 173.3047),(30 173.1055),(31 174.6289),(32 174.09172),(33 174.55595),(34 174.79437),(35 176.0257),(36 176.51778),(37 176.60991),(38 177.01047),(39 176.9069),(40 176.34087),(41 176.98212),(42 178.51965),(43 176.70349),(44 175.93457),(45 175.43344),(46 176.14182),(47 177.68976),(48 177.85304),(49 179.06438),(50 180.26593),(51 180.26906),(52 178.52829),(53 178.67365),(54 179.94345),(55 180.535),(56 181.11476),(57 180.99767),(58 181.75496),(59 180.65628),(60 183.59108),(61 182.04112),(62 182.63351),(63 182.69272),(64 183.33762),(65 183.8383),(66 182.9407),(67 184.15337),(68 186.08887),(69 186.11421),(70 185.42401),(71 183.63365),(72 181.59229),(73 182.8777),(74 182.95074),(75 183.73264),(76 183.1964),(77 182.93582),(78 181.73509),(79 181.30945),
(1 90.76534),(2 112.76994),(3 126.961624),(4 134.42036),(5 139.4385),(6 142.57845),(7 143.37097),(8 146.31578),(9 148.66444),(10 152.4805),(11 152.95914),(12 153.99408),(13 156.66156),(14 157.83276),(15 159.041),(16 162.13216),(17 164.57906),(18 165.74829),(19 167.1671),(20 167.83937),(21 168.36232),(22 170.88785),(23 171.20435),(24 172.93314),(25 173.8054),(26 173.0172),(27 173.50024),(28 172.4098),(29 171.88475),(30 170.9914),(31 171.70612),(32 171.26357),(33 172.13138),(34 172.66931),(35 174.2556),(36 173.18893),(37 171.22974),(38 172.11101),(39 171.76178),(40 172.19011),(41 169.77338),(42 171.32231),(43 170.87689),(44 169.81714),(45 170.24347),(46 170.06299),(47 171.08223),(48 171.10118),(49 171.94199),(50 172.27293),(51 172.72208),(52 172.79346),(53 172.49799),(54 173.88289),(55 174.86746),(56 173.90936),(57 173.93143),(58 176.79251),(59 177.26785),(60 177.43053),(61 179.48918),(62 179.98611),(63 180.29854),(64 178.81772),(65 179.95091),(66 180.8758),(67 180.02805),(68 179.39449),(69 179.8449),(70 180.54883),(71 178.94568),(72 179.32207),(73 180.9802),(74 180.67662),(75 180.46616),(76 179.67148),(77 178.86877),(78 179.07088),(79 177.25694),
(1 91.12556),(2 114.39551),(3 126.678024),(4 134.0831),(5 140.24611),(6 145.19867),(7 147.57382),(8 151.42653),(9 152.61147),(10 156.69057),(11 157.85567),(12 159.3046),(13 161.46475),(14 162.33034),(15 163.85355),(16 166.64693),(17 166.37857),(18 167.0893),(19 168.62567),(20 169.37538),(21 169.331),(22 168.9468),(23 170.79749),(24 171.1799),(25 173.91705),(26 173.9533),(27 173.47282),(28 172.3733),(29 172.56612),(30 172.4647),(31 174.45155),(32 174.07947),(33 175.17113),(34 175.11485),(35 174.25015),(36 175.09561),(37 176.74506),(38 176.8338),(39 177.86545),(40 177.19202),(41 177.10771),(42 175.60152),(43 175.73665),(44 175.94215),(45 176.15509),(46 175.08032),(47 173.22041),(48 173.80078),(49 176.22934),(50 176.47595),(51 177.15915),(52 175.60689),(53 175.9805),(54 177.69133),(55 178.1446),(56 177.61128),(57 177.15363),(58 178.83513),(59 177.61267),(60 178.13635),(61 179.719),(62 181.30011),(63 181.27187),(64 181.73172),(65 181.60254),(66 181.11215),(67 180.40987),(68 181.81139),(69 181.24771),(70 181.04851),(71 181.68591),(72 180.33586),(73 182.00732),(74 182.36694),(75 180.26418),(76 181.78728),(77 181.34308),(78 180.29617),(79 180.38406),
(1 91.64824),(2 113.70564),(3 127.34687),(4 135.40536),(5 140.84799),(6 144.54163),(7 147.60136),(8 152.37923),(9 153.79184),(10 155.94872),(11 156.69258),(12 157.73915),(13 158.17548),(14 160.41101),(15 163.02754),(16 163.66801),(17 165.84378),(18 167.41142),(19 167.86932),(20 168.23828),(21 167.41913),(22 168.21242),(23 171.10893),(24 172.59651),(25 173.83665),(26 174.83943),(27 173.86804),(28 174.04811),(29 173.18422),(30 173.1723),(31 173.49593),(32 173.76207),(33 174.98257),(34 173.69904),(35 173.78017),(36 173.90051),(37 174.86215),(38 174.11879),(39 174.74579),(40 174.32137),(41 177.86076),(42 176.58815),(43 177.18279),(44 176.41663),(45 175.7275),(46 176.50946),(47 176.73227),(48 176.90456),(49 178.65521),(50 178.3943),(51 178.65929),(52 177.90573),(53 178.05493),(54 179.74335),(55 180.4161),(56 178.92827),(57 178.95993),(58 180.40909),(59 180.76553),(60 181.1025),(61 183.35854),(62 182.68143),(63 180.91771),(64 180.14172),(65 180.66156),(66 181.94957),(67 181.28053),(68 179.71667),(69 178.69417),(70 179.79207),(71 182.14311),(72 180.64073),(73 179.94267),(74 179.33168),(75 178.96852),(76 179.40485),(77 177.97247),(78 177.7737),(79 176.74312),
(1 90.77756),(2 113.29963),(3 126.92825),(4 135.26813),(5 141.762),(6 144.15202),(7 149.23206),(8 150.88637),(9 152.83585),(10 154.24582),(11 156.90436),(12 157.69534),(13 160.9948),(14 162.69708),(15 165.38788),(16 165.41649),(17 166.68826),(18 166.1498),(19 165.40372),(20 166.11935),(21 165.95218),(22 168.57846),(23 170.10747),(24 171.08316),(25 171.82474),(26 173.23848),(27 171.82684),(28 171.35672),(29 171.78784),(30 174.39247),(31 173.82668),(32 172.27095),(33 172.11774),(34 172.65895),(35 171.20296),(36 171.52321),(37 174.3711),(38 175.57852),(39 174.71034),(40 174.40776),(41 174.46251),(42 174.9109),(43 175.40598),(44 175.22618),(45 175.00659),(46 177.6573),(47 178.25739),(48 178.08734),(49 177.80365),(50 176.87303),(51 177.20396),(52 175.97374),(53 177.08078),(54 176.64659),(55 176.54901),(56 177.8234),(57 177.55986),(58 178.89848),(59 176.41426),(60 176.11795),(61 178.62798),(62 180.39964),(63 179.35747),(64 179.9063),(65 177.98741),(66 177.99629),(67 176.66278),(68 176.02402),(69 176.29085),(70 174.91966),(71 174.46492),(72 175.27263),(73 174.47015),(74 175.2003),(75 175.42024),(76 176.1159),(77 176.21),(78 175.47154),(79 174.21234),
(1 88.899025),(2 110.13778),(3 124.84596),(4 132.80284),(5 139.2283),(6 141.64656),(7 145.14758),(8 147.1514),(9 148.65498),(10 151.48596),(11 152.43547),(12 154.98796),(13 157.32068),(14 158.79558),(15 159.36691),(16 162.17201),(17 162.48459),(18 163.71852),(19 164.99992),(20 164.53802),(21 166.30106),(22 168.02773),(23 170.23044),(24 171.03142),(25 171.68059),(26 171.79631),(27 172.22653),(28 171.13644),(29 170.74785),(30 171.34418),(31 170.70407),(32 169.40105),(33 168.20868),(34 169.72112),(35 168.24489),(36 169.34119),(37 169.56454),(38 170.57085),(39 171.23474),(40 171.45395),(41 172.29242),(42 172.9174),(43 173.58614),(44 172.99783),(45 172.2385),(46 174.44563),(47 174.32857),(48 175.25354),(49 174.91179),(50 174.93181),(51 177.13333),(52 175.21227),(53 175.8051),(54 177.8872),(55 176.37688),(56 175.30626),(57 174.67587),(58 174.897),(59 172.59367),(60 172.68053),(61 173.34598),(62 173.56091),(63 173.782),(64 174.98642),(65 173.81291),(66 172.24896),(67 171.36105),(68 172.02373),(69 172.12694),(70 172.95383),(71 172.24825),(72 172.40608),(73 173.38887),(74 173.01888),(75 171.12947),(76 171.26047),(77 171.20259),(78 172.7904),(79 170.87643),
(1 87.96579),(2 109.149445),(3 121.45768),(4 129.1018),(5 135.83546),(6 138.79393),(7 140.73868),(8 142.15158),(9 143.61671),(10 146.4975),(11 147.6846),(12 151.75465),(13 153.79579),(14 154.55537),(15 155.51813),(16 156.18138),(17 158.07457),(18 161.13164),(19 161.16551),(20 162.47827),(21 162.71233),(22 164.9139),(23 165.10406),(24 165.7822),(25 167.32396),(26 169.18697),(27 168.8377),(28 167.3335),(29 168.51791),(30 170.25305),(31 169.46278),(32 170.39586),(33 168.87115),(34 168.94406),(35 169.0366),(36 169.0974),(37 169.41306),(38 168.38087),(39 168.13423),(40 169.19926),(41 169.88405),(42 171.13655),(43 171.641),(44 172.59457),(45 170.90094),(46 172.11572),(47 171.12845),(48 172.77492),(49 173.88716),(50 174.39369),(51 174.17006),(52 172.26096),(53 171.64758),(54 172.83827),(55 172.38405),(56 172.78186),(57 171.69952),(58 172.34483),(59 172.64442),(60 171.52734),(61 173.20879),(62 172.93309),(63 173.4065),(64 173.51895),(65 172.72482),(66 173.18948),(67 173.4441),(68 172.4663),(69 171.27092),(70 171.9511),(71 171.14941),(72 171.94185),(73 171.862),(74 170.38586),(75 171.15405),(76 170.34003),(77 169.7977),(78 168.99945),(79 166.94244),
(1 89.034065),(2 110.96526),(3 121.83291),(4 130.42485),(5 136.32616),(6 139.66609),(7 141.88475),(8 146.31961),(9 148.70242),(10 149.2484),(11 152.76231),(12 155.62715),(13 158.64148),(14 159.6343),(15 159.61555),(16 160.33672),(17 160.67897),(18 160.9819),(19 161.8589),(20 162.29756),(21 162.27962),(22 164.12468),(23 164.55536),(24 165.17133),(25 166.79301),(26 167.12689),(27 168.43298),(28 168.82),(29 169.32613),(30 170.1604),(31 172.89287),(32 172.66174),(33 171.47606),(34 171.90114),(35 170.1497),(36 168.62053),(37 169.11136),(38 169.53723),(39 170.64105),(40 169.06146),(41 169.84709),(42 170.8048),(43 171.69395),(44 171.56012),(45 171.35654),(46 172.34859),(47 173.07784),(48 171.37091),(49 172.29417),(50 171.20567),(51 172.03444),(52 173.8209),(53 172.87239),(54 173.14702),(55 173.09093),(56 171.9202),(57 172.68047),(58 175.23993),(59 176.1041),(60 174.6304),(61 172.76665),(62 173.83936),(63 173.66057),(64 173.02335),(65 173.71997),(66 172.59544),(67 173.42778),(68 172.3608),(69 172.81277),(70 171.81696),(71 171.70341),(72 171.93745),(73 171.55685),(74 170.69139),(75 171.74829),(76 171.43309),(77 172.22278),(78 170.62834),(79 170.88219),
(1 85.711845),(2 107.888954),(3 121.39696),(4 126.725266),(5 132.02794),(6 136.57236),(7 140.42401),(8 141.39317),(9 144.01202),(10 146.2707),(11 146.3448),(12 147.54495),(13 150.73055),(14 152.98213),(15 154.19417),(16 155.65463),(17 156.26726),(18 159.78174),(19 159.7081),(20 161.16698),(21 161.89433),(22 164.56639),(23 166.75774),(24 166.40155),(25 167.36412),(26 167.05489),(27 167.2671),(28 167.82034),(29 169.0547),(30 167.58234),(31 168.53894),(32 168.71051),(33 168.91878),(34 169.86504),(35 168.9051),(36 168.43869),(37 168.90204),(38 169.19348),(39 170.25627),(40 169.91135),(41 169.7686),(42 169.75822),(43 169.11565),(44 169.25032),(45 169.48361),(46 170.53471),(47 169.62267),(48 169.81932),(49 169.95946),(50 170.11526),(51 170.14204),(52 169.81462),(53 170.32477),(54 168.94188),(55 168.78113),(56 167.9842),(57 169.42897),(58 170.7274),(59 169.85901),(60 170.52255),(61 170.74544),(62 172.16597),(63 170.22095),(64 170.6411),(65 171.04134),(66 170.2874),(67 171.56345),(68 172.35709),(69 170.86104),(70 170.70284),(71 170.77763),(72 173.41206),(73 172.87297),(74 172.79678),(75 173.14792),(76 172.96637),(77 172.93652),(78 172.97739),(79 170.5838),
(1 85.96118),(2 107.19998),(3 121.248726),(4 128.99649),(5 134.70073),(6 138.79765),(7 140.87186),(8 143.84383),(9 147.98062),(10 149.26628),(11 150.51154),(12 151.90997),(13 153.92432),(14 155.39717),(15 155.71562),(16 155.85544),(17 157.17639),(18 157.88728),(19 160.27492),(20 159.94688),(21 161.51768),(22 161.7302),(23 163.30733),(24 164.76718),(25 166.24226),(26 166.34444),(27 165.94926),(28 165.49617),(29 166.69016),(30 168.01067),(31 167.54063),(32 166.5595),(33 166.96368),(34 166.43942),(35 165.53046),(36 164.29791),(37 163.9366),(38 163.4897),(39 164.1865),(40 164.90887),(41 164.85559),(42 165.18735),(43 163.99109),(44 165.02005),(45 164.81963),(46 165.29794),(47 166.46333),(48 167.28076),(49 169.26694),(50 168.58932),(51 168.14162),(52 168.55588),(53 168.77895),(54 169.75642),(55 169.93568),(56 169.50499),(57 168.08961),(58 169.77655),(59 170.04384),(60 170.81206),(61 171.04143),(62 171.992),(63 171.8121),(64 172.18962),(65 172.8305),(66 172.16217),(67 171.65808),(68 172.69771),(69 172.55302),(70 172.596),(71 172.48729),(72 174.19487),(73 173.47443),(74 172.6959),(75 171.91982),(76 171.8868),(77 170.4957),(78 169.8452),(79 168.79958),
(1 85.07843),(2 106.95038),(3 119.51879),(4 128.54065),(5 132.8931),(6 137.32837),(7 141.27917),(8 143.40083),(9 145.33606),(10 146.06604),(11 149.4873),(12 149.99382),(13 152.23341),(14 153.74309),(15 155.04886),(16 155.95229),(17 158.0567),(18 157.69363),(19 159.69452),(20 161.06847),(21 161.4272),(22 161.20639),(23 161.38956),(24 161.98796),(25 162.82559),(26 163.777),(27 163.64099),(28 162.68156),(29 163.2392),(30 163.36215),(31 162.0923),(32 160.81567),(33 160.75523),(34 161.32886),(35 160.97685),(36 159.57909),(37 161.7299),(38 163.4637),(39 163.20314),(40 164.39737),(41 164.30344),(42 164.29774),(43 163.76613),(44 162.96457),(45 162.97855),(46 164.64969),(47 163.24554),(48 164.69084),(49 165.35574),(50 164.27528),(51 165.75146),(52 164.71024),(53 165.27812),(54 165.48169),(55 166.31299),(56 166.18057),(57 165.93024),(58 167.25418),(59 165.40515),(60 166.75851),(61 165.91098),(62 166.24149),(63 164.47832),(64 164.93732),(65 166.59444),(66 167.18925),(67 166.44887),(68 166.37291),(69 166.09172),(70 166.0939),(71 166.879),(72 166.36922),(73 165.84671),(74 165.91293),(75 166.78972),(76 167.46826),(77 166.99605),(78 167.08945),(79 167.44049),
(1 85.94228),(2 107.41413),(3 120.67148),(4 127.3389),(5 132.2218),(6 137.31),(7 140.1955),(8 143.00803),(9 144.69272),(10 148.45453),(11 149.25912),(12 151.62093),(13 153.33241),(14 153.04373),(15 153.98509),(16 155.3136),(17 156.84238),(18 157.66766),(19 157.8513),(20 157.75711),(21 158.12372),(22 158.8975),(23 159.54648),(24 161.60042),(25 161.31435),(26 162.27585),(27 162.65405),(28 161.86868),(29 161.74301),(30 162.29436),(31 162.05719),(32 160.25133),(33 158.82668),(34 159.13773),(35 157.46365),(36 157.23012),(37 158.02174),(38 159.00679),(39 158.74678),(40 161.25601),(41 163.41866),(42 163.50037),(43 163.34238),(44 161.95541),(45 163.24016),(46 164.12604),(47 163.30772),(48 164.14215),(49 166.13623),(50 165.59703),(51 165.90375),(52 166.80223),(53 165.25148),(54 164.50067),(55 165.35033),(56 165.34607),(57 166.92076),(58 165.663),(59 165.48402),(60 165.52196),(61 165.65501),(62 167.06012),(63 164.8223),(64 165.13902),(65 166.50731),(66 166.99857),(67 165.77963),(68 166.95091),(69 168.27885),(70 168.17435),(71 167.98766),(72 167.00603),(73 165.61925),(74 164.58975),(75 165.11084),(76 164.44753),(77 163.38393),(78 163.85925),(79 162.84363),
(1 84.429756),(2 104.205696),(3 115.949326),(4 124.30301),(5 130.11446),(6 135.45914),(7 137.90219),(8 139.77171),(9 142.75885),(10 145.55418),(11 148.64142),(12 149.53195),(13 152.92424),(14 152.88307),(15 155.23228),(16 156.36174),(17 156.16785),(18 156.9097),(19 158.6936),(20 158.14757),(21 159.8829),(22 160.00713),(23 161.24931),(24 161.80635),(25 162.50494),(26 163.25429),(27 163.23094),(28 163.15804),(29 163.42143),(30 164.3974),(31 163.53763),(32 163.82947),(33 164.49683),(34 163.7861),(35 165.03072),(36 165.10085),(37 165.39983),(38 164.96793),(39 164.0317),(40 163.58572),(41 163.26306),(42 164.45918),(43 163.83987),(44 165.30893),(45 163.90446),(46 164.38614),(47 165.68808),(48 166.00757),(49 166.23149),(50 166.58522),(51 166.98923),(52 167.47598),(53 167.56354),(54 167.09221),(55 165.78392),(56 164.88661),(57 164.99757),(58 164.97588),(59 166.09381),(60 166.5491),(61 165.79842),(62 167.0766),(63 165.7337),(64 167.00566),(65 167.11261),(66 167.16061),(67 165.78574),(68 167.02975),(69 168.00641),(70 167.65276),(71 166.91432),(72 166.17381),(73 166.0422),(74 165.73373),(75 165.82211),(76 164.68861),(77 165.69438),(78 164.91307),(79 163.96191),
(1 82.58746),(2 103.3209),(3 114.90543),(4 122.76391),(5 127.82498),(6 131.55461),(7 135.55707),(8 136.69818),(9 138.83435),(10 140.9059),(11 145.02496),(12 144.5774),(13 147.04558),(14 149.30562),(15 150.43024),(16 150.41241),(17 150.42473),(18 150.21979),(19 150.86938),(20 152.28728),(21 153.15335),(22 156.30788),(23 156.16077),(24 158.28633),(25 158.7449),(26 159.54442),(27 159.80113),(28 158.08246),(29 157.58463),(30 157.97458),(31 155.03099),(32 156.107),(33 156.54736),(34 157.23337),(35 156.97188),(36 156.90147),(37 158.39764),(38 158.47215),(39 157.09839),(40 157.91718),(41 158.41536),(42 156.68466),(43 157.64488),(44 158.93153),(45 158.87605),(46 160.10992),(47 160.90791),(48 161.96103),(49 164.47105),(50 161.99062),(51 161.80368),(52 160.49095),(53 161.39824),(54 161.31982),(55 161.1681),(56 160.9028),(57 160.81154),(58 161.59563),(59 161.7653),(60 162.3208),(61 160.62947),(62 160.24861),(63 161.23161),(64 162.22961),(65 161.33348),(66 162.04678),(67 161.9296),(68 162.80719),(69 163.57045),(70 163.6449),(71 163.25919),(72 162.92006),(73 162.53487),(74 162.45737),(75 160.94267),(76 159.54773),(77 160.44981),(78 160.59972),(79 160.6421),
(1 81.6512),(2 101.03366),(3 115.228004),(4 124.19418),(5 129.80891),(6 134.3953),(7 136.97842),(8 139.41484),(9 142.85443),(10 144.66063),(11 146.0431),(12 146.88449),(13 147.47182),(14 148.91736),(15 151.1641),(16 152.0857),(17 153.75717),(18 154.96756),(19 155.63606),(20 156.11574),(21 156.41093),(22 157.99406),(23 158.78247),(24 161.01537),(25 160.14926),(26 161.02353),(27 160.89827),(28 158.91132),(29 159.88469),(30 159.18103),(31 160.0717),(32 158.83571),(33 160.2202),(34 159.0539),(35 157.86113),(36 157.31586),(37 158.32196),(38 157.55745),(39 157.51859),(40 157.38826),(41 156.87997),(42 158.29468),(43 160.02608),(44 160.95938),(45 160.1691),(46 161.85434),(47 162.55168),(48 163.27461),(49 164.97925),(50 164.72018),(51 165.2202),(52 165.44896),(53 165.52525),(54 166.59776),(55 166.56343),(56 164.37857),(57 166.2466),(58 165.94186),(59 164.87578),(60 165.2611),(61 165.9111),(62 165.94963),(63 165.49448),(64 164.69652),(65 165.39066),(66 166.33438),(67 165.84756),(68 166.3301),(69 165.93634),(70 166.27434),(71 166.75093),(72 165.16103),(73 166.66304),(74 165.54434),(75 165.6408),(76 164.57005),(77 163.51782),(78 163.32428),(79 163.85736),
(1 81.64997),(2 99.72177),(3 112.01681),(4 120.040085),(5 125.203476),(6 131.12762),(7 132.49168),(8 134.55565),(9 135.41866),(10 138.31804),(11 139.52502),(12 141.35924),(13 142.7396),(14 143.89651),(15 146.32037),(16 147.08757),(17 148.88881),(18 148.91515),(19 150.83426),(20 150.67418),(21 150.55772),(22 151.72424),(23 152.57617),(24 154.11115),(25 155.84021),(26 158.13354),(27 157.26532),(28 157.64049),(29 158.0667),(30 158.04924),(31 157.99724),(32 156.34409),(33 155.94756),(34 155.52795),(35 156.21461),(36 156.46053),(37 155.56998),(38 157.49977),(39 158.48154),(40 157.491),(41 157.17845),(42 157.49712),(43 159.04541),(44 158.57939),(45 158.6143),(46 158.5592),(47 160.17442),(48 159.7632),(49 161.0671),(50 160.72334),(51 160.14651),(52 160.66394),(53 160.55028),(54 159.64754),(55 160.51694),(56 161.0447),(57 160.87831),(58 162.27477),(59 161.71046),(60 159.96515),(61 159.74881),(62 160.32306),(63 160.34137),(64 160.57101),(65 158.86374),(66 160.41742),(67 161.2386),(68 162.23329),(69 161.84222),(70 162.81366),(71 162.1683),(72 161.33533),(73 161.44934),(74 159.20525),(75 159.18478),(76 161.33644),(77 159.28232),(78 159.8828),(79 158.78503),
(1 79.906166),(2 100.00364),(3 113.57786),(4 121.23188),(5 126.83775),(6 129.73947),(7 131.9739),(8 133.48717),(9 136.4275),(10 138.50581),(11 140.32283),(12 142.37448),(13 142.78918),(14 145.19475),(15 145.61758),(16 147.65475),(17 149.221),(18 149.27832),(19 148.70416),(20 149.58553),(21 150.92874),(22 152.46579),(23 154.31456),(24 155.0157),(25 155.443),(26 156.12411),(27 157.32385),(28 156.8807),(29 156.92601),(30 157.03513),(31 157.61685),(32 157.81714),(33 156.52454),(34 157.3925),(35 156.90617),(36 158.71693),(37 156.34328),(38 156.08424),(39 155.4596),(40 155.04294),(41 157.19081),(42 157.71031),(43 159.11655),(44 158.51369),(45 158.70117),(46 159.57076),(47 159.87537),(48 160.07135),(49 161.08717),(50 161.42528),(51 160.56064),(52 160.23195),(53 160.91563),(54 161.74779),(55 161.36244),(56 161.48497),(57 161.47055),(58 163.08043),(59 163.23155),(60 162.99074),(61 163.0271),(62 164.12404),(63 163.89491),(64 163.22127),(65 162.992),(66 163.23708),(67 164.07402),(68 164.82845),(69 165.27182),(70 166.94597),(71 167.97983),(72 166.53249),(73 165.34398),(74 165.12384),(75 165.84137),(76 163.73749),(77 163.42462),(78 162.49068),(79 161.98375),
(1 80.54617),(2 100.79785),(3 111.59583),(4 121.032585),(5 128.00642),(6 131.24957),(7 135.3256),(8 137.68547),(9 140.79013),(10 142.70026),(11 145.07603),(12 144.3401),(13 147.42853),(14 149.05122),(15 152.17455),(16 152.48634),(17 156.22711),(18 158.32092),(19 157.72462),(20 158.46815),(21 157.92116),(22 160.01024),(23 159.89702),(24 161.17973),(25 158.94905),(26 159.37419),(27 161.25858),(28 161.5039),(29 162.03113),(30 161.09175),(31 162.37114),(32 161.05034),(33 160.28697),(34 159.5567),(35 157.86525),(36 159.74681),(37 160.95897),(38 161.26598),(39 160.49693),(40 159.3547),(41 159.54108),(42 158.9201),(43 157.91652),(44 159.13715),(45 158.40884),(46 159.28496),(47 158.99855),(48 158.00455),(49 158.01674),(50 159.5276),(51 160.06233),(52 159.71494),(53 159.6433),(54 158.73189),(55 159.54015),(56 160.51697),(57 160.57225),(58 162.20964),(59 163.67102),(60 163.63713),(61 163.93565),(62 163.36491),(63 163.1865),(64 165.18306),(65 163.41792),(66 162.24968),(67 161.03902),(68 161.27708),(69 161.9379),(70 162.01328),(71 160.38441),(72 160.36165),(73 159.07922),(74 157.99457),(75 157.67294),(76 157.86243),(77 156.7732),(78 156.24658),(79 156.74355),
(1 78.69725),(2 96.49628),(3 107.28584),(4 115.97608),(5 120.220116),(6 125.174255),(7 128.8419),(8 130.37398),(9 132.98439),(10 134.31302),(11 135.5681),(12 135.368),(13 136.32771),(14 139.30003),(15 140.67574),(16 141.32715),(17 143.17076),(18 143.2169),(19 145.20149),(20 146.49797),(21 146.99974),(22 147.54651),(23 147.94958),(24 150.47343),(25 150.26765),(26 150.98393),(27 149.89322),(28 150.38202),(29 151.06407),(30 150.71942),(31 150.96594),(32 150.48732),(33 150.10121),(34 150.96507),(35 150.44429),(36 150.51584),(37 150.39206),(38 150.69786),(39 151.63124),(40 150.20683),(41 150.22476),(42 151.3617),(43 151.8499),(44 153.32867),(45 152.94412),(46 153.59409),(47 153.6388),(48 154.54167),(49 155.19182),(50 154.90105),(51 154.33815),(52 154.42337),(53 154.7273),(54 154.50133),(55 155.01985),(56 154.94246),(57 155.24182),(58 155.87256),(59 156.13553),(60 157.53821),(61 157.51654),(62 157.54301),(63 156.16711),(64 156.62897),(65 155.87192),(66 156.29968),(67 157.25609),(68 157.9571),(69 158.03598),(70 157.36949),(71 158.01152),(72 157.41014),(73 156.26935),(74 155.368),(75 156.94307),(76 156.86652),(77 156.89789),(78 156.68044),(79 155.55238),
