1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 53496.35),(2 205947),(3 450620.13),(4 778281.8),(5 1183983.8),(6 1652718.8),(7 2186661.3),(8 2768129),(9 3394244.8),(10 4055608.3),(11 4761341),(12 5481932),(13 6214560),(14 6938049.5),(15 7634187),(16 8293562.5),(17 8916328),(18 9480572),(19 9992557),(20 10433546),(21 10792143),(22 11070931),(23 11264299),(24 11381020),(25 11422344),(26 11418978),(27 11359642),(28 11245456),(29 11094973),(30 10917304),(31 10717985),(32 10496740),(33 10298586),(34 10100753),(35 9911271),(36 9737618),(37 9588136),(38 9448188),(39 9322608),(40 9217259),(41 9132896),(42 9060168),(43 9025294),(44 9001593),(45 9004878),(46 9045646),(47 9092986),(48 9173441),(49 9279313),(50 9397235),(51 9523098),(52 9646516),(53 9793590),(54 9939873),(55 10082882),(56 10201643),(57 10325510),(58 10426778),(59 10529809),(60 10627217),(61 10716433),(62 10784179),(63 10859830),(64 10920562),(65 10964090),(66 10997441),(67 11021201),(68 11028591),(69 11032383),(70 11022765),(71 10996929),(72 10967860),(73 10905663),(74 10826124),(75 10738346),(76 10631439),(77 10513518),(78 10386602),(79 10257188),
(1 49081.406),(2 185572.92),(3 404077.28),(4 693934.56),(5 1042534.2),(6 1433461.6),(7 1864471.6),(8 2316126.3),(9 2781181),(10 3257947.8),(11 3743158),(12 4215738.5),(13 4685666.5),(14 5126315.5),(15 5537446),(16 5911566.5),(17 6245192.5),(18 6522505.5),(19 6757006.5),(20 6948041.5),(21 7087700),(22 7189555.5),(23 7266084.5),(24 7316608.5),(25 7342458),(26 7345874.5),(27 7325270.5),(28 7284933.5),(29 7210311.5),(30 7137266),(31 7065848.5),(32 6986241.5),(33 6925504),(34 6851661.5),(35 6764242),(36 6674828),(37 6591752),(38 6503237.5),(39 6420278.5),(40 6344532),(41 6263590),(42 6185232),(43 6124952),(44 6068929.5),(45 6037189.5),(46 6039536),(47 6058269.5),(48 6099289.5),(49 6176179.5),(50 6279712),(51 6398778.5),(52 6529962.5),(53 6682220.5),(54 6813876),(55 6938360.5),(56 7045700),(57 7164574.5),(58 7290264),(59 7415925.5),(60 7530050.5),(61 7630941.5),(62 7708620),(63 7780728),(64 7839828.5),(65 7883392),(66 7906084.5),(67 7909898.5),(68 7881270),(69 7826709.5),(70 7752462),(71 7657006.5),(72 7539618.5),(73 7389848),(74 7211518.5),(75 7031172.5),(76 6862832),(77 6715450.5),(78 6601278.5),(79 6519352.5),
(1 46146.16),(2 177159.7),(3 385679.25),(4 664926.25),(5 1002829.8),(6 1378541.1),(7 1791185.9),(8 2223785.5),(9 2668447.3),(10 3134203.5),(11 3609140.5),(12 4069943.3),(13 4524113.5),(14 4947567.5),(15 5327469.5),(16 5663369.5),(17 5955517.5),(18 6193398),(19 6371124.5),(20 6490311.5),(21 6563179.5),(22 6591838.5),(23 6582565),(24 6556496),(25 6499865),(26 6426432),(27 6342118.5),(28 6237501.5),(29 6142406.5),(30 6062226),(31 5993961),(32 5924790.5),(33 5886121),(34 5846725),(35 5816368),(36 5793519.5),(37 5789716.5),(38 5787982.5),(39 5774189),(40 5747500),(41 5715049),(42 5667188.5),(43 5630094),(44 5593705.5),(45 5555919.5),(46 5532102.5),(47 5515456.5),(48 5489767),(49 5475908.5),(50 5467156.5),(51 5451778.5),(52 5428455.5),(53 5419227),(54 5412815.5),(55 5407967.5),(56 5414709),(57 5443059),(58 5486270),(59 5536848.5),(60 5592191.5),(61 5647904.5),(62 5704987),(63 5765161),(64 5831689),(65 5893185.5),(66 5936438.5),(67 5958925),(68 5953618),(69 5922624),(70 5858702),(71 5780139.5),(72 5692526.5),(73 5585894.5),(74 5480686),(75 5379929),(76 5298911),(77 5236879),(78 5188690.5),(79 5163350.5),
(1 36484.047),(2 138702.94),(3 302910.25),(4 518347.2),(5 776029.25),(6 1066513.4),(7 1386869.8),(8 1733847.6),(9 2103072.5),(10 2488290.5),(11 2880234.5),(12 3269940.3),(13 3653464.8),(14 4014275),(15 4338874.5),(16 4610847.5),(17 4842814.5),(18 5029870.5),(19 5154241.5),(20 5223402),(21 5253273),(22 5239161),(23 5196902.5),(24 5139149),(25 5053346),(26 4963816.5),(27 4877139),(28 4787641.5),(29 4707948),(30 4645009.5),(31 4604500),(32 4571974.5),(33 4555790),(34 4541894.5),(35 4534829.5),(36 4529854.5),(37 4526140),(38 4513757),(39 4487783.5),(40 4451557),(41 4404376),(42 4354341),(43 4312399.5),(44 4265280.5),(45 4218523),(46 4170569.3),(47 4125118.5),(48 4088437.8),(49 4049685),(50 4010866),(51 3963233),(52 3909731),(53 3849588.8),(54 3776879),(55 3702404.3),(56 3620004.8),(57 3545500.5),(58 3480446),(59 3436160.8),(60 3411034.5),(61 3400915.8),(62 3407327.3),(63 3428707.5),(64 3463839.3),(65 3508311),(66 3562875.3),(67 3621308.5),(68 3685135.8),(69 3757669.5),(70 3829505.5),(71 3911135),(72 4005152.8),(73 4100155.3),(74 4213130.5),(75 4333308),(76 4458954),(77 4589668),(78 4720211),(79 4839386),
(1 41210.906),(2 157263.44),(3 341987.94),(4 583382.94),(5 872952.25),(6 1200296),(7 1561107.8),(8 1946728.9),(9 2341987),(10 2739526.8),(11 3128523.3),(12 3497473.8),(13 3851428.8),(14 4163633.5),(15 4424898),(16 4634293.5),(17 4800288.5),(18 4919535),(19 5004530.5),(20 5061385.5),(21 5100552.5),(22 5122767.5),(23 5144007),(24 5175957.5),(25 5209060),(26 5258013.5),(27 5307020),(28 5354666),(29 5408562),(30 5458191),(31 5510643.5),(32 5548978.5),(33 5595444),(34 5620333.5),(35 5627020),(36 5608262),(37 5580706.5),(38 5529034),(39 5464509),(40 5404066.5),(41 5346685.5),(42 5282653),(43 5229009),(44 5172912.5),(45 5109835.5),(46 5057545.5),(47 4996716),(48 4934107.5),(49 4876325.5),(50 4828231.5),(51 4781179.5),(52 4761172.5),(53 4766622),(54 4776843.5),(55 4805038),(56 4836122.5),(57 4883630),(58 4929196),(59 4981712.5),(60 5034884.5),(61 5083554.5),(62 5127075),(63 5164349.5),(64 5191108),(65 5200975),(66 5202327),(67 5187187),(68 5173886),(69 5163582),(70 5156940),(71 5168397.5),(72 5195024.5),(73 5222131),(74 5251056.5),(75 5278290.5),(76 5311470),(77 5341639),(78 5362960.5),(79 5377531.5),
(1 41408.49),(2 157478.08),(3 337818.5),(4 568930.3),(5 832369.3),(6 1116509.9),(7 1412728.3),(8 1713919.4),(9 2010391.3),(10 2303111.5),(11 2579841),(12 2838693.8),(13 3079409.5),(14 3289133.3),(15 3452894.5),(16 3567551.5),(17 3629433.3),(18 3639438.5),(19 3615695.5),(20 3572891.5),(21 3523188.5),(22 3465932.8),(23 3407998.5),(24 3352368.3),(25 3295733.8),(26 3249189.3),(27 3218359),(28 3202728.3),(29 3204269),(30 3225643),(31 3264294.5),(32 3306465.5),(33 3364796.8),(34 3427448),(35 3482665.8),(36 3530215.5),(37 3577190.8),(38 3618072.3),(39 3666491.8),(40 3729909.8),(41 3806537),(42 3891953),(43 3986966.8),(44 4084348.8),(45 4174405.8),(46 4266558.5),(47 4335929.5),(48 4380398.5),(49 4412148.5),(50 4426452.5),(51 4421462),(52 4412932.5),(53 4398655),(54 4378129.5),(55 4349437.5),(56 4305615.5),(57 4264418.5),(58 4215801.5),(59 4166971.5),(60 4120132.3),(61 4078722.3),(62 4037226.3),(63 4001662.5),(64 3968821.3),(65 3937231.3),(66 3917032),(67 3898842.8),(68 3884807.3),(69 3863091.5),(70 3837217.5),(71 3813871.3),(72 3789798.3),(73 3748369.8),(74 3701388.8),(75 3642395.8),(76 3575908.3),(77 3504459.5),(78 3427376.5),(79 3340191),
(1 50721.953),(2 193156.61),(3 413233.47),(4 694843.7),(5 1018751.25),(6 1366828.9),(7 1723386.9),(8 2078818.1),(9 2423210.8),(10 2749008),(11 3042974.5),(12 3293194.3),(13 3493680),(14 3633861.8),(15 3714940.3),(16 3739414.5),(17 3712785.5),(18 3648910.3),(19 3562207),(20 3472995.8),(21 3387513.8),(22 3314047),(23 3254392.5),(24 3218112.3),(25 3199894.8),(26 3211513.8),(27 3253828.3),(28 3326647.8),(29 3426114.8),(30 3544361.3),(31 3678825.3),(32 3812151.8),(33 3941487),(34 4052705.5),(35 4137382.3),(36 4193884.3),(37 4224156),(38 4223158.5),(39 4195297.5),(40 4149477.5),(41 4090934.3),(42 4020136.8),(43 3943528.5),(44 3856116.5),(45 3756882.5),(46 3657405),(47 3557165.8),(48 3461194.3),(49 3382385),(50 3313017.3),(51 3253482.3),(52 3214079.3),(53 3189956.5),(54 3175389.5),(55 3170537.8),(56 3159601.5),(57 3160706.3),(58 3172515.8),(59 3194854.3),(60 3235802.5),(61 3286717.8),(62 3345106.5),(63 3412355.5),(64 3481193.3),(65 3549581.5),(66 3624475),(67 3701851.8),(68 3775557.3),(69 3843410),(70 3902490.3),(71 3963275.3),(72 4009504.5),(73 4035856.3),(74 4047843),(75 4046520.8),(76 4034722.5),(77 4014032.8),(78 3979841),(79 3937896.8),
(1 41583.688),(2 155665.45),(3 329531.2),(4 550344.8),(5 796216.06),(6 1058577.9),(7 1335334.5),(8 1614038.8),(9 1892687.1),(10 2162103),(11 2413267),(12 2641268.8),(13 2835782.8),(14 2983320.3),(15 3088618.5),(16 3151553.3),(17 3183107.5),(18 3187858),(19 3171542),(20 3148151.8),(21 3122566.8),(22 3096139.3),(23 3075943.8),(24 3066182),(25 3073531.3),(26 3111442.8),(27 3178755),(28 3276779),(29 3402846),(30 3536811.3),(31 3669036.5),(32 3788253.3),(33 3904893),(34 4003621.8),(35 4093858.5),(36 4168417.5),(37 4239926.5),(38 4299543),(39 4349033.5),(40 4382174),(41 4401495.5),(42 4416118.5),(43 4436504),(44 4444305),(45 4437643.5),(46 4420762),(47 4390849),(48 4352248),(49 4304017.5),(50 4246447),(51 4178992),(52 4102154.8),(53 4029671.8),(54 3949649.5),(55 3877872.8),(56 3810792),(57 3764405.3),(58 3728647.8),(59 3707650),(60 3696569),(61 3702751),(62 3721504.5),(63 3748317),(64 3778704.3),(65 3811319.3),(66 3850586),(67 3890754.5),(68 3933416.5),(69 3971992.8),(70 4004585.5),(71 4035998.8),(72 4053144.8),(73 4050480.5),(74 4037828),(75 4014083.5),(76 3986527.5),(77 3951110),(78 3907058.5),(79 3862399),
(1 41917.344),(2 156417.44),(3 330717.53),(4 546756.5),(5 784775.8),(6 1036903.56),(7 1303072.3),(8 1573559),(9 1843224.4),(10 2102675),(11 2333286),(12 2526854.5),(13 2684997.8),(14 2797083.3),(15 2861781.5),(16 2882117),(17 2872061.8),(18 2839671),(19 2797275),(20 2754609.3),(21 2718966.8),(22 2687149),(23 2658008.8),(24 2637504.5),(25 2631309),(26 2650628.3),(27 2697071),(28 2759645),(29 2835249.8),(30 2911347.5),(31 2981334),(32 3047770),(33 3109415),(34 3164971),(35 3221232.8),(36 3278777.3),(37 3338117.5),(38 3394799),(39 3448302),(40 3484323.3),(41 3514424.5),(42 3521141.8),(43 3513660),(44 3487950.8),(45 3446264.3),(46 3393527.5),(47 3331191),(48 3258661.5),(49 3188789.5),(50 3129785),(51 3069218.8),(52 3008749.5),(53 2958247.5),(54 2918129),(55 2894316),(56 2891535.5),(57 2912088),(58 2937140),(59 2961367.5),(60 2982395.3),(61 3004041.5),(62 3020655),(63 3030744.5),(64 3031432.3),(65 3025578.5),(66 3014005.3),(67 2997388),(68 2972165.5),(69 2928810.5),(70 2875098.8),(71 2819835),(72 2771786),(73 2729629),(74 2715784),(75 2728417.5),(76 2761033.8),(77 2804545),(78 2865834.8),(79 2937371.5),
(1 37376.32),(2 140918.95),(3 297236.16),(4 493953.72),(5 715385.3),(6 949658.6),(7 1190953.5),(8 1426957.8),(9 1649053.1),(10 1851981.9),(11 2025964.8),(12 2164009.5),(13 2271620),(14 2343013.5),(15 2381798.5),(16 2395374.8),(17 2391485.3),(18 2378550.5),(19 2366350.3),(20 2360493.5),(21 2365650.8),(22 2374871.5),(23 2383042.3),(24 2392162.3),(25 2398923),(26 2406282.5),(27 2411822.5),(28 2412117),(29 2400717.8),(30 2370864.8),(31 2329569.3),(32 2274332.5),(33 2212007.8),(34 2140591),(35 2062107.3),(36 1990904.4),(37 1928071.4),(38 1875205.6),(39 1838322.6),(40 1811928.3),(41 1801558.1),(42 1807280.4),(43 1830695.6),(44 1860964.8),(45 1898681.8),(46 1945995.9),(47 2002681.5),(48 2061940.4),(49 2120589.5),(50 2176458.8),(51 2218379.3),(52 2250480.8),(53 2279658),(54 2305548),(55 2337749.5),(56 2370735.3),(57 2406248.8),(58 2438192),(59 2468747.8),(60 2498202.5),(61 2526832),(62 2548953.8),(63 2568528.5),(64 2583405.8),(65 2598853.3),(66 2615887.5),(67 2645189.8),(68 2670519.8),(69 2686828.3),(70 2706558),(71 2739782.5),(72 2779274.5),(73 2821923),(74 2873308),(75 2920349),(76 2968135.3),(77 3005716.8),(78 3037501),(79 3064507),
(1 32685.328),(2 122299.66),(3 255851.38),(4 416830.9),(5 592262.75),(6 766285.4),(7 938503.75),(8 1104652.4),(9 1260603.5),(10 1403798),(11 1528933.4),(12 1631052.6),(13 1707915.3),(14 1759335),(15 1790416.5),(16 1804224.8),(17 1811713.6),(18 1817876.1),(19 1833634.3),(20 1861417),(21 1898845),(22 1939926.4),(23 1982049.1),(24 2027044.4),(25 2068824.9),(26 2113601),(27 2151396),(28 2183192.8),(29 2202783.5),(30 2207030.8),(31 2195934.3),(32 2163785.8),(33 2125681.5),(34 2078341),(35 2022940.8),(36 1969213.8),(37 1916790.9),(38 1864628.5),(39 1821936.6),(40 1784345.5),(41 1752303.8),(42 1726115.5),(43 1709443.4),(44 1697415.4),(45 1688802),(46 1688944.4),(47 1702685.4),(48 1730195.3),(49 1768219.1),(50 1810938),(51 1847414.5),(52 1873800.3),(53 1897365.5),(54 1914937.3),(55 1930934.4),(56 1945816.9),(57 1952603.9),(58 1944852.8),(59 1924904.5),(60 1897250.8),(61 1868542.4),(62 1843380.8),(63 1824941.6),(64 1813722),(65 1808755.8),(66 1814268.8),(67 1836264.3),(68 1876445.8),(69 1920583.8),(70 1975248.3),(71 2036398.6),(72 2098122.5),(73 2152696),(74 2205341.5),(75 2252830),(76 2304861),(77 2356662),(78 2403862.8),(79 2447756),
(1 30842.5),(2 113201.766),(3 233668.78),(4 379684.25),(5 540537.1),(6 703675.75),(7 863540.25),(8 1011899.1),(9 1148376.3),(10 1271876.4),(11 1373607),(12 1446495.5),(13 1492522.1),(14 1515986.5),(15 1522700.6),(16 1522489.1),(17 1525322.5),(18 1536118.6),(19 1553240.5),(20 1582731.3),(21 1617861.6),(22 1654676.3),(23 1698800.6),(24 1751580.6),(25 1802363.1),(26 1850397.1),(27 1887597.5),(28 1911744.3),(29 1917473.4),(30 1908225.4),(31 1891103.4),(32 1870561.1),(33 1853198.8),(34 1841409.8),(35 1834582.4),(36 1835763.1),(37 1838526.9),(38 1835112.3),(39 1830916.8),(40 1827607.9),(41 1828314),(42 1826755.8),(43 1830441.5),(44 1830118.6),(45 1834300.6),(46 1845657),(47 1860782.3),(48 1882991.1),(49 1906959.5),(50 1929063.4),(51 1950995.1),(52 1972868),(53 2003091.4),(54 2029965.8),(55 2051797.1),(56 2061206.6),(57 2058865.8),(58 2050699.1),(59 2034309.1),(60 2008810.9),(61 1983324),(62 1959293.5),(63 1941463.4),(64 1926489.5),(65 1913944.6),(66 1911517.8),(67 1917307.5),(68 1930623.4),(69 1950625.1),(70 1972817.8),(71 1996336),(72 2029724.6),(73 2066859.4),(74 2104596.3),(75 2142722.8),(76 2182015.5),(77 2214090.8),(78 2240703),(79 2265537),
(1 30937.674),(2 115748.21),(3 241643.8),(4 393253.6),(5 552466),(6 707767.7),(7 859601.2),(8 997579.4),(9 1120515.3),(10 1228244.6),(11 1315717.8),(12 1382182.6),(13 1429698.9),(14 1457481),(15 1463658.8),(16 1456853.3),(17 1446388.5),(18 1433129.3),(19 1423010.8),(20 1420382.8),(21 1428794.4),(22 1444581.8),(23 1465260.5),(24 1492213.6),(25 1522139.9),(26 1555622.4),(27 1587396.3),(28 1616187.9),(29 1637936),(30 1653409.1),(31 1660995),(32 1666457.6),(33 1671046.8),(34 1667078.9),(35 1662485.6),(36 1649715.8),(37 1633578.6),(38 1611315.4),(39 1582223.3),(40 1559718),(41 1545122),(42 1536976.1),(43 1537235),(44 1543002.8),(45 1556005),(46 1579816.9),(47 1610115.4),(48 1640028.3),(49 1671291),(50 1701803.5),(51 1723436.3),(52 1742529.5),(53 1760482.3),(54 1768405.6),(55 1768295.9),(56 1753693.8),(57 1732878.9),(58 1713477.6),(59 1698509.6),(60 1686209.1),(61 1678367.9),(62 1675919.3),(63 1677294.8),(64 1682301.3),(65 1690543.1),(66 1709231.9),(67 1738295.1),(68 1768889.1),(69 1796146.6),(70 1818759.9),(71 1838589.4),(72 1855770),(73 1877435.4),(74 1896335.9),(75 1904117.8),(76 1901239.3),(77 1897298),(78 1894230.1),(79 1891112.4),
(1 33179.52),(2 124151.89),(3 259470.05),(4 417979.8),(5 579147.8),(6 738278.7),(7 890962.5),(8 1024783.2),(9 1134758.3),(10 1222957.8),(11 1286170.4),(12 1325132.6),(13 1344866.6),(14 1343598.1),(15 1325874.5),(16 1299855.5),(17 1273979.4),(18 1251993.9),(19 1242971.1),(20 1248102.8),(21 1268627.5),(22 1300392.8),(23 1340445.5),(24 1382811.3),(25 1426484),(26 1478387.5),(27 1528349),(28 1575238.6),(29 1620880.9),(30 1660160.1),(31 1688723.5),(32 1703200.9),(33 1711364.1),(34 1713079.9),(35 1705823.6),(36 1686309.9),(37 1661734),(38 1632590.6),(39 1610380.6),(40 1596769.1),(41 1588398.8),(42 1585899.8),(43 1593659.8),(44 1603079.1),(45 1620809.3),(46 1644784.8),(47 1672304.4),(48 1699168),(49 1723502.9),(50 1741743.3),(51 1746865.1),(52 1747536.1),(53 1742066.3),(54 1725689.3),(55 1702282),(56 1677024),(57 1649312.9),(58 1620179.9),(59 1593566.9),(60 1568923),(61 1550278.9),(62 1539729.8),(63 1535190.8),(64 1537533.9),(65 1544009.1),(66 1557105.3),(67 1577916.8),(68 1596494),(69 1611985.3),(70 1624855.3),(71 1641498.5),(72 1655507.9),(73 1666794.3),(74 1672913.4),(75 1672095.3),(76 1666707.5),(77 1655892.8),(78 1642059.8),(79 1628115),
(1 31173.715),(2 113800.05),(3 228065.28),(4 356070.06),(5 489285.8),(6 623170.3),(7 749429.44),(8 862205.5),(9 959797),(10 1041610.1),(11 1100683.5),(12 1139696.4),(13 1159355.3),(14 1152508.8),(15 1129033.3),(16 1102029.9),(17 1078956.3),(18 1068925.1),(19 1072341.5),(20 1085829.8),(21 1109730.5),(22 1146663),(23 1194189.4),(24 1251619.9),(25 1314062.6),(26 1377787.8),(27 1437001.6),(28 1486023.9),(29 1521972.3),(30 1545717.1),(31 1556394.5),(32 1556434.5),(33 1551093.4),(34 1542935.5),(35 1536787.3),(36 1532308.5),(37 1528671.9),(38 1520390.4),(39 1513353.6),(40 1507860.6),(41 1504374.6),(42 1505422.9),(43 1510436.6),(44 1516066.3),(45 1525781),(46 1532886.4),(47 1535762.6),(48 1538128.8),(49 1536711.5),(50 1532839.9),(51 1528628.6),(52 1516249.3),(53 1494395.3),(54 1467446.4),(55 1440417.1),(56 1417918),(57 1399654.9),(58 1384891),(59 1374259.3),(60 1367381.8),(61 1364298.9),(62 1364993.3),(63 1372339.4),(64 1385441.9),(65 1402925.4),(66 1424813.9),(67 1448040),(68 1461189.6),(69 1463214.3),(70 1462932.6),(71 1456936.8),(72 1448215.6),(73 1439098),(74 1434479.3),(75 1434668.5),(76 1440764.8),(77 1448029.5),(78 1448174.6),(79 1443533),
(1 28455.488),(2 102377.96),(3 201687.55),(4 307460.63),(5 412488.84),(6 517381.84),(7 618985.8),(8 712029.75),(9 789618.75),(10 853410.7),(11 901669.44),(12 934338.3),(13 954979.8),(14 963021.1),(15 961928),(16 957584.56),(17 959728.1),(18 969688.1),(19 986801.06),(20 1010723.1),(21 1037638.7),(22 1062915.4),(23 1083495.6),(24 1103626.8),(25 1123425.5),(26 1137891.5),(27 1143986.1),(28 1143620.5),(29 1138715.8),(30 1129685.5),(31 1117451.8),(32 1108056.9),(33 1113350.5),(34 1126375.9),(35 1141597.9),(36 1157232.5),(37 1176317),(38 1190177.3),(39 1203451.3),(40 1222156.3),(41 1243956.8),(42 1266013.1),(43 1289036.3),(44 1309268),(45 1324637.3),(46 1331653.8),(47 1327122.9),(48 1314221.1),(49 1296822.5),(50 1281362.6),(51 1268513.4),(52 1254239),(53 1240827),(54 1228334.3),(55 1214691.4),(56 1202702.6),(57 1199158.3),(58 1204085),(59 1214011.3),(60 1225022),(61 1230516.4),(62 1228554.6),(63 1225382.5),(64 1218095.8),(65 1211387.6),(66 1207284.8),(67 1207720.8),(68 1209531.5),(69 1210628.9),(70 1212361.9),(71 1217389.4),(72 1222252),(73 1228369),(74 1241881.8),(75 1257028.6),(76 1272952.8),(77 1286729.1),(78 1298957.1),(79 1313505.3),
(1 27317.156),(2 97443.375),(3 191850.17),(4 294137.47),(5 396155.2),(6 495688.28),(7 591824.94),(8 674748.9),(9 739845.7),(10 791509.44),(11 826225.25),(12 841656.56),(13 845007.94),(14 837742.94),(15 831483.2),(16 832903.44),(17 852386.06),(18 890382.94),(19 938974.94),(20 994965.75),(21 1061176),(22 1133241.1),(23 1204630.8),(24 1272598.6),(25 1331252.3),(26 1375081.1),(27 1402355.3),(28 1414762.3),(29 1415344.3),(30 1408413),(31 1394809.4),(32 1374405.4),(33 1362323.5),(34 1356274.9),(35 1357064.5),(36 1360493.1),(37 1366262.8),(38 1371523.5),(39 1382030.9),(40 1397498.4),(41 1406094.9),(42 1405598),(43 1401523.8),(44 1389184.4),(45 1375563.5),(46 1358517.8),(47 1340173.8),(48 1321390),(49 1305447.5),(50 1289005.3),(51 1268579.3),(52 1243896.9),(53 1227128.5),(54 1221266.8),(55 1226602.5),(56 1232661.8),(57 1236438.3),(58 1241796.6),(59 1248739),(60 1255977.1),(61 1260166.9),(62 1261375.9),(63 1265674.3),(64 1271966.9),(65 1279761.5),(66 1287980.5),(67 1295160.1),(68 1297829.1),(69 1296844.5),(70 1298393.4),(71 1302564),(72 1310778.4),(73 1321112.5),(74 1335272),(75 1353201.4),(76 1374170.1),(77 1391804),(78 1411679.6),(79 1435146.8),
(1 23579.23),(2 84168.04),(3 165864.28),(4 254163.14),(5 338764.34),(6 417358.3),(7 489720.88),(8 552250.7),(9 601410.8),(10 638565.75),(11 663476.8),(12 676945.25),(13 682164.25),(14 679974.56),(15 673772.4),(16 670685),(17 679728.2),(18 699813.8),(19 727945.6),(20 758264.2),(21 787877.5),(22 810765.1),(23 832724.94),(24 857994.9),(25 882208.2),(26 901373.56),(27 916064.8),(28 933672.7),(29 949663.8),(30 964035.1),(31 973914.75),(32 978508.4),(33 984108.06),(34 989354.44),(35 995805.8),(36 1001762.5),(37 1008704.2),(38 1012851),(39 1023718.25),(40 1034739),(41 1035982.7),(42 1025403.44),(43 1016037.5),(44 1008379.1),(45 1003844.25),(46 998158.7),(47 993668.4),(48 989608.2),(49 987113.56),(50 984897.25),(51 982381.8),(52 979917),(53 986480.3),(54 996375.7),(55 1009648.8),(56 1017365.6),(57 1022115),(58 1021089.44),(59 1017646.5),(60 1009939.5),(61 1001893.5),(62 998062.5),(63 1004336.4),(64 1017326.25),(65 1033996.06),(66 1052760.6),(67 1072316.8),(68 1087294.3),(69 1098773.5),(70 1107474.3),(71 1111875.5),(72 1114841.4),(73 1109033.1),(74 1095484.8),(75 1078352.4),(76 1062231),(77 1051898),(78 1044692),(79 1043190.4),
