1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 56.68963),(2 72.578896),(3 82.10005),(4 86.535805),(5 91.43738),(6 95.43547),(7 98.54587),(8 102.40848),(9 105.87319),(10 107.04219),(11 108.330444),(12 109.872856),(13 112.497505),(14 113.00709),(15 113.02218),(16 114.67476),(17 114.97888),(18 115.03213),(19 115.030754),(20 114.68867),(21 114.22217),(22 113.32898),(23 113.58612),(24 113.104576),(25 111.620255),(26 111.75383),(27 112.4685),(28 113.11682),(29 114.242096),(30 113.74363),(31 114.92625),(32 117.27664),(33 118.82344),(34 119.4904),(35 120.943),(36 122.91328),(37 124.5279),(38 125.7652),(39 125.35811),(40 126.45562),(41 127.68327),(42 128.22984),(43 128.22137),(44 127.578255),(45 127.45974),(46 127.822205),(47 126.96553),(48 127.47916),(49 126.557),(50 125.57016),(51 125.89823),(52 125.389114),(53 126.02918),(54 125.10665),(55 124.740166),(56 124.72388),(57 124.14947),(58 123.9167),(59 124.41879),(60 124.18547),(61 123.663025),(62 125.11757),(63 124.61064),(64 124.781525),(65 125.526505),(66 125.4574),(67 125.52402),(68 125.741844),(69 126.68578),(70 126.15627),(71 126.35604),(72 125.99813),(73 126.14217),(74 126.32052),(75 126.807045),(76 126.74354),(77 126.8872),(78 126.780396),(79 127.00173),
(1 54.9599),(2 70.242905),(3 80.05397),(4 83.79669),(5 88.288734),(6 91.949135),(7 95.72666),(8 98.930336),(9 101.768234),(10 102.9884),(11 104.72432),(12 106.122154),(13 107.66347),(14 108.649216),(15 108.89496),(16 109.5586),(17 109.90934),(18 109.38675),(19 109.86291),(20 109.90337),(21 110.58511),(22 109.6368),(23 109.796875),(24 109.7553),(25 109.23737),(26 109.87095),(27 110.13467),(28 109.85068),(29 111.164536),(30 112.848274),(31 113.798874),(32 115.30974),(33 117.20804),(34 116.81944),(35 117.2686),(36 119.179794),(37 120.87406),(38 122.436226),(39 123.1593),(40 122.94197),(41 122.982635),(42 123.502625),(43 123.255005),(44 122.97878),(45 121.27326),(46 121.41924),(47 120.87416),(48 121.06619),(49 120.42259),(50 119.40498),(51 119.90992),(52 118.72314),(53 119.87533),(54 119.24831),(55 119.27241),(56 119.43491),(57 119.87753),(58 119.901245),(59 120.66992),(60 120.14622),(61 120.777985),(62 120.85236),(63 120.479095),(64 120.023125),(65 119.98851),(66 120.90798),(67 120.76126),(68 120.5293),(69 120.74928),(70 120.57142),(71 120.122536),(72 120.008415),(73 119.383095),(74 119.41495),(75 119.03859),(76 118.92561),(77 119.76688),(78 120.391266),(79 121.65019),
(1 55.185932),(2 69.5307),(3 78.76207),(4 83.00141),(5 86.86909),(6 91.386444),(7 93.9556),(8 96.56132),(9 100.02444),(10 102.05013),(11 103.74705),(12 104.5199),(13 107.45605),(14 108.17637),(15 106.80604),(16 107.575615),(17 107.50183),(18 108.093094),(19 108.37517),(20 106.29807),(21 107.59343),(22 107.099014),(23 107.566315),(24 107.0114),(25 106.29131),(26 105.8855),(27 106.31309),(28 107.17714),(29 108.46246),(30 109.0342),(31 109.34455),(32 110.739655),(33 111.714096),(34 113.99844),(35 114.35462),(36 113.637924),(37 115.47691),(38 116.130875),(39 116.83724),(40 118.43916),(41 118.393745),(42 118.58836),(43 118.68281),(44 118.58615),(45 118.17232),(46 118.65578),(47 118.082375),(48 118.26884),(49 118.170654),(50 117.237404),(51 116.844406),(52 116.42138),(53 117.1536),(54 116.76135),(55 116.62303),(56 116.30995),(57 116.13192),(58 115.87948),(59 116.46122),(60 116.870026),(61 116.93818),(62 117.09239),(63 117.411095),(64 117.881546),(65 117.40981),(66 117.08257),(67 118.15315),(68 118.16877),(69 119.040115),(70 118.86116),(71 119.20352),(72 119.318146),(73 118.76089),(74 118.1968),(75 118.04772),(76 117.60791),(77 117.03956),(78 116.758644),(79 116.76988),
(1 54.86631),(2 69.34673),(3 79.24008),(4 83.59816),(5 86.68992),(6 90.948784),(7 93.664764),(8 96.91008),(9 99.71388),(10 102.42595),(11 104.444275),(12 106.08576),(13 108.317764),(14 109.221634),(15 108.91619),(16 110.8657),(17 110.867744),(18 111.75347),(19 112.20168),(20 112.42334),(21 113.74414),(22 114.31555),(23 115.318695),(24 114.38992),(25 113.881905),(26 114.58611),(27 114.452225),(28 114.28167),(29 113.64329),(30 114.28778),(31 114.17024),(32 116.26786),(33 116.954254),(34 118.29406),(35 119.39449),(36 119.3979),(37 121.67341),(38 122.123764),(39 121.64489),(40 123.09041),(41 123.96384),(42 123.83888),(43 123.27886),(44 123.45693),(45 122.601746),(46 120.9978),(47 120.61159),(48 120.69982),(49 120.23787),(50 119.83902),(51 119.18365),(52 118.44188),(53 118.88624),(54 118.30738),(55 118.44821),(56 118.16351),(57 117.60698),(58 118.71648),(59 118.83514),(60 119.1259),(61 118.72725),(62 119.153946),(63 119.26027),(64 119.035835),(65 119.62912),(66 119.99619),(67 121.0428),(68 120.992294),(69 121.25328),(70 119.83111),(71 120.68992),(72 120.742455),(73 120.558266),(74 120.240746),(75 120.08134),(76 119.87982),(77 119.544846),(78 119.58636),(79 120.02437),
(1 53.118366),(2 66.37952),(3 76.12507),(4 79.16027),(5 83.17833),(6 87.175934),(7 88.92721),(8 93.127945),(9 96.144646),(10 97.783005),(11 100.307365),(12 101.36763),(13 102.318275),(14 103.33864),(15 104.03254),(16 104.920456),(17 105.17329),(18 106.35504),(19 105.72099),(20 105.5451),(21 105.97375),(22 105.59675),(23 105.67121),(24 106.387436),(25 107.69687),(26 107.6516),(27 108.11232),(28 108.75119),(29 109.13651),(30 110.25226),(31 110.554855),(32 111.13546),(33 112.42176),(34 114.71619),(35 115.84039),(36 116.09859),(37 116.69015),(38 118.2627),(39 118.12765),(40 118.68864),(41 118.61804),(42 119.85093),(43 120.32513),(44 119.02505),(45 119.933365),(46 118.4237),(47 117.44904),(48 117.4052),(49 116.61962),(50 116.36847),(51 115.9348),(52 115.9153),(53 116.43186),(54 116.575294),(55 115.61373),(56 116.096176),(57 114.8906),(58 115.87352),(59 116.42017),(60 116.75211),(61 116.78605),(62 116.25441),(63 116.269104),(64 115.71014),(65 115.56063),(66 115.115585),(67 115.838425),(68 116.13965),(69 116.4339),(70 116.09473),(71 116.5673),(72 115.478455),(73 114.65374),(74 115.026306),(75 114.84234),(76 115.55977),(77 114.83717),(78 114.88895),(79 114.88028),
(1 53.459633),(2 66.62747),(3 75.53533),(4 78.80253),(5 83.49988),(6 87.340164),(7 89.69514),(8 94.14927),(9 95.83126),(10 98.025795),(11 99.33897),(12 100.6014),(13 101.41731),(14 102.85236),(15 103.82216),(16 105.4565),(17 107.15245),(18 107.771286),(19 109.291504),(20 109.912766),(21 111.02397),(22 110.09963),(23 111.25503),(24 110.44368),(25 110.69799),(26 110.9681),(27 111.67553),(28 112.89384),(29 112.74682),(30 113.195496),(31 113.99401),(32 114.74681),(33 116.26313),(34 117.40928),(35 118.143074),(36 119.82876),(37 119.60139),(38 120.696014),(39 120.646484),(40 120.138565),(41 119.99827),(42 120.34782),(43 120.91553),(44 120.55157),(45 120.115974),(46 119.657265),(47 118.90721),(48 117.89774),(49 117.35271),(50 117.66538),(51 118.17986),(52 117.02838),(53 116.913574),(54 116.18054),(55 115.84007),(56 115.572716),(57 115.29723),(58 115.08338),(59 114.30559),(60 113.82935),(61 112.92365),(62 112.893616),(63 113.04153),(64 113.341324),(65 112.8108),(66 112.69262),(67 113.29135),(68 112.66056),(69 112.84658),(70 112.02665),(71 112.50937),(72 111.57207),(73 111.09166),(74 111.14497),(75 110.97751),(76 110.68595),(77 109.66198),(78 110.084755),(79 109.819824),
(1 53.0978),(2 67.43669),(3 76.16551),(4 79.72122),(5 82.059616),(6 85.82755),(7 88.98831),(8 93.316505),(9 96.14431),(10 98.839615),(11 101.767044),(12 102.39627),(13 103.39796),(14 105.03267),(15 105.39467),(16 105.68617),(17 107.50664),(18 107.98721),(19 108.07747),(20 108.97899),(21 110.116425),(22 109.90367),(23 110.26656),(24 110.00189),(25 110.43166),(26 110.08701),(27 111.53421),(28 112.21682),(29 111.70952),(30 112.79276),(31 113.57214),(32 114.68289),(33 116.797935),(34 116.815025),(35 118.13204),(36 118.6557),(37 119.45536),(38 120.02503),(39 122.12366),(40 122.48365),(41 122.08545),(42 122.71546),(43 122.59837),(44 123.816826),(45 123.46966),(46 122.28988),(47 121.0494),(48 121.064354),(49 120.80724),(50 121.01324),(51 120.83981),(52 119.267624),(53 119.65151),(54 117.23402),(55 117.26938),(56 116.490166),(57 116.7012),(58 115.92555),(59 114.832306),(60 115.15478),(61 115.674225),(62 115.61038),(63 114.836136),(64 114.27217),(65 113.77069),(66 113.86967),(67 114.68839),(68 113.467064),(69 113.185005),(70 112.69253),(71 111.532616),(72 112.15469),(73 112.57863),(74 111.50846),(75 112.51834),(76 112.57105),(77 112.78288),(78 113.43396),(79 112.53707),
(1 53.175728),(2 67.08631),(3 76.08574),(4 80.1396),(5 83.83209),(6 86.95957),(7 89.466835),(8 91.958145),(9 94.423775),(10 96.68872),(11 99.11318),(12 100.61295),(13 101.519615),(14 103.76169),(15 105.48895),(16 106.851),(17 108.13107),(18 109.17766),(19 110.03332),(20 111.81925),(21 112.05243),(22 111.50832),(23 111.26117),(24 111.513214),(25 113.42696),(26 113.546936),(27 114.186485),(28 114.539246),(29 115.80277),(30 115.92807),(31 117.5116),(32 117.59443),(33 119.02208),(34 119.78855),(35 121.440834),(36 121.17018),(37 122.71555),(38 124.08867),(39 125.815186),(40 126.293434),(41 126.063965),(42 126.73998),(43 126.77743),(44 126.12875),(45 126.00329),(46 123.98233),(47 122.56441),(48 123.218956),(49 123.535545),(50 122.37409),(51 122.221115),(52 120.34469),(53 120.32018),(54 119.29499),(55 117.82912),(56 117.793816),(57 118.54026),(58 118.994705),(59 118.755264),(60 117.780075),(61 117.00309),(62 116.611084),(63 116.24325),(64 115.62124),(65 116.54539),(66 116.89499),(67 117.04402),(68 116.50583),(69 116.4044),(70 116.677574),(71 116.32501),(72 116.048676),(73 115.94002),(74 115.98782),(75 115.73929),(76 116.732956),(77 116.391235),(78 116.401855),(79 115.9809),
(1 51.38932),(2 65.08591),(3 72.62946),(4 75.25682),(5 79.18397),(6 82.71086),(7 84.86248),(8 88.361275),(9 91.34109),(10 93.126076),(11 96.24099),(12 96.85659),(13 98.42973),(14 99.595474),(15 100.163925),(16 101.504654),(17 102.254745),(18 103.13926),(19 104.02173),(20 105.44891),(21 106.23829),(22 106.51746),(23 106.728455),(24 106.611305),(25 107.30127),(26 107.3674),(27 108.43923),(28 107.74394),(29 108.29586),(30 110.13403),(31 110.568474),(32 110.57054),(33 111.58396),(34 113.073906),(35 113.85277),(36 115.22362),(37 116.27514),(38 118.17653),(39 118.479935),(40 118.380295),(41 118.29248),(42 118.987526),(43 119.74065),(44 120.07216),(45 119.06649),(46 118.68798),(47 117.22158),(48 116.71029),(49 116.37655),(50 115.066765),(51 114.99668),(52 113.86883),(53 115.063705),(54 114.23242),(55 112.852295),(56 111.57662),(57 111.70397),(58 110.87905),(59 111.25008),(60 110.57607),(61 110.0695),(62 108.85098),(63 108.40113),(64 109.20275),(65 109.155716),(66 109.20569),(67 108.51848),(68 107.98332),(69 108.077736),(70 108.726326),(71 108.19047),(72 109.23917),(73 108.93773),(74 108.2318),(75 108.41999),(76 109.041046),(77 108.583755),(78 108.032104),(79 108.0109),
(1 51.10314),(2 64.618416),(3 72.752655),(4 76.35684),(5 79.01998),(6 82.94818),(7 84.69007),(8 87.69946),(9 89.41876),(10 92.40195),(11 94.70553),(12 95.79937),(13 97.44493),(14 97.28628),(15 97.40891),(16 98.94821),(17 99.620224),(18 100.92193),(19 101.72258),(20 102.54524),(21 104.09523),(22 104.19354),(23 103.48979),(24 102.90737),(25 102.39656),(26 103.876915),(27 104.678856),(28 104.28825),(29 104.87913),(30 106.339294),(31 106.16191),(32 106.13485),(33 107.48299),(34 108.62476),(35 109.46942),(36 109.01599),(37 110.45097),(38 111.38841),(39 112.76963),(40 113.07929),(41 114.06267),(42 114.11571),(43 114.23395),(44 114.440834),(45 114.42724),(46 114.61726),(47 114.49926),(48 113.306526),(49 114.69445),(50 114.88176),(51 114.28549),(52 112.54922),(53 112.6118),(54 111.61958),(55 112.39),(56 111.54072),(57 110.87062),(58 111.50741),(59 111.6204),(60 112.05014),(61 111.87315),(62 113.04445),(63 112.051735),(64 112.36124),(65 113.34557),(66 113.68779),(67 113.00807),(68 112.69706),(69 112.68709),(70 112.46904),(71 112.04242),(72 111.58101),(73 111.023994),(74 110.87735),(75 111.12375),(76 110.932686),(77 111.824524),(78 111.28863),(79 110.94289),
(1 51.339172),(2 65.335014),(3 73.04979),(4 77.04111),(5 79.93837),(6 83.153465),(7 85.94542),(8 87.81983),(9 90.74896),(10 93.99374),(11 94.934906),(12 95.94397),(13 96.7608),(14 97.82796),(15 99.11067),(16 99.64767),(17 100.14244),(18 101.935684),(19 102.33385),(20 102.52446),(21 102.977264),(22 102.77731),(23 102.17472),(24 102.869995),(25 102.92374),(26 103.30249),(27 104.69169),(28 104.019585),(29 105.14738),(30 106.51681),(31 106.6936),(32 106.293335),(33 107.19953),(34 109.20657),(35 109.540825),(36 110.896904),(37 111.87551),(38 111.379036),(39 112.27608),(40 112.79999),(41 113.25298),(42 115.11192),(43 114.38223),(44 115.00044),(45 114.78281),(46 114.064125),(47 113.47844),(48 113.358604),(49 113.82047),(50 114.01314),(51 114.36828),(52 113.726166),(53 113.602165),(54 113.58835),(55 113.65128),(56 113.37516),(57 112.23236),(58 112.05487),(59 113.66524),(60 112.77063),(61 113.358986),(62 113.25055),(63 114.49805),(64 114.08184),(65 113.76859),(66 113.64836),(67 113.697655),(68 113.844475),(69 113.23327),(70 113.48656),(71 112.63311),(72 112.96244),(73 113.060165),(74 112.87459),(75 113.23626),(76 112.996284),(77 113.15006),(78 113.50829),(79 114.15409),
(1 49.947968),(2 63.005035),(3 70.24105),(4 74.4478),(5 76.94814),(6 80.322945),(7 82.72463),(8 84.24194),(9 87.28819),(10 89.67401),(11 90.877426),(12 91.83346),(13 92.587036),(14 93.18545),(15 93.56466),(16 93.80802),(17 94.48477),(18 96.05355),(19 96.44161),(20 97.01587),(21 96.95919),(22 95.90798),(23 95.42929),(24 95.85462),(25 96.399414),(26 95.32552),(27 96.64376),(28 96.49756),(29 96.441956),(30 96.828224),(31 97.83837),(32 98.10689),(33 98.83606),(34 98.76398),(35 99.49762),(36 100.41698),(37 101.77047),(38 102.85415),(39 103.634026),(40 104.384155),(41 105.71671),(42 106.50817),(43 107.3381),(44 107.618546),(45 106.88871),(46 106.10516),(47 106.137505),(48 106.22398),(49 106.05148),(50 106.83345),(51 107.602844),(52 106.15665),(53 106.50424),(54 107.02476),(55 106.369446),(56 106.22671),(57 105.307724),(58 104.90037),(59 105.22894),(60 104.43331),(61 103.52985),(62 103.97422),(63 103.911674),(64 104.14797),(65 104.47559),(66 104.63088),(67 104.34443),(68 103.945045),(69 104.03353),(70 104.96635),(71 104.72449),(72 104.87648),(73 105.02006),(74 103.95088),(75 104.47965),(76 103.751175),(77 104.26617),(78 104.707535),(79 104.49167),
(1 49.96669),(2 62.159103),(3 70.61035),(4 73.63511),(5 76.36966),(6 80.03227),(7 82.539185),(8 84.51592),(9 86.47004),(10 88.73072),(11 89.71384),(12 90.36819),(13 91.61796),(14 92.39764),(15 94.04013),(16 94.19576),(17 95.19015),(18 96.24905),(19 95.95612),(20 96.62268),(21 96.16539),(22 96.02741),(23 96.79144),(24 96.78749),(25 95.83194),(26 96.63702),(27 97.16376),(28 97.47221),(29 95.42974),(30 96.060234),(31 96.82088),(32 98.11999),(33 97.91327),(34 98.827965),(35 100.14856),(36 100.72105),(37 102.824875),(38 102.84925),(39 102.02594),(40 103.993935),(41 104.35435),(42 104.98373),(43 104.76422),(44 104.65814),(45 103.73931),(46 103.88171),(47 103.15066),(48 102.856575),(49 103.53506),(50 103.566216),(51 103.312195),(52 102.713905),(53 102.73575),(54 102.45799),(55 102.3775),(56 101.94286),(57 101.14168),(58 101.74112),(59 102.11779),(60 101.8354),(61 101.96755),(62 102.04641),(63 102.061745),(64 102.75421),(65 102.85372),(66 102.64706),(67 102.30086),(68 102.436745),(69 101.45156),(70 102.09574),(71 102.03153),(72 102.310486),(73 102.53406),(74 102.32092),(75 102.92938),(76 102.78364),(77 102.82922),(78 103.3101),(79 103.445496),
(1 49.308464),(2 61.955532),(3 69.196266),(4 71.66205),(5 75.502335),(6 78.52967),(7 80.74015),(8 82.968),(9 85.52578),(10 87.44454),(11 88.561035),(12 89.10418),(13 90.4375),(14 91.91414),(15 93.113815),(16 93.32741),(17 94.190796),(18 95.500854),(19 95.19294),(20 95.09109),(21 95.509285),(22 95.84581),(23 95.587395),(24 96.40601),(25 96.850975),(26 97.20724),(27 97.109116),(28 97.48251),(29 96.94282),(30 96.187614),(31 96.45054),(32 96.83609),(33 98.463356),(34 99.505974),(35 100.52416),(36 101.37832),(37 102.141594),(38 102.34658),(39 102.51352),(40 102.803955),(41 103.62243),(42 105.08268),(43 105.2383),(44 104.802795),(45 103.59348),(46 104.661446),(47 103.80403),(48 104.213615),(49 103.21203),(50 103.530815),(51 102.66331),(52 102.13465),(53 102.87556),(54 102.24794),(55 101.84579),(56 101.2758),(57 101.100334),(58 101.12694),(59 101.23082),(60 101.81946),(61 102.68448),(62 102.4594),(63 103.567635),(64 103.9119),(65 103.69657),(66 103.39486),(67 103.60292),(68 104.193886),(69 104.06686),(70 104.84833),(71 103.922874),(72 104.58633),(73 105.08194),(74 104.84436),(75 106.25026),(76 106.64484),(77 105.69405),(78 105.67141),(79 106.21076),
(1 48.740757),(2 61.25204),(3 69.545364),(4 72.55384),(5 75.59684),(6 78.62492),(7 80.17605),(8 82.84352),(9 84.50005),(10 86.75304),(11 88.13318),(12 88.11573),(13 89.28899),(14 90.89318),(15 92.57151),(16 92.09441),(17 93.257416),(18 94.99561),(19 95.45931),(20 95.71052),(21 95.95856),(22 95.45937),(23 96.54581),(24 97.09961),(25 97.9938),(26 98.7065),(27 98.196144),(28 98.97514),(29 98.50106),(30 98.565994),(31 100.01553),(32 99.75758),(33 100.678795),(34 101.98721),(35 101.66607),(36 102.898926),(37 104.65403),(38 104.8675),(39 105.63345),(40 106.0457),(41 105.507126),(42 106.26798),(43 106.55971),(44 106.73239),(45 106.66265),(46 106.84838),(47 105.99837),(48 105.93292),(49 105.21769),(50 104.826904),(51 105.51062),(52 105.1507),(53 104.905785),(54 104.176056),(55 103.13623),(56 101.7592),(57 100.97003),(58 101.221886),(59 100.72944),(60 100.14053),(61 100.5217),(62 100.29286),(63 100.624535),(64 100.33872),(65 100.447395),(66 100.814),(67 101.778),(68 101.3876),(69 101.81258),(70 102.083626),(71 101.86338),(72 102.50981),(73 102.599625),(74 102.76048),(75 103.14954),(76 103.57533),(77 101.96965),(78 102.67242),(79 102.30466),
(1 49.495487),(2 61.50062),(3 68.65079),(4 72.017456),(5 76.279526),(6 79.41208),(7 81.01609),(8 83.92068),(9 86.11208),(10 87.81667),(11 89.38771),(12 89.85978),(13 90.93771),(14 92.6578),(15 95.15939),(16 94.1481),(17 94.96758),(18 96.19635),(19 96.753494),(20 97.30666),(21 97.29669),(22 97.54139),(23 98.725716),(24 97.777115),(25 98.23847),(26 98.3342),(27 97.72102),(28 98.23277),(29 98.52914),(30 99.14934),(31 100.088326),(32 100.26432),(33 100.83941),(34 100.99857),(35 101.58801),(36 102.67866),(37 104.340485),(38 104.432304),(39 105.18194),(40 105.13568),(41 104.619354),(42 104.391136),(43 104.818596),(44 104.82103),(45 103.74222),(46 103.89454),(47 102.97679),(48 103.044205),(49 102.41476),(50 102.07021),(51 101.60164),(52 101.02032),(53 101.107956),(54 100.73764),(55 100.15584),(56 101.04894),(57 100.80313),(58 100.264275),(59 99.98612),(60 100.02583),(61 100.2025),(62 99.97316),(63 101.87605),(64 101.314384),(65 101.723305),(66 102.226685),(67 103.40588),(68 102.95213),(69 103.36923),(70 103.21491),(71 103.96875),(72 103.8227),(73 103.489044),(74 104.229095),(75 104.10737),(76 103.85839),(77 103.460915),(78 104.192505),(79 104.71482),
(1 47.748795),(2 59.75123),(3 66.171646),(4 68.96609),(5 72.36765),(6 75.64732),(7 77.806015),(8 79.72842),(9 81.857445),(10 83.536865),(11 85.56082),(12 86.10575),(13 87.15758),(14 88.38842),(15 89.50199),(16 89.8438),(17 90.99637),(18 91.43155),(19 92.29219),(20 91.73741),(21 92.34484),(22 92.59264),(23 93.54011),(24 93.74992),(25 94.03955),(26 94.03891),(27 94.393684),(28 95.369965),(29 95.25568),(30 95.120384),(31 96.169846),(32 97.2452),(33 97.68225),(34 97.92749),(35 98.00224),(36 99.05293),(37 99.56253),(38 100.51003),(39 101.20541),(40 102.27636),(41 102.57397),(42 103.13526),(43 102.64569),(44 103.02419),(45 102.63247),(46 103.27876),(47 102.54659),(48 103.00502),(49 102.70304),(50 102.89233),(51 101.665375),(52 101.539505),(53 101.05108),(54 100.36633),(55 99.63367),(56 99.30331),(57 99.2933),(58 99.281166),(59 98.68633),(60 98.90144),(61 99.33877),(62 99.05853),(63 99.52872),(64 100.18572),(65 100.67263),(66 100.72936),(67 100.59596),(68 100.553566),(69 100.32063),(70 100.69236),(71 100.094055),(72 100.04479),(73 100.269196),(74 100.719635),(75 101.31451),(76 101.21206),(77 101.23881),(78 101.59924),(79 101.5591),
(1 48.34343),(2 61.57214),(3 67.49229),(4 70.53252),(5 73.41516),(6 76.60888),(7 77.7593),(8 80.4467),(9 82.65786),(10 85.00086),(11 85.864624),(12 86.71829),(13 87.89739),(14 88.794655),(15 90.55829),(16 91.15977),(17 92.4083),(18 92.57617),(19 93.014145),(20 92.547516),(21 92.5082),(22 92.22301),(23 93.43708),(24 94.10751),(25 94.38577),(26 94.8115),(27 94.715355),(28 94.895195),(29 94.77334),(30 96.201385),(31 96.333496),(32 96.306854),(33 97.28806),(34 98.568085),(35 98.10392),(36 99.25827),(37 100.19956),(38 100.93895),(39 101.90922),(40 102.49401),(41 102.359566),(42 102.58392),(43 102.61334),(44 102.79234),(45 103.08558),(46 103.319984),(47 103.44317),(48 103.8664),(49 103.32445),(50 104.070595),(51 103.274124),(52 101.76202),(53 102.123),(54 101.20766),(55 100.92537),(56 101.065254),(57 100.65247),(58 99.93426),(59 100.259026),(60 99.35385),(61 99.47959),(62 99.91177),(63 99.44566),(64 99.549095),(65 99.34891),(66 99.50877),(67 100.296),(68 100.99278),(69 100.638115),(70 100.26424),(71 100.56025),(72 101.164474),(73 101.51899),(74 101.83559),(75 101.75008),(76 102.35558),(77 102.57598),(78 102.66645),(79 102.3991),
