1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 128.71089),(2 150.28136),(3 158.49187),(4 164.29239),(5 166.79855),(6 170.74988),(7 175.99908),(8 178.86732),(9 179.16476),(10 184.56361),(11 183.7846),(12 184.55045),(13 185.66702),(14 188.61536),(15 188.11531),(16 189.30055),(17 190.95798),(18 190.04317),(19 192.78395),(20 192.9538),(21 190.24347),(22 193.02402),(23 193.13724),(24 191.97368),(25 192.05931),(26 198.03432),(27 197.28952),(28 198.16861),(29 197.76247),(30 198.14192),(31 198.79347),(32 200.64592),(33 200.36763),(34 199.8875),(35 201.96916),(36 199.30496),(37 198.88582),(38 201.9846),(39 199.63495),(40 197.75969),(41 198.64873),(42 197.46579),(43 201.8477),(44 203.69444),(45 201.34239),(46 202.31122),(47 203.36517),(48 202.69783),(49 202.87836),(50 205.13907),(51 206.74481),(52 206.9562),(53 211.2248),(54 211.9851),(55 214.24062),(56 217.3967),(57 215.40303),(58 214.7974),(59 218.29646),(60 214.14534),(61 217.94553),(62 218.84138),(63 217.02216),(64 215.78592),(65 215.01929),(66 214.83737),(67 214.26576),(68 214.05086),(69 215.55608),(70 216.7893),(71 217.40764),(72 212.11081),(73 211.70523),(74 211.60481),(75 210.92883),(76 209.68251),(77 211.46881),(78 204.07925),(79 205.82416),
(1 128.73714),(2 149.38986),(3 158.60037),(4 164.99457),(5 167.35562),(6 170.0866),(7 173.35509),(8 178.53995),(9 178.448),(10 182.47342),(11 186.02203),(12 183.80563),(13 183.26051),(14 186.35213),(15 187.76837),(16 189.07698),(17 191.3124),(18 189.84033),(19 190.63858),(20 191.34721),(21 190.11775),(22 193.2666),(23 193.88693),(24 194.50348),(25 195.66408),(26 198.26396),(27 197.81111),(28 196.83958),(29 196.26134),(30 196.73795),(31 198.55273),(32 199.34317),(33 199.93962),(34 196.17824),(35 200.11981),(36 198.37222),(37 197.08978),(38 203.14252),(39 196.07193),(40 196.80354),(41 198.75667),(42 195.9877),(43 195.21887),(44 197.62617),(45 196.60461),(46 198.75748),(47 203.42987),(48 199.76256),(49 200.48448),(50 202.75453),(51 205.40591),(52 209.09306),(53 211.11914),(54 210.59972),(55 211.88014),(56 213.91136),(57 208.76715),(58 207.3144),(59 211.81276),(60 211.19876),(61 212.91574),(62 213.34303),(63 212.04596),(64 213.65193),(65 215.56523),(66 212.23659),(67 212.49437),(68 213.56567),(69 215.83656),(70 215.67488),(71 217.75969),(72 211.0744),(73 210.0137),(74 212.1186),(75 210.01346),(76 206.52838),(77 209.79411),(78 204.34668),(79 206.67886),
(1 122.58229),(2 142.24855),(3 152.5563),(4 158.13527),(5 160.3773),(6 163.07195),(7 166.19669),(8 171.26605),(9 171.48895),(10 173.03246),(11 177.13835),(12 174.92702),(13 175.36626),(14 179.97964),(15 179.21017),(16 180.02087),(17 183.67444),(18 180.25368),(19 181.24658),(20 183.32445),(21 182.18442),(22 185.31673),(23 184.79233),(24 184.22594),(25 185.79558),(26 187.8233),(27 185.30275),(28 185.46426),(29 186.64497),(30 184.87872),(31 186.37035),(32 191.62155),(33 190.91924),(34 191.45763),(35 194.18736),(36 190.73036),(37 189.28531),(38 193.44872),(39 189.54501),(40 190.84676),(41 192.0605),(42 189.02441),(43 187.84988),(44 190.37201),(45 189.20389),(46 190.4713),(47 193.96223),(48 192.48398),(49 192.70071),(50 196.33095),(51 195.83957),(52 197.4341),(53 197.12077),(54 197.18025),(55 197.7097),(56 200.60672),(57 199.62057),(58 197.99425),(59 201.78304),(60 201.1358),(61 199.923),(62 202.295),(63 198.35718),(64 200.03508),(65 205.62636),(66 201.66527),(67 200.17348),(68 200.90962),(69 199.99362),(70 201.15718),(71 204.83263),(72 200.61801),(73 200.9383),(74 202.34877),(75 199.52618),(76 199.65019),(77 203.4547),(78 199.02127),(79 196.59044),
(1 123.2837),(2 141.6073),(3 151.64949),(4 157.41891),(5 159.67773),(6 163.7867),(7 164.45645),(8 167.68187),(9 169.96162),(10 172.13707),(11 176.09575),(12 176.20274),(13 176.54782),(14 180.42722),(15 179.12221),(16 180.56468),(17 185.06316),(18 184.90285),(19 184.02649),(20 184.24435),(21 182.95456),(22 183.523),(23 185.69183),(24 184.86429),(25 185.94293),(26 190.63055),(27 186.88324),(28 189.6351),(29 192.87636),(30 188.27617),(31 189.60881),(32 192.54744),(33 192.50456),(34 193.35783),(35 192.37976),(36 193.01463),(37 192.82112),(38 194.75417),(39 192.20125),(40 191.51335),(41 197.08128),(42 192.46103),(43 192.37772),(44 195.46458),(45 193.62648),(46 194.00372),(47 198.32822),(48 198.37854),(49 198.02803),(50 201.55833),(51 201.95654),(52 201.53154),(53 203.47269),(54 204.35435),(55 202.83044),(56 204.14638),(57 205.85168),(58 203.26028),(59 207.28773),(60 201.63148),(61 204.43564),(62 207.36299),(63 205.74454),(64 203.95416),(65 205.61028),(66 203.81516),(67 202.90828),(68 203.69514),(69 204.17801),(70 204.0525),(71 207.82986),(72 204.11954),(73 205.70657),(74 204.66057),(75 199.72067),(76 198.05782),(77 200.3377),(78 197.23833),(79 197.22678),
(1 121.5392),(2 140.98586),(3 151.47937),(4 157.98193),(5 159.08704),(6 162.28844),(7 164.51082),(8 167.93382),(9 167.8202),(10 172.62076),(11 176.15501),(12 175.50175),(13 176.6789),(14 178.00876),(15 178.34296),(16 179.67451),(17 183.28522),(18 182.96516),(19 180.8516),(20 184.3172),(21 181.01686),(22 180.71358),(23 181.60892),(24 182.37962),(25 182.4403),(26 186.1283),(27 185.5149),(28 185.04515),(29 187.81819),(30 185.41628),(31 189.25952),(32 189.97194),(33 188.87532),(34 191.14442),(35 191.12381),(36 190.39401),(37 190.70396),(38 190.50932),(39 186.39963),(40 185.78659),(41 188.51534),(42 187.11751),(43 185.84827),(44 189.52408),(45 186.11212),(46 186.13072),(47 189.6451),(48 189.63203),(49 189.94519),(50 192.78773),(51 193.77315),(52 193.28128),(53 195.02896),(54 193.50279),(55 196.06248),(56 197.02408),(57 198.03235),(58 195.3494),(59 200.89006),(60 196.81078),(61 199.31178),(62 200.72923),(63 201.98741),(64 200.89774),(65 201.36743),(66 200.21178),(67 201.8871),(68 202.29332),(69 201.26453),(70 202.42372),(71 201.38133),(72 197.80765),(73 199.17761),(74 200.65456),(75 196.99619),(76 195.13821),(77 195.35518),(78 194.08563),(79 195.01437),
(1 120.009926),(2 138.79521),(3 148.45511),(4 153.04599),(5 156.16765),(6 157.88306),(7 161.14233),(8 164.5995),(9 166.19423),(10 167.84033),(11 172.94444),(12 172.46571),(13 174.0638),(14 176.50227),(15 174.74187),(16 175.05675),(17 178.25075),(18 179.3673),(19 179.70673),(20 183.38919),(21 180.94397),(22 180.92107),(23 181.98482),(24 180.13477),(25 182.77051),(26 186.5156),(27 184.72868),(28 184.55545),(29 186.54298),(30 185.03795),(31 188.04605),(32 184.50117),(33 185.09793),(34 185.24438),(35 190.14883),(36 188.32768),(37 188.48314),(38 189.90915),(39 186.09547),(40 185.88353),(41 185.9749),(42 185.00511),(43 186.57533),(44 188.4371),(45 188.15434),(46 186.63846),(47 187.47855),(48 188.52266),(49 187.68977),(50 189.75832),(51 190.86478),(52 190.21815),(53 193.06764),(54 191.98293),(55 191.64352),(56 193.02965),(57 192.58383),(58 192.27113),(59 196.53085),(60 192.91068),(61 193.90344),(62 194.46587),(63 196.1591),(64 194.66548),(65 197.8841),(66 196.47824),(67 196.24892),(68 197.5285),(69 193.43457),(70 196.81113),(71 195.22702),(72 192.34386),(73 193.2472),(74 195.34753),(75 194.6722),(76 191.02719),(77 190.70111),(78 191.71513),(79 190.00809),
(1 117.90648),(2 137.812),(3 144.98631),(4 149.84798),(5 153.70668),(6 154.57036),(7 157.90242),(8 161.53447),(9 163.04874),(10 163.7036),(11 170.55984),(12 168.46346),(13 171.41396),(14 172.38641),(15 173.2054),(16 174.1111),(17 177.86699),(18 175.86847),(19 176.43301),(20 178.31693),(21 179.36368),(22 179.99445),(23 178.89024),(24 178.05197),(25 179.20554),(26 183.2592),(27 182.54932),(28 184.51247),(29 184.5589),(30 181.84692),(31 183.57002),(32 182.43663),(33 182.54381),(34 182.71161),(35 185.12172),(36 182.99394),(37 182.88312),(38 184.60658),(39 183.19362),(40 183.06628),(41 183.74455),(42 181.38892),(43 182.47014),(44 183.40413),(45 184.09488),(46 184.02959),(47 187.06929),(48 183.70471),(49 183.67451),(50 186.08145),(51 186.53996),(52 186.55869),(53 188.8975),(54 189.49281),(55 188.71962),(56 191.32634),(57 188.44632),(58 188.60071),(59 191.11873),(60 191.46866),(61 189.16087),(62 192.53876),(63 190.46223),(64 188.97183),(65 192.2124),(66 190.94235),(67 191.16118),(68 191.29759),(69 189.51938),(70 191.80165),(71 191.71466),(72 188.63716),(73 189.33252),(74 191.59158),(75 189.11433),(76 186.82428),(77 187.6885),(78 188.55176),(79 185.89752),
(1 111.21865),(2 129.61969),(3 137.74146),(4 141.69614),(5 146.36797),(6 148.0245),(7 148.96886),(8 154.31464),(9 154.49405),(10 156.89592),(11 160.62915),(12 160.0036),(13 160.51038),(14 161.80121),(15 165.76733),(16 166.92209),(17 170.1874),(18 168.02661),(19 167.24004),(20 167.91197),(21 169.3121),(22 168.4729),(23 169.62518),(24 169.58212),(25 169.946),(26 173.47148),(27 173.07181),(28 173.51703),(29 173.9606),(30 172.40582),(31 172.55939),(32 175.21254),(33 174.48767),(34 176.15573),(35 174.72166),(36 174.08195),(37 173.25665),(38 174.68547),(39 173.92262),(40 173.76166),(41 173.6438),(42 172.98969),(43 174.38374),(44 175.99434),(45 174.38599),(46 175.78732),(47 177.76164),(48 176.52263),(49 175.8436),(50 178.37694),(51 178.09723),(52 177.56685),(53 179.78076),(54 178.6759),(55 180.03722),(56 182.52448),(57 179.49234),(58 179.13867),(59 182.22131),(60 184.45383),(61 182.68594),(62 182.68524),(63 183.04597),(64 183.55229),(65 186.45773),(66 184.35889),(67 184.6002),(68 186.16063),(69 183.22266),(70 183.61665),(71 184.37737),(72 183.69176),(73 184.57167),(74 186.77902),(75 183.55994),(76 183.23943),(77 182.12839),(78 179.393),(79 180.24095),
(1 112.38797),(2 131.19684),(3 140.34828),(4 146.28188),(5 149.42908),(6 152.256),(7 153.62259),(8 157.76495),(9 160.05339),(10 162.66728),(11 164.08232),(12 162.94226),(13 164.39561),(14 167.49771),(15 169.96251),(16 170.55284),(17 173.60054),(18 173.39139),(19 172.24368),(20 172.84961),(21 172.89494),(22 173.26234),(23 173.88419),(24 174.24619),(25 174.21802),(26 177.60365),(27 177.26694),(28 176.81482),(29 177.00836),(30 176.59094),(31 177.45506),(32 178.84843),(33 179.03227),(34 179.56767),(35 179.29239),(36 179.6825),(37 179.11298),(38 178.1766),(39 175.60477),(40 176.05241),(41 177.45541),(42 175.1488),(43 175.2007),(44 177.68472),(45 176.66037),(46 178.52042),(47 177.62546),(48 177.27649),(49 178.42946),(50 180.92632),(51 181.63324),(52 178.8119),(53 181.986),(54 179.84712),(55 183.23277),(56 185.37827),(57 184.2522),(58 183.88863),(59 186.72552),(60 185.59583),(61 186.38725),(62 186.15962),(63 184.65596),(64 184.02814),(65 185.33774),(66 183.11646),(67 184.42964),(68 186.47868),(69 185.07616),(70 184.88708),(71 184.65182),(72 181.89684),(73 182.81924),(74 185.94801),(75 183.57657),(76 184.4252),(77 183.21753),(78 181.14413),(79 180.59427),
(1 106.7326),(2 124.57129),(3 132.9839),(4 140.14882),(5 144.54276),(6 145.99202),(7 146.56586),(8 149.09448),(9 151.73799),(10 153.37175),(11 154.55452),(12 154.98947),(13 157.24336),(14 158.72125),(15 160.71506),(16 159.98932),(17 163.69835),(18 162.91782),(19 162.34334),(20 164.13402),(21 164.91441),(22 165.12125),(23 167.57239),(24 165.98242),(25 165.43242),(26 168.46684),(27 169.95018),(28 170.43097),(29 172.28864),(30 170.12529),(31 171.07771),(32 172.73636),(33 173.1948),(34 172.14204),(35 173.2284),(36 172.96133),(37 172.41316),(38 174.53252),(39 173.31032),(40 173.23528),(41 174.01094),(42 174.376),(43 173.49562),(44 176.60666),(45 174.38535),(46 174.40932),(47 174.13028),(48 171.94383),(49 174.04228),(50 177.01097),(51 174.7616),(52 174.49396),(53 177.41632),(54 176.51501),(55 176.2017),(56 178.4824),(57 177.68622),(58 175.64993),(59 180.82007),(60 176.79527),(61 178.0041),(62 179.10364),(63 176.56015),(64 176.88412),(65 176.81108),(66 175.14177),(67 176.7958),(68 180.0116),(69 177.86145),(70 177.03148),(71 176.56046),(72 174.85843),(73 175.07611),(74 175.91913),(75 175.95189),(76 175.4854),(77 171.92271),(78 172.19397),(79 171.8684),
(1 104.74325),(2 121.98934),(3 131.76164),(4 139.29039),(5 143.64236),(6 146.0475),(7 147.94977),(8 150.55544),(9 152.92175),(10 153.96834),(11 156.70284),(12 157.2655),(13 159.25433),(14 160.95949),(15 161.04831),(16 162.11586),(17 164.75446),(18 163.00977),(19 164.79263),(20 165.55771),(21 163.51123),(22 164.5633),(23 167.5156),(24 166.68912),(25 166.57425),(26 168.97087),(27 168.14465),(28 167.97772),(29 169.41365),(30 168.31444),(31 167.65489),(32 168.45645),(33 170.0324),(34 171.00058),(35 170.4681),(36 171.32968),(37 171.74364),(38 173.10735),(39 170.36545),(40 170.89894),(41 171.71129),(42 169.81602),(43 170.56879),(44 174.09453),(45 172.16473),(46 170.43736),(47 172.77565),(48 171.33127),(49 172.95366),(50 176.3791),(51 175.65553),(52 174.7663),(53 176.84415),(54 178.96298),(55 178.82759),(56 182.35413),(57 180.43958),(58 179.80833),(59 183.6942),(60 180.27097),(61 179.9849),(62 182.89066),(63 179.53732),(64 180.97398),(65 182.24178),(66 181.57047),(67 180.05833),(68 182.59816),(69 179.4595),(70 179.04373),(71 179.76755),(72 177.68721),(73 177.12808),(74 178.5274),(75 177.03671),(76 176.18971),(77 175.09532),(78 174.72572),(79 176.40869),
(1 104.274864),(2 122.16582),(3 131.5496),(4 134.95438),(5 140.90585),(6 141.92432),(7 144.52739),(8 147.66223),(9 150.20079),(10 151.07243),(11 154.57492),(12 154.81956),(13 155.98872),(14 158.70059),(15 157.4784),(16 158.60184),(17 160.45557),(18 159.67139),(19 162.24231),(20 162.6126),(21 161.55383),(22 161.72362),(23 163.50273),(24 163.40205),(25 163.25905),(26 164.75056),(27 164.67822),(28 166.13316),(29 167.45848),(30 167.7221),(31 166.16206),(32 166.67464),(33 167.47418),(34 169.23746),(35 166.75542),(36 167.52873),(37 166.18782),(38 168.32487),(39 166.13237),(40 167.07191),(41 168.3014),(42 166.74269),(43 167.92531),(44 172.34904),(45 170.27245),(46 170.7714),(47 171.08302),(48 171.93681),(49 171.81491),(50 175.22238),(51 175.00003),(52 175.71889),(53 176.35104),(54 177.92744),(55 176.84412),(56 181.70323),(57 179.2528),(58 177.98694),(59 179.92387),(60 179.9342),(61 179.51212),(62 181.0925),(63 178.9833),(64 179.5141),(65 182.84695),(66 180.83713),(67 180.12215),(68 181.12845),(69 179.3069),(70 178.79414),(71 178.64871),(72 177.42336),(73 176.5771),(74 175.71452),(75 173.90169),(76 173.84999),(77 175.13695),(78 173.21074),(79 172.89587),
(1 101.54867),(2 120.00548),(3 126.69845),(4 131.46329),(5 137.3243),(6 136.31494),(7 138.43965),(8 142.72362),(9 145.56163),(10 144.97836),(11 146.86552),(12 149.65547),(13 152.25531),(14 153.2925),(15 152.5405),(16 154.47725),(17 156.64305),(18 155.3374),(19 157.24901),(20 157.45584),(21 157.20917),(22 157.40503),(23 159.58153),(24 158.77354),(25 158.34372),(26 161.74811),(27 160.04437),(28 160.84525),(29 160.08884),(30 159.7084),(31 159.10161),(32 160.08212),(33 160.65689),(34 160.09512),(35 162.16536),(36 160.89258),(37 162.8882),(38 165.23792),(39 161.79698),(40 161.26918),(41 161.8889),(42 160.91835),(43 160.7306),(44 164.30428),(45 161.88669),(46 162.69427),(47 163.31856),(48 163.2693),(49 163.28601),(50 166.35506),(51 165.36127),(52 168.37054),(53 170.00497),(54 168.69107),(55 168.66576),(56 170.86113),(57 169.1939),(58 168.5792),(59 170.56145),(60 170.9803),(61 171.13249),(62 173.54839),(63 171.28954),(64 171.66528),(65 173.764),(66 171.96428),(67 171.7919),(68 172.94508),(69 170.86398),(70 171.58066),(71 172.8638),(72 170.8805),(73 171.17387),(74 170.8642),(75 168.52794),(76 167.30873),(77 170.70581),(78 168.58862),(79 168.65518),
(1 103.29784),(2 120.877495),(3 126.78231),(4 134.09152),(5 138.79716),(6 140.68509),(7 142.15903),(8 147.69337),(9 148.26764),(10 148.53966),(11 150.72807),(12 149.80951),(13 153.46487),(14 154.32227),(15 155.08478),(16 156.98508),(17 159.36562),(18 158.51346),(19 159.52089),(20 159.68011),(21 156.83798),(22 158.46422),(23 160.1921),(24 159.82043),(25 158.6141),(26 160.20238),(27 160.33144),(28 161.07544),(29 161.19357),(30 160.4563),(31 160.74551),(32 162.55153),(33 162.21799),(34 164.1497),(35 163.54846),(36 162.33806),(37 163.42697),(38 166.95221),(39 163.78413),(40 163.7429),(41 162.58342),(42 159.86928),(43 160.50473),(44 163.82356),(45 163.36415),(46 164.82684),(47 166.28084),(48 166.61322),(49 167.53413),(50 169.99661),(51 168.88092),(52 168.3234),(53 170.59972),(54 169.83533),(55 170.67328),(56 171.78276),(57 169.26997),(58 170.77051),(59 172.9839),(60 172.41945),(61 174.32646),(62 176.26155),(63 174.32974),(64 174.6866),(65 176.06104),(66 174.4153),(67 174.0818),(68 174.65646),(69 172.41304),(70 173.6264),(71 172.78314),(72 173.06638),(73 172.74701),(74 171.84929),(75 170.11557),(76 168.41742),(77 170.51393),(78 168.88004),(79 169.56631),
(1 99.31111),(2 115.42119),(3 123.77483),(4 129.65921),(5 133.50146),(6 136.37695),(7 138.94336),(8 141.04605),(9 141.38066),(10 143.2387),(11 144.33626),(12 144.10242),(13 145.83057),(14 147.10681),(15 147.12889),(16 147.22957),(17 150.25603),(18 150.88072),(19 151.02493),(20 152.15413),(21 150.2738),(22 151.40993),(23 152.47646),(24 150.72221),(25 151.3948),(26 152.89249),(27 153.26994),(28 153.9153),(29 154.63672),(30 154.75558),(31 153.10623),(32 154.21536),(33 154.71227),(34 155.1391),(35 156.07562),(36 155.51855),(37 155.73796),(38 158.37428),(39 157.04262),(40 157.53604),(41 158.26001),(42 155.63077),(43 156.52959),(44 158.48178),(45 157.73012),(46 156.80756),(47 156.96677),(48 157.86264),(49 158.35484),(50 161.5039),(51 161.47713),(52 162.00002),(53 164.88097),(54 162.49054),(55 166.24545),(56 167.44801),(57 164.11217),(58 165.2102),(59 167.4191),(60 166.58694),(61 167.11668),(62 170.71733),(63 167.24991),(64 167.91217),(65 171.08743),(66 169.11824),(67 167.38513),(68 169.01807),(69 167.64474),(70 168.33292),(71 166.6853),(72 166.90906),(73 168.35028),(74 168.82513),(75 167.93597),(76 164.50568),(77 165.08061),(78 164.42711),(79 164.87396),
(1 97.6293),(2 113.540405),(3 121.37256),(4 126.88435),(5 131.75761),(6 132.80237),(7 136.59338),(8 137.99977),(9 138.10307),(10 141.45898),(11 142.62395),(12 141.80159),(13 144.24602),(14 145.08636),(15 145.07649),(16 145.50061),(17 148.56145),(18 146.57243),(19 148.7533),(20 147.2536),(21 147.82468),(22 148.43217),(23 150.11227),(24 148.43951),(25 148.91989),(26 150.46573),(27 152.11488),(28 152.4649),(29 153.28517),(30 153.55722),(31 154.73021),(32 155.49858),(33 155.74811),(34 155.97182),(35 158.3786),(36 155.26326),(37 155.6602),(38 158.27953),(39 156.55042),(40 157.78911),(41 157.82278),(42 155.76169),(43 157.42177),(44 159.88663),(45 157.84807),(46 159.40599),(47 159.83247),(48 161.85965),(49 161.08784),(50 164.4234),(51 164.33833),(52 167.13223),(53 167.37506),(54 166.2785),(55 166.2946),(56 165.81477),(57 163.94292),(58 164.15874),(59 165.67029),(60 167.12132),(61 166.72964),(62 170.34213),(63 167.90259),(64 168.97546),(65 169.49037),(66 167.97748),(67 166.16101),(68 168.86218),(69 168.05653),(70 168.59396),(71 166.74808),(72 165.55829),(73 166.32677),(74 165.58273),(75 166.78491),(76 164.08492),(77 163.8712),(78 164.60477),(79 163.53333),
(1 96.81082),(2 113.81872),(3 120.460785),(4 125.7637),(5 129.06325),(6 130.44705),(7 132.62917),(8 136.26299),(9 138.49773),(10 140.31927),(11 141.61147),(12 140.8038),(13 142.58319),(14 144.77469),(15 145.7143),(16 146.35126),(17 148.59207),(18 147.52347),(19 147.55855),(20 149.06015),(21 148.05428),(22 149.40675),(23 152.71771),(24 149.58952),(25 149.13963),(26 149.80266),(27 149.81017),(28 150.69746),(29 151.7948),(30 153.17145),(31 152.42686),(32 155.26563),(33 154.01382),(34 153.83392),(35 152.71432),(36 151.95241),(37 151.69875),(38 153.71349),(39 153.69272),(40 153.827),(41 155.52415),(42 153.34148),(43 153.11852),(44 156.13263),(45 157.28262),(46 157.17497),(47 158.22633),(48 158.42755),(49 159.45772),(50 162.19069),(51 159.7249),(52 161.50197),(53 162.89873),(54 162.38809),(55 159.95738),(56 161.59088),(57 160.49274),(58 161.24971),(59 163.83951),(60 162.00642),(61 162.55501),(62 165.11868),(63 163.33856),(64 164.25595),(65 164.75378),(66 163.81987),(67 164.34174),(68 165.10124),(69 164.37265),(70 164.04376),(71 165.43594),(72 162.74997),(73 161.58263),(74 160.39204),(75 160.25044),(76 158.75995),(77 159.81274),(78 160.03416),(79 160.73819),
(1 95.04292),(2 110.82343),(3 117.265625),(4 122.35376),(5 125.72571),(6 127.63177),(7 130.16597),(8 133.84546),(9 134.83862),(10 135.18904),(11 137.89319),(12 137.5628),(13 138.70541),(14 140.9864),(15 140.56154),(16 141.86545),(17 145.0667),(18 144.29121),(19 143.85861),(20 145.21666),(21 143.98877),(22 145.63466),(23 145.8958),(24 145.31305),(25 147.14467),(26 147.76973),(27 146.64197),(28 146.69304),(29 148.7003),(30 148.80054),(31 147.43925),(32 150.04996),(33 149.93314),(34 150.18565),(35 150.10368),(36 149.03452),(37 148.8065),(38 150.19913),(39 148.61493),(40 147.9049),(41 149.24586),(42 147.72253),(43 148.9732),(44 150.95633),(45 150.47601),(46 150.7472),(47 151.62306),(48 151.69958),(49 151.91302),(50 155.8083),(51 155.36479),(52 154.33852),(53 159.59497),(54 156.35608),(55 156.8287),(56 159.28352),(57 157.3672),(58 157.8191),(59 159.13733),(60 160.38968),(61 161.11795),(62 163.34935),(63 160.03734),(64 160.25356),(65 161.8091),(66 160.6317),(67 161.61607),(68 163.05046),(69 162.11458),(70 162.41512),(71 162.0139),(72 160.54965),(73 161.45193),(74 160.12465),(75 160.21544),(76 160.11388),(77 161.5208),(78 160.88103),(79 159.82922),
