1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 85.808),(2 111.360825),(3 126.69653),(4 135.5423),(5 142.98145),(6 144.85269),(7 148.49522),(8 152.30716),(9 154.5141),(10 157.7383),(11 158.0405),(12 160.3515),(13 166.05116),(14 167.51761),(15 167.60013),(16 168.28574),(17 170.79807),(18 172.33504),(19 172.72966),(20 175.56798),(21 177.63812),(22 175.94655),(23 176.92847),(24 175.3461),(25 177.33432),(26 177.77196),(27 178.97206),(28 179.02444),(29 180.61389),(30 178.698),(31 178.01817),(32 176.66878),(33 177.5165),(34 175.57364),(35 173.84323),(36 174.17056),(37 174.27155),(38 175.34227),(39 173.60445),(40 173.77022),(41 172.62668),(42 174.67305),(43 175.24837),(44 173.47067),(45 173.36906),(46 171.80632),(47 173.08595),(48 173.62389),(49 172.98938),(50 173.96776),(51 174.54831),(52 176.27788),(53 176.41783),(54 176.96082),(55 174.06213),(56 173.32953),(57 173.06522),(58 174.89719),(59 176.11871),(60 176.35808),(61 176.13794),(62 175.97424),(63 174.23318),(64 172.88837),(65 173.05736),(66 171.60533),(67 170.94969),(68 171.11444),(69 172.51526),(70 174.80719),(71 178.00217),(72 178.61227),(73 182.15912),(74 183.19286),(75 183.2186),(76 184.39183),(77 185.48944),(78 186.65143),(79 186.89925),
(1 85.79715),(2 110.57878),(3 125.011475),(4 134.30354),(5 140.19246),(6 143.32729),(7 146.91449),(8 151.00096),(9 152.83453),(10 156.2454),(11 157.59114),(12 160.95988),(13 164.45744),(14 164.9144),(15 167.60088),(16 168.99571),(17 170.56303),(18 172.27658),(19 172.72537),(20 173.3805),(21 174.70723),(22 173.79451),(23 173.45584),(24 172.79802),(25 174.51535),(26 173.66475),(27 175.69754),(28 176.81102),(29 177.36058),(30 176.27338),(31 176.8324),(32 174.7498),(33 175.48167),(34 171.07658),(35 170.85052),(36 170.69186),(37 170.45949),(38 171.473),(39 171.28621),(40 172.06433),(41 173.92012),(42 174.7568),(43 176.54091),(44 175.91982),(45 174.71446),(46 173.9332),(47 174.1279),(48 174.25475),(49 174.52771),(50 174.09428),(51 173.87006),(52 174.08647),(53 174.20302),(54 173.39961),(55 171.82603),(56 170.93951),(57 169.83533),(58 171.03488),(59 170.66681),(60 171.089),(61 172.19543),(62 170.72858),(63 170.42023),(64 171.04648),(65 169.73409),(66 170.12546),(67 168.638),(68 167.6378),(69 169.2723),(70 169.30284),(71 170.67003),(72 171.45352),(73 172.66846),(74 174.22858),(75 176.79106),(76 180.02162),(77 182.29166),(78 183.6224),(79 182.81471),
(1 82.90156),(2 107.301315),(3 124.286705),(4 131.9564),(5 139.86623),(6 143.44101),(7 143.76317),(8 147.19632),(9 151.65834),(10 154.24422),(11 155.04218),(12 158.27768),(13 161.56308),(14 160.98103),(15 161.66704),(16 163.0441),(17 163.45602),(18 165.78076),(19 163.94667),(20 164.14961),(21 164.43452),(22 163.44583),(23 163.9141),(24 164.05711),(25 166.13821),(26 166.16766),(27 167.44823),(28 167.33656),(29 169.81985),(30 168.23257),(31 170.61122),(32 168.61244),(33 168.24748),(34 169.14986),(35 170.23416),(36 167.91023),(37 169.26715),(38 169.79242),(39 169.09137),(40 169.00677),(41 169.38792),(42 170.75084),(43 172.11143),(44 170.2558),(45 171.27803),(46 171.36923),(47 172.39195),(48 170.38992),(49 171.18631),(50 170.46938),(51 171.93948),(52 172.65216),(53 170.96751),(54 169.90608),(55 168.5265),(56 167.2271),(57 165.24272),(58 166.79771),(59 165.40262),(60 166.03926),(61 166.06297),(62 166.82014),(63 167.35495),(64 168.28427),(65 168.71997),(66 169.84036),(67 169.23262),(68 168.21875),(69 168.50095),(70 167.82768),(71 169.82625),(72 169.25096),(73 172.57887),(74 173.93645),(75 177.38228),(76 178.41179),(77 178.6014),(78 181.04243),(79 181.70921),
(1 83.1502),(2 108.07534),(3 122.97661),(4 131.34634),(5 137.91565),(6 139.96025),(7 141.56631),(8 146.54953),(9 148.71307),(10 153.19215),(11 154.02338),(12 154.66379),(13 158.52203),(14 157.77888),(15 159.6575),(16 160.41641),(17 162.03241),(18 162.09715),(19 161.08316),(20 162.53207),(21 162.37994),(22 162.45592),(23 163.1557),(24 162.91035),(25 162.88104),(26 163.69212),(27 163.64041),(28 163.25272),(29 164.56432),(30 164.87141),(31 164.59021),(32 164.31204),(33 164.40103),(34 164.10121),(35 164.65308),(36 165.17929),(37 165.82367),(38 165.33229),(39 164.01694),(40 163.84348),(41 162.99284),(42 163.55136),(43 164.49751),(44 163.33781),(45 163.11829),(46 163.22583),(47 164.2814),(48 164.82304),(49 165.72641),(50 164.71703),(51 164.87341),(52 165.77654),(53 166.49355),(54 166.43533),(55 165.08392),(56 164.63338),(57 164.63467),(58 165.33595),(59 166.01904),(60 166.60979),(61 167.80699),(62 169.44554),(63 169.91827),(64 169.8188),(65 168.88028),(66 170.55882),(67 170.2694),(68 169.06306),(69 169.81589),(70 171.52075),(71 170.60776),(72 171.83217),(73 173.55576),(74 174.06285),(75 175.98184),(76 175.98654),(77 177.94417),(78 178.59813),(79 179.48227),
(1 81.585655),(2 106.45646),(3 119.35829),(4 126.80557),(5 134.36478),(6 137.23097),(7 140.55775),(8 143.34343),(9 144.67763),(10 146.80821),(11 148.4631),(12 151.2905),(13 156.93166),(14 157.24226),(15 159.10866),(16 160.67262),(17 160.90404),(18 162.1208),(19 160.73347),(20 160.55954),(21 160.53606),(22 160.18976),(23 162.01846),(24 160.46838),(25 162.11615),(26 162.90953),(27 163.09782),(28 164.41812),(29 164.7158),(30 165.3182),(31 165.98178),(32 166.32541),(33 165.91194),(34 164.77805),(35 163.68155),(36 164.20082),(37 164.33844),(38 163.19394),(39 164.72858),(40 165.3609),(41 164.85585),(42 163.41353),(43 164.97484),(44 164.52576),(45 165.76537),(46 165.69281),(47 166.18646),(48 167.92891),(49 167.97105),(50 168.01842),(51 166.93427),(52 167.2456),(53 167.62598),(54 166.30885),(55 164.82518),(56 164.18336),(57 162.24153),(58 162.53139),(59 163.18127),(60 163.97218),(61 163.67758),(62 163.99026),(63 163.56952),(64 164.6539),(65 165.14651),(66 165.0393),(67 164.52058),(68 164.77806),(69 165.34149),(70 164.70428),(71 164.63681),(72 166.6677),(73 168.92966),(74 169.27742),(75 170.99693),(76 171.31982),(77 172.41739),(78 176.50899),(79 178.23497),
(1 80.897285),(2 106.41236),(3 119.236336),(4 127.8819),(5 134.38997),(6 136.75644),(7 141.54065),(8 142.76234),(9 143.40866),(10 144.97408),(11 146.29442),(12 149.15907),(13 152.92627),(14 155.8513),(15 156.68504),(16 156.78812),(17 158.94638),(18 159.67131),(19 158.9798),(20 159.2892),(21 157.88115),(22 157.31798),(23 157.49477),(24 155.70543),(25 157.49205),(26 159.7554),(27 160.361),(28 160.1282),(29 161.46298),(30 162.06339),(31 163.13646),(32 163.59819),(33 165.26294),(34 164.57294),(35 165.444),(36 164.87941),(37 165.39816),(38 163.96095),(39 165.87132),(40 165.23074),(41 164.94032),(42 163.64232),(43 164.13434),(44 162.8016),(45 164.66895),(46 165.31287),(47 165.19608),(48 163.83548),(49 163.2705),(50 163.88724),(51 162.60513),(52 162.2278),(53 161.72939),(54 163.55257),(55 161.74516),(56 164.17244),(57 164.59753),(58 164.01782),(59 163.54816),(60 163.57106),(61 163.6158),(62 165.02249),(63 165.99213),(64 166.01968),(65 165.6304),(66 166.48965),(67 168.11359),(68 166.90775),(69 167.35129),(70 167.39648),(71 167.03561),(72 167.35211),(73 169.90009),(74 171.8409),(75 172.77722),(76 173.55489),(77 173.06096),(78 174.09798),(79 174.07504),
(1 81.42995),(2 106.7517),(3 120.41884),(4 128.32787),(5 135.69234),(6 139.05653),(7 142.9639),(8 144.95078),(9 146.1659),(10 147.55733),(11 148.69455),(12 150.70038),(13 153.36107),(14 155.7098),(15 157.36078),(16 158.21263),(17 160.35764),(18 160.60558),(19 160.2208),(20 161.62837),(21 160.32402),(22 160.89738),(23 161.944),(24 158.77351),(25 158.28656),(26 158.24512),(27 158.88754),(28 161.6788),(29 163.66718),(30 164.85965),(31 164.36029),(32 164.60558),(33 165.65495),(34 164.79655),(35 163.27756),(36 163.77061),(37 165.30959),(38 165.22072),(39 166.83957),(40 166.72322),(41 165.81317),(42 166.61095),(43 167.10915),(44 166.1143),(45 166.39972),(46 167.6277),(47 166.63506),(48 166.23337),(49 164.3615),(50 163.60605),(51 163.32887),(52 163.51488),(53 162.89693),(54 162.01251),(55 160.83368),(56 161.47702),(57 160.59143),(58 159.97054),(59 160.90053),(60 159.66435),(61 161.97632),(62 160.96544),(63 162.46907),(64 162.34692),(65 161.94136),(66 161.23901),(67 162.47923),(68 163.76942),(69 164.70999),(70 165.06378),(71 165.94048),(72 165.22667),(73 166.2967),(74 167.87059),(75 169.62372),(76 172.1633),(77 173.84637),(78 176.83072),(79 175.30496),
(1 79.11673),(2 101.55126),(3 115.43222),(4 125.10594),(5 130.9284),(6 136.07306),(7 137.98183),(8 140.11362),(9 141.24835),(10 142.4991),(11 145.89632),(12 147.64102),(13 151.09259),(14 153.39749),(15 154.59439),(16 154.38081),(17 155.29166),(18 156.55548),(19 155.97064),(20 155.83377),(21 156.07152),(22 156.2852),(23 156.22275),(24 155.15776),(25 155.2035),(26 156.14034),(27 155.64874),(28 156.64818),(29 157.0216),(30 158.73198),(31 158.43445),(32 158.87604),(33 159.49384),(34 156.87059),(35 155.91061),(36 157.60126),(37 157.81032),(38 158.81403),(39 159.41101),(40 159.26358),(41 158.73595),(42 157.67297),(43 158.5717),(44 157.9977),(45 158.52614),(46 159.73288),(47 159.4496),(48 160.46176),(49 160.513),(50 159.57356),(51 159.69156),(52 159.11082),(53 159.10905),(54 158.55678),(55 156.9256),(56 157.51352),(57 156.80524),(58 156.92159),(59 156.08478),(60 156.5456),(61 157.00826),(62 156.5592),(63 157.17647),(64 157.87207),(65 157.93964),(66 157.80043),(67 157.55637),(68 157.17302),(69 158.65825),(70 157.47737),(71 159.26952),(72 157.64421),(73 161.7262),(74 164.39867),(75 164.2521),(76 164.93912),(77 165.53065),(78 165.75734),(79 165.28914),
(1 78.87928),(2 102.874084),(3 116.55011),(4 124.691986),(5 130.898),(6 134.77194),(7 138.49554),(8 139.3424),(9 142.93817),(10 144.38503),(11 146.12584),(12 148.40993),(13 151.80539),(14 154.28802),(15 154.91109),(16 156.38103),(17 158.47636),(18 159.3409),(19 159.55214),(20 160.1295),(21 159.9621),(22 160.77518),(23 160.36745),(24 160.49707),(25 159.78963),(26 159.68565),(27 161.5481),(28 160.6971),(29 159.68938),(30 161.00267),(31 160.32222),(32 160.14972),(33 160.07439),(34 158.08504),(35 157.91951),(36 158.59067),(37 157.82729),(38 157.5872),(39 156.9071),(40 156.30548),(41 156.95006),(42 156.5728),(43 157.0872),(44 157.12822),(45 155.7999),(46 157.70398),(47 156.91707),(48 158.38446),(49 159.67476),(50 159.6107),(51 160.11333),(52 160.73668),(53 159.86487),(54 159.15427),(55 157.53938),(56 155.84021),(57 155.36098),(58 155.7989),(59 157.3314),(60 158.30852),(61 158.12175),(62 158.4798),(63 158.17436),(64 158.39284),(65 159.59515),(66 159.40025),(67 159.6219),(68 158.63295),(69 159.07982),(70 159.68637),(71 159.04846),(72 159.51567),(73 162.39536),(74 162.97562),(75 165.5973),(76 165.6838),(77 166.04213),(78 168.57234),(79 169.48166),
(1 76.71444),(2 99.815575),(3 111.999344),(4 119.4661),(5 125.06743),(6 129.8365),(7 133.00839),(8 135.1302),(9 136.97446),(10 136.72537),(11 138.05185),(12 139.03325),(13 142.9152),(14 144.25551),(15 145.04623),(16 144.49991),(17 147.00725),(18 147.21179),(19 147.63696),(20 149.46155),(21 150.17435),(22 152.56499),(23 154.24152),(24 154.04886),(25 153.19376),(26 153.02516),(27 152.82765),(28 153.61554),(29 153.49707),(30 151.38031),(31 151.35318),(32 152.8439),(33 152.33801),(34 151.03317),(35 149.59227),(36 149.68347),(37 150.03328),(38 149.46536),(39 152.00174),(40 150.66982),(41 149.50252),(42 150.58304),(43 151.40327),(44 151.26714),(45 151.15173),(46 151.93208),(47 150.52626),(48 150.7785),(49 150.68977),(50 150.2609),(51 152.08035),(52 151.77492),(53 150.16365),(54 151.0596),(55 148.97044),(56 149.67513),(57 149.07487),(58 151.84753),(59 153.58992),(60 153.87527),(61 154.90224),(62 156.32607),(63 155.42648),(64 155.39586),(65 156.64561),(66 155.93304),(67 155.31169),(68 155.08813),(69 156.68178),(70 156.42531),(71 157.02298),(72 158.22255),(73 161.2509),(74 161.98682),(75 162.35439),(76 163.7363),(77 164.5827),(78 164.57718),(79 165.85425),
(1 77.3689),(2 99.775246),(3 112.92559),(4 120.22669),(5 127.262985),(6 130.59212),(7 131.91542),(8 133.9779),(9 135.45099),(10 137.74635),(11 138.47992),(12 140.31624),(13 142.76398),(14 144.98053),(15 146.82881),(16 145.38513),(17 146.06143),(18 147.90611),(19 147.56119),(20 149.36981),(21 150.36081),(22 150.83582),(23 150.87584),(24 151.04106),(25 152.61665),(26 153.51854),(27 155.086),(28 156.79333),(29 157.85031),(30 155.71854),(31 155.25307),(32 158.0922),(33 158.55038),(34 157.20273),(35 155.25864),(36 154.2462),(37 154.85234),(38 154.71977),(39 155.35475),(40 154.8257),(41 155.31973),(42 154.61519),(43 156.42047),(44 155.61937),(45 154.96512),(46 154.47052),(47 154.25383),(48 152.99297),(49 153.0325),(50 151.40675),(51 152.23552),(52 152.90475),(53 152.56633),(54 153.43352),(55 151.74103),(56 152.24619),(57 152.43745),(58 153.30408),(59 153.11896),(60 152.91383),(61 153.37445),(62 152.71468),(63 154.09274),(64 154.889),(65 156.41367),(66 156.2594),(67 156.3419),(68 157.75398),(69 158.7687),(70 158.79335),(71 159.84149),(72 161.0099),(73 163.93146),(74 164.73099),(75 165.74101),(76 167.60594),(77 170.31088),(78 169.60132),(79 169.61716),
(1 76.410065),(2 97.852135),(3 112.048096),(4 119.621086),(5 125.451904),(6 128.02824),(7 130.07228),(8 133.63704),(9 136.63333),(10 135.58398),(11 136.48187),(12 137.61086),(13 139.9116),(14 142.71437),(15 143.34048),(16 142.38106),(17 144.43544),(18 144.64127),(19 145.0777),(20 144.61353),(21 146.33452),(22 147.2405),(23 148.36942),(24 148.13689),(25 147.96382),(26 149.16486),(27 149.84598),(28 152.1887),(29 152.64104),(30 151.66422),(31 150.90204),(32 151.16327),(33 152.86229),(34 152.2313),(35 153.00566),(36 151.45313),(37 152.19095),(38 149.70844),(39 148.97592),(40 147.49925),(41 148.21222),(42 147.76607),(43 149.7495),(44 149.68542),(45 149.65103),(46 148.68143),(47 148.61021),(48 149.45708),(49 149.816),(50 151.28665),(51 151.29315),(52 152.73213),(53 153.58769),(54 153.09767),(55 152.64986),(56 152.22282),(57 151.35721),(58 151.04861),(59 150.0252),(60 151.41289),(61 151.5918),(62 152.25586),(63 151.87941),(64 150.21416),(65 148.94824),(66 149.70123),(67 150.91782),(68 152.86383),(69 153.5362),(70 154.21837),(71 153.92697),(72 155.32846),(73 158.31558),(74 157.6994),(75 158.33154),(76 159.3459),(77 160.31642),(78 161.36961),(79 162.20067),
(1 74.855736),(2 95.36141),(3 109.90267),(4 115.92974),(5 122.56974),(6 125.54525),(7 127.01068),(8 130.21384),(9 131.58946),(10 133.55443),(11 135.86015),(12 138.4417),(13 144.45003),(14 144.54366),(15 144.02795),(16 144.76425),(17 143.98415),(18 145.29285),(19 146.47171),(20 147.89775),(21 147.94395),(22 147.51883),(23 147.52817),(24 147.6588),(25 147.69426),(26 148.37479),(27 148.67867),(28 149.33572),(29 149.72125),(30 148.73059),(31 148.75117),(32 149.4453),(33 150.86452),(34 148.14781),(35 149.11813),(36 147.8171),(37 146.12128),(38 146.0501),(39 145.8903),(40 145.42644),(41 145.2058),(42 146.65556),(43 146.93927),(44 147.83382),(45 148.7454),(46 149.9948),(47 150.1495),(48 150.85364),(49 150.76378),(50 151.07088),(51 152.2417),(52 151.44597),(53 150.77724),(54 149.77246),(55 150.71138),(56 150.94063),(57 149.90942),(58 150.19315),(59 149.85292),(60 150.0275),(61 149.8058),(62 150.1135),(63 149.13412),(64 150.01257),(65 148.79979),(66 150.03316),(67 148.33125),(68 148.49655),(69 147.48297),(70 146.67714),(71 147.6228),(72 146.87973),(73 150.00627),(74 151.18161),(75 151.74704),(76 151.46216),(77 152.86363),(78 154.80853),(79 154.89653),
(1 75.31887),(2 97.87915),(3 110.8459),(4 117.55532),(5 124.14287),(6 127.87131),(7 130.29895),(8 133.94603),(9 135.64828),(10 136.1283),(11 137.3357),(12 140.8719),(13 144.68156),(14 143.95348),(15 144.82434),(16 146.2656),(17 147.2572),(18 147.81303),(19 145.93466),(20 146.41849),(21 148.71342),(22 149.68852),(23 150.12163),(24 150.4336),(25 151.60252),(26 153.44917),(27 153.50598),(28 155.12137),(29 156.48369),(30 155.776),(31 155.71494),(32 156.28462),(33 156.10516),(34 156.42917),(35 156.42627),(36 156.91017),(37 156.32538),(38 156.83324),(39 154.95589),(40 156.03806),(41 154.86458),(42 154.7275),(43 154.67976),(44 153.78265),(45 153.09209),(46 152.24039),(47 152.45012),(48 151.70131),(49 152.0161),(50 152.55618),(51 153.05196),(52 151.9907),(53 152.57687),(54 152.56891),(55 152.61703),(56 153.03578),(57 151.16634),(58 152.21172),(59 151.63782),(60 151.31905),(61 149.73721),(62 150.91595),(63 152.0709),(64 152.6308),(65 152.7076),(66 151.76793),(67 153.26422),(68 153.62805),(69 154.30936),(70 154.54109),(71 154.05878),(72 156.62735),(73 157.75426),(74 158.94182),(75 160.66678),(76 159.62093),(77 160.05339),(78 159.89565),(79 160.856),
(1 73.900894),(2 94.97887),(3 106.75922),(4 113.18876),(5 118.74367),(6 122.0368),(7 124.63155),(8 128.21468),(9 129.29411),(10 132.92427),(11 133.55157),(12 134.68588),(13 137.03137),(14 140.27063),(15 141.93661),(16 143.44824),(17 146.26364),(18 146.94275),(19 146.0619),(20 146.42224),(21 148.50294),(22 147.88237),(23 149.17111),(24 150.03806),(25 150.43622),(26 150.61113),(27 150.7385),(28 152.89447),(29 152.9071),(30 152.91087),(31 150.72768),(32 151.69278),(33 151.64792),(34 152.64586),(35 153.2685),(36 153.28354),(37 152.9105),(38 151.91583),(39 150.95752),(40 150.86917),(41 149.42755),(42 148.85509),(43 149.71797),(44 148.54713),(45 147.24104),(46 147.67334),(47 147.85228),(48 147.72255),(49 147.79858),(50 149.25262),(51 148.85997),(52 147.82925),(53 148.73022),(54 148.24184),(55 147.0605),(56 147.24123),(57 146.48126),(58 146.53152),(59 146.81615),(60 146.89374),(61 145.69002),(62 147.29346),(63 147.35843),(64 146.98022),(65 146.33002),(66 146.78746),(67 148.1696),(68 147.89024),(69 147.4298),(70 147.65031),(71 147.31952),(72 147.88107),(73 151.25473),(74 152.1477),(75 153.32285),(76 150.73006),(77 152.45654),(78 151.93439),(79 153.01006),
(1 74.32551),(2 94.76471),(3 107.3747),(4 115.135895),(5 120.56069),(6 123.344795),(7 125.87512),(8 129.14075),(9 132.05954),(10 133.27681),(11 134.59018),(12 135.30861),(13 138.08136),(14 140.46642),(15 141.80754),(16 143.41147),(17 144.08896),(18 146.25423),(19 146.73138),(20 147.97388),(21 148.67543),(22 148.59856),(23 148.61662),(24 148.45512),(25 150.79825),(26 151.1345),(27 150.67516),(28 150.95042),(29 151.39952),(30 150.46426),(31 150.43199),(32 151.48763),(33 150.09737),(34 151.07681),(35 151.38023),(36 150.73344),(37 152.10532),(38 150.87918),(39 150.08073),(40 148.59526),(41 148.25696),(42 147.19395),(43 147.4439),(44 146.34837),(45 146.08044),(46 145.70271),(47 144.54378),(48 145.88579),(49 144.63936),(50 143.00656),(51 143.19055),(52 144.50966),(53 144.50656),(54 144.96782),(55 143.87033),(56 145.24068),(57 144.43063),(58 145.33397),(59 144.8647),(60 145.47128),(61 144.98984),(62 146.35298),(63 145.88145),(64 145.35228),(65 145.90602),(66 146.66649),(67 147.00633),(68 147.47731),(69 147.05615),(70 147.70758),(71 148.9095),(72 148.72716),(73 151.11566),(74 151.56792),(75 153.48334),(76 153.59917),(77 155.32416),(78 154.32782),(79 155.53241),
(1 71.715294),(2 92.32049),(3 105.19239),(4 110.88484),(5 117.24925),(6 119.8831),(7 122.438705),(8 125.18939),(9 126.54327),(10 127.125916),(11 128.76184),(12 131.0597),(13 134.54604),(14 135.77692),(15 136.9006),(16 139.52632),(17 139.38358),(18 141.55002),(19 142.36563),(20 143.52057),(21 145.0754),(22 145.04393),(23 145.12994),(24 143.8215),(25 144.13753),(26 144.50342),(27 145.00739),(28 146.06488),(29 146.50568),(30 144.18504),(31 144.83646),(32 146.85597),(33 146.04094),(34 146.58206),(35 146.58678),(36 146.30461),(37 145.48125),(38 145.56058),(39 145.875),(40 145.47113),(41 145.17062),(42 144.19376),(43 145.3238),(44 143.8506),(45 143.6607),(46 143.05803),(47 143.01125),(48 142.32964),(49 141.44585),(50 139.57846),(51 140.3725),(52 142.52602),(53 141.65866),(54 142.79156),(55 143.27963),(56 144.0679),(57 143.88629),(58 144.47559),(59 143.26776),(60 142.1953),(61 141.64789),(62 141.24246),(63 141.07582),(64 142.03012),(65 141.76662),(66 142.94046),(67 143.15134),(68 144.71129),(69 144.95538),(70 145.66835),(71 145.95604),(72 146.24475),(73 149.46626),(74 150.49614),(75 150.00565),(76 150.47832),(77 151.79282),(78 152.53421),(79 152.87195),
(1 70.37862),(2 90.37242),(3 103.74667),(4 111.87436),(5 117.49866),(6 119.85718),(7 122.40856),(8 125.38362),(9 126.672165),(10 126.81312),(11 127.48074),(12 128.31642),(13 132.95204),(14 135.33203),(15 135.96463),(16 134.81601),(17 136.00023),(18 137.55836),(19 138.0503),(20 137.46678),(21 138.34161),(22 137.95515),(23 137.88007),(24 138.06966),(25 139.02274),(26 139.60693),(27 139.69995),(28 140.91638),(29 140.02075),(30 139.4469),(31 139.06593),(32 140.25363),(33 140.0665),(34 141.01143),(35 139.3976),(36 141.33774),(37 141.01157),(38 140.24635),(39 140.67871),(40 139.86874),(41 140.07361),(42 140.65822),(43 142.40826),(44 143.22557),(45 141.62973),(46 141.28606),(47 140.77599),(48 139.84172),(49 139.24825),(50 138.59761),(51 139.95418),(52 141.45374),(53 141.84087),(54 143.14705),(55 142.22784),(56 141.81413),(57 141.34657),(58 140.22142),(59 140.59885),(60 139.59009),(61 139.12396),(62 138.54811),(63 139.08432),(64 139.24178),(65 139.25983),(66 140.53731),(67 140.71182),(68 141.80911),(69 143.10818),(70 144.2532),(71 143.39168),(72 144.40457),(73 145.6312),(74 147.57085),(75 147.22304),(76 148.07439),(77 148.76059),(78 150.4176),(79 150.92659),
