1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 108.91657),(2 143.51003),(3 162.64201),(4 174.60568),(5 184.8613),(6 191.16454),(7 196.35342),(8 200.05219),(9 201.0475),(10 202.32175),(11 203.97504),(12 205.8835),(13 209.83952),(14 211.6203),(15 214.18315),(16 218.3843),(17 220.34946),(18 220.65761),(19 220.84401),(20 223.0755),(21 224.26732),(22 223.44122),(23 223.9641),(24 222.13742),(25 224.39296),(26 225.2624),(27 226.78682),(28 227.4883),(29 225.86407),(30 226.712),(31 226.47247),(32 226.92761),(33 227.11305),(34 228.51338),(35 231.68184),(36 232.0989),(37 231.33327),(38 229.76834),(39 228.10342),(40 226.68243),(41 226.46432),(42 226.56136),(43 227.69937),(44 226.1535),(45 223.98648),(46 221.41382),(47 220.19133),(48 221.7756),(49 221.37685),(50 223.14703),(51 225.10715),(52 227.15782),(53 227.52193),(54 225.97066),(55 226.39507),(56 224.59995),(57 223.55537),(58 225.00456),(59 224.31013),(60 225.28964),(61 226.53958),(62 226.27231),(63 225.41072),(64 225.25992),(65 225.15422),(66 225.05464),(67 226.309),(68 227.62082),(69 229.19481),(70 228.15022),(71 230.77446),(72 230.59492),(73 232.88869),(74 236.1038),(75 237.85364),(76 237.83101),(77 239.20845),(78 242.16656),(79 243.47763),
(1 108.25418),(2 142.97508),(3 162.28342),(4 173.84662),(5 182.44566),(6 186.60643),(7 193.1504),(8 196.59454),(9 198.90373),(10 201.62648),(11 204.4644),(12 207.0152),(13 211.2202),(14 212.7229),(15 216.3905),(16 217.76811),(17 220.35533),(18 220.11108),(19 221.77206),(20 223.82661),(21 225.01239),(22 223.7033),(23 223.70564),(24 222.11633),(25 222.77374),(26 224.01358),(27 227.16893),(28 227.84143),(29 225.48218),(30 225.94646),(31 223.95056),(32 223.1947),(33 223.40504),(34 223.97571),(35 225.53336),(36 226.082),(37 227.25919),(38 229.3691),(39 228.78424),(40 228.72778),(41 227.71568),(42 227.20735),(43 230.64386),(44 228.5943),(45 228.17998),(46 227.81828),(47 226.05482),(48 227.30466),(49 228.57277),(50 229.26083),(51 230.33136),(52 230.81079),(53 232.04132),(54 228.80698),(55 228.65082),(56 229.09007),(57 227.80334),(58 228.68391),(59 228.07635),(60 227.52597),(61 225.6258),(62 222.91687),(63 223.53322),(64 221.80566),(65 222.39857),(66 223.2468),(67 225.58778),(68 225.79008),(69 225.73625),(70 226.92471),(71 228.0462),(72 227.25287),(73 228.6565),(74 229.79599),(75 234.9652),(76 236.58617),(77 237.67834),(78 240.00743),(79 239.97408),
(1 104.086006),(2 135.16185),(3 154.75356),(4 166.22845),(5 174.82677),(6 179.53493),(7 184.87723),(8 189.49951),(9 191.52473),(10 196.20775),(11 201.65456),(12 203.39055),(13 209.2366),(14 209.15388),(15 211.08862),(16 213.85193),(17 214.24571),(18 214.3518),(19 215.47432),(20 217.88106),(21 219.28023),(22 220.6144),(23 220.06102),(24 218.48885),(25 219.86772),(26 223.08069),(27 224.69562),(28 227.71779),(29 227.89058),(30 226.4266),(31 227.03171),(32 226.2718),(33 225.32664),(34 224.21318),(35 223.73294),(36 224.10286),(37 225.05585),(38 225.82117),(39 225.22629),(40 223.41994),(41 224.12714),(42 223.20901),(43 226.41144),(44 224.9982),(45 224.36461),(46 224.83968),(47 223.53133),(48 223.33112),(49 224.34671),(50 226.28322),(51 225.35075),(52 224.26979),(53 224.93178),(54 223.41974),(55 224.06364),(56 224.2113),(57 224.50296),(58 227.75783),(59 225.1267),(60 223.66005),(61 224.58507),(62 225.33124),(63 224.45703),(64 222.40427),(65 222.2462),(66 220.68965),(67 220.8382),(68 221.77457),(69 222.19196),(70 223.45438),(71 222.52266),(72 222.1947),(73 225.12148),(74 228.04819),(75 231.42136),(76 234.89252),(77 236.58984),(78 238.34555),(79 239.08942),
(1 104.1282),(2 135.63223),(3 155.90166),(4 166.54251),(5 175.31656),(6 178.25333),(7 182.63852),(8 184.08017),(9 184.88655),(10 187.88551),(11 191.27536),(12 196.79996),(13 201.01643),(14 200.674),(15 199.83438),(16 201.96906),(17 202.72946),(18 205.60075),(19 207.75134),(20 206.30734),(21 207.28067),(22 208.58432),(23 209.19873),(24 208.59172),(25 208.91626),(26 209.67831),(27 212.63701),(28 214.49796),(29 217.11482),(30 217.64009),(31 216.82382),(32 217.49187),(33 219.25346),(34 217.5555),(35 216.44687),(36 215.16606),(37 217.43196),(38 217.20052),(39 217.87524),(40 218.18013),(41 219.48203),(42 219.40909),(43 221.14568),(44 222.3812),(45 220.87808),(46 219.07321),(47 217.27515),(48 215.50699),(49 215.02017),(50 214.90059),(51 212.57852),(52 211.44026),(53 211.12415),(54 210.92676),(55 212.5145),(56 212.28633),(57 210.5197),(58 211.34517),(59 211.39392),(60 210.91977),(61 210.7059),(62 209.77754),(63 209.91104),(64 207.65437),(65 206.27731),(66 206.78764),(67 207.57602),(68 211.03366),(69 211.43567),(70 213.09427),(71 212.43918),(72 210.7216),(73 213.304),(74 214.32097),(75 215.97879),(76 218.12381),(77 217.54602),(78 220.0234),(79 220.54878),
(1 101.263756),(2 131.07779),(3 151.22795),(4 162.9157),(5 172.77602),(6 176.93723),(7 179.51146),(8 180.93475),(9 182.1926),(10 186.1321),(11 188.12944),(12 191.50812),(13 195.12463),(14 197.09047),(15 197.1847),(16 199.92691),(17 201.34569),(18 205.48737),(19 207.21642),(20 208.0128),(21 208.61078),(22 208.76685),(23 210.41713),(24 209.10092),(25 211.46838),(26 213.7442),(27 214.16786),(28 213.61205),(29 211.80092),(30 208.90187),(31 211.40958),(32 212.01628),(33 212.44037),(34 210.37425),(35 209.53308),(36 211.80722),(37 212.94771),(38 212.83961),(39 212.45613),(40 210.77484),(41 211.1269),(42 212.70813),(43 210.86482),(44 210.21925),(45 208.714),(46 208.84903),(47 209.49963),(48 207.94504),(49 209.80414),(50 211.16966),(51 211.05055),(52 211.5993),(53 212.98126),(54 212.9257),(55 213.21028),(56 213.0703),(57 211.367),(58 211.5676),(59 210.73413),(60 211.26286),(61 211.76483),(62 213.92067),(63 210.58679),(64 209.62825),(65 210.35416),(66 209.34903),(67 208.92493),(68 210.75555),(69 211.15712),(70 213.16922),(71 213.13963),(72 212.65733),(73 216.73096),(74 218.06966),(75 219.65454),(76 218.93297),(77 221.91795),(78 223.0156),(79 225.51334),
(1 100.9786),(2 134.42415),(3 153.68805),(4 165.55891),(5 173.90413),(6 179.85527),(7 183.51479),(8 185.24086),(9 187.73943),(10 190.82256),(11 191.72118),(12 196.03487),(13 198.55396),(14 200.63492),(15 202.74318),(16 204.37099),(17 205.92526),(18 208.83952),(19 208.71786),(20 209.79854),(21 211.41153),(22 210.12834),(23 213.20985),(24 214.04471),(25 216.6305),(26 218.45236),(27 217.34863),(28 216.74568),(29 217.74855),(30 217.81429),(31 215.31029),(32 213.25761),(33 215.65045),(34 215.11983),(35 215.67848),(36 216.43707),(37 217.73392),(38 218.18149),(39 219.8199),(40 219.66896),(41 217.36961),(42 218.57999),(43 217.93208),(44 216.51512),(45 216.71443),(46 217.4964),(47 217.16095),(48 216.90732),(49 215.90274),(50 216.23883),(51 214.17114),(52 214.33646),(53 214.96642),(54 215.26767),(55 213.3712),(56 214.03221),(57 212.29642),(58 212.67506),(59 212.95671),(60 213.93954),(61 213.59181),(62 216.63934),(63 213.69911),(64 213.34544),(65 214.0339),(66 214.41066),(67 212.03964),(68 213.08452),(69 212.40176),(70 212.53986),(71 211.06978),(72 211.99136),(73 213.22255),(74 214.43338),(75 217.52194),(76 218.8636),(77 221.89616),(78 222.5642),(79 222.71333),
(1 101.01737),(2 132.47406),(3 148.84645),(4 160.23215),(5 168.40987),(6 173.31287),(7 176.83388),(8 180.24025),(9 183.0259),(10 186.63254),(11 189.223),(12 192.52454),(13 196.99704),(14 200.18553),(15 199.85657),(16 202.30444),(17 202.88051),(18 206.47322),(19 206.095),(20 208.47409),(21 209.17375),(22 207.01852),(23 206.31876),(24 208.79605),(25 210.59747),(26 208.57211),(27 210.71901),(28 211.74626),(29 211.48123),(30 211.56274),(31 212.36829),(32 210.9576),(33 210.35399),(34 209.15033),(35 209.77109),(36 210.83397),(37 211.16798),(38 208.4896),(39 206.08733),(40 205.42664),(41 204.50925),(42 204.55255),(43 204.54626),(44 203.63297),(45 203.28706),(46 202.8267),(47 204.29436),(48 203.45674),(49 203.73863),(50 204.25348),(51 203.77992),(52 203.2715),(53 202.62881),(54 202.61699),(55 201.8424),(56 202.93057),(57 202.03236),(58 201.04356),(59 201.86368),(60 202.93909),(61 203.42862),(62 206.32726),(63 203.58926),(64 203.83878),(65 203.37334),(66 203.39008),(67 203.0817),(68 203.99263),(69 202.78412),(70 204.65862),(71 205.40985),(72 205.9826),(73 209.70975),(74 211.57607),(75 215.78961),(76 216.08575),(77 216.65309),(78 218.40463),(79 221.90024),
(1 99.44269),(2 130.29375),(3 146.92445),(4 158.79149),(5 165.04236),(6 170.5585),(7 176.22441),(8 179.56454),(9 182.45747),(10 186.78355),(11 189.54886),(12 191.03113),(13 194.43979),(14 195.20601),(15 196.31058),(16 198.11865),(17 199.361),(18 201.42616),(19 201.5317),(20 202.44958),(21 203.58994),(22 202.25517),(23 201.95906),(24 202.26605),(25 204.29817),(26 206.29987),(27 208.82875),(28 212.59691),(29 212.89404),(30 212.09175),(31 212.21793),(32 212.29268),(33 212.58786),(34 210.58333),(35 212.4158),(36 211.67703),(37 210.90674),(38 211.25774),(39 209.5082),(40 209.83781),(41 209.06396),(42 209.20139),(43 208.56396),(44 207.23155),(45 206.43225),(46 208.13414),(47 206.50807),(48 205.92802),(49 206.90749),(50 206.56718),(51 207.23915),(52 207.5158),(53 206.61581),(54 205.00545),(55 206.02484),(56 207.0768),(57 207.18672),(58 207.05212),(59 205.96384),(60 206.8389),(61 207.01456),(62 205.30344),(63 203.54181),(64 202.81528),(65 203.55652),(66 203.60858),(67 202.84998),(68 202.75516),(69 203.01317),(70 202.92993),(71 200.96494),(72 200.98212),(73 201.52539),(74 203.23163),(75 202.21838),(76 204.35492),(77 206.3347),(78 207.71817),(79 210.30835),
(1 99.23709),(2 128.92986),(3 145.93889),(4 156.87053),(5 165.73999),(6 170.20822),(7 177.07494),(8 178.80212),(9 182.60274),(10 186.45929),(11 188.42117),(12 190.97414),(13 196.95631),(14 198.85843),(15 200.78065),(16 201.8151),(17 204.68474),(18 206.48857),(19 206.4674),(20 207.4977),(21 206.7853),(22 204.84105),(23 205.58916),(24 204.51166),(25 204.81339),(26 207.27203),(27 210.67247),(28 211.42566),(29 211.733),(30 208.81987),(31 209.41908),(32 208.26625),(33 207.74274),(34 208.20425),(35 208.70999),(36 209.44763),(37 209.15437),(38 207.21071),(39 205.43745),(40 205.85837),(41 206.17522),(42 206.40855),(43 207.44395),(44 206.21078),(45 207.56496),(46 207.19847),(47 206.76257),(48 205.0919),(49 203.93063),(50 204.51434),(51 204.69058),(52 204.84332),(53 204.46733),(54 203.43172),(55 204.14688),(56 204.26175),(57 204.51775),(58 205.31401),(59 205.4872),(60 204.373),(61 204.27588),(62 204.7802),(63 203.03453),(64 201.21524),(65 202.85388),(66 201.35225),(67 202.12779),(68 202.2051),(69 202.94867),(70 204.03705),(71 204.01688),(72 204.3581),(73 209.55759),(74 212.41324),(75 214.57129),(76 214.94409),(77 216.47112),(78 219.08075),(79 218.00049),
(1 95.941216),(2 125.77192),(3 142.80785),(4 152.49565),(5 161.68497),(6 166.0569),(7 169.79233),(8 172.29384),(9 172.43488),(10 173.36694),(11 175.00713),(12 177.5707),(13 180.93651),(14 180.59027),(15 183.10663),(16 186.9074),(17 189.8148),(18 191.33588),(19 192.10115),(20 193.28722),(21 193.41081),(22 192.12535),(23 193.07251),(24 192.57286),(25 193.79457),(26 193.9408),(27 196.07242),(28 200.3461),(29 200.9956),(30 201.53384),(31 202.72502),(32 200.6977),(33 201.96378),(34 201.92989),(35 202.43884),(36 201.32104),(37 200.30948),(38 201.18564),(39 201.8479),(40 199.9909),(41 199.9037),(42 199.05966),(43 198.31053),(44 197.65005),(45 198.54256),(46 199.40945),(47 199.95647),(48 198.23396),(49 196.37688),(50 195.7921),(51 196.34677),(52 197.50125),(53 195.35323),(54 190.94148),(55 190.5669),(56 191.86266),(57 192.18944),(58 195.68567),(59 195.46297),(60 193.4851),(61 192.00629),(62 192.8077),(63 192.51103),(64 192.304),(65 193.83409),(66 194.09962),(67 195.2913),(68 193.40047),(69 193.32738),(70 193.91884),(71 197.08267),(72 197.21951),(73 200.9732),(74 201.57805),(75 202.30917),(76 205.87656),(77 207.75124),(78 210.18887),(79 209.58952),
(1 96.30244),(2 126.02414),(3 144.1815),(4 152.30638),(5 160.85684),(6 164.09193),(7 167.92857),(8 170.51399),(9 173.19801),(10 177.0608),(11 177.52206),(12 181.0696),(13 184.99187),(14 186.82776),(15 189.04265),(16 189.9785),(17 191.87613),(18 193.96423),(19 194.0666),(20 195.62595),(21 198.76572),(22 200.20473),(23 198.60359),(24 196.92516),(25 197.01132),(26 198.105),(27 200.14563),(28 201.82465),(29 204.15944),(30 202.4714),(31 202.89876),(32 200.04063),(33 201.81729),(34 199.20992),(35 197.38177),(36 194.53731),(37 195.16098),(38 196.62341),(39 196.83838),(40 197.51648),(41 197.33826),(42 197.06947),(43 194.55573),(44 195.41177),(45 195.25507),(46 196.54927),(47 197.6162),(48 196.78865),(49 196.8561),(50 195.0915),(51 194.69987),(52 195.66148),(53 197.00064),(54 198.07938),(55 196.2382),(56 197.92926),(57 199.06384),(58 201.01347),(59 202.36348),(60 200.84619),(61 200.7302),(62 198.9023),(63 198.51357),(64 198.35608),(65 200.12593),(66 197.81783),(67 196.15286),(68 194.10805),(69 193.91719),(70 195.54037),(71 196.92116),(72 196.6814),(73 199.45766),(74 200.7282),(75 204.93242),(76 206.9864),(77 209.0664),(78 213.20361),(79 214.12077),
(1 92.38142),(2 122.09482),(3 139.7865),(4 149.1026),(5 157.71931),(6 160.6297),(7 164.30449),(8 168.05405),(9 170.35233),(10 175.72989),(11 178.21529),(12 182.41824),(13 186.17139),(14 189.26627),(15 192.5021),(16 194.29128),(17 196.0605),(18 195.82332),(19 195.47041),(20 198.35378),(21 200.67717),(22 201.10869),(23 200.46222),(24 199.6638),(25 200.0968),(26 198.12274),(27 197.47144),(28 202.40628),(29 201.19821),(30 199.3052),(31 197.6888),(32 197.33878),(33 197.413),(34 197.94789),(35 197.39438),(36 195.21509),(37 193.1877),(38 193.44958),(39 193.78162),(40 194.45152),(41 195.97536),(42 195.65782),(43 197.91652),(44 196.568),(45 195.50987),(46 195.00945),(47 193.6453),(48 192.3446),(49 192.57118),(50 193.91196),(51 195.0981),(52 196.0871),(53 196.75005),(54 197.19336),(55 198.10468),(56 198.42522),(57 198.78615),(58 199.22667),(59 199.35869),(60 198.97508),(61 197.16711),(62 196.94977),(63 193.37761),(64 192.79039),(65 191.33),(66 191.61925),(67 189.50618),(68 188.4909),(69 189.25453),(70 190.25127),(71 191.15886),(72 193.27502),(73 197.00201),(74 198.00923),(75 201.05212),(76 201.42729),(77 202.74603),(78 206.45795),(79 208.2544),
(1 94.0011),(2 122.92568),(3 140.58939),(4 150.60901),(5 158.28804),(6 162.34155),(7 167.49161),(8 171.45493),(9 175.26497),(10 179.59601),(11 180.9187),(12 184.21944),(13 189.57092),(14 190.1117),(15 192.84811),(16 193.50328),(17 195.81824),(18 197.58621),(19 196.89932),(20 197.90987),(21 198.99983),(22 197.16833),(23 198.92815),(24 199.15993),(25 199.54768),(26 199.49872),(27 200.83624),(28 200.60954),(29 199.45396),(30 198.9684),(31 199.38017),(32 199.10393),(33 197.85342),(34 196.96974),(35 196.54823),(36 195.89055),(37 197.10141),(38 195.64838),(39 194.63722),(40 193.95284),(41 195.06166),(42 196.25095),(43 196.05154),(44 196.26263),(45 195.70163),(46 196.61642),(47 196.69403),(48 195.29326),(49 193.04482),(50 194.07935),(51 194.72882),(52 194.96426),(53 194.75966),(54 196.08728),(55 194.19804),(56 194.64204),(57 193.37967),(58 192.48471),(59 192.5603),(60 191.52515),(61 190.13818),(62 191.85403),(63 191.40892),(64 190.1313),(65 190.25064),(66 189.03653),(67 189.52779),(68 189.50783),(69 189.32176),(70 189.73508),(71 189.33015),(72 190.56139),(73 194.44583),(74 196.7287),(75 200.51569),(76 200.96355),(77 202.2215),(78 204.44833),(79 205.89116),
(1 92.44733),(2 118.93999),(3 135.80997),(4 144.58264),(5 152.73915),(6 156.87018),(7 162.47997),(8 166.12335),(9 168.0236),(10 169.68585),(11 171.88101),(12 174.20341),(13 178.73851),(14 180.87361),(15 182.41795),(16 184.07791),(17 184.10512),(18 184.88713),(19 186.99019),(20 185.76755),(21 189.58922),(22 188.32463),(23 188.25943),(24 187.35823),(25 190.06805),(26 190.59236),(27 192.21658),(28 193.91609),(29 193.63405),(30 192.40182),(31 194.43748),(32 192.71548),(33 193.43698),(34 191.29446),(35 190.32022),(36 188.35054),(37 189.2748),(38 189.4279),(39 190.31664),(40 188.88058),(41 189.10828),(42 189.6005),(43 190.37688),(44 187.21101),(45 188.03639),(46 188.86429),(47 188.70033),(48 187.53165),(49 187.6393),(50 187.92834),(51 190.28923),(52 189.48727),(53 190.91656),(54 190.8345),(55 189.65247),(56 190.7121),(57 191.17293),(58 190.91803),(59 190.79613),(60 189.86003),(61 188.99266),(62 188.57632),(63 189.55957),(64 189.21526),(65 189.55667),(66 189.73279),(67 188.78525),(68 188.3343),(69 186.88628),(70 188.5181),(71 189.18367),(72 188.94783),(73 191.78932),(74 191.8936),(75 193.89832),(76 193.81476),(77 195.53435),(78 198.33386),(79 200.6737),
(1 90.43984),(2 117.49689),(3 132.94751),(4 141.68793),(5 150.19374),(6 155.06451),(7 161.13316),(8 165.28696),(9 167.20026),(10 167.67012),(11 170.30705),(12 172.48062),(13 177.32465),(14 181.26154),(15 182.77396),(16 184.67683),(17 187.63889),(18 187.01822),(19 187.23329),(20 186.69763),(21 185.26439),(22 185.16064),(23 184.26173),(24 185.03381),(25 185.06944),(26 185.73203),(27 188.14919),(28 189.72163),(29 189.35158),(30 186.37453),(31 187.13524),(32 185.90051),(33 185.59909),(34 183.52608),(35 181.3641),(36 180.46536),(37 179.72513),(38 180.20839),(39 181.07124),(40 180.70464),(41 180.36378),(42 181.65549),(43 183.31526),(44 182.2415),(45 183.97649),(46 184.46872),(47 185.80664),(48 184.84604),(49 185.89093),(50 184.9062),(51 186.53758),(52 185.93732),(53 186.93408),(54 186.65668),(55 185.3911),(56 185.63979),(57 185.99266),(58 186.25754),(59 184.45795),(60 187.09438),(61 187.18102),(62 185.6233),(63 185.78708),(64 185.39731),(65 186.65866),(66 186.80421),(67 186.8952),(68 186.2398),(69 186.50873),(70 187.50858),(71 189.69435),(72 190.55388),(73 193.9709),(74 196.02332),(75 200.1209),(76 201.55585),(77 202.5786),(78 202.71887),(79 203.93248),
(1 90.110115),(2 118.75918),(3 135.40898),(4 144.46619),(5 153.43846),(6 156.65474),(7 162.35788),(8 166.01274),(9 168.43132),(10 170.98726),(11 174.43146),(12 176.86154),(13 180.58957),(14 184.60547),(15 188.76439),(16 190.1731),(17 191.71469),(18 192.88158),(19 194.17836),(20 194.76358),(21 193.35239),(22 190.56186),(23 190.1557),(24 192.36397),(25 191.91809),(26 192.7407),(27 193.17606),(28 196.45474),(29 197.57661),(30 195.16833),(31 195.7075),(32 195.58777),(33 195.30984),(34 194.46935),(35 192.74562),(36 193.4112),(37 192.94344),(38 191.29318),(39 191.02864),(40 190.66698),(41 190.5388),(42 189.8254),(43 191.48166),(44 191.26247),(45 190.26451),(46 188.12343),(47 187.48012),(48 188.06264),(49 187.89038),(50 189.99715),(51 189.71712),(52 189.85165),(53 188.91025),(54 186.59842),(55 184.87202),(56 184.78293),(57 183.33722),(58 183.16719),(59 182.43059),(60 181.88306),(61 181.53561),(62 181.38867),(63 182.28328),(64 181.82288),(65 184.86984),(66 185.85304),(67 186.70825),(68 186.99648),(69 187.587),(70 187.7125),(71 187.59592),(72 188.88144),(73 191.00056),(74 191.35205),(75 193.69446),(76 194.3775),(77 193.80927),(78 196.8628),(79 197.98698),
(1 89.302895),(2 115.55517),(3 129.83084),(4 138.7066),(5 148.90251),(6 152.41023),(7 155.00195),(8 158.74124),(9 160.92906),(10 164.4642),(11 166.8279),(12 168.00252),(13 171.3842),(14 174.1251),(15 177.29163),(16 176.9968),(17 179.989),(18 181.19797),(19 181.31432),(20 182.10344),(21 181.82034),(22 179.79832),(23 180.7132),(24 182.73846),(25 183.05536),(26 185.98523),(27 187.95026),(28 186.34966),(29 185.59587),(30 184.09859),(31 182.28354),(32 180.75064),(33 181.26894),(34 180.91258),(35 180.42001),(36 182.43747),(37 182.73245),(38 181.79297),(39 182.10748),(40 182.07378),(41 183.27408),(42 183.7025),(43 185.31793),(44 184.89331),(45 185.09967),(46 185.13722),(47 183.46594),(48 184.14522),(49 183.474),(50 181.23952),(51 183.64746),(52 183.79411),(53 183.74777),(54 183.36496),(55 181.16838),(56 180.33646),(57 178.48134),(58 179.99083),(59 180.02805),(60 179.32265),(61 178.4952),(62 178.03651),(63 176.80377),(64 175.7873),(65 176.88866),(66 178.05803),(67 179.06714),(68 180.53209),(69 179.05963),(70 180.96205),(71 180.29019),(72 178.75853),(73 182.9577),(74 183.22345),(75 184.06227),(76 184.61528),(77 186.02873),(78 186.473),(79 188.70584),
(1 88.77301),(2 115.3832),(3 130.94812),(4 136.98611),(5 145.64322),(6 151.77945),(7 155.91536),(8 158.88338),(9 160.44727),(10 163.89415),(11 166.40276),(12 167.53749),(13 172.25645),(14 172.04237),(15 173.66301),(16 174.54639),(17 178.09142),(18 179.03056),(19 178.24756),(20 179.991),(21 180.42082),(22 179.7089),(23 179.3436),(24 179.0157),(25 180.92288),(26 181.49007),(27 181.32848),(28 182.09666),(29 184.07861),(30 182.03764),(31 184.35095),(32 183.11845),(33 182.34909),(34 183.0349),(35 183.7428),(36 183.25214),(37 183.88225),(38 181.26035),(39 182.67966),(40 182.81761),(41 182.17253),(42 182.90654),(43 182.46744),(44 182.45558),(45 180.29326),(46 180.13388),(47 178.42433),(48 178.49294),(49 178.03557),(50 177.29294),(51 180.52287),(52 182.16687),(53 182.13138),(54 182.0489),(55 180.01483),(56 179.16324),(57 178.27565),(58 180.10863),(59 179.94656),(60 181.79941),(61 180.45789),(62 178.98775),(63 179.30595),(64 177.07576),(65 178.55956),(66 178.61719),(67 177.81238),(68 179.41173),(69 179.17957),(70 180.29387),(71 180.27594),(72 180.23994),(73 183.2339),(74 184.73224),(75 187.22104),(76 188.65933),(77 189.61064),(78 189.85956),(79 190.95526),
(1 87.39934),(2 113.01438),(3 128.84167),(4 135.62968),(5 142.78802),(6 145.16272),(7 149.02429),(8 151.99135),(9 154.91766),(10 158.5659),(11 160.6191),(12 161.43483),(13 168.37196),(14 168.53732),(15 168.25089),(16 167.95912),(17 169.91376),(18 171.86093),(19 171.24687),(20 172.85695),(21 175.084),(22 175.65303),(23 175.20256),(24 175.4657),(25 176.76506),(26 176.66766),(27 178.70535),(28 179.61214),(29 178.65468),(30 178.89368),(31 179.28802),(32 179.69026),(33 178.53317),(34 178.47704),(35 179.08788),(36 177.54637),(37 177.2976),(38 175.46632),(39 174.1654),(40 174.06506),(41 172.33325),(42 174.11058),(43 171.71722),(44 170.86613),(45 170.78273),(46 169.04175),(47 170.24722),(48 170.9995),(49 170.52977),(50 171.30035),(51 173.09187),(52 174.05244),(53 174.70874),(54 175.66646),(55 173.41725),(56 172.60222),(57 172.531),(58 170.89369),(59 171.11617),(60 170.9533),(61 171.59085),(62 172.08707),(63 173.9862),(64 173.82347),(65 175.09134),(66 174.61679),(67 174.02992),(68 175.37416),(69 175.50641),(70 175.58229),(71 176.28935),(72 177.78452),(73 181.61484),(74 181.886),(75 184.09862),(76 182.69978),(77 185.538),(78 188.3607),(79 190.4844),
