1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 43358.113),(2 152164.34),(3 336297.3),(4 574565.56),(5 890413.2),(6 1190747.6),(7 1579845.6),(8 2031983.5),(9 2527820.3),(10 3073628.8),(11 3697898),(12 4363522),(13 5083276),(14 5818271.5),(15 6585319.5),(16 7339161.5),(17 8114001.5),(18 8866991),(19 9631816),(20 10393675),(21 11172145),(22 11919799),(23 12689036),(24 13472344),(25 14249139),(26 15060260),(27 15901129),(28 16818314),(29 17743466),(30 18725760),(31 19474734),(32 20398404),(33 21346136),(34 22323472),(35 23399130),(36 24526730),(37 25844006),(38 27280342),(39 28785390),(40 30203970),(41 31426994),(42 32610890),(43 33771956),(44 34886092),(45 35958496),(46 37027860),(47 38072404),(48 39106068),(49 40056140),(50 40952224),(51 41769304),(52 42396700),(53 42858108),(54 43175980),(55 43467340),(56 43467116),(57 43378440),(58 43232020),(59 43186268),(60 43025424),(61 43076540),(62 43337652),(63 43719804),(64 44200200),(65 44731476),(66 45382956),(67 46122724),(68 46923120),(69 47869532),(70 48882068),(71 49994108),(72 51187148),(73 52628932),(74 54301828),(75 56187364),(76 58031308),(77 59838116),(78 61643300),(79 63321684),
(1 21.268559),(2 24.82361),(3 27.80169),(4 28.966564),(5 30.309687),(6 30.70332),(7 31.609196),(8 31.663992),(9 31.908321),(10 32.700123),(11 32.99111),(12 32.462963),(13 33.41579),(14 33.890045),(15 33.411392),(16 33.578472),(17 33.98684),(18 33.871414),(19 34.041718),(20 34.10371),(21 34.49044),(22 34.310642),(23 34.828022),(24 34.15796),(25 34.759254),(26 35.426605),(27 35.371273),(28 35.836044),(29 36.01585),(30 35.985725),(31 36.03269),(32 35.982616),(33 36.054504),(34 36.298996),(35 36.240833),(36 35.69425),(37 36.233826),(38 36.490326),(39 36.46586),(40 36.51153),(41 37.038277),(42 36.84964),(43 36.810394),(44 37.002174),(45 36.80744),(46 37.42099),(47 36.995148),(48 37.58075),(49 37.761726),(50 38.746243),(51 38.47527),(52 39.492928),(53 39.033825),(54 39.04002),(55 39.23514),(56 39.05677),(57 39.339767),(58 39.27607),(59 39.51053),(60 39.313675),(61 39.543797),(62 39.97093),(63 40.282425),(64 40.480995),(65 40.633533),(66 40.64113),(67 40.410522),(68 40.515278),(69 40.231544),(70 39.885643),(71 39.500908),(72 39.19351),(73 39.606556),(74 39.970726),(75 40.134113),(76 40.36833),(77 41.505455),(78 41.239616),(79 41.926205),
(1 21.411915),(2 24.75606),(3 27.698593),(4 29.441973),(5 30.955723),(6 31.532187),(7 32.352455),(8 32.102585),(9 32.53004),(10 33.15166),(11 33.06522),(12 32.646362),(13 33.165134),(14 33.75312),(15 33.97228),(16 33.814137),(17 34.098938),(18 34.17488),(19 34.635227),(20 34.411125),(21 34.701817),(22 34.48187),(23 34.067844),(24 33.603),(25 34.182873),(26 35.115585),(27 35.1023),(28 35.620827),(29 35.71069),(30 35.402935),(31 35.643734),(32 35.23117),(33 35.166145),(34 36.113014),(35 35.525215),(36 35.46333),(37 36.20732),(38 36.290627),(39 36.205975),(40 36.408157),(41 36.47798),(42 36.350452),(43 35.970352),(44 36.3696),(45 36.27915),(46 37.30968),(47 36.699432),(48 37.137207),(49 37.463264),(50 38.08816),(51 37.777294),(52 38.522156),(53 38.350464),(54 38.551464),(55 38.656284),(56 38.626938),(57 38.639236),(58 38.56454),(59 38.75212),(60 38.524193),(61 39.337967),(62 39.53454),(63 39.493507),(64 39.855022),(65 40.03265),(66 39.561005),(67 39.661846),(68 39.62062),(69 39.68752),(70 39.29634),(71 38.871307),(72 38.55304),(73 39.136463),(74 39.225014),(75 38.78659),(76 39.25249),(77 40.55923),(78 40.00676),(79 40.680935),
(1 21.586496),(2 25.191402),(3 27.907253),(4 29.392483),(5 30.503855),(6 31.162262),(7 31.615683),(8 31.792492),(9 32.359207),(10 33.01618),(11 33.310013),(12 32.737206),(13 33.579445),(14 34.011322),(15 33.933887),(16 34.076942),(17 34.480556),(18 34.36527),(19 34.72385),(20 34.42683),(21 34.894962),(22 35.450375),(23 34.963295),(24 34.505787),(25 34.66833),(26 35.30837),(27 35.308445),(28 34.97024),(29 35.668434),(30 35.56053),(31 35.703766),(32 35.294994),(33 35.107307),(34 35.83477),(35 35.30586),(36 34.951054),(37 35.412754),(38 35.644314),(39 35.767773),(40 35.83849),(41 36.276356),(42 36.51027),(43 36.05973),(44 36.139927),(45 35.464073),(46 36.77656),(47 36.363945),(48 36.301678),(49 37.38221),(50 37.90032),(51 37.968628),(52 38.346874),(53 38.409054),(54 38.92911),(55 39.12214),(56 38.936768),(57 38.639366),(58 38.63724),(59 38.587032),(60 38.265793),(61 39.57803),(62 39.65332),(63 39.95809),(64 40.184834),(65 40.659885),(66 40.219543),(67 40.021965),(68 40.059593),(69 39.542435),(70 39.17726),(71 39.26734),(72 38.710587),(73 39.292187),(74 39.342422),(75 39.039658),(76 39.553596),(77 40.71648),(78 41.0746),(79 41.23188),
(1 21.059742),(2 24.602045),(3 27.135254),(4 28.59945),(5 29.601301),(6 30.102268),(7 30.516304),(8 30.772469),(9 31.41635),(10 31.880304),(11 31.828363),(12 31.574255),(13 32.41711),(14 32.793545),(15 33.012356),(16 33.22227),(17 33.651924),(18 33.31611),(19 33.320377),(20 33.23254),(21 33.495556),(22 33.667007),(23 33.659798),(24 32.986378),(25 33.923523),(26 33.953354),(27 34.460094),(28 34.505474),(29 35.088097),(30 35.43414),(31 35.306282),(32 35.322746),(33 35.33101),(34 35.57388),(35 35.06751),(36 35.078163),(37 35.3747),(38 35.467243),(39 35.59698),(40 35.67248),(41 36.014435),(42 36.202682),(43 35.835094),(44 35.62672),(45 35.639957),(46 35.553417),(47 35.75678),(48 35.624485),(49 36.673824),(50 36.603962),(51 36.77186),(52 37.03121),(53 37.14985),(54 37.58778),(55 37.52578),(56 37.184372),(57 37.001568),(58 37.08959),(59 37.120953),(60 36.3898),(61 37.44084),(62 37.515438),(63 37.852436),(64 37.957508),(65 38.769817),(66 38.122223),(67 38.790787),(68 38.451107),(69 38.101276),(70 37.767227),(71 37.518864),(72 37.276855),(73 37.95773),(74 38.34197),(75 38.50676),(76 38.553738),(77 39.633907),(78 39.809483),(79 40.10875),
(1 21.295107),(2 24.606733),(3 27.315079),(4 28.929825),(5 30.21242),(6 30.755177),(7 31.06436),(8 31.36586),(9 31.633562),(10 31.894983),(11 32.333927),(12 31.865421),(13 32.441326),(14 32.887657),(15 32.902832),(16 32.682034),(17 33.234337),(18 33.069206),(19 33.154736),(20 33.14966),(21 33.407063),(22 33.339527),(23 33.77915),(24 33.249397),(25 34.230064),(26 34.493492),(27 34.48661),(28 34.76497),(29 34.66287),(30 34.685253),(31 34.858192),(32 35.01861),(33 35.208714),(34 35.44993),(35 34.917416),(36 35.363503),(37 35.81119),(38 36.03604),(39 35.810314),(40 36.083176),(41 35.795315),(42 36.312855),(43 36.006195),(44 35.758633),(45 35.511612),(46 35.438168),(47 35.843014),(48 35.145443),(49 36.34442),(50 36.678776),(51 36.731033),(52 37.13074),(53 37.25594),(54 37.32857),(55 37.598312),(56 37.675064),(57 37.780827),(58 37.75077),(59 37.308903),(60 37.21862),(61 37.96303),(62 38.541668),(63 38.64752),(64 39.160053),(65 39.629707),(66 39.536793),(67 40.060467),(68 39.851917),(69 39.53505),(70 39.381306),(71 38.827255),(72 38.401592),(73 38.666275),(74 39.3534),(75 39.48763),(76 39.639404),(77 40.18387),(78 40.232796),(79 40.53336),
(1 21.256733),(2 24.382349),(3 26.829842),(4 28.471987),(5 29.750227),(6 30.43999),(7 31.023357),(8 31.365421),(9 31.814917),(10 32.05772),(11 32.509876),(12 31.999617),(13 32.3764),(14 32.956104),(15 33.145264),(16 33.098763),(17 33.15581),(18 33.18023),(19 33.4254),(20 33.51787),(21 33.847034),(22 33.31024),(23 34.080795),(24 33.246),(25 33.807644),(26 34.15978),(27 34.3729),(28 34.756886),(29 34.553375),(30 34.687725),(31 34.573994),(32 34.723125),(33 34.697384),(34 34.73036),(35 34.425426),(36 34.04532),(37 34.314056),(38 34.910892),(39 34.564),(40 34.812813),(41 35.17745),(42 35.328316),(43 35.42613),(44 35.37947),(45 35.187016),(46 35.70243),(47 35.86174),(48 36.076984),(49 36.91305),(50 37.368088),(51 37.317715),(52 37.621937),(53 37.496685),(54 37.707912),(55 37.473328),(56 37.379444),(57 37.21582),(58 37.206097),(59 37.059006),(60 36.766388),(61 37.41261),(62 38.05442),(63 38.020615),(64 38.531902),(65 38.988323),(66 38.907387),(67 39.13296),(68 39.210503),(69 39.082714),(70 38.63858),(71 38.58586),(72 38.18276),(73 38.767616),(74 38.474575),(75 38.58333),(76 38.743916),(77 40.003525),(78 40.634445),(79 40.99998),
(1 20.82549),(2 24.365965),(3 26.405296),(4 28.222311),(5 29.52145),(6 30.247557),(7 30.860813),(8 31.069548),(9 31.408775),(10 31.695543),(11 32.115665),(12 31.851803),(13 32.1851),(14 32.458717),(15 32.455822),(16 32.76365),(17 33.130684),(18 33.12522),(19 33.260174),(20 33.319885),(21 33.48346),(22 33.696552),(23 33.913696),(24 33.51338),(25 33.952385),(26 34.2437),(27 34.445152),(28 34.63325),(29 34.539883),(30 34.53966),(31 34.580227),(32 34.403214),(33 34.17827),(34 34.295544),(35 34.356884),(36 34.086853),(37 34.300735),(38 34.957993),(39 34.800407),(40 34.802418),(41 35.240524),(42 35.587666),(43 35.38188),(44 35.38918),(45 35.603283),(46 36.07561),(47 35.779167),(48 36.257137),(49 36.706676),(50 37.007618),(51 36.97427),(52 37.535736),(53 37.160755),(54 36.92325),(55 36.639217),(56 36.13995),(57 36.323715),(58 36.16692),(59 36.119167),(60 35.683647),(61 36.247902),(62 36.815395),(63 36.799644),(64 37.002316),(65 37.320515),(66 37.379974),(67 37.532467),(68 37.277237),(69 37.64301),(70 37.220196),(71 36.968487),(72 36.25902),(73 37.079464),(74 37.21844),(75 37.760826),(76 38.20092),(77 39.184174),(78 39.841087),(79 39.962715),
(1 21.052586),(2 24.63543),(3 26.844275),(4 28.347263),(5 29.883673),(6 30.732908),(7 31.035574),(8 31.396023),(9 31.634329),(10 31.9251),(11 31.669725),(12 31.394741),(13 32.377308),(14 32.41494),(15 32.213844),(16 32.411037),(17 32.89847),(18 32.64198),(19 33.04709),(20 32.480408),(21 32.81234),(22 33.133255),(23 33.07174),(24 33.13611),(25 33.48577),(26 33.538963),(27 34.26011),(28 34.247505),(29 34.318386),(30 34.65958),(31 35.213585),(32 35.318687),(33 34.875755),(34 35.329033),(35 35.142845),(36 35.138985),(37 35.332695),(38 35.321102),(39 35.11255),(40 35.175705),(41 35.589413),(42 35.655235),(43 35.586105),(44 35.685852),(45 35.498783),(46 35.660137),(47 35.7218),(48 35.812073),(49 36.35422),(50 37.24288),(51 36.91981),(52 37.39881),(53 37.508812),(54 37.361988),(55 37.255253),(56 37.139587),(57 37.214703),(58 37.490543),(59 37.84346),(60 37.223175),(61 37.772808),(62 37.985954),(63 37.908726),(64 38.185543),(65 38.19916),(66 38.51141),(67 38.5208),(68 37.917053),(69 38.076157),(70 38.023617),(71 37.631767),(72 36.967354),(73 37.772762),(74 37.670044),(75 38.631638),(76 38.85764),(77 39.55336),(78 39.785633),(79 40.042206),
(1 20.126568),(2 24.036383),(3 26.383308),(4 27.989962),(5 29.464628),(6 29.952202),(7 30.853176),(8 30.798952),(9 30.821627),(10 31.164377),(11 30.996975),(12 31.018026),(13 31.689777),(14 31.98),(15 32.02396),(16 32.20435),(17 32.47221),(18 32.019245),(19 32.641308),(20 32.251022),(21 32.772827),(22 32.757923),(23 32.771763),(24 32.8716),(25 33.392376),(26 33.344574),(27 33.790012),(28 34.06072),(29 33.707935),(30 34.472702),(31 34.57007),(32 34.389954),(33 34.36079),(34 34.669678),(35 34.28713),(36 34.10462),(37 34.044163),(38 34.3563),(39 34.215187),(40 34.44807),(41 34.94001),(42 34.781105),(43 34.954456),(44 34.96143),(45 34.99485),(46 35.055286),(47 34.930355),(48 35.489582),(49 36.133026),(50 36.359867),(51 36.211605),(52 36.877914),(53 36.839653),(54 36.473366),(55 36.27688),(56 36.41559),(57 36.70638),(58 36.843586),(59 36.569313),(60 36.160507),(61 36.741848),(62 37.595093),(63 37.297256),(64 38.002636),(65 38.089485),(66 37.92101),(67 38.140736),(68 37.604813),(69 37.759434),(70 37.129467),(71 37.06967),(72 36.804577),(73 37.514275),(74 37.53787),(75 38.370502),(76 38.55722),(77 39.411587),(78 39.132378),(79 39.937878),
(1 19.977537),(2 23.91161),(3 26.30992),(4 27.734781),(5 28.93491),(6 29.460365),(7 30.647383),(8 30.533382),(9 30.507967),(10 30.89983),(11 31.356438),(12 31.111343),(13 31.601362),(14 31.648705),(15 31.838104),(16 31.965364),(17 32.320194),(18 32.466885),(19 32.807667),(20 32.672127),(21 32.88235),(22 33.22393),(23 33.143795),(24 33.044075),(25 33.323727),(26 33.586384),(27 33.877373),(28 34.178738),(29 33.90496),(30 34.02768),(31 33.945465),(32 34.041073),(33 34.071537),(34 34.194057),(35 33.9127),(36 33.816395),(37 33.7764),(38 34.22359),(39 34.16753),(40 34.657574),(41 34.410065),(42 34.401615),(43 34.965637),(44 34.57298),(45 34.552086),(46 34.635838),(47 34.486927),(48 35.4096),(49 35.70047),(50 36.23571),(51 36.649086),(52 37.16604),(53 37.070408),(54 37.10664),(55 37.25146),(56 36.90886),(57 36.8955),(58 36.45689),(59 36.449436),(60 36.270226),(61 37.02158),(62 37.637894),(63 37.860683),(64 38.018993),(65 38.48236),(66 38.411266),(67 38.475033),(68 37.62535),(69 37.768597),(70 37.081097),(71 37.153126),(72 36.405354),(73 37.44883),(74 37.36872),(75 38.093655),(76 38.400803),(77 38.87559),(78 39.20302),(79 39.26801),
(1 20.250341),(2 23.678656),(3 25.870602),(4 27.710148),(5 28.609707),(6 29.215315),(7 30.174551),(8 30.125076),(9 30.587038),(10 30.593739),(11 31.011602),(12 30.920515),(13 31.307068),(14 31.438053),(15 31.527205),(16 31.644583),(17 31.786165),(18 31.762959),(19 32.442074),(20 32.069138),(21 32.35138),(22 32.90291),(23 32.5229),(24 32.4286),(25 33.12725),(26 33.29799),(27 33.51361),(28 33.673645),(29 34.221336),(30 34.007965),(31 33.929024),(32 34.073433),(33 34.2549),(34 34.271317),(35 34.069447),(36 33.88238),(37 33.89888),(38 34.577793),(39 34.560734),(40 34.86822),(41 34.668262),(42 34.76229),(43 34.84135),(44 34.87786),(45 34.629223),(46 34.938843),(47 34.806423),(48 35.096535),(49 35.468086),(50 35.949085),(51 36.071194),(52 36.474503),(53 36.29079),(54 36.338905),(55 35.976994),(56 35.754326),(57 35.86529),(58 35.969456),(59 35.794167),(60 35.563313),(61 36.27621),(62 36.4943),(63 36.53459),(64 36.689514),(65 36.83686),(66 36.92959),(67 36.762814),(68 36.864635),(69 36.981594),(70 36.59811),(71 36.42917),(72 36.010635),(73 36.640846),(74 36.90588),(75 36.93819),(76 37.22576),(77 37.610344),(78 38.07494),(79 38.282234),
(1 19.920164),(2 23.23972),(3 25.830116),(4 27.394356),(5 28.610163),(6 29.006674),(7 29.740156),(8 29.737541),(9 30.45699),(10 30.774555),(11 30.568485),(12 30.349056),(13 30.818317),(14 31.037903),(15 31.719067),(16 32.048573),(17 32.21122),(18 31.726557),(19 32.105206),(20 32.01781),(21 32.042534),(22 32.810875),(23 32.741795),(24 32.336784),(25 32.882004),(26 33.0947),(27 33.38003),(28 33.562355),(29 34.01009),(30 33.794827),(31 33.645916),(32 33.83333),(33 33.93506),(34 34.098938),(35 33.707108),(36 33.190266),(37 33.247013),(38 34.072796),(39 33.822598),(40 34.17682),(41 34.381485),(42 34.396175),(43 34.11682),(44 34.31618),(45 34.327953),(46 34.326523),(47 34.564857),(48 34.667282),(49 35.245365),(50 35.9584),(51 35.951916),(52 36.70797),(53 36.71989),(54 36.691967),(55 36.56306),(56 36.48058),(57 36.52363),(58 36.696476),(59 36.52952),(60 35.985405),(61 36.25382),(62 36.480145),(63 36.25896),(64 36.509396),(65 36.631893),(66 36.74437),(67 37.065567),(68 36.70455),(69 36.41131),(70 35.78205),(71 35.70572),(72 35.33659),(73 36.347523),(74 36.124397),(75 36.40484),(76 36.726585),(77 37.71152),(78 37.81016),(79 37.916424),
(1 20.197918),(2 23.461758),(3 26.134985),(4 27.909962),(5 28.832605),(6 29.335478),(7 29.94053),(8 30.283777),(9 30.540041),(10 31.35387),(11 30.961493),(12 30.432379),(13 31.027533),(14 31.408787),(15 31.621279),(16 32.054035),(17 32.00059),(18 32.001575),(19 31.981174),(20 32.043293),(21 31.933634),(22 32.64673),(23 32.79886),(24 32.47645),(25 33.333794),(26 33.531628),(27 33.460407),(28 33.74811),(29 33.976273),(30 33.74043),(31 33.697533),(32 33.553394),(33 33.250458),(34 33.476704),(35 33.20944),(36 32.968445),(37 32.968426),(38 33.424072),(39 33.460697),(40 33.834187),(41 34.165894),(42 34.29793),(43 34.358303),(44 34.653748),(45 34.55638),(46 35.053112),(47 35.036472),(48 35.160107),(49 35.222397),(50 36.22808),(51 36.43134),(52 36.682823),(53 36.557545),(54 36.880123),(55 37.018047),(56 36.70105),(57 36.760372),(58 36.72271),(59 36.916126),(60 36.319225),(61 36.89141),(62 37.087955),(63 36.78944),(64 37.302494),(65 37.488773),(66 37.849567),(67 37.98951),(68 37.70415),(69 37.18817),(70 37.190945),(71 36.80035),(72 36.52756),(73 36.9103),(74 37.052357),(75 37.46964),(76 37.11581),(77 38.53715),(78 38.636345),(79 38.87244),
(1 19.644217),(2 23.031208),(3 25.481615),(4 26.974283),(5 27.978006),(6 28.373304),(7 28.926954),(8 29.337603),(9 29.759264),(10 30.2679),(11 30.107622),(12 29.854933),(13 30.421616),(14 30.449476),(15 30.5839),(16 31.026682),(17 30.879354),(18 31.161821),(19 31.378778),(20 30.960527),(21 31.247805),(22 31.351341),(23 31.506218),(24 31.522043),(25 32.07985),(26 32.28728),(27 32.410896),(28 32.65755),(29 32.796604),(30 32.664448),(31 32.47628),(32 32.56523),(33 32.06047),(34 32.30173),(35 32.346985),(36 32.149227),(37 32.979668),(38 33.02161),(39 32.760628),(40 33.04154),(41 33.356884),(42 33.186802),(43 33.473396),(44 33.07435),(45 33.419174),(46 33.70782),(47 33.40898),(48 33.752888),(49 34.04159),(50 34.823322),(51 35.20612),(52 35.564873),(53 35.21316),(54 35.29022),(55 34.928337),(56 34.922623),(57 34.58388),(58 34.648945),(59 34.235744),(60 34.133247),(61 34.35135),(62 34.899048),(63 35.143883),(64 35.436024),(65 35.74739),(66 35.704052),(67 36.112415),(68 36.309204),(69 36.03312),(70 35.779488),(71 35.287033),(72 35.07183),(73 35.60907),(74 36.005386),(75 36.047863),(76 36.130333),(77 37.402855),(78 37.458237),(79 37.725742),
(1 19.768896),(2 23.009243),(3 25.725178),(4 26.98226),(5 28.156015),(6 28.748266),(7 29.47962),(8 29.743933),(9 30.302588),(10 30.436802),(11 30.220844),(12 29.874268),(13 30.473385),(14 30.621344),(15 30.61354),(16 30.892044),(17 30.918198),(18 31.112375),(19 30.945011),(20 31.00909),(21 31.190802),(22 31.297293),(23 31.522583),(24 31.457132),(25 31.864197),(26 32.14576),(27 32.67469),(28 32.705524),(29 32.96951),(30 32.98701),(31 33.00549),(32 33.010292),(33 32.822964),(34 32.694622),(35 32.447575),(36 32.104916),(37 32.576805),(38 32.410187),(39 32.494118),(40 32.733685),(41 33.010952),(42 33.200085),(43 33.15905),(44 32.93369),(45 33.15882),(46 33.721916),(47 33.654408),(48 33.871834),(49 34.20661),(50 34.80994),(51 35.192936),(52 35.672485),(53 35.815636),(54 35.47664),(55 35.1166),(56 35.113495),(57 35.351124),(58 35.379906),(59 35.234596),(60 35.19449),(61 36.136177),(62 36.567173),(63 37.055916),(64 37.35061),(65 37.46932),(66 37.2537),(67 37.099373),(68 37.20353),(69 36.762775),(70 36.45171),(71 36.28814),(72 35.810715),(73 35.99433),(74 36.03954),(75 36.157467),(76 36.47067),(77 37.793995),(78 37.62359),(79 37.742123),
(1 19.78717),(2 22.71151),(3 25.187593),(4 26.920033),(5 27.603365),(6 28.43374),(7 28.96899),(8 29.31864),(9 29.512907),(10 29.709797),(11 29.622192),(12 29.431051),(13 29.855814),(14 30.020552),(15 30.491962),(16 30.419363),(17 30.371214),(18 30.811655),(19 31.013344),(20 30.80824),(21 31.065147),(22 31.033876),(23 31.096048),(24 31.19425),(25 31.323526),(26 31.80284),(27 32.329605),(28 32.49417),(29 32.475925),(30 32.71978),(31 32.32279),(32 32.254654),(33 32.338936),(34 32.79457),(35 32.349518),(36 32.162113),(37 32.336796),(38 32.404434),(39 32.5453),(40 32.83171),(41 32.675224),(42 32.81808),(43 32.916183),(44 32.896507),(45 32.634315),(46 33.294018),(47 33.215027),(48 33.60309),(49 34.041264),(50 34.611458),(51 34.94431),(52 35.099056),(53 35.476505),(54 35.228397),(55 34.931007),(56 34.845695),(57 34.59802),(58 34.566895),(59 34.50457),(60 34.30927),(61 35.220524),(62 35.46977),(63 36.04675),(64 36.299347),(65 36.65339),(66 36.832184),(67 36.505257),(68 36.318058),(69 36.028427),(70 35.699284),(71 35.569622),(72 34.881145),(73 35.259586),(74 35.209293),(75 35.524315),(76 35.927773),(77 37.28599),(78 37.294685),(79 37.837704),
(1 19.206902),(2 22.256075),(3 24.861492),(4 26.593046),(5 27.522615),(6 28.288082),(7 28.659891),(8 28.87987),(9 29.273008),(10 29.56026),(11 29.35993),(12 29.066141),(13 29.531927),(14 29.827606),(15 29.595036),(16 29.984602),(17 29.81025),(18 29.908522),(19 30.195498),(20 30.318747),(21 30.7656),(22 30.77197),(23 31.048347),(24 30.887856),(25 31.592676),(26 32.008503),(27 32.129078),(28 32.07244),(29 32.463047),(30 32.613914),(31 32.607414),(32 32.82889),(33 32.637974),(34 33.086926),(35 32.96428),(36 32.606995),(37 32.800243),(38 33.034454),(39 32.83791),(40 33.243958),(41 33.49123),(42 33.331806),(43 33.451107),(44 33.35275),(45 32.984905),(46 33.511192),(47 33.376198),(48 33.690426),(49 33.812515),(50 34.149334),(51 34.080147),(52 34.484013),(53 34.246666),(54 34.286736),(55 34.20953),(56 34.088524),(57 33.955868),(58 34.034298),(59 33.580276),(60 33.968117),(61 34.446896),(62 34.672512),(63 34.653824),(64 34.91338),(65 35.378994),(66 35.632492),(67 35.398544),(68 35.17827),(69 35.174847),(70 35.05392),(71 34.82243),(72 34.391228),(73 34.906734),(74 34.902477),(75 35.441204),(76 35.733685),(77 36.756233),(78 37.02817),(79 37.355038),
(1 19.352692),(2 22.25158),(3 24.7021),(4 26.20013),(5 27.474562),(6 28.2241),(7 28.76932),(8 29.172213),(9 29.440577),(10 30.193413),(11 30.03597),(12 29.665455),(13 30.21408),(14 30.509777),(15 30.348314),(16 30.88556),(17 30.84233),(18 30.549158),(19 30.73062),(20 30.584486),(21 31.258787),(22 31.216917),(23 31.473553),(24 30.990353),(25 31.773998),(26 31.623161),(27 31.866793),(28 31.823778),(29 32.20837),(30 32.22515),(31 32.26062),(32 32.26703),(33 32.25685),(34 33.062767),(35 32.541775),(36 31.967966),(37 32.152355),(38 32.508476),(39 32.72754),(40 32.74128),(41 33.047245),(42 33.246452),(43 33.23063),(44 33.21766),(45 33.11261),(46 33.502613),(47 33.669395),(48 33.737717),(49 34.224876),(50 34.80478),(51 35.20846),(52 35.421318),(53 35.16486),(54 35.15301),(55 34.94),(56 34.629566),(57 34.87292),(58 34.405888),(59 34.521767),(60 34.56427),(61 34.67722),(62 34.97681),(63 35.284256),(64 35.567795),(65 36.132656),(66 36.263226),(67 36.06077),(68 35.857445),(69 35.81393),(70 35.675076),(71 35.029697),(72 34.913),(73 35.099876),(74 35.38924),(75 35.49713),(76 35.947216),(77 37.10232),(78 36.49249),(79 37.327793),
