1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 314.87927),(2 368.5851),(3 381.41312),(4 387.76648),(5 381.87622),(6 385.65466),(7 376.45236),(8 378.76736),(9 371.58093),(10 375.77197),(11 372.44763),(12 383.32074),(13 384.80072),(14 401.5069),(15 397.60788),(16 407.04468),(17 405.187),(18 401.46237),(19 410.55368),(20 407.77448),(21 414.91385),(22 411.83484),(23 415.02206),(24 415.7541),(25 424.8264),(26 423.52942),(27 428.26385),(28 431.81943),(29 434.43518),(30 431.3573),(31 429.8307),(32 429.35098),(33 431.2937),(34 428.0004),(35 430.33337),(36 428.70828),(37 433.60397),(38 437.9306),(39 438.10065),(40 428.46027),(41 439.6959),(42 434.8142),(43 433.78976),(44 441.199),(45 434.8882),(46 435.89578),(47 429.0898),(48 432.1694),(49 429.33643),(50 430.62854),(51 425.41675),(52 432.80048),(53 431.90482),(54 433.65088),(55 429.59915),(56 433.699),(57 427.37906),(58 432.42792),(59 425.44788),(60 430.48343),(61 428.98065),(62 428.20215),(63 422.40717),(64 433.5426),(65 426.6361),(66 435.29352),(67 432.77466),(68 433.15573),(69 434.28497),(70 432.3126),(71 430.67664),(72 426.99524),(73 431.30447),(74 426.61096),(75 431.67264),(76 427.47913),(77 430.61987),(78 427.78238),(79 428.19128),
(1 303.91388),(2 359.94324),(3 372.24707),(4 381.3334),(5 373.49066),(6 375.63995),(7 368.57684),(8 365.58212),(9 362.18216),(10 361.32056),(11 355.3031),(12 370.86877),(13 366.37625),(14 386.07617),(15 388.56613),(16 397.58905),(17 389.51822),(18 386.84418),(19 393.4766),(20 393.92285),(21 399.3399),(22 396.7437),(23 398.97882),(24 402.13095),(25 411.4209),(26 414.65195),(27 416.6964),(28 414.57977),(29 416.1771),(30 415.8279),(31 420.27094),(32 415.1593),(33 417.60696),(34 409.15665),(35 411.36545),(36 406.90384),(37 415.19543),(38 415.13144),(39 422.9133),(40 414.30692),(41 420.62732),(42 414.96707),(43 413.42007),(44 421.45245),(45 420.07986),(46 422.17038),(47 410.67755),(48 412.14114),(49 413.50302),(50 421.98108),(51 411.85394),(52 418.46835),(53 410.37228),(54 412.87854),(55 406.966),(56 414.1325),(57 408.42245),(58 416.11346),(59 411.36072),(60 418.6359),(61 415.12595),(62 415.1654),(63 409.5936),(64 419.58215),(65 415.90546),(66 421.5734),(67 414.67102),(68 412.27222),(69 419.3716),(70 415.2025),(71 412.0843),(72 413.84473),(73 419.72928),(74 413.21246),(75 416.1569),(76 410.41986),(77 414.26385),(78 413.948),(79 413.107),
(1 300.53308),(2 348.44348),(3 359.4856),(4 364.85037),(5 360.53207),(6 366.33685),(7 359.58472),(8 360.4726),(9 352.471),(10 356.6707),(11 351.4094),(12 364.13632),(13 364.07852),(14 376.3617),(15 374.52444),(16 380.7465),(17 375.2122),(18 374.6074),(19 379.40768),(20 378.0641),(21 384.3943),(22 380.4869),(23 390.49664),(24 390.56778),(25 396.3146),(26 398.98062),(27 402.197),(28 405.68988),(29 413.31284),(30 405.60263),(31 407.62628),(32 405.08154),(33 410.25085),(34 407.8962),(35 410.6914),(36 407.74872),(37 416.5014),(38 414.62976),(39 423.71115),(40 415.94687),(41 421.18103),(42 415.74753),(43 410.22104),(44 417.58902),(45 414.8725),(46 418.97232),(47 413.42725),(48 410.87024),(49 409.08743),(50 408.86758),(51 406.9829),(52 412.50665),(53 411.8823),(54 412.58517),(55 408.47897),(56 413.97424),(57 403.33826),(58 406.2605),(59 401.3274),(60 403.83063),(61 398.83292),(62 399.3985),(63 395.88446),(64 403.7082),(65 401.78665),(66 410.45807),(67 408.5608),(68 408.8183),(69 406.64792),(70 400.6847),(71 400.07245),(72 398.76935),(73 402.78186),(74 397.7245),(75 396.69037),(76 393.2699),(77 396.57404),(78 395.51395),(79 396.73404),
(1 301.22455),(2 349.8271),(3 362.56393),(4 365.521),(5 356.87292),(6 361.04593),(7 353.77597),(8 353.141),(9 349.96808),(10 355.941),(11 348.08707),(12 361.37332),(13 356.4303),(14 366.71527),(15 365.4403),(16 376.6873),(17 371.05237),(18 372.20035),(19 375.60156),(20 370.2047),(21 375.6659),(22 381.68396),(23 383.54132),(24 387.09055),(25 394.8846),(26 395.16516),(27 392.09018),(28 394.64563),(29 401.0965),(30 399.45386),(31 401.48563),(32 395.02264),(33 402.6546),(34 394.57248),(35 399.14044),(36 400.80954),(37 408.8395),(38 407.85666),(39 413.3139),(40 406.17392),(41 408.8504),(42 404.0131),(43 402.22577),(44 413.8128),(45 405.66885),(46 407.4236),(47 397.91092),(48 406.07996),(49 404.00183),(50 404.95306),(51 398.24527),(52 405.536),(53 398.20166),(54 400.7511),(55 395.07993),(56 404.6062),(57 401.9286),(58 403.07614),(59 396.06647),(60 399.94284),(61 396.6497),(62 400.79776),(63 394.9683),(64 401.5737),(65 394.2379),(66 403.17746),(67 397.99252),(68 395.8154),(69 398.9305),(70 395.56693),(71 400.7116),(72 395.2918),(73 398.22305),(74 397.5339),(75 401.47925),(76 395.3817),(77 398.16687),(78 394.0193),(79 395.55997),
(1 289.84616),(2 334.44174),(3 344.93542),(4 353.1439),(5 350.17264),(6 353.7825),(7 346.58102),(8 347.2553),(9 347.8127),(10 347.13306),(11 345.62497),(12 357.54132),(13 357.0139),(14 368.1517),(15 362.5122),(16 371.2935),(17 367.32187),(18 369.45612),(19 372.3943),(20 367.7368),(21 372.87088),(22 377.42648),(23 379.56393),(24 384.52164),(25 393.2802),(26 393.23434),(27 399.2753),(28 393.58575),(29 397.73547),(30 396.51712),(31 401.56845),(32 396.83234),(33 401.74622),(34 396.73764),(35 402.7396),(36 399.2468),(37 410.0006),(38 409.41083),(39 415.26913),(40 405.1369),(41 407.96872),(42 403.23083),(43 399.9858),(44 403.63666),(45 400.99536),(46 402.622),(47 400.17752),(48 399.02283),(49 396.85648),(50 397.64554),(51 391.83768),(52 396.53604),(53 390.74564),(54 395.78568),(55 392.87088),(56 401.01123),(57 393.65433),(58 390.3759),(59 383.55386),(60 390.38162),(61 387.01498),(62 390.9885),(63 385.93027),(64 389.83502),(65 383.87332),(66 392.83014),(67 386.479),(68 387.6005),(69 390.4985),(70 385.3924),(71 387.2758),(72 379.38596),(73 382.72244),(74 383.35687),(75 384.3307),(76 377.64838),(77 383.73752),(78 379.38834),(79 381.1389),
(1 289.95297),(2 342.25702),(3 346.6374),(4 355.39902),(5 347.17825),(6 350.06528),(7 342.7398),(8 340.8611),(9 338.7394),(10 338.83615),(11 340.23557),(12 348.19543),(13 349.97244),(14 360.3485),(15 357.61365),(16 367.51102),(17 362.0562),(18 361.41986),(19 368.1497),(20 363.45422),(21 368.68665),(22 367.60498),(23 370.47476),(24 372.95175),(25 381.5651),(26 379.84576),(27 386.016),(28 382.58624),(29 393.29025),(30 391.20035),(31 392.54),(32 390.78754),(33 397.52277),(34 387.68985),(35 390.83185),(36 389.89105),(37 395.96677),(38 394.96912),(39 403.72015),(40 395.2231),(41 403.0496),(42 394.00107),(43 394.0236),(44 396.92532),(45 394.44907),(46 397.7149),(47 396.95917),(48 395.6474),(49 394.08994),(50 397.3185),(51 393.4838),(52 397.1948),(53 390.7187),(54 393.71414),(55 393.36285),(56 400.67828),(57 395.35028),(58 395.04126),(59 389.71622),(60 394.7625),(61 389.30737),(62 388.8762),(63 383.49405),(64 387.10828),(65 382.2515),(66 392.04843),(67 382.59048),(68 385.06),(69 381.62726),(70 379.60852),(71 378.7047),(72 373.3359),(73 378.65768),(74 381.2697),(75 385.98706),(76 382.78305),(77 380.55518),(78 378.04114),(79 380.23492),
(1 284.10535),(2 327.9129),(3 334.01428),(4 339.66898),(5 333.97833),(6 333.77084),(7 328.4314),(8 325.61386),(9 323.89084),(10 328.0287),(11 328.26233),(12 336.15543),(13 338.91504),(14 352.47894),(15 349.25156),(16 356.13422),(17 348.75842),(18 349.75204),(19 355.58572),(20 354.80936),(21 359.25833),(22 359.04535),(23 363.21106),(24 365.72583),(25 371.1765),(26 364.785),(27 371.04163),(28 369.84888),(29 378.16217),(30 373.65958),(31 376.40878),(32 376.4833),(33 377.5485),(34 370.13934),(35 372.90985),(36 373.82278),(37 380.0526),(38 378.60635),(39 383.46466),(40 374.2703),(41 385.22702),(42 381.12518),(43 378.8952),(44 386.3105),(45 386.31424),(46 388.95502),(47 385.669),(48 384.4824),(49 378.12338),(50 384.08716),(51 378.75745),(52 381.8738),(53 377.0162),(54 379.01993),(55 375.03076),(56 381.74893),(57 377.74863),(58 382.45078),(59 376.00778),(60 382.6388),(61 376.53735),(62 376.02933),(63 372.31342),(64 374.3303),(65 370.22574),(66 376.55673),(67 372.04727),(68 370.44913),(69 375.47714),(70 372.55075),(71 369.29916),(72 367.55023),(73 371.73703),(74 368.85092),(75 373.70358),(76 367.96967),(77 369.31665),(78 365.66635),(79 368.3027),
(1 275.68774),(2 321.75336),(3 323.71237),(4 330.5216),(5 335.13257),(6 340.6192),(7 330.6178),(8 326.35876),(9 326.11765),(10 330.05225),(11 326.94177),(12 335.01974),(13 338.3187),(14 346.9437),(15 343.39728),(16 349.3578),(17 347.03543),(18 347.40945),(19 353.2609),(20 354.93274),(21 360.6054),(22 361.4298),(23 366.4771),(24 364.46375),(25 375.5417),(26 370.25574),(27 378.40924),(28 374.7511),(29 383.32822),(30 379.56128),(31 384.17957),(32 379.21933),(33 376.4336),(34 369.03204),(35 371.73087),(36 374.2442),(37 381.18405),(38 381.5059),(39 387.77072),(40 377.10663),(41 383.67426),(42 375.5756),(43 375.71576),(44 377.65457),(45 372.6686),(46 375.14584),(47 367.9725),(48 370.54504),(49 368.76187),(50 371.7693),(51 370.5867),(52 374.48932),(53 367.9712),(54 375.67007),(55 374.56058),(56 381.30646),(57 376.72375),(58 380.36264),(59 375.22464),(60 376.3134),(61 373.62125),(62 374.79617),(63 366.7632),(64 368.4438),(65 366.35965),(66 374.4863),(67 369.95673),(68 372.37842),(69 373.8862),(70 372.3224),(71 371.42822),(72 366.29047),(73 367.67783),(74 363.97656),(75 365.06488),(76 361.2183),(77 364.83798),(78 361.17505),(79 365.83353),
(1 271.02676),(2 314.84366),(3 318.66052),(4 322.85406),(5 325.5248),(6 325.58273),(7 319.06787),(8 316.73035),(9 317.43024),(10 323.02737),(11 316.97406),(12 324.71683),(13 326.2575),(14 336.9022),(15 333.96753),(16 342.24902),(17 338.6129),(18 342.53668),(19 341.13885),(20 341.06293),(21 347.27942),(22 347.13153),(23 355.6339),(24 356.50043),(25 364.02927),(26 359.73007),(27 361.17084),(28 362.8007),(29 369.65286),(30 366.5712),(31 368.9189),(32 365.83096),(33 369.95578),(34 365.53476),(35 366.72897),(36 369.0114),(37 372.9629),(38 371.40396),(39 381.5349),(40 372.624),(41 376.82373),(42 371.8979),(43 369.83356),(44 370.84506),(45 368.38696),(46 370.09277),(47 364.3382),(48 365.34518),(49 362.26767),(50 366.03275),(51 361.60938),(52 364.37506),(53 361.30408),(54 364.4951),(55 362.07556),(56 371.37585),(57 364.77008),(58 368.82138),(59 362.09686),(60 360.7654),(61 355.6267),(62 361.36166),(63 357.374),(64 361.3046),(65 359.80954),(66 366.7717),(67 359.79388),(68 358.52573),(69 359.91046),(70 356.90417),(71 357.2323),(72 354.9095),(73 359.49133),(74 357.74606),(75 356.677),(76 352.35672),(77 358.4106),(78 353.8907),(79 359.3525),
(1 268.32022),(2 310.63458),(3 317.16986),(4 321.73303),(5 321.00012),(6 323.0102),(7 318.8358),(8 317.1694),(9 317.18445),(10 322.9232),(11 320.1804),(12 325.8169),(13 328.5547),(14 338.46652),(15 333.94946),(16 342.46634),(17 337.45834),(18 339.28986),(19 342.40448),(20 342.68588),(21 349.07172),(22 347.71094),(23 355.74564),(24 355.31802),(25 365.59467),(26 360.1408),(27 364.42072),(28 362.92773),(29 367.2703),(30 366.2178),(31 367.69556),(32 362.06494),(33 369.5181),(34 365.35895),(35 364.68677),(36 362.57507),(37 366.2221),(38 365.8179),(39 374.17075),(40 368.0737),(41 370.92612),(42 365.8958),(43 367.42087),(44 370.39832),(45 364.68927),(46 368.14047),(47 364.19168),(48 368.49066),(49 362.11273),(50 364.45538),(51 361.72757),(52 366.29147),(53 367.174),(54 368.004),(55 366.82132),(56 371.38284),(57 363.16718),(58 366.87366),(59 365.38242),(60 367.78323),(61 365.9444),(62 369.3555),(63 362.21393),(64 363.3992),(65 357.04587),(66 364.44162),(67 360.08652),(68 362.71805),(69 364.6183),(70 361.05096),(71 362.4958),(72 355.6647),(73 361.1995),(74 358.6337),(75 362.32703),(76 355.7284),(77 359.1225),(78 354.98227),(79 360.43176),
(1 263.9172),(2 309.6393),(3 312.65372),(4 321.75543),(5 318.27942),(6 321.99866),(7 312.52435),(8 312.4579),(9 309.02704),(10 312.2553),(11 309.45306),(12 317.77133),(13 321.5812),(14 334.06732),(15 325.72675),(16 336.58408),(17 334.02023),(18 334.37112),(19 340.50513),(20 338.6586),(21 342.45093),(22 339.85947),(23 347.89124),(24 351.81396),(25 355.36566),(26 355.1574),(27 356.6207),(28 353.46158),(29 357.48038),(30 356.16092),(31 358.78644),(32 356.23267),(33 361.6018),(34 358.68646),(35 358.94598),(36 357.62622),(37 361.42972),(38 358.72427),(39 371.74298),(40 362.8978),(41 365.14743),(42 361.76477),(43 364.3935),(44 369.21997),(45 366.13724),(46 366.84164),(47 365.0863),(48 368.93158),(49 360.6628),(50 364.42233),(51 360.67514),(52 367.98495),(53 363.12677),(54 365.61697),(55 361.71902),(56 364.63132),(57 359.70923),(58 360.94946),(59 357.2394),(60 364.84885),(61 357.70187),(62 359.91522),(63 359.44705),(64 362.62503),(65 359.30658),(66 363.30078),(67 358.66147),(68 362.88635),(69 361.08688),(70 355.42252),(71 355.765),(72 352.999),(73 356.50845),(74 348.33502),(75 355.62506),(76 351.62204),(77 354.62317),(78 352.52277),(79 351.42838),
(1 256.19888),(2 295.75342),(3 303.80676),(4 308.70557),(5 307.33575),(6 306.03723),(7 301.8954),(8 302.21683),(9 303.566),(10 305.93362),(11 300.06107),(12 310.60294),(13 311.5945),(14 321.409),(15 315.2841),(16 322.27524),(17 318.47626),(18 320.8696),(19 329.32486),(20 325.8069),(21 334.8792),(22 329.9337),(23 334.03763),(24 336.3716),(25 345.60217),(26 341.33795),(27 345.8615),(28 346.54187),(29 354.36487),(30 351.97485),(31 353.74683),(32 347.65143),(33 352.1306),(34 352.65073),(35 350.30832),(36 350.93585),(37 358.79297),(38 353.3134),(39 356.97128),(40 351.19485),(41 356.15146),(42 349.30457),(43 351.398),(44 353.67883),(45 348.31662),(46 351.12433),(47 344.10428),(48 346.85614),(49 343.86435),(50 351.3363),(51 347.7886),(52 350.73026),(53 346.88348),(54 348.16483),(55 347.119),(56 353.0909),(57 348.35544),(58 347.75107),(59 342.59845),(60 343.71982),(61 343.02472),(62 346.30356),(63 346.3977),(64 353.26398),(65 346.95032),(66 353.19858),(67 351.2532),(68 349.3716),(69 353.75162),(70 349.92114),(71 350.01923),(72 347.468),(73 345.14722),(74 342.68677),(75 345.99396),(76 339.56015),(77 343.78647),(78 338.9565),(79 337.58002),
(1 257.64603),(2 295.64655),(3 304.31146),(4 316.43567),(5 312.6658),(6 317.35358),(7 311.11404),(8 307.20053),(9 306.38824),(10 311.4594),(11 307.1171),(12 316.1304),(13 314.9537),(14 328.0937),(15 322.8394),(16 325.6621),(17 324.78268),(18 328.003),(19 332.28006),(20 329.4318),(21 336.7076),(22 333.14603),(23 335.76022),(24 336.88364),(25 343.74185),(26 342.73758),(27 348.7642),(28 345.16208),(29 353.8036),(30 353.1749),(31 353.1547),(32 349.16068),(33 352.78455),(34 350.83405),(35 351.46594),(36 350.5045),(37 358.99545),(38 360.05365),(39 366.44098),(40 360.85355),(41 361.22293),(42 356.79352),(43 357.99496),(44 360.11908),(45 357.9043),(46 362.84143),(47 357.2725),(48 361.12805),(49 354.07965),(50 355.9917),(51 354.33353),(52 359.30646),(53 355.8138),(54 359.84717),(55 359.72818),(56 362.92166),(57 356.93414),(58 358.53592),(59 355.1789),(60 354.4776),(61 351.8831),(62 354.14795),(63 352.28976),(64 354.49606),(65 353.10397),(66 356.88138),(67 351.7791),(68 352.92712),(69 357.54178),(70 351.59964),(71 353.5744),(72 348.85574),(73 352.30417),(74 348.74805),(75 351.73154),(76 344.88614),(77 350.49878),(78 348.63614),(79 348.56775),
(1 251.98418),(2 287.05386),(3 293.41187),(4 300.3914),(5 298.8222),(6 303.6715),(7 298.1529),(8 298.4877),(9 295.1257),(10 297.82394),(11 297.74454),(12 306.06592),(13 310.04282),(14 320.19516),(15 314.9878),(16 323.73593),(17 320.58923),(18 322.76724),(19 323.8171),(20 325.74655),(21 329.98755),(22 326.45508),(23 333.11444),(24 330.09702),(25 340.2223),(26 338.30777),(27 340.61328),(28 338.29282),(29 343.41452),(30 342.89484),(31 340.94943),(32 336.2931),(33 340.96878),(34 335.65454),(35 334.7994),(36 338.3012),(37 346.19638),(38 339.7853),(39 344.36398),(40 337.77286),(41 342.21222),(42 341.06305),(43 338.24496),(44 339.98065),(45 333.12595),(46 335.62006),(47 332.65164),(48 335.76547),(49 332.77026),(50 338.88986),(51 334.60303),(52 336.96518),(53 333.9443),(54 335.92615),(55 336.4547),(56 340.62463),(57 335.28925),(58 337.13107),(59 330.73755),(60 334.6227),(61 333.89627),(62 338.07172),(63 336.1515),(64 339.13113),(65 335.29047),(66 338.30844),(67 335.91406),(68 336.4717),(69 338.94846),(70 335.16464),(71 336.09552),(72 332.43192),(73 335.63083),(74 335.0226),(75 335.6884),(76 330.30472),(77 331.81876),(78 329.7126),(79 331.2846),
(1 249.41751),(2 284.0607),(3 291.13614),(4 296.626),(5 295.791),(6 299.63953),(7 296.06537),(8 293.9977),(9 289.8487),(10 294.28873),(11 294.74902),(12 301.0839),(13 304.8891),(14 313.7646),(15 308.31998),(16 320.26892),(17 314.76755),(18 316.5872),(19 321.7573),(20 322.0941),(21 325.88184),(22 325.8789),(23 329.75153),(24 328.3827),(25 333.51428),(26 333.49387),(27 335.64294),(28 337.15335),(29 342.07346),(30 338.6951),(31 339.2548),(32 336.5136),(33 341.00485),(34 340.17447),(35 340.90073),(36 338.5092),(37 345.74515),(38 344.52472),(39 351.36716),(40 348.13647),(41 351.88007),(42 346.71042),(43 346.98672),(44 350.6606),(45 346.81815),(46 347.98434),(47 342.71478),(48 346.6112),(49 341.4972),(50 342.80096),(51 333.8399),(52 338.94012),(53 334.8844),(54 338.80554),(55 335.04663),(56 340.79553),(57 336.23126),(58 337.658),(59 333.32416),(60 333.04062),(61 331.10907),(62 331.74066),(63 325.42566),(64 331.08432),(65 330.49664),(66 335.12894),(67 330.81976),(68 333.28506),(69 335.17746),(70 334.6313),(71 333.02655),(72 332.22064),(73 335.55713),(74 333.32022),(75 335.65945),(76 331.16248),(77 332.59598),(78 329.72653),(79 334.23987),
(1 238.34473),(2 276.86105),(3 282.9218),(4 287.9353),(5 286.66632),(6 290.68573),(7 284.1049),(8 285.05307),(9 280.74435),(10 287.82535),(11 285.37164),(12 291.18338),(13 296.05194),(14 305.67224),(15 298.7454),(16 305.28778),(17 305.0226),(18 305.78912),(19 310.67157),(20 308.02042),(21 312.72095),(22 312.15768),(23 315.3936),(24 312.62805),(25 318.64636),(26 321.54935),(27 325.3206),(28 321.8093),(29 326.14157),(30 320.97412),(31 324.0049),(32 322.39117),(33 328.2664),(34 324.17914),(35 326.64175),(36 322.1342),(37 331.11926),(38 329.82697),(39 340.27438),(40 331.38412),(41 334.62778),(42 333.02283),(43 328.3702),(44 334.0563),(45 334.82227),(46 333.63132),(47 327.56003),(48 330.95657),(49 327.71362),(50 332.2329),(51 327.97162),(52 331.92398),(53 328.22604),(54 331.40082),(55 325.40765),(56 329.7991),(57 328.69864),(58 327.0511),(59 324.4263),(60 325.4923),(61 320.7792),(62 323.64514),(63 321.1641),(64 325.89035),(65 322.0675),(66 323.87973),(67 320.9911),(68 324.7464),(69 325.37833),(70 325.94122),(71 323.6385),(72 320.32013),(73 325.96082),(74 325.41205),(75 324.14053),(76 320.54126),(77 324.08768),(78 320.5791),(79 323.0097),
(1 235.30592),(2 272.82413),(3 277.07864),(4 283.0115),(5 281.87903),(6 286.58044),(7 278.69345),(8 275.17578),(9 273.46487),(10 278.056),(11 275.5646),(12 281.99353),(13 282.86163),(14 295.10083),(15 290.23788),(16 294.5358),(17 293.3426),(18 293.4123),(19 299.24414),(20 299.48468),(21 305.00803),(22 305.06018),(23 309.38437),(24 308.83612),(25 314.9704),(26 316.7669),(27 321.854),(28 318.46396),(29 325.2935),(30 322.2208),(31 325.7883),(32 322.26785),(33 325.5386),(34 321.56552),(35 324.96243),(36 320.17133),(37 325.39688),(38 325.78845),(39 332.17084),(40 324.4934),(41 330.1511),(42 326.3156),(43 326.5822),(44 331.122),(45 325.9454),(46 327.7424),(47 324.13535),(48 324.26102),(49 323.09103),(50 328.09647),(51 325.06628),(52 327.64258),(53 324.02563),(54 325.39682),(55 322.77072),(56 328.04135),(57 321.39496),(58 324.5691),(59 320.38583),(60 321.313),(61 316.08517),(62 319.52203),(63 318.8308),(64 323.49594),(65 318.50763),(66 320.57162),(67 315.2492),(68 319.61768),(69 318.33447),(70 316.46396),(71 314.2032),(72 311.80536),(73 316.64673),(74 316.66394),(75 317.7041),(76 316.20135),(77 316.69153),(78 312.3213),(79 315.0253),
(1 232.03639),(2 266.5179),(3 275.67355),(4 277.99814),(5 277.41907),(6 280.07883),(7 274.5981),(8 271.15994),(9 265.97205),(10 272.1638),(11 269.37646),(12 278.07187),(13 277.72266),(14 289.6552),(15 285.2435),(16 290.51688),(17 291.64874),(18 291.5052),(19 297.48044),(20 295.32083),(21 300.93225),(22 300.60452),(23 303.6014),(24 300.7957),(25 307.40112),(26 309.01633),(27 309.9541),(28 307.72867),(29 313.94498),(30 315.50156),(31 322.9357),(32 319.56738),(33 322.74933),(34 319.2325),(35 317.74823),(36 316.75803),(37 322.4718),(38 320.65195),(39 326.49753),(40 320.60565),(41 326.1431),(42 321.70685),(43 319.8452),(44 323.10107),(45 323.43756),(46 320.4539),(47 317.22116),(48 318.58783),(49 315.59747),(50 324.73053),(51 317.68686),(52 319.28012),(53 316.58987),(54 317.85236),(55 317.08655),(56 323.59476),(57 317.42786),(58 317.63165),(59 311.1881),(60 314.01062),(61 313.39102),(62 314.15),(63 315.62592),(64 319.3001),(65 315.68085),(66 318.40854),(67 314.64413),(68 315.2439),(69 315.74692),(70 313.63037),(71 316.3713),(72 309.1065),(73 312.03967),(74 310.8808),(75 312.3237),(76 309.81964),(77 310.85077),(78 307.64703),(79 306.51422),
(1 224.27048),(2 258.5264),(3 263.71756),(4 268.87848),(5 263.09915),(6 266.14108),(7 263.77335),(8 260.46423),(9 261.34195),(10 265.13156),(11 262.90717),(12 267.79858),(13 270.27893),(14 280.77112),(15 275.68362),(16 284.51346),(17 281.45673),(18 283.97424),(19 287.66794),(20 285.66074),(21 292.40988),(22 292.47702),(23 293.29578),(24 295.27432),(25 301.73895),(26 302.02798),(27 304.83014),(28 302.8416),(29 307.10498),(30 305.7733),(31 312.5582),(32 307.2598),(33 314.10098),(34 306.2961),(35 309.54688),(36 305.13116),(37 308.14832),(38 308.3683),(39 311.82538),(40 306.95142),(41 315.72217),(42 312.4136),(43 310.7611),(44 315.0931),(45 313.37164),(46 312.16553),(47 305.1407),(48 306.51556),(49 307.0406),(50 313.95117),(51 311.0622),(52 311.99963),(53 307.9217),(54 308.68765),(55 307.11578),(56 312.6791),(57 310.26996),(58 308.26276),(59 305.80243),(60 308.86356),(61 307.14117),(62 307.77637),(63 305.83542),(64 306.09787),(65 302.1187),(66 305.01834),(67 302.91748),(68 304.09933),(69 304.9683),(70 303.8571),(71 304.3929),(72 301.6936),(73 303.7976),(74 304.04117),(75 305.74786),(76 302.35916),(77 304.39972),(78 299.56122),(79 299.7137),
