1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 95943.13),(2 338369.7),(3 703655),(4 1164794.8),(5 1709611),(6 2325299.8),(7 2989040.8),(8 3699354),(9 4436197.5),(10 5238867),(11 6010138.5),(12 6744439.5),(13 7469100.5),(14 8151703.5),(15 8776981),(16 9372465),(17 9887582),(18 10350453),(19 10734660),(20 11078555),(21 11367345),(22 11590735),(23 11746485),(24 11846158),(25 11886464),(26 11865924),(27 11816122),(28 11718346),(29 11593453),(30 11395578),(31 11133336),(32 10852527),(33 10562733),(34 10286132),(35 10027392),(36 9812859),(37 9607377),(38 9439071),(39 9294160),(40 9196334),(41 9125416),(42 9050253),(43 8975903),(44 8894250),(45 8827094),(46 8763405),(47 8708789),(48 8643920),(49 8590451),(50 8556598),(51 8503420),(52 8466769),(53 8433433),(54 8412596),(55 8389156),(56 8362567),(57 8328606),(58 8295134.5),(59 8261448.5),(60 8221981),(61 8175301),(62 8122468),(63 8098436),(64 8084872.5),(65 8087420.5),(66 8075143),(67 8103244.5),(68 8126400),(69 8156684.5),(70 8198849.5),(71 8272540.5),(72 8321255),(73 8383287.5),(74 8456049),(75 8534090),(76 8628601),(77 8744987),(78 8847222),(79 8964262),
(1 103848.99),(2 361641.75),(3 738447.3),(4 1203449.3),(5 1723144.9),(6 2270674.3),(7 2828409.3),(8 3384178.8),(9 3924382.3),(10 4462637.5),(11 4993322.5),(12 5519470),(13 6024584),(14 6523286.5),(15 6965366.5),(16 7414965.5),(17 7789242.5),(18 8143257.5),(19 8467265),(20 8762432),(21 9057803),(22 9338231),(23 9571407),(24 9780850),(25 9957947),(26 10097682),(27 10215011),(28 10278479),(29 10324203),(30 10294861),(31 10225249),(32 10071017),(33 9869144),(34 9639784),(35 9395333),(36 9149027),(37 8890425),(38 8631616),(39 8389857),(40 8148321.5),(41 7922842.5),(42 7734966.5),(43 7543420),(44 7370333.5),(45 7229233.5),(46 7128803.5),(47 7067088),(48 7043172.5),(49 7063658.5),(50 7101178.5),(51 7167616),(52 7234885.5),(53 7288592),(54 7345548),(55 7359864),(56 7354829.5),(57 7300709.5),(58 7244962),(59 7166262),(60 7085683.5),(61 6980564),(62 6885476.5),(63 6813908),(64 6765771.5),(65 6729454.5),(66 6714423.5),(67 6737379.5),(68 6735869.5),(69 6722025.5),(70 6713254),(71 6709393.5),(72 6692181.5),(73 6703127.5),(74 6723260.5),(75 6761123.5),(76 6839140),(77 6933931.5),(78 7067431.5),(79 7239194.5),
(1 87101.54),(2 298613.4),(3 608270.9),(4 986837.44),(5 1403678.1),(6 1826934.9),(7 2265932.3),(8 2703604.3),(9 3145184.8),(10 3575722.3),(11 3979429.8),(12 4353302),(13 4707398.5),(14 5011596),(15 5268664.5),(16 5455236.5),(17 5592842),(18 5682972),(19 5738477),(20 5749099.5),(21 5748676.5),(22 5729742),(23 5693636),(24 5668339),(25 5656271.5),(26 5657714),(27 5680146.5),(28 5718574.5),(29 5780989.5),(30 5846160.5),(31 5922233.5),(32 5980164),(33 6038360.5),(34 6075065.5),(35 6098716),(36 6106290),(37 6110713.5),(38 6106374.5),(39 6098004),(40 6106788),(41 6136940),(42 6185068),(43 6243776),(44 6309369.5),(45 6368685),(46 6430151.5),(47 6495380),(48 6579851),(49 6677340),(50 6769529.5),(51 6871100),(52 6953605),(53 7002360.5),(54 7038902.5),(55 7054400),(56 7044254.5),(57 7026672),(58 7025315),(59 7034473.5),(60 7052571),(61 7084098.5),(62 7129638),(63 7175063.5),(64 7199246),(65 7205134.5),(66 7158209.5),(67 7118358),(68 7032377.5),(69 6917340),(70 6818747),(71 6727851.5),(72 6685043),(73 6670477),(74 6703671),(75 6759036),(76 6850940),(77 6977517),(78 7096167.5),(79 7190667.5),
(1 92429.58),(2 324436.2),(3 664050.6),(4 1089747),(5 1572257.6),(6 2090730.9),(7 2656432.8),(8 3215551),(9 3789690),(10 4346854),(11 4853021),(12 5285246),(13 5667432.5),(14 5977362.5),(15 6189373.5),(16 6329933),(17 6410232.5),(18 6423371.5),(19 6371410.5),(20 6259613),(21 6108150),(22 5957748),(23 5805652),(24 5666497.5),(25 5538930),(26 5429974.5),(27 5336140),(28 5253860),(29 5196869.5),(30 5148346),(31 5128888),(32 5154766.5),(33 5213297.5),(34 5297178.5),(35 5401266.5),(36 5516366),(37 5629849),(38 5724836.5),(39 5806591.5),(40 5863315),(41 5913877),(42 5935830.5),(43 5936052.5),(44 5919660),(45 5901900),(46 5893925),(47 5898740),(48 5906881.5),(49 5909126.5),(50 5908819),(51 5907889.5),(52 5909115),(53 5925202),(54 5935767),(55 5934866.5),(56 5904976),(57 5884647),(58 5886413),(59 5904489.5),(60 5937139),(61 5995417),(62 6116806),(63 6253332.5),(64 6406353.5),(65 6527795),(66 6631907),(67 6703170),(68 6766666),(69 6816279.5),(70 6878923.5),(71 6961707),(72 7072416),(73 7165954),(74 7231419),(75 7270464),(76 7264067),(77 7236449.5),(78 7151784.5),(79 7036815.5),
(1 93007.75),(2 327912.22),(3 679262.5),(4 1099085.4),(5 1578702.1),(6 2076384.5),(7 2571862.8),(8 3064160.3),(9 3539963.3),(10 3980505.5),(11 4382324),(12 4736179.5),(13 5036553),(14 5299556),(15 5507699.5),(16 5678236.5),(17 5800943),(18 5885831),(19 5913209),(20 5896292.5),(21 5838761),(22 5767150),(23 5682012),(24 5577898),(25 5469538),(26 5344477.5),(27 5218748.5),(28 5090438),(29 4986731.5),(30 4903477),(31 4871387.5),(32 4885334.5),(33 4937621.5),(34 5012402.5),(35 5113819.5),(36 5239215),(37 5368073.5),(38 5509076.5),(39 5652383),(40 5784140),(41 5908196.5),(42 6004487.5),(43 6092374.5),(44 6162964),(45 6220204.5),(46 6285791),(47 6325923),(48 6345341.5),(49 6342458.5),(50 6325180),(51 6282908.5),(52 6231476),(53 6151206),(54 6063338),(55 5980876),(56 5914572),(57 5841946.5),(58 5786905),(59 5728284.5),(60 5676823),(61 5624560),(62 5576531),(63 5535014.5),(64 5497052.5),(65 5466791),(66 5399395.5),(67 5394481),(68 5409414.5),(69 5463935.5),(70 5561745),(71 5676903.5),(72 5793427.5),(73 5904486),(74 5978902.5),(75 6047667.5),(76 6097770),(77 6137927.5),(78 6154613.5),(79 6145303),
(1 79442.125),(2 273193.7),(3 560250.2),(4 908095.3),(5 1288432.8),(6 1690835.8),(7 2103551.3),(8 2502319),(9 2883783.5),(10 3237686.3),(11 3579407.3),(12 3894572.3),(13 4174174.5),(14 4438692),(15 4639647.5),(16 4796458.5),(17 4898302),(18 4947623.5),(19 4957106.5),(20 4920685),(21 4860687.5),(22 4762868.5),(23 4656302.5),(24 4521381.5),(25 4372059),(26 4221689.5),(27 4070343),(28 3924203.3),(29 3799504),(30 3693314.3),(31 3623837),(32 3577667.3),(33 3556202.5),(34 3539559.5),(35 3552262.5),(36 3589634.3),(37 3656008.5),(38 3746561),(39 3840695),(40 3931957.8),(41 4028680),(42 4105917),(43 4177641),(44 4238634.5),(45 4286021.5),(46 4318786),(47 4332537.5),(48 4328962.5),(49 4301185),(50 4271415.5),(51 4235762),(52 4188248.8),(53 4131277.8),(54 4083768.5),(55 4029890.8),(56 3999284.8),(57 3962077.3),(58 3924565),(59 3877620.8),(60 3836546.3),(61 3786320.5),(62 3762402.3),(63 3746171.8),(64 3747655.5),(65 3767654.5),(66 3789541),(67 3836826.3),(68 3894391),(69 3967314.8),(70 4057302.5),(71 4130955.3),(72 4175976),(73 4197248),(74 4214469.5),(75 4226142),(76 4235418),(77 4238186),(78 4239578),(79 4251834.5),
(1 80130.05),(2 277135.03),(3 567994.9),(4 918794.06),(5 1312900.5),(6 1728600.5),(7 2149078.3),(8 2529123),(9 2873448.5),(10 3156690.8),(11 3381551),(12 3540069.8),(13 3641131.3),(14 3691238.8),(15 3711211.3),(16 3725432.8),(17 3724777.3),(18 3697244.5),(19 3659115.3),(20 3612735.3),(21 3585998),(22 3567830.5),(23 3578588.5),(24 3596176.5),(25 3618291),(26 3657826.3),(27 3718965.5),(28 3786205.5),(29 3857545.8),(30 3937195.3),(31 4013866.3),(32 4072027.8),(33 4114733.5),(34 4135516.3),(35 4141822.5),(36 4146701.8),(37 4146407.5),(38 4154643),(39 4178082.3),(40 4221658),(41 4277636),(42 4304886),(43 4325421),(44 4338593),(45 4365585),(46 4411934),(47 4455149.5),(48 4503282.5),(49 4550150),(50 4583578),(51 4600721),(52 4623142),(53 4603072),(54 4561423.5),(55 4526703.5),(56 4506254),(57 4482844),(58 4474801.5),(59 4455969.5),(60 4430266),(61 4409984),(62 4390487),(63 4359811),(64 4324914.5),(65 4293943.5),(66 4274260),(67 4253519.5),(68 4226252.5),(69 4199276.5),(70 4158805.3),(71 4096329.5),(72 4027335.3),(73 3944015.3),(74 3862020.3),(75 3795616),(76 3733578.8),(77 3663048.8),(78 3599405.5),(79 3541580.5),
(1 79822),(2 271639.47),(3 550047.9),(4 880023.1),(5 1229431.3),(6 1583610.5),(7 1936505.9),(8 2257016),(9 2558717),(10 2813794.8),(11 3038922),(12 3212107.3),(13 3339474.8),(14 3416667.8),(15 3462168.8),(16 3478539.8),(17 3480277.5),(18 3466379.8),(19 3444747.3),(20 3430752),(21 3424480),(22 3427096.3),(23 3434553.3),(24 3460032.5),(25 3483700.8),(26 3506500.8),(27 3526178.5),(28 3528001.3),(29 3533764.8),(30 3523488),(31 3503030.3),(32 3479186.8),(33 3432133.5),(34 3376278.3),(35 3307727.8),(36 3231856.5),(37 3168968.8),(38 3120460.8),(39 3087004),(40 3079053),(41 3087532),(42 3090716),(43 3097025.3),(44 3111427.5),(45 3118505.3),(46 3128551.8),(47 3132353),(48 3144477.3),(49 3149650),(50 3157658.3),(51 3168046.5),(52 3189714.3),(53 3208212),(54 3235362.8),(55 3271371.8),(56 3303929.8),(57 3334412.8),(58 3357620),(59 3386270.8),(60 3420887.3),(61 3460312),(62 3493937.3),(63 3507948.5),(64 3526372.5),(65 3538212),(66 3541658.8),(67 3557510.3),(68 3564092),(69 3574012.8),(70 3595546.8),(71 3609345.5),(72 3637078.3),(73 3663065.8),(74 3699964.8),(75 3747687),(76 3803510),(77 3863914.5),(78 3910832.8),(79 3961860.5),
(1 79052.03),(2 269481.28),(3 546701.25),(4 880591.06),(5 1234114.1),(6 1596749),(7 1947964.6),(8 2257511),(9 2540638.5),(10 2771948.5),(11 2961740.5),(12 3108733.3),(13 3219010.5),(14 3292029.3),(15 3342044),(16 3375457.5),(17 3394409.8),(18 3393983.3),(19 3376021.5),(20 3343353),(21 3292158.8),(22 3248300.3),(23 3186527.5),(24 3131656),(25 3083085),(26 3051659),(27 3031136.3),(28 3021160),(29 3012501),(30 3006830.3),(31 3016399),(32 3036029.5),(33 3047873.5),(34 3067184.5),(35 3091054),(36 3111995.5),(37 3134262.5),(38 3151147.5),(39 3157815),(40 3152939),(41 3149339.3),(42 3149531.3),(43 3158549),(44 3180383.3),(45 3220208.5),(46 3253738.3),(47 3286301.5),(48 3312159),(49 3302029.3),(50 3277737.5),(51 3246092.8),(52 3215015),(53 3167895.8),(54 3127423.8),(55 3098840.5),(56 3078652.5),(57 3069864.5),(58 3050077.5),(59 3032315.5),(60 3015755.8),(61 2996680),(62 2962047),(63 2951313),(64 2959791.8),(65 2995230.5),(66 3059428),(67 3118155.3),(68 3163857),(69 3201800),(70 3235024.3),(71 3270638.8),(72 3311145.5),(73 3346460),(74 3377141),(75 3417827.5),(76 3440379.3),(77 3461282.3),(78 3473971.5),(79 3486671.3),
(1 71947.05),(2 238375.67),(3 468783.1),(4 725180.94),(5 992421.4),(6 1257514.9),(7 1503577.6),(8 1725629.3),(9 1923757.4),(10 2087061.6),(11 2226250.8),(12 2329642.8),(13 2423465.5),(14 2494624.8),(15 2555686.8),(16 2615308.5),(17 2656905.5),(18 2684948),(19 2700174.5),(20 2698772),(21 2685454),(22 2670328.3),(23 2652738.3),(24 2630042),(25 2612230.5),(26 2590352.5),(27 2576114.5),(28 2570295.3),(29 2572876),(30 2586319.3),(31 2603146.5),(32 2623034.5),(33 2654564.8),(34 2688706.5),(35 2714370.3),(36 2744534.5),(37 2774823.3),(38 2789402.5),(39 2795874.5),(40 2782046.3),(41 2761826.8),(42 2723722.8),(43 2688849.8),(44 2665058),(45 2649782.3),(46 2651778.8),(47 2661841.3),(48 2683696),(49 2723892),(50 2774181.3),(51 2829297.3),(52 2896167.3),(53 2952203.5),(54 2993901.8),(55 3018749.5),(56 3045551.3),(57 3067346.5),(58 3074607),(59 3084233),(60 3085572.5),(61 3071306.5),(62 3050211),(63 3034602.8),(64 3018319),(65 2999072.8),(66 2980896.8),(67 2953505),(68 2913267),(69 2867692),(70 2820220),(71 2777962.8),(72 2740407),(73 2711701.3),(74 2689432),(75 2676600.3),(76 2667328.3),(77 2664171.3),(78 2657194.8),(79 2648720.8),
(1 76658.71),(2 257359.6),(3 508564.22),(4 793274.25),(5 1076260.5),(6 1338454),(7 1570577.4),(8 1776148.1),(9 1959851.6),(10 2113158.8),(11 2229620.8),(12 2336690.5),(13 2431620.3),(14 2500385.3),(15 2551004),(16 2597119.5),(17 2626019.5),(18 2652884.5),(19 2662667.3),(20 2656308.5),(21 2646128),(22 2635393.8),(23 2631420.8),(24 2624493.8),(25 2623362.8),(26 2623733.5),(27 2608610.3),(28 2578385),(29 2540470.8),(30 2492646.8),(31 2442027.8),(32 2388983),(33 2345912),(34 2313078.8),(35 2295808.5),(36 2284055.5),(37 2286638.8),(38 2280206.3),(39 2280625.3),(40 2268889.8),(41 2257847.8),(42 2245252),(43 2234277.8),(44 2224144.5),(45 2218548.3),(46 2231862.8),(47 2272219.5),(48 2324194.5),(49 2383986.5),(50 2444854.8),(51 2506768.8),(52 2572507),(53 2635992.5),(54 2686455.3),(55 2720590.5),(56 2742634.5),(57 2765510.8),(58 2787868.8),(59 2807769.5),(60 2839805.8),(61 2881507.3),(62 2937007.3),(63 2995764.5),(64 3044917),(65 3082206.3),(66 3113020.5),(67 3143158.8),(68 3169964.5),(69 3198866),(70 3225786.3),(71 3250679.3),(72 3269071),(73 3290367.5),(74 3297053),(75 3303832.8),(76 3300421.8),(77 3293763.8),(78 3280960),(79 3252633),
(1 76497.35),(2 256840.58),(3 504210.38),(4 784846.7),(5 1066170.3),(6 1339191),(7 1564765.8),(8 1763504.1),(9 1946655.1),(10 2094963.1),(11 2215909.3),(12 2299868.8),(13 2364218.8),(14 2403103.8),(15 2408898.8),(16 2404165.3),(17 2389039),(18 2369989.5),(19 2351975),(20 2335154),(21 2316235.5),(22 2293675),(23 2267432.5),(24 2246310.5),(25 2229204),(26 2220334.5),(27 2216473.8),(28 2217823),(29 2217012.8),(30 2214954.8),(31 2215071),(32 2213452.5),(33 2217849),(34 2233368.5),(35 2266667.3),(36 2303936),(37 2341511.8),(38 2373629),(39 2393648.5),(40 2402412),(41 2394392.5),(42 2379324.3),(43 2360155.8),(44 2348406.5),(45 2352041.8),(46 2364028.5),(47 2369732.8),(48 2374831.8),(49 2375957.8),(50 2381776.3),(51 2381400.3),(52 2372919),(53 2359008),(54 2337484.3),(55 2318622.8),(56 2313143),(57 2316959.5),(58 2333138.5),(59 2355007.3),(60 2377904.5),(61 2411310),(62 2440390.3),(63 2452609.8),(64 2453189.3),(65 2447928.8),(66 2452570),(67 2457682),(68 2465251),(69 2472811.5),(70 2477669.3),(71 2476569.8),(72 2474016),(73 2475754.3),(74 2469306.5),(75 2463401.5),(76 2457315),(77 2456133.3),(78 2459780.3),(79 2453948.8),
(1 76308.47),(2 255269.72),(3 497858.28),(4 765636.2),(5 1036705.7),(6 1287927.6),(7 1512587.6),(8 1702144.5),(9 1857592.4),(10 1981100.3),(11 2076044.3),(12 2141762.3),(13 2188394.5),(14 2219895.5),(15 2232364),(16 2237379.3),(17 2241369.3),(18 2245620.5),(19 2250756.8),(20 2254455.8),(21 2259655.8),(22 2261402.5),(23 2267949.5),(24 2275283.8),(25 2278746.8),(26 2285215),(27 2294765.5),(28 2309920.3),(29 2326317.8),(30 2341849.5),(31 2363855.5),(32 2382768.3),(33 2390925.5),(34 2390868.8),(35 2392752.5),(36 2385830.3),(37 2373853.5),(38 2356100.8),(39 2333601),(40 2305857),(41 2289335.3),(42 2291114.5),(43 2303593.8),(44 2332000.8),(45 2358881.8),(46 2379901.5),(47 2395335),(48 2400938),(49 2397645.5),(50 2396837.3),(51 2382706),(52 2358758.5),(53 2329517),(54 2293381),(55 2263846),(56 2243999.3),(57 2234242.5),(58 2231079.3),(59 2228741.3),(60 2226068.8),(61 2224965.5),(62 2222658.8),(63 2216359),(64 2212665.8),(65 2217256.3),(66 2232227.3),(67 2248608.5),(68 2262794.5),(69 2294154.3),(70 2344528.8),(71 2386725.5),(72 2421430.8),(73 2453441.5),(74 2474216.5),(75 2493813.3),(76 2505568.8),(77 2518093),(78 2543716),(79 2569491.8),
(1 76716.28),(2 260138.28),(3 505865.34),(4 769911.8),(5 1031855.56),(6 1267791.5),(7 1467959.6),(8 1619714.3),(9 1728478.4),(10 1794889.1),(11 1841149.5),(12 1857909),(13 1861717.9),(14 1867902),(15 1873621.5),(16 1885355.8),(17 1894736.8),(18 1912653.4),(19 1929765),(20 1952598.3),(21 1972436.1),(22 1999999.6),(23 2027798.9),(24 2056352.8),(25 2086136.9),(26 2099086.3),(27 2114706.8),(28 2127993.3),(29 2144528.8),(30 2145970.8),(31 2129648),(32 2108751),(33 2087448.1),(34 2075343.1),(35 2068282),(36 2053747.3),(37 2035387.3),(38 2021768.8),(39 2013839.5),(40 2015358.8),(41 2025555.8),(42 2039498.1),(43 2060105.3),(44 2086776.1),(45 2119470.5),(46 2138166.8),(47 2144704.3),(48 2141962),(49 2138154.3),(50 2137644),(51 2138716.3),(52 2147393.3),(53 2154725.5),(54 2171797),(55 2178194.8),(56 2174957.3),(57 2175401.3),(58 2169665.8),(59 2154835.8),(60 2130208.3),(61 2099866.5),(62 2067502.9),(63 2043546.1),(64 2030685.8),(65 2028968.9),(66 2034510.6),(67 2064275.3),(68 2099802.3),(69 2142594.8),(70 2177151),(71 2201240.5),(72 2216949.8),(73 2233797),(74 2243512),(75 2246408.3),(76 2249660),(77 2257980.3),(78 2266607.3),(79 2265126.3),
(1 74905.53),(2 252440.98),(3 486661.25),(4 728782.5),(5 958093.7),(6 1167608.5),(7 1339584.6),(8 1480189),(9 1587543.3),(10 1672491.4),(11 1742632.4),(12 1799541.1),(13 1858887.5),(14 1919309.4),(15 1977858.6),(16 2036708.6),(17 2079429.4),(18 2114405.3),(19 2138871.5),(20 2156665.5),(21 2174503.5),(22 2198535),(23 2231411.5),(24 2264666.3),(25 2300085.8),(26 2322267.5),(27 2337339.8),(28 2332775),(29 2320079.5),(30 2291142.5),(31 2247387.3),(32 2193622.5),(33 2141045.3),(34 2093087.6),(35 2053984.8),(36 2012732.1),(37 1973148.5),(38 1933879.1),(39 1905667.8),(40 1881562.5),(41 1865354.3),(42 1852072.5),(43 1846937.3),(44 1838123.5),(45 1827927.5),(46 1816308.1),(47 1809862),(48 1813235.3),(49 1827517),(50 1848279.5),(51 1871022.9),(52 1898369.6),(53 1924311.1),(54 1951426.1),(55 1966878.4),(56 1971597.1),(57 1982939.5),(58 1993594.6),(59 2007038.4),(60 2015936),(61 2022432.8),(62 2022974.9),(63 2021059.3),(64 2026170),(65 2030599.1),(66 2036075.4),(67 2044375.3),(68 2054818),(69 2059567.9),(70 2061761.8),(71 2068167.1),(72 2074214.6),(73 2080218),(74 2069042.9),(75 2059485.8),(76 2055979.4),(77 2066802.6),(78 2077693.9),(79 2092565),
(1 84992.53),(2 293144.72),(3 577045.9),(4 888052.56),(5 1190751.3),(6 1467372.5),(7 1680561.5),(8 1836642.6),(9 1952924.6),(10 2026548.8),(11 2073941.4),(12 2094686.3),(13 2094643.8),(14 2088845.9),(15 2067894.3),(16 2055111.4),(17 2034910.1),(18 2014820.3),(19 1995508.6),(20 1979472.3),(21 1969480.4),(22 1960239.8),(23 1954192.6),(24 1947995),(25 1940136),(26 1939619.8),(27 1939150.9),(28 1954945),(29 1980292.4),(30 2011932.3),(31 2045408.3),(32 2065284.8),(33 2078701),(34 2086273.5),(35 2104859.5),(36 2125340.5),(37 2145051.8),(38 2155723.5),(39 2150779.8),(40 2124112),(41 2077401.1),(42 2020623.8),(43 1951879.4),(44 1885507.6),(45 1832207.6),(46 1788994.3),(47 1751070.5),(48 1725334.9),(49 1711131.8),(50 1705456.4),(51 1704933),(52 1707425.8),(53 1708083.8),(54 1712456),(55 1711255.6),(56 1708123),(57 1698719),(58 1682309.8),(59 1674545),(60 1669280.4),(61 1666467),(62 1670971.8),(63 1683093.5),(64 1708990.1),(65 1742003.3),(66 1771306.5),(67 1798506.6),(68 1809815),(69 1809137),(70 1813255.8),(71 1806708.3),(72 1787441.1),(73 1773355.3),(74 1766922.6),(75 1766985),(76 1770046.5),(77 1777705.1),(78 1781698.5),(79 1808929.9),
(1 75882.414),(2 257386.14),(3 503949.25),(4 770178.3),(5 1036938.06),(6 1276865.5),(7 1487742.8),(8 1656028.8),(9 1797223.9),(10 1899210.5),(11 1968550.6),(12 2006627),(13 2022595.9),(14 2029572.1),(15 2021903.9),(16 2004954),(17 1972465.1),(18 1934326),(19 1899990.9),(20 1865706),(21 1837982.6),(22 1805992.9),(23 1777240.1),(24 1745097.3),(25 1722152.5),(26 1712417.3),(27 1710596.6),(28 1725812.6),(29 1742826.5),(30 1754245.8),(31 1760081.1),(32 1762467.5),(33 1772343.1),(34 1781657.3),(35 1793830.6),(36 1808808.5),(37 1825902),(38 1823143.1),(39 1809782),(40 1784629.8),(41 1750406.4),(42 1711303.9),(43 1684835),(44 1666804.5),(45 1665258.1),(46 1675159.6),(47 1695149.1),(48 1721869),(49 1743686),(50 1755460.6),(51 1754288.8),(52 1747301),(53 1730654.3),(54 1723344.8),(55 1719686.3),(56 1720693.4),(57 1721705.3),(58 1727038.3),(59 1734585.4),(60 1742325.1),(61 1735638.3),(62 1720719.9),(63 1709334.3),(64 1707608.9),(65 1708693),(66 1722148.3),(67 1744339),(68 1771550),(69 1795276.6),(70 1816728.8),(71 1828925.1),(72 1838245.4),(73 1833181.9),(74 1816212.6),(75 1803187.9),(76 1792808.8),(77 1789135.9),(78 1779879.3),(79 1784879.5),
(1 67040.54),(2 222233.02),(3 431248.78),(4 650200.94),(5 861375.2),(6 1048416.5),(7 1188102.3),(8 1289185),(9 1351844.1),(10 1381474.5),(11 1388574.3),(12 1386183),(13 1386139),(14 1395384),(15 1407539.5),(16 1415314.9),(17 1419684.3),(18 1419928),(19 1418923.3),(20 1412292.5),(21 1406270.8),(22 1396912.5),(23 1386204.9),(24 1373993.4),(25 1368731.9),(26 1375048.5),(27 1382134.1),(28 1386991.9),(29 1385189.4),(30 1385960.6),(31 1383408.6),(32 1383812.9),(33 1387781.4),(34 1395854.1),(35 1396660.9),(36 1395130.6),(37 1406563.8),(38 1422830),(39 1437677),(40 1444071),(41 1452914.9),(42 1459937),(43 1472577.6),(44 1471974.1),(45 1475564.1),(46 1475129.4),(47 1477444.1),(48 1473060.8),(49 1463187.3),(50 1453904.6),(51 1443110.6),(52 1432427.3),(53 1415482.4),(54 1396446.4),(55 1381316.1),(56 1374602.6),(57 1368595.3),(58 1368738.9),(59 1372752.6),(60 1385547.1),(61 1398344.1),(62 1406473.4),(63 1407266.3),(64 1403982.8),(65 1395945.8),(66 1387452.3),(67 1387820.3),(68 1399348.4),(69 1416121),(70 1436907.8),(71 1465359.6),(72 1495366.9),(73 1531387),(74 1556192.8),(75 1572698.5),(76 1573970.9),(77 1572434.9),(78 1561540.5),(79 1547629.6),
